베셀(177350),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-09-04,4530,4530,4530,4530,0,12682.0,2799506.0
2014-09-05,4560,4560,3855,4560,1400,12766.0,2799506.0
2014-09-11,5240,5240,5240,5240,100,14669.0,2799506.0
2014-09-12,4980,5270,4980,5270,400,14753.0,2799506.0
2014-09-15,5010,5010,5010,5010,200,14026.0,2799506.0
2014-09-16,5010,5010,5010,5010,0,14026.0,2799506.0
2014-09-17,5010,5010,5010,5010,0,,
2014-09-18,4760,4760,4760,4760,300,13326.0,2799506.0
2014-09-19,4790,4790,4790,4790,100,13410.0,2799506.0
2014-09-22,4790,4790,4790,4790,0,13410.0,2799506.0
2014-09-23,4790,4790,4790,4790,0,,
2014-09-24,4790,4790,4790,4790,0,,
2014-09-25,4790,4790,4790,4790,0,,
2014-09-26,4820,4820,4820,4820,300,13494.0,2799506.0
2014-09-29,4820,4820,4820,4820,0,,
2014-09-30,4850,4850,4850,4850,100,13578.0,2799506.0
2014-10-01,4850,4850,4850,4850,0,13578.0,2799506.0
2014-10-02,4850,4850,4850,4850,0,,
2014-10-06,4610,4610,4610,4610,300,12906.0,2799506.0
2014-10-07,4610,4610,4610,4610,0,12906.0,2799506.0
2014-10-08,4610,4610,4610,4610,0,,
2014-10-10,4610,4610,4610,4610,0,,
2014-10-13,4610,4610,4610,4610,0,,
2014-10-14,4610,4610,4610,4610,0,,
2014-10-15,4610,4610,4610,4610,0,,
2014-10-16,4610,4610,4610,4610,0,,
2014-10-17,4610,4610,4610,4610,0,,
2014-10-20,4610,4610,4610,4610,0,,
2014-10-21,4640,4640,4640,4640,100,12990.0,2799506.0
2014-10-22,4640,4640,4640,4640,0,12990.0,2799506.0
2014-10-23,4640,4640,4640,4640,0,,
2014-10-24,4640,4640,4640,4640,0,,
2014-10-27,4640,4640,4640,4640,0,,
2014-10-28,4640,4640,4640,4640,0,,
2014-10-29,4670,4670,4670,4670,300,13074.0,2799506.0
2014-10-30,4670,4670,4670,4670,0,13074.0,2799506.0
2014-10-31,4700,4700,4700,4700,300,13158.0,2799506.0
2014-11-03,4730,4730,4730,4730,300,13242.0,2799506.0
2014-11-04,4500,4760,4500,4760,600,13326.0,2799506.0
2014-11-05,4790,4790,4530,4530,400,12682.0,2799506.0
2014-11-06,4530,4530,4530,4530,0,,
2014-11-07,4530,4530,4530,4530,0,,
2014-11-10,4310,4310,4310,4310,300,12066.0,2799506.0
2014-11-11,4100,4340,4100,4340,400,12150.0,2799506.0
2014-11-12,4130,4130,4130,4130,300,11562.0,2799506.0
2014-11-13,4745,4745,4745,4745,100,13284.0,2799506.0
2014-11-14,4510,4510,4510,4510,300,12626.0,2799506.0
2014-11-17,4290,4540,4290,4540,700,12710.0,2799506.0
2014-11-18,4320,4320,4320,4320,300,12094.0,2799506.0
2014-11-19,4350,4350,4110,4350,302,12178.0,2799506.0
2014-11-20,4140,4380,4140,4380,301,12262.0,2799506.0
2014-11-21,4170,4410,4170,4410,301,12346.0,2799506.0
2014-11-24,4410,4410,4410,4410,0,12346.0,2799506.0
2014-11-25,4440,4440,4440,4440,1,12430.0,2799506.0
2014-11-26,5100,5100,5100,5100,1,14277.0,2799506.0
2014-11-27,4850,4850,4850,4850,300,13578.0,2799506.0
2014-11-28,5570,5570,5570,5570,1,15593.0,2799506.0
2014-12-01,5300,5600,5300,5600,201,15677.0,2799506.0
2014-12-02,5320,5320,5320,5320,200,14893.0,2799506.0
2014-12-03,5060,5350,5060,5350,201,14977.0,2799506.0
2014-12-04,5090,5090,5090,5090,200,14249.0,2799506.0
2014-12-05,4840,4840,4840,4840,86,13550.0,2799506.0
2014-12-08,4840,4840,4840,4840,0,13550.0,2799506.0
2014-12-09,4600,4600,4600,4600,300,12878.0,2799506.0
2014-12-10,4600,4600,4600,4600,0,12878.0,2799506.0
2014-12-11,4600,4600,4600,4600,0,,
2014-12-12,4600,4600,4600,4600,0,,
2014-12-15,4600,4600,4600,4600,0,,
2014-12-16,4600,4600,4600,4600,0,,
2014-12-17,4600,4600,4600,4600,0,,
2014-12-18,4370,4370,4370,4370,300,12234.0,2799506.0
2014-12-19,4400,4400,4400,4400,300,12318.0,2799506.0
2014-12-22,4430,4430,4430,4430,300,12402.0,2799506.0
2014-12-23,4460,4460,4460,4460,300,12486.0,2799506.0
2014-12-24,4490,4490,4490,4490,300,12570.0,2799506.0
2014-12-26,4490,4490,4490,4490,0,12570.0,2799506.0
2014-12-29,4520,4520,4270,4270,301,11954.0,2799506.0
2014-12-30,4290,4290,4290,4290,300,12010.0,2799506.0
2015-01-02,4320,4320,4320,4320,300,12094.0,2799506.0
2015-01-05,4350,4350,4350,4350,300,12178.0,2799506.0
2015-01-06,4405,4405,4405,4405,300,12332.0,2799506.0
2015-01-07,4430,4430,4190,4190,301,11730.0,2799506.0
2015-01-08,4210,4210,4210,4210,300,11786.0,2799506.0
2015-01-09,4230,4230,4230,4230,300,11842.0,2799506.0
2015-01-12,4250,4250,4250,4250,300,11898.0,2799506.0
2015-01-13,4270,4270,4270,4270,300,11954.0,2799506.0
2015-01-14,4600,4900,4600,4900,112159,13718.0,2799506.0
2015-01-15,4660,4660,4660,4660,1,13046.0,2799506.0
2015-01-16,4430,4430,4430,4430,1,12402.0,2799506.0
2015-01-19,4460,4460,4460,4460,300,,
2015-01-20,4490,4490,4490,4490,300,,
2015-01-21,4520,4520,4520,4520,300,12654.0,2799506.0
2015-01-22,4715,4715,4715,4715,300,13200.0,2799506.0
2015-01-23,4800,4800,4800,4800,300,13438.0,2799506.0
2015-01-26,4850,4850,4850,4850,300,13578.0,2799506.0
2015-01-27,5000,5000,5000,5000,300,13998.0,2799506.0
2015-01-28,5000,5000,5000,5000,0,13998.0,2799506.0
2015-01-29,5030,5030,5030,5030,300,14082.0,2799506.0
2015-01-30,5060,5060,5060,5060,300,14166.0,2799506.0
2015-02-02,5090,5090,5090,5090,300,14249.0,2799506.0
2015-02-03,5120,5120,5120,5120,300,14333.0,2799506.0
2015-02-04,5150,5150,5150,5150,300,14417.0,2799506.0
2015-02-05,5180,5180,5180,5180,300,14501.0,2799506.0
2015-02-06,5210,5210,5210,5210,300,14585.0,2799506.0
2015-02-09,5240,5240,5240,5240,300,14669.0,2799506.0
2015-02-10,5270,5270,5270,5270,1,14753.0,2799506.0
2015-02-11,5300,5300,5300,5300,1,14837.0,2799506.0
2015-02-12,5300,5300,5300,5300,0,14837.0,2799506.0
2015-02-13,5300,5300,5300,5300,0,,
2015-02-16,5330,5330,5330,5330,200,14921.0,2799506.0
2015-02-17,5360,5360,5360,5360,200,15005.0,2799506.0
2015-02-23,5390,5390,5390,5390,200,15089.0,2799506.0
2015-02-24,5390,5390,5390,5390,0,15089.0,2799506.0
2015-02-25,5140,5140,5140,5140,0,14389.0,2799506.0
2015-02-26,5140,5140,5140,5140,0,14389.0,2799506.0
2015-02-27,5100,5910,5100,5900,61001,16517.0,2799506.0
2015-03-02,5490,5490,5490,5490,20200,15369.0,2799506.0
2015-03-03,5500,5500,5500,5500,21099,15397.0,2799506.0
2015-03-04,5530,5530,5530,5530,200,15481.0,2799506.0
2015-03-05,5560,5560,5500,5500,1200,15397.0,2799506.0
2015-03-06,5800,6000,5550,5550,3,15537.0,2799506.0
2015-03-09,5800,6380,5000,6380,17416,17861.0,2799506.0
2015-03-10,6900,6900,6900,6900,400,19317.0,2799506.0
2015-03-11,7000,7500,6500,7500,5002,20996.0,2799506.0
2015-03-12,8600,8600,8000,8000,2,22396.0,2799506.0
2015-03-13,8500,8600,8500,8600,5001,24076.0,2799506.0
2015-03-16,9700,9700,8500,8600,25712,24076.0,2799506.0
2015-03-17,9000,9000,7510,8600,3210,30011.0,3489655.0
2015-03-18,7510,9000,7510,8700,211,30360.0,3489655.0
2015-03-19,7700,8700,7700,8700,11,30360.0,3489655.0
2015-03-20,9000,9000,8700,8850,9412,30883.0,3489655.0
2015-03-23,9000,10050,9000,9000,2010,31407.0,3489655.0
2015-03-24,9500,9500,9000,9000,12110,31407.0,3489655.0
2015-03-25,9000,9000,9000,9000,1500,31407.0,3489655.0
2015-03-26,9000,9000,8500,9000,5101,31407.0,3489655.0
2015-03-27,8540,9050,8300,9050,38191,31581.0,3489655.0
2015-03-30,9050,9050,9050,9050,0,31581.0,3489655.0
2015-03-31,9100,9200,9100,9150,24655,31930.0,3489655.0
2015-04-01,9100,9100,8610,8610,114,30046.0,3489655.0
2015-04-02,9000,9000,8990,9000,2201,31407.0,3489655.0
2015-04-03,9000,9000,9000,9000,0,31407.0,3489655.0
2015-04-06,8510,9000,8510,9000,25075,31407.0,3489655.0
2015-04-07,9000,9000,8990,9000,1002,31407.0,3489655.0
2015-04-08,9000,9000,9000,9000,210,31407.0,3489655.0
2015-04-09,9000,9000,9000,9000,1000,31407.0,3489655.0
2015-04-10,9000,9000,8990,8990,5010,31372.0,3489655.0
2015-04-13,8950,8950,8950,8950,25,31232.0,3489655.0
2015-04-14,8980,8980,8960,8960,1028,31267.0,3489655.0
2015-04-15,8900,8960,8900,8960,2180,31267.0,3489655.0
2015-04-16,8990,8990,8990,8990,1600,31372.0,3489655.0
2015-04-17,8990,8990,8990,8990,0,31372.0,3489655.0
2015-04-20,8990,10250,8990,9040,23331,31546.0,3489655.0
2015-04-21,10000,10350,10000,10350,31141,36118.0,3489655.0
2015-04-22,10500,10600,10300,10600,3101,36990.0,3489655.0
2015-04-23,10100,10400,10000,10400,4951,36292.0,3489655.0
2015-04-24,10200,11400,10200,10400,17925,36292.0,3489655.0
2015-04-27,10450,10900,10400,10900,6391,38037.0,3489655.0
2015-04-28,11450,11450,10000,10850,20202,37863.0,3489655.0
2015-04-29,10300,10850,10300,10850,1430,37863.0,3489655.0
2015-04-30,10800,10800,10800,10800,1276,37688.0,3489655.0
2015-05-04,10500,10500,10500,10500,0,36641.0,3489655.0
2015-05-06,10400,10400,10400,10400,0,36292.0,3489655.0
2015-05-07,9890,9890,9890,9890,3,34513.0,3489655.0
2015-05-08,10900,11300,10700,11300,49091,39433.0,3489655.0
2015-05-11,12450,12450,11200,11500,3802,40131.0,3489655.0
2015-05-12,11000,11500,11000,11500,10311,40131.0,3489655.0
2015-05-13,11500,11500,11500,11500,0,40131.0,3489655.0
2015-05-14,10850,11500,10850,11500,2544,40131.0,3489655.0
2015-05-15,11450,11450,11450,11450,0,39957.0,3489655.0
2015-05-18,11450,11950,11450,11950,11825,41701.0,3489655.0
2015-05-19,11350,11650,11100,11650,1552,40654.0,3489655.0
2015-05-20,11450,11450,11450,11450,0,39957.0,3489655.0
2015-05-21,11450,11450,11450,11450,0,39957.0,3489655.0
2015-05-22,10900,11450,10300,11000,4019,38386.0,3489655.0
2015-05-26,11050,11400,11050,11400,101,39782.0,3489655.0
2015-05-27,11350,11350,11350,11350,0,39608.0,3489655.0
2015-05-28,10800,11250,10800,10800,1049,37688.0,3489655.0
2015-05-29,11500,11500,11500,11500,10,40131.0,3489655.0
2015-06-01,11000,12000,11000,12000,14291,41876.0,3489655.0
2015-06-02,12450,12450,11250,12150,12515,42399.0,3489655.0
2015-06-03,12900,13000,11500,13000,12301,45366.0,3489655.0
2015-06-04,13500,13500,13000,13200,800,46063.0,3489655.0
2015-06-05,13000,14000,13000,13900,25272,48506.0,3489655.0
2015-06-08,14650,14650,14550,14600,1461,50949.0,3489655.0
2015-06-09,16700,16700,14000,14650,2506,51123.0,3489655.0
2015-06-10,15000,15000,14000,14000,2886,48855.0,3489655.0
2015-06-11,14450,14450,14450,14450,1,50426.0,3489655.0
2015-06-12,14400,14400,14400,14400,0,50251.0,3489655.0
2015-06-15,14450,14450,14450,14450,10,50426.0,3489655.0
2015-06-16,14000,14000,14000,14000,100,48855.0,3489655.0
2015-06-17,11900,14000,11900,14000,6400,48855.0,3489655.0
2015-06-18,13000,13950,12000,13900,1112,48506.0,3489655.0
2015-06-19,6704,6955,4978,5204,2761753,42844.0,4119655.0
2015-06-22,5153,5453,4983,5029,706122,41403.0,4119655.0
2015-06-23,5128,5253,5003,5254,376344,43256.0,4119655.0
2015-06-24,5078,5178,5003,5104,284043,42020.0,4119655.0
2015-06-25,5203,5253,5078,5129,251865,42226.0,4119655.0
2015-06-26,5153,5278,4998,5029,270697,41403.0,4119655.0
2015-06-29,5003,5028,4788,4803,158410,39549.0,4119655.0
2015-06-30,4703,4903,4618,4688,110323,38601.0,4119655.0
2015-07-01,4768,4953,4653,4824,108449,39713.0,4119655.0
2015-07-02,4803,4803,4478,4553,365515,37489.0,4119655.0
2015-07-03,4578,4733,4503,4538,117987,37365.0,4119655.0
2015-07-06,4368,4503,3957,4008,309036,41763.0,5213802.0
2015-07-07,4007,4062,3532,3783,347672,39416.0,5213802.0
2015-07-08,3662,3852,3577,3743,139849,38999.0,5213802.0
2015-07-09,3612,3777,3547,3698,103857,38530.0,5213802.0
2015-07-10,3697,3752,3652,3698,64888,38530.0,5213802.0
