베셀(177350),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-07-01,5020,5020,5020,5020,1000,14054.0,2799506.0
2013-07-02,0,0,0,5020,0,14054.0,2799506.0
2013-07-03,0,0,0,5020,0,,
2013-07-04,0,0,0,5020,0,,
2013-07-05,0,0,0,5020,0,,
2013-07-08,0,0,0,5020,0,,
2013-07-09,0,0,0,5020,0,,
2013-07-10,0,0,0,5020,0,,
2013-07-11,5670,5670,5670,5670,100,15873.0,2799506.0
2013-07-12,0,0,0,5670,0,15873.0,2799506.0
2013-07-15,0,0,0,5670,0,,
2013-07-16,0,0,0,5670,0,,
2013-07-17,0,0,0,5670,0,,
2013-07-18,6400,6400,6400,6400,100,17917.0,2799506.0
2013-07-19,7200,7200,7200,7200,200,20156.0,2799506.0
2013-07-22,0,0,0,7200,0,20156.0,2799506.0
2013-07-23,7000,7000,7000,7000,1000,19597.0,2799506.0
2013-07-24,0,0,0,7000,0,19597.0,2799506.0
2013-07-25,0,0,0,7000,0,,
2013-07-26,0,0,0,7000,0,,
2013-07-29,0,0,0,7000,0,,
2013-07-30,0,0,0,7000,0,,
2013-07-31,0,0,0,7000,0,,
2013-08-01,0,0,0,7000,0,,
2013-08-02,0,0,0,7000,0,,
2013-08-05,0,0,0,7000,0,,
2013-08-06,0,0,0,7000,0,,
2013-08-07,0,0,0,7000,0,,
2013-08-08,0,0,0,7000,0,,
2013-08-09,0,0,0,7000,0,,
2013-08-12,0,0,0,7000,0,,
2013-08-13,0,0,0,7000,0,,
2013-08-14,0,0,0,7000,0,,
2013-08-16,0,0,0,7000,0,,
2013-08-19,0,0,0,7000,0,,
2013-08-20,0,0,0,7000,0,,
2013-08-21,0,0,0,7000,0,,
2013-08-22,0,0,0,7000,0,,
2013-08-23,0,0,0,7000,0,,
2013-08-26,0,0,0,7000,0,,
2013-08-27,0,0,0,7000,0,,
2013-08-28,0,0,0,7000,0,,
2013-08-29,0,0,0,7000,0,,
2013-08-30,0,0,0,7000,0,,
2013-09-02,0,0,0,7000,0,,
2013-09-03,0,0,0,7000,0,,
2013-09-04,0,0,0,7000,0,,
2013-09-05,0,0,0,7000,0,,
2013-09-06,0,0,0,7000,0,,
2013-09-09,0,0,0,7000,0,,
2013-09-10,0,0,0,7000,0,,
2013-09-11,0,0,0,7000,0,,
2013-09-12,0,0,0,7000,0,,
2013-09-13,0,0,0,7000,0,,
2013-09-16,0,0,0,7000,0,,
2013-09-17,7100,7100,7100,7100,500,19876.0,2799506.0
2013-09-23,7100,7100,7100,7100,1000,19876.0,2799506.0
2013-09-24,0,0,0,7100,0,19876.0,2799506.0
2013-09-25,0,0,0,7100,0,,
2013-09-26,0,0,0,7100,0,,
2013-09-27,7100,7100,7100,7100,200,19876.0,2799506.0
2013-09-30,7100,7100,7100,7100,1000,,
2013-10-01,0,0,0,7100,0,,
2013-10-02,7100,7100,7100,7100,200,,
2013-10-04,0,0,0,7100,0,,
2013-10-07,7100,7100,7100,7100,200,,
2013-10-08,7100,7100,7100,7100,200,,
2013-10-10,7100,7100,7100,7100,200,,
2013-10-11,0,0,0,7100,0,,
2013-10-14,7100,7100,7100,7100,200,,
2013-10-15,0,0,0,7100,0,,
2013-10-16,7100,7100,7100,7100,200,,
2013-10-17,7100,7100,7100,7100,200,,
2013-10-18,0,0,0,7100,0,,
2013-10-21,7100,7100,7100,7100,200,,
2013-10-22,0,0,0,7100,0,,
2013-10-23,0,0,0,7100,0,,
2013-10-24,0,0,0,7100,0,,
2013-10-25,0,0,0,7100,0,,
2013-10-28,0,0,0,7100,0,,
2013-10-29,0,0,0,7100,0,,
2013-10-30,0,0,0,7100,0,,
2013-10-31,0,0,0,7100,0,,
2013-11-01,0,0,0,7100,0,,
2013-11-04,0,0,0,7000,0,19597.0,2799506.0
2013-11-05,0,0,0,7000,0,,
2013-11-06,0,0,0,7000,0,,
2013-11-07,0,0,0,7000,0,,
2013-11-08,0,0,0,7000,0,,
2013-11-11,0,0,0,7000,0,,
2013-11-12,0,0,0,7000,0,,
2013-11-13,0,0,0,7000,0,,
2013-11-14,0,0,0,7000,0,,
2013-11-15,0,0,0,7000,0,,
2013-11-18,0,0,0,7000,0,,
2013-11-19,0,0,0,7000,0,,
2013-11-20,0,0,0,7000,0,,
2013-11-21,0,0,0,7000,0,,
2013-11-22,0,0,0,7000,0,,
2013-11-25,0,0,0,7000,0,,
2013-11-26,0,0,0,7000,0,,
2013-11-27,0,0,0,7000,0,,
2013-11-28,0,0,0,7000,0,,
2013-11-29,0,0,0,7000,0,,
2013-12-02,0,0,0,7000,0,,
2013-12-03,0,0,0,7000,0,,
2013-12-04,0,0,0,7000,0,,
2013-12-05,0,0,0,7000,0,,
2013-12-06,0,0,0,7000,0,,
2013-12-09,0,0,0,7000,0,,
2013-12-10,0,0,0,7000,0,,
2013-12-11,0,0,0,7000,0,,
2013-12-12,0,0,0,7000,0,,
2013-12-13,0,0,0,7000,0,,
2013-12-16,0,0,0,7000,0,,
2013-12-17,0,0,0,7000,0,,
2013-12-18,0,0,0,7000,0,,
2013-12-19,0,0,0,7000,0,,
2013-12-20,0,0,0,7000,0,,
2013-12-23,0,0,0,7000,0,,
2013-12-24,0,0,0,7000,0,,
2013-12-26,0,0,0,7000,0,,
2013-12-27,6500,6500,6500,6500,50100,18197.0,2799506.0
2013-12-30,7000,7000,7000,7000,200,19597.0,2799506.0
2014-01-02,0,0,0,7000,0,,
2014-01-03,6790,6790,6790,6790,200,19009.0,2799506.0
2014-01-06,7000,7000,7000,7000,100,19597.0,2799506.0
2014-01-07,7000,7190,7000,7190,8400,20128.0,2799506.0
2014-01-08,0,0,0,7190,0,20128.0,2799506.0
2014-01-09,6980,6980,6980,6980,200,19541.0,2799506.0
2014-01-10,0,0,0,6980,0,19541.0,2799506.0
2014-01-13,7200,7200,7200,7200,100,20156.0,2799506.0
2014-01-14,6990,6990,6990,6990,200,19569.0,2799506.0
2014-01-15,0,0,0,6990,0,19569.0,2799506.0
2014-01-16,0,0,0,6990,0,,
2014-01-17,7180,7180,7180,7180,100,20100.0,2799506.0
2014-01-20,0,0,0,7180,0,20100.0,2799506.0
2014-01-21,0,0,0,7180,0,,
2014-01-22,7380,7380,7380,7380,100,20660.0,2799506.0
2014-01-23,6500,7400,6500,7400,10200,20716.0,2799506.0
2014-01-24,0,0,0,7400,0,20716.0,2799506.0
2014-01-27,6500,7400,6500,7400,25100,20716.0,2799506.0
2014-01-28,6500,7300,6500,7300,40300,20436.0,2799506.0
2014-01-29,6210,6210,6210,6210,10000,17385.0,2799506.0
2014-02-03,7000,7000,7000,7000,100,19597.0,2799506.0
2014-02-04,0,0,0,7000,0,,
2014-02-05,6790,6790,6790,6790,200,,
2014-02-06,0,0,0,6790,0,19009.0,2799506.0
2014-02-07,0,0,0,6790,0,,
2014-02-10,0,0,0,6790,0,,
2014-02-11,0,0,0,6790,0,,
2014-02-12,0,0,0,6790,0,,
2014-02-13,0,0,0,6790,0,,
2014-02-14,6980,6980,6980,6980,100,19541.0,2799506.0
2014-02-17,7170,7170,7170,7170,100,20072.0,2799506.0
2014-02-18,0,0,0,7000,0,19597.0,2799506.0
2014-02-19,0,0,0,7000,0,,
2014-02-20,0,0,0,7000,0,,
2014-02-21,6790,6790,6790,6790,200,,
2014-02-24,0,0,0,6790,0,,
2014-02-25,0,0,0,6790,0,,
2014-02-26,0,0,0,6790,0,,
2014-02-27,0,0,0,6790,0,,
2014-02-28,0,0,0,6790,0,,
2014-03-03,0,0,0,6790,0,,
2014-03-04,0,0,0,6790,0,,
2014-03-05,6000,6000,6000,6000,10000,16797.0,2799506.0
2014-03-06,5800,5800,5800,5800,5000,16237.0,2799506.0
2014-03-07,0,0,0,5800,0,16237.0,2799506.0
2014-03-10,0,0,0,5800,0,,
2014-03-11,0,0,0,5800,0,,
2014-03-12,0,0,0,5800,0,,
2014-03-13,0,0,0,5800,0,,
2014-03-14,5960,5960,5960,5960,100,16685.0,2799506.0
2014-03-17,0,0,0,5960,0,16685.0,2799506.0
2014-03-18,0,0,0,5960,0,,
2014-03-19,5500,5500,5500,5500,9100,15397.0,2799506.0
2014-03-20,5300,5300,5000,5000,43600,13998.0,2799506.0
2014-03-21,5700,5700,5700,5700,100,15957.0,2799506.0
2014-03-24,5000,6500,5000,6500,10100,18197.0,2799506.0
2014-03-25,0,0,0,6500,0,18197.0,2799506.0
2014-03-26,7400,7400,7400,7400,100,20716.0,2799506.0
2014-03-27,0,0,0,7400,0,,
2014-03-28,0,0,0,7400,0,,
2014-03-31,0,0,0,7400,0,,
2014-04-01,0,0,0,7400,0,,
2014-04-02,7180,7180,7180,7180,200,20100.0,2799506.0
2014-04-03,0,0,0,7180,0,,
2014-04-04,6970,6970,6970,6970,200,19513.0,2799506.0
2014-04-07,6770,6770,6770,6770,200,18953.0,2799506.0
2014-04-08,6570,6570,6570,6570,200,18393.0,2799506.0
2014-04-09,0,0,0,6570,0,18393.0,2799506.0
2014-04-10,6380,6380,6380,6380,200,17861.0,2799506.0
2014-04-11,0,0,0,6380,0,17861.0,2799506.0
2014-04-14,6190,6190,6190,6190,200,17329.0,2799506.0
2014-04-15,6010,6010,6010,6010,200,16825.0,2799506.0
2014-04-16,6170,6170,6170,6170,200,17273.0,2799506.0
2014-04-17,7000,7000,7000,7000,100,19597.0,2799506.0
2014-04-18,0,0,0,7000,0,,
2014-04-21,6790,6790,6790,6790,200,,
2014-04-22,6980,6980,6980,6980,100,,
2014-04-23,7170,7170,7170,7170,100,,
2014-04-24,7700,7700,7700,7700,100,21556.0,2799506.0
2014-04-25,0,0,0,7700,0,21556.0,2799506.0
2014-04-28,7470,7470,7470,7470,200,20912.0,2799506.0
2014-04-29,0,0,0,7470,0,20912.0,2799506.0
2014-04-30,0,0,0,7470,0,,
2014-05-02,0,0,0,7470,0,,
2014-05-07,7250,7250,7250,7250,200,20296.0,2799506.0
2014-05-08,0,0,0,7250,0,20296.0,2799506.0
2014-05-09,0,0,0,7250,0,,
2014-05-12,7040,7040,7040,7040,200,19709.0,2799506.0
2014-05-13,0,0,0,7040,0,19709.0,2799506.0
2014-05-14,0,0,0,7040,0,,
2014-05-15,6830,6830,6830,6830,200,19121.0,2799506.0
2014-05-16,6630,6630,6630,6630,200,18561.0,2799506.0
2014-05-19,7600,7600,7600,7600,100,21276.0,2799506.0
2014-05-20,7380,7380,7380,7380,200,20660.0,2799506.0
2014-05-21,7160,7160,7160,7160,200,20044.0,2799506.0
2014-05-22,0,0,0,7160,0,20044.0,2799506.0
2014-05-23,6950,6950,6950,6950,200,19457.0,2799506.0
2014-05-26,6750,6750,6750,6750,200,18897.0,2799506.0
2014-05-27,7750,7750,7750,7750,100,21696.0,2799506.0
2014-05-28,7520,7520,7520,7520,200,21052.0,2799506.0
2014-05-29,7300,7300,7300,7300,200,20436.0,2799506.0
2014-05-30,7090,7090,7090,7090,200,19848.0,2799506.0
2014-06-02,6880,6880,6880,6880,200,19261.0,2799506.0
2014-06-03,6530,6530,6530,6530,200,18281.0,2799506.0
2014-06-05,6210,6210,6210,6210,200,17385.0,2799506.0
2014-06-09,0,0,0,6210,0,17385.0,2799506.0
2014-06-10,5900,5900,5900,5900,200,16517.0,2799506.0
2014-06-11,5610,5610,5610,5610,300,15705.0,2799506.0
2014-06-12,5330,5330,5330,5330,200,14921.0,2799506.0
2014-06-13,5070,5360,5070,5360,300,15005.0,2799506.0
2014-06-16,5100,5100,5100,5100,200,14277.0,2799506.0
2014-06-17,5500,5500,5500,5500,100,15397.0,2799506.0
2014-06-18,0,0,0,5500,0,15397.0,2799506.0
2014-06-19,6320,6320,6320,6320,100,17693.0,2799506.0
2014-06-20,6010,6010,6010,6010,200,16825.0,2799506.0
2014-06-23,5710,5710,5710,5710,200,15985.0,2799506.0
2014-06-24,5430,5430,5430,5430,200,15201.0,2799506.0
2014-06-25,4620,6200,4620,6200,800,17357.0,2799506.0
2014-06-26,6200,6200,6200,6200,0,17357.0,2799506.0
2014-06-27,5890,6240,5890,6240,300,17469.0,2799506.0
2014-06-30,5930,5930,5930,5930,200,16601.0,2799506.0
2014-07-01,5930,5930,5930,5930,0,16601.0,2799506.0
2014-07-02,5930,5930,5930,5930,0,,
2014-07-03,5640,5970,5640,5970,300,16713.0,2799506.0
2014-07-04,5680,5680,5680,5680,200,15901.0,2799506.0
2014-07-07,5400,5400,5400,5400,200,15117.0,2799506.0
2014-07-08,5130,5430,5130,5430,400,15201.0,2799506.0
2014-07-09,5160,5160,5160,5160,200,14445.0,2799506.0
2014-07-10,5160,5160,5160,5160,0,14445.0,2799506.0
2014-07-11,5190,5930,5190,5190,400,14529.0,2799506.0
2014-07-14,5190,5190,5190,5190,0,14529.0,2799506.0
2014-07-15,5220,5220,5220,5220,100,14613.0,2799506.0
2014-07-16,5220,5220,5220,5220,0,14613.0,2799506.0
2014-07-17,5220,5220,5220,5220,0,,
2014-07-18,5220,5220,5220,5220,0,,
2014-07-21,5220,5220,5220,5220,0,,
2014-07-22,5220,5220,5220,5220,0,,
2014-07-23,5220,5220,5220,5220,0,,
2014-07-24,6000,6000,6000,6000,100,16797.0,2799506.0
2014-07-25,5700,5700,5700,5700,200,15957.0,2799506.0
2014-07-28,5420,5420,5420,5420,200,15173.0,2799506.0
2014-07-29,5150,5450,5150,5450,300,15257.0,2799506.0
2014-07-30,5180,5480,5180,5480,300,15341.0,2799506.0
2014-07-31,5210,5500,5210,5500,300,15397.0,2799506.0
2014-08-01,5230,5530,5230,5530,400,15481.0,2799506.0
2014-08-04,5260,5260,5260,5260,200,14725.0,2799506.0
2014-08-05,5290,5290,5290,5290,100,14809.0,2799506.0
2014-08-06,5290,5290,5290,5290,0,14809.0,2799506.0
2014-08-07,5290,5290,5290,5290,0,,
2014-08-08,5290,5290,5290,5290,0,,
2014-08-11,5290,5290,5290,5290,0,,
2014-08-12,5290,5290,5290,5290,0,,
2014-08-13,5290,5290,5290,5290,0,,
2014-08-14,5030,5300,5030,5300,300,14837.0,2799506.0
2014-08-18,5040,5040,5040,5040,200,14110.0,2799506.0
2014-08-19,5070,5070,5070,5070,100,14193.0,2799506.0
2014-08-20,4820,4820,4820,4820,300,13494.0,2799506.0
2014-08-21,4820,4820,4820,4820,0,13494.0,2799506.0
2014-08-22,4580,4580,4580,4580,300,12822.0,2799506.0
2014-08-25,4360,4360,4360,4360,300,12206.0,2799506.0
2014-08-26,4360,4360,4360,4360,0,12206.0,2799506.0
2014-08-27,4500,4500,4500,4500,300,12598.0,2799506.0
2014-08-28,4500,4500,4500,4500,0,12598.0,2799506.0
2014-08-29,4500,4500,4500,4500,0,,
2014-09-01,4500,4500,4500,4500,0,,
2014-09-02,4500,4500,4500,4500,0,,
2014-09-03,4530,4530,4530,4530,300,12682.0,2799506.0
