조이시티(067000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-04-10,2821,2830,2472,2494,221826,28030.0,9343200.0
2009-04-13,2593,2867,2514,2868,237350,32234.0,9343200.0
2009-04-14,3117,3117,2660,2810,171154,31580.0,9343200.0
2009-04-15,2668,2834,2576,2835,80983,31860.0,9343200.0
2009-04-16,2896,2909,2660,2660,104920,29898.0,9343200.0
2009-04-17,2743,2743,2343,2494,83189,28030.0,9343200.0
2009-04-20,2493,2660,2319,2548,48987,28637.0,9343200.0
2009-04-21,2547,2634,2464,2607,30387,29291.0,9343200.0
2009-04-22,2618,2892,2605,2607,75055,29291.0,9343200.0
2009-04-23,2584,2660,2560,2607,49864,29291.0,9343200.0
2009-04-24,2631,2867,2631,2681,48960,30132.0,9343200.0
2009-04-27,2643,3079,2593,3080,247860,34617.0,9343200.0
2009-04-28,3117,3491,3079,3354,214973,37700.0,9343200.0
2009-04-29,3325,3408,3075,3400,132255,38214.0,9343200.0
2009-04-30,3474,3562,3233,3533,112723,39709.0,9343200.0
2009-05-04,3608,3608,3296,3325,33064,37373.0,9343200.0
2009-05-06,3308,3487,3204,3209,30960,36065.0,9343200.0
2009-05-07,3221,3283,3046,3188,50824,35831.0,9343200.0
2009-05-08,3187,3491,3187,3450,52336,38774.0,9343200.0
2009-05-11,3449,3515,3158,3351,54562,37653.0,9343200.0
2009-05-12,3349,3848,3325,3850,153953,43259.0,9343200.0
2009-05-13,4056,4073,3741,3957,226460,44474.0,9343200.0
2009-05-14,3790,3957,3661,3737,59606,41998.0,9343200.0
2009-05-15,3778,3778,3383,3475,79454,39055.0,9343200.0
2009-05-18,3411,3507,3341,3504,53791,39382.0,9343200.0
2009-05-19,3533,3608,3374,3450,103824,38774.0,9343200.0
2009-05-20,3483,3562,3416,3500,59810,39335.0,9343200.0
2009-05-21,3533,3533,3242,3284,82173,36906.0,9343200.0
2009-05-22,3242,3557,3158,3342,99155,37560.0,9343200.0
2009-05-25,3445,3445,2942,3184,45303,35784.0,9343200.0
2009-05-26,3141,3317,3083,3176,16237,35691.0,9343200.0
2009-05-27,3130,3474,3109,3114,23175,34990.0,9343200.0
2009-05-28,3112,3150,2834,2943,27805,33075.0,9343200.0
2009-05-29,2942,3017,2876,2919,20465,32795.0,9343200.0
2009-06-01,3029,3308,2951,3076,41313,34570.0,9343200.0
2009-06-02,3138,3242,3071,3076,68894,34570.0,9343200.0
2009-06-03,3075,3158,3075,3147,10617,35364.0,9343200.0
2009-06-04,3141,3242,3067,3143,6253,35317.0,9343200.0
2009-06-05,3067,3158,2992,3101,5889,34850.0,9343200.0
2009-06-08,2992,3242,2992,3151,11438,35411.0,9343200.0
2009-06-09,3158,3158,3029,3117,9484,35037.0,9343200.0
2009-06-10,3195,3195,3055,3130,3829,35177.0,9343200.0
2009-06-11,3130,3130,3008,3076,15968,34570.0,9343200.0
2009-06-12,3050,3112,2867,3064,30927,34430.0,9343200.0
2009-06-15,2992,3063,2880,2951,14532,33168.0,9343200.0
2009-06-16,2797,2951,2797,2914,12520,32748.0,9343200.0
2009-06-17,2872,2975,2830,2901,6803,32608.0,9343200.0
2009-06-18,2867,3058,2834,2835,15129,31860.0,9343200.0
2009-06-19,2826,2855,2800,2826,5029,31767.0,9343200.0
2009-06-22,2904,2971,2797,2847,10539,32000.0,9343200.0
2009-06-23,2763,2971,2763,2810,10924,31580.0,9343200.0
2009-06-24,2826,2904,2618,2618,13457,29431.0,9343200.0
2009-06-25,2660,2863,2660,2743,15743,30833.0,9343200.0
2009-06-26,2984,2984,2792,2906,14990,32654.0,9343200.0
2009-06-29,3075,3158,2851,3072,26502,34523.0,9343200.0
2009-06-30,3071,3317,3005,3130,24729,35177.0,9343200.0
2009-07-01,3200,3213,3079,3159,16257,35504.0,9343200.0
2009-07-02,3192,3200,3079,3188,7843,35831.0,9343200.0
2009-07-03,3154,3192,2842,3076,11879,34570.0,9343200.0
2009-07-06,2963,3112,2963,3076,3243,34570.0,9343200.0
2009-07-07,2955,3158,2955,3076,6227,34570.0,9343200.0
2009-07-08,3158,3204,3063,3205,29206,36018.0,9343200.0
2009-07-09,3213,3424,3213,3317,39121,37279.0,9343200.0
2009-07-10,3328,3383,3245,3325,66487,37373.0,9343200.0
2009-07-13,3341,3570,3325,3483,101071,39148.0,9343200.0
2009-07-14,3512,3691,3483,3558,98139,39989.0,9343200.0
2009-07-15,3553,3574,3379,3517,42267,39522.0,9343200.0
2009-07-16,3515,3574,3213,3338,39668,37513.0,9343200.0
2009-07-17,3333,3474,3317,3429,60010,38541.0,9343200.0
2009-07-20,3429,3512,3283,3317,58627,37279.0,9343200.0
2009-07-21,3317,3811,3317,3642,106583,40923.0,9343200.0
2009-07-22,3723,4006,3578,4007,105905,45034.0,9343200.0
2009-07-23,3836,3990,3753,3928,35629,44147.0,9343200.0
2009-07-24,4022,4022,3865,3933,12882,44193.0,9343200.0
2009-07-27,3910,3928,3741,3808,115639,42792.0,9343200.0
2009-07-28,3977,4156,3757,4007,140869,45034.0,9343200.0
2009-07-29,4052,4173,3611,3666,253496,41204.0,9343200.0
2009-07-30,3595,3666,3445,3666,48786,41204.0,9343200.0
2009-07-31,3682,3741,3599,3699,58693,41577.0,9343200.0
2009-08-03,3703,4248,3657,4157,268549,46716.0,9343200.0
2009-08-04,4102,4239,3990,4165,86062,46809.0,9343200.0
2009-08-05,4106,4588,4106,4365,133908,49052.0,9343200.0
2009-08-06,4438,4489,4289,4373,44351,49145.0,9343200.0
2009-08-07,4372,4372,4230,4373,28993,49145.0,9343200.0
2009-08-10,4372,4455,4164,4365,30363,49052.0,9343200.0
2009-08-11,4364,4588,4323,4573,46361,51388.0,9343200.0
2009-08-12,4588,4738,4547,4614,42763,51855.0,9343200.0
2009-08-13,4713,4763,4364,4764,22666,53537.0,9343200.0
2009-08-14,4763,4779,4613,4755,16598,53443.0,9343200.0
2009-08-17,4539,4747,4539,4681,43408,52602.0,9343200.0
2009-08-18,4655,4696,4406,4656,47376,52322.0,9343200.0
2009-08-19,4705,4705,4281,4515,50008,50734.0,9343200.0
2009-08-20,4531,4729,4347,4448,28328,49986.0,9343200.0
2009-08-21,4364,4531,4281,4323,44537,48585.0,9343200.0
2009-08-24,4323,4331,3907,3987,38978,44801.0,9343200.0
2009-08-25,3944,3990,3786,3991,56616,44847.0,9343200.0
2009-08-26,3994,4198,3994,4173,64515,46903.0,9343200.0
2009-08-27,4173,4472,4173,4381,44929,49239.0,9343200.0
2009-08-28,4364,4480,4314,4381,9925,49239.0,9343200.0
2009-08-31,4323,4937,4323,4398,17087,49426.0,9343200.0
2009-09-01,4323,4489,4248,4398,26438,49426.0,9343200.0
2009-09-02,4572,4572,4156,4414,27197,49612.0,9343200.0
2009-09-03,4555,4555,4214,4323,19790,48585.0,9343200.0
2009-09-04,4323,4414,3678,4315,53797,48491.0,9343200.0
2009-09-07,4281,4406,4156,4357,6977,48958.0,9343200.0
2009-09-08,4355,4355,4156,4232,32306,47557.0,9343200.0
2009-09-09,4214,4729,4214,4581,79262,51481.0,9343200.0
2009-09-10,4655,4696,4555,4614,37186,51855.0,9343200.0
2009-09-11,4779,4904,4738,4864,59347,54658.0,9343200.0
2009-09-14,5236,5236,4862,4988,13295,56059.0,9343200.0
2009-09-15,5028,5112,4655,4872,34292,54751.0,9343200.0
2009-09-16,4987,4987,4738,4739,4719,53256.0,9343200.0
2009-09-17,4738,4738,4572,4697,46868,52789.0,9343200.0
2009-09-18,4696,4987,4696,4697,11020,52789.0,9343200.0
2009-09-21,4738,5378,4738,4905,71692,55125.0,9343200.0
2009-09-22,4862,5129,4862,5072,492335,56994.0,9343200.0
2009-09-23,5104,5395,4655,4806,149183,54004.0,9343200.0
2009-09-24,4804,4945,4372,4515,42338,50734.0,9343200.0
2009-09-25,4447,4513,4115,4240,58251,47650.0,9343200.0
2009-09-28,4281,4355,3907,3912,41130,43960.0,9343200.0
2009-09-29,3948,4069,3732,3853,53693,43306.0,9343200.0
2009-09-30,3853,4027,3674,3853,23337,43306.0,9343200.0
2009-10-01,3782,3894,3665,3800,8094,42698.0,9343200.0
2009-10-05,3824,3857,3657,3717,4634,41764.0,9343200.0
2009-10-06,3865,3865,3229,3375,46305,37933.0,9343200.0
2009-10-07,3325,3408,3262,3313,27336,37233.0,9343200.0
2009-10-08,3325,3491,3275,3413,10009,38354.0,9343200.0
2009-10-09,3287,3507,3287,3504,12084,39382.0,9343200.0
2009-10-12,3408,3487,3317,3375,14290,37933.0,9343200.0
2009-10-13,3408,3408,3266,3346,11237,37606.0,9343200.0
2009-10-14,3366,3366,3242,3304,12911,37139.0,9343200.0
2009-10-15,3304,3370,3200,3247,19096,36485.0,9343200.0
2009-10-16,3366,3366,3192,3325,16114,37373.0,9343200.0
2009-10-19,3258,3362,3158,3271,13811,36765.0,9343200.0
2009-10-20,3325,3325,3187,3284,2456,36906.0,9343200.0
2009-10-21,3320,3320,3167,3176,4803,35691.0,9343200.0
2009-10-22,3233,3233,3037,3176,9489,35691.0,9343200.0
2009-10-23,3304,3304,3092,3218,4143,36158.0,9343200.0
2009-10-26,3312,3312,3175,3276,5641,36812.0,9343200.0
2009-10-27,3366,3366,3158,3159,15559,35504.0,9343200.0
2009-10-28,3221,3221,2992,3047,13232,34243.0,9343200.0
2009-10-29,2984,2992,2743,2826,24595,31767.0,9343200.0
2009-10-30,3120,3120,2826,2826,11582,31767.0,9343200.0
2009-11-02,2826,2909,2655,2743,14416,30833.0,9343200.0
2009-11-03,2743,2768,2664,2769,7869,31113.0,9343200.0
2009-11-04,2784,2880,2784,2835,4754,31860.0,9343200.0
2009-11-05,2759,2959,2717,2885,26292,32421.0,9343200.0
2009-11-06,2930,2963,2772,2885,17764,32421.0,9343200.0
2009-11-09,2789,3017,2789,2919,28413,32795.0,9343200.0
2009-11-10,2992,3042,2917,3022,21921,33963.0,9343200.0
2009-11-11,3021,3063,2934,3047,7377,34243.0,9343200.0
2009-11-12,3058,3058,2909,2909,13287,32701.0,9343200.0
2009-11-13,2842,2959,2784,2960,16810,33262.0,9343200.0
2009-11-16,2959,2959,2784,2826,20513,31767.0,9343200.0
2009-11-17,2951,2951,2797,2901,4592,32608.0,9343200.0
2009-11-18,2834,2917,2834,2906,5064,32654.0,9343200.0
2009-11-19,2904,2959,2826,2889,19493,32468.0,9343200.0
2009-11-20,2884,2909,2792,2893,3294,32514.0,9343200.0
2009-11-23,2975,2975,2826,2972,3445,33402.0,9343200.0
2009-11-24,2992,2992,2876,2968,3711,33355.0,9343200.0
2009-11-25,2984,2992,2867,2935,7419,32981.0,9343200.0
2009-11-26,2934,3021,2909,3018,12693,33916.0,9343200.0
2009-11-27,2992,3042,2830,2839,13511,31907.0,9343200.0
2009-11-30,2979,3063,2792,3064,21743,34430.0,9343200.0
2009-12-01,3079,3150,2992,3085,18013,34663.0,9343200.0
2009-12-02,3213,3366,3117,3251,27122,36532.0,9343200.0
2009-12-03,3254,3400,3250,3292,19049,36999.0,9343200.0
2009-12-04,3287,3287,3204,3284,12333,36906.0,9343200.0
2009-12-07,3216,3408,3200,3242,13883,36438.0,9343200.0
2009-12-08,3250,3250,3167,3242,12635,36438.0,9343200.0
2009-12-09,3379,3379,3171,3301,9387,37093.0,9343200.0
2009-12-10,3320,3366,3242,3367,8887,37840.0,9343200.0
2009-12-11,3333,3400,3333,3351,9694,37653.0,9343200.0
2009-12-14,3499,3499,3379,3467,5312,38961.0,9343200.0
2009-12-15,3487,3657,3408,3658,26314,41110.0,9343200.0
2009-12-16,3666,4189,3666,3887,53369,43679.0,9343200.0
2009-12-17,3919,3990,3790,3791,28506,42605.0,9343200.0
2009-12-18,3741,3931,3549,3883,17225,43633.0,9343200.0
2009-12-21,3973,3973,3666,3795,29003,42652.0,9343200.0
2009-12-22,3723,3782,3657,3758,26303,42231.0,9343200.0
2009-12-23,3741,3741,3590,3696,25005,41531.0,9343200.0
2009-12-24,3736,3741,3595,3621,43391,40690.0,9343200.0
2009-12-28,3657,3790,3603,3666,45571,41204.0,9343200.0
2009-12-29,3812,3812,3556,3685,24540,37747.0,9343200.0
2009-12-30,3689,3725,3575,3603,12563,36906.0,9343200.0
2010-01-04,3561,3675,3479,3648,10194,37373.0,9343200.0
2010-01-05,3666,3739,3611,3689,27334,37793.0,9343200.0
2010-01-06,3566,3648,3219,3557,21510,36438.0,9343200.0
2010-01-07,3634,3689,3529,3598,5837,36859.0,9343200.0
2010-01-08,3556,4012,3556,3739,40433,38307.0,9343200.0
2010-01-11,3766,4012,3730,3776,11769,38681.0,9343200.0
2010-01-12,3775,3994,3625,3689,9925,37793.0,9343200.0
2010-01-13,3620,3821,3556,3694,4243,37840.0,9343200.0
2010-01-14,3693,3702,3648,3648,6107,37373.0,9343200.0
2010-01-15,3693,3693,3611,3648,4292,37373.0,9343200.0
2010-01-18,3602,3739,3602,3666,1518,37560.0,9343200.0
2010-01-19,3711,3711,3602,3621,6704,37093.0,9343200.0
2010-01-20,3643,3643,3465,3466,8719,35504.0,9343200.0
2010-01-21,3388,3579,3388,3520,7744,36065.0,9343200.0
2010-01-22,3511,3547,3429,3511,2888,35971.0,9343200.0
2010-01-25,3470,3547,3374,3420,5812,35037.0,9343200.0
2010-01-26,3420,3552,3283,3375,6611,34570.0,9343200.0
2010-01-27,3374,3374,3283,3338,3714,34196.0,9343200.0
2010-01-28,3447,3447,3224,3292,10908,33729.0,9343200.0
2010-01-29,3292,3356,3210,3242,2979,33215.0,9343200.0
