펩트론(087010),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-05,21200,21225,20650,20950,20799,262000.0,6252983.0
2017-04-06,21150,21150,20300,20925,25072,261687.0,6252983.0
2017-04-07,20975,22150,20850,22150,88229,277007.0,6252983.0
2017-04-10,22350,22700,21825,21950,51596,274506.0,6252983.0
2017-04-11,21750,22150,20750,21825,42748,272943.0,6252983.0
2017-04-12,21950,21950,21400,21750,13217,272005.0,6252983.0
2017-04-13,21625,21850,21400,21750,17030,272005.0,6252983.0
2017-04-14,21625,22175,21125,21450,18455,268253.0,6252983.0
2017-04-17,21350,21575,20825,21525,38038,269191.0,6252983.0
2017-04-18,21525,21750,21125,21525,13573,269191.0,6252983.0
2017-04-19,21650,21725,21325,21400,16027,267628.0,6252983.0
2017-04-20,21200,21650,21200,21275,10914,266064.0,6252983.0
2017-04-21,21150,22000,21150,21875,27261,273568.0,6252983.0
2017-04-24,21875,22025,21225,21375,21900,267315.0,6252983.0
2017-04-25,21400,21975,21175,21425,34902,267940.0,6252983.0
2017-04-26,21300,21900,21300,21875,28100,273568.0,6252983.0
2017-04-27,21725,22000,21625,21875,17929,273568.0,6252983.0
2017-04-28,21975,21975,21550,21750,11922,272005.0,6252983.0
2017-05-02,21750,21925,21625,21775,16492,272317.0,6252983.0
2017-05-04,21800,22000,21600,21850,12796,273255.0,6252983.0
2017-05-08,21650,22600,21650,22450,78026,280759.0,6252983.0
2017-05-10,22450,22800,22150,22150,20055,277007.0,6252983.0
2017-05-11,22000,22325,21800,22250,30148,278258.0,6252983.0
2017-05-12,22025,22375,21850,21850,9597,273255.0,6252983.0
2017-05-15,21875,21975,21575,21600,14319,270129.0,6252983.0
2017-05-16,21925,21925,21025,21900,30695,273881.0,6252983.0
2017-05-17,21975,21975,21300,21575,26487,269816.0,6252983.0
2017-05-18,21500,21525,20625,21225,45129,265439.0,6252983.0
2017-05-19,21225,21225,20675,21000,27029,262625.0,6252983.0
2017-05-22,20875,20900,20000,20000,37663,250119.0,6252983.0
2017-05-23,20075,20400,19750,20250,33014,253246.0,6252983.0
2017-05-24,20275,21100,20125,21050,61082,263251.0,6252983.0
2017-05-25,21125,21225,20500,20800,31027,276436.0,6645087.0
2017-05-26,20875,20975,20300,20900,20794,277765.0,6645087.0
2017-05-29,20825,21125,19950,20350,30188,270455.0,6645087.0
2017-05-30,20275,20700,20225,20650,34157,274442.0,6645087.0
2017-05-31,20750,21925,20650,21525,133811,286071.0,6645087.0
2017-06-01,21825,21950,21550,21950,60988,291719.0,6645087.0
2017-06-02,21950,22725,21950,22675,99176,301355.0,6645087.0
2017-06-05,22750,23175,21500,23100,73680,307003.0,6645087.0
2017-06-07,23250,23250,22475,22750,60432,302351.0,6645087.0
2017-06-08,22750,22850,22075,22700,45929,301687.0,6645087.0
2017-06-09,22500,23350,22375,22825,80410,303348.0,6645087.0
2017-06-12,22675,22825,21850,22125,35496,294045.0,6645087.0
2017-06-13,22100,23750,22050,23625,96307,313980.0,6645087.0
2017-06-14,23850,24699,23674,24250,132383,322287.0,6645087.0
2017-06-15,24499,24499,23300,23950,67762,318300.0,6645087.0
2017-06-16,23950,24250,22925,23625,51327,313980.0,6645087.0
2017-06-19,23825,24000,23300,24000,50581,318964.0,6645087.0
2017-06-20,24150,24150,23150,23500,51208,312319.0,6645087.0
2017-06-21,23500,24449,23100,24300,80351,322951.0,6645087.0
2017-06-22,25300,27100,24825,26350,382313,350196.0,6645087.0
2017-06-23,26700,26900,25900,26300,128729,349532.0,6645087.0
2017-06-26,26200,26749,25450,26450,95817,351525.0,6645087.0
2017-06-27,26700,27400,26000,27350,118045,363486.0,6645087.0
2017-06-28,27000,27350,26050,26050,72236,346209.0,6645087.0
2017-06-29,26199,26250,25300,25900,76709,344216.0,6645087.0
2017-06-30,25449,26200,25449,26000,37687,345545.0,6645087.0
2017-07-03,26099,26400,24750,25000,82360,343282.0,6865647.0
2017-07-04,24850,25200,24425,24825,37648,340879.0,6865647.0
2017-07-05,25000,25000,24000,24625,55632,338133.0,6865647.0
2017-07-06,24650,25250,24425,24800,32221,340536.0,6865647.0
2017-07-07,24650,24650,23825,24000,46272,329551.0,6865647.0
2017-07-10,24075,24350,23224,23475,43722,322342.0,6865647.0
2017-07-11,23500,23875,23275,23750,36389,326118.0,6865647.0
2017-07-12,23675,24050,22900,23050,32690,316506.0,6865647.0
2017-07-13,23324,23550,22500,23200,49414,318566.0,6865647.0
2017-07-14,23200,23825,22750,23675,28828,325088.0,6865647.0
2017-07-17,23675,24300,23575,24100,47798,330924.0,6865647.0
2017-07-18,24024,24074,22000,23525,76315,323029.0,6865647.0
2017-07-19,23399,23700,22975,23700,29930,325432.0,6865647.0
2017-07-20,23900,23900,23375,23725,35753,325775.0,6865647.0
2017-07-21,23750,23750,22999,23425,34616,321656.0,6865647.0
2017-07-24,23300,23325,22675,23050,31906,316506.0,6865647.0
2017-07-25,23025,23125,22375,23000,39657,315820.0,6865647.0
2017-07-26,23000,23100,22750,22950,29877,315133.0,6865647.0
2017-07-27,23075,23400,22675,23400,29389,321312.0,6865647.0
2017-07-28,23425,23425,22250,22500,47604,308954.0,6865647.0
2017-07-31,22075,22100,18425,20850,352650,306272.0,7344664.0
2017-08-01,20950,22175,20475,22100,88748,324634.0,7344664.0
2017-08-02,22100,22550,21925,22350,19513,328306.0,7344664.0
2017-08-03,22350,22450,21725,22000,40884,323165.0,7344664.0
2017-08-04,21800,22625,21300,22450,33959,329775.0,7344664.0
2017-08-07,22750,23975,22750,23650,114968,347403.0,7344664.0
2017-08-08,23625,23800,23149,23700,35631,348137.0,7344664.0
2017-08-09,23650,24425,22800,24175,68507,355115.0,7344664.0
2017-08-10,24150,24700,23925,24000,32758,352544.0,7344664.0
2017-08-11,23950,23950,22950,23250,29822,341527.0,7344664.0
2017-08-14,23275,23550,22750,23200,27492,340792.0,7344664.0
2017-08-16,23525,23525,22650,23000,38804,337855.0,7344664.0
2017-08-17,23100,23375,22500,22575,31510,331612.0,7344664.0
2017-08-18,22525,22650,21625,21625,41270,317657.0,7344664.0
2017-08-21,21625,22025,21200,21375,25873,313984.0,7344664.0
2017-08-22,21425,21550,20900,21375,44211,313984.0,7344664.0
2017-08-23,21425,21550,20500,21150,56784,310679.0,7344664.0
2017-08-24,21250,21775,20875,21050,37337,309210.0,7344664.0
2017-08-25,21200,21725,20825,21725,36984,319126.0,7344664.0
2017-08-28,21725,22525,21525,22275,63542,327205.0,7344664.0
2017-08-29,22100,22400,21375,21500,45234,315821.0,7344664.0
2017-08-30,22500,23000,21450,21500,90855,315821.0,7344664.0
2017-08-31,21525,21800,21150,21425,34409,314719.0,7344664.0
2017-09-01,21425,22625,21000,22450,100617,329775.0,7344664.0
2017-09-04,21450,22250,21300,21775,60587,319860.0,7344664.0
2017-09-05,22150,22150,20750,21850,78950,320962.0,7344664.0
2017-09-06,22100,22100,21550,21875,26241,321329.0,7344664.0
2017-09-07,21925,22975,21850,22950,83941,337120.0,7344664.0
2017-09-08,23075,23800,22575,23375,84299,343363.0,7344664.0
2017-09-11,23749,24525,23650,24175,169556,355115.0,7344664.0
2017-09-12,24575,24575,23750,24125,67558,354380.0,7344664.0
2017-09-13,24000,24325,22975,23150,82782,340058.0,7344664.0
2017-09-14,23350,23775,23100,23775,43797,349239.0,7344664.0
2017-09-15,23700,24650,23450,24275,88780,356583.0,7344664.0
2017-09-18,24099,24150,23374,23750,62031,348872.0,7344664.0
2017-09-19,23850,24000,22875,23450,45287,344465.0,7344664.0
2017-09-20,23600,24000,23225,23400,60052,343730.0,7344664.0
2017-09-21,23750,23750,22725,23075,70743,338956.0,7344664.0
2017-09-22,23225,23250,22000,22000,81713,323165.0,7344664.0
2017-09-25,22025,22300,21200,21350,60031,313617.0,7344664.0
2017-09-26,21250,21775,21100,21750,36131,319493.0,7344664.0
2017-09-27,21900,21950,21450,21700,21369,318758.0,7344664.0
2017-09-28,21875,23000,21825,22850,61421,335651.0,7344664.0
2017-09-29,23125,23350,22400,23125,42980,339691.0,7344664.0
2017-10-10,23349,23750,22850,23325,46365,342629.0,7344664.0
2017-10-11,23525,23525,23125,23450,39923,344465.0,7344664.0
2017-10-12,23750,23750,23150,23150,42239,340058.0,7344664.0
2017-10-13,23250,23350,21475,21775,92658,319860.0,7344664.0
2017-10-16,21800,22000,21225,21500,38119,315821.0,7344664.0
2017-10-17,21800,22000,21500,21875,32555,321329.0,7344664.0
2017-10-18,21875,22475,21800,22325,28711,327939.0,7344664.0
2017-10-19,22425,22425,21800,22200,25929,326103.0,7344664.0
2017-10-20,22300,22300,21750,21925,19338,322064.0,7344664.0
2017-10-23,21925,21925,21550,21625,22352,317657.0,7344664.0
2017-10-24,21600,22700,21500,22700,47198,333448.0,7344664.0
2017-10-25,22600,23850,22175,23650,115966,347403.0,7344664.0
2017-10-26,23674,24000,23350,23725,89392,348504.0,7344664.0
2017-10-27,23775,24150,23450,23950,66667,351809.0,7344664.0
2017-10-30,24000,25650,23900,24550,240932,360623.0,7344664.0
2017-10-31,24550,24650,24125,24500,64683,359889.0,7344664.0
2017-11-01,24550,24550,23850,23975,58714,352177.0,7344664.0
2017-11-02,24250,24250,23275,23350,66401,342996.0,7344664.0
2017-11-03,23700,24000,23425,23850,50920,350340.0,7344664.0
2017-11-06,24175,24849,23750,24400,82699,358420.0,7344664.0
2017-11-07,24400,24650,23600,23800,57067,349606.0,7344664.0
2017-11-08,23800,26150,23800,25300,298664,371640.0,7344664.0
2017-11-09,25550,26200,25150,25850,145408,379719.0,7344664.0
2017-11-10,25750,26599,25200,26100,104249,383391.0,7344664.0
2017-11-13,25950,26300,25549,26050,76453,382657.0,7344664.0
2017-11-14,26300,27349,25950,27050,219979,397346.0,7344664.0
2017-11-15,27250,27350,25850,26550,192210,390002.0,7344664.0
2017-11-16,26550,26550,25050,26200,129123,384860.0,7344664.0
2017-11-17,26000,26750,25100,26750,106465,392940.0,7344664.0
2017-11-20,27050,27500,25950,26500,160640,389267.0,7344664.0
2017-11-21,26500,26750,25600,26700,114265,392205.0,7344664.0
2017-11-22,26800,27000,25300,25300,142180,371640.0,7344664.0
2017-11-23,25200,28850,24675,28700,273582,421584.0,7344664.0
2017-11-24,28600,29350,27850,28450,156067,417911.0,7344664.0
2017-11-27,28450,28949,27150,27850,101252,409098.0,7344664.0
2017-11-28,28899,30600,28700,29000,473104,425991.0,7344664.0
2017-11-29,29300,30900,28900,30800,249839,452431.0,7344664.0
2017-11-30,30550,31500,29550,30250,173294,444352.0,7344664.0
2017-12-01,30850,33500,30400,33500,328874,492092.0,7344664.0
2017-12-04,33700,34450,33000,33500,176818,492092.0,7344664.0
2017-12-05,33800,34400,31250,31300,151377,459776.0,7344664.0
2017-12-06,31550,32200,29800,30400,217983,446556.0,7344664.0
2017-12-07,30400,31000,28950,30800,182224,452431.0,7344664.0
2017-12-08,30550,31200,28850,29500,111584,433335.0,7344664.0
2017-12-11,29000,30400,29000,30150,69459,442883.0,7344664.0
2017-12-12,30150,30250,29450,29750,35056,437008.0,7344664.0
2017-12-13,29900,30850,29500,30450,100171,447290.0,7344664.0
2017-12-14,30350,31500,29900,30900,137114,453900.0,7344664.0
2017-12-15,30850,31650,29850,30450,72776,447290.0,7344664.0
2017-12-18,30250,30700,28550,29500,109439,433335.0,7344664.0
2017-12-19,29500,29500,27500,28300,124744,415708.0,7344664.0
2017-12-20,28500,28600,27500,28000,59133,411301.0,7344664.0
2017-12-21,28150,28650,27600,27950,74029,410567.0,7344664.0
2017-12-22,28100,30500,27700,30250,114240,444352.0,7344664.0
2017-12-26,30250,31000,29799,30500,161996,448025.0,7344664.0
2017-12-27,31400,33000,30850,32450,207480,476669.0,7344664.0
2017-12-28,32600,33600,31950,33000,156249,484748.0,7344664.0
2018-01-02,33500,34600,32450,34300,159036,503844.0,7344664.0
2018-01-03,34300,34400,32650,33650,147501,494296.0,7344664.0
2018-01-04,33650,33650,30850,31000,181374,455369.0,7344664.0
2018-01-05,31500,33150,30850,33000,182729,489600.0,7418184.0
2018-01-08,33400,33400,31150,32500,177294,482182.0,7418184.0
2018-01-09,32350,33650,32000,32500,195933,482182.0,7418184.0
2018-01-10,32850,35700,32800,35300,835128,523724.0,7418184.0
2018-01-11,35250,37850,35000,36100,513145,535593.0,7418184.0
2018-01-12,36200,38650,35050,36800,336338,545978.0,7418184.0
2018-01-15,36550,39550,35550,39150,357018,580844.0,7418184.0
2018-01-16,39150,39650,36400,38200,313258,566749.0,7418184.0
2018-01-17,38150,38150,35650,36500,197716,541527.0,7418184.0
2018-01-18,36500,40050,35700,40000,394520,593455.0,7418184.0
2018-01-19,39750,40250,36750,37300,257282,553397.0,7418184.0
2018-01-22,36550,38200,35800,37650,112412,558589.0,7418184.0
2018-01-23,38200,38450,36850,37650,151548,558589.0,7418184.0
2018-01-24,38000,41500,36800,40000,489360,593455.0,7418184.0
2018-01-25,40000,42400,39350,40450,252194,600131.0,7418184.0
2018-01-26,40450,41300,39800,40650,130652,603098.0,7418184.0
2018-01-29,40500,40700,38800,39650,184184,588262.0,7418184.0
2018-01-30,40550,42650,39950,40500,470413,600873.0,7418184.0
2018-01-31,39250,39750,37750,39200,240254,581586.0,7418184.0
2018-02-01,39000,39750,35650,38200,213354,566749.0,7418184.0
2018-02-02,38200,38200,35700,36700,177880,544495.0,7418184.0
2018-02-05,35050,35500,32750,32800,205332,486633.0,7418184.0
2018-02-06,30500,32600,29849,32400,277644,480698.0,7418184.0
2018-02-07,33250,33800,30250,30250,208493,448800.0,7418184.0
2018-02-08,30500,32800,30350,32500,149017,482182.0,7418184.0
2018-02-09,30550,32100,30550,31350,98422,465120.0,7418184.0
2018-02-12,31800,33100,30600,30950,144609,459186.0,7418184.0
2018-02-13,31450,31800,29950,30500,102844,452509.0,7418184.0
2018-02-14,30750,31650,30200,31650,76328,469571.0,7418184.0
2018-02-19,31450,32900,30800,32900,113924,488117.0,7418184.0
2018-02-20,32900,33850,31900,33200,133692,492567.0,7418184.0
2018-02-21,33050,34300,33000,33500,100916,497018.0,7418184.0
2018-02-22,33400,34000,32900,33650,62878,499244.0,7418184.0
2018-02-23,33700,35550,33700,35200,128855,522240.0,7418184.0
2018-02-26,35600,36200,34950,35500,86103,526691.0,7418184.0
2018-02-27,35600,36050,34900,35000,67960,519273.0,7418184.0
2018-02-28,34850,35250,32850,33850,104456,502211.0,7418184.0
2018-03-02,33150,33600,32350,33500,88837,497018.0,7418184.0
2018-03-05,33300,34000,31750,32000,184439,474764.0,7418184.0
2018-03-06,32550,33250,32150,32900,98907,488117.0,7418184.0
2018-03-07,32600,33500,32000,32400,60755,480698.0,7418184.0
2018-03-08,32500,32900,32050,32700,62383,485149.0,7418184.0
2018-03-09,32800,33200,30750,32000,192071,474764.0,7418184.0
2018-03-12,32399,34950,31850,34900,228865,517789.0,7418184.0
2018-03-13,35000,36000,34500,35850,198211,531884.0,7418184.0
2018-03-14,35650,36550,35200,36250,114003,537818.0,7418184.0
2018-03-15,36500,38450,36000,37700,311784,559331.0,7418184.0
2018-03-16,38150,38500,37250,37950,140231,563040.0,7418184.0
2018-03-19,37350,37650,36500,36750,92437,545237.0,7418184.0
2018-03-20,36300,39400,35950,39150,199909,580844.0,7418184.0
2018-03-21,39300,39850,37450,38000,181111,563782.0,7418184.0
2018-03-22,37800,38650,34050,35000,259561,519273.0,7418184.0
2018-03-23,33300,34500,31500,32350,268725,479957.0,7418184.0
2018-03-26,32400,33050,31500,33050,177329,490342.0,7418184.0
2018-03-27,33750,34500,32800,34200,142382,507404.0,7418184.0
2018-03-28,33600,34000,32000,32050,144603,475506.0,7418184.0
2018-03-29,32300,33400,32150,33200,78342,492567.0,7418184.0
2018-03-30,33600,34500,33200,34100,94544,505920.0,7418184.0
2018-04-02,34000,34150,32800,33250,91429,493309.0,7418184.0
2018-04-03,32850,33700,32000,33400,164341,495535.0,7418184.0
2018-04-04,33700,37250,33600,36350,457814,539302.0,7418184.0
2018-04-05,37250,38600,35900,36750,275068,545237.0,7418184.0
2018-04-06,36650,37700,35700,37500,175703,556364.0,7418184.0
2018-04-09,37150,38650,37100,38400,189202,569717.0,7418184.0
2018-04-10,38900,39950,38250,38750,285223,574909.0,7418184.0
2018-04-11,39050,42200,39000,41250,597230,612000.0,7418184.0
2018-04-12,41650,41800,36950,37650,587149,558589.0,7418184.0
2018-04-13,36550,38700,35350,38250,287225,567491.0,7418184.0
2018-04-16,38250,38500,36550,36550,157741,542269.0,7418184.0
2018-04-17,36700,36950,34850,35300,271667,523724.0,7418184.0
2018-04-18,35950,36050,33600,34100,247661,505920.0,7418184.0
2018-04-19,34150,35100,32850,35100,162741,520757.0,7418184.0
2018-04-20,35100,35600,33700,35250,119665,522982.0,7418184.0
2018-04-23,34300,35550,33650,35450,110827,525949.0,7418184.0
2018-04-24,35250,38500,35000,35300,190117,523724.0,7418184.0
2018-04-25,35200,35950,34550,35850,87777,531884.0,7418184.0
2018-04-26,36100,37050,35450,36000,122685,534109.0,7418184.0
2018-04-27,36050,36150,35050,35800,85151,531142.0,7418184.0
2018-04-30,35800,35800,33050,34700,173731,514822.0,7418184.0
2018-05-02,33800,35250,33150,34800,124486,516306.0,7418184.0
2018-05-03,34800,35250,31750,32650,200244,484407.0,7418184.0
2018-05-04,31749,32100,25700,26650,944638,395389.0,7418184.0
2018-05-08,27049,27350,25550,25750,226382,394657.0,7663250.0
2018-05-09,25750,26750,25000,26750,223524,409984.0,7663250.0
2018-05-10,26500,27100,25700,26800,133237,410750.0,7663250.0
2018-05-11,26800,28100,26350,27500,137309,421479.0,7663250.0
2018-05-14,27700,28000,26549,27050,86064,414582.0,7663250.0
2018-05-15,27400,27500,26000,26350,74400,403853.0,7663250.0
2018-05-16,26650,26650,25550,26400,67325,404620.0,7663250.0
2018-05-17,26400,26950,25350,25750,90593,394657.0,7663250.0
2018-05-18,25700,26650,25500,26650,104185,408451.0,7663250.0
2018-05-21,26650,28000,26650,27700,122661,424544.0,7663250.0
2018-05-23,27700,28150,27050,27800,90220,426077.0,7663250.0
2018-05-24,27850,29150,27399,28500,122210,436805.0,7663250.0
2018-05-25,28850,30200,28300,28850,181439,442170.0,7663250.0
2018-05-28,28450,29650,27750,29600,77093,453664.0,7663250.0
2018-05-29,29650,30400,28700,28750,88659,440637.0,7663250.0
2018-05-30,29300,29300,28350,29150,79869,446767.0,7663250.0
2018-05-31,29400,29400,28450,29050,60598,445235.0,7663250.0
2018-06-01,29100,30000,28900,30000,60026,459795.0,7663250.0
2018-06-04,30000,30550,29200,29900,69337,458262.0,7663250.0
2018-06-05,29900,30500,29450,29850,52121,457496.0,7663250.0
2018-06-07,29800,30300,29300,30000,59227,459795.0,7663250.0
2018-06-08,30200,30200,29450,29850,46718,457496.0,7663250.0
2018-06-11,29600,29750,28950,29400,50250,450599.0,7663250.0
2018-06-12,29600,30150,29250,29500,72679,452132.0,7663250.0
2018-06-14,29500,30100,28250,29550,390110,452898.0,7663250.0
2018-06-15,29500,29650,28500,28700,71678,439871.0,7663250.0
2018-06-18,28300,28399,26050,27550,114989,422245.0,7663250.0
2018-06-19,26950,27650,25300,25750,126449,394657.0,7663250.0
2018-06-20,25750,26900,25450,26750,57568,409984.0,7663250.0
2018-06-21,26750,26850,25800,26150,41393,400788.0,7663250.0
2018-06-22,26300,26500,25400,26500,45203,406152.0,7663250.0
2018-06-25,26250,27250,26000,27100,42065,415348.0,7663250.0
2018-06-26,26700,27399,26200,27300,43962,418413.0,7663250.0
2018-06-27,27100,27300,26250,26250,39743,402321.0,7663250.0
2018-06-28,26100,26600,25300,25350,46363,388527.0,7663250.0
2018-06-29,25850,25950,24700,25800,51745,395424.0,7663250.0
2018-07-02,25900,25900,24275,24275,53321,372051.0,7663250.0
2018-07-03,24650,24975,23399,23975,56586,367453.0,7663250.0
2018-07-04,23950,24950,23775,24900,36578,381630.0,7663250.0
2018-07-05,25000,25099,23899,24600,33076,377032.0,7663250.0
2018-07-06,24624,25550,24250,25500,32656,390826.0,7663250.0
2018-07-09,25150,25850,24900,25550,47259,391592.0,7663250.0
2018-07-10,25450,27699,25450,26600,106043,407685.0,7663250.0
2018-07-11,26800,27200,25999,26050,52015,399255.0,7663250.0
2018-07-12,26150,27050,25850,26900,36547,412283.0,7663250.0
2018-07-13,26950,27049,26300,26550,31229,406919.0,7663250.0
2018-07-16,26500,26799,26350,26550,16073,406919.0,7663250.0
2018-07-17,26649,26700,25950,26150,28952,400788.0,7663250.0
2018-07-18,26400,26700,25849,26000,27769,398489.0,7663250.0
2018-07-19,26249,26300,25750,26000,36263,398489.0,7663250.0
2018-07-20,26049,26400,25500,26000,39745,398489.0,7663250.0
2018-07-23,26250,26300,24050,24175,67595,370518.0,7663250.0
2018-07-24,24175,25300,24175,24550,70466,376266.0,7663250.0
2018-07-25,24750,25500,22050,22850,188640,175105.0,7663250.0
2018-07-26,23350,23650,22400,23250,64127,178171.0,7663250.0
2018-07-27,23150,24000,22750,23950,50531,183535.0,7663250.0
2018-07-30,23600,24000,23000,23400,33473,179320.0,7663250.0
2018-07-31,23400,23900,23000,23850,32497,182769.0,7663250.0
2018-08-01,23850,24950,23700,24850,75412,190432.0,7663250.0
2018-08-02,24600,24900,24000,24000,40540,183918.0,7663250.0
2018-08-03,24000,24550,23800,24550,23915,188133.0,7663250.0
2018-08-06,24700,24800,24050,24550,24828,188133.0,7663250.0
2018-08-07,24550,24850,24100,24650,29965,188899.0,7663250.0
2018-08-08,24300,24850,24200,24750,46286,189665.0,7663250.0
2018-08-09,24500,25950,24200,25850,58132,198095.0,7663250.0
2018-08-10,25150,25850,24750,24950,106170,382396.0,15326500.0
2018-08-13,24700,24700,22250,23400,193448,358640.0,15326500.0
2018-08-14,23350,23750,22450,23250,96353,356341.0,15326500.0
2018-08-16,22600,22950,21850,22900,109693,350977.0,15326500.0
2018-08-17,23000,23900,22450,23850,147037,365537.0,15326500.0
2018-08-20,24100,24650,22600,22850,134934,350211.0,15326500.0
2018-08-21,22850,23800,22750,23600,135340,361705.0,15326500.0
2018-08-22,23350,24500,23150,24400,179946,373967.0,15326500.0
2018-08-23,24650,25500,24200,25000,209487,383162.0,15326500.0
2018-08-24,25000,25550,24400,25500,133909,390826.0,15326500.0
2018-08-27,25550,26800,25250,26600,162679,407685.0,15326500.0
2018-08-28,26750,27350,25700,26250,135336,402321.0,15326500.0
2018-08-29,26200,26500,25750,25950,77452,397723.0,15326500.0
2018-08-30,26000,27200,26000,26600,98551,407685.0,15326500.0
2018-08-31,26650,27950,26450,27750,199491,425310.0,15326500.0
2018-09-03,28150,29400,28000,29050,372555,445235.0,15326500.0
2018-09-04,29650,29750,28550,29600,265328,453664.0,15326500.0
2018-09-05,29300,30150,28250,28650,216963,439104.0,15326500.0
2018-09-06,28250,29200,27350,28650,292268,439104.0,15326500.0
2018-09-07,28250,29950,28200,29600,260201,453664.0,15326500.0
2018-09-10,29550,30000,28900,29450,153466,451365.0,15326500.0
2018-09-11,29800,30400,29700,30250,199796,463627.0,15326500.0
2018-09-12,30700,32000,30250,30750,531231,471290.0,15326500.0
2018-09-13,31000,32000,30400,31500,320579,482785.0,15326500.0
2018-09-14,31700,33400,31400,32500,407185,498111.0,15326500.0
2018-09-17,32700,33350,31850,32800,224324,502709.0,15326500.0
2018-09-18,32600,33150,32350,32850,195739,503476.0,15326500.0
2018-09-19,33150,33150,31350,32050,249641,491214.0,15326500.0
2018-09-20,32050,33100,31000,31300,250904,479719.0,15326500.0
2018-09-21,31650,32150,31000,31250,163134,478953.0,15326500.0
2018-09-27,31250,32950,31150,32600,218505,499644.0,15326500.0
2018-09-28,32600,32750,31250,31650,149803,485084.0,15326500.0
2018-10-01,31700,31700,28950,29500,306881,452132.0,15326500.0
2018-10-02,29950,30350,29000,29250,157916,448300.0,15326500.0
2018-10-04,29500,30250,28800,29850,142711,457496.0,15326500.0
2018-10-05,29300,30150,28600,28800,183999,441403.0,15326500.0
2018-10-08,28300,29700,28200,28400,137215,435273.0,15326500.0
2018-10-10,28400,29200,28300,28800,169501,441403.0,15326500.0
2018-10-11,27700,28300,25700,26400,360976,404620.0,15326500.0
2018-10-12,26450,27350,26050,27300,191253,418413.0,15326500.0
2018-10-15,27150,27300,25500,26050,154581,399255.0,15326500.0
2018-10-16,26150,26900,25950,26300,91393,403087.0,15326500.0
2018-10-17,26700,26850,24850,26100,206832,400022.0,15326500.0
2018-10-18,26100,26200,25150,25200,77452,386228.0,15326500.0
2018-10-19,24750,25400,24350,25200,137297,386228.0,15326500.0
2018-10-22,24900,26450,24600,26450,155413,405386.0,15326500.0
2018-10-23,26200,26300,24900,25050,95686,383929.0,15326500.0
2018-10-24,25300,25650,24250,24650,125035,377798.0,15326500.0
2018-10-25,23300,24250,22450,24000,219990,367836.0,15326500.0
2018-10-26,24000,24050,22450,22800,176365,349444.0,15326500.0
2018-10-29,22600,24000,21950,22100,175545,338716.0,15326500.0
2018-10-30,21850,23000,21250,22850,206211,350211.0,15326500.0
2018-10-31,22600,23200,22000,22050,108167,337949.0,15326500.0
2018-11-01,22350,22750,21550,21800,162373,334118.0,15326500.0
2018-11-02,22100,23400,21750,23400,237592,358640.0,15326500.0
2018-11-05,23100,24750,22900,24500,227499,375499.0,15326500.0
2018-11-06,24600,24650,23600,24000,94668,367836.0,15326500.0
2018-11-07,23950,25850,23750,24900,278171,381630.0,15326500.0
2018-11-08,25300,25600,24650,24950,158928,382396.0,15326500.0
2018-11-09,24950,25000,22950,23350,239157,357874.0,15326500.0
2018-11-12,22550,22700,21450,22000,271313,337183.0,15326500.0
2018-11-13,21800,22450,21300,21850,224649,334884.0,15326500.0
2018-11-14,21950,22650,21250,21950,168229,336417.0,15326500.0
2018-11-15,21650,22350,21100,21600,183902,331052.0,15326500.0
2018-11-16,21700,22750,21500,22500,180007,344846.0,15326500.0
2018-11-19,23200,23750,22800,23350,197152,357874.0,15326500.0
2018-11-20,23300,24800,22800,24050,286791,368602.0,15326500.0
2018-11-21,23600,24800,23550,24600,183923,377032.0,15326500.0
2018-11-22,24600,24600,24050,24300,88154,372434.0,15326500.0
2018-11-23,24450,24500,23250,23450,126460,359406.0,15326500.0
2018-11-26,23300,24450,23300,24250,86539,371668.0,15326500.0
2018-11-27,24500,24650,23550,24150,116157,370135.0,15326500.0
2018-11-28,24350,24800,23800,24450,158499,374733.0,15326500.0
2018-11-29,24900,26450,24750,25400,628527,389293.0,15326500.0
2018-11-30,25550,27150,25350,25750,446008,394657.0,15326500.0
2018-12-03,25900,26850,25500,26800,214582,410750.0,15326500.0
2018-12-04,26750,26750,26000,26450,122692,405386.0,15326500.0
2018-12-05,25850,26500,25600,25850,114192,396190.0,15326500.0
2018-12-06,25550,26150,24450,24600,155011,377032.0,15326500.0
2018-12-07,25200,25950,24900,25950,159029,397723.0,15326500.0
2018-12-10,25400,25750,24600,24850,157156,380864.0,15326500.0
2018-12-11,25200,25650,24700,24850,135139,380864.0,15326500.0
2018-12-12,24800,25550,24800,25550,107734,391592.0,15326500.0
2018-12-13,25700,25800,25100,25600,157987,392358.0,15326500.0
2018-12-14,25400,25600,23650,23850,126528,365537.0,15326500.0
2018-12-17,23700,23750,22000,22850,159341,350211.0,15326500.0
2018-12-18,22450,23100,21950,22500,151172,344846.0,15326500.0
2018-12-19,22550,23900,22300,23250,127862,356341.0,15326500.0
2018-12-20,22750,23500,22650,23050,102622,353276.0,15326500.0
2018-12-21,22850,25450,22850,25150,247183,385461.0,15326500.0
2018-12-24,24900,26200,24500,26000,145690,398489.0,15326500.0
2018-12-26,25400,25900,24600,25400,155169,389293.0,15326500.0
2018-12-27,26000,26150,24700,25000,139421,383162.0,15326500.0
2018-12-28,25050,25250,24100,24400,134695,373967.0,15326500.0
