잉글우드랩(950140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-28,4680,4735,4600,4640,81367,,
2019-03-29,4640,4720,4575,4680,68524,,
2019-04-01,4640,4745,4640,4745,70354,,
2019-04-02,4745,4870,4680,4865,94988,,
2019-04-03,4865,5040,4850,4970,100883,,
2019-04-04,4965,5160,4940,5100,110461,,
2019-04-05,5140,5140,5010,5060,63729,,
2019-04-08,5090,5090,4995,5000,41758,,
2019-04-09,5030,5030,4850,4860,82581,,
2019-04-10,4870,4940,4850,4900,28692,,
2019-04-11,4905,4970,4900,4950,46193,,
2019-04-12,4950,5030,4925,5020,39884,,
2019-04-15,5040,5190,4995,5070,111340,,
2019-04-16,5120,5120,4915,4965,67435,,
2019-04-17,4965,5000,4925,4980,32436,,
2019-04-18,4980,5040,4915,4920,29452,,
2019-04-19,4940,5020,4925,4980,28932,,
2019-04-22,5030,5030,4920,4935,31731,,
2019-04-23,4950,5020,4885,4995,86545,,
2019-04-24,5040,5040,4890,4895,42340,,
2019-04-25,4950,4950,4755,4765,62300,,
2019-04-26,4785,4840,4730,4760,27551,,
2019-04-29,4820,4820,4725,4725,36794,,
2019-04-30,4725,4785,4655,4780,31674,,
2019-05-02,4785,4850,4680,4775,51693,,
2019-05-03,4765,4795,4700,4700,43675,,
2019-05-07,4650,4690,4590,4595,36963,,
2019-05-08,4550,4695,4530,4665,36974,,
2019-05-09,4660,4675,4445,4480,52464,,
2019-05-10,4485,4615,4430,4430,60684,,
2019-05-13,4495,4495,4250,4265,82861,,
2019-05-14,4160,4655,4160,4650,191539,,
2019-05-15,4675,4885,4675,4850,118305,,
2019-05-16,4810,4885,4645,4810,66059,,
2019-05-17,4760,4850,4665,4815,47934,,
2019-05-20,4845,4845,4650,4750,31307,,
2019-05-21,4690,4750,4615,4660,17354,,
2019-05-22,4710,4770,4560,4635,23428,,
2019-05-23,4630,4630,4455,4455,48940,,
2019-05-24,4465,4515,4320,4400,50923,,
2019-05-27,4405,4650,4405,4625,60323,,
2019-05-28,4530,4800,4515,4600,30458,,
2019-05-29,4575,4710,4515,4580,30121,,
2019-05-30,4540,4685,4510,4515,14566,,
2019-05-31,4455,4755,4445,4715,63514,,
2019-06-03,4705,4735,4610,4665,19577,,
2019-06-04,4665,4695,4630,4665,19752,,
2019-06-05,4665,4870,4665,4860,56645,,
2019-06-07,4860,5080,4760,5080,194239,,
2019-06-10,5050,5410,5000,5380,320494,,
2019-06-11,5270,5440,5220,5370,131404,,
2019-06-12,5310,5540,5260,5540,269716,,
2019-06-13,5540,5820,5490,5800,400707,,
2019-06-14,5760,6020,5680,5980,370123,,
2019-06-17,5870,5900,5340,5470,371196,,
2019-06-18,5450,5560,5270,5520,109913,,
2019-06-19,5490,5660,5380,5600,90114,,
2019-06-20,5620,5700,5540,5650,81027,,
2019-06-21,5620,5710,5550,5710,48373,,
2019-06-24,5770,5770,5500,5580,43275,,
2019-06-25,5510,5580,5240,5450,174944,,
2019-06-26,5340,5410,5140,5340,106218,,
2019-06-27,5330,5360,5190,5320,28666,,
2019-06-28,5190,5300,5170,5240,32089,,
2019-07-01,5210,5450,5210,5450,44587,,
2019-07-02,5340,5530,5340,5460,21029,,
2019-07-03,5470,5600,5310,5460,41190,,
2019-07-04,5350,5460,5240,5440,28139,,
2019-07-05,5490,5490,5340,5440,18733,,
2019-07-08,5500,5500,5190,5300,30482,,
2019-07-09,5250,5450,5210,5400,60148,,
2019-07-10,5260,5440,5260,5360,48947,,
2019-07-11,5310,5380,5270,5370,20330,,
2019-07-12,5440,5510,5320,5500,32874,,
2019-07-15,5550,5550,5340,5340,14365,,
2019-07-16,5280,5390,5260,5310,20402,,
2019-07-17,5220,5330,5120,5290,15517,,
2019-07-18,5220,5300,5100,5110,34555,,
2019-07-19,5020,5270,5020,5150,13126,,
2019-07-22,5210,5210,5040,5120,17359,,
2019-07-23,5110,5120,4920,4920,24953,,
2019-07-24,4910,4975,4790,4840,24544,,
2019-07-25,4745,4945,4730,4850,26186,,
2019-07-26,4850,4885,4650,4665,36077,,
2019-07-29,4560,4640,4465,4485,38566,,
2019-07-30,4310,4785,4310,4770,19882,,
2019-07-31,4630,4840,4595,4795,22179,,
2019-08-01,4715,4810,4665,4705,6585,,
2019-08-02,4530,4745,4520,4715,22419,,
2019-08-05,4600,4785,4295,4435,37524,,
2019-08-06,4240,4460,4225,4250,60682,,
2019-08-07,4180,4500,4180,4295,24823,,
2019-08-08,4255,4700,4255,4640,60660,,
2019-08-09,4775,4775,4485,4670,15334,,
2019-08-12,4680,4950,4680,4800,27473,,
2019-08-13,4800,4990,4770,4975,39790,,
2019-08-14,4975,5200,4905,5000,97754,,
2019-08-16,5170,5170,4760,4895,75327,,
2019-08-19,4895,4965,4780,4785,5754,,
2019-08-20,4780,4845,4595,4800,40311,,
2019-08-21,4775,4870,4650,4850,18130,,
2019-08-22,4850,5000,4760,4980,34869,,
2019-08-23,4830,5070,4830,5030,23662,,
2019-08-26,4875,5100,4865,4950,14996,,
2019-08-27,4995,5020,4865,5020,21260,,
2019-08-28,5020,5080,4985,5050,20076,,
2019-08-29,5100,5100,4935,5010,25655,,
2019-08-30,5050,5120,5000,5120,31205,,
2019-09-02,5110,5180,4995,5180,20666,,
2019-09-03,5180,5290,5160,5220,28345,,
2019-09-04,5120,5270,5120,5270,12550,,
2019-09-05,5290,5290,5200,5220,10485,,
2019-09-06,5350,5370,5220,5330,33696,,
2019-09-09,5350,5410,5250,5250,33448,,
2019-09-10,5260,5380,5170,5250,36768,,
2019-09-11,5200,5360,5200,5360,19873,,
2019-09-16,5390,5450,5220,5430,17036,,
2019-09-17,5350,5560,5350,5540,69501,,
2019-09-18,5540,5570,5430,5520,39813,,
2019-09-19,5540,5640,5270,5510,94498,,
2019-09-20,5500,5500,5360,5500,21756,,
2019-09-23,5500,5500,5320,5430,22432,,
2019-09-24,5430,5430,5320,5430,17790,,
2019-09-25,5310,5440,5310,5370,24111,,
2019-09-26,5310,5380,5290,5320,19719,,
2019-09-27,5310,5360,5220,5270,30644,,
2019-09-30,5270,5390,5200,5310,17936,,
2019-10-01,5200,5410,5200,5400,26566,,
2019-10-02,5340,5410,5240,5390,14611,,
2019-10-04,5390,5390,5250,5310,16365,,
2019-10-07,5310,5310,5160,5230,10425,,
