이녹스(088390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-02-26,4594,4923,4520,4689,314305,69005.0,6900500.0
2010-03-02,4688,4758,4585,4642,125066,68315.0,6900500.0
2010-03-03,4589,4631,4509,4590,117122,67556.0,6900500.0
2010-03-04,4590,4627,4524,4586,94929,67487.0,6900500.0
2010-03-05,4636,4683,4551,4604,115867,67763.0,6900500.0
2010-03-08,4674,4805,4641,4736,147401,69695.0,6900500.0
2010-03-09,4782,4805,4646,4689,97148,69005.0,6900500.0
2010-03-10,4758,4758,4524,4581,168705,67418.0,6900500.0
2010-03-11,4641,4641,4467,4553,122049,67004.0,6900500.0
2010-03-12,4575,4575,4486,4516,72723,66452.0,6900500.0
2010-03-15,4538,4580,4501,4548,65806,66935.0,6900500.0
2010-03-16,4547,4669,4524,4665,75003,68660.0,6900500.0
2010-03-17,4735,5040,4664,4994,367794,73490.0,6900500.0
2010-03-18,4993,5720,4993,5345,678157,78666.0,6900500.0
2010-03-19,5438,5602,5228,5486,220208,80736.0,6900500.0
2010-03-22,5321,5673,5321,5439,176902,80046.0,6900500.0
2010-03-23,5462,5556,5345,5533,160489,81426.0,6900500.0
2010-03-24,5579,5626,5345,5392,138993,79356.0,6900500.0
2010-03-25,5392,5392,5133,5205,167342,76596.0,6900500.0
2010-03-26,5251,5485,5110,5181,175691,76251.0,6900500.0
2010-03-29,5251,5392,5087,5369,106337,79011.0,6900500.0
2010-03-30,5509,5790,5438,5650,331678,83151.0,6900500.0
2010-03-31,5790,5907,5485,5697,281280,83841.0,6900500.0
2010-04-01,5673,5766,5532,5580,155008,82116.0,6900500.0
2010-04-02,5626,5720,5485,5697,164824,83841.0,6900500.0
2010-04-05,5766,5813,5392,5486,192965,80736.0,6900500.0
2010-04-06,5485,5625,5368,5439,142862,80046.0,6900500.0
2010-04-07,5461,5743,5461,5720,222345,84186.0,6900500.0
2010-04-08,5673,5861,5649,5815,124552,85566.0,6900500.0
2010-04-09,5884,5884,5649,5767,119582,84876.0,6900500.0
2010-04-12,5697,5766,5556,5650,105427,83151.0,6900500.0
2010-04-13,5696,5813,5579,5697,110847,83841.0,6900500.0
2010-04-14,5720,5837,5626,5720,97731,84186.0,6900500.0
2010-04-15,5743,5789,5579,5627,110722,82806.0,6900500.0
2010-04-16,5602,5626,5462,5486,139029,80736.0,6900500.0
2010-04-19,5391,5556,5391,5463,58414,80391.0,6900500.0
2010-04-20,5509,5579,5462,5486,91999,80736.0,6900500.0
2010-04-21,5508,5720,5508,5627,173015,82806.0,6900500.0
2010-04-22,5485,6212,5461,6119,481365,90052.0,6900500.0
2010-04-23,6212,6353,6048,6189,251780,91087.0,6900500.0
2010-04-26,6235,6517,6071,6424,244835,94537.0,6900500.0
2010-04-27,6470,6892,6446,6517,756534,95917.0,6900500.0
2010-04-28,6305,6727,6305,6588,308867,96952.0,6900500.0
2010-04-29,6633,6633,6375,6447,277968,94882.0,6900500.0
2010-04-30,5907,6235,5556,6002,1052557,88326.0,6900500.0
2010-05-03,5861,5954,5743,5861,173059,86256.0,6900500.0
2010-05-04,6047,6165,5977,6072,272045,89361.0,6900500.0
2010-05-06,5790,6728,5790,6353,806241,93502.0,6900500.0
2010-05-07,6094,6446,6024,6283,301253,92467.0,6900500.0
2010-05-10,6446,6563,6212,6447,405158,94882.0,6900500.0
2010-05-11,6587,6610,5884,6002,401524,88326.0,6900500.0
2010-05-12,6071,6306,5907,6307,188345,92812.0,6900500.0
2010-05-13,6353,6399,6165,6189,228804,91087.0,6900500.0
2010-05-14,6141,7009,6141,7010,642009,103162.0,6900500.0
2010-05-17,7126,7501,6985,7057,581828,103853.0,6900500.0
2010-05-18,7197,7220,6259,6588,482283,96952.0,6900500.0
2010-05-19,6541,7009,6212,6799,265187,100057.0,6900500.0
2010-05-20,6892,6962,6470,6471,175988,95227.0,6900500.0
2010-05-24,6235,6470,6048,6377,147733,93847.0,6900500.0
2010-05-25,6376,6376,5673,5932,213352,87291.0,6900500.0
2010-05-26,6118,6423,5884,6189,199348,91087.0,6900500.0
2010-05-27,5837,6423,5813,6307,1310680,92812.0,6900500.0
2010-05-28,6446,6727,6259,6260,692796,92122.0,6900500.0
2010-05-31,6376,6915,6282,6776,760720,119942.0,8300500.0
2010-06-01,6798,6962,6610,6963,572280,123262.0,8300500.0
2010-06-03,7126,7431,7079,7197,566450,127413.0,8300500.0
2010-06-04,7290,7361,7103,7315,331901,129488.0,8300500.0
2010-06-07,6985,7149,6798,7104,456069,125753.0,8300500.0
2010-06-08,7079,7196,6985,7057,343694,124923.0,8300500.0
2010-06-09,7103,7149,6727,6752,307370,119527.0,8300500.0
2010-06-10,6798,6915,6634,6869,185660,121602.0,8300500.0
2010-06-11,7033,7080,6798,6799,214756,120357.0,8300500.0
2010-06-14,6798,6915,6751,6869,103310,121602.0,8300500.0
2010-06-15,6892,6962,6774,6963,108624,123262.0,8300500.0
2010-06-16,7033,7033,6774,6799,146984,120357.0,8300500.0
2010-06-17,6798,6798,6470,6471,355539,114547.0,8300500.0
2010-06-18,6493,6751,6399,6588,174515,116622.0,8300500.0
2010-06-21,6610,6705,6493,6494,164856,114962.0,8300500.0
2010-06-22,6470,6892,6470,6729,373178,119112.0,8300500.0
2010-06-23,6728,7033,6681,6823,327070,120772.0,8300500.0
2010-06-24,6845,6962,6681,6776,149308,119942.0,8300500.0
2010-06-25,6610,6774,6587,6729,113550,119758.0,8345500.0
2010-06-28,6728,6774,6587,6682,135276,118923.0,8345500.0
2010-06-29,6705,6751,6423,6471,146862,115168.0,8345500.0
2010-06-30,6375,6517,6141,6447,97365,114751.0,8345500.0
2010-07-01,6446,6657,6353,6517,129472,116002.0,8345500.0
2010-07-02,6517,6634,6282,6471,104094,115168.0,8345500.0
2010-07-05,6446,6446,6142,6143,224828,109326.0,8345500.0
2010-07-06,6188,6188,5907,6096,143835,108492.0,8345500.0
2010-07-07,6094,6235,5907,5908,127334,105153.0,8345500.0
2010-07-08,6048,6165,6001,6002,113633,106822.0,8345500.0
2010-07-09,6071,6142,5884,6143,135791,109326.0,8345500.0
2010-07-12,6212,6259,6094,6143,108730,109326.0,8345500.0
2010-07-13,6165,6376,6142,6189,185483,110161.0,8345500.0
2010-07-14,6329,6329,6071,6143,142427,109326.0,8345500.0
2010-07-15,6141,6165,5907,5955,212953,105988.0,8345500.0
2010-07-16,6024,6024,5673,5767,183362,102650.0,8345500.0
2010-07-19,5813,6001,5813,5885,134067,104736.0,8345500.0
2010-07-20,5930,6048,5789,5791,274877,103067.0,8345500.0
2010-07-21,5813,5977,5696,5955,160699,105988.0,8345500.0
2010-07-22,5954,5954,5157,5345,370179,95139.0,8345500.0
2010-07-23,5485,5532,5017,5181,346509,92218.0,8345500.0
2010-07-26,5157,5297,5016,5135,187172,91383.0,8345500.0
2010-07-27,5204,5509,5157,5205,298432,92635.0,8345500.0
2010-07-28,5251,5368,5181,5205,115036,92635.0,8345500.0
2010-07-29,5251,5274,5017,5017,140413,89297.0,8345500.0
2010-07-30,5016,5109,4969,5111,93909,90966.0,8345500.0
2010-08-02,5157,5509,5087,5416,156557,96391.0,8345500.0
2010-08-03,5485,5485,5204,5275,78246,93887.0,8345500.0
2010-08-04,5204,5415,5086,5275,128800,93887.0,8345500.0
2010-08-05,5345,5345,5040,5064,122512,90131.0,8345500.0
2010-08-06,5016,5016,4758,4947,127488,88045.0,8345500.0
2010-08-09,5040,5274,5016,5228,130865,93052.0,8345500.0
2010-08-10,5321,5321,5180,5228,80004,93052.0,8345500.0
2010-08-11,5274,5345,5064,5064,87910,90131.0,8345500.0
2010-08-12,4922,5087,4829,4900,55824,87210.0,8345500.0
2010-08-13,4969,5157,4969,5158,76700,91800.0,8345500.0
2010-08-16,4993,5204,4993,5205,58274,92635.0,8345500.0
2010-08-17,5157,5251,5157,5228,56651,93052.0,8345500.0
2010-08-18,5251,5298,5157,5181,65647,92218.0,8345500.0
2010-08-19,5251,5556,5204,5509,204715,98060.0,8345500.0
2010-08-20,5415,5508,5391,5463,77644,97225.0,8345500.0
2010-08-23,5461,5485,5157,5252,79681,93470.0,8345500.0
2010-08-24,5180,5297,5086,5252,64491,93470.0,8345500.0
2010-08-25,5251,6001,5227,5767,669130,102650.0,8345500.0
2010-08-26,5813,5954,5625,5767,278623,102650.0,8345500.0
2010-08-27,5766,6212,5720,6002,387145,106822.0,8345500.0
2010-08-30,6141,6235,6024,6119,213114,108909.0,8345500.0
2010-08-31,6071,6071,5884,6049,160737,107657.0,8345500.0
2010-09-01,6048,6165,5977,6049,103582,107657.0,8345500.0
2010-09-02,6048,6094,5930,6002,114594,106822.0,8345500.0
2010-09-03,6048,6353,6048,6260,209305,111412.0,8345500.0
2010-09-06,6306,6493,6165,6377,186406,113499.0,8345500.0
2010-09-07,6282,6470,6212,6353,155910,113082.0,8345500.0
2010-09-08,6282,6306,6048,6143,132570,109326.0,8345500.0
2010-09-09,6141,6235,6001,6096,109467,108492.0,8345500.0
2010-09-10,6165,6306,6094,6189,135182,110161.0,8345500.0
2010-09-13,6282,6282,6001,6002,96566,106822.0,8345500.0
2010-09-14,6118,6118,5673,5697,106876,101398.0,8345500.0
2010-09-15,5672,5860,5556,5791,96713,103067.0,8345500.0
2010-09-16,5837,5837,5532,5627,83801,100146.0,8345500.0
2010-09-17,5555,5625,5392,5416,183002,96391.0,8345500.0
2010-09-20,5438,5509,5297,5392,64153,95973.0,8345500.0
2010-09-24,5462,5697,5462,5650,88329,100563.0,8345500.0
2010-09-27,5720,5790,5438,5486,100261,97642.0,8345500.0
2010-09-28,5579,5579,5392,5533,71637,98477.0,8345500.0
2010-09-29,5556,5720,5508,5627,87780,100146.0,8345500.0
2010-09-30,5579,5649,5438,5486,56674,97642.0,8345500.0
2010-10-01,5485,5556,5415,5486,78732,97642.0,8345500.0
2010-10-04,5532,5555,5204,5416,153696,98262.0,8507574.0
2010-10-05,5392,5392,5251,5252,68110,95285.0,8507574.0
2010-10-06,5297,5461,5273,5463,212212,99113.0,8507574.0
2010-10-07,5579,5907,5556,5720,252162,103792.0,8507574.0
2010-10-08,5673,5766,5555,5744,84254,104218.0,8507574.0
2010-10-11,5743,5766,5602,5603,104075,101666.0,8507574.0
2010-10-12,5532,5954,5532,5861,198728,106345.0,8507574.0
2010-10-13,5977,5977,5766,5861,91823,106345.0,8507574.0
2010-10-14,5860,5907,5766,5791,86867,105069.0,8507574.0
2010-10-15,5813,5953,5743,5955,112630,108046.0,8507574.0
2010-10-18,6024,6282,5907,6236,229974,113151.0,8507574.0
2010-10-19,6306,6423,6165,6189,226582,112300.0,8507574.0
2010-10-20,6071,6423,6048,6377,264200,115703.0,8507574.0
2010-10-21,6517,6517,6306,6307,130340,114427.0,8507574.0
2010-10-22,6259,6353,6071,6166,132105,111875.0,8507574.0
2010-10-25,6305,6305,6141,6236,103665,113151.0,8507574.0
2010-10-26,6235,6306,6118,6143,98387,111449.0,8507574.0
2010-10-27,6141,6282,5907,5955,195447,108046.0,8507574.0
2010-10-28,5977,6165,5884,6072,182123,110173.0,8507574.0
2010-10-29,6118,6259,5954,6236,105431,113151.0,8507574.0
2010-11-01,6212,6212,6071,6096,94680,110598.0,8507574.0
2010-11-02,6048,6118,5861,5861,113871,106345.0,8507574.0
2010-11-03,5907,5954,5743,5838,115145,105919.0,8507574.0
2010-11-04,5837,6001,5837,5908,97178,107195.0,8507574.0
2010-11-05,6001,6001,5743,5744,104702,104218.0,8507574.0
2010-11-08,5766,5861,5720,5815,66812,105494.0,8507574.0
2010-11-09,5860,5884,5720,5791,77603,105069.0,8507574.0
2010-11-10,5789,5813,5532,5627,144209,102091.0,8507574.0
2010-11-11,5626,5954,5602,5861,89574,106345.0,8507574.0
2010-11-12,5954,6048,5438,5673,176026,102942.0,8507574.0
2010-11-15,5673,5766,5532,5580,58351,101240.0,8507574.0
2010-11-16,5602,5743,5556,5627,70895,102091.0,8507574.0
2010-11-17,5532,5720,5485,5580,53943,101240.0,8507574.0
2010-11-18,5579,5743,5579,5627,52652,102091.0,8507574.0
2010-11-19,5696,5743,5625,5627,53327,102091.0,8507574.0
2010-11-22,5673,5954,5649,5908,143011,107195.0,8507574.0
2010-11-23,5930,6212,5930,5955,196736,108046.0,8507574.0
2010-11-24,5626,5954,5579,5885,97720,106770.0,8507574.0
2010-11-25,6094,6118,5884,6025,69066,109322.0,8507574.0
2010-11-26,6141,6141,5720,5767,94698,104643.0,8507574.0
2010-11-29,5766,5860,5579,5627,69297,102091.0,8507574.0
2010-11-30,5649,5789,5579,5791,40141,105069.0,8507574.0
2010-12-01,5720,5860,5696,5767,33518,104643.0,8507574.0
2010-12-02,5907,6001,5813,6002,112479,108897.0,8507574.0
2010-12-03,5977,6001,5884,5885,56082,106770.0,8507574.0
2010-12-06,5930,6001,5860,5908,79516,107195.0,8507574.0
2010-12-07,5954,5978,5720,5815,111286,105494.0,8507574.0
2010-12-08,5813,5861,5626,5673,72567,102942.0,8507574.0
2010-12-09,5673,5743,5626,5673,63717,102942.0,8507574.0
2010-12-10,5696,5813,5625,5627,69822,102091.0,8507574.0
2010-12-13,5673,5884,5602,5861,59905,106345.0,8507574.0
2010-12-14,5860,5954,5790,5908,68818,107195.0,8507574.0
2010-12-15,5930,5930,5743,5767,47268,104643.0,8507574.0
2010-12-16,5720,5790,5696,5720,30485,103792.0,8507574.0
2010-12-17,5673,5766,5649,5697,104311,103367.0,8507574.0
2010-12-20,5626,5626,5415,5486,92212,99539.0,8507574.0
2010-12-21,5579,5696,5579,5603,35907,101666.0,8507574.0
2010-12-22,5579,5649,5556,5580,34917,101240.0,8507574.0
2010-12-23,5579,5697,5485,5486,33504,99539.0,8507574.0
2010-12-24,5509,5532,5392,5392,56154,97837.0,8507574.0
2010-12-27,5415,5509,5392,5416,37270,98262.0,8507574.0
2010-12-28,5485,5532,5392,5533,46455,100389.0,8507574.0
2010-12-29,5532,5673,5509,5673,88084,102942.0,8507574.0
2010-12-30,5649,5696,5509,5556,53175,100815.0,8507574.0
2011-01-03,5673,5977,5626,5885,132006,106770.0,8507574.0
2011-01-04,5954,6376,5954,6353,384936,115278.0,8507574.0
2011-01-05,6353,6470,6212,6400,150085,116128.0,8507574.0
2011-01-06,6399,6493,6305,6447,182102,116979.0,8507574.0
2011-01-07,6470,6915,6329,6682,326685,121233.0,8507574.0
2011-01-10,6681,6774,6470,6541,165592,118681.0,8507574.0
2011-01-11,6470,6493,6259,6353,126612,115278.0,8507574.0
2011-01-12,6352,6587,6282,6447,150278,116979.0,8507574.0
2011-01-13,6517,6517,6212,6236,119269,113151.0,8507574.0
2011-01-14,6235,6329,6118,6166,73529,111875.0,8507574.0
2011-01-17,6306,6423,6189,6353,77738,115278.0,8507574.0
2011-01-18,6470,6751,6470,6705,320769,121658.0,8507574.0
2011-01-19,6798,7244,6634,7127,541639,129315.0,8507574.0
2011-01-20,7220,7220,6986,7151,232634,129741.0,8507574.0
2011-01-21,7173,7267,6915,6940,220124,125912.0,8507574.0
2011-01-24,6962,7337,6962,7338,336018,133144.0,8507574.0
2011-01-25,7337,7478,6938,7221,268108,131017.0,8507574.0
2011-01-26,7220,7783,7056,7760,447597,140800.0,8507574.0
2011-01-27,7947,8088,7783,7831,662035,142076.0,8507574.0
2011-01-28,7783,8087,7525,7924,327512,143778.0,8507574.0
2011-01-31,7665,8181,7665,8018,273342,145480.0,8507574.0
2011-02-01,8017,8392,8017,8229,318026,149308.0,8507574.0
2011-02-07,8439,8462,8017,8018,188012,145480.0,8507574.0
2011-02-08,8040,8111,7736,7831,160488,142076.0,8507574.0
2011-02-09,7947,7947,7525,7737,179124,140375.0,8507574.0
2011-02-10,7642,8064,7642,7924,189178,143778.0,8507574.0
2011-02-11,7830,8017,7759,7831,134632,142076.0,8507574.0
2011-02-14,7806,8299,7783,8276,172074,150159.0,8507574.0
2011-02-15,8252,8345,8111,8229,112983,149308.0,8507574.0
2011-02-16,8228,8580,8158,8252,264038,149733.0,8507574.0
2011-02-17,8345,8462,7853,8065,162699,146330.0,8507574.0
2011-02-18,8040,8111,7923,8018,79708,145480.0,8507574.0
2011-02-21,8204,8228,7853,7901,90418,143353.0,8507574.0
2011-02-22,7876,7876,7431,7690,165616,139524.0,8507574.0
2011-02-23,7525,7665,7337,7362,111453,133569.0,8507574.0
2011-02-24,7290,7454,7126,7268,139478,131867.0,8507574.0
2011-02-25,7314,7712,7290,7643,126760,138673.0,8507574.0
2011-02-28,7689,7923,7595,7737,149029,140375.0,8507574.0
2011-03-02,7736,8181,7689,8159,171034,148032.0,8507574.0
2011-03-03,8346,8533,7970,8464,241454,153562.0,8507574.0
2011-03-04,8462,8932,8416,8651,469251,156965.0,8507574.0
2011-03-07,8720,8955,8650,8792,172324,159517.0,8507574.0
2011-03-08,8791,8837,8556,8768,146323,159092.0,8507574.0
2011-03-09,8767,8861,8158,8206,357204,148883.0,8507574.0
2011-03-10,8111,8181,7689,7760,327274,140800.0,8507574.0
2011-03-11,7525,7947,7478,7831,143001,142076.0,8507574.0
2011-03-14,7830,8111,7595,7971,202131,144629.0,8507574.0
2011-03-15,8017,8040,6868,7737,319668,140375.0,8507574.0
2011-03-16,7618,7806,7337,7667,227094,139099.0,8507574.0
2011-03-17,7290,7548,6774,7268,548362,131867.0,8507574.0
2011-03-18,7338,7525,7244,7291,156359,132293.0,8507574.0
2011-03-21,7384,7736,7384,7549,174039,136972.0,8507574.0
2011-03-22,7666,7970,7642,7971,222302,144629.0,8507574.0
2011-03-23,8040,8251,7900,7924,310870,143778.0,8507574.0
2011-03-24,8017,8158,7876,7901,177708,143353.0,8507574.0
2011-03-25,8017,8158,7947,8135,178530,147606.0,8507574.0
2011-03-28,8134,8134,7876,7924,126046,143778.0,8507574.0
2011-03-29,7923,8040,7642,7737,138474,140375.0,8507574.0
2011-03-30,7689,7900,7689,7737,147199,140375.0,8507574.0
2011-03-31,7829,7829,7712,7737,67821,140375.0,8507574.0
2011-04-01,7806,8298,7689,8252,278326,149733.0,8507574.0
2011-04-04,8392,8392,8018,8112,148538,147181.0,8507574.0
2011-04-05,8111,8158,7736,8112,182286,147181.0,8507574.0
2011-04-06,8252,8627,8064,8604,396632,156114.0,8507574.0
2011-04-07,8674,8697,8392,8534,207701,154838.0,8507574.0
2011-04-08,8580,8580,8181,8440,131284,153136.0,8507574.0
2011-04-11,8627,8674,7994,7995,284200,145054.0,8507574.0
2011-04-12,8111,8252,7994,8065,105681,146330.0,8507574.0
2011-04-13,8158,8533,8064,8464,289016,153562.0,8507574.0
2011-04-14,8392,8627,8322,8487,155092,153987.0,8507574.0
2011-04-15,8416,8486,8204,8347,166880,151435.0,8507574.0
2011-04-18,8416,8509,8158,8206,237972,148883.0,8507574.0
2011-04-19,8204,8228,7970,8229,92241,149308.0,8507574.0
2011-04-20,8439,8532,8251,8417,164637,152711.0,8507574.0
2011-04-21,8556,8720,8439,8651,229999,156965.0,8507574.0
2011-04-22,8673,8744,8228,8252,199607,149733.0,8507574.0
2011-04-25,8252,8674,8228,8487,143690,153987.0,8507574.0
2011-04-26,8604,8627,8275,8323,130774,151009.0,8507574.0
2011-04-27,8392,8627,8251,8252,179253,149733.0,8507574.0
2011-04-28,8298,8392,7994,8135,134728,147606.0,8507574.0
2011-04-29,8252,8275,7525,7667,208221,139099.0,8507574.0
2011-05-02,7689,7806,7642,7784,82847,141226.0,8507574.0
2011-05-03,7712,7947,7642,7713,67399,139950.0,8507574.0
2011-05-04,7595,7923,7572,7690,64158,139524.0,8507574.0
2011-05-06,7712,7759,7384,7385,84762,133994.0,8507574.0
2011-05-09,7361,7666,7220,7338,41816,133144.0,8507574.0
2011-05-11,7337,7595,7337,7573,32816,137397.0,8507574.0
2011-05-12,7431,7876,7431,7737,129534,140375.0,8507574.0
2011-05-13,7900,8204,7736,8018,150591,145480.0,8507574.0
2011-05-16,7876,8322,7830,8135,104764,147606.0,8507574.0
2011-05-17,8345,8345,7947,8018,56529,145480.0,8507574.0
2011-05-18,8040,8158,7900,8159,65561,148032.0,8507574.0
2011-05-19,8204,8204,7853,7924,45238,143778.0,8507574.0
2011-05-20,7900,8017,7736,7737,46876,140375.0,8507574.0
2011-05-23,7595,7830,7056,7503,174027,136121.0,8507574.0
2011-05-24,7244,7572,7056,7479,105496,135696.0,8507574.0
2011-05-25,7384,7548,7173,7174,58486,130166.0,8507574.0
2011-05-26,7243,7595,7197,7432,157243,134845.0,8507574.0
2011-05-27,7431,7572,7220,7221,71693,131017.0,8507574.0
2011-05-30,7454,8204,7150,7221,550768,131017.0,8507574.0
2011-05-31,7197,7267,6798,6846,260435,124211.0,8507574.0
2011-06-01,6985,7009,6517,6564,261827,119106.0,8507574.0
2011-06-02,6353,6610,6188,6424,171797,116554.0,8507574.0
2011-06-03,6587,6704,6493,6588,149454,119531.0,8507574.0
2011-06-07,6610,7056,6610,6659,232549,120808.0,8507574.0
2011-06-08,6657,6728,6423,6541,123241,118681.0,8507574.0
2011-06-09,6493,6704,6493,6611,95905,119957.0,8507574.0
2011-06-10,6610,6728,6423,6471,67594,117405.0,8507574.0
2011-06-13,6329,6446,5953,5955,105204,108046.0,8507574.0
2011-06-14,5884,6212,5884,6002,69797,108897.0,8507574.0
2011-06-15,6071,6517,6071,6517,210636,118255.0,8507574.0
2011-06-16,6399,6915,6399,6705,207999,121658.0,8507574.0
2011-06-17,6798,6891,6517,6752,83337,122509.0,8507574.0
2011-06-20,6751,6868,6493,6564,91422,119106.0,8507574.0
2011-06-21,6587,6774,6470,6729,77909,122084.0,8507574.0
2011-06-22,6938,7032,6821,6893,76985,125061.0,8507574.0
2011-06-23,6798,7079,6751,6940,70090,125912.0,8507574.0
2011-06-24,6962,7197,6915,7080,82776,128464.0,8507574.0
2011-06-27,7033,7197,7009,7080,42150,128464.0,8507574.0
2011-06-28,7197,7220,6869,6869,53758,124636.0,8507574.0
2011-06-29,6962,7032,6845,6940,41820,125912.0,8507574.0
2011-06-30,6845,7033,6705,6823,66242,123785.0,8507574.0
2011-07-01,6892,7056,6822,6963,72752,126337.0,8507574.0
2011-07-04,7056,7244,6962,7127,141987,129315.0,8507574.0
2011-07-05,7220,7243,7079,7174,61685,130166.0,8507574.0
2011-07-06,7103,7220,7009,7127,120115,129315.0,8507574.0
2011-07-07,7056,7220,6985,7057,81553,128039.0,8507574.0
2011-07-08,7173,7290,7080,7127,62712,129315.0,8507574.0
2011-07-11,7056,7220,6845,6893,103137,125061.0,8507574.0
2011-07-12,6821,6821,6517,6776,142415,122934.0,8507574.0
2011-07-13,6845,6845,6610,6659,62352,120808.0,8507574.0
2011-07-14,6727,7267,6587,7057,275788,128039.0,8507574.0
2011-07-15,7079,7290,6938,7268,138813,131867.0,8507574.0
2011-07-18,7314,7548,7197,7503,169118,136121.0,8507574.0
2011-07-19,7501,7548,7126,7362,217618,133569.0,8507574.0
2011-07-20,7454,7454,7009,7244,200387,131442.0,8507574.0
2011-07-21,7408,7408,7103,7127,60809,129315.0,8507574.0
2011-07-22,7220,7408,7150,7197,178938,130591.0,8507574.0
2011-07-25,7290,7314,6962,6963,91318,126337.0,8507574.0
2011-07-26,7009,7126,6658,7127,198956,129315.0,8507574.0
2011-07-27,7243,7314,7079,7197,117159,130591.0,8507574.0
2011-07-28,7079,7267,7056,7197,76944,130591.0,8507574.0
2011-07-29,7196,7290,7056,7127,77672,129315.0,8507574.0
2011-08-01,7150,7173,6938,7057,122080,128039.0,8507574.0
2011-08-02,7033,7056,6681,6752,132176,122509.0,8507574.0
2011-08-03,6470,6845,6446,6799,98129,123360.0,8507574.0
2011-08-04,6845,6845,6400,6471,55560,117405.0,8507574.0
2011-08-05,5907,6071,5672,5955,263976,108046.0,8507574.0
2011-08-08,5813,5907,5133,5580,154857,103169.0,8669648.0
2011-08-09,5133,5392,4758,5392,182635,99701.0,8669648.0
2011-08-10,5625,5860,5297,5416,214245,100134.0,8669648.0
2011-08-11,4735,5461,4688,5439,238410,100568.0,8669648.0
2011-08-12,5672,5837,5297,5299,139834,97967.0,8669648.0
2011-08-16,5556,5813,5532,5697,114313,105336.0,8669648.0
2011-08-17,5696,6071,5579,6072,147715,112272.0,8669648.0
2011-08-18,6235,6305,5696,5908,147801,109238.0,8669648.0
2011-08-19,5602,5626,5064,5064,163344,93632.0,8669648.0
2011-08-22,5087,5157,4758,4900,104802,90598.0,8669648.0
2011-08-23,4969,5274,4969,5088,89045,94066.0,8669648.0
2011-08-24,5157,5227,4945,4970,97340,91898.0,8669648.0
2011-08-25,5110,5204,4805,4923,101147,91031.0,8669648.0
2011-08-26,4852,4969,4688,4736,266061,87563.0,8669648.0
2011-08-29,4876,5040,4828,4994,185734,92332.0,8669648.0
2011-08-30,5157,5368,5110,5322,333990,98401.0,8669648.0
2011-08-31,5321,5345,5157,5322,133934,98401.0,8669648.0
2011-09-01,5344,5649,5344,5580,267995,103169.0,8669648.0
2011-09-02,5579,5602,5251,5322,170927,98401.0,8669648.0
2011-09-05,5133,5157,4876,4876,138202,90164.0,8669648.0
2011-09-06,4654,4781,4603,4642,191795,85830.0,8669648.0
2011-09-07,4735,4899,4669,4783,187357,88430.0,8669648.0
2011-09-08,4923,4969,4669,4675,169393,86436.0,8669648.0
2011-09-09,4627,4735,4627,4712,87478,87130.0,8669648.0
2011-09-14,4655,4735,4378,4379,161663,80975.0,8669648.0
2011-09-15,4561,4570,4402,4455,110015,82362.0,8669648.0
2011-09-16,4570,5016,4538,4806,324374,88864.0,8669648.0
2011-09-19,4781,4969,4712,4736,112936,87563.0,8669648.0
2011-09-20,4641,4805,4622,4806,125136,88864.0,8669648.0
2011-09-21,4828,5180,4758,5111,286535,94499.0,8669648.0
2011-09-22,4922,5086,4852,4970,127440,91898.0,8669648.0
2011-09-23,4735,4781,4589,4604,159720,85136.0,8669648.0
2011-09-26,4618,4679,4159,4159,148373,76900.0,8669648.0
2011-09-27,4406,4542,4308,4464,86597,82535.0,8669648.0
2011-09-28,4524,4631,4350,4352,99900,80454.0,8669648.0
2011-09-29,4341,4562,4281,4525,68505,83662.0,8669648.0
2011-09-30,4505,4585,4477,4548,45517,84096.0,8669648.0
2011-10-04,4336,4360,4196,4314,70574,79761.0,8669648.0
2011-10-05,4435,4435,4013,4014,179179,74212.0,8669648.0
2011-10-06,4172,4453,4172,4347,117584,80368.0,8669648.0
2011-10-07,4448,4538,4421,4455,123042,82362.0,8669648.0
2011-10-10,4590,4993,4524,4876,296519,90164.0,8669648.0
2011-10-11,5297,5602,5251,5603,1055595,103602.0,8669648.0
2011-10-12,5743,6142,5696,6002,1023880,110971.0,8669648.0
2011-10-13,6118,6141,5884,6049,430826,111838.0,8669648.0
2011-10-14,6048,6470,5790,6377,514985,117907.0,8669648.0
2011-10-17,6399,6470,6165,6400,348429,118341.0,8669648.0
2011-10-18,6259,6727,6141,6564,310751,121375.0,8669648.0
2011-10-19,6705,6892,6446,6799,401666,125710.0,8669648.0
2011-10-20,6798,6962,6235,6377,243162,117907.0,8669648.0
2011-10-21,6869,7126,6540,6893,758532,127444.0,8669648.0
2011-10-24,7079,7924,6986,7643,1100552,141315.0,8669648.0
2011-10-25,7642,7947,7290,7432,479000,137414.0,8669648.0
2011-10-26,7290,7689,7290,7503,185368,138714.0,8669648.0
2011-10-27,7618,7806,7173,7268,245973,134380.0,8669648.0
2011-10-28,7407,7431,6751,7362,353011,136113.0,8669648.0
2011-10-31,7267,7431,6845,6987,274719,129178.0,8669648.0
2011-11-01,6986,7267,6869,7197,246302,133079.0,8669648.0
2011-11-02,6985,7618,6868,7596,232446,140448.0,8669648.0
2011-11-03,7595,8017,7408,7643,542996,141315.0,8669648.0
2011-11-04,7876,8111,7666,7831,458611,144783.0,8669648.0
