네오팜(092730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-06-23,6400,6540,6400,6450,2199,48125.0,7461237.0
2010-06-24,6450,6550,6370,6550,3617,48871.0,7461237.0
2010-06-25,6550,6800,6450,6500,3099,48498.0,7461237.0
2010-06-28,6870,6870,6250,6600,10840,49244.0,7461237.0
2010-06-29,6950,6950,6500,6590,6094,49170.0,7461237.0
2010-06-30,6590,6630,6400,6500,5908,48498.0,7461237.0
2010-07-01,6420,6570,6350,6350,1858,47379.0,7461237.0
2010-07-02,6450,6580,6350,6470,797,48274.0,7461237.0
2010-07-05,6470,6900,6470,6470,5804,48274.0,7461237.0
2010-07-06,6580,6580,6210,6300,2953,47006.0,7461237.0
2010-07-07,6300,6300,5900,6000,12737,44767.0,7461237.0
2010-07-08,6090,6250,6080,6130,1715,45737.0,7461237.0
2010-07-09,6290,6290,6000,6100,4379,45514.0,7461237.0
2010-07-12,6100,6190,6000,6010,4152,44842.0,7461237.0
2010-07-13,6000,6140,5900,6010,12995,44842.0,7461237.0
2010-07-14,6010,6050,5900,5960,11738,44469.0,7461237.0
2010-07-15,5980,6090,5920,5980,4400,44618.0,7461237.0
2010-07-16,6040,6040,5940,6030,7121,44991.0,7461237.0
2010-07-19,6080,6080,5990,6030,3486,44991.0,7461237.0
2010-07-20,6050,6060,5920,6000,6702,44767.0,7461237.0
2010-07-21,6080,6090,5880,5880,5676,43872.0,7461237.0
2010-07-22,5990,6760,5980,6100,493798,45514.0,7461237.0
2010-07-23,6160,6240,5800,5830,86333,43499.0,7461237.0
2010-07-26,5870,5880,5700,5820,28340,43424.0,7461237.0
2010-07-27,5760,5840,5720,5760,16488,42977.0,7461237.0
2010-07-28,5730,5860,5670,5680,14730,42380.0,7461237.0
2010-07-29,5740,5830,5630,5630,16412,42007.0,7461237.0
2010-07-30,5630,5770,5480,5580,14512,41634.0,7461237.0
2010-08-02,5540,5680,5500,5580,8895,41634.0,7461237.0
2010-08-03,5670,5670,5550,5670,9131,42305.0,7461237.0
2010-08-04,5710,5710,5600,5680,1536,42380.0,7461237.0
2010-08-05,5700,5780,5640,5710,2127,42604.0,7461237.0
2010-08-06,5650,5760,5550,5550,2923,41410.0,7461237.0
2010-08-09,5590,5710,5560,5680,2038,42380.0,7461237.0
2010-08-10,5610,5710,5590,5660,6241,42231.0,7461237.0
2010-08-11,5620,5820,5500,5650,9948,42156.0,7461237.0
2010-08-12,5520,5680,5510,5550,2884,41410.0,7461237.0
2010-08-13,5410,5640,5340,5430,27393,40515.0,7461237.0
2010-08-16,5440,5470,5380,5420,10564,40440.0,7461237.0
2010-08-17,5380,5410,5290,5410,15283,40365.0,7461237.0
2010-08-18,5350,5420,5320,5400,3449,40291.0,7461237.0
2010-08-19,5420,5470,5320,5360,9687,39992.0,7461237.0
2010-08-20,5320,5460,5320,5430,3404,40515.0,7461237.0
2010-08-23,5400,5480,5310,5400,9752,40291.0,7461237.0
2010-08-24,5450,5450,5290,5330,5401,39768.0,7461237.0
2010-08-25,5300,5400,5250,5330,5183,39768.0,7461237.0
2010-08-26,5350,5370,5200,5210,8796,38873.0,7461237.0
2010-08-27,5310,5310,5070,5140,6519,38351.0,7461237.0
2010-08-30,5200,5210,5080,5140,6876,38351.0,7461237.0
2010-08-31,5130,5170,5080,5150,5028,38425.0,7461237.0
2010-09-01,5110,5160,5070,5140,7046,38351.0,7461237.0
2010-09-02,5150,5150,5100,5130,5398,38276.0,7461237.0
2010-09-03,5130,5130,5050,5100,9400,38052.0,7461237.0
2010-09-06,5100,5340,5060,5120,19259,38202.0,7461237.0
2010-09-07,5120,5270,5120,5150,11104,38425.0,7461237.0
2010-09-08,5100,5190,5030,5080,8646,37903.0,7461237.0
2010-09-09,5150,5170,5010,5060,4483,37754.0,7461237.0
2010-09-10,5140,5400,5000,5050,11989,37679.0,7461237.0
2010-09-13,5060,5200,5050,5090,4587,37978.0,7461237.0
2010-09-14,5090,5150,5010,5080,13909,37903.0,7461237.0
2010-09-15,5080,5090,5020,5040,13633,37605.0,7461237.0
2010-09-16,5050,5160,5050,5070,3002,37828.0,7461237.0
2010-09-17,5020,5120,5010,5100,4635,38052.0,7461237.0
2010-09-20,5060,5160,5020,5160,2385,38500.0,7461237.0
2010-09-24,5150,5200,5100,5190,2513,38724.0,7461237.0
2010-09-27,5190,5690,5190,5320,27203,39694.0,7461237.0
2010-09-28,5490,5490,5350,5430,13399,40515.0,7461237.0
2010-09-29,5550,5550,5350,5470,5109,40813.0,7461237.0
2010-09-30,5440,5440,5340,5340,6073,39843.0,7461237.0
2010-10-01,5320,5450,5320,5340,4005,39843.0,7461237.0
2010-10-04,5340,5420,5320,5390,4541,40216.0,7461237.0
2010-10-05,5390,5420,5300,5350,5503,39918.0,7461237.0
2010-10-06,5360,5470,5340,5400,7252,40291.0,7461237.0
2010-10-07,5360,5480,5330,5400,7408,40291.0,7461237.0
2010-10-08,5410,5440,5300,5440,3623,40589.0,7461237.0
2010-10-11,5440,5440,5330,5330,5301,39768.0,7461237.0
2010-10-12,5400,5400,5230,5230,5150,39022.0,7461237.0
2010-10-13,5320,5320,5230,5300,5798,39545.0,7461237.0
2010-10-14,5300,5390,5220,5340,4083,39843.0,7461237.0
2010-10-15,5390,5390,5280,5380,8534,40141.0,7461237.0
2010-10-18,5320,5390,5310,5360,9534,39992.0,7461237.0
2010-10-19,5430,5460,5320,5390,10099,40216.0,7461237.0
2010-10-20,5310,5420,5310,5410,16068,40365.0,7461237.0
2010-10-21,5450,5450,5280,5320,20323,39694.0,7461237.0
2010-10-22,5300,5380,5250,5360,7279,39992.0,7461237.0
2010-10-25,5320,5400,5300,5350,5631,39918.0,7461237.0
2010-10-26,5390,5390,5220,5290,9094,39470.0,7461237.0
2010-10-27,5300,5300,5220,5240,3010,39097.0,7461237.0
2010-10-28,5280,5280,5050,5170,34366,38575.0,7461237.0
2010-10-29,5230,5230,5050,5110,5814,38127.0,7461237.0
2010-11-01,5110,5190,4925,4970,20874,37082.0,7461237.0
2010-11-02,4990,5070,4900,4965,13270,37045.0,7461237.0
2010-11-03,5000,5130,4935,5090,19290,37978.0,7461237.0
2010-11-04,5140,5140,5030,5120,5506,38202.0,7461237.0
2010-11-05,5140,5140,4990,5070,19952,37828.0,7461237.0
2010-11-08,5070,5140,4900,5000,19841,37306.0,7461237.0
2010-11-09,5050,5080,4860,5000,13307,37306.0,7461237.0
2010-11-10,4910,4980,4800,4950,24791,36933.0,7461237.0
2010-11-11,4890,4890,4810,4860,18880,36262.0,7461237.0
2010-11-12,4805,4850,4610,4700,14672,35068.0,7461237.0
2010-11-15,4700,4765,4400,4500,16600,33576.0,7461237.0
2010-11-16,4500,4500,4300,4400,5640,32829.0,7461237.0
2010-11-17,4295,4485,4255,4305,11650,32121.0,7461237.0
2010-11-18,4310,4425,4285,4335,10799,32344.0,7461237.0
2010-11-19,4355,4770,4355,4670,26807,34844.0,7461237.0
2010-11-22,4650,4670,4545,4590,5782,34247.0,7461237.0
2010-11-23,4620,4770,4500,4595,1965,34284.0,7461237.0
2010-11-24,4210,4530,4210,4480,8289,33426.0,7461237.0
2010-11-25,4480,4695,4390,4500,2514,33576.0,7461237.0
2010-11-26,4400,4580,4350,4455,2447,33240.0,7461237.0
2010-11-29,4490,4490,4315,4345,2372,32419.0,7461237.0
2010-11-30,4290,4480,4290,4395,2587,32792.0,7461237.0
2010-12-01,4325,4400,4265,4400,7301,32829.0,7461237.0
2010-12-02,4500,4545,4325,4400,5155,32829.0,7461237.0
2010-12-03,4395,4595,4390,4490,10352,33501.0,7461237.0
2010-12-06,4485,4640,4465,4640,9905,34620.0,7461237.0
2010-12-07,4670,4670,4480,4480,12006,33426.0,7461237.0
2010-12-08,4690,4690,4450,4485,13100,33464.0,7461237.0
2010-12-09,4450,4590,4450,4460,6744,33277.0,7461237.0
2010-12-10,4450,4545,4410,4410,4668,32904.0,7461237.0
2010-12-13,4350,4405,4350,4400,1433,32829.0,7461237.0
2010-12-14,4400,4480,4400,4460,17730,33277.0,7461237.0
2010-12-15,4450,4470,4400,4445,4684,33165.0,7461237.0
2010-12-16,4405,4455,4400,4445,3841,33165.0,7461237.0
2010-12-17,4440,4450,4380,4430,4746,33053.0,7461237.0
2010-12-20,4360,4450,4300,4350,3066,32456.0,7461237.0
2010-12-21,4350,4400,4300,4350,6108,32456.0,7461237.0
2010-12-22,4365,4365,4190,4190,15688,31263.0,7461237.0
2010-12-23,4190,4265,4150,4210,15687,31412.0,7461237.0
2010-12-24,4200,4305,4120,4290,178332,32009.0,7461237.0
2010-12-27,4350,4930,4330,4930,146517,36784.0,7461237.0
2010-12-28,5190,5660,5070,5660,461492,42231.0,7461237.0
2010-12-29,5850,5900,5090,5150,358245,38425.0,7461237.0
2010-12-30,5300,5900,5120,5150,593328,38425.0,7461237.0
2011-01-03,5250,5920,5210,5920,560664,44171.0,7461237.0
2011-01-04,6150,6760,5550,5610,782566,41858.0,7461237.0
2011-01-05,5510,5610,5270,5400,298481,40291.0,7461237.0
2011-01-06,5460,5480,5100,5150,133878,38425.0,7461237.0
2011-01-07,5210,5380,5060,5160,91102,38500.0,7461237.0
2011-01-10,5160,5300,5140,5170,98344,38575.0,7461237.0
2011-01-11,5120,5240,4985,5100,97509,38052.0,7461237.0
2011-01-12,5170,5460,5050,5180,190464,38649.0,7461237.0
2011-01-13,5230,5230,5030,5070,38205,37828.0,7461237.0
2011-01-14,5150,5150,5040,5120,25517,38202.0,7461237.0
2011-01-17,5120,5210,4870,4880,55146,36411.0,7461237.0
2011-01-18,4850,4975,4675,4675,46668,34881.0,7461237.0
2011-01-19,4680,5350,4550,5110,208984,38127.0,7461237.0
2011-01-20,5110,5370,4920,4920,156828,36709.0,7461237.0
2011-01-21,4920,5050,4690,4730,50990,35292.0,7461237.0
2011-01-24,4730,5020,4500,4730,51862,35292.0,7461237.0
2011-01-25,4730,4900,4600,4600,50286,34322.0,7461237.0
2011-01-26,4695,4695,4500,4585,22691,34210.0,7461237.0
2011-01-27,4565,4830,4500,4675,36477,34881.0,7461237.0
2011-01-28,4675,4755,4520,4605,10821,34359.0,7461237.0
2011-01-31,4600,4665,4470,4560,13840,34023.0,7461237.0
2011-02-01,4510,4650,4490,4520,14622,33725.0,7461237.0
2011-02-07,4595,4890,4520,4800,23127,35814.0,7461237.0
2011-02-08,4630,4830,4630,4680,27708,34919.0,7461237.0
2011-02-09,4680,5380,4560,5380,419609,40141.0,7461237.0
2011-02-10,5500,5690,5220,5360,402577,39992.0,7461237.0
2011-02-11,5430,5700,5020,5150,192363,38425.0,7461237.0
2011-02-14,5150,5650,5000,5220,211169,38948.0,7461237.0
2011-02-15,5250,6000,5240,6000,513115,44767.0,7461237.0
2011-02-16,6180,6500,5570,5680,484720,42380.0,7461237.0
2011-02-17,5770,5810,5030,5250,209250,39171.0,7461237.0
2011-02-18,5350,5460,5060,5400,140327,40291.0,7461237.0
2011-02-21,5420,5720,5200,5230,116472,39022.0,7461237.0
2011-02-22,5230,5280,5090,5160,68578,38500.0,7461237.0
2011-02-23,5290,5670,5250,5350,166041,39918.0,7461237.0
2011-02-24,5200,5290,5100,5210,71870,38873.0,7461237.0
2011-02-25,5250,5500,5150,5410,72749,40365.0,7461237.0
2011-02-28,5530,5600,5150,5200,81524,38798.0,7461237.0
2011-03-02,5150,5180,5000,5040,68219,37605.0,7461237.0
2011-03-03,5040,5100,4920,4935,70185,36821.0,7461237.0
2011-03-04,5000,5180,4940,5180,60608,38649.0,7461237.0
2011-03-07,5330,5330,5060,5130,36063,38276.0,7461237.0
2011-03-08,5130,5290,5100,5210,40611,38873.0,7461237.0
2011-03-09,5220,5270,5050,5070,24360,37828.0,7461237.0
2011-03-10,5070,5440,5070,5430,92250,40515.0,7461237.0
2011-03-11,5430,5430,5100,5180,42468,38649.0,7461237.0
2011-03-14,5070,5100,4535,4730,131045,35292.0,7461237.0
2011-03-15,4650,4960,4350,4510,62875,33650.0,7461237.0
2011-03-16,4510,4710,4400,4600,37688,34322.0,7461237.0
2011-03-17,4420,4495,4350,4425,42071,33016.0,7461237.0
2011-03-18,4535,4600,4465,4555,14242,33986.0,7461237.0
2011-03-21,4520,4810,4520,4670,26926,34844.0,7461237.0
2011-03-22,4620,4795,4620,4750,17580,35441.0,7461237.0
2011-03-23,4770,4800,4600,4675,16970,34881.0,7461237.0
2011-03-24,4575,4750,4550,4625,17499,34508.0,7461237.0
2011-03-25,4660,4800,4650,4725,19686,35254.0,7461237.0
2011-03-28,4820,4820,4600,4655,12653,34732.0,7461237.0
2011-03-29,4710,4790,4700,4750,13006,35441.0,7461237.0
2011-03-30,4800,4880,4705,4710,15879,35142.0,7461237.0
2011-03-31,4785,4785,4610,4675,19864,34881.0,7461237.0
2011-04-01,4695,4775,4650,4655,16825,34732.0,7461237.0
2011-04-04,4655,4880,4655,4840,22778,36112.0,7461237.0
2011-04-05,4880,4880,4775,4830,20353,36038.0,7461237.0
2011-04-06,4875,5000,4800,4800,21106,35814.0,7461237.0
2011-04-07,4800,4845,4670,4685,25110,34956.0,7461237.0
2011-04-08,4685,4840,4635,4760,43108,35515.0,7461237.0
2011-04-11,4700,4800,4700,4745,15031,35404.0,7461237.0
2011-04-12,4770,4770,4660,4660,17564,34769.0,7461237.0
2011-04-13,4615,4795,4615,4650,19963,34695.0,7461237.0
2011-04-14,4705,4705,4505,4645,9030,34657.0,7461237.0
2011-04-15,4645,4700,4555,4690,10984,34993.0,7461237.0
2011-04-18,4635,4700,4510,4515,24212,33687.0,7461237.0
2011-04-19,4495,4685,4495,4610,20827,34396.0,7461237.0
2011-04-20,4725,4725,4610,4625,15364,34508.0,7461237.0
2011-04-21,4700,4700,4550,4550,16646,33949.0,7461237.0
2011-04-22,4525,4650,4500,4650,36314,34695.0,7461237.0
2011-04-25,4605,4760,4605,4610,9611,34396.0,7461237.0
2011-04-26,4615,4690,4510,4670,19958,34844.0,7461237.0
2011-04-27,4670,4690,4525,4525,13196,33762.0,7461237.0
2011-04-28,4545,4610,4530,4550,14834,33949.0,7461237.0
2011-04-29,4620,4620,4530,4585,3672,34210.0,7461237.0
2011-05-02,4490,4560,4475,4530,23700,33799.0,7461237.0
2011-05-03,4615,4615,4480,4510,5906,33650.0,7461237.0
2011-05-04,4585,4585,4425,4580,3216,34172.0,7461237.0
2011-05-06,4595,4595,4510,4520,14191,33725.0,7461237.0
2011-05-09,4520,4580,4420,4425,22065,33016.0,7461237.0
2011-05-11,4430,4490,4370,4395,12948,32792.0,7461237.0
2011-05-12,4370,4435,4330,4360,13521,32531.0,7461237.0
2011-05-13,4345,4400,4310,4320,21921,32233.0,7461237.0
2011-05-16,4375,4380,4260,4330,10773,32307.0,7461237.0
2011-05-17,4270,4330,4270,4330,9082,32307.0,7461237.0
2011-05-18,4495,4600,4320,4410,9304,32904.0,7461237.0
2011-05-19,4515,4620,4400,4600,31078,34322.0,7461237.0
2011-05-20,4635,4645,4510,4600,14053,34322.0,7461237.0
2011-05-23,4470,4520,4300,4350,7169,32456.0,7461237.0
2011-05-24,4305,4465,4305,4400,3176,32829.0,7461237.0
2011-05-25,4470,4470,4310,4315,5834,32195.0,7461237.0
2011-05-26,4335,4500,4310,4365,8018,32568.0,7461237.0
2011-05-27,4365,4390,4300,4390,1921,32755.0,7461237.0
2011-05-30,4410,4410,4300,4390,5945,32755.0,7461237.0
2011-05-31,4330,4390,4305,4335,13438,32344.0,7461237.0
2011-06-01,4335,4400,4305,4395,12546,32792.0,7461237.0
2011-06-02,4370,4425,4305,4385,9314,32718.0,7461237.0
2011-06-03,4415,4505,4330,4450,16144,33203.0,7461237.0
2011-06-07,4495,4550,4440,4510,7880,33650.0,7461237.0
2011-06-08,4500,4500,4400,4400,5789,32829.0,7461237.0
2011-06-09,4370,4430,4300,4350,15749,32456.0,7461237.0
2011-06-10,4510,4510,4360,4430,9031,33053.0,7461237.0
2011-06-13,4360,4650,4310,4600,18666,34322.0,7461237.0
2011-06-14,4495,4645,4480,4590,6225,34247.0,7461237.0
2011-06-15,4655,4655,4590,4620,13856,34471.0,7461237.0
2011-06-16,4670,4670,4500,4585,1860,34210.0,7461237.0
2011-06-17,4720,4850,4545,4795,27875,35777.0,7461237.0
2011-06-20,4840,4840,4630,4630,11710,34546.0,7461237.0
2011-06-21,4750,4830,4520,4525,12666,33762.0,7461237.0
2011-06-22,4600,4670,4520,4600,11567,34322.0,7461237.0
2011-06-23,4620,4630,4535,4570,2100,34098.0,7461237.0
2011-06-24,4525,4635,4310,4535,16860,33837.0,7461237.0
2011-06-27,4500,4590,4475,4510,6882,33650.0,7461237.0
2011-06-28,4505,4590,4505,4575,7928,34135.0,7461237.0
2011-06-29,4600,4690,4515,4670,7662,34844.0,7461237.0
2011-06-30,4700,4700,4620,4630,5097,34546.0,7461237.0
2011-07-01,4650,4700,4600,4600,9507,34322.0,7461237.0
2011-07-04,4620,4720,4600,4655,9467,34732.0,7461237.0
2011-07-05,4670,5300,4650,4930,64359,36784.0,7461237.0
2011-07-06,5010,5030,4770,4820,23893,35963.0,7461237.0
2011-07-07,4885,4885,4660,4750,15830,35441.0,7461237.0
2011-07-08,4710,4780,4675,4775,20202,35627.0,7461237.0
2011-07-11,4725,4970,4700,4965,30644,37045.0,7461237.0
2011-07-12,4965,5690,4950,5580,385126,41634.0,7461237.0
2011-07-13,5550,5550,5210,5250,142438,39171.0,7461237.0
2011-07-14,5300,5430,5200,5240,59251,39097.0,7461237.0
2011-07-15,5290,5670,5260,5300,118193,39545.0,7461237.0
2011-07-18,5360,5610,5140,5590,122274,41708.0,7461237.0
2011-07-19,5590,5630,5290,5390,62083,40216.0,7461237.0
2011-07-20,5440,5440,5180,5190,77006,38724.0,7461237.0
2011-07-21,5160,5280,5040,5160,45575,38500.0,7461237.0
2011-07-22,5210,5260,5150,5200,17934,38798.0,7461237.0
2011-07-25,5210,5580,5210,5350,95003,39918.0,7461237.0
2011-07-26,5490,6150,5350,6150,302822,45887.0,7461237.0
2011-07-27,6650,7070,6540,7070,475241,52751.0,7461237.0
2011-07-28,7320,7690,7140,7430,1239275,55437.0,7461237.0
2011-07-29,7580,7790,7070,7170,546758,53497.0,7461237.0
2011-08-01,7300,7450,6920,7260,328906,54169.0,7461237.0
2011-08-02,7350,8160,7190,7960,976757,59391.0,7461237.0
2011-08-03,7650,7700,6930,7070,296633,52751.0,7461237.0
2011-08-04,7250,7400,6460,6600,219687,49244.0,7461237.0
2011-08-05,6020,6440,5610,5670,296001,42305.0,7461237.0
2011-08-08,5670,5950,4935,5050,263852,37679.0,7461237.0
2011-08-09,4780,5040,4300,4920,201326,36709.0,7461237.0
2011-08-10,5400,5440,5120,5380,210779,40141.0,7461237.0
2011-08-11,4950,5770,4900,5540,166028,41335.0,7461237.0
2011-08-12,5690,5970,5330,5370,302737,40067.0,7461237.0
2011-08-16,5540,5960,5540,5850,150696,43648.0,7461237.0
2011-08-17,5800,6720,5800,6720,432400,50140.0,7461237.0
2011-08-18,7400,7700,6850,7200,692895,53721.0,7461237.0
2011-08-19,6630,6940,6120,6120,289514,45663.0,7461237.0
2011-08-22,6280,7030,6020,7030,653813,52452.0,7461237.0
2011-08-23,7280,7320,6670,6750,363198,50363.0,7461237.0
2011-08-24,6950,6950,6310,6360,143364,47453.0,7461237.0
2011-08-25,6550,6770,6010,6390,157461,47677.0,7461237.0
2011-08-26,6390,6600,6160,6340,76321,47304.0,7461237.0
2011-08-29,6440,6680,6380,6390,149180,47677.0,7461237.0
2011-08-30,6450,6780,6310,6750,183512,50363.0,7461237.0
2011-08-31,6750,6780,6550,6670,88328,49766.0,7461237.0
2011-09-01,6620,6730,6310,6310,106005,47080.0,7461237.0
2011-09-02,6210,6340,5800,6040,115150,45066.0,7461237.0
2011-09-05,5890,5980,5700,5700,63588,42529.0,7461237.0
2011-09-06,5500,5730,5150,5310,130337,39619.0,7461237.0
2011-09-07,5370,5670,5370,5650,51983,42156.0,7461237.0
2011-09-08,5650,5700,5190,5370,57425,40067.0,7461237.0
2011-09-09,5370,5420,5190,5360,47461,39992.0,7461237.0
2011-09-14,5390,5660,5050,5200,67134,38798.0,7461237.0
2011-09-15,5270,5450,5100,5200,59945,38798.0,7461237.0
2011-09-16,5150,5440,5150,5340,54046,39843.0,7461237.0
2011-09-19,5450,5650,5310,5450,104633,40664.0,7461237.0
2011-09-20,5360,5600,5310,5500,44646,41037.0,7461237.0
2011-09-21,5550,5830,5410,5670,56825,42305.0,7461237.0
2011-09-22,5500,5650,5400,5500,47087,41037.0,7461237.0
2011-09-23,5200,5450,5120,5220,57668,38948.0,7461237.0
2011-09-26,5240,5300,4600,4700,94114,35068.0,7461237.0
2011-09-27,4735,5250,4735,5120,24806,38202.0,7461237.0
2011-09-28,5300,5300,4995,4995,23776,37269.0,7461237.0
2011-09-29,4850,5230,4850,5230,34433,39022.0,7461237.0
2011-09-30,5170,5690,5160,5600,56296,41783.0,7461237.0
2011-10-04,5380,5800,5090,5790,233450,43201.0,7461237.0
2011-10-05,5680,5970,5250,5250,91529,39171.0,7461237.0
2011-10-06,5400,5560,5270,5300,68370,39545.0,7461237.0
2011-10-07,5350,5620,5320,5380,75587,40141.0,7461237.0
2011-10-10,5380,5560,5210,5400,33423,40291.0,7461237.0
2011-10-11,5540,5750,5450,5550,52086,41410.0,7461237.0
2011-10-12,5560,5850,5560,5670,84416,42305.0,7461237.0
2011-10-13,5730,5800,5550,5590,38835,41708.0,7461237.0
2011-10-14,5590,5690,5480,5610,39053,41858.0,7461237.0
2011-10-17,5620,5740,5600,5600,55531,41783.0,7461237.0
2011-10-18,5400,5990,5380,5750,132221,42902.0,7461237.0
2011-10-19,6000,6370,5870,6170,163235,46036.0,7461237.0
2011-10-20,6230,6230,5680,5820,111181,43424.0,7461237.0
2011-10-21,5880,6140,5770,6080,64220,45364.0,7461237.0
2011-10-24,6140,6290,5960,6110,78862,45588.0,7461237.0
2011-10-25,6080,6190,5880,5950,58566,44394.0,7461237.0
2011-10-26,5900,6040,5800,5830,44400,43499.0,7461237.0
2011-10-27,5870,6190,5860,6040,46641,45066.0,7461237.0
2011-10-28,6060,6190,5850,6000,28428,44767.0,7461237.0
2011-10-31,6200,6200,5860,6000,43971,44767.0,7461237.0
2011-11-01,5900,5980,5800,5800,39763,43275.0,7461237.0
2011-11-02,5500,5740,5410,5450,133882,40664.0,7461237.0
2011-11-03,5250,5350,5000,5000,180311,37306.0,7461237.0
2011-11-04,5120,5290,4965,5160,70122,38500.0,7461237.0
2011-11-07,5210,5930,5160,5930,81557,44245.0,7461237.0
2011-11-08,6810,6810,6810,6810,23611,50811.0,7461237.0
2011-11-09,7830,7830,7830,7830,49019,58421.0,7461237.0
2011-11-10,9000,9000,8860,9000,988487,67151.0,7461237.0
2011-11-11,10000,10200,9130,9320,2961342,69539.0,7461237.0
2011-11-14,9010,9870,8640,9870,1563748,73642.0,7461237.0
2011-11-15,9600,10550,9420,9870,1299788,73642.0,7461237.0
2011-11-16,10600,11350,8400,8650,2789451,64540.0,7461237.0
2011-11-17,8800,8900,8260,8850,607205,66032.0,7461237.0
2011-11-18,8590,9280,8200,9010,550667,67226.0,7461237.0
2011-11-21,9050,9050,8340,8500,301702,63421.0,7461237.0
2011-11-22,8080,8250,7590,7900,547175,58944.0,7461237.0
2011-11-23,7850,8220,7190,7260,551719,54169.0,7461237.0
2011-11-24,7310,7890,7130,7680,334229,57302.0,7461237.0
2011-11-25,7450,7520,6800,7100,232511,52975.0,7461237.0
2011-11-28,7400,8160,7320,8160,401601,60884.0,7461237.0
2011-11-29,8330,8390,7760,7800,797280,58198.0,7461237.0
2011-11-30,7850,8440,7680,7800,723902,58198.0,7461237.0
2011-12-01,8000,8360,7630,8360,463618,62376.0,7461237.0
2011-12-02,8360,8360,7920,7930,259238,59168.0,7461237.0
2011-12-05,7830,7950,7620,7650,226284,57078.0,7461237.0
2011-12-06,7800,7890,7190,7290,245001,54392.0,7461237.0
2011-12-07,7490,7660,7320,7420,157847,55362.0,7461237.0
2011-12-08,7540,7540,7080,7200,138900,53721.0,7461237.0
2011-12-09,6890,7300,6890,7090,123330,52900.0,7461237.0
2011-12-12,7300,7350,7150,7270,129483,54243.0,7461237.0
2011-12-13,7250,8150,7050,7580,405800,56556.0,7461237.0
2011-12-14,7650,7650,7230,7270,165306,54243.0,7461237.0
2011-12-15,7120,7500,7000,7010,130172,52303.0,7461237.0
2011-12-16,7050,7180,7000,7010,91434,52303.0,7461237.0
2011-12-19,7010,7540,6220,6730,315897,50214.0,7461237.0
2011-12-20,6800,7400,6760,7310,306921,54542.0,7461237.0
2011-12-21,7420,7990,7360,7590,419419,56631.0,7461237.0
2011-12-22,7700,7790,7380,7410,201277,55288.0,7461237.0
2011-12-23,7560,7850,7390,7770,198172,57974.0,7461237.0
2011-12-26,7810,8090,7490,7500,154845,55959.0,7461237.0
2011-12-27,7660,8300,7430,7970,647731,59466.0,7461237.0
2011-12-28,7970,8060,7730,7770,201876,57974.0,7461237.0
2011-12-29,7770,7770,7470,7470,165349,55735.0,7461237.0
2012-01-02,7570,8590,7490,8590,512853,64092.0,7461237.0
2012-01-03,8510,9030,8280,8640,1117378,64465.0,7461237.0
2012-01-04,8720,8980,8470,8470,390964,63197.0,7461237.0
2012-01-05,8750,9440,8730,8790,628712,65584.0,7461237.0
2012-01-06,8740,8790,8360,8450,286292,63047.0,7461237.0
2012-01-09,8500,8650,8110,8650,232894,64540.0,7461237.0
2012-01-10,8760,9570,8630,8920,464050,66554.0,7461237.0
2012-01-11,8920,9070,8620,8760,218844,65360.0,7461237.0
2012-01-12,8880,8880,8440,8470,124401,63197.0,7461237.0
2012-01-13,8370,8600,8230,8230,122534,61406.0,7461237.0
2012-01-16,8420,8420,8210,8210,74071,61257.0,7461237.0
2012-01-17,8250,8390,8140,8360,120844,62376.0,7461237.0
2012-01-18,8410,8650,7750,7890,210426,58869.0,7461237.0
2012-01-19,7890,8110,7740,7760,115611,57899.0,7461237.0
2012-01-20,7760,7890,7400,7450,161225,55586.0,7461237.0
2012-01-25,7400,7630,7390,7630,66642,56929.0,7461237.0
2012-01-26,7630,7670,7540,7620,50299,56855.0,7461237.0
2012-01-27,7630,7790,7600,7730,62317,57675.0,7461237.0
2012-01-30,7730,7800,7400,7430,58411,55437.0,7461237.0
2012-01-31,7340,7600,7330,7600,66018,56705.0,7461237.0
2012-02-01,7600,7670,7460,7510,65297,56034.0,7461237.0
2012-02-02,7600,7980,7500,7950,120342,59317.0,7461237.0
2012-02-03,7990,8120,7870,7870,93678,58720.0,7461237.0
2012-02-06,8080,9050,8030,9050,182509,67524.0,7461237.0
2012-02-07,9100,10150,9100,9330,1429990,69613.0,7461237.0
2012-02-08,9300,9330,8630,8630,566835,64390.0,7461237.0
2012-02-09,8580,8970,8250,8880,429404,66256.0,7461237.0
2012-02-10,9120,9120,8460,8590,238224,64092.0,7461237.0
2012-02-13,8630,9220,8520,8770,502182,65435.0,7461237.0
2012-02-14,8850,9030,8700,8760,203410,65360.0,7461237.0
2012-02-15,8860,8860,8440,8480,200202,63271.0,7461237.0
2012-02-16,8510,8540,8330,8400,110107,62674.0,7461237.0
2012-02-17,8490,8600,8350,8440,91861,62973.0,7461237.0
2012-02-20,8470,8470,8250,8250,82349,61555.0,7461237.0
2012-02-21,8170,8370,8170,8220,76556,61331.0,7461237.0
2012-02-22,8220,8850,8220,8670,301953,64689.0,7461237.0
2012-02-23,8550,8980,8540,8540,178774,63719.0,7461237.0
2012-02-24,8510,8820,8380,8750,203317,65286.0,7461237.0
2012-02-27,8720,8790,8260,8260,115175,61630.0,7461237.0
2012-02-28,8160,8480,8120,8250,137247,61555.0,7461237.0
