삼양옵틱스(225190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-26,13100,13100,12900,12950,8232,130000.0,10038600.0
2019-02-27,12950,13700,12950,13300,57338,133513.0,10038600.0
2019-02-28,13350,13650,13000,13000,33809,130502.0,10038600.0
2019-03-04,13100,13500,13100,13450,17217,135019.0,10038600.0
2019-03-05,13500,13500,13300,13500,11987,135521.0,10038600.0
2019-03-06,13600,13600,13300,13450,7723,135019.0,10038600.0
2019-03-07,13450,13500,13200,13250,10547,133011.0,10038600.0
2019-03-08,13250,13300,13050,13200,18976,132510.0,10038600.0
2019-03-11,13200,13300,13050,13200,13225,132510.0,10038600.0
2019-03-12,13150,13450,13150,13350,19878,134015.0,10038600.0
2019-03-13,13350,13350,13150,13250,9850,133011.0,10038600.0
2019-03-14,13250,13300,12950,13250,11161,133011.0,10038600.0
2019-03-15,13250,13350,13150,13300,10654,133513.0,10038600.0
2019-03-18,13350,13500,13350,13500,17360,135521.0,10038600.0
2019-03-19,13500,13500,13350,13400,5900,134517.0,10038600.0
2019-03-20,13450,13500,13200,13350,12315,134015.0,10038600.0
2019-03-21,13400,13400,13250,13300,7581,133513.0,10038600.0
2019-03-22,13400,13500,13300,13400,8620,134517.0,10038600.0
2019-03-25,13400,13400,13200,13250,7088,133011.0,10038600.0
2019-03-26,13300,13300,13100,13250,5527,133011.0,10038600.0
2019-03-27,13250,13300,13000,13300,25406,133513.0,10038600.0
2019-03-28,13200,13300,13100,13200,7623,132510.0,10038600.0
2019-03-29,13150,13300,13000,13100,7517,131506.0,10038600.0
2019-04-01,13100,13550,13100,13350,16847,134015.0,10038600.0
2019-04-02,13500,13500,13250,13300,18576,133513.0,10038600.0
2019-04-03,13300,13450,13200,13350,18958,134015.0,10038600.0
2019-04-04,13350,13600,13200,13500,17934,135521.0,10038600.0
2019-04-05,13400,14150,13400,14100,63878,141544.0,10038600.0
2019-04-08,14100,14400,13950,14150,29515,142046.0,10038600.0
2019-04-09,14100,14300,13800,14150,20508,142046.0,10038600.0
2019-04-10,14150,14150,13950,14150,18128,142046.0,10038600.0
2019-04-11,14300,14300,14000,14150,9510,142046.0,10038600.0
2019-04-12,14200,14200,13850,14050,36611,141042.0,10038600.0
2019-04-15,14100,14150,13850,14100,23666,141544.0,10038600.0
2019-04-16,14000,14150,13700,14000,20158,140540.0,10038600.0
2019-04-17,14050,14200,13950,14100,28471,141544.0,10038600.0
2019-04-18,14150,14150,13950,14000,15525,140540.0,10038600.0
2019-04-19,14100,14650,13950,14350,49823,144054.0,10038600.0
2019-04-22,14400,15100,14400,14650,59201,147065.0,10038600.0
2019-04-23,14700,14900,14550,14900,15960,149575.0,10038600.0
2019-04-24,14850,14950,14600,14750,24410,148069.0,10038600.0
2019-04-25,14800,14800,14500,14700,14869,147567.0,10038600.0
2019-04-26,14550,14700,14500,14650,14879,147065.0,10038600.0
2019-04-29,14650,15000,14600,14900,29932,149575.0,10038600.0
2019-04-30,14950,15000,14700,14950,14487,150077.0,10038600.0
2019-05-02,14950,15000,14800,14950,12352,150077.0,10038600.0
2019-05-03,14850,15100,14850,15100,16480,151583.0,10038600.0
2019-05-07,14850,15350,14850,15200,22859,152587.0,10038600.0
2019-05-08,15000,15200,14900,15050,23243,151081.0,10038600.0
2019-05-09,15050,15100,14400,14450,70444,145058.0,10038600.0
2019-05-10,14400,15000,14400,14900,55453,149575.0,10038600.0
2019-05-13,15100,15900,14950,15500,57423,155598.0,10038600.0
2019-05-14,15450,16350,15100,16000,75381,160618.0,10038600.0
2019-05-15,15800,15800,14950,15650,81514,157104.0,10038600.0
2019-05-16,15650,15650,14800,15000,42025,150579.0,10038600.0
2019-05-17,15150,15350,15050,15200,26127,152587.0,10038600.0
2019-05-20,15200,15300,14800,15000,26265,150579.0,10038600.0
2019-05-21,15050,15050,14700,14850,13090,149073.0,10038600.0
2019-05-22,14900,14900,14650,14800,16005,148571.0,10038600.0
2019-05-23,14900,14900,14400,14400,15477,144556.0,10038600.0
2019-05-24,14400,14400,14050,14150,20272,142046.0,10038600.0
2019-05-27,14500,15900,14050,14900,165166,149575.0,10038600.0
2019-05-28,14600,14800,14150,14400,43550,144556.0,10038600.0
2019-05-29,14400,14450,14150,14300,14927,143552.0,10038600.0
2019-05-30,14450,14550,14200,14350,15418,144054.0,10038600.0
2019-05-31,14450,14450,14300,14400,9029,144556.0,10038600.0
2019-06-03,14350,14500,14300,14350,10694,144054.0,10038600.0
2019-06-04,14400,14950,14300,14900,32801,149575.0,10038600.0
2019-06-05,14850,15100,14700,14900,30450,149575.0,10038600.0
2019-06-07,14750,14950,14650,14700,27485,147567.0,10038600.0
2019-06-10,14900,14900,14650,14850,18111,149073.0,10038600.0
2019-06-11,14950,15550,14800,15450,78103,155096.0,10038600.0
2019-06-12,15300,15700,15250,15550,22741,156100.0,10038600.0
2019-06-13,15300,15650,15250,15500,11113,155598.0,10038600.0
2019-06-14,15500,15600,15350,15550,12961,156100.0,10038600.0
2019-06-17,15800,15800,15300,15400,13255,154594.0,10038600.0
2019-06-18,15450,15700,15350,15700,25778,157606.0,10038600.0
2019-06-19,15800,16150,15500,15750,50211,158108.0,10038600.0
2019-06-20,15750,15900,15550,15850,14168,159766.0,10079900.0
2019-06-21,15900,16050,15750,15900,22492,160270.0,10079900.0
2019-06-24,16000,16000,15600,15850,23144,159766.0,10079900.0
2019-06-25,15950,15950,15650,15800,25447,159262.0,10079900.0
2019-06-26,15850,16000,15650,15900,56803,160270.0,10079900.0
2019-06-27,15500,15500,14600,14700,142848,148175.0,10079900.0
2019-06-28,14600,14850,14200,14350,43706,144647.0,10079900.0
2019-07-01,14350,14450,14250,14400,17468,145151.0,10079900.0
2019-07-02,14300,14400,14000,14300,20760,144143.0,10079900.0
2019-07-03,14150,14400,13900,14050,30590,141623.0,10079900.0
2019-07-04,14150,14150,13800,13950,17204,140615.0,10079900.0
2019-07-05,13950,14250,13900,14150,23175,142631.0,10079900.0
2019-07-08,14200,14200,13500,13650,21717,137591.0,10079900.0
2019-07-09,13800,13800,13450,13750,10885,138599.0,10079900.0
2019-07-10,14200,14350,13600,13900,36738,140111.0,10079900.0
2019-07-11,13950,14000,13600,14000,6529,141119.0,10079900.0
2019-07-12,14000,14050,13700,13850,11205,139607.0,10079900.0
2019-07-15,13750,13900,13550,13800,14134,139103.0,10079900.0
2019-07-16,13800,14000,13600,13950,22075,140615.0,10079900.0
2019-07-17,13950,13950,13600,13700,14766,138095.0,10079900.0
2019-07-18,13550,13750,13500,13700,11126,138095.0,10079900.0
2019-07-19,13700,13750,13500,13550,12670,136583.0,10079900.0
2019-07-22,13500,13650,13400,13600,9830,137087.0,10079900.0
2019-07-23,13600,13650,13050,13200,45639,133055.0,10079900.0
2019-07-24,13200,13300,13100,13300,6967,134063.0,10079900.0
2019-07-25,13250,13250,12900,12900,24154,130031.0,10079900.0
2019-07-26,12850,13000,12700,12950,15347,130535.0,10079900.0
2019-07-29,13000,13000,12450,12600,22318,127007.0,10079900.0
2019-07-30,12600,12950,12600,12600,17894,127007.0,10079900.0
2019-07-31,12700,12900,12500,12900,17545,130031.0,10079900.0
2019-08-01,12900,12900,12700,12800,10775,129023.0,10079900.0
2019-08-02,12500,12850,12450,12850,24025,129527.0,10079900.0
2019-08-05,12650,12800,12300,12400,19590,124991.0,10079900.0
2019-08-06,12200,12550,12000,12150,23704,122471.0,10079900.0
2019-08-07,12000,12400,12000,12200,10776,122975.0,10079900.0
2019-08-08,12350,12500,12200,12450,10699,125495.0,10079900.0
2019-08-09,12600,12800,12450,12650,7740,127511.0,10079900.0
2019-08-12,12800,12950,12500,12900,10801,130031.0,10079900.0
2019-08-13,12900,13050,12650,12950,15303,130535.0,10079900.0
2019-08-14,12900,13100,12700,13000,20323,131039.0,10079900.0
2019-08-16,13000,13000,12500,12750,24482,128519.0,10079900.0
2019-08-19,12750,12900,12700,12800,5654,129023.0,10079900.0
2019-08-20,12950,12950,12650,12850,11808,129527.0,10079900.0
2019-08-21,12850,12950,12700,12950,9075,130535.0,10079900.0
2019-08-22,12950,13050,12850,12850,8784,129527.0,10079900.0
2019-08-23,13000,13000,12650,12850,11161,129527.0,10079900.0
2019-08-26,12800,12850,12500,12650,7321,127511.0,10079900.0
2019-08-27,12750,12800,12600,12650,4515,127511.0,10079900.0
2019-08-28,12700,12900,12600,12800,5703,129023.0,10079900.0
2019-08-29,12750,12750,12500,12750,7918,128519.0,10079900.0
2019-08-30,12750,12850,12650,12800,9334,129023.0,10079900.0
2019-09-02,12650,12800,12550,12650,7425,127511.0,10079900.0
2019-09-03,12650,12700,12550,12700,11416,128015.0,10079900.0
2019-09-04,12600,12750,12500,12550,12055,126503.0,10079900.0
2019-09-05,12550,12700,12550,12650,5543,127511.0,10079900.0
2019-09-06,12700,12850,12650,12800,4758,129023.0,10079900.0
2019-09-09,12850,12950,12750,12900,10797,130031.0,10079900.0
2019-09-10,13000,13050,12800,13000,14381,131039.0,10079900.0
2019-09-11,12900,14000,12850,13200,142713,133055.0,10079900.0
2019-09-16,13200,13400,13050,13300,22862,134063.0,10079900.0
2019-09-17,13300,13300,13000,13250,16492,133559.0,10079900.0
2019-09-18,13250,13300,13050,13100,11227,132047.0,10079900.0
2019-09-19,13150,13250,13100,13150,8278,132551.0,10079900.0
2019-09-20,13150,13250,13000,13200,6818,133055.0,10079900.0
2019-09-23,13300,13300,13100,13150,7779,132551.0,10079900.0
2019-09-24,13100,13200,13000,13050,15550,131543.0,10079900.0
2019-09-25,13100,13150,12900,12900,14984,130031.0,10079900.0
2019-09-26,13050,13100,12850,13000,7808,131039.0,10079900.0
2019-09-27,13000,13100,12850,12950,9480,130535.0,10079900.0
2019-09-30,12850,13050,12850,13000,8165,131039.0,10079900.0
2019-10-01,12950,13100,12950,13000,12019,131039.0,10079900.0
2019-10-02,13000,13150,12850,13050,14636,131543.0,10079900.0
2019-10-04,13000,13050,12850,13050,6921,131543.0,10079900.0
2019-10-07,13050,13050,12900,12950,8940,,
