피앤이솔루션(131390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-06-05,4215,4230,3920,3955,198605,56477.0,7140000.0
2013-06-07,3950,4200,3735,4100,234532,58548.0,7140000.0
2013-06-10,4155,4180,4050,4090,196939,58405.0,7140000.0
2013-06-11,4080,4100,4025,4060,82866,57977.0,7140000.0
2013-06-12,4040,4140,4025,4080,90547,58262.0,7140000.0
2013-06-13,4045,4070,3905,3945,77718,56335.0,7140000.0
2013-06-14,3975,3985,3805,3835,76558,54764.0,7140000.0
2013-06-17,3775,3875,3710,3760,78651,53693.0,7140000.0
2013-06-18,3705,3890,3670,3875,56134,55335.0,7140000.0
2013-06-19,3860,3890,3825,3840,25045,54835.0,7140000.0
2013-06-20,3745,3830,3700,3765,25526,53764.0,7140000.0
2013-06-21,3650,3755,3575,3750,76927,53550.0,7140000.0
2013-06-24,3680,3800,3660,3700,26958,52836.0,7140000.0
2013-06-25,3650,3750,3430,3470,87386,49552.0,7140000.0
2013-06-26,3490,3730,3480,3605,73343,51479.0,7140000.0
2013-06-27,3610,3725,3610,3685,169707,52622.0,7140000.0
2013-06-28,3700,3775,3635,3760,80213,53693.0,7140000.0
2013-07-01,3760,3785,3710,3745,66900,53479.0,7140000.0
2013-07-02,3745,3795,3675,3700,69538,52836.0,7140000.0
2013-07-03,3690,3700,3540,3580,97090,51122.0,7140000.0
2013-07-04,3565,3650,3530,3610,58133,51551.0,7140000.0
2013-07-05,3640,3710,3625,3685,36809,52622.0,7140000.0
2013-07-08,3685,3725,3565,3640,34284,51979.0,7140000.0
2013-07-09,3670,3915,3585,3795,304458,54193.0,7140000.0
2013-07-10,3885,3925,3790,3850,196137,54978.0,7140000.0
2013-07-11,3880,4160,3880,4115,307846,58762.0,7140000.0
2013-07-12,4175,4340,4115,4260,558784,60833.0,7140000.0
2013-07-15,4310,4835,4300,4775,2123275,68187.0,7140000.0
2013-07-16,4825,4825,4580,4785,1162808,68330.0,7140000.0
2013-07-17,4550,4755,4490,4650,1197654,66402.0,7140000.0
2013-07-18,4740,4795,4510,4525,817683,64617.0,7140000.0
2013-07-19,4565,4625,4395,4445,596606,63475.0,7140000.0
2013-07-22,4485,4525,4355,4370,298817,62404.0,7140000.0
2013-07-23,4300,4330,4135,4270,1071241,60976.0,7140000.0
2013-07-24,4250,4405,4230,4385,694532,62618.0,7140000.0
2013-07-25,4390,4410,4205,4205,563413,60047.0,7140000.0
2013-07-26,4205,4440,4170,4380,481034,62546.0,7140000.0
2013-07-29,4440,4590,4405,4500,721134,64260.0,7140000.0
2013-07-30,4430,4525,4390,4425,341239,63189.0,7140000.0
2013-07-31,4430,4470,4310,4320,223518,61690.0,7140000.0
2013-08-01,4315,4400,4285,4365,149862,62332.0,7140000.0
2013-08-02,4400,4690,4400,4540,718684,64831.0,7140000.0
2013-08-05,4655,4655,4500,4505,415806,64331.0,7140000.0
2013-08-06,4550,4640,4480,4555,383746,65045.0,7140000.0
2013-08-07,4545,4565,4360,4445,342066,63475.0,7140000.0
2013-08-08,4705,4735,4560,4680,1285672,66830.0,7140000.0
2013-08-09,4670,4670,4525,4575,283621,65331.0,7140000.0
2013-08-12,4625,4660,4460,4520,245093,64546.0,7140000.0
2013-08-13,4520,4520,4275,4325,371190,61761.0,7140000.0
2013-08-14,4250,4375,4235,4285,211261,61190.0,7140000.0
2013-08-16,4215,4270,4170,4185,190386,59762.0,7140000.0
2013-08-19,4295,4475,4245,4465,353911,63760.0,7140000.0
2013-08-20,4450,4485,4280,4410,286936,62975.0,7140000.0
2013-08-21,4450,4500,4250,4465,301969,63760.0,7140000.0
2013-08-22,4430,4625,4380,4380,359996,62546.0,7140000.0
2013-08-23,4460,4685,4460,4585,515956,65474.0,7140000.0
2013-08-26,4675,4970,4655,4830,1597170,68972.0,7140000.0
2013-08-27,4850,5050,4630,4690,1200300,66973.0,7140000.0
2013-08-28,4600,4690,4470,4540,729083,64831.0,7140000.0
2013-08-29,4620,4805,4615,4780,618575,68258.0,7140000.0
2013-08-30,4795,4890,4655,4890,462387,69829.0,7140000.0
2013-09-02,4965,5025,4850,4895,443935,69901.0,7140000.0
2013-09-03,4975,5100,4930,5025,641226,71757.0,7140000.0
2013-09-04,5075,5100,4970,5100,443310,72828.0,7140000.0
2013-09-05,5075,5200,5000,5100,351722,72828.0,7140000.0
2013-09-06,5150,5350,5075,5250,367870,74970.0,7140000.0
2013-09-09,5200,5300,5000,5075,303614,72471.0,7140000.0
2013-09-10,5050,5075,4875,4970,448760,70972.0,7140000.0
2013-09-11,5025,5125,4920,4935,363155,70472.0,7140000.0
2013-09-12,4975,5050,4825,4875,196293,69615.0,7140000.0
2013-09-13,4875,5150,4875,5100,392206,72828.0,7140000.0
2013-09-16,5100,5150,4925,5025,257896,71757.0,7140000.0
2013-09-17,4980,5000,4910,4910,152748,70115.0,7140000.0
2013-09-23,5025,5125,5000,5075,283052,72471.0,7140000.0
2013-09-24,5050,5150,4960,5150,187951,73542.0,7140000.0
2013-09-25,5100,5575,5075,5525,1046187,78897.0,7140000.0
2013-09-26,5575,5650,5450,5625,435969,80325.0,7140000.0
2013-09-27,5600,5700,5500,5575,312665,79611.0,7140000.0
2013-09-30,5600,5950,5550,5575,565076,79611.0,7140000.0
2013-10-01,5575,5650,5125,5275,971803,75327.0,7140000.0
2013-10-02,5250,5400,5075,5350,498384,76398.0,7140000.0
2013-10-04,5150,5375,5075,5325,521562,76041.0,7140000.0
2013-10-07,5450,5525,5250,5250,264170,74970.0,7140000.0
2013-10-08,5200,5350,5150,5350,177263,76398.0,7140000.0
2013-10-10,5300,5500,5250,5475,330950,78183.0,7140000.0
2013-10-11,5500,5600,5375,5425,313274,77469.0,7140000.0
2013-10-14,5375,5425,5175,5200,305925,74256.0,7140000.0
2013-10-15,5200,5300,4975,4975,403285,71043.0,7140000.0
2013-10-16,5025,5050,4835,4895,353155,69901.0,7140000.0
2013-10-17,4995,4995,4660,4780,485139,68258.0,7140000.0
2013-10-18,4820,5075,4775,4985,348154,71186.0,7140000.0
2013-10-21,5075,5075,4880,4885,321544,69758.0,7140000.0
2013-10-22,4870,4915,4665,4770,339228,68116.0,7140000.0
2013-10-23,4800,4860,4560,4560,224074,65117.0,7140000.0
2013-10-24,4580,4765,4560,4730,163616,67544.0,7140000.0
2013-10-25,4780,4790,4615,4630,132315,66116.0,7140000.0
2013-10-28,4670,4670,4560,4615,96048,65902.0,7140000.0
2013-10-29,4620,4685,4570,4595,111266,65617.0,7140000.0
2013-10-30,4615,4845,4585,4770,289811,68116.0,7140000.0
2013-10-31,4700,4725,4525,4525,238856,64617.0,7140000.0
2013-11-01,4500,4585,4340,4350,284743,62118.0,7140000.0
2013-11-04,4365,4445,4345,4345,91388,62047.0,7140000.0
2013-11-05,4545,4640,4385,4435,272028,63332.0,7140000.0
2013-11-06,4365,4430,4325,4360,121872,62261.0,7140000.0
2013-11-07,4375,4400,4135,4135,206958,59048.0,7140000.0
2013-11-08,4050,4195,4030,4030,126720,57548.0,7140000.0
2013-11-11,4050,4095,3865,3960,124238,56549.0,7140000.0
2013-11-12,3965,4075,3965,4055,81952,57905.0,7140000.0
2013-11-13,4050,4055,3865,3935,96237,56192.0,7140000.0
2013-11-14,3955,4090,3955,4070,87590,58120.0,7140000.0
2013-11-15,4085,4200,4040,4105,175614,58619.0,7140000.0
2013-11-18,4240,4275,4075,4100,309795,58548.0,7140000.0
2013-11-19,3985,4015,3615,3700,596719,52836.0,7140000.0
2013-11-20,3760,3790,3630,3665,297709,52336.0,7140000.0
2013-11-21,3615,3820,3615,3775,186492,53907.0,7140000.0
2013-11-22,3800,3940,3720,3940,160805,56263.0,7140000.0
2013-11-25,3940,3980,3850,3940,91528,56263.0,7140000.0
2013-11-26,3925,4025,3905,3945,60036,56335.0,7140000.0
2013-11-27,3950,4045,3900,4045,89958,57763.0,7140000.0
2013-11-28,4050,4075,3995,4075,84750,58191.0,7140000.0
2013-11-29,4070,4125,4020,4100,78869,58548.0,7140000.0
2013-12-02,4075,4090,3940,4020,92508,57406.0,7140000.0
2013-12-03,3980,4010,3875,3920,79045,55978.0,7140000.0
2013-12-04,4000,4115,3930,3930,99371,56120.0,7140000.0
2013-12-05,3890,3925,3815,3850,68905,54978.0,7140000.0
2013-12-06,3895,3975,3805,3805,39363,54335.0,7140000.0
2013-12-09,3810,3845,3635,3635,119260,51908.0,7140000.0
2013-12-10,3605,3725,3605,3665,61124,52336.0,7140000.0
2013-12-11,3625,3725,3615,3615,35872,51622.0,7140000.0
2013-12-12,3560,3835,3560,3815,55147,54478.0,7140000.0
2013-12-13,3785,3820,3705,3755,34124,53621.0,7140000.0
2013-12-16,3720,3785,3695,3700,31898,52836.0,7140000.0
2013-12-17,3705,3735,3610,3650,45991,52122.0,7140000.0
2013-12-18,3645,3720,3625,3660,30943,52265.0,7140000.0
2013-12-19,3665,3720,3575,3605,25274,51479.0,7140000.0
2013-12-20,3605,3670,3575,3640,13107,51979.0,7140000.0
2013-12-23,3700,3760,3650,3715,32375,53050.0,7140000.0
2013-12-24,3715,3715,3670,3715,24707,53050.0,7140000.0
2013-12-26,3795,3795,3695,3715,22707,53050.0,7140000.0
2013-12-27,3715,3850,3715,3850,43709,54978.0,7140000.0
2013-12-30,3830,3935,3805,3925,38226,56049.0,7140000.0
2014-01-02,3895,3955,3750,3750,44577,53550.0,7140000.0
2014-01-03,3725,3850,3695,3815,36324,54478.0,7140000.0
2014-01-06,3865,3865,3760,3785,24396,54050.0,7140000.0
2014-01-07,3775,3865,3775,3855,37855,55049.0,7140000.0
2014-01-08,3855,3855,3785,3805,41105,54335.0,7140000.0
2014-01-09,3840,3890,3805,3840,43315,54835.0,7140000.0
2014-01-10,3840,3860,3650,3670,132482,52408.0,7140000.0
2014-01-13,3670,3700,3630,3670,74862,52408.0,7140000.0
2014-01-14,3650,3860,3605,3850,143341,54978.0,7140000.0
2014-01-15,3950,4070,3865,4010,361558,57263.0,7140000.0
2014-01-16,4030,4040,3900,4010,114956,57263.0,7140000.0
2014-01-17,4000,4015,3935,3980,84159,56834.0,7140000.0
2014-01-20,3940,4000,3885,3965,84098,56620.0,7140000.0
2014-01-21,3930,4095,3910,4025,105393,57477.0,7140000.0
2014-01-22,4030,4120,4010,4050,57451,57834.0,7140000.0
2014-01-23,4055,4115,4020,4055,83427,57905.0,7140000.0
2014-01-24,4010,4085,3855,3980,144042,56834.0,7140000.0
2014-01-27,3800,3880,3750,3750,96223,53550.0,7140000.0
2014-01-28,3775,3865,3675,3740,61511,53407.0,7140000.0
2014-01-29,3760,3825,3730,3750,42369,53550.0,7140000.0
2014-02-03,3740,3750,3630,3665,63118,52336.0,7140000.0
2014-02-04,3630,3690,3575,3665,114604,52336.0,7140000.0
2014-02-05,3655,3820,3655,3695,284948,52765.0,7140000.0
2014-02-06,3675,3755,3660,3700,84270,52836.0,7140000.0
2014-02-07,3700,3925,3700,3850,114029,54978.0,7140000.0
2014-02-10,3915,3915,3810,3830,72152,54692.0,7140000.0
2014-02-11,3900,4030,3850,3885,316649,55478.0,7140000.0
2014-02-12,3905,3965,3875,3915,102595,55906.0,7140000.0
2014-02-13,3915,3985,3885,3925,123273,56049.0,7140000.0
2014-02-14,3910,4100,3910,4035,234624,57620.0,7140000.0
2014-02-17,4035,4045,3975,4030,78296,57548.0,7140000.0
2014-02-18,4060,4085,3970,4050,110561,57834.0,7140000.0
2014-02-19,4075,4130,4035,4070,149211,58120.0,7140000.0
2014-02-20,4080,4135,4020,4085,125741,58334.0,7140000.0
2014-02-21,4150,4200,4045,4050,163413,57834.0,7140000.0
2014-02-24,4050,4130,4025,4040,58994,57691.0,7140000.0
2014-02-25,4055,4070,3925,3970,195075,56692.0,7140000.0
2014-02-26,4075,4130,3945,3990,256935,56977.0,7140000.0
2014-02-27,3990,4020,3880,3945,112296,56335.0,7140000.0
2014-02-28,3955,4055,3910,4030,194437,57548.0,7140000.0
2014-03-03,4085,4630,4050,4630,2127936,66116.0,7140000.0
2014-03-04,4590,4725,4575,4655,978797,66473.0,7140000.0
2014-03-05,4695,4735,4595,4735,597124,67616.0,7140000.0
2014-03-06,4575,4730,4560,4690,613604,66973.0,7140000.0
2014-03-07,4725,4975,4380,4510,1415925,64403.0,7140000.0
2014-03-10,4550,4600,4400,4530,522565,64688.0,7140000.0
2014-03-11,4530,4885,4530,4670,1120381,66688.0,7140000.0
2014-03-12,4700,4705,4515,4620,364738,65974.0,7140000.0
2014-03-13,4690,4730,4535,4725,551549,67473.0,7140000.0
2014-03-14,4645,4845,4610,4750,497179,67830.0,7140000.0
2014-03-17,4925,4925,4475,4475,955466,63903.0,7140000.0
2014-03-18,4560,4630,4475,4550,292955,64974.0,7140000.0
2014-03-19,4600,4710,4555,4600,472385,65688.0,7140000.0
2014-03-20,4620,4660,4545,4565,233616,65188.0,7140000.0
2014-03-21,4565,4625,4515,4625,265204,66045.0,7140000.0
2014-03-24,4650,4760,4505,4505,400033,64331.0,7140000.0
2014-03-25,4545,4550,4265,4290,458046,61261.0,7140000.0
2014-03-26,4355,4400,4310,4365,199776,62332.0,7140000.0
2014-03-27,4400,4415,4285,4315,180040,61618.0,7140000.0
2014-03-28,4345,4410,4320,4365,106890,62332.0,7140000.0
2014-03-31,4370,4510,4320,4425,227345,63189.0,7140000.0
2014-04-01,4425,4450,4350,4355,177043,62189.0,7140000.0
2014-04-02,4370,4520,4225,4490,362495,64117.0,7140000.0
2014-04-03,4510,4610,4370,4385,241917,62618.0,7140000.0
2014-04-04,4420,4435,4345,4435,77235,63332.0,7140000.0
2014-04-07,4375,4435,4280,4290,142074,61261.0,7140000.0
2014-04-08,4250,4365,4180,4365,172830,62332.0,7140000.0
2014-04-09,4400,4415,4325,4340,163920,61975.0,7140000.0
2014-04-10,4375,4520,4340,4425,296155,63189.0,7140000.0
2014-04-11,4305,4395,4300,4345,114385,62047.0,7140000.0
2014-04-14,4355,4475,4310,4455,170209,63617.0,7140000.0
2014-04-15,4430,4500,4360,4370,116736,62404.0,7140000.0
2014-04-16,4355,4495,4310,4490,182199,64117.0,7140000.0
2014-04-17,4490,4515,4420,4460,128621,63689.0,7140000.0
2014-04-18,4460,4510,4390,4410,135562,62975.0,7140000.0
2014-04-21,4425,4445,4355,4360,66070,62261.0,7140000.0
2014-04-22,4350,4575,4345,4520,388114,64546.0,7140000.0
2014-04-23,4580,4640,4445,4450,375144,63546.0,7140000.0
2014-04-24,4425,4480,4250,4340,168152,61975.0,7140000.0
2014-04-25,4375,4395,4270,4285,115709,61190.0,7140000.0
2014-04-28,4250,4250,4125,4125,198422,58905.0,7140000.0
2014-04-29,4125,4195,3975,4000,229318,57120.0,7140000.0
2014-04-30,4040,4065,3795,3830,372657,54692.0,7140000.0
2014-05-02,3845,3895,3790,3820,103614,54550.0,7140000.0
2014-05-07,3860,3860,3615,3615,214694,51622.0,7140000.0
2014-05-08,3610,3655,3510,3605,136063,51479.0,7140000.0
2014-05-09,3605,3805,3595,3735,177711,53336.0,7140000.0
2014-05-12,3735,3745,3640,3650,70666,52122.0,7140000.0
2014-05-13,3665,3730,3650,3710,60344,52979.0,7140000.0
2014-05-14,3685,3785,3685,3745,94468,53479.0,7140000.0
2014-05-15,3785,3810,3720,3765,70882,53764.0,7140000.0
2014-05-16,3755,3765,3605,3620,127539,51694.0,7140000.0
2014-05-19,3645,3695,3555,3575,73836,51051.0,7140000.0
2014-05-20,3575,3610,3525,3590,68643,51265.0,7140000.0
2014-05-21,3600,3675,3600,3665,52620,52336.0,7140000.0
2014-05-22,3685,3695,3620,3645,38050,52051.0,7140000.0
2014-05-23,3625,3720,3600,3635,42973,51908.0,7140000.0
2014-05-26,3630,3650,3550,3565,56872,50908.0,7140000.0
2014-05-27,3545,3565,3350,3440,198846,49123.0,7140000.0
2014-05-28,3470,3475,3390,3400,70091,48552.0,7140000.0
2014-05-29,3415,3415,3350,3360,63424,47981.0,7140000.0
2014-05-30,3335,3435,3335,3370,46894,48124.0,7140000.0
2014-06-02,3340,3395,3225,3230,96073,46124.0,7140000.0
2014-06-03,3185,3230,3105,3185,81284,45482.0,7140000.0
2014-06-05,3180,3245,3050,3075,80288,43911.0,7140000.0
2014-06-09,3075,3160,2995,3030,109201,43268.0,7140000.0
2014-06-10,3015,3150,3010,3105,62765,44339.0,7140000.0
2014-06-11,3105,3210,3105,3160,57565,45125.0,7140000.0
2014-06-12,3160,3215,3160,3190,25027,45553.0,7140000.0
2014-06-13,3170,3300,3150,3300,37997,47124.0,7140000.0
2014-06-16,3350,3350,3250,3295,45404,47053.0,7140000.0
2014-06-17,3380,3685,3375,3470,715519,49552.0,7140000.0
2014-06-18,3495,3550,3375,3375,137107,48195.0,7140000.0
2014-06-19,3365,3445,3345,3360,61996,47981.0,7140000.0
2014-06-20,3330,3460,3305,3320,91270,47410.0,7140000.0
2014-06-23,3315,3360,3210,3220,55743,45982.0,7140000.0
2014-06-24,3200,3265,3125,3245,44588,46339.0,7140000.0
2014-06-25,3220,3250,3150,3200,38170,45696.0,7140000.0
2014-06-26,3190,3275,3190,3210,32790,45839.0,7140000.0
2014-06-27,3205,3265,3185,3225,34136,46053.0,7140000.0
2014-06-30,3225,3350,3225,3340,53639,47695.0,7140000.0
2014-07-01,3340,3480,3340,3480,106763,49694.0,7140000.0
2014-07-02,3470,3585,3465,3560,215387,50837.0,7140000.0
2014-07-03,3560,3580,3500,3545,51279,50623.0,7140000.0
2014-07-04,3575,3575,3475,3475,86188,49623.0,7140000.0
2014-07-07,3455,3555,3450,3480,50661,49694.0,7140000.0
2014-07-08,3480,3480,3355,3380,79311,48266.0,7140000.0
2014-07-09,3350,3520,3325,3460,71254,49409.0,7140000.0
2014-07-10,3495,3570,3465,3535,69642,50480.0,7140000.0
2014-07-11,3535,3580,3455,3455,87726,49337.0,7140000.0
2014-07-14,3525,3695,3500,3625,298881,51765.0,7140000.0
2014-07-15,3655,3670,3580,3625,129022,51765.0,7140000.0
2014-07-16,3660,3665,3535,3605,137044,51479.0,7140000.0
2014-07-17,3690,3690,3580,3605,57657,51479.0,7140000.0
2014-07-18,3575,3630,3525,3585,32493,51194.0,7140000.0
2014-07-21,3585,3620,3560,3580,54375,51122.0,7140000.0
2014-07-22,3585,3650,3495,3650,74236,52122.0,7140000.0
2014-07-23,3680,3850,3625,3825,330909,54621.0,7140000.0
2014-07-24,3850,4045,3750,3800,752915,54264.0,7140000.0
2014-07-25,3825,3885,3775,3795,159778,54193.0,7140000.0
2014-07-28,3805,3825,3675,3685,130263,52622.0,7140000.0
2014-07-29,3725,3735,3590,3695,126507,52765.0,7140000.0
2014-07-30,3695,3735,3620,3650,75910,52122.0,7140000.0
2014-07-31,3625,3670,3495,3670,102677,52408.0,7140000.0
2014-08-01,3630,3820,3600,3780,94486,53978.0,7140000.0
2014-08-04,3810,3900,3760,3780,118164,53978.0,7140000.0
2014-08-05,3780,3810,3685,3710,63904,52979.0,7140000.0
2014-08-06,3710,3735,3620,3630,53205,51836.0,7140000.0
2014-08-07,3630,3835,3555,3575,167244,51051.0,7140000.0
2014-08-08,3525,3605,3405,3440,103575,49123.0,7140000.0
2014-08-11,3410,3470,3335,3450,107897,49266.0,7140000.0
2014-08-12,3485,3590,3410,3460,74146,49409.0,7140000.0
2014-08-13,3460,3520,3425,3475,33629,49623.0,7140000.0
2014-08-14,3455,3570,3455,3565,58522,50908.0,7140000.0
2014-08-18,3580,3595,3400,3540,43133,50551.0,7140000.0
2014-08-19,3525,3565,3475,3525,46660,50337.0,7140000.0
2014-08-20,3490,3545,3435,3475,41311,49623.0,7140000.0
2014-08-21,3480,3580,3475,3525,45111,50337.0,7140000.0
2014-08-22,3565,3590,3490,3565,42932,50908.0,7140000.0
2014-08-25,3565,3565,3425,3430,71225,48980.0,7140000.0
2014-08-26,3415,3450,3295,3360,104828,47981.0,7140000.0
2014-08-27,3370,3605,3370,3475,194091,49623.0,7140000.0
2014-08-28,3455,3500,3365,3380,79167,48266.0,7140000.0
2014-08-29,3350,3405,3300,3360,83895,47981.0,7140000.0
2014-09-01,3375,3400,3235,3235,94623,46196.0,7140000.0
2014-09-02,3235,3285,3135,3175,103029,45339.0,7140000.0
2014-09-03,3195,3225,3140,3175,74270,45339.0,7140000.0
2014-09-04,3160,3220,3105,3195,47381,45625.0,7140000.0
2014-09-05,3195,3265,3150,3240,56296,46267.0,7140000.0
2014-09-11,3250,3340,3250,3335,64256,47624.0,7140000.0
2014-09-12,3325,3375,3280,3325,58861,47481.0,7140000.0
2014-09-15,3300,3345,3260,3295,38223,47053.0,7140000.0
2014-09-16,3250,3330,3240,3265,26006,46624.0,7140000.0
2014-09-17,3300,3320,3210,3320,32803,47410.0,7140000.0
2014-09-18,3335,3360,3300,3325,20217,47481.0,7140000.0
2014-09-19,3330,3350,3300,3340,24247,47695.0,7140000.0
2014-09-22,3330,3425,3330,3345,54129,47767.0,7140000.0
2014-09-23,3305,3345,3280,3305,21258,47195.0,7140000.0
2014-09-24,3305,3340,3235,3235,32091,46196.0,7140000.0
2014-09-25,3250,3270,3195,3215,36998,45910.0,7140000.0
2014-09-26,3215,3245,3140,3160,35057,45125.0,7140000.0
2014-09-29,3160,3195,3010,3050,73923,43554.0,7140000.0
2014-09-30,3050,3115,3025,3075,31046,43911.0,7140000.0
2014-10-01,3030,3075,2870,2905,117148,41483.0,7140000.0
2014-10-02,2865,2935,2830,2905,23777,41483.0,7140000.0
2014-10-06,2905,2995,2905,2995,36240,42769.0,7140000.0
2014-10-07,2995,3035,2940,3035,57963,43340.0,7140000.0
2014-10-08,3065,3065,2990,3005,29001,42911.0,7140000.0
2014-10-10,3005,3030,2900,2960,36970,42269.0,7140000.0
2014-10-13,2900,2980,2775,2800,50752,39984.0,7140000.0
2014-10-14,2800,2870,2770,2810,56879,40127.0,7140000.0
2014-10-15,2780,2885,2780,2835,29138,40484.0,7140000.0
2014-10-16,2710,2840,2710,2765,46718,39484.0,7140000.0
2014-10-17,2765,2850,2760,2790,34127,39841.0,7140000.0
2014-10-20,2820,3050,2810,2940,157421,41983.0,7140000.0
2014-10-21,2945,3020,2920,2950,42020,42126.0,7140000.0
2014-10-22,2950,3000,2925,2935,33694,41912.0,7140000.0
2014-10-23,2920,2990,2880,2945,25833,42055.0,7140000.0
2014-10-24,2925,2980,2875,2880,20654,41126.0,7140000.0
2014-10-27,2880,2935,2775,2880,28529,41126.0,7140000.0
2014-10-28,2835,2900,2820,2870,24888,40984.0,7140000.0
2014-10-29,2890,2895,2795,2855,45447,40769.0,7140000.0
2014-10-30,2820,2865,2760,2795,53353,39913.0,7140000.0
2014-10-31,2775,2800,2715,2750,63803,39270.0,7140000.0
2014-11-03,2730,2775,2565,2565,57006,36628.0,7140000.0
2014-11-04,2565,2620,2410,2460,78651,35129.0,7140000.0
2014-11-05,2460,2510,2435,2463,46045,35164.0,7140000.0
2014-11-06,2407,2475,2362,2475,68335,35343.0,7140000.0
2014-11-07,2515,2525,2425,2525,36411,36057.0,7140000.0
2014-11-10,2480,2510,2470,2475,27746,35343.0,7140000.0
2014-11-11,2472,2585,2460,2520,21577,35986.0,7140000.0
2014-11-12,2520,2615,2500,2605,27556,37199.0,7140000.0
2014-11-13,2600,2645,2550,2645,36981,37771.0,7140000.0
2014-11-14,2600,2640,2555,2560,28931,36557.0,7140000.0
2014-11-17,2550,2565,2425,2425,43060,34629.0,7140000.0
2014-11-18,2425,2445,2367,2383,61802,34022.0,7140000.0
2014-11-19,2385,2425,2345,2388,42527,34094.0,7140000.0
2014-11-20,2387,2400,2300,2315,54175,33058.0,7140000.0
2014-11-21,2345,2345,2212,2280,96530,32558.0,7140000.0
2014-11-24,2280,2370,2250,2360,42549,33701.0,7140000.0
2014-11-25,2335,2380,2335,2350,24415,33558.0,7140000.0
2014-11-26,2367,2500,2345,2495,116434,35629.0,7140000.0
2014-11-27,2575,2600,2485,2600,73385,37128.0,7140000.0
2014-11-28,2600,2730,2570,2620,95027,37414.0,7140000.0
2014-12-01,2590,2610,2475,2500,32943,35700.0,7140000.0
2014-12-02,2475,2525,2462,2498,22241,35664.0,7140000.0
2014-12-03,2450,2540,2425,2453,38012,35022.0,7140000.0
2014-12-04,2452,2452,2400,2423,26622,34593.0,7140000.0
2014-12-05,2422,2447,2335,2375,33935,33915.0,7140000.0
2014-12-08,2377,2475,2325,2450,30980,34986.0,7140000.0
2014-12-09,2447,2472,2387,2405,36749,34343.0,7140000.0
2014-12-10,2425,2445,2380,2408,26804,34379.0,7140000.0
2014-12-11,2415,2415,2355,2358,22640,33665.0,7140000.0
2014-12-12,2357,2370,2300,2338,14297,33380.0,7140000.0
2014-12-15,2325,2362,2270,2363,38254,33736.0,7140000.0
2014-12-16,2307,2350,2287,2290,40422,32701.0,7140000.0
2014-12-17,2305,2305,2250,2275,54785,32487.0,7140000.0
2014-12-18,2305,2350,2225,2280,38615,32558.0,7140000.0
2014-12-19,2280,2342,2272,2300,18844,32844.0,7140000.0
2014-12-22,2360,2500,2322,2500,57286,35700.0,7140000.0
2014-12-23,2460,2497,2365,2380,44978,33986.0,7140000.0
2014-12-24,2382,2425,2345,2420,13952,34558.0,7140000.0
2014-12-26,2420,2437,2360,2360,17099,33701.0,7140000.0
2014-12-29,2325,2360,2285,2325,38108,33201.0,7140000.0
2014-12-30,2252,2345,2252,2343,15734,33451.0,7140000.0
2015-01-02,2342,2362,2305,2328,16242,33237.0,7140000.0
2015-01-05,2287,2320,2275,2310,33500,32987.0,7140000.0
2015-01-06,2290,2300,2250,2278,54994,32523.0,7140000.0
2015-01-07,2257,2285,2212,2215,69241,31630.0,7140000.0
2015-01-08,2232,2272,2227,2265,31791,32344.0,7140000.0
2015-01-09,2265,2285,2245,2275,58531,32487.0,7140000.0
2015-01-12,2397,2397,2325,2345,81051,33487.0,7140000.0
2015-01-13,2355,2422,2335,2400,56459,34272.0,7140000.0
2015-01-14,2410,2460,2380,2433,52059,34736.0,7140000.0
2015-01-15,2412,2427,2390,2423,25489,34593.0,7140000.0
2015-01-16,2422,2440,2350,2350,26364,33558.0,7140000.0
2015-01-19,2407,2407,2350,2405,18363,34343.0,7140000.0
2015-01-20,2372,2422,2250,2370,42743,33844.0,7140000.0
2015-01-21,2330,2397,2300,2350,59700,33558.0,7140000.0
2015-01-22,2390,2700,2375,2700,753872,38556.0,7140000.0
2015-01-23,2745,2835,2610,2700,507532,38556.0,7140000.0
2015-01-26,2730,2765,2580,2670,189076,38128.0,7140000.0
2015-01-27,2695,2745,2630,2645,158989,37771.0,7140000.0
2015-01-28,2645,2735,2625,2645,141613,37771.0,7140000.0
2015-01-29,2695,2695,2620,2675,64088,38199.0,7140000.0
2015-01-30,2725,2725,2630,2690,57574,38413.0,7140000.0
2015-02-02,2690,2715,2497,2505,116641,35771.0,7140000.0
2015-02-03,2467,2535,2425,2488,90542,35522.0,7140000.0
2015-02-04,2500,2580,2490,2535,82801,36200.0,7140000.0
2015-02-05,2525,2630,2515,2575,49323,36771.0,7140000.0
2015-02-06,2605,2775,2565,2700,154079,38556.0,7140000.0
2015-02-09,2750,2805,2650,2725,120120,38913.0,7140000.0
2015-02-10,2730,2765,2655,2725,60936,38913.0,7140000.0
2015-02-11,2700,2800,2700,2765,61984,39484.0,7140000.0
2015-02-12,2770,2770,2655,2715,85383,38770.0,7140000.0
2015-02-13,2720,2820,2660,2720,130938,38842.0,7140000.0
2015-02-16,2810,2940,2735,2800,237458,39984.0,7140000.0
2015-02-17,2800,2875,2770,2835,64197,40484.0,7140000.0
2015-02-23,2910,2910,2765,2815,98558,40198.0,7140000.0
2015-02-24,2790,2835,2770,2800,57280,39984.0,7140000.0
2015-02-25,2805,2830,2750,2775,59142,39627.0,7140000.0
