오리엔탈정공(014940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-08-27,35819,36239,34360,34365,126543,28036.0,17200000.0
2002-08-28,32874,37932,32874,33943,736268,27692.0,17200000.0
2002-08-29,33295,34779,32875,34365,291395,28036.0,17200000.0
2002-08-30,34975,34975,33281,33311,279367,27176.0,17200000.0
2002-09-02,32881,33296,31397,32257,319978,26316.0,17200000.0
2002-09-03,32248,32663,31388,31413,200434,25628.0,17200000.0
2002-09-04,29938,30978,29938,30148,180880,24596.0,17200000.0
2002-09-05,29727,30562,29283,29938,246401,24424.0,17200000.0
2002-09-06,29063,29712,26324,26354,492232,21500.0,17200000.0
2002-09-09,26971,26971,23191,23402,581322,19092.0,17200000.0
2002-09-10,23389,25083,23184,25089,134898,20468.0,17200000.0
2002-09-11,24443,26557,23818,23824,148962,19436.0,17200000.0
2002-09-12,23402,24657,23192,23613,431155,19264.0,17200000.0
2002-09-13,23185,23185,22326,22980,276869,18748.0,17200000.0
2002-09-16,23186,23816,22981,23191,180458,18920.0,17200000.0
2002-09-17,23392,25501,23182,24667,454117,20124.0,17200000.0
2002-09-18,24230,24440,22770,22980,371657,18748.0,17200000.0
2002-09-19,23191,23816,22772,23402,287293,19092.0,17200000.0
2002-09-23,24020,26129,23185,25299,1165328,20640.0,17200000.0
2002-09-24,25291,25291,23182,24667,832322,20124.0,17200000.0
2002-09-25,26129,26129,22975,22980,1035709,18748.0,17200000.0
2002-09-26,23605,24020,21911,22980,360114,18748.0,17200000.0
2002-09-27,23183,23183,20215,20240,579856,16512.0,17200000.0
2002-09-30,19389,19809,18349,18975,385735,15480.0,17200000.0
2002-10-01,17905,18974,17070,18975,275188,15480.0,17200000.0
2002-10-02,19389,20019,18764,18975,133919,15480.0,17200000.0
2002-10-04,18951,19366,18327,19396,131348,15824.0,17200000.0
2002-10-07,18966,20006,18337,18342,95720,14964.0,17200000.0
2002-10-08,18107,18547,17062,18342,140079,14964.0,17200000.0
2002-10-09,18554,19599,18349,18975,164478,15480.0,17200000.0
2002-10-10,18349,18974,17905,18975,86695,15480.0,17200000.0
2002-10-11,18952,20207,18747,19607,577359,15996.0,17200000.0
2002-10-14,20452,21077,20217,20872,349753,17028.0,17200000.0
2002-10-15,21068,21068,20004,20029,302626,16340.0,17200000.0
2002-10-16,20207,20856,19372,19607,360538,15996.0,17200000.0
2002-10-17,20004,20004,19379,20029,178476,16340.0,17200000.0
2002-10-18,20012,21077,20012,20872,225355,17028.0,17200000.0
2002-10-21,21496,22331,20867,20872,361967,17028.0,17200000.0
2002-10-22,21074,21489,20005,20240,158317,16512.0,17200000.0
2002-10-23,19794,20443,19794,20029,111133,16340.0,17200000.0
2002-10-24,20201,20436,19366,19396,143682,15824.0,17200000.0
2002-10-25,19161,19786,19161,19396,79759,15824.0,17200000.0
2002-10-28,19586,21490,19586,20450,615359,16684.0,17200000.0
2002-10-29,20003,20857,19793,19818,103949,16168.0,17200000.0
2002-10-30,19805,20015,19180,19185,150443,15652.0,17200000.0
2002-10-31,19372,21061,19372,19607,421027,15996.0,17200000.0
2002-11-01,19997,19997,19372,19607,236929,15996.0,17200000.0
2002-11-04,19786,19786,19161,19396,122138,15824.0,17200000.0
2002-11-05,19184,19389,18764,18975,184567,15480.0,17200000.0
2002-11-06,18968,19388,18763,18764,131744,15308.0,17200000.0
2002-11-07,18747,19582,18747,19607,103123,15996.0,17200000.0
2002-11-08,18974,19184,18764,18975,83994,15480.0,17200000.0
2002-11-11,18547,18757,18337,18342,62019,14964.0,17200000.0
2002-11-12,17898,18547,17693,18553,155840,15136.0,17200000.0
2002-11-13,18335,18755,17895,17920,36343,14620.0,17200000.0
2002-11-14,17685,17895,17475,17710,57462,14448.0,17200000.0
2002-11-15,17896,18336,17686,18131,112512,14792.0,17200000.0
2002-11-18,17889,18099,17474,17499,23865,14276.0,17200000.0
2002-11-19,17895,17895,17475,17710,33207,14448.0,17200000.0
2002-11-20,17686,18335,17480,17920,84918,14620.0,17200000.0
2002-11-21,17897,18337,17482,18342,121152,14964.0,17200000.0
2002-11-22,18546,18546,17686,18131,99337,14792.0,17200000.0
2002-11-25,17889,17889,17264,17499,108067,14276.0,17200000.0
2002-11-26,17475,17895,17270,17710,78239,14448.0,17200000.0
2002-11-27,17684,17889,17474,17499,58312,14276.0,17200000.0
2002-11-28,17896,18546,17686,18131,215101,14792.0,17200000.0
2002-11-29,17906,20015,17906,19185,409906,15652.0,17200000.0
2002-12-02,19161,19786,19161,19396,161274,15824.0,17200000.0
2002-12-03,19382,21286,18967,20872,393874,17028.0,17200000.0
2002-12-04,20449,20654,20005,20240,209169,16512.0,17200000.0
2002-12-05,20003,20647,19373,19818,170483,16168.0,17200000.0
2002-12-06,19801,21910,19591,20661,475063,16856.0,17200000.0
2002-12-09,21073,22533,20653,22348,796126,18232.0,17200000.0
2002-12-10,22542,22542,20872,21083,276699,17200.0,17200000.0
2002-12-11,21277,21277,19373,19818,336748,16168.0,17200000.0
2002-12-12,19379,20863,19379,20029,173037,16340.0,17200000.0
2002-12-13,20217,21496,19592,20872,259889,17028.0,17200000.0
2002-12-16,20452,23186,20452,23191,1288007,18920.0,17200000.0
2002-12-17,24231,24231,22331,23191,632273,18920.0,17200000.0
2002-12-18,23175,24634,22315,24034,675755,19608.0,17200000.0
2002-12-20,23396,24855,22981,23191,508815,18920.0,17200000.0
2002-12-23,22534,22974,20445,20450,397534,16684.0,17200000.0
2002-12-24,19997,20646,18327,19607,188067,15996.0,17200000.0
2002-12-26,18967,19802,18342,18553,163964,15136.0,17200000.0
2002-12-27,17678,18537,17053,17288,97092,14104.0,17200000.0
2002-12-30,17069,17484,16024,16445,116052,13416.0,17200000.0
2003-01-02,16640,17895,16640,17710,74773,14448.0,17200000.0
2003-01-03,18101,18751,18101,18131,89411,14792.0,17200000.0
2003-01-06,18546,18546,17686,18131,110957,14792.0,17200000.0
2003-01-07,18337,18966,17482,18342,161492,14964.0,17200000.0
2003-01-08,18349,19599,17905,18975,520730,15480.0,17200000.0
2003-01-09,18547,18757,17897,18342,165201,14964.0,17200000.0
2003-01-10,18545,18755,17060,17920,332635,14620.0,17200000.0
2003-01-13,17686,18335,17480,17920,201591,14620.0,17200000.0
2003-01-14,17889,18328,17474,17499,150822,14276.0,17200000.0
2003-01-15,17684,18099,17474,17499,206667,14276.0,17200000.0
2003-01-16,17263,17263,16633,17288,225468,14104.0,17200000.0
2003-01-17,17071,17486,16446,16866,282198,13760.0,17200000.0
2003-01-20,16445,16655,16235,16655,129611,13588.0,17200000.0
2003-01-21,17071,17071,16651,16866,240548,13760.0,17200000.0
2003-01-22,16438,16648,16023,16234,177022,13244.0,17200000.0
2003-01-23,16018,16437,16018,16023,120610,13072.0,17200000.0
2003-01-24,16016,16436,15576,15601,105467,12728.0,17200000.0
2003-01-27,14320,16219,14320,15180,201745,12384.0,17200000.0
2003-01-28,14734,15149,14734,14969,124061,12212.0,17200000.0
2003-01-29,15156,15366,14741,15390,117802,12556.0,17200000.0
2003-01-30,15786,16226,15161,15601,161618,12728.0,17200000.0
2003-02-03,15155,15780,14735,15180,104755,12384.0,17200000.0
2003-02-04,15576,15781,15366,15390,80208,12556.0,17200000.0
2003-02-05,15358,17047,15148,17077,484711,13932.0,17200000.0
2003-02-06,17898,17898,15789,16234,456330,13244.0,17200000.0
2003-02-07,16227,17272,15163,16023,950328,13072.0,17200000.0
2003-02-10,16009,16009,15155,15180,212692,12384.0,17200000.0
2003-02-11,15365,15570,14320,15180,226634,12384.0,17200000.0
2003-02-12,14735,15155,14735,15180,166278,12384.0,17200000.0
2003-02-13,15149,15359,14734,14969,115882,12212.0,17200000.0
2003-02-14,14945,15155,14735,15180,111004,12384.0,17200000.0
2003-02-17,15367,15782,15157,15812,282806,12900.0,17200000.0
2003-02-18,15786,16016,15366,15601,103061,12728.0,17200000.0
2003-02-19,15781,16015,15156,15390,145542,12556.0,17200000.0
2003-02-20,15365,15570,15155,15180,110547,12384.0,17200000.0
2003-02-21,15149,15149,14944,14969,72819,12212.0,17200000.0
2003-02-24,15155,15365,14945,15180,119511,12384.0,17200000.0
2003-02-25,14944,15149,14734,14969,160470,12212.0,17200000.0
2003-02-26,15172,15172,14753,14758,91784,12040.0,17200000.0
2003-02-27,14753,14963,14543,14758,52768,12040.0,17200000.0
2003-02-28,14753,14963,14753,14758,52757,12040.0,17200000.0
2003-03-03,14753,14963,14543,14758,82989,12040.0,17200000.0
2003-03-04,14752,14752,14332,14547,70669,11868.0,17200000.0
2003-03-05,14336,14336,13916,14336,118427,11696.0,17200000.0
2003-03-06,14539,14744,13909,13915,159754,11352.0,17200000.0
2003-03-07,13711,14336,13266,14336,127191,11696.0,17200000.0
2003-03-10,14750,15375,13705,14125,468628,11524.0,17200000.0
2003-03-11,14128,14963,13708,14758,407310,12040.0,17200000.0
2003-03-12,14962,15167,14542,14547,534374,11868.0,17200000.0
2003-03-13,14539,14539,13470,13915,212878,11352.0,17200000.0
2003-03-14,14336,14751,14126,14336,175195,11696.0,17200000.0
2003-03-17,14742,14947,13463,13493,844068,11008.0,17200000.0
2003-03-18,13916,14336,13916,14336,87301,11696.0,17200000.0
2003-03-19,14125,14330,13915,14125,45543,11524.0,17200000.0
2003-03-20,13899,14944,13899,14969,126940,12212.0,17200000.0
2003-03-21,14741,16436,14536,15601,679295,12728.0,17200000.0
2003-03-24,16015,16015,15156,15390,155199,12556.0,17200000.0
2003-03-25,14751,14961,14126,14336,177117,11696.0,17200000.0
2003-03-26,14546,15381,14126,14336,159087,11696.0,17200000.0
2003-03-27,14125,14750,13915,14125,143118,11524.0,17200000.0
2003-03-28,14338,14753,14128,14758,78634,12040.0,17200000.0
2003-03-31,14329,14954,13909,13915,72601,11352.0,17200000.0
2003-04-01,14336,14546,13916,14336,71385,11696.0,17200000.0
2003-04-02,14734,14944,14109,14969,185818,12212.0,17200000.0
2003-04-03,15382,15587,14543,14758,160582,12040.0,17200000.0
2003-04-04,14735,15155,14530,15180,50596,12384.0,17200000.0
2003-04-07,15367,16017,15157,15812,277832,12900.0,17200000.0
2003-04-08,15577,16017,15367,15812,122346,12900.0,17200000.0
2003-04-09,15788,16437,15578,16023,252697,13072.0,17200000.0
2003-04-10,16648,16648,15579,16234,135148,13244.0,17200000.0
2003-04-11,16227,16437,15578,16023,197645,13072.0,17200000.0
2003-04-14,16446,17906,16236,16866,899586,13760.0,17200000.0
2003-04-15,17071,17486,16446,16866,161802,13760.0,17200000.0
2003-04-16,17054,18099,17054,17499,416075,14276.0,17200000.0
2003-04-17,17272,18337,17272,18342,258860,14964.0,17200000.0
2003-04-18,18337,18547,17687,18342,204582,14964.0,17200000.0
2003-04-21,18349,19184,18349,18975,277139,15480.0,17200000.0
2003-04-22,19172,19172,18107,18342,176480,14964.0,17200000.0
2003-04-23,18335,18755,17686,17920,221198,14620.0,17200000.0
2003-04-24,18099,18099,17474,17499,191369,14276.0,17200000.0
2003-04-25,17069,17069,15795,16445,221098,13416.0,17200000.0
2003-04-28,16234,16649,16024,16445,196239,13416.0,17200000.0
2003-04-29,16633,17263,16428,17288,371554,14104.0,17200000.0
2003-04-30,17700,17700,16655,16655,243320,13588.0,17200000.0
2003-05-02,17063,17063,16023,16234,167445,13244.0,17200000.0
2003-05-06,16234,16649,16234,16445,101826,13416.0,17200000.0
2003-05-07,16228,16648,16023,16234,135727,13244.0,17200000.0
2003-05-09,16026,17071,16026,16866,127719,13760.0,17200000.0
2003-05-12,17069,18763,17069,18764,373886,15308.0,17200000.0
2003-05-13,19388,19388,18343,18764,278986,15308.0,17200000.0
2003-05-14,18765,19180,18555,19185,121468,15652.0,17200000.0
2003-05-15,19171,21070,19171,20450,544276,16684.0,17200000.0
2003-05-16,20216,20655,18961,20450,158940,16684.0,17200000.0
2003-05-19,20647,20647,19583,19818,269552,16168.0,17200000.0
2003-05-20,19162,19582,19162,19607,145280,15996.0,17200000.0
2003-05-21,20013,21287,19598,21083,358145,17200.0,17200000.0
2003-05-22,20873,22338,20668,21294,362696,17372.0,17200000.0
2003-05-23,21692,22761,21067,22137,546952,18060.0,17200000.0
2003-05-26,22323,24222,21908,22348,605598,18232.0,17200000.0
2003-05-27,22106,22756,21271,21926,294619,17888.0,17200000.0
2003-05-28,21917,22122,21082,21083,299955,17200.0,17200000.0
2003-05-29,21083,21503,20873,21294,73874,17372.0,17200000.0
2003-05-30,21070,21700,20216,20450,67953,16684.0,17200000.0
2003-06-02,21076,21491,20656,20661,46246,16856.0,17200000.0
2003-06-03,20856,20856,19582,19607,140682,15996.0,17200000.0
2003-06-04,19373,20003,19168,19818,132254,16168.0,17200000.0
2003-06-05,20012,21077,19592,20872,199093,17028.0,17200000.0
2003-06-09,20449,20864,20215,20240,95684,16512.0,17200000.0
2003-06-10,20654,20654,20005,20240,81243,16512.0,17200000.0
2003-06-11,20006,20655,19586,20450,135538,16684.0,17200000.0
2003-06-12,20647,20647,19793,19818,120177,16168.0,17200000.0
2003-06-13,19582,19997,18952,19607,382638,15996.0,17200000.0
2003-06-16,20012,20012,18547,18553,237194,15136.0,17200000.0
2003-06-17,18970,19390,18765,19185,244858,15652.0,17200000.0
2003-06-18,18970,19390,18970,19185,142000,15652.0,17200000.0
2003-06-19,18970,19805,18970,19185,166663,15652.0,17200000.0
2003-06-20,18951,19576,18951,19396,47635,15824.0,17200000.0
2003-06-23,19390,19390,18970,19185,66434,15652.0,17200000.0
2003-06-24,18970,19180,18555,19185,105093,15652.0,17200000.0
2003-06-25,18970,19600,18970,19185,68082,15652.0,17200000.0
2003-06-26,19390,19390,18765,19185,52920,15652.0,17200000.0
2003-06-27,18968,19178,18763,18764,39715,15308.0,17200000.0
2003-06-30,18764,19389,18764,18975,48245,15480.0,17200000.0
2003-07-01,19381,21070,18751,20450,1387850,16684.0,17200000.0
2003-07-02,20655,20655,20006,20450,329826,16684.0,17200000.0
2003-07-03,20654,20654,19800,20240,364987,16512.0,17200000.0
2003-07-04,20458,22128,20458,21294,608678,17372.0,17200000.0
2003-07-07,21895,22105,21061,21715,490970,17716.0,17200000.0
2003-07-08,21701,22120,20006,20661,269081,16856.0,17200000.0
2003-07-09,20443,20863,20004,20029,141241,16340.0,17200000.0
2003-07-10,19801,20866,19801,20661,235617,16856.0,17200000.0
2003-07-11,20005,20449,19800,20240,157074,16512.0,17200000.0
2003-07-14,20214,22533,20214,22348,633331,18232.0,17200000.0
2003-07-15,23816,24440,22771,23191,1072223,18920.0,17200000.0
2003-07-16,23816,24021,21701,23191,444462,18920.0,17200000.0
2003-07-18,23185,24440,22121,22980,867890,18748.0,17200000.0
2003-07-21,22316,23800,21901,21926,290563,17888.0,17200000.0
2003-07-22,21486,22116,20652,21399,205299,17458.0,17200000.0
2003-07-23,21273,23265,21273,22875,485507,18662.0,17200000.0
2003-07-24,23188,24350,22241,24351,506598,19866.0,17200000.0
2003-07-25,24237,26766,23822,25932,1540035,21156.0,17200000.0
2003-07-28,26125,26335,24850,26037,630703,21242.0,17200000.0
2003-07-29,26464,26556,25096,25932,497321,21156.0,17200000.0
2003-07-30,25504,26549,25089,25299,404696,20640.0,17200000.0
2003-07-31,25511,26463,24236,25721,382832,20984.0,17200000.0
2003-08-01,25910,27282,25377,26564,573024,21672.0,17200000.0
2003-08-04,27082,28034,25505,25510,551014,20812.0,17200000.0
2003-08-05,26551,26761,24139,24140,733524,19694.0,17200000.0
2003-08-06,24232,26458,23700,26459,540424,21586.0,17200000.0
2003-08-07,25923,26875,24556,26881,515761,21930.0,17200000.0
2003-08-08,26861,27159,25792,26354,338712,21500.0,17200000.0
2003-08-11,26965,26965,25178,26248,275117,21414.0,17200000.0
2003-08-12,25920,26867,25290,26037,320402,21242.0,17200000.0
2003-08-13,25914,26959,25499,25826,539467,21070.0,17200000.0
2003-08-14,25915,26008,24221,24456,419513,19952.0,17200000.0
2003-08-18,24431,25290,24221,24456,269776,19952.0,17200000.0
2003-08-19,24434,25176,24019,25089,334472,20468.0,17200000.0
2003-08-20,24850,26335,24850,26037,446302,21242.0,17200000.0
2003-08-21,25700,26740,24958,24983,537879,20382.0,17200000.0
2003-08-22,24425,25495,24220,24245,245333,19780.0,17200000.0
2003-08-25,23599,24019,22764,22769,306051,18576.0,17200000.0
2003-08-26,23188,23188,21704,22032,298310,17974.0,17200000.0
2003-08-27,21695,22643,21163,21188,154539,17286.0,17200000.0
2003-08-28,20743,21603,20651,21188,235289,17286.0,17200000.0
2003-08-29,20856,22105,20856,21715,143814,17716.0,17200000.0
2003-09-01,21691,22316,21691,21926,133210,17888.0,17200000.0
2003-09-02,21913,24349,21913,24140,482687,19694.0,17200000.0
2003-09-03,25290,25705,24221,24456,524797,19952.0,17200000.0
2003-09-04,24839,24839,23380,24034,275236,19608.0,17200000.0
2003-09-05,24005,24839,23682,24034,169171,19608.0,17200000.0
2003-09-08,23590,25699,22965,24034,574607,19608.0,17200000.0
2003-09-09,24007,24427,22850,22875,247679,18662.0,17200000.0
2003-09-15,23180,23805,23180,23507,80271,19178.0,17200000.0
2003-09-16,23606,23606,23074,23402,55639,19092.0,17200000.0
