아이디스홀딩스(054800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-06-24,11609,11846,11609,11847,13811,150300.0,10020000.0
2010-06-25,11688,11886,11688,11847,8231,150300.0,10020000.0
2010-06-28,11728,11965,11728,11847,20099,150300.0,10020000.0
2010-06-29,11886,11886,11688,11768,17308,149298.0,10020000.0
2010-06-30,11807,11925,11609,11807,13399,149799.0,10020000.0
2010-07-01,12044,12201,11886,12084,11426,153306.0,10020000.0
2010-07-02,12201,12320,11965,12084,15200,153306.0,10020000.0
2010-07-05,12241,12359,12201,12281,13878,155811.0,10020000.0
2010-07-06,12280,12320,12123,12281,5768,155811.0,10020000.0
2010-07-07,12478,12478,12123,12123,10448,153807.0,10020000.0
2010-07-08,12044,12201,12044,12123,6017,153807.0,10020000.0
2010-07-09,12123,12280,12123,12123,5068,153807.0,10020000.0
2010-07-12,12162,12359,12123,12123,19989,153807.0,10020000.0
2010-07-13,12162,12280,12123,12241,16500,155310.0,10020000.0
2010-07-14,12438,12438,12083,12123,12084,153807.0,10020000.0
2010-07-15,12201,12201,11965,12123,4364,153807.0,10020000.0
2010-07-16,12399,12399,12162,12241,5862,155310.0,10020000.0
2010-07-19,12241,12438,12162,12399,19682,157314.0,10020000.0
2010-07-20,12399,12596,12201,12202,11821,154809.0,10020000.0
2010-07-21,12201,12359,12201,12320,6112,156312.0,10020000.0
2010-07-22,12399,12399,12004,12084,7702,153306.0,10020000.0
2010-07-23,12123,12241,11807,11847,9576,150300.0,10020000.0
2010-07-26,11846,12044,11807,12005,10797,152304.0,10020000.0
2010-07-27,11925,12004,11846,11926,9365,151302.0,10020000.0
2010-07-28,11925,11965,11688,11807,8062,149799.0,10020000.0
2010-07-29,11925,11925,11728,11728,17742,148797.0,10020000.0
2010-07-30,11609,11925,11609,11768,10317,149298.0,10020000.0
2010-08-02,12162,12162,11688,11689,2113,148296.0,10020000.0
2010-08-03,11688,11846,11609,11728,11135,148797.0,10020000.0
2010-08-04,12004,12004,11530,11610,24651,147294.0,10020000.0
2010-08-05,11688,11846,11530,11689,15156,148296.0,10020000.0
2010-08-06,11649,11807,11609,11689,9610,148296.0,10020000.0
2010-08-09,11649,11767,11609,11768,9545,149298.0,10020000.0
2010-08-10,11767,11767,11649,11649,1997,147795.0,10020000.0
2010-08-11,11767,11767,11530,11649,5419,147795.0,10020000.0
2010-08-12,11451,11609,11333,11412,6751,144789.0,10020000.0
2010-08-13,11451,11649,11412,11452,4213,145290.0,10020000.0
2010-08-16,11451,11609,11333,11452,10732,145290.0,10020000.0
2010-08-17,11570,11570,11451,11491,1671,145791.0,10020000.0
2010-08-18,11491,11688,11372,11373,3855,144288.0,10020000.0
2010-08-19,11372,11570,11372,11412,4701,144789.0,10020000.0
2010-08-20,11412,11491,11293,11452,3090,145290.0,10020000.0
2010-08-23,11491,11688,11451,11531,2677,146292.0,10020000.0
2010-08-24,11530,11688,11412,11412,5219,144789.0,10020000.0
2010-08-25,11372,11728,11333,11491,3857,145791.0,10020000.0
2010-08-26,11451,11570,11412,11452,1475,145290.0,10020000.0
2010-08-27,11570,11570,11372,11412,9397,144789.0,10020000.0
2010-08-30,11451,11451,11333,11373,3339,144288.0,10020000.0
2010-08-31,11451,11609,11372,11531,6135,146292.0,10020000.0
2010-09-01,11491,11688,11412,11452,10404,145290.0,10020000.0
2010-09-02,11451,11530,11412,11452,4432,145290.0,10020000.0
2010-09-03,11412,11491,11333,11333,3874,143787.0,10020000.0
2010-09-06,11333,11530,11293,11491,18133,145791.0,10020000.0
2010-09-07,11530,11530,11412,11531,10365,146292.0,10020000.0
2010-09-08,11530,11925,11451,11886,31070,150801.0,10020000.0
2010-09-09,11965,12675,11965,12320,41319,156312.0,10020000.0
2010-09-10,12636,12636,12241,12281,9235,155811.0,10020000.0
2010-09-13,12201,12438,12083,12163,16923,154308.0,10020000.0
2010-09-14,12083,12675,12083,12439,26995,157815.0,10020000.0
2010-09-15,12359,12636,12359,12478,20246,158316.0,10020000.0
2010-09-16,12478,12715,12478,12676,14303,160821.0,10020000.0
2010-09-17,12517,12675,12478,12676,18119,160821.0,10020000.0
2010-09-20,12596,12873,12557,12715,69297,161322.0,10020000.0
2010-09-24,12636,12794,12557,12794,7888,162324.0,10020000.0
2010-09-27,12952,12952,12636,12834,13803,162825.0,10020000.0
2010-09-28,12715,13031,12715,12992,33779,164829.0,10020000.0
2010-09-29,13031,13110,12873,13031,32036,165330.0,10020000.0
2010-09-30,13031,13584,13031,13545,61988,171843.0,10020000.0
2010-10-01,13544,13702,13426,13426,10268,170340.0,10020000.0
2010-10-04,13426,13702,13426,13663,24575,173346.0,10020000.0
2010-10-05,13702,14373,13623,13703,95999,173847.0,10020000.0
2010-10-06,13584,14373,13584,14176,50371,179859.0,10020000.0
2010-10-07,13978,14136,13742,13900,9797,176352.0,10020000.0
2010-10-08,14215,14215,13781,13821,10418,175350.0,10020000.0
2010-10-11,14018,14571,14018,14255,41318,180861.0,10020000.0
2010-10-12,14452,14452,13860,13939,13335,176853.0,10020000.0
2010-10-13,14018,14492,13978,14453,21163,183366.0,10020000.0
2010-10-14,14452,14492,13939,14413,9770,182865.0,10020000.0
2010-10-15,14413,14492,14018,14492,12386,183867.0,10020000.0
2010-10-18,14610,14610,14373,14374,6889,182364.0,10020000.0
2010-10-19,14571,14571,14057,14295,14328,181362.0,10020000.0
2010-10-20,14215,14610,14215,14492,24888,183867.0,10020000.0
2010-10-21,14492,14729,14492,14690,19923,186372.0,10020000.0
2010-10-22,14768,14808,14492,14611,10719,185370.0,10020000.0
2010-10-25,14610,15045,14610,14848,15797,188376.0,10020000.0
2010-10-26,15084,15084,14650,14848,7889,188376.0,10020000.0
2010-10-27,14926,15045,14492,14611,18153,185370.0,10020000.0
2010-10-28,14610,14768,14452,14532,4563,184368.0,10020000.0
2010-10-29,14729,14729,14452,14611,3821,185370.0,10020000.0
2010-11-01,14531,14650,13978,14334,40856,181863.0,10020000.0
2010-11-02,14650,14847,14492,14611,33059,185370.0,10020000.0
2010-11-03,14610,14847,14215,14374,14970,182364.0,10020000.0
2010-11-04,14373,14768,14373,14650,8099,185871.0,10020000.0
2010-11-05,14847,14847,14452,14453,9848,183366.0,10020000.0
2010-11-08,14610,14610,14452,14611,5403,185370.0,10020000.0
2010-11-09,14610,14610,14373,14492,6765,183867.0,10020000.0
2010-11-10,14610,14768,14531,14611,4555,185370.0,10020000.0
2010-11-11,14531,14650,14373,14571,6020,184869.0,10020000.0
2010-11-12,14413,14689,13900,14058,26136,178356.0,10020000.0
2010-11-15,14215,14215,13426,13663,39052,173346.0,10020000.0
2010-11-16,13663,13781,13663,13663,5602,173346.0,10020000.0
2010-11-17,13663,13821,13663,13703,13388,173847.0,10020000.0
2010-11-18,13663,13939,13663,13900,6315,176352.0,10020000.0
2010-11-19,13781,14018,13623,13703,4205,173847.0,10020000.0
2010-11-22,13702,13781,13663,13782,3072,174849.0,10020000.0
2010-11-23,13939,13939,13110,13584,35347,172344.0,10020000.0
2010-11-24,13031,13544,12794,13426,32269,170340.0,10020000.0
2010-11-25,13781,13781,13307,13387,5263,169839.0,10020000.0
2010-11-26,13149,13465,13110,13268,3706,168336.0,10020000.0
2010-11-29,13426,13426,13031,13150,8206,166833.0,10020000.0
2010-11-30,13110,13347,13110,13347,11452,169338.0,10020000.0
2010-12-01,13189,13623,13110,13584,2654,172344.0,10020000.0
2010-12-02,13584,13821,13426,13426,2953,170340.0,10020000.0
2010-12-03,13663,13663,13228,13584,2023,172344.0,10020000.0
2010-12-06,13663,13663,13426,13624,4052,172845.0,10020000.0
2010-12-07,13505,13860,13426,13861,7558,175851.0,10020000.0
2010-12-08,13702,14018,13702,13900,3696,176352.0,10020000.0
2010-12-09,14018,14334,13900,14295,8872,181362.0,10020000.0
2010-12-10,14215,14373,13900,13900,8025,176352.0,10020000.0
2010-12-13,14097,14294,13821,14216,3333,180360.0,10020000.0
2010-12-14,14215,14413,14057,14295,4957,181362.0,10020000.0
2010-12-15,14294,14413,14057,14413,4117,182865.0,10020000.0
2010-12-16,14492,14492,14215,14413,1768,182865.0,10020000.0
2010-12-17,14097,14452,14097,14176,3015,179859.0,10020000.0
2010-12-20,13900,14136,13742,13979,4457,177354.0,10020000.0
2010-12-21,14057,14373,14057,14255,3456,180861.0,10020000.0
2010-12-22,14097,14373,13978,14334,6250,181863.0,10020000.0
2010-12-23,14215,14413,14215,14295,4114,181362.0,10020000.0
2010-12-24,14057,14294,14057,14255,859,180861.0,10020000.0
2010-12-27,14057,14255,13939,14216,1774,180360.0,10020000.0
2010-12-28,14097,14413,14097,14295,5210,181362.0,10020000.0
2010-12-29,14255,14610,14018,14374,11298,182364.0,10020000.0
2010-12-30,14571,14650,14215,14453,6543,183366.0,10020000.0
2011-01-03,14334,14531,14136,14216,6417,180360.0,10020000.0
2011-01-04,14334,14571,14215,14571,8846,184869.0,10020000.0
2011-01-05,14334,14571,14334,14334,2158,181863.0,10020000.0
2011-01-06,14334,14571,14215,14295,2786,181362.0,10020000.0
2011-01-07,14215,14373,14097,14216,3279,180360.0,10020000.0
2011-01-10,14373,14650,14136,14611,15572,185370.0,10020000.0
2011-01-11,14610,14610,14373,14413,1265,182865.0,10020000.0
2011-01-12,14413,14571,14413,14532,9451,184368.0,10020000.0
2011-01-13,14650,14650,14215,14374,4974,182364.0,10020000.0
2011-01-14,14531,14531,14097,14216,3779,180360.0,10020000.0
2011-01-17,14255,14531,14136,14216,8514,180360.0,10020000.0
2011-01-18,14215,14215,13742,13861,11529,175851.0,10020000.0
2011-01-19,13860,13978,13702,13703,3190,173847.0,10020000.0
2011-01-20,13821,14136,13584,13782,12479,174849.0,10020000.0
2011-01-21,13742,13821,13110,13110,37015,166332.0,10020000.0
2011-01-24,13189,13426,13031,13110,11784,166332.0,10020000.0
2011-01-25,13347,13347,12715,12715,27260,161322.0,10020000.0
2011-01-26,12794,12952,12715,12873,6820,163326.0,10020000.0
2011-01-27,12873,12991,12438,12518,18124,158817.0,10020000.0
2011-01-28,12517,12952,12478,12952,20573,164328.0,10020000.0
2011-01-31,12873,12952,12675,12794,2080,162324.0,10020000.0
2011-02-01,13031,13031,12715,12834,4755,162825.0,10020000.0
2011-02-07,12991,12991,12833,12952,6415,164328.0,10020000.0
2011-02-08,12754,13031,12715,13031,7919,165330.0,10020000.0
2011-02-09,13031,13149,12833,12913,6898,163827.0,10020000.0
2011-02-10,12873,12952,12675,12794,6394,162324.0,10020000.0
2011-02-11,12596,12873,12241,12241,16276,155310.0,10020000.0
2011-02-14,12280,12478,12241,12241,15576,155310.0,10020000.0
2011-02-15,12320,12478,12280,12360,7383,156813.0,10020000.0
2011-02-16,12359,12517,12044,12281,10723,155811.0,10020000.0
2011-02-17,12280,12320,12083,12241,13223,155310.0,10020000.0
2011-02-18,12320,12438,12123,12281,7397,155811.0,10020000.0
2011-02-21,12399,12399,12241,12281,3053,155811.0,10020000.0
2011-02-22,12438,12557,12123,12557,2747,159318.0,10020000.0
2011-02-23,12320,12557,12241,12478,4425,158316.0,10020000.0
2011-02-24,12399,12873,12201,12873,15048,163326.0,10020000.0
2011-02-25,12596,12912,12596,12913,5263,163827.0,10020000.0
2011-02-28,12952,12952,12557,12557,5258,159318.0,10020000.0
2011-03-02,12320,12596,12320,12557,2912,159318.0,10020000.0
2011-03-03,12794,12794,12359,12399,8466,157314.0,10020000.0
2011-03-04,12557,12636,12359,12557,11093,159318.0,10020000.0
2011-03-07,12912,12912,12636,12715,5726,161322.0,10020000.0
2011-03-08,12557,12873,12478,12873,6915,163326.0,10020000.0
2011-03-09,12873,12952,12359,12439,18461,157815.0,10020000.0
2011-03-10,12478,12596,12359,12478,7478,158316.0,10020000.0
2011-03-11,12478,12596,12320,12478,8112,158316.0,10020000.0
2011-03-14,12478,12557,12320,12557,7853,159318.0,10020000.0
2011-03-15,12557,12636,12359,12439,3502,157815.0,10020000.0
2011-03-16,12478,12596,12320,12478,3472,158316.0,10020000.0
2011-03-17,12636,12636,12399,12478,2271,158316.0,10020000.0
2011-03-18,12873,12873,12478,12518,4768,158817.0,10020000.0
2011-03-21,12438,12715,12438,12676,4964,160821.0,10020000.0
2011-03-22,12833,12912,12636,12834,9471,162825.0,10020000.0
2011-03-23,13070,13110,12952,12952,8642,164328.0,10020000.0
2011-03-24,12794,12991,12794,12952,5145,164328.0,10020000.0
2011-03-25,13031,13031,12715,12755,21086,161823.0,10020000.0
2011-03-28,12794,12912,12636,12873,5561,163326.0,10020000.0
2011-03-29,12715,13031,12715,12834,3004,162825.0,10020000.0
2011-03-30,12873,13070,12754,12873,9420,163326.0,10020000.0
2011-03-31,12873,12873,12596,12834,10307,162825.0,10020000.0
2011-04-01,12833,13110,12715,13031,14322,165330.0,10020000.0
2011-04-04,13031,13228,12952,13189,9154,167334.0,10020000.0
2011-04-05,13347,15005,13268,14334,49706,181863.0,10020000.0
2011-04-06,14215,14215,13505,13742,42024,174348.0,10020000.0
2011-04-07,13978,13978,13505,13624,11853,172845.0,10020000.0
2011-04-08,13663,13939,13505,13703,18783,173847.0,10020000.0
2011-04-11,14176,14176,13465,13466,14615,170841.0,10020000.0
2011-04-12,14610,15440,13465,13505,159043,171342.0,10020000.0
2011-04-13,13663,13663,11491,12952,49974,164328.0,10020000.0
2011-04-14,12952,13189,12715,12952,14923,164328.0,10020000.0
2011-04-15,12873,12991,12478,12676,54300,160821.0,10020000.0
2011-04-18,12636,12715,12399,12399,20489,157314.0,10020000.0
2011-04-19,12399,12952,12399,12913,19171,163827.0,10020000.0
2011-04-20,12794,13386,12754,13347,11988,169338.0,10020000.0
2011-04-21,13149,13584,13110,13308,13122,168837.0,10020000.0
2011-04-22,13307,13544,13268,13347,8657,169338.0,10020000.0
2011-04-25,13465,13505,13228,13466,6780,170841.0,10020000.0
2011-04-26,13505,13584,13307,13505,8315,171342.0,10020000.0
2011-04-27,13584,13623,12912,13308,20369,168837.0,10020000.0
2011-04-28,13307,13821,13307,13742,13857,174348.0,10020000.0
2011-04-29,13821,13821,13228,13584,12819,172344.0,10020000.0
2011-05-02,13623,13663,13505,13624,9860,172845.0,10020000.0
2011-05-03,13465,13939,13465,13782,11767,174849.0,10020000.0
2011-05-04,13821,14452,13623,14176,32074,179859.0,10020000.0
2011-05-06,14176,14610,14136,14176,16322,179859.0,10020000.0
2011-05-09,14176,14492,13978,14018,14950,177855.0,10020000.0
2011-05-11,14294,14294,13781,13979,5172,177354.0,10020000.0
2011-05-12,13663,14057,13663,13782,12017,174849.0,10020000.0
2011-05-13,14176,14294,13781,14295,4227,181362.0,10020000.0
2011-05-16,14334,14452,14057,14413,17473,182865.0,10020000.0
2011-05-17,14255,14571,14215,14216,10010,180360.0,10020000.0
2011-05-18,14136,14610,14136,14374,39906,182364.0,10020000.0
2011-05-19,14334,14689,14334,14453,14070,183366.0,10020000.0
2011-05-20,14650,14650,14255,14374,4474,182364.0,10020000.0
2011-05-23,14334,14334,13821,13821,22522,175350.0,10020000.0
2011-05-24,13821,13900,13623,13821,8996,175350.0,10020000.0
2011-05-25,13978,14215,13821,14176,10254,179859.0,10020000.0
2011-05-26,14057,14294,14057,14137,6213,179358.0,10020000.0
2011-05-27,14294,14294,13781,13821,9769,175350.0,10020000.0
2011-05-30,13860,14057,13742,13939,6003,176853.0,10020000.0
2011-05-31,14018,14057,13821,13861,8891,175851.0,10020000.0
2011-06-01,13821,13860,13781,13821,4832,175350.0,10020000.0
2011-06-02,13742,14136,13584,13979,7569,177354.0,10020000.0
2011-06-03,13860,14215,13663,13979,7006,177354.0,10020000.0
2011-06-07,13978,13978,13663,13900,2004,176352.0,10020000.0
2011-06-08,13742,13978,13663,13979,3380,177354.0,10020000.0
2011-06-09,13978,13978,13505,13505,24644,171342.0,10020000.0
2011-06-10,13505,13781,13505,13663,10147,173346.0,10020000.0
2011-06-13,13623,13781,13623,13703,9398,173847.0,10020000.0
2011-06-14,13702,13781,13584,13663,5535,173346.0,10020000.0
2011-06-15,13781,13939,13663,13939,3496,176853.0,10020000.0
2011-06-16,13978,13978,13702,13900,4122,176352.0,10020000.0
2011-06-17,13900,14018,13821,13900,3304,176352.0,10020000.0
2011-06-20,13978,14176,13978,14058,5420,178356.0,10020000.0
2011-06-21,14097,14294,14018,14295,17912,181362.0,10020000.0
2011-06-22,14334,14413,14215,14295,3692,181362.0,10020000.0
2011-06-23,14215,14215,13900,13900,8086,176352.0,10020000.0
2011-06-24,13900,13900,13742,13900,5146,176352.0,10020000.0
2011-06-27,13900,13900,13742,13900,4052,176352.0,10020000.0
2011-06-28,13939,14136,13900,13900,14476,176352.0,10020000.0
2011-06-29,0,0,0,13900,0,176352.0,10020000.0
2011-06-30,0,0,0,13900,0,,
2011-07-01,0,0,0,13900,0,,
2011-07-04,0,0,0,13900,0,,
2011-07-05,0,0,0,13900,0,,
2011-07-06,0,0,0,13900,0,,
2011-07-07,0,0,0,13900,0,,
2011-07-08,0,0,0,13900,0,,
2011-07-11,0,0,0,13900,0,,
2011-07-12,0,0,0,13900,0,,
2011-07-13,0,0,0,13900,0,,
2011-07-14,0,0,0,13900,0,,
2011-07-15,0,0,0,13900,0,,
2011-07-18,0,0,0,13900,0,,
2011-07-19,0,0,0,13900,0,,
2011-07-20,0,0,0,13900,0,,
2011-07-21,0,0,0,13900,0,,
2011-07-22,0,0,0,13900,0,,
2011-07-25,0,0,0,13900,0,,
2011-07-26,0,0,0,13900,0,,
2011-07-27,0,0,0,13900,0,,
2011-07-28,0,0,0,13900,0,,
2011-07-29,0,0,0,13900,0,,
2011-08-01,0,0,0,13900,0,,
2011-08-02,13900,13900,11850,11850,225879,81929.0,6913800.0
2011-08-03,10750,11150,10100,10150,563642,70175.0,6913800.0
2011-08-04,10400,10650,9750,9750,301876,67410.0,6913800.0
2011-08-05,9210,9600,9020,9560,110022,66096.0,6913800.0
2011-08-08,9200,9530,9150,9250,80825,63953.0,6913800.0
2011-08-09,8850,9190,8440,8800,76922,60841.0,6913800.0
2011-08-10,9110,9740,9050,9390,43491,64921.0,6913800.0
2011-08-11,8850,9490,8850,9450,17318,65335.0,6913800.0
2011-08-12,9680,9680,9070,9240,86285,63884.0,6913800.0
2011-08-16,9400,9580,9350,9460,52676,65405.0,6913800.0
2011-08-17,9460,9480,9250,9410,55338,65059.0,6913800.0
2011-08-18,9430,9740,9350,9390,28003,64921.0,6913800.0
2011-08-19,9020,9180,8780,8780,42004,60703.0,6913800.0
2011-08-22,8830,8940,8550,8800,26903,60841.0,6913800.0
2011-08-23,8710,9330,8710,9120,20926,63054.0,6913800.0
2011-08-24,9120,9250,9050,9110,9896,62985.0,6913800.0
2011-08-25,9080,9170,9050,9090,19198,62846.0,6913800.0
2011-08-26,9090,9160,9000,9160,11909,63330.0,6913800.0
2011-08-29,9130,9380,9130,9370,3083,64782.0,6913800.0
2011-08-30,9370,9700,9370,9450,16285,65335.0,6913800.0
2011-08-31,9450,9540,9440,9480,6397,65543.0,6913800.0
2011-09-01,9230,9580,9230,9550,5228,66027.0,6913800.0
2011-09-02,9500,9530,9330,9450,2986,65335.0,6913800.0
2011-09-05,9450,9450,9120,9170,12988,63400.0,6913800.0
2011-09-06,9140,9280,9010,9160,18839,63330.0,6913800.0
2011-09-07,9170,9250,9160,9220,13118,63745.0,6913800.0
2011-09-08,9290,9530,9210,9220,10778,63745.0,6913800.0
2011-09-09,9220,9350,9100,9240,3916,63884.0,6913800.0
2011-09-14,9240,9280,9090,9210,10541,63676.0,6913800.0
2011-09-15,9070,9240,9030,9030,10347,62432.0,6913800.0
2011-09-16,9030,9400,9030,9170,7641,63400.0,6913800.0
2011-09-19,9290,9300,9110,9200,1831,63607.0,6913800.0
2011-09-20,9110,9500,9110,9440,4369,65266.0,6913800.0
2011-09-21,9220,9500,9220,9450,1986,65335.0,6913800.0
2011-09-22,9190,9350,9190,9200,3097,63607.0,6913800.0
2011-09-23,9080,9720,9020,9530,21225,65889.0,6913800.0
2011-09-26,9250,9610,9100,9300,20325,64298.0,6913800.0
2011-09-27,9150,9580,9150,9250,8964,63953.0,6913800.0
2011-09-28,9350,9770,9270,9530,25006,65889.0,6913800.0
2011-09-29,9520,10950,9150,9500,444757,65681.0,6913800.0
2011-09-30,9530,9700,9050,9210,61498,63676.0,6913800.0
2011-10-04,9010,9140,8600,9000,42149,62224.0,6913800.0
2011-10-05,9010,9250,8900,9080,16116,62777.0,6913800.0
2011-10-06,9240,9500,9100,9250,15081,63953.0,6913800.0
2011-10-07,9300,9950,9220,9760,30466,67479.0,6913800.0
2011-10-10,9940,9990,9740,9890,15585,68377.0,6913800.0
2011-10-11,10000,10500,9900,10250,35642,70866.0,6913800.0
2011-10-12,10450,11000,10000,10800,37103,74669.0,6913800.0
2011-10-13,10850,11100,10250,10700,59386,73978.0,6913800.0
2011-10-14,10550,10700,10000,10250,22055,70866.0,6913800.0
2011-10-17,10250,10450,10150,10200,18902,70521.0,6913800.0
2011-10-18,10000,10250,9830,10200,19449,70521.0,6913800.0
2011-10-19,10250,10500,9900,10000,18423,69138.0,6913800.0
2011-10-20,10000,10100,9700,9890,14347,68377.0,6913800.0
2011-10-21,9910,10150,9780,9870,16987,68239.0,6913800.0
2011-10-24,9950,10200,9530,9700,279828,67064.0,6913800.0
2011-10-25,9700,9970,9600,9820,18027,67894.0,6913800.0
2011-10-26,9860,10100,9710,10100,23296,69829.0,6913800.0
2011-10-27,10250,10300,9950,10000,208164,69138.0,6913800.0
2011-10-28,10100,10200,9900,9900,20444,68447.0,6913800.0
2011-10-31,9900,10500,9860,10350,43565,71558.0,6913800.0
2011-11-01,10250,10450,10150,10250,15561,70866.0,6913800.0
2011-11-02,10200,10750,9910,10150,31368,70175.0,6913800.0
2011-11-03,10200,10350,9850,9850,74795,68101.0,6913800.0
2011-11-04,9960,10150,9820,9860,27154,68170.0,6913800.0
2011-11-07,9840,10150,9800,9900,21530,68447.0,6913800.0
2011-11-08,9870,11350,9810,11350,226224,78472.0,6913800.0
2011-11-09,11700,13050,11350,13050,223311,90225.0,6913800.0
2011-11-10,12900,14650,12100,12100,221384,83657.0,6913800.0
2011-11-11,12650,13900,12650,13900,211018,96102.0,6913800.0
2011-11-14,14450,14750,13150,13350,170918,92299.0,6913800.0
2011-11-15,13400,13600,12050,12100,268737,83657.0,6913800.0
2011-11-16,12250,12450,11500,11500,257286,79509.0,6913800.0
2011-11-17,11800,12650,11100,11950,347308,82620.0,6913800.0
2011-11-18,12200,12550,11850,12100,233470,83657.0,6913800.0
2011-11-21,12350,13900,12050,13900,379571,96102.0,6913800.0
2011-11-22,14150,14500,13100,13350,308136,92299.0,6913800.0
2011-11-23,13350,13450,12150,12300,131084,85040.0,6913800.0
2011-11-24,13200,14100,13200,14100,195858,97485.0,6913800.0
2011-11-25,14600,15900,13450,14800,728951,102324.0,6913800.0
2011-11-28,15000,15550,14200,14200,235332,98176.0,6913800.0
2011-11-29,14250,14900,13650,14550,186976,100596.0,6913800.0
2011-11-30,15250,15450,13200,13300,350958,91954.0,6913800.0
2011-12-01,13500,13850,12750,13200,231564,91262.0,6913800.0
2011-12-02,13600,14500,13350,13800,195253,95410.0,6913800.0
2011-12-05,13800,13900,13200,13500,102435,93336.0,6913800.0
2011-12-06,13650,13750,12600,12750,137487,88151.0,6913800.0
2011-12-07,12800,14300,12500,14000,288913,96793.0,6913800.0
2011-12-08,13850,14100,13100,13600,194423,94028.0,6913800.0
2011-12-09,13200,13450,12900,13400,91917,92645.0,6913800.0
2011-12-12,13550,14500,13200,13850,314276,95756.0,6913800.0
2011-12-13,13600,14500,13550,13950,279235,96448.0,6913800.0
2011-12-14,14100,14250,13150,13150,157365,90916.0,6913800.0
2011-12-15,14600,15100,14500,15100,664849,104398.0,6913800.0
2011-12-16,15450,15500,14200,14600,435958,100941.0,6913800.0
2011-12-19,14600,14650,12450,12800,320610,88497.0,6913800.0
2011-12-20,13000,13500,12750,13250,128702,91608.0,6913800.0
2011-12-21,13500,13750,13050,13150,114375,90916.0,6913800.0
2011-12-22,13150,13850,13150,13400,95569,92645.0,6913800.0
2011-12-23,13600,13700,13300,13350,54158,92299.0,6913800.0
2011-12-26,13350,13350,12900,13050,56267,90225.0,6913800.0
2011-12-27,13550,13550,12600,12700,57804,87805.0,6913800.0
2011-12-28,12800,13300,12650,12750,42865,88151.0,6913800.0
2011-12-29,12750,12750,12400,12450,58076,86077.0,6913800.0
2012-01-02,12500,12800,12400,12650,23747,87460.0,6913800.0
2012-01-03,12700,12950,12550,12800,31744,88497.0,6913800.0
2012-01-04,13000,13100,12600,12800,44483,88497.0,6913800.0
2012-01-05,12800,12800,12450,12700,41785,87805.0,6913800.0
2012-01-06,12700,13250,12600,13100,63833,90571.0,6913800.0
2012-01-09,13000,13100,12700,12800,20848,88497.0,6913800.0
2012-01-10,12900,13000,12700,12750,24262,88151.0,6913800.0
2012-01-11,12750,13000,12750,13000,18278,89879.0,6913800.0
2012-01-12,13050,13050,12700,12850,11831,88842.0,6913800.0
2012-01-13,12900,12900,12650,12700,16404,87805.0,6913800.0
2012-01-16,12500,12700,12450,12600,13964,87114.0,6913800.0
2012-01-17,12700,12700,12200,12350,29632,85385.0,6913800.0
2012-01-18,12350,12500,11900,11950,42106,82620.0,6913800.0
2012-01-19,11800,12000,11500,11650,35729,80546.0,6913800.0
2012-01-20,11650,11800,11350,11450,36945,79163.0,6913800.0
2012-01-25,11650,11650,11350,11400,13561,78817.0,6913800.0
2012-01-26,11500,12500,11500,12150,56367,84003.0,6913800.0
2012-01-27,11950,12300,11750,11900,15955,82274.0,6913800.0
2012-01-30,11900,11900,11600,11700,13474,80891.0,6913800.0
2012-01-31,11900,12000,11600,11750,15844,81237.0,6913800.0
2012-02-01,11700,11950,11700,11850,11867,81929.0,6913800.0
2012-02-02,11900,12000,11700,11800,13615,81583.0,6913800.0
2012-02-03,11850,12300,11650,12100,15374,83657.0,6913800.0
2012-02-06,12150,12400,11950,11950,25896,82620.0,6913800.0
2012-02-07,11900,12350,11900,12200,16763,84348.0,6913800.0
2012-02-08,12350,12450,11950,12150,13488,84003.0,6913800.0
2012-02-09,12150,12150,11900,11950,6797,82620.0,6913800.0
2012-02-10,11950,12400,11900,12050,13509,83311.0,6913800.0
2012-02-13,12150,12350,11600,11600,95818,80200.0,6913800.0
2012-02-14,11500,11600,11250,11300,51578,78126.0,6913800.0
2012-02-15,11300,11550,11150,11500,15364,79509.0,6913800.0
2012-02-16,11450,11500,11250,11250,13178,77780.0,6913800.0
2012-02-17,11450,11500,11300,11450,13034,79163.0,6913800.0
2012-02-20,11350,11550,11150,11300,30253,78126.0,6913800.0
2012-02-21,11300,11350,11150,11200,11476,77435.0,6913800.0
2012-02-22,11250,11350,11100,11300,9931,78126.0,6913800.0
2012-02-23,11200,11300,11100,11150,9916,77089.0,6913800.0
2012-02-24,11200,11350,11100,11150,8557,77089.0,6913800.0
2012-02-27,11300,11500,11050,11250,13565,77780.0,6913800.0
2012-02-28,11200,11500,11200,11400,5863,78817.0,6913800.0
2012-02-29,11500,11950,11250,11950,32330,82620.0,6913800.0
2012-03-02,12150,12250,11750,11950,27574,82620.0,6913800.0
2012-03-05,12100,12100,11650,11750,10886,81237.0,6913800.0
2012-03-06,11750,11750,11150,11300,17825,78126.0,6913800.0
2012-03-07,11250,11650,11050,11600,29838,80200.0,6913800.0
2012-03-08,11600,11800,11500,11750,10336,81237.0,6913800.0
2012-03-09,11800,11850,11400,11500,15110,79509.0,6913800.0
2012-03-12,11500,11650,11200,11500,12509,79509.0,6913800.0
2012-03-13,11500,11700,11500,11600,18283,80200.0,6913800.0
2012-03-14,11600,11850,11600,11650,5781,80546.0,6913800.0
2012-03-15,11600,11700,11500,11550,16599,79854.0,6913800.0
