켐온(217600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-11,2035,2145,1930,1930,1286155,119958.0,62154524.0
2017-04-12,1910,1960,1730,1750,1129712,108770.0,62154524.0
2017-04-13,1765,1780,1630,1660,872980,103177.0,62154524.0
2017-04-14,1670,2100,1660,1700,16797378,105663.0,62154524.0
2017-04-17,1815,2070,1800,1890,12010073,117472.0,62154524.0
2017-04-18,1885,1910,1795,1910,2068294,118715.0,62154524.0
2017-04-19,1870,1885,1825,1830,713809,113743.0,62154524.0
2017-04-20,1835,2130,1835,1915,8135051,119026.0,62154524.0
2017-04-21,1930,1955,1880,1895,1442554,117783.0,62154524.0
2017-04-24,1990,2045,1880,1880,2340140,116851.0,62154524.0
2017-04-25,1880,1935,1850,1935,931782,120269.0,62154524.0
2017-04-26,1920,1945,1880,1930,651024,119958.0,62154524.0
2017-04-27,1930,1930,1840,1875,607962,116540.0,62154524.0
2017-04-28,1865,1885,1780,1780,611093,110635.0,62154524.0
2017-05-02,1755,1830,1755,1755,268878,109081.0,62154524.0
2017-05-04,1765,1805,1755,1795,121409,111567.0,62154524.0
2017-05-08,1795,1860,1760,1790,182956,111257.0,62154524.0
2017-05-10,1815,1820,1755,1790,278228,111257.0,62154524.0
2017-05-11,1820,1820,1755,1755,219343,109081.0,62154524.0
2017-05-12,1770,1770,1710,1725,174842,107217.0,62154524.0
2017-05-15,1715,1740,1685,1725,89381,107217.0,62154524.0
2017-05-16,1750,1750,1670,1695,224581,105352.0,62154524.0
2017-05-17,1670,1700,1655,1675,231508,104109.0,62154524.0
2017-05-18,1640,1670,1630,1635,114536,101623.0,62154524.0
2017-05-19,1640,1875,1620,1720,1875977,106906.0,62154524.0
2017-05-22,1720,1750,1680,1695,292307,105352.0,62154524.0
2017-05-23,1715,1720,1665,1680,118265,104420.0,62154524.0
2017-05-24,1680,1695,1660,1695,152856,105352.0,62154524.0
2017-05-25,1715,1715,1635,1645,180949,102244.0,62154524.0
2017-05-26,1645,1685,1635,1640,112941,101933.0,62154524.0
2017-05-29,1650,1650,1615,1630,154908,101312.0,62154524.0
2017-05-30,1610,1690,1595,1635,288094,101623.0,62154524.0
2017-05-31,1615,1660,1605,1655,168655,102866.0,62154524.0
2017-06-01,1655,1695,1630,1645,176962,102244.0,62154524.0
2017-06-02,1660,1665,1615,1635,139950,101623.0,62154524.0
2017-06-05,1630,1650,1610,1635,164563,101623.0,62154524.0
2017-06-07,1620,1635,1615,1615,83408,100380.0,62154524.0
2017-06-08,1610,1655,1610,1640,145084,101933.0,62154524.0
2017-06-09,1645,1655,1615,1620,128429,100690.0,62154524.0
2017-06-12,1745,1975,1660,1660,12450524,103177.0,62154524.0
2017-06-13,1645,1695,1635,1660,1397247,103520.0,62361340.0
2017-06-14,1685,1710,1630,1670,1274740,104143.0,62361340.0
2017-06-15,1685,1685,1640,1640,498951,102273.0,62361340.0
2017-06-16,1645,1660,1630,1645,243195,102584.0,62361340.0
2017-06-19,1650,1685,1635,1650,407036,102896.0,62361340.0
2017-06-20,1650,1660,1620,1620,337979,101025.0,62361340.0
2017-06-21,1620,1630,1600,1610,238226,100402.0,62361340.0
2017-06-22,1610,1625,1510,1535,521701,95725.0,62361340.0
2017-06-23,1650,1795,1555,1565,5648433,97595.0,62361340.0
2017-06-26,1580,1580,1525,1535,452802,95725.0,62361340.0
2017-06-27,1540,1760,1525,1600,5841809,99778.0,62361340.0
2017-06-28,1610,1675,1575,1610,811231,100402.0,62361340.0
2017-06-29,1630,1690,1595,1670,1343754,104143.0,62361340.0
2017-06-30,1645,1700,1625,1700,538091,106014.0,62361340.0
2017-07-03,1705,1720,1645,1660,571039,103520.0,62361340.0
2017-07-04,1670,1685,1630,1640,261221,102273.0,62361340.0
2017-07-05,1650,1655,1615,1615,306915,100714.0,62361340.0
2017-07-06,1755,1820,1645,1650,1663752,102896.0,62361340.0
2017-07-07,1670,1680,1630,1680,318941,104767.0,62361340.0
2017-07-10,1705,1720,1665,1710,340090,106638.0,62361340.0
2017-07-11,1710,1720,1685,1715,252281,106950.0,62361340.0
2017-07-12,1720,1775,1705,1750,693580,109132.0,62361340.0
2017-07-13,1780,1795,1725,1725,519500,107573.0,62361340.0
2017-07-14,1730,1730,1670,1670,289852,104143.0,62361340.0
2017-07-17,1720,1750,1670,1710,469426,106638.0,62361340.0
2017-07-18,1730,1740,1660,1660,444859,103520.0,62361340.0
2017-07-19,1680,1690,1645,1690,169286,105391.0,62361340.0
2017-07-20,1680,1710,1660,1700,209707,106014.0,62361340.0
2017-07-21,1700,1710,1670,1690,158493,105391.0,62361340.0
2017-07-24,1680,1695,1660,1680,115028,104767.0,62361340.0
2017-07-25,1685,1685,1625,1625,148185,101337.0,62361340.0
2017-07-26,1640,1650,1585,1600,253642,99778.0,62361340.0
2017-07-27,1605,1630,1570,1585,127568,98843.0,62361340.0
2017-07-28,1580,1610,1560,1565,120357,97595.0,62361340.0
2017-07-31,1600,1600,1505,1580,172360,98531.0,62361340.0
2017-08-01,1590,1615,1560,1590,95946,99155.0,62361340.0
2017-08-02,1615,1625,1580,1590,89675,99155.0,62361340.0
2017-08-03,1600,1600,1540,1560,127675,97284.0,62361340.0
2017-08-04,1560,1575,1545,1560,31964,97284.0,62361340.0
2017-08-07,1580,1590,1540,1565,91008,97595.0,62361340.0
2017-08-08,1570,1710,1570,1590,897816,99155.0,62361340.0
2017-08-09,1600,1600,1525,1540,250381,96036.0,62361340.0
2017-08-10,1565,1585,1530,1555,285559,96972.0,62361340.0
2017-08-11,1550,1560,1510,1520,108168,94789.0,62361340.0
2017-08-14,1510,1555,1500,1500,110520,93542.0,62361340.0
2017-08-16,1505,1530,1485,1490,147249,92918.0,62361340.0
2017-08-17,1490,1515,1485,1505,114243,93854.0,62361340.0
2017-08-18,1505,1520,1490,1515,75452,94477.0,62361340.0
2017-08-21,1515,1535,1500,1505,50815,93854.0,62361340.0
2017-08-22,1505,1750,1500,1595,9003025,99466.0,62361340.0
2017-08-23,1595,1635,1570,1630,896884,101649.0,62361340.0
2017-08-24,1640,1640,1575,1575,508403,98219.0,62361340.0
2017-08-25,1625,1740,1615,1615,2325978,100714.0,62361340.0
2017-08-28,1620,1715,1585,1645,1288699,102584.0,62361340.0
2017-08-29,1685,1840,1665,1665,8134724,103832.0,62361340.0
2017-08-30,1650,1680,1590,1650,1077630,102896.0,62361340.0
2017-08-31,1650,1675,1620,1620,520800,101025.0,62361340.0
2017-09-01,1620,1665,1605,1645,467373,102584.0,62361340.0
2017-09-04,1595,1645,1580,1620,300948,101025.0,62361340.0
2017-09-05,1620,1650,1605,1610,300470,100402.0,62361340.0
2017-09-06,1600,1655,1600,1625,319238,101337.0,62361340.0
2017-09-07,1635,1645,1610,1640,123758,102273.0,62361340.0
2017-09-08,1640,1650,1600,1605,242528,100090.0,62361340.0
2017-09-11,1610,1640,1530,1570,908576,97907.0,62361340.0
2017-09-12,1585,1600,1550,1560,197608,97284.0,62361340.0
2017-09-13,1565,1570,1530,1545,221815,96348.0,62361340.0
2017-09-14,1560,1560,1520,1540,188064,96036.0,62361340.0
2017-09-15,1530,1570,1530,1565,184944,97595.0,62361340.0
2017-09-18,1560,1570,1540,1550,120728,96660.0,62361340.0
2017-09-19,1570,1595,1545,1550,279283,96660.0,62361340.0
2017-09-20,1575,1575,1540,1545,171081,96348.0,62361340.0
2017-09-21,1535,1540,1500,1525,254573,95101.0,62361340.0
2017-09-22,1525,1525,1485,1505,220614,93854.0,62361340.0
2017-09-25,1500,1500,1405,1450,232576,90424.0,62361340.0
2017-09-26,1450,1455,1410,1450,112554,90424.0,62361340.0
2017-09-27,1450,1460,1425,1450,70014,90424.0,62361340.0
2017-09-28,1450,1485,1430,1470,66631,91671.0,62361340.0
2017-09-29,1470,1490,1460,1475,42820,91983.0,62361340.0
2017-10-10,1480,1480,1450,1475,51456,91983.0,62361340.0
2017-10-11,1465,1495,1455,1455,88633,90736.0,62361340.0
2017-10-12,1470,1485,1445,1455,105939,90736.0,62361340.0
2017-10-13,1455,1560,1445,1510,784347,94166.0,62361340.0
2017-10-16,1515,1565,1495,1555,540594,96972.0,62361340.0
2017-10-17,1555,1560,1520,1540,155172,96036.0,62361340.0
2017-10-18,1530,1580,1525,1575,449266,98219.0,62361340.0
2017-10-19,1575,1575,1520,1545,279540,96348.0,62361340.0
2017-10-20,1555,1555,1530,1530,117370,95413.0,62361340.0
2017-10-23,1530,1550,1510,1530,88520,95413.0,62361340.0
2017-10-24,1550,1550,1500,1525,136912,95101.0,62361340.0
2017-10-25,1530,1550,1505,1540,195179,96036.0,62361340.0
2017-10-26,1545,1545,1510,1510,213473,94166.0,62361340.0
2017-10-27,1530,1530,1500,1510,130511,94166.0,62361340.0
2017-10-30,1515,1545,1505,1520,88905,94789.0,62361340.0
2017-10-31,1520,1535,1495,1500,145316,93542.0,62361340.0
2017-11-01,1520,1520,1485,1500,145511,93542.0,62361340.0
2017-11-02,1490,1510,1460,1470,303636,91671.0,62361340.0
2017-11-03,1470,1495,1455,1490,107911,92918.0,62361340.0
2017-11-06,1495,1515,1465,1475,151150,91983.0,62361340.0
2017-11-07,1480,1485,1465,1475,73320,91983.0,62361340.0
2017-11-08,1475,1520,1470,1515,282385,94477.0,62361340.0
2017-11-09,1500,1645,1490,1520,3880764,94789.0,62361340.0
2017-11-10,1525,1555,1505,1510,771500,94166.0,62361340.0
2017-11-13,1505,1590,1505,1565,1167857,97595.0,62361340.0
2017-11-14,1565,1610,1545,1585,628773,98843.0,62361340.0
2017-11-15,1585,1625,1550,1585,768384,98843.0,62361340.0
2017-11-16,1590,1600,1540,1560,412979,97284.0,62361340.0
2017-11-17,1590,1590,1540,1540,377516,96036.0,62361340.0
2017-11-20,1540,1615,1540,1610,861032,100402.0,62361340.0
2017-11-21,1625,1625,1585,1610,443348,100402.0,62361340.0
2017-11-22,1630,1640,1585,1610,595057,100402.0,62361340.0
2017-11-23,1610,1620,1595,1605,293196,100090.0,62361340.0
2017-11-24,1690,1715,1600,1630,1502084,101649.0,62361340.0
2017-11-27,1630,1635,1610,1620,277358,101025.0,62361340.0
2017-11-28,1640,1640,1585,1605,370912,100090.0,62361340.0
2017-11-29,1605,1610,1580,1585,147374,98843.0,62361340.0
2017-11-30,1605,1605,1580,1580,177696,98531.0,62361340.0
2017-12-01,1585,1675,1565,1650,1101453,102896.0,62361340.0
2017-12-04,1660,1675,1615,1635,509769,101961.0,62361340.0
2017-12-05,1700,1835,1630,1635,5249332,101961.0,62361340.0
2017-12-06,1630,1640,1575,1600,807202,99778.0,62361340.0
2017-12-07,1580,1615,1570,1595,356911,99466.0,62361340.0
2017-12-08,1590,1610,1575,1580,301458,99675.0,63085340.0
2017-12-11,1580,1600,1550,1555,316704,98098.0,63085340.0
2017-12-12,1560,1585,1530,1575,259432,99359.0,63085340.0
2017-12-13,1580,1660,1580,1620,1183646,102198.0,63085340.0
2017-12-14,1620,1630,1580,1600,278743,100937.0,63085340.0
2017-12-15,1620,1620,1560,1565,391569,98729.0,63085340.0
2017-12-18,1565,1595,1555,1580,219051,99675.0,63085340.0
2017-12-19,1580,1590,1530,1545,434439,97467.0,63085340.0
2017-12-20,1545,1555,1525,1535,138527,96836.0,63085340.0
2017-12-21,1500,1545,1460,1465,670614,92420.0,63085340.0
2017-12-22,1465,1500,1465,1480,154559,93366.0,63085340.0
2017-12-26,1480,1515,1465,1480,161431,93366.0,63085340.0
2017-12-27,1485,1520,1480,1515,108436,95574.0,63085340.0
2017-12-28,1510,1520,1485,1495,132117,94313.0,63085340.0
2018-01-02,1495,1560,1495,1530,250594,96521.0,63085340.0
2018-01-03,1530,1565,1495,1555,547814,98098.0,63085340.0
2018-01-04,1555,1575,1530,1530,386738,96521.0,63085340.0
2018-01-05,1550,1565,1515,1540,338180,97151.0,63085340.0
2018-01-08,1545,1565,1520,1540,349711,97151.0,63085340.0
2018-01-09,1550,1595,1530,1590,524400,100306.0,63085340.0
2018-01-10,1595,1615,1545,1560,389083,98413.0,63085340.0
2018-01-11,1555,1565,1525,1565,501705,98729.0,63085340.0
2018-01-12,1535,1580,1535,1580,527858,99675.0,63085340.0
2018-01-15,1580,1615,1555,1580,437307,99675.0,63085340.0
2018-01-16,1580,1690,1565,1635,4178648,103145.0,63085340.0
2018-01-17,1755,1790,1670,1720,6724197,108507.0,63085340.0
2018-01-18,1725,1730,1610,1635,2373160,103145.0,63085340.0
2018-01-19,1655,1690,1625,1640,1178153,103460.0,63085340.0
2018-01-22,1635,1690,1615,1655,655986,104406.0,63085340.0
2018-01-23,1660,1665,1630,1645,481580,103775.0,63085340.0
2018-01-24,1660,1665,1630,1645,426330,103775.0,63085340.0
2018-01-25,1640,1655,1620,1650,349841,104091.0,63085340.0
2018-01-26,1655,1655,1625,1650,324350,104091.0,63085340.0
2018-01-29,1660,1720,1645,1680,944961,105983.0,63085340.0
2018-01-30,1685,1700,1660,1680,400670,105983.0,63085340.0
2018-01-31,1660,1680,1630,1645,399895,103775.0,63085340.0
2018-02-01,1660,1660,1625,1640,260716,103460.0,63085340.0
2018-02-02,1640,1645,1590,1605,567991,101252.0,63085340.0
2018-02-05,1570,1950,1555,1710,15621678,107876.0,63085340.0
2018-02-06,1655,1675,1565,1630,2769968,102829.0,63085340.0
2018-02-07,1670,1910,1630,1775,17823155,111976.0,63085340.0
2018-02-08,1785,1845,1745,1810,4414179,114184.0,63085340.0
2018-02-09,1755,1880,1740,1765,3787805,111346.0,63085340.0
2018-02-12,1790,1855,1765,1765,3625693,111346.0,63085340.0
2018-02-13,1780,1865,1725,1725,4673508,108822.0,63085340.0
2018-02-14,1735,1760,1690,1700,982278,107245.0,63085340.0
2018-02-19,1700,1765,1700,1755,899300,110715.0,63085340.0
2018-02-20,1765,1765,1730,1740,706206,109768.0,63085340.0
2018-02-21,1740,1760,1720,1755,732255,110715.0,63085340.0
2018-02-22,1755,1845,1735,1825,2308439,115131.0,63085340.0
2018-02-23,1815,1850,1765,1765,956351,111346.0,63085340.0
2018-02-26,1775,1815,1735,1740,996186,109768.0,63085340.0
2018-02-27,1745,1770,1725,1725,526231,108822.0,63085340.0
2018-02-28,1725,1735,1650,1650,845889,104091.0,63085340.0
2018-03-02,1645,1735,1620,1695,571876,106930.0,63085340.0
2018-03-05,1680,1685,1635,1640,397186,103460.0,63085340.0
2018-03-06,1670,1670,1635,1655,239987,104406.0,63085340.0
2018-03-07,1650,1675,1600,1600,577616,100937.0,63085340.0
2018-03-08,1600,1640,1585,1625,257328,102514.0,63085340.0
2018-03-09,1615,1710,1615,1675,451589,105668.0,63085340.0
2018-03-12,1690,1840,1690,1805,3181704,113869.0,63085340.0
2018-03-13,1790,1860,1770,1805,1458864,113869.0,63085340.0
2018-03-14,1805,1930,1765,1830,2845032,115446.0,63085340.0
2018-03-15,1830,1885,1800,1830,962962,115446.0,63085340.0
2018-03-16,1830,1865,1775,1810,606671,114184.0,63085340.0
2018-03-19,1800,1820,1700,1715,1352487,108191.0,63085340.0
2018-03-20,1730,1750,1700,1750,454698,110399.0,63085340.0
2018-03-21,1750,1890,1735,1845,1941151,116392.0,63085340.0
2018-03-22,1845,1865,1740,1755,1639589,110715.0,63085340.0
2018-03-23,1735,1735,1650,1680,1098330,105983.0,63085340.0
2018-03-26,1665,1785,1650,1720,1451939,108507.0,63085340.0
2018-03-27,1760,1795,1700,1725,847495,108822.0,63085340.0
2018-03-28,1730,1770,1710,1765,575106,111346.0,63085340.0
2018-03-29,2000,2290,1955,2290,32722034,144465.0,63085340.0
2018-03-30,2620,2975,2575,2975,46916596,187679.0,63085340.0
2018-04-02,3020,3165,2825,2980,21827216,187994.0,63085340.0
2018-04-03,3200,3200,2860,2890,4186260,182317.0,63085340.0
2018-04-04,2830,2860,2745,2800,2994853,176639.0,63085340.0
2018-04-05,2800,2950,2800,2830,3030395,178532.0,63085340.0
2018-04-06,2740,2775,2585,2675,7333965,168753.0,63085340.0
2018-04-09,2665,2745,2610,2745,4214840,173169.0,63085340.0
2018-04-10,2740,2740,2500,2645,4543410,166861.0,63085340.0
2018-04-11,2655,2875,2605,2875,7695292,181370.0,63085340.0
2018-04-12,2850,2865,2600,2750,5760076,173485.0,63085340.0
2018-04-13,2780,2915,2680,2880,6125751,181686.0,63085340.0
2018-04-16,2930,2975,2780,2940,4560373,185471.0,63085340.0
2018-04-17,2920,2970,2740,2825,3490458,178216.0,63085340.0
2018-04-18,2785,2790,2635,2635,3177994,166230.0,63085340.0
2018-04-19,2615,2625,2385,2385,3412120,152309.0,63861340.0
2018-04-20,2420,2515,2395,2420,1175719,154544.0,63861340.0
2018-04-23,2375,2390,2260,2315,1632826,147839.0,63861340.0
2018-04-24,2335,2545,2320,2340,3825761,149436.0,63861340.0
2018-04-25,2300,2425,2290,2385,810423,152309.0,63861340.0
2018-04-26,2435,2475,2335,2365,1042107,151032.0,63861340.0
2018-04-27,2380,2420,2305,2370,691710,151351.0,63861340.0
2018-04-30,2370,2370,2190,2200,1425618,140495.0,63861340.0
2018-05-02,2130,2235,2060,2200,1535373,140495.0,63861340.0
2018-05-03,2220,2245,2170,2190,631483,139856.0,63861340.0
2018-05-04,2180,2190,2105,2120,783086,135386.0,63861340.0
2018-05-08,2165,2205,2110,2110,661471,134747.0,63861340.0
2018-05-09,2105,2245,2045,2200,909254,140495.0,63861340.0
2018-05-10,2210,2225,2140,2215,612739,141453.0,63861340.0
2018-05-11,2225,2295,2205,2245,609798,143369.0,63861340.0
2018-05-14,2270,2270,2130,2155,720729,137621.0,63861340.0
2018-05-15,2180,2220,2150,2180,638796,139218.0,63861340.0
2018-05-16,2180,2250,2105,2135,929495,136344.0,63861340.0
2018-05-17,2165,2175,2115,2140,482746,136663.0,63861340.0
2018-05-18,2165,2640,2165,2400,15999624,153267.0,63861340.0
2018-05-21,2450,2630,2440,2445,5852697,156141.0,63861340.0
2018-05-23,2425,2445,2335,2335,2012376,149116.0,63861340.0
2018-05-24,2435,2625,2365,2585,8943424,165082.0,63861340.0
2018-05-25,2505,2665,2380,2440,4928597,155822.0,63861340.0
2018-05-28,2400,2400,2275,2335,2056694,149116.0,63861340.0
2018-05-29,2350,2480,2350,2350,2453490,150074.0,63861340.0
2018-05-30,2355,2385,2230,2240,1405914,143049.0,63861340.0
2018-05-31,2280,2280,2185,2190,873162,139856.0,63861340.0
2018-06-01,2185,2270,2165,2260,952924,144327.0,63861340.0
2018-06-04,2250,2345,2235,2295,944969,146562.0,63861340.0
2018-06-05,2275,2340,2260,2260,667048,144327.0,63861340.0
2018-06-07,2240,2340,2225,2330,686461,148797.0,63861340.0
2018-06-08,2330,2430,2300,2350,1390066,150074.0,63861340.0
2018-06-11,2390,2460,2315,2370,1118875,151351.0,63861340.0
2018-06-12,2370,2395,2260,2295,908775,146562.0,63861340.0
2018-06-14,2255,2290,2195,2220,570719,141772.0,63861340.0
2018-06-15,2240,2300,2210,2225,390715,142091.0,63861340.0
2018-06-18,2225,2260,2070,2110,869816,134747.0,63861340.0
2018-06-19,2110,2140,2015,2030,603757,129639.0,63861340.0
2018-06-20,2020,2080,2020,2055,301945,131235.0,63861340.0
2018-06-21,2065,2120,2040,2040,268140,130277.0,63861340.0
2018-06-22,2040,2100,2020,2075,292818,132512.0,63861340.0
2018-06-25,2060,2135,2060,2105,176208,134428.0,63861340.0
2018-06-26,2080,2325,2050,2240,3296951,143049.0,63861340.0
2018-06-27,2200,2270,2140,2150,967970,137302.0,63861340.0
2018-06-28,2145,2150,2020,2025,725228,129319.0,63861340.0
2018-06-29,2050,2080,1945,2030,503083,129639.0,63861340.0
2018-07-02,1995,2080,1970,1970,372852,125807.0,63861340.0
2018-07-03,1975,2030,1910,1935,483606,123572.0,63861340.0
2018-07-04,1910,1950,1835,1930,430696,123252.0,63861340.0
2018-07-05,1925,1975,1830,1875,424197,119740.0,63861340.0
2018-07-06,1870,1910,1805,1870,427636,119421.0,63861340.0
2018-07-09,1885,1940,1855,1885,411433,120379.0,63861340.0
2018-07-10,1915,1940,1885,1920,245995,122614.0,63861340.0
2018-07-11,1900,1940,1870,1880,234240,120059.0,63861340.0
2018-07-12,1890,1935,1855,1920,279566,122614.0,63861340.0
2018-07-13,1925,1930,1890,1925,314015,122933.0,63861340.0
2018-07-16,1945,1945,1900,1900,180571,121337.0,63861340.0
2018-07-17,1880,1900,1845,1850,433457,118143.0,63861340.0
2018-07-18,1860,1875,1765,1810,623337,115589.0,63861340.0
2018-07-19,1785,1810,1750,1765,291304,112715.0,63861340.0
2018-07-20,1760,1820,1760,1795,166401,114631.0,63861340.0
2018-07-23,1790,1790,1655,1655,417334,105691.0,63861340.0
2018-07-24,1620,1680,1620,1655,253335,105691.0,63861340.0
2018-07-25,1655,1670,1595,1605,330367,102497.0,63861340.0
2018-07-26,1625,1785,1605,1665,472834,106329.0,63861340.0
2018-07-27,1680,1740,1660,1690,187388,107926.0,63861340.0
2018-07-30,1705,1725,1665,1675,104688,106968.0,63861340.0
2018-07-31,1675,1725,1670,1725,149535,110161.0,63861340.0
2018-08-01,1825,2040,1810,1835,12966663,117186.0,63861340.0
2018-08-02,1960,2045,1840,1855,5634566,118463.0,63861340.0
2018-08-03,1865,2300,1815,2130,14526326,136025.0,63861340.0
2018-08-06,2070,2135,2005,2080,4079477,132832.0,63861340.0
2018-08-07,2270,2325,2130,2130,8207973,136025.0,63861340.0
2018-08-08,2140,2160,2065,2095,1412594,133790.0,63861340.0
2018-08-09,2100,2120,1995,2020,1665850,129000.0,63861340.0
2018-08-10,2020,2400,2020,2140,17957662,136663.0,63861340.0
2018-08-13,2115,2180,2030,2075,2790622,132512.0,63861340.0
2018-08-14,2055,2200,1985,1990,3303253,127084.0,63861340.0
2018-08-16,1935,1955,1900,1950,990990,124530.0,63861340.0
2018-08-17,1960,2030,1935,2030,846455,129639.0,63861340.0
2018-08-20,1990,2055,1980,1985,874765,126765.0,63861340.0
2018-08-21,1990,2110,1990,2040,1797746,130277.0,63861340.0
2018-08-22,2050,2120,2005,2080,1710597,132832.0,63861340.0
2018-08-23,2130,2140,2065,2080,1697242,132832.0,63861340.0
2018-08-24,2070,2110,2040,2105,901321,134428.0,63861340.0
2018-08-27,2100,2100,2040,2055,644930,131235.0,63861340.0
2018-08-28,2060,2125,2050,2060,999262,131554.0,63861340.0
2018-08-29,2060,2130,2055,2105,903732,134428.0,63861340.0
2018-08-30,2105,2115,2060,2060,623469,131554.0,63861340.0
2018-08-31,2065,2100,2015,2085,647468,133151.0,63861340.0
2018-09-03,2080,2130,2025,2060,794379,131554.0,63861340.0
2018-09-04,2065,2075,2000,2035,743341,129958.0,63861340.0
2018-09-05,2050,2080,2000,2015,1006112,128681.0,63861340.0
2018-09-06,2025,2050,1975,1980,811653,126445.0,63861340.0
2018-09-07,1980,1990,1925,1960,491561,125168.0,63861340.0
2018-09-10,1970,1985,1890,1895,479828,121017.0,63861340.0
2018-09-11,1920,1975,1880,1955,471059,124849.0,63861340.0
2018-09-12,1955,2000,1935,1965,529737,125488.0,63861340.0
2018-09-13,1975,2030,1970,2030,618636,129639.0,63861340.0
2018-09-14,2030,2080,1975,1975,836501,126126.0,63861340.0
2018-09-17,1965,2000,1895,1915,493277,122294.0,63861340.0
2018-09-18,1890,1970,1880,1910,421648,121975.0,63861340.0
2018-09-19,1915,1945,1855,1855,396495,118463.0,63861340.0
2018-09-20,1860,1895,1855,1855,392321,118463.0,63861340.0
2018-09-21,1855,1900,1835,1900,193992,121337.0,63861340.0
2018-09-27,1900,1980,1885,1920,521016,122614.0,63861340.0
2018-09-28,1910,1980,1910,1930,444646,123252.0,63861340.0
2018-10-01,1990,1990,1840,1855,582050,118463.0,63861340.0
2018-10-02,1860,1870,1775,1785,440532,113992.0,63861340.0
2018-10-04,1775,1805,1765,1795,226256,114631.0,63861340.0
2018-10-05,1770,1795,1685,1700,431738,108564.0,63861340.0
2018-10-08,1660,1750,1660,1695,287772,108245.0,63861340.0
2018-10-10,1690,1725,1650,1660,223822,106010.0,63861340.0
2018-10-11,1600,1645,1550,1560,447157,99624.0,63861340.0
2018-10-12,1490,1615,1490,1600,294161,102178.0,63861340.0
2018-10-15,1585,1620,1565,1590,215153,101540.0,63861340.0
2018-10-16,1590,1635,1590,1615,203843,103136.0,63861340.0
2018-10-17,1630,1660,1610,1640,318748,104733.0,63861340.0
2018-10-18,1625,1675,1620,1665,206291,106329.0,63861340.0
2018-10-19,1630,1700,1615,1700,246734,108564.0,63861340.0
2018-10-22,1715,1715,1670,1710,229784,109203.0,63861340.0
2018-10-23,1715,1715,1660,1690,209314,107926.0,63861340.0
2018-10-24,1700,1805,1670,1735,1221406,110799.0,63861340.0
2018-10-25,1685,1690,1610,1640,488031,104733.0,63861340.0
2018-10-26,1645,1670,1520,1590,511939,101540.0,63861340.0
2018-10-29,1540,1585,1375,1520,566501,97069.0,63861340.0
2018-10-30,1450,1565,1430,1560,456406,99624.0,63861340.0
2018-10-31,1555,1655,1540,1650,314614,105371.0,63861340.0
2018-11-01,1670,1795,1660,1740,2238167,111119.0,63861340.0
2018-11-02,1740,1770,1700,1750,462346,111757.0,63861340.0
2018-11-05,1750,1750,1685,1710,329782,109203.0,63861340.0
2018-11-06,1710,1735,1700,1730,278079,110480.0,63861340.0
2018-11-07,1740,1740,1690,1725,342650,110161.0,63861340.0
2018-11-08,1760,1870,1760,1820,3417566,116228.0,63861340.0
2018-11-09,1815,1825,1760,1825,608391,116547.0,63861340.0
2018-11-12,1810,1810,1765,1800,278033,114950.0,63861340.0
2018-11-13,1760,1835,1750,1835,309728,117186.0,63861340.0
2018-11-14,1840,1855,1820,1850,524304,118143.0,63861340.0
2018-11-15,1865,1955,1830,1865,4317037,119101.0,63861340.0
2018-11-16,1865,1875,1830,1850,555478,118143.0,63861340.0
2018-11-19,1880,1890,1850,1865,801622,119101.0,63861340.0
2018-11-20,1810,1845,1795,1810,364385,115589.0,63861340.0
2018-11-21,1785,1835,1770,1825,356812,116547.0,63861340.0
2018-11-22,1830,1910,1815,1865,958815,119101.0,63861340.0
2018-11-23,1880,1880,1775,1780,376408,113673.0,63861340.0
2018-11-26,1765,1795,1750,1750,185607,111757.0,63861340.0
2018-11-27,1760,1760,1720,1750,268426,111757.0,63861340.0
2018-11-28,1755,1780,1725,1735,168614,110799.0,63861340.0
2018-11-29,1745,1750,1700,1730,272100,110480.0,63861340.0
2018-11-30,1705,1745,1700,1745,191071,111438.0,63861340.0
2018-12-03,1750,1750,1725,1745,134509,111438.0,63861340.0
2018-12-04,1745,1780,1695,1725,379725,110161.0,63861340.0
2018-12-05,1700,1725,1665,1725,345819,110161.0,63861340.0
2018-12-06,1720,1725,1635,1720,367661,109842.0,63861340.0
2018-12-07,1720,1805,1695,1760,1111052,112396.0,63861340.0
2018-12-10,1740,1750,1685,1705,199322,108884.0,63861340.0
2018-12-11,1695,1720,1650,1685,279546,107606.0,63861340.0
2018-12-12,1660,1700,1660,1685,158324,107606.0,63861340.0
2018-12-13,1685,1685,1650,1680,113186,107287.0,63861340.0
2018-12-14,1670,1675,1605,1640,171155,104733.0,63861340.0
2018-12-17,1615,1635,1545,1585,225728,101220.0,63861340.0
2018-12-18,1565,1590,1520,1565,168803,99943.0,63861340.0
2018-12-19,1530,1595,1525,1585,199597,101220.0,63861340.0
2018-12-20,1555,1575,1540,1550,149557,98985.0,63861340.0
2018-12-21,1540,1565,1535,1550,79527,98985.0,63861340.0
2018-12-24,1550,1585,1515,1545,109077,98666.0,63861340.0
2018-12-26,1505,1535,1460,1530,211869,97708.0,63861340.0
2018-12-27,1545,1550,1515,1530,135210,97708.0,63861340.0
2018-12-28,1530,1725,1530,1620,590728,103455.0,63861340.0
2019-01-02,1620,1625,1555,1570,149977,100262.0,63861340.0
