크리스탈(083790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-05-22,7743,8285,7715,8070,368616,153238.0,10319040.0
2009-05-25,8041,8150,7199,7770,206377,147562.0,10319040.0
2009-05-26,7797,7851,7117,7255,187450,137759.0,10319040.0
2009-05-27,7390,7390,6900,7010,113180,133116.0,10319040.0
2009-05-28,6900,7063,6356,6766,277118,128472.0,10319040.0
2009-05-29,6792,7308,6737,7309,171181,138791.0,10319040.0
2009-06-01,7308,7471,7117,7472,76360,141887.0,10319040.0
2009-06-02,7471,8585,7416,7907,1460090,150142.0,10319040.0
2009-06-03,7960,8367,7715,7961,356518,151174.0,10319040.0
2009-06-04,7851,8041,7498,7526,155195,142919.0,10319040.0
2009-06-05,7661,7905,7552,7717,226512,146530.0,10319040.0
2009-06-08,7715,7960,7579,7581,89466,143951.0,10319040.0
2009-06-09,7525,7661,7390,7472,104591,141887.0,10319040.0
2009-06-10,7390,7634,7362,7608,74648,144467.0,10319040.0
2009-06-11,7552,8150,7498,8152,245004,154786.0,10319040.0
2009-06-12,8259,8667,8069,8369,456604,158913.0,10319040.0
2009-06-15,8313,8422,8014,8206,130090,155818.0,10319040.0
2009-06-16,8123,8585,7932,8505,266499,161493.0,10319040.0
2009-06-17,8476,8911,8150,8315,418624,157881.0,10319040.0
2009-06-18,8313,8693,7960,8586,417926,163041.0,10319040.0
2009-06-19,8693,8829,8422,8804,308894,167168.0,10319040.0
2009-06-22,8721,9020,8096,8179,498746,155302.0,10319040.0
2009-06-23,7987,8096,7797,7799,239474,148078.0,10319040.0
2009-06-24,7797,7987,7688,7770,164138,147562.0,10319040.0
2009-06-25,7797,8041,7715,7934,115866,150658.0,10319040.0
2009-06-26,7960,8069,7770,7934,122395,150658.0,10319040.0
2009-06-29,7987,8096,7688,7744,115155,147046.0,10319040.0
2009-06-30,8014,8150,7471,7744,211393,147046.0,10319040.0
2009-07-01,7607,7824,7607,7744,90703,147046.0,10319040.0
2009-07-02,7770,7770,7498,7500,92952,142403.0,10319040.0
2009-07-03,7334,7688,7280,7635,84936,144983.0,10319040.0
2009-07-06,7743,7743,7498,7554,76889,143435.0,10319040.0
2009-07-07,7552,7579,7280,7445,106184,141371.0,10319040.0
2009-07-08,7362,7579,7280,7390,82471,140339.0,10319040.0
2009-07-09,7444,7444,7199,7282,100630,138275.0,10319040.0
2009-07-10,7280,7308,7036,7091,115217,134663.0,10319040.0
2009-07-13,7090,7498,6792,6793,243425,128988.0,10319040.0
2009-07-14,6954,7036,6763,7010,78373,133116.0,10319040.0
2009-07-15,6954,7226,6954,7091,56099,134663.0,10319040.0
2009-07-16,7117,7226,6900,7064,73685,134148.0,10319040.0
2009-07-17,7063,7145,6981,7119,51231,135179.0,10319040.0
2009-07-20,7145,7253,6927,7064,105639,134148.0,10319040.0
2009-07-21,7117,7145,6981,7119,62574,135179.0,10319040.0
2009-07-22,7117,7444,7090,7282,101235,138275.0,10319040.0
2009-07-23,7280,7308,7172,7201,36166,136727.0,10319040.0
2009-07-24,7226,7226,7063,7064,65629,134148.0,10319040.0
2009-07-27,7063,7145,6981,7064,54944,134148.0,10319040.0
2009-07-28,7063,7199,7036,7064,41923,134148.0,10319040.0
2009-07-29,7063,7090,6846,6875,79415,130536.0,10319040.0
2009-07-30,6819,7009,6763,6956,42706,132084.0,10319040.0
2009-07-31,7009,7036,6792,6847,65949,130020.0,10319040.0
2009-08-03,6819,6900,6792,6847,55774,130020.0,10319040.0
2009-08-04,6954,7009,6819,6847,64614,130020.0,10319040.0
2009-08-05,6900,7362,6846,7119,147036,135179.0,10319040.0
2009-08-06,7172,7172,6819,6902,83142,131052.0,10319040.0
2009-08-07,6927,6981,6873,6929,37799,131568.0,10319040.0
2009-08-10,6954,7172,6954,7091,77662,134663.0,10319040.0
2009-08-11,7009,7253,6981,7146,78206,135695.0,10319040.0
2009-08-12,7145,7145,6981,7091,43883,134663.0,10319040.0
2009-08-13,7145,7172,6954,7010,67965,133116.0,10319040.0
2009-08-14,7009,7036,6846,6902,86133,131052.0,10319040.0
2009-08-17,6900,6927,6547,6630,126033,125892.0,10319040.0
2009-08-18,6601,6710,6302,6412,92995,121765.0,10319040.0
2009-08-19,6465,6547,6356,6440,54740,122281.0,10319040.0
2009-08-20,6465,6601,6411,6575,63424,124860.0,10319040.0
2009-08-21,6601,6927,6574,6684,102635,126924.0,10319040.0
2009-08-24,6655,7362,6465,6929,200023,131568.0,10319040.0
2009-08-25,6927,7036,6655,6711,80710,127440.0,10319040.0
2009-08-26,6792,6900,6682,6902,57018,131052.0,10319040.0
2009-08-27,6846,6900,6710,6739,47404,127956.0,10319040.0
2009-08-28,6737,7009,6682,6929,75188,131568.0,10319040.0
2009-08-31,6954,6954,6763,6902,35769,131052.0,10319040.0
2009-09-01,6819,6927,6792,6820,35525,129504.0,10319040.0
2009-09-02,6710,6873,6655,6820,44875,129504.0,10319040.0
2009-09-03,6792,7117,6792,7064,84653,134148.0,10319040.0
2009-09-04,7063,7063,6819,7037,49858,133632.0,10319040.0
2009-09-07,7009,7390,6954,7173,96124,136211.0,10319040.0
2009-09-08,7145,7253,6954,6956,63458,132084.0,10319040.0
2009-09-09,6954,6954,6682,6684,68989,126924.0,10319040.0
2009-09-10,6737,6819,6601,6684,48231,126924.0,10319040.0
2009-09-11,6655,6763,6655,6711,31505,127440.0,10319040.0
2009-09-14,6737,6737,6655,6711,29831,127440.0,10319040.0
2009-09-15,6710,6710,6601,6603,58569,125376.0,10319040.0
2009-09-16,6601,6682,6574,6575,53110,124860.0,10319040.0
2009-09-17,6574,6737,6519,6684,67707,126924.0,10319040.0
2009-09-18,6628,7090,6574,6956,201263,132084.0,10319040.0
2009-09-21,7009,7009,6846,6956,64259,132084.0,10319040.0
2009-09-22,7009,7009,6763,6983,66851,132600.0,10319040.0
2009-09-23,6954,6954,6737,6766,41112,128472.0,10319040.0
2009-09-24,6737,6873,6601,6603,69021,125376.0,10319040.0
2009-09-25,6601,6628,5677,6385,158129,121249.0,10319040.0
2009-09-28,6383,6411,6221,6223,43739,118153.0,10319040.0
2009-09-29,6275,6302,6112,6195,52501,117637.0,10319040.0
2009-09-30,6221,6682,6166,6249,180962,118669.0,10319040.0
2009-10-01,6248,6248,5813,5978,88612,113509.0,10319040.0
2009-10-05,5976,5976,5677,5679,82642,107834.0,10319040.0
2009-10-06,5759,5840,5596,5625,61956,106802.0,10319040.0
2009-10-07,5704,5840,5624,5760,35017,109382.0,10319040.0
2009-10-08,5732,5840,5650,5815,25292,110414.0,10319040.0
2009-10-09,5868,5922,5759,5760,26356,109382.0,10319040.0
2009-10-12,5813,5840,5732,5815,26429,110414.0,10319040.0
2009-10-13,5759,6085,5732,5842,76011,110930.0,10319040.0
2009-10-14,5895,5895,5813,5842,22773,110930.0,10319040.0
2009-10-15,5840,5976,5786,5978,26409,113509.0,10319040.0
2009-10-16,5949,6057,5813,5815,41910,110414.0,10319040.0
2009-10-19,5868,5868,5704,5706,31296,108350.0,10319040.0
2009-10-20,5759,5813,5650,5733,30330,108866.0,10319040.0
2009-10-21,5704,5732,5596,5625,37089,106802.0,10319040.0
2009-10-22,5623,5650,5416,5652,61436,107318.0,10319040.0
2009-10-23,5568,5677,5487,5515,46147,104738.0,10319040.0
2009-10-26,5487,5542,5405,5543,71410,105254.0,10319040.0
2009-10-27,5384,5542,5384,5413,31367,102778.0,10319040.0
2009-10-28,5405,5422,5161,5196,59642,98650.0,10319040.0
2009-10-29,5079,5433,5004,5374,71559,102055.0,10319040.0
2009-10-30,5275,5568,5275,5515,46397,104738.0,10319040.0
2009-11-02,5405,5486,5356,5424,20460,102984.0,10319040.0
2009-11-03,5373,5515,5373,5424,20467,102984.0,10319040.0
2009-11-04,5433,5515,5400,5434,18844,103190.0,10319040.0
2009-11-05,5405,5433,5313,5369,25416,101952.0,10319040.0
2009-11-06,5362,5460,5351,5396,29441,102468.0,10319040.0
2009-11-09,5405,5405,5281,5298,25925,100611.0,10319040.0
2009-11-10,5313,5422,5167,5249,35099,99682.0,10319040.0
2009-11-11,5237,5324,5194,5206,21692,98856.0,10319040.0
2009-11-12,5172,5291,5172,5217,22104,99063.0,10319040.0
2009-11-13,5188,5351,5188,5353,19082,101643.0,10319040.0
2009-11-16,5351,5378,5188,5255,36156,99785.0,10319040.0
2009-11-17,5216,5324,5161,5162,15291,98031.0,10319040.0
2009-11-18,5106,5216,5106,5118,17898,97205.0,10319040.0
2009-11-19,5101,5167,5101,5108,18351,96999.0,10319040.0
2009-11-20,5123,5172,5069,5075,33438,96380.0,10319040.0
2009-11-23,5134,5134,4998,5054,23169,95967.0,10319040.0
2009-11-24,5004,5036,4862,4874,47293,92562.0,10319040.0
2009-11-25,4857,4857,4672,4728,62093,89776.0,10319040.0
2009-11-26,4727,4824,4720,4788,35461,90911.0,10319040.0
2009-11-27,4764,4764,4411,4457,50636,84616.0,10319040.0
2009-11-30,4465,4564,4433,4457,38267,84616.0,10319040.0
2009-12-01,4454,4612,4454,4614,13842,87609.0,10319040.0
2009-12-02,4618,5069,4618,4940,42430,93800.0,10319040.0
2009-12-03,4998,5014,4895,4913,11809,93284.0,10319040.0
2009-12-04,4889,4998,4835,4988,15220,94729.0,10319040.0
2009-12-07,5030,5063,4884,4988,20469,94729.0,10319040.0
2009-12-08,4949,5009,4922,4945,15245,93903.0,10319040.0
2009-12-09,4786,4982,4780,4972,23409,94419.0,10319040.0
2009-12-10,4971,5014,4927,4940,12108,93800.0,10319040.0
2009-12-11,4944,5009,4900,5000,16628,94935.0,10319040.0
2009-12-14,4960,5378,4960,5266,33920,99991.0,10319040.0
2009-12-15,5313,5335,5210,5277,25199,100198.0,10319040.0
2009-12-16,5298,5412,5254,5413,23241,102778.0,10319040.0
2009-12-17,5433,6194,5433,5924,187751,112478.0,10319040.0
2009-12-18,5786,6139,5786,6141,76777,116605.0,10319040.0
2009-12-21,5813,6302,5813,6113,49676,116089.0,10319040.0
2009-12-22,6139,6248,5949,6086,28945,115573.0,10319040.0
2009-12-23,6030,6085,5704,5706,39150,108350.0,10319040.0
2009-12-24,5759,5813,5650,5760,22319,109382.0,10319040.0
2009-12-28,5786,6003,5759,5869,45885,111446.0,10319040.0
2009-12-29,5868,5922,5704,5842,11872,110930.0,10319040.0
2009-12-30,5786,5922,5378,5515,59761,104738.0,10319040.0
2010-01-04,5486,5759,5433,5652,35394,107318.0,10319040.0
2010-01-05,5650,6030,5624,5978,68697,113509.0,10319040.0
2010-01-06,6030,6411,5976,6223,101183,118153.0,10319040.0
2010-01-07,6221,6356,6139,6168,53313,117121.0,10319040.0
2010-01-08,6166,6438,6112,6141,31410,116605.0,10319040.0
2010-01-11,6112,6547,6112,6277,73146,119185.0,10319040.0
2010-01-12,6302,6574,5840,6032,160782,114541.0,10319040.0
2010-01-13,6030,6030,5650,5706,92454,108350.0,10319040.0
2010-01-14,5704,5813,5677,5706,37982,108350.0,10319040.0
2010-01-15,5786,6030,5704,6005,87992,114025.0,10319040.0
2010-01-18,6003,6003,5840,5924,29077,112478.0,10319040.0
2010-01-19,5949,5949,5624,5760,61096,109382.0,10319040.0
2010-01-20,5813,5922,5650,5679,42414,107834.0,10319040.0
2010-01-21,5677,5704,5542,5679,45853,107834.0,10319040.0
2010-01-22,5624,5624,5400,5434,62513,103190.0,10319040.0
2010-01-25,5378,5568,5330,5353,40373,101643.0,10319040.0
2010-01-26,5281,5362,5134,5135,55033,97515.0,10319040.0
2010-01-27,5167,5237,5123,5162,38107,98031.0,10319040.0
2010-01-28,5194,5200,5063,5168,16154,98134.0,10319040.0
2010-01-29,5161,5210,4938,4988,27680,94729.0,10319040.0
2010-02-01,5144,5405,5086,5407,47928,102674.0,10319040.0
2010-02-02,5405,5596,5298,5434,30865,103190.0,10319040.0
2010-02-03,5433,5460,5384,5413,24307,102778.0,10319040.0
2010-02-04,5416,5486,5395,5489,17777,104222.0,10319040.0
2010-02-05,5324,5324,4688,5173,38885,98237.0,10319040.0
2010-02-08,5405,5405,5134,5212,20743,98960.0,10319040.0
2010-02-09,5177,5210,5036,5130,15114,97412.0,10319040.0
2010-02-10,5134,5204,5079,5108,12275,96999.0,10319040.0
2010-02-11,5144,5156,5052,5114,27169,97102.0,10319040.0
2010-02-12,5106,5161,5058,5092,11063,96689.0,10319040.0
2010-02-16,5091,5248,5079,5173,33506,98237.0,10319040.0
2010-02-17,5226,5226,5123,5168,35738,98134.0,10319040.0
2010-02-18,5167,5242,5106,5108,25413,96999.0,10319040.0
2010-02-19,5086,5275,5069,5146,29083,97721.0,10319040.0
2010-02-22,5216,5248,5161,5168,23376,98134.0,10319040.0
2010-02-23,5167,5221,5091,5141,21498,97618.0,10319040.0
2010-02-24,5112,5167,5086,5130,16134,97412.0,10319040.0
2010-02-25,5161,5172,4944,5043,28143,95761.0,10319040.0
2010-02-26,5004,5069,4949,4950,67854,94006.0,10319040.0
2010-03-02,4944,4992,4879,4918,38065,93387.0,10319040.0
2010-03-03,4944,4949,4835,4848,18094,92046.0,10319040.0
2010-03-04,4889,5063,4814,4848,93253,92046.0,10319040.0
2010-03-05,4884,5106,4808,4988,77619,94729.0,10319040.0
2010-03-08,5004,5123,4884,4945,72503,93903.0,10319040.0
2010-03-09,4944,4944,4830,4869,40966,92459.0,10319040.0
2010-03-10,4911,4960,4830,4918,34562,93387.0,10319040.0
2010-03-11,4992,4992,4862,4880,18562,92665.0,10319040.0
2010-03-12,4879,4911,4841,4902,21876,93078.0,10319040.0
2010-03-15,4889,5036,4835,4984,73856,94626.0,10319040.0
2010-03-16,4998,5020,4938,4972,27336,94419.0,10319040.0
2010-03-17,4971,5123,4955,5086,66627,96586.0,10319040.0
2010-03-18,5139,5704,5139,5401,253013,102571.0,10319040.0
2010-03-19,5362,5460,5232,5434,63987,103190.0,10319040.0
2010-03-22,5428,5515,5324,5358,40089,101746.0,10319040.0
2010-03-23,5362,5362,5265,5303,44381,100714.0,10319040.0
2010-03-24,5303,5324,5052,5059,52951,96070.0,10319040.0
2010-03-25,5063,5112,4988,5027,32592,95451.0,10319040.0
2010-03-26,5063,5156,5036,5081,35249,96483.0,10319040.0
2010-03-29,5101,5308,5014,5249,46733,99682.0,10319040.0
2010-03-30,5281,5303,5161,5217,22708,99063.0,10319040.0
2010-03-31,5210,5242,5096,5098,36883,96793.0,10319040.0
2010-04-01,5101,5216,5063,5146,30456,97721.0,10319040.0
2010-04-02,5161,5232,5096,5168,54444,98134.0,10319040.0
2010-04-05,5167,5204,4835,4962,94124,94213.0,10319040.0
2010-04-06,4960,5020,4889,4972,29561,94419.0,10319040.0
2010-04-07,4998,4998,4906,4945,24462,93903.0,10319040.0
2010-04-08,4932,4998,4932,4962,8507,94213.0,10319040.0
2010-04-09,4960,5058,4932,4972,18074,94419.0,10319040.0
2010-04-12,4992,5030,4862,4902,34456,93078.0,10319040.0
2010-04-13,4868,4895,4808,4826,37479,91633.0,10319040.0
2010-04-14,4862,4911,4792,4848,22754,92046.0,10319040.0
2010-04-15,4846,4922,4835,4859,28349,92252.0,10319040.0
2010-04-16,4857,4938,4824,4874,27673,92562.0,10319040.0
2010-04-19,4846,4846,4715,4728,36803,89776.0,10319040.0
2010-04-20,4776,5030,4727,4913,32103,93284.0,10319040.0
2010-04-21,4932,4992,4900,4956,43584,94110.0,10319040.0
2010-04-22,4988,5106,4889,5108,60496,96999.0,10319040.0
2010-04-23,5112,5216,5079,5217,49120,99063.0,10319040.0
2010-04-26,5259,5270,5079,5152,24723,97824.0,10319040.0
2010-04-27,5150,5161,5026,5098,13095,96793.0,10319040.0
2010-04-28,4971,5106,4944,5000,22112,94935.0,10319040.0
2010-04-29,5009,5079,4889,4918,26971,93387.0,10319040.0
2010-04-30,4922,5091,4895,5059,28670,96070.0,10319040.0
2010-05-03,5079,5204,5004,5081,33123,96483.0,10319040.0
2010-05-04,5079,5226,5058,5162,66670,98031.0,10319040.0
2010-05-06,5129,5156,5004,5081,27973,96483.0,10319040.0
2010-05-07,4780,4998,4574,4994,20654,94832.0,10319040.0
2010-05-10,4998,5047,4932,4956,19634,94110.0,10319040.0
2010-05-11,4998,5242,4949,4962,52339,94213.0,10319040.0
2010-05-12,5025,5063,4922,4945,25580,93903.0,10319040.0
2010-05-13,4955,5009,4895,4897,30697,92975.0,10319040.0
2010-05-14,4846,4998,4780,4842,33809,91943.0,10319040.0
2010-05-17,4776,5052,4776,5000,72334,94935.0,10319040.0
2010-05-18,5004,5101,4835,4874,23592,92562.0,10319040.0
2010-05-19,4874,4874,4727,4733,24083,89879.0,10319040.0
2010-05-20,4776,4818,4465,4581,43322,86990.0,10319040.0
2010-05-24,4488,4629,4401,4483,36896,85132.0,10319040.0
2010-05-25,4384,4493,3856,3973,87843,75432.0,10319040.0
2010-05-26,3971,4068,3809,3978,39995,75535.0,10319040.0
2010-05-27,3987,4238,3917,4201,28908,79766.0,10319040.0
2010-05-28,0,0,0,4614,47795,87609.0,10319040.0
2010-05-31,4764,4868,4471,4619,117171,87712.0,10319040.0
2010-06-01,4580,4732,4552,4641,59048,88125.0,10319040.0
2010-06-03,4786,4889,4776,4836,42163,91839.0,10319040.0
2010-06-04,4835,4895,4780,4859,17851,92252.0,10319040.0
2010-06-07,4727,4776,4645,4701,19885,89260.0,10319040.0
2010-06-08,4672,4753,4629,4728,16473,89776.0,10319040.0
2010-06-09,4748,4753,4564,4592,27457,87196.0,10319040.0
2010-06-10,4590,4650,4488,4500,17166,85442.0,10319040.0
2010-06-11,4585,4585,4454,4457,28200,84616.0,10319040.0
2010-06-14,4438,4531,4438,4500,18310,85442.0,10319040.0
2010-06-15,4454,4552,4401,4430,14716,84100.0,10319040.0
2010-06-16,4454,4460,4291,4294,35992,81520.0,10319040.0
2010-06-17,4308,4384,4291,4315,16814,81933.0,10319040.0
2010-06-18,4303,4378,4280,4332,19259,82243.0,10319040.0
2010-06-21,4384,4454,4346,4407,24105,83687.0,10319040.0
2010-06-22,4460,4889,4460,4564,102487,86680.0,10319040.0
2010-06-23,4662,4700,4574,4641,23193,88125.0,10319040.0
2010-06-24,4639,4694,4541,4625,21442,87815.0,10319040.0
2010-06-25,4606,4634,4525,4608,14028,87505.0,10319040.0
2010-06-28,4618,4672,4508,4516,12252,85751.0,10319040.0
2010-06-29,4488,4552,4346,4375,21440,83068.0,10319040.0
2010-06-30,4291,4476,4280,4424,18323,83997.0,10319040.0
2010-07-01,4357,4444,4319,4375,9215,83068.0,10319040.0
2010-07-02,4406,4406,4323,4342,24092,82449.0,10319040.0
2010-07-05,4340,4411,4194,4206,39145,79869.0,10319040.0
2010-07-06,4107,4253,4096,4212,24365,79973.0,10319040.0
2010-07-07,4194,4221,4166,4217,12361,80076.0,10319040.0
2010-07-08,4216,4280,4216,4245,13620,80592.0,10319040.0
2010-07-09,4238,4286,4210,4288,15881,81417.0,10319040.0
2010-07-12,4286,4352,4178,4245,26156,80592.0,10319040.0
2010-07-13,4243,4291,4189,4222,28766,80179.0,10319040.0
2010-07-14,4238,4291,4182,4217,26646,80076.0,10319040.0
2010-07-15,4238,4238,4189,4212,21714,79973.0,10319040.0
2010-07-16,4194,4286,4178,4201,17163,79766.0,10319040.0
2010-07-19,4199,4199,4123,4163,34080,79044.0,10319040.0
2010-07-20,4161,4205,4107,4179,51927,79353.0,10319040.0
2010-07-21,4189,4238,4134,4190,16926,79560.0,10319040.0
2010-07-22,4145,4199,4117,4158,13657,78941.0,10319040.0
2010-07-23,4150,4215,4091,4114,21753,78115.0,10319040.0
2010-07-26,4117,4182,4112,4135,10065,78528.0,10319040.0
2010-07-27,4107,4161,4074,4087,20196,77599.0,10319040.0
2010-07-28,4123,4129,4041,4131,25654,78425.0,10319040.0
2010-07-29,4319,4340,4102,4108,40471,78012.0,10319040.0
2010-07-30,4107,4123,4020,4043,25566,76774.0,10319040.0
2010-08-02,4041,4041,3911,3983,34459,75639.0,10319040.0
2010-08-03,3966,3971,3895,3946,37384,74916.0,10319040.0
2010-08-04,3927,3966,3890,3929,15634,74607.0,10319040.0
2010-08-05,3923,3977,3890,3908,12004,74194.0,10319040.0
2010-08-06,3873,3955,3873,3912,12343,74297.0,10319040.0
2010-08-09,3949,4205,3890,4141,45061,78631.0,10319040.0
2010-08-10,4058,4150,4020,4120,30823,78218.0,10319040.0
2010-08-11,4112,4112,3966,4021,19376,76361.0,10319040.0
2010-08-12,4036,4623,4036,4625,194697,87815.0,10319040.0
2010-08-13,4732,4830,4520,4641,301967,88125.0,10319040.0
2010-08-16,5063,5335,4645,4646,491882,88228.0,10319040.0
2010-08-17,4650,5156,4645,5027,384224,95451.0,10319040.0
2010-08-18,5030,5106,4818,4886,110751,92768.0,10319040.0
2010-08-19,4932,4965,4727,4809,95664,91324.0,10319040.0
2010-08-20,4770,5188,4672,5054,211198,95967.0,10319040.0
2010-08-23,5042,5786,5004,5787,1249235,109898.0,10319040.0
2010-08-24,5759,5922,5460,5733,819476,108866.0,10319040.0
2010-08-25,5677,5840,5515,5625,432618,106802.0,10319040.0
2010-08-26,5704,5976,4992,5054,700202,95967.0,10319040.0
2010-08-27,5106,5298,5004,5043,190069,95761.0,10319040.0
2010-08-30,5086,5351,5042,5162,334390,98031.0,10319040.0
2010-08-31,5069,5144,4841,5027,234743,95451.0,10319040.0
2010-09-01,5259,5356,4835,4907,248588,93181.0,10319040.0
2010-09-02,4998,5063,4917,5010,114092,95142.0,10319040.0
2010-09-03,4982,5052,4780,4782,161346,90808.0,10319040.0
2010-09-06,5486,5486,5486,5489,117210,104222.0,10319040.0
2010-09-07,5704,6166,5542,5570,1460058,105770.0,10319040.0
2010-09-08,5813,6166,5596,5978,1346684,113509.0,10319040.0
2010-09-09,6112,6112,5422,5543,681593,105254.0,10319040.0
2010-09-10,5433,5624,5298,5353,331801,101643.0,10319040.0
2010-09-13,5378,5542,5167,5543,446218,105254.0,10319040.0
2010-09-14,5433,5677,5351,5434,530708,103190.0,10319040.0
2010-09-15,5460,5515,5210,5271,267198,100095.0,10319040.0
2010-09-16,5254,5254,4998,5000,185911,94935.0,10319040.0
2010-09-17,4998,5123,4922,5016,134783,95245.0,10319040.0
2010-09-20,4982,5047,4862,4874,100037,92562.0,10319040.0
2010-09-24,4874,4932,4753,4930,80202,93594.0,10319040.0
2010-09-27,0,0,0,5010,129919,95142.0,10319040.0
2010-09-28,4525,4645,4340,4506,400132,85545.0,10319040.0
2010-09-29,4580,4694,4482,4521,162488,85854.0,10319040.0
2010-09-30,4471,4623,4471,4608,91681,87505.0,10319040.0
2010-10-01,4563,4802,4541,4548,170367,86370.0,10319040.0
2010-10-04,4564,4639,4378,4477,270455,85029.0,10319040.0
2010-10-05,4525,4585,4450,4457,96830,84616.0,10319040.0
2010-10-06,4493,4508,4433,4467,63931,84823.0,10319040.0
2010-10-07,4536,4612,4450,4473,103152,84926.0,10319040.0
2010-10-08,4493,4508,4444,4483,42333,85132.0,10319040.0
2010-10-11,4471,4498,4394,4413,62415,83791.0,10319040.0
2010-10-12,4401,4460,4335,4364,59625,82862.0,10319040.0
2010-10-13,4378,4493,4367,4473,45494,84926.0,10319040.0
2010-10-14,4406,4465,4390,4450,32176,84513.0,10319040.0
2010-10-15,4450,4547,4417,4532,51337,86061.0,10319040.0
2010-10-18,4569,4700,4536,4679,129718,88847.0,10319040.0
2010-10-19,4683,4683,4520,4548,56612,86370.0,10319040.0
2010-10-20,4460,4688,4460,4689,74619,89053.0,10319040.0
2010-10-21,4700,4971,4656,4836,153553,91839.0,10319040.0
2010-10-22,4862,5101,4808,5081,104975,96483.0,10319040.0
2010-10-25,4988,5026,4830,4886,66159,92768.0,10319040.0
2010-10-26,4884,4955,4780,4853,39391,92149.0,10319040.0
2010-10-27,4841,4932,4776,4836,47926,91839.0,10319040.0
2010-10-28,4835,4955,4792,4820,52879,91530.0,10319040.0
2010-10-29,4786,4835,4662,4674,38584,88744.0,10319040.0
2010-11-01,4672,4808,4629,4799,30540,91117.0,10319040.0
2010-11-02,4727,4808,4700,4750,38979,90188.0,10319040.0
2010-11-03,4780,4797,4677,4728,29379,89776.0,10319040.0
2010-11-04,4748,4874,4672,4718,72221,89569.0,10319040.0
2010-11-05,4715,4753,4564,4646,57668,88228.0,10319040.0
2010-11-08,4618,4645,4531,4571,32435,86783.0,10319040.0
2010-11-09,4563,4596,4476,4548,23949,86370.0,10319040.0
2010-11-10,4476,4569,4433,4467,45888,84823.0,10319040.0
2010-11-11,4515,4536,4428,4445,21937,84410.0,10319040.0
2010-11-12,4422,4476,4291,4315,47797,81933.0,10319040.0
2010-11-15,4210,4335,4210,4294,30351,81520.0,10319040.0
2010-11-16,4264,4340,4182,4265,24683,81004.0,10319040.0
2010-11-17,4182,4253,4123,4238,29132,80489.0,10319040.0
2010-11-18,4210,4367,4210,4294,13077,81520.0,10319040.0
2010-11-19,4264,4411,4264,4294,10157,81520.0,10319040.0
2010-11-22,4373,4373,4189,4222,33047,80179.0,10319040.0
2010-11-23,4286,4286,4155,4158,28980,78941.0,10319040.0
2010-11-24,3911,4064,3884,4059,62090,77083.0,10319040.0
2010-11-25,4074,4150,4036,4059,30697,77083.0,10319040.0
2010-11-26,4102,4102,3803,3879,89305,73678.0,10319040.0
2010-11-29,3867,3961,3852,3935,23644,74710.0,10319040.0
2010-11-30,3938,4036,3911,4038,21756,76670.0,10319040.0
2010-12-01,4052,4074,3961,3973,30827,75432.0,10319040.0
2010-12-02,4020,4068,3966,4000,19300,75948.0,10319040.0
2010-12-03,4052,4052,3938,3989,18672,75742.0,10319040.0
2010-12-06,3993,4009,3944,3956,15083,75123.0,10319040.0
2010-12-07,3900,3993,3900,3994,15080,75845.0,10319040.0
2010-12-08,3981,3998,3911,3912,33998,74297.0,10319040.0
2010-12-09,3890,4498,3890,4500,304957,85442.0,10319040.0
2010-12-10,4585,4727,4248,4277,723254,81211.0,10319040.0
2010-12-13,4308,4323,4155,4326,131848,82140.0,10319040.0
2010-12-14,4362,4508,4264,4265,446944,81004.0,10319040.0
2010-12-15,4367,4367,4199,4222,118666,80179.0,10319040.0
2010-12-16,4243,4276,4134,4135,56775,78528.0,10319040.0
2010-12-17,4189,4189,4041,4097,43359,77806.0,10319040.0
2010-12-20,4014,4172,3911,3967,132390,75329.0,10319040.0
2010-12-21,4058,4058,3966,3983,43023,75639.0,10319040.0
2010-12-22,3981,4102,3966,4000,43825,75948.0,10319040.0
2010-12-23,4020,4031,3917,3940,21656,74813.0,10319040.0
2010-12-24,3938,3998,3938,3989,16648,75742.0,10319040.0
2010-12-27,3998,4014,3938,3978,22597,75535.0,10319040.0
2010-12-28,3966,4014,3938,3951,26151,75019.0,10319040.0
2010-12-29,3955,4020,3955,4021,16311,76361.0,10319040.0
2010-12-30,3993,4068,3944,3994,27358,75845.0,10319040.0
2011-01-03,3998,4014,3949,3978,25462,75535.0,10319040.0
2011-01-04,3977,4020,3944,4010,32987,76155.0,10319040.0
2011-01-05,3987,4102,3977,4097,57327,77806.0,10319040.0
2011-01-06,4117,4123,4020,4059,40554,77083.0,10319040.0
2011-01-07,3977,4074,3977,4043,26956,76774.0,10319040.0
2011-01-10,4025,4047,3993,4021,27980,76361.0,10319040.0
2011-01-11,3911,4020,3911,4005,36569,76051.0,10319040.0
2011-01-12,4036,4112,3966,4021,89208,76361.0,10319040.0
2011-01-13,4009,4058,3977,4005,28716,76051.0,10319040.0
2011-01-14,3977,4068,3944,3989,40153,75742.0,10319040.0
2011-01-17,3966,4025,3949,3989,35805,75742.0,10319040.0
2011-01-18,3944,4102,3938,4021,58678,76361.0,10319040.0
2011-01-19,4020,4068,3966,3967,35175,75329.0,10319040.0
2011-01-20,3961,4014,3949,3951,35070,75019.0,10319040.0
2011-01-21,3955,3977,3917,3935,35732,74710.0,10319040.0
