솔브레인(036830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-12-05,14234,14330,13805,13804,105316,198185.0,13715240.0
2005-12-06,13661,13757,13279,13661,119465,196128.0,13715240.0
2005-12-07,13758,13901,12611,12611,207322,181041.0,13715240.0
2005-12-08,12611,13375,12611,13088,161885,187899.0,13715240.0
2005-12-09,13327,13375,12802,12801,89089,183784.0,13715240.0
2005-12-12,12563,13136,12563,12706,77188,182413.0,13715240.0
2005-12-13,12993,13805,12802,13614,154548,195442.0,13715240.0
2005-12-14,13614,13853,12945,13183,119388,189270.0,13715240.0
2005-12-15,13375,13375,12611,12706,173425,182413.0,13715240.0
2005-12-16,12420,12611,12037,12562,202409,180355.0,13715240.0
2005-12-19,12229,13041,12229,12754,103635,183098.0,13715240.0
2005-12-20,12563,12945,12420,12467,71234,178984.0,13715240.0
2005-12-21,12420,12850,12229,12324,85052,176927.0,13715240.0
2005-12-22,12324,12563,11942,12276,90211,176241.0,13715240.0
2005-12-23,12037,12324,11846,12132,61968,174184.0,13715240.0
2005-12-26,12085,12324,12085,12276,33809,176241.0,13715240.0
2005-12-27,12276,12324,12038,12180,34260,174869.0,13715240.0
2005-12-28,12132,12721,11984,12721,48092,177612.0,13715240.0
2005-12-29,12868,13016,12574,12770,39595,178298.0,13715240.0
2006-01-02,13212,13212,12672,12966,59504,181041.0,13715240.0
2006-01-03,12770,13114,12476,12671,73918,176927.0,13715240.0
2006-01-04,12770,12967,12476,12475,48072,174184.0,13715240.0
2006-01-05,12377,12377,11886,12131,86332,169383.0,13715240.0
2006-01-06,12132,12426,12132,12180,40628,170069.0,13715240.0
2006-01-09,12132,12967,12132,12966,123908,181041.0,13715240.0
2006-01-10,13212,13212,12426,12426,38946,173498.0,13715240.0
2006-01-11,13261,14244,12770,13114,417472,183098.0,13715240.0
2006-01-12,12819,13065,12574,12671,105155,176927.0,13715240.0
2006-01-13,12426,12967,12377,12622,136484,176241.0,13715240.0
2006-01-16,12623,12918,12476,12475,133597,174184.0,13715240.0
2006-01-17,12770,12967,12574,12721,204430,177612.0,13715240.0
2006-01-18,12574,12819,12033,12180,130919,170069.0,13715240.0
2006-01-19,12181,12426,11788,11935,87929,166640.0,13715240.0
2006-01-20,11886,12132,11690,11787,121371,164583.0,13715240.0
2006-01-23,11248,11935,11002,11394,105914,159097.0,13715240.0
2006-01-24,11346,11788,10707,11542,160352,161154.0,13715240.0
2006-01-25,11493,12574,11395,11984,112676,167326.0,13715240.0
2006-01-26,12377,12476,11591,11591,82444,161840.0,13715240.0
2006-01-27,11886,11935,11788,11787,64580,164583.0,13715240.0
2006-01-31,11837,12181,11837,12033,46967,168012.0,13715240.0
2006-02-01,11837,11886,11297,11296,63152,157725.0,13715240.0
2006-02-02,11739,11935,11591,11787,174424,164583.0,13715240.0
2006-02-03,11690,11984,11395,11787,65744,164583.0,13715240.0
2006-02-06,11591,12033,11395,11640,34357,162526.0,13715240.0
2006-02-07,11542,11690,11493,11640,42053,162526.0,13715240.0
2006-02-08,11641,11886,11395,11787,28257,164583.0,13715240.0
2006-02-09,11886,12033,11788,11836,16723,165269.0,13715240.0
2006-02-10,12033,12132,11739,12131,49268,169383.0,13715240.0
2006-02-13,12328,12426,11886,11984,34375,167326.0,13715240.0
2006-02-14,11788,12083,11641,11689,32682,163211.0,13715240.0
2006-02-15,11788,11788,11297,11296,27209,157725.0,13715240.0
2006-02-16,11198,12967,11198,12279,201616,171440.0,13715240.0
2006-02-17,12279,13802,12279,13408,176797,187213.0,13715240.0
2006-02-20,13409,13409,12819,13310,34828,185842.0,13715240.0
2006-02-21,13114,13851,13114,13457,134738,187899.0,13715240.0
2006-02-22,13212,13851,13163,13556,190489,189270.0,13715240.0
2006-02-23,13556,15324,13556,14636,263329,204357.0,13715240.0
2006-02-24,14686,14686,13900,13948,32539,194756.0,13715240.0
2006-02-27,13851,14735,13802,14243,86338,198871.0,13715240.0
2006-02-28,14244,14784,14244,14734,73368,205729.0,13715240.0
2006-03-02,15177,15226,14342,14980,38254,209157.0,13715240.0
2006-03-03,14931,14931,13851,14391,27706,200928.0,13715240.0
2006-03-06,14047,14686,13851,13899,25282,194071.0,13715240.0
2006-03-07,13900,13949,13458,13556,19589,189270.0,13715240.0
2006-03-08,13360,13802,13310,13556,34405,189270.0,13715240.0
2006-03-09,13458,14588,13458,14587,50324,203671.0,13715240.0
2006-03-10,14440,14440,13900,13899,38659,194071.0,13715240.0
2006-03-13,13949,14145,13605,13752,83247,192013.0,13715240.0
2006-03-14,13753,13949,13458,13703,21424,191328.0,13715240.0
2006-03-15,13703,14047,13605,13801,23372,192699.0,13715240.0
2006-03-16,13703,13851,13360,13850,20896,193385.0,13715240.0
2006-03-17,13605,13703,13163,13408,45797,187213.0,13715240.0
2006-03-20,13261,13409,13163,13163,10337,183784.0,13715240.0
2006-03-21,13212,13310,13065,13064,11384,182413.0,13715240.0
2006-03-22,12918,13065,12574,12573,26215,175555.0,13715240.0
2006-03-23,12819,13065,12426,12770,94287,178298.0,13715240.0
2006-03-24,12672,12967,12672,12721,31128,177612.0,13715240.0
2006-03-27,12574,12868,12476,12524,47943,174869.0,13715240.0
2006-03-28,12476,12868,12328,12770,14239,178298.0,13715240.0
2006-03-29,12721,13212,12426,13163,20060,183784.0,13715240.0
2006-03-30,13114,13360,12967,13163,13906,183784.0,13715240.0
2006-03-31,13261,13949,13261,13752,48858,192013.0,13715240.0
2006-04-03,14145,14145,13556,13654,23481,190642.0,13715240.0
2006-04-04,13556,13703,13163,13261,39237,185156.0,13715240.0
2006-04-05,13261,13409,13163,13359,19196,186527.0,13715240.0
2006-04-06,13654,13654,13261,13261,44427,185156.0,13715240.0
2006-04-07,13163,13900,13114,13506,207634,188585.0,13715240.0
2006-04-10,13703,13851,13458,13752,25138,192013.0,13715240.0
2006-04-11,13753,13949,13605,13948,16503,194756.0,13715240.0
2006-04-12,13654,13900,13654,13850,12984,193385.0,13715240.0
2006-04-13,14047,14145,13851,14096,27264,196814.0,13715240.0
2006-04-14,14096,14244,13802,13899,17571,194071.0,13715240.0
2006-04-17,13851,14047,13507,13752,19008,192013.0,13715240.0
2006-04-18,13556,13802,13458,13752,98383,197774.0,14126698.0
2006-04-19,14047,14833,13753,14440,250839,207662.0,14126698.0
2006-04-20,14440,14784,14342,14489,35835,208369.0,14126698.0
2006-04-21,14735,15324,14440,15127,55500,217551.0,14126698.0
2006-04-24,14980,15324,12868,14734,47330,211900.0,14126698.0
2006-04-25,14637,15570,14637,15127,26339,217551.0,14126698.0
2006-04-26,14882,15226,14538,14734,27589,211900.0,14126698.0
2006-04-27,14784,15128,14735,14734,18944,211900.0,14126698.0
2006-04-28,14931,15914,14342,14931,125501,214726.0,14126698.0
2006-05-02,14784,15030,14244,14734,886218,211900.0,14126698.0
2006-05-03,14637,15324,14637,14734,39496,211900.0,14126698.0
2006-05-04,15324,15521,14833,15471,40753,222495.0,14126698.0
2006-05-08,15717,15815,14931,15226,67214,218964.0,14126698.0
2006-05-09,15128,15275,14735,14783,17153,212607.0,14126698.0
2006-05-10,14587,14931,14047,14538,14846,209075.0,14126698.0
2006-05-11,14538,15030,14538,14734,18293,211900.0,14126698.0
2006-05-12,15079,15079,14391,14783,8306,214759.0,14269698.0
2006-05-15,14931,14931,14244,14243,10822,206911.0,14269698.0
2006-05-16,14342,15914,14342,15275,111263,221894.0,14269698.0
2006-05-17,15079,16012,15079,15913,199342,231169.0,14269698.0
2006-05-18,15373,15963,15226,15913,136564,231169.0,14269698.0
2006-05-19,15914,16012,15472,15962,107139,231883.0,14269698.0
2006-05-22,16307,16601,15766,16011,92856,232596.0,14269698.0
2006-05-23,15472,16012,15472,15717,89387,228315.0,14269698.0
2006-05-24,15766,16110,15668,15717,135885,228315.0,14269698.0
2006-05-25,15717,16208,15570,15569,93724,226175.0,14269698.0
2006-05-26,15668,16110,15619,15766,178773,229029.0,14269698.0
2006-05-29,15914,16257,15766,15766,50132,229029.0,14269698.0
2006-05-30,15865,15865,15226,15864,34136,230456.0,14269698.0
2006-06-01,15914,16208,15521,15520,238987,225461.0,14269698.0
2006-06-02,15865,16061,15324,15324,23822,222607.0,14269698.0
2006-06-05,15717,15717,15030,15520,23651,225461.0,14269698.0
2006-06-07,14882,15521,14735,15422,27538,224034.0,14269698.0
2006-06-08,14980,15422,14931,14931,14001,216899.0,14269698.0
2006-06-09,15422,15422,14882,14980,14456,217613.0,14269698.0
2006-06-12,14833,15177,14096,14734,17148,214045.0,14269698.0
2006-06-13,14244,14391,13851,13850,26663,201203.0,14269698.0
2006-06-14,13654,13949,13065,13064,46404,189787.0,14269698.0
2006-06-15,13261,13507,13114,13359,22596,194068.0,14269698.0
2006-06-16,13949,13949,13360,13359,14100,194068.0,14269698.0
2006-06-19,13212,13360,12770,13359,26550,194068.0,14269698.0
2006-06-20,13065,13163,12819,12819,8303,186220.0,14269698.0
2006-06-21,12623,14538,12426,14391,51893,209051.0,14269698.0
2006-06-22,14440,14440,13753,13899,31354,201916.0,14269698.0
2006-06-23,13310,13900,13261,13408,9501,194781.0,14269698.0
2006-06-26,13409,14440,13016,13457,17041,195495.0,14269698.0
2006-06-27,13900,14096,13654,13998,21360,203343.0,14269698.0
2006-06-28,13458,14244,13458,13506,16637,196208.0,14269698.0
2006-06-29,13703,14145,13703,13948,8095,202630.0,14269698.0
2006-06-30,14244,14489,13851,14194,17158,206197.0,14269698.0
2006-07-03,14145,14244,13851,13850,5748,201203.0,14269698.0
2006-07-04,14145,14145,13605,13654,11200,198349.0,14269698.0
2006-07-05,13114,13556,13114,13163,10951,191214.0,14269698.0
2006-07-06,13163,13409,13114,13163,5143,191214.0,14269698.0
2006-07-07,13261,13458,13065,13261,16050,192641.0,14269698.0
2006-07-10,13212,13900,13212,13359,25904,194068.0,14269698.0
2006-07-11,13310,13507,12967,13064,14988,189787.0,14269698.0
2006-07-12,13114,13556,13114,13457,24792,195495.0,14269698.0
2006-07-13,13163,13507,13114,13457,8297,195495.0,14269698.0
2006-07-14,13114,13458,13016,13114,7958,190500.0,14269698.0
2006-07-18,12819,13016,12574,12573,18348,182652.0,14269698.0
2006-07-19,12770,13065,12426,12868,23354,186933.0,14269698.0
2006-07-20,13261,13409,12918,13408,23669,194781.0,14269698.0
2006-07-21,13409,13802,13261,13654,12865,198349.0,14269698.0
2006-07-24,13556,13654,13212,13654,2957,198349.0,14269698.0
2006-07-25,13753,13949,13310,13457,5809,195495.0,14269698.0
2006-07-26,13703,13949,13556,13801,17950,200489.0,14269698.0
2006-07-27,13802,14047,13556,13556,16423,196922.0,14269698.0
2006-07-28,13360,13753,13261,13310,17356,193354.0,14269698.0
2006-07-31,13654,13753,13261,13310,8232,193354.0,14269698.0
2006-08-01,13654,13654,13114,13212,6256,191927.0,14269698.0
2006-08-02,13507,13507,12918,12966,23230,188360.0,14269698.0
2006-08-03,13065,13703,13016,13261,42172,192641.0,14269698.0
2006-08-04,13507,13605,13114,13163,20286,191214.0,14269698.0
2006-08-07,13163,13261,12819,12819,14846,186220.0,14269698.0
2006-08-08,12672,12918,12672,12819,21396,186220.0,14269698.0
2006-08-09,12819,13851,12819,13752,41008,199776.0,14269698.0
2006-08-10,13949,14145,13556,13899,19043,201916.0,14269698.0
2006-08-11,14096,14440,13802,14047,17236,204057.0,14269698.0
2006-08-14,14047,14047,13458,13457,27207,195495.0,14269698.0
2006-08-16,14145,14145,13114,13163,73296,191214.0,14269698.0
2006-08-17,13261,13703,13065,13506,384508,196208.0,14269698.0
2006-08-18,13753,13949,13458,13605,51177,197635.0,14269698.0
2006-08-21,13753,13998,13556,13654,23354,198349.0,14269698.0
2006-08-22,13261,13703,13261,13605,20366,197635.0,14269698.0
2006-08-23,13605,14686,13556,14243,58337,206911.0,14269698.0
2006-08-24,14047,14538,13900,14489,18553,210478.0,14269698.0
2006-08-25,14489,15030,14047,14047,107102,204057.0,14269698.0
2006-08-28,14244,14244,13654,13948,30406,202630.0,14269698.0
2006-08-29,14145,14195,13851,13998,34484,203343.0,14269698.0
2006-08-30,14047,14244,13703,13752,54432,199776.0,14269698.0
2006-08-31,13949,13949,13802,13850,58952,201203.0,14269698.0
2006-09-01,13900,13900,13605,13801,32533,200489.0,14269698.0
2006-09-04,13851,13900,13654,13703,69831,199062.0,14269698.0
2006-09-05,13753,13753,13409,13506,84378,196208.0,14269698.0
2006-09-06,13753,13802,13507,13556,118867,196922.0,14269698.0
2006-09-07,13409,13507,13261,13457,60071,195495.0,14269698.0
2006-09-08,13310,13654,13310,13506,52316,196208.0,14269698.0
2006-09-11,13556,13556,13163,13163,64478,191214.0,14269698.0
2006-09-12,13212,13556,13114,13212,67964,191927.0,14269698.0
2006-09-13,13458,13458,13163,13163,40061,191214.0,14269698.0
2006-09-14,13212,13409,13212,13261,53419,192641.0,14269698.0
2006-09-15,13310,13949,13261,13654,166176,198349.0,14269698.0
2006-09-18,13900,14637,13851,14587,264211,211905.0,14269698.0
2006-09-19,14637,14735,14342,14489,62155,210478.0,14269698.0
2006-09-20,14489,14931,14391,14489,108967,210478.0,14269698.0
2006-09-21,14784,15422,14735,14734,92014,214045.0,14269698.0
2006-09-22,14538,14833,14145,14538,42404,211192.0,14269698.0
2006-09-25,14637,14637,13900,14341,35849,208338.0,14269698.0
2006-09-26,14195,14538,14047,14341,25600,208338.0,14269698.0
2006-09-27,14195,14538,14047,14145,46531,205484.0,14269698.0
2006-09-28,14342,14391,13900,14194,30976,206197.0,14269698.0
2006-09-29,14244,14391,13949,13948,23016,202630.0,14269698.0
2006-10-02,13949,14735,13949,14440,32270,209765.0,14269698.0
2006-10-04,14195,14489,14047,14440,37368,209765.0,14269698.0
2006-10-09,14588,14833,12819,13212,75727,191927.0,14269698.0
2006-10-10,12868,13851,12868,13752,58096,199776.0,14269698.0
2006-10-11,13753,13851,13360,13556,15734,196922.0,14269698.0
2006-10-12,13654,13703,13360,13556,41602,196922.0,14269698.0
2006-10-13,13753,14145,13507,13899,64934,201916.0,14269698.0
2006-10-16,13900,14096,13654,13703,23750,199062.0,14269698.0
2006-10-17,13949,14145,13507,13556,48017,196922.0,14269698.0
2006-10-18,13409,13654,13310,13457,27758,195495.0,14269698.0
2006-10-19,13605,14047,13458,13506,40520,196208.0,14269698.0
2006-10-20,13753,14195,13654,13948,39221,202630.0,14269698.0
2006-10-23,14145,14145,13900,14047,26814,204057.0,14269698.0
2006-10-24,14145,14195,13703,13948,85635,202630.0,14269698.0
2006-10-25,13949,14489,13802,14145,28764,205484.0,14269698.0
2006-10-26,14244,14833,14047,14538,118520,211192.0,14269698.0
2006-10-27,14538,14637,14391,14489,71825,210478.0,14269698.0
2006-10-30,14391,14440,13900,14243,23462,206911.0,14269698.0
2006-10-31,14538,14686,14244,14440,32355,209765.0,14269698.0
2006-11-01,14587,14882,14391,14833,46904,215472.0,14269698.0
2006-11-02,14784,14931,14735,14734,35483,214045.0,14269698.0
2006-11-03,14931,15717,14637,15275,100201,221894.0,14269698.0
2006-11-06,15226,15668,15030,15324,47502,222607.0,14269698.0
2006-11-07,15717,15717,14931,14931,112760,216899.0,14269698.0
2006-11-08,15226,15324,14735,14833,85736,215472.0,14269698.0
2006-11-09,14931,15619,14833,15275,63327,221894.0,14269698.0
2006-11-10,15275,16061,15079,15913,56072,231169.0,14269698.0
2006-11-13,16208,16896,15963,16699,101758,242585.0,14269698.0
2006-11-14,17092,17092,16257,16257,95802,236164.0,14269698.0
2006-11-15,16454,16454,16159,16404,84690,238304.0,14269698.0
2006-11-16,16208,16454,16012,16208,44242,235450.0,14269698.0
2006-11-17,16208,16356,16012,16306,106283,236877.0,14269698.0
2006-11-20,16601,16994,16061,16208,118231,235450.0,14269698.0
2006-11-21,16110,16847,16110,16846,83016,244725.0,14269698.0
2006-11-22,16798,17387,16503,16895,125261,245439.0,14269698.0
2006-11-23,17092,17092,16552,16650,74324,241871.0,14269698.0
2006-11-24,16454,16798,16356,16699,55673,242585.0,14269698.0
2006-11-27,16749,16945,16454,16552,46766,240444.0,14269698.0
2006-11-28,16208,16307,15963,16011,104902,232596.0,14269698.0
2006-11-29,16061,16208,15570,15717,165186,228315.0,14269698.0
2006-11-30,15717,15914,15570,15668,49880,227602.0,14269698.0
2006-12-01,15619,16945,15619,16945,234041,246152.0,14269698.0
2006-12-04,16798,17289,16552,16945,136990,246152.0,14269698.0
2006-12-05,16994,17387,16307,17288,132854,251147.0,14269698.0
2006-12-06,19155,19843,18419,18418,715539,267557.0,14269698.0
2006-12-07,18713,19155,18369,18664,131349,271124.0,14269698.0
2006-12-08,18369,19548,17927,18664,126410,271124.0,14269698.0
2006-12-11,18419,19057,18419,19057,60398,276832.0,14269698.0
2006-12-12,18959,19008,18222,18516,82874,268984.0,14269698.0
2006-12-13,18173,18517,18075,18172,149844,263989.0,14269698.0
2006-12-14,18566,20334,18468,19450,282546,282540.0,14269698.0
2006-12-15,19352,20236,19352,19842,149249,288248.0,14269698.0
2006-12-18,20285,20629,20236,20628,102732,299664.0,14269698.0
2006-12-19,20236,20531,19941,20235,61279,293956.0,14269698.0
2006-12-20,19941,20580,19941,20334,69597,295383.0,14269698.0
2006-12-21,21071,22053,20874,21218,368257,308225.0,14269698.0
2006-12-22,20874,21022,20236,20334,206023,295383.0,14269698.0
2006-12-26,19892,20236,19204,19450,149877,282540.0,14269698.0
2006-12-27,19150,20200,19150,19600,83193,279686.0,14269698.0
2006-12-28,19950,20200,19750,20000,83455,285394.0,14269698.0
2007-01-02,20750,21800,20600,21700,172448,309652.0,14269698.0
2007-01-03,21900,23600,21150,22450,202448,320355.0,14269698.0
2007-01-04,22200,23500,22100,22100,136063,315360.0,14269698.0
2007-01-05,22300,22500,21400,21700,128493,309652.0,14269698.0
2007-01-08,21500,22100,20800,21400,41982,305372.0,14269698.0
2007-01-09,21050,21750,21000,21700,60400,309652.0,14269698.0
2007-01-10,21500,21650,21250,21500,62978,306799.0,14269698.0
2007-01-11,21400,22700,21400,22700,110616,323922.0,14269698.0
2007-01-12,22800,23000,22000,22050,66819,314647.0,14269698.0
2007-01-15,22000,22300,21650,21800,49562,311079.0,14269698.0
2007-01-16,21650,22000,21300,21650,73248,308939.0,14269698.0
2007-01-17,21350,21500,20500,21100,86513,301091.0,14269698.0
2007-01-18,20700,21150,20400,21100,99525,301091.0,14269698.0
2007-01-19,21050,21250,20450,20700,161436,295383.0,14269698.0
2007-01-22,20750,20850,20200,20600,100491,293956.0,14269698.0
2007-01-23,20400,20600,19850,20200,88085,288248.0,14269698.0
2007-01-24,20200,21000,20200,21000,67951,299664.0,14269698.0
2007-01-25,21300,21750,20850,21650,116502,308939.0,14269698.0
2007-01-26,21250,21950,21050,21950,42665,313220.0,14269698.0
2007-01-29,21650,22200,20750,20750,86623,296096.0,14269698.0
2007-01-30,20750,20950,19800,20500,58367,292529.0,14269698.0
2007-01-31,20500,20600,20000,20050,25839,286107.0,14269698.0
2007-02-01,20050,20700,20000,20150,51702,287534.0,14269698.0
2007-02-02,20300,21300,20300,20900,57212,298237.0,14269698.0
2007-02-05,21200,21200,20650,20950,34974,298950.0,14269698.0
2007-02-06,21100,21900,20850,21900,60809,312506.0,14269698.0
2007-02-07,22050,22750,21550,22550,73826,321782.0,14269698.0
2007-02-08,22700,22700,21650,22700,76060,323922.0,14269698.0
2007-02-09,22900,22900,22300,22650,37642,323209.0,14269698.0
2007-02-12,22500,22850,22000,22850,47195,326063.0,14269698.0
2007-02-13,22950,23350,22800,23200,125751,331057.0,14269698.0
2007-02-14,23450,23450,22900,23200,33807,331057.0,14269698.0
2007-02-15,23350,23450,22950,23100,47538,329630.0,14269698.0
2007-02-16,23000,23100,22600,22800,37051,325349.0,14269698.0
2007-02-20,22550,22950,22550,22650,35194,323209.0,14269698.0
2007-02-21,22700,23300,22700,23300,45803,332484.0,14269698.0
2007-02-22,23500,24250,23350,23950,84700,341759.0,14269698.0
2007-02-23,24200,24600,23700,24450,56315,348894.0,14269698.0
2007-02-26,24300,24500,24000,24200,47850,345327.0,14269698.0
2007-02-27,24000,24100,23700,23800,49176,339619.0,14269698.0
2007-02-28,22900,23200,22650,23000,51251,328203.0,14269698.0
2007-03-02,22600,23250,22600,22700,44367,323922.0,14269698.0
2007-03-05,22750,23250,21650,21650,65783,308939.0,14269698.0
2007-03-06,21600,23450,21600,23450,72042,334624.0,14269698.0
2007-03-07,23300,23750,23100,23100,47455,329630.0,14269698.0
2007-03-08,24000,24000,23250,23550,61409,336051.0,14269698.0
2007-03-09,23800,24050,23200,23900,56587,341046.0,14269698.0
2007-03-12,24000,24000,23350,23500,55155,335338.0,14269698.0
2007-03-13,23400,23850,23350,23500,31698,335338.0,14269698.0
2007-03-14,23400,23450,22600,22750,70001,324636.0,14269698.0
2007-03-15,22750,23200,22700,22800,71517,325349.0,14269698.0
2007-03-16,23700,24950,23300,23550,348032,336051.0,14269698.0
2007-03-19,23550,24400,23300,24000,140468,342473.0,14269698.0
2007-03-20,24350,24850,24000,24750,200677,353175.0,14269698.0
2007-03-21,25050,25100,24350,24750,83949,353175.0,14269698.0
2007-03-22,24850,24900,24200,24300,108319,346754.0,14269698.0
2007-03-23,24050,24650,23800,24400,54908,348181.0,14269698.0
2007-03-26,24400,24400,23900,23900,64149,341046.0,14269698.0
2007-03-27,24400,25000,24350,24400,69919,348181.0,14269698.0
2007-03-28,24700,24900,24250,24300,70010,346754.0,14269698.0
2007-03-29,24250,24700,24200,24700,38510,352462.0,14269698.0
2007-03-30,25100,25150,23950,24750,62919,353175.0,14269698.0
2007-04-02,25050,25750,24550,25300,96355,361023.0,14269698.0
2007-04-03,25200,25300,24550,25000,88579,356742.0,14269698.0
2007-04-04,25000,25300,24900,24950,67862,356029.0,14269698.0
2007-04-05,25150,25150,24500,24800,42061,353889.0,14269698.0
2007-04-06,24800,24800,24350,24450,64094,348894.0,14269698.0
2007-04-09,24600,25150,24450,24950,61060,356029.0,14269698.0
2007-04-10,24950,25350,24550,24600,64768,351035.0,14269698.0
2007-04-11,25100,28200,25100,27900,301365,398125.0,14269698.0
2007-04-12,27800,27850,26550,27050,180132,385995.0,14269698.0
2007-04-13,26850,27200,26350,26700,151318,381001.0,14269698.0
2007-04-16,27100,27400,26500,27250,127616,388849.0,14269698.0
2007-04-17,26800,26800,25950,26150,180822,373153.0,14269698.0
2007-04-18,25750,26200,25500,25950,64456,370299.0,14269698.0
2007-04-19,26300,26300,25050,25150,79501,366033.0,14553988.0
2007-04-20,25100,25800,24950,25750,109506,374765.0,14553988.0
2007-04-23,25750,26550,25450,26000,103055,378404.0,14553988.0
2007-04-24,26300,27000,26000,26850,132222,390775.0,14553988.0
2007-04-25,27100,27100,26300,26500,49402,385681.0,14553988.0
2007-04-26,26500,27050,26300,26950,62510,392230.0,14553988.0
2007-04-27,26550,27700,26550,27100,49047,394413.0,14553988.0
2007-04-30,26900,27200,26150,26600,24747,387136.0,14553988.0
2007-05-02,26200,26600,25700,26050,69214,379131.0,14553988.0
2007-05-03,26250,26450,25600,26450,45513,384953.0,14553988.0
2007-05-04,26400,27500,25900,27500,79373,400235.0,14553988.0
2007-05-07,27650,29500,27500,29500,256905,429343.0,14553988.0
2007-05-08,29800,30750,29000,29500,236619,433266.0,14686988.0
2007-05-09,29500,30550,29200,30000,130509,440610.0,14686988.0
2007-05-10,30700,30700,29200,29600,70362,434735.0,14686988.0
2007-05-11,29200,29750,28500,29750,50920,436938.0,14686988.0
2007-05-14,29750,30200,27600,29000,120195,425923.0,14686988.0
2007-05-15,29000,29000,27200,27500,113652,403892.0,14686988.0
2007-05-16,27800,28000,26700,26950,120141,395814.0,14686988.0
2007-05-17,27400,28250,27200,27700,89035,406830.0,14686988.0
2007-05-18,27900,28300,27600,28000,78518,411236.0,14686988.0
2007-05-21,27650,27900,26700,27150,93093,398752.0,14686988.0
2007-05-22,27200,27500,26950,27200,121132,399486.0,14686988.0
2007-05-23,27500,28500,27250,28200,65999,414173.0,14686988.0
2007-05-25,28950,28950,28250,28650,44956,420782.0,14686988.0
2007-05-28,28400,29350,28150,29000,104991,425923.0,14686988.0
2007-05-29,29500,29500,28500,28900,53147,424454.0,14686988.0
2007-05-30,29000,29000,27800,27800,61453,408298.0,14686988.0
2007-05-31,28000,30650,28000,29300,311024,430329.0,14686988.0
2007-06-01,30000,30000,28400,28450,77773,417845.0,14686988.0
2007-06-04,28400,30200,28400,29500,148431,433266.0,14686988.0
2007-06-05,29150,29700,28800,29500,83514,433266.0,14686988.0
2007-06-07,29400,29400,28800,28800,66332,422985.0,14686988.0
2007-06-08,29300,30000,28400,28800,110156,422985.0,14686988.0
2007-06-11,29300,31450,29250,31000,187070,455297.0,14686988.0
2007-06-12,31900,31900,29650,29800,99073,437672.0,14686988.0
2007-06-13,29600,31200,29200,30250,109152,444281.0,14686988.0
2007-06-14,31000,34700,30450,32100,248340,471452.0,14686988.0
2007-06-15,31900,33400,31900,32400,71522,475858.0,14686988.0
2007-06-18,32900,32900,31550,32000,102738,469984.0,14686988.0
2007-06-19,32500,32800,31500,31600,40966,464109.0,14686988.0
2007-06-20,31150,33150,31000,31200,96048,458234.0,14686988.0
2007-06-21,30800,31800,30800,31250,41287,458968.0,14686988.0
2007-06-22,31950,32350,30850,31100,35012,456765.0,14686988.0
2007-06-25,31200,31200,29000,29000,838664,425923.0,14686988.0
2007-06-26,31000,31500,29000,29300,256201,430329.0,14686988.0
2007-06-27,29300,29600,28200,28300,146155,415642.0,14686988.0
2007-06-28,29100,29700,28500,29600,156118,434735.0,14686988.0
2007-06-29,29600,32100,29600,31250,225986,458968.0,14686988.0
2007-07-02,31450,32400,31350,32000,107982,469984.0,14686988.0
2007-07-03,32500,32600,31600,32000,83367,469984.0,14686988.0
2007-07-04,32500,32600,31800,32000,108713,469984.0,14686988.0
2007-07-05,32100,32500,31200,31400,87784,461171.0,14686988.0
2007-07-06,31950,31950,30900,31500,108120,462640.0,14686988.0
2007-07-09,32050,32900,31550,32100,109770,471452.0,14686988.0
2007-07-10,32700,32950,32050,32250,54638,473655.0,14686988.0
2007-07-11,31900,32350,31200,32250,69035,473655.0,14686988.0
2007-07-12,32250,32500,30800,31050,218651,456031.0,14686988.0
2007-07-13,31600,31750,31000,31300,106768,459703.0,14686988.0
2007-07-16,31050,31250,29500,30450,244664,447219.0,14686988.0
2007-07-18,30700,30700,29400,29400,192782,431797.0,14686988.0
2007-07-19,29450,30550,29450,29750,120803,436938.0,14686988.0
2007-07-20,30550,30550,29700,29700,79728,436204.0,14686988.0
2007-07-23,29700,29800,28550,28900,203138,424454.0,14686988.0
2007-07-24,30900,32500,30700,32200,499643,472921.0,14686988.0
2007-07-25,32400,32500,31000,31850,93229,467781.0,14686988.0
2007-07-26,32200,32200,30750,30750,95349,451625.0,14686988.0
2007-07-27,29750,30050,28150,28300,215899,415642.0,14686988.0
2007-07-30,28200,28500,27400,28300,111598,415642.0,14686988.0
2007-07-31,28600,28900,28150,28350,157519,416376.0,14686988.0
2007-08-01,28000,28300,25600,26000,237371,381862.0,14686988.0
2007-08-02,26800,27500,26100,26300,167379,386268.0,14686988.0
2007-08-03,26650,27300,26300,27200,72863,399486.0,14686988.0
2007-08-06,26300,26700,24750,26150,294247,384065.0,14686988.0
2007-08-07,26650,27350,25500,25500,255325,374518.0,14686988.0
2007-08-08,25600,26400,25450,26400,136948,387736.0,14686988.0
2007-08-09,26850,27300,26400,27300,181169,400955.0,14686988.0
2007-08-10,26750,27100,25500,26900,201147,395080.0,14686988.0
2007-08-13,26900,27250,26200,26400,57193,387736.0,14686988.0
2007-08-14,26000,26400,24400,24750,89468,363503.0,14686988.0
2007-08-16,22200,23000,21050,21050,195385,309161.0,14686988.0
