에스엔유(080000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-07-14,2751,3095,2751,3053,34069,48238.0,4487212.0
2008-07-15,3052,3422,2953,3096,117476,48911.0,4487212.0
2008-07-16,3152,3166,3038,3152,18936,49808.0,4487212.0
2008-07-17,3223,3223,3095,3152,18337,49808.0,4487212.0
2008-07-18,3195,3266,3109,3223,15350,50930.0,4487212.0
2008-07-21,3209,3365,3209,3323,38799,52500.0,4487212.0
2008-07-22,3407,3407,3308,3394,17277,53622.0,4487212.0
2008-07-23,3422,3493,3350,3493,26100,55193.0,4487212.0
2008-07-24,3518,3590,3434,3550,27924,56090.0,4487212.0
2008-07-25,3549,3577,3464,3564,23698,56315.0,4487212.0
2008-07-28,3547,3562,3477,3550,14101,56090.0,4487212.0
2008-07-29,3493,3493,3337,3366,32266,53173.0,4487212.0
2008-07-30,3479,3536,3393,3522,33499,55641.0,4487212.0
2008-07-31,3493,3577,3407,3408,19706,53847.0,4487212.0
2008-08-01,3407,3450,3337,3437,17608,54295.0,4487212.0
2008-08-04,3393,3464,3337,3408,12726,53847.0,4487212.0
2008-08-05,3365,3464,3337,3394,13018,53622.0,4487212.0
2008-08-06,3393,3520,3393,3451,8684,54520.0,4487212.0
2008-08-07,3564,3564,3464,3564,10094,56315.0,4487212.0
2008-08-08,3493,3592,3493,3593,20292,56763.0,4487212.0
2008-08-11,3632,3789,3491,3607,43900,56988.0,4487212.0
2008-08-12,3549,3577,3365,3493,19267,55193.0,4487212.0
2008-08-13,3450,3479,3322,3323,21882,52500.0,4487212.0
2008-08-14,3322,3436,3266,3408,15496,53847.0,4487212.0
2008-08-18,3407,3407,3293,3323,13808,52500.0,4487212.0
2008-08-19,3266,3379,3180,3252,7800,51379.0,4487212.0
2008-08-20,3251,3251,3123,3195,10057,50481.0,4487212.0
2008-08-21,3180,3209,3123,3152,7625,49808.0,4487212.0
2008-08-22,3123,3180,2981,3167,18724,50032.0,4487212.0
2008-08-25,3136,3235,3065,3182,6669,50257.0,4487212.0
2008-08-26,3067,3166,3067,3138,6660,49584.0,4487212.0
2008-08-27,3122,3122,2923,3125,19313,49359.0,4487212.0
2008-08-28,3123,3138,2996,3039,7406,48013.0,4487212.0
2008-08-29,3038,3095,2981,3039,9610,48013.0,4487212.0
2008-09-01,3008,3008,2752,2756,15205,43526.0,4487212.0
2008-09-02,2749,2866,2724,2770,9483,43750.0,4487212.0
2008-09-03,2755,2866,2667,2841,11508,44872.0,4487212.0
2008-09-04,2854,2981,2788,2968,7508,46891.0,4487212.0
2008-09-05,2837,2951,2837,2926,1708,46218.0,4487212.0
2008-09-08,3024,3067,2967,2996,8596,47340.0,4487212.0
2008-09-09,3036,3051,2923,2926,10493,46218.0,4487212.0
2008-09-10,2937,2951,2908,2954,2960,46667.0,4487212.0
2008-09-11,2981,3024,2925,2939,9032,46443.0,4487212.0
2008-09-12,2981,3010,2925,2939,12403,46443.0,4487212.0
2008-09-16,2783,2866,2650,2704,22795,42718.0,4487212.0
2008-09-17,2764,2866,2738,2810,11771,44379.0,4487212.0
2008-09-18,2738,2803,2701,2784,9688,43975.0,4487212.0
2008-09-19,2837,2894,2789,2827,18134,44648.0,4487212.0
2008-09-22,2825,2925,2797,2797,12609,44199.0,4487212.0
2008-09-23,2775,2826,2775,2827,10064,44648.0,4487212.0
2008-09-24,2820,2837,2778,2821,14413,44558.0,4487212.0
2008-09-25,2812,2815,2755,2784,18179,43975.0,4487212.0
2008-09-26,2809,2835,2775,2778,12983,43885.0,4487212.0
2008-09-29,2812,2852,2775,2812,13405,44423.0,4487212.0
2008-09-30,2683,2740,2643,2740,10068,43302.0,4487212.0
2008-10-01,2781,2781,2738,2761,3421,43616.0,4487212.0
2008-10-02,2781,2781,2695,2784,7164,43975.0,4487212.0
2008-10-06,2775,2775,2627,2659,11011,42000.0,4487212.0
2008-10-07,2644,2653,2553,2656,11801,41955.0,4487212.0
2008-10-08,2569,2632,2424,2534,10560,40026.0,4487212.0
2008-10-09,2420,2576,2400,2457,24538,38814.0,4487212.0
2008-10-10,2298,2428,2087,2093,64063,33071.0,4487212.0
2008-10-13,2164,2212,2067,2093,50748,33071.0,4487212.0
2008-10-14,2181,2235,2136,2238,76499,35359.0,4487212.0
2008-10-15,2190,2212,2158,2187,16148,34552.0,4487212.0
2008-10-16,2090,2096,1891,1931,20980,30513.0,4487212.0
2008-10-17,1990,2029,1867,1937,14477,30603.0,4487212.0
2008-10-20,1885,2025,1875,1988,16771,31410.0,4487212.0
2008-10-21,1959,2067,1959,2005,9487,31680.0,4487212.0
2008-10-22,1936,2029,1865,1923,9319,30378.0,4487212.0
2008-10-23,1808,1808,1635,1696,26941,26789.0,4487212.0
2008-10-24,1591,1692,1440,1444,59280,22795.0,4487212.0
2008-10-27,1334,1414,1226,1227,65403,19385.0,4487212.0
2008-10-28,1053,1232,1053,1221,66215,19295.0,4487212.0
2008-10-29,1289,1309,1037,1102,53244,17410.0,4487212.0
2008-10-30,1155,1249,1155,1221,73321,19295.0,4487212.0
2008-10-31,1220,1249,1164,1221,64158,19295.0,4487212.0
2008-11-03,1247,1401,1247,1405,187687,22189.0,4487212.0
2008-11-04,1505,1510,1411,1437,129868,22705.0,4487212.0
2008-11-05,1482,1580,1418,1485,160310,23468.0,4487212.0
2008-11-06,1415,1417,1264,1267,55017,20013.0,4487212.0
2008-11-07,1199,1343,1152,1343,83693,21225.0,4487212.0
2008-11-10,1434,1542,1397,1542,164863,24366.0,4487212.0
2008-11-11,1669,1689,1508,1551,245157,24500.0,4487212.0
2008-11-12,1492,1593,1492,1590,75677,25128.0,4487212.0
2008-11-13,1511,1584,1440,1562,100126,24680.0,4487212.0
2008-11-14,1729,1795,1597,1795,342152,28359.0,4487212.0
2008-11-17,1791,1947,1746,1804,245638,28494.0,4487212.0
2008-11-18,1801,1801,1701,1724,57226,27237.0,4487212.0
2008-11-19,1741,1979,1729,1974,215859,31186.0,4487212.0
2008-11-20,1883,1984,1774,1784,101807,28180.0,4487212.0
2008-11-21,1755,1928,1672,1903,65935,30064.0,4487212.0
2008-11-24,1879,1950,1862,1889,53608,29840.0,4487212.0
2008-11-25,1971,2073,1908,1988,96977,31410.0,4487212.0
2008-11-26,2027,2109,1958,2085,72071,32936.0,4487212.0
2008-11-27,2129,2231,2100,2179,77206,34417.0,4487212.0
2008-11-28,2204,2221,2033,2045,54282,32308.0,4487212.0
2008-12-01,2010,2124,1931,1934,92141,30558.0,4487212.0
2008-12-02,1871,1903,1786,1903,45490,30064.0,4487212.0
2008-12-03,1970,1970,1891,1892,23822,29885.0,4487212.0
2008-12-04,1920,1920,1860,1875,30766,29616.0,4487212.0
2008-12-05,1820,1911,1820,1903,27461,30064.0,4487212.0
2008-12-08,1931,2013,1914,1963,23399,31007.0,4487212.0
2008-12-09,1965,1987,1916,1920,37447,30334.0,4487212.0
2008-12-10,1928,1979,1885,1931,72894,30513.0,4487212.0
2008-12-11,1956,2070,1911,2074,70431,32757.0,4487212.0
2008-12-12,2070,2113,1988,2068,52986,32667.0,4487212.0
2008-12-15,2123,2177,2024,2170,39873,34282.0,4487212.0
2008-12-16,2167,2354,2158,2301,112639,36346.0,4487212.0
2008-12-17,2380,2380,2286,2343,78441,37019.0,4487212.0
2008-12-18,2340,2383,2283,2318,41127,36616.0,4487212.0
2008-12-19,2255,2380,2255,2355,41033,37199.0,4487212.0
2008-12-22,2408,2494,2388,2426,40161,38321.0,4487212.0
2008-12-23,2451,2454,2394,2415,30546,38141.0,4487212.0
2008-12-24,2411,2454,2326,2329,17085,36795.0,4487212.0
2008-12-26,2312,2403,2312,2369,25961,37423.0,4487212.0
2008-12-29,2437,2437,2292,2348,3588,35404.0,4487212.0
2008-12-30,2366,2387,2235,2390,17123,36032.0,4487212.0
2009-01-02,2434,2434,2327,2390,6556,36032.0,4487212.0
2009-01-05,2396,2396,2331,2390,9713,36032.0,4487212.0
2009-01-06,2378,2417,2331,2411,18433,36346.0,4487212.0
2009-01-07,2423,2509,2402,2500,11062,37693.0,4487212.0
2009-01-08,2498,2498,2415,2464,7280,37154.0,4487212.0
2009-01-09,2419,2493,2398,2398,5442,36167.0,4487212.0
2009-01-12,2377,2398,2231,2250,12920,33923.0,4487212.0
2009-01-13,2339,2339,2170,2202,10670,33205.0,4487212.0
2009-01-14,2175,2244,2175,2244,5564,33834.0,4487212.0
2009-01-15,2270,2348,2193,2265,2590,34148.0,4487212.0
2009-01-16,2263,2333,2210,2291,10166,34552.0,4487212.0
2009-01-19,2281,2495,2252,2289,27164,34507.0,4487212.0
2009-01-20,2267,2316,2262,2307,5391,34776.0,4487212.0
2009-01-21,2205,2259,2175,2202,9676,33205.0,4487212.0
2009-01-22,2284,2305,2207,2294,2448,34596.0,4487212.0
2009-01-23,2290,2305,2222,2294,3624,34596.0,4487212.0
2009-01-28,2380,2424,2294,2357,17706,35539.0,4487212.0
2009-01-29,2306,2375,2306,2372,2832,35763.0,4487212.0
2009-01-30,2362,2362,2312,2357,2423,35539.0,4487212.0
2009-02-02,2353,2378,2303,2363,5770,35628.0,4487212.0
2009-02-03,2381,2384,2006,2363,17169,37337.0,4702390.0
2009-02-04,2378,2378,2306,2369,11065,37431.0,4702390.0
2009-02-05,2377,2668,2335,2529,50917,39970.0,4702390.0
2009-02-06,2555,2555,2460,2476,12465,39124.0,4702390.0
2009-02-09,2482,2646,2470,2595,38179,41005.0,4702390.0
2009-02-10,2588,2936,2544,2824,279444,44626.0,4702390.0
2009-02-11,2823,2951,2683,2842,67747,44908.0,4702390.0
2009-02-12,2854,2913,2705,2723,46999,43027.0,4702390.0
2009-02-13,2678,2788,2678,2723,25421,43027.0,4702390.0
2009-02-16,2722,2797,2710,2738,20496,43262.0,4702390.0
2009-02-17,2732,2732,2496,2643,31048,41757.0,4702390.0
2009-02-18,2512,2603,2506,2539,26497,40111.0,4702390.0
2009-02-19,2547,2618,2501,2574,18294,40676.0,4702390.0
2009-02-20,2505,2582,2439,2476,8301,39124.0,4702390.0
2009-02-23,2410,2496,2410,2455,8663,38795.0,4702390.0
2009-02-24,2395,2445,2341,2380,11504,37619.0,4702390.0
2009-02-25,2436,2436,2326,2375,18615,37525.0,4702390.0
2009-02-26,2396,2437,2318,2366,8006,37384.0,4702390.0
2009-02-27,2391,2415,2329,2336,10794,36914.0,4702390.0
2009-03-02,2313,2527,2190,2286,58791,36114.0,4702390.0
2009-03-03,2128,2264,2125,2184,16724,34516.0,4702390.0
2009-03-04,2250,2300,2170,2280,26236,36020.0,4702390.0
2009-03-05,2279,2454,2279,2425,21354,38324.0,4702390.0
2009-03-06,2350,2451,2315,2440,18292,38560.0,4702390.0
2009-03-09,2439,2618,2439,2526,21420,39923.0,4702390.0
2009-03-10,2436,2904,2436,2735,158403,43215.0,4702390.0
2009-03-11,2826,2826,2639,2708,38358,42792.0,4702390.0
2009-03-12,2665,2748,2630,2711,24534,42839.0,4702390.0
2009-03-13,2681,2726,2660,2666,23058,42133.0,4702390.0
2009-03-16,2716,2797,2671,2797,67124,44202.0,4702390.0
2009-03-17,2941,3211,2923,3214,164975,50786.0,4702390.0
2009-03-18,3405,3434,3211,3318,137170,52432.0,4702390.0
2009-03-19,3285,3330,3166,3318,52094,52432.0,4702390.0
2009-03-20,3330,3509,3285,3333,59746,52667.0,4702390.0
2009-03-23,3301,3390,3226,3333,41494,52667.0,4702390.0
2009-03-24,3390,3419,3196,3214,45267,50786.0,4702390.0
2009-03-25,3198,3392,3123,3274,54958,51726.0,4702390.0
2009-03-26,3270,3360,3181,3348,32623,52902.0,4702390.0
2009-03-27,3362,3718,3347,3392,89526,53607.0,4702390.0
2009-03-30,3345,3479,3196,3214,39590,50786.0,4702390.0
2009-03-31,3315,3390,3226,3378,30439,53372.0,4702390.0
2009-04-01,3434,3434,3301,3318,27338,52432.0,4702390.0
2009-04-02,3421,3540,3347,3452,90318,54548.0,4702390.0
2009-04-03,3525,3525,3347,3363,56670,53137.0,4702390.0
2009-04-06,3390,3509,3390,3482,86214,55018.0,4702390.0
2009-04-07,3716,4000,3643,4003,419096,63247.0,4702390.0
2009-04-08,4075,4164,3926,4003,422894,63247.0,4702390.0
2009-04-09,4133,4178,3985,4063,176265,64188.0,4702390.0
2009-04-10,4165,4507,4061,4226,245694,66774.0,4702390.0
2009-04-13,4253,4490,4133,4211,128358,66539.0,4702390.0
2009-04-14,4344,4344,4017,4270,149235,67479.0,4702390.0
2009-04-15,4164,4282,3865,4048,124250,63953.0,4702390.0
2009-04-16,4059,4133,3716,3779,123777,59720.0,4702390.0
2009-04-17,3851,3865,3583,3750,76189,59250.0,4702390.0
2009-04-20,3749,3823,3511,3764,114118,59485.0,4702390.0
2009-04-21,3600,3764,3570,3764,59712,62256.0,4921456.0
2009-04-22,3985,4312,3969,4048,487363,66932.0,4921456.0
2009-04-23,4164,4401,4133,4152,303297,68654.0,4921456.0
2009-04-24,4180,4418,4135,4137,166404,68408.0,4921456.0
2009-04-27,4210,4210,3867,3869,144227,63979.0,4921456.0
2009-04-28,3853,3897,3511,3511,185515,58073.0,4921456.0
2009-04-29,3570,3689,3511,3616,58163,59796.0,4921456.0
2009-04-30,3702,3969,3702,3914,111683,64717.0,4921456.0
2009-05-04,3928,3928,3734,3928,73151,64963.0,4921456.0
2009-05-06,3926,3926,3732,3735,111313,61764.0,4921456.0
2009-05-07,3791,3821,3672,3735,84494,61764.0,4921456.0
2009-05-08,3764,4002,3749,3973,137851,65701.0,4921456.0
2009-05-11,4031,4031,3882,3958,82060,65455.0,4921456.0
2009-05-12,3986,4537,3957,4538,565995,75052.0,4921456.0
2009-05-13,4669,5131,4610,4910,660108,81204.0,4921456.0
2009-05-14,4582,4791,4463,4627,234383,76529.0,4921456.0
2009-05-15,4729,5309,4669,5312,207210,87848.0,4921456.0
2009-05-18,5562,5741,5056,5059,455563,83665.0,4921456.0
2009-05-19,5162,5638,5117,5237,356956,86618.0,4921456.0
2009-05-20,5117,5445,5088,5148,226842,85141.0,4921456.0
2009-05-21,5205,5235,4789,4881,176376,80712.0,4921456.0
2009-05-22,4758,5042,4729,4762,152330,78743.0,4921456.0
2009-05-25,4865,4909,4180,4627,173232,76529.0,4921456.0
2009-05-26,4671,4939,4507,4731,131938,78251.0,4921456.0
2009-05-27,4820,5013,4463,4538,209347,75052.0,4921456.0
2009-05-28,4490,4580,4015,4345,189445,71853.0,4921456.0
2009-05-29,4431,4446,4282,4360,57485,72099.0,4921456.0
2009-06-01,4297,4521,4193,4494,90260,75989.0,5032413.0
2009-06-02,4580,4669,4357,4360,72831,73725.0,5032413.0
2009-06-03,4433,4731,4359,4731,114164,80015.0,5032413.0
2009-06-04,4743,4907,4431,4464,150440,75486.0,5032413.0
2009-06-05,4537,4642,4359,4419,77763,74731.0,5032413.0
2009-06-08,4625,5071,4595,4762,433394,80519.0,5032413.0
2009-06-09,4671,4805,4374,4374,156772,73976.0,5032413.0
2009-06-10,4388,4523,4270,4419,63650,74731.0,5032413.0
2009-06-11,4463,4537,4329,4419,44295,74731.0,5032413.0
2009-06-12,4418,4463,4359,4434,35622,74983.0,5032413.0
2009-06-15,4401,4476,4282,4300,38608,72718.0,5032413.0
2009-06-16,4210,4567,4210,4374,96279,73976.0,5032413.0
2009-06-17,4448,4448,4314,4419,22331,74731.0,5032413.0
2009-06-18,4476,4476,4193,4256,49197,71964.0,5032413.0
2009-06-19,4195,4299,3928,3973,142861,67183.0,5032413.0
2009-06-22,3913,4031,3808,4017,50747,67938.0,5032413.0
2009-06-23,3880,4059,3776,3884,86663,65673.0,5032413.0
2009-06-24,3897,3928,3615,3764,38409,63660.0,5032413.0
2009-06-25,3704,3928,3704,3809,44268,64415.0,5032413.0
2009-06-26,3867,4374,3793,4077,582600,68944.0,5032413.0
2009-06-29,4076,4180,3718,3764,158957,63660.0,5032413.0
2009-06-30,3836,3865,3568,3601,98107,60892.0,5032413.0
2009-07-01,3570,3764,3511,3720,54402,62905.0,5032413.0
2009-07-02,3776,3911,3747,3899,47301,65925.0,5032413.0
2009-07-03,3747,3926,3747,3899,30399,65925.0,5032413.0
2009-07-06,3926,4000,3836,3899,46358,65925.0,5032413.0
2009-07-07,3955,4029,3865,4003,54366,67686.0,5032413.0
2009-07-08,4076,4106,3928,3958,69816,66931.0,5032413.0
2009-07-09,3955,4089,3911,4048,64384,68441.0,5032413.0
2009-07-10,4106,4642,3971,4642,859689,78506.0,5032413.0
2009-07-13,4612,4642,4284,4285,370497,72467.0,5032413.0
2009-07-14,4374,4537,4254,4479,267136,75738.0,5032413.0
2009-07-15,4565,4952,4550,4598,669376,77751.0,5032413.0
2009-07-16,4729,4803,4521,4569,215339,77248.0,5032413.0
2009-07-17,4596,4642,4374,4523,119758,76493.0,5032413.0
2009-07-20,4433,4523,4374,4523,98521,76493.0,5032413.0
2009-07-21,4612,4834,4567,4731,228186,80015.0,5032413.0
2009-07-22,4716,4865,4642,4851,148532,82028.0,5032413.0
2009-07-23,4878,4878,4550,4553,93962,76996.0,5032413.0
2009-07-24,4580,4640,4416,4569,107159,77248.0,5032413.0
2009-07-27,4701,4775,4523,4523,119124,76493.0,5032413.0
2009-07-28,4596,4596,4374,4538,91356,76744.0,5032413.0
2009-07-29,4535,4535,4431,4494,53016,75989.0,5032413.0
2009-07-30,4433,4582,4433,4583,55555,77499.0,5032413.0
2009-07-31,4596,4612,4448,4479,73963,75738.0,5032413.0
2009-08-03,4476,4521,4357,4405,70290,74480.0,5032413.0
2009-08-04,4431,4490,4372,4405,56480,74480.0,5032413.0
2009-08-05,4446,4446,4164,4211,119683,71209.0,5032413.0
2009-08-06,4225,4225,4076,4121,62168,69699.0,5032413.0
2009-08-07,4015,4178,4015,4152,67697,70202.0,5032413.0
2009-08-10,4104,4223,4029,4211,43876,71209.0,5032413.0
2009-08-11,4165,4239,4135,4241,32786,71712.0,5032413.0
2009-08-12,4164,4268,4164,4181,28030,70705.0,5032413.0
2009-08-13,4178,4416,4133,4345,111638,73473.0,5032413.0
2009-08-14,4433,4671,4403,4538,211529,76744.0,5032413.0
2009-08-17,4507,4537,4314,4390,68363,74228.0,5032413.0
2009-08-18,4297,4446,4178,4316,32579,72970.0,5032413.0
2009-08-19,4314,4805,4314,4642,277032,78506.0,5032413.0
2009-08-20,4701,4880,4582,4821,240694,81525.0,5032413.0
2009-08-21,4849,4880,4642,4642,117152,78506.0,5032413.0
2009-08-24,4642,4865,4492,4791,184718,81022.0,5032413.0
2009-08-25,4640,4967,4550,4970,221002,84041.0,5032413.0
2009-08-26,4909,5206,4627,4627,572825,78254.0,5032413.0
2009-08-27,4625,4803,4521,4702,128807,79512.0,5032413.0
2009-08-28,4758,4789,4565,4569,95027,77248.0,5032413.0
2009-08-31,4580,4758,4506,4762,105461,80519.0,5032413.0
2009-09-01,4878,5413,4847,4970,893172,84041.0,5032413.0
2009-09-02,5116,5710,5071,5714,1486816,96622.0,5032413.0
2009-09-03,5891,6175,5564,6100,1299050,103164.0,5032413.0
2009-09-04,6025,6114,5712,5952,572357,100648.0,5032413.0
2009-09-07,5951,6710,5847,6413,1283808,108449.0,5032413.0
2009-09-08,6427,6874,5847,5952,963726,100648.0,5032413.0
2009-09-09,5891,5936,5490,5639,653522,95364.0,5032413.0
2009-09-10,5698,5891,5459,5490,797232,92848.0,5032413.0
2009-09-11,5549,5712,5490,5490,264851,92848.0,5032413.0
2009-09-14,5519,5758,5400,5401,240735,91338.0,5032413.0
2009-09-15,5473,5845,5398,5744,325481,97126.0,5032413.0
2009-09-16,5906,5965,5519,5550,347663,93855.0,5032413.0
2009-09-17,5549,5743,5162,5386,239532,91087.0,5032413.0
2009-09-18,5475,5475,5117,5148,245502,87061.0,5032413.0
2009-09-21,5147,5370,5117,5208,203959,88067.0,5032413.0
2009-09-22,5177,5400,5162,5297,148571,89577.0,5032413.0
2009-09-23,5354,5354,4937,4970,164438,84041.0,5032413.0
2009-09-24,4924,5147,4820,4851,93835,82028.0,5032413.0
2009-09-25,4818,5026,4774,5030,106175,85048.0,5032413.0
2009-09-28,4952,5175,4878,4881,94898,82532.0,5032413.0
2009-09-29,4939,4998,4791,4851,58322,82028.0,5032413.0
2009-09-30,4805,4849,4388,4434,186233,74983.0,5032413.0
2009-10-01,4433,4552,4299,4538,87066,76744.0,5032413.0
2009-10-05,4448,4492,4374,4374,45855,73976.0,5032413.0
2009-10-06,4388,4448,4120,4166,119458,70454.0,5032413.0
2009-10-07,4208,4312,4133,4196,59356,70957.0,5032413.0
2009-10-08,4195,4403,4135,4390,58438,74228.0,5032413.0
2009-10-09,4357,4535,4312,4494,88988,75989.0,5032413.0
2009-10-12,4492,4552,4374,4419,47955,74731.0,5032413.0
2009-10-13,4312,4521,4312,4345,58100,73473.0,5032413.0
2009-10-14,4253,4521,4253,4464,81391,75486.0,5032413.0
2009-10-15,4523,4523,4418,4479,46848,75738.0,5032413.0
2009-10-16,4478,4582,4388,4434,67026,74983.0,5032413.0
2009-10-19,4372,4595,4357,4464,80926,75486.0,5032413.0
2009-10-20,4476,4565,4416,4464,57081,75486.0,5032413.0
2009-10-21,4431,4699,4431,4658,130095,78757.0,5032413.0
2009-10-22,4610,4743,4550,4553,85220,76996.0,5032413.0
2009-10-23,4580,4654,4535,4569,32676,77248.0,5032413.0
2009-10-26,4490,4580,4312,4316,72790,72970.0,5032413.0
2009-10-27,4327,4327,4133,4152,79779,70202.0,5032413.0
2009-10-28,4193,4193,3895,3899,69961,65925.0,5032413.0
2009-10-29,3747,4075,3732,4063,66058,68692.0,5032413.0
2009-10-30,4059,4148,4015,4048,21233,68441.0,5032413.0
2009-11-02,3926,3985,3865,3914,32145,66176.0,5032413.0
2009-11-03,4002,4433,3971,4285,217794,72467.0,5032413.0
2009-11-04,4225,4388,4165,4166,77995,70454.0,5032413.0
2009-11-05,4091,4150,3971,3973,79617,67183.0,5032413.0
2009-11-06,4046,4299,4046,4166,71529,70454.0,5032413.0
2009-11-09,4133,4282,4059,4063,80949,68692.0,5032413.0
2009-11-10,4118,4164,3880,3899,59496,65925.0,5032413.0
2009-11-11,3897,4017,3838,3988,40394,67434.0,5032413.0
2009-11-12,4031,4210,3957,4121,65507,69699.0,5032413.0
2009-11-13,4076,4076,3986,3988,32326,67434.0,5032413.0
2009-11-16,3986,3986,3867,3928,35249,66428.0,5032413.0
2009-11-17,3971,3971,3853,3928,20274,66428.0,5032413.0
2009-11-18,3928,3942,3808,3869,54679,65421.0,5032413.0
2009-11-19,3880,3926,3836,3899,33932,65925.0,5032413.0
2009-11-20,3895,4000,3762,3884,51146,65673.0,5032413.0
2009-11-23,3867,4076,3853,3973,70881,67183.0,5032413.0
2009-11-24,4015,4044,3955,4003,33750,67686.0,5032413.0
2009-11-25,4046,4046,3897,3973,23459,67183.0,5032413.0
2009-11-26,3928,3986,3897,3958,18635,66931.0,5032413.0
2009-11-27,3928,3928,3615,3616,63362,61144.0,5032413.0
2009-11-30,3689,3764,3689,3720,25007,62905.0,5032413.0
2009-12-01,3689,3808,3674,3809,22635,64415.0,5032413.0
2009-12-02,3808,3957,3808,3869,33864,65421.0,5032413.0
2009-12-03,3865,4000,3836,4003,30616,67686.0,5032413.0
2009-12-04,4002,4046,3957,3988,34054,67434.0,5032413.0
2009-12-07,4046,4106,4017,4106,51376,69447.0,5032413.0
2009-12-08,4118,4431,4075,4196,268172,70957.0,5032413.0
2009-12-09,4225,4225,4120,4137,67224,69951.0,5032413.0
2009-12-10,4150,4210,4076,4137,30642,69951.0,5032413.0
2009-12-11,4208,4208,4104,4152,41981,70202.0,5032413.0
2009-12-14,4193,4357,4164,4360,85689,73725.0,5032413.0
2009-12-15,4374,4433,4225,4374,88499,73976.0,5032413.0
2009-12-16,4344,4552,4344,4434,86144,74983.0,5032413.0
2009-12-17,4537,4849,4478,4672,248236,79009.0,5032413.0
2009-12-18,4596,4760,4567,4731,61609,80015.0,5032413.0
2009-12-21,4849,5266,4805,5193,366550,87816.0,5032413.0
2009-12-22,5206,5206,4865,4955,174937,83790.0,5032413.0
2009-12-23,4954,4998,4775,4851,121596,82028.0,5032413.0
2009-12-24,4893,5131,4878,4970,102446,84041.0,5032413.0
2009-12-28,4907,4967,4758,4866,52529,82280.0,5032413.0
2009-12-29,4907,4907,4803,4806,35048,81273.0,5032413.0
2009-12-30,4818,4996,4758,4970,61284,84041.0,5032413.0
2010-01-04,5028,5192,4954,5148,98492,87061.0,5032413.0
2010-01-05,5116,5488,5116,5179,270048,87564.0,5032413.0
2010-01-06,5266,5296,4969,5208,115904,88067.0,5032413.0
2010-01-07,5205,5205,4967,4970,110911,84041.0,5032413.0
2010-01-08,4969,5058,4805,5044,86393,85299.0,5032413.0
2010-01-11,5117,5147,4939,5000,80826,84545.0,5032413.0
2010-01-12,5058,5058,4880,5000,40678,84545.0,5032413.0
2010-01-13,4967,4996,4878,4926,37142,83286.0,5032413.0
2010-01-14,4982,5205,4922,5059,184153,85551.0,5032413.0
2010-01-15,5177,5177,4998,5000,65852,84545.0,5032413.0
2010-01-18,4998,4998,4745,4776,135973,80770.0,5032413.0
2010-01-19,4847,4878,4714,4881,87318,82532.0,5032413.0
2010-01-20,4880,4924,4627,4627,70953,78254.0,5032413.0
2010-01-21,4610,4818,4535,4806,61209,81273.0,5032413.0
2010-01-22,4684,4847,4640,4702,44419,79512.0,5032413.0
2010-01-25,4580,4774,4550,4553,38624,76996.0,5032413.0
2010-01-26,4684,4684,4223,4405,88822,74480.0,5032413.0
2010-01-27,4312,4490,4164,4181,58877,70705.0,5032413.0
2010-01-28,4223,4327,4164,4256,47842,71964.0,5032413.0
2010-01-29,4225,4239,3928,3958,64710,66931.0,5032413.0
2010-02-01,3928,4165,3928,4106,27788,69447.0,5032413.0
2010-02-02,4180,4195,4046,4106,32317,69447.0,5032413.0
2010-02-03,4135,4225,4120,4226,42118,71460.0,5032413.0
2010-02-04,4164,4327,4164,4316,47525,72970.0,5032413.0
2010-02-05,4031,4106,3971,3973,61382,67183.0,5032413.0
2010-02-08,4015,4015,3836,3839,26429,64918.0,5032413.0
2010-02-09,3704,3913,3704,3809,61398,64415.0,5032413.0
2010-02-10,3942,4091,3897,3928,61213,66428.0,5032413.0
2010-02-11,3926,4059,3895,3943,54443,66679.0,5032413.0
2010-02-12,3942,3986,3362,3809,94099,64415.0,5032413.0
2010-02-16,3865,3895,3762,3795,29984,64163.0,5032413.0
2010-02-17,3793,3867,3778,3809,69570,64415.0,5032413.0
2010-02-18,3806,3880,3702,3735,70016,63157.0,5032413.0
2010-02-19,3672,3732,3568,3631,77084,61395.0,5032413.0
2010-02-22,3643,3747,3598,3750,63687,63408.0,5032413.0
2010-02-23,3747,3806,3702,3735,44829,63157.0,5032413.0
2010-02-24,3716,3747,3658,3735,22767,63157.0,5032413.0
2010-02-25,3808,3808,3660,3705,31166,62654.0,5032413.0
2010-02-26,3704,3734,3644,3660,14004,61899.0,5032413.0
2010-03-02,3674,3764,3644,3720,21539,62905.0,5032413.0
2010-03-03,3704,3897,3704,3869,62221,65421.0,5032413.0
2010-03-04,3911,3911,3776,3839,31290,64918.0,5032413.0
2010-03-05,3836,3836,3747,3779,37566,63912.0,5032413.0
2010-03-08,3806,4000,3806,4003,84816,67686.0,5032413.0
2010-03-09,3986,4031,3882,3973,26259,67183.0,5032413.0
2010-03-10,3971,4017,3913,4017,39550,67938.0,5032413.0
2010-03-11,4059,4237,4044,4063,87114,68692.0,5032413.0
2010-03-12,4089,4118,3926,4063,39974,68692.0,5032413.0
2010-03-15,4091,4091,3928,3958,33620,66931.0,5032413.0
2010-03-16,3940,4193,3865,4196,100254,70957.0,5032413.0
2010-03-17,4225,4299,4120,4270,77428,72215.0,5032413.0
