동일금속(109860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-04-01,10200,10450,9980,10300,232960,72100.0,7000000.0
2011-04-04,10600,11250,10500,10700,510863,74900.0,7000000.0
2011-04-05,10700,10700,10250,10450,213927,73150.0,7000000.0
2011-04-06,10650,10750,10150,10200,206918,71400.0,7000000.0
2011-04-07,10200,11100,10100,11100,523460,77700.0,7000000.0
2011-04-08,11400,11400,10550,10600,318069,74200.0,7000000.0
2011-04-11,10650,10850,10400,10650,174247,74550.0,7000000.0
2011-04-12,10700,11050,9870,10000,372546,70000.0,7000000.0
2011-04-13,9960,10100,9430,9650,194584,67550.0,7000000.0
2011-04-14,9560,9660,9280,9280,112962,64960.0,7000000.0
2011-04-15,9310,9680,9300,9530,95634,66710.0,7000000.0
2011-04-18,9480,9590,8920,9310,139782,65170.0,7000000.0
2011-04-19,9330,9700,9030,9150,56585,64050.0,7000000.0
2011-04-20,9170,9490,9170,9440,73914,66080.0,7000000.0
2011-04-21,9510,9570,9000,9040,79976,63280.0,7000000.0
2011-04-22,9040,9120,8840,9040,67635,63280.0,7000000.0
2011-04-25,9190,9420,8950,9300,65717,65100.0,7000000.0
2011-04-26,9340,9360,9150,9230,32425,64610.0,7000000.0
2011-04-27,9250,9360,9100,9120,32939,63840.0,7000000.0
2011-04-28,9110,9400,9110,9300,59919,65100.0,7000000.0
2011-04-29,9300,9400,8640,9050,61564,63350.0,7000000.0
2011-05-02,9120,9300,8950,9200,35482,64400.0,7000000.0
2011-05-03,9200,9280,8970,9000,40143,63000.0,7000000.0
2011-05-04,9090,9170,8950,9120,23594,63840.0,7000000.0
2011-05-06,9110,9190,8920,9000,30874,63000.0,7000000.0
2011-05-09,9100,9680,9100,9480,113314,66360.0,7000000.0
2011-05-11,9760,10600,9720,9920,330654,69440.0,7000000.0
2011-05-12,9620,10100,9620,9810,53336,68670.0,7000000.0
2011-05-13,10000,10200,9810,9900,46045,69300.0,7000000.0
2011-05-16,9900,10150,9750,9890,43251,69230.0,7000000.0
2011-05-17,9700,10300,9700,10200,114907,71400.0,7000000.0
2011-05-18,10700,11100,10300,10500,262124,73500.0,7000000.0
2011-05-19,10700,12050,10450,12050,591695,84350.0,7000000.0
2011-05-20,12500,12600,11200,11900,856568,83300.0,7000000.0
2011-05-23,11800,12000,10650,10700,444001,74900.0,7000000.0
2011-05-24,10900,11150,10700,10800,243611,75600.0,7000000.0
2011-05-25,10700,10850,9990,10200,255698,71400.0,7000000.0
2011-05-26,10350,11700,10200,11050,1038794,77350.0,7000000.0
2011-05-27,11000,11250,10350,11100,393625,77700.0,7000000.0
2011-05-30,11650,12750,11550,12750,1073173,89250.0,7000000.0
2011-05-31,13200,13350,12100,12550,1154941,87850.0,7000000.0
2011-06-01,12500,14350,12350,12800,1679915,89600.0,7000000.0
2011-06-02,12950,13550,12550,13100,846433,91700.0,7000000.0
2011-06-03,13350,14050,12700,12950,777390,90650.0,7000000.0
2011-06-07,12850,13100,12100,12450,307742,87150.0,7000000.0
2011-06-08,12550,12800,12250,12750,254474,89250.0,7000000.0
2011-06-09,12650,12900,11900,12300,295324,86100.0,7000000.0
2011-06-10,12450,12600,11350,11400,376413,79800.0,7000000.0
2011-06-13,11150,11400,10850,11150,208277,78050.0,7000000.0
2011-06-14,11700,12700,11650,12100,903520,84700.0,7000000.0
2011-06-15,12050,12350,11450,11750,416964,82250.0,7000000.0
2011-06-16,11350,11750,11250,11700,149287,81900.0,7000000.0
2011-06-17,11900,12350,11350,12250,401287,85750.0,7000000.0
2011-06-20,12350,12750,12150,12250,331524,85750.0,7000000.0
2011-06-21,12650,13450,12300,12450,870606,87150.0,7000000.0
2011-06-22,13050,13200,12350,12950,506234,90650.0,7000000.0
2011-06-23,12900,13500,12750,13300,316957,93100.0,7000000.0
2011-06-24,13300,13550,12750,13000,274465,91000.0,7000000.0
2011-06-27,13000,13000,12500,12700,95765,88900.0,7000000.0
2011-06-28,12750,13200,12550,12600,245626,88200.0,7000000.0
2011-06-29,12700,13150,12600,12600,217691,88200.0,7000000.0
2011-06-30,12750,12800,12550,12750,123942,89250.0,7000000.0
2011-07-01,12900,12950,12450,12450,119922,87150.0,7000000.0
2011-07-04,12550,12600,12000,12100,165128,84700.0,7000000.0
2011-07-05,12250,12250,11600,11850,251321,82950.0,7000000.0
2011-07-06,11900,12000,11700,12000,143548,84000.0,7000000.0
2011-07-07,12100,12400,11950,12400,143780,86800.0,7000000.0
2011-07-08,12500,12650,12200,12350,138667,86450.0,7000000.0
2011-07-11,12250,12350,11900,12100,50639,84700.0,7000000.0
2011-07-12,11850,12050,11550,11700,74062,81900.0,7000000.0
2011-07-13,11600,11950,11600,11950,51360,83650.0,7000000.0
2011-07-14,11900,12000,11650,11900,40471,83300.0,7000000.0
2011-07-15,12100,12900,12000,12800,255266,89600.0,7000000.0
2011-07-18,13000,13750,12750,13400,320526,93800.0,7000000.0
2011-07-19,13400,13650,13200,13600,166618,95200.0,7000000.0
2011-07-20,13850,14500,13750,14250,340173,99750.0,7000000.0
2011-07-21,14100,14250,13750,14200,141009,99400.0,7000000.0
2011-07-22,14100,14700,14100,14300,178207,100100.0,7000000.0
2011-07-25,14200,14400,13800,13800,91467,96600.0,7000000.0
2011-07-26,14000,15700,13750,15300,231571,107100.0,7000000.0
2011-07-27,15250,15450,14700,15100,211610,105700.0,7000000.0
2011-07-28,14750,15350,14750,15050,87439,105350.0,7000000.0
2011-07-29,15100,15500,14700,15000,108651,105000.0,7000000.0
2011-08-01,15050,15500,14750,15350,117063,107450.0,7000000.0
2011-08-02,15400,15550,14600,14650,97762,102550.0,7000000.0
2011-08-03,14400,14400,13600,13950,148543,97650.0,7000000.0
2011-08-04,14200,14350,12950,12950,128443,90650.0,7000000.0
2011-08-05,12500,12600,11400,12100,212962,84700.0,7000000.0
2011-08-08,12100,12500,10400,11400,177387,79800.0,7000000.0
2011-08-09,10850,11100,9700,11050,238368,77350.0,7000000.0
2011-08-10,11600,12350,11400,12000,193965,84000.0,7000000.0
2011-08-11,11150,12400,11150,12400,143097,86800.0,7000000.0
2011-08-12,13000,13250,12200,12450,155894,87150.0,7000000.0
2011-08-16,12850,13500,12800,12950,122609,90650.0,7000000.0
2011-08-17,12900,13250,12550,12900,100136,90300.0,7000000.0
2011-08-18,13000,13300,12650,12850,147564,89950.0,7000000.0
2011-08-19,12200,12950,11750,12000,117534,84000.0,7000000.0
2011-08-22,12000,12600,11600,11800,40243,82600.0,7000000.0
2011-08-23,11800,12350,11750,12300,73496,86100.0,7000000.0
2011-08-24,12400,12550,12000,12200,40956,85400.0,7000000.0
2011-08-25,12350,12650,12000,12150,42224,85050.0,7000000.0
2011-08-26,12200,12300,11700,12050,54811,84350.0,7000000.0
2011-08-29,12400,13400,12000,13200,179106,92400.0,7000000.0
2011-08-30,13450,13600,12800,12850,129086,89950.0,7000000.0
2011-08-31,12900,13200,12800,13000,75389,91000.0,7000000.0
2011-09-01,13100,13600,12900,13000,150363,91000.0,7000000.0
2011-09-02,13000,13050,12350,12650,88758,88550.0,7000000.0
2011-09-05,12500,13050,12200,12300,60980,86100.0,7000000.0
2011-09-06,12250,12450,11900,11900,56301,83300.0,7000000.0
2011-09-07,12250,13650,12200,13100,184205,91700.0,7000000.0
2011-09-08,13350,13700,12900,13700,128861,95900.0,7000000.0
2011-09-09,13450,14250,13250,13500,135541,94500.0,7000000.0
2011-09-14,13500,13600,12600,12750,51135,89250.0,7000000.0
2011-09-15,13100,13250,12450,12700,50667,88900.0,7000000.0
2011-09-16,12900,13100,12750,13100,40809,91700.0,7000000.0
2011-09-19,13000,13050,12550,12550,42411,87850.0,7000000.0
2011-09-20,12600,12900,12250,12900,20344,90300.0,7000000.0
2011-09-21,12950,12950,12700,12800,34885,89600.0,7000000.0
2011-09-22,12550,12650,12150,12600,25074,88200.0,7000000.0
2011-09-23,12050,12300,10950,11100,280335,77700.0,7000000.0
2011-09-26,11250,11400,9720,10000,89556,70000.0,7000000.0
2011-09-27,10250,10750,10250,10700,55945,74900.0,7000000.0
2011-09-28,11000,11000,10350,10500,33072,73500.0,7000000.0
2011-09-29,10200,10800,9970,10800,87637,75600.0,7000000.0
2011-09-30,10900,10900,10500,10500,36165,73500.0,7000000.0
2011-10-04,10000,10000,9600,9870,46246,69090.0,7000000.0
2011-10-05,9900,9920,9210,9300,53263,65100.0,7000000.0
2011-10-06,9500,9680,9030,9350,69724,65450.0,7000000.0
2011-10-07,9600,10200,9400,10200,123781,71400.0,7000000.0
2011-10-10,10200,10300,9900,10200,77474,71400.0,7000000.0
2011-10-11,10500,11000,10400,10700,93779,74900.0,7000000.0
2011-10-12,10800,11500,10500,11300,97208,79100.0,7000000.0
2011-10-13,11700,11800,11300,11800,55582,82600.0,7000000.0
2011-10-14,11650,12150,11400,12100,27771,84700.0,7000000.0
2011-10-17,12200,12550,12050,12500,71533,87500.0,7000000.0
2011-10-18,12400,12650,12100,12550,27554,87850.0,7000000.0
2011-10-19,12600,12650,12450,12600,27743,88200.0,7000000.0
2011-10-20,12600,12800,12400,12600,57237,88200.0,7000000.0
2011-10-21,12650,12800,12050,12200,35757,85400.0,7000000.0
2011-10-24,12400,12600,12050,12200,41129,85400.0,7000000.0
2011-10-25,12300,12400,11900,12000,35558,84000.0,7000000.0
2011-10-26,12000,12350,11850,12300,15656,86100.0,7000000.0
2011-10-27,12300,12450,12000,12200,12065,85400.0,7000000.0
2011-10-28,12350,13300,12150,12950,104059,90650.0,7000000.0
2011-10-31,12800,12950,12400,12700,15493,88900.0,7000000.0
2011-11-01,12350,12600,12050,12450,21135,87150.0,7000000.0
2011-11-02,12100,12100,11650,12000,24528,84000.0,7000000.0
2011-11-03,12100,12200,11750,11750,16342,82250.0,7000000.0
2011-11-04,11900,12350,11900,12300,21259,86100.0,7000000.0
2011-11-07,12500,12500,11900,11950,14203,83650.0,7000000.0
2011-11-08,12100,12150,11650,11650,9773,81550.0,7000000.0
2011-11-09,11950,12050,11650,11800,8998,82600.0,7000000.0
2011-11-10,11400,11450,10600,11050,30633,77350.0,7000000.0
2011-11-11,11250,11550,11100,11550,9222,80850.0,7000000.0
2011-11-14,11750,12300,11700,12100,20869,84700.0,7000000.0
2011-11-15,12100,12150,11650,11700,6879,81900.0,7000000.0
2011-11-16,11950,12100,11350,11350,17094,79450.0,7000000.0
2011-11-17,11400,11700,11050,11700,18004,81900.0,7000000.0
2011-11-18,11300,11600,11250,11250,8852,78750.0,7000000.0
2011-11-21,11250,11350,10700,10850,33667,75950.0,7000000.0
2011-11-22,10600,10850,10450,10850,44470,75950.0,7000000.0
2011-11-23,10850,10850,10200,10250,21926,71750.0,7000000.0
2011-11-24,10100,10500,9950,10400,45134,72800.0,7000000.0
2011-11-25,10200,10750,10150,10550,53421,73850.0,7000000.0
2011-11-28,10600,10850,10350,10500,41726,73500.0,7000000.0
2011-11-29,10650,10750,10450,10650,24204,74550.0,7000000.0
2011-11-30,10700,10700,10450,10450,13784,73150.0,7000000.0
2011-12-01,11300,12000,10750,10750,491959,75250.0,7000000.0
2011-12-02,10800,11150,10700,11000,76478,77000.0,7000000.0
2011-12-05,11150,11250,10800,10950,49844,76650.0,7000000.0
2011-12-06,10900,11000,10550,10800,35391,75600.0,7000000.0
2011-12-07,10700,11300,10650,11150,45896,78050.0,7000000.0
2011-12-08,10850,11300,10850,11000,20994,77000.0,7000000.0
2011-12-09,10800,10950,10400,10600,42217,74200.0,7000000.0
2011-12-12,10700,10800,10450,10650,24970,74550.0,7000000.0
2011-12-13,10450,10800,10350,10550,34135,73850.0,7000000.0
2011-12-14,10550,11600,10550,11450,161642,80150.0,7000000.0
2011-12-15,11100,11700,11100,11550,99756,80850.0,7000000.0
2011-12-16,11900,12800,11650,12600,300189,88200.0,7000000.0
2011-12-19,12850,13350,11200,12500,260998,87500.0,7000000.0
2011-12-20,12700,12800,12300,12550,156361,87850.0,7000000.0
2011-12-21,12800,13700,12600,13000,238201,91000.0,7000000.0
2011-12-22,13050,13150,12550,13000,81604,91000.0,7000000.0
2011-12-23,13000,13100,12500,12850,39896,89950.0,7000000.0
2011-12-26,12850,13000,12500,12900,51205,90300.0,7000000.0
2011-12-27,13000,13150,12550,12700,33714,88900.0,7000000.0
2011-12-28,12900,12900,12450,12550,4363,87850.0,7000000.0
2011-12-29,12550,12700,12300,12450,10328,87150.0,7000000.0
2012-01-02,12500,12500,12150,12500,23477,87500.0,7000000.0
2012-01-03,12550,12600,12000,12550,36301,87850.0,7000000.0
2012-01-04,12550,12550,11500,11900,163203,83300.0,7000000.0
2012-01-05,11800,12400,11500,12250,133260,85750.0,7000000.0
2012-01-06,12300,12500,11950,12300,38069,86100.0,7000000.0
2012-01-09,12300,12850,11900,12600,52603,88200.0,7000000.0
2012-01-10,12550,12800,12450,12600,35384,88200.0,7000000.0
2012-01-11,12800,12800,12450,12600,51984,88200.0,7000000.0
2012-01-12,12800,13000,12300,12850,62692,89950.0,7000000.0
2012-01-13,12900,12900,12500,12800,27940,89600.0,7000000.0
2012-01-16,12600,13000,12300,13000,60542,91000.0,7000000.0
2012-01-17,13000,13250,12800,13150,70842,92050.0,7000000.0
2012-01-18,13150,13250,12900,13050,45449,91350.0,7000000.0
2012-01-19,13200,13200,12850,13000,42965,91000.0,7000000.0
2012-01-20,13200,13200,12600,12800,39867,89600.0,7000000.0
2012-01-25,12850,12850,12300,12300,30275,86100.0,7000000.0
2012-01-26,12250,12700,12200,12250,35834,85750.0,7000000.0
2012-01-27,12200,12800,12200,12750,38565,89250.0,7000000.0
2012-01-30,12750,12800,12250,12700,44617,88900.0,7000000.0
2012-01-31,12800,12800,12250,12400,44731,86800.0,7000000.0
2012-02-01,12300,13150,12150,13100,201593,91700.0,7000000.0
2012-02-02,13100,13600,12950,13100,150414,91700.0,7000000.0
2012-02-03,13550,15000,13350,13550,609957,94850.0,7000000.0
2012-02-06,13850,13850,13150,13450,84334,94150.0,7000000.0
2012-02-07,13300,13850,13200,13850,127580,96950.0,7000000.0
2012-02-08,13850,14450,13650,14250,164414,99750.0,7000000.0
2012-02-09,14250,15050,14050,14800,267446,103600.0,7000000.0
2012-02-10,14900,15100,14500,14950,158414,104650.0,7000000.0
2012-02-13,14800,15150,14200,15100,185990,105700.0,7000000.0
2012-02-14,15100,15650,14850,15400,118378,107800.0,7000000.0
2012-02-15,15650,15950,15450,15950,212105,111650.0,7000000.0
2012-02-16,16000,16200,15600,15950,73476,111650.0,7000000.0
2012-02-17,16450,16800,16100,16600,237378,116200.0,7000000.0
2012-02-20,17100,17100,16300,16750,83126,117250.0,7000000.0
2012-02-21,16800,16800,16300,16600,48359,116200.0,7000000.0
2012-02-22,16600,16800,15900,16800,126516,117600.0,7000000.0
2012-02-23,16800,16800,16300,16300,48209,114100.0,7000000.0
2012-02-24,16450,16700,15800,16400,68271,114800.0,7000000.0
2012-02-27,16600,16800,16150,16500,70513,115500.0,7000000.0
2012-02-28,16500,16700,16150,16350,42130,114450.0,7000000.0
2012-02-29,16250,16500,16100,16300,38520,114100.0,7000000.0
2012-03-02,16400,16550,15700,15950,46718,111650.0,7000000.0
2012-03-05,16000,16150,15700,16100,73817,112700.0,7000000.0
2012-03-06,16150,16150,15850,16100,27073,112700.0,7000000.0
2012-03-07,15950,16000,14950,15500,117347,108500.0,7000000.0
2012-03-08,15250,16050,15200,16000,58548,112000.0,7000000.0
2012-03-09,16000,16250,15700,16000,26332,112000.0,7000000.0
2012-03-12,16000,16000,15250,15550,76103,108850.0,7000000.0
2012-03-13,15350,15650,15350,15500,13899,108500.0,7000000.0
2012-03-14,15300,15600,15000,15500,85390,108500.0,7000000.0
2012-03-15,15500,15600,15000,15250,35588,106750.0,7000000.0
2012-03-16,15100,15600,14500,15450,123545,108150.0,7000000.0
2012-03-19,15450,15600,15150,15600,33348,109200.0,7000000.0
2012-03-20,15550,15900,15200,15600,59662,109200.0,7000000.0
2012-03-21,15400,15500,14850,15000,67645,105000.0,7000000.0
2012-03-22,15000,15200,14350,14400,55333,100800.0,7000000.0
2012-03-23,14450,14950,14400,14700,28187,102900.0,7000000.0
2012-03-26,14900,14900,14300,14500,20100,101500.0,7000000.0
2012-03-27,14350,15200,14300,15200,50065,106400.0,7000000.0
2012-03-28,15100,15250,14600,14700,54872,102900.0,7000000.0
2012-03-29,14900,15100,14250,14650,36794,102550.0,7000000.0
2012-03-30,14900,15100,14750,14750,18584,103250.0,7000000.0
2012-04-02,14700,15000,14600,14750,13643,103250.0,7000000.0
2012-04-03,14700,14900,14300,14700,42584,102900.0,7000000.0
2012-04-04,14750,14750,13650,14550,59450,101850.0,7000000.0
2012-04-05,14200,14800,13850,14800,80002,103600.0,7000000.0
2012-04-06,14900,14900,14500,14600,13253,102200.0,7000000.0
2012-04-09,14700,14700,14000,14000,15961,98000.0,7000000.0
2012-04-10,13650,14300,13400,14300,33118,100100.0,7000000.0
2012-04-12,14400,14400,13700,14050,28104,98350.0,7000000.0
2012-04-13,14300,14500,14150,14400,14840,100800.0,7000000.0
2012-04-16,14400,14450,14200,14200,8465,99400.0,7000000.0
2012-04-17,14400,14800,14200,14700,32860,102900.0,7000000.0
2012-04-18,14800,15300,14650,15100,43480,105700.0,7000000.0
2012-04-19,15100,15200,14850,15000,14807,105000.0,7000000.0
2012-04-20,15000,15100,14500,14550,29292,101850.0,7000000.0
2012-04-23,14500,14950,14400,14900,24775,104300.0,7000000.0
2012-04-24,14600,15050,14500,14800,18450,103600.0,7000000.0
2012-04-25,14700,14900,14300,14300,37607,100100.0,7000000.0
2012-04-26,14500,14550,13800,14200,38697,99400.0,7000000.0
2012-04-27,14150,14300,13850,14150,20189,99050.0,7000000.0
2012-04-30,14200,14200,13350,13600,35370,95200.0,7000000.0
2012-05-02,13700,13800,13150,13200,36278,92400.0,7000000.0
2012-05-03,13200,13800,13050,13650,16919,95550.0,7000000.0
2012-05-04,13600,13850,13600,13700,9488,95900.0,7000000.0
2012-05-07,13400,13600,13250,13450,18723,94150.0,7000000.0
2012-05-08,13700,13700,13350,13500,20014,94500.0,7000000.0
2012-05-09,13500,14250,13450,13900,41629,97300.0,7000000.0
2012-05-10,13900,14200,13600,14200,19177,99400.0,7000000.0
2012-05-11,14300,14300,13750,13800,8108,96600.0,7000000.0
2012-05-14,13850,14050,13450,14000,12827,98000.0,7000000.0
2012-05-15,13800,14150,13150,13450,25786,94150.0,7000000.0
2012-05-16,13300,13700,13000,13300,28159,93100.0,7000000.0
2012-05-17,13100,13350,12700,12950,47158,90650.0,7000000.0
2012-05-18,12650,12850,11850,12050,41525,84350.0,7000000.0
2012-05-21,12050,12350,11300,11400,66024,79800.0,7000000.0
2012-05-22,11500,12000,11250,11600,94439,81200.0,7000000.0
2012-05-23,11600,11600,11200,11400,45668,79800.0,7000000.0
2012-05-24,11500,11600,11300,11600,16029,81200.0,7000000.0
2012-05-25,11700,12350,11600,12000,56432,84000.0,7000000.0
2012-05-29,12000,12500,11800,12450,24230,87150.0,7000000.0
2012-05-30,12450,12800,12250,12350,12040,86450.0,7000000.0
2012-05-31,12050,12300,11900,12250,14025,85750.0,7000000.0
2012-06-01,12250,12550,11900,11900,30293,83300.0,7000000.0
2012-06-04,11400,11600,11100,11150,19749,78050.0,7000000.0
2012-06-05,11200,12400,11200,11900,42599,83300.0,7000000.0
2012-06-07,11950,12450,11900,12100,36632,84700.0,7000000.0
2012-06-08,12200,12550,11950,11950,44525,83650.0,7000000.0
2012-06-11,12100,12200,12000,12150,19099,85050.0,7000000.0
2012-06-12,11900,12100,11800,11900,16734,83300.0,7000000.0
2012-06-13,11950,12000,11600,11750,17135,82250.0,7000000.0
2012-06-14,11650,11850,11600,11750,8990,82250.0,7000000.0
2012-06-15,11850,11850,11500,11500,15339,80500.0,7000000.0
2012-06-18,11650,12000,11650,11950,14690,83650.0,7000000.0
2012-06-19,11950,12650,11900,12400,43145,86800.0,7000000.0
2012-06-20,12450,13000,12450,13000,47404,91000.0,7000000.0
2012-06-21,12800,13150,12600,12750,14786,89250.0,7000000.0
2012-06-22,12350,13000,12350,12800,16670,89600.0,7000000.0
2012-06-25,12750,13000,12650,12700,5323,88900.0,7000000.0
2012-06-26,12700,13300,12450,13200,16119,92400.0,7000000.0
2012-06-27,13450,13500,12900,13400,27028,93800.0,7000000.0
2012-06-28,13250,13450,12900,12900,18971,90300.0,7000000.0
2012-06-29,12900,13000,12650,12800,7338,89600.0,7000000.0
2012-07-02,12850,12950,12500,12650,14134,88550.0,7000000.0
2012-07-03,12700,13200,12700,13000,21315,91000.0,7000000.0
2012-07-04,13200,13500,12900,13500,48840,94500.0,7000000.0
2012-07-05,13550,13550,13100,13300,27032,93100.0,7000000.0
2012-07-06,13250,13250,12800,13150,23538,92050.0,7000000.0
2012-07-09,13000,13000,12700,12750,27257,89250.0,7000000.0
2012-07-10,12750,12800,12150,12750,58009,89250.0,7000000.0
2012-07-11,12750,12800,12150,12350,42508,86450.0,7000000.0
2012-07-12,12150,12350,11900,12000,45748,84000.0,7000000.0
2012-07-13,12000,12400,11500,12350,37048,86450.0,7000000.0
2012-07-16,12350,12350,12150,12300,10374,86100.0,7000000.0
2012-07-17,12300,12300,11900,12200,16405,85400.0,7000000.0
2012-07-18,12250,12350,11900,11900,16105,83300.0,7000000.0
2012-07-19,11950,12300,11850,11950,18240,83650.0,7000000.0
2012-07-20,11900,12100,11900,12000,6577,84000.0,7000000.0
2012-07-23,11950,11950,11300,11300,75217,79100.0,7000000.0
2012-07-24,11400,11400,10850,11200,15857,78400.0,7000000.0
2012-07-25,11200,11450,11000,11100,10591,77700.0,7000000.0
2012-07-26,11200,11600,11150,11600,9666,81200.0,7000000.0
2012-07-27,11800,11800,11500,11600,7647,81200.0,7000000.0
2012-07-30,11800,12050,11750,11850,5722,82950.0,7000000.0
2012-07-31,11950,11950,11700,11750,9681,82250.0,7000000.0
2012-08-01,11800,11800,11450,11500,13441,80500.0,7000000.0
2012-08-02,11600,11850,11600,11850,2933,82950.0,7000000.0
2012-08-03,11650,11750,11550,11650,1878,81550.0,7000000.0
2012-08-06,11850,12000,11700,11950,7701,83650.0,7000000.0
2012-08-07,12000,12000,11450,11700,41387,81900.0,7000000.0
2012-08-08,11800,11950,11550,11600,15454,81200.0,7000000.0
2012-08-09,11600,11950,11600,11850,13316,82950.0,7000000.0
2012-08-10,11850,12000,11650,11650,7285,81550.0,7000000.0
2012-08-13,11700,12350,11600,12250,16784,85750.0,7000000.0
2012-08-14,12250,12550,12100,12550,18127,87850.0,7000000.0
2012-08-16,12700,12700,12200,12450,35324,87150.0,7000000.0
2012-08-17,12600,14000,12550,13550,138047,94850.0,7000000.0
2012-08-20,13800,14050,13000,13500,114296,94500.0,7000000.0
2012-08-21,13550,14100,13200,14050,85609,98350.0,7000000.0
2012-08-22,14000,14050,13700,14050,51382,98350.0,7000000.0
2012-08-23,13850,14200,13600,13950,51158,97650.0,7000000.0
2012-08-24,13950,13950,13450,13750,41697,96250.0,7000000.0
2012-08-27,13700,13750,13250,13450,22880,94150.0,7000000.0
2012-08-28,13650,14450,13450,14300,81023,100100.0,7000000.0
2012-08-29,14300,14700,14150,14500,82644,101500.0,7000000.0
2012-08-30,14500,14750,14150,14700,61849,102900.0,7000000.0
2012-08-31,14500,14850,14400,14450,29221,101150.0,7000000.0
2012-09-03,14500,14650,14250,14500,35405,101500.0,7000000.0
2012-09-04,14800,14800,14350,14450,45118,101150.0,7000000.0
2012-09-05,14500,14500,13700,14150,48948,99050.0,7000000.0
2012-09-06,14050,14250,13700,13850,39210,96950.0,7000000.0
2012-09-07,14100,14700,14000,14550,46371,101850.0,7000000.0
2012-09-10,14700,14750,14550,14600,40110,102200.0,7000000.0
2012-09-11,14700,14700,14350,14500,25786,101500.0,7000000.0
2012-09-12,14650,15350,14400,14500,85769,101500.0,7000000.0
2012-09-13,14500,14500,14100,14100,35452,98700.0,7000000.0
2012-09-14,14350,14500,13900,14450,80272,101150.0,7000000.0
2012-09-17,14050,14400,13900,13900,45404,97300.0,7000000.0
2012-09-18,13800,14100,13650,14100,26951,98700.0,7000000.0
2012-09-19,14100,14350,13850,14250,24733,99750.0,7000000.0
2012-09-20,14100,14700,14100,14700,52851,102900.0,7000000.0
2012-09-21,14600,14750,14350,14500,40021,101500.0,7000000.0
2012-09-24,14700,14700,14100,14300,41249,100100.0,7000000.0
2012-09-25,14300,14500,13950,14200,35358,99400.0,7000000.0
2012-09-26,14000,14350,13850,13900,37371,97300.0,7000000.0
2012-09-27,13800,14250,13550,14000,38990,98000.0,7000000.0
2012-09-28,14000,14050,13700,13800,39774,96600.0,7000000.0
2012-10-02,13800,13900,13400,13550,24311,94850.0,7000000.0
2012-10-04,13550,13650,13200,13650,47399,95550.0,7000000.0
2012-10-05,13650,14150,13400,13950,38736,97650.0,7000000.0
2012-10-08,13900,14500,13900,14400,40521,100800.0,7000000.0
2012-10-09,14500,14600,14200,14300,23547,100100.0,7000000.0
2012-10-10,14300,14300,13650,13900,40272,97300.0,7000000.0
2012-10-11,13800,14050,13700,13800,17589,96600.0,7000000.0
2012-10-12,13800,14050,13800,14000,14088,98000.0,7000000.0
2012-10-15,14300,14300,13300,13900,13436,97300.0,7000000.0
2012-10-16,13900,13900,13450,13600,17157,95200.0,7000000.0
2012-10-17,13500,13700,13400,13500,25011,94500.0,7000000.0
2012-10-18,13600,13700,12950,13450,46872,94150.0,7000000.0
2012-10-19,13400,13450,12950,12950,24145,90650.0,7000000.0
2012-10-22,12800,13350,12700,13200,18467,92400.0,7000000.0
2012-10-23,13200,13350,13050,13100,25498,91700.0,7000000.0
2012-10-24,13100,13150,12600,12650,35232,88550.0,7000000.0
2012-10-25,12750,12850,12150,12200,72951,85400.0,7000000.0
2012-10-26,12250,12250,11500,12000,55760,84000.0,7000000.0
2012-10-29,12200,12200,11750,11900,18342,83300.0,7000000.0
2012-10-30,11650,12250,11650,12200,13812,85400.0,7000000.0
2012-10-31,12250,12600,12200,12300,16511,86100.0,7000000.0
2012-11-01,12400,12500,11850,12150,32473,85050.0,7000000.0
2012-11-02,12300,12300,11700,12200,44962,85400.0,7000000.0
2012-11-05,12250,12250,11850,12100,29917,84700.0,7000000.0
2012-11-06,12050,12200,11900,12000,37495,84000.0,7000000.0
2012-11-07,12300,13100,12150,12850,112700,89950.0,7000000.0
2012-11-08,12750,13000,12500,12750,41879,89250.0,7000000.0
2012-11-09,12750,13450,12400,13200,51694,92400.0,7000000.0
2012-11-12,13300,13400,13000,13250,25120,92750.0,7000000.0
2012-11-13,13250,13300,12650,12800,48027,89600.0,7000000.0
2012-11-14,13000,13100,12600,12700,62404,88900.0,7000000.0
2012-11-15,13000,13450,12850,12950,214453,90650.0,7000000.0
2012-11-16,12900,13200,12550,13000,83049,91000.0,7000000.0
2012-11-19,13000,13350,12950,13200,47946,92400.0,7000000.0
2012-11-20,13450,13600,13150,13200,59038,92400.0,7000000.0
2012-11-21,13300,13850,13200,13500,104435,94500.0,7000000.0
2012-11-22,13800,14350,13750,14200,149110,99400.0,7000000.0
2012-11-23,14250,14250,13750,14000,78407,98000.0,7000000.0
2012-11-26,13950,14500,13800,14350,98653,100450.0,7000000.0
2012-11-27,14300,14750,14200,14600,96529,102200.0,7000000.0
2012-11-28,14500,14550,14250,14450,49826,101150.0,7000000.0
2012-11-29,14550,14550,14050,14500,54040,101500.0,7000000.0
2012-11-30,14400,14700,13900,13900,47369,97300.0,7000000.0
2012-12-03,13900,14050,13800,13900,74736,97300.0,7000000.0
2012-12-04,13850,14050,13600,13800,47294,96600.0,7000000.0
2012-12-05,13800,14100,13600,13700,62736,95900.0,7000000.0
2012-12-06,13750,13850,13600,13650,31478,95550.0,7000000.0
