메카로(241770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-02-13,36350,36350,34200,34500,67350,344142.0,9975140.0
2018-02-14,34200,36800,33950,35950,56799,358606.0,9975140.0
2018-02-19,36500,36600,35350,35800,43987,357110.0,9975140.0
2018-02-20,35900,36400,35250,36000,31069,359105.0,9975140.0
2018-02-21,36200,36650,35400,36400,28394,363095.0,9975140.0
2018-02-22,36600,36650,35900,36500,20172,364093.0,9975140.0
2018-02-23,36550,36800,35850,36000,21002,359321.0,9981140.0
2018-02-26,36150,36150,34950,35550,45494,354830.0,9981140.0
2018-02-27,35500,36300,35400,36150,41497,360818.0,9981140.0
2018-02-28,35850,36300,34750,36000,38694,359321.0,9981140.0
2018-03-02,35000,35950,34300,35800,31807,357325.0,9981140.0
2018-03-05,36200,36200,34350,34450,40651,343850.0,9981140.0
2018-03-06,33500,34450,33000,34100,188152,340357.0,9981140.0
2018-03-07,33700,34450,32950,33800,79338,337363.0,9981140.0
2018-03-08,33550,35200,33500,34950,46530,348841.0,9981140.0
2018-03-09,35350,35800,34500,34900,57452,348342.0,9981140.0
2018-03-12,35350,35400,34250,35000,30793,349340.0,9981140.0
2018-03-13,34900,37550,34650,37400,133655,373295.0,9981140.0
2018-03-14,36800,37950,36450,37350,59941,372796.0,9981140.0
2018-03-15,37300,38600,37100,38450,99118,383775.0,9981140.0
2018-03-16,38450,38550,37600,38100,45121,380281.0,9981140.0
2018-03-19,38100,38450,37300,37400,37353,373295.0,9981140.0
2018-03-20,37400,37400,35800,36600,52716,365310.0,9981140.0
2018-03-21,36500,37000,35700,36300,59622,362315.0,9981140.0
2018-03-22,36500,37800,36300,37650,100975,375790.0,9981140.0
2018-03-23,36750,37500,35300,36000,32429,359321.0,9981140.0
2018-03-26,36000,36500,35350,36200,37212,361317.0,9981140.0
2018-03-27,36700,37450,36300,37300,53273,372297.0,9981140.0
2018-03-28,37000,37000,34750,34950,86327,348841.0,9981140.0
2018-03-29,35100,35600,34550,35600,46347,355329.0,9981140.0
2018-03-30,35600,35800,34700,35250,49579,351835.0,9981140.0
2018-04-02,35350,35400,33900,34300,58647,342353.0,9981140.0
2018-04-03,33650,35000,33500,34950,31511,348841.0,9981140.0
2018-04-04,35000,35000,33750,34650,29081,345847.0,9981140.0
2018-04-05,34750,36250,34200,36000,58707,359321.0,9981140.0
2018-04-06,35800,35800,34800,35400,32764,353332.0,9981140.0
2018-04-09,34900,35950,34850,35450,32859,353831.0,9981140.0
2018-04-10,35950,37100,35450,36600,112428,365310.0,9981140.0
2018-04-11,36700,37900,36650,37700,107993,376289.0,9981140.0
2018-04-12,37700,38750,37300,38050,70947,379782.0,9981140.0
2018-04-13,38000,38050,36450,37050,84797,369801.0,9981140.0
2018-04-16,37200,37400,36500,37400,25574,373295.0,9981140.0
2018-04-17,37700,37750,36300,37300,35612,372297.0,9981140.0
2018-04-18,37050,38150,37000,37700,50525,376289.0,9981140.0
2018-04-19,38000,38800,36900,37250,78954,371797.0,9981140.0
2018-04-20,36900,37400,36550,37050,41921,369801.0,9981140.0
2018-04-23,36600,36700,35550,36000,51763,359321.0,9981140.0
2018-04-24,36000,36000,34750,35550,36435,354830.0,9981140.0
2018-04-25,35550,35550,34800,35050,19008,349839.0,9981140.0
2018-04-26,35550,36700,35150,36600,36034,365310.0,9981140.0
2018-04-27,36650,36750,35500,36000,28008,359321.0,9981140.0
2018-04-30,35950,35950,34700,34950,52336,348841.0,9981140.0
2018-05-02,34500,35500,34450,34900,14010,348342.0,9981140.0
2018-05-03,34900,35200,34100,34300,56594,342353.0,9981140.0
2018-05-04,34500,35100,34400,34700,29620,346346.0,9981140.0
2018-05-08,34700,35450,34700,34900,39015,348342.0,9981140.0
2018-05-09,34900,36250,34900,35650,60312,355828.0,9981140.0
2018-05-10,35950,35950,35150,35500,21072,354330.0,9981140.0
2018-05-11,35500,35850,35000,35700,18667,356327.0,9981140.0
2018-05-14,37000,37100,34950,35200,66148,351336.0,9981140.0
2018-05-15,35500,35650,34650,35200,36307,351336.0,9981140.0
2018-05-16,35200,36150,35000,35700,74385,356327.0,9981140.0
2018-05-17,36000,37000,36000,36700,111811,366308.0,9981140.0
2018-05-18,37000,37600,36250,37000,63748,369302.0,9981140.0
2018-05-21,36950,37000,36100,36250,33672,361816.0,9981140.0
2018-05-23,36500,38000,36000,36400,166653,363313.0,9981140.0
2018-05-24,36900,36900,35100,35450,68229,353831.0,9981140.0
2018-05-25,34600,35950,34450,34800,112934,347344.0,9981140.0
2018-05-28,35200,35300,34500,34750,42515,346845.0,9981140.0
2018-05-29,34850,35650,34550,35250,22797,351835.0,9981140.0
2018-05-30,35250,35250,34500,35100,27456,350338.0,9981140.0
2018-05-31,35100,35800,34750,35800,46544,357325.0,9981140.0
2018-06-01,35800,36800,35300,36550,56211,364811.0,9981140.0
2018-06-04,36750,36750,35600,36000,32101,359321.0,9981140.0
2018-06-05,35800,36200,35200,35750,35881,356826.0,9981140.0
2018-06-07,35750,35950,35050,35450,41091,353831.0,9981140.0
2018-06-08,35500,35650,34650,35000,51385,349340.0,9981140.0
2018-06-11,35000,35000,34500,34800,36846,347344.0,9981140.0
2018-06-12,34800,35850,34800,35800,56764,357325.0,9981140.0
2018-06-14,35800,36300,34900,36100,48368,360319.0,9981140.0
2018-06-15,36100,36350,35450,35850,25426,357824.0,9981140.0
2018-06-18,35200,36000,33800,34800,69113,347344.0,9981140.0
2018-06-19,34800,35100,31000,31650,128505,315903.0,9981140.0
2018-06-20,32000,32800,31250,32400,39772,323389.0,9981140.0
2018-06-21,32800,32800,31700,31700,31663,316402.0,9981140.0
2018-06-22,32400,32400,30950,31900,34991,318398.0,9981140.0
2018-06-25,31900,32200,30200,30400,72503,303427.0,9981140.0
2018-06-26,29500,29800,28550,28850,119463,287956.0,9981140.0
2018-06-27,29150,30150,28900,30050,49828,299933.0,9981140.0
2018-06-28,29850,30000,29000,29300,34704,292447.0,9981140.0
2018-06-29,29750,29800,27800,29300,24965,292447.0,9981140.0
2018-07-02,29100,29550,28300,28750,30069,286958.0,9981140.0
2018-07-03,28350,29600,27450,28450,58328,283963.0,9981140.0
2018-07-04,28000,28950,28000,28850,14598,287956.0,9981140.0
2018-07-05,28850,29200,28000,28350,22651,282965.0,9981140.0
2018-07-06,28650,28650,27000,27900,42994,278474.0,9981140.0
2018-07-09,28300,28500,27600,28000,25168,279472.0,9981140.0
2018-07-10,28400,29350,28350,29100,28970,290451.0,9981140.0
2018-07-11,29000,29350,28450,29300,31617,292447.0,9981140.0
2018-07-12,29000,29350,28150,28200,45065,281468.0,9981140.0
2018-07-13,28700,28800,27900,28300,29626,282466.0,9981140.0
2018-07-16,28350,28700,27850,28000,20090,279472.0,9981140.0
2018-07-17,27950,28000,27100,27800,32986,277476.0,9981140.0
2018-07-18,27600,27950,27400,27500,35563,274481.0,9981140.0
2018-07-19,27200,27450,26050,26100,72924,260508.0,9981140.0
2018-07-20,25900,26150,25300,26000,74153,259510.0,9981140.0
2018-07-23,26000,26000,24200,24300,73216,242542.0,9981140.0
2018-07-24,24050,24450,23350,23750,107006,237052.0,9981140.0
2018-07-25,23550,24650,23400,23500,78129,234557.0,9981140.0
2018-07-26,23550,24000,23250,23800,76624,237551.0,9981140.0
2018-07-27,24100,26300,24050,24550,193367,245037.0,9981140.0
2018-07-30,24900,25200,24450,24650,72478,246035.0,9981140.0
2018-07-31,24950,25450,24300,24400,114520,243540.0,9981140.0
2018-08-01,24650,25450,24300,25250,96994,252024.0,9981140.0
2018-08-02,25600,25600,24500,24800,65262,247532.0,9981140.0
2018-08-03,24950,24950,23800,24000,103560,239547.0,9981140.0
2018-08-06,24000,24350,23700,23950,42344,239048.0,9981140.0
2018-08-07,24000,24200,23750,24000,22822,239547.0,9981140.0
2018-08-08,24100,25300,24100,24550,98099,245037.0,9981140.0
2018-08-09,24600,24650,24200,24500,29213,244538.0,9981140.0
2018-08-10,24550,24550,23550,23750,65444,237052.0,9981140.0
2018-08-13,23800,23800,21150,21600,153163,215593.0,9981140.0
2018-08-14,21600,21950,21050,21300,77369,212598.0,9981140.0
2018-08-16,21100,21700,20850,21700,49030,216591.0,9981140.0
2018-08-17,21800,22600,21600,21850,51104,218088.0,9981140.0
2018-08-20,21800,21900,21150,21400,56721,213596.0,9981140.0
2018-08-21,21450,22650,21400,22500,63655,224576.0,9981140.0
2018-08-22,22500,23650,22250,23400,78514,233559.0,9981140.0
2018-08-23,23450,23700,23050,23450,57021,234058.0,9981140.0
2018-08-24,23350,23400,22850,23200,41510,231562.0,9981140.0
2018-08-27,23350,23350,22300,22450,33867,224077.0,9981140.0
2018-08-28,22550,23050,21950,22150,90270,221082.0,9981140.0
2018-08-29,22300,24400,22150,24000,133932,239547.0,9981140.0
2018-08-30,24400,25250,24150,24500,154222,244538.0,9981140.0
2018-08-31,24300,24300,23650,23900,63569,238549.0,9981140.0
2018-09-03,23800,24700,23800,23900,60676,238549.0,9981140.0
2018-09-04,23950,24300,23550,23750,31550,237052.0,9981140.0
2018-09-05,23950,23950,23300,23450,44614,234058.0,9981140.0
2018-09-06,23550,23800,23000,23700,45332,236553.0,9981140.0
2018-09-07,23350,23400,22100,22300,96949,222579.0,9981140.0
2018-09-10,22350,22450,21650,22000,48741,219585.0,9981140.0
2018-09-11,21800,22450,21800,22200,36198,221581.0,9981140.0
2018-09-12,22400,22850,21950,22600,52628,225574.0,9981140.0
2018-09-13,22600,22600,22000,22350,48661,223078.0,9981140.0
2018-09-14,22450,23250,22450,23050,49439,230065.0,9981140.0
2018-09-17,23400,23850,23000,23600,104503,235555.0,9981140.0
2018-09-18,23550,23550,22250,22450,128547,224077.0,9981140.0
2018-09-19,22800,22800,22050,22050,47704,220084.0,9981140.0
2018-09-20,22250,22250,20900,21150,95929,211101.0,9981140.0
2018-09-21,21450,21500,20900,21400,37158,213596.0,9981140.0
2018-09-27,21400,21400,20800,20900,45098,208606.0,9981140.0
2018-09-28,21000,21300,20900,20900,35634,208606.0,9981140.0
2018-10-01,20900,21450,20800,20850,27627,208107.0,9981140.0
2018-10-02,20850,20850,19550,19700,105013,196628.0,9981140.0
2018-10-04,19750,19800,17950,18050,163272,180160.0,9981140.0
2018-10-05,18100,18450,17550,18000,55604,179661.0,9981140.0
2018-10-08,17950,18350,17850,17850,28232,178163.0,9981140.0
2018-10-10,17850,18100,16900,16950,81348,169180.0,9981140.0
2018-10-11,16300,16700,15950,15950,98579,159199.0,9981140.0
2018-10-12,15600,16900,15600,16350,78026,163192.0,9981140.0
2018-10-15,16550,16650,15850,16100,48819,160696.0,9981140.0
2018-10-16,16100,16600,16000,16450,38080,164190.0,9981140.0
2018-10-17,16600,17250,16600,17000,45562,169679.0,9981140.0
2018-10-18,16950,17000,16300,16450,48138,164190.0,9981140.0
2018-10-19,16200,16500,16000,16400,25624,163691.0,9981140.0
2018-10-22,16400,16400,15850,16100,50441,160696.0,9981140.0
2018-10-23,16250,16300,15500,15750,43137,157203.0,9981140.0
2018-10-24,15800,16050,14650,15200,46397,151713.0,9981140.0
2018-10-25,14500,15200,14250,15200,106703,151713.0,9981140.0
2018-10-26,15200,15300,14050,14650,64007,146224.0,9981140.0
2018-10-29,14300,15200,13550,13750,86616,137241.0,9981140.0
2018-10-30,13150,14500,13150,14250,116853,142231.0,9981140.0
2018-10-31,14500,15450,14250,15150,80444,151214.0,9981140.0
2018-11-01,15300,16000,15250,15350,79788,153210.0,9981140.0
2018-11-02,15900,17950,15700,17550,306133,175169.0,9981140.0
2018-11-05,17300,17600,16500,17250,62456,172175.0,9981140.0
2018-11-06,17200,17200,16550,16800,55308,167683.0,9981140.0
2018-11-07,16800,17100,16500,17000,44292,169679.0,9981140.0
2018-11-08,17200,17400,15900,15900,145642,158700.0,9981140.0
2018-11-09,15850,16050,14800,15250,133726,152212.0,9981140.0
2018-11-12,15100,15300,14800,15150,48615,151214.0,9981140.0
2018-11-13,14650,14900,14400,14750,56465,147222.0,9981140.0
2018-11-14,14900,15100,14600,14800,41082,147721.0,9981140.0
2018-11-15,14700,15050,14550,15050,31160,150216.0,9981140.0
2018-11-16,15250,16050,15000,15700,88906,156704.0,9981140.0
2018-11-19,15600,16750,15600,16500,125254,164689.0,9981140.0
2018-11-20,16250,16550,15450,15950,96109,159199.0,9981140.0
2018-11-21,15900,16550,15700,16400,55264,163691.0,9981140.0
2018-11-22,16550,16550,16000,16150,53269,161195.0,9981140.0
2018-11-23,16300,16300,15850,15950,42906,159199.0,9981140.0
2018-11-26,15850,16250,15850,16050,38928,160197.0,9981140.0
2018-11-27,16200,16700,16050,16350,55830,163192.0,9981140.0
2018-11-28,16350,16450,16100,16100,27645,160696.0,9981140.0
2018-11-29,16400,16400,16200,16300,36606,162693.0,9981140.0
2018-11-30,16300,16400,15550,15900,69816,158700.0,9981140.0
2018-12-03,16000,16100,15800,15850,61225,158201.0,9981140.0
2018-12-04,16000,16150,15650,15650,47931,156205.0,9981140.0
2018-12-05,15400,15700,14850,14900,47703,148719.0,9981140.0
2018-12-06,15200,15200,14450,14800,34262,147721.0,9981140.0
2018-12-07,14850,15050,14450,14700,23637,146723.0,9981140.0
2018-12-10,14300,14450,14000,14100,24622,140734.0,9981140.0
2018-12-11,14300,14300,13900,14000,7701,139736.0,9981140.0
2018-12-12,14050,14350,14050,14200,18162,141732.0,9981140.0
2018-12-13,14350,14600,14100,14550,19202,145226.0,9981140.0
2018-12-14,14700,14750,14200,14300,16413,142730.0,9981140.0
2018-12-17,14300,14300,13550,14050,35766,140235.0,9981140.0
2018-12-18,14000,14050,13700,14000,11791,139736.0,9981140.0
2018-12-19,14000,14350,13800,13800,24013,137740.0,9981140.0
2018-12-20,13800,13800,13450,13750,27538,137241.0,9981140.0
2018-12-21,13750,14200,13700,14150,13298,141233.0,9981140.0
2018-12-24,14150,14400,13900,14250,18346,142231.0,9981140.0
2018-12-26,13800,14200,13550,14000,32034,139876.0,9991140.0
2018-12-27,14150,14150,13700,13900,13327,138877.0,9991140.0
2018-12-28,13900,14250,13850,14100,19864,140875.0,9991140.0
2019-01-02,14300,14300,13750,13850,7841,138377.0,9991140.0
2019-01-03,13900,14000,13150,13200,25368,131883.0,9991140.0
2019-01-04,13150,13400,12650,12900,32282,128886.0,9991140.0
2019-01-07,12950,13350,12950,13150,19193,131383.0,9991140.0
2019-01-08,13250,13450,13000,13200,14160,131883.0,9991140.0
2019-01-09,13100,13650,13100,13550,25264,135380.0,9991140.0
2019-01-10,13550,13950,13500,13750,36628,137378.0,9991140.0
2019-01-11,13850,14050,13700,14050,23484,140376.0,9991140.0
2019-01-14,14100,14150,13800,13900,11994,138877.0,9991140.0
2019-01-15,14000,14200,13950,14050,18311,140376.0,9991140.0
2019-01-16,14150,14150,13700,14050,24781,140376.0,9991140.0
2019-01-17,14100,14500,14000,14200,53456,141874.0,9991140.0
2019-01-18,14500,14550,14050,14250,23575,142374.0,9991140.0
2019-01-21,14500,14650,14250,14650,36929,146370.0,9991140.0
2019-01-22,14650,14700,14300,14350,17446,143373.0,9991140.0
2019-01-23,14100,14450,14100,14200,15699,141874.0,9991140.0
2019-01-24,14200,14800,14200,14750,59774,147369.0,9991140.0
2019-01-25,14900,17350,14850,16350,1029714,163355.0,9991140.0
2019-01-28,16400,16850,16200,16350,163783,163355.0,9991140.0
2019-01-29,16550,16900,15900,16850,119171,168351.0,9991140.0
2019-01-30,16800,18050,16500,17700,308539,176843.0,9991140.0
2019-01-31,18100,18100,17050,17700,117972,176843.0,9991140.0
2019-02-01,17600,17600,16950,17050,75809,170349.0,9991140.0
2019-02-07,16950,17150,16350,16850,78364,168351.0,9991140.0
2019-02-08,16950,17050,16550,16700,53917,166852.0,9991140.0
2019-02-11,16600,16850,16200,16300,62380,162856.0,9991140.0
2019-02-12,16550,17050,16500,16700,53458,166852.0,9991140.0
2019-02-13,16750,18150,16750,17600,213173,175844.0,9991140.0
2019-02-14,18100,19250,17900,18700,306042,186834.0,9991140.0
2019-02-15,18600,19000,18050,18400,101006,183837.0,9991140.0
2019-02-18,18400,19500,18100,18850,133184,188333.0,9991140.0
2019-02-19,19350,19400,18550,18700,101936,186834.0,9991140.0
2019-02-20,18900,18900,17950,18100,137311,180840.0,9991140.0
2019-02-21,18250,18400,17900,18200,52328,181839.0,9991140.0
2019-02-22,18200,18300,17800,18300,41179,182838.0,9991140.0
2019-02-25,18550,19400,18350,19200,187360,191830.0,9991140.0
2019-02-26,20000,21950,19500,19500,648531,194827.0,9991140.0
2019-02-27,19850,20300,19650,19850,112597,198324.0,9991140.0
2019-02-28,19650,19950,18300,18550,178010,185336.0,9991140.0
2019-03-04,18850,18950,18400,18550,86380,185336.0,9991140.0
2019-03-05,18450,18850,17700,17800,110297,177842.0,9991140.0
2019-03-06,17700,18200,17500,17850,56865,178342.0,9991140.0
2019-03-07,18200,18200,17150,17350,52764,173346.0,9991140.0
2019-03-08,17000,17250,16800,17250,52883,172347.0,9991140.0
2019-03-11,17500,18250,16950,18250,54411,182338.0,9991140.0
2019-03-12,18700,19550,18650,19100,275145,190831.0,9991140.0
2019-03-13,19000,19100,18300,18950,80795,189332.0,9991140.0
2019-03-14,18950,19650,18650,19500,198942,194827.0,9991140.0
2019-03-15,19500,19550,18900,19100,90989,190831.0,9991140.0
2019-03-18,19200,19300,18800,18850,38016,188333.0,9991140.0
2019-03-19,18800,19400,18650,18650,70976,186335.0,9991140.0
2019-03-20,18550,18800,18300,18800,68041,187833.0,9991140.0
2019-03-21,18800,19400,18750,19050,104870,190331.0,9991140.0
2019-03-22,19400,19400,18550,18650,76681,186335.0,9991140.0
2019-03-25,18300,18550,17950,18300,59920,182838.0,9991140.0
2019-03-26,18400,18550,18100,18450,38207,184337.0,9991140.0
2019-03-27,18300,18650,18000,18000,48281,179841.0,9991140.0
2019-03-28,18000,18050,17250,17450,65812,174345.0,9991140.0
2019-03-29,17500,17800,17000,17750,51138,177343.0,9991140.0
2019-04-01,17750,18500,17700,18450,48823,184337.0,9991140.0
2019-04-02,18700,19000,18250,18550,66190,185336.0,9991140.0
2019-04-03,18650,19200,18600,19200,73570,191830.0,9991140.0
2019-04-04,19250,19650,19100,19400,79993,193828.0,9991140.0
2019-04-05,19500,20450,19400,20050,175678,200322.0,9991140.0
2019-04-08,20500,20600,19900,20050,136892,200322.0,9991140.0
2019-04-09,20200,20250,19650,19700,80529,196825.0,9991140.0
2019-04-10,19650,20600,19450,20550,97903,205318.0,9991140.0
2019-04-11,20550,20550,19800,19900,99840,198824.0,9991140.0
2019-04-12,19750,20000,19600,19800,41596,197825.0,9991140.0
2019-04-15,19950,20100,19350,19500,60351,194827.0,9991140.0
2019-04-16,19700,19700,19000,19250,42198,192329.0,9991140.0
2019-04-17,19500,20100,19350,19750,80781,197325.0,9991140.0
2019-04-18,19800,20050,19050,19300,59046,192829.0,9991140.0
2019-04-19,19450,19450,18800,19100,40554,190831.0,9991140.0
2019-04-22,19250,19300,18800,18850,32363,188333.0,9991140.0
2019-04-23,18700,19100,18500,18950,48742,189332.0,9991140.0
2019-04-24,19000,19200,18700,18750,34356,187334.0,9991140.0
2019-04-25,18750,19750,18600,19250,92716,192329.0,9991140.0
2019-04-26,19100,19900,18600,18800,88202,189305.0,10069440.0
2019-04-29,18950,19200,18700,19200,33431,193333.0,10069440.0
2019-04-30,19250,19250,18550,18700,169113,188299.0,10069440.0
2019-05-02,18800,18950,18000,18800,38967,189305.0,10069440.0
2019-05-03,18800,18900,18500,18700,16582,188299.0,10069440.0
2019-05-07,18450,18550,17900,18300,34242,184271.0,10069440.0
2019-05-08,18050,18250,17700,17800,42006,179236.0,10069440.0
2019-05-09,18100,18100,16900,17000,74099,171180.0,10069440.0
2019-05-10,17300,17850,16750,17600,41697,177222.0,10069440.0
2019-05-13,18050,18500,17700,18150,82078,182760.0,10069440.0
2019-05-14,17250,18550,17250,18500,63400,186285.0,10069440.0
2019-05-15,18550,18750,15550,16200,361313,163125.0,10069440.0
2019-05-16,15700,15950,14700,14800,221539,149028.0,10069440.0
2019-05-17,14800,15350,14150,14450,130579,145503.0,10069440.0
2019-05-20,14200,14500,13900,14100,75375,141979.0,10069440.0
2019-05-21,14100,14200,13700,14000,62128,140972.0,10069440.0
2019-05-22,14150,14300,13800,14050,41355,141476.0,10069440.0
2019-05-23,14050,14050,13300,13300,46521,133924.0,10069440.0
2019-05-24,13450,13600,13050,13500,42731,135937.0,10069440.0
2019-05-27,13250,13750,13200,13400,32964,134930.0,10069440.0
2019-05-28,13550,13700,13200,13700,27056,137951.0,10069440.0
2019-05-29,13700,13700,13200,13300,26872,133924.0,10069440.0
2019-05-30,13450,13500,13200,13500,15554,135937.0,10069440.0
2019-05-31,13600,13600,13250,13400,23620,134930.0,10069440.0
2019-06-03,13400,13650,13300,13550,19527,136441.0,10069440.0
2019-06-04,13600,14150,13600,13850,57435,139534.0,10074640.0
2019-06-05,14150,14250,13950,13950,31328,140541.0,10074640.0
2019-06-07,14100,14100,13600,14000,28181,141045.0,10074640.0
2019-06-10,14000,14450,13900,14150,81892,142556.0,10074640.0
2019-06-11,14300,14350,14100,14250,28979,143564.0,10074640.0
2019-06-12,14300,14500,14150,14300,25903,144067.0,10074640.0
2019-06-13,14350,14850,14000,14500,87269,146082.0,10074640.0
2019-06-14,14500,14900,14350,14350,24526,144571.0,10074640.0
2019-06-17,14350,14600,14100,14200,29008,143060.0,10074640.0
2019-06-18,14350,14400,13850,14050,61789,141549.0,10074640.0
2019-06-19,14200,14400,14050,14150,27432,142556.0,10074640.0
2019-06-20,14150,14600,14050,14600,44745,147090.0,10074640.0
2019-06-21,14650,14650,14350,14450,26235,145579.0,10074640.0
2019-06-24,14450,14600,14300,14450,23130,145579.0,10074640.0
2019-06-25,14450,14550,14000,14050,39226,141549.0,10074640.0
2019-06-26,14000,14250,13850,14100,22866,142052.0,10074640.0
2019-06-27,14000,14200,13750,13950,58708,140541.0,10074640.0
2019-06-28,14150,14250,13800,14000,29136,141045.0,10074640.0
2019-07-01,14000,14400,14000,14300,27647,144067.0,10074640.0
2019-07-02,14250,15100,14150,14700,144785,148097.0,10074640.0
2019-07-03,14650,15950,14400,15850,351223,159683.0,10074640.0
2019-07-04,15950,16200,15150,15150,201432,152631.0,10074640.0
2019-07-05,15300,15350,14850,15100,60419,152127.0,10074640.0
2019-07-08,15350,15800,14100,14450,215267,145579.0,10074640.0
2019-07-09,14350,14650,13450,13500,143966,136008.0,10074640.0
2019-07-10,13400,14050,13400,13800,49993,139030.0,10074640.0
2019-07-11,13900,14850,13850,14750,93487,148601.0,10074640.0
2019-07-12,14800,15050,14550,14700,49601,148097.0,10074640.0
2019-07-15,14800,14950,14450,14950,45169,150616.0,10074640.0
2019-07-16,15300,16800,15300,16400,763206,165224.0,10074640.0
2019-07-17,16400,16450,15750,16000,223855,161194.0,10074640.0
2019-07-18,16000,16700,15950,16050,180568,161698.0,10074640.0
2019-07-19,15950,16300,15400,15500,118034,156157.0,10074640.0
2019-07-22,15500,17350,15250,17000,697225,171269.0,10074640.0
2019-07-23,16900,16950,16150,16200,207942,163209.0,10074640.0
2019-07-24,16200,16500,15100,15450,196561,155653.0,10074640.0
2019-07-25,15400,15600,14550,14950,201992,150616.0,10074640.0
2019-07-26,14750,14950,14250,14300,106242,144067.0,10074640.0
2019-07-29,14450,14700,13500,13500,107850,136008.0,10074640.0
2019-07-30,13500,14100,13500,13900,73897,140037.0,10074640.0
2019-07-31,13800,14150,13250,13950,59885,140541.0,10074640.0
2019-08-01,13950,14100,13500,13850,46720,139534.0,10074640.0
2019-08-02,13800,14500,13450,13950,71797,140541.0,10074640.0
2019-08-05,13900,14550,13050,13150,140742,132482.0,10074640.0
2019-08-06,12700,13500,12250,12350,121530,124422.0,10074640.0
2019-08-07,12350,13050,12300,13000,82648,130970.0,10074640.0
2019-08-08,13700,15050,13600,13800,179597,139030.0,10074640.0
2019-08-09,13800,13950,13650,13800,41439,139030.0,10074640.0
2019-08-12,14100,14200,13450,13850,49153,139534.0,10074640.0
2019-08-13,13500,13900,13500,13850,30750,139534.0,10074640.0
2019-08-14,14050,14200,13850,14100,51620,142052.0,10074640.0
2019-08-16,13700,13950,13400,13750,42453,138526.0,10074640.0
2019-08-19,14000,14000,13400,13500,48149,136008.0,10074640.0
2019-08-20,13600,14100,13600,14100,54878,142052.0,10074640.0
2019-08-21,13900,14500,13900,14400,49894,145075.0,10074640.0
2019-08-22,14500,14600,14150,14250,26823,143564.0,10074640.0
2019-08-23,14200,14600,13950,14350,62496,144571.0,10074640.0
2019-08-26,14000,14200,13650,13850,50174,139534.0,10074640.0
