아바텍(149950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-07-23,15450,15700,15250,15450,58725,251951.0,16307500.0
2014-07-24,15650,16150,15250,16000,121332,260920.0,16307500.0
2014-07-25,16200,16250,15550,15700,64972,256028.0,16307500.0
2014-07-28,15600,15850,14800,14800,108232,241351.0,16307500.0
2014-07-29,14800,14850,14200,14500,137146,236459.0,16307500.0
2014-07-30,14500,14750,14200,14450,118960,235643.0,16307500.0
2014-07-31,14500,14800,14250,14700,39938,239720.0,16307500.0
2014-08-01,14600,15000,14300,14950,38023,243797.0,16307500.0
2014-08-04,14950,15400,14700,14950,84979,243797.0,16307500.0
2014-08-05,15250,15500,14900,15000,98519,244612.0,16307500.0
2014-08-06,15050,15350,14900,15000,50255,244612.0,16307500.0
2014-08-07,15200,15200,14600,14750,46209,240536.0,16307500.0
2014-08-08,14950,15000,14500,14600,28557,238090.0,16307500.0
2014-08-11,15250,15250,14600,14950,93071,243797.0,16307500.0
2014-08-12,14900,15450,14850,15300,233916,249505.0,16307500.0
2014-08-13,15600,15700,15150,15300,154160,249505.0,16307500.0
2014-08-14,15350,15500,15200,15400,128401,251136.0,16307500.0
2014-08-18,15400,15400,14900,14900,87651,242982.0,16307500.0
2014-08-19,15100,15100,14550,14800,118990,241351.0,16307500.0
2014-08-20,15150,15300,14850,14900,80610,242982.0,16307500.0
2014-08-21,15100,15100,14700,14900,71443,242982.0,16307500.0
2014-08-22,15100,15200,14300,14600,102928,238090.0,16307500.0
2014-08-25,14800,14800,14250,14300,90519,233197.0,16307500.0
2014-08-26,14300,14550,14300,14450,95640,235643.0,16307500.0
2014-08-27,14450,14700,14100,14150,87283,230751.0,16307500.0
2014-08-28,14250,14450,13650,13700,122929,223413.0,16307500.0
2014-08-29,14150,14350,13650,13850,103576,225859.0,16307500.0
2014-09-01,14200,14700,13800,13850,199632,225859.0,16307500.0
2014-09-02,14100,15850,14050,15550,516679,253582.0,16307500.0
2014-09-03,15600,15650,15100,15250,200961,248689.0,16307500.0
2014-09-04,15200,15300,14750,15150,170386,247059.0,16307500.0
2014-09-05,15050,15200,14450,14900,212983,242982.0,16307500.0
2014-09-11,15150,15200,14150,14400,190116,234828.0,16307500.0
2014-09-12,14550,14650,14100,14200,122192,231566.0,16307500.0
2014-09-15,14400,14750,14000,14100,141139,229936.0,16307500.0
2014-09-16,14100,14900,14100,14700,200987,239720.0,16307500.0
2014-09-17,14900,14900,14200,14300,111020,233197.0,16307500.0
2014-09-18,14350,14400,14000,14050,93859,229120.0,16307500.0
2014-09-19,14250,14300,13700,13950,132428,227490.0,16307500.0
2014-09-22,14050,14450,13800,14000,119511,228305.0,16307500.0
2014-09-23,14100,15050,13950,15050,510940,245428.0,16307500.0
2014-09-24,15000,15000,14150,14500,206420,236459.0,16307500.0
2014-09-25,14550,14550,13750,14000,297621,228305.0,16307500.0
2014-09-26,13750,13950,13550,13600,199090,221782.0,16307500.0
2014-09-29,13750,14050,13300,13600,170952,221782.0,16307500.0
2014-09-30,13700,14050,13700,13850,134387,225859.0,16307500.0
2014-10-01,13950,13950,13100,13400,240963,218520.0,16307500.0
2014-10-02,13150,13700,13100,13650,114393,222597.0,16307500.0
2014-10-06,13650,13700,13250,13500,51320,220151.0,16307500.0
2014-10-07,13600,14350,13600,14100,205811,229936.0,16307500.0
2014-10-08,13900,14350,13600,14250,78867,232382.0,16307500.0
2014-10-10,14200,14200,13550,14000,45920,228305.0,16307500.0
2014-10-13,13750,13750,13000,13100,66567,213628.0,16307500.0
2014-10-14,12900,13400,12900,13250,37564,216074.0,16307500.0
2014-10-15,13250,13700,13200,13400,23057,218520.0,16307500.0
2014-10-16,13200,13500,12700,13500,41963,220151.0,16307500.0
2014-10-17,13400,13500,12750,13100,86191,213628.0,16307500.0
2014-10-20,13200,13250,12700,13150,83838,214444.0,16307500.0
2014-10-21,13700,13900,13400,13500,116983,220151.0,16307500.0
2014-10-22,13800,14500,13550,14000,483173,228305.0,16307500.0
2014-10-23,14350,14450,13800,13800,268778,225044.0,16307500.0
2014-10-24,13950,14000,13300,13350,211705,217705.0,16307500.0
2014-10-27,13350,13350,12800,12850,88822,209551.0,16307500.0
2014-10-28,12800,13050,12700,12950,58368,211182.0,16307500.0
2014-10-29,13000,13000,12600,12600,75561,205474.0,16307500.0
2014-10-30,12700,12800,12250,12700,56058,207105.0,16307500.0
2014-10-31,12750,12750,12350,12500,48592,203844.0,16307500.0
2014-11-03,12800,12800,12550,12650,55181,206290.0,16307500.0
2014-11-04,12700,12700,12050,12050,58676,196505.0,16307500.0
2014-11-05,12050,12550,12050,12300,48744,200582.0,16307500.0
2014-11-06,12250,12300,11850,12050,74673,196505.0,16307500.0
2014-11-07,12000,12400,11950,12350,70662,201398.0,16307500.0
2014-11-10,12600,12600,12250,12450,43183,203028.0,16307500.0
2014-11-11,12600,12600,12050,12400,67522,202213.0,16307500.0
2014-11-12,12250,12350,12000,12100,74738,197321.0,16307500.0
2014-11-13,12150,12200,11850,11850,76023,193244.0,16307500.0
2014-11-14,11800,12050,11750,11900,41538,194059.0,16307500.0
2014-11-17,11900,11900,11250,11450,55367,186721.0,16307500.0
2014-11-18,12050,12350,11600,11700,248978,190798.0,16307500.0
2014-11-19,11750,11850,11600,11600,72600,189167.0,16307500.0
2014-11-20,11600,11700,11400,11450,72565,186721.0,16307500.0
2014-11-21,11500,12050,11500,11700,168336,190798.0,16307500.0
2014-11-24,11900,12000,11600,11800,70464,192428.0,16307500.0
2014-11-25,12300,12600,12050,12400,380872,202213.0,16307500.0
2014-11-26,12500,12800,12500,12500,243504,203844.0,16307500.0
2014-11-27,12700,12800,12550,12750,140274,207921.0,16307500.0
2014-11-28,12750,12800,12350,12450,77127,203028.0,16307500.0
2014-12-01,12450,12500,12100,12450,82330,203028.0,16307500.0
2014-12-02,12400,12650,12150,12400,128096,202213.0,16307500.0
2014-12-03,12350,13200,12350,12900,307071,210367.0,16307500.0
2014-12-04,13050,13100,12650,12800,101454,208736.0,16307500.0
2014-12-05,12800,13050,12700,12950,123691,211182.0,16307500.0
2014-12-08,12950,13300,12800,13150,207891,214444.0,16307500.0
2014-12-09,13100,13300,12950,13200,128942,215259.0,16307500.0
2014-12-10,13250,13250,12900,12950,82549,211182.0,16307500.0
2014-12-11,12750,12900,12150,12200,309296,198952.0,16307500.0
2014-12-12,12250,12600,11950,12450,115213,203028.0,16307500.0
2014-12-15,12400,12400,12100,12250,69734,199767.0,16307500.0
2014-12-16,12200,12350,11800,11800,69684,192428.0,16307500.0
2014-12-17,11800,12150,11800,12150,52365,198136.0,16307500.0
2014-12-18,12250,12350,11450,11800,180688,192428.0,16307500.0
2014-12-19,11950,12000,11650,11700,92757,190798.0,16307500.0
2014-12-22,11800,11800,11500,11550,136676,188352.0,16307500.0
2014-12-23,11600,11900,11550,11650,147243,189982.0,16307500.0
2014-12-24,11650,12100,11250,11500,229556,187536.0,16307500.0
2014-12-26,11750,11800,11550,11700,142481,190798.0,16307500.0
2014-12-29,11850,12050,11650,11700,106603,190798.0,16307500.0
2014-12-30,11700,11800,11600,11800,64106,192428.0,16307500.0
2015-01-02,11900,12150,11850,12100,162726,197321.0,16307500.0
2015-01-05,12350,12350,12100,12200,119853,198952.0,16307500.0
2015-01-06,12000,12300,11800,12300,120247,200582.0,16307500.0
2015-01-07,12400,14050,12350,13800,1192935,225044.0,16307500.0
2015-01-08,13700,13750,13150,13350,618349,217705.0,16307500.0
2015-01-09,13450,13700,13350,13450,308101,219336.0,16307500.0
2015-01-12,13500,13950,13350,13550,360264,220967.0,16307500.0
2015-01-13,13600,13950,13450,13650,311736,222597.0,16307500.0
2015-01-14,13750,14300,13650,13700,431856,223413.0,16307500.0
2015-01-15,14150,14400,13900,14050,413561,229120.0,16307500.0
2015-01-16,14250,14300,13750,13850,293629,225859.0,16307500.0
2015-01-19,13850,13950,13450,13900,238841,226674.0,16307500.0
2015-01-20,14000,14000,13650,13850,93522,225859.0,16307500.0
2015-01-21,13950,14100,13450,13450,173325,219336.0,16307500.0
2015-01-22,13600,13800,13250,13650,173613,222597.0,16307500.0
2015-01-23,13650,13800,13550,13600,93105,221782.0,16307500.0
2015-01-26,13650,14000,13250,13450,286537,219336.0,16307500.0
2015-01-27,13600,13800,12600,12750,466648,207921.0,16307500.0
2015-01-28,12900,13100,12600,13000,180694,211998.0,16307500.0
2015-01-29,12900,13050,12550,12600,198025,205474.0,16307500.0
2015-01-30,12750,12800,12350,12700,131747,207105.0,16307500.0
2015-02-02,12700,12850,12500,12700,101081,207105.0,16307500.0
2015-02-03,12650,12700,12050,12250,213249,199767.0,16307500.0
2015-02-04,12300,12700,12300,12650,122054,206290.0,16307500.0
2015-02-05,12700,12700,12400,12450,75044,203028.0,16307500.0
2015-02-06,12450,13050,12450,12800,270722,208736.0,16307500.0
2015-02-09,13150,13600,12750,12800,444324,208736.0,16307500.0
2015-02-10,12750,12850,12300,12450,153008,203028.0,16307500.0
2015-02-11,12550,12600,12200,12300,264049,200582.0,16307500.0
2015-02-12,12350,12600,12100,12500,192447,203844.0,16307500.0
2015-02-13,12600,12600,12150,12200,179230,198952.0,16307500.0
2015-02-16,12300,12300,11700,11850,267020,193244.0,16307500.0
2015-02-17,11850,11900,11500,11600,238163,189167.0,16307500.0
2015-02-23,11750,11950,11500,11850,227002,193244.0,16307500.0
2015-02-24,11850,12200,11850,12100,190400,197321.0,16307500.0
2015-02-25,12200,12300,11950,12150,126355,198136.0,16307500.0
2015-02-26,12250,12400,12050,12300,89847,200582.0,16307500.0
2015-02-27,12250,12400,11950,12000,174669,195690.0,16307500.0
2015-03-02,12000,12550,11800,12400,181674,202213.0,16307500.0
2015-03-03,12650,12700,12300,12600,186525,205474.0,16307500.0
2015-03-04,12450,12800,12450,12550,181377,204659.0,16307500.0
2015-03-05,12450,12600,12300,12350,79388,201398.0,16307500.0
2015-03-06,12400,12450,12000,12100,155610,197321.0,16307500.0
2015-03-09,12100,12300,11850,12200,64925,198952.0,16307500.0
2015-03-10,12200,12500,12150,12400,129825,202213.0,16307500.0
2015-03-11,12150,12300,11700,11900,216953,194059.0,16307500.0
2015-03-12,11950,12200,11900,12000,87042,195690.0,16307500.0
2015-03-13,12050,12300,12000,12050,77436,196505.0,16307500.0
2015-03-16,12150,12400,12000,12350,158113,201398.0,16307500.0
2015-03-17,12500,12500,11750,11750,289451,191613.0,16307500.0
2015-03-18,11800,11900,11100,11250,563866,183459.0,16307500.0
2015-03-19,11350,11400,10600,11150,304832,181829.0,16307500.0
2015-03-20,11150,11300,11000,11250,100812,183459.0,16307500.0
2015-03-23,11300,11350,11000,11100,127795,181013.0,16307500.0
2015-03-24,11150,11600,11000,11350,232354,185090.0,16307500.0
2015-03-25,11400,11400,11100,11300,122040,184275.0,16307500.0
2015-03-26,11150,11200,10900,11000,132330,179382.0,16307500.0
2015-03-27,11000,11150,10700,10850,115220,176936.0,16307500.0
2015-03-30,10750,11200,10750,11200,120770,182644.0,16307500.0
2015-03-31,11250,11300,11050,11200,121602,182644.0,16307500.0
2015-04-01,11200,11200,10950,11050,73549,180198.0,16307500.0
2015-04-02,11100,11250,10850,10950,147858,178567.0,16307500.0
2015-04-03,10950,11100,10800,10850,153222,176936.0,16307500.0
2015-04-06,10900,11100,10850,11100,165636,181013.0,16307500.0
2015-04-07,11150,11400,11050,11200,172227,182644.0,16307500.0
2015-04-08,11300,11300,11050,11050,130541,180198.0,16307500.0
2015-04-09,11200,11450,11100,11400,225902,185906.0,16307500.0
2015-04-10,11300,11500,11200,11350,168617,185090.0,16307500.0
2015-04-13,11500,11700,11350,11550,205870,188352.0,16307500.0
2015-04-14,11650,11650,11350,11350,144481,185090.0,16307500.0
2015-04-15,11450,11600,11300,11450,134870,186721.0,16307500.0
2015-04-16,11550,11550,11300,11400,89683,185906.0,16307500.0
2015-04-17,11550,11700,11350,11700,107695,190798.0,16307500.0
2015-04-20,11600,11700,11350,11400,162558,185906.0,16307500.0
2015-04-21,11500,11550,11250,11300,142916,184275.0,16307500.0
2015-04-22,11300,11800,11000,11200,411486,182644.0,16307500.0
2015-04-23,11350,11700,11250,11350,183788,185090.0,16307500.0
2015-04-24,11400,11550,11000,11300,236397,184275.0,16307500.0
2015-04-27,10000,10300,9650,9650,1208634,157367.0,16307500.0
2015-04-28,9450,9500,9180,9250,621171,150844.0,16307500.0
2015-04-29,9260,9470,9230,9310,207962,151823.0,16307500.0
2015-04-30,9300,9640,9240,9560,249844,155900.0,16307500.0
2015-05-04,9640,9700,9520,9610,141043,156715.0,16307500.0
2015-05-06,9600,9600,9270,9290,96287,151497.0,16307500.0
2015-05-07,9250,9550,9220,9550,95713,155737.0,16307500.0
2015-05-08,9560,9620,9470,9610,66844,156715.0,16307500.0
2015-05-11,9620,9650,9400,9550,92487,155737.0,16307500.0
2015-05-12,9470,9560,9340,9340,81243,152312.0,16307500.0
2015-05-13,9360,9640,9290,9520,93489,155247.0,16307500.0
2015-05-14,9560,9560,9400,9400,51724,153290.0,16307500.0
2015-05-15,9450,9840,9410,9820,222598,160140.0,16307500.0
2015-05-18,9820,9900,9570,9670,76384,157694.0,16307500.0
2015-05-19,9670,9700,9520,9520,47637,155247.0,16307500.0
2015-05-20,9600,9670,9500,9580,87483,156226.0,16307500.0
2015-05-21,9580,9620,9150,9150,165851,149214.0,16307500.0
2015-05-22,9220,9770,9210,9650,184888,157367.0,16307500.0
2015-05-26,9650,10050,9430,9950,202140,162260.0,16307500.0
2015-05-27,9990,10000,9700,9780,85012,159487.0,16307500.0
2015-05-28,9700,9930,9700,9740,78156,158835.0,16307500.0
2015-05-29,9760,9900,9540,9560,63405,155900.0,16307500.0
2015-06-01,9580,9580,9370,9430,45011,153780.0,16307500.0
2015-06-02,9430,9560,9210,9430,126224,153780.0,16307500.0
2015-06-03,9400,9670,9400,9490,63194,154758.0,16307500.0
2015-06-04,9510,9820,9510,9770,111410,159324.0,16307500.0
2015-06-05,9700,9900,9680,9760,75017,159161.0,16307500.0
2015-06-08,9830,9830,9520,9670,52655,157694.0,16307500.0
2015-06-09,9670,9920,9600,9920,112229,161770.0,16307500.0
2015-06-10,9940,10600,9940,10300,278091,167967.0,16307500.0
2015-06-11,10350,10650,10250,10300,207371,167967.0,16307500.0
2015-06-12,10300,10300,9660,9770,211344,159324.0,16307500.0
2015-06-15,9800,9810,9450,9500,94046,154921.0,16307500.0
2015-06-16,9420,9540,9150,9380,90356,152964.0,16307500.0
2015-06-17,9270,9520,9270,9450,33553,154106.0,16307500.0
2015-06-18,9410,9530,9320,9410,47342,153454.0,16307500.0
2015-06-19,9380,9460,9320,9420,35622,153617.0,16307500.0
2015-06-22,9360,9650,9350,9580,76397,156226.0,16307500.0
2015-06-23,9580,9700,9560,9680,26388,157857.0,16307500.0
2015-06-24,9710,9840,9640,9830,35686,160303.0,16307500.0
2015-06-25,9830,9830,9510,9640,91047,157204.0,16307500.0
2015-06-26,9650,9650,9460,9550,58441,155737.0,16307500.0
2015-06-29,9410,9530,9250,9250,69311,150844.0,16307500.0
2015-06-30,9150,9250,9080,9160,54322,149377.0,16307500.0
2015-07-01,9190,9240,9000,9040,113517,147420.0,16307500.0
2015-07-02,9080,9180,9020,9120,51626,148724.0,16307500.0
2015-07-03,9130,9180,8990,9060,48072,147746.0,16307500.0
2015-07-06,9000,9060,8760,8780,104748,143180.0,16307500.0
2015-07-07,8750,8950,8690,8770,34260,143017.0,16307500.0
2015-07-08,8720,8840,8460,8620,132648,140571.0,16307500.0
2015-07-09,8670,8730,8310,8730,81008,142364.0,16307500.0
2015-07-10,8730,8810,8520,8610,43930,140408.0,16307500.0
2015-07-13,8610,8770,8550,8690,37754,141712.0,16307500.0
2015-07-14,8720,8730,8640,8660,17261,141223.0,16307500.0
2015-07-15,8760,9070,8680,9040,93894,147420.0,16307500.0
2015-07-16,9050,9390,9000,9150,99990,149214.0,16307500.0
2015-07-17,9130,9250,9000,9160,40329,149377.0,16307500.0
2015-07-20,9170,9220,9070,9200,56078,150029.0,16307500.0
2015-07-21,9170,9690,9170,9670,165658,157694.0,16307500.0
2015-07-22,9660,11000,9380,10400,477673,169598.0,16307500.0
2015-07-23,10300,10400,9990,10100,157256,164706.0,16307500.0
2015-07-24,9950,10150,9860,10150,108618,165521.0,16307500.0
2015-07-27,9940,10100,9650,9690,61158,158020.0,16307500.0
2015-07-28,9520,9660,9350,9580,43560,156226.0,16307500.0
2015-07-29,9510,9700,9460,9470,23553,154432.0,16307500.0
2015-07-30,9470,9750,9390,9410,28567,153454.0,16307500.0
2015-07-31,9380,9570,9210,9570,43114,156063.0,16307500.0
2015-08-03,9570,9620,9330,9330,34778,152149.0,16307500.0
2015-08-04,9240,9690,9240,9610,62814,156715.0,16307500.0
2015-08-05,9610,9640,9460,9520,22512,155247.0,16307500.0
2015-08-06,9460,9610,9430,9470,20609,154432.0,16307500.0
2015-08-07,9400,9470,9200,9300,41021,151660.0,16307500.0
2015-08-10,9300,9300,8950,9000,62458,146768.0,16307500.0
2015-08-11,9010,9140,8960,8970,29851,146278.0,16307500.0
2015-08-12,9040,9050,8700,8800,28308,143506.0,16307500.0
2015-08-13,8900,9740,8610,9200,186601,150029.0,16307500.0
2015-08-17,9200,9320,8970,9010,63647,146931.0,16307500.0
2015-08-18,9020,9090,8950,8960,58903,146115.0,16307500.0
2015-08-19,8910,9050,8600,8790,22997,143343.0,16307500.0
2015-08-20,8550,8800,8550,8600,15033,140244.0,16307500.0
2015-08-21,8430,8480,8140,8140,67171,132743.0,16307500.0
2015-08-24,7740,8290,7400,7630,97452,124426.0,16307500.0
2015-08-25,7640,7990,7600,7860,90061,128177.0,16307500.0
2015-08-26,7880,8070,7720,7860,111033,128177.0,16307500.0
2015-08-27,7980,8320,7980,8260,79988,134700.0,16307500.0
2015-08-28,8300,8620,8300,8490,56717,138451.0,16307500.0
2015-08-31,8430,8990,8430,8990,57178,146604.0,16307500.0
2015-09-01,8900,9100,8850,9070,46179,147909.0,16307500.0
2015-09-02,8850,9350,8850,9290,49113,151497.0,16307500.0
2015-09-03,9290,9550,9290,9300,46929,151660.0,16307500.0
2015-09-04,9330,9460,9040,9130,29086,148887.0,16307500.0
2015-09-07,9020,9280,9000,9100,19085,148398.0,16307500.0
2015-09-08,9020,9210,8940,9000,42161,146768.0,16307500.0
2015-09-09,9010,9550,9010,9370,53757,152801.0,16307500.0
2015-09-10,9400,9400,8840,8950,51856,145952.0,16307500.0
2015-09-11,9010,9150,8910,8930,37734,145626.0,16307500.0
2015-09-14,8990,9000,8740,8800,20437,143506.0,16307500.0
2015-09-15,8740,8870,8570,8630,35002,140734.0,16307500.0
2015-09-16,8650,8860,8630,8840,53450,144158.0,16307500.0
2015-09-17,8860,8880,8760,8830,23176,143995.0,16307500.0
2015-09-18,8830,8980,8700,8850,32259,144321.0,16307500.0
2015-09-21,8800,8900,8730,8810,14724,143669.0,16307500.0
2015-09-22,8830,8900,8710,8740,31593,142528.0,16307500.0
2015-09-23,8700,8830,8330,8380,90542,136657.0,16307500.0
2015-09-24,8480,8510,8380,8430,31489,137472.0,16307500.0
2015-09-25,8430,8540,8390,8500,23472,138614.0,16307500.0
2015-09-30,8500,8800,8440,8800,49474,143506.0,16307500.0
2015-10-01,8800,8860,8760,8830,29159,143995.0,16307500.0
2015-10-02,8880,9100,8860,8860,36790,144484.0,16307500.0
2015-10-05,8980,9030,8860,8930,32726,145626.0,16307500.0
2015-10-06,9050,9050,8800,8870,36805,144648.0,16307500.0
2015-10-07,8910,8910,8690,8730,33330,142364.0,16307500.0
2015-10-08,8800,8900,8730,8770,14374,143017.0,16307500.0
2015-10-12,8770,8890,8640,8660,38179,141223.0,16307500.0
2015-10-13,8690,8700,8570,8650,36919,141060.0,16307500.0
2015-10-14,8640,8640,8480,8500,36186,138614.0,16307500.0
2015-10-15,8570,8620,8460,8460,65527,137961.0,16307500.0
2015-10-16,8510,8600,8300,8330,75637,135841.0,16307500.0
2015-10-19,8330,8330,8200,8240,39280,134374.0,16307500.0
2015-10-20,8260,8370,8260,8270,24397,134863.0,16307500.0
2015-10-21,8390,8390,8260,8300,38565,135352.0,16307500.0
2015-10-22,8260,8350,8170,8180,36283,133395.0,16307500.0
2015-10-23,8210,8270,7900,7920,88708,129155.0,16307500.0
2015-10-26,8020,8020,7660,7660,103281,124915.0,16307500.0
2015-10-27,7660,7810,7420,7430,179061,121165.0,16307500.0
2015-10-28,7480,7650,7440,7500,102878,122306.0,16307500.0
2015-10-29,7500,7690,7390,7690,93544,125405.0,16307500.0
2015-10-30,7700,7700,7400,7410,144653,120839.0,16307500.0
2015-11-02,7410,7530,7400,7400,48761,120676.0,16307500.0
2015-11-03,7410,7490,7400,7460,58541,121654.0,16307500.0
2015-11-04,7470,7580,7410,7520,42189,122632.0,16307500.0
2015-11-05,7520,7560,7520,7520,30115,122632.0,16307500.0
2015-11-06,7550,7550,7370,7380,73739,120349.0,16307500.0
2015-11-09,7380,7390,6950,6980,146946,113826.0,16307500.0
2015-11-10,6880,6900,6500,6740,193886,109913.0,16307500.0
2015-11-11,6750,7000,6750,6950,34453,113337.0,16307500.0
2015-11-12,6910,7130,6910,7060,28018,115131.0,16307500.0
2015-11-13,6970,7030,6920,6990,19170,113989.0,16307500.0
2015-11-16,6980,6980,6600,6600,32668,107630.0,16307500.0
2015-11-17,6650,6900,6650,6820,24583,111217.0,16307500.0
2015-11-18,6760,7000,6760,6860,14112,111869.0,16307500.0
2015-11-19,6850,6890,6780,6800,23261,110891.0,16307500.0
2015-11-20,6780,7040,6780,7000,24736,114152.0,16307500.0
2015-11-23,7000,7030,6940,6990,16409,113989.0,16307500.0
2015-11-24,7000,7030,6930,7030,21915,114642.0,16307500.0
2015-11-25,7110,7110,6870,6900,32447,112522.0,16307500.0
2015-11-26,6950,7070,6850,7050,31733,114968.0,16307500.0
2015-11-27,7050,7050,6940,6960,34872,113500.0,16307500.0
2015-11-30,7020,7020,6850,6950,29670,113337.0,16307500.0
2015-12-01,7000,7000,6880,6910,17750,112685.0,16307500.0
2015-12-02,6910,6930,6740,6840,29437,111543.0,16307500.0
2015-12-03,6820,6820,6700,6730,21273,109749.0,16307500.0
2015-12-04,6710,6710,6600,6600,33853,107630.0,16307500.0
2015-12-07,6610,6790,6610,6790,24609,110728.0,16307500.0
2015-12-08,6780,6790,6480,6500,44001,105999.0,16307500.0
2015-12-09,6430,6560,6370,6370,38232,103879.0,16307500.0
2015-12-10,6370,6560,6080,6550,66892,106814.0,16307500.0
2015-12-11,6500,6580,6430,6540,24651,106651.0,16307500.0
2015-12-14,6490,6500,6200,6200,57774,101106.0,16307500.0
2015-12-15,6150,6330,6150,6150,20593,100291.0,16307500.0
2015-12-16,6250,6310,6100,6200,54971,101106.0,16307500.0
2015-12-17,6240,6390,6210,6300,26959,102737.0,16307500.0
2015-12-18,6350,6540,6260,6490,31431,105836.0,16307500.0
2015-12-21,6440,6640,6420,6500,28759,105999.0,16307500.0
2015-12-22,6500,6630,6450,6510,54020,106162.0,16307500.0
2015-12-23,6510,6850,6500,6750,65895,110076.0,16307500.0
2015-12-24,6650,6790,6640,6640,57259,108282.0,16307500.0
2015-12-28,6640,6760,6610,6610,30246,107793.0,16307500.0
2015-12-29,6680,6750,6500,6740,57901,109913.0,16307500.0
2015-12-30,6960,6980,6640,6680,48070,108934.0,16307500.0
2016-01-04,6680,6770,6500,6520,41415,106325.0,16307500.0
2016-01-05,6620,7970,6560,7210,953343,117577.0,16307500.0
2016-01-06,7350,7350,7050,7220,192499,117740.0,16307500.0
2016-01-07,7220,7320,7000,7300,90609,119045.0,16307500.0
2016-01-08,7140,7260,7080,7180,65552,117088.0,16307500.0
2016-01-11,7180,7240,7100,7100,63895,115783.0,16307500.0
2016-01-12,7160,7160,6920,6980,105774,113826.0,16307500.0
2016-01-13,6940,7210,6940,7160,38033,116762.0,16307500.0
2016-01-14,7130,7260,6990,7180,51192,117088.0,16307500.0
2016-01-15,7230,7500,7140,7240,85158,118066.0,16307500.0
2016-01-18,7250,7390,7150,7360,56729,120023.0,16307500.0
2016-01-19,7360,7450,7180,7300,63368,119045.0,16307500.0
2016-01-20,7240,7320,6910,7110,98617,115946.0,16307500.0
2016-01-21,7010,7210,6910,6960,90477,113500.0,16307500.0
2016-01-22,6970,7300,6970,7240,76241,118066.0,16307500.0
2016-01-25,7200,7340,7200,7280,36922,118719.0,16307500.0
2016-01-26,7210,7290,7110,7200,47029,117414.0,16307500.0
2016-01-27,7170,7380,7170,7210,75335,117577.0,16307500.0
2016-01-28,7310,7560,7280,7480,242737,121980.0,16307500.0
2016-01-29,7490,7740,7390,7600,145953,123937.0,16307500.0
2016-02-01,7620,7700,7440,7670,90166,125079.0,16307500.0
2016-02-02,7600,7930,7570,7910,108337,128992.0,16307500.0
2016-02-03,7840,7930,7750,7840,70425,127851.0,16307500.0
2016-02-04,7800,7880,7730,7750,58516,126383.0,16307500.0
2016-02-05,7690,7820,7670,7690,68640,125405.0,16307500.0
2016-02-11,7390,7530,7120,7250,40856,118229.0,16307500.0
2016-02-12,7250,7250,6670,6960,140233,113500.0,16307500.0
2016-02-15,6980,7120,6810,7030,31901,114642.0,16307500.0
2016-02-16,7090,7270,7020,7210,34705,117577.0,16307500.0
2016-02-17,7190,7210,6980,7040,37630,114805.0,16307500.0
2016-02-18,7090,7350,7070,7340,46194,119697.0,16307500.0
2016-02-19,7330,8500,7240,8110,348990,132254.0,16307500.0
2016-02-22,8140,8550,8080,8550,232008,139429.0,16307500.0
2016-02-23,8550,9180,8400,8980,437884,146441.0,16307500.0
2016-02-24,8980,9630,8980,9490,256979,154758.0,16307500.0
2016-02-25,9490,9550,9020,9160,186167,149377.0,16307500.0
2016-02-26,9140,9280,8830,8830,95718,143995.0,16307500.0
2016-02-29,8810,9230,8680,9110,154843,148561.0,16307500.0
2016-03-02,9130,9400,8980,9290,222817,151497.0,16307500.0
2016-03-03,9390,9390,9040,9290,102717,151497.0,16307500.0
2016-03-04,9280,9470,9240,9290,87129,151497.0,16307500.0
2016-03-07,9290,9300,8830,8830,124391,143995.0,16307500.0
2016-03-08,8820,9020,8770,8910,45568,145300.0,16307500.0
2016-03-09,8900,8910,8600,8830,70179,143995.0,16307500.0
2016-03-10,8850,8850,8670,8710,51502,142038.0,16307500.0
2016-03-11,8690,8840,8690,8820,36625,143832.0,16307500.0
2016-03-14,8820,8840,8390,8450,79859,137798.0,16307500.0
2016-03-15,8450,8560,8400,8500,26697,138614.0,16307500.0
2016-03-16,8450,8640,8400,8530,38175,139103.0,16307500.0
2016-03-17,8480,8580,8470,8560,22270,139592.0,16307500.0
2016-03-18,8500,8650,8500,8630,25449,140734.0,16307500.0
2016-03-21,8630,8690,8200,8210,114478,133885.0,16307500.0
2016-03-22,8250,8420,8090,8400,59221,136983.0,16307500.0
2016-03-23,8380,8430,8300,8370,19006,136494.0,16307500.0
2016-03-24,8400,8400,8030,8130,64916,132580.0,16307500.0
2016-03-25,8090,8150,7900,7910,68618,128992.0,16307500.0
2016-03-28,7890,7910,7700,7710,85904,125731.0,16307500.0
2016-03-29,7800,8060,7710,8060,66932,131438.0,16307500.0
2016-03-30,8040,8120,7890,8050,44675,131275.0,16307500.0
2016-03-31,8050,8170,8010,8130,41631,132580.0,16307500.0
2016-04-01,8140,8180,8060,8060,22942,131438.0,16307500.0
2016-04-04,8070,8080,7880,8020,57632,130786.0,16307500.0
2016-04-05,8010,8050,7740,7820,72558,127525.0,16307500.0
2016-04-06,7870,9430,7730,8510,589736,138777.0,16307500.0
2016-04-07,8590,8710,8410,8560,158393,139592.0,16307500.0
2016-04-08,8560,8690,8470,8690,76298,141712.0,16307500.0
