하나금융10호스팩(270520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-15,2015,2015,1995,1995,2528,9181.0,4602000.0
2017-11-16,2000,2015,1995,1995,11703,9181.0,4602000.0
2017-11-17,2010,2010,1985,2005,58,9227.0,4602000.0
2017-11-20,1985,2005,1985,2000,7202,9204.0,4602000.0
2017-11-21,2000,2005,1985,1995,9316,9181.0,4602000.0
2017-11-22,2000,2000,1975,1985,367,9135.0,4602000.0
2017-11-23,1980,2005,1980,2000,15,9204.0,4602000.0
2017-11-24,2000,2000,1990,1995,7038,9181.0,4602000.0
2017-11-27,2005,2090,1990,1990,40015,9158.0,4602000.0
2017-11-28,1985,2005,1985,1995,776,9181.0,4602000.0
2017-11-29,2005,2005,1995,1995,5,9181.0,4602000.0
2017-11-30,1995,1995,1980,1995,2295,9181.0,4602000.0
2017-12-01,2015,2015,1990,2000,1053,9204.0,4602000.0
2017-12-04,2010,2010,2005,2005,4,9227.0,4602000.0
2017-12-05,1980,1985,1980,1985,1030,9135.0,4602000.0
2017-12-06,1980,2005,1970,2005,7002,9227.0,4602000.0
2017-12-07,1990,1990,1980,1990,1436,9158.0,4602000.0
2017-12-08,2010,2010,1975,1985,4206,9135.0,4602000.0
2017-12-11,1980,2010,1975,2010,1005,9250.0,4602000.0
2017-12-12,2010,2010,2010,2010,0,9250.0,4602000.0
2017-12-13,1980,2010,1980,2010,1001,9250.0,4602000.0
2017-12-14,2000,2000,2000,2000,2000,9204.0,4602000.0
2017-12-15,1975,1975,1975,1975,4000,9089.0,4602000.0
2017-12-18,2015,2015,1975,2000,1002,9204.0,4602000.0
2017-12-19,2000,2020,2000,2020,7210,9296.0,4602000.0
2017-12-20,2000,2010,1995,2005,41013,9227.0,4602000.0
2017-12-21,2010,2010,1980,2000,10591,9204.0,4602000.0
2017-12-22,2005,2005,1975,1995,7762,9181.0,4602000.0
2017-12-26,2000,2000,2000,2000,1,9204.0,4602000.0
2017-12-27,2000,2000,2000,2000,0,9204.0,4602000.0
2017-12-28,2005,2005,2005,2005,2651,9227.0,4602000.0
2018-01-02,2010,2010,1975,2005,224,9227.0,4602000.0
2018-01-03,2010,2010,1980,2010,1352,9250.0,4602000.0
2018-01-04,1985,2010,1985,2010,4805,9250.0,4602000.0
2018-01-05,2010,2010,1985,2010,2879,9250.0,4602000.0
2018-01-08,1985,2010,1985,2010,5924,9250.0,4602000.0
2018-01-09,2010,2010,1990,2010,9302,9250.0,4602000.0
2018-01-10,2010,2030,2000,2005,30725,9227.0,4602000.0
2018-01-11,1980,2010,1980,2010,4852,9250.0,4602000.0
2018-01-12,2005,2010,2005,2010,6,9250.0,4602000.0
2018-01-15,1985,2010,1985,1985,33768,9135.0,4602000.0
2018-01-16,2010,2010,1980,2005,5099,9227.0,4602000.0
2018-01-17,2010,2010,1995,2010,13607,9250.0,4602000.0
2018-01-18,1980,2010,1980,1995,20793,9181.0,4602000.0
2018-01-19,1985,2015,1985,2010,3730,9250.0,4602000.0
2018-01-22,1985,2025,1985,2010,4397,9250.0,4602000.0
2018-01-23,2015,2015,2000,2015,835,9273.0,4602000.0
2018-01-24,2015,2015,2000,2010,2920,9250.0,4602000.0
2018-01-25,2015,2015,1990,2015,5102,9273.0,4602000.0
2018-01-26,2015,2030,1995,2015,12862,9273.0,4602000.0
2018-01-29,2030,2030,1980,2020,3223,9296.0,4602000.0
2018-01-30,2030,2030,2000,2015,3729,9273.0,4602000.0
2018-01-31,2050,2050,2020,2020,2502,9296.0,4602000.0
2018-02-01,2035,2035,2005,2010,10,9250.0,4602000.0
2018-02-02,2045,2045,2000,2035,2584,9365.0,4602000.0
2018-02-05,2040,2040,2040,2040,2,9388.0,4602000.0
2018-02-06,2020,2020,2020,2020,0,9296.0,4602000.0
2018-02-07,2045,2045,2000,2035,2426,9365.0,4602000.0
2018-02-08,2035,2035,2030,2030,14,9342.0,4602000.0
2018-02-09,2035,2035,2000,2010,14754,9250.0,4602000.0
2018-02-12,2035,2035,2030,2030,3,9342.0,4602000.0
2018-02-13,2045,2045,2000,2000,51,9204.0,4602000.0
2018-02-14,2000,2010,2000,2005,153,9227.0,4602000.0
2018-02-19,2040,2040,2020,2020,9,9296.0,4602000.0
2018-02-20,2035,2035,2030,2030,28,9342.0,4602000.0
2018-02-21,2030,2030,2020,2020,8,9296.0,4602000.0
2018-02-22,2000,2020,2000,2015,455,9273.0,4602000.0
2018-02-23,2035,2035,2025,2025,4,9319.0,4602000.0
2018-02-26,2040,2045,2005,2025,1150,9319.0,4602000.0
2018-02-27,2040,2045,2005,2005,435,9227.0,4602000.0
2018-02-28,2040,2040,2000,2030,9,9342.0,4602000.0
2018-03-02,2035,2035,2035,2035,2,9365.0,4602000.0
2018-03-05,2060,2070,2010,2025,16774,9319.0,4602000.0
2018-03-06,2050,2050,2010,2010,13855,9250.0,4602000.0
2018-03-07,2000,2010,1995,2000,8154,9204.0,4602000.0
2018-03-08,2020,2020,1990,2020,18964,9296.0,4602000.0
2018-03-09,2005,2040,1995,2020,26202,9296.0,4602000.0
2018-03-12,2000,2015,2000,2015,7282,9273.0,4602000.0
2018-03-13,1995,2020,1995,2020,136,9296.0,4602000.0
2018-03-14,2000,2010,1995,2010,2524,9250.0,4602000.0
2018-03-15,2000,2045,1995,2045,6793,9411.0,4602000.0
2018-03-16,2040,2040,2000,2010,21085,9250.0,4602000.0
2018-03-19,2010,2030,2005,2030,7770,9342.0,4602000.0
2018-03-20,2045,2045,2005,2005,6606,9227.0,4602000.0
2018-03-21,2040,2040,2010,2015,1306,9273.0,4602000.0
2018-03-22,2040,2040,2000,2010,20002,9250.0,4602000.0
2018-03-23,2050,2050,2000,2025,52275,9319.0,4602000.0
2018-03-26,2010,2045,2000,2020,2419,9296.0,4602000.0
2018-03-27,2030,2030,2000,2010,167,9250.0,4602000.0
2018-03-28,2035,2035,1985,2025,13508,9319.0,4602000.0
2018-03-29,2010,2035,2010,2025,2101,9319.0,4602000.0
2018-03-30,1995,1995,1995,1995,2050,9181.0,4602000.0
2018-04-02,2000,2015,1995,2000,1548,9204.0,4602000.0
2018-04-03,2000,2025,2000,2010,658,9250.0,4602000.0
2018-04-04,2020,2020,1995,2000,2557,9204.0,4602000.0
2018-04-05,2020,2020,1995,2015,36869,9273.0,4602000.0
2018-04-06,2000,2015,2000,2015,803,9273.0,4602000.0
2018-04-09,2010,2015,1990,2000,3407,9204.0,4602000.0
2018-04-10,2015,2020,1995,2015,2134,9273.0,4602000.0
2018-04-11,1990,2020,1990,2000,2990,9204.0,4602000.0
2018-04-12,1990,2000,1990,2000,4331,9204.0,4602000.0
2018-04-13,2000,2005,1995,2005,15292,9227.0,4602000.0
2018-04-16,2015,2020,1990,2000,5670,9204.0,4602000.0
2018-04-17,2015,2015,1995,2000,10646,9204.0,4602000.0
2018-04-18,2000,2010,2000,2005,6629,9227.0,4602000.0
2018-04-19,1995,2000,1995,1995,1988,9181.0,4602000.0
2018-04-20,1995,2005,1990,2005,1182,9227.0,4602000.0
2018-04-23,1990,2080,1985,1985,12814,9135.0,4602000.0
2018-04-24,2030,2030,1990,2000,5697,9204.0,4602000.0
2018-04-25,1990,2000,1990,2000,5703,9204.0,4602000.0
2018-04-26,1995,2010,1995,2010,3907,9250.0,4602000.0
2018-04-27,1995,2010,1995,2010,765,9250.0,4602000.0
2018-04-30,1995,2010,1995,2010,1642,9250.0,4602000.0
2018-05-02,2020,2020,1995,2005,422,9227.0,4602000.0
2018-05-03,2005,2005,1995,2000,8595,9204.0,4602000.0
2018-05-04,2005,2005,1995,2005,1735,9227.0,4602000.0
2018-05-08,1995,2005,1995,2000,634,9204.0,4602000.0
2018-05-09,2005,2005,1990,2000,964,9204.0,4602000.0
2018-05-10,2005,2030,1995,1995,2824,9181.0,4602000.0
2018-05-11,2000,2045,1995,2035,2160,9365.0,4602000.0
2018-05-14,2030,2030,2000,2025,49,9319.0,4602000.0
2018-05-15,2025,2025,2000,2015,8608,9273.0,4602000.0
2018-05-16,2030,2030,2020,2025,729,9319.0,4602000.0
2018-05-17,2000,2025,1995,2010,891,9250.0,4602000.0
2018-05-18,2015,2020,1995,2010,1776,9250.0,4602000.0
2018-05-21,2010,2010,2000,2010,1486,9250.0,4602000.0
2018-05-23,2010,2020,2000,2015,4806,9273.0,4602000.0
2018-05-24,2015,2020,2000,2015,1574,9273.0,4602000.0
2018-05-25,2020,2020,2000,2015,1830,9273.0,4602000.0
2018-05-28,2025,2025,2000,2010,14995,9250.0,4602000.0
2018-05-29,2020,2020,2000,2010,10021,9250.0,4602000.0
2018-05-30,2030,2035,2010,2020,15363,9296.0,4602000.0
2018-05-31,2030,2030,2010,2030,5767,9342.0,4602000.0
2018-06-01,2035,2035,2025,2035,9656,9365.0,4602000.0
2018-06-04,2035,2040,2010,2035,57813,9365.0,4602000.0
2018-06-05,2040,2040,2015,2035,4436,9365.0,4602000.0
2018-06-07,2040,2060,2020,2050,7720,9434.0,4602000.0
2018-06-08,2015,2035,2010,2035,14442,9365.0,4602000.0
2018-06-11,2035,2045,2010,2045,890,9411.0,4602000.0
2018-06-12,2010,2055,2010,2030,2585,9342.0,4602000.0
2018-06-14,2045,2045,2025,2030,125,9342.0,4602000.0
2018-06-15,2030,2050,2030,2045,2263,9411.0,4602000.0
2018-06-18,2030,2045,2020,2020,572,9296.0,4602000.0
2018-06-19,2050,2050,2015,2020,3421,9296.0,4602000.0
2018-06-20,2050,2050,2015,2040,10,9388.0,4602000.0
2018-06-21,2050,2050,2040,2045,1266,9411.0,4602000.0
2018-06-22,2045,2045,2040,2040,1500,9388.0,4602000.0
2018-06-25,2035,2050,2035,2050,1402,9434.0,4602000.0
2018-06-26,2060,2060,2015,2050,77,9434.0,4602000.0
2018-06-27,2055,2055,2010,2045,4123,9411.0,4602000.0
2018-06-28,2045,2050,2045,2050,5163,9434.0,4602000.0
2018-06-29,2060,2060,2020,2055,1853,9457.0,4602000.0
2018-07-02,2060,2060,2030,2055,503,9457.0,4602000.0
2018-07-03,2010,2055,2010,2055,2,9457.0,4602000.0
2018-07-04,2020,2055,2020,2055,2,9457.0,4602000.0
2018-07-05,2040,2055,2020,2030,10412,9342.0,4602000.0
2018-07-06,2050,2050,2050,2050,1,9434.0,4602000.0
2018-07-09,2030,2050,2030,2050,11255,9434.0,4602000.0
2018-07-10,2030,2055,2030,2045,967,9411.0,4602000.0
2018-07-11,2055,2055,2045,2050,7406,9434.0,4602000.0
2018-07-12,2055,2055,2035,2050,12410,9434.0,4602000.0
2018-07-13,2055,2055,2035,2045,20087,9411.0,4602000.0
2018-07-16,2045,2050,2030,2045,15986,9411.0,4602000.0
2018-07-17,2035,2040,2035,2040,15339,9388.0,4602000.0
2018-07-18,2050,2050,2040,2040,1646,9388.0,4602000.0
2018-07-19,2040,2040,2040,2040,1593,9388.0,4602000.0
2018-07-20,2035,2035,2035,2035,1500,9365.0,4602000.0
2018-07-23,2055,2055,2040,2040,2355,9388.0,4602000.0
2018-07-24,2040,2065,2040,2045,1038,9411.0,4602000.0
2018-07-25,2060,2060,2045,2060,10161,9480.0,4602000.0
2018-07-26,2060,2060,2060,2060,0,9480.0,4602000.0
2018-07-27,2070,2070,2040,2055,20916,9457.0,4602000.0
2018-07-30,2050,2055,2045,2055,5199,9457.0,4602000.0
2018-07-31,2045,2065,2045,2065,4249,9503.0,4602000.0
2018-08-01,2045,2065,2045,2065,101,9503.0,4602000.0
2018-08-02,2055,2060,2050,2060,6021,9480.0,4602000.0
2018-08-03,2060,2060,2045,2045,15282,9411.0,4602000.0
2018-08-06,2070,2070,2040,2060,1826,9480.0,4602000.0
2018-08-07,2055,2055,2050,2050,3098,9434.0,4602000.0
2018-08-08,2060,2060,2050,2060,55,9480.0,4602000.0
2018-08-09,2060,2075,2060,2070,2495,9526.0,4602000.0
2018-08-10,2050,2070,2045,2070,11,9526.0,4602000.0
2018-08-13,2070,2070,2045,2070,1013,9526.0,4602000.0
2018-08-14,2075,2075,2045,2075,3,9549.0,4602000.0
2018-08-16,2050,2070,2050,2070,2,9526.0,4602000.0
2018-08-17,2050,2070,2050,2070,3004,9526.0,4602000.0
2018-08-20,2070,2070,2070,2070,2000,9526.0,4602000.0
2018-08-21,2075,2075,2055,2075,4946,9549.0,4602000.0
2018-08-22,2065,2075,2065,2075,1152,9549.0,4602000.0
2018-08-23,2060,2075,2060,2075,2902,9549.0,4602000.0
2018-08-24,2075,2080,2060,2080,1368,9572.0,4602000.0
2018-08-27,2090,2090,2075,2075,2442,9549.0,4602000.0
2018-08-28,2075,2085,2075,2080,2595,9572.0,4602000.0
2018-08-29,2085,2085,2070,2080,1495,9572.0,4602000.0
2018-08-30,2090,2090,2070,2085,2699,9595.0,4602000.0
2018-08-31,2085,2090,2075,2085,1120,9595.0,4602000.0
2018-09-03,2090,2090,2075,2090,330,9618.0,4602000.0
2018-09-04,2085,2095,2085,2095,5200,9641.0,4602000.0
2018-09-05,2095,2110,2095,2110,12600,9710.0,4602000.0
2018-09-06,2080,2120,2080,2115,535,9733.0,4602000.0
2018-09-07,2120,2120,2070,2070,11273,9526.0,4602000.0
2018-09-10,2080,2080,2070,2075,52750,9549.0,4602000.0
2018-09-11,2075,2085,2075,2085,30,9595.0,4602000.0
2018-09-12,2075,2115,2075,2115,616,9733.0,4602000.0
2018-09-13,2075,2100,2075,2100,1193,9664.0,4602000.0
2018-09-14,2080,2080,2075,2075,1310,9549.0,4602000.0
2018-09-17,2075,2075,2075,2075,46,9549.0,4602000.0
2018-09-18,2075,2075,2075,2075,770,9549.0,4602000.0
2018-09-19,2070,2095,2070,2085,1430,9595.0,4602000.0
2018-09-20,2095,2100,2095,2100,834,9664.0,4602000.0
2018-09-21,2130,2130,2070,2075,1057,9549.0,4602000.0
2018-09-27,2080,2100,2075,2100,320,9664.0,4602000.0
2018-09-28,2075,2100,2075,2100,544,9664.0,4602000.0
2018-10-01,2100,2100,2090,2090,900,9618.0,4602000.0
2018-10-02,2120,2120,2075,2090,22,9618.0,4602000.0
2018-10-04,2100,2100,2095,2100,901,9664.0,4602000.0
2018-10-05,2075,2100,2075,2100,28,9664.0,4602000.0
2018-10-08,2100,2100,2100,2100,0,9664.0,4602000.0
2018-10-10,2075,2080,2075,2075,11257,9549.0,4602000.0
2018-10-11,2070,2100,2070,2100,5319,9664.0,4602000.0
2018-10-12,2095,2095,2095,2095,10,9641.0,4602000.0
2018-10-15,2110,2110,2080,2080,2054,9572.0,4602000.0
2018-10-16,2120,2120,2100,2100,2,9664.0,4602000.0
2018-10-17,2095,2095,2090,2090,29,9618.0,4602000.0
2018-10-18,2120,2120,2120,2120,1,9756.0,4602000.0
2018-10-19,2080,2120,2080,2120,2,9756.0,4602000.0
2018-10-22,2100,2100,2080,2100,3,9664.0,4602000.0
2018-10-23,2120,2120,2120,2120,1,9756.0,4602000.0
2018-10-24,2110,2110,2110,2110,0,9710.0,4602000.0
2018-10-25,2080,2100,2060,2090,2357,9618.0,4602000.0
2018-10-26,2085,2085,2065,2075,6496,9549.0,4602000.0
2018-10-29,2070,2080,2050,2080,6511,9572.0,4602000.0
2018-10-30,2075,2120,2070,2120,2673,9756.0,4602000.0
2018-10-31,2060,2095,2060,2095,10001,9641.0,4602000.0
2018-11-01,2090,2090,2090,2090,2500,9618.0,4602000.0
2018-11-02,2055,2100,2055,2095,6702,9641.0,4602000.0
2018-11-05,2105,2105,2105,2105,1,9687.0,4602000.0
2018-11-06,2050,2090,2050,2080,6047,9572.0,4602000.0
2018-11-07,2080,2100,2080,2100,896,9664.0,4602000.0
2018-11-08,2090,2090,2090,2090,0,9618.0,4602000.0
2018-11-09,2090,2090,2060,2085,622,9595.0,4602000.0
2018-11-12,2055,2090,2055,2075,957,9549.0,4602000.0
2018-11-13,2090,2090,2075,2080,509,9572.0,4602000.0
2018-11-14,2080,2080,2080,2080,77,9572.0,4602000.0
2018-11-15,2090,2090,2080,2080,402,9572.0,4602000.0
2018-11-16,2090,2090,2090,2090,1,9618.0,4602000.0
2018-11-19,2095,2095,2085,2085,411,9595.0,4602000.0
2018-11-20,2085,2085,2085,2085,1,9595.0,4602000.0
2018-11-21,2085,2085,2085,2085,400,9595.0,4602000.0
2018-11-22,2075,2075,2075,2075,0,9549.0,4602000.0
2018-11-23,2075,2075,2075,2075,300,9549.0,4602000.0
2018-11-26,2050,2090,2050,2065,6,9503.0,4602000.0
2018-11-27,2055,2065,2040,2065,4140,9503.0,4602000.0
2018-11-28,2040,2065,2040,2065,491,9503.0,4602000.0
2018-11-29,2065,2065,2065,2065,200,9503.0,4602000.0
2018-11-30,2085,2085,2055,2080,925,9572.0,4602000.0
2018-12-03,2085,2085,2055,2085,2122,9595.0,4602000.0
2018-12-04,2090,2090,2080,2085,102,9595.0,4602000.0
2018-12-05,2080,2080,2080,2080,0,9572.0,4602000.0
2018-12-06,2090,2090,2050,2080,2602,9572.0,4602000.0
2018-12-07,2080,2080,2080,2080,100,9572.0,4602000.0
2018-12-10,2095,2095,2095,2095,1,9641.0,4602000.0
2018-12-11,2070,2090,2050,2085,12618,9595.0,4602000.0
2018-12-12,2085,2085,2075,2075,200,9549.0,4602000.0
2018-12-13,2070,2070,2065,2065,200,9503.0,4602000.0
2018-12-14,2065,2065,2065,2065,0,9503.0,4602000.0
2018-12-17,2060,2060,2060,2060,0,9480.0,4602000.0
2018-12-18,2040,2040,2040,2040,3855,9388.0,4602000.0
2018-12-19,2065,2065,2025,2065,503,9503.0,4602000.0
2018-12-20,2030,2060,2030,2060,1003,9480.0,4602000.0
2018-12-21,2030,2060,2030,2060,884,9480.0,4602000.0
2018-12-24,2065,2065,2065,2065,1,9503.0,4602000.0
2018-12-26,2055,2055,2055,2055,0,9457.0,4602000.0
2018-12-27,2050,2055,2050,2055,40,9457.0,4602000.0
2018-12-28,2030,2065,2030,2065,6188,9503.0,4602000.0
2019-01-02,2030,2060,2030,2060,11,9480.0,4602000.0
2019-01-03,2060,2065,2060,2065,12,9503.0,4602000.0
2019-01-04,2060,2060,2060,2060,0,,
2019-01-07,2065,2065,2050,2065,202,9503.0,4602000.0
2019-01-08,2065,2065,2065,2065,0,,
2019-01-09,2065,2065,2065,2065,0,,
2019-01-10,2065,2065,2065,2065,0,,
2019-01-11,2065,2065,2030,2065,4,9503.0,4602000.0
2019-01-14,2030,2065,2030,2065,2,9503.0,4602000.0
2019-01-15,2020,2060,2020,2060,1001,9480.0,4602000.0
2019-01-16,2050,2060,2050,2060,1119,9480.0,4602000.0
2019-01-17,2060,2060,2060,2060,0,,
2019-01-18,2065,2065,2065,2065,1,,
2019-01-21,2060,2060,2060,2060,0,,
2019-01-22,2050,2060,2050,2060,2001,9480.0,4602000.0
2019-01-23,2060,2060,2060,2060,0,,
2019-01-24,2025,2065,2025,2065,366,9503.0,4602000.0
2019-01-25,2030,2065,2030,2065,255,9503.0,4602000.0
2019-01-28,2065,2065,2065,2065,399,9503.0,4602000.0
2019-01-29,2050,2065,2050,2065,474,9503.0,4602000.0
2019-01-30,2050,2065,2040,2065,1363,9503.0,4602000.0
2019-01-31,2050,2095,2050,2065,5435,9503.0,4602000.0
2019-02-01,2045,2065,2045,2065,1201,9503.0,4602000.0
2019-02-07,2065,2065,2065,2065,1000,9503.0,4602000.0
2019-02-08,2065,2065,2065,2065,4001,9503.0,4602000.0
2019-02-11,2065,2065,2065,2065,2000,9503.0,4602000.0
2019-02-12,2065,2140,2045,2120,1210,9756.0,4602000.0
2019-02-13,2080,2080,2050,2080,816,9572.0,4602000.0
2019-02-14,2080,2080,2080,2080,3,9572.0,4602000.0
2019-02-15,2080,2080,2080,2080,0,9572.0,4602000.0
2019-02-18,2075,2075,2075,2075,2011,9549.0,4602000.0
2019-02-19,2080,2080,2080,2080,1,9572.0,4602000.0
2019-02-20,2080,2080,2080,2080,0,,
2019-02-21,2065,2065,2065,2065,5,9503.0,4602000.0
2019-02-22,2075,2075,2075,2075,1,9549.0,4602000.0
2019-02-25,2075,2075,2075,2075,0,9549.0,4602000.0
2019-02-26,2040,2070,2040,2070,211,9526.0,4602000.0
2019-02-27,2035,2070,2035,2070,509,9526.0,4602000.0
2019-02-28,2075,2100,2075,2100,50,9664.0,4602000.0
2019-03-04,2040,2075,2035,2075,10001,9549.0,4602000.0
2019-03-05,2075,2075,2070,2075,6,9549.0,4602000.0
2019-03-06,2045,2080,2045,2080,86,9572.0,4602000.0
2019-03-07,2080,2080,2080,2080,0,,
2019-03-08,2075,2075,2075,2075,0,9549.0,4602000.0
2019-03-11,2075,2075,2075,2075,723,9549.0,4602000.0
2019-03-12,2080,2080,2080,2080,4724,9572.0,4602000.0
2019-03-13,2060,2080,2060,2080,4812,9572.0,4602000.0
2019-03-14,2080,2080,2080,2080,0,,
2019-03-15,2075,2075,2075,2075,0,,
2019-03-18,2080,2080,2080,2080,1,,
2019-03-19,2080,2080,2080,2080,100,,
2019-03-20,2080,2080,2045,2080,11,9572.0,4602000.0
2019-03-21,2080,2080,2080,2080,0,,
2019-03-22,2080,2080,2080,2080,0,,
2019-03-25,2080,2080,2080,2080,0,,
2019-03-26,2080,2080,2080,2080,0,,
2019-03-27,2075,2075,2075,2075,48,9549.0,4602000.0
2019-03-28,2080,2080,2080,2080,1,,
2019-03-29,2080,2080,2080,2080,0,,
2019-04-01,2040,2080,2040,2080,4,9572.0,4602000.0
2019-04-02,2075,2075,2075,2075,0,,
2019-04-03,2080,2140,2080,2095,24396,9641.0,4602000.0
2019-04-04,2100,2100,2065,2065,14507,9503.0,4602000.0
2019-04-05,2090,2090,2065,2090,2003,9618.0,4602000.0
2019-04-08,2090,2100,2090,2100,12,9664.0,4602000.0
2019-04-09,2120,2120,2120,2120,1,,
2019-04-10,2115,2115,2115,2115,100,9733.0,4602000.0
2019-04-11,2060,2115,2060,2115,1021,9733.0,4602000.0
2019-04-12,2115,2115,2115,2115,102,9733.0,4602000.0
2019-04-15,2160,2160,2115,2115,14,9733.0,4602000.0
2019-04-16,2150,2150,2080,2130,3,9802.0,4602000.0
2019-04-17,2150,2150,2085,2085,7,9595.0,4602000.0
2019-04-18,2085,2155,2085,2110,56,9710.0,4602000.0
2019-04-19,2130,2130,2070,2130,696,9802.0,4602000.0
2019-04-22,2160,2160,2075,2115,4754,9733.0,4602000.0
2019-04-23,2155,2155,2070,2095,16003,9641.0,4602000.0
2019-04-24,2135,2135,2125,2125,205,9779.0,4602000.0
2019-04-25,2125,2125,2075,2125,145,9779.0,4602000.0
2019-04-26,2120,2120,2120,2120,0,9756.0,4602000.0
2019-04-29,2080,2110,2070,2100,10905,9664.0,4602000.0
2019-04-30,2085,2100,2070,2100,16916,9664.0,4602000.0
2019-05-02,2095,2095,2075,2095,12002,9641.0,4602000.0
2019-05-03,2085,2090,2070,2090,3507,9618.0,4602000.0
2019-05-07,2085,2090,2080,2090,514,9618.0,4602000.0
2019-05-08,2080,2095,2080,2095,951,9641.0,4602000.0
2019-05-09,2070,2125,2070,2095,7948,9641.0,4602000.0
2019-05-10,2120,2120,2070,2120,3,9756.0,4602000.0
2019-05-13,2120,2125,2115,2115,1049,9733.0,4602000.0
2019-05-14,2125,2125,2095,2110,1284,9710.0,4602000.0
2019-05-15,2120,2120,2100,2100,696,9664.0,4602000.0
2019-05-16,2110,2110,2105,2105,10,9687.0,4602000.0
2019-05-17,2105,2105,2105,2105,1,9687.0,4602000.0
2019-05-20,2130,2130,2075,2115,28,9733.0,4602000.0
2019-05-21,2130,2130,2130,2130,10,9802.0,4602000.0
2019-05-22,2085,2115,2085,2115,63,9733.0,4602000.0
2019-05-23,2125,2125,2090,2100,988,9664.0,4602000.0
2019-05-24,2105,2105,2105,2105,10,9687.0,4602000.0
2019-05-27,2080,2095,2080,2095,10934,9641.0,4602000.0
2019-05-28,2080,2090,2080,2090,1149,9618.0,4602000.0
2019-05-29,2085,2085,2085,2085,58500,9595.0,4602000.0
2019-05-30,2085,2085,2085,2085,2,9595.0,4602000.0
2019-05-31,2085,2085,2085,2085,1958,9595.0,4602000.0
2019-06-03,2090,2110,2090,2095,4964,9641.0,4602000.0
