아이디스(143160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-06-07,26050,26050,24450,25350,39944,271660.0,10716390.0
2013-06-10,25000,25650,24850,25500,25667,273268.0,10716390.0
2013-06-11,25750,25850,25050,25300,22702,271125.0,10716390.0
2013-06-12,25300,25350,24900,25200,25694,270053.0,10716390.0
2013-06-13,25150,25650,25000,25650,26721,274875.0,10716390.0
2013-06-14,25750,25750,25250,25300,22977,271125.0,10716390.0
2013-06-17,24950,25500,24500,24900,30078,266838.0,10716390.0
2013-06-18,25050,25150,24600,24900,12498,266838.0,10716390.0
2013-06-19,24800,25400,24650,24950,18127,267374.0,10716390.0
2013-06-20,24700,24850,24300,24700,20408,264695.0,10716390.0
2013-06-21,24150,24600,23650,24200,39440,259337.0,10716390.0
2013-06-24,24200,24450,23700,23700,18174,253978.0,10716390.0
2013-06-25,23650,23750,21050,21900,70354,234689.0,10716390.0
2013-06-26,21500,22700,21500,22300,32397,238975.0,10716390.0
2013-06-27,22400,23500,22400,23400,17093,250764.0,10716390.0
2013-06-28,23550,23850,23250,23400,14479,250764.0,10716390.0
2013-07-01,23000,23950,23000,23450,6136,251299.0,10716390.0
2013-07-02,23800,23850,22850,23050,11105,247013.0,10716390.0
2013-07-03,23200,23500,21950,22000,31144,235761.0,10716390.0
2013-07-04,22200,22500,21950,22200,16970,237904.0,10716390.0
2013-07-05,22350,22400,22050,22250,14064,238440.0,10716390.0
2013-07-08,22200,22300,21600,22050,26247,236296.0,10716390.0
2013-07-09,21950,22600,21900,22600,9858,242190.0,10716390.0
2013-07-10,22600,23100,22300,22600,9190,242190.0,10716390.0
2013-07-11,22300,23150,22300,23050,18410,247013.0,10716390.0
2013-07-12,23200,23700,23000,23200,14487,248620.0,10716390.0
2013-07-15,23200,23400,22800,23000,11614,246477.0,10716390.0
2013-07-16,23250,23350,22850,22900,8174,245405.0,10716390.0
2013-07-17,22900,23250,22850,23000,10467,246477.0,10716390.0
2013-07-18,23100,23200,22900,22900,13511,245405.0,10716390.0
2013-07-19,23150,23300,22950,23050,8735,247013.0,10716390.0
2013-07-22,23850,23850,23150,23600,14670,252907.0,10716390.0
2013-07-23,23650,23850,23200,23250,11878,249156.0,10716390.0
2013-07-24,23050,23400,22800,23100,22596,247549.0,10716390.0
2013-07-25,22900,23150,22050,22150,41503,237368.0,10716390.0
2013-07-26,22150,22400,22050,22200,15674,237904.0,10716390.0
2013-07-29,22400,22400,21500,21650,32849,232010.0,10716390.0
2013-07-30,21500,21850,21300,21650,28495,232010.0,10716390.0
2013-07-31,21650,22200,21650,22050,19666,236296.0,10716390.0
2013-08-01,22050,22250,21650,22000,43289,235761.0,10716390.0
2013-08-02,21850,22300,21650,21650,25690,232010.0,10716390.0
2013-08-05,21750,21850,21200,21300,27217,228259.0,10716390.0
2013-08-06,21300,21750,20900,21750,37401,233081.0,10716390.0
2013-08-07,21700,21750,21000,21200,21920,227187.0,10716390.0
2013-08-08,21450,21900,20900,21400,18596,229331.0,10716390.0
2013-08-09,21500,21500,21100,21450,14190,229867.0,10716390.0
2013-08-12,21450,21500,21050,21150,15752,226652.0,10716390.0
2013-08-13,21400,21400,20650,21150,25783,226652.0,10716390.0
2013-08-14,21200,21300,20800,21150,22424,226652.0,10716390.0
2013-08-16,21100,22650,20700,22500,37294,241119.0,10716390.0
2013-08-19,22450,23050,22300,22400,37730,240047.0,10716390.0
2013-08-20,22400,22400,21100,21500,54837,230402.0,10716390.0
2013-08-21,21600,21600,20450,21150,86232,226652.0,10716390.0
2013-08-22,20950,21300,20650,20800,24096,222901.0,10716390.0
2013-08-23,21050,21550,20800,21250,19079,227723.0,10716390.0
2013-08-26,21550,21950,21250,21900,17652,234689.0,10716390.0
2013-08-27,21750,22150,21300,21600,20448,231474.0,10716390.0
2013-08-28,21200,21850,20950,21700,27129,232546.0,10716390.0
2013-08-29,21800,21850,21300,21300,13064,228259.0,10716390.0
2013-08-30,21400,21600,21100,21400,10741,229331.0,10716390.0
2013-09-02,21400,21650,21150,21250,16064,227723.0,10716390.0
2013-09-03,21250,21500,21050,21250,13174,227723.0,10716390.0
2013-09-04,21400,21400,21050,21250,6015,227723.0,10716390.0
2013-09-05,21400,21600,21250,21400,5933,229331.0,10716390.0
2013-09-06,21450,21600,21300,21400,7924,229331.0,10716390.0
2013-09-09,21350,21450,21000,21150,10889,226652.0,10716390.0
2013-09-10,21100,21200,20150,20600,65637,220758.0,10716390.0
2013-09-11,20500,20750,20200,20600,21054,220758.0,10716390.0
2013-09-12,20600,20800,20250,20300,23091,217543.0,10716390.0
2013-09-13,20250,20450,20200,20250,15959,217007.0,10716390.0
2013-09-16,20300,20400,19750,19900,36281,213256.0,10716390.0
2013-09-17,20000,20100,19600,20000,22767,214328.0,10716390.0
2013-09-23,20300,20300,19900,19950,21966,213792.0,10716390.0
2013-09-24,19950,20150,19700,20000,15941,214328.0,10716390.0
2013-09-25,20000,20100,19800,20000,9413,214328.0,10716390.0
2013-09-26,20000,20200,19800,20100,15774,215399.0,10716390.0
2013-09-27,20000,20050,19800,20000,20690,214328.0,10716390.0
2013-09-30,19800,20050,19750,19850,15476,212720.0,10716390.0
2013-10-01,20000,20000,19700,19700,15522,211113.0,10716390.0
2013-10-02,19900,20050,19800,19800,12444,212185.0,10716390.0
2013-10-04,19800,19850,19600,19850,7496,212720.0,10716390.0
2013-10-07,19850,20300,19850,20100,11183,215399.0,10716390.0
2013-10-08,20100,20100,19800,20000,7404,214328.0,10716390.0
2013-10-10,20000,20050,19750,20000,10766,214328.0,10716390.0
2013-10-11,20000,20100,19700,19850,6743,212720.0,10716390.0
2013-10-14,19850,19900,19550,19600,10299,210041.0,10716390.0
2013-10-15,19600,19750,19300,19400,16108,207898.0,10716390.0
2013-10-16,19550,19700,19400,19500,11161,208970.0,10716390.0
2013-10-17,19650,19650,19300,19500,10455,208970.0,10716390.0
2013-10-18,19400,19550,19300,19450,4660,208434.0,10716390.0
2013-10-21,19450,19650,19300,19500,10940,208970.0,10716390.0
2013-10-22,19650,20200,19450,20000,32272,214328.0,10716390.0
2013-10-23,19950,20000,19750,19800,14503,212185.0,10716390.0
2013-10-24,19650,20000,19550,19950,10379,213792.0,10716390.0
2013-10-25,20000,20200,19850,20100,18541,215399.0,10716390.0
2013-10-28,19950,20200,19850,19900,10590,213256.0,10716390.0
2013-10-29,19900,20000,19400,19450,19354,208434.0,10716390.0
2013-10-30,19750,19750,18950,19050,33306,204147.0,10716390.0
2013-10-31,19100,19200,18500,18550,25318,198789.0,10716390.0
2013-11-01,18400,18800,18200,18200,28189,195038.0,10716390.0
2013-11-04,18200,18550,18200,18500,21645,198253.0,10716390.0
2013-11-05,18500,18550,18150,18250,13932,195574.0,10716390.0
2013-11-06,18250,18350,17500,17650,34765,189144.0,10716390.0
2013-11-07,17550,17650,16650,16950,80283,181643.0,10716390.0
2013-11-08,17000,17000,16400,16700,30400,178964.0,10716390.0
2013-11-11,16700,16950,15900,16200,38997,173606.0,10716390.0
2013-11-12,16150,16850,16150,16600,10256,177892.0,10716390.0
2013-11-13,16600,16750,16000,16050,16892,171998.0,10716390.0
2013-11-14,16250,16450,16050,16250,8338,174141.0,10716390.0
2013-11-15,16150,16800,16150,16700,13763,178964.0,10716390.0
2013-11-18,16700,16900,16500,16700,12246,178964.0,10716390.0
2013-11-19,16850,16850,16400,16750,13618,179500.0,10716390.0
2013-11-20,16850,16850,16600,16600,5616,177892.0,10716390.0
2013-11-21,16500,16500,16200,16300,13264,174677.0,10716390.0
2013-11-22,16300,16500,16100,16100,10320,172534.0,10716390.0
2013-11-25,15900,15900,15450,15550,46327,166640.0,10716390.0
2013-11-26,15500,15950,15500,15750,30584,168783.0,10716390.0
2013-11-27,15850,16050,15700,16050,20017,171998.0,10716390.0
2013-11-28,15950,16300,15800,16150,38257,173070.0,10716390.0
2013-11-29,16300,16300,15800,16150,22335,173070.0,10716390.0
2013-12-02,16150,16150,15700,15950,20256,170926.0,10716390.0
2013-12-03,16000,16000,15450,15500,31707,166104.0,10716390.0
2013-12-04,15500,15850,15450,15800,34849,169319.0,10716390.0
2013-12-05,15800,15950,15500,15700,22252,168247.0,10716390.0
2013-12-06,15700,16100,15700,16100,15515,172534.0,10716390.0
2013-12-09,16250,16300,15800,16150,24970,173070.0,10716390.0
2013-12-10,16150,16300,15650,16200,30472,173606.0,10716390.0
2013-12-11,16250,17050,16050,16850,103570,180571.0,10716390.0
2013-12-12,16850,17050,16600,16900,41284,181107.0,10716390.0
2013-12-13,16700,16800,16450,16550,37531,177356.0,10716390.0
2013-12-16,16500,16700,15900,15900,51208,170391.0,10716390.0
2013-12-17,16000,16000,15500,15800,52721,169319.0,10716390.0
2013-12-18,15950,15950,15650,15800,28184,169319.0,10716390.0
2013-12-19,15850,16100,15700,15700,28560,168247.0,10716390.0
2013-12-20,15950,15950,15650,15850,22046,169855.0,10716390.0
2013-12-23,15850,16600,15850,16550,70831,177356.0,10716390.0
2013-12-24,16450,16700,16300,16650,45654,178428.0,10716390.0
2013-12-26,16850,16850,16450,16500,34331,176820.0,10716390.0
2013-12-27,16600,16800,16300,16800,31973,180035.0,10716390.0
2013-12-30,16800,16850,16650,16750,27027,179500.0,10716390.0
2014-01-02,16700,16800,16450,16550,65084,177356.0,10716390.0
2014-01-03,16700,17950,16600,17800,139341,190752.0,10716390.0
2014-01-06,17800,18400,17700,18200,156949,195038.0,10716390.0
2014-01-07,18300,18800,18050,18600,77175,199325.0,10716390.0
2014-01-08,18600,19200,18450,18900,126805,202540.0,10716390.0
2014-01-09,19100,19300,18800,19050,59856,204147.0,10716390.0
2014-01-10,18850,19000,18500,18850,58899,202004.0,10716390.0
2014-01-13,18750,18850,18400,18850,55830,202004.0,10716390.0
2014-01-14,18700,20050,18600,19900,102943,213256.0,10716390.0
2014-01-15,20000,20000,19500,19600,29534,210041.0,10716390.0
2014-01-16,19450,20000,19350,19850,46645,212720.0,10716390.0
2014-01-17,19700,19950,19500,19800,22272,212185.0,10716390.0
2014-01-20,19900,19950,19650,19900,25108,213256.0,10716390.0
2014-01-21,19750,19950,19450,19800,34049,212185.0,10716390.0
2014-01-22,19900,19900,19450,19500,20131,208970.0,10716390.0
2014-01-23,19650,19750,19300,19300,15643,206826.0,10716390.0
2014-01-24,19300,19450,19150,19400,10593,207898.0,10716390.0
2014-01-27,18700,19200,18550,18850,28171,202004.0,10716390.0
2014-01-28,18850,19900,18850,19900,26105,213256.0,10716390.0
2014-01-29,20250,20400,19700,20300,61233,217543.0,10716390.0
2014-02-03,20300,20600,19500,20300,83601,217543.0,10716390.0
2014-02-04,20100,20650,19900,20600,24481,220758.0,10716390.0
2014-02-05,20700,21050,20500,20500,35820,219686.0,10716390.0
2014-02-06,20700,20700,20250,20600,30106,220758.0,10716390.0
2014-02-07,20650,20650,20300,20600,25039,220758.0,10716390.0
2014-02-10,20600,20850,20200,20200,27305,216471.0,10716390.0
2014-02-11,20400,20550,20150,20400,27881,218614.0,10716390.0
2014-02-12,20300,20750,20250,20750,25239,222365.0,10716390.0
2014-02-13,20800,20900,20450,20900,30353,223973.0,10716390.0
2014-02-14,20900,21350,20750,20900,22722,223973.0,10716390.0
2014-02-17,20500,21100,19800,21100,84399,226116.0,10716390.0
2014-02-18,21100,21700,21100,21600,47317,231474.0,10716390.0
2014-02-19,21600,21750,21300,21300,21365,228259.0,10716390.0
2014-02-20,21050,21500,20900,21000,18417,225044.0,10716390.0
2014-02-21,21200,21200,20650,20750,15778,222365.0,10716390.0
2014-02-24,20400,20750,20150,20150,20419,215935.0,10716390.0
2014-02-25,20050,20450,19900,19900,34540,213256.0,10716390.0
2014-02-26,19800,20350,19800,20250,21562,217007.0,10716390.0
2014-02-27,20050,20300,19800,19850,33519,212720.0,10716390.0
2014-02-28,19900,20150,19700,19900,12691,213256.0,10716390.0
2014-03-03,19800,20000,19750,19850,16355,212720.0,10716390.0
2014-03-04,19950,20000,19550,19800,19714,212185.0,10716390.0
2014-03-05,19700,19950,19000,19200,44823,205755.0,10716390.0
2014-03-06,19050,19250,18800,19000,46157,203611.0,10716390.0
2014-03-07,19000,19450,18800,19050,40346,204147.0,10716390.0
2014-03-10,19100,19200,18850,19150,11948,205219.0,10716390.0
2014-03-11,19050,19550,18400,19550,77376,209505.0,10716390.0
2014-03-12,19500,19800,19300,19550,26357,209505.0,10716390.0
2014-03-13,19800,19850,19150,19350,25060,207362.0,10716390.0
2014-03-14,19250,19400,18900,18900,17699,202540.0,10716390.0
2014-03-17,18750,18850,18300,18600,51404,199325.0,10716390.0
2014-03-18,18650,18800,18450,18800,17054,201468.0,10716390.0
2014-03-19,18900,18900,18400,18500,23706,198253.0,10716390.0
2014-03-20,18800,18800,18350,18450,11401,197717.0,10716390.0
2014-03-21,18700,18850,18400,18850,16377,202004.0,10716390.0
2014-03-24,18850,19400,18800,19100,14057,204683.0,10716390.0
2014-03-25,19250,19250,18950,19200,16822,205755.0,10716390.0
2014-03-26,19250,19250,19000,19000,31818,203611.0,10716390.0
2014-03-27,19200,19200,18950,18950,6948,203076.0,10716390.0
2014-03-28,18700,19000,18700,18850,8476,202004.0,10716390.0
2014-03-31,18800,19050,18600,18650,11533,199861.0,10716390.0
2014-04-01,18700,19000,18650,19000,7926,203611.0,10716390.0
2014-04-02,19200,19200,18800,19000,21503,203611.0,10716390.0
2014-04-03,19200,19200,18650,19100,33074,204683.0,10716390.0
2014-04-04,19200,19250,18900,19100,14011,204683.0,10716390.0
2014-04-07,19200,19200,18850,19000,7280,203611.0,10716390.0
2014-04-08,19000,19100,18750,19000,12156,203611.0,10716390.0
2014-04-09,19000,19200,18800,19050,8987,204147.0,10716390.0
2014-04-10,19050,19050,18700,18850,16890,202004.0,10716390.0
2014-04-11,18800,18950,18550,18950,14132,203076.0,10716390.0
2014-04-14,18800,19000,18600,18950,9020,203076.0,10716390.0
2014-04-15,18950,19100,18800,19050,7796,204147.0,10716390.0
2014-04-16,18950,20600,18950,20300,85729,217543.0,10716390.0
2014-04-17,20350,20500,19950,20350,33740,218079.0,10716390.0
2014-04-18,20500,20500,20100,20400,22693,218614.0,10716390.0
2014-04-21,20500,20500,20150,20200,17446,216471.0,10716390.0
2014-04-22,20000,20200,19800,19950,33097,213792.0,10716390.0
2014-04-23,19900,20100,19500,19800,13453,212185.0,10716390.0
2014-04-24,19800,19800,19300,19400,16144,207898.0,10716390.0
2014-04-25,19400,19600,19000,19200,19038,205755.0,10716390.0
2014-04-28,19200,19450,18950,19400,8457,207898.0,10716390.0
2014-04-29,19650,19650,19000,19000,13169,203611.0,10716390.0
2014-04-30,18950,19250,18800,19050,12787,204147.0,10716390.0
2014-05-02,19050,19400,18700,18950,9339,203076.0,10716390.0
2014-05-07,18950,18950,18250,18250,12667,195574.0,10716390.0
2014-05-08,18050,18450,17500,17900,34238,191823.0,10716390.0
2014-05-09,18000,18050,17150,17350,34112,185929.0,10716390.0
2014-05-12,17250,17300,16750,17100,31737,183250.0,10716390.0
2014-05-13,17000,17350,17000,17100,14964,183250.0,10716390.0
2014-05-14,17200,17200,16750,17050,24485,182714.0,10716390.0
2014-05-15,17150,17350,17100,17100,13914,183250.0,10716390.0
2014-05-16,17100,17150,16600,16750,19453,179500.0,10716390.0
2014-05-19,16650,16800,16050,16450,38546,176285.0,10716390.0
2014-05-20,16300,16450,15900,16050,29824,171998.0,10716390.0
2014-05-21,16050,16250,15800,16150,28405,173070.0,10716390.0
2014-05-22,16150,16200,16000,16150,15254,173070.0,10716390.0
2014-05-23,16250,16250,16000,16200,14290,173606.0,10716390.0
2014-05-26,16200,16200,16000,16050,12176,171998.0,10716390.0
2014-05-27,16000,16100,15450,15650,44967,167712.0,10716390.0
2014-05-28,15650,15650,14850,15100,85608,161817.0,10716390.0
2014-05-29,15150,15400,15100,15400,24119,165032.0,10716390.0
2014-05-30,15250,15500,14900,15100,35651,161817.0,10716390.0
2014-06-02,15100,15400,14550,14700,22116,157531.0,10716390.0
2014-06-03,14700,14750,14100,14100,32411,151101.0,10716390.0
2014-06-05,14100,14150,13650,13900,20716,148958.0,10716390.0
2014-06-09,13850,14100,13650,13750,24796,147350.0,10716390.0
2014-06-10,13650,14450,13650,14350,24506,153780.0,10716390.0
2014-06-11,14250,14650,14200,14250,17907,152709.0,10716390.0
2014-06-12,14250,14450,14200,14350,12172,153780.0,10716390.0
2014-06-13,14450,14500,13900,14450,25061,154852.0,10716390.0
2014-06-16,14550,14550,14200,14450,7922,154852.0,10716390.0
2014-06-17,14450,14850,14400,14700,7206,157531.0,10716390.0
2014-06-18,14750,14750,14200,14300,18365,153244.0,10716390.0
2014-06-19,14600,14900,14550,14650,15160,156995.0,10716390.0
2014-06-20,14850,15450,14700,15100,24732,161817.0,10716390.0
2014-06-23,15150,15300,14850,14900,12058,159674.0,10716390.0
2014-06-24,14800,15000,14500,14600,12976,156459.0,10716390.0
2014-06-25,14500,14750,14450,14700,3463,157531.0,10716390.0
2014-06-26,14600,14750,14300,14350,24130,153780.0,10716390.0
2014-06-27,14350,14550,14200,14400,8458,154316.0,10716390.0
2014-06-30,14300,14800,14250,14800,9452,158603.0,10716390.0
2014-07-01,14900,15100,14600,15050,11246,161282.0,10716390.0
2014-07-02,15200,15200,14950,15000,7527,160746.0,10716390.0
2014-07-03,14900,15100,14800,14950,9042,160210.0,10716390.0
2014-07-04,15050,15150,14750,15100,15581,161817.0,10716390.0
2014-07-07,14950,15150,14950,15000,12320,160746.0,10716390.0
2014-07-08,15000,15150,14750,14800,11766,158603.0,10716390.0
2014-07-09,14700,14850,14600,14650,12547,156995.0,10716390.0
2014-07-10,14600,14850,14550,14650,9523,156995.0,10716390.0
2014-07-11,14750,14750,14200,14250,28133,152709.0,10716390.0
2014-07-14,14200,14250,13800,14200,35500,152173.0,10716390.0
2014-07-15,14200,14300,14000,14100,12233,151101.0,10716390.0
2014-07-16,14100,14700,14050,14650,58086,156995.0,10716390.0
2014-07-17,14700,14900,14450,14750,14543,158067.0,10716390.0
2014-07-18,14750,15150,14450,15100,18624,161817.0,10716390.0
2014-07-21,15100,15700,15100,15600,17041,167176.0,10716390.0
2014-07-22,15750,15900,15450,15850,13665,169855.0,10716390.0
2014-07-23,15950,16100,15500,16000,17542,171462.0,10716390.0
2014-07-24,16000,16300,15750,15750,12967,168783.0,10716390.0
2014-07-25,15800,16050,15300,16050,14682,171998.0,10716390.0
2014-07-28,16050,16050,15550,15700,12242,168247.0,10716390.0
2014-07-29,15550,15800,15050,15800,20224,169319.0,10716390.0
2014-07-30,15850,15850,15100,15400,18152,165032.0,10716390.0
2014-07-31,15250,15550,15200,15550,10741,166640.0,10716390.0
2014-08-01,15200,15550,15100,15500,4299,166104.0,10716390.0
2014-08-04,15250,15600,15250,15500,2112,166104.0,10716390.0
2014-08-05,15400,15550,15300,15500,7522,166104.0,10716390.0
2014-08-06,15550,15600,15450,15550,5228,166640.0,10716390.0
2014-08-07,15550,15550,15200,15200,5189,162889.0,10716390.0
2014-08-08,15000,15350,14700,14950,14654,160210.0,10716390.0
2014-08-11,15000,15450,15000,15200,8138,162889.0,10716390.0
2014-08-12,15200,15550,15100,15550,10360,166640.0,10716390.0
2014-08-13,15400,15600,15300,15400,12165,165032.0,10716390.0
2014-08-14,15500,16050,15350,15950,26902,170926.0,10716390.0
2014-08-18,16000,16200,15800,16000,11353,171462.0,10716390.0
2014-08-19,16200,16250,15650,15650,7876,167712.0,10716390.0
2014-08-20,15500,15650,15250,15350,16414,164497.0,10716390.0
2014-08-21,15350,15850,15200,15250,12912,163425.0,10716390.0
2014-08-22,15350,15500,15150,15250,8907,163425.0,10716390.0
2014-08-25,15400,15750,15250,15650,9360,167712.0,10716390.0
2014-08-26,15650,15750,15550,15650,6545,167712.0,10716390.0
2014-08-27,15650,15850,15450,15600,7644,167176.0,10716390.0
2014-08-28,15500,15750,15500,15750,5704,168783.0,10716390.0
2014-08-29,15650,16000,15650,16000,12356,171462.0,10716390.0
2014-09-01,16250,16250,15700,15800,3676,169319.0,10716390.0
2014-09-02,15800,16100,15700,15950,15299,170926.0,10716390.0
2014-09-03,16000,16000,15650,15750,12357,168783.0,10716390.0
2014-09-04,15750,15950,15700,15950,9571,170926.0,10716390.0
2014-09-05,15950,16000,15750,15950,4870,170926.0,10716390.0
2014-09-11,15950,16000,15700,15900,5748,170391.0,10716390.0
2014-09-12,15750,16000,15550,15700,8720,168247.0,10716390.0
2014-09-15,15550,15700,15400,15550,7200,166640.0,10716390.0
2014-09-16,15550,15550,15300,15350,7670,164497.0,10716390.0
2014-09-17,15500,15650,15300,15600,6996,167176.0,10716390.0
2014-09-18,15600,15700,15150,15200,23884,162889.0,10716390.0
2014-09-19,15250,15250,14700,15100,23652,161817.0,10716390.0
2014-09-22,15000,15100,14800,14900,9379,159674.0,10716390.0
2014-09-23,14900,14950,14700,14900,8031,159674.0,10716390.0
2014-09-24,14900,14950,14600,14850,5778,159138.0,10716390.0
2014-09-25,15000,15150,14650,14650,17621,156995.0,10716390.0
2014-09-26,14600,14650,14400,14500,13904,155388.0,10716390.0
2014-09-29,14500,14550,14200,14200,6129,152173.0,10716390.0
2014-09-30,14200,14300,13950,13950,9663,149494.0,10716390.0
2014-10-01,14100,14150,13800,13950,7710,149494.0,10716390.0
2014-10-02,13750,14000,13700,13700,12559,146815.0,10716390.0
2014-10-06,13700,14050,13400,13700,21946,146815.0,10716390.0
2014-10-07,13750,13850,13500,13750,6293,147350.0,10716390.0
2014-10-08,13750,13750,13450,13500,13721,144671.0,10716390.0
2014-10-10,13450,13500,13100,13400,23472,143600.0,10716390.0
2014-10-13,13200,13400,12600,12750,24697,136634.0,10716390.0
2014-10-14,12200,13050,12200,13000,17608,139313.0,10716390.0
2014-10-15,13000,13150,12750,12850,6608,137706.0,10716390.0
2014-10-16,12900,13000,12650,12700,2542,136098.0,10716390.0
2014-10-17,12750,12850,12600,12700,6698,136098.0,10716390.0
2014-10-20,12800,12850,12650,12800,10060,137170.0,10716390.0
2014-10-21,12950,13000,12600,12750,8520,136634.0,10716390.0
2014-10-22,12800,12800,12200,12450,32235,133419.0,10716390.0
2014-10-23,12300,12450,12250,12450,12322,133419.0,10716390.0
2014-10-24,12400,12500,12200,12300,19979,131812.0,10716390.0
2014-10-27,12200,12750,12200,12600,16220,135027.0,10716390.0
2014-10-28,12500,12700,12450,12500,4529,133955.0,10716390.0
2014-10-29,12450,12800,12450,12800,6676,137170.0,10716390.0
2014-10-30,12650,13100,12600,13100,5371,140385.0,10716390.0
2014-10-31,13000,13200,12750,13100,11727,140385.0,10716390.0
2014-11-03,12900,13050,12600,12700,8778,136098.0,10716390.0
2014-11-04,12700,12800,12100,12400,29558,132883.0,10716390.0
2014-11-05,12200,12900,12200,12500,13900,133955.0,10716390.0
2014-11-06,12300,12500,12150,12450,9069,133419.0,10716390.0
2014-11-07,12350,12450,12250,12250,9047,131276.0,10716390.0
2014-11-10,12200,12400,12200,12200,11662,130740.0,10716390.0
2014-11-11,12200,12250,11750,12000,29344,128597.0,10716390.0
2014-11-12,12000,12000,11500,11650,34040,124846.0,10716390.0
2014-11-13,11650,12400,11550,12300,47656,131812.0,10716390.0
2014-11-14,12600,12750,12200,12200,24382,130740.0,10716390.0
2014-11-17,12300,12400,12050,12300,16833,131812.0,10716390.0
2014-11-18,12300,12400,12100,12350,5463,132347.0,10716390.0
2014-11-19,12200,12350,12150,12350,8906,132347.0,10716390.0
2014-11-20,12350,12650,12250,12450,10304,133419.0,10716390.0
2014-11-21,12450,13150,12450,12750,18556,136634.0,10716390.0
2014-11-24,12750,13100,12750,12750,8293,136634.0,10716390.0
2014-11-25,12700,12950,12550,12550,38089,134491.0,10716390.0
2014-11-26,12650,12700,12250,12300,9466,131812.0,10716390.0
2014-11-27,12200,12350,11750,11900,27061,127525.0,10716390.0
2014-11-28,12000,12000,11650,11850,12341,126989.0,10716390.0
2014-12-01,11950,11950,11500,11550,13222,123774.0,10716390.0
2014-12-02,11450,12200,11250,12050,27623,129132.0,10716390.0
2014-12-03,12000,12600,11850,12600,13734,135027.0,10716390.0
2014-12-04,12700,13350,12600,13250,37081,141992.0,10716390.0
2014-12-05,13350,14000,13200,13600,44722,145743.0,10716390.0
2014-12-08,13750,13750,13000,13450,17649,144135.0,10716390.0
2014-12-09,13350,15300,13350,14000,107480,150029.0,10716390.0
2014-12-10,13800,14250,13300,13350,29194,143064.0,10716390.0
2014-12-11,13350,13550,13200,13300,9178,142528.0,10716390.0
2014-12-12,13100,13500,12800,13200,18162,141456.0,10716390.0
2014-12-15,13300,13400,12900,13300,16248,142528.0,10716390.0
2014-12-16,13450,13450,12250,12800,45442,137170.0,10716390.0
2014-12-17,12800,12800,12300,12500,8174,133955.0,10716390.0
2014-12-18,12650,12650,12100,12450,17034,133419.0,10716390.0
2014-12-19,12500,12700,12150,12500,18203,133955.0,10716390.0
2014-12-22,12700,12700,12150,12600,12291,135027.0,10716390.0
2014-12-23,12450,12700,12450,12600,5143,135027.0,10716390.0
2014-12-24,12700,12850,12350,12600,16362,135027.0,10716390.0
2014-12-26,12700,12750,12450,12700,4368,136098.0,10716390.0
2014-12-29,12700,12800,12500,12500,9007,133955.0,10716390.0
2014-12-30,12700,12700,12300,12450,5593,133419.0,10716390.0
2015-01-02,12500,12550,12050,12500,17099,133955.0,10716390.0
2015-01-05,12250,12550,12200,12400,15916,132883.0,10716390.0
2015-01-06,12350,12450,12100,12300,13292,131812.0,10716390.0
2015-01-07,12200,12500,12000,12100,15040,129668.0,10716390.0
2015-01-08,12100,12150,11950,12100,11438,129668.0,10716390.0
2015-01-09,12150,12400,12050,12400,10179,132883.0,10716390.0
2015-01-12,12350,12800,12250,12500,14357,133955.0,10716390.0
2015-01-13,12550,12700,12450,12600,4863,135027.0,10716390.0
2015-01-14,12500,12700,12300,12650,4525,135562.0,10716390.0
2015-01-15,12700,13300,12450,13300,28773,142528.0,10716390.0
2015-01-16,13300,13300,12900,12950,17076,138777.0,10716390.0
2015-01-19,13450,13750,12750,12950,69805,138777.0,10716390.0
2015-01-20,13000,13100,12500,12950,20905,138777.0,10716390.0
2015-01-21,12900,13350,12600,12800,26880,137170.0,10716390.0
2015-01-22,12750,13050,12600,12650,30072,135562.0,10716390.0
2015-01-23,12850,14050,12850,13800,199033,147886.0,10716390.0
2015-01-26,14050,14800,13650,13750,184011,147350.0,10716390.0
2015-01-27,13800,13900,13350,13600,49708,145743.0,10716390.0
2015-01-28,13600,13700,13400,13600,53695,145743.0,10716390.0
2015-01-29,13600,13600,13150,13550,244506,145207.0,10716390.0
2015-01-30,14100,14900,13500,13550,191622,145207.0,10716390.0
2015-02-02,13600,14100,13400,14000,67967,150029.0,10716390.0
2015-02-03,14200,14850,13850,14800,77548,158603.0,10716390.0
2015-02-04,14850,16250,14600,16250,239576,174141.0,10716390.0
2015-02-05,16250,16350,15750,16250,128005,174141.0,10716390.0
2015-02-06,16400,16400,15600,16350,131827,175213.0,10716390.0
2015-02-09,16400,16500,15550,16450,84867,176285.0,10716390.0
2015-02-10,16250,16450,15750,15800,74556,169319.0,10716390.0
2015-02-11,15800,16000,15400,15750,64978,168783.0,10716390.0
2015-02-12,15800,16250,15600,15600,39665,167176.0,10716390.0
2015-02-13,15600,16100,15600,16000,48465,171462.0,10716390.0
2015-02-16,16000,16050,15600,15800,30040,169319.0,10716390.0
2015-02-17,15800,16050,15300,16050,32334,171998.0,10716390.0
2015-02-23,16000,16250,15700,15800,23397,169319.0,10716390.0
2015-02-24,15850,15900,15500,15850,51215,169855.0,10716390.0
2015-02-25,16050,16750,15500,15900,76773,170391.0,10716390.0
2015-02-26,15900,16100,15450,15500,47701,166104.0,10716390.0
2015-02-27,15750,16300,15300,16300,48807,174677.0,10716390.0
