서진시스템(178320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-17,15800,16100,15100,15750,132804,142543.0,9050333.0
2018-12-18,15450,16100,15450,15600,71029,141185.0,9050333.0
2018-12-19,15800,16200,15550,15950,89032,144353.0,9050333.0
2018-12-20,16050,16300,15700,15700,73931,142090.0,9050333.0
2018-12-21,15700,15850,15600,15700,46629,142090.0,9050333.0
2018-12-24,15700,15700,15250,15500,52882,140280.0,9050333.0
2018-12-26,15000,15150,14850,15000,57118,135755.0,9050333.0
2018-12-27,15150,15700,15150,15500,48014,140280.0,9050333.0
2018-12-28,15750,18550,15750,17350,665794,157023.0,9050333.0
2019-01-02,18050,18400,17650,17950,306323,162453.0,9050333.0
2019-01-03,18150,18700,17500,17950,296273,162453.0,9050333.0
2019-01-04,17800,18950,17750,18650,406882,168789.0,9050333.0
2019-01-07,19250,19550,18750,18900,317762,171051.0,9050333.0
2019-01-08,19150,19200,17700,18150,291810,164264.0,9050333.0
2019-01-09,18300,18450,17900,18100,153063,163811.0,9050333.0
2019-01-10,18150,18250,17650,17700,158305,160191.0,9050333.0
2019-01-11,18000,18200,17550,17700,191720,160191.0,9050333.0
2019-01-14,17550,18700,17400,18350,387221,166074.0,9050333.0
2019-01-15,18500,18850,18150,18700,267031,169241.0,9050333.0
2019-01-16,18400,19150,18150,18950,875825,343008.0,18100666.0
2019-01-17,19100,19600,18600,18900,383752,342103.0,18100666.0
2019-01-18,19050,19050,18250,18700,262334,338482.0,18100666.0
2019-01-21,18700,18750,18300,18550,216686,335767.0,18100666.0
2019-01-22,18600,18700,17950,18100,222071,327622.0,18100666.0
2019-01-23,18100,18300,17850,17950,171678,324907.0,18100666.0
2019-01-24,17850,18600,17850,18200,274530,329432.0,18100666.0
2019-01-25,18300,18600,18150,18200,174378,329432.0,18100666.0
2019-01-28,18450,18650,18050,18200,227791,329432.0,18100666.0
2019-01-29,18000,18250,17900,18150,125702,328527.0,18100666.0
2019-01-30,18200,18250,17550,17750,236924,321287.0,18100666.0
2019-01-31,17750,17950,17500,17900,162434,324002.0,18100666.0
2019-02-01,17800,18050,17650,17850,105923,323097.0,18100666.0
2019-02-07,17950,18300,17800,18300,176280,331242.0,18100666.0
2019-02-08,18350,18650,18200,18250,175145,330337.0,18100666.0
2019-02-11,18400,18950,18000,18900,298270,342103.0,18100666.0
2019-02-12,19050,19100,18600,18750,241853,339387.0,18100666.0
2019-02-13,19100,19650,18850,19400,518604,351153.0,18100666.0
2019-02-14,19700,20150,19400,19650,728355,355678.0,18100666.0
2019-02-15,19800,19800,19050,19700,308772,356583.0,18100666.0
2019-02-18,20100,20400,19550,19650,353374,355678.0,18100666.0
2019-02-19,19600,19650,18900,18950,349721,343008.0,18100666.0
2019-02-20,18950,19450,18950,19350,248864,350248.0,18100666.0
2019-02-21,19550,19550,18950,19050,190790,344818.0,18100666.0
2019-02-22,19050,19450,18750,18800,256984,340293.0,18100666.0
2019-02-25,19000,19550,18900,19200,328100,347533.0,18100666.0
2019-02-26,19450,19450,18850,18950,146317,343008.0,18100666.0
2019-02-27,19000,19150,18850,19000,159466,343913.0,18100666.0
2019-02-28,19200,19250,18050,18300,322328,331242.0,18100666.0
2019-03-04,18600,18700,18250,18350,201091,332147.0,18100666.0
2019-03-05,18300,18350,18000,18250,180370,330337.0,18100666.0
2019-03-06,18400,18600,18100,18300,155121,331242.0,18100666.0
2019-03-07,18150,18700,18050,18550,288544,335767.0,18100666.0
2019-03-08,18550,18550,17650,17700,374505,320382.0,18100666.0
2019-03-11,17800,17900,17050,17450,199316,315857.0,18100666.0
2019-03-12,17600,18200,17600,18150,210559,328527.0,18100666.0
2019-03-13,18150,18150,17650,17700,137881,320382.0,18100666.0
2019-03-14,17750,17850,17400,17550,164404,317667.0,18100666.0
2019-03-15,17900,18550,17850,18400,480472,333052.0,18100666.0
2019-03-18,18350,19250,18200,19150,514681,346628.0,18100666.0
2019-03-19,19300,19600,18900,18900,482857,342103.0,18100666.0
2019-03-20,19050,19150,18450,18950,282982,343008.0,18100666.0
2019-03-21,19100,19250,18300,18400,314081,333052.0,18100666.0
2019-03-22,18700,18900,18400,18450,209770,333957.0,18100666.0
2019-03-25,18050,18200,17700,17950,357293,324907.0,18100666.0
2019-03-26,18050,18150,17700,18000,136245,325812.0,18100666.0
2019-03-27,18100,18350,17700,17750,219870,321287.0,18100666.0
2019-03-28,17750,18000,17550,17700,194268,320382.0,18100666.0
2019-03-29,17700,18300,17700,18100,285695,327622.0,18100666.0
2019-04-01,18300,19150,18250,18950,342516,343008.0,18100666.0
2019-04-02,19100,19100,18650,18800,197666,340293.0,18100666.0
2019-04-03,19050,22450,18950,22000,3695350,398215.0,18100666.0
2019-04-04,22200,22350,21200,21700,1422582,392784.0,18100666.0
2019-04-05,21700,22800,21350,21800,1484739,394595.0,18100666.0
2019-04-08,22500,22600,21550,21800,802354,394595.0,18100666.0
2019-04-09,22100,22850,21750,22100,1482617,400025.0,18100666.0
2019-04-10,21800,21800,21200,21550,1119411,390069.0,18100666.0
2019-04-11,21750,22300,21400,21400,753584,387354.0,18100666.0
2019-04-12,21500,22800,21350,22800,1339575,412695.0,18100666.0
2019-04-15,22900,23500,22500,23450,1051462,424461.0,18100666.0
2019-04-16,23450,23500,22150,22450,894296,406360.0,18100666.0
2019-04-17,22500,22800,22100,22450,471369,406360.0,18100666.0
2019-04-18,22750,22950,22150,22300,460346,403645.0,18100666.0
2019-04-19,22350,22750,22200,22450,329293,406360.0,18100666.0
2019-04-22,22700,22800,21550,22000,485021,398215.0,18100666.0
2019-04-23,22000,22050,21350,21550,348243,390069.0,18100666.0
2019-04-24,22000,22300,21500,21800,650538,394595.0,18100666.0
2019-04-25,21850,22700,21500,22100,646351,400025.0,18100666.0
2019-04-26,22300,22500,21350,21850,431648,395500.0,18100666.0
2019-04-29,22100,24000,21950,23800,1620236,430796.0,18100666.0
2019-04-30,23800,25300,23500,24300,1687568,439846.0,18100666.0
2019-05-02,24400,25500,24350,24750,837456,447991.0,18100666.0
2019-05-03,24800,24850,23700,24000,474878,434416.0,18100666.0
2019-05-07,23500,24700,23300,24400,402894,441656.0,18100666.0
2019-05-08,23900,25100,23900,24300,532519,439846.0,18100666.0
2019-05-09,24450,26350,24250,25250,1737017,457042.0,18100666.0
2019-05-10,25250,25950,24050,25250,822989,457042.0,18100666.0
2019-05-13,25650,26700,25500,25550,1021756,462472.0,18100666.0
2019-05-14,24900,26050,24650,26050,547724,471522.0,18100666.0
2019-05-15,26850,29500,26550,27800,2465913,503199.0,18100666.0
2019-05-16,27800,27900,26350,26650,771949,482383.0,18100666.0
2019-05-17,27300,27700,26550,26900,598160,486908.0,18100666.0
2019-05-20,27350,27400,26050,26300,481039,476048.0,18100666.0
2019-05-21,26350,27100,26100,26600,414631,481478.0,18100666.0
2019-05-22,27000,27450,26200,27400,475759,495958.0,18100666.0
2019-05-23,27500,28850,27100,27400,1079422,495958.0,18100666.0
2019-05-24,27200,28950,26750,28850,880432,522204.0,18100666.0
2019-05-27,29400,29600,25700,26950,1710253,487813.0,18100666.0
2019-05-28,27550,28600,27400,28350,1162635,513154.0,18100666.0
2019-05-29,26600,28150,26300,26750,4956133,484193.0,18100666.0
2019-05-30,27200,27200,24500,25300,1629661,457947.0,18100666.0
2019-05-31,24900,25850,24300,24900,852201,450707.0,18100666.0
2019-06-03,24500,25450,24450,24750,660235,447991.0,18100666.0
2019-06-04,24850,25750,24400,25600,631278,463377.0,18100666.0
2019-06-05,26200,26250,25050,25250,537818,457042.0,18100666.0
2019-06-07,25350,27050,25150,27000,1122791,488718.0,18100666.0
2019-06-10,27500,28300,27200,27500,1001102,497768.0,18100666.0
2019-06-11,28000,28100,26800,27300,614820,494148.0,18100666.0
2019-06-12,27100,27950,27000,27650,660508,500483.0,18100666.0
2019-06-13,27600,28050,27050,27500,387294,497768.0,18100666.0
2019-06-14,27600,28250,27200,28150,702082,509534.0,18100666.0
2019-06-17,28450,28900,27950,28150,578180,509534.0,18100666.0
2019-06-18,28350,28600,27350,27550,461267,498673.0,18100666.0
2019-06-19,27800,27900,25350,25850,1258580,467902.0,18100666.0
2019-06-20,25600,26250,25100,26200,524261,474237.0,18100666.0
2019-06-21,26600,27350,26350,26800,682443,485098.0,18100666.0
2019-06-24,26850,27100,26150,26350,337627,476953.0,18100666.0
2019-06-25,26200,26600,25050,25350,588740,458852.0,18100666.0
2019-06-26,25200,25950,24700,25850,401842,467902.0,18100666.0
2019-06-27,25850,26400,25150,25450,394344,460662.0,18100666.0
2019-06-28,25950,26350,25500,25700,390049,465187.0,18100666.0
2019-07-01,26000,26200,24900,25500,457234,461567.0,18100666.0
2019-07-02,25600,27500,25600,27150,1140538,491433.0,18100666.0
2019-07-03,27050,27150,26300,26800,487854,485098.0,18100666.0
2019-07-04,27150,27400,26650,27150,422420,491433.0,18100666.0
2019-07-05,27050,27900,26550,27200,475319,492338.0,18100666.0
2019-07-08,27250,27900,25900,25950,762106,469712.0,18100666.0
2019-07-09,25850,26650,25450,26250,426985,475142.0,18100666.0
2019-07-10,26500,27400,26400,26750,619281,484193.0,18100666.0
2019-07-11,27050,27400,26200,26600,531807,481478.0,18100666.0
2019-07-12,26850,28750,26650,28350,1491202,513154.0,18100666.0
2019-07-15,28600,29550,28050,28900,1213106,523109.0,18100666.0
2019-07-16,28850,28850,27050,27200,902179,492338.0,18100666.0
2019-07-17,26950,27650,26400,26700,568003,483288.0,18100666.0
2019-07-18,26650,27250,26300,27000,516688,488718.0,18100666.0
2019-07-19,27300,27450,26400,26800,353103,485098.0,18100666.0
2019-07-22,26600,26800,26350,26600,204183,481478.0,18100666.0
2019-07-23,26700,27400,25500,25850,550037,467902.0,18100666.0
2019-07-24,25700,26100,24800,24900,586739,450707.0,18100666.0
2019-07-25,24850,25350,23750,24500,617908,443466.0,18100666.0
2019-07-26,24600,25250,24500,25150,441826,455232.0,18100666.0
2019-07-29,25400,25450,23750,23850,421754,431701.0,18100666.0
2019-07-30,23600,24350,23600,24300,330265,439846.0,18100666.0
2019-07-31,24100,25500,23300,25450,551177,460662.0,18100666.0
2019-08-01,25200,26150,24700,25000,486088,452517.0,18100666.0
2019-08-02,24000,25250,23900,24700,304889,447086.0,18100666.0
2019-08-05,24400,24650,22300,22600,672293,409075.0,18100666.0
2019-08-06,21850,23000,20550,21300,781855,385544.0,18100666.0
2019-08-07,21850,22450,21750,22250,398179,402740.0,18100666.0
2019-08-08,22650,23450,22400,23300,365290,421746.0,18100666.0
2019-08-09,23600,23850,23000,23550,385467,426271.0,18100666.0
2019-08-12,23700,24200,23050,23400,504237,423556.0,18100666.0
2019-08-13,23800,24350,23400,23700,551113,428986.0,18100666.0
2019-08-14,24200,24250,23700,24150,310851,437131.0,18100666.0
2019-08-16,23700,25300,23700,24850,616528,449802.0,18100666.0
2019-08-19,25250,25400,24600,24900,334703,450707.0,18100666.0
2019-08-20,25050,25100,24550,24950,240339,451612.0,18100666.0
2019-08-21,24600,24950,24350,24350,315529,440751.0,18100666.0
2019-08-22,24500,24600,23200,23300,651523,421746.0,18100666.0
2019-08-23,22800,23700,22700,23500,431923,425366.0,18100666.0
2019-08-26,22850,23150,22300,22650,440724,409980.0,18100666.0
2019-08-27,23050,23350,22650,22750,223554,411790.0,18100666.0
2019-08-28,23350,23800,23000,23150,445829,419030.0,18100666.0
2019-08-29,23400,23600,22650,22850,282538,413600.0,18100666.0
2019-08-30,23300,23900,23050,23500,459847,425366.0,18100666.0
2019-09-02,23500,25150,23400,25000,796048,452517.0,18100666.0
2019-09-03,25700,26400,25100,25700,946008,465187.0,18100666.0
2019-09-04,25400,27600,25300,27000,1570213,488718.0,18100666.0
2019-09-05,27500,27550,25850,26250,891346,475142.0,18100666.0
2019-09-06,26300,27150,26200,26500,549606,479668.0,18100666.0
2019-09-09,26500,26500,24700,25150,674457,455232.0,18100666.0
2019-09-10,24800,25300,24500,24800,348143,448897.0,18100666.0
2019-09-11,25000,25350,24700,25250,278722,457042.0,18100666.0
2019-09-16,25250,25300,24450,24750,339810,447991.0,18100666.0
2019-09-17,24750,24950,24400,24500,266015,443466.0,18100666.0
2019-09-18,24450,24950,24350,24500,259362,443466.0,18100666.0
2019-09-19,24750,24800,24200,24300,243030,439846.0,18100666.0
2019-09-20,24600,25700,24450,25650,576027,464282.0,18100666.0
2019-09-23,25600,25800,25300,25650,223842,464282.0,18100666.0
2019-09-24,25650,25800,25150,25500,248811,461567.0,18100666.0
2019-09-25,25200,25450,24200,24300,367106,439846.0,18100666.0
2019-09-26,24650,24800,23850,24100,227601,436226.0,18100666.0
2019-09-27,24050,24600,23400,23800,300900,430796.0,18100666.0
2019-09-30,23300,24150,22950,24100,369465,436226.0,18100666.0
2019-10-01,24700,25200,24350,24500,368213,443466.0,18100666.0
2019-10-02,24100,24900,24000,24500,258642,443466.0,18100666.0
2019-10-04,24300,24700,23900,24100,236640,436226.0,18100666.0
2019-10-07,24200,24400,23550,23650,284454,,
