이지웰페어(090850),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-09-14,14450,14450,13850,14000,39304,138502.0,9893000.0
2015-09-15,14250,15200,14050,15200,119745,150374.0,9893000.0
2015-09-16,15200,15400,14600,14850,50602,146911.0,9893000.0
2015-09-17,14850,14850,14000,14050,62502,138997.0,9893000.0
2015-09-18,14100,14500,14100,14200,51049,140481.0,9893000.0
2015-09-21,14250,14250,13600,13750,42300,136029.0,9893000.0
2015-09-22,13850,13900,13500,13600,38271,134545.0,9893000.0
2015-09-23,13500,13650,13200,13550,55973,134050.0,9893000.0
2015-09-24,13550,13600,13100,13200,33149,130588.0,9893000.0
2015-09-25,13200,13900,12950,13700,29081,135534.0,9893000.0
2015-09-30,13700,13750,13150,13300,18564,131577.0,9893000.0
2015-10-01,13500,13650,13200,13350,17766,132072.0,9893000.0
2015-10-02,13350,14100,13200,13300,53083,131577.0,9893000.0
2015-10-05,13400,13800,13250,13400,47815,132566.0,9893000.0
2015-10-06,13600,14100,13300,13650,136010,135039.0,9893000.0
2015-10-07,13850,13850,13050,13100,44406,129598.0,9893000.0
2015-10-08,13150,13300,12650,13100,39342,129598.0,9893000.0
2015-10-12,13000,13200,12800,12850,31410,127125.0,9893000.0
2015-10-13,12700,13250,12700,13050,24140,129104.0,9893000.0
2015-10-14,13050,13150,12450,12700,65638,125641.0,9893000.0
2015-10-15,12900,13250,12700,13200,25260,130588.0,9893000.0
2015-10-16,13500,17150,13300,17150,2565906,169665.0,9893000.0
2015-10-19,18000,18050,15150,15650,1329574,154825.0,9893000.0
2015-10-20,15750,15800,14800,15000,562642,148395.0,9893000.0
2015-10-21,15300,15550,14750,14850,487155,146911.0,9893000.0
2015-10-22,14650,14700,13900,14000,406236,138502.0,9893000.0
2015-10-23,14250,14400,13550,13800,250180,136523.0,9893000.0
2015-10-26,13950,14100,13650,13800,145864,136523.0,9893000.0
2015-10-27,13950,14350,13800,13850,245465,137018.0,9893000.0
2015-10-28,13900,14250,13550,13850,195667,137018.0,9893000.0
2015-10-29,13950,14150,13500,13700,174899,135534.0,9893000.0
2015-10-30,13700,13700,13000,13150,159087,130093.0,9893000.0
2015-11-02,13200,13950,13000,13650,199957,135039.0,9893000.0
2015-11-03,13650,13950,13300,13450,144546,133061.0,9893000.0
2015-11-04,13550,14250,13450,14200,252701,140481.0,9893000.0
2015-11-05,14200,14900,14050,14050,592962,138997.0,9893000.0
2015-11-06,14200,14300,13150,13500,347428,133556.0,9893000.0
2015-11-09,13400,13750,12950,12950,154783,128114.0,9893000.0
2015-11-10,12800,13300,12500,13100,160255,129598.0,9893000.0
2015-11-11,13000,13800,12950,13800,132204,136523.0,9893000.0
2015-11-12,14300,15000,14000,14650,730251,144932.0,9893000.0
2015-11-13,14900,14950,13650,14000,437914,138502.0,9893000.0
2015-11-16,13900,13900,12950,13000,247341,128609.0,9893000.0
2015-11-17,13200,13250,12550,12650,164415,125146.0,9893000.0
2015-11-18,12750,13250,12200,12700,107397,125641.0,9893000.0
2015-11-19,12700,12750,12400,12600,73756,124652.0,9893000.0
2015-11-20,12550,13000,12500,12600,57547,124652.0,9893000.0
2015-11-23,12700,12800,12250,12350,108193,122179.0,9893000.0
2015-11-24,12450,12450,12150,12250,69794,121189.0,9893000.0
2015-11-25,12250,12400,12100,12350,44985,122179.0,9893000.0
2015-11-26,12400,12650,12300,12600,55980,124652.0,9893000.0
2015-11-27,12650,12800,12100,12150,119590,120200.0,9893000.0
2015-11-30,12950,13150,12150,12500,141848,123662.0,9893000.0
2015-12-01,12400,12700,12100,12150,87492,120200.0,9893000.0
2015-12-02,12200,12250,11550,11700,150685,115748.0,9893000.0
2015-12-03,11600,11950,11600,11850,54138,117232.0,9893000.0
2015-12-04,11850,11950,11650,11800,34480,116737.0,9893000.0
2015-12-07,11900,12000,11800,11950,38914,118221.0,9893000.0
2015-12-08,11900,11900,11300,11500,81255,113770.0,9893000.0
2015-12-09,11500,11500,11000,11050,68599,109318.0,9893000.0
2015-12-10,10900,11250,10250,10500,97274,103876.0,9893000.0
2015-12-11,10600,10700,10400,10600,33592,104866.0,9893000.0
2015-12-14,10300,10500,10000,10000,56272,98930.0,9893000.0
2015-12-15,10000,11150,9990,10450,133763,103382.0,9893000.0
2015-12-16,10650,11300,10550,11200,50146,110802.0,9893000.0
2015-12-17,11150,11950,11150,11400,71339,112780.0,9893000.0
2015-12-18,11500,12150,11350,11450,94545,113275.0,9893000.0
2015-12-21,11500,11850,11450,11750,44806,116243.0,9893000.0
2015-12-22,11900,11900,11450,11650,41916,115253.0,9893000.0
2015-12-23,11700,12100,11450,11900,74818,117727.0,9893000.0
2015-12-24,11850,11900,11600,11600,26250,114759.0,9893000.0
2015-12-28,11750,11750,11300,11400,46394,112780.0,9893000.0
2015-12-29,11350,11950,11350,11700,29338,115748.0,9893000.0
2015-12-30,11700,12100,11600,12050,38794,119211.0,9893000.0
2016-01-04,12050,12350,11750,11950,44577,118221.0,9893000.0
2016-01-05,11650,12450,11650,12050,61857,119211.0,9893000.0
2016-01-06,12450,12500,12000,12200,53542,120695.0,9893000.0
2016-01-07,12200,12750,11900,11950,140445,118221.0,9893000.0
2016-01-08,11900,12050,11500,11950,41383,118221.0,9893000.0
2016-01-11,11750,12000,11500,11900,39275,117727.0,9893000.0
2016-01-12,12100,12650,11900,12000,70448,118716.0,9893000.0
2016-01-13,12150,12350,12000,12150,33776,120200.0,9893000.0
2016-01-14,11950,12150,11700,12050,34221,119211.0,9893000.0
2016-01-15,12250,12250,11650,11850,62568,117232.0,9893000.0
2016-01-18,11550,11900,11500,11700,27131,115748.0,9893000.0
2016-01-19,11600,11750,11050,11450,34347,113275.0,9893000.0
2016-01-20,11500,11950,10700,10750,65765,106350.0,9893000.0
2016-01-21,11000,11100,10350,10550,55716,104371.0,9893000.0
2016-01-22,10700,10900,10500,10800,37828,106844.0,9893000.0
2016-01-25,11000,11600,10850,11500,34958,113770.0,9893000.0
2016-01-26,11800,11800,11450,11800,46401,116737.0,9893000.0
2016-01-27,12700,14800,11950,11950,874805,118221.0,9893000.0
2016-01-28,11800,12250,11650,11900,112219,117727.0,9893000.0
2016-01-29,12000,12100,11400,11500,117469,113770.0,9893000.0
2016-02-01,11500,11600,11100,11150,73347,110307.0,9893000.0
2016-02-02,11150,11650,11100,11450,39530,113275.0,9893000.0
2016-02-03,11350,11350,10900,11100,57259,109812.0,9893000.0
2016-02-04,11050,11350,10800,11250,70908,111296.0,9893000.0
2016-02-05,11250,11500,11050,11350,31406,112286.0,9893000.0
2016-02-11,10750,11000,10650,10750,40191,106350.0,9893000.0
2016-02-12,10550,10750,10000,10100,94698,99919.0,9893000.0
2016-02-15,10100,10300,10050,10300,37414,101898.0,9893000.0
2016-02-16,10150,10500,10150,10400,34940,102887.0,9893000.0
2016-02-17,10350,10450,10100,10150,26435,100414.0,9893000.0
2016-02-18,10250,10400,10150,10300,20392,101898.0,9893000.0
2016-02-19,10200,10450,10150,10450,18661,103382.0,9893000.0
2016-02-22,10400,11600,10350,10700,150026,105855.0,9893000.0
2016-02-23,11050,11050,10350,10550,60385,104371.0,9893000.0
2016-02-24,10500,10700,10450,10450,26021,103382.0,9893000.0
2016-02-25,10450,10600,10250,10350,44681,102393.0,9893000.0
2016-02-26,10350,10900,10350,10450,85856,103382.0,9893000.0
2016-02-29,10500,10750,10500,10650,26025,105360.0,9893000.0
2016-03-02,10650,10850,10650,10700,45014,105855.0,9893000.0
2016-03-03,10600,10750,10550,10700,40487,105855.0,9893000.0
2016-03-04,10800,10950,10500,10800,42880,106844.0,9893000.0
2016-03-07,10800,11000,10700,10850,26028,107339.0,9893000.0
2016-03-08,10850,11050,10650,10800,37257,106844.0,9893000.0
2016-03-09,10900,10900,10700,10800,30204,106844.0,9893000.0
2016-03-10,10800,11150,10650,10850,48079,107339.0,9893000.0
2016-03-11,10750,10900,10700,10850,28293,107339.0,9893000.0
2016-03-14,10850,10900,10450,10550,75901,104371.0,9893000.0
2016-03-15,10450,10600,10350,10500,35003,103876.0,9893000.0
2016-03-16,10500,12450,10400,10400,727573,102887.0,9893000.0
2016-03-17,10450,10600,10300,10450,101790,103382.0,9893000.0
2016-03-18,10500,10800,10500,10700,86764,105855.0,9893000.0
2016-03-21,10700,10950,10700,10800,48640,106844.0,9893000.0
2016-03-22,10750,10950,10700,10800,33322,106844.0,9893000.0
2016-03-23,10800,10950,10650,10750,53086,106350.0,9893000.0
2016-03-24,10750,11300,10550,11000,73733,108823.0,9893000.0
2016-03-25,10900,11250,10800,11050,43081,109318.0,9893000.0
2016-03-28,11200,11250,10900,11250,54829,111296.0,9893000.0
2016-03-29,11300,11500,11200,11300,52596,111791.0,9893000.0
2016-03-30,11450,11450,11000,11000,57641,108823.0,9893000.0
2016-03-31,11000,11050,10750,10850,67071,107339.0,9893000.0
2016-04-01,10800,11400,10800,11250,63655,111296.0,9893000.0
2016-04-04,11500,12050,11450,11650,182514,115253.0,9893000.0
2016-04-05,11500,12350,11450,12000,130781,118716.0,9893000.0
2016-04-06,12100,12650,11950,12550,183195,124157.0,9893000.0
2016-04-07,12550,12700,12150,12700,108228,125641.0,9893000.0
2016-04-08,12500,12900,12400,12850,71443,127125.0,9893000.0
2016-04-11,12800,12800,12450,12700,56397,125641.0,9893000.0
2016-04-12,12750,13100,12700,13000,124277,128609.0,9893000.0
2016-04-14,13000,13750,12900,12900,214824,127620.0,9893000.0
2016-04-15,12900,13100,12000,12300,222670,121684.0,9893000.0
2016-04-18,12150,12300,11500,12250,210104,121189.0,9893000.0
2016-04-19,12350,12450,12050,12200,27969,120695.0,9893000.0
2016-04-20,12150,12350,11850,12100,51820,119705.0,9893000.0
2016-04-21,12000,12250,12000,12100,32322,119705.0,9893000.0
2016-04-22,12050,12600,12050,12350,40440,122179.0,9893000.0
2016-04-25,12500,12550,12200,12250,37578,121189.0,9893000.0
2016-04-26,12200,12450,11950,12000,63373,118716.0,9893000.0
2016-04-27,12000,12000,11650,11700,63779,115748.0,9893000.0
2016-04-28,11800,11950,11650,11700,28006,115748.0,9893000.0
2016-04-29,11600,11750,11500,11700,20660,115748.0,9893000.0
2016-05-02,11700,11800,11400,11700,39204,115748.0,9893000.0
2016-05-03,11600,11950,11450,11700,33075,115748.0,9893000.0
2016-05-04,11650,11700,11300,11300,47678,111791.0,9893000.0
2016-05-09,11200,11300,10900,11050,35142,109318.0,9893000.0
2016-05-10,10950,11350,10850,10950,47268,108328.0,9893000.0
2016-05-11,11050,11200,10900,11050,25737,109318.0,9893000.0
2016-05-12,10950,11350,10950,11000,39863,108823.0,9893000.0
2016-05-13,11000,12050,11000,11450,219909,113275.0,9893000.0
2016-05-16,11550,11550,11200,11300,42874,111791.0,9893000.0
2016-05-17,11300,11650,11250,11600,43626,114759.0,9893000.0
2016-05-18,11800,12000,11250,11450,78543,113275.0,9893000.0
2016-05-19,11500,11500,11100,11400,33877,112780.0,9893000.0
2016-05-20,11300,11400,10950,11200,47083,110802.0,9893000.0
2016-05-23,11050,11100,10800,10800,77393,106844.0,9893000.0
2016-05-24,10850,11100,10750,10900,39944,107834.0,9893000.0
2016-05-25,11000,11200,10800,11000,49082,108823.0,9893000.0
2016-05-26,11000,11150,10850,11050,30206,109318.0,9893000.0
2016-05-27,11050,11100,10650,10800,94542,106844.0,9893000.0
2016-05-30,10700,10850,10550,10700,25181,105855.0,9893000.0
2016-05-31,10650,10950,10650,10700,38675,105855.0,9893000.0
2016-06-01,10700,10900,10550,10700,33384,105855.0,9893000.0
2016-06-02,10700,10850,10550,10650,34765,105360.0,9893000.0
2016-06-03,10700,10950,10450,10900,94911,107834.0,9893000.0
2016-06-07,10900,11100,10600,10600,57252,104866.0,9893000.0
2016-06-08,10650,10850,10650,10750,34381,106350.0,9893000.0
2016-06-09,10900,12000,10900,11400,539695,112780.0,9893000.0
2016-06-10,11550,11700,11300,11600,145014,114759.0,9893000.0
2016-06-13,11500,11800,11100,11200,86083,110802.0,9893000.0
2016-06-14,11200,11400,10900,11400,64968,112780.0,9893000.0
2016-06-15,11500,11750,11050,11200,86288,110802.0,9893000.0
2016-06-16,11150,11200,10650,10650,85676,105360.0,9893000.0
2016-06-17,10700,10950,10600,10750,55336,106350.0,9893000.0
2016-06-20,10800,11150,10750,11050,38019,109318.0,9893000.0
2016-06-21,11050,11050,10850,10950,43226,108328.0,9893000.0
2016-06-22,10850,11100,10800,11000,20656,108823.0,9893000.0
2016-06-23,11000,11000,10600,10800,54510,106844.0,9893000.0
2016-06-24,10800,10850,9950,10100,172413,99919.0,9893000.0
2016-06-27,9820,10100,9800,9800,83449,96951.0,9893000.0
2016-06-28,9800,10400,9790,10350,74064,102393.0,9893000.0
2016-06-29,10350,12000,10300,11400,526736,112780.0,9893000.0
2016-06-30,11750,12050,11300,12000,294356,118716.0,9893000.0
2016-07-01,12000,12400,11800,11950,296748,118221.0,9893000.0
2016-07-04,11600,11900,11450,11450,208555,113275.0,9893000.0
2016-07-05,11500,12050,11200,12000,196861,118716.0,9893000.0
2016-07-06,11950,12200,11600,11800,135418,116737.0,9893000.0
2016-07-07,11900,12150,11800,11900,61498,117727.0,9893000.0
2016-07-08,12000,12050,11550,11550,61351,114264.0,9893000.0
2016-07-11,11450,11850,11450,11850,48036,117232.0,9893000.0
2016-07-12,11850,11900,11450,11700,51351,115748.0,9893000.0
2016-07-13,11750,11800,11500,11650,30956,115253.0,9893000.0
2016-07-14,11650,11800,11450,11700,57965,115748.0,9893000.0
2016-07-15,11600,11750,11250,11300,105977,111791.0,9893000.0
2016-07-18,11300,11600,11200,11200,75024,110802.0,9893000.0
2016-07-19,11200,11400,10950,11150,73767,110307.0,9893000.0
2016-07-20,11100,11350,11100,11200,26416,110802.0,9893000.0
2016-07-21,11200,11300,11000,11000,42445,108823.0,9893000.0
2016-07-22,11000,11100,10900,11050,32505,109318.0,9893000.0
2016-07-25,11050,11250,10950,11000,31976,108823.0,9893000.0
2016-07-26,11000,11600,11000,11500,77314,113770.0,9893000.0
2016-07-27,11450,11700,11200,11300,49490,111791.0,9893000.0
2016-07-28,11200,11850,11200,11800,111908,116737.0,9893000.0
2016-07-29,11800,12100,11600,11650,70536,115253.0,9893000.0
2016-08-01,11800,11850,11450,11600,114452,114759.0,9893000.0
2016-08-02,12400,12700,11750,11750,303368,116243.0,9893000.0
2016-08-03,11900,11900,11450,11650,45019,115253.0,9893000.0
2016-08-04,11550,11800,11250,11350,84222,112286.0,9893000.0
2016-08-05,11200,11400,10700,10800,144942,106844.0,9893000.0
2016-08-08,10450,10950,10250,10900,139830,107834.0,9893000.0
2016-08-09,10700,11000,10450,10550,130631,104371.0,9893000.0
2016-08-10,10550,10800,10450,10750,75338,106350.0,9893000.0
2016-08-11,10450,10550,10000,10300,235275,101898.0,9893000.0
2016-08-12,10400,10400,9860,9900,205039,97941.0,9893000.0
2016-08-16,9870,9970,8950,9030,383050,89334.0,9893000.0
2016-08-17,8820,8880,8450,8560,292724,84684.0,9893000.0
2016-08-18,8560,8730,8510,8580,149236,84882.0,9893000.0
2016-08-19,8600,8870,8510,8840,118964,87454.0,9893000.0
2016-08-22,8840,8950,8680,8950,116262,88542.0,9893000.0
2016-08-23,8840,8900,8690,8880,96531,87850.0,9893000.0
2016-08-24,8880,9190,8710,9000,169167,89037.0,9893000.0
2016-08-25,8980,8980,8680,8720,114392,86267.0,9893000.0
2016-08-26,8600,8720,8450,8460,116498,83695.0,9893000.0
2016-08-29,8460,8700,7860,8150,126901,80628.0,9893000.0
2016-08-30,8100,8350,7920,8080,133413,79935.0,9893000.0
2016-08-31,8010,8350,8000,8130,150666,80430.0,9893000.0
2016-09-01,8130,8350,8130,8350,52363,82607.0,9893000.0
2016-09-02,8380,8400,8190,8210,58706,81222.0,9893000.0
2016-09-05,8300,8400,8220,8280,56695,81914.0,9893000.0
2016-09-06,8210,8270,8090,8140,71308,80529.0,9893000.0
2016-09-07,8110,8300,8100,8110,61398,80232.0,9893000.0
2016-09-08,8110,8180,8020,8140,39372,80529.0,9893000.0
2016-09-09,8040,8130,7930,8080,56389,79935.0,9893000.0
2016-09-12,7940,8010,7930,7970,36381,78847.0,9893000.0
2016-09-13,8000,8100,7970,8090,19633,80034.0,9893000.0
2016-09-19,8050,8560,8040,8500,198415,84090.0,9893000.0
2016-09-20,8500,8500,8190,8320,73787,82310.0,9893000.0
2016-09-21,8400,8460,8310,8450,48123,83596.0,9893000.0
2016-09-22,8460,8550,8450,8490,32436,83992.0,9893000.0
2016-09-23,8520,8550,8400,8500,47906,84090.0,9893000.0
2016-09-26,8450,8730,8350,8490,64708,83992.0,9893000.0
2016-09-27,8530,8550,8400,8470,32512,83794.0,9893000.0
2016-09-28,8410,8500,8320,8390,33270,83002.0,9893000.0
2016-09-29,8370,8550,8350,8540,36171,84486.0,9893000.0
2016-09-30,8540,8750,8390,8430,97450,83398.0,9893000.0
2016-10-04,8410,8600,8400,8500,33191,84090.0,9893000.0
2016-10-05,8500,8740,8500,8540,59923,84486.0,9893000.0
2016-10-06,8540,8970,8460,8850,155792,87553.0,9893000.0
2016-10-07,8850,9160,8810,9100,165057,90026.0,9893000.0
2016-10-10,9130,9130,8770,9080,86323,89828.0,9893000.0
2016-10-11,9010,9080,8910,8990,49168,88938.0,9893000.0
2016-10-12,8850,9040,8750,8940,44296,88443.0,9893000.0
2016-10-13,9000,9000,8830,8980,41600,88839.0,9893000.0
2016-10-14,8880,9020,8810,9020,39117,89235.0,9893000.0
2016-10-17,8910,9080,8820,8950,41224,88542.0,9893000.0
2016-10-18,8810,8940,8760,8850,20507,87553.0,9893000.0
2016-10-19,8750,8930,8590,8750,45889,86564.0,9893000.0
2016-10-20,8760,8850,8520,8620,20891,85278.0,9893000.0
2016-10-21,8510,8660,8220,8500,53622,84090.0,9893000.0
2016-10-24,8550,8550,8360,8400,12271,83101.0,9893000.0
2016-10-25,8400,8610,8100,8530,74637,84387.0,9893000.0
2016-10-26,8450,8510,8060,8350,41651,82607.0,9893000.0
2016-10-27,8350,8420,8050,8130,128275,80430.0,9893000.0
2016-10-28,8130,8250,8020,8020,40698,79342.0,9893000.0
2016-10-31,7900,7980,7250,7250,160303,71724.0,9893000.0
2016-11-01,7100,7600,7100,7320,65816,72417.0,9893000.0
2016-11-02,7190,7260,6800,6870,99661,67965.0,9893000.0
2016-11-03,6610,7180,6610,7110,24046,70339.0,9893000.0
2016-11-04,7000,7280,7000,7100,31529,70240.0,9893000.0
2016-11-07,7030,7170,7020,7170,29298,70933.0,9893000.0
2016-11-08,7190,7530,7190,7400,40813,73208.0,9893000.0
2016-11-09,7460,7460,6200,6600,168451,65294.0,9893000.0
2016-11-10,6720,7140,6720,7070,61828,69944.0,9893000.0
2016-11-11,7020,7150,6980,7120,33234,70438.0,9893000.0
2016-11-14,7080,7530,7050,7420,73344,73406.0,9893000.0
2016-11-15,7350,7640,7350,7580,24948,74989.0,9893000.0
2016-11-16,7490,7750,7490,7750,48088,76671.0,9893000.0
2016-11-17,8570,9100,7560,7680,783930,75978.0,9893000.0
2016-11-18,7610,7640,7160,7210,136881,71329.0,9893000.0
2016-11-21,7100,7110,6730,6750,171754,66778.0,9893000.0
2016-11-22,7030,7300,6820,7180,129038,71032.0,9893000.0
2016-11-23,7020,7170,6850,7030,64312,69548.0,9893000.0
2016-11-24,7030,7180,6830,6840,54699,67668.0,9893000.0
2016-11-25,6660,7030,6660,6990,46102,69152.0,9893000.0
2016-11-28,6920,7120,6920,6970,43120,68954.0,9893000.0
2016-11-29,6970,7140,6960,7020,53968,69449.0,9893000.0
2016-11-30,7100,7170,6960,7040,42757,69647.0,9893000.0
2016-12-01,7000,7040,6850,6960,29224,68855.0,9893000.0
2016-12-02,6960,6960,6700,6780,29383,67075.0,9893000.0
2016-12-05,6710,7200,6510,6610,44761,65393.0,9893000.0
2016-12-06,6550,6680,6490,6550,44747,64799.0,9893000.0
2016-12-07,6570,6800,6270,6540,43103,64700.0,9893000.0
2016-12-08,6540,6700,6440,6600,48584,65294.0,9893000.0
2016-12-09,6600,6640,6520,6630,47994,65591.0,9893000.0
2016-12-12,6700,7010,6590,7000,69628,69251.0,9893000.0
2016-12-13,6930,7250,6760,7230,62044,71526.0,9893000.0
2016-12-14,7100,7370,6950,7050,48617,69746.0,9893000.0
2016-12-15,7070,7150,6960,7150,65192,70735.0,9893000.0
2016-12-16,7220,7220,7000,7120,30209,70438.0,9893000.0
2016-12-19,7230,7230,6810,6980,61851,69053.0,9893000.0
2016-12-20,6980,7020,6750,6880,89401,68064.0,9893000.0
2016-12-21,6880,7010,6810,6970,36444,68954.0,9893000.0
2016-12-22,6910,7010,6840,6840,19866,67668.0,9893000.0
2016-12-23,6840,7000,6820,6990,13791,69152.0,9893000.0
2016-12-26,7000,7000,6820,6980,43345,69053.0,9893000.0
2016-12-27,6930,6990,6840,6880,43835,68064.0,9893000.0
2016-12-28,6850,6960,6750,6880,43678,68064.0,9893000.0
2016-12-29,6880,6990,6820,6980,17720,69053.0,9893000.0
2017-01-02,6980,7020,6850,6940,16091,68657.0,9893000.0
2017-01-03,6980,6980,6800,6940,24821,68657.0,9893000.0
2017-01-04,6930,7160,6930,7110,62412,70339.0,9893000.0
2017-01-05,7150,7190,7020,7080,41914,70042.0,9893000.0
2017-01-06,7160,7160,7000,7080,56011,70042.0,9893000.0
2017-01-09,7140,7180,7030,7090,38272,70141.0,9893000.0
2017-01-10,7130,7700,7070,7490,388024,74099.0,9893000.0
2017-01-11,7450,7490,7310,7400,101155,73208.0,9893000.0
2017-01-12,7400,7930,7310,7630,316932,75484.0,9893000.0
2017-01-13,7700,7950,7650,7700,209065,76176.0,9893000.0
2017-01-16,7800,7800,7430,7500,81305,74198.0,9893000.0
2017-01-17,7500,7540,7270,7330,78423,72516.0,9893000.0
2017-01-18,7280,7410,7230,7330,41925,72516.0,9893000.0
2017-01-19,7310,7410,7240,7260,66900,71823.0,9893000.0
2017-01-20,7210,7360,7140,7270,70427,71922.0,9893000.0
2017-01-23,7270,7320,7080,7120,60100,70438.0,9893000.0
2017-01-24,7030,7150,6850,6930,68366,68558.0,9893000.0
2017-01-25,6860,6940,6730,6930,88315,68558.0,9893000.0
2017-01-26,6930,7100,6900,7000,35082,69251.0,9893000.0
2017-01-31,7000,7050,6850,6950,26489,68756.0,9893000.0
2017-02-01,6850,7080,6850,7080,46388,70042.0,9893000.0
2017-02-02,7120,7120,6820,6920,84663,68460.0,9893000.0
2017-02-03,6920,7000,6710,6710,64278,66382.0,9893000.0
2017-02-06,6710,6790,6660,6740,39203,66679.0,9893000.0
2017-02-07,6660,6800,6660,6720,17590,66481.0,9893000.0
2017-02-08,6700,6790,6560,6710,57501,66382.0,9893000.0
2017-02-09,6740,6850,6620,6710,44765,66382.0,9893000.0
2017-02-10,6710,6780,6600,6690,47418,66184.0,9893000.0
2017-02-13,6780,6780,6600,6730,33562,66580.0,9893000.0
2017-02-14,6650,6750,6630,6750,21292,66778.0,9893000.0
2017-02-15,6750,6900,6700,6890,30445,68163.0,9893000.0
2017-02-16,6900,6970,6800,6950,18193,68756.0,9893000.0
2017-02-17,6980,7000,6850,7000,34150,69251.0,9893000.0
2017-02-20,6980,7090,6890,7000,27691,69251.0,9893000.0
2017-02-21,6950,7040,6920,7030,28973,69548.0,9893000.0
2017-02-22,6970,7080,6920,7000,28554,69251.0,9893000.0
2017-02-23,7030,7030,6810,6900,53233,68262.0,9893000.0
2017-02-24,6900,6950,6850,6910,37733,68361.0,9893000.0
2017-02-27,6910,6950,6850,6900,18132,68262.0,9893000.0
2017-02-28,6990,6990,6800,6830,34346,67569.0,9893000.0
2017-03-02,6830,6910,6660,6660,32439,65887.0,9893000.0
2017-03-03,6530,6840,6400,6460,72977,63909.0,9893000.0
2017-03-06,6410,6520,6340,6510,23824,64403.0,9893000.0
2017-03-07,6510,6890,6470,6590,23137,65195.0,9893000.0
2017-03-08,6590,6590,6510,6580,7378,65096.0,9893000.0
2017-03-09,6580,6620,6500,6620,32030,65492.0,9893000.0
2017-03-10,6530,6680,6460,6680,24148,66085.0,9893000.0
2017-03-13,6680,6820,6680,6800,33036,67272.0,9893000.0
2017-03-14,6800,6810,6740,6790,14357,67173.0,9893000.0
2017-03-15,6790,6860,6680,6780,16839,67075.0,9893000.0
2017-03-16,6810,6870,6720,6870,41165,67965.0,9893000.0
2017-03-17,6870,7150,6800,6860,111253,67866.0,9893000.0
2017-03-20,6860,6860,6670,6750,35915,66778.0,9893000.0
2017-03-21,6730,6770,6650,6730,54327,66580.0,9893000.0
2017-03-22,6600,6740,6550,6660,30702,65887.0,9893000.0
2017-03-23,6660,6660,6520,6580,50950,65096.0,9893000.0
2017-03-24,6580,6870,6500,6670,112315,65986.0,9893000.0
2017-03-27,6650,6660,6550,6590,25686,65195.0,9893000.0
2017-03-28,6610,6630,6500,6560,46743,64898.0,9893000.0
2017-03-29,6560,6590,6400,6500,65540,64304.0,9893000.0
2017-03-30,6490,6580,6370,6440,21177,63711.0,9893000.0
2017-03-31,6440,6580,6410,6580,57065,65096.0,9893000.0
2017-04-03,6580,6650,6490,6560,75286,64898.0,9893000.0
2017-04-04,6600,7790,6550,6910,3211354,68361.0,9893000.0
2017-04-05,6970,7110,6870,6950,432004,68756.0,9893000.0
2017-04-06,7030,7030,6750,6820,212915,67470.0,9893000.0
2017-04-07,6870,6960,6760,6770,118142,66976.0,9893000.0
2017-04-10,6850,6870,6520,6560,144162,64898.0,9893000.0
2017-04-11,6560,6650,6410,6590,94167,65195.0,9893000.0
2017-04-12,6550,6590,6430,6500,83858,64304.0,9893000.0
2017-04-13,6530,6530,6420,6490,52952,64206.0,9893000.0
2017-04-14,6450,6490,6400,6480,65267,64107.0,9893000.0
2017-04-17,6440,6620,6440,6590,34376,65195.0,9893000.0
2017-04-18,6570,6780,6550,6750,61396,66778.0,9893000.0
2017-04-19,6750,6780,6670,6750,38088,66778.0,9893000.0
2017-04-20,6720,6780,6680,6740,33736,66679.0,9893000.0
2017-04-21,6730,6900,6720,6740,80386,66679.0,9893000.0
2017-04-24,6780,6780,6640,6740,46216,66679.0,9893000.0
2017-04-25,6740,6770,6660,6730,48915,66580.0,9893000.0
2017-04-26,6700,6780,6700,6760,32879,66877.0,9893000.0
2017-04-27,6800,6830,6730,6780,36087,67075.0,9893000.0
2017-04-28,6840,6840,6700,6700,45740,66283.0,9893000.0
2017-05-02,6700,6800,6610,6680,27374,66085.0,9893000.0
2017-05-04,6680,6690,6610,6690,18948,66184.0,9893000.0
2017-05-08,6740,6870,6650,6830,73094,67569.0,9893000.0
2017-05-10,6830,6830,6700,6750,30914,66778.0,9893000.0
2017-05-11,6800,6800,6670,6700,35406,66283.0,9893000.0
2017-05-12,6700,6700,6550,6650,66052,65788.0,9893000.0
2017-05-15,6600,6680,6510,6510,54130,64403.0,9893000.0
2017-05-16,6580,6580,6310,6390,155605,63216.0,9893000.0
2017-05-17,6390,7010,6330,6670,802009,65986.0,9893000.0
2017-05-18,6590,6590,6450,6480,141952,64107.0,9893000.0
2017-05-19,6610,6670,6540,6600,66880,65294.0,9893000.0
2017-05-22,6710,6730,6560,6630,53560,65591.0,9893000.0
2017-05-23,6630,6850,6620,6800,86664,67272.0,9893000.0
2017-05-24,6850,6850,6710,6770,20498,66976.0,9893000.0
2017-05-25,6750,6750,6620,6630,47737,65591.0,9893000.0
2017-05-26,6630,6720,6600,6720,33536,66481.0,9893000.0
2017-05-29,6720,7450,6710,7270,825697,71922.0,9893000.0
2017-05-30,7260,7530,7130,7500,546344,74198.0,9893000.0
2017-05-31,7500,7780,7360,7620,340362,75385.0,9893000.0
2017-06-01,7620,7730,7460,7550,153090,74692.0,9893000.0
