톱텍(108230),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-10-20,8083,8420,7600,7625,592359,247413.0,15659020.0
2011-10-21,7865,8202,7672,8156,305167,264637.0,15659020.0
2011-10-24,8589,8806,8348,8445,426380,274033.0,15659020.0
2011-10-25,8589,8637,8131,8204,257976,266203.0,15659020.0
2011-10-26,7986,8830,7865,8832,419546,286560.0,15659020.0
2011-10-27,8854,8878,8589,8688,240103,281862.0,15659020.0
2011-10-28,8854,8950,8468,8639,187779,280296.0,15659020.0
2011-10-31,8710,9096,8468,8542,441757,277165.0,15659020.0
2011-11-01,8348,8782,8323,8493,196720,275599.0,15659020.0
2011-11-02,8106,8348,7961,8325,235327,270118.0,15659020.0
2011-11-03,8396,8420,8009,8011,230044,259940.0,15659020.0
2011-11-04,8300,8468,8179,8397,185464,272467.0,15659020.0
2011-11-07,8589,9048,8468,9001,499718,292041.0,15659020.0
2011-11-08,9048,9072,8662,8662,261221,281079.0,15659020.0
2011-11-09,8878,8878,8396,8639,218770,280296.0,15659020.0
2011-11-10,8154,8420,8058,8301,288736,269335.0,15659020.0
2011-11-11,8445,9192,8348,8976,1159614,291258.0,15659020.0
2011-11-14,9192,9844,9144,9604,1043545,311614.0,15659020.0
2011-11-15,9675,9867,9313,9508,569956,308483.0,15659020.0
2011-11-16,9505,9627,9144,9217,297479,299087.0,15659020.0
2011-11-17,9313,9699,9072,9700,292309,314746.0,15659020.0
2011-11-18,9434,9748,9361,9652,320216,313180.0,15659020.0
2011-11-21,9796,10085,9675,10014,551140,324925.0,15659020.0
2011-11-22,9892,10085,9796,10087,349792,327274.0,15659020.0
2011-11-23,10085,10085,9530,9556,384917,310049.0,15659020.0
2011-11-24,9409,9602,9216,9339,261734,303002.0,15659020.0
2011-11-25,9265,9434,8685,8976,369380,291258.0,15659020.0
2011-11-28,9072,9240,8878,9025,171278,292824.0,15659020.0
2011-11-29,9120,9337,8999,9242,190567,299870.0,15659020.0
2011-11-30,9240,9313,8878,8880,145324,288126.0,15659020.0
2011-12-01,9313,9313,9096,9121,176374,295955.0,15659020.0
2011-12-02,9216,9457,9096,9217,213023,299087.0,15659020.0
2011-12-05,9361,9457,9216,9459,212967,306917.0,15659020.0
2011-12-06,9651,9892,9457,9459,420453,306917.0,15659020.0
2011-12-07,9602,9602,9361,9363,162338,303785.0,15659020.0
2011-12-08,9313,9313,8950,9169,209121,297521.0,15659020.0
2011-12-09,8975,9096,8806,8904,119694,288909.0,15659020.0
2011-12-12,9144,9216,9072,9121,113284,295955.0,15659020.0
2011-12-13,8975,8999,8806,8856,158861,287343.0,15659020.0
2011-12-14,8782,8830,8589,8614,151086,279514.0,15659020.0
2011-12-15,8445,8685,8420,8614,102405,279514.0,15659020.0
2011-12-16,8613,8854,8589,8759,89359,284211.0,15659020.0
2011-12-19,8589,8662,7624,8011,413216,259940.0,15659020.0
2011-12-20,7913,8251,7913,8132,128892,263854.0,15659020.0
2011-12-21,8348,8589,8300,8422,147692,273250.0,15659020.0
2011-12-22,8300,8468,8251,8397,85127,272467.0,15659020.0
2011-12-23,8493,8613,8396,8397,73623,272467.0,15659020.0
2011-12-26,8348,8516,8300,8349,67492,270901.0,15659020.0
2011-12-27,8300,8323,7889,8035,153955,260723.0,15659020.0
2011-12-28,8058,8204,7986,8060,90823,259157.0,15659020.0
2011-12-29,7986,8253,7986,8255,83424,265420.0,15659020.0
2012-01-02,8472,8643,8375,8376,104072,269335.0,15659020.0
2012-01-03,8497,8618,8424,8449,78039,271684.0,15659020.0
2012-01-04,8618,9032,8569,8693,287445,279514.0,15659020.0
2012-01-05,8814,8814,8521,8523,108697,274033.0,15659020.0
2012-01-06,8643,8643,8204,8278,158567,266203.0,15659020.0
2012-01-09,8278,8375,8132,8328,91617,267769.0,15659020.0
2012-01-10,8204,8375,8180,8255,135401,265420.0,15659020.0
2012-01-11,8253,8326,8034,8035,177434,258374.0,15659020.0
2012-01-12,8034,8278,7986,8084,124310,259940.0,15659020.0
2012-01-13,8229,8229,8083,8109,74375,260723.0,15659020.0
2012-01-16,7986,7986,7912,7938,72469,255242.0,15659020.0
2012-01-17,7937,8058,7741,7865,163151,252893.0,15659020.0
2012-01-18,7839,7937,7693,7743,110753,248978.0,15659020.0
2012-01-19,7741,7961,7693,7695,175464,247413.0,15659020.0
2012-01-20,7790,7864,7644,7743,94104,248978.0,15659020.0
2012-01-25,7718,8034,7718,7816,107681,251327.0,15659020.0
2012-01-26,7937,7937,7741,7792,101458,250544.0,15659020.0
2012-01-27,7790,8009,7718,7889,166417,253676.0,15659020.0
2012-01-30,7912,7912,7718,7792,79622,250544.0,15659020.0
2012-01-31,7741,7839,7669,7695,106923,247413.0,15659020.0
2012-02-01,7790,8375,7693,8133,547695,261506.0,15659020.0
2012-02-02,8180,8229,7912,7963,142810,256025.0,15659020.0
2012-02-03,7986,8034,7864,7889,75860,253676.0,15659020.0
2012-02-06,7937,8034,7669,7695,161952,247413.0,15659020.0
2012-02-07,7669,8009,7669,7986,137069,256808.0,15659020.0
2012-02-08,8034,8278,7839,8181,234908,263072.0,15659020.0
2012-02-09,8156,8667,8132,8546,441706,274816.0,15659020.0
2012-02-10,8546,8740,8449,8643,213661,277948.0,15659020.0
2012-02-13,8959,9082,8717,8742,288908,281079.0,15659020.0
2012-02-14,8667,8765,8497,8571,129445,275599.0,15659020.0
2012-02-15,8765,9008,8618,8985,239896,288909.0,15659020.0
2012-02-16,9154,9397,9057,9058,440462,291258.0,15659020.0
2012-02-17,9154,9251,8959,9180,176108,295173.0,15659020.0
2012-02-20,9179,9251,8959,9009,115582,289692.0,15659020.0
2012-02-21,8886,9593,8886,9570,517588,307700.0,15659020.0
2012-02-22,9568,9714,9471,9667,192271,310832.0,15659020.0
2012-02-23,9642,9836,9276,9448,292854,303785.0,15659020.0
2012-02-24,9885,9933,9495,9521,276558,306134.0,15659020.0
2012-02-27,9446,9568,9106,9326,227905,299870.0,15659020.0
2012-02-28,9349,9568,9276,9496,108078,305351.0,15659020.0
2012-02-29,9544,9544,9325,9399,119501,302219.0,15659020.0
2012-03-02,9422,9422,9106,9107,121437,292824.0,15659020.0
2012-03-05,9106,9251,8984,9180,101044,295173.0,15659020.0
2012-03-06,9154,9495,9154,9374,188692,301436.0,15659020.0
2012-03-07,9154,9325,9032,9326,86359,299870.0,15659020.0
2012-03-08,9397,9422,9179,9180,85899,295173.0,15659020.0
2012-03-09,9179,9251,9008,9009,103448,289692.0,15659020.0
2012-03-12,8984,9057,8717,8839,116188,284211.0,15659020.0
2012-03-13,8837,9008,8814,8888,66464,285777.0,15659020.0
2012-03-14,9008,9032,8862,8888,73386,285777.0,15659020.0
2012-03-15,8886,8911,8667,8717,86670,280296.0,15659020.0
2012-03-16,8717,8814,8521,8546,115299,274816.0,15659020.0
2012-03-19,8594,8984,8521,8985,119161,288909.0,15659020.0
2012-03-20,8886,9082,8717,8766,75030,281862.0,15659020.0
2012-03-21,8765,8765,8546,8643,79433,277948.0,15659020.0
2012-03-22,8740,8740,8351,8425,109744,270901.0,15659020.0
2012-03-23,8351,9008,8229,8766,127494,281862.0,15659020.0
2012-03-26,8667,8862,8667,8766,70817,281862.0,15659020.0
2012-03-27,8984,8984,8717,8814,67708,283428.0,15659020.0
2012-03-28,8814,9082,8765,8888,134487,285777.0,15659020.0
2012-03-29,8765,8837,8618,8717,42947,280296.0,15659020.0
2012-03-30,8667,9008,8643,9009,88404,289692.0,15659020.0
2012-04-02,9082,9106,8911,8960,46716,288126.0,15659020.0
2012-04-03,9008,9032,8618,8839,98903,284211.0,15659020.0
2012-04-04,8717,8814,8351,8620,92779,277165.0,15659020.0
2012-04-05,8424,8935,8424,8912,105278,286560.0,15659020.0
2012-04-06,8814,8911,8618,8620,47843,277165.0,15659020.0
2012-04-09,8472,8618,7986,7986,166470,256808.0,15659020.0
2012-04-10,7986,8253,7839,7841,90737,252110.0,15659020.0
2012-04-12,7864,8180,7864,8084,64877,259940.0,15659020.0
2012-04-13,8229,8375,8156,8303,64471,266986.0,15659020.0
2012-04-16,8132,8253,8083,8181,29916,263072.0,15659020.0
2012-04-17,8180,8351,7937,7938,77281,255242.0,15659020.0
2012-04-18,8107,8204,7986,8109,58068,260723.0,15659020.0
2012-04-19,8034,8156,8034,8060,31912,259157.0,15659020.0
2012-04-20,7937,8034,7864,7865,48958,252893.0,15659020.0
2012-04-23,7741,7937,7741,7792,67713,250544.0,15659020.0
2012-04-24,7644,7741,7621,7670,64504,246630.0,15659020.0
2012-04-25,7693,7741,7231,7598,212306,244281.0,15659020.0
2012-04-26,7693,7693,7352,7524,62366,241932.0,15659020.0
2012-04-27,7450,7644,7279,7500,103495,243548.0,15814795.0
2012-04-30,7499,7621,7255,7402,92365,240385.0,15814795.0
2012-05-02,7425,7693,7425,7695,80525,249874.0,15814795.0
2012-05-03,7473,7741,7425,7646,73524,248292.0,15814795.0
2012-05-04,7572,7839,7473,7718,52138,250665.0,15814795.0
2012-05-07,7547,7693,7425,7524,37997,244339.0,15814795.0
2012-05-08,7621,8058,7523,8035,159103,260944.0,15814795.0
2012-05-09,8009,8083,7790,7816,110061,253827.0,15814795.0
2012-05-10,7790,7986,7596,7743,82180,251455.0,15814795.0
2012-05-11,7669,7741,7473,7598,75277,246711.0,15814795.0
2012-05-14,7547,7693,7304,7329,80999,238013.0,15814795.0
2012-05-15,7084,7328,6865,7281,112446,236431.0,15814795.0
2012-05-16,7133,7231,6597,6671,122634,216663.0,15814795.0
2012-05-17,6695,6963,6671,6721,80967,218244.0,15814795.0
2012-05-18,6548,6768,6159,6721,221945,218244.0,15814795.0
2012-05-21,6573,6744,6330,6574,94616,213500.0,15814795.0
2012-05-22,6646,6793,6646,6770,54340,219826.0,15814795.0
2012-05-23,6671,6768,6525,6671,53465,216663.0,15814795.0
2012-05-24,6671,6719,6427,6502,50187,211128.0,15814795.0
2012-05-25,6573,6719,6548,6550,45968,212709.0,15814795.0
2012-05-29,6548,6744,6476,6550,108079,212709.0,15814795.0
2012-05-30,6622,6671,6476,6550,61580,212709.0,15814795.0
2012-05-31,6476,6671,6354,6623,63151,215081.0,15814795.0
2012-06-01,6525,6622,6476,6477,36763,210337.0,15814795.0
2012-06-04,6086,6256,5940,6136,93731,199266.0,15814795.0
2012-06-05,6135,6232,6135,6160,45490,200057.0,15814795.0
2012-06-07,6306,6427,6280,6282,49832,204011.0,15814795.0
2012-06-08,6280,6379,6086,6209,38142,201639.0,15814795.0
2012-06-11,6330,6354,6183,6282,89292,204011.0,15814795.0
2012-06-12,6183,6306,6183,6209,82672,201639.0,15814795.0
2012-06-13,6379,6451,6256,6282,70865,204011.0,15814795.0
2012-06-14,6330,6354,6208,6282,39945,204011.0,15814795.0
2012-06-15,6330,6330,6111,6112,56663,198476.0,15814795.0
2012-06-18,6256,6354,6208,6331,66991,205592.0,15814795.0
2012-06-19,6476,7158,6403,6916,447594,224570.0,15814795.0
2012-06-20,6963,7036,6816,6988,120911,226942.0,15814795.0
2012-06-21,6987,7158,6865,6867,113629,222989.0,15814795.0
2012-06-22,6695,6939,6622,6916,94008,224570.0,15814795.0
2012-06-25,7011,7011,6744,6770,52131,219826.0,15814795.0
2012-06-26,6671,6816,6671,6721,52019,218244.0,15814795.0
2012-06-27,6719,6816,6622,6671,52712,216663.0,15814795.0
2012-06-28,6695,6963,6597,6916,153992,224570.0,15814795.0
2012-06-29,6865,7084,6768,7037,99275,228524.0,15814795.0
2012-07-02,7060,7182,6963,7037,95118,228524.0,15814795.0
2012-07-03,7011,7304,7011,7135,99808,231687.0,15814795.0
2012-07-04,7158,7255,7011,7037,59189,228524.0,15814795.0
2012-07-05,7036,7547,7036,7524,168912,244339.0,15814795.0
2012-07-06,7572,7644,7473,7524,92177,244339.0,15814795.0
2012-07-09,7401,7741,7401,7598,73658,246711.0,15814795.0
2012-07-10,7596,7718,7401,7549,50326,245129.0,15814795.0
2012-07-11,7644,7644,7425,7524,27998,244339.0,15814795.0
2012-07-12,7523,7741,7425,7695,44201,249874.0,15814795.0
2012-07-13,7718,7766,7255,7598,53635,246711.0,15814795.0
2012-07-16,7596,7718,7376,7500,33540,243548.0,15814795.0
2012-07-17,7523,7523,7304,7378,52831,239594.0,15814795.0
2012-07-18,7352,7401,6987,7208,86754,234059.0,15814795.0
2012-07-19,7352,7401,7158,7329,59964,238013.0,15814795.0
2012-07-20,7279,7376,7207,7281,35695,236431.0,15814795.0
2012-07-23,7133,7255,6744,6818,108529,221407.0,15814795.0
2012-07-24,6646,6816,6646,6793,27313,220616.0,15814795.0
2012-07-25,6597,6671,6403,6477,55486,210337.0,15814795.0
2012-07-26,6476,6597,6403,6428,41083,208755.0,15814795.0
2012-07-27,6622,6816,6525,6745,48883,219035.0,15814795.0
2012-07-30,6816,7084,6719,6793,36277,220616.0,15814795.0
2012-07-31,6719,6987,6719,6940,28834,225361.0,15814795.0
2012-08-01,6890,7084,6793,7085,34943,230105.0,15814795.0
2012-08-02,7084,7279,6939,7061,40544,229315.0,15814795.0
2012-08-03,6914,7109,6719,6721,53426,218244.0,15814795.0
2012-08-06,6963,6963,6768,6793,32275,220616.0,15814795.0
2012-08-07,6719,7036,6695,6818,48570,221407.0,15814795.0
2012-08-08,6987,6987,6816,6842,20410,222198.0,15814795.0
2012-08-09,6816,7036,6744,7037,38560,228524.0,15814795.0
2012-08-10,7036,7376,6987,7256,56731,235640.0,15814795.0
2012-08-13,7255,7499,7255,7329,67224,238013.0,15814795.0
2012-08-14,7425,7425,7231,7378,53448,239594.0,15814795.0
2012-08-16,7401,7547,7255,7549,84666,245129.0,15814795.0
2012-08-17,7596,7644,7499,7646,72727,248292.0,15814795.0
2012-08-20,7621,7693,7499,7598,63184,246711.0,15814795.0
2012-08-21,7621,7644,7376,7378,52660,239594.0,15814795.0
2012-08-22,7304,7523,7207,7450,87527,241966.0,15814795.0
2012-08-23,7450,7644,7425,7573,53215,245920.0,15814795.0
2012-08-24,7473,7718,7425,7718,63025,250665.0,15814795.0
2012-08-27,7621,7693,7499,7670,54848,249083.0,15814795.0
2012-08-28,7596,7815,7596,7767,88870,252246.0,15814795.0
2012-08-29,7815,7839,7718,7767,48021,252246.0,15814795.0
2012-08-30,7766,7888,7718,7816,57126,253827.0,15814795.0
2012-08-31,7815,7961,7693,7963,91887,258572.0,15814795.0
2012-09-03,7937,8034,7766,7938,88916,257781.0,15814795.0
2012-09-04,7815,7961,7644,7767,57066,252246.0,15814795.0
2012-09-05,7741,7815,7352,7816,139667,253827.0,15814795.0
2012-09-06,7741,7912,7644,7792,41603,253037.0,15814795.0
2012-09-07,7864,7986,7766,7938,81056,257781.0,15814795.0
2012-09-10,7961,7986,7864,7986,35283,259363.0,15814795.0
2012-09-11,8034,8034,7839,7963,42075,258572.0,15814795.0
2012-09-12,7986,7986,7864,7963,51752,258572.0,15814795.0
2012-09-13,7961,8132,7864,8133,56687,264107.0,15814795.0
2012-09-14,8156,8253,8058,8060,87600,261735.0,15814795.0
2012-09-17,7839,8180,7839,8084,34873,262526.0,15814795.0
2012-09-18,8083,8156,7986,8084,20138,262526.0,15814795.0
2012-09-19,8058,8204,7986,8181,62980,265689.0,15814795.0
2012-09-20,8180,8253,8083,8084,48073,262526.0,15814795.0
2012-09-21,8034,8180,7937,8035,42778,260944.0,15814795.0
2012-09-24,8058,8058,7888,7986,35031,259363.0,15814795.0
2012-09-25,7937,7937,7741,7792,58660,253037.0,15814795.0
2012-09-26,7790,7888,7693,7816,33575,253827.0,15814795.0
2012-09-27,7693,7912,7596,7841,62240,254618.0,15814795.0
2012-09-28,7912,7986,7864,7938,24267,257781.0,15814795.0
2012-10-02,7937,7937,7718,7841,33574,254618.0,15814795.0
2012-10-04,7839,7888,7741,7792,29779,253037.0,15814795.0
2012-10-05,7790,8009,7669,7938,59713,257781.0,15814795.0
2012-10-08,7937,7937,7718,7718,62184,250665.0,15814795.0
2012-10-09,7644,7888,7644,7792,25254,253037.0,15814795.0
2012-10-10,7644,7766,7473,7500,31321,243548.0,15814795.0
2012-10-11,7352,7572,7328,7450,55239,241966.0,15814795.0
2012-10-12,7473,7547,7304,7427,29295,241176.0,15814795.0
2012-10-15,7450,8034,7450,7841,139349,254618.0,15814795.0
2012-10-16,7888,8034,7741,7986,65467,259363.0,15814795.0
2012-10-17,7937,8180,7937,7986,118149,259363.0,15814795.0
2012-10-18,8107,8132,7766,7938,45506,257781.0,15814795.0
2012-10-19,7790,8034,7790,7914,21950,256990.0,15814795.0
2012-10-22,7864,8132,7790,7963,94710,258572.0,15814795.0
2012-10-23,8132,8156,7937,8011,53965,260153.0,15814795.0
2012-10-24,8009,8034,7741,7963,49655,258572.0,15814795.0
2012-10-25,7888,8009,7741,7792,30147,253037.0,15814795.0
2012-10-26,7912,7986,7718,7792,31524,253037.0,15814795.0
2012-10-29,7790,7986,7790,7938,30579,257781.0,15814795.0
2012-10-30,7888,8034,7839,8035,51261,260944.0,15814795.0
2012-10-31,8009,8740,8009,8474,301894,275177.0,15814795.0
2012-11-01,8692,8862,8497,8523,184774,276759.0,15814795.0
2012-11-02,8692,9130,8594,8985,262905,291783.0,15814795.0
2012-11-05,9032,9251,8886,8888,147352,288620.0,15814795.0
2012-11-06,9130,9130,8837,9009,109501,292574.0,15814795.0
2012-11-07,9251,9325,9032,9253,144748,300481.0,15814795.0
2012-11-08,9179,9349,9057,9326,93938,302853.0,15814795.0
2012-11-09,9349,9349,9106,9204,71165,298900.0,15814795.0
2012-11-12,9106,9544,9106,9423,127332,306016.0,15814795.0
2012-11-13,9471,9495,9106,9131,93937,296527.0,15814795.0
2012-11-14,9130,9300,8521,8888,109244,288620.0,15814795.0
2012-11-15,8765,9057,8472,9034,103577,293364.0,15814795.0
2012-11-16,8886,9057,8375,8571,112487,278340.0,15814795.0
2012-11-19,8521,8814,8449,8498,74670,275968.0,15814795.0
2012-11-20,8692,9032,8692,8960,112378,290992.0,15814795.0
2012-11-21,8911,9082,8740,8936,90490,290201.0,15814795.0
2012-11-22,8984,9082,8692,9082,83098,294946.0,15814795.0
2012-11-23,8935,9082,8765,9009,61730,292574.0,15814795.0
2012-11-26,9082,9251,8814,8814,106109,286248.0,15814795.0
2012-11-27,8814,8886,8472,8620,79584,279922.0,15814795.0
2012-11-28,8569,8667,8400,8449,46899,274387.0,15814795.0
2012-11-29,8594,8717,8302,8620,77480,279922.0,15814795.0
2012-11-30,8643,8789,8472,8668,42418,281503.0,15814795.0
2012-12-03,8667,8862,8546,8791,40407,285457.0,15814795.0
2012-12-04,8717,8886,8667,8839,46380,287039.0,15814795.0
2012-12-05,8789,9179,8692,8814,64446,286248.0,15814795.0
2012-12-06,8814,8862,8424,8814,76596,286248.0,15814795.0
2012-12-07,8667,8984,8594,8814,59281,286248.0,15814795.0
2012-12-10,8765,8837,8521,8766,47072,284666.0,15814795.0
2012-12-11,8618,8765,8497,8643,65757,280713.0,15814795.0
2012-12-12,8618,8814,8594,8766,43382,284666.0,15814795.0
2012-12-13,8717,8862,8667,8839,54151,287039.0,15814795.0
2012-12-14,8862,9276,8837,9253,246015,300481.0,15814795.0
2012-12-17,9495,9568,8935,8960,212122,290992.0,15814795.0
2012-12-18,9008,9106,8497,8620,135968,279922.0,15814795.0
2012-12-20,8546,8692,8058,8328,161037,270433.0,15814795.0
2012-12-21,8375,8375,7741,8157,183231,264898.0,15814795.0
2012-12-24,7961,8351,7888,8011,69062,260153.0,15814795.0
2012-12-26,8034,8278,7912,8230,42946,267270.0,15814795.0
2012-12-27,8131,8426,8131,8353,43027,268852.0,15814795.0
2012-12-28,8352,8549,8327,8500,64291,273596.0,15814795.0
2013-01-02,8451,8500,8278,8353,40786,268852.0,15814795.0
2013-01-03,8352,8500,8327,8476,52815,272805.0,15814795.0
2013-01-04,8451,8500,8253,8378,49014,269642.0,15814795.0
2013-01-07,8352,8352,8131,8255,62407,265689.0,15814795.0
2013-01-08,8131,8253,8082,8255,44193,265689.0,15814795.0
2013-01-09,8253,8991,8180,8894,366395,286248.0,15814795.0
2013-01-10,9040,9040,8524,8697,200964,279922.0,15814795.0
2013-01-11,8819,8941,8696,8820,92154,283876.0,15814795.0
2013-01-14,8868,8892,8598,8771,53767,282294.0,15814795.0
2013-01-15,8647,8819,8500,8549,43297,275177.0,15814795.0
2013-01-16,8451,8671,8352,8500,42632,273596.0,15814795.0
2013-01-17,8500,8573,8106,8500,46812,273596.0,15814795.0
2013-01-18,8500,8549,8131,8132,118728,261735.0,15814795.0
2013-01-21,8204,8376,8033,8083,159421,260153.0,15814795.0
2013-01-22,8229,8229,7861,7886,101765,253827.0,15814795.0
2013-01-23,7959,8082,7861,7984,48456,256990.0,15814795.0
2013-01-24,7959,8057,7639,7862,90011,253037.0,15814795.0
2013-01-25,7861,7861,7468,7665,53842,246711.0,15814795.0
2013-01-28,7664,7713,7345,7395,65886,238013.0,15814795.0
2013-01-29,7443,7517,7296,7518,45241,241966.0,15814795.0
2013-01-30,7566,7590,7419,7567,32506,243548.0,15814795.0
2013-01-31,7566,7639,7468,7518,24471,241966.0,15814795.0
2013-02-01,7443,7517,7074,7223,124881,232477.0,15814795.0
2013-02-04,7320,7320,6853,6854,145072,220616.0,15814795.0
2013-02-05,6829,7836,6829,7543,289678,242757.0,15814795.0
2013-02-06,7443,7541,7172,7174,114375,230896.0,15814795.0
2013-02-07,7247,7443,7247,7419,76620,238803.0,15814795.0
2013-02-08,7443,7590,7296,7518,75233,241966.0,15814795.0
2013-02-12,7664,7812,7468,7567,147933,243548.0,15814795.0
2013-02-13,7590,7590,7419,7592,41290,244339.0,15814795.0
2013-02-14,7615,7615,7468,7592,53324,244339.0,15814795.0
2013-02-15,7615,8057,7566,7788,139873,250665.0,15814795.0
2013-02-18,7861,8229,7836,8181,141363,263316.0,15814795.0
2013-02-19,8106,8376,8106,8230,92996,264898.0,15814795.0
2013-02-20,8303,8376,8082,8304,80563,267270.0,15814795.0
2013-02-21,8180,8475,8180,8451,84514,272014.0,15814795.0
2013-02-22,8451,8573,8352,8476,65026,272805.0,15814795.0
2013-02-25,8376,8573,8376,8549,51852,275177.0,15814795.0
2013-02-26,8451,8524,8253,8378,58572,269642.0,15814795.0
2013-02-27,8451,8892,8303,8697,116503,279922.0,15814795.0
2013-02-28,8696,8819,8622,8623,43924,277550.0,15814795.0
2013-03-04,8598,8843,8549,8623,53431,277550.0,15814795.0
2013-03-05,8475,8598,8204,8549,89152,275177.0,15814795.0
2013-03-06,8549,8622,8475,8525,43018,274387.0,15814795.0
2013-03-07,8451,8720,8253,8722,73253,280713.0,15814795.0
2013-03-08,8720,8745,8524,8697,39489,279922.0,15814795.0
2013-03-11,8696,8720,8402,8647,53000,278340.0,15814795.0
2013-03-12,8671,8671,8475,8549,69840,275177.0,15814795.0
2013-03-13,8475,8573,8426,8451,50569,272014.0,15814795.0
2013-03-14,8524,8524,8327,8525,54905,274387.0,15814795.0
2013-03-15,8524,8622,8402,8525,78402,274387.0,15814795.0
2013-03-18,8426,8573,8253,8255,69512,265689.0,15814795.0
2013-03-19,8253,8598,8253,8598,60640,276759.0,15814795.0
2013-03-20,8598,8745,8402,8574,50651,275968.0,15814795.0
2013-03-21,8598,8819,8598,8746,82993,281503.0,15814795.0
2013-03-22,8696,9114,8622,9065,241169,291783.0,15814795.0
2013-03-25,9114,9163,8819,8992,86204,289411.0,15814795.0
2013-03-26,8892,8991,8671,8894,68487,286248.0,15814795.0
2013-03-27,8892,8917,8647,8796,84755,283085.0,15814795.0
2013-03-28,8794,8941,8647,8894,48225,286248.0,15814795.0
2013-03-29,8892,8991,8696,8967,57843,288620.0,15814795.0
2013-04-01,8966,8966,8745,8820,29372,283876.0,15814795.0
2013-04-02,8794,8843,8500,8549,61940,275177.0,15814795.0
2013-04-03,8475,8770,8475,8697,66322,279922.0,15814795.0
2013-04-04,8573,8770,8402,8647,42137,278340.0,15814795.0
2013-04-05,8549,8770,8402,8427,74131,271224.0,15814795.0
2013-04-08,8352,8451,7910,7911,87940,254618.0,15814795.0
2013-04-09,7861,8155,7812,8009,44849,257781.0,15814795.0
2013-04-10,8106,8204,8057,8083,29183,260153.0,15814795.0
2013-04-11,8155,8376,8033,8353,60159,268852.0,15814795.0
2013-04-12,8451,8451,8229,8427,24199,271224.0,15814795.0
2013-04-15,8253,8352,8033,8255,30664,265689.0,15814795.0
2013-04-16,8253,8451,8131,8451,39852,272014.0,15814795.0
2013-04-17,8475,8573,8327,8525,43591,274387.0,15814795.0
2013-04-18,8598,8598,8253,8255,35371,265689.0,15814795.0
2013-04-19,8229,8500,8229,8353,30700,268852.0,15814795.0
2013-04-22,8376,8451,8253,8378,42176,269642.0,15814795.0
2013-04-23,8327,8451,8229,8427,63551,271224.0,15814795.0
2013-04-24,8500,8991,8376,8869,213321,288296.0,15972103.0
2013-04-25,8843,8892,8720,8894,84813,289095.0,15972103.0
2013-04-26,8892,8991,8819,8869,136410,288296.0,15972103.0
2013-04-29,8892,8966,8647,8845,74616,287498.0,15972103.0
2013-04-30,8892,8941,8622,8722,69846,283505.0,15972103.0
2013-05-02,8794,8794,8598,8722,43088,283505.0,15972103.0
2013-05-03,8720,8843,8671,8771,63481,285102.0,15972103.0
2013-05-06,8794,8794,8598,8598,50964,279512.0,15972103.0
2013-05-07,8647,8720,8524,8722,33045,283505.0,15972103.0
2013-05-08,8770,8966,8622,8869,103167,288296.0,15972103.0
2013-05-09,8941,8941,8720,8845,64888,287498.0,15972103.0
2013-05-10,8843,8892,8573,8647,41343,281109.0,15972103.0
2013-05-13,8647,8745,8573,8697,30018,282706.0,15972103.0
2013-05-14,8696,8794,8500,8647,68307,281109.0,15972103.0
2013-05-15,8696,8696,8376,8476,82282,275519.0,15972103.0
2013-05-16,8598,8622,7419,7468,1044625,242776.0,15972103.0
2013-05-20,7590,7812,7443,7592,248817,246769.0,15972103.0
2013-05-21,7541,7688,7443,7468,189513,242776.0,15972103.0
2013-05-22,7468,7664,7468,7592,119596,246769.0,15972103.0
2013-05-23,7566,7787,7566,7690,148776,249963.0,15972103.0
2013-05-24,7688,7836,7517,7616,98694,247568.0,15972103.0
2013-05-27,7688,7762,7566,7690,67373,249963.0,15972103.0
2013-05-28,7886,8033,7812,7886,243280,256352.0,15972103.0
2013-05-29,7935,7959,7737,7862,108732,255554.0,15972103.0
2013-05-30,7812,7984,7713,7763,139364,252359.0,15972103.0
2013-05-31,7762,7861,7713,7739,69744,251561.0,15972103.0
2013-06-03,7664,7812,7639,7788,45945,253158.0,15972103.0
2013-06-04,7737,7812,7541,7616,92362,247568.0,15972103.0
2013-06-05,7615,7639,7419,7444,63514,241977.0,15972103.0
2013-06-07,7492,7566,7123,7370,85902,239582.0,15972103.0
2013-06-10,7419,7787,7172,7616,102564,247568.0,15972103.0
2013-06-11,7639,7737,7541,7641,22121,248366.0,15972103.0
2013-06-12,7639,7836,7541,7739,88481,251561.0,15972103.0
2013-06-13,7664,7787,7541,7739,36800,251561.0,15972103.0
2013-06-14,7787,7787,7468,7592,37404,246769.0,15972103.0
2013-06-17,7468,7615,7345,7345,28222,238783.0,15972103.0
2013-06-18,7345,7566,7271,7444,24010,241977.0,15972103.0
2013-06-19,7443,7787,7443,7739,61329,251561.0,15972103.0
2013-06-20,7615,7737,7443,7592,46653,246769.0,15972103.0
2013-06-21,7345,7541,7271,7468,46328,242776.0,15972103.0
2013-06-24,7468,7615,7345,7370,21534,239582.0,15972103.0
2013-06-25,7222,7443,6902,6978,50662,226804.0,15972103.0
2013-06-26,7001,7271,6976,7223,44549,234790.0,15972103.0
2013-06-27,7320,7762,7320,7714,70882,250762.0,15972103.0
2013-06-28,7713,7787,7590,7714,58303,250762.0,15972103.0
