우정바이오(215380),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-21,5589,5614,5576,5602,17908,11880.0,5500000.0
2015-07-22,5589,5690,5589,5693,19315,12072.0,5500000.0
2015-07-23,5678,5795,5665,5706,23343,12100.0,5500000.0
2015-07-24,5795,5795,5665,5719,42960,12128.0,5500000.0
2015-07-27,5820,5820,5601,5643,37526,11962.0,5500000.0
2015-07-28,5665,5795,5640,5732,20864,12155.0,5500000.0
2015-07-29,5744,5757,5627,5627,79513,11935.0,5500000.0
2015-07-30,5640,5718,5640,5706,19883,12100.0,5500000.0
2015-07-31,5731,5782,5706,5757,33391,12210.0,5500000.0
2015-08-03,5820,5820,5757,5785,10622,12265.0,5500000.0
2015-08-04,5795,5807,5757,5810,31679,12320.0,5500000.0
2015-08-05,5820,5835,5782,5836,24214,12375.0,5500000.0
2015-08-06,5807,5978,5807,5927,61000,12568.0,5500000.0
2015-08-07,6003,6016,5848,5849,63254,12402.0,5500000.0
2015-08-10,5835,5924,5807,5874,24110,12458.0,5500000.0
2015-08-11,5912,5912,5820,5836,20127,12375.0,5500000.0
2015-08-12,5744,5861,5744,5785,25611,12265.0,5500000.0
2015-08-13,5848,5848,5795,5836,5373,12375.0,5500000.0
2015-08-17,5795,5795,5718,5732,13347,12155.0,5500000.0
2015-08-18,5731,5769,5706,5732,22882,12155.0,5500000.0
2015-08-19,5678,5744,5665,5706,58942,12100.0,5500000.0
2015-08-20,5706,5718,5665,5719,13070,12128.0,5500000.0
2015-08-21,5640,5706,5627,5681,13559,12045.0,5500000.0
2015-08-24,5576,5665,5576,5643,17103,11962.0,5500000.0
2015-08-25,5640,5706,5589,5668,5475,12018.0,5500000.0
2015-08-26,5665,5665,5627,5655,3931,11990.0,5500000.0
2015-08-27,5652,5690,5601,5655,14858,11990.0,5500000.0
2015-08-28,5706,5706,5614,5655,6240,11990.0,5500000.0
2015-08-31,5652,5652,5601,5615,11563,11908.0,5500000.0
2015-09-01,5576,5678,5576,5589,4301,11852.0,5500000.0
2015-09-02,5589,5614,5576,5602,6445,11880.0,5500000.0
2015-09-03,5782,5782,5589,5589,3449,11852.0,5500000.0
2015-09-04,5601,5665,5576,5602,6865,11880.0,5500000.0
2015-09-07,5706,5706,5576,5693,9515,12072.0,5500000.0
2015-09-08,5601,5652,5601,5602,4281,11880.0,5500000.0
2015-09-09,5678,5678,5576,5668,14215,12018.0,5500000.0
2015-09-10,5601,5690,5601,5668,8329,12018.0,5500000.0
2015-09-11,5665,5665,5576,5627,50747,11935.0,5500000.0
2015-09-14,5589,5652,5576,5615,5092,11908.0,5500000.0
2015-09-15,5535,5601,5535,5602,1988,11880.0,5500000.0
2015-09-16,5497,5589,5446,5526,11043,11715.0,5500000.0
2015-09-17,5548,5548,5510,5513,7608,11688.0,5500000.0
2015-09-18,5484,5548,5446,5460,36866,11578.0,5500000.0
2015-09-21,5431,5484,5431,5485,12507,11632.0,5500000.0
2015-09-22,5510,5510,5446,5498,48742,11660.0,5500000.0
2015-09-23,5523,5523,5418,5434,110,11522.0,5500000.0
2015-09-24,5431,5472,5431,5447,29045,11550.0,5500000.0
2015-09-25,5446,5601,5431,5602,24424,11880.0,5500000.0
2015-09-30,5576,5576,5418,5513,6477,11688.0,5500000.0
2015-10-01,5459,5535,5459,5485,2888,11632.0,5500000.0
2015-10-02,5459,5484,5459,5485,1330,11632.0,5500000.0
2015-10-05,5472,5510,5472,5472,1492,11605.0,5500000.0
2015-10-06,5484,5484,5446,5460,10186,11578.0,5500000.0
2015-10-07,5459,5484,5459,5485,5348,11632.0,5500000.0
2015-10-08,5548,5548,5459,5513,11276,11688.0,5500000.0
2015-10-12,5510,5510,5459,5498,1286,11660.0,5500000.0
2015-10-13,5459,5484,5459,5472,1634,11605.0,5500000.0
2015-10-14,5459,5484,5446,5485,6751,11632.0,5500000.0
2015-10-15,5446,5484,5446,5485,3784,11632.0,5500000.0
2015-10-16,5484,5484,5446,5485,2144,11632.0,5500000.0
2015-10-19,5446,5484,5446,5485,4409,11632.0,5500000.0
2015-10-20,5446,5484,5446,5485,3822,11632.0,5500000.0
2015-10-21,5446,5484,5446,5485,50856,11632.0,5500000.0
2015-10-22,5497,5497,5431,5434,3362,11522.0,5500000.0
2015-10-23,5431,5523,5431,5472,661,11605.0,5500000.0
2015-10-26,5446,5472,5446,5447,16670,11550.0,5500000.0
2015-10-27,5510,5510,5431,5460,28,11578.0,5500000.0
2015-10-28,5446,5459,5393,5447,56659,11550.0,5500000.0
2015-10-29,5497,5497,5446,5460,513,11578.0,5500000.0
2015-10-30,5418,5459,5393,5434,3945,11522.0,5500000.0
2015-11-02,5431,5431,5418,5434,7524,11522.0,5500000.0
2015-11-03,5380,5446,5367,5368,6996,11385.0,5500000.0
2015-11-04,5406,5406,5355,5368,60526,11385.0,5500000.0
2015-11-05,5342,5380,5329,5368,19907,11385.0,5500000.0
2015-11-06,5367,5367,5317,5317,13774,11275.0,5500000.0
2015-11-09,5317,5317,5225,5254,27265,11138.0,5500000.0
2015-11-10,5251,5317,5238,5254,24582,11138.0,5500000.0
2015-11-11,5317,5317,5238,5292,68801,11220.0,5500000.0
2015-11-12,5317,5317,5263,5266,515,11165.0,5500000.0
2015-11-13,5317,5317,5225,5292,7220,11220.0,5500000.0
2015-11-16,5301,5301,5225,5238,486,11110.0,5500000.0
2015-11-17,5317,5317,5212,5226,17050,11082.0,5500000.0
2015-11-18,5225,5251,5225,5254,20763,11138.0,5500000.0
2015-11-19,5289,5289,5187,5187,16760,11000.0,5500000.0
2015-11-20,5200,5238,5200,5226,1519,11082.0,5500000.0
2015-11-23,5225,5238,5200,5200,4026,11028.0,5500000.0
2015-11-24,5317,5317,5184,5238,4063,11110.0,5500000.0
2015-11-25,5276,5276,5187,5226,9428,11082.0,5500000.0
2015-11-26,5263,5263,5200,5238,4,11110.0,5500000.0
2015-11-27,5238,5238,5187,5226,1031,11082.0,5500000.0
2015-11-30,5200,5212,5187,5187,23644,11000.0,5500000.0
2015-12-01,5200,5212,5187,5213,5322,11055.0,5500000.0
2015-12-02,5187,5238,5172,5175,8485,10972.0,5500000.0
2015-12-03,5251,5251,5187,5200,14341,11028.0,5500000.0
2015-12-04,5200,5200,5187,5187,4161,11000.0,5500000.0
2015-12-07,5187,5200,5159,5187,5494,11000.0,5500000.0
2015-12-08,5187,5187,5159,5175,4956,10972.0,5500000.0
2015-12-09,5187,5187,5095,5187,24575,11000.0,5500000.0
2015-12-10,5263,5446,5146,5187,4288,11000.0,5500000.0
2015-12-11,5187,5187,5172,5175,4690,10972.0,5500000.0
2015-12-14,5172,5187,5159,5175,1592,10972.0,5500000.0
2015-12-15,5172,5187,5172,5187,5000,11000.0,5500000.0
2015-12-16,5289,5289,5172,5213,5768,11055.0,5500000.0
2015-12-17,5172,5187,5172,5175,1104,10972.0,5500000.0
2015-12-18,5187,5289,5172,5175,6283,10972.0,5500000.0
2015-12-21,5172,5187,5172,5175,7663,10972.0,5500000.0
2015-12-22,5187,5200,5172,5200,11323,11028.0,5500000.0
2015-12-23,5172,5187,5172,5187,1484,11000.0,5500000.0
2015-12-24,5172,5187,5172,5187,7078,11000.0,5500000.0
2015-12-28,5159,5187,5159,5187,17606,11000.0,5500000.0
2015-12-29,5187,5212,5187,5187,8001,11000.0,5500000.0
2015-12-30,5187,5238,5187,5187,2071,11000.0,5500000.0
2016-01-04,5187,5212,5095,5124,3967,10862.0,5500000.0
2016-01-05,5159,5159,5095,5162,6295,10945.0,5500000.0
2016-01-06,5159,5225,5159,5175,2229,10972.0,5500000.0
2016-01-07,5187,5200,5187,5187,5724,11000.0,5500000.0
2016-01-08,5263,5263,5172,5187,13381,11000.0,5500000.0
2016-01-11,5172,5200,5095,5187,15071,11000.0,5500000.0
2016-01-12,5159,5159,5159,5162,1532,10945.0,5500000.0
2016-01-13,5200,5200,5172,5175,2345,10972.0,5500000.0
2016-01-14,5134,5187,5134,5187,3321,11000.0,5500000.0
2016-01-15,5200,5200,5159,5187,11482,11000.0,5500000.0
2016-01-18,5212,5212,5159,5162,845,10945.0,5500000.0
2016-01-19,5187,5187,5095,5096,7,10808.0,5500000.0
2016-01-20,5172,5187,5159,5187,2917,11000.0,5500000.0
2016-01-21,5159,5187,5134,5187,16955,11000.0,5500000.0
2016-01-22,5187,5187,5172,5175,2576,10972.0,5500000.0
2016-01-25,5212,5212,5095,5162,5103,10945.0,5500000.0
2016-01-26,5159,5187,5134,5175,5627,10972.0,5500000.0
2016-01-27,5187,5187,5146,5175,7943,10972.0,5500000.0
2016-01-28,5172,5212,5159,5162,19331,10945.0,5500000.0
2016-01-29,5200,5200,5187,5187,1900,11000.0,5500000.0
2016-02-01,5108,5251,5108,5200,3488,11028.0,5500000.0
2016-02-02,5187,5187,5159,5187,2650,11000.0,5500000.0
2016-02-03,5172,5187,5172,5187,2042,11000.0,5500000.0
2016-02-04,5172,5187,5159,5162,2495,10945.0,5500000.0
2016-02-05,5159,5187,5146,5149,3597,10918.0,5500000.0
2016-02-11,5172,5172,5159,5175,1417,10972.0,5500000.0
2016-02-12,5172,5212,5083,5187,21208,11000.0,5500000.0
2016-02-15,5172,5187,5172,5187,1600,11000.0,5500000.0
2016-02-16,5159,5187,5159,5187,2029,11000.0,5500000.0
2016-02-17,5159,5187,5159,5187,5374,11000.0,5500000.0
2016-02-18,5187,5187,5159,5187,2618,11000.0,5500000.0
2016-02-19,5159,5187,5159,5187,2,11000.0,5500000.0
2016-02-22,5159,5187,5146,5187,1855,11000.0,5500000.0
2016-02-23,5172,5187,5146,5187,281,11000.0,5500000.0
2016-02-24,5095,5172,5095,5175,555,10972.0,5500000.0
2016-02-25,5172,5172,5159,5175,1377,10972.0,5500000.0
2016-02-26,5146,5172,5121,5124,6215,10862.0,5500000.0
2016-02-29,5159,5172,5134,5137,1412,10890.0,5500000.0
2016-03-02,5134,5187,5121,5124,2933,10862.0,5500000.0
2016-03-03,5134,5159,5134,5162,7070,10945.0,5500000.0
2016-03-04,5172,5172,5134,5175,2051,10972.0,5500000.0
2016-03-07,5172,5172,5070,5070,5256,10752.0,5500000.0
2016-03-08,5134,5134,5070,5137,2087,10890.0,5500000.0
2016-03-09,5083,5108,5070,5109,2753,10835.0,5500000.0
2016-03-10,5108,5108,5083,5096,5275,10808.0,5500000.0
2016-03-11,5108,5108,5083,5109,4034,10835.0,5500000.0
2016-03-14,5108,5108,5095,5109,1583,10835.0,5500000.0
2016-03-15,5134,5134,5083,5124,10815,10862.0,5500000.0
2016-03-16,5121,5121,5083,5109,1505,10835.0,5500000.0
2016-03-17,5070,5095,5057,5096,16320,10808.0,5500000.0
2016-03-18,5083,5108,5083,5096,3176,10808.0,5500000.0
2016-03-21,5070,5083,5070,5083,1612,10780.0,5500000.0
2016-03-22,5083,5108,5083,5096,15600,10808.0,5500000.0
2016-03-23,5095,5108,5070,5109,2142,10835.0,5500000.0
2016-03-24,5057,5108,5057,5109,9510,10835.0,5500000.0
2016-03-25,5070,5146,5070,5109,1623,10835.0,5500000.0
2016-03-28,5146,5146,5042,5124,28685,10862.0,5500000.0
2016-03-29,5108,5108,5108,5109,0,10835.0,5500000.0
2016-03-30,5070,5108,5070,5083,1950,10780.0,5500000.0
2016-03-31,5146,5146,5070,5124,709,10862.0,5500000.0
2016-04-01,5070,5134,5070,5137,2422,10890.0,5500000.0
2016-04-04,5134,5134,5134,5137,1,10890.0,5500000.0
2016-04-05,5095,5134,5095,5124,1752,10862.0,5500000.0
2016-04-06,5070,5146,5070,5137,4740,10890.0,5500000.0
2016-04-07,5083,5159,5083,5137,118,10890.0,5500000.0
2016-04-08,5134,5146,5083,5137,3526,10890.0,5500000.0
2016-04-11,5159,5159,5070,5137,1640,10890.0,5500000.0
2016-04-12,5057,5121,5057,5083,6722,10780.0,5500000.0
2016-04-14,5083,5121,5070,5124,2395,10862.0,5500000.0
2016-04-15,5070,5134,5070,5124,1881,10862.0,5500000.0
2016-04-18,5083,5121,5070,5083,3513,10780.0,5500000.0
2016-04-19,5070,5108,5070,5070,6290,10752.0,5500000.0
2016-04-20,5070,5108,5057,5083,13909,10780.0,5500000.0
2016-04-21,5070,5070,5057,5058,2861,10725.0,5500000.0
2016-04-22,5070,5070,5042,5045,13985,10698.0,5500000.0
2016-04-25,5057,5070,5029,5058,31886,10725.0,5500000.0
2016-04-26,5042,5057,5042,5058,1249,10725.0,5500000.0
2016-04-27,5057,5057,5042,5045,6217,10698.0,5500000.0
2016-04-28,5057,5057,5057,5058,807,10725.0,5500000.0
2016-04-29,5029,5083,5029,5083,7060,10780.0,5500000.0
2016-05-02,5042,5083,5042,5083,1185,10780.0,5500000.0
2016-05-03,5042,5095,5042,5096,2653,10808.0,5500000.0
2016-05-04,5095,5095,5083,5096,1126,10808.0,5500000.0
2016-05-09,5095,5095,5042,5096,3834,10808.0,5500000.0
2016-05-10,5057,5095,5057,5096,1004,10808.0,5500000.0
2016-05-11,5057,5095,5057,5096,1308,10808.0,5500000.0
2016-05-12,5057,5108,5057,5096,8,10808.0,5500000.0
2016-05-13,5057,5108,5057,5109,2296,10835.0,5500000.0
2016-05-16,5108,5121,5108,5124,1729,10862.0,5500000.0
2016-05-17,5121,5121,5121,5124,0,10862.0,5500000.0
2016-05-18,5057,5108,5057,5109,1822,10835.0,5500000.0
2016-05-19,5070,5108,5070,5109,305,10835.0,5500000.0
2016-05-20,5108,5121,5057,5109,8934,10835.0,5500000.0
2016-05-23,5057,5134,5057,5124,5182,10862.0,5500000.0
2016-05-24,5083,5121,5070,5124,112,10862.0,5500000.0
2016-05-25,5083,5121,5083,5124,115,10862.0,5500000.0
2016-05-26,5070,5121,5057,5124,39913,10862.0,5500000.0
2016-05-27,5070,5108,5057,5058,27346,10725.0,5500000.0
2016-05-30,5083,5083,5042,5058,8340,10725.0,5500000.0
2016-05-31,5057,5108,5029,5070,38701,10752.0,5500000.0
2016-06-01,5070,5070,5042,5058,18758,10725.0,5500000.0
2016-06-02,5083,5083,5042,5083,260,10780.0,5500000.0
2016-06-03,5042,5083,5042,5083,14035,10780.0,5500000.0
2016-06-07,5070,5070,4928,5070,118625,10752.0,5500000.0
2016-06-08,5070,5083,5017,5083,1300,10780.0,5500000.0
2016-06-09,5070,5083,5017,5083,1142,10780.0,5500000.0
2016-06-10,5042,5070,4966,5070,7564,10752.0,5500000.0
2016-06-13,5057,5057,5042,5058,350,10725.0,5500000.0
2016-06-14,5029,5070,5029,5070,14415,10752.0,5500000.0
2016-06-15,5070,5070,5070,5070,747,10752.0,5500000.0
2016-06-16,5057,5070,5057,5070,5176,10752.0,5500000.0
2016-06-17,5042,5083,5042,5083,2052,10780.0,5500000.0
2016-06-20,5070,5070,5070,5070,2,10752.0,5500000.0
2016-06-21,5070,5083,5057,5058,2530,10725.0,5500000.0
2016-06-22,5057,5083,5057,5058,2652,10725.0,5500000.0
2016-06-23,5057,5083,5042,5083,6205,10780.0,5500000.0
2016-06-24,5057,5095,5057,5096,5773,10808.0,5500000.0
2016-06-27,5029,5095,5029,5096,7586,10808.0,5500000.0
2016-06-28,5057,5095,5057,5096,109,10808.0,5500000.0
2016-06-29,5095,5095,5070,5096,630,10808.0,5500000.0
2016-06-30,5057,5238,5057,5175,20569,10972.0,5500000.0
2016-07-01,5172,5212,5172,5175,16686,10972.0,5500000.0
2016-07-04,5187,5187,5172,5187,577,11000.0,5500000.0
2016-07-05,5187,5200,5146,5200,11989,11028.0,5500000.0
2016-07-06,5187,5187,5146,5162,7167,10945.0,5500000.0
2016-07-07,5121,5172,5108,5124,10768,10862.0,5500000.0
2016-07-08,5146,5187,5134,5187,10147,11000.0,5500000.0
2016-07-11,5187,5212,5159,5213,6925,11055.0,5500000.0
2016-07-12,5225,5263,5172,5226,6442,11082.0,5500000.0
2016-07-13,5263,5317,5225,5266,6391,11165.0,5500000.0
2016-07-14,5200,5263,5184,5238,5078,11110.0,5500000.0
2016-07-15,5263,5263,5187,5254,7391,11138.0,5500000.0
2016-07-18,5251,5251,5187,5187,4778,11000.0,5500000.0
2016-07-19,5187,5301,5187,5213,3042,11055.0,5500000.0
2016-07-20,5263,5263,5187,5187,2341,11000.0,5500000.0
2016-07-21,5263,5263,5172,5187,468,11000.0,5500000.0
2016-07-22,5263,5263,5184,5238,127,11110.0,5500000.0
2016-07-25,5184,5238,5184,5238,824,11110.0,5500000.0
2016-07-26,5289,5289,5108,5200,4678,11028.0,5500000.0
2016-07-27,5276,5276,5083,5175,1903,10972.0,5500000.0
2016-07-28,5200,5200,5159,5162,1740,10945.0,5500000.0
2016-07-29,5159,5187,5159,5187,1087,11000.0,5500000.0
2016-08-01,5212,5238,5172,5200,3754,11028.0,5500000.0
2016-08-02,5184,5289,5172,5238,8304,11110.0,5500000.0
2016-08-03,5301,5301,5172,5292,1456,11220.0,5500000.0
2016-08-04,5289,5289,5172,5292,2118,11220.0,5500000.0
2016-08-05,5172,5212,5121,5213,1753,11055.0,5500000.0
2016-08-08,5146,5187,5134,5187,4758,11000.0,5500000.0
2016-08-09,5134,5187,5134,5187,11,11000.0,5500000.0
2016-08-10,5187,5212,5187,5213,809,11055.0,5500000.0
2016-08-11,5263,5263,5212,5238,2334,11110.0,5500000.0
2016-08-12,5134,5225,5134,5187,4734,11000.0,5500000.0
2016-08-16,5238,5238,5134,5187,6683,11000.0,5500000.0
2016-08-17,5108,5225,5108,5226,5331,11082.0,5500000.0
2016-08-18,5238,5238,5108,5213,1247,11055.0,5500000.0
2016-08-19,5121,5200,5121,5187,1817,11000.0,5500000.0
2016-08-22,5159,5159,5159,5162,900,10945.0,5500000.0
2016-08-23,5134,5187,5134,5187,3157,11000.0,5500000.0
2016-08-24,5134,5187,5134,5149,2795,10918.0,5500000.0
2016-08-25,5159,5251,5159,5200,2967,11028.0,5500000.0
2016-08-26,5172,5276,5172,5238,5063,11110.0,5500000.0
2016-08-29,5159,5238,5159,5226,6900,11082.0,5500000.0
2016-08-30,5212,5317,5187,5254,3306,11138.0,5500000.0
2016-08-31,5342,5342,5187,5200,903,11028.0,5500000.0
2016-09-01,5329,5329,5187,5254,7204,11138.0,5500000.0
2016-09-02,5301,5301,5212,5238,4069,11110.0,5500000.0
2016-09-05,5289,5289,5212,5226,1863,11082.0,5500000.0
2016-09-06,5225,5263,5172,5226,2141,11082.0,5500000.0
2016-09-07,5187,5225,5187,5226,7669,11082.0,5500000.0
2016-09-08,5289,5289,5187,5187,8154,11000.0,5500000.0
2016-09-09,5276,5317,5172,5238,28290,11110.0,5500000.0
2016-09-12,5212,5251,5187,5226,12624,11082.0,5500000.0
2016-09-13,5212,5251,5200,5238,1279,11110.0,5500000.0
2016-09-19,5317,5317,5317,5317,10,11275.0,5500000.0
2016-09-20,5212,5251,5200,5200,9770,11028.0,5500000.0
2016-09-21,5200,5263,5200,5254,522,11138.0,5500000.0
2016-09-22,5251,5251,5200,5238,6664,11110.0,5500000.0
2016-09-23,5317,5317,5200,5266,1963,11165.0,5500000.0
2016-09-26,5200,5276,5200,5238,3198,11110.0,5500000.0
2016-09-27,5187,5251,5187,5254,2947,11138.0,5500000.0
2016-09-28,5187,5225,5187,5226,290,11082.0,5500000.0
2016-09-29,5200,5301,5200,5226,4120,11082.0,5500000.0
2016-09-30,5301,5301,5108,5213,11180,11055.0,5500000.0
2016-10-04,5342,5342,5187,5187,2715,11000.0,5500000.0
2016-10-05,5251,5251,5187,5226,5668,11082.0,5500000.0
2016-10-06,5146,5187,5146,5149,3881,10918.0,5500000.0
2016-10-07,5187,5225,5146,5226,2176,11082.0,5500000.0
2016-10-10,5225,5238,5172,5238,4252,11110.0,5500000.0
2016-10-11,5238,5276,5238,5254,17147,11138.0,5500000.0
2016-10-12,5212,5263,5212,5266,4957,11165.0,5500000.0
2016-10-13,5329,5329,5225,5266,22958,11165.0,5500000.0
2016-10-14,5225,5263,5187,5266,5852,11165.0,5500000.0
2016-10-17,5184,5251,5184,5238,966,11110.0,5500000.0
2016-10-18,5251,5251,5159,5213,7765,11055.0,5500000.0
2016-10-19,5184,5238,5184,5238,3729,11110.0,5500000.0
2016-10-20,5159,5225,5159,5213,3618,11055.0,5500000.0
2016-10-21,5276,5276,5187,5254,2439,11138.0,5500000.0
2016-10-24,5251,5251,5172,5226,31824,11082.0,5500000.0
2016-10-25,5238,5238,5184,5238,1042,11110.0,5500000.0
2016-10-26,5187,5225,5172,5226,14388,11082.0,5500000.0
2016-10-27,5276,5276,5212,5213,20,11055.0,5500000.0
2016-10-28,5251,5251,5172,5213,6047,11055.0,5500000.0
2016-10-31,5251,5251,5172,5187,5264,11000.0,5500000.0
2016-11-01,0,0,0,5187,0,11000.0,5500000.0
2016-11-02,0,0,0,5187,0,,
2016-11-03,0,0,0,5187,0,,
2016-11-04,0,0,0,5187,0,,
2016-11-07,0,0,0,5187,0,,
2016-11-08,0,0,0,5187,0,,
2016-11-09,0,0,0,5187,0,,
2016-11-10,0,0,0,5187,0,,
2016-11-11,0,0,0,5187,0,,
2016-11-14,0,0,0,5187,0,,
2016-11-15,0,0,0,5187,0,,
2016-11-16,0,0,0,5187,0,,
2016-11-17,0,0,0,5187,0,,
2016-11-18,0,0,0,5187,0,,
2016-11-21,0,0,0,5187,0,,
2016-11-22,0,0,0,5187,0,,
2016-11-23,0,0,0,5187,0,,
2016-11-24,0,0,0,5187,0,,
2016-11-25,0,0,0,5187,0,,
2016-11-28,0,0,0,5187,0,,
2016-11-29,0,0,0,5187,0,,
2016-11-30,0,0,0,5187,0,,
2016-12-01,0,0,0,5187,0,,
2016-12-02,0,0,0,5187,0,,
2016-12-05,0,0,0,5187,0,,
2016-12-06,0,0,0,5187,0,,
2016-12-07,0,0,0,5187,0,,
2016-12-08,0,0,0,5187,0,,
2016-12-09,0,0,0,5187,0,,
2016-12-12,0,0,0,5187,0,,
2016-12-13,0,0,0,5187,0,,
2016-12-14,0,0,0,5187,0,,
2016-12-15,0,0,0,5187,0,,
2016-12-16,0,0,0,5187,0,,
2016-12-19,0,0,0,5187,0,,
2016-12-20,0,0,0,5187,0,,
2016-12-21,0,0,0,5187,0,,
2016-12-22,0,0,0,5187,0,,
2016-12-23,5187,5187,5060,5073,204813,10972.0,5500000.0
2016-12-26,5073,5073,5060,5060,8706,10945.0,5500000.0
2016-12-27,5034,5085,4996,5060,18367,10945.0,5500000.0
2016-12-28,4996,5085,4996,5073,11209,10972.0,5500000.0
2016-12-29,5073,5073,5022,5073,1715,10972.0,5500000.0
2017-01-02,5085,5123,5085,5086,12501,11000.0,5500000.0
2017-01-03,5034,5085,5034,5086,31302,11000.0,5500000.0
2017-01-04,5060,5085,5060,5060,10313,10945.0,5500000.0
2017-01-05,5060,5085,5022,5022,3715,10862.0,5500000.0
2017-01-06,5047,5060,5022,5048,9203,10918.0,5500000.0
2017-01-09,5047,5085,5034,5048,20449,10918.0,5500000.0
2017-01-10,5047,5098,5047,5060,43825,10945.0,5500000.0
2017-01-11,5060,5123,5060,5073,22229,10972.0,5500000.0
2017-01-12,5098,5098,5073,5073,7690,10972.0,5500000.0
2017-01-13,5085,5085,5085,5086,1531,11000.0,5500000.0
2017-01-16,5047,5098,5047,5098,15995,11028.0,5500000.0
2017-01-17,5098,5098,5073,5073,820,10972.0,5500000.0
2017-01-18,5073,5073,5073,5073,3885,10972.0,5500000.0
2017-01-19,5098,5098,5073,5098,5830,11028.0,5500000.0
2017-01-20,5073,5073,5047,5048,16600,10918.0,5500000.0
2017-01-23,5047,5073,5047,5048,7190,10918.0,5500000.0
2017-01-24,4984,5073,4984,5073,4551,10972.0,5500000.0
2017-01-25,4971,5073,4971,5022,8342,10862.0,5500000.0
2017-01-26,5085,5085,4984,5073,10724,10972.0,5500000.0
2017-01-31,5047,5073,5047,5073,3554,10972.0,5500000.0
2017-02-01,5098,5098,5073,5086,5020,11000.0,5500000.0
2017-02-02,5073,5085,5073,5086,1952,11000.0,5500000.0
2017-02-03,5034,5085,4984,5086,3927,11000.0,5500000.0
2017-02-06,5034,5073,5009,5073,2881,10972.0,5500000.0
2017-02-07,5009,5123,5009,5124,10441,11082.0,5500000.0
2017-02-08,5111,5111,5060,5086,13482,11000.0,5500000.0
2017-02-09,5073,5098,5073,5098,52862,11028.0,5500000.0
2017-02-10,5060,5123,5060,5124,40686,11082.0,5500000.0
2017-02-13,5085,5136,5085,5137,85385,11110.0,5500000.0
2017-02-14,5136,5149,5111,5149,74504,11138.0,5500000.0
2017-02-15,5149,5149,5111,5137,68227,11110.0,5500000.0
2017-02-16,5136,5162,5136,5162,47125,11165.0,5500000.0
2017-02-17,5174,5174,5149,5175,62391,11192.0,5500000.0
2017-02-20,5136,5187,5136,5187,57448,11220.0,5500000.0
