해성옵틱스(076610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-23,4763,4763,4627,4695,73265,91879.0,16675000.0
2015-07-24,4695,4772,4661,4764,53014,93213.0,16675000.0
2015-07-27,4763,4814,4627,4670,84914,91379.0,16675000.0
2015-07-28,4550,4678,4499,4670,40297,91379.0,16675000.0
2015-07-29,4763,4763,4635,4670,55376,91379.0,16675000.0
2015-07-30,4669,4686,4456,4525,72635,88544.0,16675000.0
2015-07-31,4405,4525,4363,4431,56258,86710.0,16675000.0
2015-08-03,4431,4439,4235,4252,152494,83208.0,16675000.0
2015-08-04,4218,4465,4218,4423,64573,86543.0,16675000.0
2015-08-05,4388,4482,4354,4440,59125,86877.0,16675000.0
2015-08-06,4482,4610,4439,4534,54700,88711.0,16675000.0
2015-08-07,4533,4635,4431,4431,69424,86710.0,16675000.0
2015-08-10,4482,4490,4422,4431,17279,86710.0,16675000.0
2015-08-11,4431,4525,4320,4355,57261,85209.0,16675000.0
2015-08-12,4286,4388,4226,4286,61541,83875.0,16675000.0
2015-08-13,4303,5368,4303,4781,759370,93547.0,16675000.0
2015-08-17,4891,4976,4738,4738,257900,92713.0,16675000.0
2015-08-18,4669,4738,4516,4517,196041,88378.0,16675000.0
2015-08-19,4567,4567,4252,4312,148741,84376.0,16675000.0
2015-08-20,4294,4448,4269,4269,79268,83542.0,16675000.0
2015-08-21,4000,4133,3783,3784,292643,74037.0,16675000.0
2015-08-24,3664,3996,3613,3733,226479,73036.0,16675000.0
2015-08-25,3732,3868,3621,3809,156829,74537.0,16675000.0
2015-08-26,3860,3928,3745,3911,120494,76538.0,16675000.0
2015-08-27,3924,4107,3843,4005,147661,78372.0,16675000.0
2015-08-28,4013,4086,4005,4044,59254,79123.0,16675000.0
2015-08-31,4056,4162,4013,4159,91469,81374.0,16675000.0
2015-09-01,4133,4222,4120,4146,73496,81124.0,16675000.0
2015-09-02,4035,4303,4035,4295,100645,84042.0,16675000.0
2015-09-03,4346,4448,4303,4372,96221,85543.0,16675000.0
2015-09-04,4371,4473,4286,4431,72503,86710.0,16675000.0
2015-09-07,4320,4431,4260,4321,48142,84542.0,16675000.0
2015-09-08,4320,4414,4201,4244,29664,83042.0,16675000.0
2015-09-09,4286,4346,4252,4286,54088,83875.0,16675000.0
2015-09-10,4277,4346,4235,4338,45107,84876.0,16675000.0
2015-09-11,4354,4380,4286,4312,19829,84376.0,16675000.0
2015-09-14,4312,4346,4133,4261,69306,83375.0,16675000.0
2015-09-15,4260,4277,4175,4261,23822,83375.0,16675000.0
2015-09-16,4320,4337,4260,4303,30926,84209.0,16675000.0
2015-09-17,4294,4371,4239,4321,79684,84542.0,16675000.0
2015-09-18,4329,4337,4231,4338,92433,84876.0,16675000.0
2015-09-21,4303,4363,4260,4295,38601,84042.0,16675000.0
2015-09-22,4303,4516,4303,4499,134890,88044.0,16675000.0
2015-09-23,4499,4780,4456,4602,187991,90045.0,16675000.0
2015-09-24,4652,4780,4644,4730,101971,92546.0,16675000.0
2015-09-25,4797,4797,4601,4661,63106,91212.0,16675000.0
2015-09-30,4729,4729,4550,4704,78235,92046.0,16675000.0
2015-10-01,4704,4823,4704,4781,88258,93547.0,16675000.0
2015-10-02,4814,4814,4669,4721,90803,92380.0,16675000.0
2015-10-05,4806,4806,4644,4687,84437,91712.0,16675000.0
2015-10-06,4729,4729,4618,4670,80296,91379.0,16675000.0
2015-10-07,4669,4814,4661,4755,72327,93046.0,16675000.0
2015-10-08,4755,4797,4678,4687,66583,91712.0,16675000.0
2015-10-12,4686,4789,4669,4764,64057,93213.0,16675000.0
2015-10-13,4772,4848,4704,4806,86094,94047.0,16675000.0
2015-10-14,4831,4993,4729,4943,154570,96715.0,16675000.0
2015-10-15,5002,5002,4806,4891,76780,95714.0,16675000.0
2015-10-16,4891,4934,4814,4857,46062,95048.0,16675000.0
2015-10-19,4823,4900,4704,4704,77950,92046.0,16675000.0
2015-10-20,4704,4925,4669,4789,92340,93714.0,16675000.0
2015-10-21,4840,4857,4567,4627,119304,90545.0,16675000.0
2015-10-22,4601,4678,4567,4602,43322,90045.0,16675000.0
2015-10-23,4686,4686,4559,4627,37357,90545.0,16675000.0
2015-10-26,4738,5436,4729,5130,1835053,100384.0,16675000.0
2015-10-27,5172,5181,4985,5036,241934,98549.0,16675000.0
2015-10-28,5044,5854,4917,5479,2389666,107220.0,16675000.0
2015-10-29,5428,5573,5300,5360,374371,104886.0,16675000.0
2015-10-30,5419,5649,5368,5420,408452,106053.0,16675000.0
2015-11-02,5317,5556,5257,5258,213859,102885.0,16675000.0
2015-11-03,5343,5641,5257,5318,447964,104052.0,16675000.0
2015-11-04,5368,5377,5113,5249,230636,102718.0,16675000.0
2015-11-05,5164,5292,5164,5173,79319,101217.0,16675000.0
2015-11-06,5249,5326,5078,5181,228109,101384.0,16675000.0
2015-11-09,5181,5189,5053,5079,129060,99383.0,16675000.0
2015-11-10,5027,5078,4686,4798,205236,93880.0,16675000.0
2015-11-11,4738,4908,4738,4798,82465,93880.0,16675000.0
2015-11-12,4823,4874,4721,4806,69659,94047.0,16675000.0
2015-11-13,4772,4789,4644,4653,77615,91046.0,16675000.0
2015-11-16,4473,4559,4354,4397,85809,86043.0,16675000.0
2015-11-17,4499,4567,4405,4542,58310,88878.0,16675000.0
2015-11-18,4482,4576,4414,4457,55721,87210.0,16675000.0
2015-11-19,4473,4635,4465,4636,59410,90712.0,16675000.0
2015-11-20,4712,4712,4508,4593,48588,89878.0,16675000.0
2015-11-23,4593,4652,4516,4593,49038,89878.0,16675000.0
2015-11-24,4584,4627,4499,4542,32489,88878.0,16675000.0
2015-11-25,4516,4567,4397,4397,53028,86043.0,16675000.0
2015-11-26,4354,4542,4354,4491,70392,87877.0,16675000.0
2015-11-27,4439,4584,4439,4508,29435,88211.0,16675000.0
2015-11-30,4499,4516,4388,4431,39390,86710.0,16675000.0
2015-12-01,4448,4584,4448,4517,34786,88378.0,16675000.0
2015-12-02,4499,4567,4465,4517,25740,88378.0,16675000.0
2015-12-03,4542,4542,4346,4423,69878,86543.0,16675000.0
2015-12-04,4380,4388,4303,4363,52737,85376.0,16675000.0
2015-12-07,4388,4448,4312,4338,49360,84876.0,16675000.0
2015-12-08,4312,4312,4124,4167,125155,81541.0,16675000.0
2015-12-09,4196,4303,4133,4167,65346,81541.0,16675000.0
2015-12-10,4167,4312,4167,4218,40515,82541.0,16675000.0
2015-12-11,4218,4354,4218,4312,42726,84376.0,16675000.0
2015-12-14,4346,4346,4141,4218,42921,82541.0,16675000.0
2015-12-15,4222,4329,4167,4252,35915,83208.0,16675000.0
2015-12-16,4277,4422,4260,4346,32951,85042.0,16675000.0
2015-12-17,4397,4439,4363,4380,45627,85710.0,16675000.0
2015-12-18,4422,4525,4320,4491,52375,87877.0,16675000.0
2015-12-21,4499,4525,4388,4525,39970,88544.0,16675000.0
2015-12-22,4550,4550,4380,4423,48448,86543.0,16675000.0
2015-12-23,4422,4473,4320,4389,46287,85876.0,16675000.0
2015-12-24,4388,4473,4380,4423,35264,86543.0,16675000.0
2015-12-28,4431,4508,4414,4431,57417,86710.0,16675000.0
2015-12-29,4559,4712,4533,4593,189237,89878.0,16675000.0
2015-12-30,4627,4669,4542,4602,104528,90045.0,16675000.0
2016-01-04,4576,4686,4559,4644,116541,90879.0,16675000.0
2016-01-05,4610,5070,4610,4968,463512,97215.0,16675000.0
2016-01-06,5019,5130,4900,5062,273479,99050.0,16675000.0
2016-01-07,5070,5070,4729,4900,201153,95881.0,16675000.0
2016-01-08,4738,4908,4661,4883,162899,95548.0,16675000.0
2016-01-11,4814,5053,4814,4874,103753,95381.0,16675000.0
2016-01-12,4917,4942,4772,4772,108983,93380.0,16675000.0
2016-01-13,4797,4968,4797,4917,117748,96215.0,16675000.0
2016-01-14,4865,4942,4806,4943,117204,96715.0,16675000.0
2016-01-15,5078,5078,4797,4806,164372,94047.0,16675000.0
2016-01-18,4729,4831,4686,4772,67435,93380.0,16675000.0
2016-01-19,4772,4874,4695,4755,63871,93046.0,16675000.0
2016-01-20,4755,4755,4508,4602,115087,90045.0,16675000.0
2016-01-21,4550,4772,4499,4704,143299,92046.0,16675000.0
2016-01-22,4712,4763,4627,4704,86500,92046.0,16675000.0
2016-01-25,4755,4772,4661,4764,77422,93213.0,16675000.0
2016-01-26,4746,4959,4661,4917,176541,96215.0,16675000.0
2016-01-27,4968,4968,4772,4815,135505,94214.0,16675000.0
2016-01-28,4806,4882,4763,4815,53554,94214.0,16675000.0
2016-01-29,4806,4848,4772,4798,88935,93880.0,16675000.0
2016-02-01,4789,4942,4789,4866,130326,95214.0,16675000.0
2016-02-02,4865,4900,4686,4789,111642,93714.0,16675000.0
2016-02-03,4763,4763,4601,4687,107644,91712.0,16675000.0
2016-02-04,4661,4755,4644,4670,60977,91379.0,16675000.0
2016-02-05,4686,4712,4593,4636,63282,90712.0,16675000.0
2016-02-11,4346,4405,4218,4218,236186,82541.0,16675000.0
2016-02-12,4175,4260,3898,3967,192616,77622.0,16675000.0
2016-02-15,4094,4107,3983,4099,71170,80207.0,16675000.0
2016-02-16,4209,4209,4137,4180,43827,81791.0,16675000.0
2016-02-17,4209,4209,4069,4180,76571,81791.0,16675000.0
2016-02-18,4184,4320,4184,4286,70859,83875.0,16675000.0
2016-02-19,4243,4371,4239,4286,71257,83875.0,16675000.0
2016-02-22,4286,4831,4260,4661,731235,91212.0,16675000.0
2016-02-23,4712,4806,4465,4491,289508,87877.0,16675000.0
2016-02-24,4499,4763,4482,4517,137506,88378.0,16675000.0
2016-02-25,4601,4610,4439,4448,98662,87044.0,16675000.0
2016-02-26,4465,4576,4465,4517,56302,88378.0,16675000.0
2016-02-29,4593,4593,4465,4482,35754,87710.0,16675000.0
2016-03-02,4499,4627,4482,4542,43209,88878.0,16675000.0
2016-03-03,4542,4567,4473,4517,47179,88378.0,16675000.0
2016-03-04,4516,4533,4439,4499,51464,88044.0,16675000.0
2016-03-07,4499,4618,4499,4593,70413,89878.0,16675000.0
2016-03-08,4601,4644,4490,4593,48171,89878.0,16675000.0
2016-03-09,4593,4644,4525,4576,45450,89545.0,16675000.0
2016-03-10,4576,4584,4516,4576,64896,89545.0,16675000.0
2016-03-11,4576,4576,4508,4525,45151,88544.0,16675000.0
2016-03-14,4542,4695,4533,4695,127378,91879.0,16675000.0
2016-03-15,4695,4746,4584,4602,83560,90045.0,16675000.0
2016-03-16,4584,4635,4516,4585,54080,89712.0,16675000.0
2016-03-17,4644,4644,4559,4602,42006,90045.0,16675000.0
2016-03-18,4601,4644,4516,4602,49522,90045.0,16675000.0
2016-03-21,4610,4780,4610,4755,149637,93046.0,16675000.0
2016-03-22,4755,4840,4721,4755,88722,93046.0,16675000.0
2016-03-23,4746,4797,4661,4695,74665,91879.0,16675000.0
2016-03-24,4686,4738,4644,4704,52583,92046.0,16675000.0
2016-03-25,4704,4763,4669,4695,66921,91879.0,16675000.0
2016-03-28,4695,4746,4567,4610,99478,90212.0,16675000.0
2016-03-29,4601,4661,4559,4644,66045,90879.0,16675000.0
2016-03-30,4618,4686,4576,4627,80969,90545.0,16675000.0
2016-03-31,4635,4635,4516,4542,86525,88878.0,16675000.0
2016-04-01,4550,4584,4456,4482,60926,87710.0,16675000.0
2016-04-04,4465,4542,4465,4499,31766,88044.0,16675000.0
2016-04-05,4499,4525,4448,4491,28686,87877.0,16675000.0
2016-04-06,4473,4490,4414,4465,53486,87377.0,16675000.0
2016-04-07,4473,4669,4473,4499,121991,88044.0,16675000.0
2016-04-08,4456,4533,4439,4534,55602,88711.0,16675000.0
2016-04-11,4567,4567,4473,4517,37826,88378.0,16675000.0
2016-04-12,4542,4542,4439,4499,33861,88044.0,16675000.0
2016-04-14,4499,4678,4456,4661,93888,91212.0,16675000.0
2016-04-15,4729,5044,4669,4687,743570,91712.0,16675000.0
2016-04-18,4652,4678,4533,4610,163029,90212.0,16675000.0
2016-04-19,4652,4703,4627,4678,63575,91546.0,16675000.0
2016-04-20,4678,4729,4644,4661,74998,91212.0,16675000.0
2016-04-21,4652,4704,4652,4687,50955,91712.0,16675000.0
2016-04-22,4661,4721,4652,4670,63145,91379.0,16675000.0
2016-04-25,4712,4814,4635,4772,94939,93380.0,16675000.0
2016-04-26,4746,4831,4695,4832,107339,94547.0,16675000.0
2016-04-27,4874,5010,4601,4815,291514,94214.0,16675000.0
2016-04-28,4831,4831,4652,4687,145464,91712.0,16675000.0
2016-04-29,4669,4686,4584,4653,75573,91046.0,16675000.0
2016-05-02,4652,4686,4525,4542,82516,88878.0,16675000.0
2016-05-03,4559,4652,4559,4627,57592,90545.0,16675000.0
2016-05-04,4584,4635,4542,4627,61269,90545.0,16675000.0
2016-05-09,4661,4661,4542,4593,53015,89878.0,16675000.0
2016-05-10,4627,4627,4525,4559,56217,89211.0,16675000.0
2016-05-11,4584,4584,4473,4474,95226,87544.0,16675000.0
2016-05-12,4482,4482,4380,4389,100323,85876.0,16675000.0
2016-05-13,4388,4388,4277,4321,99133,84542.0,16675000.0
2016-05-16,4320,4397,4269,4312,84953,84376.0,16675000.0
2016-05-17,4312,4329,4252,4295,77547,84042.0,16675000.0
2016-05-18,4303,4303,4120,4167,140245,81541.0,16675000.0
2016-05-19,4371,4806,4226,4227,320083,82708.0,16675000.0
2016-05-20,4201,4354,4201,4321,72115,84542.0,16675000.0
2016-05-23,4337,4363,4269,4269,60899,83542.0,16675000.0
2016-05-24,4286,4294,4196,4244,80657,83042.0,16675000.0
2016-05-25,4243,4320,4209,4252,73717,83208.0,16675000.0
2016-05-26,4286,4286,4201,4201,48154,82208.0,16675000.0
2016-05-27,4201,4231,4175,4201,53430,82208.0,16675000.0
2016-05-30,4209,4277,4175,4261,36152,83375.0,16675000.0
2016-05-31,4277,4294,4218,4286,31373,83875.0,16675000.0
2016-06-01,4286,4286,4226,4278,38622,83708.0,16675000.0
2016-06-02,4286,4286,4201,4201,51909,82208.0,16675000.0
2016-06-03,4201,4260,4111,4159,111043,81374.0,16675000.0
2016-06-07,4158,4218,4128,4218,54041,82541.0,16675000.0
2016-06-08,4218,4235,4167,4210,86695,82374.0,16675000.0
2016-06-09,4550,4686,4252,4252,514337,83208.0,16675000.0
2016-06-10,4294,4346,4218,4329,81308,84709.0,16675000.0
2016-06-13,4303,4363,4218,4218,62368,82541.0,16675000.0
2016-06-14,4158,4260,4158,4193,61701,82041.0,16675000.0
2016-06-15,4192,4235,4175,4188,31870,81958.0,16675000.0
2016-06-16,4192,4222,4056,4056,67342,79373.0,16675000.0
2016-06-17,4064,4154,4013,4056,26752,79373.0,16675000.0
2016-06-20,4056,4171,4056,4133,24225,80874.0,16675000.0
2016-06-21,4175,4201,4120,4154,19669,81291.0,16675000.0
2016-06-22,4128,4218,4128,4176,26214,81708.0,16675000.0
2016-06-23,4179,4179,4052,4056,37107,79373.0,16675000.0
2016-06-24,4090,4120,3685,3758,158201,73537.0,16675000.0
2016-06-27,3758,3834,3689,3771,67521,73787.0,16675000.0
2016-06-28,3672,3834,3668,3835,203241,75038.0,16675000.0
2016-06-29,3839,3996,3839,3984,70508,77956.0,16675000.0
2016-06-30,3988,4018,3954,3971,48225,77706.0,16675000.0
2016-07-01,4026,4150,4009,4112,71193,80457.0,16675000.0
2016-07-04,4171,4171,4120,4142,37759,81040.0,16675000.0
2016-07-05,4116,4175,4116,4142,22160,81040.0,16675000.0
2016-07-06,4150,4158,4005,4039,56649,79040.0,16675000.0
2016-07-07,4039,4128,4039,4107,48584,80374.0,16675000.0
2016-07-08,4107,4154,4077,4146,26530,81124.0,16675000.0
2016-07-11,4175,4179,4116,4159,28013,81374.0,16675000.0
2016-07-12,4243,4380,4167,4201,191962,82208.0,16675000.0
2016-07-13,4243,4346,4209,4210,95912,82374.0,16675000.0
2016-07-14,4294,4644,4235,4465,593290,87377.0,16675000.0
2016-07-15,4490,4525,4405,4517,115029,88378.0,16675000.0
2016-07-18,4525,4618,4448,4448,165898,87044.0,16675000.0
2016-07-19,4448,4508,4397,4448,79301,87044.0,16675000.0
2016-07-20,4448,4567,4448,4465,79651,87377.0,16675000.0
2016-07-21,4508,4900,4465,4730,478664,92546.0,16675000.0
2016-07-22,4814,4934,4746,4789,484977,93714.0,16675000.0
2016-07-25,4763,4908,4721,4764,192362,93213.0,16675000.0
2016-07-26,4712,4814,4695,4764,69500,93213.0,16675000.0
2016-07-27,4823,4823,4686,4713,69566,92213.0,16675000.0
2016-07-28,4721,4789,4635,4644,76860,90879.0,16675000.0
2016-07-29,4721,4721,4559,4670,109505,91379.0,16675000.0
2016-08-01,4669,4695,4584,4644,64808,90879.0,16675000.0
2016-08-02,4695,4831,4686,4789,123199,93714.0,16675000.0
2016-08-03,4831,5130,4712,4772,853256,93380.0,16675000.0
2016-08-04,4780,4865,4601,4687,176635,91712.0,16675000.0
2016-08-05,4695,4729,4567,4636,95702,90712.0,16675000.0
2016-08-08,4618,4678,4610,4636,47714,90712.0,16675000.0
2016-08-09,4635,4652,4567,4653,64491,91046.0,16675000.0
2016-08-10,4652,4678,4525,4568,65022,89378.0,16675000.0
2016-08-11,4525,4559,4431,4448,92945,87044.0,16675000.0
2016-08-12,4473,4550,4465,4517,43182,88378.0,16675000.0
2016-08-16,4533,4567,4516,4517,47838,88378.0,16675000.0
2016-08-17,4516,4525,4405,4457,65676,87210.0,16675000.0
2016-08-18,4516,4644,4508,4576,152949,89545.0,16675000.0
2016-08-19,4576,4627,4550,4593,44242,89878.0,16675000.0
2016-08-22,4610,4755,4601,4678,121203,91546.0,16675000.0
2016-08-23,4678,4738,4627,4687,76385,91712.0,16675000.0
2016-08-24,4686,4746,4618,4678,69739,91546.0,16675000.0
2016-08-25,4678,4703,4584,4678,87526,91546.0,16675000.0
2016-08-26,4678,4695,4559,4585,62455,89712.0,16675000.0
2016-08-29,4550,4584,4371,4389,88498,85876.0,16675000.0
2016-08-30,4320,4456,4303,4423,49313,86543.0,16675000.0
2016-08-31,4380,4448,4311,4321,50858,84542.0,16675000.0
2016-09-01,4277,4516,4256,4482,65790,87710.0,16675000.0
2016-09-02,4482,4542,4439,4499,34684,88044.0,16675000.0
2016-09-05,4499,4525,4456,4517,27783,88378.0,16675000.0
2016-09-06,4516,4601,4473,4602,51789,90045.0,16675000.0
2016-09-07,4601,4610,4473,4542,58086,88878.0,16675000.0
2016-09-08,4542,4542,4346,4389,62181,85876.0,16675000.0
2016-09-09,4388,4414,4269,4338,31986,84876.0,16675000.0
2016-09-12,4192,4260,4162,4176,92237,81708.0,16675000.0
2016-09-13,4179,4260,4179,4227,30365,82708.0,16675000.0
2016-09-19,4269,4269,4175,4218,44243,82541.0,16675000.0
2016-09-20,4218,4312,4218,4312,22785,84376.0,16675000.0
2016-09-21,4312,4380,4294,4338,29314,84876.0,16675000.0
2016-09-22,4337,4388,4320,4372,46464,85543.0,16675000.0
2016-09-23,4371,4388,4303,4338,41945,84876.0,16675000.0
2016-09-26,4337,4363,4294,4312,28641,84376.0,16675000.0
2016-09-27,4312,4329,4256,4329,25833,84709.0,16675000.0
2016-09-28,4329,4346,4005,4214,101619,82458.0,16675000.0
2016-09-29,4226,4294,4188,4235,48355,82875.0,16675000.0
2016-09-30,4235,4260,4196,4252,20903,83208.0,16675000.0
2016-10-04,4252,4371,4243,4363,43800,85376.0,16675000.0
2016-10-05,4371,4380,4312,4338,23937,84876.0,16675000.0
2016-10-06,4337,4363,4277,4338,28595,84876.0,16675000.0
2016-10-07,4337,4354,4286,4321,21552,84542.0,16675000.0
2016-10-10,4320,4337,4226,4286,38036,83875.0,16675000.0
2016-10-11,4218,4269,4124,4193,101043,82041.0,16675000.0
2016-10-12,4052,4175,4052,4159,35065,81374.0,16675000.0
2016-10-13,4158,4188,4090,4095,37642,80123.0,16675000.0
2016-10-14,4094,4137,4073,4090,29573,80040.0,16675000.0
2016-10-17,4090,4141,4005,4129,36131,80790.0,16675000.0
2016-10-18,4128,4128,4030,4082,42641,79873.0,16675000.0
2016-10-19,4081,4081,3983,4048,44277,79206.0,16675000.0
2016-10-20,4047,4064,3983,4014,23191,78539.0,16675000.0
2016-10-21,4009,4056,3915,3958,37345,77455.0,16675000.0
2016-10-24,3949,4047,3902,3946,22273,77205.0,16675000.0
2016-10-25,3928,4018,3885,3954,29008,77372.0,16675000.0
2016-10-26,3851,3924,3809,3907,36973,76455.0,16675000.0
2016-10-27,3907,3958,3834,3950,18963,77289.0,16675000.0
2016-10-28,3983,3988,3877,3903,20679,76372.0,16675000.0
2016-10-31,3830,3907,3749,3750,34815,73370.0,16675000.0
2016-11-01,3664,3809,3664,3775,32674,73870.0,16675000.0
2016-11-02,3800,3834,3681,3728,60953,72953.0,16675000.0
2016-11-03,3724,3766,3672,3715,26195,72703.0,16675000.0
2016-11-04,3668,3745,3668,3728,15202,72953.0,16675000.0
2016-11-07,3758,3847,3715,3822,25814,74787.0,16675000.0
2016-11-08,3809,3911,3809,3852,21768,75371.0,16675000.0
2016-11-09,3885,3890,3447,3639,159601,71202.0,16675000.0
2016-11-10,3681,3826,3664,3809,52427,74537.0,16675000.0
2016-11-11,3813,3834,3753,3835,13912,75038.0,16675000.0
2016-11-14,3839,3860,3766,3818,11805,74704.0,16675000.0
2016-11-15,3792,3834,3741,3779,31792,73954.0,16675000.0
2016-11-16,3817,3826,3753,3801,18170,74370.0,16675000.0
2016-11-17,3800,3817,3745,3801,12041,74370.0,16675000.0
2016-11-18,3834,3834,3766,3813,18663,74621.0,16675000.0
2016-11-21,3843,3843,3732,3775,20316,73870.0,16675000.0
2016-11-22,3719,3775,3706,3754,18888,73453.0,16675000.0
2016-11-23,3753,3753,3621,3639,42011,71202.0,16675000.0
2016-11-24,3613,3638,3459,3519,53157,68868.0,16675000.0
2016-11-25,3421,3519,3421,3519,23242,68868.0,16675000.0
2016-11-28,3519,3549,3455,3519,20835,68868.0,16675000.0
2016-11-29,3506,3549,3472,3532,18477,69118.0,16675000.0
2016-11-30,3481,3532,3476,3511,11988,68701.0,16675000.0
2016-12-01,3515,3536,3438,3477,28329,68034.0,16675000.0
2016-12-02,3430,3476,3404,3430,26256,67117.0,16675000.0
2016-12-05,3430,3430,3293,3349,42207,65533.0,16675000.0
2016-12-06,3306,3383,3306,3375,20914,66033.0,16675000.0
2016-12-07,3400,3442,3374,3404,15286,66617.0,16675000.0
2016-12-08,3404,3485,3400,3468,22270,67867.0,16675000.0
2016-12-09,3493,3493,3408,3456,22166,67617.0,16675000.0
2016-12-12,3493,3519,3451,3515,21095,68784.0,16675000.0
2016-12-13,3498,3689,3498,3664,73200,71702.0,16675000.0
2016-12-14,3664,3745,3604,3694,32415,72286.0,16675000.0
2016-12-15,3736,3736,3655,3737,34001,73120.0,16675000.0
2016-12-16,3753,3873,3732,3843,84052,75204.0,16675000.0
2016-12-19,3860,3860,3792,3835,28278,75038.0,16675000.0
2016-12-20,3894,3894,3758,3822,30995,74787.0,16675000.0
2016-12-21,3864,3864,3787,3835,15834,75038.0,16675000.0
2016-12-22,3851,3894,3822,3877,16693,75871.0,16675000.0
2016-12-23,3877,3877,3775,3831,55627,74954.0,16675000.0
2016-12-26,3800,3894,3792,3877,67923,75871.0,16675000.0
2016-12-27,3894,3907,3796,3907,35899,76455.0,16675000.0
2016-12-28,3928,4052,3860,4044,45545,79123.0,16675000.0
2016-12-29,4086,4158,4030,4137,47399,80957.0,16675000.0
2017-01-02,4137,4175,4056,4176,40596,81708.0,16675000.0
2017-01-03,4120,4192,4120,4180,20254,81791.0,16675000.0
2017-01-04,4052,4184,4052,4129,23026,80790.0,16675000.0
2017-01-05,4128,4167,4030,4112,33991,80457.0,16675000.0
2017-01-06,4107,4107,3911,4014,183818,78539.0,16675000.0
2017-01-09,3988,4043,3988,4009,25338,78456.0,16675000.0
2017-01-10,4009,4009,3920,3958,13678,77455.0,16675000.0
2017-01-11,3958,4039,3937,3946,10393,77205.0,16675000.0
2017-01-12,3937,3988,3877,3946,32113,77205.0,16675000.0
2017-01-13,3945,3983,3924,3950,11763,77289.0,16675000.0
2017-01-16,3949,3983,3885,3950,15329,77289.0,16675000.0
2017-01-17,3885,4047,3885,4005,58833,78372.0,16675000.0
2017-01-18,4009,4013,3937,4005,6462,78372.0,16675000.0
2017-01-19,3992,4081,3954,4014,11510,78539.0,16675000.0
2017-01-20,4009,4043,3941,3954,15152,77372.0,16675000.0
2017-01-23,3954,4431,3954,4252,742160,83208.0,16675000.0
2017-01-24,4260,4380,4214,4329,273305,84709.0,16675000.0
2017-01-25,4354,4499,4252,4465,294607,87377.0,16675000.0
2017-01-26,4456,4729,4405,4678,497695,91546.0,16675000.0
2017-01-31,4703,4703,4482,4517,285558,88378.0,16675000.0
2017-02-01,4448,4635,4422,4551,212971,89044.0,16675000.0
2017-02-02,4550,4550,4388,4423,302975,86543.0,16675000.0
2017-02-03,4371,4559,4371,4551,120330,89044.0,16675000.0
2017-02-06,4550,4686,4397,4593,146821,89878.0,16675000.0
2017-02-07,4857,5198,4525,4559,2927992,89211.0,16675000.0
2017-02-08,4542,4550,4397,4482,326129,87710.0,16675000.0
2017-02-09,4516,4738,4490,4678,376779,91546.0,16675000.0
2017-02-10,4593,5036,4593,4857,823081,95048.0,16675000.0
2017-02-13,4831,4857,4686,4789,264155,93714.0,16675000.0
2017-02-14,4738,4874,4712,4857,183663,95048.0,16675000.0
2017-02-15,4806,4942,4772,4772,148475,93380.0,16675000.0
2017-02-16,4772,4780,4635,4704,193819,92046.0,16675000.0
2017-02-17,4780,4882,4695,4857,246361,95048.0,16675000.0
2017-02-20,4874,5104,4848,5062,847111,99050.0,16675000.0
2017-02-21,5096,5155,4959,4994,333059,97716.0,16675000.0
2017-02-22,5010,5130,4976,5096,248984,99716.0,16675000.0
2017-02-23,5121,5147,4993,5028,200323,98382.0,16675000.0
2017-02-24,5027,5096,4857,4900,204635,95881.0,16675000.0
2017-02-27,4865,4891,4729,4764,159302,93213.0,16675000.0
2017-02-28,4814,4823,4721,4721,68030,92380.0,16675000.0
2017-03-02,4729,4840,4678,4713,206424,92213.0,16675000.0
2017-03-03,4721,4755,4465,4517,296973,88378.0,16675000.0
2017-03-06,4448,4797,4388,4713,188082,92213.0,16675000.0
2017-03-07,4721,4789,4525,4755,83951,93046.0,16675000.0
2017-03-08,4772,4780,4686,4687,47358,91712.0,16675000.0
2017-03-09,4763,4874,4627,4849,155182,94881.0,16675000.0
2017-03-10,4857,4925,4772,4900,111482,95881.0,16675000.0
2017-03-13,4917,4917,4814,4909,61320,96048.0,16675000.0
2017-03-14,4917,4951,4789,4815,93553,94214.0,16675000.0
2017-03-15,4814,4857,4729,4798,60001,93880.0,16675000.0
2017-03-16,4857,4882,4704,4772,116402,93380.0,16675000.0
2017-03-17,4823,4823,4618,4815,142018,94214.0,16675000.0
2017-03-20,4772,4831,4593,4661,127659,91212.0,16675000.0
2017-03-21,4661,4695,4525,4593,78733,89878.0,16675000.0
2017-03-22,4601,4635,4550,4602,35571,90045.0,16675000.0
2017-03-23,4601,4601,4448,4474,67096,87544.0,16675000.0
2017-03-24,4473,4584,4473,4474,35529,87544.0,16675000.0
2017-03-27,4473,4601,4431,4465,53607,87377.0,16675000.0
2017-03-28,4473,4567,4448,4534,90476,88711.0,16675000.0
2017-03-29,4533,4746,4456,4678,100697,91546.0,16675000.0
2017-03-30,4678,4729,4559,4559,143377,89211.0,16675000.0
2017-03-31,4559,4601,4354,4380,190311,85710.0,16675000.0
2017-04-03,4431,4473,4312,4448,140557,87044.0,16675000.0
2017-04-04,4448,4465,4346,4397,102370,86043.0,16675000.0
2017-04-05,4431,4499,4226,4295,228057,84042.0,16675000.0
2017-04-06,4294,4303,4218,4269,66683,83542.0,16675000.0
