트루윈(105550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-03-29,7991,7991,7595,7954,117978,53062.0,8239388.0
2016-03-30,7954,8139,7879,8139,19666,54298.0,8239388.0
2016-03-31,8065,8151,7991,8065,32438,53803.0,8239388.0
2016-04-01,8065,8139,7991,8078,22293,53886.0,8239388.0
2016-04-04,8114,8262,8028,8263,27384,55122.0,8239388.0
2016-04-05,8312,8312,8151,8152,20203,54380.0,8239388.0
2016-04-06,8151,8250,8102,8213,18813,54792.0,8239388.0
2016-04-07,8275,8324,8139,8300,30649,55369.0,8239388.0
2016-04-08,8299,8299,8163,8201,14351,54710.0,8239388.0
2016-04-11,8201,8275,8176,8263,9953,55122.0,8239388.0
2016-04-12,8188,8312,8176,8226,13137,54874.0,8239388.0
2016-04-14,8238,8299,8151,8164,12783,54462.0,8239388.0
2016-04-15,8151,8151,8028,8115,18634,54133.0,8239388.0
2016-04-18,8028,8201,8028,8164,20876,54462.0,8239388.0
2016-04-19,8151,8275,8065,8238,26360,54957.0,8239388.0
2016-04-20,8299,8299,8213,8275,18064,55204.0,8239388.0
2016-04-21,8225,8336,8201,8226,25666,54874.0,8239388.0
2016-04-22,8225,8608,8225,8522,109382,56852.0,8239388.0
2016-04-25,8571,8892,8571,8769,117182,58500.0,8239388.0
2016-04-26,8855,9065,8670,8880,76284,59241.0,8239388.0
2016-04-27,8966,8991,8793,8880,27559,59241.0,8239388.0
2016-04-28,8905,8929,8744,8880,32750,59241.0,8239388.0
2016-04-29,8929,9139,8855,8868,51219,59159.0,8239388.0
2016-05-02,8843,8867,8571,8609,76036,57429.0,8239388.0
2016-05-03,8608,8942,8608,8893,46083,59324.0,8239388.0
2016-05-04,10436,10807,8830,8843,1356563,58994.0,8239388.0
2016-05-09,8892,8929,8583,8609,145534,57429.0,8239388.0
2016-05-10,8534,8830,8534,8621,76305,57511.0,8239388.0
2016-05-11,8583,8806,8571,8633,60022,57593.0,8239388.0
2016-05-12,8534,10646,8534,9201,1620072,61383.0,8239388.0
2016-05-13,9386,9547,9152,9350,257702,62372.0,8239388.0
2016-05-16,9275,10782,9201,9807,840737,65421.0,8239388.0
2016-05-17,9880,10967,9658,10770,1215489,71847.0,8239388.0
2016-05-18,10522,11202,9794,10140,557831,79324.0,9661864.0
2016-05-19,10090,11671,10016,11141,1508162,87150.0,9661864.0
2016-05-20,11004,11325,10671,11178,201492,87440.0,9661864.0
2016-05-23,11152,12178,11152,11807,434262,92367.0,9661864.0
2016-05-24,11819,11906,11264,11795,172812,92271.0,9661864.0
2016-05-25,11733,12326,11572,11906,303832,93140.0,9661864.0
2016-05-26,11856,12042,11301,11560,117418,90435.0,9661864.0
2016-05-27,11449,12350,11449,12339,276245,96522.0,9661864.0
2016-05-30,12338,12844,12227,12326,347126,96425.0,9661864.0
2016-05-31,12289,13030,12239,12968,179248,101450.0,9661864.0
2016-06-01,12968,13215,12536,13216,156853,103382.0,9661864.0
2016-06-02,13091,14450,13091,13648,332113,106764.0,9661864.0
2016-06-03,13586,14018,13339,13895,122067,108696.0,9661864.0
2016-06-07,13771,15562,13709,14821,410006,115942.0,9661864.0
2016-06-08,14944,15129,14450,14883,126800,116425.0,9661864.0
2016-06-09,14882,15685,14821,15377,159164,120290.0,9661864.0
2016-06-10,15500,15994,12968,14389,785043,112561.0,9661864.0
2016-06-13,14327,15068,14018,14636,324374,114493.0,9661864.0
2016-06-14,14512,14574,13647,13957,187708,109179.0,9661864.0
2016-06-15,13956,14203,13400,13895,169978,108696.0,9661864.0
2016-06-16,13956,13956,12326,12326,522314,96425.0,9661864.0
2016-06-17,12659,13339,12474,13092,393806,102416.0,9661864.0
2016-06-20,12968,13400,12659,12721,131874,99517.0,9661864.0
2016-06-21,12659,13339,12536,13092,160740,102416.0,9661864.0
2016-06-22,13215,13215,12783,12907,77305,100966.0,9661864.0
2016-06-23,12783,12906,11980,12227,128929,95652.0,9661864.0
2016-06-24,12350,12536,11202,11462,278335,89662.0,9661864.0
2016-06-27,11140,11782,10967,11536,160126,90242.0,9661864.0
2016-06-28,11511,11844,11251,11795,116414,92271.0,9661864.0
2016-06-29,11856,12289,11856,11894,108258,93044.0,9661864.0
2016-06-30,11992,12153,11795,12129,64122,94880.0,9661864.0
2016-07-01,12128,13030,12128,12721,203689,99517.0,9661864.0
2016-07-04,12721,12906,12350,12474,78608,97585.0,9661864.0
2016-07-05,12350,12536,12276,12474,58934,97585.0,9661864.0
2016-07-06,12659,12659,12103,12252,112077,95846.0,9661864.0
2016-07-07,12289,12721,12202,12264,50993,95942.0,9661864.0
2016-07-08,12289,12289,11671,11857,97978,92754.0,9661864.0
2016-07-11,11523,12202,11486,11980,67782,93720.0,9661864.0
2016-07-12,11980,12227,11869,11980,35352,93720.0,9661864.0
2016-07-13,11980,12313,11770,12166,67711,95169.0,9661864.0
2016-07-14,12252,12289,11634,11783,117980,92174.0,9661864.0
2016-07-15,11782,12350,11548,11882,60725,92947.0,9661864.0
2016-07-18,11881,11992,11239,11659,58001,91208.0,9661864.0
2016-07-19,11572,11770,11486,11746,25008,91884.0,9661864.0
2016-07-20,11745,11856,11424,11659,36929,91208.0,9661864.0
2016-07-21,11659,11696,11264,11351,64737,88793.0,9661864.0
2016-07-22,11288,11288,10807,11178,113477,87440.0,9661864.0
2016-07-25,11115,11214,10992,11128,27037,87053.0,9661864.0
2016-07-26,11128,11362,10967,11239,30149,87923.0,9661864.0
2016-07-27,11189,11313,11140,11301,27471,88406.0,9661864.0
2016-07-28,11251,11856,11251,11795,63935,92271.0,9661864.0
2016-07-29,11893,12005,11671,11943,33692,93430.0,9661864.0
2016-08-01,11881,12091,11795,11943,29662,93430.0,9661864.0
2016-08-02,11881,11955,11609,11770,25612,92078.0,9661864.0
2016-08-03,11770,11770,11362,11437,27336,89469.0,9661864.0
2016-08-04,11535,11844,11301,11462,38495,89662.0,9661864.0
2016-08-05,11461,11474,11202,11412,16892,89276.0,9661864.0
2016-08-08,11461,11597,11338,11425,15504,89372.0,9661864.0
2016-08-09,11375,11511,11338,11499,18175,89952.0,9661864.0
2016-08-10,11560,12338,11498,12203,142971,95459.0,9661864.0
2016-08-11,12412,13709,12301,12783,767973,100000.0,9661864.0
2016-08-12,12783,13153,12597,12907,113664,100966.0,9661864.0
2016-08-16,12968,13030,12350,12413,167289,97102.0,9661864.0
2016-08-17,12474,13339,12165,13339,250849,104348.0,9661864.0
2016-08-18,13462,13956,13215,13648,335038,106764.0,9661864.0
2016-08-19,13586,13647,13030,13463,118666,105314.0,9661864.0
2016-08-22,13462,13524,12844,12845,109918,100483.0,9661864.0
2016-08-23,12968,13030,12412,12660,102387,99034.0,9661864.0
2016-08-24,12536,13277,12536,12907,80187,100966.0,9661864.0
2016-08-25,12721,13030,12536,12721,58308,99517.0,9661864.0
2016-08-26,12721,12844,12350,12598,49395,98551.0,9661864.0
2016-08-29,12536,12597,11683,11709,125583,91594.0,9661864.0
2016-08-30,11807,12412,11708,11869,42770,92851.0,9661864.0
2016-08-31,11733,11992,11535,11820,26853,92464.0,9661864.0
2016-09-01,11819,11819,11202,11239,72434,87923.0,9661864.0
2016-09-02,11239,11474,11004,11474,51973,89759.0,9661864.0
2016-09-05,11474,11486,11202,11363,25513,88889.0,9661864.0
2016-09-06,11362,11671,11214,11672,36827,91305.0,9661864.0
2016-09-07,11671,11721,11189,11313,53909,88503.0,9661864.0
2016-09-08,11301,11301,10609,10684,93634,83575.0,9661864.0
2016-09-09,10683,10683,9880,10412,103001,81450.0,9661864.0
2016-09-12,10226,10609,10016,10486,41544,82029.0,9661864.0
2016-09-13,10485,10597,10300,10437,18520,81643.0,9661864.0
2016-09-19,10436,10547,10028,10177,27608,79614.0,9661864.0
2016-09-20,10189,10374,9917,10177,24093,79614.0,9661864.0
2016-09-21,10164,10288,9967,10115,23571,79131.0,9661864.0
2016-09-22,10251,10485,10066,10486,41141,82029.0,9661864.0
2016-09-23,10485,10498,9905,10251,43648,80193.0,9661864.0
2016-09-26,10140,10238,9732,9819,105585,76812.0,9661864.0
2016-09-27,9818,10004,9522,10004,45444,78261.0,9661864.0
2016-09-28,10004,10201,9880,10165,31845,79517.0,9661864.0
2016-09-29,10127,10621,10115,10622,56662,83092.0,9661864.0
2016-09-30,10560,10646,10288,10585,42972,82802.0,9661864.0
2016-10-04,10498,12906,10448,11116,429265,86957.0,9661864.0
2016-10-05,11115,11202,10819,11066,82592,86570.0,9661864.0
2016-10-06,11115,11523,11066,11301,74914,88406.0,9661864.0
2016-10-07,11276,11338,11078,11289,40904,88309.0,9661864.0
2016-10-10,11362,11412,11128,11338,30027,88696.0,9661864.0
2016-10-11,11412,11424,10918,11153,36207,87247.0,9661864.0
2016-10-12,11436,12227,11214,11215,173244,87730.0,9661864.0
2016-10-13,11214,11338,11078,11190,27374,87536.0,9661864.0
2016-10-14,11189,11634,11140,11598,68359,90725.0,9661864.0
2016-10-17,11622,11733,11424,11486,49101,89855.0,9661864.0
2016-10-18,11671,11671,11375,11486,29315,89855.0,9661864.0
2016-10-19,11486,11560,11362,11462,10919,89662.0,9661864.0
2016-10-20,11461,11511,10967,11141,48156,87150.0,9661864.0
2016-10-21,11115,11140,10770,10992,21827,85991.0,9661864.0
2016-10-24,10893,11004,10597,10622,28325,83092.0,9661864.0
2016-10-25,10621,10720,10313,10585,28038,82802.0,9661864.0
2016-10-26,10387,10745,10263,10350,28565,80966.0,9661864.0
2016-10-27,10708,10708,10152,10609,13316,82995.0,9661864.0
2016-10-28,10609,10621,10300,10572,8566,82706.0,9661864.0
2016-10-31,10560,10597,10251,10375,16659,81160.0,9661864.0
2016-11-01,10374,10461,9991,10375,11917,81160.0,9661864.0
2016-11-02,10127,10350,9781,9868,43926,77198.0,9661864.0
2016-11-03,9584,10016,9584,9881,9466,77295.0,9661864.0
2016-11-04,9880,9954,9658,9955,12664,77875.0,9661864.0
2016-11-07,9954,10053,9880,10054,11293,78648.0,9661864.0
2016-11-08,10053,10103,9930,9955,14814,77875.0,9661864.0
2016-11-09,9831,10547,9362,9733,54729,76135.0,9661864.0
2016-11-10,9732,10251,9732,10190,9732,79710.0,9661864.0
2016-11-11,10300,10300,10078,10214,7086,79904.0,9661864.0
2016-11-14,10041,10374,10004,10227,12346,80000.0,9661864.0
2016-11-15,10745,10905,10387,10474,48484,81933.0,9661864.0
2016-11-16,10473,10560,10362,10486,9672,82029.0,9661864.0
2016-11-17,10362,10856,10362,10399,8842,81353.0,9661864.0
2016-11-18,10399,10794,10374,10745,47713,84058.0,9661864.0
2016-11-21,10745,10992,10621,10745,40033,84058.0,9661864.0
2016-11-22,10683,11004,10683,10906,21538,85314.0,9661864.0
2016-11-23,10905,10979,10127,10745,19549,84058.0,9661864.0
2016-11-24,10844,10856,10288,10313,17159,80677.0,9661864.0
2016-11-25,10720,10720,10275,10548,10150,82512.0,9661864.0
2016-11-28,10226,10535,10226,10227,11540,80000.0,9661864.0
2016-11-29,10016,10300,9880,10227,8763,80000.0,9661864.0
2016-11-30,10226,10461,10164,10461,11674,81836.0,9661864.0
2016-12-01,10572,10572,10189,10301,20220,80580.0,9661864.0
2016-12-02,10016,10300,10016,10251,3586,80193.0,9661864.0
2016-12-05,10066,10436,10028,10264,7401,80290.0,9661864.0
2016-12-06,10152,10399,10152,10301,8694,80580.0,9661864.0
2016-12-07,10300,10498,10201,10313,11513,80677.0,9661864.0
2016-12-08,10424,10967,10313,10869,53834,85024.0,9661864.0
2016-12-09,10868,11140,10732,11103,65888,86860.0,9661864.0
2016-12-12,11325,11325,10732,11029,66973,86280.0,9661864.0
2016-12-13,11115,11115,10807,11054,15134,86474.0,9661864.0
2016-12-14,11128,11128,10831,11054,38630,86474.0,9661864.0
2016-12-15,11054,11338,10807,11338,40464,88696.0,9661864.0
2016-12-16,11338,11449,11152,11301,22000,88406.0,9661864.0
2016-12-19,11239,11239,11066,11141,19425,87150.0,9661864.0
2016-12-20,11078,11251,11066,11178,16166,87440.0,9661864.0
2016-12-21,11177,11239,11091,11215,13368,87730.0,9661864.0
2016-12-22,11214,11301,11091,11190,11712,87536.0,9661864.0
2016-12-23,11301,11301,11066,11190,11507,87536.0,9661864.0
2016-12-26,11338,11412,11251,11326,34508,88599.0,9661864.0
2016-12-27,11424,11721,11301,11598,52522,90725.0,9661864.0
2016-12-28,11597,11721,11486,11585,32013,90628.0,9661864.0
2016-12-29,11671,11671,11239,11511,26883,90049.0,9661864.0
2017-01-02,11548,11572,11338,11486,16292,89855.0,9661864.0
2017-01-03,11548,11609,11399,11486,38154,89855.0,9661864.0
2017-01-04,11486,11609,11424,11523,49367,90145.0,9661864.0
2017-01-05,11535,11708,11338,11425,38125,89372.0,9661864.0
2017-01-06,11424,11424,10683,10684,137695,83575.0,9661864.0
2017-01-09,10671,10671,10325,10461,60049,81836.0,9661864.0
2017-01-10,10461,10572,10251,10399,46571,81353.0,9661864.0
2017-01-11,10399,10498,10189,10251,27774,80193.0,9661864.0
2017-01-12,10189,10362,10090,10091,26669,78937.0,9661864.0
2017-01-13,10201,10201,9930,10004,27732,78261.0,9661864.0
2017-01-16,9942,10140,9880,10017,22973,78358.0,9661864.0
2017-01-17,9917,10140,9893,9955,13963,77875.0,9661864.0
2017-01-18,9905,9954,9374,9424,123892,73720.0,9661864.0
2017-01-19,9386,9411,9139,9325,73234,72947.0,9661864.0
2017-01-20,9324,9362,9003,9004,53807,70435.0,9661864.0
2017-01-23,9090,9090,8806,8893,29169,69565.0,9661864.0
2017-01-24,8892,8892,8583,8769,38980,68599.0,9661864.0
2017-01-25,8769,9263,8645,9016,29848,70532.0,9661864.0
2017-01-26,8954,9065,8769,8868,20143,69372.0,9661864.0
2017-01-31,8867,8954,8645,8880,23403,69469.0,9661864.0
2017-02-01,8843,9114,8843,9078,10978,71015.0,9661864.0
2017-02-02,9164,9176,8892,9140,25982,71498.0,9661864.0
2017-02-03,9201,9201,8892,9016,13565,70532.0,9661864.0
2017-02-06,9077,9077,8769,8942,7446,69952.0,9661864.0
2017-02-07,8929,8929,8756,8831,12005,69082.0,9661864.0
2017-02-08,8769,9077,8719,8979,23665,70242.0,9661864.0
2017-02-09,8979,9077,8818,9053,14666,70821.0,9661864.0
2017-02-10,8954,9139,8954,9078,9240,71015.0,9661864.0
2017-02-13,9139,9683,9102,9486,70202,74203.0,9661864.0
2017-02-14,9349,9547,9337,9448,18583,73913.0,9661864.0
2017-02-15,9534,9547,9349,9436,9926,73817.0,9661864.0
2017-02-16,9337,9534,9300,9510,10591,74396.0,9661864.0
2017-02-17,9571,9571,9362,9461,9541,74010.0,9661864.0
2017-02-20,9436,9633,9226,9609,35499,75169.0,9661864.0
2017-02-21,9720,9720,9374,9547,22200,74686.0,9661864.0
2017-02-22,9411,9497,9300,9350,19304,73140.0,9661864.0
2017-02-23,9497,9497,9090,9115,24706,71305.0,9661864.0
2017-02-24,9275,9275,8905,8991,19598,70338.0,9661864.0
2017-02-27,8991,9090,8892,8991,8184,70338.0,9661864.0
2017-02-28,8966,9016,8917,9004,4537,70435.0,9661864.0
2017-03-02,9003,9016,8855,9004,13105,70435.0,9661864.0
2017-03-03,8880,9016,8855,8942,11174,69952.0,9661864.0
2017-03-06,8818,8942,8781,8831,13970,69082.0,9661864.0
2017-03-07,8830,8905,8620,8670,32463,67826.0,9661864.0
2017-03-08,8583,8756,8028,8164,134296,63865.0,9661864.0
2017-03-09,8163,8213,8028,8127,27037,63575.0,9661864.0
2017-03-10,8114,8114,7608,7769,127743,60773.0,9661864.0
2017-03-13,7904,8003,7781,7942,44639,62126.0,9661864.0
2017-03-14,7941,8213,7855,8201,50976,64155.0,9661864.0
2017-03-15,8201,8485,8151,8337,65220,65218.0,9661864.0
2017-03-16,8423,8942,8176,8460,200369,66184.0,9661864.0
2017-03-17,7991,8028,7645,7732,202247,60483.0,9661864.0
2017-03-20,7744,7892,7731,7818,32331,61160.0,9661864.0
2017-03-21,7842,7879,7657,7781,65881,60870.0,9661864.0
2017-03-22,7793,7842,7521,7522,65360,58841.0,9661864.0
2017-03-23,7632,7632,7188,7250,101006,56715.0,9661864.0
2017-03-24,0,0,0,7250,0,56715.0,9661864.0
2017-03-27,0,0,0,7250,0,,
2017-03-28,0,0,0,7250,0,,
2017-03-29,0,0,0,7250,0,,
2017-03-30,0,0,0,7250,0,,
2017-03-31,0,0,0,7250,0,,
2017-04-03,0,0,0,7250,0,,
2017-04-04,0,0,0,7250,0,,
2017-04-05,0,0,0,7250,0,,
2017-04-06,0,0,0,7250,0,,
2017-04-07,0,0,0,7250,0,,
2017-04-10,0,0,0,7250,0,,
2017-04-11,0,0,0,7250,0,,
2017-04-12,0,0,0,7250,0,,
2017-04-13,0,0,0,7250,0,,
2017-04-14,0,0,0,7250,0,,
2017-04-17,0,0,0,7250,0,,
2017-04-18,0,0,0,7250,0,,
2017-04-19,0,0,0,7250,0,,
2017-04-20,0,0,0,7250,0,,
2017-04-21,0,0,0,7250,0,,
2017-04-24,0,0,0,7250,0,,
2017-04-25,0,0,0,7250,0,,
2017-04-26,0,0,0,7250,0,,
2017-04-27,0,0,0,7250,0,,
2017-04-28,0,0,0,7250,0,,
2017-05-02,0,0,0,7250,0,,
2017-05-04,0,0,0,7250,0,,
2017-05-08,0,0,0,7250,0,,
2017-05-10,0,0,0,7250,0,,
2017-05-11,0,0,0,7250,0,,
2017-05-12,0,0,0,7250,0,,
2017-05-15,0,0,0,7250,0,,
2017-05-16,0,0,0,7250,0,,
2017-05-17,0,0,0,7250,0,,
2017-05-18,0,0,0,7250,0,,
2017-05-19,0,0,0,7250,0,,
2017-05-22,0,0,0,7250,0,,
2017-05-23,0,0,0,7250,0,,
2017-05-24,0,0,0,7250,0,,
2017-05-25,0,0,0,7250,0,,
2017-05-26,0,0,0,7250,0,,
2017-05-29,0,0,0,7250,0,,
2017-05-30,0,0,0,7250,0,,
2017-05-31,0,0,0,7250,0,,
2017-06-01,0,0,0,7250,0,,
2017-06-02,0,0,0,7250,0,,
2017-06-05,0,0,0,7250,0,,
2017-06-07,0,0,0,7250,0,,
2017-06-08,0,0,0,7250,0,,
2017-06-09,0,0,0,7250,0,,
2017-06-12,0,0,0,7250,0,,
2017-06-13,0,0,0,7250,0,,
2017-06-14,0,0,0,7250,0,,
2017-06-15,0,0,0,7250,0,,
2017-06-16,0,0,0,7250,0,,
2017-06-19,0,0,0,7250,0,,
2017-06-20,0,0,0,7250,0,,
2017-06-21,0,0,0,7250,0,,
2017-06-22,0,0,0,7250,0,,
2017-06-23,0,0,0,7250,0,,
2017-06-26,0,0,0,7250,0,,
2017-06-27,0,0,0,7250,0,,
2017-06-28,0,0,0,7250,0,,
2017-06-29,0,0,0,7250,0,,
2017-06-30,0,0,0,7250,0,,
2017-07-03,0,0,0,7250,0,,
2017-07-04,0,0,0,7250,0,,
2017-07-05,0,0,0,7250,0,,
2017-07-06,0,0,0,7250,0,,
2017-07-07,0,0,0,7250,0,,
2017-07-10,0,0,0,7250,0,,
2017-07-11,0,0,0,7250,0,,
2017-07-12,0,0,0,7250,0,,
2017-07-13,0,0,0,7250,0,,
2017-07-14,0,0,0,7250,0,,
2017-07-17,0,0,0,7250,0,,
2017-07-18,0,0,0,7250,0,,
2017-07-19,0,0,0,7250,0,,
2017-07-20,0,0,0,7250,0,,
2017-07-21,0,0,0,7250,0,,
2017-07-24,0,0,0,7250,0,,
2017-07-25,0,0,0,7250,0,,
2017-07-26,0,0,0,7250,0,,
2017-07-27,0,0,0,7250,0,,
2017-07-28,0,0,0,7250,0,,
2017-07-31,0,0,0,7250,0,,
2017-08-01,0,0,0,7250,0,,
2017-08-02,0,0,0,7250,0,,
2017-08-03,0,0,0,7250,0,,
2017-08-04,0,0,0,7250,0,,
2017-08-07,0,0,0,7250,0,,
2017-08-08,0,0,0,7250,0,,
2017-08-09,0,0,0,7250,0,,
2017-08-10,0,0,0,7250,0,,
2017-08-11,0,0,0,7250,0,,
2017-08-14,0,0,0,7250,0,,
2017-08-16,0,0,0,7250,0,,
2017-08-17,0,0,0,7250,0,,
2017-08-18,7250,8500,6380,6600,2915321,63768.0,9661864.0
2017-08-21,6350,7340,6080,6260,1135395,60483.0,9661864.0
2017-08-22,6310,6770,6160,6230,401475,60193.0,9661864.0
2017-08-23,6080,6410,6000,6010,555734,58068.0,9661864.0
2017-08-24,5970,6070,5680,5910,317657,57102.0,9661864.0
2017-08-25,5860,6010,5780,5820,145781,56232.0,9661864.0
2017-08-28,5860,5880,5680,5750,200092,55556.0,9661864.0
2017-08-29,5750,6050,5660,5750,149094,55556.0,9661864.0
2017-08-30,5750,5800,5660,5660,120829,54686.0,9661864.0
2017-08-31,5750,5960,5600,5730,347841,55362.0,9661864.0
2017-09-01,5760,5910,5420,5520,210636,53333.0,9661864.0
2017-09-04,5270,5490,5140,5360,115904,51788.0,9661864.0
2017-09-05,5490,6300,5320,5410,863677,52271.0,9661864.0
2017-09-06,5350,5410,5210,5280,105512,51015.0,9661864.0
2017-09-07,5260,5420,5220,5270,51080,50918.0,9661864.0
2017-09-08,5300,5300,4970,4975,149111,48068.0,9661864.0
2017-09-11,4965,5050,4600,4600,170239,44445.0,9661864.0
2017-09-12,4700,5040,4570,4845,189629,46812.0,9661864.0
2017-09-13,4740,5360,4740,4930,185326,47633.0,9661864.0
2017-09-14,4930,5300,4765,5000,230828,48309.0,9661864.0
2017-09-15,4960,5090,4700,5070,69748,48986.0,9661864.0
2017-09-18,5070,5200,5010,5140,124720,49662.0,9661864.0
2017-09-19,5140,5190,5040,5100,47195,49276.0,9661864.0
2017-09-20,5030,5110,4790,4805,57625,46425.0,9661864.0
2017-09-21,4810,4975,4605,4605,35688,44493.0,9661864.0
2017-09-22,4605,4675,4345,4355,27294,42077.0,9661864.0
2017-09-25,4120,4295,3835,4000,109148,38647.0,9661864.0
2017-09-26,3935,4125,3820,4080,51631,39420.0,9661864.0
2017-09-27,4145,4195,3940,4035,19127,38986.0,9661864.0
2017-09-28,4035,4135,3905,4040,17720,39034.0,9661864.0
2017-09-29,4150,4205,4080,4200,25952,40580.0,9661864.0
2017-10-10,4040,4260,4040,4160,13710,40193.0,9661864.0
2017-10-11,4370,4370,4095,4095,19243,39565.0,9661864.0
2017-10-12,4050,4350,4050,4140,23241,40000.0,9661864.0
2017-10-13,4140,4235,4040,4105,20161,39662.0,9661864.0
2017-10-16,4105,4215,3980,3985,18614,38503.0,9661864.0
2017-10-17,4000,4140,3975,4020,10856,38841.0,9661864.0
2017-10-18,4000,4025,3905,3905,32776,37730.0,9661864.0
2017-10-19,3905,3995,3880,3905,23774,37730.0,9661864.0
2017-10-20,3920,4030,3915,3985,18542,38503.0,9661864.0
2017-10-23,3985,4180,3905,4125,43205,39855.0,9661864.0
2017-10-24,4180,5250,4145,4635,643389,44783.0,9661864.0
2017-10-25,4655,4785,4525,4785,81460,46232.0,9661864.0
2017-10-26,4950,4950,4730,4735,53178,45749.0,9661864.0
2017-10-27,4725,4785,4650,4720,19460,45604.0,9661864.0
2017-10-30,4515,4720,4515,4680,20938,45218.0,9661864.0
2017-10-31,4605,4740,4490,4590,27926,44348.0,9661864.0
2017-11-01,4530,4720,4530,4705,22732,45459.0,9661864.0
2017-11-02,4710,4835,4710,4760,17257,45990.0,9661864.0
2017-11-03,4875,4875,4650,4795,15830,46329.0,9661864.0
2017-11-06,4760,5170,4745,4850,127794,46860.0,9661864.0
2017-11-07,4840,4975,4830,4860,36088,46957.0,9661864.0
2017-11-08,4950,4950,4725,4830,51916,46667.0,9661864.0
2017-11-09,4760,4930,4760,4800,9070,46377.0,9661864.0
2017-11-10,4890,4890,4735,4835,13061,46715.0,9661864.0
2017-11-13,4835,4895,4785,4885,10468,47198.0,9661864.0
2017-11-14,4965,5130,4885,5090,39382,49179.0,9661864.0
2017-11-15,5090,5090,4950,4975,26190,48068.0,9661864.0
2017-11-16,5050,5070,4915,5030,35363,48599.0,9661864.0
2017-11-17,5000,5080,4965,5000,20277,48309.0,9661864.0
2017-11-20,4960,5060,4950,4970,23646,48019.0,9661864.0
2017-11-21,4950,4990,4720,4720,36459,45604.0,9661864.0
2017-11-22,4655,4890,4585,4600,30348,44445.0,9661864.0
2017-11-23,4545,4745,4540,4685,22039,45266.0,9661864.0
2017-11-24,4680,4780,4605,4680,11965,45218.0,9661864.0
2017-11-27,4680,4685,4600,4685,29065,45266.0,9661864.0
2017-11-28,4685,4995,4685,4885,30043,47198.0,9661864.0
2017-11-29,4885,4995,4880,4995,27939,48261.0,9661864.0
2017-11-30,5000,5020,4795,4835,24445,46715.0,9661864.0
2017-12-01,4800,4945,4800,4880,11841,47150.0,9661864.0
2017-12-04,4885,4915,4750,4800,15459,46377.0,9661864.0
2017-12-05,4785,4785,4645,4715,15453,45556.0,9661864.0
2017-12-06,4715,4715,4500,4585,20965,44300.0,9661864.0
2017-12-07,4525,4620,4230,4415,26389,42657.0,9661864.0
2017-12-08,4265,4480,4265,4430,18895,42802.0,9661864.0
2017-12-11,4430,4650,4430,4510,21094,43575.0,9661864.0
2017-12-12,4520,5240,4520,4845,166988,46812.0,9661864.0
2017-12-13,4740,5950,4740,5000,561350,48309.0,9661864.0
2017-12-14,5000,5110,4800,5010,77499,48406.0,9661864.0
2017-12-15,4940,5040,4930,4980,38493,48116.0,9661864.0
2017-12-18,4980,4980,4710,4795,26304,46329.0,9661864.0
2017-12-19,4925,4925,4600,4670,22397,45121.0,9661864.0
2017-12-20,4790,4790,4440,4445,31297,42947.0,9661864.0
2017-12-21,4480,5200,4200,4270,163423,41256.0,9661864.0
2017-12-22,4325,4415,4225,4255,15338,41111.0,9661864.0
2017-12-26,4405,4595,4255,4560,25185,44058.0,9661864.0
2017-12-27,4620,4620,4325,4560,28145,44058.0,9661864.0
2017-12-28,4790,4790,4440,4540,19057,43865.0,9661864.0
2018-01-02,4720,4820,4555,4700,75113,45411.0,9661864.0
2018-01-03,4885,4900,4720,4720,19197,45604.0,9661864.0
2018-01-04,4730,4760,4660,4720,18881,45604.0,9661864.0
2018-01-05,4895,4895,4625,4715,16091,45556.0,9661864.0
2018-01-08,4720,4720,4570,4620,21171,44638.0,9661864.0
2018-01-09,4620,4755,4595,4715,18510,45556.0,9661864.0
2018-01-10,4720,4720,4570,4655,12787,46730.0,10038714.0
2018-01-11,4700,4700,4615,4645,6754,46630.0,10038714.0
2018-01-12,4650,4650,4390,4610,27886,46278.0,10038714.0
2018-01-15,4680,4680,4500,4600,12753,46178.0,10038714.0
2018-01-16,4600,4640,4515,4550,8734,45676.0,10038714.0
2018-01-17,4680,4680,4470,4520,10501,45375.0,10038714.0
2018-01-18,4640,4640,4430,4520,16271,45375.0,10038714.0
2018-01-19,4445,4575,4445,4500,8382,45174.0,10038714.0
2018-01-22,4500,4500,4340,4415,22434,44321.0,10038714.0
2018-01-23,4415,4470,4335,4395,11867,44120.0,10038714.0
2018-01-24,4395,4450,4350,4405,18271,44221.0,10038714.0
2018-01-25,4405,4585,4360,4565,23067,45827.0,10038714.0
2018-01-26,4560,4670,4495,4595,27875,46128.0,10038714.0
2018-01-29,4705,4705,4565,4645,18624,46630.0,10038714.0
2018-01-30,4695,4700,4585,4610,8633,46278.0,10038714.0
2018-01-31,4560,4640,4470,4610,12450,46278.0,10038714.0
2018-02-01,4615,4675,4560,4630,24393,46479.0,10038714.0
2018-02-02,4670,4670,4500,4555,15307,45726.0,10038714.0
2018-02-05,4600,4600,4465,4495,17948,45124.0,10038714.0
2018-02-06,4420,4565,4320,4490,33255,45074.0,10038714.0
2018-02-07,4600,4600,4330,4355,14277,43719.0,10038714.0
2018-02-08,4425,4425,4320,4400,7414,44170.0,10038714.0
2018-02-09,4390,4425,4250,4360,10091,43769.0,10038714.0
