삼표시멘트(038500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-07-21,43233,43559,40470,41120,599133,12650.0,10000000.0
2004-07-22,39982,41121,38519,38682,371214,11900.0,10000000.0
2004-07-23,38356,39332,37381,37382,188057,11500.0,10000000.0
2004-07-26,36570,38033,35757,36732,137649,11300.0,10000000.0
2004-07-27,37056,37056,34782,35432,110457,10900.0,10000000.0
2004-07-28,34619,37056,33807,34294,328435,10550.0,10000000.0
2004-07-29,33483,33969,30232,30231,143959,9300.0,10000000.0
2004-07-30,28281,29418,27632,28930,280313,8900.0,10000000.0
2004-08-02,29257,31694,29257,30718,191485,9450.0,10000000.0
2004-08-03,29906,30880,29256,29418,138458,9050.0,10000000.0
2004-08-04,28280,29742,27954,28280,72498,8700.0,10000000.0
2004-08-05,28281,29581,28281,28768,37860,8850.0,10000000.0
2004-08-06,27144,28769,26981,28768,89553,8850.0,10000000.0
2004-08-09,28281,29906,28281,28930,115277,8900.0,10000000.0
2004-08-10,29581,29581,28281,28605,130787,8800.0,10000000.0
2004-08-11,28605,32018,28117,31531,1537058,9700.0,10000000.0
2004-08-12,30557,31044,28606,28930,579631,8900.0,10000000.0
2004-08-13,28932,29744,28444,28768,265726,8850.0,10000000.0
2004-08-16,28769,29418,28281,28605,200333,8800.0,10000000.0
2004-08-17,28605,28930,28280,28443,177386,8750.0,10000000.0
2004-08-18,28443,28605,27793,28118,152494,8650.0,10000000.0
2004-08-19,28118,29095,28118,28768,137589,8850.0,10000000.0
2004-08-20,28606,29743,28606,29418,219463,9050.0,10000000.0
2004-08-23,30556,30719,29417,29418,167632,9050.0,10000000.0
2004-08-24,29257,29743,27794,27793,177013,8550.0,10000000.0
2004-08-25,27793,28280,27631,28280,59311,8700.0,10000000.0
2004-08-26,28280,30557,27955,30556,332249,12014.0,12780796.0
2004-08-27,30556,34131,29742,31368,1237576,12333.0,12780796.0
2004-08-30,31856,32505,30230,31368,312178,12333.0,12780796.0
2004-08-31,31694,31857,29580,30881,289601,12142.0,12780796.0
2004-09-01,30556,31206,30231,30881,194041,12142.0,12780796.0
2004-09-02,31043,31369,29257,29255,157962,11503.0,12780796.0
2004-09-03,29418,29580,27631,27793,313549,10928.0,12780796.0
2004-09-06,27794,28932,27794,28768,130667,11311.0,12780796.0
2004-09-07,29256,29580,28443,29580,119841,11631.0,12780796.0
2004-09-08,29257,29418,28281,28605,99104,11247.0,12780796.0
2004-09-09,28442,30068,28280,29905,146461,11758.0,12780796.0
2004-09-10,30231,30231,29094,29580,122292,11631.0,12780796.0
2004-09-13,29580,29906,28931,29255,92778,11503.0,12780796.0
2004-09-14,29257,29581,28769,28930,81116,11375.0,12780796.0
2004-09-15,29095,29257,28444,28605,105448,11247.0,12780796.0
2004-09-16,28280,29417,28280,29418,83092,11567.0,12780796.0
2004-09-17,29743,29743,29094,29093,100587,11439.0,12780796.0
2004-09-20,28607,29095,28444,28605,87444,11247.0,12780796.0
2004-09-21,28442,29256,28280,28280,86078,11119.0,12780796.0
2004-09-22,28605,28930,28280,28443,128792,11183.0,12780796.0
2004-09-23,28281,31044,27794,28930,903919,11375.0,12780796.0
2004-09-24,28443,28606,27631,27955,184611,10991.0,12780796.0
2004-09-30,27955,28281,27469,27468,116689,10800.0,12780796.0
2004-10-01,27144,27794,27144,27305,100371,10736.0,12780796.0
2004-10-04,27469,28118,27306,27630,119277,10864.0,12780796.0
2004-10-05,27954,28443,27631,28118,112335,11055.0,12780796.0
2004-10-06,27956,28769,27956,28605,102876,11247.0,12780796.0
2004-10-07,28280,28768,28280,28443,60494,11183.0,12780796.0
2004-10-08,28444,30069,28281,28605,135528,11247.0,12780796.0
2004-10-11,28280,29093,28280,28443,81709,11183.0,12780796.0
2004-10-12,28442,28768,28280,28443,80329,11183.0,12780796.0
2004-10-13,28442,28768,28117,28280,84457,11119.0,12780796.0
2004-10-14,27954,28605,27793,28443,62338,11183.0,12780796.0
2004-10-15,28606,30394,28443,29255,257219,11503.0,12780796.0
2004-10-18,29257,30069,28768,29255,224558,11503.0,12780796.0
2004-10-19,29906,31044,29744,30231,468839,11886.0,12780796.0
2004-10-20,30557,30557,28443,29255,240183,11503.0,12780796.0
2004-10-21,28932,29257,28607,28605,114732,11247.0,12780796.0
2004-10-22,28118,28768,27794,27793,154539,10928.0,12780796.0
2004-10-25,27632,27632,26493,27305,112470,10736.0,12780796.0
2004-10-26,26981,27632,26655,27305,111121,10736.0,12780796.0
2004-10-27,26980,28280,26980,27630,50039,10864.0,12780796.0
2004-10-28,27469,27955,26492,27468,78462,10800.0,12780796.0
2004-10-29,27142,27630,26491,26980,43345,10608.0,12780796.0
2004-11-01,26817,28768,26168,26817,113985,10544.0,12780796.0
2004-11-02,27306,27469,26818,27305,60347,10736.0,12780796.0
2004-11-03,27306,27955,27143,27630,56435,10864.0,12780796.0
2004-11-04,28117,28443,27468,28118,43420,11055.0,12780796.0
2004-11-05,28118,28118,27306,27468,79997,10800.0,12780796.0
2004-11-08,26981,27632,26981,27305,20364,10736.0,12780796.0
2004-11-09,27468,30231,27306,27793,491249,10928.0,12780796.0
2004-11-10,28280,28768,27954,28118,191054,11055.0,12780796.0
2004-11-11,28117,28280,27793,28118,34089,11055.0,12780796.0
2004-11-12,27793,28280,27793,28118,46682,11055.0,12780796.0
2004-11-15,27794,28768,27794,27955,70497,10991.0,12780796.0
2004-11-16,27632,28118,27469,27468,56934,10800.0,12780796.0
2004-11-17,27631,27955,27143,27630,50657,10864.0,12780796.0
2004-11-18,27306,27794,27306,27630,38535,10864.0,12780796.0
2004-11-19,26981,27794,26655,27468,45068,10800.0,12780796.0
2004-11-22,26981,27469,26656,27142,48666,10672.0,12780796.0
2004-11-23,27143,27632,26981,27468,65564,10800.0,12780796.0
2004-11-24,27468,28931,27468,28118,184345,11055.0,12780796.0
2004-11-25,28118,28443,27794,27793,43787,10928.0,12780796.0
2004-11-26,27793,28442,27793,28280,78451,11119.0,12780796.0
2004-11-29,28117,28931,28117,28118,98696,11055.0,12780796.0
2004-11-30,28118,28281,27143,27468,151129,10800.0,12780796.0
2004-12-01,27631,28443,27143,28118,99764,11055.0,12780796.0
2004-12-02,27956,31369,27956,28605,565307,11247.0,12780796.0
2004-12-03,29257,30719,28606,30718,387044,12078.0,12780796.0
2004-12-06,30719,34293,30719,34294,1366774,13484.0,12780796.0
2004-12-07,35594,36082,32505,33969,1312261,13356.0,12780796.0
2004-12-08,35270,37219,29905,29905,1830010,11758.0,12780796.0
2004-12-09,29579,30393,28930,30068,369429,11822.0,12780796.0
2004-12-10,29906,30068,27306,27955,491204,10991.0,12780796.0
2004-12-13,27631,29257,27631,29255,255328,11503.0,12780796.0
2004-12-14,29417,32668,29417,32669,1036499,12845.0,12780796.0
2004-12-15,36570,36570,36570,36569,123860,14378.0,12780796.0
2004-12-16,40959,40959,40959,40958,182061,16104.0,12780796.0
2004-12-17,45835,45835,42421,45833,4004150,18021.0,12780796.0
2004-12-20,45021,47947,42258,45671,1772197,17957.0,12780796.0
2004-12-21,46808,50871,42746,46484,1380498,18277.0,12780796.0
2004-12-22,43884,45996,40959,40958,1029725,16104.0,12780796.0
2004-12-23,39170,39982,36082,37219,1326617,14634.0,12780796.0
2004-12-24,37871,37871,32831,33644,1057144,13228.0,12780796.0
2004-12-27,34131,35593,32993,34294,517035,13484.0,12780796.0
2004-12-28,33156,34456,30879,31531,705315,12397.0,12780796.0
2004-12-29,31531,33482,30881,33481,382748,13164.0,12780796.0
2004-12-30,32831,33969,32182,32181,315879,12653.0,12780796.0
2005-01-03,33807,35919,32993,35919,663291,14123.0,12780796.0
2005-01-04,36408,37382,34294,36569,518534,14378.0,12780796.0
2005-01-05,35756,37219,34782,35432,511809,13931.0,12780796.0
2005-01-06,36407,37707,34781,35919,750876,14123.0,12780796.0
2005-01-07,36082,40144,35756,40145,791195,15784.0,12780796.0
2005-01-10,41608,41771,38683,39170,510409,15401.0,12780796.0
2005-01-11,39982,39982,37545,38195,371021,15017.0,12780796.0
2005-01-12,38196,38357,33645,34944,557253,13739.0,12780796.0
2005-01-13,34456,35919,34456,35432,361085,13931.0,12780796.0
2005-01-14,35270,39659,35108,39657,1181917,15593.0,12780796.0
2005-01-17,44370,44370,40633,42908,2407036,16871.0,12780796.0
2005-01-18,42259,42908,37871,39170,971154,15401.0,12780796.0
2005-01-19,39496,43559,39008,42258,1029874,16615.0,12780796.0
2005-01-20,41285,43071,39171,40632,732138,15976.0,12780796.0
2005-01-21,40632,42095,40144,42095,641251,16551.0,12780796.0
2005-01-24,47136,47136,43396,45183,1153557,17765.0,12780796.0
2005-01-25,44371,45185,42096,45183,691339,17765.0,12780796.0
2005-01-26,48109,48435,39821,39820,1439125,15656.0,12780796.0
2005-01-27,35108,35431,35108,35106,586857,13803.0,12780796.0
2005-01-28,32183,34132,31857,33156,1005445,13036.0,12780796.0
2005-01-31,32994,34945,32668,33969,560734,13356.0,12780796.0
2005-02-01,33646,33808,32020,33156,694952,13036.0,12780796.0
2005-02-02,32668,32994,31531,32506,485179,12781.0,12780796.0
2005-02-03,32020,34132,32020,33156,340973,13036.0,12780796.0
2005-02-04,34294,36082,33156,34131,366457,13420.0,12780796.0
2005-02-07,33157,34132,31531,33481,543961,13164.0,12780796.0
2005-02-11,33320,33483,32506,33319,277455,13100.0,12780796.0
2005-02-14,33482,35108,33157,33644,462592,13228.0,12780796.0
2005-02-15,34457,35757,33808,34781,405249,13675.0,12780796.0
2005-02-16,34945,35920,34294,34944,418858,13739.0,12780796.0
2005-02-17,34619,39008,34619,36732,1740764,14442.0,12780796.0
2005-02-18,36083,40145,36083,37869,725615,14890.0,12780796.0
2005-02-21,37707,38682,35107,35757,457229,14059.0,12780796.0
2005-02-22,35108,36734,34457,34619,331266,13612.0,12780796.0
2005-02-23,34620,35108,33157,33319,275714,13100.0,12780796.0
2005-02-24,33320,33969,32832,33319,309816,13100.0,12780796.0
2005-02-25,33482,33808,32019,32181,487330,12653.0,12780796.0
2005-02-28,28442,28442,28442,28443,637419,11183.0,12780796.0
2005-03-02,26329,27468,26168,26655,1733180,10480.0,12780796.0
2005-03-03,26818,27955,26818,27630,947535,15114.0,17780796.0
2005-03-04,27794,27955,27144,27305,419400,14936.0,17780796.0
2005-03-07,27143,28118,27143,27793,868219,15203.0,17780796.0
2005-03-08,27793,27954,26654,26817,524327,14669.0,17780796.0
2005-03-09,26981,27306,26493,27142,231067,14847.0,17780796.0
2005-03-10,26980,27305,26329,26492,263436,14491.0,17780796.0
2005-03-11,26492,26818,23567,24705,1437547,13513.0,17780796.0
2005-03-14,23404,23729,21780,21779,1819125,11913.0,17780796.0
2005-03-15,21617,21780,20478,20804,831329,11380.0,17780796.0
2005-03-16,20155,22429,20155,21779,739222,11913.0,17780796.0
2005-03-17,21456,21942,19179,19666,1151389,10757.0,17780796.0
2005-03-18,19667,20317,19667,19666,586264,10757.0,17780796.0
2005-03-21,19667,19830,17391,18203,867755,9957.0,17780796.0
2005-03-22,18204,20316,18204,20316,814458,11113.0,17780796.0
2005-03-23,21130,22755,20316,22754,1026536,12447.0,17780796.0
2005-03-24,24056,25356,21781,22754,1865454,12447.0,17780796.0
2005-03-25,23567,23893,22593,22754,491780,12447.0,17780796.0
2005-03-28,22918,23243,20316,21454,826554,11735.0,17780796.0
2005-03-29,21454,22917,20640,20966,415808,11469.0,17780796.0
2005-03-30,19992,21129,19341,20641,446264,11291.0,17780796.0
2005-03-31,20641,21291,20478,20804,285562,11380.0,17780796.0
2005-04-01,20479,21618,20479,21129,183564,11558.0,17780796.0
2005-04-04,21455,24056,21293,22754,772238,12447.0,17780796.0
2005-04-06,23404,23404,21455,21942,369114,12002.0,17780796.0
2005-04-07,22266,22592,20315,20804,663249,11380.0,17780796.0
2005-04-08,20966,22104,20966,21942,415424,12002.0,17780796.0
2005-04-11,22105,23730,21455,22754,1144123,12447.0,17780796.0
2005-04-12,22430,23405,21942,22754,633417,12447.0,17780796.0
2005-04-13,22755,23893,22430,22917,963732,12535.0,17780796.0
2005-04-14,22429,22429,21780,21779,425168,11913.0,17780796.0
2005-04-15,21130,21618,19504,20154,615952,11024.0,17780796.0
2005-04-18,19503,19828,17715,18041,505513,9868.0,17780796.0
2005-04-19,18204,19504,18204,18691,511094,10224.0,17780796.0
2005-04-20,18692,20154,18692,19179,376723,10491.0,17780796.0
2005-04-21,18692,19666,18692,19016,223842,10402.0,17780796.0
2005-04-22,19341,20155,19015,19016,275358,10402.0,17780796.0
2005-04-25,19016,20804,18692,20154,1062189,11024.0,17780796.0
2005-04-26,20479,23081,20155,22917,1834450,12535.0,17780796.0
2005-04-27,22266,22754,21129,22267,725931,12180.0,17780796.0
2005-04-28,22430,23730,21781,22917,1163677,12535.0,17780796.0
2005-04-29,22593,23893,21781,22754,937664,12447.0,17780796.0
2005-05-02,23243,24380,22267,23242,1422465,12713.0,17780796.0
2005-05-03,23081,23730,19830,21129,1613452,11558.0,17780796.0
2005-05-04,21455,21455,19829,20479,489194,11202.0,17780796.0
2005-05-06,20316,22268,20316,21129,485227,11558.0,17780796.0
2005-05-09,21129,21779,20966,20966,299428,11469.0,17780796.0
2005-05-10,21129,22429,20966,22429,478107,12269.0,17780796.0
2005-05-11,22104,24055,21455,22917,933391,12535.0,17780796.0
2005-05-12,22754,23729,22104,22104,524594,12091.0,17780796.0
2005-05-13,22267,23404,22104,23242,609621,12713.0,17780796.0
2005-05-16,23242,24705,23242,24054,1105804,13158.0,17780796.0
2005-05-17,25029,27631,24055,27630,3646267,15114.0,17780796.0
2005-05-18,28281,28281,26169,27142,2645365,14847.0,17780796.0
2005-05-19,28118,28932,24381,25680,2534573,14047.0,17780796.0
2005-05-20,25192,25680,23892,24705,1139396,13513.0,17780796.0
2005-05-23,24543,25355,24218,24705,952186,13513.0,17780796.0
2005-05-24,24543,26329,24055,24867,1641277,13602.0,17780796.0
2005-05-25,25681,27469,25518,26005,1753682,14225.0,17780796.0
2005-05-26,26005,27305,25843,26492,1052783,14491.0,17780796.0
2005-05-27,26655,30394,26330,30393,4050406,16625.0,17780796.0
2005-05-30,32830,34944,28117,28443,5220686,15558.0,17780796.0
2005-05-31,28606,29743,26980,27793,1561781,15203.0,17780796.0
2005-06-01,27306,27794,26168,26330,1146666,14402.0,17780796.0
2005-06-02,26654,27143,26329,26655,892997,14580.0,17780796.0
2005-06-03,26654,28280,26492,28280,1302242,15469.0,17780796.0
2005-06-07,28117,28442,26979,26980,601952,14758.0,17780796.0
2005-06-08,26654,29580,26168,26817,2393374,14669.0,17780796.0
2005-06-09,26654,27305,26491,26817,739592,14669.0,17780796.0
2005-06-10,27305,28605,26168,26655,2953586,14580.0,17780796.0
2005-06-13,26655,27794,26655,27793,759408,15203.0,17780796.0
2005-06-14,27793,28443,26654,26655,879052,14580.0,17780796.0
2005-06-15,26656,27469,26656,27142,687352,14847.0,17780796.0
2005-06-16,26817,27468,26491,26817,668260,14669.0,17780796.0
2005-06-17,26655,27306,26168,26330,1843785,14402.0,17780796.0
2005-06-20,26329,26818,26006,26330,405095,14402.0,17780796.0
2005-06-21,26168,26491,24217,25355,918791,13869.0,17780796.0
2005-06-22,24380,25029,24380,24705,771166,13513.0,17780796.0
2005-06-23,24543,25192,24380,24705,797830,13513.0,17780796.0
2005-06-24,24218,24867,24218,24705,542047,13513.0,17780796.0
2005-06-27,24867,25192,24543,24705,311263,13513.0,17780796.0
2005-06-28,24705,27954,24542,25355,3277473,13869.0,17780796.0
2005-06-29,25680,26005,25029,25355,537948,13869.0,17780796.0
2005-06-30,25029,25680,25029,25192,369735,13780.0,17780796.0
2005-07-01,25191,26168,24866,25517,558841,13958.0,17780796.0
2005-07-04,25518,26655,25518,26167,772724,14314.0,17780796.0
2005-07-05,26492,26980,26168,26655,829778,14580.0,17780796.0
2005-07-06,27142,28605,26491,28443,2053671,15558.0,17780796.0
2005-07-07,28280,29094,26980,27630,2010192,15114.0,17780796.0
2005-07-08,27469,28607,27144,28605,2502684,15647.0,17780796.0
2005-07-11,29907,30395,28607,28605,3092987,15647.0,17780796.0
2005-07-12,28605,28931,26654,26817,1197409,14669.0,17780796.0
2005-07-13,26818,27306,26006,26005,925284,14225.0,17780796.0
2005-07-14,26005,26654,25029,25355,1124163,13869.0,17780796.0
2005-07-15,25518,26169,25356,25680,926724,14047.0,17780796.0
2005-07-18,26330,27955,26169,27630,2046504,15114.0,17780796.0
2005-07-19,27631,27955,26818,27630,2104634,15114.0,17780796.0
2005-07-20,28280,28443,26329,26330,1933428,14402.0,17780796.0
2005-07-21,26655,27143,25518,26005,1235440,14225.0,17780796.0
2005-07-22,25680,26005,24380,25030,1254697,13691.0,17780796.0
2005-07-25,24543,26006,24543,24867,1273574,13602.0,17780796.0
2005-07-26,24705,25192,24705,25030,593925,13691.0,17780796.0
2005-07-27,25193,25844,25030,25680,828522,14047.0,17780796.0
2005-07-28,26330,26655,26006,26167,1383959,14314.0,17780796.0
2005-07-29,26491,26491,25191,25355,715831,13869.0,17780796.0
2005-08-01,24867,26655,24867,26167,1046028,14314.0,17780796.0
2005-08-02,26168,26491,25517,25517,394787,13958.0,17780796.0
2005-08-03,25518,26169,25356,25680,605893,14047.0,17780796.0
2005-08-04,25193,25844,24381,24379,960453,13336.0,17780796.0
2005-08-05,24379,26328,24054,24054,1495891,13158.0,17780796.0
2005-08-08,23730,24055,22592,23079,687036,12624.0,17780796.0
2005-08-09,22430,23892,22430,23079,1230990,12624.0,17780796.0
2005-08-10,23892,24543,23081,23079,695462,12624.0,17780796.0
2005-08-11,23080,26492,22592,26492,3937228,14491.0,17780796.0
2005-08-12,26492,26654,25192,25192,2794035,13780.0,17780796.0
2005-08-16,25029,25029,22754,23567,1176546,12891.0,17780796.0
2005-08-17,23567,24055,22918,23079,1275277,12624.0,17780796.0
2005-08-18,23567,25030,23405,24217,3396770,13247.0,17780796.0
2005-08-19,24218,24381,22755,22917,2009319,12535.0,17780796.0
2005-08-22,22593,23244,22593,22592,1123645,12358.0,17780796.0
2005-08-23,23243,24867,23080,23404,4673300,12802.0,17780796.0
2005-08-24,24218,24218,22755,22917,1263616,12535.0,17780796.0
2005-08-25,22593,23243,22267,22917,1283070,12535.0,17780796.0
2005-08-26,23079,24379,22917,24054,3854599,13158.0,17780796.0
2005-08-29,24218,24706,23080,23242,3230483,12713.0,17780796.0
2005-08-30,23243,24055,22755,23242,995054,12713.0,17780796.0
2005-08-31,23081,23730,22755,22917,920376,12535.0,17780796.0
2005-09-01,23080,23566,22917,23567,1456179,12891.0,17780796.0
2005-09-02,23891,24542,23566,23892,2866917,13069.0,17780796.0
2005-09-05,24380,25029,24217,24867,1312798,13602.0,17780796.0
2005-09-06,24380,24705,23566,23567,1300925,12891.0,17780796.0
2005-09-07,23728,24054,23566,24054,965860,13158.0,17780796.0
2005-09-08,24055,24380,23243,23242,1059972,12713.0,17780796.0
2005-09-09,23243,26169,23243,24379,3605199,13336.0,17780796.0
2005-09-12,24055,24380,23566,23567,1074749,12891.0,17780796.0
2005-09-13,23567,23892,23081,23079,860269,12624.0,17780796.0
2005-09-14,22918,23404,22755,22917,902761,12535.0,17780796.0
2005-09-15,22593,23081,22593,22754,877024,12447.0,17780796.0
2005-09-16,22591,22917,22429,22429,568217,12269.0,17780796.0
2005-09-20,22430,23081,22430,22754,641892,12447.0,17780796.0
2005-09-21,22591,22917,22429,22429,786069,12269.0,17780796.0
2005-09-22,22430,22593,21455,21454,1011643,11735.0,17780796.0
2005-09-23,21617,21780,20478,20479,1103794,11202.0,17780796.0
2005-09-26,20479,20804,19992,19991,694713,10935.0,17780796.0
2005-09-27,19829,20316,19829,20316,771095,11113.0,17780796.0
2005-09-28,20316,20641,19830,20154,803797,11024.0,17780796.0
2005-09-29,20316,22430,20316,21129,1773930,11558.0,17780796.0
2005-09-30,21129,21454,20641,20804,590288,11380.0,17780796.0
2005-10-04,20966,21779,20640,20966,1936033,11469.0,17780796.0
2005-10-05,20966,21454,20966,20966,608347,11469.0,17780796.0
2005-10-06,20967,21618,20804,21291,609254,11646.0,17780796.0
2005-10-07,21129,21454,20803,20804,756085,11380.0,17780796.0
2005-10-10,20641,21129,20641,20804,521909,11380.0,17780796.0
2005-10-11,20804,21780,20804,21779,1130413,11913.0,17780796.0
2005-10-12,21456,21942,20967,21129,1266894,11558.0,17780796.0
2005-10-13,21129,21292,20316,20316,1354595,11113.0,17780796.0
2005-10-14,20317,20479,19667,19666,1624718,10757.0,17780796.0
2005-10-17,19666,19666,18853,19016,1166581,10402.0,17780796.0
2005-10-18,18853,19341,18853,19016,1037148,10402.0,17780796.0
2005-10-19,18853,19015,17715,17716,1398978,9691.0,17780796.0
2005-10-20,17715,18366,17715,18041,724272,9868.0,17780796.0
2005-10-21,17716,18367,17554,18203,1047786,9957.0,17780796.0
2005-10-24,18041,19016,18041,18853,935856,10313.0,17780796.0
2005-10-25,18853,19179,18367,18528,772797,10135.0,17780796.0
2005-10-26,18530,18693,18042,18203,728109,9957.0,17780796.0
2005-10-27,18040,18366,17715,18041,897164,9868.0,17780796.0
2005-10-28,17879,18853,17716,18528,1199789,10135.0,17780796.0
2005-10-31,18854,19017,18205,18203,904239,9957.0,17780796.0
2005-11-01,18205,18693,18205,18203,600203,9957.0,17780796.0
2005-11-02,18367,18692,18204,18528,640792,10135.0,17780796.0
2005-11-03,18853,21130,18853,19991,5614566,10935.0,17780796.0
2005-11-04,20642,22918,19992,22917,5325229,12535.0,17780796.0
2005-11-07,23080,25030,21941,23242,6118911,12713.0,17780796.0
2005-11-08,23893,24056,22593,22592,2394535,12358.0,17780796.0
2005-11-09,22267,22756,20479,21291,2056532,11646.0,17780796.0
2005-11-10,21292,22755,21130,21616,1672225,11824.0,17780796.0
2005-11-11,21455,23404,21455,23242,2666674,12713.0,17780796.0
2005-11-14,23081,23567,22105,22754,1854606,12447.0,17780796.0
2005-11-15,22592,23081,21618,21616,1430837,11824.0,17780796.0
2005-11-16,21618,22267,21455,21454,1184304,11735.0,17780796.0
2005-11-17,21454,21779,20640,20966,1650489,11469.0,17780796.0
2005-11-18,19179,20804,19179,19991,2135350,10935.0,17780796.0
2005-11-21,20155,20641,19830,20154,977636,11024.0,17780796.0
2005-11-22,20155,23081,19992,23079,3141308,12624.0,17780796.0
2005-11-23,24218,26330,22592,23079,7863689,12624.0,17780796.0
2005-11-24,23080,26329,23080,25030,3812549,13691.0,17780796.0
2005-11-25,25355,27794,25030,26005,2595480,14225.0,17780796.0
2005-11-28,25518,27632,24867,26005,1691471,14225.0,17780796.0
2005-11-29,26005,29905,25354,29905,6428204,16358.0,17780796.0
2005-11-30,30719,33482,27793,28118,5129896,15380.0,17780796.0
2005-12-01,28607,28769,26493,27142,2734037,14847.0,17780796.0
2005-12-02,25518,26981,25518,26005,4490074,14225.0,17780796.0
2005-12-05,26491,29905,26005,29905,5895783,16358.0,17780796.0
2005-12-06,29580,34293,29417,34294,8943804,22472.0,21300796.0
2005-12-07,39334,39334,32506,39332,8423629,25774.0,21300796.0
2005-12-08,38032,41283,35756,39007,5072719,25561.0,21300796.0
2005-12-09,37544,44046,37544,41770,5005488,27372.0,21300796.0
2005-12-12,42095,43884,35594,35594,4575640,23324.0,21300796.0
2005-12-13,33156,34945,32343,33969,5964997,22259.0,21300796.0
2005-12-14,34457,36571,32832,33481,6215845,21940.0,21300796.0
2005-12-15,33157,33808,31369,33156,2867576,21727.0,21300796.0
2005-12-16,30556,31693,28930,30068,2466644,19703.0,21300796.0
2005-12-19,29418,31531,28931,29255,2514563,19171.0,21300796.0
2005-12-20,28931,33645,28931,33644,5084776,22046.0,21300796.0
2005-12-21,34457,35757,31857,32018,4326083,20981.0,21300796.0
2005-12-22,32019,33482,29906,30881,2364393,20236.0,21300796.0
2005-12-23,29581,33157,29581,30231,2491987,19810.0,21300796.0
2005-12-26,30231,31205,26329,26817,3159375,17573.0,21300796.0
2005-12-27,27142,30718,27142,30068,5124388,24017.0,25963849.0
2005-12-28,31836,33959,30244,30599,2295525,22459.0,25963849.0
2005-12-29,30421,31306,27768,30068,3384989,22069.0,25963849.0
2006-01-02,30068,32013,30068,31306,1644639,22978.0,25963849.0
2006-01-03,31306,33074,30775,30952,4803814,22718.0,25963849.0
2006-01-04,31129,32367,30775,31306,2608692,22978.0,25963849.0
2006-01-05,31306,31482,28829,30422,2241203,22329.0,25963849.0
2006-01-06,29360,30244,29360,29537,1546645,21680.0,25963849.0
2006-01-09,29537,31129,29183,29361,4787847,21550.0,25963849.0
2006-01-10,29360,29891,27945,28653,1573405,21031.0,25963849.0
2006-01-11,29006,29360,28122,28476,1365904,20901.0,25963849.0
2006-01-12,28299,31659,28299,29537,5574946,21680.0,25963849.0
2006-01-13,29537,30244,29006,29361,1463291,21550.0,25963849.0
2006-01-16,30068,31129,28653,28830,1609074,21161.0,25963849.0
2006-01-17,29006,30068,28653,28830,2045216,21161.0,25963849.0
2006-01-18,29006,30068,27768,27769,5202541,20382.0,25963849.0
2006-01-19,28299,31836,27768,31837,7841349,23367.0,25963849.0
2006-01-20,33605,35904,30775,30952,11292663,22718.0,25963849.0
2006-01-23,30598,33605,26353,27415,7417685,20122.0,25963849.0
2006-01-24,27238,28829,23346,24585,6813475,18045.0,25963849.0
2006-01-25,24585,26353,24408,25116,4068410,18434.0,25963849.0
2006-01-26,25292,26707,23700,23701,7986169,17396.0,25963849.0
2006-01-27,24408,26884,23877,26000,13923943,19083.0,25963849.0
2006-01-31,26000,27414,24938,26707,13187304,19603.0,25963849.0
2006-02-01,26353,26884,23700,25293,9772417,18564.0,25963849.0
2006-02-02,26000,29006,25823,29007,8819440,21290.0,25963849.0
2006-02-03,29891,33251,29537,33252,5069333,24406.0,25963849.0
2006-02-06,38204,38204,38204,38204,378768,28041.0,25963849.0
2006-02-07,43863,43863,38911,43864,23490644,32195.0,25963849.0
2006-02-08,43156,47755,39088,44218,17253360,32455.0,25963849.0
2006-02-09,43863,44925,37673,37673,9060870,27651.0,25963849.0
2006-02-10,34843,42272,32544,40857,21486083,29988.0,25963849.0
2006-02-13,43510,46870,41564,46871,17179369,34402.0,25963849.0
2006-02-14,49523,53768,46870,53769,14705158,57703.0,37962484.0
2006-02-15,57659,61727,55714,61728,13544278,66245.0,37962484.0
2006-02-16,66503,70925,65442,70925,9695074,76115.0,37962484.0
2006-02-17,75523,77469,66149,72517,27431170,77823.0,37962484.0
2006-02-20,83306,83306,83306,83306,929642,89402.0,37962484.0
2006-02-21,95687,95687,70925,75347,20932186,80860.0,37962484.0
2006-02-22,74285,86489,74285,86490,16338816,92818.0,37962484.0
2006-02-23,91795,99401,78176,89850,17360086,96425.0,37962484.0
2006-02-24,88435,89142,78884,84898,8737387,91110.0,37962484.0
2006-02-27,83129,84544,78884,81007,5608242,86934.0,37962484.0
2006-02-28,79768,86312,77823,82776,6998378,88832.0,37962484.0
2006-03-02,82421,84190,80299,81007,3802156,86934.0,37962484.0
2006-03-03,79061,79238,72693,76231,6539701,81809.0,37962484.0
2006-03-06,81714,87551,81006,87551,4199804,93957.0,37962484.0
2006-03-07,100639,100639,100639,100639,640541,108003.0,37962484.0
2006-03-08,105061,113197,90204,95333,21823270,102309.0,37962484.0
2006-03-09,92680,104353,87020,96925,8895587,104017.0,37962484.0
2006-03-10,102585,110544,99224,109306,13412693,117304.0,37962484.0
2006-03-13,108421,112489,105414,109483,8362446,117494.0,37962484.0
2006-03-14,107537,121333,97278,105415,14920124,113128.0,37962484.0
2006-03-15,102761,109129,93918,95687,8157452,102689.0,37962484.0
2006-03-16,90557,95156,81360,81361,10706392,87314.0,37962484.0
2006-03-17,71102,87374,71102,83837,16291816,89971.0,37962484.0
2006-03-20,83659,87551,79591,79592,6666553,85416.0,37962484.0
