동부스팩5호(281740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-04,2190,2215,2155,2195,22577,10624.0,4840000.0
2019-09-05,2210,2210,2170,2190,9630,10600.0,4840000.0
2019-09-06,2140,2245,2140,2195,10876,10624.0,4840000.0
2019-09-09,2180,2200,2180,2185,5188,10575.0,4840000.0
2019-09-10,2150,2215,2150,2175,8601,10527.0,4840000.0
2019-09-11,2200,2200,2175,2175,2,10527.0,4840000.0
2019-09-16,2150,2220,2150,2220,11724,10745.0,4840000.0
2019-09-17,2215,2220,2210,2220,7836,10745.0,4840000.0
2019-09-18,2200,2200,2200,2200,1201,10648.0,4840000.0
2019-09-19,2220,2220,2160,2170,20419,10503.0,4840000.0
2019-09-20,2180,2215,2170,2170,4624,10503.0,4840000.0
2019-09-23,2195,2195,2170,2175,2245,10527.0,4840000.0
2019-09-24,2175,2200,2175,2200,3510,10648.0,4840000.0
2019-09-25,2175,2205,2155,2205,5011,10672.0,4840000.0
2019-09-26,2210,2210,2200,2200,21500,10648.0,4840000.0
2019-09-27,2190,2250,2190,2220,5495,10745.0,4840000.0
2019-09-30,2215,2215,2210,2210,8372,10696.0,4840000.0
2019-10-01,2190,2255,2180,2250,14092,10890.0,4840000.0
2019-10-02,2250,2335,2250,2270,21991,10987.0,4840000.0
2019-10-04,2270,2275,2185,2275,8540,11011.0,4840000.0
2019-10-07,2275,2275,2150,2175,25622,,
