엘엠에스(073110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-06-25,6250,6350,5960,5960,469868,53030.0,8897718.0
2009-06-26,6090,6100,5920,6000,157494,53386.0,8897718.0
2009-06-29,6050,6050,5740,5750,77371,51162.0,8897718.0
2009-06-30,5780,5790,5310,5690,152781,50628.0,8897718.0
2009-07-01,5660,5750,5530,5540,77509,49293.0,8897718.0
2009-07-02,5590,5750,5530,5730,86113,50984.0,8897718.0
2009-07-03,5600,5790,5590,5650,56936,50272.0,8897718.0
2009-07-06,5660,5900,5600,5800,116749,51607.0,8897718.0
2009-07-07,5890,5930,5720,5850,64153,52052.0,8897718.0
2009-07-08,5800,5850,5700,5700,48204,50717.0,8897718.0
2009-07-09,5760,5960,5710,5910,136340,52586.0,8897718.0
2009-07-10,6100,6210,5900,5990,260592,53297.0,8897718.0
2009-07-13,6080,6170,5610,5610,171595,49916.0,8897718.0
2009-07-14,5720,5900,5590,5810,126793,51696.0,8897718.0
2009-07-15,5850,6130,5790,6030,206936,53653.0,8897718.0
2009-07-16,6100,6170,6000,6050,125758,53831.0,8897718.0
2009-07-17,6030,6040,5650,5850,223931,52052.0,8897718.0
2009-07-20,5890,6020,5840,5840,102811,51963.0,8897718.0
2009-07-21,5860,5950,5730,5810,102850,51696.0,8897718.0
2009-07-22,5820,6150,5810,6110,302339,54365.0,8897718.0
2009-07-23,6150,6260,6000,6080,168076,54098.0,8897718.0
2009-07-24,6080,6310,6080,6100,258410,54276.0,8897718.0
2009-07-27,6070,6170,6060,6160,145432,54810.0,8897718.0
2009-07-28,6090,6490,6090,6270,233376,55789.0,8897718.0
2009-07-29,6270,6630,6210,6450,274728,57390.0,8897718.0
2009-07-30,6370,6530,6350,6450,93788,57390.0,8897718.0
2009-07-31,6450,6490,6120,6310,164817,56145.0,8897718.0
2009-08-03,6250,6300,6070,6110,98681,54365.0,8897718.0
2009-08-04,6110,6280,6090,6200,112017,55166.0,8897718.0
2009-08-05,6230,6230,6090,6120,75810,54454.0,8897718.0
2009-08-06,6140,6140,5880,5900,104953,52497.0,8897718.0
2009-08-07,5910,6040,5850,6020,57726,53564.0,8897718.0
2009-08-10,6040,6250,6000,6030,103350,53653.0,8897718.0
2009-08-11,6460,6930,6450,6930,1309218,61661.0,8897718.0
2009-08-12,7200,7430,7080,7390,1642699,65754.0,8897718.0
2009-08-13,7300,7340,7010,7260,675410,64597.0,8897718.0
2009-08-14,7260,7390,7080,7200,465228,64064.0,8897718.0
2009-08-17,7160,7450,7020,7100,467305,63174.0,8897718.0
2009-08-18,7040,7140,6820,6950,260321,61839.0,8897718.0
2009-08-19,7100,7100,6750,6820,350598,60682.0,8897718.0
2009-08-20,6850,7100,6620,7100,314112,63174.0,8897718.0
2009-08-21,7220,7420,6840,7050,347077,62729.0,8897718.0
2009-08-24,7070,7180,6730,6900,212816,61394.0,8897718.0
2009-08-25,6930,6930,6730,6730,149896,59882.0,8897718.0
2009-08-26,6730,7340,6700,7190,614001,63975.0,8897718.0
2009-08-27,7190,7190,6880,6930,117181,61661.0,8897718.0
2009-08-28,7050,7050,6770,6840,119296,60860.0,8897718.0
2009-08-31,7060,7190,6900,6950,225521,61839.0,8897718.0
2009-09-01,7190,7770,7100,7590,757099,67534.0,8897718.0
2009-09-02,7450,7840,7300,7770,403378,69135.0,8897718.0
2009-09-03,8020,8140,7510,7590,494541,67534.0,8897718.0
2009-09-04,7620,7670,7320,7640,163322,67979.0,8897718.0
2009-09-07,7810,8140,7680,7800,366453,69402.0,8897718.0
2009-09-08,7980,7980,7530,7620,206084,67801.0,8897718.0
2009-09-09,7570,7650,7280,7340,134475,65309.0,8897718.0
2009-09-10,7490,7490,7290,7350,94214,65398.0,8897718.0
2009-09-11,7380,7630,7370,7500,141438,66733.0,8897718.0
2009-09-14,7600,7600,6950,7320,217149,65131.0,8897718.0
2009-09-15,7400,7470,7260,7470,131463,66466.0,8897718.0
2009-09-16,7620,7900,7400,7400,217806,65843.0,8897718.0
2009-09-17,7500,7570,7200,7230,159148,64331.0,8897718.0
2009-09-18,7530,7680,7300,7300,305542,64953.0,8897718.0
2009-09-21,7370,7520,7140,7470,153041,66466.0,8897718.0
2009-09-22,7600,7870,7560,7600,363201,67623.0,8897718.0
2009-09-23,7630,7940,7560,7650,217273,68068.0,8897718.0
2009-09-24,7750,7750,7270,7430,154247,66110.0,8897718.0
2009-09-25,7260,7400,7170,7280,85726,64775.0,8897718.0
2009-09-28,7250,7380,7060,7330,80023,65220.0,8897718.0
2009-09-29,7450,7450,7100,7140,86582,63530.0,8897718.0
2009-09-30,7060,7250,6940,6980,76436,62106.0,8897718.0
2009-10-01,7170,7170,6780,6820,76023,60682.0,8897718.0
2009-10-05,6790,7350,6700,7250,97569,64508.0,8897718.0
2009-10-06,7100,7330,7100,7190,51262,63975.0,8897718.0
2009-10-07,7130,7290,7100,7190,82685,63975.0,8897718.0
2009-10-08,7200,7310,7150,7240,82329,64419.0,8897718.0
2009-10-09,7200,7460,7200,7400,69356,65843.0,8897718.0
2009-10-12,7410,7700,7330,7550,109951,67178.0,8897718.0
2009-10-13,7700,7840,7540,7820,168135,69580.0,8897718.0
2009-10-14,7710,7990,7710,7770,116043,69135.0,8897718.0
2009-10-15,7800,7890,7430,7450,110414,66288.0,8897718.0
2009-10-16,7450,7540,7250,7250,97483,64508.0,8897718.0
2009-10-19,7150,7400,7110,7280,85337,64775.0,8897718.0
2009-10-20,7170,7350,7170,7350,53863,65398.0,8897718.0
2009-10-21,7280,7390,7250,7320,32595,65131.0,8897718.0
2009-10-22,7240,7370,7110,7200,58026,64064.0,8897718.0
2009-10-23,7200,7300,7050,7290,55687,64864.0,8897718.0
2009-10-26,7220,7280,7070,7080,54069,62996.0,8897718.0
2009-10-27,6950,7170,6850,7080,38051,62996.0,8897718.0
2009-10-28,7290,7290,6750,6780,95823,60327.0,8897718.0
2009-10-29,6610,6800,6550,6800,107828,60504.0,8897718.0
2009-10-30,6970,7000,6800,6970,68999,62017.0,8897718.0
2009-11-02,6750,7220,6750,6910,114776,61483.0,8897718.0
2009-11-03,7160,7160,6930,6940,41387,61750.0,8897718.0
2009-11-04,6960,7140,6750,7130,123041,63441.0,8897718.0
2009-11-05,7130,7340,7070,7170,147659,63797.0,8897718.0
2009-11-06,7290,7650,7290,7500,410865,66733.0,8897718.0
2009-11-09,7680,7740,7400,7410,177094,65932.0,8897718.0
2009-11-10,7430,7620,7370,7560,239044,67267.0,8897718.0
2009-11-11,7600,7600,7300,7340,102809,65309.0,8897718.0
2009-11-12,7350,7500,7250,7310,119328,65042.0,8897718.0
2009-11-13,7300,7310,7050,7060,112597,62818.0,8897718.0
2009-11-16,7130,7250,7070,7120,64599,63352.0,8897718.0
2009-11-17,7070,7250,7040,7250,63702,64508.0,8897718.0
2009-11-18,7250,7480,7010,7210,275726,64153.0,8897718.0
2009-11-19,7460,7460,6990,7050,180522,62729.0,8897718.0
2009-11-20,7050,7370,7000,7210,86018,64153.0,8897718.0
2009-11-23,7290,7300,7020,7040,75368,62640.0,8897718.0
2009-11-24,7100,7320,7050,7180,130999,63886.0,8897718.0
2009-11-25,7180,7180,6940,7020,80367,62462.0,8897718.0
2009-11-26,7040,7100,6900,6990,61364,62195.0,8897718.0
2009-11-27,6850,6950,6490,6490,168632,57746.0,8897718.0
2009-11-30,6720,6730,6610,6660,87158,59259.0,8897718.0
2009-12-01,6700,7240,6670,6940,238770,61750.0,8897718.0
2009-12-02,6940,7120,6880,6940,72738,61750.0,8897718.0
2009-12-03,6990,7000,6870,6870,44684,61127.0,8897718.0
2009-12-04,6870,6970,6860,6860,47014,61038.0,8897718.0
2009-12-07,6900,7200,6880,7150,98938,63619.0,8897718.0
2009-12-08,7150,7280,7080,7120,88892,63352.0,8897718.0
2009-12-09,7020,7290,7020,7260,101685,64597.0,8897718.0
2009-12-10,7290,7340,7170,7260,67863,64597.0,8897718.0
2009-12-11,7240,7300,7150,7180,97515,63886.0,8897718.0
2009-12-14,7150,7320,7130,7290,124401,64864.0,8897718.0
2009-12-15,7290,7470,7290,7430,207499,66110.0,8897718.0
2009-12-16,7440,7650,7440,7520,193045,66911.0,8897718.0
2009-12-17,7590,7770,7450,7700,220082,68512.0,8897718.0
2009-12-18,7700,8030,7600,8000,390081,71182.0,8897718.0
2009-12-21,8260,8980,8100,8550,2350900,76075.0,8897718.0
2009-12-22,8660,8840,8320,8410,632355,74830.0,8897718.0
2009-12-23,8410,8780,8330,8360,309699,74385.0,8897718.0
2009-12-24,8410,8750,8370,8750,325635,77855.0,8897718.0
2009-12-28,8770,8830,8490,8600,326307,76520.0,8897718.0
2009-12-29,8690,8700,8380,8600,242237,76520.0,8897718.0
2009-12-30,8660,9170,8600,8900,552868,79190.0,8897718.0
2010-01-04,9010,9390,9000,9350,563771,81791.0,8747718.0
2010-01-05,9820,10750,9550,10750,1929363,94038.0,8747718.0
2010-01-06,10850,10850,10150,10500,963360,91851.0,8747718.0
2010-01-07,10500,11100,10200,10300,980937,90101.0,8747718.0
2010-01-08,10650,11800,10600,11450,1998971,100161.0,8747718.0
2010-01-11,11650,12600,11400,11550,1264517,101036.0,8747718.0
2010-01-12,11750,11750,10600,11550,894780,101036.0,8747718.0
2010-01-13,11300,12700,11000,12200,990175,106722.0,8747718.0
2010-01-14,12650,13150,12100,12150,725339,106285.0,8747718.0
2010-01-15,12200,12750,11800,12250,558265,107160.0,8747718.0
2010-01-18,12150,12900,11850,12300,602608,107597.0,8747718.0
2010-01-19,12500,13250,12350,12600,739580,110221.0,8747718.0
2010-01-20,13050,14400,12900,14100,1982950,123343.0,8747718.0
2010-01-21,13700,14700,13300,14700,791772,128591.0,8747718.0
2010-01-22,14500,14850,13750,14500,451121,126842.0,8747718.0
2010-01-25,14100,14600,12350,12650,770007,110659.0,8747718.0
2010-01-26,13100,13250,11700,12700,929729,111096.0,8747718.0
2010-01-27,13150,13150,11750,11750,657239,102786.0,8747718.0
2010-01-28,11750,12800,11250,12600,676717,110221.0,8747718.0
2010-01-29,12200,12400,10950,11950,598394,104535.0,8747718.0
2010-02-01,11750,12150,11300,12000,461039,104973.0,8747718.0
2010-02-02,12300,12700,11900,12150,416229,106285.0,8747718.0
2010-02-03,12400,12450,11700,12250,348803,107160.0,8747718.0
2010-02-04,12200,12350,11700,12050,280610,105410.0,8747718.0
2010-02-05,11100,11400,10850,11150,416413,97537.0,8747718.0
2010-02-08,11250,11450,10300,10500,402299,91851.0,8747718.0
2010-02-09,10400,11050,10400,11000,335753,96225.0,8747718.0
2010-02-10,11100,11250,10900,10900,228055,95350.0,8747718.0
2010-02-11,11050,11500,10900,11250,194398,98412.0,8747718.0
2010-02-12,11350,12900,11250,12750,1059233,111533.0,8747718.0
2010-02-16,12700,13200,12450,12650,861358,110659.0,8747718.0
2010-02-17,12800,13150,12500,12900,519515,112846.0,8747718.0
2010-02-18,13000,13000,12350,12350,621562,108034.0,8747718.0
2010-02-19,12200,12450,11400,11600,566696,101474.0,8747718.0
2010-02-22,12050,12450,11850,12050,423592,105410.0,8747718.0
2010-02-23,12250,12500,11900,11900,448003,104098.0,8747718.0
2010-02-24,11900,12250,11850,12050,263362,105410.0,8747718.0
2010-02-25,12300,12350,11200,11350,309949,99287.0,8747718.0
2010-02-26,11450,11600,11100,11350,244609,99287.0,8747718.0
2010-03-02,11550,11850,11300,11400,274479,99724.0,8747718.0
2010-03-03,11500,11900,11400,11900,202055,104098.0,8747718.0
2010-03-04,12000,12300,11600,11600,360068,101474.0,8747718.0
2010-03-05,11800,12000,11650,11750,279604,102786.0,8747718.0
2010-03-08,12100,12650,11950,12600,637406,110221.0,8747718.0
2010-03-09,12700,12750,12300,12700,301337,111096.0,8747718.0
2010-03-10,12650,12700,12450,12450,264759,108909.0,8747718.0
2010-03-11,12500,12650,12000,12050,365521,105410.0,8747718.0
2010-03-12,12200,12450,12050,12350,256665,108034.0,8747718.0
2010-03-15,12700,13450,12550,13350,1070286,116782.0,8747718.0
2010-03-16,13350,13500,13000,13350,350666,116782.0,8747718.0
2010-03-17,13450,13700,13100,13300,426929,116345.0,8747718.0
2010-03-18,13700,14100,13400,13400,716192,117219.0,8747718.0
2010-03-19,13500,13800,13300,13700,380132,119844.0,8747718.0
2010-03-22,13550,13850,13400,13650,229463,119406.0,8747718.0
2010-03-23,13850,14900,13800,14000,794425,122468.0,8747718.0
2010-03-24,14250,14250,13300,13350,427592,116782.0,8747718.0
2010-03-25,13400,13550,12900,13350,357896,116782.0,8747718.0
2010-03-26,13350,13950,13350,13850,278010,121156.0,8747718.0
2010-03-29,13550,14150,13500,13800,397274,120719.0,8747718.0
2010-03-30,14250,14550,13800,13800,466920,120719.0,8747718.0
2010-03-31,13900,14050,13400,13450,309023,117657.0,8747718.0
2010-04-01,13500,13850,13150,13850,316672,121156.0,8747718.0
2010-04-02,13900,14000,13200,13500,357059,118094.0,8747718.0
2010-04-05,13800,13850,12750,13000,324705,113720.0,8747718.0
2010-04-06,13000,13250,12550,13200,343178,115470.0,8747718.0
2010-04-07,13200,13250,12900,13200,167766,115470.0,8747718.0
2010-04-08,13000,13250,12850,13200,207142,115470.0,8747718.0
2010-04-09,13700,14300,13550,14200,937190,124218.0,8747718.0
2010-04-12,14350,14500,13900,14150,428485,123780.0,8747718.0
2010-04-13,14200,15650,14050,15200,1236685,132965.0,8747718.0
2010-04-14,15050,15500,14800,15350,557932,134277.0,8747718.0
2010-04-15,15600,15600,14800,14950,487575,130778.0,8747718.0
2010-04-16,15000,15300,14200,14250,426357,124655.0,8747718.0
2010-04-19,13850,14550,13700,14250,401143,124655.0,8747718.0
2010-04-20,14500,14600,14250,14400,225074,125967.0,8747718.0
2010-04-21,14550,15200,14550,14650,291607,128154.0,8747718.0
2010-04-22,14750,15000,14300,14850,235384,129904.0,8747718.0
2010-04-23,15150,15350,14200,14200,424391,124218.0,8747718.0
2010-04-26,14300,14350,13750,14000,375656,122468.0,8747718.0
2010-04-27,14000,14400,13850,14250,238697,124655.0,8747718.0
2010-04-28,13750,14100,13750,14100,269076,123343.0,8747718.0
2010-04-29,14200,14900,13950,14750,515170,129029.0,8747718.0
2010-04-30,14950,15050,14300,14600,369731,127717.0,8747718.0
2010-05-03,14500,14950,14100,14350,322605,125530.0,8747718.0
2010-05-04,14550,14550,13800,13900,281084,121593.0,8747718.0
2010-05-06,13300,13600,12850,13000,425357,113720.0,8747718.0
2010-05-07,12300,12600,12000,12200,489596,106722.0,8747718.0
2010-05-10,12550,13750,12500,13300,434863,116345.0,8747718.0
2010-05-11,13750,14350,13500,13950,547939,122031.0,8747718.0
2010-05-12,14200,14450,13850,13850,299493,121156.0,8747718.0
2010-05-13,14250,15900,14200,15900,847290,139089.0,8747718.0
2010-05-14,16050,16550,15950,16300,693699,142588.0,8747718.0
2010-05-17,16100,16950,15650,15700,626611,137339.0,8747718.0
2010-05-18,16200,16650,14100,14900,731904,130341.0,8747718.0
2010-05-19,14800,15100,14150,15100,468386,132091.0,8747718.0
2010-05-20,14900,15050,13300,13700,465274,119844.0,8747718.0
2010-05-24,13350,13850,13200,13200,373636,115470.0,8747718.0
2010-05-25,12900,12950,11350,12250,568873,107160.0,8747718.0
2010-05-26,12550,13100,12250,13000,344746,113720.0,8747718.0
2010-05-27,12700,13500,12700,13150,390430,115032.0,8747718.0
2010-05-28,13700,14850,13550,14150,811086,123780.0,8747718.0
2010-05-31,14200,14650,14000,14600,242410,127717.0,8747718.0
2010-06-01,14500,14600,14200,14450,149894,126405.0,8747718.0
2010-06-03,15100,15800,14850,14850,691709,129904.0,8747718.0
2010-06-04,14950,15350,14700,15100,263712,132091.0,8747718.0
2010-06-07,14200,14600,14100,14400,273848,125967.0,8747718.0
2010-06-08,14400,15650,14400,15650,507967,136902.0,8747718.0
2010-06-09,15800,15900,15250,15550,466169,136027.0,8747718.0
2010-06-10,15550,16000,15250,15850,345759,138651.0,8747718.0
2010-06-11,16350,16400,14950,14950,471447,130778.0,8747718.0
2010-06-14,15400,15400,14550,14850,220867,129904.0,8747718.0
2010-06-15,14900,15300,14850,14950,168481,130778.0,8747718.0
2010-06-16,15200,15500,14800,15450,245175,135152.0,8747718.0
2010-06-17,15600,15600,15000,15000,181079,131216.0,8747718.0
2010-06-18,15150,15450,14850,15350,182559,134277.0,8747718.0
2010-06-21,15550,15750,15100,15350,182083,134277.0,8747718.0
2010-06-22,15150,15250,14900,15100,149087,132091.0,8747718.0
2010-06-23,14950,15300,14900,15100,129608,132091.0,8747718.0
2010-06-24,15100,16400,15050,16100,701755,140838.0,8747718.0
2010-06-25,15950,16200,15750,16000,318968,139963.0,8747718.0
2010-06-28,16250,16650,15700,15800,402310,138214.0,8747718.0
2010-06-29,15900,16150,15150,15200,271323,132965.0,8747718.0
2010-06-30,14850,15550,14650,15500,198839,135590.0,8747718.0
2010-07-01,15300,15800,15050,15600,164093,136464.0,8747718.0
2010-07-02,15600,15750,14850,15000,187152,131216.0,8747718.0
2010-07-05,15000,15250,14750,14800,157056,129466.0,8747718.0
2010-07-06,14900,14900,14150,14800,290029,129466.0,8747718.0
2010-07-07,14800,14800,14100,14200,194288,124218.0,8747718.0
2010-07-08,14500,14550,14200,14200,139935,124218.0,8747718.0
2010-07-09,14450,14800,14400,14750,209310,129029.0,8747718.0
2010-07-12,14750,15150,14750,15050,191036,131653.0,8747718.0
2010-07-13,15250,15400,14950,15100,135086,132091.0,8747718.0
2010-07-14,15350,15400,14950,15050,183745,131653.0,8747718.0
2010-07-15,15050,15100,14650,14700,220842,128591.0,8747718.0
2010-07-16,14900,15200,14700,14700,178193,128591.0,8747718.0
2010-07-19,14500,14700,14400,14550,71206,127279.0,8747718.0
2010-07-20,14600,14750,13900,14100,183803,123343.0,8747718.0
2010-07-21,14300,14300,13200,13400,294669,117219.0,8747718.0
2010-07-22,13400,13500,12350,12600,398228,110221.0,8747718.0
2010-07-23,12750,12900,11950,12300,343273,107597.0,8747718.0
2010-07-26,12250,13100,12250,13050,193273,114158.0,8747718.0
2010-07-27,13050,13200,12750,12750,156250,111533.0,8747718.0
2010-07-28,12950,12950,12300,12400,145536,108472.0,8747718.0
2010-07-29,12500,12750,12300,12300,101039,107597.0,8747718.0
2010-07-30,12350,12550,12200,12300,90570,107597.0,8747718.0
2010-08-02,12500,13400,12500,12900,263915,112846.0,8747718.0
2010-08-03,13350,13350,12950,13050,104384,114158.0,8747718.0
2010-08-04,13300,13650,13000,13500,200682,118094.0,8747718.0
2010-08-05,13700,13750,13000,13050,122222,114158.0,8747718.0
2010-08-06,13150,13300,12650,13050,93731,114158.0,8747718.0
2010-08-09,13050,13200,12900,13050,45782,114158.0,8747718.0
2010-08-10,13200,13800,13100,13250,155927,115907.0,8747718.0
2010-08-11,13250,13400,12600,12900,95016,112846.0,8747718.0
2010-08-12,12250,13200,12250,12800,81115,111971.0,8747718.0
2010-08-13,13000,13250,12900,13200,44784,115470.0,8747718.0
2010-08-16,13200,13850,13000,13850,130900,121156.0,8747718.0
2010-08-17,13750,13950,13450,13800,110767,120719.0,8747718.0
2010-08-18,13950,13950,13400,13550,92950,118532.0,8747718.0
2010-08-19,13700,13950,13550,13850,151856,121156.0,8747718.0
2010-08-20,13700,13750,13400,13500,86675,118094.0,8747718.0
2010-08-23,13350,13650,13150,13150,79236,115032.0,8747718.0
2010-08-24,13350,13600,13200,13400,108365,117219.0,8747718.0
2010-08-25,13150,13450,13100,13200,53364,115470.0,8747718.0
2010-08-26,13200,13350,13050,13050,80148,114158.0,8747718.0
2010-08-27,12950,13100,12450,12500,104853,109346.0,8747718.0
2010-08-30,12700,13050,12600,12750,101291,111533.0,8747718.0
2010-08-31,12550,12650,12200,12250,164069,107160.0,8747718.0
2010-09-01,12350,12500,12150,12400,76428,108472.0,8747718.0
2010-09-02,12750,12950,12400,12800,171219,111971.0,8747718.0
2010-09-03,12800,13450,12800,13250,255817,115907.0,8747718.0
2010-09-06,13550,13700,13250,13400,108573,117219.0,8747718.0
2010-09-07,13400,13700,13100,13250,161445,115907.0,8747718.0
2010-09-08,13050,13300,12950,13000,109704,113720.0,8747718.0
2010-09-09,13100,13250,12700,12850,89595,112408.0,8747718.0
2010-09-10,12900,13150,12750,12900,79730,112846.0,8747718.0
2010-09-13,12950,13150,12900,13000,78200,113720.0,8747718.0
2010-09-14,13050,13100,12550,12550,110952,109784.0,8747718.0
2010-09-15,12550,12750,12450,12500,71642,109346.0,8747718.0
2010-09-16,12550,12700,12550,12600,43116,110221.0,8747718.0
2010-09-17,12700,12950,12500,12950,77818,113283.0,8747718.0
2010-09-20,13000,13100,12850,13000,55301,113720.0,8747718.0
2010-09-24,12850,13000,12700,12700,83626,111096.0,8747718.0
2010-09-27,12700,12850,12550,12600,84260,110221.0,8747718.0
2010-09-28,12600,12700,12450,12550,66683,109784.0,8747718.0
2010-09-29,12600,13150,12550,13050,155478,114158.0,8747718.0
2010-09-30,13200,13450,12900,13450,175957,117657.0,8747718.0
2010-10-01,13700,13900,13450,13650,306115,119406.0,8747718.0
2010-10-04,13750,13800,13150,13200,146701,115470.0,8747718.0
2010-10-05,13050,13300,12300,12800,179979,111971.0,8747718.0
2010-10-06,13000,13400,12800,13350,151011,116782.0,8747718.0
2010-10-07,13200,13850,13150,13850,202227,121156.0,8747718.0
2010-10-08,13750,13900,13500,13850,156808,121156.0,8747718.0
2010-10-11,13900,14250,13600,13850,169178,121156.0,8747718.0
2010-10-12,13850,13950,13300,13400,139253,117219.0,8747718.0
2010-10-13,13500,13800,13350,13750,108065,120281.0,8747718.0
2010-10-14,13550,14350,13550,14300,218562,125092.0,8747718.0
2010-10-15,14600,15950,14500,15800,890086,138214.0,8747718.0
2010-10-18,16000,16950,15800,16400,674386,143463.0,8747718.0
2010-10-19,16550,17300,15800,15800,797773,138214.0,8747718.0
2010-10-20,15650,16500,15650,16500,326580,144337.0,8747718.0
2010-10-21,16850,17250,16250,16500,294591,144337.0,8747718.0
2010-10-22,16600,16850,15900,16250,264783,142150.0,8747718.0
2010-10-25,16250,16900,16000,16900,239984,147836.0,8747718.0
2010-10-26,17000,17450,16500,16700,183756,146087.0,8747718.0
2010-10-27,16850,17050,16000,16050,180753,140401.0,8747718.0
2010-10-28,16050,16650,15900,16500,167732,144337.0,8747718.0
2010-10-29,16650,17800,16150,17650,444365,154397.0,8747718.0
2010-11-01,17900,17950,17150,17600,287288,153960.0,8747718.0
2010-11-02,17550,17550,16150,16550,419215,144775.0,8747718.0
2010-11-03,16800,17600,16550,17550,265060,153522.0,8747718.0
2010-11-04,17950,18750,17400,17400,518068,152210.0,8747718.0
2010-11-05,17600,17800,17000,17200,133041,150461.0,8747718.0
2010-11-08,17350,17700,16200,16650,305348,145650.0,8747718.0
2010-11-09,16650,17600,16450,17200,173020,150461.0,8747718.0
2010-11-10,17200,17750,17000,17600,112134,153960.0,8747718.0
2010-11-11,17600,18400,17500,17650,199303,154397.0,8747718.0
2010-11-12,17800,18300,16950,17200,168731,150461.0,8747718.0
2010-11-15,17250,17550,16000,16050,267392,140401.0,8747718.0
2010-11-16,16150,16450,15850,16200,183809,141713.0,8747718.0
2010-11-17,15750,16600,15600,16050,111957,140401.0,8747718.0
2010-11-18,16300,17500,15850,17200,247897,150461.0,8747718.0
2010-11-19,17350,18050,17100,17450,166033,152648.0,8747718.0
2010-11-22,17700,18050,17250,17500,91457,153085.0,8747718.0
2010-11-23,17650,18050,17000,17050,159702,149149.0,8747718.0
2010-11-24,16200,16950,16200,16650,120691,145650.0,8747718.0
2010-11-25,16800,17100,16700,16700,84971,146087.0,8747718.0
2010-11-26,16700,17000,15850,16150,131276,141276.0,8747718.0
2010-11-29,15950,16350,15800,16150,84095,141276.0,8747718.0
2010-11-30,16050,16650,16050,16300,54599,142588.0,8747718.0
2010-12-01,16400,17000,16300,16900,53369,147836.0,8747718.0
2010-12-02,17050,17600,16800,17550,153403,153522.0,8747718.0
2010-12-03,17550,17800,17250,17650,90732,154397.0,8747718.0
2010-12-06,17650,17700,17250,17450,73309,152648.0,8747718.0
2010-12-07,17350,18100,17250,17800,138585,155709.0,8747718.0
2010-12-08,17800,18400,17650,17800,117924,155709.0,8747718.0
2010-12-09,17700,18250,17500,18000,117263,157459.0,8747718.0
2010-12-10,18550,18900,17900,18100,174699,158334.0,8747718.0
2010-12-13,18000,18150,17450,17550,155266,153522.0,8747718.0
2010-12-14,17500,17700,17250,17350,130487,151773.0,8747718.0
2010-12-15,17300,18000,17300,17650,109005,154397.0,8747718.0
2010-12-16,17650,18150,17500,17500,130779,153085.0,8747718.0
2010-12-17,17800,18200,17700,18150,128119,158771.0,8747718.0
2010-12-20,17750,17950,17350,17650,142601,154397.0,8747718.0
2010-12-21,18000,18850,17900,18600,268111,162708.0,8747718.0
2010-12-22,18800,19000,18300,18400,157709,160958.0,8747718.0
2010-12-23,18600,18650,17600,17800,201285,155709.0,8747718.0
2010-12-24,17850,18000,17550,17900,67906,156584.0,8747718.0
2010-12-27,17850,18200,17250,17250,92031,150898.0,8747718.0
2010-12-28,17150,17450,16650,16750,119722,146524.0,8747718.0
2010-12-29,16800,17200,16600,17100,126358,149586.0,8747718.0
2010-12-30,17100,17700,16950,17500,78200,153085.0,8747718.0
2011-01-03,17550,18350,17500,18200,153276,159208.0,8747718.0
2011-01-04,18350,18400,17750,17850,131863,156147.0,8747718.0
2011-01-05,17950,19350,17800,19150,397637,167519.0,8747718.0
2011-01-06,19300,20150,19000,19000,559146,166207.0,8747718.0
2011-01-07,19200,21400,19200,20700,590491,181078.0,8747718.0
2011-01-10,20600,21400,20400,21000,328639,183702.0,8747718.0
2011-01-11,21000,22250,20500,21850,273104,191138.0,8747718.0
2011-01-12,22150,22400,21400,21400,234335,187201.0,8747718.0
2011-01-13,21400,21750,20350,20600,289193,180203.0,8747718.0
2011-01-14,20750,21200,20300,20850,104896,182390.0,8747718.0
2011-01-17,21000,21300,20500,20550,104947,179766.0,8747718.0
2011-01-18,20400,20950,20200,20550,155707,179766.0,8747718.0
2011-01-19,20750,21800,20500,21600,246646,188951.0,8747718.0
2011-01-20,21500,21750,21100,21450,142158,187639.0,8747718.0
2011-01-21,21450,21600,20200,20300,214276,177579.0,8747718.0
2011-01-24,20250,20700,20100,20350,141065,178016.0,8747718.0
2011-01-25,20650,20700,19700,19800,142009,173205.0,8747718.0
2011-01-26,19850,20350,19050,19050,282641,166644.0,8747718.0
2011-01-27,19150,19800,18700,18900,264837,165332.0,8747718.0
2011-01-28,19200,19700,19050,19200,184629,167956.0,8747718.0
2011-01-31,18900,19550,18850,19500,69743,170581.0,8747718.0
2011-02-01,19750,19900,19300,19450,94126,170143.0,8747718.0
2011-02-07,19450,20300,19450,20150,112343,176267.0,8747718.0
2011-02-08,20150,20450,19700,20150,122057,176267.0,8747718.0
2011-02-09,20450,21250,20300,20850,296749,182390.0,8747718.0
2011-02-10,20850,22250,20700,21750,366760,190263.0,8747718.0
2011-02-11,22000,22350,21000,21300,184331,186326.0,8747718.0
2011-02-14,21350,21700,20900,21400,130681,187201.0,8747718.0
2011-02-15,21500,21700,20700,20800,93642,181953.0,8747718.0
2011-02-16,20500,22000,20500,21550,176027,188513.0,8747718.0
2011-02-17,21600,22300,20750,20900,212567,182827.0,8747718.0
2011-02-18,21250,21600,20600,21000,120968,183702.0,8747718.0
2011-02-21,20900,21450,20750,21150,70298,185014.0,8747718.0
2011-02-22,20800,21000,20450,20600,91862,180203.0,8747718.0
2011-02-23,20550,20750,19650,20100,135008,175829.0,8747718.0
2011-02-24,19850,20050,19400,19450,107450,170143.0,8747718.0
2011-02-25,19600,19950,19150,19900,231221,174080.0,8747718.0
2011-02-28,19900,20250,19550,19550,121908,171018.0,8747718.0
