솔트웍스(230980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-09-23,4107,4158,4022,4079,72440,7230.0,2000000.0
2016-09-26,4084,4209,4005,4209,38240,7460.0,2000000.0
2016-09-27,4203,4282,4096,4170,41846,7390.0,2000000.0
2016-09-28,4011,4254,4005,4170,100938,7390.0,2000000.0
2016-09-29,4225,4372,4090,4215,42783,7470.0,2000000.0
2016-09-30,4175,4254,4135,4175,27986,7400.0,2000000.0
2016-10-04,4265,4344,4051,4277,29269,7580.0,2000000.0
2016-10-05,4276,4367,4271,4322,32803,7660.0,2000000.0
2016-10-06,4400,4914,4395,4508,282493,7990.0,2000000.0
2016-10-07,4609,4660,4378,4384,87249,7770.0,2000000.0
2016-10-10,4276,4558,4276,4480,32629,7940.0,2000000.0
2016-10-11,4519,4530,4271,4271,92168,7570.0,2000000.0
2016-10-12,4276,4682,4101,4164,225536,7380.0,2000000.0
2016-10-13,4163,4231,4056,4175,39021,7400.0,2000000.0
2016-10-14,4175,4288,4022,4085,23201,7240.0,2000000.0
2016-10-17,4209,4209,3988,4017,45846,7120.0,2000000.0
2016-10-18,3915,4062,3847,3848,25351,6820.0,2000000.0
2016-10-19,4051,4051,3814,3944,10967,6990.0,2000000.0
2016-10-20,4130,4130,3752,3752,27199,6650.0,2000000.0
2016-10-21,4062,4062,3639,3893,11808,6900.0,2000000.0
2016-10-24,4152,4152,3836,3961,9944,7020.0,2000000.0
2016-10-25,4000,4118,3689,4062,18416,7200.0,2000000.0
2016-10-26,4152,4152,3893,4057,1032,7190.0,2000000.0
2016-10-27,4062,4062,3949,4034,1214,7150.0,2000000.0
2016-10-28,4101,4101,3876,4051,32201,7180.0,2000000.0
2016-10-31,4163,4163,3819,3848,3371,6820.0,2000000.0
2016-11-01,3949,3949,3627,3724,17394,6600.0,2000000.0
2016-11-02,3797,3797,3283,3509,21842,6220.0,2000000.0
2016-11-03,3774,3774,3481,3594,6657,6370.0,2000000.0
2016-11-04,3802,3802,3475,3509,8317,6220.0,2000000.0
2016-11-07,3509,3543,3441,3509,8610,6220.0,2000000.0
2016-11-08,3368,3780,3368,3571,3396,6330.0,2000000.0
2016-11-09,3774,4412,3486,3933,417794,6970.0,2000000.0
2016-11-10,3718,3729,3424,3571,178673,6330.0,2000000.0
2016-11-11,3633,3723,3498,3521,92515,6240.0,2000000.0
2016-11-14,3520,3577,3390,3391,29856,6010.0,2000000.0
2016-11-15,3548,3588,3295,3588,54958,6360.0,2000000.0
2016-11-16,3588,4152,3588,3775,114991,6690.0,2000000.0
2016-11-17,3780,3943,3610,3797,17198,6730.0,2000000.0
2016-11-18,4005,4005,3610,3634,19685,6440.0,2000000.0
2016-11-21,3650,3898,3650,3724,26547,6600.0,2000000.0
2016-11-22,3723,3921,3656,3769,31804,6680.0,2000000.0
2016-11-23,3932,3932,3548,3617,47344,6410.0,2000000.0
2016-11-24,3543,3723,3447,3566,38185,6320.0,2000000.0
2016-11-25,3486,3808,3486,3752,56331,6650.0,2000000.0
2016-11-28,3667,3859,3667,3673,17889,6510.0,2000000.0
2016-11-29,3622,4643,3622,4288,1356380,7600.0,2000000.0
2016-11-30,4378,5066,4355,4717,1164922,8360.0,2000000.0
2016-12-01,4795,4908,4175,4480,447865,7940.0,2000000.0
2016-12-02,4598,4598,4101,4282,305554,7590.0,2000000.0
2016-12-05,4146,4344,3385,3419,1159558,25778.0,8507520.0
2016-12-06,3430,3712,3311,3402,770991,25650.0,8507520.0
2016-12-07,3407,3481,3125,3193,371449,24076.0,8507520.0
2016-12-08,3238,3385,2995,3047,818740,22970.0,8507520.0
2016-12-09,3097,3960,3069,3385,1643781,25523.0,8507520.0
2016-12-12,3351,4034,3328,3746,2208793,28245.0,8507520.0
2016-12-13,3729,3932,3577,3825,948886,28840.0,8507520.0
2016-12-14,3752,3768,3594,3600,486414,27139.0,8507520.0
2016-12-15,3599,4096,3531,3820,1379302,28798.0,8507520.0
2016-12-16,3842,3904,3633,3634,445285,27394.0,8507520.0
2016-12-19,3622,3633,3458,3459,196937,26076.0,8507520.0
2016-12-20,3458,3565,3379,3459,216660,26076.0,8507520.0
2016-12-21,3520,3520,3317,3318,224138,25012.0,8507520.0
2016-12-22,3317,3430,3272,3318,90155,25012.0,8507520.0
2016-12-23,3317,3441,3272,3391,104312,25565.0,8507520.0
2016-12-26,3283,3469,3283,3374,104405,26035.0,8707520.0
2016-12-27,3436,3475,3328,3374,138883,26035.0,8707520.0
2016-12-28,3374,3780,3374,3453,339850,26645.0,8707520.0
2016-12-29,3447,3509,3390,3430,90443,26471.0,8707520.0
2017-01-02,3469,3554,3362,3413,90343,26340.0,8707520.0
2017-01-03,3390,3537,3362,3413,130089,26340.0,8707520.0
2017-01-04,3413,3610,3407,3549,238668,27385.0,8707520.0
2017-01-05,3588,3622,3469,3588,171228,27690.0,8707520.0
2017-01-06,3605,3859,3560,3707,601066,28604.0,8707520.0
2017-01-09,3718,4265,3706,3741,2143394,28865.0,8707520.0
2017-01-10,3802,3887,3712,3780,489504,29170.0,8707520.0
2017-01-11,3802,4914,3802,4914,6180504,37921.0,8707520.0
2017-01-12,5269,5348,4677,4914,6455625,37921.0,8707520.0
2017-01-13,5061,5106,4784,5022,2830709,38748.0,8707520.0
2017-01-16,5015,5207,4840,5168,2697393,39880.0,8707520.0
2017-01-17,5032,5196,4869,5191,1445914,40055.0,8707520.0
2017-01-18,5077,5106,4773,4852,1004615,37442.0,8707520.0
2017-01-19,4835,5021,4682,4768,897308,36789.0,8707520.0
2017-01-20,4767,5032,4682,4683,1136697,36136.0,8707520.0
2017-01-23,4682,4795,4378,4395,536551,33916.0,8707520.0
2017-01-24,4406,4784,4395,4407,910436,34003.0,8707520.0
2017-01-25,4406,4682,4406,4508,317872,34787.0,8707520.0
2017-01-26,4581,4705,4462,4463,262425,34438.0,8707520.0
2017-01-31,4474,4711,4474,4666,278827,36006.0,8707520.0
2017-02-01,4671,4807,4615,4660,261446,35962.0,8707520.0
2017-02-02,4524,4615,4237,4531,359680,34961.0,8707520.0
2017-02-03,4525,4812,4429,4677,314882,36093.0,8707520.0
2017-02-06,4835,5337,4592,4593,3237093,35440.0,8707520.0
2017-02-07,4536,4733,4446,4700,394205,36267.0,8707520.0
2017-02-08,4699,4699,4429,4463,413128,34438.0,8707520.0
2017-02-09,4135,4310,4062,4243,473393,32740.0,8707520.0
2017-02-10,4242,4530,4163,4265,187363,32914.0,8707520.0
2017-02-13,4508,4936,4254,4282,1217866,33045.0,8707520.0
2017-02-14,4350,4355,4231,4249,132969,32784.0,8707520.0
2017-02-15,4491,4513,4271,4277,270956,33002.0,8707520.0
2017-02-16,4259,4310,4242,4249,79666,32784.0,8707520.0
2017-02-17,4231,4304,4192,4277,73701,33002.0,8707520.0
2017-02-20,4282,4367,4203,4305,81574,33219.0,8707520.0
2017-02-21,4350,4367,4242,4356,77304,33611.0,8707520.0
2017-02-22,4355,4508,4321,4339,166677,33480.0,8707520.0
2017-02-23,4338,4389,4271,4271,74671,32958.0,8707520.0
2017-02-24,4271,4355,4192,4198,87331,32392.0,8707520.0
2017-02-27,4175,4254,4107,4107,67342,31695.0,8707520.0
2017-02-28,4062,4158,3983,4158,55778,32087.0,8707520.0
2017-03-02,4175,4186,3898,4006,133429,30912.0,8707520.0
2017-03-03,3949,4028,3791,3955,125957,30520.0,8707520.0
2017-03-06,4039,4350,3977,3995,246897,30825.0,8707520.0
2017-03-07,3994,4231,3910,4232,71501,32653.0,8707520.0
2017-03-08,4344,4344,4073,4136,127650,31913.0,8707520.0
2017-03-09,4101,4163,3949,4040,110706,31173.0,8707520.0
2017-03-10,4073,4073,3825,4006,90781,30912.0,8707520.0
2017-03-13,4073,4310,4073,4153,164578,32044.0,8707520.0
2017-03-14,4209,4209,4090,4119,34679,31782.0,8707520.0
2017-03-15,4146,4146,4056,4102,44925,31652.0,8707520.0
2017-03-16,4107,4321,4011,4249,143951,32784.0,8707520.0
2017-03-17,4304,4395,4186,4209,239841,32479.0,8707520.0
2017-03-20,4180,4265,4169,4192,67901,32348.0,8707520.0
2017-03-21,4203,4417,4158,4277,244991,33002.0,8707520.0
2017-03-22,4288,4378,4231,4373,165517,33742.0,8707520.0
2017-03-23,4508,4570,4310,4356,355281,33611.0,8707520.0
2017-03-24,4344,4553,4321,4542,278721,35048.0,8707520.0
2017-03-27,4541,4688,4423,4514,338314,34830.0,8707520.0
2017-03-28,4547,4553,4293,4418,303026,34090.0,8707520.0
2017-03-29,4479,5190,4423,4632,3562608,35744.0,8707520.0
2017-03-30,4795,5190,4643,5191,3039551,40055.0,8707520.0
2017-03-31,4942,5303,4773,5067,1791077,39097.0,8707520.0
2017-04-03,4908,4965,4643,4739,923287,36572.0,8707520.0
2017-04-04,4739,6161,4660,6161,4621487,47543.0,8707520.0
2017-04-05,6116,7086,5551,6003,12935828,46324.0,8707520.0
2017-04-06,5958,7041,5856,6398,15175773,49372.0,8707520.0
2017-04-07,6386,7131,6296,6669,7267702,51461.0,8707520.0
2017-04-10,6973,7763,6826,7154,14287330,55206.0,8707520.0
2017-04-11,6635,6635,6070,6206,1417939,47891.0,8707520.0
2017-04-12,6364,6364,5625,5631,1093157,43451.0,8707520.0
2017-04-13,5574,6037,5574,5947,985474,45889.0,8707520.0
2017-04-14,6206,6443,5281,5281,6442412,40751.0,8707520.0
2017-04-17,5224,5241,4886,4959,1874675,38270.0,8707520.0
2017-04-18,4982,5258,4784,4937,2373746,38095.0,8707520.0
2017-04-19,4903,5134,4846,4903,1379537,37834.0,8707520.0
2017-04-20,4953,5337,4953,5270,3095456,40664.0,8707520.0
2017-04-21,5269,5360,4998,5084,1256658,39227.0,8707520.0
2017-04-24,5185,5360,4671,4773,3094718,36833.0,8707520.0
2017-04-25,4773,4801,4383,4429,1457776,34177.0,8707520.0
2017-04-26,4485,4513,4412,4429,519537,34177.0,8707520.0
2017-04-27,4412,4462,4265,4288,592514,33089.0,8707520.0
2017-04-28,4288,4378,4214,4373,312133,33742.0,8707520.0
2017-05-02,4310,4333,4084,4102,338480,31652.0,8707520.0
2017-05-04,4028,4209,4028,4147,169563,32000.0,8707520.0
2017-05-08,4118,4163,4073,4085,155686,31521.0,8707520.0
2017-05-10,4084,4158,3977,4158,249617,32087.0,8707520.0
2017-05-11,4180,4400,4158,4311,588521,33263.0,8707520.0
2017-05-12,4367,4400,4276,4311,174986,33263.0,8707520.0
2017-05-15,4502,4632,4288,4288,879766,33089.0,8707520.0
2017-05-16,4321,4355,4152,4220,217716,32566.0,8707520.0
2017-05-17,4248,4248,4113,4147,128011,32000.0,8707520.0
2017-05-18,4175,4175,4039,4153,170297,32044.0,8707520.0
2017-05-19,4152,4152,4079,4102,71241,31652.0,8707520.0
2017-05-22,4118,4231,4118,4141,148531,31957.0,8707520.0
2017-05-23,4141,4220,4107,4181,124919,32261.0,8707520.0
2017-05-24,4197,4231,4130,4130,98850,31870.0,8707520.0
2017-05-25,4118,4197,4028,4062,149887,31347.0,8707520.0
2017-05-26,4130,4671,3972,4344,1836411,33524.0,8707520.0
2017-05-29,4400,4423,4248,4288,384174,33089.0,8707520.0
2017-05-30,4299,4440,4231,4237,299968,32697.0,8707520.0
2017-05-31,4242,4299,4192,4294,188366,33132.0,8707520.0
2017-06-01,4321,4592,4293,4525,525408,34917.0,8707520.0
2017-06-02,4615,4620,4457,4508,385249,34787.0,8707520.0
2017-06-05,4541,4756,4479,4672,476409,36049.0,8707520.0
2017-06-07,4660,5072,4570,4830,900712,37268.0,8707520.0
2017-06-08,4970,5021,4784,4835,423636,37312.0,8707520.0
2017-06-09,4835,4998,4756,4813,355928,37138.0,8707520.0
2017-06-12,4812,4852,4603,4785,482556,36920.0,8707520.0
2017-06-13,4795,4801,4660,4660,279970,35962.0,8707520.0
2017-06-14,4609,4666,4502,4660,230214,35962.0,8707520.0
2017-06-15,4660,4790,4570,4643,227991,35831.0,8707520.0
2017-06-16,4603,4716,4536,4649,239346,35875.0,8707520.0
2017-06-19,4671,4705,4570,4700,219306,36267.0,8707520.0
2017-06-20,4784,6003,4716,5394,11555436,43295.0,9057520.0
2017-06-21,5416,5478,5128,5275,2512745,42344.0,9057520.0
2017-06-22,5247,5444,5162,5377,2496084,43159.0,9057520.0
2017-06-23,5455,5455,5077,5163,1233229,41438.0,9057520.0
2017-06-26,5089,5089,4869,4909,965369,39400.0,9057520.0
2017-06-27,4908,5111,4874,4909,1052324,39400.0,9057520.0
2017-06-28,4897,4931,4846,4869,342001,39083.0,9057520.0
2017-06-29,4812,4840,4632,4683,639550,37589.0,9057520.0
2017-06-30,4722,4801,4626,4711,362386,37815.0,9057520.0
2017-07-03,4632,4637,4434,4502,459852,36140.0,9057520.0
2017-07-04,4485,5388,4485,4954,11345331,39763.0,9057520.0
2017-07-05,4857,4886,4570,4683,1406516,37589.0,9057520.0
2017-07-06,4682,5348,4682,5027,6548813,40351.0,9057520.0
2017-07-07,4886,5128,4840,5067,1126988,40668.0,9057520.0
2017-07-10,5027,5450,4965,5067,3229093,40668.0,9057520.0
2017-07-11,4987,5072,4795,4841,721702,38857.0,9057520.0
2017-07-12,4840,4953,4705,4728,536758,37951.0,9057520.0
2017-07-13,4739,4818,4705,4773,329601,38313.0,9057520.0
2017-07-14,4773,4824,4299,4457,984506,35777.0,9057520.0
2017-07-17,4304,4423,4220,4423,357179,35505.0,9057520.0
2017-07-18,4451,4485,4254,4486,382371,36004.0,9057520.0
2017-07-19,4485,4654,4400,4486,324035,36004.0,9057520.0
2017-07-20,4688,4694,4541,4610,254801,37000.0,9057520.0
2017-07-21,4587,4711,4587,4660,181927,37408.0,9057520.0
2017-07-24,4671,5044,4603,4773,945563,38313.0,9057520.0
2017-07-25,4795,5100,4733,5033,1966923,40397.0,9057520.0
2017-07-26,5077,5331,4824,5067,2416991,40668.0,9057520.0
2017-07-27,4993,5021,4756,4801,747882,38540.0,9057520.0
2017-07-28,4739,5207,4699,4920,1851583,39491.0,9057520.0
2017-07-31,5506,5619,4778,4779,2532850,38359.0,9057520.0
2017-08-01,4829,4982,4761,4982,646390,39989.0,9057520.0
2017-08-02,4919,5021,4880,4920,446054,39491.0,9057520.0
2017-08-03,4897,5281,4897,5038,3086930,40442.0,9057520.0
2017-08-04,5038,5173,4970,5157,958901,41393.0,9057520.0
2017-08-07,5145,5185,4970,5055,593334,40578.0,9057520.0
2017-08-08,5083,5247,5021,5067,736893,40668.0,9057520.0
2017-08-09,5410,5946,5213,5473,11384907,43929.0,9057520.0
2017-08-10,5455,5845,5100,5202,6419949,41755.0,9057520.0
2017-08-11,5427,5551,5100,5140,2935866,41257.0,9057520.0
2017-08-14,5055,5061,4761,4835,1042078,38811.0,9057520.0
2017-08-16,4637,4699,4525,4525,585574,36321.0,9057520.0
2017-08-17,4468,4592,4468,4593,383081,36864.0,9057520.0
2017-08-18,4643,4722,4592,4638,416615,37226.0,9057520.0
2017-08-21,4603,4671,4519,4587,358898,36819.0,9057520.0
2017-08-22,4598,4654,4570,4593,265049,36864.0,9057520.0
2017-08-23,4575,4587,4434,4435,294520,35596.0,9057520.0
2017-08-24,4412,4474,4389,4435,208830,35596.0,9057520.0
2017-08-25,4429,4446,4282,4299,285123,34509.0,9057520.0
2017-08-28,4338,4412,4310,4316,257985,34645.0,9057520.0
2017-08-29,4682,4795,4378,4378,1841081,35143.0,9057520.0
2017-08-30,4383,4485,4321,4435,336507,35596.0,9057520.0
2017-08-31,4400,4508,4389,4457,215498,35777.0,9057520.0
2017-09-01,4429,4519,4429,4480,177903,35958.0,9057520.0
2017-09-04,5134,5168,4547,4689,2538300,37634.0,9057520.0
2017-09-05,4626,4790,4530,4643,1078529,37272.0,9057520.0
2017-09-06,4677,4682,4525,4525,365455,36321.0,9057520.0
2017-09-07,4513,4620,4491,4615,283869,37045.0,9057520.0
2017-09-08,4620,4733,4536,4553,636752,36547.0,9057520.0
2017-09-11,4462,4564,4400,4531,329914,36366.0,9057520.0
2017-09-12,4485,4519,4417,4429,254780,35551.0,9057520.0
2017-09-13,4474,4587,4440,4469,262446,35868.0,9057520.0
2017-09-14,4468,4485,4372,4390,137410,35234.0,9057520.0
2017-09-15,4525,4547,4118,4119,780922,33060.0,9057520.0
2017-09-18,4107,4158,3994,4017,245008,32245.0,9057520.0
2017-09-19,3994,4034,3870,3893,235071,31248.0,9057520.0
2017-09-20,3938,4175,3910,4057,520731,32562.0,9057520.0
2017-09-21,4051,4163,3910,3950,237812,31701.0,9057520.0
2017-09-22,4011,4146,3972,4051,684180,32516.0,9057520.0
2017-09-25,4096,4101,2849,3498,451191,28078.0,9057520.0
2017-09-26,3554,3712,3204,3284,606008,26357.0,9057520.0
2017-09-27,3306,3419,3272,3284,243653,26357.0,9057520.0
2017-09-28,3306,3548,3249,3329,547037,26720.0,9057520.0
2017-09-29,3289,3458,3289,3459,170444,27761.0,9057520.0
2017-10-10,3492,3588,3486,3515,159340,28214.0,9057520.0
2017-10-11,3520,3565,3486,3560,98610,28576.0,9057520.0
2017-10-12,3599,3599,3515,3543,77550,28441.0,9057520.0
2017-10-13,3520,3548,3458,3487,109555,27988.0,9057520.0
2017-10-16,3481,3560,3362,3498,138065,28078.0,9057520.0
2017-10-17,3520,3526,3441,3509,70837,28169.0,9057520.0
2017-10-18,3475,3503,3396,3397,56801,27263.0,9057520.0
2017-10-19,3413,3554,3413,3464,86423,27807.0,9057520.0
2017-10-20,3475,4073,3436,3566,1769591,28622.0,9057520.0
2017-10-23,3554,4005,3554,3775,716083,30297.0,9057520.0
2017-10-24,3723,3859,3678,3769,227080,30252.0,9057520.0
2017-10-25,3740,3859,3740,3763,127492,30207.0,9057520.0
2017-10-26,3723,3910,3723,3910,145741,31384.0,9057520.0
2017-10-27,3893,3966,3831,3927,122537,31520.0,9057520.0
2017-10-30,3904,3915,3814,3814,91960,30614.0,9057520.0
2017-10-31,3768,3831,3752,3797,44009,30479.0,9057520.0
2017-11-01,3893,3893,3752,3769,43147,30252.0,9057520.0
2017-11-02,3808,3819,3695,3713,73808,29799.0,9057520.0
2017-11-03,3763,3763,3599,3701,123281,29709.0,9057520.0
2017-11-06,3701,3797,3650,3724,59012,29890.0,9057520.0
2017-11-07,3757,3966,3678,3769,272178,30252.0,9057520.0
2017-11-08,3949,4135,3701,3758,825803,30162.0,9057520.0
2017-11-09,3763,3943,3627,3758,377680,30162.0,9057520.0
2017-11-10,3842,3842,3695,3775,110085,30297.0,9057520.0
2017-11-13,3791,3791,3616,3656,110621,29346.0,9057520.0
2017-11-14,3644,3695,3605,3656,85704,29346.0,9057520.0
2017-11-15,3661,3684,3526,3656,147682,29346.0,9057520.0
2017-11-16,3656,3768,3599,3718,134407,29845.0,9057520.0
2017-11-17,3718,3763,3695,3752,108572,30116.0,9057520.0
2017-11-20,3768,3904,3768,3882,227438,31158.0,9057520.0
2017-11-21,3943,4113,3904,4057,578793,32562.0,9057520.0
2017-11-22,4090,4265,3904,3989,559339,32018.0,9057520.0
2017-11-23,3949,3988,3887,3893,141165,31248.0,9057520.0
2017-11-24,3887,3955,3859,3893,111637,31248.0,9057520.0
2017-11-27,3904,4265,3893,4091,598276,32834.0,9057520.0
2017-11-28,4067,4242,4028,4164,443256,33422.0,9057520.0
2017-11-29,4389,4395,4005,4062,730401,32607.0,9057520.0
2017-11-30,4045,4135,3972,3983,117687,31973.0,9057520.0
2017-12-01,3943,4011,3819,3950,173443,31701.0,9057520.0
2017-12-04,3915,3949,3814,3854,147096,30931.0,9057520.0
2017-12-05,3808,3910,3684,3713,208867,29799.0,9057520.0
2017-12-06,3723,3774,3605,3650,212607,29301.0,9057520.0
2017-12-07,3610,3689,3503,3577,166240,28712.0,9057520.0
2017-12-08,3610,3904,3610,3820,636381,30660.0,9057520.0
2017-12-11,3949,4118,3627,3763,580604,30207.0,9057520.0
2017-12-12,3763,3797,3678,3746,113550,30071.0,9057520.0
2017-12-13,3723,3774,3610,3673,133990,29482.0,9057520.0
