NEW(160550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-07,14674,14699,12996,13723,322809,375464.0,13703053.0
2015-07-08,13873,15676,12621,13873,698673,379575.0,13703053.0
2015-07-09,14273,14273,13021,13322,309336,364501.0,13703053.0
2015-07-10,13422,13622,12971,13247,172645,362446.0,13703053.0
2015-07-13,13522,13898,13322,13748,197282,376149.0,13703053.0
2015-07-14,13798,14899,13697,14424,256016,394648.0,13703053.0
2015-07-15,14424,14624,14123,14374,116836,393278.0,13703053.0
2015-07-16,14323,14524,13948,14199,146967,388482.0,13703053.0
2015-07-17,14198,14824,14098,14725,197721,402870.0,13703053.0
2015-07-20,14724,14724,14323,14424,112943,394648.0,13703053.0
2015-07-21,14424,14649,14073,14474,164729,396018.0,13703053.0
2015-07-22,14298,15450,14298,14950,307295,409036.0,13703053.0
2015-07-23,15750,16400,14050,14250,444344,195269.0,13703053.0
2015-07-24,14250,14500,13850,14000,124745,191843.0,13703053.0
2015-07-27,13900,14200,13550,14000,134633,191843.0,13703053.0
2015-07-28,13650,13900,13000,13750,161826,188417.0,13703053.0
2015-07-29,13600,14350,13600,14050,110830,192528.0,13703053.0
2015-07-30,14200,14350,13350,14200,112792,194583.0,13703053.0
2015-07-31,13750,14300,13700,14100,64971,193213.0,13703053.0
2015-08-03,14200,14200,13500,13600,90655,186362.0,13703053.0
2015-08-04,13500,13800,13200,13750,42928,188417.0,13703053.0
2015-08-05,13500,13950,13350,13850,85058,189787.0,13703053.0
2015-08-06,13750,14700,13650,14500,226756,198694.0,13703053.0
2015-08-07,14300,15250,14250,14800,221560,202805.0,13703053.0
2015-08-10,14850,15300,14600,14950,160019,204861.0,13703053.0
2015-08-11,15000,15150,14750,14800,138983,202805.0,13703053.0
2015-08-12,14900,14900,14000,14600,88068,200065.0,13703053.0
2015-08-13,14750,14950,14200,14700,55649,201435.0,13703053.0
2015-08-17,15100,15100,13900,14200,191883,194583.0,13703053.0
2015-08-18,13850,13850,12550,13150,531760,360390.0,27406106.0
2015-08-19,12900,12900,11950,12050,308632,330244.0,27406106.0
2015-08-20,11700,12150,11200,11250,506837,308319.0,27406106.0
2015-08-21,10200,10650,9230,9580,724721,262550.0,27406106.0
2015-08-24,9490,10050,9400,9620,383718,263647.0,27406106.0
2015-08-25,9720,11450,9550,10800,747775,295986.0,27406106.0
2015-08-26,10750,11100,10500,10900,338537,298727.0,27406106.0
2015-08-27,11100,11550,10600,10900,404122,298727.0,27406106.0
2015-08-28,11300,11500,11000,11350,251048,311059.0,27406106.0
2015-08-31,11350,12250,11200,12100,470291,331614.0,27406106.0
2015-09-01,12150,12350,11600,12100,194739,331614.0,27406106.0
2015-09-02,11750,12300,11600,12000,296903,328873.0,27406106.0
2015-09-03,12200,12650,12000,12050,299049,330244.0,27406106.0
2015-09-04,12100,12100,11100,11100,179000,304208.0,27406106.0
2015-09-07,11000,11700,10750,11000,236047,301467.0,27406106.0
2015-09-08,11350,11450,10700,10900,163375,298727.0,27406106.0
2015-09-09,11200,11350,10700,11000,269119,301467.0,27406106.0
2015-09-10,10900,11100,10700,10950,185577,300097.0,27406106.0
2015-09-11,10950,10950,10400,10550,452812,289134.0,27406106.0
2015-09-14,10550,10700,10400,10550,135133,289134.0,27406106.0
2015-09-15,10450,10800,10300,10800,140287,295986.0,27406106.0
2015-09-16,11000,11150,10450,10650,266304,291875.0,27406106.0
2015-09-17,10700,10700,10400,10600,175798,290505.0,27406106.0
2015-09-18,10700,11350,10600,11350,455304,311059.0,27406106.0
2015-09-21,11100,11300,10850,11200,217305,306948.0,27406106.0
2015-09-22,11300,11300,10750,10950,225312,300097.0,27406106.0
2015-09-23,10900,11350,10800,11300,290019,309689.0,27406106.0
2015-09-24,11350,12300,11250,12300,519947,337095.0,27406106.0
2015-09-25,12100,12500,11800,12200,219157,334354.0,27406106.0
2015-09-30,12050,12700,11750,12550,327291,343947.0,27406106.0
2015-10-01,12500,13800,12400,13300,996666,364501.0,27406106.0
2015-10-02,13300,13300,12850,13200,294249,361761.0,27406106.0
2015-10-05,13500,13800,13050,13500,388038,369982.0,27406106.0
2015-10-06,13750,13750,12900,13550,859806,371353.0,27406106.0
2015-10-07,13350,13400,12550,12700,483124,348058.0,27406106.0
2015-10-08,12800,12850,11950,12500,495848,342576.0,27406106.0
2015-10-12,12600,12650,12050,12150,293250,332984.0,27406106.0
2015-10-13,12050,12600,12050,12450,192930,341206.0,27406106.0
2015-10-14,12650,12950,12400,12900,255628,353539.0,27406106.0
2015-10-15,12900,13000,12700,13000,192950,356279.0,27406106.0
2015-10-16,12850,13150,12700,13150,148448,360390.0,27406106.0
2015-10-19,13200,13300,12950,13250,145763,363131.0,27406106.0
2015-10-20,13100,13150,12700,12950,203532,354909.0,27406106.0
2015-10-21,12900,13000,12650,12850,144314,352168.0,27406106.0
2015-10-22,12750,12800,12000,12400,368105,339836.0,27406106.0
2015-10-23,12350,12500,12050,12400,166651,339836.0,27406106.0
2015-10-26,12600,12700,12250,12550,151490,343947.0,27406106.0
2015-10-27,12500,12850,12400,12800,113832,350798.0,27406106.0
2015-10-28,12900,12900,12550,12600,110966,345317.0,27406106.0
2015-10-29,12700,12750,12200,12550,172891,343947.0,27406106.0
2015-10-30,12550,12550,11800,11850,193202,324762.0,27406106.0
2015-11-02,11650,12050,11650,12000,87179,328873.0,27406106.0
2015-11-03,11950,12000,11100,11200,324250,306948.0,27406106.0
2015-11-04,11300,11450,10750,11100,222955,304208.0,27406106.0
2015-11-05,11100,11450,11050,11350,147468,311059.0,27406106.0
2015-11-06,11300,11450,10950,11250,146253,308319.0,27406106.0
2015-11-09,11300,11750,11000,11750,178253,322022.0,27406106.0
2015-11-10,11550,11550,11000,11150,208025,305578.0,27406106.0
2015-11-11,11200,11550,11100,11200,130502,306948.0,27406106.0
2015-11-12,11200,11450,11150,11350,73573,311059.0,27406106.0
2015-11-13,11150,11650,11050,11650,140593,319281.0,27406106.0
2015-11-16,11450,11800,11100,11500,145645,315170.0,27406106.0
2015-11-17,11750,11750,11150,11250,174951,308319.0,27406106.0
2015-11-18,11350,11900,10900,11850,187164,324762.0,27406106.0
2015-11-19,11900,12650,11850,12550,322113,343947.0,27406106.0
2015-11-20,12550,12800,12400,12600,158686,345317.0,27406106.0
2015-11-23,12500,12750,12100,12500,154208,342576.0,27406106.0
2015-11-24,12500,12950,12250,12550,181403,343947.0,27406106.0
2015-11-25,12550,12700,12200,12200,180380,334354.0,27406106.0
2015-11-26,12350,12350,12100,12200,106194,334354.0,27406106.0
2015-11-27,12300,12750,12200,12700,125267,348058.0,27406106.0
2015-11-30,12650,12800,12200,12650,243309,346687.0,27406106.0
2015-12-01,12600,12800,12350,12550,214672,343947.0,27406106.0
2015-12-02,12700,12750,12400,12600,149380,345317.0,27406106.0
2015-12-03,12600,12900,12400,12700,134377,348058.0,27406106.0
2015-12-04,12550,12750,12450,12750,106186,349428.0,27406106.0
2015-12-07,12950,13350,12900,13100,339647,359020.0,27406106.0
2015-12-08,13100,13200,12650,12750,208962,349428.0,27406106.0
2015-12-09,12900,12900,12200,12300,345914,337095.0,27406106.0
2015-12-10,12300,12400,11100,11900,463042,326133.0,27406106.0
2015-12-11,11800,11900,11100,11400,341457,312430.0,27406106.0
2015-12-14,11050,11350,10850,10900,236881,298727.0,27406106.0
2015-12-15,10950,11150,10600,10700,130598,293245.0,27406106.0
2015-12-16,10750,11000,10050,10350,617401,283653.0,27406106.0
2015-12-17,10500,10600,10150,10450,398992,286394.0,27406106.0
2015-12-18,10500,10750,10300,10700,247851,293245.0,27406106.0
2015-12-21,10550,10650,10050,10050,451275,275431.0,27406106.0
2015-12-22,10200,10250,9920,10100,298849,276802.0,27406106.0
2015-12-23,10100,10200,9940,10100,161689,276802.0,27406106.0
2015-12-24,10150,10200,10000,10200,99949,279542.0,27406106.0
2015-12-28,10250,10400,10050,10350,203810,283653.0,27406106.0
2015-12-29,10200,10450,10050,10200,222959,279542.0,27406106.0
2015-12-30,10350,10600,10200,10500,154759,287764.0,27406106.0
2016-01-04,10500,10850,10450,10650,259763,291875.0,27406106.0
2016-01-05,10550,11200,10550,10850,393332,297356.0,27406106.0
2016-01-06,10950,11000,10600,10750,159078,294616.0,27406106.0
2016-01-07,10900,11400,10750,11250,353798,308319.0,27406106.0
2016-01-08,10900,11200,10800,11000,188437,301467.0,27406106.0
2016-01-11,10850,10900,10350,10550,218590,289134.0,27406106.0
2016-01-12,10550,10600,10350,10550,87658,289134.0,27406106.0
2016-01-13,10600,11300,10600,11100,187551,304208.0,27406106.0
2016-01-14,10850,11000,10750,11000,174011,301467.0,27406106.0
2016-01-15,11300,11350,10750,10950,230193,300097.0,27406106.0
2016-01-18,10750,11100,10700,10950,112043,300097.0,27406106.0
2016-01-19,10950,11400,10950,11050,228440,302837.0,27406106.0
2016-01-20,11150,11150,10450,10950,200623,300097.0,27406106.0
2016-01-21,11000,11300,10700,11050,207438,302837.0,27406106.0
2016-01-22,11100,11200,10800,11050,139782,302837.0,27406106.0
2016-01-25,11000,11000,10500,10500,427494,287764.0,27406106.0
2016-01-26,10500,10550,10200,10400,160334,285024.0,27406106.0
2016-01-27,10500,10600,10250,10400,178817,285024.0,27406106.0
2016-01-28,10350,10500,10250,10400,142300,285024.0,27406106.0
2016-01-29,10350,10400,10100,10150,239293,278172.0,27406106.0
2016-02-01,10100,10450,9980,10350,200128,283653.0,27406106.0
2016-02-02,10400,10650,10200,10550,197188,289134.0,27406106.0
2016-02-03,10500,10600,10350,10600,100249,290505.0,27406106.0
2016-02-04,10600,10650,10400,10600,117156,290505.0,27406106.0
2016-02-05,10600,10700,10300,10650,106939,291875.0,27406106.0
2016-02-11,10350,10450,10200,10200,139010,279542.0,27406106.0
2016-02-12,10000,10200,9150,9260,338837,253781.0,27406106.0
2016-02-15,9400,9900,9370,9680,111941,265291.0,27406106.0
2016-02-16,9760,10300,9760,10200,159842,279542.0,27406106.0
2016-02-17,10250,10700,10250,10500,294500,287764.0,27406106.0
2016-02-18,10400,10950,10350,10650,276955,291875.0,27406106.0
2016-02-19,10700,10800,10500,10650,226108,291875.0,27406106.0
2016-02-22,10750,10950,10550,10850,314452,297356.0,27406106.0
2016-02-23,10850,10900,10300,10550,547904,289134.0,27406106.0
2016-02-24,10650,10950,10500,10900,452648,298727.0,27406106.0
2016-02-25,11350,11400,10700,10850,881857,297356.0,27406106.0
2016-02-26,11050,11200,10850,10900,448275,298727.0,27406106.0
2016-02-29,11000,11350,11000,11200,418658,306948.0,27406106.0
2016-03-02,11400,11650,11300,11650,531509,319281.0,27406106.0
2016-03-03,12250,14650,12250,13900,7733993,380945.0,27406106.0
2016-03-04,14050,14350,13200,14000,2533900,383685.0,27406106.0
2016-03-07,14200,14350,13750,14200,1562119,389167.0,27406106.0
2016-03-08,14250,15000,13900,14800,2803129,405610.0,27406106.0
2016-03-09,14650,15150,14550,15150,1348198,415203.0,27406106.0
2016-03-10,15300,15300,14250,14350,1901094,393278.0,27406106.0
2016-03-11,14350,14850,13850,14400,1367168,394648.0,27406106.0
2016-03-14,14900,16150,14900,15650,3796847,428906.0,27406106.0
2016-03-15,15900,16150,15100,15700,1971674,430276.0,27406106.0
2016-03-16,15600,15900,15250,15850,1214196,434387.0,27406106.0
2016-03-17,15350,15450,14650,14650,1539924,401499.0,27406106.0
2016-03-18,14650,15300,14600,15050,1071330,412462.0,27406106.0
2016-03-21,15450,15700,15000,15000,1061708,411092.0,27406106.0
2016-03-22,15650,15750,15000,15450,1165117,423424.0,27406106.0
2016-03-23,15500,15900,15150,15850,1409232,434387.0,27406106.0
2016-03-24,15850,17100,15500,16150,6249145,442609.0,27406106.0
2016-03-25,16150,16550,15900,16000,1462852,438498.0,27406106.0
2016-03-28,16200,16750,16000,16050,1423322,439868.0,27406106.0
2016-03-29,16050,16350,15500,15900,1063102,435757.0,27406106.0
2016-03-30,16050,16250,15800,15950,848486,437127.0,27406106.0
2016-03-31,16050,16100,15200,15250,1101879,417943.0,27406106.0
2016-04-01,15300,15400,14300,14450,1648548,396018.0,27406106.0
2016-04-04,14550,14800,14000,14400,1223097,394648.0,27406106.0
2016-04-05,14450,14600,14050,14100,890570,386426.0,27406106.0
2016-04-06,14100,14400,13900,14200,769837,389167.0,27406106.0
2016-04-07,14200,14300,13150,13300,2137774,364501.0,27406106.0
2016-04-08,13250,13300,12800,13100,982588,359020.0,27406106.0
2016-04-11,13100,13250,12850,12950,732236,354909.0,27406106.0
2016-04-12,12950,13600,12950,13050,1500764,357650.0,27406106.0
2016-04-14,13150,13300,12350,12450,1266564,341206.0,27406106.0
2016-04-15,12450,12600,12200,12400,753697,339836.0,27406106.0
2016-04-18,12300,12400,12100,12200,491066,334354.0,27406106.0
2016-04-19,12300,12850,12300,12500,890824,342576.0,27406106.0
2016-04-20,12450,12600,12050,12050,603623,330244.0,27406106.0
2016-04-21,12200,12450,12050,12100,475875,331614.0,27406106.0
2016-04-22,12200,12400,11750,12350,684777,338465.0,27406106.0
2016-04-25,12450,12500,12150,12250,435357,335725.0,27406106.0
2016-04-26,12300,12450,12000,12450,508729,341206.0,27406106.0
2016-04-27,12450,12750,12350,12500,714276,342576.0,27406106.0
2016-04-28,12700,12850,12150,12200,640228,334354.0,27406106.0
2016-04-29,12250,12550,12100,12350,429825,338465.0,27406106.0
2016-05-02,12450,12700,12200,12200,368345,334354.0,27406106.0
2016-05-03,12350,12400,12100,12400,243570,339836.0,27406106.0
2016-05-04,12250,12300,12000,12000,352042,328873.0,27406106.0
2016-05-09,12000,12150,11650,11650,395108,319281.0,27406106.0
2016-05-10,11750,12050,11750,12050,358438,330244.0,27406106.0
2016-05-11,12100,12550,11850,12500,555631,342576.0,27406106.0
2016-05-12,12700,12850,12450,12700,608459,348058.0,27406106.0
2016-05-13,12700,12700,12450,12500,211775,342576.0,27406106.0
2016-05-16,12600,12800,12350,12400,364039,339836.0,27406106.0
2016-05-17,12450,12500,12100,12450,268291,341206.0,27406106.0
2016-05-18,12350,12400,11800,11950,351240,327503.0,27406106.0
2016-05-19,11950,12000,11200,11350,546724,311059.0,27406106.0
2016-05-20,11250,11550,11250,11300,187432,309689.0,27406106.0
2016-05-23,11400,11500,11350,11400,168190,312430.0,27406106.0
2016-05-24,11450,11850,11300,11750,367716,322022.0,27406106.0
2016-05-25,11700,12050,11600,11850,297176,324762.0,27406106.0
2016-05-26,11800,11850,11550,11600,156496,317911.0,27406106.0
2016-05-27,11700,11950,11550,11700,284868,320651.0,27406106.0
2016-05-30,11750,11850,11550,11600,157297,317911.0,27406106.0
2016-05-31,11550,11900,11400,11850,316306,324762.0,27406106.0
2016-06-01,11750,12200,11700,11950,252437,327503.0,27406106.0
2016-06-02,11950,12400,11800,12350,355264,338465.0,27406106.0
2016-06-03,12300,12450,12200,12350,277540,338465.0,27406106.0
2016-06-07,12450,12550,12250,12300,195370,337095.0,27406106.0
2016-06-08,12300,12650,12150,12550,329740,343947.0,27406106.0
2016-06-09,12650,12700,12200,12450,313445,341206.0,27406106.0
2016-06-10,12400,12450,12200,12350,158661,338465.0,27406106.0
2016-06-13,12200,12550,12000,12500,245698,342576.0,27406106.0
2016-06-14,12450,12650,12200,12450,252264,341206.0,27406106.0
2016-06-15,12300,12400,12100,12100,176923,331614.0,27406106.0
2016-06-16,12150,12300,11450,11700,335849,320651.0,27406106.0
2016-06-17,11750,12100,11750,12000,225387,328873.0,27406106.0
2016-06-20,12000,12400,11900,12300,311171,337095.0,27406106.0
2016-06-21,12350,12350,12100,12200,157326,334354.0,27406106.0
2016-06-22,12150,12350,12050,12100,159109,331614.0,27406106.0
2016-06-23,12000,12100,11800,11900,188417,326133.0,27406106.0
2016-06-24,12100,12100,10850,10900,662994,298727.0,27406106.0
2016-06-27,10600,11150,10450,10850,466667,297356.0,27406106.0
2016-06-28,10750,11150,10650,11000,262681,301467.0,27406106.0
2016-06-29,11100,11750,11100,11700,467737,320651.0,27406106.0
2016-06-30,11850,12000,11650,11700,207183,320651.0,27406106.0
2016-07-01,11750,12150,11750,12150,291971,332984.0,27406106.0
2016-07-04,12300,12650,12200,12500,521562,342576.0,27406106.0
2016-07-05,12500,12750,12350,12700,339952,348058.0,27406106.0
2016-07-06,12650,12750,12400,12650,311734,346687.0,27406106.0
2016-07-07,12750,12750,12450,12600,227181,345317.0,27406106.0
2016-07-08,12650,12650,12100,12450,338602,341206.0,27406106.0
2016-07-11,12550,13250,12450,13100,1054396,359020.0,27406106.0
2016-07-12,13250,13300,12900,13050,468276,357650.0,27406106.0
2016-07-13,13250,13350,12950,13100,717946,359020.0,27406106.0
2016-07-14,13100,13100,12650,12750,540303,349428.0,27406106.0
2016-07-15,12800,13500,12800,13450,918568,368612.0,27406106.0
2016-07-18,13900,14100,13350,13600,1433718,372723.0,27406106.0
2016-07-19,13800,13950,13500,13950,1019682,382315.0,27406106.0
2016-07-20,14350,14450,13800,14150,1658643,387796.0,27406106.0
2016-07-21,14600,15300,14550,14900,4221814,408351.0,27406106.0
2016-07-22,15350,15650,14900,15500,2381697,424795.0,27406106.0
2016-07-25,15400,15650,14200,14200,2813104,389167.0,27406106.0
2016-07-26,14400,14500,13850,14000,1424677,383685.0,27406106.0
2016-07-27,13950,13950,13350,13450,1532439,368612.0,27406106.0
2016-07-28,13400,13650,13000,13100,1264124,359020.0,27406106.0
2016-07-29,13250,13400,12850,12950,867719,354909.0,27406106.0
2016-08-01,13200,13250,12800,12850,543053,352168.0,27406106.0
2016-08-02,12900,13100,12300,12550,1015406,343947.0,27406106.0
2016-08-03,12450,12550,11950,12050,834726,330244.0,27406106.0
2016-08-04,12100,12350,11950,12150,561319,332984.0,27406106.0
2016-08-05,11950,12050,11250,11300,1105931,309689.0,27406106.0
2016-08-08,11400,11750,11300,11550,618086,316541.0,27406106.0
2016-08-09,11550,11700,11350,11400,344683,312430.0,27406106.0
2016-08-10,11450,12000,11450,11850,671777,324762.0,27406106.0
2016-08-11,11750,11900,11550,11700,318883,320651.0,27406106.0
2016-08-12,11700,11900,11600,11750,266412,322022.0,27406106.0
2016-08-16,11350,11600,11300,11400,306381,312430.0,27406106.0
2016-08-17,11350,11550,11350,11450,153959,313800.0,27406106.0
2016-08-18,11450,11600,11300,11450,183009,313800.0,27406106.0
2016-08-19,11300,11500,11000,11400,274097,312430.0,27406106.0
2016-08-22,11500,11550,11100,11200,200728,306948.0,27406106.0
2016-08-23,11150,11650,11000,11200,320367,306948.0,27406106.0
2016-08-24,11250,11400,11150,11250,142978,308319.0,27406106.0
2016-08-25,11200,11300,11100,11100,122079,304208.0,27406106.0
2016-08-26,11050,11200,11000,11050,148251,302837.0,27406106.0
2016-08-29,11000,11050,10600,10650,227994,291875.0,27406106.0
2016-08-30,10700,11150,10650,10800,210805,295986.0,27406106.0
2016-08-31,10700,10850,10450,10450,224864,286394.0,27406106.0
2016-09-01,10400,12000,10400,11600,1314120,317911.0,27406106.0
2016-09-02,11450,11600,11350,11600,252211,317911.0,27406106.0
2016-09-05,11600,11700,11250,11250,291650,308319.0,27406106.0
