버킷스튜디오(066410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-02-26,76133,85220,73754,76134,2751620,26707.0,15174200.0
2007-02-27,79378,80461,75702,76134,1195277,26707.0,15174200.0
2007-02-28,72671,75702,71592,73754,493677,25872.0,15174200.0
2007-03-02,73106,77647,73106,76134,417008,26707.0,15174200.0
2007-03-05,75268,76569,73755,74404,296509,26100.0,15174200.0
2007-03-06,74403,77866,73973,77432,467485,27162.0,15174200.0
2007-03-07,78506,78506,74395,74836,457638,26251.0,15174200.0
2007-03-08,74837,79810,74620,79162,785394,27769.0,15174200.0
2007-03-09,78731,80246,77430,79811,409152,27996.0,15174200.0
2007-03-12,80020,80020,77641,77864,318859,27314.0,15174200.0
2007-03-13,78731,82189,77000,82190,701763,28831.0,15174200.0
2007-03-14,81104,86076,80021,85651,1446157,30045.0,15174200.0
2007-03-15,85651,87813,82841,83055,802104,29134.0,15174200.0
2007-03-16,83273,86735,80675,86083,846220,30197.0,15174200.0
2007-03-19,88453,90184,84995,85218,733884,29893.0,15174200.0
2007-03-20,85214,86727,82182,82622,576654,28983.0,15174200.0
2007-03-21,82188,84567,80891,80893,289453,28376.0,15174200.0
2007-03-22,82181,82181,79372,79594,451322,27921.0,15174200.0
2007-03-23,80237,81103,78075,78081,337566,27389.0,15174200.0
2007-03-26,77866,80676,77866,78946,359925,27693.0,15174200.0
2007-03-27,78943,81757,78081,80893,352990,28376.0,15174200.0
2007-03-28,80456,81534,77859,79378,374314,27845.0,15174200.0
2007-03-29,79378,79378,77429,78513,296610,27541.0,15174200.0
2007-03-30,78730,78730,76133,76134,370846,26707.0,15174200.0
2007-04-02,78296,78296,76783,77432,224539,27162.0,15174200.0
2007-04-03,76782,77430,75268,76783,292652,26934.0,15174200.0
2007-04-04,78507,80238,76993,77864,398032,27314.0,15174200.0
2007-04-05,78075,78723,76992,78081,260256,27389.0,15174200.0
2007-04-06,78295,80027,77430,79162,426101,27769.0,15174200.0
2007-04-09,79379,81323,78513,80676,655938,28300.0,15174200.0
2007-04-10,80891,81539,79378,80893,333798,28376.0,15174200.0
2007-04-11,80892,83490,80892,81541,390921,28603.0,15174200.0
2007-04-12,83489,83489,80026,80028,283264,28072.0,15174200.0
2007-04-13,79595,81758,79595,80028,301789,28072.0,15174200.0
2007-04-16,80026,81109,78081,78513,368320,27541.0,15174200.0
2007-04-17,78296,79597,76783,77432,480668,27162.0,15174200.0
2007-04-18,77429,79160,77429,78513,283318,27541.0,15174200.0
2007-04-19,78513,78944,76782,76783,246805,26934.0,15174200.0
2007-04-20,77430,78296,77217,78297,237401,27465.0,15174200.0
2007-04-23,79378,80674,78295,78513,283604,27541.0,15174200.0
2007-04-24,78287,81315,77209,78081,442910,27389.0,15174200.0
2007-04-25,78731,79380,75916,75918,324284,26631.0,15174200.0
2007-04-26,77000,77000,72671,72890,446583,25569.0,15174200.0
2007-04-27,72881,73529,71585,71808,206122,25189.0,15174200.0
2007-04-30,72889,74402,72023,72890,135045,25569.0,15174200.0
2007-05-02,72672,74190,72459,73539,130227,25796.0,15174200.0
2007-05-03,73531,74184,72017,73106,191412,25644.0,15174200.0
2007-05-04,73100,73965,72664,73971,168227,25948.0,15174200.0
2007-05-07,74403,75051,73107,74404,138381,26100.0,15174200.0
2007-05-08,74614,75697,72883,73106,217618,25644.0,15174200.0
2007-05-09,73099,74394,71367,71808,186267,25189.0,15174200.0
2007-05-10,71811,72459,67918,69645,300668,24430.0,15174200.0
2007-05-11,68566,69862,67918,69645,113756,24430.0,15174200.0
2007-05-14,69637,72664,69637,70078,97921,24582.0,15174200.0
2007-05-15,70071,71149,69423,70294,157211,24658.0,15174200.0
2007-05-16,70073,70938,69207,69213,157057,24279.0,15174200.0
2007-05-17,69643,71156,69213,69861,138898,24506.0,15174200.0
2007-05-18,69425,70721,68342,68347,155544,23975.0,15174200.0
2007-05-21,68348,69213,66616,66617,200700,23368.0,15174200.0
2007-05-22,66828,68560,66828,68347,154244,23975.0,15174200.0
2007-05-23,67476,68341,66610,67699,120185,23748.0,15174200.0
2007-05-25,67475,67692,65531,66185,114231,23217.0,15174200.0
2007-05-28,66178,66609,65312,65536,177994,22989.0,15174200.0
2007-05-29,65103,66834,65103,65752,140270,23065.0,15174200.0
2007-05-30,65751,66187,62506,63373,234069,22230.0,15174200.0
2007-05-31,63582,64448,60986,61427,297032,21547.0,15174200.0
2007-06-01,61202,63152,60985,62292,177149,21851.0,15174200.0
2007-06-04,62294,64021,61859,64022,144727,22458.0,15174200.0
2007-06-05,64018,64236,62505,63589,73379,22306.0,15174200.0
2007-06-07,63371,65320,62723,65103,128630,22837.0,15174200.0
2007-06-08,64012,67045,63582,66185,126825,23217.0,15174200.0
2007-06-11,66611,71370,65533,68347,490222,23975.0,15174200.0
2007-06-12,68348,68778,67052,68131,96514,23899.0,15174200.0
2007-06-13,69214,69863,67919,68781,135020,24127.0,15174200.0
2007-06-14,68770,69636,67044,67915,172345,23823.0,15174200.0
2007-06-15,67917,68347,66616,67482,110968,23672.0,15174200.0
2007-06-18,68129,70296,67699,69861,160416,24506.0,15174200.0
2007-06-19,70073,70939,69638,70727,145908,24810.0,15174200.0
2007-06-20,70511,70728,66400,66401,234382,23292.0,15174200.0
2007-06-21,65539,69214,65321,68781,94329,24127.0,15174200.0
2007-06-22,68772,69207,65745,68347,86495,23975.0,15174200.0
2007-06-25,64230,67692,64230,67050,203388,23520.0,15174200.0
2007-06-26,67700,67918,64673,64886,112531,22761.0,15174200.0
2007-06-27,64878,68123,64665,67050,106796,23520.0,15174200.0
2007-06-28,67911,68341,66180,66833,106489,23444.0,15174200.0
2007-06-29,66609,68770,66609,67050,177910,23520.0,15174200.0
2007-07-02,67910,68341,65744,66185,103390,23217.0,15174200.0
2007-07-03,65752,67053,64886,64886,89882,22761.0,15174200.0
2007-07-04,65532,65532,64231,64454,79578,22610.0,15174200.0
2007-07-05,64886,65752,64020,64886,111030,22761.0,15174200.0
2007-07-06,65961,69423,64446,67915,404932,23823.0,15174200.0
2007-07-09,68125,70073,67476,68347,168200,23975.0,15174200.0
2007-07-10,69213,70727,67482,67482,104905,23672.0,15174200.0
2007-07-11,67482,68129,65968,67482,86843,23672.0,15174200.0
2007-07-12,67482,68565,66616,66617,79053,23368.0,15174200.0
2007-07-13,66611,68990,66393,66833,75890,23444.0,15174200.0
2007-07-16,66828,69207,65532,66833,113488,23444.0,15174200.0
2007-07-18,66826,68340,66826,67915,41173,23823.0,15174200.0
2007-07-19,68779,68997,67265,67266,53142,23596.0,15174200.0
2007-07-20,67918,67918,66399,67266,104135,23596.0,15174200.0
2007-07-23,67264,68347,66833,67482,92384,23672.0,15174200.0
2007-07-24,67265,68779,65969,68781,130668,24127.0,15174200.0
2007-07-25,69206,70720,67045,67699,210269,23748.0,15174200.0
2007-07-26,67257,68341,66391,67050,90330,23520.0,15174200.0
2007-07-27,66617,66617,63159,64238,172109,22534.0,15174200.0
2007-07-30,63582,66179,62717,65320,70661,22913.0,15174200.0
2007-07-31,66393,66393,64448,64454,55562,22610.0,15174200.0
2007-08-01,64231,66179,63365,65320,58877,22913.0,15174200.0
2007-08-02,65314,66827,61421,65320,25942,22913.0,15174200.0
2007-08-03,65961,65961,64013,65320,53950,22913.0,15174200.0
2007-08-06,65532,65532,64231,64454,46245,22610.0,15174200.0
2007-08-07,64879,64879,62717,64454,97895,22610.0,15174200.0
2007-08-08,63372,64454,62506,64238,55723,22534.0,15174200.0
2007-08-09,63158,64454,61857,63589,106964,22306.0,15174200.0
2007-08-10,63373,63590,61428,62507,31691,21927.0,15174200.0
2007-08-13,61638,62067,60554,60778,104093,21320.0,15174200.0
2007-08-14,60554,62285,58174,59263,79836,20789.0,15174200.0
2007-08-16,55366,59041,50390,50395,333495,17678.0,15174200.0
2007-08-17,48440,53416,48440,50612,64525,17754.0,15174200.0
2007-08-20,53199,56225,52333,55370,33659,19423.0,15174200.0
2007-08-21,56226,58392,53199,56884,36011,19954.0,15174200.0
2007-08-22,57749,58401,55374,57749,33358,20258.0,15174200.0
2007-08-23,58182,58182,56234,57966,23712,20333.0,15174200.0
2007-08-24,57957,58392,54064,56884,46867,19954.0,15174200.0
2007-08-27,57740,58393,55578,57533,12620,20182.0,15174200.0
2007-08-28,57957,58174,55578,56884,45084,19954.0,15174200.0
2007-08-29,55585,57965,54071,56452,47072,19802.0,15174200.0
2007-08-30,57747,57747,54507,55586,49421,19499.0,15174200.0
2007-08-31,55365,55795,54064,54505,64220,19119.0,15174200.0
2007-09-03,54501,57958,54501,55803,37056,19575.0,15174200.0
2007-09-04,55586,56022,53855,54721,68056,19195.0,15174200.0
2007-09-05,54507,55585,54071,54938,46375,19271.0,15174200.0
2007-09-06,55804,55804,54072,54721,30946,19195.0,15174200.0
2007-09-07,54500,55148,54064,54505,50910,19119.0,15174200.0
2007-09-10,54073,54073,52994,53856,34343,18892.0,15174200.0
2007-09-11,53423,56021,53423,54073,31219,18968.0,15174200.0
2007-09-12,54064,55365,53847,54505,20882,19119.0,15174200.0
2007-09-13,54064,60119,54064,58398,304769,20485.0,15174200.0
2007-09-14,62506,63589,56234,59480,357740,20865.0,15174200.0
2007-09-17,59259,60119,57958,58398,104762,20485.0,15174200.0
2007-09-18,57309,57957,54064,54505,121002,19119.0,15174200.0
2007-09-19,54712,56226,54500,54505,56835,19119.0,15174200.0
2007-09-20,53642,57536,53642,56235,76125,19726.0,15174200.0
2007-09-21,54930,57528,54930,57533,62324,20182.0,15174200.0
2007-09-27,59041,59041,57093,57533,52898,20182.0,15174200.0
2007-09-28,54930,57528,54930,57533,20559,20182.0,15174200.0
2007-10-01,56227,58176,55797,56668,47768,19878.0,15174200.0
2007-10-02,56662,57740,56227,57533,69545,20182.0,15174200.0
2007-10-04,57528,60337,57310,59047,104977,20713.0,15174200.0
2007-10-05,59688,59906,57092,58398,83835,20485.0,15174200.0
2007-10-08,59915,59915,56234,58614,105191,20561.0,15174200.0
2007-10-09,58392,59471,56879,56884,84548,19954.0,15174200.0
2007-10-10,57747,62724,56451,59480,163732,20865.0,15174200.0
2007-10-11,61851,61851,58823,59913,19679,21016.0,15174200.0
2007-10-12,60345,60993,57535,59480,62161,20865.0,15174200.0
2007-10-15,57965,60992,57965,58831,41605,20637.0,15174200.0
2007-10-16,59049,60781,56235,56235,80152,19726.0,15174200.0
2007-10-17,58605,58605,54064,54505,59547,19119.0,15174200.0
2007-10-18,54064,56443,53416,54505,59766,19119.0,15174200.0
2007-10-19,54289,56021,53854,55586,27946,19499.0,15174200.0
2007-10-22,52334,53847,49955,53639,31739,18816.0,15174200.0
2007-10-23,53423,56021,53206,54073,30386,18968.0,15174200.0
2007-10-24,53417,54931,52770,54289,16167,19044.0,15174200.0
2007-10-25,53634,55365,53199,54505,56822,19119.0,15174200.0
2007-10-26,54071,54936,51909,54938,29182,19271.0,15174200.0
2007-10-29,56013,56013,54064,54505,27954,19119.0,15174200.0
2007-10-30,54507,54936,51909,52559,21889,18437.0,15174200.0
2007-10-31,52559,54073,51911,53856,34534,18892.0,15174200.0
2007-11-01,52342,54721,52342,52342,61302,18361.0,15174200.0
2007-11-02,52334,56227,52334,55154,94082,19347.0,15174200.0
2007-11-05,55149,57528,54714,56668,26444,19878.0,15174200.0
2007-11-06,57309,59906,56226,58398,130705,20485.0,15174200.0
2007-11-07,57527,67044,57527,67050,1306133,23520.0,15174200.0
2007-11-08,73966,76994,67046,76999,2997646,27010.0,15174200.0
2007-11-09,72015,75908,65530,65536,2591377,22989.0,15174200.0
2007-11-12,62724,71158,62724,69645,488454,24430.0,15174200.0
2007-11-13,70501,72450,63151,63157,361010,22154.0,15174200.0
2007-11-14,65095,69205,64229,65536,309045,22989.0,15174200.0
2007-11-15,66392,73530,64448,69213,608501,24279.0,15174200.0
2007-11-16,79589,79589,79589,79594,81857,27921.0,15174200.0
2007-11-19,91486,91486,73965,73971,3323902,25948.0,15174200.0
2007-11-20,73537,75703,70510,74404,652494,26100.0,15174200.0
2007-11-21,76781,77430,70727,71375,338386,25037.0,15174200.0
2007-11-22,70080,71158,65752,68781,260801,24127.0,15174200.0
2007-11-23,66187,69214,66187,67266,188168,23596.0,15174200.0
2007-11-26,65531,65531,57309,58398,381376,20485.0,15174200.0
2007-11-27,58393,67044,58393,67050,403453,23520.0,15174200.0
2007-11-28,69205,75478,67692,71808,362798,25189.0,15174200.0
2007-11-29,72242,74404,65752,68781,314645,24127.0,15174200.0
2007-11-30,66833,68565,64237,66617,160945,23368.0,15174200.0
2007-12-03,67912,69207,65745,68347,81286,23975.0,15174200.0
2007-12-04,66617,68348,58830,59480,752251,20865.0,15174200.0
2007-12-05,52559,56670,51263,56235,1144186,19726.0,15174200.0
2007-12-06,56662,57528,54283,55154,217681,19347.0,15174200.0
2007-12-07,56234,58830,54507,57966,147708,20333.0,15174200.0
2007-12-10,56668,59265,51474,54938,600755,19271.0,15174200.0
2007-12-11,54930,54930,52120,52126,94413,18285.0,15174200.0
2007-12-12,51910,53642,51692,51693,99837,18133.0,15174200.0
2007-12-13,51043,52992,48664,48666,237203,17071.0,15174200.0
2007-12-14,50613,51692,47799,51693,111993,18133.0,15174200.0
2007-12-17,51254,59040,48440,55370,608168,19423.0,15174200.0
2007-12-18,55373,55373,50827,53207,126061,18664.0,15174200.0
2007-12-20,52769,52769,46496,48881,485233,17147.0,15174200.0
2007-12-21,48884,49749,47583,49098,58101,17223.0,15174200.0
2007-12-24,41956,48659,41956,48016,128389,16843.0,15174200.0
2007-12-26,48876,48876,45632,45637,54227,16009.0,15174200.0
2007-12-27,45632,45632,45632,45637,0,16009.0,15174200.0
2007-12-28,44772,47151,44124,45421,122378,15933.0,15174200.0
2008-01-02,44989,45638,44124,45421,35123,15933.0,15174200.0
2008-01-03,45856,45856,43908,45205,42408,15857.0,15174200.0
2008-01-04,43906,45638,42824,43042,79851,15098.0,15174200.0
2008-01-07,41956,44336,41956,43258,60248,15174.0,15174200.0
2008-01-08,44548,44548,39577,43258,111463,15174.0,15174200.0
2008-01-09,43035,43682,41521,43258,63394,15174.0,15174200.0
2008-01-10,42174,43905,41744,42392,37762,14871.0,15174200.0
2008-01-11,44124,44124,42393,43042,45266,15098.0,15174200.0
2008-01-14,43470,43470,40008,43258,44105,15174.0,15174200.0
2008-01-15,43477,43477,41528,42826,64910,15022.0,15174200.0
2008-01-16,40448,42823,40448,42392,9408,14871.0,15174200.0
2008-01-17,41303,42817,39577,40879,122728,14340.0,15174200.0
2008-01-18,41089,42386,39788,41095,31638,14415.0,15174200.0
2008-01-21,39789,41521,38711,39365,228063,13809.0,15174200.0
2008-01-22,39358,39358,37197,37851,139799,13277.0,15174200.0
2008-01-23,37850,38499,35902,36120,203034,12670.0,15174200.0
2008-01-24,36114,37410,34383,35472,177348,12443.0,15174200.0
2008-01-25,35896,36544,35465,36337,175207,12746.0,15174200.0
2008-01-28,36330,36543,35247,35688,41044,12519.0,15174200.0
2008-01-29,35472,35902,34606,35255,208465,12367.0,15174200.0
2008-01-30,34818,35249,33087,34606,172168,12139.0,15174200.0
2008-01-31,34383,35031,32652,34606,35640,12139.0,15174200.0
2008-02-01,35247,35682,34163,35688,30220,12519.0,15174200.0
2008-02-04,34825,40880,34825,35904,229587,12595.0,15174200.0
2008-02-05,36114,36762,34817,36337,75877,12746.0,15174200.0
2008-02-11,35037,41528,35037,38283,136296,13429.0,15174200.0
2008-02-12,37626,41954,37626,40446,209649,14188.0,15174200.0
2008-02-13,40872,41954,39140,39581,37579,13884.0,15174200.0
2008-02-14,39796,41745,38717,40663,77209,14264.0,15174200.0
2008-02-15,40655,42816,40224,41744,60573,14643.0,15174200.0
2008-02-18,41090,43469,41090,41744,73665,14643.0,15174200.0
2008-02-19,42392,42392,40448,41527,185999,14567.0,15174200.0
2008-02-20,42168,42168,40441,41095,91892,14415.0,15174200.0
2008-02-21,41956,42387,41090,41744,72558,14643.0,15174200.0
2008-02-22,40872,43033,40872,41960,47009,14719.0,15174200.0
2008-02-25,41744,42823,40448,42392,31742,14871.0,15174200.0
2008-02-26,42393,42824,41097,42177,29063,14795.0,15174200.0
2008-02-27,42603,48440,42603,47367,758166,16616.0,15174200.0
2008-02-28,46069,48666,45856,47584,124032,16692.0,15174200.0
2008-02-29,46287,48448,45421,47584,153866,16692.0,15174200.0
2008-03-03,48448,49531,46934,48449,101920,16995.0,15174200.0
2008-03-04,49741,51468,45413,48881,160527,17147.0,15174200.0
2008-03-05,48666,48666,45638,48449,95650,16995.0,15174200.0
2008-03-06,48010,49741,46061,49746,116636,17450.0,15174200.0
2008-03-07,47582,51475,47582,49314,85017,17299.0,15174200.0
2008-03-10,49307,49307,46062,47151,172861,16540.0,15174200.0
2008-03-11,47792,47792,44765,44988,67655,15781.0,15174200.0
2008-03-12,45419,47798,44989,46286,63498,16236.0,15174200.0
2008-03-13,44125,46287,43690,45205,40949,15857.0,15174200.0
2008-03-14,46068,51263,44342,46070,56517,16161.0,15174200.0
2008-03-17,44334,46060,43468,45853,15325,16085.0,15174200.0
2008-03-18,45855,46721,43688,45421,29361,15933.0,15174200.0
2008-03-19,44117,46713,43251,43474,56435,15250.0,15174200.0
2008-03-20,43689,45420,43041,44556,48443,15629.0,15174200.0
2008-03-21,43907,49096,43907,46935,46261,16464.0,15174200.0
2008-03-24,46068,47151,43475,43907,47061,15402.0,15174200.0
2008-03-25,48666,48666,43908,45205,50127,15857.0,15174200.0
2008-03-26,48447,48447,44771,46286,46505,16236.0,15174200.0
2008-03-27,49531,49531,46068,46935,89313,16464.0,15174200.0
2008-03-28,45847,48440,45630,46719,55652,16388.0,15174200.0
2008-03-31,48664,48664,46068,48666,35520,17071.0,15174200.0
2008-04-01,48447,49312,46068,48666,74862,17071.0,15174200.0
2008-04-02,49305,49305,43681,46719,37907,16388.0,15174200.0
2008-04-03,44334,47792,44334,45853,35410,16085.0,15174200.0
2008-04-04,45420,48447,45420,46935,66180,16464.0,15174200.0
2008-04-07,46286,49313,46286,48449,149739,16995.0,15174200.0
2008-04-08,49524,49524,47145,48881,56127,17147.0,15174200.0
2008-04-10,47575,49524,47575,48881,57141,17147.0,15174200.0
2008-04-11,47792,49741,47144,49746,66994,17450.0,15174200.0
2008-04-14,49954,56443,49954,52126,153730,18285.0,15174200.0
2008-04-15,52127,55372,52127,54938,54130,19271.0,15174200.0
2008-04-16,56225,56443,53199,55370,71110,19423.0,15174200.0
2008-04-17,54938,56235,51476,53856,95548,18892.0,15174200.0
2008-04-18,53855,54507,50614,52342,52471,18361.0,15174200.0
2008-04-21,55579,55579,52987,54289,95571,19044.0,15174200.0
2008-04-22,54064,56014,53416,56019,72636,19651.0,15174200.0
2008-04-23,54931,58394,54501,55803,59696,19575.0,15174200.0
2008-04-24,55795,57527,54712,56884,82564,19954.0,15174200.0
2008-04-25,58176,58176,56880,58182,59293,20409.0,15174200.0
2008-04-28,58175,59471,55796,58398,54648,20485.0,15174200.0
2008-04-29,58400,59696,57534,57966,39678,20333.0,15174200.0
2008-04-30,59266,59266,54937,57966,106951,20333.0,15174200.0
2008-05-02,57958,59041,56662,57533,47648,20182.0,15174200.0
2008-05-06,57534,57534,53206,54938,74582,19271.0,15174200.0
2008-05-07,54937,54937,51045,53207,113099,18664.0,15174200.0
2008-05-08,52985,55364,51467,55370,59208,19423.0,15174200.0
2008-05-09,53642,57100,53642,57100,64266,20030.0,15174200.0
2008-05-13,57958,58823,56227,57533,78987,20182.0,15174200.0
2008-05-14,53854,58400,53854,57966,87693,20333.0,15174200.0
2008-05-15,57092,60336,56661,59263,169083,20789.0,15174200.0
2008-05-16,59049,65752,59049,64886,361750,22761.0,15174200.0
2008-05-19,63364,69205,63364,65536,232297,22989.0,15174200.0
2008-05-20,64673,66835,61859,64886,107792,22761.0,15174200.0
2008-05-21,64885,64885,61427,61859,76488,21699.0,15174200.0
2008-05-22,58823,63151,58823,63157,125677,22154.0,15174200.0
2008-05-23,64877,64877,60554,63157,95483,22154.0,15174200.0
2008-05-26,61638,63152,56879,61427,139217,21547.0,15174200.0
2008-05-27,58830,63158,58612,62724,136220,22003.0,15174200.0
2008-05-28,62716,65961,62716,65536,131069,22989.0,15174200.0
2008-05-29,68778,68778,64454,66617,120380,23368.0,15174200.0
2008-05-30,65751,68348,65103,66617,33191,23368.0,15174200.0
2008-06-02,65530,67044,63364,65536,144294,22989.0,15174200.0
2008-06-03,64454,66833,55802,58831,522390,20637.0,15174200.0
2008-06-04,56879,67045,56879,63806,434975,22382.0,15174200.0
2008-06-05,64019,64019,60779,62724,79552,22003.0,15174200.0
2008-06-09,63160,67918,63160,67266,431485,23596.0,15174200.0
2008-06-10,66616,66616,57315,57317,876017,20106.0,15174200.0
2008-06-11,56228,56663,51039,53424,331626,18740.0,15174200.0
2008-06-12,51911,52777,49313,52342,241381,18361.0,15174200.0
2008-06-13,50614,51693,44554,44556,431782,15629.0,15174200.0
2008-06-16,45203,45638,43259,44556,166398,15629.0,15174200.0
2008-06-17,45203,45203,39797,41312,448287,14491.0,15174200.0
2008-06-18,43033,43468,40006,41095,120618,14415.0,15174200.0
2008-06-19,41954,44334,41301,44339,134710,15554.0,15174200.0
2008-06-20,43689,44772,40661,40663,114561,14264.0,15174200.0
2008-06-23,41097,41097,36986,37418,249304,13126.0,15174200.0
2008-06-24,36986,38717,36768,36769,93413,12898.0,15174200.0
2008-06-25,35902,37850,35902,36120,88484,12670.0,15174200.0
2008-06-26,36551,38282,36121,38283,83867,13429.0,15174200.0
2008-06-27,38071,38071,35256,36553,43270,12822.0,15174200.0
2008-06-30,35895,36543,34599,34823,175856,12215.0,15174200.0
2008-07-01,34607,36339,34607,35039,57588,12291.0,15174200.0
2008-07-02,35256,35691,32446,33525,118504,11760.0,15174200.0
2008-07-03,33525,34173,32228,34174,15161,11988.0,15174200.0
2008-07-04,34606,35471,33092,33741,51144,11836.0,15174200.0
2008-07-07,33741,35473,33741,35039,38690,12291.0,15174200.0
2008-07-08,35248,37196,33516,34823,43719,12215.0,15174200.0
2008-07-09,34823,35689,33741,33741,38149,11836.0,15174200.0
2008-07-10,33310,34388,32227,33741,34844,11836.0,15174200.0
2008-07-11,33086,34817,32438,34823,29865,12215.0,15174200.0
2008-07-14,33524,35904,33524,35039,56994,12291.0,15174200.0
2008-07-15,34164,35248,33304,34823,39399,12215.0,15174200.0
2008-07-16,34173,34608,33742,34174,33336,11988.0,15174200.0
2008-07-17,34165,35031,33953,34606,10726,12139.0,15174200.0
2008-07-18,35249,35249,33735,34606,43650,12139.0,15174200.0
2008-07-21,35466,35466,34383,34606,36776,12139.0,15174200.0
2008-07-22,34607,35903,34172,35904,60309,12595.0,15174200.0
2008-07-23,36331,41089,36114,41095,262067,14415.0,15174200.0
2008-07-24,40223,44982,39141,41095,433686,14415.0,15174200.0
2008-07-25,41527,41962,38930,39148,80052,13733.0,15174200.0
2008-07-28,39575,42815,38061,38067,46930,13353.0,15174200.0
2008-07-29,39365,39365,36769,38283,51550,13429.0,15174200.0
2008-07-30,38282,42610,37203,39148,244002,13733.0,15174200.0
2008-07-31,39795,39795,38069,39148,34997,13733.0,15174200.0
2008-08-01,39797,39797,37635,38932,34899,13657.0,15174200.0
2008-08-04,39358,39575,36761,37202,19491,13050.0,15174200.0
2008-08-05,36339,38931,35904,36553,16497,12822.0,15174200.0
2008-08-06,38062,38062,35030,37202,53209,13050.0,15174200.0
2008-08-07,36544,37845,35466,35472,32418,12443.0,15174200.0
2008-08-08,34818,36114,34600,35472,22972,12443.0,15174200.0
2008-08-11,34600,36114,34165,34606,152735,12139.0,15174200.0
2008-08-12,35904,35904,34390,35039,31423,12291.0,15174200.0
2008-08-13,34824,35037,32876,34390,86755,12063.0,15174200.0
2008-08-14,34165,35249,33735,34606,26062,12139.0,15174200.0
2008-08-18,34599,38922,33734,34823,48831,12215.0,15174200.0
2008-08-19,34164,35465,33304,34823,16840,12215.0,15174200.0
2008-08-20,34382,35030,34164,34823,3429,12215.0,15174200.0
2008-08-21,34599,35248,34164,34823,33089,12215.0,15174200.0
2008-08-22,34165,34818,33735,34606,23952,12139.0,15174200.0
2008-08-25,35249,35249,34383,34606,17746,12139.0,15174200.0
2008-08-26,35039,35039,34173,34174,56716,11988.0,15174200.0
2008-08-27,34173,34173,34173,34174,0,11988.0,15174200.0
2008-08-28,38922,39140,35247,35688,417686,12519.0,15174200.0
2008-08-29,36544,38923,33952,36337,100728,12746.0,15174200.0
2008-09-01,37203,40660,34170,36120,205841,12670.0,15174200.0
2008-09-02,36340,36987,34173,34174,44152,11988.0,15174200.0
2008-09-03,33741,35256,33741,35039,31822,12291.0,15174200.0
2008-09-04,35903,39796,35037,35904,361055,12595.0,15174200.0
2008-09-05,36762,36762,34599,36337,27876,12746.0,15174200.0
2008-09-08,38069,39583,35903,36769,142543,12898.0,15174200.0
2008-09-09,37203,37634,36120,37634,17947,13202.0,15174200.0
2008-09-10,37851,37851,34824,36769,37776,12898.0,15174200.0
2008-09-11,36980,36980,34600,34606,51264,12139.0,15174200.0
2008-09-12,35472,35903,34171,34390,22577,12063.0,15174200.0
2008-09-16,31572,33516,31137,32444,45267,11381.0,15174200.0
2008-09-17,32445,34389,32445,34390,21548,12063.0,15174200.0
2008-09-18,33741,34389,33093,34390,16698,12063.0,15174200.0
2008-09-19,33741,35255,33523,34390,27815,12063.0,15174200.0
2008-09-22,33953,34818,33953,34606,36793,12139.0,15174200.0
2008-09-23,35248,35248,32869,33958,13851,11912.0,15174200.0
2008-09-24,34165,34600,33305,34606,14275,12139.0,15174200.0
2008-09-25,35254,35254,33523,33741,14802,11836.0,15174200.0
2008-09-26,33525,34608,33525,34174,17455,11988.0,15174200.0
2008-09-29,33523,35472,33523,34390,11300,12063.0,15174200.0
2008-09-30,34390,38931,32658,33525,569897,11760.0,15174200.0
2008-10-01,35038,35038,33093,33525,51324,11760.0,15174200.0
2008-10-02,33734,33951,32650,33309,43768,11684.0,15174200.0
2008-10-06,33517,33952,32004,33092,26861,11608.0,15174200.0
2008-10-07,32445,33092,31579,32876,17653,11532.0,15174200.0
2008-10-08,32651,32651,30059,30065,34777,10546.0,15174200.0
2008-10-09,27680,32221,27680,30713,8683,10774.0,15174200.0
2008-10-10,27687,31580,27687,31145,20077,10925.0,15174200.0
2008-10-13,29625,32439,29625,32227,22870,11305.0,15174200.0
2008-10-14,31361,32875,31361,31362,24863,11001.0,15174200.0
2008-10-15,29848,32227,29418,32011,42894,11229.0,15174200.0
2008-10-16,32437,34163,30924,30930,45292,10850.0,15174200.0
2008-10-17,32657,33523,30278,31362,9938,11001.0,15174200.0
2008-10-20,31137,32868,30271,30930,15999,10850.0,15174200.0
2008-10-21,28327,32650,28327,30930,12381,10850.0,15174200.0
2008-10-22,31362,35037,30278,32011,140755,11229.0,15174200.0
2008-10-23,32002,33734,31355,33309,79382,11684.0,15174200.0
2008-10-24,32658,35903,30931,34390,109981,12063.0,15174200.0
2008-10-27,35039,36340,30933,34174,298678,11988.0,15174200.0
2008-10-28,32869,36331,32221,35472,442793,12443.0,15174200.0
2008-10-29,36114,36114,33304,35472,95778,12443.0,15174200.0
2008-10-30,35895,40653,35895,40446,332313,14188.0,15174200.0
2008-10-31,38717,40880,37417,38283,99996,13429.0,15174200.0
2008-11-03,38710,43252,32869,36337,663352,12746.0,15174200.0
2008-11-04,35474,36987,33525,34174,151524,11988.0,15174200.0
2008-11-05,35029,35894,31354,31795,1877353,11153.0,15174200.0
2008-11-06,32219,32219,27031,27036,813815,9484.0,15174200.0
2008-11-07,24652,26379,23569,25306,360394,8877.0,15174200.0
2008-11-10,25308,26174,22494,22494,961878,7891.0,15174200.0
2008-11-11,22494,22494,22494,22494,0,7891.0,15174200.0
