인터플렉스(051370),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-06-15,4755,4809,4658,4748,130537,65436.0,12300000.0
2007-06-18,4773,4872,4765,4856,157744,66912.0,12300000.0
2007-06-19,4818,5005,4818,4935,161431,68019.0,12300000.0
2007-06-20,4934,4988,4729,4802,129654,66174.0,12300000.0
2007-06-21,4800,5095,4773,5087,182756,70110.0,12300000.0
2007-06-22,5176,5202,4997,5132,132351,70725.0,12300000.0
2007-06-25,5121,5229,4997,5007,103064,69003.0,12300000.0
2007-06-26,4952,5015,4550,4659,109455,64206.0,12300000.0
2007-06-27,4765,4898,4684,4901,199915,67527.0,12300000.0
2007-06-28,5015,5166,4916,4918,212730,67773.0,12300000.0
2007-06-29,5060,5345,5015,5338,586807,73554.0,12300000.0
2007-07-02,5408,5514,5148,5176,264124,71340.0,12300000.0
2007-07-03,5176,5291,5068,5096,213334,70233.0,12300000.0
2007-07-04,5176,5246,5060,5249,121522,72324.0,12300000.0
2007-07-05,5291,5889,5246,5444,619954,75030.0,12300000.0
2007-07-06,5568,6210,5559,5954,599459,82041.0,12300000.0
2007-07-09,6068,6398,5792,5891,308808,81180.0,12300000.0
2007-07-10,5979,6113,5782,5954,212608,82041.0,12300000.0
2007-07-11,5951,6041,5782,6024,124141,83025.0,12300000.0
2007-07-12,6068,6130,5979,6132,125976,84501.0,12300000.0
2007-07-13,6229,6292,5720,5792,338948,79827.0,12300000.0
2007-07-16,5773,5773,5550,5587,156393,76998.0,12300000.0
2007-07-18,5505,5782,5505,5712,105959,78720.0,12300000.0
2007-07-19,5711,5756,5514,5613,152665,77367.0,12300000.0
2007-07-20,5577,5657,5443,5561,117382,76629.0,12300000.0
2007-07-23,5514,5594,5319,5355,178536,73800.0,12300000.0
2007-07-24,5354,5354,4881,5213,199460,71832.0,12300000.0
2007-07-25,5148,5488,5060,5355,146066,73800.0,12300000.0
2007-07-26,5363,5363,5265,5346,51131,73677.0,12300000.0
2007-07-27,5326,5326,4997,5025,80631,69249.0,12300000.0
2007-07-30,5148,5148,4818,4882,117265,67281.0,12300000.0
2007-07-31,4889,4978,4818,4891,154180,67404.0,12300000.0
2007-08-01,4889,4889,4595,4597,123719,63345.0,12300000.0
2007-08-02,4622,4729,4376,4543,133145,62607.0,12300000.0
2007-08-03,4684,4693,4568,4677,30530,64452.0,12300000.0
2007-08-06,4675,4800,4550,4633,100178,63837.0,12300000.0
2007-08-07,4729,4729,4560,4650,30413,64083.0,12300000.0
2007-08-08,4684,4755,4604,4713,42722,64944.0,12300000.0
2007-08-09,4773,4773,4541,4614,183178,63591.0,12300000.0
2007-08-10,4640,4640,4355,4382,139034,60393.0,12300000.0
2007-08-13,4421,4421,4305,4316,77010,59470.0,12300000.0
2007-08-14,4220,4328,4193,4196,82644,57810.0,12300000.0
2007-08-16,4095,4095,3746,3754,150446,51722.0,12300000.0
2007-08-17,3775,3952,3761,3928,72911,54120.0,12300000.0
2007-08-20,4024,4318,4024,4320,85505,59532.0,12300000.0
2007-08-21,4372,4372,4154,4196,80101,57810.0,12300000.0
2007-08-22,4123,4269,4123,4240,30067,58425.0,12300000.0
2007-08-23,4417,4505,4372,4454,98488,61377.0,12300000.0
2007-08-24,4452,4550,4390,4422,70313,60946.0,12300000.0
2007-08-27,4439,4586,4425,4552,51684,62730.0,12300000.0
2007-08-28,4541,4541,4376,4459,40003,61438.0,12300000.0
2007-08-29,4162,4372,4162,4374,27203,60270.0,12300000.0
2007-08-30,4479,4488,4287,4329,66802,59655.0,12300000.0
2007-08-31,4328,4452,4292,4454,44974,61377.0,12300000.0
2007-09-03,4452,4505,4407,4427,43974,61008.0,12300000.0
2007-09-04,4425,4505,4399,4431,54952,61070.0,12300000.0
2007-09-05,4461,4586,4461,4552,67393,62730.0,12300000.0
2007-09-06,4550,4577,4318,4391,185116,60516.0,12300000.0
2007-09-07,4421,4421,4310,4414,60421,60824.0,12300000.0
2007-09-10,4310,4328,4014,4240,43328,58425.0,12300000.0
2007-09-11,4193,4266,4149,4248,14909,58548.0,12300000.0
2007-09-12,4328,4328,4176,4258,23837,58671.0,12300000.0
2007-09-13,4207,4359,4149,4230,27056,58302.0,12300000.0
2007-09-14,4238,4282,4167,4240,25089,58425.0,12300000.0
2007-09-17,4282,4282,4193,4200,33258,57872.0,12300000.0
2007-09-18,4123,4198,4077,4128,47079,56888.0,12300000.0
2007-09-19,4149,4238,4131,4196,51503,57810.0,12300000.0
2007-09-20,4193,4318,4184,4240,20186,58425.0,12300000.0
2007-09-21,4202,4292,4193,4275,21115,58917.0,12300000.0
2007-09-27,4273,4372,4261,4302,34090,59286.0,12300000.0
2007-09-28,4273,4345,4193,4240,48588,58425.0,12300000.0
2007-10-01,4297,4372,4292,4365,60980,60147.0,12300000.0
2007-10-02,4461,4675,4355,4597,125716,63345.0,12300000.0
2007-10-04,4675,4773,4586,4703,115397,64821.0,12300000.0
2007-10-05,4729,4800,4675,4703,71638,64821.0,12300000.0
2007-10-08,4747,4783,4666,4766,108605,65682.0,12300000.0
2007-10-09,4710,4783,4693,4713,53583,64944.0,12300000.0
2007-10-10,4809,4828,4684,4730,92868,65190.0,12300000.0
2007-10-11,4765,4773,4550,4588,94369,63222.0,12300000.0
2007-10-12,4577,4881,4505,4784,305957,65928.0,12300000.0
2007-10-15,4836,4943,4755,4819,91512,66420.0,12300000.0
2007-10-16,4755,4908,4595,4641,141818,63960.0,12300000.0
2007-10-17,4595,4809,4247,4811,77298,66297.0,12300000.0
2007-10-18,4773,4916,4703,4891,95664,67404.0,12300000.0
2007-10-19,4863,5077,4818,4945,107033,68142.0,12300000.0
2007-10-22,4729,5060,4640,5061,79950,69741.0,12300000.0
2007-10-23,5060,5345,4988,5230,86166,72078.0,12300000.0
2007-10-24,5345,5425,4988,5061,84780,69741.0,12300000.0
2007-10-25,4952,5086,4854,5087,94096,70110.0,12300000.0
2007-10-26,5354,5443,5131,5230,161304,72078.0,12300000.0
2007-10-29,5265,5478,5176,5480,219596,75522.0,12300000.0
2007-10-30,5434,5532,5381,5498,131454,75768.0,12300000.0
2007-10-31,5488,5702,5443,5694,97585,78474.0,12300000.0
2007-11-01,5711,5773,5524,5623,81117,77490.0,12300000.0
2007-11-02,5452,6024,5434,5909,218187,81426.0,12300000.0
2007-11-05,5969,6068,5756,6034,88863,83148.0,12300000.0
2007-11-06,6050,6059,5889,5980,82232,82410.0,12300000.0
2007-11-07,5951,6282,5942,6221,321373,85731.0,12300000.0
2007-11-08,6193,6514,6113,6336,179592,87330.0,12300000.0
2007-11-09,6247,6336,5951,6212,163839,85608.0,12300000.0
2007-11-12,6148,6202,5845,6203,122783,85485.0,12300000.0
2007-11-13,6202,6327,6031,6283,90278,86592.0,12300000.0
2007-11-14,6247,6336,6193,6248,61116,86100.0,12300000.0
2007-11-15,6292,6800,6202,6703,256675,92373.0,12300000.0
2007-11-16,6621,7050,6514,7024,178762,96801.0,12300000.0
2007-11-19,6915,7290,6915,7202,160450,99261.0,12300000.0
2007-11-20,7050,7201,6835,7123,177021,98154.0,12300000.0
2007-11-21,7219,7219,6255,6756,257814,93111.0,12300000.0
2007-11-22,6380,6585,5951,6185,229437,85239.0,12300000.0
2007-11-23,6113,6273,5756,5980,146059,82410.0,12300000.0
2007-11-26,5907,6229,5907,6185,69569,85239.0,12300000.0
2007-11-27,6148,6157,5853,6034,78792,83148.0,12300000.0
2007-11-28,6068,6237,6024,6096,63076,84009.0,12300000.0
2007-11-29,6362,6362,6157,6248,66802,86100.0,12300000.0
2007-11-30,6229,6327,6166,6310,54319,86961.0,12300000.0
2007-12-03,6309,6407,6202,6203,29341,85485.0,12300000.0
2007-12-04,6282,6282,5889,6069,64453,83640.0,12300000.0
2007-12-05,6104,6148,5889,5998,73872,82656.0,12300000.0
2007-12-06,5979,6826,5979,6596,250120,90897.0,12300000.0
2007-12-07,6630,6809,6514,6676,56487,92004.0,12300000.0
2007-12-10,6684,6684,6487,6604,18230,91020.0,12300000.0
2007-12-11,6657,6782,6514,6551,41517,90282.0,12300000.0
2007-12-12,6514,6514,6121,6203,115684,85485.0,12300000.0
2007-12-13,6229,6229,5800,6159,87323,84870.0,12300000.0
2007-12-14,6086,6282,5987,6248,63948,86100.0,12300000.0
2007-12-17,6336,6336,5942,5944,77654,81918.0,12300000.0
2007-12-18,5942,6113,5934,6096,33194,84009.0,12300000.0
2007-12-20,6041,6157,5979,6051,42371,83394.0,12300000.0
2007-12-21,5934,6174,5889,6123,35582,84378.0,12300000.0
2007-12-24,6031,6157,5979,6024,35605,83025.0,12300000.0
2007-12-26,6024,6148,5889,6034,49546,83148.0,12300000.0
2007-12-27,6050,6050,5881,5980,33269,82410.0,12300000.0
2007-12-28,5979,6005,5845,5944,31891,81918.0,12300000.0
2008-01-02,5969,5969,5800,5891,25466,81180.0,12300000.0
2008-01-03,5889,5942,5720,5918,41520,81549.0,12300000.0
2008-01-04,5969,6050,5800,5935,46405,81795.0,12300000.0
2008-01-07,5800,5898,5737,5810,41747,80073.0,12300000.0
2008-01-08,5756,5925,5756,5881,44142,81057.0,12300000.0
2008-01-09,5925,5925,5693,5873,26142,80934.0,12300000.0
2008-01-10,5800,5898,5773,5829,20187,80319.0,12300000.0
2008-01-11,5826,5942,5764,5766,34192,79458.0,12300000.0
2008-01-14,5711,5711,5434,5533,34403,76260.0,12300000.0
2008-01-15,5488,5524,5015,5051,41152,69618.0,12300000.0
2008-01-16,4872,5345,4863,5051,57175,69618.0,12300000.0
2008-01-17,5309,5326,4997,4998,93729,68880.0,12300000.0
2008-01-18,4908,5202,4908,4998,59007,68880.0,12300000.0
2008-01-21,5005,5068,4908,4908,18612,67650.0,12300000.0
2008-01-22,4703,4908,4176,4525,74367,62361.0,12300000.0
2008-01-23,4550,4773,4550,4641,32679,63960.0,12300000.0
2008-01-24,4818,4988,4800,4838,32953,66666.0,12300000.0
2008-01-25,5005,5157,4934,5114,25223,70479.0,12300000.0
2008-01-28,5113,5113,4845,4872,15115,67158.0,12300000.0
2008-01-29,5148,5148,4729,4730,22487,65190.0,12300000.0
2008-01-30,4961,4961,4505,4508,39177,62115.0,12300000.0
2008-01-31,4729,4729,4497,4498,38714,61992.0,12300000.0
2008-02-01,4524,4595,4488,4552,31024,62730.0,12300000.0
2008-02-04,4505,4649,4497,4633,72303,63837.0,12300000.0
2008-02-05,4613,4666,4550,4668,27260,64329.0,12300000.0
2008-02-11,4497,4613,4479,4508,20362,62115.0,12300000.0
2008-02-12,4524,4550,4439,4463,57534,61500.0,12300000.0
2008-02-13,4417,4497,4202,4266,68881,58794.0,12300000.0
2008-02-14,4372,4394,4301,4320,50970,59532.0,12300000.0
2008-02-15,4318,4355,4269,4329,48514,59655.0,12300000.0
2008-02-18,4350,4403,4297,4405,35656,60700.0,12300000.0
2008-02-19,4403,4430,4247,4271,70013,58856.0,12300000.0
2008-02-20,4269,4282,4060,4106,197543,56580.0,12300000.0
2008-02-21,4149,4149,3640,3660,954244,50430.0,12300000.0
2008-02-22,3622,3667,3493,3561,459302,49077.0,12300000.0
2008-02-25,3577,3577,3390,3454,415607,47601.0,12300000.0
2008-02-26,3452,3596,3452,3543,220970,48831.0,12300000.0
2008-02-27,3551,3631,3483,3490,194289,48093.0,12300000.0
2008-02-28,3488,3650,3488,3624,192934,49938.0,12300000.0
2008-02-29,3613,3685,3569,3580,88626,49323.0,12300000.0
2008-03-03,3524,3524,3426,3432,142853,47294.0,12300000.0
2008-03-04,3422,3471,3403,3450,117765,47540.0,12300000.0
2008-03-05,3434,3434,3167,3271,295878,45080.0,12300000.0
2008-03-06,3274,3297,3220,3249,101043,44772.0,12300000.0
2008-03-07,3229,3256,3180,3253,91594,44834.0,12300000.0
2008-03-10,3189,3256,3176,3218,90143,44342.0,12300000.0
2008-03-11,3212,3507,3163,3481,175540,47970.0,12300000.0
2008-03-12,3497,3524,3408,3410,106647,46986.0,12300000.0
2008-03-13,3413,3488,3390,3481,79485,47970.0,12300000.0
2008-03-14,3538,3538,3390,3454,70965,47601.0,12300000.0
2008-03-17,3399,3439,3220,3267,104245,45018.0,12300000.0
2008-03-18,3328,3328,3212,3232,58714,44526.0,12300000.0
2008-03-19,3309,3382,3239,3374,74093,46494.0,12300000.0
2008-03-20,3368,3368,3274,3347,50048,46125.0,12300000.0
2008-03-21,3345,3399,3319,3378,69139,46556.0,12300000.0
2008-03-24,3377,3439,3377,3432,36907,47294.0,12300000.0
2008-03-25,3457,3488,3413,3440,58728,47416.0,12300000.0
2008-03-26,3452,3452,3390,3423,63119,47170.0,12300000.0
2008-03-27,3359,3452,3309,3437,74897,47355.0,12300000.0
2008-03-28,3434,3600,3408,3592,139218,49508.0,12300000.0
2008-03-31,3591,3694,3541,3691,89933,50860.0,12300000.0
2008-04-01,3685,3720,3613,3691,71020,50860.0,12300000.0
2008-04-02,3743,3746,3608,3664,62927,50492.0,12300000.0
2008-04-03,3662,3698,3618,3632,49095,50061.0,12300000.0
2008-04-04,3694,3694,3604,3691,43107,50860.0,12300000.0
2008-04-07,3689,3739,3636,3669,37816,50553.0,12300000.0
2008-04-08,3645,3685,3524,3566,70130,49138.0,12300000.0
2008-04-10,3569,3608,3551,3597,57256,49569.0,12300000.0
2008-04-11,3596,3613,3569,3601,41991,49630.0,12300000.0
2008-04-14,3439,3546,3439,3530,47597,48646.0,12300000.0
2008-04-15,3462,3560,3462,3556,23800,49016.0,12300000.0
2008-04-16,3569,3600,3524,3597,61672,49569.0,12300000.0
2008-04-17,3604,3631,3533,3561,40111,49077.0,12300000.0
2008-04-18,3560,3582,3533,3566,12444,49138.0,12300000.0
2008-04-21,3572,3596,3524,3526,50983,48585.0,12300000.0
2008-04-22,3524,3569,3417,3471,40317,47847.0,12300000.0
2008-04-23,3434,3507,3434,3481,44205,47970.0,12300000.0
2008-04-24,3488,3488,3408,3427,56254,47232.0,12300000.0
2008-04-25,3452,3452,3350,3392,55153,46740.0,12300000.0
2008-04-28,3403,3403,3305,3324,64797,45818.0,12300000.0
2008-04-29,3301,3390,3288,3347,52412,46125.0,12300000.0
2008-04-30,3377,3471,3328,3382,52552,46617.0,12300000.0
2008-05-02,3448,3448,3390,3427,35870,47232.0,12300000.0
2008-05-06,3434,3434,3364,3396,32091,46802.0,12300000.0
2008-05-07,3426,3426,3359,3374,50922,46494.0,12300000.0
2008-05-08,3372,3434,3364,3410,55181,46986.0,12300000.0
2008-05-09,3426,3426,3359,3401,31652,46863.0,12300000.0
2008-05-13,3399,3399,3337,3396,59674,46802.0,12300000.0
2008-05-14,3354,3390,3323,3392,52617,46740.0,12300000.0
2008-05-15,3337,3386,3301,3329,69149,45879.0,12300000.0
2008-05-16,3301,3301,3176,3213,151315,44280.0,12300000.0
2008-05-19,3167,3247,3167,3204,79917,44157.0,12300000.0
2008-05-20,3212,3212,3145,3177,62688,43788.0,12300000.0
2008-05-21,3176,3176,3082,3102,48639,42742.0,12300000.0
2008-05-22,3034,3091,2957,2999,79262,41328.0,12300000.0
2008-05-23,2908,2944,2872,2927,144930,40344.0,12300000.0
2008-05-26,2940,2940,2886,2891,23768,39852.0,12300000.0
2008-05-27,2886,2966,2886,2927,33287,40344.0,12300000.0
2008-05-28,2926,2953,2904,2945,35114,40590.0,12300000.0
2008-05-29,2917,3011,2917,3008,35182,41451.0,12300000.0
2008-05-30,2980,3034,2980,3021,33526,41636.0,12300000.0
2008-06-02,3029,3078,2992,3039,12202,41882.0,12300000.0
2008-06-03,3046,3046,3002,3016,11353,41574.0,12300000.0
2008-06-04,3011,3078,2971,3016,13924,41574.0,12300000.0
2008-06-05,3015,3086,3002,3088,42056,42558.0,12300000.0
2008-06-09,3011,3078,3011,3075,17599,42374.0,12300000.0
2008-06-10,3034,3086,3020,3021,15349,41636.0,12300000.0
2008-06-11,3034,3104,3020,3034,23117,41820.0,12300000.0
2008-06-12,3029,3060,2989,3003,30826,41390.0,12300000.0
2008-06-13,3006,3073,3002,3034,24162,41820.0,12300000.0
2008-06-16,3034,3060,3011,3026,19203,41697.0,12300000.0
2008-06-17,3020,3073,3015,3026,21625,41697.0,12300000.0
2008-06-18,3024,3096,3011,3026,28545,41697.0,12300000.0
2008-06-19,3006,3149,3006,3146,59292,43358.0,12300000.0
2008-06-20,3145,3541,3131,3427,297154,47232.0,12300000.0
2008-06-23,3439,3917,3439,3878,574813,53444.0,12300000.0
2008-06-24,3939,4456,3939,4459,817312,61438.0,12300000.0
2008-06-25,4640,4908,3970,4196,1357373,57810.0,12300000.0
2008-06-26,4328,4417,3845,4025,1029373,55473.0,12300000.0
2008-06-27,3961,4104,3739,4101,562954,56518.0,12300000.0
2008-06-30,4149,4184,3792,3793,387267,52275.0,12300000.0
2008-07-01,3734,3739,3551,3580,271998,49323.0,12300000.0
2008-07-02,3657,3730,3493,3704,261085,51045.0,12300000.0
2008-07-03,3572,3746,3538,3691,235495,50860.0,12300000.0
2008-07-04,3765,3917,3533,3539,270064,48770.0,12300000.0
2008-07-07,3538,3952,3538,3865,300233,53259.0,12300000.0
2008-07-08,3925,4050,3288,3302,533960,45510.0,12300000.0
2008-07-09,3354,3439,3091,3124,198700,43050.0,12300000.0
2008-07-10,3024,3096,3006,3061,75999,42189.0,12300000.0
2008-07-11,3051,3382,3042,3187,106939,43911.0,12300000.0
2008-07-14,3104,3256,3104,3200,44825,44096.0,12300000.0
2008-07-15,3131,3278,3082,3084,67222,42496.0,12300000.0
2008-07-16,3082,3145,3069,3102,61304,42742.0,12300000.0
2008-07-17,3212,3212,3100,3133,25394,43173.0,12300000.0
2008-07-18,3131,3176,3109,3146,29436,43358.0,12300000.0
2008-07-21,3159,3301,3159,3218,35858,44342.0,12300000.0
2008-07-22,3301,3345,3194,3222,54733,44403.0,12300000.0
2008-07-23,3225,3345,3212,3249,30194,44772.0,12300000.0
2008-07-24,3220,3288,3185,3235,46061,44588.0,12300000.0
2008-07-25,3234,3260,3154,3190,53265,43972.0,12300000.0
2008-07-28,3189,3256,3140,3177,20451,43788.0,12300000.0
2008-07-29,3109,3194,3091,3142,43298,43296.0,12300000.0
2008-07-30,3159,3167,3118,3124,36504,43050.0,12300000.0
2008-07-31,3123,3194,3118,3133,14841,43173.0,12300000.0
2008-08-01,3104,3163,3104,3142,15086,43296.0,12300000.0
2008-08-04,3096,3212,3091,3128,20743,43112.0,12300000.0
2008-08-05,3127,3135,3091,3110,33215,42866.0,12300000.0
2008-08-06,3185,3208,3114,3164,19457,43604.0,12300000.0
2008-08-07,3135,3203,3123,3142,23510,43296.0,12300000.0
2008-08-08,3131,3140,3060,3124,23375,43050.0,12300000.0
2008-08-11,3167,3167,3069,3070,23696,42312.0,12300000.0
2008-08-12,3037,3096,3006,3097,20048,42681.0,12300000.0
2008-08-13,3096,3123,3024,3079,10032,42435.0,12300000.0
2008-08-14,3034,3167,3034,3119,11192,42988.0,12300000.0
2008-08-18,3118,3149,3086,3142,11315,43296.0,12300000.0
2008-08-19,3104,3176,3104,3169,21828,43665.0,12300000.0
2008-08-20,3096,3159,3096,3133,9381,43173.0,12300000.0
2008-08-21,3131,3140,3078,3088,31382,42558.0,12300000.0
2008-08-22,3114,3114,3006,3030,28538,41758.0,12300000.0
2008-08-25,3015,3104,2676,2985,13778,41144.0,12300000.0
2008-08-26,3029,3029,2944,2959,8078,40774.0,12300000.0
2008-08-27,2926,2980,2917,2927,22443,40344.0,12300000.0
2008-08-28,2864,3015,2864,2932,17302,40406.0,12300000.0
2008-08-29,2961,2961,2881,2941,12584,40528.0,12300000.0
2008-09-01,2980,2980,2729,2811,37126,38745.0,12300000.0
2008-09-02,2801,2801,2703,2717,45121,37454.0,12300000.0
2008-09-03,2980,2980,2685,2753,8546,37946.0,12300000.0
2008-09-04,2818,2818,2693,2766,20353,38130.0,12300000.0
2008-09-05,2685,2846,2685,2766,6487,38130.0,12300000.0
2008-09-08,2792,2908,2792,2910,11125,40098.0,12300000.0
2008-09-09,2908,2935,2792,2896,2989,39914.0,12300000.0
2008-09-10,2846,2908,2792,2905,6660,40036.0,12300000.0
2008-09-11,2935,2935,2828,2874,24405,39606.0,12300000.0
2008-09-12,2864,3034,2828,2927,23653,40344.0,12300000.0
2008-09-16,2685,2766,2672,2673,42510,36838.0,12300000.0
2008-09-17,2721,2837,2721,2794,20878,38499.0,12300000.0
2008-09-18,2676,3123,2676,2821,32445,38868.0,12300000.0
2008-09-19,2846,3034,2846,2896,28902,39914.0,12300000.0
2008-09-22,2899,3015,2864,2896,10663,39914.0,12300000.0
2008-09-23,2961,2961,2766,2896,20107,39914.0,12300000.0
2008-09-24,2917,2922,2810,2847,29728,39237.0,12300000.0
2008-09-25,2810,2930,2810,2821,5604,38868.0,12300000.0
2008-09-26,2823,2850,2792,2802,27996,38622.0,12300000.0
2008-09-29,2801,2818,2756,2802,32081,38622.0,12300000.0
2008-09-30,2534,2766,2534,2705,37621,37269.0,12300000.0
2008-10-01,2712,2752,2681,2713,19059,37392.0,12300000.0
2008-10-02,2761,2761,2551,2633,27640,36285.0,12300000.0
2008-10-06,2640,2640,2341,2392,87726,32964.0,12300000.0
2008-10-07,2391,2391,2230,2343,9167,32288.0,12300000.0
2008-10-08,2230,2341,2230,2231,77651,30750.0,12300000.0
2008-10-09,2194,2355,2194,2294,35066,31611.0,12300000.0
2008-10-10,2230,2230,1949,2053,150520,28290.0,12300000.0
2008-10-13,2061,2087,1872,2012,32349,27736.0,12300000.0
2008-10-14,2176,2230,2077,2186,30429,30135.0,12300000.0
2008-10-15,2101,2176,2033,2080,26383,28659.0,12300000.0
2008-10-16,1891,1988,1855,1888,71630,26014.0,12300000.0
2008-10-17,1913,1958,1784,1857,51221,25584.0,12300000.0
2008-10-20,1980,1980,1654,1785,31364,24600.0,12300000.0
2008-10-21,1784,1872,1695,1785,16933,24600.0,12300000.0
2008-10-22,1685,2024,1685,1785,166291,24600.0,12300000.0
2008-10-23,1605,1753,1516,1674,119049,23062.0,12300000.0
2008-10-24,1560,1650,1422,1424,93127,19618.0,12300000.0
2008-10-27,1217,1382,1212,1214,117246,16728.0,12300000.0
2008-10-28,1034,1177,1034,1160,176093,15990.0,12300000.0
2008-10-29,1190,1328,1069,1071,127479,14760.0,12300000.0
2008-10-30,1101,1230,1101,1232,137119,16974.0,12300000.0
2008-10-31,1234,1328,1212,1330,81647,18327.0,12300000.0
2008-11-03,1275,1525,1275,1513,100756,20848.0,12300000.0
2008-11-04,1516,1534,1462,1464,87935,20172.0,12300000.0
2008-11-05,1542,1681,1516,1683,296525,23186.0,12300000.0
2008-11-06,1931,1931,1802,1932,214576,26630.0,12300000.0
2008-11-07,2024,2092,1645,1821,960246,25092.0,12300000.0
2008-11-10,1855,2029,1739,1959,326917,26998.0,12300000.0
2008-11-11,1918,1944,1797,1906,109567,26260.0,12300000.0
2008-11-12,1802,1842,1748,1781,86991,24538.0,12300000.0
2008-11-13,1695,1695,1579,1660,59394,22878.0,12300000.0
2008-11-14,1721,1784,1668,1700,71365,23432.0,12300000.0
2008-11-17,1695,1753,1645,1718,45765,23678.0,12300000.0
2008-11-18,1654,1779,1587,1651,57850,22755.0,12300000.0
2008-11-19,1695,1695,1422,1441,179240,19864.0,12300000.0
2008-11-20,1328,1396,1227,1227,186699,16912.0,12300000.0
2008-11-21,1239,1373,1168,1321,217447,18204.0,12300000.0
2008-11-24,1346,1427,1275,1290,39366,17774.0,12300000.0
2008-11-25,1391,1391,1208,1295,39239,17835.0,12300000.0
2008-11-26,1292,1355,1275,1334,53673,18388.0,12300000.0
2008-11-27,1337,1413,1320,1392,77305,19188.0,12300000.0
2008-11-28,1413,1494,1373,1490,119991,20541.0,12300000.0
2008-12-01,1507,1587,1490,1558,75002,21464.0,12300000.0
2008-12-02,1453,1494,1413,1469,43986,20234.0,12300000.0
2008-12-03,1466,1539,1422,1464,15641,20172.0,12300000.0
2008-12-04,1502,1502,1360,1406,28818,19372.0,12300000.0
2008-12-05,1368,1485,1368,1410,39531,19434.0,12300000.0
2008-12-08,1391,1490,1391,1455,17728,20049.0,12300000.0
2008-12-09,1453,1485,1391,1455,26217,20049.0,12300000.0
2008-12-10,1453,1534,1408,1508,84886,20787.0,12300000.0
2008-12-11,1539,1539,1462,1504,52204,20726.0,12300000.0
2008-12-12,1480,1511,1408,1455,30837,20049.0,12300000.0
2008-12-15,1502,1511,1480,1508,46507,20787.0,12300000.0
2008-12-16,1516,1525,1462,1518,38985,20910.0,12300000.0
2008-12-17,1534,1744,1534,1651,201798,22755.0,12300000.0
2008-12-18,1695,1744,1632,1664,94307,22940.0,12300000.0
2008-12-19,1623,1685,1619,1664,51202,22940.0,12300000.0
2008-12-22,1734,1734,1659,1683,39015,23186.0,12300000.0
2008-12-23,1676,1676,1587,1664,14798,22940.0,12300000.0
2008-12-24,1664,1664,1574,1629,55053,22448.0,12300000.0
2008-12-26,1645,1645,1579,1629,15528,22448.0,12300000.0
2008-12-29,1591,1628,1591,1620,11115,22324.0,12300000.0
2008-12-30,1650,1721,1632,1655,49160,22816.0,12300000.0
2009-01-02,1672,1716,1664,1718,27935,23678.0,12300000.0
2009-01-05,1716,1918,1716,1802,127277,24846.0,12300000.0
2009-01-06,1855,2047,1810,2048,167081,28228.0,12300000.0
2009-01-07,2096,2266,2051,2240,222297,30873.0,12300000.0
2009-01-08,2186,2266,2118,2259,101305,31119.0,12300000.0
2009-01-09,2261,2373,2217,2218,132319,30566.0,12300000.0
2009-01-12,2217,2266,2145,2218,73593,30566.0,12300000.0
2009-01-13,2212,2355,2186,2240,61427,30873.0,12300000.0
2009-01-14,2244,2511,2244,2454,84719,33825.0,12300000.0
2009-01-15,2480,2818,2408,2821,276142,38868.0,12300000.0
2009-01-16,3131,3239,2721,2811,723387,38745.0,12300000.0
2009-01-19,2818,2891,2703,2794,161132,38499.0,12300000.0
2009-01-20,2810,2855,2632,2691,88152,37084.0,12300000.0
2009-01-21,2600,2797,2462,2696,100482,37146.0,12300000.0
2009-01-22,2712,2792,2640,2696,70249,37146.0,12300000.0
2009-01-23,2693,3024,2654,2811,129700,38745.0,12300000.0
2009-01-28,2855,2957,2756,2780,131339,38314.0,12300000.0
2009-01-29,2846,2989,2752,2964,197174,40836.0,12300000.0
2009-01-30,2899,3131,2899,3039,112024,41882.0,12300000.0
2009-02-02,3037,3078,2810,2910,57842,40098.0,12300000.0
2009-02-03,2837,2989,2833,2936,83808,40467.0,12300000.0
2009-02-04,2953,3203,2953,3124,112469,43050.0,12300000.0
2009-02-05,3082,3243,3051,3128,55427,43112.0,12300000.0
2009-02-06,3149,3256,2953,3034,119246,41820.0,12300000.0
2009-02-09,3135,3159,2997,3110,53729,42866.0,12300000.0
2009-02-10,3109,3154,3034,3079,47303,42435.0,12300000.0
2009-02-11,2997,3167,2971,3142,46353,43296.0,12300000.0
2009-02-12,3185,3372,3140,3258,91165,44895.0,12300000.0
2009-02-13,3239,3471,3239,3454,69119,47601.0,12300000.0
2009-02-16,3417,3640,3417,3570,46851,49200.0,12300000.0
2009-02-17,3524,3613,3390,3471,106595,47847.0,12300000.0
2009-02-18,3394,3604,3345,3543,99874,48831.0,12300000.0
2009-02-19,3657,3876,3582,3584,72322,49384.0,12300000.0
2009-02-20,3587,3587,3301,3450,127771,47540.0,12300000.0
2009-02-23,3462,3613,3413,3614,89214,49815.0,12300000.0
2009-02-24,3476,4042,3476,3981,196618,54858.0,12300000.0
2009-02-25,4104,4176,3836,3928,83490,54120.0,12300000.0
2009-02-26,3993,4010,3868,3928,112153,54120.0,12300000.0
2009-02-27,4060,4282,3925,3972,123867,54735.0,12300000.0
2009-03-02,4077,4077,3572,3704,113639,51045.0,12300000.0
2009-03-03,3524,3765,3524,3739,41189,51537.0,12300000.0
