캔서롭(180400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-03-27,31000,36900,31000,36900,170,63258.0,1714320.0
2015-03-30,33950,33950,33950,33950,0,58201.0,1714320.0
2015-03-31,31600,38950,31600,38950,110,66773.0,1714320.0
2015-04-01,33150,39950,33150,39950,20,68487.0,1714320.0
2015-04-02,35000,42950,35000,42950,20,73630.0,1714320.0
2015-04-03,48500,48500,39950,47950,30,82202.0,1714320.0
2015-04-06,54300,54300,43050,43050,12,73801.0,1714320.0
2015-04-07,40350,49450,39000,49450,1061,84773.0,1714320.0
2015-04-08,42050,42050,42050,42050,130,72087.0,1714320.0
2015-04-09,40100,47750,40100,47750,12,81859.0,1714320.0
2015-04-10,41700,41700,41700,41700,0,71487.0,1714320.0
2015-04-13,47450,47450,47450,47450,10,81344.0,1714320.0
2015-04-14,40350,40350,40350,40350,700,69173.0,1714320.0
2015-04-15,45950,45950,45950,45950,5,78773.0,1714320.0
2015-04-16,49850,49850,39100,39100,618,67030.0,1714320.0
2015-04-17,39100,39100,39100,39100,0,67030.0,1714320.0
2015-04-20,39100,39100,39100,39100,500,67030.0,1714320.0
2015-04-21,38400,38400,38400,38400,10,65830.0,1714320.0
2015-04-22,39000,39000,39000,39000,100,66858.0,1714320.0
2015-04-23,39000,39000,39000,39000,0,66858.0,1714320.0
2015-04-24,42500,44850,42500,44850,820,76887.0,1714320.0
2015-04-27,40950,40950,40950,40950,0,70201.0,1714320.0
2015-04-28,40950,40950,40950,40950,0,70201.0,1714320.0
2015-04-29,44950,45000,44950,44950,1010,77059.0,1714320.0
2015-04-30,43100,43100,43100,43100,0,73887.0,1714320.0
2015-05-04,41150,41150,41150,41150,100,70544.0,1714320.0
2015-05-06,41150,44750,41150,44750,110,76716.0,1714320.0
2015-05-07,41150,41150,41150,41150,10,70544.0,1714320.0
2015-05-08,41150,41150,41150,41150,100,70544.0,1714320.0
2015-05-11,40000,41400,40000,41400,23,70973.0,1714320.0
2015-05-12,44900,44900,44900,44900,1,76973.0,1714320.0
2015-05-13,44950,45000,44950,45000,20,77144.0,1714320.0
2015-05-14,42750,42750,40850,40850,50,70030.0,1714320.0
2015-05-15,44950,44950,41000,41000,2859,70287.0,1714320.0
2015-05-18,44950,44950,44950,44950,1,77059.0,1714320.0
2015-05-19,44950,45850,44950,45850,109,78602.0,1714320.0
2015-05-20,52700,52700,45000,45000,101,77144.0,1714320.0
2015-05-21,49000,49000,49000,49000,1,84002.0,1714320.0
2015-05-22,49950,49950,48000,48000,3426,82287.0,1714320.0
2015-05-26,48000,48000,48000,48000,695,82287.0,1714320.0
2015-05-27,48000,48000,48000,48000,0,82287.0,1714320.0
2015-05-28,48000,48000,48000,48000,5,82287.0,1714320.0
2015-05-29,48000,48000,48000,48000,0,,
2015-06-01,48000,48000,48000,48000,0,,
2015-06-02,55200,55200,49000,49000,220,84002.0,1714320.0
2015-06-03,49000,49000,49000,49000,1510,84002.0,1714320.0
2015-06-04,49000,49000,49000,49000,0,84002.0,1714320.0
2015-06-05,49000,49000,49000,49000,0,,
2015-06-08,49000,49000,49000,49000,0,,
2015-06-09,49100,49100,49100,49100,308,84173.0,1714320.0
2015-06-10,49100,49100,49000,49000,593,84002.0,1714320.0
2015-06-11,49000,49000,49000,49000,0,,
2015-06-12,49000,49000,49000,49000,1200,84002.0,1714320.0
2015-06-15,49000,49000,49000,49000,0,,
2015-06-16,48000,48000,48000,48000,0,82287.0,1714320.0
2015-06-17,47000,47000,45000,45000,120,77144.0,1714320.0
2015-06-18,45000,45000,45000,45000,0,77144.0,1714320.0
2015-06-19,50000,50000,50000,50000,420,85716.0,1714320.0
2015-06-22,45000,49950,45000,49950,2,85630.0,1714320.0
2015-06-23,49950,49950,49950,49950,1,85630.0,1714320.0
2015-06-24,51000,51000,51000,51000,100,87430.0,1714320.0
2015-06-25,50000,50000,50000,50000,800,85716.0,1714320.0
2015-06-26,50000,50000,49900,50000,1400,85716.0,1714320.0
2015-06-29,50000,52000,50000,50500,4010,86573.0,1714320.0
2015-06-30,50500,52000,50500,52000,600,89145.0,1714320.0
2015-07-01,44800,54900,44800,53900,120,92402.0,1714320.0
2015-07-02,53900,53900,53900,53900,100,92402.0,1714320.0
2015-07-03,54000,61900,54000,61900,361,106116.0,1714320.0
2015-07-06,63000,63000,60000,62500,486,107145.0,1714320.0
2015-07-07,60000,62600,59000,62400,660,106974.0,1714320.0
2015-07-08,61000,61000,61000,61000,0,104574.0,1714320.0
2015-07-09,59000,59000,59000,59000,50,101145.0,1714320.0
2015-07-10,58500,58500,58000,58000,200,99431.0,1714320.0
2015-07-13,57100,57100,56000,57100,519,97888.0,1714320.0
2015-07-14,62300,62300,62300,62300,15,106802.0,1714320.0
2015-07-15,62300,62300,62300,62300,0,106802.0,1714320.0
2015-07-16,62400,62400,62400,62400,15,106974.0,1714320.0
2015-07-17,62400,63000,58000,63000,616,108002.0,1714320.0
2015-07-20,63000,64000,63000,64000,807,109716.0,1714320.0
2015-07-21,65000,72800,65000,72800,436,124802.0,1714320.0
2015-07-22,73000,77900,72900,77900,1570,133546.0,1714320.0
2015-07-23,66300,89500,66300,83000,63,142289.0,1714320.0
2015-07-24,95400,95400,80000,93000,73,159432.0,1714320.0
2015-07-27,92900,93100,92900,93100,211,159603.0,1714320.0
2015-07-28,99000,99000,80000,94000,55,161146.0,1714320.0
2015-07-29,98000,98000,98000,98000,50,168003.0,1714320.0
2015-07-30,97000,97500,96000,97500,340,167146.0,1714320.0
2015-07-31,97500,97500,97500,97500,15,167146.0,1714320.0
2015-08-03,95000,95000,95000,95000,0,162860.0,1714320.0
2015-08-04,97500,97500,97500,97500,2,167146.0,1714320.0
2015-08-05,97400,97400,88000,96000,93,164575.0,1714320.0
2015-08-06,89900,91800,89900,91800,181,157375.0,1714320.0
2015-08-07,87100,91800,87100,91800,61,157375.0,1714320.0
2015-08-10,92700,92700,80600,92700,151,158917.0,1714320.0
2015-08-11,92700,92700,92700,92700,10,158917.0,1714320.0
2015-08-12,88000,92700,88000,91700,215,157203.0,1714320.0
2015-08-13,91500,91500,83600,90000,232,154289.0,1714320.0
2015-08-17,87000,88800,87000,88800,99,152232.0,1714320.0
2015-08-18,88000,88000,83000,83000,301,142289.0,1714320.0
2015-08-19,83000,83000,78000,80900,95,138688.0,1714320.0
2015-08-20,79900,79900,79900,79900,20,136974.0,1714320.0
2015-08-21,75500,80300,72500,80300,184,137660.0,1714320.0
2015-08-24,70200,79600,70200,79600,200,136460.0,1714320.0
2015-08-25,76900,76900,72000,72000,23,123431.0,1714320.0
2015-08-26,70200,75000,70200,75000,105,128574.0,1714320.0
2015-08-27,77900,77900,75000,75000,11,128574.0,1714320.0
2015-08-28,70400,75400,70400,75400,167,129260.0,1714320.0
2015-08-31,74100,74100,74100,74100,0,127031.0,1714320.0
2015-09-01,74100,74100,74100,74100,5,127031.0,1714320.0
2015-09-02,85200,85200,85200,85200,10,146060.0,1714320.0
2015-09-03,83400,83400,83400,83400,0,142974.0,1714320.0
2015-09-04,82000,82000,70900,77900,127,133546.0,1714320.0
2015-09-07,70200,77400,70000,76900,170,131831.0,1714320.0
2015-09-08,80000,80000,70000,78400,65,134403.0,1714320.0
2015-09-09,74100,74100,74100,74100,0,127031.0,1714320.0
2015-09-10,70000,74100,70000,74100,27,127031.0,1714320.0
2015-09-11,70000,74700,70000,74700,13,128060.0,1714320.0
2015-09-14,70000,73000,70000,73000,15,125145.0,1714320.0
2015-09-15,65800,72700,65800,72700,115,124631.0,1714320.0
2015-09-16,77500,77500,77500,77500,5,132860.0,1714320.0
2015-09-17,80000,80000,80000,80000,5,137146.0,1714320.0
2015-09-18,68000,73000,68000,73000,40,125145.0,1714320.0
2015-09-21,65500,75900,65500,75900,103,130117.0,1714320.0
2015-09-22,75900,75900,75000,75000,11,128574.0,1714320.0
2015-09-23,84800,84800,84800,84800,10,145374.0,1714320.0
2015-09-24,84600,84600,84600,84600,1,145031.0,1714320.0
2015-09-25,72000,87000,72000,82500,107,141431.0,1714320.0
2015-09-30,70200,79000,70200,79000,21,135431.0,1714320.0
2015-10-01,78900,78900,67200,77600,373,133031.0,1714320.0
2015-10-02,76900,76900,76900,76900,1,131831.0,1714320.0
2015-10-05,69100,75000,69100,75000,52,128574.0,1714320.0
2015-10-06,79400,79400,79400,79400,1,136117.0,1714320.0
2015-10-07,78800,78800,67500,78000,41,133717.0,1714320.0
2015-10-08,81900,81900,81900,81900,1,140403.0,1714320.0
2015-10-12,82000,82000,82000,82000,1,140574.0,1714320.0
2015-10-13,69700,77700,69700,77700,13,133203.0,1714320.0
2015-10-14,79400,79400,66100,70000,3,120002.0,1714320.0
2015-10-15,70000,70000,70000,70000,1,120002.0,1714320.0
2015-10-16,80500,80500,80500,80500,10,138003.0,1714320.0
2015-10-19,81000,81000,81000,81000,1,138860.0,1714320.0
2015-10-20,79000,79000,79000,79000,1,135431.0,1714320.0
2015-10-21,81000,81000,81000,81000,20,138860.0,1714320.0
2015-10-22,68900,78900,68900,78900,21,135260.0,1714320.0
2015-10-23,77900,77900,77900,77900,1,133546.0,1714320.0
2015-10-26,79900,79900,79900,79900,1,136974.0,1714320.0
2015-10-27,79000,79000,79000,79000,1,135431.0,1714320.0
2015-10-28,82000,82000,82000,82000,1,140574.0,1714320.0
2015-10-29,81900,81900,81900,81900,1,140403.0,1714320.0
2015-10-30,71400,85000,71400,85000,22,145717.0,1714320.0
2015-11-02,86300,86300,86300,86300,1,147946.0,1714320.0
2015-11-03,86000,86000,86000,86000,1,147432.0,1714320.0
2015-11-04,85000,85000,85000,85000,1,145717.0,1714320.0
2015-11-05,72300,74900,72300,74900,53,128403.0,1714320.0
2015-11-06,79900,80000,79900,80000,20,137146.0,1714320.0
2015-11-09,80000,80000,70500,77900,13,133546.0,1714320.0
2015-11-10,78900,78900,66400,75400,28,129260.0,1714320.0
2015-11-11,74900,74900,64100,68700,720,117774.0,1714320.0
2015-11-12,68500,68500,67000,67000,148,114859.0,1714320.0
2015-11-13,67000,67000,67000,67000,4,114859.0,1714320.0
2015-11-16,67000,67000,60000,66900,26,114688.0,1714320.0
2015-11-17,58000,64400,57000,63700,334,109202.0,1714320.0
2015-11-18,63700,63700,63700,63700,1,109202.0,1714320.0
2015-11-19,63600,63600,63600,63600,1,109031.0,1714320.0
2015-11-20,5481,5748,4833,4853,306531,75316.0,2074820.0
2015-11-23,4913,4913,4492,4506,86546,69921.0,2074820.0
2015-11-24,4505,4592,4378,4425,38427,68677.0,2074820.0
2015-11-25,4425,4552,4391,4479,23516,69506.0,2074820.0
2015-11-26,4578,4726,4525,4653,44135,72204.0,2074820.0
2015-11-27,4679,4719,4558,4559,21081,70751.0,2074820.0
2015-11-30,4552,4552,4385,4479,19900,69506.0,2074820.0
2015-12-01,4445,4492,4398,4405,12197,68365.0,2074820.0
2015-12-02,4418,4438,4311,4372,23432,67847.0,2074820.0
2015-12-03,4358,4358,4151,4151,17818,64423.0,2074820.0
2015-12-04,4171,4385,4171,4359,30057,67639.0,2074820.0
2015-12-07,4398,4445,4278,4292,12428,66602.0,2074820.0
2015-12-08,4224,4238,4017,4018,24204,62348.0,2074820.0
2015-12-09,4024,4050,3883,3931,23587,61000.0,2074820.0
2015-12-10,3984,3984,3877,3944,15533,61207.0,2074820.0
2015-12-11,4030,4030,3930,3957,10681,61415.0,2074820.0
2015-12-14,3970,3970,3870,3911,6140,60688.0,2074820.0
2015-12-15,3977,3997,3877,3891,11123,60377.0,2074820.0
2015-12-16,3904,3970,3870,3891,7416,60377.0,2074820.0
2015-12-17,3964,3964,3836,3837,8298,59547.0,2074820.0
2015-12-18,3836,3930,3823,3904,4442,60585.0,2074820.0
2015-12-21,3836,3944,3743,3904,22437,60585.0,2074820.0
2015-12-22,3904,3930,3823,3931,10297,61000.0,2074820.0
2015-12-23,3917,3984,3890,3957,8645,61415.0,2074820.0
2015-12-24,3990,4064,3937,4011,14763,62245.0,2074820.0
2015-12-28,4010,4044,3917,4011,8941,62245.0,2074820.0
2015-12-29,3984,4091,3964,4024,6716,62452.0,2074820.0
2015-12-30,4077,4117,4017,4118,7667,63904.0,2074820.0
2016-01-04,4144,4144,4004,4011,13838,62245.0,2074820.0
2016-01-05,3984,4378,3964,4258,27806,66083.0,2074820.0
2016-01-06,4278,4639,4265,4512,88366,70025.0,2074820.0
2016-01-07,4505,4692,4331,4425,31734,68677.0,2074820.0
2016-01-08,4305,4558,4278,4506,23466,69921.0,2074820.0
2016-01-11,4505,4585,4345,4432,33423,68780.0,2074820.0
2016-01-12,4505,4505,4285,4372,10330,67847.0,2074820.0
2016-01-13,4391,4398,4238,4265,10584,66187.0,2074820.0
2016-01-14,4111,4251,4077,4145,9641,64319.0,2074820.0
2016-01-15,4197,4318,4151,4278,8157,66394.0,2074820.0
2016-01-18,4278,4278,4104,4205,8875,65552.0,2084320.0
2016-01-19,4204,4238,4117,4238,13040,66073.0,2084320.0
2016-01-20,4224,4452,4070,4265,31586,66490.0,2084320.0
2016-01-21,4325,4385,4157,4272,15850,66594.0,2084320.0
2016-01-22,4338,4371,4191,4265,4056,66490.0,2084320.0
2016-01-25,4305,4305,4191,4252,3472,66281.0,2084320.0
2016-01-26,4271,4271,4024,4024,23638,62738.0,2084320.0
2016-01-27,4057,4077,3957,3991,18802,62217.0,2084320.0
2016-01-28,3990,4077,3957,3977,3542,62009.0,2084320.0
2016-01-29,4004,4004,3937,3944,3040,61487.0,2084320.0
2016-02-01,3977,4371,3977,4085,19032,63676.0,2084320.0
2016-02-02,4144,4217,4064,4125,8175,64301.0,2084320.0
2016-02-03,4124,4124,3977,3991,7879,62217.0,2084320.0
2016-02-04,4050,4070,3977,3991,5001,62217.0,2084320.0
2016-02-05,3990,4070,3977,4031,4519,62842.0,2084320.0
2016-02-11,3950,3970,3810,3824,6020,59612.0,2084320.0
2016-02-12,3823,3937,3476,3556,11836,55443.0,2084320.0
2016-02-15,3716,3716,3502,3503,5383,54609.0,2084320.0
2016-02-16,3502,3703,3502,3576,8627,55756.0,2084320.0
2016-02-17,3576,3663,3502,3556,3646,55443.0,2084320.0
2016-02-18,3603,3663,3583,3590,4568,55964.0,2084320.0
2016-02-19,3596,3609,3542,3550,2274,55339.0,2084320.0
2016-02-22,3549,3549,3476,3483,11703,54297.0,2084320.0
2016-02-23,3516,3589,3395,3396,11267,52942.0,2084320.0
2016-02-24,3442,3442,3295,3316,10073,51691.0,2084320.0
2016-02-25,3342,3375,3275,3303,7363,51483.0,2084320.0
2016-02-26,3282,3435,3282,3416,4066,53254.0,2084320.0
2016-02-29,3455,3455,3355,3436,2301,53567.0,2084320.0
2016-03-02,3435,3509,3409,3496,6595,54505.0,2084320.0
2016-03-03,3496,3496,3409,3483,8617,54297.0,2084320.0
2016-03-04,3429,3455,3362,3423,5479,53359.0,2084320.0
2016-03-07,3462,3536,3422,3483,7511,54297.0,2084320.0
2016-03-08,3522,3522,3422,3449,9910,53775.0,2084320.0
2016-03-09,3469,3469,3382,3396,6949,52942.0,2084320.0
2016-03-10,3402,3469,3395,3470,4912,54088.0,2084320.0
2016-03-11,3469,3990,3415,3817,83623,59507.0,2084320.0
2016-03-14,3897,3944,3723,3744,29781,58361.0,2084320.0
2016-03-15,3750,3950,3743,3750,42052,58465.0,2084320.0
2016-03-16,3689,3890,3689,3797,19327,59195.0,2084320.0
2016-03-17,3803,3984,3763,3824,38198,59612.0,2084320.0
2016-03-18,3870,4117,3796,3924,77895,61175.0,2084320.0
2016-03-21,4004,4151,3964,4058,36793,63259.0,2084320.0
2016-03-22,4144,4144,4004,4058,20495,63259.0,2084320.0
2016-03-23,4084,4084,3904,3904,15724,60862.0,2084320.0
2016-03-24,3890,3964,3870,3924,10128,61175.0,2084320.0
2016-03-25,3944,4064,3877,3984,15008,62113.0,2084320.0
2016-03-28,3984,4050,3924,3971,8487,61904.0,2084320.0
2016-03-29,4004,4117,3950,4118,14636,64197.0,2084320.0
2016-03-30,4171,4171,4044,4105,18025,63989.0,2084320.0
2016-03-31,4111,4131,3997,4024,11402,62738.0,2084320.0
2016-04-01,4010,4164,3984,4138,19427,64510.0,2084320.0
2016-04-04,4224,4492,4137,4278,104185,66698.0,2084320.0
2016-04-05,4291,4365,4217,4278,30877,66698.0,2084320.0
2016-04-06,4278,4465,4224,4412,51407,68783.0,2084320.0
2016-04-07,4452,4552,4398,4526,55347,70554.0,2084320.0
2016-04-08,4538,5608,4478,5081,326668,79204.0,2084320.0
2016-04-11,5133,5414,5047,5248,138717,81810.0,2084320.0
2016-04-12,5247,5354,5013,5235,69932,81601.0,2084320.0
2016-04-14,5334,5334,5053,5081,41321,79204.0,2084320.0
2016-04-15,5013,5027,4672,4673,71623,72847.0,2084320.0
2016-04-18,4686,4819,4492,4666,34449,72743.0,2084320.0
2016-04-19,4766,4766,4612,4679,17378,72951.0,2084320.0
2016-04-20,4719,4739,4512,4579,32273,71388.0,2084320.0
2016-04-21,4558,4639,4512,4626,26720,72117.0,2084320.0
2016-04-22,4578,4719,4578,4679,18661,72951.0,2084320.0
2016-04-25,4679,4786,4666,4706,28291,73368.0,2084320.0
2016-04-26,4732,4919,4692,4827,48451,75244.0,2084320.0
2016-04-27,4786,5020,4752,4760,34867,74202.0,2084320.0
2016-04-28,4946,4986,4585,4673,52546,72847.0,2084320.0
2016-04-29,4612,4679,4278,4439,69483,69199.0,2084320.0
2016-05-02,4438,4485,4184,4252,32869,66281.0,2084320.0
2016-05-03,4251,4298,4144,4298,17830,67011.0,2084320.0
2016-05-04,4265,4265,4144,4205,9922,65552.0,2084320.0
2016-05-09,4204,4231,4144,4145,9682,64614.0,2084320.0
2016-05-10,4197,4311,4157,4278,11652,66698.0,2084320.0
2016-05-11,4338,4338,4197,4238,9046,66073.0,2084320.0
2016-05-12,4278,4385,4238,4278,7113,66698.0,2084320.0
2016-05-13,4305,4325,4224,4232,8655,65969.0,2084320.0
2016-05-16,4238,4271,4037,4065,39298,63363.0,2084320.0
2016-05-17,4070,4077,3910,3931,31688,61279.0,2084320.0
2016-05-18,3897,3944,3810,3851,15841,60028.0,2084320.0
2016-05-19,3816,3897,3810,3851,16327,60028.0,2084320.0
2016-05-20,3810,3977,3810,3957,6136,61696.0,2084320.0
2016-05-23,3964,4057,3950,3984,8120,62113.0,2084320.0
2016-05-24,4010,4010,3830,3904,14170,60862.0,2084320.0
2016-05-25,3944,4010,3850,3964,12973,61800.0,2084320.0
2016-05-26,3997,3997,3850,3884,6205,60549.0,2084320.0
2016-05-27,3950,3950,3750,3851,9282,60028.0,2084320.0
2016-05-30,3796,3904,3696,3884,10558,60549.0,2084320.0
2016-05-31,3924,3937,3816,3917,4079,61071.0,2084320.0
2016-06-01,3917,3977,3870,3971,6699,61904.0,2084320.0
2016-06-02,3970,4144,3970,4131,20531,64405.0,2084320.0
2016-06-03,4151,4224,4091,4225,13871,65865.0,2084320.0
2016-06-07,4291,4331,4217,4272,15314,66594.0,2084320.0
2016-06-08,4244,4318,4211,4312,9721,67219.0,2084320.0
2016-06-09,4311,4325,4217,4265,19174,66490.0,2084320.0
2016-06-10,4265,4298,4184,4292,7899,66907.0,2084320.0
2016-06-13,4291,4291,4211,4212,3836,65656.0,2084320.0
2016-06-14,4211,4211,4057,4145,9533,64614.0,2084320.0
2016-06-15,4184,4184,4010,4071,5539,63468.0,2084320.0
2016-06-16,4070,4104,3863,3998,7443,62321.0,2084320.0
2016-06-17,3944,4010,3857,3871,9552,60341.0,2084320.0
2016-06-20,3810,3957,3810,3957,6163,61696.0,2084320.0
2016-06-21,3957,4010,3917,3984,3155,62113.0,2084320.0
2016-06-22,3984,3984,3877,3924,8371,61175.0,2084320.0
2016-06-23,3877,3917,3743,3810,7984,59403.0,2084320.0
2016-06-24,3904,3904,3429,3543,30615,55234.0,2084320.0
2016-06-27,3589,3643,3409,3576,7139,55756.0,2084320.0
2016-06-28,3603,3930,3476,3710,30965,57840.0,2084320.0
2016-06-29,3723,3803,3689,3744,7712,58361.0,2084320.0
2016-06-30,3743,3843,3669,3737,6550,58257.0,2084320.0
2016-07-01,3736,4091,3716,3998,24500,62321.0,2084320.0
2016-07-04,4050,4050,3897,3917,7567,61071.0,2084320.0
2016-07-05,3917,3957,3850,3877,6079,60445.0,2084320.0
2016-07-06,3917,3917,3723,3797,13294,59195.0,2084320.0
2016-07-07,3810,3924,3810,3917,10872,61071.0,2084320.0
2016-07-08,3917,3944,3890,3917,4427,61393.0,2095320.0
2016-07-11,3917,3990,3917,3991,9674,62545.0,2095320.0
2016-07-12,4004,4030,3917,3971,6146,62231.0,2095320.0
2016-07-13,3984,4024,3917,3977,5852,62336.0,2095320.0
2016-07-14,3984,3990,3937,3977,4356,62336.0,2095320.0
2016-07-15,3977,3984,3863,3877,9417,60764.0,2095320.0
2016-07-18,3917,3930,3850,3877,5358,60764.0,2095320.0
2016-07-19,3897,3897,3836,3877,4786,60764.0,2095320.0
2016-07-20,3877,3910,3836,3884,5684,60869.0,2095320.0
2016-07-21,3890,3917,3776,3884,4830,60869.0,2095320.0
2016-07-22,3877,3890,3823,3857,4327,60450.0,2095320.0
2016-07-25,3870,3904,3823,3884,4667,60869.0,2095320.0
2016-07-26,3857,4050,3857,3951,8615,61917.0,2095320.0
2016-07-27,3984,3984,3897,3904,2319,61183.0,2095320.0
2016-07-28,3917,3950,3850,3917,3696,61393.0,2095320.0
2016-07-29,3877,4017,3877,3924,9827,61498.0,2095320.0
2016-08-01,3897,3970,3857,3864,10378,60555.0,2095320.0
2016-08-02,3883,4077,3877,3937,20967,61707.0,2095320.0
2016-08-03,3944,4010,3924,3937,25833,61707.0,2095320.0
2016-08-04,3937,3984,3930,3944,19941,61812.0,2095320.0
2016-08-05,3950,4585,3950,4258,261685,66736.0,2095320.0
2016-08-08,4411,4552,4345,4399,90648,68936.0,2095320.0
2016-08-09,4425,4545,4238,4278,47924,67050.0,2095320.0
2016-08-10,4298,4325,4137,4278,42842,67050.0,2095320.0
2016-08-11,4258,4391,4191,4285,21666,67155.0,2095320.0
2016-08-12,4365,4365,4144,4238,28130,66422.0,2095320.0
2016-08-16,4238,4238,4084,4118,25022,64536.0,2095320.0
2016-08-17,4091,4097,3957,4031,23356,63174.0,2095320.0
2016-08-18,4030,4117,3984,4078,9815,63907.0,2095320.0
2016-08-19,4117,4117,4010,4051,12770,63488.0,2095320.0
2016-08-22,4024,4037,3850,3951,14644,61917.0,2095320.0
2016-08-23,3990,4050,3950,3977,11645,62336.0,2095320.0
2016-08-24,4037,4037,3930,3971,7501,62231.0,2095320.0
2016-08-25,3924,4298,3910,4004,45600,62755.0,2095320.0
2016-08-26,4124,4191,3957,4011,18410,62860.0,2095320.0
2016-08-29,3990,4024,3910,3911,13367,61288.0,2095320.0
2016-08-30,3917,4004,3836,3871,13180,60660.0,2095320.0
2016-08-31,3870,3890,3716,3757,14310,58878.0,2095320.0
2016-09-01,3796,3944,3676,3917,12106,61393.0,2095320.0
2016-09-02,3857,3997,3850,3998,5902,62650.0,2095320.0
2016-09-05,4057,4057,3917,3971,4791,62231.0,2095320.0
2016-09-06,3910,4010,3910,3951,5889,61917.0,2095320.0
2016-09-07,3944,3964,3843,3884,8290,60869.0,2095320.0
2016-09-08,3897,3944,3676,3837,11247,60136.0,2095320.0
2016-09-09,3810,3857,3730,3824,4088,59926.0,2095320.0
2016-09-12,3703,3857,3676,3730,8731,58459.0,2095320.0
