휴온스글로벌(084110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-03-29,8415,8706,8382,8610,279570,91438.0,6875001.0
2007-03-30,8640,9384,8478,9064,668824,96250.0,6875001.0
2007-04-02,9060,9287,8866,9224,512506,97969.0,6875001.0
2007-04-03,9222,9319,8962,9224,419803,97969.0,6875001.0
2007-04-04,9255,9384,8996,9127,460642,96938.0,6875001.0
2007-04-05,9190,9223,8737,8803,414707,93500.0,6875001.0
2007-04-06,8932,9416,8833,9418,941765,100031.0,6875001.0
2007-04-09,9515,9547,9288,9386,355440,99688.0,6875001.0
2007-04-10,9612,10065,9320,9580,789629,101750.0,6875001.0
2007-04-11,9643,10001,9450,10002,453116,106219.0,6875001.0
2007-04-12,10129,10518,10001,10002,781345,106219.0,6875001.0
2007-04-13,10098,10226,9807,10002,283666,106219.0,6875001.0
2007-04-16,10161,10517,9934,10163,644242,107938.0,6875001.0
2007-04-17,10354,10386,9707,9743,357314,103469.0,6875001.0
2007-04-18,9806,10680,9774,10585,900980,112406.0,6875001.0
2007-04-19,10807,10904,10452,10648,484931,113094.0,6875001.0
2007-04-20,10678,10904,10354,10648,553279,113094.0,6875001.0
2007-04-23,10711,10808,9903,10034,487395,106563.0,6875001.0
2007-04-24,9968,10389,9740,10002,468569,106219.0,6875001.0
2007-04-25,10226,10226,9676,9711,296979,103125.0,6875001.0
2007-04-26,9709,9806,9288,9290,326942,98656.0,6875001.0
2007-04-27,9418,9678,9320,9483,179840,100719.0,6875001.0
2007-04-30,9320,9580,9126,9127,134743,96938.0,6875001.0
2007-05-02,9320,9677,9256,9614,120217,102094.0,6875001.0
2007-05-03,9869,10031,9642,9839,122274,104500.0,6875001.0
2007-05-04,9836,9934,9579,9870,98533,104844.0,6875001.0
2007-05-07,9966,9966,9609,9839,126342,104500.0,6875001.0
2007-05-08,9836,9836,9319,9451,134298,100375.0,6875001.0
2007-05-09,9384,9579,9255,9321,128739,99000.0,6875001.0
2007-05-10,9352,9484,9062,9192,177282,97625.0,6875001.0
2007-05-11,9029,9029,8671,8901,225937,94531.0,6875001.0
2007-05-14,9029,9060,8802,8836,81589,93844.0,6875001.0
2007-05-15,8866,9191,8769,8932,93332,94875.0,6875001.0
2007-05-16,8931,9125,8899,8965,61519,95219.0,6875001.0
2007-05-17,9060,9190,8962,8965,81941,95219.0,6875001.0
2007-05-18,8962,9028,8736,8965,89105,95219.0,6875001.0
2007-05-21,8866,9191,8834,9064,83625,96250.0,6875001.0
2007-05-22,9094,9191,8900,8932,118318,94875.0,6875001.0
2007-05-23,8900,9127,8738,8998,97451,95563.0,6875001.0
2007-05-25,8997,9581,8867,9580,240492,101750.0,6875001.0
2007-05-28,9676,10097,9483,10034,340251,106563.0,6875001.0
2007-05-29,10291,10421,9967,10034,342488,106563.0,6875001.0
2007-05-30,10161,10581,10063,10421,301137,110688.0,6875001.0
2007-05-31,10420,10452,10063,10293,161915,109313.0,6875001.0
2007-06-01,10193,10517,9642,9677,210712,102781.0,6875001.0
2007-06-04,9709,10875,9514,10260,1119988,108969.0,6875001.0
2007-06-05,10258,10290,9708,9870,302177,104844.0,6875001.0
2007-06-07,9709,10680,9677,10585,392764,112406.0,6875001.0
2007-06-08,10387,11713,10160,10810,748222,114813.0,6875001.0
2007-06-11,11197,11521,10744,10778,493146,114469.0,6875001.0
2007-06-12,10809,11004,10552,10973,198701,116531.0,6875001.0
2007-06-13,10745,10972,10357,10358,173762,110000.0,6875001.0
2007-06-14,10550,10678,10354,10421,156956,110688.0,6875001.0
2007-06-15,10451,11195,10160,10713,337937,113781.0,6875001.0
2007-06-18,11423,12297,11326,12300,1193105,130625.0,6875001.0
2007-06-19,12621,12621,11942,12169,688437,129250.0,6875001.0
2007-06-20,12394,12588,10743,11263,507072,119625.0,6875001.0
2007-06-21,11004,11489,10874,11458,335324,121688.0,6875001.0
2007-06-22,11715,11909,11164,11426,228456,121344.0,6875001.0
2007-06-25,11424,12102,11295,11879,343987,126156.0,6875001.0
2007-06-26,11845,12102,11262,11976,218977,127188.0,6875001.0
2007-06-27,12168,12362,11682,11683,302961,124094.0,6875001.0
2007-06-28,11973,12167,11648,11716,117011,124438.0,6875001.0
2007-06-29,11972,12425,11908,12105,264689,128563.0,6875001.0
2007-07-02,12266,12589,12072,12364,200096,131313.0,6875001.0
2007-07-03,12427,12491,11973,12397,249664,131656.0,6875001.0
2007-07-04,12687,12751,12169,12169,205144,129250.0,6875001.0
2007-07-05,12200,12298,11909,11976,183631,127188.0,6875001.0
2007-07-06,11941,12944,11779,12882,402462,136813.0,6875001.0
2007-07-09,13335,13530,12655,12818,204044,136125.0,6875001.0
2007-07-10,12881,13399,12558,12720,165552,135094.0,6875001.0
2007-07-11,12719,13011,12558,12720,118011,135094.0,6875001.0
2007-07-12,12912,13397,12620,13075,357605,138875.0,6875001.0
2007-07-13,13268,13883,12977,13432,399874,142656.0,6875001.0
2007-07-16,13398,13463,12688,13141,158276,139563.0,6875001.0
2007-07-18,13592,13721,12944,12946,166981,137500.0,6875001.0
2007-07-19,12719,13140,12687,12849,133980,136469.0,6875001.0
2007-07-20,12945,13073,12783,12785,118122,135781.0,6875001.0
2007-07-23,12719,12719,12297,12397,184960,131656.0,6875001.0
2007-07-24,12364,12558,11813,11943,176378,126844.0,6875001.0
2007-07-25,11714,12523,11584,12203,195072,129594.0,6875001.0
2007-07-26,12297,12460,11779,11781,114881,125125.0,6875001.0
2007-07-27,11714,11714,10938,10939,167370,116188.0,6875001.0
2007-07-30,10873,11746,10873,11489,126002,122031.0,6875001.0
2007-07-31,11489,11845,11489,11652,80044,123750.0,6875001.0
2007-08-01,11392,11844,11131,11263,80759,119625.0,6875001.0
2007-08-02,11425,11683,10744,10973,98626,116531.0,6875001.0
2007-08-03,11164,11552,11130,11523,78660,122375.0,6875001.0
2007-08-06,11229,11423,11131,11328,44200,120313.0,6875001.0
2007-08-07,11455,11648,11326,11523,64716,122375.0,6875001.0
2007-08-08,11649,11746,11392,11489,107930,122031.0,6875001.0
2007-08-09,11649,11715,11295,11393,77525,121000.0,6875001.0
2007-08-10,11068,11100,10615,10682,121084,113438.0,6875001.0
2007-08-13,10710,10776,10290,10421,74504,110688.0,6875001.0
2007-08-14,10550,10743,10128,10293,55807,109313.0,6875001.0
2007-08-16,9383,9642,8767,8772,152505,93156.0,6875001.0
2007-08-17,8899,9126,8090,8092,219554,85938.0,6875001.0
2007-08-20,8576,9158,8479,8998,186451,95563.0,6875001.0
2007-08-21,9484,9904,9385,9614,148148,102094.0,6875001.0
2007-08-22,9514,9837,9514,9614,106805,102094.0,6875001.0
2007-08-23,9903,10874,9836,10487,341864,111375.0,6875001.0
2007-08-24,10195,10324,9904,10002,113731,106219.0,6875001.0
2007-08-27,10226,10357,9904,10002,84354,106219.0,6875001.0
2007-08-28,9806,9967,9610,9937,48084,105531.0,6875001.0
2007-08-29,9415,9835,9415,9743,73163,103469.0,6875001.0
2007-08-30,10096,10388,9934,10293,76517,109313.0,6875001.0
2007-08-31,10454,10454,10163,10358,57629,110000.0,6875001.0
2007-09-03,10551,10582,10226,10260,80149,108969.0,6875001.0
2007-09-04,10356,10453,10129,10260,63721,108969.0,6875001.0
2007-09-05,10420,10485,10128,10163,76931,107938.0,6875001.0
2007-09-06,10031,10161,9384,10163,40511,107938.0,6875001.0
2007-09-07,10097,10356,10097,10098,61577,107250.0,6875001.0
2007-09-10,9967,10032,9709,9969,37481,105875.0,6875001.0
2007-09-11,10097,10679,9935,10487,160077,111375.0,6875001.0
2007-09-12,10777,10777,10226,10260,69466,108969.0,6875001.0
2007-09-13,10260,10486,10098,10455,57340,111031.0,6875001.0
2007-09-14,10550,10710,10420,10519,76850,111719.0,6875001.0
2007-09-17,10647,11261,10615,11263,153817,119625.0,6875001.0
2007-09-18,11260,11422,10969,11134,76081,118250.0,6875001.0
2007-09-19,11456,11456,10971,11005,90762,116875.0,6875001.0
2007-09-20,11002,11326,10873,11037,61722,117219.0,6875001.0
2007-09-21,11068,11131,10971,11005,62327,116875.0,6875001.0
2007-09-27,11196,11391,11002,11037,59349,117219.0,6875001.0
2007-09-28,10969,11129,10741,10745,66186,114125.0,6875001.0
2007-10-01,10776,10971,10776,10908,51883,115844.0,6875001.0
2007-10-02,11068,11392,10939,11005,95940,116875.0,6875001.0
2007-10-04,11130,11326,10873,11037,55575,117219.0,6875001.0
2007-10-05,10970,11130,10614,10648,62394,113094.0,6875001.0
2007-10-08,10648,10679,10097,10260,143629,108969.0,6875001.0
2007-10-09,10258,10258,10031,10163,51912,107938.0,6875001.0
2007-10-10,10323,10323,9967,10195,51026,108281.0,6875001.0
2007-10-11,10226,10226,9806,9806,77216,104156.0,6875001.0
2007-10-12,9612,9837,9385,9516,80663,101063.0,6875001.0
2007-10-15,9642,9902,9642,9839,44663,104500.0,6875001.0
2007-10-16,9740,9740,9061,9095,83473,96594.0,6875001.0
2007-10-17,9028,9221,8670,8772,63586,93156.0,6875001.0
2007-10-18,8738,9288,8738,9095,40098,96594.0,6875001.0
2007-10-19,8963,9222,8899,9160,25954,97281.0,6875001.0
2007-10-22,8478,8866,8478,8739,50797,92813.0,6875001.0
2007-10-23,8932,9223,8867,9192,30315,97625.0,6875001.0
2007-10-24,9483,9483,8866,8901,32086,94531.0,6875001.0
2007-10-25,9061,9094,8769,8932,21754,94875.0,6875001.0
2007-10-26,8931,8961,8670,8772,43446,93156.0,6875001.0
2007-10-29,8704,9028,8670,8772,63014,93156.0,6875001.0
2007-10-30,8640,9126,8640,9127,48324,96938.0,6875001.0
2007-10-31,9060,9126,8899,8901,36490,94531.0,6875001.0
2007-11-01,9125,9221,8316,8350,205890,88688.0,6875001.0
2007-11-02,7895,8090,7734,7833,102416,83188.0,6875001.0
2007-11-05,7895,8058,7734,7768,42750,82500.0,6875001.0
2007-11-06,7668,8090,7668,7898,44060,83875.0,6875001.0
2007-11-07,8090,8090,7798,8092,34777,85938.0,6875001.0
2007-11-08,7992,8187,7798,7833,41063,83188.0,6875001.0
2007-11-09,7992,8154,7864,8092,33707,85938.0,6875001.0
2007-11-12,7959,8187,7765,7898,42767,83875.0,6875001.0
2007-11-13,7959,7991,7765,7961,27844,84563.0,6875001.0
2007-11-14,8089,8413,8056,8285,65291,88000.0,6875001.0
2007-11-15,8353,8560,7974,8080,26425,80781.0,6875001.0
2007-11-16,8145,8145,7596,7702,38513,77000.0,6875001.0
2007-11-19,7768,7906,7699,7735,12655,77344.0,6875001.0
2007-11-20,7699,7802,7423,7564,30167,75625.0,6875001.0
2007-11-21,7560,7698,7114,7117,31569,71156.0,6875001.0
2007-11-22,6942,7286,6942,7219,35199,72188.0,6875001.0
2007-11-23,7082,7287,6818,6979,57425,69781.0,6875001.0
2007-11-26,6978,7251,6978,7081,33257,70813.0,6875001.0
2007-11-27,6833,7148,6812,7117,23689,71156.0,6875001.0
2007-11-28,7115,7149,6942,7048,27936,70469.0,6875001.0
2007-11-29,7219,7219,6943,7152,22975,71500.0,6875001.0
2007-11-30,7148,7561,7046,7564,40608,75625.0,6875001.0
2007-12-03,7560,7698,7390,7529,16470,75281.0,6875001.0
2007-12-04,7665,7768,7527,7735,20232,77344.0,6875001.0
2007-12-05,7664,7802,7561,7770,15943,77688.0,6875001.0
2007-12-06,7767,7869,7526,7598,17056,75969.0,6875001.0
2007-12-07,7560,7596,7217,7289,27287,72875.0,6875001.0
2007-12-10,7459,7459,7081,7322,42222,73219.0,6875001.0
2007-12-11,7286,7286,6942,7117,30065,71156.0,6875001.0
2007-12-12,7012,7046,6867,7048,40092,70469.0,6875001.0
2007-12-13,7081,7322,6978,7048,42499,70469.0,6875001.0
2007-12-14,7183,7250,6941,6945,22251,69438.0,6875001.0
2007-12-17,6942,7322,6813,6814,40902,68131.0,6875001.0
2007-12-18,6814,6979,6814,6979,17534,69781.0,6875001.0
2007-12-20,6978,7184,6978,7048,22080,70469.0,6875001.0
2007-12-21,7045,7045,6845,6945,35791,69438.0,6875001.0
2007-12-24,6942,7011,6825,6876,27225,68750.0,6875001.0
2007-12-26,6941,6941,6845,6848,16292,68475.0,6875001.0
2007-12-27,6943,6943,6758,6787,17468,67856.0,6875001.0
2007-12-28,6866,6866,6695,6698,18017,66963.0,6875001.0
2008-01-02,6689,6752,6537,6546,14559,65450.0,6875001.0
2008-01-03,6516,6598,6426,6532,14571,65313.0,6875001.0
2008-01-04,6600,6613,6434,6519,13229,65175.0,6875001.0
2008-01-07,6518,6531,6194,6195,31207,61944.0,6875001.0
2008-01-08,6185,6254,6123,6257,57063,62563.0,6875001.0
2008-01-09,6249,6792,6187,6684,60020,66825.0,6875001.0
2008-01-10,6580,6669,6531,6560,45187,82044.0,8600000.0
2008-01-11,6570,6660,6426,6429,38155,80410.0,8600000.0
2008-01-14,6426,6426,6309,6429,34880,80410.0,8600000.0
2008-01-15,6426,6558,6186,6360,31538,79550.0,8600000.0
2008-01-16,6185,6261,6061,6112,29466,76454.0,8600000.0
2008-01-17,6118,6345,6071,6182,53511,77314.0,8600000.0
2008-01-18,6165,6186,6015,6189,50776,77400.0,8600000.0
2008-01-21,6200,6517,6186,6360,80120,79550.0,8600000.0
2008-01-22,6255,6345,6021,6106,57113,76368.0,8600000.0
2008-01-23,6186,6392,6118,6189,45069,77400.0,8600000.0
2008-01-24,7114,7114,7114,7117,75764,89010.0,8600000.0
2008-01-25,8180,8180,7422,7426,715740,92880.0,8600000.0
2008-01-28,7286,7734,7115,7564,192190,94600.0,8600000.0
2008-01-29,7905,7973,7458,7702,164027,96320.0,8600000.0
2008-01-30,7767,7767,7010,7357,77840,92020.0,8600000.0
2008-01-31,7562,8215,7082,7152,566303,89440.0,8600000.0
2008-02-01,7423,7458,7080,7117,91455,89010.0,8600000.0
2008-02-04,7184,7391,7012,7048,136846,88150.0,8600000.0
2008-02-05,6978,7355,6942,7219,67154,90300.0,8600000.0
2008-02-11,7080,7354,7080,7117,63312,89010.0,8600000.0
2008-02-12,7252,7562,7046,7495,121620,93740.0,8600000.0
2008-02-13,7597,7907,7528,7632,153461,95460.0,8600000.0
2008-02-14,7734,7836,7527,7735,70323,96750.0,8600000.0
2008-02-15,7700,8147,7562,8080,144761,101050.0,8600000.0
2008-02-18,8317,8386,8043,8114,124113,101480.0,8600000.0
2008-02-19,8111,8627,8077,8595,187866,107500.0,8600000.0
2008-02-20,8524,8593,8215,8388,79697,104920.0,8600000.0
2008-02-21,8490,8662,8352,8458,56190,105780.0,8600000.0
2008-02-22,8318,8456,7974,8080,73745,101050.0,8600000.0
2008-02-25,8250,8352,7973,8251,68476,103200.0,8600000.0
2008-02-26,8250,8456,8181,8321,51991,104060.0,8600000.0
2008-02-27,8455,8490,8181,8183,42703,102340.0,8600000.0
2008-02-28,8112,8318,7974,8321,58894,104060.0,8600000.0
2008-02-29,8456,9110,8284,8321,332898,104060.0,8600000.0
2008-03-03,8147,8560,8045,8321,126333,104060.0,8600000.0
2008-03-04,8455,8663,8317,8595,127030,107500.0,8600000.0
2008-03-05,8627,8936,8592,8697,137859,108790.0,8600000.0
2008-03-06,8936,9075,8765,8871,124818,110940.0,8600000.0
2008-03-07,8937,9005,8730,8904,56294,111370.0,8600000.0
2008-03-10,8730,8800,8111,8424,96319,105350.0,8600000.0
2008-03-11,8387,8663,8146,8492,59178,106210.0,8600000.0
2008-03-12,8662,8695,8282,8285,73455,103630.0,8600000.0
2008-03-13,8249,8317,7664,7873,120882,98470.0,8600000.0
2008-03-14,7907,8008,7355,7667,67910,95890.0,8600000.0
2008-03-17,7493,7526,7045,7185,89805,89870.0,8600000.0
2008-03-18,7250,7422,7148,7357,68396,92020.0,8600000.0
2008-03-19,7390,7836,7252,7564,149612,94600.0,8600000.0
2008-03-20,7526,7869,7321,7598,49415,95030.0,8600000.0
2008-03-21,7834,7834,7560,7702,51968,96320.0,8600000.0
2008-03-24,7834,8454,7630,7702,304911,96320.0,8600000.0
2008-03-25,7733,7869,7596,7598,65728,95030.0,8600000.0
2008-03-26,7630,7767,7285,7357,82323,92020.0,8600000.0
2008-03-27,7287,7323,7115,7152,85370,89440.0,8600000.0
2008-03-28,7185,7323,7115,7152,112255,89440.0,8600000.0
2008-03-31,7184,7251,7046,7117,79191,89010.0,8600000.0
2008-04-01,7148,7354,7148,7185,92207,89870.0,8600000.0
2008-04-02,7286,7494,7012,7322,245080,91590.0,8600000.0
2008-04-03,7423,7423,7184,7219,84624,90300.0,8600000.0
2008-04-04,7148,7354,6193,6209,800031,77658.0,8600000.0
2008-04-07,6249,6496,5967,6471,476868,80926.0,8600000.0
2008-04-08,6475,6585,6406,6491,94390,81184.0,8600000.0
2008-04-10,6426,6543,6365,6436,51027,80496.0,8600000.0
2008-04-11,6447,6494,6391,6436,62960,80496.0,8600000.0
2008-04-14,6422,6442,6325,6327,48883,79120.0,8600000.0
2008-04-15,6386,6454,6330,6442,30368,80582.0,8600000.0
2008-04-16,6463,6586,6443,6560,49485,82044.0,8600000.0
2008-04-17,6565,6826,6565,6635,64462,82990.0,8600000.0
2008-04-18,6647,6737,6558,6587,34224,82388.0,8600000.0
2008-04-21,6612,6722,6599,6635,36273,82990.0,8600000.0
2008-04-22,6536,6797,6509,6800,66619,85054.0,8600000.0
2008-04-23,6736,7081,6736,7014,72923,87720.0,8600000.0
2008-04-24,7148,7148,6846,6876,54113,86000.0,8600000.0
2008-04-25,6907,7045,6838,6848,77606,85656.0,8600000.0
2008-04-28,6908,7011,6736,6746,66686,84366.0,8600000.0
2008-04-29,6813,7011,6742,6876,48271,86000.0,8600000.0
2008-04-30,6942,6977,6838,6876,47048,86000.0,8600000.0
2008-05-02,6835,6979,6835,6979,55844,87290.0,8600000.0
2008-05-06,6875,7082,6875,6979,43599,87290.0,8600000.0
2008-05-07,6943,6979,6827,6827,54327,85398.0,8600000.0
2008-05-08,6738,6860,6738,6780,31651,84796.0,8600000.0
2008-05-09,6806,6875,6778,6787,32600,84882.0,8600000.0
2008-05-13,6793,6840,6744,6787,38342,84882.0,8600000.0
2008-05-14,6764,6784,6591,6608,66493,82646.0,8600000.0
2008-05-15,6667,6715,6584,6704,45141,83850.0,8600000.0
2008-05-16,6736,6770,6680,6746,33495,84366.0,8600000.0
2008-05-19,6742,6817,6735,6800,21577,85054.0,8600000.0
2008-05-20,6797,6805,6681,6684,19245,83592.0,8600000.0
2008-05-21,6611,6736,6564,6574,24844,82216.0,8600000.0
2008-05-22,6529,6529,6412,6483,42349,81098.0,8600000.0
2008-05-23,6406,6461,6378,6387,48271,79894.0,8600000.0
2008-05-26,6325,6393,6310,6327,31916,79120.0,8600000.0
2008-05-27,6262,6627,6262,6442,71076,80582.0,8600000.0
2008-05-28,6509,6509,6336,6436,32616,80496.0,8600000.0
2008-05-29,6385,6468,6330,6450,31199,80668.0,8600000.0
2008-05-30,6551,6551,6447,6513,20612,81442.0,8600000.0
2008-06-02,6509,6543,6440,6532,36776,81700.0,8600000.0
2008-06-03,6393,6978,6393,6643,87119,83076.0,8600000.0
2008-06-04,6570,6942,6570,6876,76018,86000.0,8600000.0
2008-06-05,6876,6943,6772,6780,31594,84796.0,8600000.0
2008-06-09,6606,7218,6537,6814,135624,85226.0,8600000.0
2008-06-10,6798,7012,6793,6827,41639,85398.0,8600000.0
2008-06-11,6874,6942,6702,6793,24730,84968.0,8600000.0
2008-06-12,6738,6738,6551,6567,45807,82130.0,8600000.0
2008-06-13,6598,6598,6337,6478,49520,81012.0,8600000.0
2008-06-16,6634,6634,6497,6513,14524,81442.0,8600000.0
2008-06-17,6509,6612,6468,6539,14841,81786.0,8600000.0
2008-06-18,6523,6545,6426,6498,16176,81270.0,8600000.0
2008-06-19,6359,6518,6346,6368,40366,79636.0,8600000.0
2008-06-20,6392,6461,6275,6305,31363,78862.0,8600000.0
2008-06-23,6298,6448,6256,6320,36580,79034.0,8600000.0
2008-06-24,6270,6447,6242,6327,51480,79120.0,8600000.0
2008-06-25,6324,6805,6269,6333,81567,79206.0,8600000.0
2008-06-26,6366,7082,6366,6567,329098,82130.0,8600000.0
2008-06-27,6544,6757,6488,6601,77437,82560.0,8600000.0
2008-06-30,6599,6709,6372,6395,45604,79980.0,8600000.0
2008-07-01,6297,6489,6297,6327,28220,79120.0,8600000.0
2008-07-02,6407,6407,5967,6099,44491,76282.0,8600000.0
2008-07-03,5822,6014,5636,5852,67684,73186.0,8600000.0
2008-07-04,5841,5841,5648,5659,58191,70778.0,8600000.0
2008-07-07,5740,5788,5574,5770,41139,72154.0,8600000.0
2008-07-08,5711,5801,5609,5625,36874,70348.0,8600000.0
2008-07-09,5650,5781,5609,5611,21653,70176.0,8600000.0
2008-07-10,5505,5656,5395,5633,25856,70434.0,8600000.0
2008-07-11,5649,5726,5609,5728,24309,71638.0,8600000.0
2008-07-14,5726,5808,5691,5770,17974,72154.0,8600000.0
2008-07-15,5774,5823,5711,5770,38955,72154.0,8600000.0
2008-07-16,5904,5918,5760,5770,25445,72154.0,8600000.0
2008-07-17,5841,5896,5807,5844,8455,73100.0,8600000.0
2008-07-18,5913,5919,5843,5859,19876,73272.0,8600000.0
2008-07-21,5782,5919,5782,5913,17388,73960.0,8600000.0
2008-07-22,5919,5967,5774,5865,7741,73358.0,8600000.0
2008-07-23,6050,6050,5823,5865,22093,73358.0,8600000.0
2008-07-24,5878,5878,5782,5811,24488,72670.0,8600000.0
2008-07-25,5836,5836,5705,5741,12963,71810.0,8600000.0
2008-07-28,5741,5741,5650,5666,14352,70864.0,8600000.0
2008-07-29,5637,5637,5478,5514,23021,68972.0,8600000.0
2008-07-30,5562,5665,5542,5638,16414,70520.0,8600000.0
2008-07-31,5609,5768,5609,5666,17609,70864.0,8600000.0
2008-08-01,5697,6330,5648,5941,134940,74304.0,8600000.0
2008-08-04,6110,6110,5835,5844,18275,73100.0,8600000.0
2008-08-05,5678,5912,5664,5741,32103,71810.0,8600000.0
2008-08-06,5773,5841,5669,5748,23082,71896.0,8600000.0
2008-08-07,5759,5807,5668,5756,18086,71982.0,8600000.0
2008-08-08,5816,5816,5638,5811,22627,72670.0,8600000.0
2008-08-11,5809,5878,5679,5762,13869,72068.0,8600000.0
2008-08-12,5774,5774,5691,5741,11451,71810.0,8600000.0
2008-08-13,5740,5849,5637,5721,33976,71552.0,8600000.0
2008-08-14,5669,5740,5636,5728,7526,71638.0,8600000.0
2008-08-18,5732,5773,5636,5776,15352,72240.0,8600000.0
2008-08-19,5731,5848,5572,5707,38645,71380.0,8600000.0
2008-08-20,5705,5740,5602,5625,9307,70348.0,8600000.0
2008-08-21,5698,5705,5492,5522,18261,69058.0,8600000.0
2008-08-22,5438,5520,5273,5446,23174,68112.0,8600000.0
2008-08-25,5361,5603,5335,5349,7100,66908.0,8600000.0
2008-08-26,5222,5354,5222,5336,14041,66736.0,8600000.0
2008-08-27,5243,5457,5155,5164,20370,64586.0,8600000.0
2008-08-28,5126,5216,5044,5047,19173,63124.0,8600000.0
2008-08-29,5058,5106,4859,5047,12561,63124.0,8600000.0
2008-09-01,4894,4948,4310,4476,65407,55986.0,8600000.0
2008-09-02,4405,4591,4125,4200,48791,52546.0,8600000.0
2008-09-03,4124,4426,4124,4366,27804,54610.0,8600000.0
2008-09-04,4268,4763,4268,4668,19993,58394.0,8600000.0
