아이센스(099190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-10-20,40905,41706,39771,40906,117517,557786.0,9099289.0
2014-10-21,41038,41839,40571,41573,86497,566886.0,9099289.0
2014-10-22,42306,44041,41973,44042,137255,600553.0,9099289.0
2014-10-23,43841,44575,42974,44309,84999,604193.0,9099289.0
2014-10-24,44575,44642,42840,43108,102077,587814.0,9099289.0
2014-10-27,43107,44041,42173,42841,82110,584174.0,9099289.0
2014-10-28,43040,43507,42440,42707,65097,582354.0,9099289.0
2014-10-29,43241,44375,42039,42774,116526,583264.0,9099289.0
2014-10-30,43040,43507,40505,42374,112254,577805.0,9099289.0
2014-10-31,40438,42573,40371,41973,116708,572345.0,9099289.0
2014-11-03,41973,43841,41572,43775,86777,596913.0,9099289.0
2014-11-04,43641,44976,42707,43908,81876,598733.0,9099289.0
2014-11-05,43908,44575,42240,42440,48854,578715.0,9099289.0
2014-11-06,42240,42907,40838,41773,58084,569615.0,9099289.0
2014-11-07,42373,42373,40638,41840,44472,570525.0,9099289.0
2014-11-10,42039,42240,39437,40105,72018,546867.0,9099289.0
2014-11-11,40104,41239,40104,41106,30286,560516.0,9099289.0
2014-11-12,41506,42773,40505,40839,54401,556876.0,9099289.0
2014-11-13,41038,41172,40038,40839,40936,556876.0,9099289.0
2014-11-14,41305,41305,40038,40105,27638,546867.0,9099289.0
2014-11-17,40371,40371,38036,38503,85020,525029.0,9099289.0
2014-11-18,38036,38903,37569,38170,62595,520479.0,9099289.0
2014-11-19,38636,41639,38636,40839,83156,556876.0,9099289.0
2014-11-20,40705,41506,40038,40505,22674,552327.0,9099289.0
2014-11-21,40438,40905,39971,40038,20512,545957.0,9099289.0
2014-11-24,40438,40438,38102,39437,58402,537768.0,9099289.0
2014-11-25,39103,40238,38703,40238,40556,548687.0,9099289.0
2014-11-26,40438,40505,39637,40105,29660,546867.0,9099289.0
2014-11-27,40438,40838,39771,40639,27743,554147.0,9099289.0
2014-11-28,40171,42240,40171,42040,62224,573255.0,9099289.0
2014-12-01,42507,43374,42039,43241,59734,589634.0,9099289.0
2014-12-02,43708,43708,41639,42774,47042,583264.0,9099289.0
2014-12-03,43040,43307,42507,42774,33877,583264.0,9099289.0
2014-12-04,42907,43441,42640,43241,31254,589634.0,9099289.0
2014-12-05,43241,43241,42306,42574,37005,580535.0,9099289.0
2014-12-08,42573,42707,40838,41172,82151,561426.0,9099289.0
2014-12-09,41506,41706,40905,41506,53623,565976.0,9099289.0
2014-12-10,41506,43107,41439,41840,93292,570525.0,9099289.0
2014-12-11,41973,42039,41239,41439,59701,565066.0,9099289.0
2014-12-12,41439,41706,40038,40438,111192,551417.0,9099289.0
2014-12-15,40705,40772,39370,39838,39070,543228.0,9099289.0
2014-12-16,39971,39971,38503,39037,43144,532308.0,9099289.0
2014-12-17,39103,39904,38836,39571,50597,539588.0,9099289.0
2014-12-18,39704,39704,38436,38837,70880,529579.0,9099289.0
2014-12-19,39570,41372,38970,41106,69337,560516.0,9099289.0
2014-12-22,41639,41639,40571,41306,36864,563246.0,9099289.0
2014-12-23,41506,41973,40905,41373,22321,564156.0,9099289.0
2014-12-24,41172,41506,39904,41373,40440,564156.0,9099289.0
2014-12-26,40838,41305,40171,40438,21766,551417.0,9099289.0
2014-12-29,40171,40638,39837,40372,21715,550507.0,9099289.0
2014-12-30,41706,43040,41439,42107,110832,574165.0,9099289.0
2015-01-02,42373,43241,42373,43041,46033,586904.0,9099289.0
2015-01-05,43507,45309,42907,45310,115471,617842.0,9099289.0
2015-01-06,45309,45776,44041,44776,48658,610562.0,9099289.0
2015-01-07,44775,44775,43507,44375,45341,605103.0,9099289.0
2015-01-08,44976,45776,44041,44509,64382,606923.0,9099289.0
2015-01-09,44842,48045,44709,45844,149636,625121.0,9099289.0
2015-01-12,46043,46043,44775,45844,44346,625121.0,9099289.0
2015-01-13,45309,46777,45109,46377,45120,632401.0,9099289.0
2015-01-14,45710,45776,40772,42374,256637,577805.0,9099289.0
2015-01-15,42507,43374,41239,41773,84304,569615.0,9099289.0
2015-01-16,41839,42240,40438,41706,80811,568706.0,9099289.0
2015-01-19,42507,42907,41639,41773,45642,569615.0,9099289.0
2015-01-20,42707,44442,42707,42907,84738,585084.0,9099289.0
2015-01-21,43107,43774,42106,43775,37031,596913.0,9099289.0
2015-01-22,43841,44041,42440,43108,35983,587814.0,9099289.0
2015-01-23,43174,43374,42240,42707,27457,582354.0,9099289.0
2015-01-26,42840,42840,41906,42040,30449,573255.0,9099289.0
2015-01-27,42039,42707,41506,41640,27257,567796.0,9099289.0
2015-01-28,41439,43174,41439,43041,36619,586904.0,9099289.0
2015-01-29,42306,42773,41973,42574,29857,580535.0,9099289.0
2015-01-30,43174,43174,41973,42107,32085,574165.0,9099289.0
2015-02-02,41973,42507,40905,41306,48738,563246.0,9099289.0
2015-02-03,41506,41773,40238,40505,60377,552327.0,9099289.0
2015-02-04,40505,40772,39704,39838,61327,543228.0,9099289.0
2015-02-05,39771,41172,39771,41039,57391,559606.0,9099289.0
2015-02-06,41372,41572,40705,41573,55804,566886.0,9099289.0
2015-02-09,41506,41572,39037,39237,79404,535038.0,9099289.0
2015-02-10,39237,39637,37635,38036,66056,518659.0,9099289.0
2015-02-11,38102,39037,37769,39037,45146,532308.0,9099289.0
2015-02-12,39103,39103,37635,38036,46206,518659.0,9099289.0
2015-02-13,38036,39704,37168,39037,96422,532308.0,9099289.0
2015-02-16,40038,40038,38703,38703,44044,527759.0,9099289.0
2015-02-17,38703,39437,38036,38637,23598,526849.0,9099289.0
2015-02-23,38703,39237,38036,38103,34649,519569.0,9099289.0
2015-02-24,38303,39103,38036,38904,43757,530489.0,9099289.0
2015-02-25,39704,41639,39103,41573,114931,566886.0,9099289.0
2015-02-26,40905,41839,40571,40639,53038,554147.0,9099289.0
2015-02-27,40905,41239,40038,40305,21472,549597.0,9099289.0
2015-03-02,40104,41105,39037,39371,48148,536858.0,9099289.0
2015-03-03,39504,39771,38836,39104,34499,533218.0,9099289.0
2015-03-04,39037,39170,38303,38703,53692,527759.0,9099289.0
2015-03-05,38436,39370,38169,39237,55571,535038.0,9099289.0
2015-03-06,38836,39437,38169,38370,83300,523209.0,9099289.0
2015-03-09,38369,39037,37101,37502,67045,511380.0,9099289.0
2015-03-10,37502,37569,35433,35634,110201,485902.0,9099289.0
2015-03-11,35366,36100,35100,35901,36615,489542.0,9099289.0
2015-03-12,36034,36501,35633,35767,47361,487722.0,9099289.0
2015-03-13,36634,37101,36367,37035,71183,505011.0,9099289.0
2015-03-16,37035,37569,36901,37569,35132,512290.0,9099289.0
2015-03-17,37902,37902,36701,37102,40556,505920.0,9099289.0
2015-03-18,37368,37368,35700,35834,57613,488632.0,9099289.0
2015-03-19,36301,36367,34966,34967,82610,476803.0,9099289.0
2015-03-20,35633,38569,35099,38437,184585,524119.0,9099289.0
2015-03-23,38036,38369,36768,37369,68345,509560.0,9099289.0
2015-03-24,37302,37302,36367,36368,54737,495911.0,9099289.0
2015-03-25,36501,36501,35300,35500,99795,484082.0,9099289.0
2015-03-26,35366,35366,34032,34366,114703,468613.0,9099289.0
2015-03-27,34165,34232,31596,32297,295024,440406.0,9099289.0
2015-03-30,32297,32797,32063,32464,183052,442680.0,9099289.0
2015-03-31,32497,32697,32297,32698,122325,445865.0,9099289.0
2015-04-01,32764,33498,32364,33332,119177,454509.0,9099289.0
2015-04-02,33765,35300,33698,34700,253742,473163.0,9099289.0
2015-04-03,35233,35900,34099,35701,131176,486812.0,9099289.0
2015-04-06,35233,35433,34165,35033,88198,477713.0,9099289.0
2015-04-07,35300,35567,34432,35300,60332,481352.0,9099289.0
2015-04-08,35500,35633,33565,33765,135917,460424.0,9099289.0
2015-04-09,33898,35166,33765,35100,85504,478623.0,9099289.0
2015-04-10,35366,35700,34299,34366,115269,468613.0,9099289.0
2015-04-13,34499,34632,33765,34499,81885,470433.0,9099289.0
2015-04-14,34566,34566,33064,33065,111669,450870.0,9099289.0
2015-04-15,33098,34032,33098,33365,87596,454964.0,9099289.0
2015-04-16,33498,33765,32897,32998,80369,449960.0,9099289.0
2015-04-17,33231,33965,32964,33765,80581,460424.0,9099289.0
2015-04-20,33298,34833,33298,34566,142512,471343.0,9099289.0
2015-04-21,35233,35233,34299,34566,102941,471343.0,9099289.0
2015-04-22,35100,36568,33965,35967,326972,490452.0,9099289.0
2015-04-23,36434,36434,34499,34700,166216,473163.0,9099289.0
2015-04-24,34966,35233,33064,33899,127796,462244.0,9099289.0
2015-04-27,34432,34499,33898,34433,60305,469523.0,9099289.0
2015-04-28,34432,34432,33431,33832,142756,461334.0,9099289.0
2015-04-29,33565,34032,33031,33232,100779,453145.0,9099289.0
2015-04-30,32731,33965,32697,33031,88442,450415.0,9099289.0
2015-05-04,32764,32764,30962,31630,116591,431306.0,9099289.0
2015-05-06,31429,31429,28026,28394,260418,387175.0,9099289.0
2015-05-07,27759,29794,27759,29228,132852,398549.0,9099289.0
2015-05-08,30095,31196,30095,30996,178391,422662.0,9099289.0
2015-05-11,31162,32230,31162,32097,113874,437676.0,9099289.0
2015-05-12,31963,32530,31730,32264,64340,439951.0,9099289.0
2015-05-13,32630,32731,31963,32264,108470,439951.0,9099289.0
2015-05-14,32364,32998,32364,32898,83851,448595.0,9099289.0
2015-05-15,32897,33498,32530,33365,89539,454964.0,9099289.0
2015-05-18,33431,33431,32397,33098,61614,451325.0,9099289.0
2015-05-19,33031,33031,32130,32464,67549,442680.0,9099289.0
2015-05-20,32364,34966,32297,34833,185558,474983.0,9099289.0
2015-05-21,35300,36301,34299,36301,205926,495001.0,9099289.0
2015-05-22,36501,36501,34766,36368,147803,495911.0,9099289.0
2015-05-26,36234,36234,34365,35300,95770,481352.0,9099289.0
2015-05-27,34699,34833,33365,34366,129089,468613.0,9099289.0
2015-05-28,34699,35033,33498,34766,104910,474073.0,9099289.0
2015-05-29,34499,36568,34032,36368,136810,495911.0,9099289.0
2015-06-01,36634,37635,36367,37369,182869,509560.0,9099289.0
2015-06-02,37435,38036,36501,36768,104741,501371.0,9099289.0
2015-06-03,36768,37101,34232,34499,116125,470433.0,9099289.0
2015-06-04,34833,36701,34833,36702,79840,500461.0,9099289.0
2015-06-05,36501,36701,35366,36702,64592,500461.0,9099289.0
2015-06-08,37101,37835,36100,37702,89354,514110.0,9099289.0
2015-06-09,37902,39637,37235,39638,230722,540498.0,9099289.0
2015-06-10,39637,39904,38503,38637,88550,526849.0,9099289.0
2015-06-11,39037,39103,37502,38103,50115,519569.0,9099289.0
2015-06-12,38102,39437,37702,39371,67559,536858.0,9099289.0
2015-06-15,39704,40571,38436,39237,85771,535038.0,9099289.0
2015-06-16,39504,39971,37101,38703,77265,527759.0,9099289.0
2015-06-17,38369,39771,37769,37836,74065,515930.0,9099289.0
2015-06-18,38169,38436,37235,37836,79110,515930.0,9099289.0
2015-06-19,38169,40438,38169,39504,129800,538678.0,9099289.0
2015-06-22,41372,42173,40171,41172,195184,561426.0,9099289.0
2015-06-23,41439,41839,39504,39771,90984,542318.0,9099289.0
2015-06-24,40371,41706,40104,41439,94272,565066.0,9099289.0
2015-06-25,41038,42173,40371,42173,92637,575075.0,9099289.0
2015-06-26,42039,42039,40972,41039,72415,559606.0,9099289.0
2015-06-29,39504,40705,39170,39838,59026,543228.0,9099289.0
2015-06-30,39170,41038,38102,40705,58119,555057.0,9099289.0
2015-07-01,41038,41038,39771,40372,66931,550507.0,9099289.0
2015-07-02,40705,40972,39837,39905,54413,544137.0,9099289.0
2015-07-03,39904,40304,37835,37836,138943,515930.0,9099289.0
2015-07-06,37435,38303,36701,37769,100197,515020.0,9099289.0
2015-07-07,39570,39570,35700,36368,202723,495911.0,9099289.0
2015-07-08,36301,36701,33498,35100,131884,478623.0,9099289.0
2015-07-09,34499,36301,33498,36301,93938,495001.0,9099289.0
2015-07-10,36301,36701,34833,35834,42187,488632.0,9099289.0
2015-07-13,35366,37302,35300,37302,59093,508650.0,9099289.0
2015-07-14,37435,37702,36501,36635,53365,499551.0,9099289.0
2015-07-15,37368,39237,37368,38370,129136,523209.0,9099289.0
2015-07-16,39037,39037,37569,37969,49134,517750.0,9099289.0
2015-07-17,38102,38169,37368,38103,53909,519569.0,9099289.0
2015-07-20,37769,39237,37368,39171,57432,534128.0,9099289.0
2015-07-21,39971,40972,39704,40438,113038,551417.0,9099289.0
2015-07-22,40438,40705,39437,39971,55460,545047.0,9099289.0
2015-07-23,40304,40304,39170,39571,40124,539588.0,9099289.0
2015-07-24,39570,40905,39237,39971,96204,545047.0,9099289.0
2015-07-27,40571,41372,39303,39304,95926,535948.0,9099289.0
2015-07-28,39170,39971,36701,39437,113791,537768.0,9099289.0
2015-07-29,40038,40038,36100,36835,120564,502281.0,9099289.0
2015-07-30,37435,37835,35100,35167,79871,479533.0,9099289.0
2015-07-31,35233,37569,34432,37436,55690,510470.0,9099289.0
2015-08-03,37635,38636,35233,35500,82987,484082.0,9099289.0
2015-08-04,35567,36301,34966,36301,43597,495001.0,9099289.0
2015-08-05,36167,37101,35700,36568,39038,498641.0,9099289.0
2015-08-06,36768,37969,36434,37636,74119,513200.0,9099289.0
2015-08-07,37235,38236,36968,37302,45234,508650.0,9099289.0
2015-08-10,37302,37969,36701,37502,34790,511380.0,9099289.0
2015-08-11,37902,38102,35767,36034,50586,491362.0,9099289.0
2015-08-12,36034,36100,32697,35367,82456,482262.0,9099289.0
2015-08-13,34632,35767,34299,35300,44537,481352.0,9099289.0
2015-08-17,35300,35767,34299,34566,54130,471343.0,9099289.0
2015-08-18,34499,35033,33631,33899,63061,462244.0,9099289.0
2015-08-19,33698,33965,32030,32564,68212,444045.0,9099289.0
2015-08-20,32030,33965,32030,32965,58372,449505.0,9099289.0
2015-08-21,31763,32530,31763,31930,63016,435401.0,9099289.0
2015-08-24,32364,34165,31763,33966,96984,463154.0,9099289.0
2015-08-25,34365,34432,32263,33832,102346,461334.0,9099289.0
2015-08-26,34165,35166,33765,34700,56614,473163.0,9099289.0
2015-08-27,34833,37368,34833,37035,74919,505011.0,9099289.0
2015-08-28,37435,37835,36568,37502,37852,511380.0,9099289.0
2015-08-31,37502,37835,37035,37235,15971,507740.0,9099289.0
2015-09-01,37168,37502,35433,35901,47376,489542.0,9099289.0
2015-09-02,34899,36367,34499,34900,77954,475893.0,9099289.0
2015-09-03,35567,35633,34299,34433,37176,469523.0,9099289.0
2015-09-04,34299,35100,33965,35100,46133,478623.0,9099289.0
2015-09-07,35100,35150,32900,33700,69040,306646.0,9099289.0
2015-09-08,34000,35100,33650,34050,55750,309831.0,9099289.0
2015-09-09,34500,35300,34350,34950,31282,318020.0,9099289.0
2015-09-10,34950,35750,34050,35750,38779,325300.0,9099289.0
2015-09-11,35500,36500,35050,36500,26755,332124.0,9099289.0
2015-09-14,37600,39650,37200,39300,188373,357602.0,9099289.0
2015-09-15,39500,39650,37650,38150,74399,347138.0,9099289.0
2015-09-16,38000,38250,37500,37600,56508,342133.0,9099289.0
2015-09-17,37950,38400,37700,38250,52720,348048.0,9099289.0
2015-09-18,38250,39450,38250,39000,46806,354872.0,9099289.0
2015-09-21,38200,38700,37650,38400,37092,349413.0,9099289.0
2015-09-22,38400,39300,38200,38500,32739,350323.0,9099289.0
2015-09-23,38100,39200,37700,38950,37677,354417.0,9099289.0
2015-09-24,39600,40300,39150,39550,52127,359877.0,9099289.0
2015-09-25,39550,39550,38050,38150,30865,347138.0,9099289.0
2015-09-30,37100,37900,35600,37450,51775,340768.0,9099289.0
2015-10-01,37450,37500,36950,37300,21574,339403.0,9099289.0
2015-10-02,36800,37300,36500,37250,62435,508421.0,13648888.0
2015-10-05,37700,38000,37400,37400,69074,510468.0,13648888.0
2015-10-06,37650,37900,36750,36850,71361,502962.0,13648888.0
2015-10-07,37000,37200,35500,35600,116570,485900.0,13648888.0
2015-10-08,36200,36350,35500,36350,106502,496137.0,13648888.0
2015-10-12,36350,36600,36250,36500,95226,498184.0,13648888.0
2015-10-13,36200,36550,35900,36300,58008,495455.0,13648888.0
2015-10-14,36000,36350,35850,36050,23908,492042.0,13648888.0
2015-10-15,36200,36700,36150,36450,32463,497502.0,13648888.0
2015-10-16,36700,36750,36300,36300,29982,495455.0,13648888.0
2015-10-19,36700,36700,35850,35850,44424,489313.0,13648888.0
2015-10-20,35850,36600,35800,36350,54446,496137.0,13648888.0
2015-10-21,36800,38200,36800,37800,155530,515928.0,13648888.0
2015-10-22,37950,37950,36300,36700,64275,500914.0,13648888.0
2015-10-23,36400,36700,35850,36200,61643,494090.0,13648888.0
2015-10-26,36250,36650,35950,36200,22489,494090.0,13648888.0
2015-10-27,36500,36500,35300,35300,50818,484107.0,13714078.0
2015-10-28,35350,35900,35100,35250,35396,483421.0,13714078.0
2015-10-29,35550,36350,35500,35900,65971,492335.0,13714078.0
2015-10-30,36550,37450,36400,37000,174591,507421.0,13714078.0
2015-11-02,37250,37350,35950,36550,89486,501250.0,13714078.0
2015-11-03,36550,36750,35150,35350,97229,484793.0,13714078.0
2015-11-04,35300,35600,33700,34100,177540,467650.0,13714078.0
2015-11-05,34200,34500,33750,34500,79118,473136.0,13714078.0
2015-11-06,35300,37000,34900,36650,279129,502621.0,13714078.0
2015-11-09,36800,36900,34500,34600,111903,474507.0,13714078.0
2015-11-10,34500,34600,33250,33700,93183,462164.0,13714078.0
2015-11-11,33400,34250,33300,33600,48048,460793.0,13714078.0
2015-11-12,34200,34200,33350,33750,26913,462850.0,13714078.0
2015-11-13,33800,33800,32350,33050,42759,453250.0,13714078.0
2015-11-16,32050,33700,31600,33500,103694,459422.0,13714078.0
2015-11-17,33250,33850,32550,33750,76081,462850.0,13714078.0
2015-11-18,33900,33900,32750,32750,34073,449136.0,13714078.0
2015-11-19,32900,33450,32600,32700,39909,448450.0,13714078.0
2015-11-20,33200,35050,32700,34550,137016,473821.0,13714078.0
2015-11-23,34800,35550,33950,35550,79938,487535.0,13714078.0
2015-11-24,35100,35950,35100,35200,45713,482736.0,13714078.0
2015-11-25,35200,35900,34950,35900,52386,492335.0,13714078.0
2015-11-26,36150,36350,35100,35850,62592,491650.0,13714078.0
2015-11-27,35500,36000,35000,35100,38234,481364.0,13714078.0
2015-11-30,34600,34800,33450,34100,84668,467650.0,13714078.0
2015-12-01,34400,34400,33500,34100,23171,467650.0,13714078.0
2015-12-02,33900,34350,33500,33550,46613,460107.0,13714078.0
2015-12-03,33600,33850,32700,33450,39852,458736.0,13714078.0
2015-12-04,33350,33950,33000,33700,39046,462164.0,13714078.0
2015-12-07,34050,35000,33750,35000,64353,479993.0,13714078.0
2015-12-08,35000,35000,33650,33950,43707,465593.0,13714078.0
2015-12-09,33900,34050,33150,33350,27029,457365.0,13714078.0
2015-12-10,32800,33200,31950,32000,70215,438850.0,13714078.0
2015-12-11,32150,32750,31500,31500,51209,431993.0,13714078.0
2015-12-14,30800,31300,29900,31050,57808,425822.0,13714078.0
2015-12-15,31000,31900,31000,31600,31327,433365.0,13714078.0
2015-12-16,32850,32900,32450,32550,67938,446393.0,13714078.0
2015-12-17,32550,32900,32300,32500,38932,445708.0,13714078.0
2015-12-18,32400,33350,32300,33200,47336,455307.0,13714078.0
2015-12-21,32700,33600,32700,33300,37008,456679.0,13714078.0
2015-12-22,33500,33500,32650,32650,28570,447765.0,13714078.0
2015-12-23,32400,32950,32300,32500,37826,445708.0,13714078.0
2015-12-24,32500,32700,32300,32500,28624,445708.0,13714078.0
2015-12-28,32500,32650,32150,32650,19202,447765.0,13714078.0
2015-12-29,32650,33450,32650,33150,34844,454622.0,13714078.0
2015-12-30,33700,34750,33250,34050,61477,466964.0,13714078.0
2016-01-04,34050,35000,33500,33500,50571,459422.0,13714078.0
2016-01-05,32800,34150,32800,33550,37239,460107.0,13714078.0
2016-01-06,33400,34450,32950,33900,102659,464907.0,13714078.0
2016-01-07,33550,34000,32650,33500,40951,459422.0,13714078.0
2016-01-08,33000,34650,32700,34550,46977,473821.0,13714078.0
2016-01-11,34150,34700,33800,33850,48390,464222.0,13714078.0
2016-01-12,34400,36000,34400,35550,212607,487535.0,13714078.0
2016-01-13,35500,36800,35350,36000,118710,493707.0,13714078.0
2016-01-14,35700,36300,34200,35050,88839,480678.0,13714078.0
2016-01-15,35500,35500,34100,34300,46577,470393.0,13714078.0
2016-01-18,33850,35000,33500,34850,56169,477936.0,13714078.0
2016-01-19,34900,35300,33950,35000,71962,479993.0,13714078.0
2016-01-20,34900,35050,32300,33750,98104,462850.0,13714078.0
2016-01-21,33250,34650,33250,33950,91270,465593.0,13714078.0
2016-01-22,34450,35900,34150,35600,144564,488221.0,13714078.0
2016-01-25,36250,36500,35750,36250,114789,497135.0,13714078.0
2016-01-26,36250,37350,35700,37300,159541,511535.0,13714078.0
2016-01-27,37450,38200,37050,37700,224408,517021.0,13714078.0
2016-01-28,38150,38650,37300,37800,155019,518392.0,13714078.0
2016-01-29,38250,38800,38200,38350,185144,525935.0,13714078.0
2016-02-01,38800,39300,37850,38550,153016,528678.0,13714078.0
2016-02-02,38800,39400,38400,39300,87851,538963.0,13714078.0
2016-02-03,39000,39600,37600,37600,137114,515649.0,13714078.0
2016-02-04,38350,38750,37550,38300,116017,525249.0,13714078.0
2016-02-05,38700,39700,38500,39250,133351,538278.0,13714078.0
2016-02-11,38450,39200,37650,38500,81796,527992.0,13714078.0
2016-02-12,37850,38300,34700,37500,218525,514278.0,13714078.0
2016-02-15,37450,38200,36900,37450,74234,513592.0,13714078.0
2016-02-16,37600,38800,37600,38600,84474,529363.0,13714078.0
2016-02-17,38400,38650,36500,36500,76708,500564.0,13714078.0
2016-02-18,38000,38600,37550,38150,102279,523192.0,13714078.0
2016-02-19,38750,40350,38450,40250,199470,551992.0,13714078.0
2016-02-22,40350,41700,40200,40700,132590,558163.0,13714078.0
2016-02-23,41000,41850,40700,41650,156582,571191.0,13714078.0
2016-02-24,41200,41800,39900,40400,106918,554049.0,13714078.0
2016-02-25,40900,41450,39600,41000,98394,562277.0,13714078.0
2016-02-26,41400,41700,40500,41300,67651,566391.0,13714078.0
2016-02-29,41100,42000,40300,41950,86744,575306.0,13714078.0
2016-03-02,42100,42400,40350,40700,106359,558163.0,13714078.0
2016-03-03,40450,40700,38950,39700,170177,544449.0,13714078.0
2016-03-04,40150,40150,39100,39500,54953,541706.0,13714078.0
2016-03-07,39650,40100,39000,39600,65469,543077.0,13714078.0
2016-03-08,39750,39950,38600,39600,51564,543077.0,13714078.0
2016-03-09,39650,40250,39150,39900,46224,547192.0,13714078.0
2016-03-10,40200,40950,39550,40850,54708,560220.0,13714078.0
2016-03-11,41150,41200,38900,39000,138494,534849.0,13714078.0
2016-03-14,38950,39000,37150,37200,190464,510164.0,13714078.0
2016-03-15,37600,38000,36600,37350,129068,512221.0,13714078.0
2016-03-16,37400,37450,36900,37150,91211,509478.0,13714078.0
2016-03-17,37300,37500,36500,36700,98188,503307.0,13714078.0
2016-03-18,36700,37200,36500,36700,96015,503307.0,13714078.0
2016-03-21,36750,37250,36500,37100,91115,508792.0,13714078.0
2016-03-22,37400,37950,37350,37700,104939,517021.0,13714078.0
2016-03-23,37800,37900,37100,37150,71555,509478.0,13714078.0
2016-03-24,36800,37250,36100,36500,73209,500564.0,13714078.0
2016-03-25,36500,36900,35500,36400,90468,499192.0,13714078.0
2016-03-28,36650,36750,35650,35700,73507,489593.0,13714078.0
2016-03-29,36500,36950,35850,36800,145416,504678.0,13714078.0
2016-03-30,37150,37250,36150,36400,95460,499192.0,13714078.0
2016-03-31,36700,36700,36000,36200,67474,496450.0,13714078.0
2016-04-01,36600,36600,36050,36100,45484,495078.0,13714078.0
2016-04-04,36150,36450,35800,36300,66982,497821.0,13714078.0
2016-04-05,36850,36850,36000,36050,72575,494393.0,13714078.0
2016-04-06,36050,36100,35250,35500,74422,486850.0,13714078.0
2016-04-07,35550,36600,34900,36600,92768,501935.0,13714078.0
2016-04-08,36200,37450,36200,37000,77613,507421.0,13714078.0
2016-04-11,37150,37150,35500,35550,81373,487535.0,13714078.0
2016-04-12,35600,36150,35100,35600,41687,488221.0,13714078.0
2016-04-14,35700,35900,33800,33800,184443,463536.0,13714078.0
2016-04-15,34050,34450,33900,34150,73726,468336.0,13714078.0
2016-04-18,34400,34650,34200,34450,39775,472450.0,13714078.0
2016-04-19,34700,34900,34350,34850,41895,477936.0,13714078.0
2016-04-20,34550,34850,34150,34200,72114,469021.0,13714078.0
2016-04-21,34150,34650,34150,34450,58720,472450.0,13714078.0
2016-04-22,34550,35200,34300,35000,58482,479993.0,13714078.0
2016-04-25,34900,35750,34850,35000,58942,479993.0,13714078.0
2016-04-26,35450,35450,34900,35150,44266,482050.0,13714078.0
2016-04-27,35350,35500,35000,35500,42749,486850.0,13714078.0
2016-04-28,35550,35600,34650,35000,81743,479993.0,13714078.0
2016-04-29,35000,35850,34700,35850,68976,491650.0,13714078.0
2016-05-02,36200,36250,35650,35800,64904,490964.0,13714078.0
2016-05-03,35900,37000,35900,36750,115934,503992.0,13714078.0
2016-05-04,36200,36850,36050,36650,72745,502621.0,13714078.0
2016-05-09,36650,36850,35700,36100,53453,495078.0,13714078.0
2016-05-10,36900,37750,36600,37450,129744,513592.0,13714078.0
2016-05-11,37900,38600,37750,38450,151204,527306.0,13714078.0
2016-05-12,38550,38550,37500,37550,80814,514964.0,13714078.0
2016-05-13,37650,37800,36700,37150,53841,509478.0,13714078.0
2016-05-16,37000,37800,36850,36900,41006,506049.0,13714078.0
2016-05-17,36900,37100,35900,36450,49257,499878.0,13714078.0
2016-05-18,36500,36900,36100,36900,39733,506049.0,13714078.0
2016-05-19,37100,37300,35700,35900,48893,492335.0,13714078.0
2016-05-20,35900,37350,35900,37000,68588,507421.0,13714078.0
2016-05-23,37150,37700,36800,37050,44349,508107.0,13714078.0
2016-05-24,37000,37000,36300,36600,31282,501935.0,13714078.0
2016-05-25,37150,37300,36200,36200,33263,496450.0,13714078.0
2016-05-26,36750,37200,36250,37200,48961,510164.0,13714078.0
2016-05-27,37450,37650,36950,37350,58060,512221.0,13714078.0
2016-05-30,37400,37600,37150,37500,42240,514278.0,13714078.0
2016-05-31,37800,37850,37350,37750,43345,517706.0,13714078.0
2016-06-01,37750,37750,36850,36950,43528,506735.0,13714078.0
2016-06-02,37150,37200,36550,36950,41572,506735.0,13714078.0
2016-06-03,36950,37550,36900,37300,45929,511535.0,13714078.0
2016-06-07,37500,38000,37000,37900,70349,519764.0,13714078.0
2016-06-08,38100,38100,36900,37400,62360,512907.0,13714078.0
2016-06-09,37900,37900,36400,37400,93922,512907.0,13714078.0
2016-06-10,36900,37450,36650,37400,38851,512907.0,13714078.0
2016-06-13,37000,37650,36650,37300,103659,511535.0,13714078.0
2016-06-14,37450,37850,37050,37450,49246,513592.0,13714078.0
2016-06-15,37250,38050,37150,38000,78171,521135.0,13714078.0
2016-06-16,38000,38000,36400,36750,90327,504191.0,13719478.0
2016-06-17,36950,37100,35900,36050,53968,494587.0,13719478.0
2016-06-20,36300,37200,36000,37000,38963,507621.0,13719478.0
2016-06-21,36750,37400,36700,37050,26277,508307.0,13719478.0
2016-06-22,37300,37350,36700,36700,28865,503505.0,13719478.0
2016-06-23,36700,36850,36150,36550,28693,501447.0,13719478.0
2016-06-24,36800,37100,34800,35750,81307,490471.0,13719478.0
2016-06-27,34900,35750,34850,35450,49037,486355.0,13719478.0
2016-06-28,35300,36200,35050,35600,31495,488413.0,13719478.0
2016-06-29,36000,36300,35850,36100,28255,495273.0,13719478.0
2016-06-30,36500,36950,36400,36700,44795,503505.0,13719478.0
2016-07-01,37200,37350,36700,37050,33508,508307.0,13719478.0
2016-07-04,37100,37300,36850,36900,34843,506249.0,13719478.0
2016-07-05,37300,37350,36850,36950,37891,506935.0,13719478.0
