케이피에스(256940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-02-21,9500,9500,9500,9500,0,,
2017-02-22,8100,8100,8100,8100,0,23694.0,2925188.0
2017-02-23,8100,8100,8100,8100,0,23694.0,2925188.0
2017-02-24,9200,9200,9200,9200,0,26912.0,2925188.0
2017-02-27,9200,9200,9200,9200,0,,
2017-02-28,9200,9200,9200,9200,0,,
2017-03-02,7830,7830,7830,7830,0,22904.0,2925188.0
2017-03-03,8200,8200,8200,8200,0,23987.0,2925188.0
2017-03-06,8200,8200,8200,8200,0,23987.0,2925188.0
2017-03-07,8200,8200,8200,8200,0,,
2017-03-08,8300,8300,8300,8300,0,24279.0,2925188.0
2017-03-09,8300,8300,8300,8300,0,24279.0,2925188.0
2017-03-10,8300,8300,8300,8300,0,26214.0,3158354.0
2017-03-13,8300,8300,8300,8300,0,,
2017-03-14,8300,8300,8300,8300,0,,
2017-03-15,8300,8300,8300,8300,0,,
2017-03-16,9540,9540,9540,9540,100,30131.0,3158354.0
2017-03-17,8160,8160,8160,8160,0,25772.0,3158354.0
2017-03-20,8160,8160,8160,8160,0,25772.0,3158354.0
2017-03-21,9000,9000,9000,9000,0,28425.0,3158354.0
2017-03-22,9500,9500,9500,9500,0,30004.0,3158354.0
2017-03-23,10200,10200,10200,10200,0,32215.0,3158354.0
2017-03-24,10200,10200,10200,10200,0,32215.0,3158354.0
2017-03-27,10200,10200,10200,10200,0,,
2017-03-28,11700,11700,11700,11700,4861,36953.0,3158354.0
2017-03-29,11700,11700,11700,11700,0,36953.0,3158354.0
2017-03-30,13450,13450,13450,13450,0,42480.0,3158354.0
2017-03-31,15450,15450,15450,15450,0,48797.0,3158354.0
2017-04-03,15450,15450,15450,15450,0,48797.0,3158354.0
2017-04-04,15450,15450,15450,15450,0,,
2017-04-05,17750,17750,17750,17750,0,56061.0,3158354.0
2017-04-06,15100,15100,15100,15100,1,47691.0,3158354.0
2017-04-07,13000,13000,13000,13000,1,41059.0,3158354.0
2017-04-10,13000,13000,13000,13000,0,41059.0,3158354.0
2017-04-11,13000,13000,13000,13000,0,,
2017-04-12,13000,13000,13000,13000,0,,
2017-04-13,14950,14950,14950,14950,0,47217.0,3158354.0
2017-04-14,14950,14950,14950,14950,0,47217.0,3158354.0
2017-04-17,14950,14950,14950,14950,0,,
2017-04-18,17150,17150,17150,17150,0,54166.0,3158354.0
2017-04-19,19650,19650,19650,19650,0,62062.0,3158354.0
2017-04-20,16750,16750,16750,16750,1,52902.0,3158354.0
2017-04-21,16750,16750,16750,16750,100,52902.0,3158354.0
2017-04-24,16750,16750,16750,16750,0,52902.0,3158354.0
2017-04-25,16750,16750,16750,16750,0,,
2017-04-26,16750,16750,16750,16750,0,,
2017-04-27,16750,16750,16750,16750,0,,
2017-04-28,16750,16750,16750,16750,0,,
2017-05-02,16750,16750,16750,16750,0,,
2017-05-04,16750,16750,16750,16750,0,,
2017-05-08,16750,16750,16750,16750,0,,
2017-05-10,16750,16750,16750,16750,0,,
2017-05-11,16750,16750,16750,16750,0,,
2017-05-12,16750,16750,16750,16750,0,,
2017-05-15,16750,16750,16750,16750,0,,
2017-05-16,16750,16750,16750,16750,0,,
2017-05-17,16750,16750,16750,16750,0,,
2017-05-18,16750,16750,16750,16750,0,,
2017-05-19,16750,16750,16750,16750,0,,
2017-05-22,16750,16750,16750,16750,0,,
2017-05-23,16750,16750,16750,16750,0,,
2017-05-24,16750,16750,16750,16750,0,,
2017-05-25,16750,16750,16750,16750,0,,
2017-05-26,16750,16750,16750,16750,0,,
2017-05-29,16750,16750,16750,16750,0,,
2017-05-30,16750,16750,16750,16750,0,,
2017-05-31,16750,16750,16750,16750,0,,
2017-06-01,17500,17500,17500,17500,0,55271.0,3158354.0
2017-06-02,17500,17500,17500,17500,0,55271.0,3158354.0
2017-06-05,17500,17500,17500,17500,0,,
2017-06-07,17500,17500,17500,17500,0,,
2017-06-08,17500,17500,17500,17500,0,,
2017-06-09,17500,17500,17500,17500,0,,
2017-06-12,17500,17500,17500,17500,0,,
2017-06-13,17500,17500,17500,17500,0,,
2017-06-14,17500,17500,17500,17500,0,,
2017-06-15,17500,17500,17500,17500,0,,
2017-06-16,17500,17500,17500,17500,0,,
2017-06-19,17500,17500,17500,17500,0,,
2017-06-20,17500,17500,17500,17500,0,,
2017-06-21,17500,17500,17500,17500,0,,
2017-06-22,17500,17500,17500,17500,0,,
2017-06-23,17500,17500,17500,17500,0,,
2017-06-26,17500,17500,17500,17500,0,,
2017-06-27,17500,17500,17500,17500,0,,
2017-06-28,17500,17500,17500,17500,0,,
2017-06-29,17500,17500,17500,17500,0,,
2017-06-30,17500,17500,17500,17500,0,,
2017-07-03,17500,17500,17500,17500,0,,
2017-07-04,17500,17500,17500,17500,0,,
2017-07-05,17500,17500,17500,17500,0,,
2017-07-06,17500,17500,17500,17500,0,,
2017-07-07,17500,17500,17500,17500,0,,
2017-07-10,17500,17500,17500,17500,0,,
2017-07-11,17500,17500,17500,17500,0,,
2017-07-12,17500,17500,17500,17500,0,,
2017-07-13,17500,17500,17500,17500,0,,
2017-07-14,17500,17500,17500,17500,0,,
2017-07-17,17500,17500,17500,17500,0,,
2017-07-18,17500,17500,17500,17500,0,,
2017-07-19,17500,17500,17500,17500,0,,
2017-07-20,17900,17900,17900,17900,0,56535.0,3158354.0
2017-07-21,18000,18000,17950,18000,30001,56850.0,3158354.0
2017-07-24,18000,18000,18000,18000,0,56850.0,3158354.0
2017-07-25,18000,18000,18000,18000,0,,
2017-07-26,20700,20700,20700,20700,100,65378.0,3158354.0
2017-07-27,20700,20700,20700,20700,0,65378.0,3158354.0
2017-07-28,20700,20700,20700,20700,0,,
2017-07-31,20700,20700,20700,20700,0,,
2017-08-01,20700,20700,20700,20700,0,,
2017-08-02,20700,20700,20700,20700,0,,
2017-08-03,20700,20700,20700,20700,0,,
2017-08-04,20700,20700,20700,20700,0,,
2017-08-07,20700,20700,20700,20700,0,,
2017-08-08,20700,20700,20700,20700,0,,
2017-08-09,20700,20700,20700,20700,0,,
2017-08-10,20700,20700,20700,20700,0,,
2017-08-11,20700,20700,20700,20700,0,,
2017-08-14,20700,20700,20700,20700,0,,
2017-08-16,20700,20700,20700,20700,0,,
2017-08-17,20700,20700,20700,20700,0,,
2017-08-18,20700,20700,20700,20700,0,,
2017-08-21,20700,20700,20700,20700,0,,
2017-08-22,20700,20700,20700,20700,0,,
2017-08-23,20700,20700,20700,20700,0,,
2017-08-24,20700,20700,20700,20700,0,,
2017-08-25,20700,20700,20700,20700,300,65378.0,3158354.0
2017-08-28,20650,20650,20650,20650,0,65220.0,3158354.0
2017-08-29,17600,20600,17600,20600,111,65062.0,3158354.0
2017-08-30,18000,18000,17550,17550,400,55429.0,3158354.0
2017-08-31,15700,19000,15700,19000,102,60009.0,3158354.0
2017-09-01,16200,18000,16200,18000,101,56850.0,3158354.0
2017-09-04,15300,18900,15300,18900,716,59693.0,3158354.0
2017-09-05,17950,17950,16100,16100,1140,50849.0,3158354.0
2017-09-06,13500,15900,13250,14000,2445795,59780.0,4270000.0
2017-09-07,14200,14250,13400,13500,210258,57645.0,4270000.0
2017-09-08,13750,13950,13200,13200,116851,56364.0,4270000.0
2017-09-11,13250,13250,12050,12300,167125,52521.0,4270000.0
2017-09-12,12400,12600,12100,12300,66326,52521.0,4270000.0
2017-09-13,12600,12600,12200,12300,88845,52521.0,4270000.0
2017-09-14,12400,13250,12300,12800,135221,54656.0,4270000.0
2017-09-15,12950,13200,12600,12900,54404,55083.0,4270000.0
2017-09-18,12700,12750,12200,12200,61069,52094.0,4270000.0
2017-09-19,12200,12450,11850,12000,56394,51240.0,4270000.0
2017-09-20,12000,12000,11500,11550,31085,49318.0,4270000.0
2017-09-21,11900,11900,11050,11350,33332,48464.0,4270000.0
2017-09-22,11250,11350,10800,11250,25686,48038.0,4270000.0
2017-09-25,11350,11500,11050,11500,15690,49105.0,4270000.0
2017-09-26,11550,11650,11250,11350,14263,48464.0,4270000.0
2017-09-27,11300,11550,11050,11050,11478,47184.0,4270000.0
2017-09-28,11200,11550,11200,11350,14341,48464.0,4270000.0
2017-09-29,11500,11500,10850,11300,20863,48251.0,4270000.0
2017-10-10,11400,11550,11200,11500,15566,49105.0,4270000.0
2017-10-11,11550,11900,11500,11650,20649,49746.0,4270000.0
2017-10-12,11650,11800,11500,11650,8431,49746.0,4270000.0
2017-10-13,11650,11650,11250,11600,17060,49532.0,4270000.0
2017-10-16,11500,11600,11000,11550,12063,49318.0,4270000.0
2017-10-17,11500,11750,11350,11700,7897,49959.0,4270000.0
2017-10-18,11800,12100,11650,11850,15669,50600.0,4270000.0
2017-10-19,11850,11850,11550,11800,16043,50386.0,4270000.0
2017-10-20,11700,12050,11600,11850,10153,50600.0,4270000.0
2017-10-23,12000,12000,11700,11850,5422,50600.0,4270000.0
2017-10-24,11950,11950,11550,11750,16630,50172.0,4270000.0
2017-10-25,11800,11800,11600,11750,7729,50172.0,4270000.0
2017-10-26,11650,11900,11650,11900,13752,50813.0,4270000.0
2017-10-27,11750,13700,11750,12750,93553,54442.0,4270000.0
2017-10-30,12750,13350,12750,13200,36534,56364.0,4270000.0
2017-10-31,13350,13400,12850,13050,19564,55724.0,4270000.0
2017-11-01,13350,13350,12800,13000,18671,55510.0,4270000.0
2017-11-02,12900,13000,12300,12900,18637,55083.0,4270000.0
2017-11-03,13000,13300,12700,12950,13261,55296.0,4270000.0
2017-11-06,12650,13050,12650,13050,6834,55724.0,4270000.0
2017-11-07,12850,13150,12850,12900,9587,55083.0,4270000.0
2017-11-08,13850,14150,13150,13250,82574,56578.0,4270000.0
2017-11-09,13400,13400,13200,13400,16143,57218.0,4270000.0
2017-11-10,13400,13450,13250,13300,16907,56791.0,4270000.0
2017-11-13,13450,13450,13100,13250,8699,56578.0,4270000.0
2017-11-14,13250,13350,12900,13150,15542,56150.0,4270000.0
2017-11-15,13150,13150,12750,12750,19793,54442.0,4270000.0
2017-11-16,13050,13050,11800,12600,28934,53802.0,4270000.0
2017-11-17,12600,12600,12100,12400,11867,52948.0,4270000.0
2017-11-20,12750,12750,12100,12300,7751,52521.0,4270000.0
2017-11-21,12450,12700,11800,12250,16259,52308.0,4270000.0
2017-11-22,12050,12650,11900,12650,11552,54016.0,4270000.0
2017-11-23,12850,13300,12750,12900,22723,55083.0,4270000.0
2017-11-24,12900,13250,12800,13000,10110,55510.0,4270000.0
2017-11-27,13400,13400,13000,13150,18381,56150.0,4270000.0
2017-11-28,13150,13600,13150,13150,24479,56150.0,4270000.0
2017-11-29,12900,13700,12900,13500,18845,57645.0,4270000.0
2017-11-30,13650,14000,13400,13600,27046,58072.0,4270000.0
2017-12-01,14000,14000,13300,13650,13305,58286.0,4270000.0
2017-12-04,13550,13800,13200,13250,16521,56578.0,4270000.0
2017-12-05,13300,13850,13100,13550,16850,57858.0,4270000.0
2017-12-06,13550,14100,13500,13700,84544,58499.0,4270000.0
2017-12-07,14400,15250,14100,14150,218668,60420.0,4270000.0
2017-12-08,14350,14350,13350,13350,67841,57004.0,4270000.0
2017-12-11,13450,13600,12500,12950,31456,55296.0,4270000.0
2017-12-12,13750,14300,13500,13850,111661,59140.0,4270000.0
2017-12-13,13850,13950,13550,13800,21355,58926.0,4270000.0
2017-12-14,13850,13900,13550,13700,13172,58499.0,4270000.0
2017-12-15,13750,13950,13600,13800,16318,58926.0,4270000.0
2017-12-18,13850,13850,13550,13650,21375,58286.0,4270000.0
2017-12-19,13700,13900,13600,13700,25892,58499.0,4270000.0
2017-12-20,13700,13850,13650,13700,20211,58499.0,4270000.0
2017-12-21,13700,13700,13200,13350,29995,57004.0,4270000.0
2017-12-22,13600,13600,13300,13500,5861,57645.0,4270000.0
2017-12-26,13950,13950,13400,13750,25610,58712.0,4270000.0
2017-12-27,13800,13850,13500,13750,30255,58712.0,4270000.0
2017-12-28,13800,14100,13600,13900,25702,59353.0,4270000.0
2018-01-02,14000,14300,13850,14300,34148,61061.0,4270000.0
2018-01-03,14400,14400,13900,14000,28512,59780.0,4270000.0
2018-01-04,13850,14150,13750,13750,22643,58712.0,4270000.0
2018-01-05,13800,14150,13750,13800,9608,58926.0,4270000.0
2018-01-08,13900,13900,13500,13500,23860,57645.0,4270000.0
2018-01-09,13450,13700,13150,13400,12889,57218.0,4270000.0
2018-01-10,13550,13550,13150,13250,7947,56578.0,4270000.0
2018-01-11,13100,13400,13050,13400,9548,57218.0,4270000.0
2018-01-12,13400,13450,13150,13350,9070,57004.0,4270000.0
2018-01-15,13150,13450,13150,13350,7876,57004.0,4270000.0
2018-01-16,13150,13450,13150,13450,19819,57432.0,4270000.0
2018-01-17,13650,13900,13150,13400,42020,57218.0,4270000.0
2018-01-18,13550,13550,13250,13450,8483,57432.0,4270000.0
2018-01-19,13500,13750,13300,13550,21634,57858.0,4270000.0
2018-01-22,13800,13800,13450,13700,16569,58499.0,4270000.0
2018-01-23,13700,13700,13350,13650,13381,58286.0,4270000.0
2018-01-24,13550,13900,13450,13700,18504,58499.0,4270000.0
2018-01-25,13700,14100,13700,13900,26771,59353.0,4270000.0
2018-01-26,13900,14050,13500,13850,38078,59140.0,4270000.0
2018-01-29,13900,14000,13600,13700,22263,58499.0,4270000.0
2018-01-30,13550,13800,13400,13600,14870,58072.0,4270000.0
2018-01-31,13300,13500,13150,13350,18718,57004.0,4270000.0
2018-02-01,13300,13500,13200,13400,8325,57218.0,4270000.0
2018-02-02,13200,13500,13200,13350,5569,57004.0,4270000.0
2018-02-05,13050,13300,13050,13150,4706,56150.0,4270000.0
2018-02-06,12700,12950,12250,12900,16997,55083.0,4270000.0
2018-02-07,13000,13000,12700,12800,4792,54656.0,4270000.0
2018-02-08,12850,12850,12400,12800,4809,54656.0,4270000.0
2018-02-09,12500,12650,12300,12300,6603,52521.0,4270000.0
2018-02-12,13250,13250,12300,12700,7168,54229.0,4270000.0
2018-02-13,12700,12850,12300,12600,3852,53802.0,4270000.0
2018-02-14,12700,12950,12350,12950,2437,55296.0,4270000.0
2018-02-19,13050,13050,12500,12950,5000,55296.0,4270000.0
2018-02-20,13000,13000,12600,12900,3800,55083.0,4270000.0
2018-02-21,13000,13000,12650,12800,4089,54656.0,4270000.0
2018-02-22,13050,13150,12550,12700,11151,54229.0,4270000.0
2018-02-23,12700,12900,12500,12650,1389,54016.0,4270000.0
2018-02-26,12650,12700,12000,12150,19062,51880.0,4270000.0
2018-02-27,12400,12400,11950,12050,6182,51454.0,4270000.0
2018-02-28,12600,12600,12000,12200,4868,52094.0,4270000.0
2018-03-02,12300,12550,12000,12550,4916,53588.0,4270000.0
2018-03-05,12350,12450,12300,12450,4139,53162.0,4270000.0
2018-03-06,12400,12450,12350,12450,5196,53162.0,4270000.0
2018-03-07,12700,12700,12300,12300,9195,52521.0,4270000.0
2018-03-08,12550,12600,12300,12300,5596,52521.0,4270000.0
2018-03-09,12350,12750,12350,12550,5619,53588.0,4270000.0
2018-03-12,14000,14200,12850,13050,36019,55724.0,4270000.0
2018-03-13,13000,13000,12700,12950,8553,55296.0,4270000.0
2018-03-14,12900,13350,12750,13350,17284,57004.0,4270000.0
2018-03-15,13450,13600,13150,13500,19683,57645.0,4270000.0
2018-03-16,13450,13600,13300,13500,19401,57645.0,4270000.0
2018-03-19,13550,13550,13250,13500,10210,57645.0,4270000.0
2018-03-20,13400,13750,13350,13750,10130,58712.0,4270000.0
2018-03-21,13650,13750,13450,13750,6467,58712.0,4270000.0
2018-03-22,13750,14000,13650,13800,9706,58926.0,4270000.0
2018-03-23,13650,13800,13400,13750,7247,58712.0,4270000.0
2018-03-26,13700,13700,13350,13450,8658,57432.0,4270000.0
2018-03-27,13400,13450,13250,13250,2750,56578.0,4270000.0
2018-03-28,13550,13550,13200,13300,2810,56791.0,4270000.0
2018-03-29,13550,13550,12950,13100,6692,55937.0,4270000.0
2018-03-30,13000,13250,12950,13150,1871,56150.0,4270000.0
2018-04-02,13100,13100,12850,12850,3610,54870.0,4270000.0
2018-04-03,12800,13050,12750,12850,3673,54870.0,4270000.0
2018-04-04,13100,13100,12650,12650,3265,54016.0,4270000.0
2018-04-05,12650,12900,12550,12800,4630,54656.0,4270000.0
2018-04-06,12650,13050,12500,13000,5811,55510.0,4270000.0
2018-04-09,13000,13100,12550,12850,7266,54870.0,4270000.0
2018-04-10,12600,13000,12600,13000,6213,55510.0,4270000.0
2018-04-11,12750,13100,12600,12600,11244,53802.0,4270000.0
2018-04-12,12600,13700,12500,12950,17244,55296.0,4270000.0
2018-04-13,13300,13300,12800,12950,7483,55296.0,4270000.0
2018-04-16,12950,13000,12850,12950,8136,55296.0,4270000.0
2018-04-17,12950,13000,12800,12850,7579,54870.0,4270000.0
2018-04-18,13500,14800,13200,13300,82527,56791.0,4270000.0
2018-04-19,13400,13850,13400,13600,30716,58072.0,4270000.0
2018-04-20,13700,14150,13500,13700,16821,58499.0,4270000.0
2018-04-23,13550,13850,13450,13550,11468,57858.0,4270000.0
2018-04-24,13350,13650,13350,13600,5398,58072.0,4270000.0
2018-04-25,13600,13650,13400,13450,3592,57432.0,4270000.0
2018-04-26,13000,13600,13000,13250,3866,56578.0,4270000.0
2018-04-27,13600,13600,13100,13350,3391,57004.0,4270000.0
2018-04-30,13150,13450,12900,13300,4408,56791.0,4270000.0
2018-05-02,12850,13250,12600,12950,7457,55296.0,4270000.0
2018-05-03,13500,13500,12300,12700,15090,54229.0,4270000.0
2018-05-04,13700,13700,12500,12600,4765,53802.0,4270000.0
2018-05-08,12750,12750,12000,12200,8239,52094.0,4270000.0
2018-05-09,12150,12350,12000,12350,1846,52734.0,4270000.0
2018-05-10,12350,12500,11750,12050,5090,51454.0,4270000.0
2018-05-11,12050,12200,11950,12150,4843,51880.0,4270000.0
2018-05-14,12350,12750,12000,12100,18815,51667.0,4270000.0
2018-05-15,12200,12300,11900,12050,9490,51454.0,4270000.0
2018-05-16,12050,12050,11350,11850,30939,50600.0,4270000.0
2018-05-17,11850,12100,11650,12050,4924,51454.0,4270000.0
2018-05-18,11900,12050,11500,11950,7392,51026.0,4270000.0
2018-05-21,11800,12150,11750,12000,4286,51240.0,4270000.0
2018-05-23,11900,12000,11600,11900,13673,50813.0,4270000.0
2018-05-24,11900,11900,11600,11800,2889,50386.0,4270000.0
2018-05-25,11700,11700,11250,11500,16407,49105.0,4270000.0
2018-05-28,11350,11600,11100,11200,15465,47824.0,4270000.0
2018-05-29,11450,11500,11150,11300,19778,48251.0,4270000.0
2018-05-30,11300,11350,11000,11300,4344,48251.0,4270000.0
2018-05-31,11150,11300,10950,11200,5648,47824.0,4270000.0
2018-06-01,11100,11200,10950,11200,9656,47824.0,4270000.0
2018-06-04,11250,11250,10950,10950,8756,46756.0,4270000.0
2018-06-05,10950,11300,10950,11300,5150,48251.0,4270000.0
2018-06-07,11300,11600,11100,11600,4757,49532.0,4270000.0
2018-06-08,11450,11600,11350,11600,966,49532.0,4270000.0
2018-06-11,11450,11600,11400,11550,3781,49318.0,4270000.0
2018-06-12,11400,11600,11150,11500,3405,49105.0,4270000.0
2018-06-14,11500,13400,11500,11800,95600,50386.0,4270000.0
2018-06-15,11700,12150,11650,12000,16279,51240.0,4270000.0
2018-06-18,11950,12150,11550,11800,8803,50386.0,4270000.0
2018-06-19,11800,11800,11200,11200,5792,47824.0,4270000.0
2018-06-20,11400,11800,11050,11650,3486,49746.0,4270000.0
2018-06-21,11650,12000,11550,11600,8285,49532.0,4270000.0
2018-06-22,11700,12000,11500,11800,8710,50386.0,4270000.0
2018-06-25,11750,12050,11700,11950,13155,51026.0,4270000.0
2018-06-26,11550,12200,11050,11900,14412,50813.0,4270000.0
2018-06-27,11500,11500,11200,11200,7988,47824.0,4270000.0
2018-06-28,11150,11500,11100,11400,7781,48678.0,4270000.0
2018-06-29,11100,11750,11100,11500,3188,49105.0,4270000.0
2018-07-02,11750,11800,11550,11600,7609,49532.0,4270000.0
2018-07-03,11450,11600,11350,11500,6130,49105.0,4270000.0
2018-07-04,11200,11350,11050,11300,7801,48251.0,4270000.0
2018-07-05,11300,11300,10850,11250,8925,48038.0,4270000.0
2018-07-06,11000,11150,10800,11100,5144,47397.0,4270000.0
2018-07-09,11000,11050,10900,11000,3592,46970.0,4270000.0
2018-07-10,11000,11200,10750,11000,8870,46970.0,4270000.0
2018-07-11,11200,11200,10850,11000,5644,46970.0,4270000.0
2018-07-12,11100,11100,10900,11050,7540,47184.0,4270000.0
2018-07-13,11100,11100,10800,11000,7784,46970.0,4270000.0
2018-07-16,11600,11600,10900,11050,4563,47184.0,4270000.0
2018-07-17,10950,11150,10800,11000,9838,46970.0,4270000.0
2018-07-18,10900,10950,10750,10950,9541,46756.0,4270000.0
2018-07-19,10950,10950,10800,10900,1131,46543.0,4270000.0
2018-07-20,10750,10900,10700,10850,4295,46330.0,4270000.0
2018-07-23,10900,10900,10300,10750,8066,45902.0,4270000.0
2018-07-24,10750,10750,10350,10500,6217,44835.0,4270000.0
2018-07-25,10500,10500,9950,9950,16643,42486.0,4270000.0
2018-07-26,10100,10100,9850,9930,7451,42401.0,4270000.0
2018-07-27,9840,9920,9760,9820,12531,41931.0,4270000.0
2018-07-30,9820,9930,9640,9860,2608,42102.0,4270000.0
2018-07-31,9860,9860,9660,9800,4779,41846.0,4270000.0
2018-08-01,9880,9880,9700,9740,7781,41590.0,4270000.0
2018-08-02,9740,9790,9700,9710,3472,41462.0,4270000.0
2018-08-03,9650,9880,9650,9790,6738,41803.0,4270000.0
2018-08-06,9790,10000,9790,9980,6355,42615.0,4270000.0
2018-08-07,10000,10000,9910,9970,1392,42572.0,4270000.0
2018-08-08,9990,9990,9810,9900,5314,42273.0,4270000.0
2018-08-09,9970,9970,9820,9900,2584,42273.0,4270000.0
2018-08-10,10050,10050,9730,9800,3631,41846.0,4270000.0
2018-08-13,9800,9800,9530,9600,4730,40992.0,4270000.0
2018-08-14,9500,9970,9500,9710,1907,41462.0,4270000.0
2018-08-16,9710,9870,9520,9740,804,41590.0,4270000.0
2018-08-17,9740,9740,9320,9370,9872,40010.0,4270000.0
2018-08-20,9300,9690,9210,9410,5574,40181.0,4270000.0
2018-08-21,9690,10600,9220,9720,40804,41504.0,4270000.0
2018-08-22,10050,10050,9430,9500,32508,40565.0,4270000.0
2018-08-23,9520,9520,9400,9480,4154,40480.0,4270000.0
2018-08-24,9480,9530,9350,9430,4797,40266.0,4270000.0
2018-08-27,9430,9500,9350,9470,6005,40437.0,4270000.0
2018-08-28,9650,9650,9320,9470,4854,40437.0,4270000.0
2018-08-29,9590,9590,9350,9470,2413,40437.0,4270000.0
2018-08-30,9520,9520,9370,9460,4780,40394.0,4270000.0
2018-08-31,9470,9470,9370,9460,2097,40394.0,4270000.0
2018-09-03,9460,9590,9370,9460,4928,40394.0,4270000.0
2018-09-04,9550,9550,9410,9490,3642,40522.0,4270000.0
2018-09-05,9540,9800,9430,9530,14415,40693.0,4270000.0
2018-09-06,9600,9600,9490,9570,1614,40864.0,4270000.0
2018-09-07,9690,9690,9470,9590,8416,40949.0,4270000.0
2018-09-10,9670,9860,9590,9710,8520,41462.0,4270000.0
2018-09-11,9790,9900,9720,9800,5901,41846.0,4270000.0
2018-09-12,9890,9890,9700,9800,4638,41846.0,4270000.0
2018-09-13,9830,9830,9740,9790,3234,41803.0,4270000.0
2018-09-14,9670,9790,9640,9690,3192,41376.0,4270000.0
2018-09-17,9690,9780,9450,9640,3308,41163.0,4270000.0
2018-09-18,9650,9730,9500,9670,4557,41291.0,4270000.0
2018-09-19,9670,9750,9540,9650,4246,41206.0,4270000.0
2018-09-20,9720,9720,9430,9650,12052,41206.0,4270000.0
2018-09-21,9650,12500,9540,9950,546209,42486.0,4270000.0
2018-09-27,10100,10600,9860,10250,67956,43768.0,4270000.0
2018-09-28,10400,10400,9900,10050,31641,42914.0,4270000.0
2018-10-01,10200,10600,10000,10350,14514,44194.0,4270000.0
2018-10-02,10350,13450,10350,11150,1194158,47610.0,4270000.0
2018-10-04,11700,12500,10550,10550,531282,45048.0,4270000.0
2018-10-05,10550,12050,10050,10850,377651,46330.0,4270000.0
2018-10-08,11050,12150,10800,11950,466533,51026.0,4270000.0
2018-10-10,11900,12000,11200,11550,123971,49318.0,4270000.0
2018-10-11,11200,11400,9990,10100,164426,43127.0,4270000.0
2018-10-12,9860,10600,9600,10150,79321,43340.0,4270000.0
2018-10-15,10150,10800,10000,10250,47349,43768.0,4270000.0
2018-10-16,10250,10450,10000,10100,36772,43127.0,4270000.0
2018-10-17,10200,10450,10100,10400,38967,44408.0,4270000.0
2018-10-18,10500,10750,10100,10450,29270,44622.0,4270000.0
2018-10-19,10350,10400,10050,10400,17416,44408.0,4270000.0
2018-10-22,10400,10400,10150,10150,21007,43340.0,4270000.0
2018-10-23,10150,10300,9500,9550,42907,40778.0,4270000.0
2018-10-24,9550,9740,9300,9390,17513,40095.0,4270000.0
2018-10-25,9370,9370,8600,8840,32939,37747.0,4270000.0
2018-10-26,8680,8820,8000,8190,50309,34971.0,4270000.0
2018-10-29,8060,8520,7700,7990,30125,34117.0,4270000.0
2018-10-30,7650,8750,7650,8730,26496,37277.0,4270000.0
2018-10-31,8650,9480,8650,9100,10238,38857.0,4270000.0
2018-11-01,9280,9290,8880,8890,14570,37960.0,4270000.0
2018-11-02,9200,9200,8700,8970,15148,38302.0,4270000.0
