이엔에프테크놀로지(102710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-01-26,9200,9650,9200,9640,87786,136888.0,14200000.0
2011-01-27,9500,9880,9500,9870,91248,140154.0,14200000.0
2011-01-28,9970,10000,9710,9950,183926,141290.0,14200000.0
2011-01-31,9850,9920,9720,9870,84371,140154.0,14200000.0
2011-02-01,9900,9950,9830,9930,73741,141006.0,14200000.0
2011-02-07,10050,10050,9830,9930,57229,141006.0,14200000.0
2011-02-08,9930,9940,9660,9670,60499,137314.0,14200000.0
2011-02-09,9700,9880,9400,9440,53045,134048.0,14200000.0
2011-02-10,9370,9560,9370,9490,42427,134758.0,14200000.0
2011-02-11,9310,9490,9310,9370,47788,133054.0,14200000.0
2011-02-14,9320,9450,9220,9320,52218,132344.0,14200000.0
2011-02-15,9350,9660,9320,9450,105910,134190.0,14200000.0
2011-02-16,9460,9540,9320,9360,64593,132912.0,14200000.0
2011-02-17,9370,9510,9200,9270,57453,131634.0,14200000.0
2011-02-18,9300,9660,9300,9650,68823,137030.0,14200000.0
2011-02-21,9840,9840,9540,9640,43193,136888.0,14200000.0
2011-02-22,9640,9640,9300,9470,44168,134474.0,14200000.0
2011-02-23,9400,9410,9240,9260,55390,131492.0,14200000.0
2011-02-24,9150,9480,9150,9390,64568,133338.0,14200000.0
2011-02-25,9360,9450,9300,9350,38680,132770.0,14200000.0
2011-02-28,9390,9490,9270,9380,41773,133196.0,14200000.0
2011-03-02,9400,9410,9290,9320,26104,132344.0,14200000.0
2011-03-03,9260,9650,9260,9650,71686,137030.0,14200000.0
2011-03-04,9610,9730,9580,9700,46102,137740.0,14200000.0
2011-03-07,9700,9750,9500,9590,52941,136178.0,14200000.0
2011-03-08,9500,9670,9420,9670,57509,137314.0,14200000.0
2011-03-09,9680,9700,9530,9540,43666,135468.0,14200000.0
2011-03-10,9590,9590,9320,9400,44006,133480.0,14200000.0
2011-03-11,9350,9510,9250,9470,32249,134474.0,14200000.0
2011-03-14,9350,9490,9190,9310,53605,132202.0,14200000.0
2011-03-15,9220,9380,8380,9310,116569,132202.0,14200000.0
2011-03-16,9300,9330,9060,9100,303598,129220.0,14200000.0
2011-03-17,8860,9180,8840,9150,56100,129930.0,14200000.0
2011-03-18,9170,9350,9170,9220,63830,130924.0,14200000.0
2011-03-21,9230,9740,9230,9600,119681,136320.0,14200000.0
2011-03-22,9670,9870,9570,9830,100789,139586.0,14200000.0
2011-03-23,9880,10100,9850,9970,126570,141574.0,14200000.0
2011-03-24,10000,10100,9840,9890,71206,140438.0,14200000.0
2011-03-25,10000,10000,9690,9850,109283,139870.0,14200000.0
2011-03-28,9850,9850,9580,9650,89066,137030.0,14200000.0
2011-03-29,9700,9730,9560,9620,77977,136604.0,14200000.0
2011-03-30,9680,10000,9630,10000,96519,142000.0,14200000.0
2011-03-31,10000,10350,9940,10250,152984,145550.0,14200000.0
2011-04-01,10200,10250,10000,10200,108323,144840.0,14200000.0
2011-04-04,10250,10450,10100,10200,104298,144840.0,14200000.0
2011-04-05,10300,10300,10000,10050,73164,142710.0,14200000.0
2011-04-06,10050,10300,9900,10150,91806,144130.0,14200000.0
2011-04-07,10200,10250,9820,9850,100856,139870.0,14200000.0
2011-04-08,9860,11150,9790,11000,1002571,156200.0,14200000.0
2011-04-11,10800,11000,10550,10700,343405,151940.0,14200000.0
2011-04-12,10700,11150,10400,11000,835545,156200.0,14200000.0
2011-04-13,11200,11500,10800,10950,930231,155490.0,14200000.0
2011-04-14,10800,11050,10550,10750,409562,152650.0,14200000.0
2011-04-15,10900,11300,10750,11000,657084,156200.0,14200000.0
2011-04-18,11300,12450,11050,11900,1633991,168980.0,14200000.0
2011-04-19,11850,12500,11850,12150,969684,172530.0,14200000.0
2011-04-20,12200,12550,11750,12300,530929,174660.0,14200000.0
2011-04-21,12300,12900,12100,12200,678023,173240.0,14200000.0
2011-04-22,12200,12350,11650,12100,373689,171820.0,14200000.0
2011-04-25,12200,12300,11850,12300,189109,174660.0,14200000.0
2011-04-26,12250,12250,11450,11700,295889,166140.0,14200000.0
2011-04-27,11700,11900,11300,11300,222747,160460.0,14200000.0
2011-04-28,11300,11600,10500,10700,502167,151940.0,14200000.0
2011-04-29,10700,10900,10150,10300,305430,146260.0,14200000.0
2011-05-02,10450,10850,10450,10600,121211,150520.0,14200000.0
2011-05-03,10500,11000,10500,10750,122953,152650.0,14200000.0
2011-05-04,10650,10900,10350,10550,93812,149810.0,14200000.0
2011-05-06,10400,10600,10000,10300,204911,146260.0,14200000.0
2011-05-09,10300,10600,10300,10400,71498,147680.0,14200000.0
2011-05-11,10400,10450,10000,10300,91868,146260.0,14200000.0
2011-05-12,10100,10850,10050,10850,173211,154070.0,14200000.0
2011-05-13,10900,11150,10600,11100,233182,157620.0,14200000.0
2011-05-16,11200,11250,10250,10250,293315,145550.0,14200000.0
2011-05-17,10200,10900,10100,10700,369733,151940.0,14200000.0
2011-05-18,10850,11600,10750,11300,1240139,160460.0,14200000.0
2011-05-19,11300,11450,11150,11250,440299,159750.0,14200000.0
2011-05-20,11350,11750,11100,11200,592276,159040.0,14200000.0
2011-05-23,11100,11200,10200,10200,341233,144840.0,14200000.0
2011-05-24,10200,10500,10200,10350,167537,146970.0,14200000.0
2011-05-25,10350,10600,10200,10300,151602,146260.0,14200000.0
2011-05-26,10350,10650,10250,10600,179428,150520.0,14200000.0
2011-05-27,10600,10900,10150,10400,341961,147680.0,14200000.0
2011-05-30,10450,10450,9900,9900,262979,140580.0,14200000.0
2011-05-31,9940,10300,9750,10050,224998,142710.0,14200000.0
2011-06-01,10150,10400,10050,10150,123788,144130.0,14200000.0
2011-06-02,9900,10200,9890,10100,76159,143420.0,14200000.0
2011-06-03,10100,10250,9900,9990,86567,141858.0,14200000.0
2011-06-07,9990,10000,9720,9720,91502,138024.0,14200000.0
2011-06-08,9650,9790,9330,9460,196398,134332.0,14200000.0
2011-06-09,9470,9700,9430,9640,73123,136888.0,14200000.0
2011-06-10,9540,9810,9510,9600,84369,136320.0,14200000.0
2011-06-13,9500,9600,9060,9180,108241,130356.0,14200000.0
2011-06-14,9310,9510,9270,9470,134618,134474.0,14200000.0
2011-06-15,9500,9650,9430,9500,104189,134900.0,14200000.0
2011-06-16,9450,9590,9450,9590,77740,136178.0,14200000.0
2011-06-17,9720,9830,9430,9590,98539,136178.0,14200000.0
2011-06-20,9600,9600,9180,9180,84755,130356.0,14200000.0
2011-06-21,9250,9370,9030,9150,77281,129930.0,14200000.0
2011-06-22,9170,9370,9170,9260,90852,131492.0,14200000.0
2011-06-23,9180,9630,9180,9450,122019,134190.0,14200000.0
2011-06-24,9480,9610,9330,9490,103883,134758.0,14200000.0
2011-06-27,9430,9580,9350,9500,61249,134900.0,14200000.0
2011-06-28,9790,9890,9440,9550,229902,135610.0,14200000.0
2011-06-29,9550,9670,9360,9440,132533,134048.0,14200000.0
2011-06-30,9440,9510,9290,9450,71792,134190.0,14200000.0
2011-07-01,9500,9720,9500,9640,190533,136888.0,14200000.0
2011-07-04,9700,9930,9650,9800,160206,139160.0,14200000.0
2011-07-05,9890,9890,9650,9700,104620,137740.0,14200000.0
2011-07-06,9700,9700,9560,9570,77639,135894.0,14200000.0
2011-07-07,9570,10200,9570,10200,301911,144840.0,14200000.0
2011-07-08,10300,10550,10050,10200,274450,144840.0,14200000.0
2011-07-11,10200,10400,10150,10250,117386,145550.0,14200000.0
2011-07-12,10300,10350,9820,9900,369135,140580.0,14200000.0
2011-07-13,10100,10250,9960,10150,174614,144130.0,14200000.0
2011-07-14,10050,10100,9760,9920,131660,140864.0,14200000.0
2011-07-15,9960,10150,9850,9940,139428,141148.0,14200000.0
2011-07-18,10100,10600,10000,10500,392253,149100.0,14200000.0
2011-07-19,10450,10800,10350,10450,310422,148390.0,14200000.0
2011-07-20,10600,11300,10500,10900,798729,154780.0,14200000.0
2011-07-21,10950,10950,10600,10750,171324,152650.0,14200000.0
2011-07-22,10800,10800,10350,10600,238684,150520.0,14200000.0
2011-07-25,10500,10600,10300,10450,223666,148390.0,14200000.0
2011-07-26,10600,11100,10450,11100,414482,157620.0,14200000.0
2011-07-27,11000,11350,10900,11150,288294,158330.0,14200000.0
2011-07-28,11000,11600,10950,11250,388049,159750.0,14200000.0
2011-07-29,11300,11350,10850,11100,207209,157620.0,14200000.0
2011-08-01,11150,11350,10850,11050,246066,156910.0,14200000.0
2011-08-02,11050,11500,10950,11100,498291,157620.0,14200000.0
2011-08-03,10900,10900,10400,10700,293101,151940.0,14200000.0
2011-08-04,10650,10700,9850,9850,290866,139870.0,14200000.0
2011-08-05,9000,9510,8900,9380,261913,133196.0,14200000.0
2011-08-08,9010,9460,8030,9100,343973,129220.0,14200000.0
2011-08-09,8500,9070,7740,9070,343400,128794.0,14200000.0
2011-08-10,9330,9440,8850,9070,256365,128794.0,14200000.0
2011-08-11,8420,9120,8420,9100,121683,129220.0,14200000.0
2011-08-12,9400,9560,8900,8900,206043,126380.0,14200000.0
2011-08-16,9450,9520,9280,9390,272271,133338.0,14200000.0
2011-08-17,9260,9740,9260,9740,228683,138308.0,14200000.0
2011-08-18,9910,9920,9260,9360,219730,132912.0,14200000.0
2011-08-19,8820,9050,8420,8600,229995,122120.0,14200000.0
2011-08-22,8430,8590,7830,7900,396728,112180.0,14200000.0
2011-08-23,7950,8260,7950,8190,122801,116298.0,14200000.0
2011-08-24,8400,8400,8150,8190,157265,116298.0,14200000.0
2011-08-25,8340,8550,8310,8400,131993,119280.0,14200000.0
2011-08-26,8400,8590,8360,8500,106554,120700.0,14200000.0
2011-08-29,8760,8850,8700,8800,118419,124960.0,14200000.0
2011-08-30,9000,9070,8790,8790,116263,124818.0,14200000.0
2011-08-31,8820,8970,8650,8970,132572,127374.0,14200000.0
2011-09-01,9070,9180,8770,8790,154916,124818.0,14200000.0
2011-09-02,8790,8930,8750,8920,65813,126664.0,14200000.0
2011-09-05,8710,8750,8350,8450,181387,119990.0,14200000.0
2011-09-06,8230,8460,8200,8380,98349,118996.0,14200000.0
2011-09-07,8460,8720,8390,8590,126550,121978.0,14200000.0
2011-09-08,8680,8700,8530,8700,154010,123540.0,14200000.0
2011-09-09,8650,9240,8650,8890,223576,126238.0,14200000.0
2011-09-14,8990,9000,8500,8550,94867,121410.0,14200000.0
2011-09-15,8650,8790,8380,8520,82056,120984.0,14200000.0
2011-09-16,8590,8820,8560,8780,124291,124676.0,14200000.0
2011-09-19,8780,8780,8320,8450,137731,119990.0,14200000.0
2011-09-20,8320,8460,8200,8460,54892,120132.0,14200000.0
2011-09-21,8560,8690,8450,8540,81227,121268.0,14200000.0
2011-09-22,8300,8340,8210,8300,89616,117860.0,14200000.0
2011-09-23,8000,8000,7770,7770,140658,110334.0,14200000.0
2011-09-26,7710,7860,6610,6730,257946,95566.0,14200000.0
2011-09-27,6940,7220,6850,7200,130472,102240.0,14200000.0
2011-09-28,7210,7450,7200,7210,106049,102382.0,14200000.0
2011-09-29,7050,7710,7040,7630,101533,108346.0,14200000.0
2011-09-30,8060,8080,7830,8050,134594,114310.0,14200000.0
2011-10-04,7570,7770,7490,7700,72537,109340.0,14200000.0
2011-10-05,7700,7790,7240,7460,107054,105932.0,14200000.0
2011-10-06,7600,7850,7540,7600,64335,107920.0,14200000.0
2011-10-07,7970,8290,7810,8060,141028,114452.0,14200000.0
2011-10-10,8050,8930,8000,8800,203417,124960.0,14200000.0
2011-10-11,8900,8970,8700,8850,136736,125670.0,14200000.0
2011-10-12,8800,9270,8800,9250,178916,131350.0,14200000.0
2011-10-13,9400,9400,9130,9180,147547,130356.0,14200000.0
2011-10-14,9310,9310,9030,9250,60751,131350.0,14200000.0
2011-10-17,9370,9370,9160,9250,62843,131350.0,14200000.0
2011-10-18,8920,9170,8920,9170,72703,130214.0,14200000.0
2011-10-19,9280,10150,9160,9900,356859,140580.0,14200000.0
2011-10-20,9900,10100,9390,9390,197667,133338.0,14200000.0
2011-10-21,9600,10250,9600,10000,352781,142000.0,14200000.0
2011-10-24,10100,10750,10050,10650,313807,151230.0,14200000.0
2011-10-25,10700,10750,10500,10550,129554,149810.0,14200000.0
2011-10-26,10350,11050,10250,10850,246006,154070.0,14200000.0
2011-10-27,10850,11100,10400,10450,206879,148390.0,14200000.0
2011-10-28,10550,10850,10200,10450,125692,148390.0,14200000.0
2011-10-31,10350,10850,10350,10500,93002,149100.0,14200000.0
2011-11-01,10250,11050,10250,10950,194075,155490.0,14200000.0
2011-11-02,10400,11000,10400,10800,153557,153360.0,14200000.0
2011-11-03,10900,11100,10700,10700,137877,151940.0,14200000.0
2011-11-04,10900,11000,10550,10650,253902,151230.0,14200000.0
2011-11-07,10800,10800,10450,10650,136959,151230.0,14200000.0
2011-11-08,10750,11400,10500,10950,280924,155490.0,14200000.0
2011-11-09,11050,11050,10600,10750,150520,152650.0,14200000.0
2011-11-10,10350,10550,9970,10050,152146,142710.0,14200000.0
2011-11-11,10250,10500,9950,10300,144220,146260.0,14200000.0
2011-11-14,10450,10600,10150,10250,130057,145550.0,14200000.0
2011-11-15,10250,10450,9960,9960,138641,141432.0,14200000.0
2011-11-16,9970,9990,9710,9760,161807,138592.0,14200000.0
2011-11-17,9760,11200,9710,11200,561643,159040.0,14200000.0
2011-11-18,11200,11800,11050,11600,552301,164720.0,14200000.0
2011-11-21,11550,11650,11200,11500,157628,163300.0,14200000.0
2011-11-22,11200,12150,11200,11600,470949,164720.0,14200000.0
2011-11-23,11700,11850,11400,11650,216527,165430.0,14200000.0
2011-11-24,11200,12250,11200,12050,376498,171110.0,14200000.0
2011-11-25,11850,12950,11850,12450,624217,176790.0,14200000.0
2011-11-28,12600,12700,12050,12150,220830,172530.0,14200000.0
2011-11-29,12250,12400,11750,12300,211373,174660.0,14200000.0
2011-11-30,12300,12400,11900,12200,240987,173240.0,14200000.0
2011-12-01,12400,12550,12050,12150,222920,172530.0,14200000.0
2011-12-02,12050,12700,11900,12700,178276,180340.0,14200000.0
2011-12-05,12900,12900,12450,12500,151273,177500.0,14200000.0
2011-12-06,12350,12500,12150,12150,107503,172530.0,14200000.0
2011-12-07,12200,13150,12200,13050,369869,185310.0,14200000.0
2011-12-08,13050,13050,12600,12750,111325,181050.0,14200000.0
2011-12-09,12650,12850,12400,12700,75836,180340.0,14200000.0
2011-12-12,12900,13000,12700,12750,78965,181050.0,14200000.0
2011-12-13,12500,12800,11850,11950,270565,169690.0,14200000.0
2011-12-14,12100,12300,11800,12200,101480,173240.0,14200000.0
2011-12-15,12100,12200,11750,11900,68616,168980.0,14200000.0
2011-12-16,11600,12450,11600,12400,111846,176080.0,14200000.0
2011-12-19,12600,12600,11000,11750,185103,166850.0,14200000.0
2011-12-20,11900,12100,11650,11750,79118,166850.0,14200000.0
2011-12-21,11950,12600,11850,12450,219260,176790.0,14200000.0
2011-12-22,12650,13550,12600,12950,884209,183890.0,14200000.0
2011-12-23,12850,13450,12650,13400,535990,190280.0,14200000.0
2011-12-26,13550,13850,13300,13600,377728,193120.0,14200000.0
2011-12-27,13300,13500,12400,12900,315991,183180.0,14200000.0
2011-12-28,12950,13450,12350,13200,436303,187440.0,14200000.0
2011-12-29,13150,13350,12800,12900,198565,183180.0,14200000.0
2012-01-02,12950,13050,12100,12250,307882,173950.0,14200000.0
2012-01-03,12400,12700,12250,12600,269659,178920.0,14200000.0
2012-01-04,12750,13250,12700,12750,376620,181050.0,14200000.0
2012-01-05,12850,12950,12500,12600,193807,178920.0,14200000.0
2012-01-06,12600,12600,12100,12350,153208,175370.0,14200000.0
2012-01-09,12200,12550,12000,12500,128205,177500.0,14200000.0
2012-01-10,12600,12950,12350,12700,176118,180340.0,14200000.0
2012-01-11,12800,12900,12150,12150,147311,172530.0,14200000.0
2012-01-12,12050,12300,12050,12150,81991,172530.0,14200000.0
2012-01-13,12150,12300,11850,12100,132231,171820.0,14200000.0
2012-01-16,12000,12350,11950,12200,71912,173240.0,14200000.0
2012-01-17,12350,12450,12050,12200,76616,173240.0,14200000.0
2012-01-18,11950,12200,11750,11800,125996,167560.0,14200000.0
2012-01-19,11950,12100,11600,11700,98192,166140.0,14200000.0
2012-01-20,11700,11800,11200,11800,201049,167560.0,14200000.0
2012-01-25,11800,12100,11650,11950,80212,169690.0,14200000.0
2012-01-26,11900,12050,11750,11950,68713,169690.0,14200000.0
2012-01-27,11850,12000,11800,11950,60890,169690.0,14200000.0
2012-01-30,11950,11950,11500,11500,83082,163300.0,14200000.0
2012-01-31,11550,11550,11150,11300,96831,160460.0,14200000.0
2012-02-01,11250,11500,11250,11450,68665,162590.0,14200000.0
2012-02-02,11500,12100,11400,12100,143184,171820.0,14200000.0
2012-02-03,12100,12300,11850,12000,100175,170400.0,14200000.0
2012-02-06,12250,12250,11700,11800,56290,167560.0,14200000.0
2012-02-07,11700,12150,11550,12150,105963,172530.0,14200000.0
2012-02-08,12250,12600,12100,12550,256348,178210.0,14200000.0
2012-02-09,12400,12550,12150,12350,87145,175370.0,14200000.0
2012-02-10,12350,12550,12150,12500,128286,177500.0,14200000.0
2012-02-13,12500,12600,12250,12350,92124,175370.0,14200000.0
2012-02-14,12350,12600,12250,12600,133869,178920.0,14200000.0
2012-02-15,12650,12650,12300,12300,98573,174660.0,14200000.0
2012-02-16,12350,12400,11750,11800,96992,167560.0,14200000.0
2012-02-17,11850,12200,11850,11850,64795,168270.0,14200000.0
2012-02-20,12000,12150,11800,12000,43236,170400.0,14200000.0
2012-02-21,12000,12050,11650,11650,77341,165430.0,14200000.0
2012-02-22,11700,12200,11650,12100,104518,171820.0,14200000.0
2012-02-23,11900,12050,11800,11850,47975,168270.0,14200000.0
2012-02-24,11800,12400,11750,12350,188954,175370.0,14200000.0
2012-02-27,12150,12300,12000,12000,67413,170400.0,14200000.0
2012-02-28,12150,12150,11650,11800,70398,167560.0,14200000.0
2012-02-29,11900,12000,11450,11550,155620,164010.0,14200000.0
2012-03-02,11650,11950,11500,11550,130305,164010.0,14200000.0
2012-03-05,11700,11700,11350,11450,39550,162590.0,14200000.0
2012-03-06,11400,11600,11000,11200,80503,159040.0,14200000.0
2012-03-07,11000,11300,10850,11150,51869,158330.0,14200000.0
2012-03-08,11300,11450,11150,11300,28104,160460.0,14200000.0
2012-03-09,11300,11500,11250,11500,45095,163300.0,14200000.0
2012-03-12,11400,11500,11200,11250,43960,159750.0,14200000.0
2012-03-13,11300,11300,10950,10950,103161,155490.0,14200000.0
2012-03-14,11250,11850,11150,11150,396920,158330.0,14200000.0
2012-03-15,11150,11600,11150,11600,160256,164720.0,14200000.0
2012-03-16,11750,11850,11500,11500,77400,163300.0,14200000.0
2012-03-19,11550,11750,11500,11700,51999,166140.0,14200000.0
2012-03-20,11650,11700,11400,11650,57889,165430.0,14200000.0
2012-03-21,11700,11700,11450,11550,54348,164010.0,14200000.0
2012-03-22,11550,11650,11450,11500,94696,163300.0,14200000.0
2012-03-23,11500,11850,11400,11750,80459,166850.0,14200000.0
2012-03-26,11850,12150,11750,12000,173058,170400.0,14200000.0
2012-03-27,12050,12200,11850,12050,120971,171110.0,14200000.0
2012-03-28,12000,12050,11650,11650,75513,165430.0,14200000.0
2012-03-29,11800,11800,11200,11500,68938,163300.0,14200000.0
2012-03-30,11400,11600,11400,11500,29866,163300.0,14200000.0
2012-04-02,11500,11700,11400,11400,48125,161880.0,14200000.0
2012-04-03,11500,11550,11000,11050,74743,156910.0,14200000.0
2012-04-04,11150,11450,10850,11150,136080,158330.0,14200000.0
2012-04-05,11150,11150,10750,10850,67099,154070.0,14200000.0
2012-04-06,10750,10950,10300,10400,105129,147680.0,14200000.0
2012-04-09,10300,10600,9960,9960,101825,141432.0,14200000.0
2012-04-10,10050,10350,9980,10000,72626,142000.0,14200000.0
2012-04-12,10100,10300,10050,10100,39707,143420.0,14200000.0
2012-04-13,10200,10750,10150,10600,84899,150520.0,14200000.0
2012-04-16,10400,10550,10300,10450,25171,148390.0,14200000.0
2012-04-17,10250,10550,10250,10350,37693,146970.0,14200000.0
2012-04-18,10450,10550,10250,10350,58728,146970.0,14200000.0
2012-04-19,10350,10550,10250,10350,36308,146970.0,14200000.0
2012-04-20,10150,10350,10150,10200,45652,144840.0,14200000.0
2012-04-23,10350,10800,10350,10500,131279,149100.0,14200000.0
2012-04-24,10400,10750,10400,10550,103202,149810.0,14200000.0
2012-04-25,10600,10600,10150,10150,67725,144130.0,14200000.0
2012-04-26,10300,10300,9780,9870,73587,140154.0,14200000.0
2012-04-27,9960,9960,9480,9570,83831,135894.0,14200000.0
2012-04-30,9600,9600,8960,9250,102564,131350.0,14200000.0
2012-05-02,9460,9590,9250,9590,66121,136178.0,14200000.0
2012-05-03,9550,9760,9550,9630,20485,136746.0,14200000.0
2012-05-04,9730,9740,9400,9670,49854,137314.0,14200000.0
2012-05-07,9550,9690,9450,9450,25048,134190.0,14200000.0
2012-05-08,9480,9680,9480,9620,29167,136604.0,14200000.0
2012-05-09,9650,9660,9330,9500,36140,134900.0,14200000.0
2012-05-10,9400,9580,9330,9580,24281,136036.0,14200000.0
2012-05-11,9490,9660,9490,9530,33153,135326.0,14200000.0
2012-05-14,9660,9660,9200,9310,35859,132202.0,14200000.0
2012-05-15,9160,9300,9000,9300,53542,132060.0,14200000.0
2012-05-16,9160,9290,9020,9020,22903,128084.0,14200000.0
2012-05-17,9040,9120,8920,9000,40917,127800.0,14200000.0
2012-05-18,8700,8870,8350,8490,67821,120558.0,14200000.0
2012-05-21,8660,8660,8460,8460,27351,120132.0,14200000.0
2012-05-22,8520,8930,8520,8850,55378,125670.0,14200000.0
2012-05-23,8880,8880,8540,8640,34369,122688.0,14200000.0
2012-05-24,8530,8700,8410,8540,30620,121268.0,14200000.0
2012-05-25,8510,8850,8510,8850,30987,125670.0,14200000.0
2012-05-29,8870,8870,8560,8740,30643,124108.0,14200000.0
2012-05-30,8810,8810,8510,8540,38897,121268.0,14200000.0
2012-05-31,8410,8880,8410,8840,67404,125528.0,14200000.0
2012-06-01,8840,8850,8720,8760,19184,124392.0,14200000.0
2012-06-04,8410,8550,8410,8490,33979,120558.0,14200000.0
2012-06-05,8520,8710,8490,8490,13036,120558.0,14200000.0
2012-06-07,8600,8930,8600,8840,25867,125528.0,14200000.0
2012-06-08,8900,9140,8830,9020,48820,128084.0,14200000.0
2012-06-11,9060,9140,9020,9070,14403,128794.0,14200000.0
2012-06-12,8850,9060,8850,9060,43050,128652.0,14200000.0
2012-06-13,9060,9290,9060,9200,33728,130640.0,14200000.0
2012-06-14,9240,9400,9110,9290,62480,131918.0,14200000.0
2012-06-15,9220,9390,9100,9100,23816,129220.0,14200000.0
2012-06-18,9300,9300,9050,9150,27028,129930.0,14200000.0
2012-06-19,9240,9240,9060,9160,13699,130072.0,14200000.0
2012-06-20,9120,9260,9100,9160,24444,130072.0,14200000.0
2012-06-21,9070,9340,9070,9230,42829,131066.0,14200000.0
2012-06-22,9040,9200,9040,9200,25385,130640.0,14200000.0
2012-06-25,9140,9140,8960,9050,19262,128510.0,14200000.0
2012-06-26,8870,9000,8830,8850,20973,125670.0,14200000.0
2012-06-27,8860,9500,8830,9400,131861,133480.0,14200000.0
2012-06-28,9600,10150,9500,9980,372470,141716.0,14200000.0
2012-06-29,9980,10150,9890,10000,175581,142000.0,14200000.0
2012-07-02,9970,10300,9950,10200,94295,144840.0,14200000.0
2012-07-03,10100,10400,10100,10300,114014,146260.0,14200000.0
2012-07-04,10500,10750,10400,10450,225688,148390.0,14200000.0
2012-07-05,10400,10800,10400,10700,290856,151940.0,14200000.0
2012-07-06,10650,10850,10500,10750,108859,152650.0,14200000.0
2012-07-09,10600,10650,10400,10500,65820,149100.0,14200000.0
2012-07-10,10400,10600,10250,10400,75984,147680.0,14200000.0
2012-07-11,10400,10400,10150,10250,121076,145550.0,14200000.0
2012-07-12,10200,10300,9840,9990,157867,141858.0,14200000.0
2012-07-13,10100,10350,9540,10300,136664,146260.0,14200000.0
2012-07-16,10150,10650,10150,10550,93081,149810.0,14200000.0
2012-07-17,10500,11000,10450,10900,158457,154780.0,14200000.0
2012-07-18,10750,10900,10300,10500,80777,149100.0,14200000.0
2012-07-19,10450,10750,10150,10150,122431,144130.0,14200000.0
2012-07-20,10200,10650,10150,10550,91361,149810.0,14200000.0
2012-07-23,10600,10700,10250,10250,49600,145550.0,14200000.0
2012-07-24,10100,10400,9790,10250,104355,145550.0,14200000.0
2012-07-25,10050,10050,9770,9850,50629,139870.0,14200000.0
2012-07-26,9800,9910,9580,9820,37587,139444.0,14200000.0
2012-07-27,9950,10150,9760,10100,43573,143420.0,14200000.0
2012-07-30,10150,10250,9780,9850,64759,139870.0,14200000.0
2012-07-31,9760,9980,9680,9940,44943,141148.0,14200000.0
2012-08-01,9990,9990,9820,9840,21401,139728.0,14200000.0
2012-08-02,9840,9850,9740,9750,34788,138450.0,14200000.0
2012-08-03,9740,9740,9440,9560,61244,135752.0,14200000.0
2012-08-06,9620,9820,9620,9740,21127,138308.0,14200000.0
2012-08-07,9740,9980,9740,9950,39268,141290.0,14200000.0
2012-08-08,9950,10400,9950,10200,114199,144840.0,14200000.0
2012-08-09,10200,10600,10000,10450,163452,148390.0,14200000.0
2012-08-10,10300,10600,10250,10400,41531,147680.0,14200000.0
2012-08-13,10300,10600,10150,10400,92226,147680.0,14200000.0
2012-08-14,10400,11300,10250,11000,299252,156200.0,14200000.0
2012-08-16,11050,11500,10900,11500,310605,163300.0,14200000.0
2012-08-17,11700,11750,11350,11650,187227,165430.0,14200000.0
2012-08-20,11800,11800,11350,11550,125767,164010.0,14200000.0
2012-08-21,11450,11750,11400,11550,128709,164010.0,14200000.0
2012-08-22,11550,11550,11150,11500,157696,163300.0,14200000.0
2012-08-23,11400,12100,11400,12100,272730,171820.0,14200000.0
2012-08-24,11900,12050,11800,11900,162773,168980.0,14200000.0
2012-08-27,11850,11850,11400,11700,92730,166140.0,14200000.0
2012-08-28,11700,12150,11700,12150,162617,172530.0,14200000.0
2012-08-29,12250,12250,11950,12150,104681,172530.0,14200000.0
2012-08-30,12000,12150,11750,11900,64147,168980.0,14200000.0
2012-08-31,11850,12300,11850,12150,153032,172530.0,14200000.0
2012-09-03,12100,12150,11750,12000,101666,170400.0,14200000.0
2012-09-04,12200,12500,12050,12300,422380,174660.0,14200000.0
2012-09-05,12350,12350,11750,12100,168241,171820.0,14200000.0
2012-09-06,12100,12250,11900,12100,117710,171820.0,14200000.0
2012-09-07,12200,12250,12050,12150,71955,172530.0,14200000.0
2012-09-10,12350,12850,12250,12400,388543,176080.0,14200000.0
2012-09-11,12550,12600,12250,12350,162070,175370.0,14200000.0
2012-09-12,12500,12500,12100,12350,215591,175370.0,14200000.0
2012-09-13,12400,12750,12300,12400,183162,176080.0,14200000.0
2012-09-14,12500,12550,12000,12150,155325,172530.0,14200000.0
2012-09-17,12100,12100,11550,11900,253569,168980.0,14200000.0
2012-09-18,11950,12400,11950,12350,241901,175370.0,14200000.0
2012-09-19,12500,12650,12300,12600,212879,178920.0,14200000.0
2012-09-20,12650,12850,12250,12500,159749,177500.0,14200000.0
2012-09-21,12400,12500,12150,12350,97107,175370.0,14200000.0
2012-09-24,12450,12800,12100,12750,204536,181050.0,14200000.0
2012-09-25,12750,13100,12500,12750,249812,181050.0,14200000.0
2012-09-26,12600,12750,12350,12400,74400,176080.0,14200000.0
2012-09-27,12300,12500,11850,12000,107685,170400.0,14200000.0
2012-09-28,12100,12300,11900,12150,63776,172530.0,14200000.0
2012-10-02,12200,12450,12200,12400,73175,176080.0,14200000.0
2012-10-04,12600,12650,12200,12250,123285,173950.0,14200000.0
2012-10-05,12250,12600,12200,12500,134073,177500.0,14200000.0
2012-10-08,12450,12800,12450,12550,113975,178210.0,14200000.0
