코렌텍(104540),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-07-16,18450,18750,18000,18200,75665,149638.0,8221861.0
2013-07-17,18000,18300,17750,18100,65365,148816.0,8221861.0
2013-07-18,18200,18750,17950,18600,54774,152927.0,8221861.0
2013-07-19,18700,18700,18100,18100,31678,148816.0,8221861.0
2013-07-22,18000,18300,17900,18050,36047,148405.0,8221861.0
2013-07-23,17950,18450,17900,17900,41515,147171.0,8221861.0
2013-07-24,17900,18250,17500,17700,51179,145527.0,8221861.0
2013-07-25,17800,18200,17600,17850,32679,146760.0,8221861.0
2013-07-26,18050,18900,17850,18900,124906,155393.0,8221861.0
2013-07-29,19000,19400,18650,18900,80507,155393.0,8221861.0
2013-07-30,18800,19200,18650,19200,51515,157860.0,8221861.0
2013-07-31,19200,19300,18700,19300,63338,158682.0,8221861.0
2013-08-01,19300,19300,18850,18850,37405,154982.0,8221861.0
2013-08-02,19050,19200,18750,19000,31607,156215.0,8221861.0
2013-08-05,19000,19500,18800,19100,55166,157038.0,8221861.0
2013-08-06,19100,19500,18950,19150,33925,157449.0,8221861.0
2013-08-07,18900,19100,18350,18350,65850,150871.0,8221861.0
2013-08-08,18350,18500,17850,18350,61084,150871.0,8221861.0
2013-08-09,18350,18550,17700,18050,46902,148405.0,8221861.0
2013-08-12,17900,18000,17400,17650,51062,145116.0,8221861.0
2013-08-13,17600,18400,17600,18350,50499,150871.0,8221861.0
2013-08-14,18150,18900,18100,18350,71360,150871.0,8221861.0
2013-08-16,17900,18250,17850,18000,29675,147993.0,8221861.0
2013-08-19,18000,18550,17850,18100,68663,148816.0,8221861.0
2013-08-20,18000,18250,17300,17300,62688,142238.0,8221861.0
2013-08-21,17200,17750,17150,17550,71480,144294.0,8221861.0
2013-08-22,17350,17800,16950,17250,60509,141827.0,8221861.0
2013-08-23,17500,18200,17250,18000,73738,147993.0,8221861.0
2013-08-26,18250,19250,18050,19150,156631,157449.0,8221861.0
2013-08-27,19250,19300,18600,18750,78728,154160.0,8221861.0
2013-08-28,18400,19500,18250,19000,100110,156215.0,8221861.0
2013-08-29,19150,20200,18850,19800,210848,162793.0,8221861.0
2013-08-30,19650,19900,19350,19800,118532,162793.0,8221861.0
2013-09-02,19900,19900,18900,18900,110362,155393.0,8221861.0
2013-09-03,18950,19400,18700,18900,51685,155393.0,8221861.0
2013-09-04,18900,19050,18700,18750,51403,154160.0,8221861.0
2013-09-05,18700,19750,18500,19700,499000,161971.0,8221861.0
2013-09-06,19550,21200,19500,20500,788011,168548.0,8221861.0
2013-09-09,20550,21350,20100,21300,421688,175126.0,8221861.0
2013-09-10,21300,22300,19700,20450,1256867,168137.0,8221861.0
2013-09-11,20600,21100,19900,21100,271013,173481.0,8221861.0
2013-09-12,21100,21900,20800,20800,333696,171015.0,8221861.0
2013-09-13,20900,21300,20250,20350,177025,167315.0,8221861.0
2013-09-16,20200,20550,19950,20400,107235,167726.0,8221861.0
2013-09-17,20350,21400,20350,20750,132341,170604.0,8221861.0
2013-09-23,20600,21000,20300,20750,131917,170604.0,8221861.0
2013-09-24,21250,21550,20300,20750,344839,170604.0,8221861.0
2013-09-25,20950,22750,20650,22200,449071,182525.0,8221861.0
2013-09-26,22300,22800,21900,22300,307759,183348.0,8221861.0
2013-09-27,22450,22850,22350,22650,158777,186225.0,8221861.0
2013-09-30,22300,22550,21300,21400,148867,175948.0,8221861.0
2013-10-01,21500,22050,21000,21550,175020,177181.0,8221861.0
2013-10-02,22000,22250,21400,21950,134071,180470.0,8221861.0
2013-10-04,21650,21850,21150,21300,123312,175158.0,8223361.0
2013-10-07,21500,21500,20300,20500,170881,168579.0,8223361.0
2013-10-08,20350,20650,19800,20650,135116,169812.0,8223361.0
2013-10-10,20900,21500,20500,20900,82759,171868.0,8223361.0
2013-10-11,20950,21350,20650,20900,74585,171868.0,8223361.0
2013-10-14,21000,21000,20450,20500,69382,168579.0,8223361.0
2013-10-15,20550,20700,20350,20450,56987,168168.0,8223361.0
2013-10-16,20600,20600,19100,19100,181165,157066.0,8223361.0
2013-10-17,19600,19700,19050,19050,78339,156655.0,8223361.0
2013-10-18,19050,20000,19000,20000,78714,164467.0,8223361.0
2013-10-21,19950,20200,19650,19900,30296,163645.0,8223361.0
2013-10-22,19800,20700,19750,20450,81134,168168.0,8223361.0
2013-10-23,20500,20800,20150,20200,54258,166112.0,8223361.0
2013-10-24,20200,20650,20050,20350,54313,167345.0,8223361.0
2013-10-25,20400,20500,19850,20050,50760,164878.0,8223361.0
2013-10-28,20100,20650,19900,20350,80989,167345.0,8223361.0
2013-10-29,20400,20850,19950,20800,101297,171046.0,8223361.0
2013-10-30,21000,21600,20800,21200,175417,174335.0,8223361.0
2013-10-31,21100,21350,20650,20650,58873,169812.0,8223361.0
2013-11-01,20650,21000,20300,20700,56269,170224.0,8223361.0
2013-11-04,21000,21050,20650,20650,43836,169812.0,8223361.0
2013-11-05,20650,20900,20250,20250,42188,166523.0,8223361.0
2013-11-06,20450,20600,20000,20150,58651,165701.0,8223361.0
2013-11-07,20350,20350,18950,19000,148754,156244.0,8223361.0
2013-11-08,18750,19650,18750,19500,107291,160356.0,8223361.0
2013-11-11,19800,19800,18450,18600,75008,152955.0,8223361.0
2013-11-12,18450,19300,18450,19100,55470,157066.0,8223361.0
2013-11-13,19100,19150,18450,18650,45825,153366.0,8223361.0
2013-11-14,18800,19450,18800,19400,44412,159533.0,8223361.0
2013-11-15,19400,19550,19200,19400,21937,159533.0,8223361.0
2013-11-18,19500,19500,18700,18950,53799,155833.0,8223361.0
2013-11-19,19000,19000,18300,18500,63510,152132.0,8223361.0
2013-11-20,18600,18600,17700,17700,96221,145553.0,8223361.0
2013-11-21,17750,17950,17250,17650,50593,145142.0,8223361.0
2013-11-22,17900,18200,17650,17700,30737,145553.0,8223361.0
2013-11-25,17800,18200,17800,18100,26405,148843.0,8223361.0
2013-11-26,18100,18100,17800,18000,36972,148020.0,8223361.0
2013-11-27,18000,18350,18000,18200,26487,149665.0,8223361.0
2013-11-28,18300,18600,18100,18100,30941,148843.0,8223361.0
2013-11-29,18200,18400,17800,17950,45571,147609.0,8223361.0
2013-12-02,17400,17400,16000,16000,190047,131574.0,8223361.0
2013-12-03,15800,16650,15800,16300,96160,134041.0,8223361.0
2013-12-04,16250,16500,16050,16500,43673,135685.0,8223361.0
2013-12-05,16800,16800,16250,16400,44507,134863.0,8223361.0
2013-12-06,16400,16500,15550,15550,88220,127873.0,8223361.0
2013-12-09,15700,16050,15700,15750,48883,129518.0,8223361.0
2013-12-10,15850,16000,14850,15200,78985,124995.0,8223361.0
2013-12-11,15250,15550,13800,14300,245711,117594.0,8223361.0
2013-12-12,13900,14650,13800,14350,79674,118005.0,8223361.0
2013-12-13,14350,14350,14050,14150,51954,116361.0,8223361.0
2013-12-16,14300,14400,13750,14100,47299,115949.0,8223361.0
2013-12-17,13950,14200,13400,13800,90373,113482.0,8223361.0
2013-12-18,13650,13950,13650,13800,40788,113482.0,8223361.0
2013-12-19,14050,14400,13550,14400,65431,118416.0,8223361.0
2013-12-20,14400,15550,14200,15350,119491,126229.0,8223361.0
2013-12-23,15200,15350,15000,15100,60853,124173.0,8223361.0
2013-12-24,15000,16100,14950,15800,96328,129929.0,8223361.0
2013-12-26,16400,17400,16350,16450,305797,135274.0,8223361.0
2013-12-27,16350,17400,16300,16800,117974,138152.0,8223361.0
2013-12-30,17200,17200,16500,16800,65271,138152.0,8223361.0
2014-01-02,16800,17300,16500,16500,64155,135685.0,8223361.0
2014-01-03,16500,16800,15900,16400,61216,134863.0,8223361.0
2014-01-06,16400,16600,16100,16550,31615,136097.0,8223361.0
2014-01-07,16550,16800,16350,16600,36638,136508.0,8223361.0
2014-01-08,16650,16800,16300,16350,48205,134452.0,8223361.0
2014-01-09,16600,17600,16350,17300,138005,142264.0,8223361.0
2014-01-10,17400,17650,16950,17000,61408,139797.0,8223361.0
2014-01-13,17250,18400,17100,18100,164494,148843.0,8223361.0
2014-01-14,18200,18200,17700,18100,61200,148843.0,8223361.0
2014-01-15,18300,19250,17800,18550,185915,152543.0,8223361.0
2014-01-16,18600,18950,18300,18350,99718,150899.0,8223361.0
2014-01-17,18400,18600,17700,17850,66042,146787.0,8223361.0
2014-01-20,17850,18500,17700,18450,63821,151721.0,8223361.0
2014-01-21,18550,18550,17900,18000,55153,148020.0,8223361.0
2014-01-22,18000,18250,17700,18150,46386,149254.0,8223361.0
2014-01-23,18200,18700,18000,18300,82588,150488.0,8223361.0
2014-01-24,18300,18400,17700,18250,52440,150076.0,8223361.0
2014-01-27,17700,17900,16950,16950,125245,139386.0,8223361.0
2014-01-28,17050,17300,16400,16650,89590,136919.0,8223361.0
2014-01-29,16800,17200,16800,17000,47678,139797.0,8223361.0
2014-02-03,16950,16950,16400,16600,53548,136508.0,8223361.0
2014-02-04,16150,16550,15850,15950,66270,131163.0,8223361.0
2014-02-05,16100,18150,15950,17850,139917,146787.0,8223361.0
2014-02-06,18650,19200,17650,17700,470954,145553.0,8223361.0
2014-02-07,18150,19800,18150,18700,541863,153777.0,8223361.0
2014-02-10,19300,21500,19000,21100,1205282,173513.0,8223361.0
2014-02-11,20800,21350,20600,21300,315034,175158.0,8223361.0
2014-02-12,21150,21300,20500,20700,225129,170224.0,8223361.0
2014-02-13,20650,22100,20300,20400,517426,167757.0,8223361.0
2014-02-14,20600,20800,20000,20500,196867,168579.0,8223361.0
2014-02-17,20600,21100,20400,20550,159585,168990.0,8223361.0
2014-02-18,20750,20800,20150,20200,136269,166112.0,8223361.0
2014-02-19,20900,22100,20550,20850,553896,171457.0,8223361.0
2014-02-20,21000,21350,20600,21000,155857,172691.0,8223361.0
2014-02-21,21150,21550,20750,20850,143494,171457.0,8223361.0
2014-02-24,21300,21300,20500,20500,105723,168579.0,8223361.0
2014-02-25,20500,20700,20200,20350,129114,167345.0,8223361.0
2014-02-26,20350,20800,20300,20650,99248,169812.0,8223361.0
2014-02-27,20650,21100,20450,20600,128583,169401.0,8223361.0
2014-02-28,20550,20700,19950,20200,137077,166112.0,8223361.0
2014-03-03,20100,20100,18850,19000,233117,156244.0,8223361.0
2014-03-04,18950,19350,18850,19000,94205,156244.0,8223361.0
2014-03-05,19300,19850,19150,19350,165412,159122.0,8223361.0
2014-03-06,19600,19700,19050,19150,99451,157477.0,8223361.0
2014-03-07,19450,19600,19100,19200,91167,157889.0,8223361.0
2014-03-10,19300,20600,19250,20550,261094,168990.0,8223361.0
2014-03-11,20800,21250,20350,20850,223410,171457.0,8223361.0
2014-03-12,21000,21050,20100,20500,96560,168579.0,8223361.0
2014-03-13,20700,21450,20450,21400,177021,175980.0,8223361.0
2014-03-14,21000,21550,20900,21400,145938,175980.0,8223361.0
2014-03-17,21350,21400,20400,20600,114147,169401.0,8223361.0
2014-03-18,20650,20900,19900,20300,124756,166934.0,8223361.0
2014-03-19,20250,20750,20100,20150,77767,165701.0,8223361.0
2014-03-20,20200,20350,19650,19750,95783,162411.0,8223361.0
2014-03-21,19950,20950,19900,20600,152310,169401.0,8223361.0
2014-03-24,20900,21250,20450,20550,140741,168990.0,8223361.0
2014-03-25,20350,20500,19750,19800,127843,162823.0,8223361.0
2014-03-26,19900,20150,19500,19650,92440,161589.0,8223361.0
2014-03-27,19700,19700,19150,19500,69024,160356.0,8223361.0
2014-03-28,19500,19750,19400,19450,54666,159944.0,8223361.0
2014-03-31,19600,19750,19050,19250,84792,158300.0,8223361.0
2014-04-01,19650,20100,19300,19450,107583,159944.0,8223361.0
2014-04-02,19850,20500,19650,20400,141295,167757.0,8223361.0
2014-04-03,20400,20650,20000,20200,117640,166112.0,8223361.0
2014-04-04,20150,20550,19850,20450,70772,168168.0,8223361.0
2014-04-07,20250,20250,19850,19900,62566,163645.0,8223361.0
2014-04-08,19700,19850,19450,19750,64326,162411.0,8223361.0
2014-04-09,19700,20350,19550,20350,67156,167345.0,8223361.0
2014-04-10,20350,20550,20050,20050,56692,164878.0,8223361.0
2014-04-11,19500,20150,19500,19750,50904,162411.0,8223361.0
2014-04-14,19750,19900,19350,19900,63643,163645.0,8223361.0
2014-04-15,20000,20000,19650,19650,48728,161589.0,8223361.0
2014-04-16,19650,19850,19450,19500,45832,160356.0,8223361.0
2014-04-17,19650,20700,19600,20550,256599,168990.0,8223361.0
2014-04-18,20650,20850,20250,20650,108912,169812.0,8223361.0
2014-04-21,20650,20850,20400,20650,98773,169812.0,8223361.0
2014-04-22,20650,21100,20500,20600,100456,169401.0,8223361.0
2014-04-23,20700,20700,19900,20000,101410,164467.0,8223361.0
2014-04-24,20150,20150,19200,19600,64324,161178.0,8223361.0
2014-04-25,19700,19700,19200,19350,49822,159552.0,8245561.0
2014-04-28,19300,19500,18900,19300,53605,159139.0,8245561.0
2014-04-29,19450,19450,19150,19150,32666,157902.0,8245561.0
2014-04-30,19250,19500,19200,19350,30178,159552.0,8245561.0
2014-05-02,19350,19600,19000,19100,41685,157490.0,8245561.0
2014-05-07,19250,19250,18350,18350,59735,151306.0,8245561.0
2014-05-08,18550,18650,17450,17650,60040,145534.0,8245561.0
2014-05-09,17700,18300,17700,17800,38394,146771.0,8245561.0
2014-05-12,17800,18100,17600,17800,24947,146771.0,8245561.0
2014-05-13,17850,18200,17800,18050,20366,148832.0,8245561.0
2014-05-14,18000,18500,17900,18350,37631,151306.0,8245561.0
2014-05-15,18200,18500,18100,18150,24298,149657.0,8245561.0
2014-05-16,18000,18100,17500,17700,50586,145946.0,8245561.0
2014-05-19,17700,18000,16600,16750,87988,138113.0,8245561.0
2014-05-20,16750,16900,16150,16700,42354,137701.0,8245561.0
2014-05-21,16600,17100,16600,16750,22238,138113.0,8245561.0
2014-05-22,16750,17000,16650,16750,19129,138113.0,8245561.0
2014-05-23,17000,17250,16850,16850,34268,138938.0,8245561.0
2014-05-26,16850,17050,16650,16750,21559,138113.0,8245561.0
2014-05-27,16950,18500,16700,17650,204913,145534.0,8245561.0
2014-05-28,17650,17850,17250,17400,47312,143473.0,8245561.0
2014-05-29,17450,17600,17100,17500,41783,144297.0,8245561.0
2014-05-30,17350,17750,17000,17550,41258,144710.0,8245561.0
2014-06-02,17550,17700,16950,16950,39389,139762.0,8245561.0
2014-06-03,16850,17200,15900,16150,111977,133166.0,8245561.0
2014-06-05,15850,16150,15300,15400,73403,126982.0,8245561.0
2014-06-09,15400,15800,15350,15550,29448,128218.0,8245561.0
2014-06-10,15600,16300,15500,16150,25654,133166.0,8245561.0
2014-06-11,16150,16350,16000,16300,19862,134403.0,8245561.0
2014-06-12,16100,16350,16000,16150,10949,133166.0,8245561.0
2014-06-13,16050,16150,15850,16000,24033,131929.0,8245561.0
2014-06-16,16000,16200,15500,16000,27415,131929.0,8245561.0
2014-06-17,16000,16100,15750,15800,25864,130280.0,8245561.0
2014-06-18,15800,15950,15550,15600,46611,128631.0,8245561.0
2014-06-19,15600,15850,15500,15600,33693,128631.0,8245561.0
2014-06-20,15800,15800,15300,15550,25952,128218.0,8245561.0
2014-06-23,15550,15800,14900,14900,62374,122859.0,8245561.0
2014-06-24,14800,15150,14650,14800,27083,122034.0,8245561.0
2014-06-25,14700,15000,14450,14900,38712,122859.0,8245561.0
2014-06-26,14800,15050,14600,14800,45524,122034.0,8245561.0
2014-06-27,15050,16550,14950,15850,211448,130692.0,8245561.0
2014-06-30,15800,16450,15800,16250,63775,133990.0,8245561.0
2014-07-01,16200,16700,15850,16400,73272,135227.0,8245561.0
2014-07-02,16650,16700,16400,16500,43362,136052.0,8245561.0
2014-07-03,16550,17350,16400,17200,95554,141824.0,8245561.0
2014-07-04,17400,17500,17100,17250,52713,142236.0,8245561.0
2014-07-07,17250,17500,16950,17450,47082,143885.0,8245561.0
2014-07-08,17500,17550,16650,17100,68982,140999.0,8245561.0
2014-07-09,16900,17800,16800,17600,77986,145122.0,8245561.0
2014-07-10,17800,17800,17250,17250,34721,142236.0,8245561.0
2014-07-11,17100,17300,16800,16950,44770,139762.0,8245561.0
2014-07-14,17150,17700,17050,17500,70803,144297.0,8245561.0
2014-07-15,17600,17700,17100,17200,42379,141824.0,8245561.0
2014-07-16,17100,17400,16800,17150,40369,141411.0,8245561.0
2014-07-17,17200,18400,17000,17900,198438,147596.0,8245561.0
2014-07-18,17600,18050,17600,18000,44967,148420.0,8245561.0
2014-07-21,18000,18000,17400,17400,76344,143473.0,8245561.0
2014-07-22,17300,17700,17100,17300,34236,142648.0,8245561.0
2014-07-23,17400,17450,16950,17050,52444,140587.0,8245561.0
2014-07-24,16950,17250,16600,16800,51829,138525.0,8245561.0
2014-07-25,16650,17100,16650,16900,23902,139350.0,8245561.0
2014-07-28,16900,16900,16100,16200,77679,133578.0,8245561.0
2014-07-29,16200,16500,15500,15750,60527,129868.0,8245561.0
2014-07-30,15600,16150,15600,16050,26160,132341.0,8245561.0
2014-07-31,15950,16050,15500,15650,38600,129043.0,8245561.0
2014-08-01,15400,15900,15400,15750,20510,129868.0,8245561.0
2014-08-04,15850,16050,15700,16000,30568,131929.0,8245561.0
2014-08-05,15950,16150,15700,15850,28122,130692.0,8245561.0
2014-08-06,15700,16550,15700,16200,61913,133578.0,8245561.0
2014-08-07,16100,16400,15650,15750,39095,129868.0,8245561.0
2014-08-08,15600,15950,15450,15450,23669,127394.0,8245561.0
2014-08-11,15550,16100,15450,15950,24154,131517.0,8245561.0
2014-08-12,15750,16050,15750,15850,25409,130692.0,8245561.0
2014-08-13,15850,16000,15800,15950,25349,131517.0,8245561.0
2014-08-14,15850,16300,15850,16150,28287,133166.0,8245561.0
2014-08-18,16000,16350,15700,15700,34360,129455.0,8245561.0
2014-08-19,15750,15950,15500,15600,26358,128631.0,8245561.0
2014-08-20,15550,15800,15400,15500,42287,127806.0,8245561.0
2014-08-21,15400,15650,15150,15600,69934,128631.0,8245561.0
2014-08-22,16050,17100,16000,16450,255189,135639.0,8245561.0
2014-08-25,16500,16600,16000,16050,59878,132341.0,8245561.0
2014-08-26,16000,16350,15900,16050,50797,132341.0,8245561.0
2014-08-27,16150,16150,15550,15650,68735,129043.0,8245561.0
2014-08-28,15700,15950,15550,15850,43261,130692.0,8245561.0
2014-08-29,15700,15800,15400,15500,45358,127806.0,8245561.0
2014-09-01,15300,15800,15050,15350,100909,126569.0,8245561.0
2014-09-02,15350,15600,15050,15350,59885,126569.0,8245561.0
2014-09-03,15300,15400,15100,15100,46468,124508.0,8245561.0
2014-09-04,15150,15250,14850,14850,51802,122447.0,8245561.0
2014-09-05,14850,15300,14850,15100,32873,124508.0,8245561.0
2014-09-11,15050,15300,15050,15200,33607,125333.0,8245561.0
2014-09-12,15300,15350,15050,15300,31913,126157.0,8245561.0
2014-09-15,15300,15400,15050,15100,30768,124508.0,8245561.0
2014-09-16,15200,15800,15100,15600,52408,128631.0,8245561.0
2014-09-17,15550,15950,15500,15500,33341,127806.0,8245561.0
2014-09-18,15450,15800,15200,15650,38689,129043.0,8245561.0
2014-09-19,15650,15700,15250,15600,87096,128631.0,8245561.0
2014-09-22,15450,15650,15100,15150,30771,124920.0,8245561.0
2014-09-23,15100,15400,14950,15100,37166,124508.0,8245561.0
2014-09-24,15100,15350,15000,15000,40808,123683.0,8245561.0
2014-09-25,15050,15350,14950,15000,36721,123683.0,8245561.0
2014-09-26,15050,15200,14950,15200,36952,125333.0,8245561.0
2014-09-29,15200,15200,14250,14800,88900,122034.0,8245561.0
2014-09-30,14750,14850,14050,14100,73017,116262.0,8245561.0
2014-10-01,13950,14150,13650,13650,153458,112552.0,8245561.0
2014-10-02,13500,15500,13500,14700,152208,121210.0,8245561.0
2014-10-06,14700,15450,14700,15100,71501,124508.0,8245561.0
2014-10-07,14900,15450,14900,15150,58226,124920.0,8245561.0
2014-10-08,14850,15150,14850,15000,23584,123683.0,8245561.0
2014-10-10,15400,17250,15250,16550,709470,136464.0,8245561.0
2014-10-13,16450,16850,15750,16450,228948,135639.0,8245561.0
2014-10-14,16300,16900,16100,16150,119000,133166.0,8245561.0
2014-10-15,16000,16650,15900,16250,131417,133990.0,8245561.0
2014-10-16,16300,16800,15950,16450,104531,135639.0,8245561.0
2014-10-17,16500,16950,16250,16300,135735,134403.0,8245561.0
2014-10-20,16300,16600,15950,16150,83477,133166.0,8245561.0
2014-10-21,16050,16350,15600,16150,100112,133166.0,8245561.0
2014-10-22,16300,17050,16000,16800,258099,138525.0,8245561.0
2014-10-23,16700,17400,16400,17250,154177,142236.0,8245561.0
2014-10-24,17250,17250,16650,16700,117049,137701.0,8245561.0
2014-10-27,16700,16800,16300,16300,64672,134403.0,8245561.0
2014-10-28,16250,16450,16050,16150,49957,133166.0,8245561.0
2014-10-29,16400,16800,16250,16500,94061,136052.0,8245561.0
2014-10-30,16500,16600,16050,16100,64600,132754.0,8245561.0
2014-10-31,16300,16350,15600,15700,72207,129455.0,8245561.0
2014-11-03,15750,16200,15500,15600,36105,128631.0,8245561.0
2014-11-04,15900,16150,15550,15600,76631,128631.0,8245561.0
2014-11-05,15700,15900,15300,15500,43959,127806.0,8245561.0
2014-11-06,15500,15500,14750,15000,80033,123683.0,8245561.0
2014-11-07,15400,16300,15300,16200,122355,133578.0,8245561.0
2014-11-10,16400,16600,16100,16400,76816,135227.0,8245561.0
2014-11-11,16500,17300,16200,17200,223368,141824.0,8245561.0
2014-11-12,17000,17500,17000,17100,111605,140999.0,8245561.0
2014-11-13,17200,17500,16900,17200,71513,141824.0,8245561.0
2014-11-14,17150,17200,16700,16850,72165,138938.0,8245561.0
2014-11-17,16850,17000,16550,17000,62210,140175.0,8245561.0
2014-11-18,17000,17550,16650,17550,122917,144710.0,8245561.0
