대주전자재료(078600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-07-07,3968,4177,3951,4000,42749,40782.0,8222140.0
2008-07-08,4032,4072,3556,3617,90475,36876.0,8222140.0
2008-07-09,3677,3890,3677,3694,44214,37657.0,8222140.0
2008-07-10,3410,4016,3410,3952,75297,40288.0,8222140.0
2008-07-11,3979,4020,3814,3952,35954,40288.0,8222140.0
2008-07-14,3834,4016,3834,3892,25917,39672.0,8222140.0
2008-07-15,4177,4435,4024,4121,186460,42015.0,8222140.0
2008-07-16,4193,4290,3878,3956,73806,40330.0,8222140.0
2008-07-17,4185,4274,4024,4153,63002,42344.0,8222140.0
2008-07-18,4266,4355,4080,4146,67744,42262.0,8222140.0
2008-07-21,4144,4201,4032,4121,62516,42015.0,8222140.0
2008-07-22,4169,4169,4016,4041,47534,41193.0,8222140.0
2008-07-23,4088,4153,3951,4049,73354,41275.0,8222140.0
2008-07-24,4096,4177,4016,4049,42185,41275.0,8222140.0
2008-07-25,3951,4032,3943,3960,41053,40371.0,8222140.0
2008-07-28,3959,4048,3919,4009,54004,40864.0,8222140.0
2008-07-29,4016,4016,3790,3988,32802,40658.0,8222140.0
2008-07-30,4088,4088,3798,3977,25558,40535.0,8222140.0
2008-07-31,3951,4020,3923,3977,23162,40535.0,8222140.0
2008-08-01,3802,4016,3802,3968,20131,40453.0,8222140.0
2008-08-04,4007,4007,3790,3867,32480,39425.0,8222140.0
2008-08-05,3923,4032,3475,3549,120610,36177.0,8222140.0
2008-08-06,3612,3628,3233,3371,174464,34369.0,8222140.0
2008-08-07,3406,3426,3266,3307,111507,33711.0,8222140.0
2008-08-08,3257,3370,3257,3275,142740,33382.0,8222140.0
2008-08-11,3309,3347,3076,3218,224733,32806.0,8222140.0
2008-08-12,3189,3273,3136,3194,82293,32560.0,8222140.0
2008-08-13,3193,3415,3181,3307,89207,33711.0,8222140.0
2008-08-14,3241,3266,3076,3109,76829,31696.0,8222140.0
2008-08-18,3104,3153,2947,2948,76037,30052.0,8222140.0
2008-08-19,2863,2922,2749,2795,116514,28490.0,8222140.0
2008-08-20,2766,2814,2677,2782,75718,28366.0,8222140.0
2008-08-21,2810,3016,2794,2823,79884,28777.0,8222140.0
2008-08-22,2769,2886,2656,2665,69812,27174.0,8222140.0
2008-08-25,2677,2782,2535,2537,45688,25859.0,8222140.0
2008-08-26,2512,2608,2459,2492,41268,25406.0,8222140.0
2008-08-27,2411,2652,2411,2654,66663,27051.0,8222140.0
2008-08-28,2652,3019,2652,2895,166014,29517.0,8222140.0
2008-08-29,2922,3088,2794,2795,279564,28490.0,8222140.0
2008-09-01,2741,2769,2422,2424,139866,24708.0,8222140.0
2008-09-02,2282,2399,2060,2061,221948,21008.0,8222140.0
2008-09-03,2015,2177,1838,1976,304561,20144.0,8222140.0
2008-09-04,1983,2269,1983,2271,137144,23145.0,8222140.0
2008-09-05,2399,2580,2285,2323,368295,23680.0,8222140.0
2008-09-08,2390,2535,2370,2488,128400,25365.0,8222140.0
2008-09-09,2519,2519,2395,2420,79275,24666.0,8222140.0
2008-09-10,2379,2782,2379,2782,176883,28366.0,8222140.0
2008-09-11,2983,3039,2838,2904,350998,29600.0,8222140.0
2008-09-12,2959,3016,2838,2944,134115,30011.0,8222140.0
2008-09-16,2503,2782,2503,2505,192941,25530.0,8222140.0
2008-09-17,2677,2741,2620,2670,126717,27215.0,8222140.0
2008-09-18,2539,2661,2273,2662,110609,27133.0,8222140.0
2008-09-19,2822,2879,2737,2742,107859,27955.0,8222140.0
2008-09-22,2822,2822,2604,2681,75182,27339.0,8222140.0
2008-09-23,2620,2798,2580,2766,67698,28202.0,8222140.0
2008-09-24,2709,2810,2689,2798,50040,28531.0,8222140.0
2008-09-25,2802,2886,2766,2787,66360,28407.0,8222140.0
2008-09-26,2822,2822,2620,2674,72019,27256.0,8222140.0
2008-09-29,2693,2778,2588,2613,37381,26640.0,8222140.0
2008-09-30,2285,2523,2273,2516,88822,25653.0,8222140.0
2008-10-01,2636,2636,2459,2557,37820,26064.0,8222140.0
2008-10-02,2507,2608,2499,2532,34446,25818.0,8222140.0
2008-10-06,2459,2507,2217,2242,62691,22858.0,8222140.0
2008-10-07,2104,2322,2072,2314,51544,23598.0,8222140.0
2008-10-08,2173,2298,2129,2133,34115,21748.0,8222140.0
2008-10-09,2096,2253,2088,2210,39408,22529.0,8222140.0
2008-10-10,2072,2258,1959,2165,55610,22076.0,8222140.0
2008-10-13,2168,2298,2168,2282,41895,23269.0,8222140.0
2008-10-14,2459,2555,2379,2500,49920,25489.0,8222140.0
2008-10-15,2379,2499,2379,2431,27025,24790.0,8222140.0
2008-10-16,2350,2395,2201,2202,41004,22446.0,8222140.0
2008-10-17,2322,2322,2088,2097,42995,21378.0,8222140.0
2008-10-20,2060,2233,2024,2165,29075,22076.0,8222140.0
2008-10-21,2249,2253,2161,2161,20965,22035.0,8222140.0
2008-10-22,2112,2258,1935,2129,37079,21706.0,8222140.0
2008-10-23,1967,2092,1895,1895,46293,19322.0,8222140.0
2008-10-24,1971,1971,1612,1613,66567,16444.0,8222140.0
2008-10-27,1459,1596,1370,1371,80084,13978.0,8222140.0
2008-10-28,1249,1572,1168,1468,65819,14964.0,8222140.0
2008-10-29,1604,1612,1261,1436,79460,14635.0,8222140.0
2008-10-30,1531,1648,1434,1650,89574,16814.0,8222140.0
2008-10-31,1673,1717,1612,1670,34323,17020.0,8222140.0
2008-11-03,1652,1854,1652,1855,47107,18911.0,8222140.0
2008-11-04,1959,1959,1798,1927,35223,19651.0,8222140.0
2008-11-05,2015,2177,1862,1911,86066,19486.0,8222140.0
2008-11-06,1822,1898,1693,1694,69325,17266.0,8222140.0
2008-11-07,1612,1854,1548,1839,58951,18746.0,8222140.0
2008-11-10,1935,1935,1818,1871,32133,19075.0,8222140.0
2008-11-11,1895,1895,1774,1851,22803,18870.0,8222140.0
2008-11-12,1935,1935,1774,1855,20179,18911.0,8222140.0
2008-11-13,1701,1742,1657,1726,14992,17595.0,8222140.0
2008-11-14,1761,1895,1725,1734,15502,17678.0,8222140.0
2008-11-17,1681,1774,1652,1746,18089,17801.0,8222140.0
2008-11-18,1774,1886,1713,1767,17665,18006.0,8222140.0
2008-11-19,1854,1854,1620,1645,38914,16773.0,8222140.0
2008-11-20,1572,1588,1418,1484,28982,15129.0,8222140.0
2008-11-21,1418,1681,1330,1512,80190,15417.0,8222140.0
2008-11-24,1540,1540,1427,1443,28958,14718.0,8222140.0
2008-11-25,1503,1515,1378,1411,21323,14389.0,8222140.0
2008-11-26,1402,1475,1382,1443,23405,14718.0,8222140.0
2008-11-27,1451,1524,1382,1468,23987,14964.0,8222140.0
2008-11-28,1471,1652,1471,1573,32251,16033.0,8222140.0
2008-12-01,1572,1644,1544,1605,45547,16362.0,8222140.0
2008-12-02,1531,1608,1515,1605,12603,16362.0,8222140.0
2008-12-03,1693,1693,1572,1597,17472,16280.0,8222140.0
2008-12-04,1628,1628,1475,1484,57514,15129.0,8222140.0
2008-12-05,1483,1540,1443,1508,20284,15375.0,8222140.0
2008-12-08,1495,1580,1495,1565,55184,15951.0,8222140.0
2008-12-09,1580,1580,1508,1560,30946,15910.0,8222140.0
2008-12-10,1556,1604,1519,1593,66374,16239.0,8222140.0
2008-12-11,1567,1661,1567,1650,75072,16814.0,8222140.0
2008-12-12,1657,1657,1491,1501,82830,15293.0,8222140.0
2008-12-15,1511,1604,1511,1544,62938,15745.0,8222140.0
2008-12-16,1540,1774,1524,1774,126682,18089.0,8222140.0
2008-12-17,1870,1967,1717,1774,156400,18089.0,8222140.0
2008-12-18,1801,2003,1745,1774,146788,18089.0,8222140.0
2008-12-19,1758,1959,1721,1920,140577,19569.0,8222140.0
2008-12-22,1999,2092,1858,1915,107213,19528.0,8222140.0
2008-12-23,1866,1927,1737,1746,63872,17801.0,8222140.0
2008-12-24,1709,1781,1681,1742,54169,17760.0,8222140.0
2008-12-26,1742,1765,1612,1637,90701,16691.0,8222140.0
2008-12-29,1641,1645,1540,1553,44737,15828.0,8222140.0
2008-12-30,1548,1632,1548,1577,34769,16074.0,8222140.0
2009-01-02,1588,1753,1588,1670,46852,17020.0,8222140.0
2009-01-05,1742,1918,1742,1920,86986,19569.0,8222140.0
2009-01-06,1992,2044,1911,1944,287807,19815.0,8222140.0
2009-01-07,1918,2233,1878,2133,427303,21748.0,8222140.0
2009-01-08,2056,2177,2015,2117,197929,21583.0,8222140.0
2009-01-09,2165,2305,2064,2197,151511,22405.0,8222140.0
2009-01-12,2136,2245,2068,2242,115497,22858.0,8222140.0
2009-01-13,2201,2576,2201,2577,636049,26270.0,8222140.0
2009-01-14,2604,2640,2471,2492,444789,25406.0,8222140.0
2009-01-15,2322,2415,2120,2121,480947,21624.0,8222140.0
2009-01-16,2168,2221,2080,2141,243443,21830.0,8222140.0
2009-01-19,2161,2258,2141,2145,186958,21871.0,8222140.0
2009-01-20,2080,2245,2040,2057,163756,20966.0,8222140.0
2009-01-21,1963,2015,1854,1920,142286,19569.0,8222140.0
2009-01-22,1992,2028,1854,1895,120227,19322.0,8222140.0
2009-01-23,1911,1911,1801,1819,80340,18541.0,8222140.0
2009-01-28,1854,1975,1854,1947,85395,19856.0,8222140.0
2009-01-29,1979,2040,1923,1947,73113,19856.0,8222140.0
2009-01-30,1886,2051,1886,2016,87880,20555.0,8222140.0
2009-02-02,2056,2112,1979,1996,64789,20350.0,8222140.0
2009-02-03,2015,2068,1995,1996,77258,20350.0,8222140.0
2009-02-04,2068,2088,2003,2028,81068,20679.0,8222140.0
2009-02-05,2028,2076,1992,1992,69007,20309.0,8222140.0
2009-02-06,2015,2173,2008,2145,145268,21871.0,8222140.0
2009-02-09,2168,2298,2129,2145,202191,21871.0,8222140.0
2009-02-10,2217,2217,2044,2097,82621,21378.0,8222140.0
2009-02-11,1999,2044,1975,2004,139618,20432.0,8222140.0
2009-02-12,2048,2056,2008,2024,75806,20638.0,8222140.0
2009-02-13,2064,2076,2008,2069,76544,21090.0,8222140.0
2009-02-16,2072,2209,2048,2097,133693,21378.0,8222140.0
2009-02-17,2084,2104,1918,1924,129443,19610.0,8222140.0
2009-02-18,1858,1992,1838,1920,44245,19569.0,8222140.0
2009-02-19,1918,1971,1822,1859,82984,18952.0,8222140.0
2009-02-20,1846,1866,1616,1726,93320,17595.0,8222140.0
2009-02-23,1725,1830,1677,1767,24434,18006.0,8222140.0
2009-02-24,1657,1725,1616,1637,72262,16691.0,8222140.0
2009-02-25,1697,1769,1632,1657,71287,16896.0,8222140.0
2009-02-26,1661,1717,1584,1601,51407,16321.0,8222140.0
2009-02-27,1584,1657,1580,1637,45091,16691.0,8222140.0
2009-03-02,1604,1677,1531,1573,29955,16033.0,8222140.0
2009-03-03,1475,1636,1467,1540,31621,15704.0,8222140.0
2009-03-04,1612,1632,1544,1629,24414,16609.0,8222140.0
2009-03-05,1652,1693,1584,1654,25940,16855.0,8222140.0
2009-03-06,1576,1689,1576,1657,14708,16896.0,8222140.0
2009-03-09,1758,1758,1693,1730,38559,17636.0,8222140.0
2009-03-10,1733,1822,1733,1783,48779,18171.0,8222140.0
2009-03-11,1862,1862,1753,1758,29017,17924.0,8222140.0
2009-03-12,1798,2019,1737,2021,126961,20596.0,8222140.0
2009-03-13,2024,2048,1939,1964,185509,20021.0,8222140.0
2009-03-16,1963,2003,1830,1871,89105,19075.0,8222140.0
2009-03-17,1902,1927,1854,1904,33295,19404.0,8222140.0
2009-03-18,1963,1983,1927,1972,67186,20103.0,8222140.0
2009-03-19,1971,2012,1818,1823,89985,18582.0,8222140.0
2009-03-20,1794,1854,1781,1843,37326,18788.0,8222140.0
2009-03-23,1854,1987,1801,1936,63241,19733.0,8222140.0
2009-03-24,1951,1959,1875,1907,42918,19445.0,8222140.0
2009-03-25,1878,1902,1842,1895,32924,19322.0,8222140.0
2009-03-26,1895,2012,1895,1956,57432,19939.0,8222140.0
2009-03-27,1992,2096,1943,1980,101623,20185.0,8222140.0
2009-03-30,1987,2008,1854,1868,51882,19034.0,8222140.0
2009-03-31,1870,1931,1858,1907,37506,19445.0,8222140.0
2009-04-01,1935,1999,1895,1940,52990,19774.0,8222140.0
2009-04-02,1983,2092,1947,2000,111280,20391.0,8222140.0
2009-04-03,2024,2201,2024,2085,318996,21254.0,8222140.0
2009-04-06,2084,2177,2068,2101,145965,21419.0,8222140.0
2009-04-07,2104,2120,2024,2081,110721,21213.0,8222140.0
2009-04-08,2068,2161,2028,2069,99694,21090.0,8222140.0
2009-04-09,2141,2285,2080,2218,164986,22611.0,8222140.0
2009-04-10,2258,2302,2120,2214,132268,22570.0,8222140.0
2009-04-13,2226,2285,2157,2242,196179,22858.0,8222140.0
2009-04-14,2269,2496,2242,2415,385674,24625.0,8222140.0
2009-04-15,2342,2608,2305,2488,300937,25365.0,8222140.0
2009-04-16,2552,2613,2419,2452,302860,24995.0,8222140.0
2009-04-17,2459,2491,2326,2395,163028,24420.0,8222140.0
2009-04-20,2374,2386,2209,2388,209765,24338.0,8222140.0
2009-04-21,2314,2415,2278,2379,134032,24255.0,8222140.0
2009-04-22,2438,2576,2354,2577,321660,26270.0,8222140.0
2009-04-23,2580,2689,2539,2545,256977,25941.0,8222140.0
2009-04-24,2572,2572,2379,2431,134410,24790.0,8222140.0
2009-04-27,2386,2467,2346,2355,119211,24009.0,8222140.0
2009-04-28,2362,2402,2060,2073,369085,21131.0,8222140.0
2009-04-29,2076,2136,1975,2081,116552,21213.0,8222140.0
2009-04-30,2177,2386,2136,2291,263363,23351.0,8222140.0
2009-05-04,2338,2342,2217,2250,112696,22940.0,8222140.0
2009-05-06,2265,2302,2193,2255,81239,22981.0,8222140.0
2009-05-07,2269,2358,2269,2335,89322,23803.0,8222140.0
2009-05-08,2370,2370,2298,2335,43610,23803.0,8222140.0
2009-05-11,2334,2342,2278,2298,51324,23433.0,8222140.0
2009-05-12,2258,2326,2237,2314,74962,23598.0,8222140.0
2009-05-13,2338,2479,2322,2480,199742,25283.0,8222140.0
2009-05-14,2411,2459,2354,2420,76399,24666.0,8222140.0
2009-05-15,2419,2499,2406,2492,140124,25406.0,8222140.0
2009-05-18,2491,2499,2419,2440,75895,24872.0,8222140.0
2009-05-19,2443,2471,2386,2428,77986,24749.0,8222140.0
2009-05-20,2438,2789,2427,2791,392805,28449.0,8222140.0
2009-05-21,2782,2922,2677,2722,300517,27750.0,8222140.0
2009-05-22,2741,2903,2580,2581,264417,26311.0,8222140.0
2009-05-25,2613,2620,2217,2565,152315,26146.0,8222140.0
2009-05-26,2564,2640,2507,2557,85766,26064.0,8222140.0
2009-05-27,2620,2782,2555,2605,111060,26558.0,8222140.0
2009-05-28,2661,2669,2523,2609,57924,26599.0,8222140.0
2009-05-29,2661,2661,2532,2589,52057,26393.0,8222140.0
2009-06-01,2588,2636,2435,2464,120661,25119.0,8222140.0
2009-06-02,2499,2576,2463,2472,58185,25201.0,8222140.0
2009-06-03,2528,2548,2427,2541,50286,25900.0,8222140.0
2009-06-04,2507,2822,2507,2670,284991,27215.0,8222140.0
2009-06-05,2741,3000,2661,2742,1074532,27955.0,8222140.0
2009-06-08,2741,3032,2701,3032,378145,30915.0,8222140.0
2009-06-09,3113,3302,2996,3061,535498,31203.0,8222140.0
2009-06-10,3048,3108,2822,2928,324856,29846.0,8222140.0
2009-06-11,2927,2983,2749,2750,189652,28037.0,8222140.0
2009-06-12,2769,2842,2737,2750,76794,28037.0,8222140.0
2009-06-15,2749,2782,2685,2730,120320,27832.0,8222140.0
2009-06-16,2681,2806,2629,2710,88546,27626.0,8222140.0
2009-06-17,2741,3003,2709,2823,415792,28777.0,8222140.0
2009-06-18,2863,2915,2701,2722,126758,27750.0,8222140.0
2009-06-19,2766,2766,2459,2581,146007,26311.0,8222140.0
2009-06-22,2512,2620,2512,2597,60307,26475.0,8222140.0
2009-06-23,2516,2649,2459,2464,50183,25119.0,8222140.0
2009-06-24,2491,2528,2354,2448,100326,24954.0,8222140.0
2009-06-25,2459,2560,2415,2488,55343,25365.0,8222140.0
2009-06-26,2532,2532,2419,2488,38667,25365.0,8222140.0
2009-06-29,2564,2564,2419,2424,37832,24708.0,8222140.0
2009-06-30,2435,2483,2379,2420,56528,24666.0,8222140.0
2009-07-01,2459,2487,2298,2476,35431,25242.0,8222140.0
2009-07-02,2443,2475,2386,2476,41971,25242.0,8222140.0
2009-07-03,2249,2471,2249,2431,40162,24790.0,8222140.0
2009-07-06,2431,2487,2427,2460,38892,25078.0,8222140.0
2009-07-07,2459,2512,2435,2480,25394,25283.0,8222140.0
2009-07-08,2491,2491,2419,2424,17182,24708.0,8222140.0
2009-07-09,2419,2467,2419,2431,43852,24790.0,8222140.0
2009-07-10,2463,2463,2362,2388,26698,24338.0,8222140.0
2009-07-13,2354,2491,2282,2282,36833,23269.0,8222140.0
2009-07-14,2285,2310,2177,2202,71133,22446.0,8222140.0
2009-07-15,2205,2242,2152,2186,72275,22282.0,8222140.0
2009-07-16,2217,2326,2188,2262,44637,23063.0,8222140.0
2009-07-17,2258,2258,2217,2218,26612,22611.0,8222140.0
2009-07-20,2217,2338,2217,2311,57534,23556.0,8222140.0
2009-07-21,2273,2342,2258,2262,16737,23063.0,8222140.0
2009-07-22,2294,2294,2253,2271,26734,23145.0,8222140.0
2009-07-23,2258,2262,2201,2226,42539,22693.0,8222140.0
2009-07-24,2249,2253,2217,2242,22339,22858.0,8222140.0
2009-07-27,2242,2382,2242,2372,68812,24173.0,8222140.0
2009-07-28,2379,2395,2294,2363,24401,24091.0,8222140.0
2009-07-29,2326,2399,2282,2323,46862,23680.0,8222140.0
2009-07-30,2354,2354,2233,2282,37156,23269.0,8222140.0
2009-07-31,2282,2318,2258,2278,21680,23228.0,8222140.0
2009-08-03,2294,2366,2245,2367,44089,24132.0,8222140.0
2009-08-04,2447,2523,2382,2411,130822,24584.0,8222140.0
2009-08-05,2463,2463,2386,2411,29158,24584.0,8222140.0
2009-08-06,2411,2438,2386,2424,22335,24708.0,8222140.0
2009-08-07,2390,2427,2379,2428,28228,24749.0,8222140.0
2009-08-10,2455,2455,2382,2404,55239,24502.0,8222140.0
2009-08-11,2402,2451,2386,2444,36142,24913.0,8222140.0
2009-08-12,2443,2443,2273,2339,240118,23844.0,8222140.0
2009-08-13,2338,2346,2305,2347,55677,23926.0,8222140.0
2009-08-14,2346,2370,2338,2347,47817,23926.0,8222140.0
2009-08-17,2298,2330,2282,2291,48932,23351.0,8222140.0
2009-08-18,2265,2314,2245,2287,41447,23310.0,8222140.0
2009-08-19,2314,2326,2285,2314,38073,23598.0,8222140.0
2009-08-20,2322,2532,2285,2508,297706,25571.0,8222140.0
2009-08-21,2580,2810,2475,2476,351309,25242.0,8222140.0
2009-08-24,2496,2535,2431,2492,118207,25406.0,8222140.0
2009-08-25,2499,2789,2499,2629,342683,26804.0,8222140.0
2009-08-26,2600,3003,2600,2815,838636,28695.0,8222140.0
2009-08-27,2863,2939,2645,2766,203518,28202.0,8222140.0
2009-08-28,2834,2834,2681,2823,106172,28777.0,8222140.0
2009-08-31,2830,3185,2830,3146,413658,32066.0,8222140.0
2009-09-01,3161,3193,2939,3032,241388,30915.0,8222140.0
2009-09-02,2947,3161,2947,3085,167044,31450.0,8222140.0
2009-09-03,3064,3104,2838,3025,234933,30833.0,8222140.0
2009-09-04,3023,3302,3016,3226,283619,32889.0,8222140.0
2009-09-07,3459,3709,3322,3710,647493,37822.0,8222140.0
2009-09-08,3968,4064,3673,3678,808406,37493.0,8222140.0
2009-09-09,3677,3717,3495,3694,297325,37657.0,8222140.0
2009-09-10,3939,4241,3709,3871,1509456,39466.0,8222140.0
2009-09-11,3822,3871,3588,3710,363777,37822.0,8222140.0
2009-09-14,3709,3741,3266,3734,348813,38069.0,8222140.0
2009-09-15,4032,4096,3838,4033,465196,41111.0,8222140.0
2009-09-16,4096,4096,3782,3903,348596,39795.0,8222140.0
2009-09-17,3903,3907,3685,3702,192739,37740.0,8222140.0
2009-09-18,3709,3782,3426,3509,126697,35766.0,8222140.0
2009-09-21,3540,3556,3330,3387,136925,34533.0,8222140.0
2009-09-22,3467,3862,3467,3605,390266,36753.0,8222140.0
2009-09-23,3604,3697,3410,3468,132360,35355.0,8222140.0
2009-09-24,3556,3943,3484,3646,338826,37164.0,8222140.0
2009-09-25,3644,3798,3548,3597,132319,36671.0,8222140.0
2009-09-28,3552,4000,3516,3727,242431,37986.0,8222140.0
2009-09-29,3750,3883,3624,3662,113273,37329.0,8222140.0
2009-09-30,3588,3777,3390,3493,173543,35602.0,8222140.0
2009-10-01,3491,3580,3334,3419,67380,34862.0,8222140.0
2009-10-05,3306,3507,3273,3359,51081,34245.0,8222140.0
2009-10-06,3363,3475,3278,3286,50649,33505.0,8222140.0
2009-10-07,3354,3426,3060,3061,87527,31203.0,8222140.0
2009-10-08,3068,3100,2955,3061,81290,31203.0,8222140.0
2009-10-09,3136,3464,3129,3351,172376,34163.0,8222140.0
2009-10-12,3532,3564,3342,3367,103825,34327.0,8222140.0
2009-10-13,3455,3455,3306,3315,40830,33793.0,8222140.0
2009-10-14,3314,3415,3298,3387,81618,34533.0,8222140.0
2009-10-15,3342,3709,3342,3452,248391,35191.0,8222140.0
2009-10-16,3484,3649,3423,3557,154277,36260.0,8222140.0
2009-10-19,3693,3693,3516,3516,92777,35849.0,8222140.0
2009-10-20,3620,3628,3394,3399,86079,34656.0,8222140.0
2009-10-21,3435,3435,3266,3286,96004,33505.0,8222140.0
2009-10-22,3221,3358,3169,3307,50064,33711.0,8222140.0
2009-10-23,3370,3370,3237,3238,56506,33012.0,8222140.0
2009-10-26,3233,3451,3181,3182,248556,32436.0,8222140.0
2009-10-27,3491,3588,3298,3299,400411,33629.0,8222140.0
2009-10-28,3370,3370,3213,3234,135780,32971.0,8222140.0
2009-10-29,3145,3213,3016,3089,128078,31491.0,8222140.0
2009-10-30,3088,3197,3064,3089,56452,31491.0,8222140.0
2009-11-02,2935,3116,2935,2956,101176,30134.0,8222140.0
2009-11-03,2975,3076,2927,2928,58869,29846.0,8222140.0
2009-11-04,2935,3104,2879,3105,93685,31655.0,8222140.0
2009-11-05,3080,3120,2996,3097,42831,31573.0,8222140.0
2009-11-06,3136,3221,3097,3190,77195,32519.0,8222140.0
2009-11-09,3225,3363,3225,3343,149425,34081.0,8222140.0
2009-11-10,3459,3484,3257,3266,291378,33300.0,8222140.0
2009-11-11,3266,3354,3233,3291,38391,33546.0,8222140.0
2009-11-12,3347,3467,3278,3403,111605,34697.0,8222140.0
2009-11-13,3358,3459,3302,3331,47120,33957.0,8222140.0
2009-11-16,3379,3387,3306,3367,18623,34327.0,8222140.0
2009-11-17,3383,3608,3306,3460,173903,35273.0,8222140.0
2009-11-18,3511,3580,3459,3536,76374,36054.0,8222140.0
2009-11-19,3540,3543,3435,3448,79732,35150.0,8222140.0
2009-11-20,3443,3693,3387,3694,150639,37657.0,8222140.0
2009-11-23,3757,4153,3750,3952,492874,40288.0,8222140.0
2009-11-24,3947,4104,3830,3980,231308,40576.0,8222140.0
2009-11-25,4096,4241,3887,4081,445077,41604.0,8222140.0
2009-11-26,4056,4193,3991,4025,144098,41028.0,8222140.0
2009-11-27,3894,4144,3628,3718,309576,37904.0,8222140.0
2009-11-30,3887,4274,3725,4274,389213,43577.0,8222140.0
2009-12-01,4911,4911,4798,4912,307808,50073.0,8222140.0
2009-12-02,5330,5467,4999,5202,1664673,53033.0,8222140.0
2009-12-03,5314,5766,5137,5557,1969186,56651.0,8222140.0
2009-12-04,5459,5596,5314,5452,725245,55582.0,8222140.0
2009-12-07,5451,6266,5362,5815,2378450,59282.0,8222140.0
2009-12-08,5645,5758,4959,5098,1549317,51964.0,8222140.0
2009-12-09,4943,5459,4919,5323,993020,54266.0,8222140.0
2009-12-10,5330,5573,5323,5565,502342,56733.0,8222140.0
2009-12-11,5573,5766,5339,5420,461454,55253.0,8222140.0
2009-12-14,5427,5548,5226,5363,357918,54677.0,8222140.0
2009-12-15,5435,5573,5233,5332,754608,54348.0,8222140.0
2009-12-16,5411,5693,5290,5694,599963,58048.0,8222140.0
2009-12-17,5701,6266,5645,5888,997066,60022.0,8222140.0
2009-12-18,5830,6694,5701,6533,833001,66599.0,8222140.0
2009-12-21,6685,7411,6370,6404,1616767,65284.0,8222140.0
2009-12-22,6451,7016,6177,7017,1413166,71533.0,8222140.0
2009-12-23,7121,7234,6734,6936,789746,70710.0,8222140.0
2009-12-24,6895,7169,6694,6694,545047,68244.0,8222140.0
2009-12-28,6516,6694,6330,6453,568732,65777.0,8222140.0
2009-12-29,6548,6742,6516,6613,307047,67422.0,8222140.0
2009-12-30,6556,6678,6330,6460,286903,65859.0,8222140.0
2010-01-04,6588,7427,6556,7380,796451,75233.0,8222140.0
2010-01-05,7363,7943,7032,7033,691740,71697.0,8222140.0
2010-01-06,7145,7355,6991,7057,387622,71944.0,8222140.0
2010-01-07,7218,7250,6460,6590,449579,67175.0,8222140.0
2010-01-08,6734,6734,6354,6646,331906,67750.0,8222140.0
2010-01-11,6734,6879,6532,6541,169348,66682.0,8222140.0
2010-01-12,6540,6701,6403,6533,188750,66599.0,8222140.0
2010-01-13,6500,6508,6040,6154,317180,62735.0,8222140.0
2010-01-14,6161,6467,6161,6372,221565,64955.0,8222140.0
2010-01-15,6379,6572,6266,6331,152381,64544.0,8222140.0
2010-01-18,6290,6290,6056,6097,233875,62159.0,8222140.0
2010-01-19,6129,6266,5733,5807,379241,59199.0,8222140.0
2010-01-20,5846,6322,5846,6033,405531,61502.0,8222140.0
2010-01-21,6169,6556,6072,6469,351560,65942.0,8222140.0
2010-01-22,6250,6492,6185,6372,191383,64955.0,8222140.0
2010-01-25,6330,6330,5814,5888,283148,60022.0,8222140.0
2010-01-26,5919,6210,5911,6210,235638,63310.0,8222140.0
2010-01-27,6290,6508,5943,6243,237116,63639.0,8222140.0
2010-01-28,6298,7177,6298,7178,1161932,73177.0,8222140.0
2010-01-29,7218,7621,6290,6896,1426576,70299.0,8222140.0
2010-02-01,7056,7338,6863,7186,411939,73259.0,8222140.0
2010-02-02,7193,7371,6975,6977,449736,71122.0,8222140.0
2010-02-03,7024,7637,6919,7420,789553,75644.0,8222140.0
2010-02-04,7177,7540,7177,7509,288987,76548.0,8222140.0
2010-02-05,7097,7298,6960,7243,242466,73835.0,8222140.0
2010-02-08,7331,7588,7016,7057,301385,71944.0,8222140.0
2010-02-09,6903,7072,6710,6896,194384,70299.0,8222140.0
2010-02-10,7032,7088,6734,6783,108527,69148.0,8222140.0
2010-02-11,6710,7081,6694,7081,135978,72190.0,8222140.0
2010-02-12,7104,7419,7032,7299,177009,74410.0,8222140.0
2010-02-16,7338,7338,7185,7275,68014,74164.0,8222140.0
2010-02-17,7331,7693,7322,7541,517689,76877.0,8222140.0
2010-02-18,7742,8049,7661,7662,588037,78110.0,8222140.0
2010-02-19,7540,7661,7274,7331,294801,74739.0,8222140.0
2010-02-22,7572,7661,7338,7347,186142,74904.0,8222140.0
2010-02-23,7475,7556,7161,7461,296678,76055.0,8222140.0
2010-02-24,7363,7742,7298,7743,262132,78933.0,8222140.0
2010-02-25,8024,8226,7355,7356,628027,74986.0,8222140.0
2010-02-26,7427,7597,7298,7581,378654,77288.0,8222140.0
2010-03-02,7693,7693,7355,7574,191048,77206.0,8222140.0
2010-03-03,7508,7613,7411,7412,123000,75561.0,8222140.0
2010-03-04,7459,7540,7225,7275,184574,74164.0,8222140.0
2010-03-05,7298,7524,7282,7364,217423,75068.0,8222140.0
2010-03-08,7491,7565,7322,7380,196316,75233.0,8222140.0
2010-03-09,7322,7459,7137,7259,263007,73999.0,8222140.0
2010-03-10,7241,7331,7072,7154,158142,72930.0,8222140.0
