이녹스첨단소재(272290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-14,72485,72957,71445,72674,205295,662793.0,8618891.0
2017-09-15,72863,74470,72201,72770,173093,663655.0,8618891.0
2017-09-18,73147,75887,72201,75888,264523,692097.0,8618891.0
2017-09-19,76454,76454,73714,75510,206904,688649.0,8618891.0
2017-09-20,76076,79761,75131,77683,424033,708473.0,8618891.0
2017-09-21,78722,79289,75225,77494,247819,706749.0,8618891.0
2017-09-22,77777,79100,73808,74281,251984,677445.0,8618891.0
2017-09-25,73618,75414,70595,72580,242659,661931.0,8618891.0
2017-09-26,71823,74091,71634,73241,137292,667964.0,8618891.0
2017-09-27,74847,77210,74091,76738,207056,699854.0,8618891.0
2017-09-28,77021,77115,75414,76077,95627,693821.0,8618891.0
2017-09-29,76076,76643,74375,74564,101911,680030.0,8618891.0
2017-10-10,75320,76832,74185,76833,176057,700716.0,8618891.0
2017-10-11,77021,80801,76927,80519,293783,734330.0,8618891.0
2017-10-12,80801,82502,79573,80519,190647,734330.0,8618891.0
2017-10-13,80612,80612,76360,76550,215729,698130.0,8618891.0
2017-10-16,76832,77210,68610,69650,489085,635212.0,8618891.0
2017-10-17,70500,72390,69366,69840,213069,636936.0,8618891.0
2017-10-18,70311,70405,64735,66627,393542,607632.0,8618891.0
2017-10-19,66720,69177,65869,69178,180930,630903.0,8618891.0
2017-10-20,68515,70311,68043,69178,151307,630903.0,8618891.0
2017-10-23,68610,71161,68610,71068,128844,648141.0,8618891.0
2017-10-24,71445,73335,70217,70690,158678,644693.0,8618891.0
2017-10-25,71257,73241,70405,72864,123259,664516.0,8618891.0
2017-10-26,72863,73241,68988,69556,157849,634350.0,8618891.0
2017-10-27,69082,70595,68421,70123,128310,639522.0,8618891.0
2017-10-30,70972,71351,69838,70407,69926,642107.0,8618891.0
2017-10-31,70405,70405,68610,69084,90680,630041.0,8618891.0
2017-11-01,69082,69744,67475,68327,133180,623146.0,8618891.0
2017-11-02,68327,71257,67759,70028,284961,638660.0,8618891.0
2017-11-03,71634,72107,69650,70312,150317,641245.0,8618891.0
2017-11-06,70500,70500,68232,68327,156073,623146.0,8618891.0
2017-11-07,69082,70784,68610,69084,169109,630041.0,8618891.0
2017-11-08,69461,70311,67665,68138,174700,621422.0,8618891.0
2017-11-09,68515,69082,67475,67950,150602,619698.0,8618891.0
2017-11-10,67665,75414,67665,74848,580294,682616.0,8618891.0
2017-11-13,76076,78438,75037,76550,308532,698130.0,8618891.0
2017-11-14,76548,78250,75131,77211,216135,704163.0,8618891.0
2017-11-15,77588,79478,76171,77211,294739,704163.0,8618891.0
2017-11-16,77494,80801,76548,78629,372936,717092.0,8618891.0
2017-11-17,79573,81841,78911,80991,439918,742234.0,8660841.0
2017-11-20,82030,82880,79478,82693,276887,757824.0,8660841.0
2017-11-21,82786,83164,80990,82976,181656,760422.0,8660841.0
2017-11-22,82975,83637,81841,83259,185846,763020.0,8660841.0
2017-11-23,83353,86471,82786,85622,293634,784672.0,8660841.0
2017-11-24,86094,91103,86094,88835,464128,814119.0,8660841.0
2017-11-27,90724,92141,86660,92049,367996,843566.0,8660841.0
2017-11-28,91197,91291,85054,85527,376702,783806.0,8660841.0
2017-11-29,85527,88551,84487,86662,241318,794199.0,8660841.0
2017-11-30,84581,85999,82313,83826,390571,768217.0,8660841.0
2017-12-01,84581,85431,82313,83543,163214,765618.0,8660841.0
2017-12-04,82597,83637,74658,78345,586658,717984.0,8660841.0
2017-12-05,77494,80801,76548,78061,304097,715385.0,8660841.0
2017-12-06,79478,83164,78627,79479,400703,728377.0,8660841.0
2017-12-07,80707,81274,77966,81086,219919,743100.0,8660841.0
2017-12-08,82218,82218,78722,79007,130989,724046.0,8660841.0
2017-12-11,79100,83164,77966,83164,152127,762154.0,8660841.0
2017-12-12,83825,83825,81368,82503,107592,756091.0,8660841.0
2017-12-13,83164,85431,82313,85433,188673,782940.0,8660841.0
2017-12-14,86377,88173,85054,85339,314802,782074.0,8660841.0
2017-12-15,85904,85904,81463,83637,189337,766484.0,8660841.0
2017-12-18,83637,83637,81557,81747,98506,749163.0,8660841.0
2017-12-19,82218,83258,79100,80424,156492,737038.0,8660841.0
2017-12-20,80518,81368,79005,79574,115612,729243.0,8660841.0
2017-12-21,79667,81747,77966,77967,128372,714519.0,8660841.0
2017-12-22,78627,83353,77210,83354,190260,763886.0,8660841.0
2017-12-26,85054,85054,81935,82976,156132,760422.0,8660841.0
2017-12-27,84434,84921,82294,84046,140466,748297.0,8660841.0
2017-12-28,83267,83948,82489,83170,115007,740502.0,8660841.0
2018-01-02,84337,84337,79765,80447,258420,716252.0,8660841.0
2018-01-03,81711,82294,80057,80933,185798,720582.0,8660841.0
2018-01-04,81419,81711,78306,78404,206806,698064.0,8660841.0
2018-01-05,78987,80154,78306,78987,124784,703260.0,8660841.0
2018-01-08,78987,79279,74707,75096,312916,668617.0,8660841.0
2018-01-09,74707,76555,73053,74999,172549,667751.0,8660841.0
2018-01-10,75680,75777,72664,75096,164793,668617.0,8660841.0
2018-01-11,75096,76458,74415,75680,126425,673813.0,8660841.0
2018-01-12,75971,76166,70621,73346,372209,653027.0,8660841.0
2018-01-15,72567,72664,67800,68676,471886,611455.0,8660841.0
2018-01-16,64201,69259,64007,69260,646564,616652.0,8660841.0
2018-01-17,70038,70135,67800,68384,227522,608857.0,8660841.0
2018-01-18,68676,71205,68676,69649,285385,620116.0,8660841.0
2018-01-19,70232,70232,67217,67606,296849,601928.0,8660841.0
2018-01-22,67606,67703,64493,66439,233823,591535.0,8660841.0
2018-01-23,66730,68676,66341,68384,170695,608857.0,8660841.0
2018-01-24,68481,68773,67217,67898,129092,604527.0,8660841.0
2018-01-25,68384,70427,67314,70233,186162,625313.0,8660841.0
2018-01-26,70524,71594,69454,70330,130727,626179.0,8660841.0
2018-01-29,70913,72275,69940,70914,212713,631375.0,8660841.0
2018-01-30,71010,71010,69065,69260,175667,616652.0,8660841.0
2018-01-31,68092,69843,67606,68774,113017,612321.0,8660841.0
2018-02-01,69843,70232,69065,69552,122317,619250.0,8660841.0
2018-02-02,69454,69843,67606,68384,112048,608857.0,8660841.0
2018-02-05,66438,67314,64493,64493,193050,574214.0,8660841.0
2018-02-06,60894,65758,60213,65466,208153,582875.0,8660841.0
2018-02-07,67703,67800,64688,64883,132169,577678.0,8660841.0
2018-02-08,64785,67411,64785,66244,161323,589803.0,8660841.0
2018-02-09,63909,65368,63909,64493,84140,574214.0,8660841.0
2018-02-12,65466,65466,61867,61867,126324,550829.0,8660841.0
2018-02-13,62450,64785,61769,62937,106312,560356.0,8660841.0
2018-02-14,63423,66828,62937,66828,113373,595000.0,8660841.0
2018-02-19,67898,69162,66633,68579,124691,610589.0,8660841.0
2018-02-20,69649,71983,69162,71400,341045,635706.0,8660841.0
2018-02-21,72372,76847,72372,76264,518324,682847.0,8709785.0
2018-02-22,76361,76361,72761,73540,236877,658460.0,8709785.0
2018-02-23,73053,73248,67898,70525,321475,631459.0,8709785.0
2018-02-26,71010,72275,69551,69552,116734,622750.0,8709785.0
2018-02-27,70038,71983,70038,71011,111954,635814.0,8709785.0
2018-02-28,69940,71886,69940,71303,85741,638427.0,8709785.0
2018-03-02,69843,72859,69843,72373,95109,648008.0,8709785.0
2018-03-05,73540,73540,71108,71400,86838,639298.0,8709785.0
2018-03-06,72470,72761,71400,72081,52044,645395.0,8709785.0
2018-03-07,72080,72080,69843,69844,69249,625363.0,8709785.0
2018-03-08,70329,71302,70135,70914,43831,634943.0,8709785.0
2018-03-09,71400,72567,71302,71984,65273,644524.0,8709785.0
2018-03-12,72956,73637,71691,72373,87171,648008.0,8709785.0
2018-03-13,72275,75777,72080,74999,212014,671524.0,8709785.0
2018-03-14,73929,76263,73929,75486,100513,675879.0,8709785.0
2018-03-15,75096,75291,73734,74124,100014,663686.0,8709785.0
2018-03-16,74026,74901,72080,72956,170571,653234.0,8709785.0
2018-03-19,72956,74026,72178,72178,53199,646266.0,8709785.0
2018-03-20,71497,71497,68676,69454,210194,621879.0,8709785.0
2018-03-21,70038,70232,67703,67995,156371,608814.0,8709785.0
2018-03-22,68773,69162,67217,67801,83336,607072.0,8709785.0
2018-03-23,65368,66828,62742,62743,212688,561781.0,8709785.0
2018-03-26,61769,65271,61477,65272,116335,584427.0,8709785.0
2018-03-27,65660,65660,64007,64202,80898,574846.0,8709785.0
2018-03-28,63909,63909,61477,62159,115065,556555.0,8709785.0
2018-03-29,62256,63228,61769,63229,73968,566136.0,8709785.0
2018-03-30,63326,64201,62839,64007,50606,573104.0,8709785.0
2018-04-02,63423,63423,59921,60213,195529,539136.0,8709785.0
2018-04-03,59921,61769,58462,61770,110449,553071.0,8709785.0
2018-04-04,61380,62158,60213,60213,65770,539136.0,8709785.0
2018-04-05,60797,62742,60310,61964,77933,554813.0,8709785.0
2018-04-06,61186,61867,60310,60894,49727,545233.0,8709785.0
2018-04-09,60213,61283,60213,61283,36985,548716.0,8709785.0
2018-04-10,61477,64785,60991,64493,133479,577459.0,8709785.0
2018-04-11,64201,66536,63715,65563,115605,587040.0,8709785.0
2018-04-12,65563,67217,65368,66634,123751,596620.0,8709785.0
2018-04-13,67606,68092,66536,67801,106897,607072.0,8709785.0
2018-04-16,67898,68384,65563,66439,62251,594878.0,8709785.0
2018-04-17,66438,67508,65563,65953,79974,608133.0,8969506.0
2018-04-18,66147,66536,65077,65563,80008,604545.0,8969506.0
2018-04-19,65271,68189,65077,66925,126938,617102.0,8969506.0
2018-04-20,66730,67703,65563,67412,63672,621587.0,8969506.0
2018-04-23,66341,66730,63909,64299,96794,592884.0,8969506.0
2018-04-24,63812,64882,61283,61283,144704,565079.0,8969506.0
2018-04-25,60018,61477,59824,60505,70798,557903.0,8969506.0
2018-04-26,62353,66633,62158,66634,184436,614411.0,8969506.0
2018-04-27,67022,68189,65660,67120,97503,618896.0,8969506.0
2018-04-30,67703,67800,65271,65758,75503,606339.0,8969506.0
2018-05-02,66633,67119,64785,65272,86698,601854.0,8969506.0
2018-05-03,65271,66147,64201,64493,51147,594678.0,8969506.0
2018-05-04,64493,64979,62839,62840,65886,579430.0,8969506.0
2018-05-08,63423,66341,63228,63229,105036,583018.0,8969506.0
2018-05-09,64298,66147,63812,66147,89926,609926.0,8969506.0
2018-05-10,66147,66536,64785,65369,52626,602751.0,8969506.0
2018-05-11,66049,66633,65466,66147,61206,609926.0,8969506.0
2018-05-14,66730,66730,64688,64688,59810,596472.0,8969506.0
2018-05-15,64688,65368,63423,63813,49596,588400.0,8969506.0
2018-05-16,63228,64201,62353,62548,51951,576739.0,8969506.0
2018-05-17,62839,63715,62353,63034,36426,581224.0,8969506.0
2018-05-18,63715,66147,63423,65855,89851,607236.0,8969506.0
2018-05-21,65368,66438,64785,66050,83815,609029.0,8969506.0
2018-05-23,66049,68287,65660,67606,137988,623381.0,8969506.0
2018-05-24,67703,68092,66438,67412,72842,621587.0,8969506.0
2018-05-25,66828,68968,66147,67898,113406,626072.0,8969506.0
2018-05-28,67217,69454,67217,67995,85847,626968.0,8969506.0
2018-05-29,68579,72859,68287,71497,419095,659259.0,8969506.0
2018-05-30,71789,72956,69454,71303,180877,657465.0,8969506.0
2018-05-31,71400,72470,70232,71886,94253,662846.0,8969506.0
2018-06-01,71302,71789,68968,69649,175986,642217.0,8969506.0
2018-06-04,69649,70913,69551,69844,74308,644011.0,8969506.0
2018-06-05,71010,72372,70135,70525,138733,650289.0,8969506.0
2018-06-07,71010,71983,69940,71886,107432,662846.0,8969506.0
2018-06-08,72178,74610,71497,71984,203404,663743.0,8969506.0
2018-06-11,71789,72859,69551,70427,93199,649392.0,8969506.0
2018-06-12,70621,71108,69843,70427,54445,649392.0,8969506.0
2018-06-14,69843,70913,68676,69357,85858,639526.0,8969506.0
2018-06-15,69065,69940,65660,65855,209916,607236.0,8969506.0
2018-06-18,64688,65077,61283,62353,223385,574945.0,8969506.0
2018-06-19,62256,63326,60310,60894,104732,561491.0,8969506.0
2018-06-20,61088,62061,60213,61867,82717,570461.0,8969506.0
2018-06-21,62061,62061,60407,60797,67962,560594.0,8969506.0
2018-06-22,60505,60505,57489,58365,206937,538170.0,8969506.0
2018-06-25,59435,59532,58267,58949,79161,543552.0,8969506.0
2018-06-26,57976,58462,57295,57976,80827,534583.0,8969506.0
2018-06-27,58073,59337,57295,57684,70763,531892.0,8969506.0
2018-06-28,57003,57684,54960,55058,122582,507674.0,8969506.0
2018-06-29,55835,56419,54571,55641,49221,513056.0,8969506.0
2018-07-02,55641,56322,52625,52723,96513,486147.0,8969506.0
2018-07-03,52820,55155,52723,54863,67541,505880.0,8969506.0
2018-07-04,53987,55155,53793,54182,31543,499601.0,8969506.0
2018-07-05,54960,59143,54960,57198,161444,527407.0,8969506.0
2018-07-06,57586,59046,56127,58754,68815,541758.0,8969506.0
2018-07-09,58365,59532,56905,57003,77604,525613.0,8969506.0
2018-07-10,57003,57976,56127,57101,51242,526510.0,8969506.0
2018-07-11,57586,58365,56711,57295,54261,528304.0,8969506.0
2018-07-12,56905,59046,56905,58949,52111,543552.0,8969506.0
2018-07-13,59240,61769,59143,59727,101650,550728.0,8969506.0
2018-07-16,60116,62256,59337,59727,53569,550728.0,8969506.0
2018-07-17,59532,60310,58073,58462,36781,539067.0,8969506.0
2018-07-18,59143,60018,58267,58560,39347,539964.0,8969506.0
2018-07-19,58656,58948,56322,56322,76847,519334.0,8969506.0
2018-07-20,56322,57684,55544,56225,49610,518437.0,8969506.0
2018-07-23,56516,56516,54182,54377,51866,501395.0,8969506.0
2018-07-24,54960,55933,54376,55155,36830,508571.0,8969506.0
2018-07-25,55155,55835,54085,55155,48013,508571.0,8969506.0
2018-07-26,56030,56614,55252,55739,36846,513953.0,8969506.0
2018-07-27,54571,54571,52625,54280,267740,500498.0,8969506.0
2018-07-30,53890,54376,52528,52626,129302,485250.0,8969506.0
2018-07-31,52723,54376,51555,54377,112867,501395.0,8969506.0
2018-08-01,54474,55835,53209,55836,101869,514850.0,8969506.0
2018-08-02,55446,57781,55252,56128,75679,517540.0,8969506.0
2018-08-03,56808,56808,54863,55350,58332,510365.0,8969506.0
2018-08-06,55349,55349,53209,53307,77686,491529.0,8969506.0
2018-08-07,53598,53987,52820,53696,42474,495117.0,8969506.0
2018-08-08,53793,54376,53404,53599,47815,494220.0,8969506.0
2018-08-09,53209,55057,53209,54960,56454,506777.0,8969506.0
2018-08-10,54765,55057,53209,53599,52363,494220.0,8969506.0
2018-08-13,53112,53598,51944,52042,86155,479869.0,8969506.0
2018-08-14,52042,53695,52042,53307,49753,491529.0,8969506.0
2018-08-16,52528,54376,52236,53599,53912,494220.0,8969506.0
2018-08-17,54085,54863,53404,54474,47227,502292.0,8969506.0
2018-08-20,54571,55446,53501,54474,69795,502292.0,8969506.0
2018-08-21,54571,54960,53695,54571,66529,503189.0,8969506.0
2018-08-22,55057,55057,53890,54766,47908,504983.0,8969506.0
2018-08-23,54765,54863,53501,53599,43452,494220.0,8969506.0
2018-08-24,53501,53793,53112,53696,34001,495117.0,8969506.0
2018-08-27,53987,56322,53501,56225,89005,518437.0,8969506.0
2018-08-28,56516,56905,55544,55544,44552,512159.0,8969506.0
2018-08-29,55544,56614,55252,56614,39395,522025.0,8969506.0
2018-08-30,56614,56905,55835,56225,46586,518437.0,8969506.0
2018-08-31,55738,55933,54960,55544,59289,512159.0,8969506.0
2018-09-03,55641,57100,55155,56322,66122,519334.0,8969506.0
2018-09-04,56419,60213,56030,60019,190224,553419.0,8969506.0
2018-09-05,60116,60991,59143,59143,133501,545346.0,8969506.0
2018-09-06,59240,61186,57781,59532,130148,548934.0,8969506.0
2018-09-07,59143,59824,58073,58560,83210,539964.0,8969506.0
2018-09-10,58656,58754,56808,57587,52589,530995.0,8969506.0
2018-09-11,57586,58656,57003,57295,67250,528304.0,8969506.0
2018-09-12,57489,57684,56030,56225,70422,518437.0,8969506.0
2018-09-13,56322,56516,53793,54280,168620,500498.0,8969506.0
2018-09-14,55155,55155,54279,54669,52829,504086.0,8969506.0
2018-09-17,54668,54668,52528,52626,99060,485250.0,8969506.0
2018-09-18,52625,53404,52236,52918,62296,487941.0,8969506.0
2018-09-19,53501,58754,52917,53112,387828,489735.0,8969506.0
2018-09-20,53209,53209,51653,52334,108053,482559.0,8969506.0
2018-09-21,52917,52917,51847,52529,52489,484353.0,8969506.0
2018-09-27,52042,52528,51653,51945,54278,478972.0,8969506.0
2018-09-28,52139,52625,51750,51848,51875,478075.0,8969506.0
2018-10-01,51750,52139,49221,49319,127728,454754.0,8969506.0
2018-10-02,49318,50680,48394,48394,94067,446233.0,8969506.0
2018-10-04,48637,48929,48102,48103,40648,443542.0,8969506.0
2018-10-05,48151,48832,46059,46060,115090,424706.0,8969506.0
2018-10-08,45816,46983,43579,44017,143809,405870.0,8969506.0
2018-10-10,44114,44552,41876,41926,138566,386586.0,8969506.0
2018-10-11,39396,41341,38764,38861,169135,358332.0,8969506.0
2018-10-12,38861,40271,38715,40077,97964,369544.0,8969506.0
2018-10-15,40174,41050,39055,39056,85806,360126.0,8969506.0
2018-10-16,39055,41439,39055,41245,82967,380307.0,8969506.0
2018-10-17,42411,43141,40806,41147,85961,379410.0,8969506.0
2018-10-18,41244,41293,40271,40321,45711,371786.0,8969506.0
2018-10-19,39882,41341,39882,41342,35306,381204.0,8969506.0
2018-10-22,41244,41244,40028,40564,37686,374028.0,8969506.0
2018-10-23,40563,40806,38861,39299,50973,362368.0,8969506.0
2018-10-24,39882,41244,38764,38764,63133,357435.0,8969506.0
2018-10-25,37840,38910,37548,38278,70522,352950.0,8969506.0
2018-10-26,39153,39153,36380,36381,106466,335460.0,8969506.0
2018-10-29,36380,38715,36380,37451,121649,345326.0,8969506.0
2018-10-30,36818,39153,36818,38959,79084,359229.0,8969506.0
2018-10-31,39785,39785,38229,38618,66950,356089.0,8969506.0
2018-11-01,39104,39396,38375,38521,77660,355192.0,8969506.0
2018-11-02,39007,41293,38958,41293,102606,380756.0,8969506.0
2018-11-05,40563,40612,39542,39980,65778,368647.0,8969506.0
2018-11-06,40369,41682,39834,41002,87958,378065.0,8969506.0
2018-11-07,41001,41341,39882,40077,55416,369544.0,8969506.0
2018-11-08,41147,42509,40612,40904,117915,377168.0,8969506.0
2018-11-09,41390,44454,41341,42801,257728,394658.0,8969506.0
2018-11-12,42314,45038,42071,44260,164021,408113.0,8969506.0
2018-11-13,43725,43725,41293,42509,155043,391967.0,8969506.0
2018-11-14,42557,42606,40417,40564,113394,374028.0,8969506.0
2018-11-15,40271,41196,40126,41196,77496,379859.0,8969506.0
2018-11-16,41487,41585,40612,40758,67048,375822.0,8969506.0
2018-11-19,40758,41487,40417,41391,54343,381652.0,8969506.0
2018-11-20,40174,40563,37450,37548,198481,346223.0,8969506.0
2018-11-21,36915,38569,36380,38229,100374,352502.0,8969506.0
2018-11-22,38423,38423,37450,37889,58491,349362.0,8969506.0
2018-11-23,37937,39201,37888,38959,93452,359229.0,8969506.0
2018-11-26,38666,40077,38520,40029,46661,369095.0,8969506.0
2018-11-27,40271,40271,39299,39834,28548,367301.0,8969506.0
2018-11-28,40223,40417,39591,40077,35096,369544.0,8969506.0
2018-11-29,40661,41147,39396,39494,45675,364162.0,8969506.0
2018-11-30,39980,41779,39931,40807,108603,376271.0,8969506.0
2018-12-03,41293,42217,40806,41731,52555,384792.0,8969506.0
2018-12-04,42022,42022,39542,39688,79998,365956.0,8969506.0
2018-12-05,38861,40077,38715,39494,43326,364162.0,8969506.0
2018-12-06,39153,40077,37985,38132,59086,351605.0,8969506.0
2018-12-07,38229,38910,37840,38035,40691,350708.0,8969506.0
2018-12-10,37596,37596,36624,36965,45713,340841.0,8969506.0
2018-12-11,37061,37450,36624,36819,28001,339496.0,8969506.0
2018-12-12,36818,38472,36818,38424,41312,354295.0,8969506.0
2018-12-13,38131,41244,38034,41245,79889,380307.0,8969506.0
2018-12-14,40709,40709,37937,37986,101485,350259.0,8969506.0
2018-12-17,37694,37937,36964,37208,53844,343084.0,8969506.0
2018-12-18,36575,37694,36283,37013,38524,341290.0,8969506.0
2018-12-19,36818,38180,36818,37743,30174,348017.0,8969506.0
2018-12-20,37402,37450,36672,36965,32943,340841.0,8969506.0
2018-12-21,36867,37159,36040,36770,41805,339047.0,8969506.0
2018-12-24,36526,36867,36283,36478,34365,336356.0,8969506.0
2018-12-26,35797,36283,34970,35700,86529,329181.0,8969506.0
2018-12-27,37100,37100,36250,36250,57907,325145.0,8969506.0
2018-12-28,36400,38250,36350,37700,76443,338150.0,8969506.0
2019-01-02,38150,38250,36350,36500,52818,327387.0,8969506.0
2019-01-03,36500,36500,33900,33900,128114,304066.0,8969506.0
2019-01-04,33550,33950,31600,33000,172858,295994.0,8969506.0
2019-01-07,33350,34400,33100,34250,91771,307206.0,8969506.0
2019-01-08,34100,34900,33800,33950,77588,304515.0,8969506.0
2019-01-09,34150,37750,34150,37500,185742,336356.0,8969506.0
2019-01-10,37500,38750,36600,38500,118114,345326.0,8969506.0
2019-01-11,38950,40400,38500,39850,119946,357435.0,8969506.0
2019-01-14,40100,42150,39150,41400,163140,371338.0,8969506.0
2019-01-15,41900,44800,41650,43200,239226,387483.0,8969506.0
2019-01-16,44300,44450,42450,43350,108953,388828.0,8969506.0
2019-01-17,43200,44250,42750,43350,89714,388828.0,8969506.0
2019-01-18,43500,43800,42900,43100,54573,386586.0,8969506.0
2019-01-21,43300,44650,43150,43800,108626,392864.0,8969506.0
2019-01-22,43950,44200,42500,42550,76421,381652.0,8969506.0
2019-01-23,42550,42750,41950,42600,37077,382101.0,8969506.0
2019-01-24,42550,45550,42000,45400,135384,407216.0,8969506.0
2019-01-25,45450,45450,44400,45300,89495,406319.0,8969506.0
2019-01-28,45200,45750,44600,45550,85770,408561.0,8969506.0
2019-01-29,46050,46600,45100,46000,105116,412597.0,8969506.0
2019-01-30,46800,48850,46400,48400,238876,434124.0,8969506.0
2019-01-31,48900,48900,47400,48200,88851,432330.0,8969506.0
2019-02-01,48000,48850,47350,47750,68080,428294.0,8969506.0
2019-02-07,47750,51600,47000,50300,185665,451166.0,8969506.0
2019-02-08,49800,50200,48900,50200,125983,450269.0,8969506.0
2019-02-11,49800,50400,48850,49200,67245,441300.0,8969506.0
2019-02-12,49200,50300,48850,49250,67668,441748.0,8969506.0
2019-02-13,49600,49850,48500,49500,71872,443991.0,8969506.0
2019-02-14,49450,51200,49300,50300,84289,451166.0,8969506.0
2019-02-15,50300,50300,47650,48800,125544,437712.0,8969506.0
2019-02-18,48250,50900,48250,50000,104187,448475.0,8969506.0
2019-02-19,50000,50800,49050,49550,69206,444439.0,8969506.0
2019-02-20,49600,50500,49600,50200,52695,450269.0,8969506.0
2019-02-21,52200,52200,49700,50200,130844,450269.0,8969506.0
2019-02-22,49800,50400,49200,49550,41390,444439.0,8969506.0
2019-02-25,50600,54600,50400,54600,374056,489735.0,8969506.0
2019-02-26,54900,54900,52900,54200,110192,486147.0,8969506.0
2019-02-27,54200,54800,52800,53400,76376,478972.0,8969506.0
2019-02-28,53100,53100,51300,51300,106228,460136.0,8969506.0
2019-03-04,51300,53800,50900,53500,121622,479869.0,8969506.0
2019-03-05,52700,53100,50600,50900,96076,456548.0,8969506.0
2019-03-06,50900,52200,49500,50400,74919,452063.0,8969506.0
2019-03-07,50000,51400,49100,49850,80287,447130.0,8969506.0
2019-03-08,49550,50200,48000,48800,73330,437712.0,8969506.0
2019-03-11,49500,51000,48900,51000,47665,457445.0,8969506.0
2019-03-12,51500,52600,51500,52400,105165,470002.0,8969506.0
2019-03-13,52100,52500,51100,51600,52821,462827.0,8969506.0
2019-03-14,51800,52500,51000,51100,72107,458342.0,8969506.0
2019-03-15,51300,52000,48850,50400,106460,452063.0,8969506.0
2019-03-18,50700,51400,49700,50700,34068,454754.0,8969506.0
2019-03-19,51100,51100,48550,48950,87576,439057.0,8969506.0
2019-03-20,48950,49000,47200,47550,119598,426500.0,8969506.0
2019-03-21,48050,49550,47900,48100,95491,431433.0,8969506.0
2019-03-22,48650,49500,48650,49000,76431,439506.0,8969506.0
2019-03-25,47300,48200,46600,47050,82533,422015.0,8969506.0
2019-03-26,47100,47900,46700,47150,35413,422912.0,8969506.0
2019-03-27,47200,47700,46900,47050,26881,422015.0,8969506.0
2019-03-28,47200,47200,45300,45900,54623,411700.0,8969506.0
2019-03-29,46300,47150,45650,46000,109880,412597.0,8969506.0
2019-04-01,46350,49200,46350,48550,98398,435470.0,8969506.0
2019-04-02,48650,48950,48200,48400,22221,434124.0,8969506.0
