오스테오닉(226400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-09-11,5700,5890,5700,5820,34022,49228.0,8458466.0
2018-09-12,5890,5940,5750,5820,25664,49228.0,8458466.0
2018-09-13,5730,5930,5730,5820,11995,49228.0,8458466.0
2018-09-14,5910,7100,5720,6460,592922,54642.0,8458466.0
2018-09-17,6540,7150,6250,6850,378051,57940.0,8458466.0
2018-09-18,6980,7300,6750,6930,188494,58617.0,8458466.0
2018-09-19,6970,6990,6540,6650,129228,56249.0,8458466.0
2018-09-20,6600,7290,6600,6920,290508,58533.0,8458466.0
2018-09-21,6800,7020,6730,6880,50037,58194.0,8458466.0
2018-09-27,6880,7020,6800,6960,38915,58871.0,8458466.0
2018-09-28,7000,7030,6840,6960,48135,58871.0,8458466.0
2018-10-01,7040,7040,6810,6970,39941,58956.0,8458466.0
2018-10-02,7040,7450,6980,7170,335249,60647.0,8458466.0
2018-10-04,7170,7310,6680,6880,135189,58194.0,8458466.0
2018-10-05,7360,7500,6630,6690,277100,56587.0,8458466.0
2018-10-08,6880,6880,6330,6370,61699,53880.0,8458466.0
2018-10-10,6230,6690,6040,6350,89762,53711.0,8458466.0
2018-10-11,6470,7500,6470,7210,1953370,60986.0,8458466.0
2018-10-12,7330,7330,6820,6820,436459,57687.0,8458466.0
2018-10-15,6810,6810,6150,6270,237325,53035.0,8458466.0
2018-10-16,6270,6400,6180,6400,100776,54134.0,8458466.0
2018-10-17,6400,6540,6010,6090,114324,51512.0,8458466.0
2018-10-18,6290,6290,5940,6070,66884,51343.0,8458466.0
2018-10-19,5930,6020,5730,5790,94163,48975.0,8458466.0
2018-10-22,5880,5950,5690,5750,31865,48636.0,8458466.0
2018-10-23,5800,5800,5360,5480,91956,46352.0,8458466.0
2018-10-24,5490,5590,5150,5190,70120,43899.0,8458466.0
2018-10-25,5160,5160,4825,4920,80771,41616.0,8458466.0
2018-10-26,4930,5140,4605,4715,44354,39882.0,8458466.0
2018-10-29,4650,4890,4010,4060,71600,34341.0,8458466.0
2018-10-30,4000,4345,3955,4250,66278,35948.0,8458466.0
2018-10-31,4250,4420,4250,4385,14912,37090.0,8458466.0
2018-11-01,4500,4750,4385,4730,43931,40009.0,8458466.0
2018-11-02,4730,5100,4650,5030,38145,42546.0,8458466.0
2018-11-05,5030,5250,4705,5180,25018,43815.0,8458466.0
2018-11-06,5010,5230,4985,5180,23486,43815.0,8458466.0
2018-11-07,5240,5270,4900,5010,42971,42377.0,8458466.0
2018-11-08,5350,5810,5140,5150,78949,43561.0,8458466.0
2018-11-09,5350,5350,5020,5280,20561,44661.0,8458466.0
2018-11-12,5390,5390,4910,4925,34460,41658.0,8458466.0
2018-11-13,4675,4920,4675,4770,25491,40347.0,8458466.0
2018-11-14,4990,4990,4720,4720,16704,39924.0,8458466.0
2018-11-15,4640,4790,4590,4790,29461,40516.0,8458466.0
2018-11-16,4800,4950,4600,4635,52734,39205.0,8458466.0
2018-11-19,4660,5060,4655,4830,57337,40854.0,8458466.0
2018-11-20,4755,4995,4570,4620,106857,39078.0,8458466.0
2018-11-21,4750,4750,4395,4490,52456,37979.0,8458466.0
2018-11-22,4490,4590,4445,4495,13648,38021.0,8458466.0
2018-11-23,4495,4585,4400,4425,18240,37429.0,8458466.0
2018-11-26,4355,4520,4350,4430,10751,37471.0,8458466.0
2018-11-27,4630,4785,4430,4540,29158,38401.0,8458466.0
2018-11-28,4540,5200,4540,4640,169629,39247.0,8458466.0
2018-11-29,4660,4715,4535,4560,27812,38571.0,8458466.0
2018-11-30,4690,4690,4500,4500,12906,38063.0,8458466.0
2018-12-03,4650,4650,4455,4525,25895,38275.0,8458466.0
2018-12-04,4530,4530,4415,4425,23219,37429.0,8458466.0
2018-12-05,4400,4500,4360,4485,30977,37936.0,8458466.0
2018-12-06,4520,4520,4375,4430,20765,37471.0,8458466.0
2018-12-07,4415,4480,4340,4390,14560,37133.0,8458466.0
2018-12-10,4450,4450,4230,4295,10187,36329.0,8458466.0
2018-12-11,4240,4270,4100,4100,14674,34680.0,8458466.0
2018-12-12,4100,4200,4100,4195,6618,35483.0,8458466.0
2018-12-13,4200,4380,4190,4295,11297,36329.0,8458466.0
2018-12-14,4295,4435,4100,4125,15468,34891.0,8458466.0
2018-12-17,4125,4260,4080,4190,6778,35441.0,8458466.0
2018-12-18,4210,4210,4105,4150,4798,35103.0,8458466.0
2018-12-19,4150,4205,4100,4140,15052,35018.0,8458466.0
2018-12-20,4125,4195,4050,4075,23049,34468.0,8458466.0
2018-12-21,4075,4480,4055,4270,29615,36118.0,8458466.0
2018-12-24,4310,4310,4170,4170,6023,35272.0,8458466.0
2018-12-26,4020,4145,3985,4015,19385,33961.0,8458466.0
2018-12-27,4050,4230,4025,4035,8491,34130.0,8458466.0
2018-12-28,4025,4250,4025,4070,15936,34426.0,8458466.0
2019-01-02,4240,4240,4070,4080,14839,34511.0,8458466.0
2019-01-03,4080,4215,4020,4095,13979,34637.0,8458466.0
2019-01-04,4025,4190,4020,4115,3088,34807.0,8458466.0
2019-01-07,4220,4300,4115,4255,33191,35991.0,8458466.0
2019-01-08,4220,4295,4200,4290,14071,36287.0,8458466.0
2019-01-09,4260,4295,4160,4295,9812,36329.0,8458466.0
2019-01-10,4300,4300,4140,4230,7679,35779.0,8458466.0
2019-01-11,4230,4295,4165,4280,13082,36202.0,8458466.0
2019-01-14,4280,4360,4175,4285,12838,36245.0,8458466.0
2019-01-15,4220,4345,4220,4230,13662,35779.0,8458466.0
2019-01-16,4265,4300,4205,4275,21722,36160.0,8458466.0
2019-01-17,4280,4820,4275,4415,197512,37344.0,8458466.0
2019-01-18,4415,4450,4350,4450,25627,37640.0,8458466.0
2019-01-21,4405,4600,4380,4600,90735,38909.0,8458466.0
2019-01-22,4710,5180,4710,4825,398141,40812.0,8458466.0
2019-01-23,4820,4855,4670,4745,37932,40135.0,8458466.0
2019-01-24,4700,4790,4620,4650,24797,39332.0,8458466.0
2019-01-25,4810,4810,4655,4680,19649,39586.0,8458466.0
2019-01-28,4680,4770,4620,4700,14675,39755.0,8458466.0
2019-01-29,4695,4700,4575,4645,23800,39290.0,8458466.0
2019-01-30,4695,4695,4555,4575,10442,38697.0,8458466.0
2019-01-31,4675,4675,4495,4505,28960,38105.0,8458466.0
2019-02-01,4600,4600,4500,4540,14980,38401.0,8458466.0
2019-02-07,4600,4600,4470,4530,13304,38317.0,8458466.0
2019-02-08,4570,4570,4480,4500,19879,38063.0,8458466.0
2019-02-11,4500,4580,4500,4580,10041,38740.0,8458466.0
2019-02-12,4600,4600,4455,4565,8157,38613.0,8458466.0
2019-02-13,4565,4565,4470,4540,27656,38401.0,8458466.0
2019-02-14,4600,4670,4410,4500,20588,38063.0,8458466.0
2019-02-15,4500,4500,4410,4430,15291,37471.0,8458466.0
2019-02-18,4430,4480,4380,4460,19595,37725.0,8458466.0
2019-02-19,4420,4495,4405,4485,18975,37936.0,8458466.0
2019-02-20,4490,4500,4400,4435,13262,37513.0,8458466.0
2019-02-21,4410,4500,4405,4455,10834,37682.0,8458466.0
2019-02-22,4450,5000,4450,4680,425203,39586.0,8458466.0
2019-02-25,4785,4830,4635,4635,56018,39205.0,8458466.0
2019-02-26,4640,4755,4640,4655,42715,39374.0,8458466.0
2019-02-27,4820,4820,4550,4665,48321,39459.0,8458466.0
2019-02-28,4615,4695,4410,4480,40159,37894.0,8458466.0
2019-03-04,4475,4620,4475,4520,29780,38232.0,8458466.0
2019-03-05,4545,4695,4525,4680,30952,39586.0,8458466.0
2019-03-06,4735,4735,4595,4675,22564,39543.0,8458466.0
2019-03-07,4670,4675,4565,4585,29208,38782.0,8458466.0
2019-03-08,4605,4605,4470,4500,33963,38063.0,8458466.0
2019-03-11,4505,4750,4505,4680,45645,39586.0,8458466.0
2019-03-12,4710,4850,4580,4760,74004,40262.0,8458466.0
2019-03-13,4760,4920,4760,4890,65123,41362.0,8458466.0
2019-03-14,4970,4970,4765,4910,39330,41531.0,8458466.0
2019-03-15,4905,4910,4700,4780,36313,40431.0,8458466.0
2019-03-18,4780,4950,4780,4860,55820,41108.0,8458466.0
2019-03-19,4860,4985,4810,4810,40681,40685.0,8458466.0
2019-03-20,4845,5820,4695,5190,850436,43899.0,8458466.0
2019-03-21,5120,5200,5010,5070,104553,42884.0,8458466.0
2019-03-22,5060,5250,5060,5150,78674,43561.0,8458466.0
2019-03-25,5080,5150,4760,4765,56911,40305.0,8458466.0
2019-03-26,4765,4805,4575,4775,45128,40389.0,8458466.0
2019-03-27,4890,4890,4650,4740,47154,40093.0,8458466.0
2019-03-28,4740,4810,4605,4670,36187,39501.0,8458466.0
2019-03-29,4745,4745,4630,4700,23883,39755.0,8458466.0
2019-04-01,4700,4830,4695,4815,28244,40728.0,8458466.0
2019-04-02,4850,5040,4835,4935,30347,41743.0,8458466.0
2019-04-03,5010,5010,4780,4920,15782,41616.0,8458466.0
2019-04-04,4970,4970,4880,4880,13460,41277.0,8458466.0
2019-04-05,4985,4985,4800,4840,15902,40939.0,8458466.0
2019-04-08,4840,4950,4795,4935,16395,41743.0,8458466.0
2019-04-09,4975,4975,4845,4900,14723,41446.0,8458466.0
2019-04-10,4930,4930,4805,4860,7737,41108.0,8458466.0
2019-04-11,4910,5030,4865,4920,40628,41616.0,8458466.0
2019-04-12,4970,5250,4925,5040,118428,42631.0,8458466.0
2019-04-15,5050,5080,4975,5010,21419,42377.0,8458466.0
2019-04-16,5010,5050,4750,4850,43118,41024.0,8458466.0
2019-04-17,4850,4865,4800,4850,17238,41024.0,8458466.0
2019-04-18,4875,4950,4775,4835,30974,40897.0,8458466.0
2019-04-19,4830,4950,4800,4820,25004,40770.0,8458466.0
2019-04-22,4820,4945,4775,4800,25264,40601.0,8458466.0
2019-04-23,4875,4875,4745,4765,17138,40305.0,8458466.0
2019-04-24,4765,4825,4705,4705,17172,39797.0,8458466.0
2019-04-25,4705,4705,4540,4540,38353,38401.0,8458466.0
2019-04-26,4540,4605,4350,4360,41706,36879.0,8458466.0
2019-04-29,4360,4530,4200,4375,20739,37006.0,8458466.0
2019-04-30,4380,4480,4380,4410,19491,37302.0,8458466.0
2019-05-02,4410,4545,4410,4505,8853,38105.0,8458466.0
2019-05-03,4530,4555,4400,4510,15109,38148.0,8458466.0
2019-05-07,4510,4530,4420,4500,10650,38063.0,8458466.0
2019-05-08,4400,4600,4400,4510,17588,38148.0,8458466.0
2019-05-09,4485,4570,4350,4430,15395,37471.0,8458466.0
2019-05-10,4485,4485,4310,4425,23391,37429.0,8458466.0
2019-05-13,4425,4500,4360,4360,5037,36879.0,8458466.0
2019-05-14,4215,4420,4205,4370,16614,36963.0,8458466.0
2019-05-15,4370,4495,4370,4475,7389,37852.0,8458466.0
2019-05-16,4580,4580,4300,4475,4163,37852.0,8458466.0
2019-05-17,4475,4575,4410,4455,4181,37682.0,8458466.0
2019-05-20,4375,4490,4310,4440,8525,37556.0,8458466.0
2019-05-21,4290,4440,4290,4295,9928,36329.0,8458466.0
2019-05-22,4300,4470,4250,4420,15283,37386.0,8458466.0
2019-05-23,4420,4455,4105,4130,52416,34933.0,8458466.0
2019-05-24,4060,4165,4060,4140,15253,35018.0,8458466.0
2019-05-27,4100,4390,4065,4115,19233,34807.0,8458466.0
2019-05-28,4065,4175,4040,4130,9971,34933.0,8458466.0
2019-05-29,4230,4230,4085,4085,11619,34553.0,8458466.0
2019-05-30,4090,4165,4025,4050,2946,34257.0,8458466.0
2019-05-31,4055,4160,3855,4140,28388,35018.0,8458466.0
2019-06-03,4140,4200,4055,4170,5678,35272.0,8458466.0
2019-06-04,4160,4165,4020,4075,8545,34468.0,8458466.0
2019-06-05,4075,4140,4030,4100,13849,34680.0,8458466.0
2019-06-07,4090,4180,4080,4105,8342,34722.0,8458466.0
2019-06-10,4095,4105,4050,4075,4663,34468.0,8458466.0
2019-06-11,4095,4285,4090,4285,27212,36245.0,8458466.0
2019-06-12,4340,4460,4280,4330,37715,36625.0,8458466.0
2019-06-13,4335,4395,4200,4285,22226,36245.0,8458466.0
2019-06-14,4280,4350,4250,4350,15899,36794.0,8458466.0
2019-06-17,4350,4375,4300,4335,5208,36667.0,8458466.0
2019-06-18,4320,4400,4220,4260,12613,36033.0,8458466.0
2019-06-19,4260,4330,4155,4215,10347,35652.0,8458466.0
2019-06-20,4215,4250,4185,4240,7949,35864.0,8458466.0
2019-06-21,4255,4325,4230,4300,32053,36371.0,8458466.0
2019-06-24,4335,4335,4050,4170,18155,35272.0,8458466.0
2019-06-25,4150,4170,4000,4000,43990,33834.0,8458466.0
2019-06-26,4000,4080,3975,4015,14110,33961.0,8458466.0
2019-06-27,4015,4085,3950,4025,4437,34045.0,8458466.0
2019-06-28,3980,4035,3965,4025,14372,34045.0,8458466.0
2019-07-01,3950,4005,3930,3950,15133,33411.0,8458466.0
2019-07-02,3950,4005,3935,3995,8841,33792.0,8458466.0
2019-07-03,4050,4050,3770,3770,43855,31888.0,8458466.0
2019-07-04,3795,3890,3645,3705,64658,31339.0,8458466.0
2019-07-05,3710,3735,3600,3730,49220,31550.0,8458466.0
2019-07-08,3730,3740,3590,3655,18056,30916.0,8458466.0
2019-07-09,3655,3655,3515,3585,25870,30324.0,8458466.0
2019-07-10,3515,3655,3515,3610,19914,30535.0,8458466.0
2019-07-11,3640,3685,3625,3680,12523,31127.0,8458466.0
2019-07-12,3650,3700,3625,3685,10094,31169.0,8458466.0
2019-07-15,3685,3685,3595,3595,11701,30408.0,8458466.0
2019-07-16,3555,3595,3530,3570,8748,30197.0,8458466.0
2019-07-17,3535,3565,3430,3480,37721,29435.0,8458466.0
2019-07-18,3480,3535,3440,3465,5253,29309.0,8458466.0
2019-07-19,3520,3705,3410,3550,22134,30028.0,8458466.0
2019-07-22,3500,3760,3500,3700,22881,31296.0,8458466.0
2019-07-23,3640,3730,3595,3655,18968,30916.0,8458466.0
2019-07-24,3655,3700,3640,3665,14263,31000.0,8458466.0
2019-07-25,3615,3655,3520,3625,7328,30662.0,8458466.0
2019-07-26,3625,3695,3410,3535,22183,29901.0,8458466.0
2019-07-29,3600,3600,3005,3105,48885,26264.0,8458466.0
2019-07-30,3105,3250,3085,3095,45493,26179.0,8458466.0
2019-07-31,3090,3230,2920,3095,37916,26179.0,8458466.0
2019-08-01,3085,3100,3050,3090,10158,26137.0,8458466.0
2019-08-02,3090,3090,2990,3070,8295,25967.0,8458466.0
2019-08-05,3070,3070,2735,2745,36977,23218.0,8458466.0
2019-08-06,2700,2745,2535,2630,41563,22246.0,8458466.0
2019-08-07,2630,2655,2510,2630,50588,22246.0,8458466.0
2019-08-08,2700,2720,2575,2710,24936,22922.0,8458466.0
2019-08-09,2740,2835,2710,2830,22947,23937.0,8458466.0
2019-08-12,2830,2930,2825,2925,14780,24741.0,8458466.0
2019-08-13,2925,3010,2775,3000,14860,25375.0,8458466.0
2019-08-14,3000,3040,2920,2990,9738,25291.0,8458466.0
2019-08-16,2960,2965,2865,2930,5285,24783.0,8458466.0
2019-08-19,2930,2930,2805,2860,7658,24191.0,8458466.0
2019-08-20,2830,2880,2830,2850,12258,24107.0,8458466.0
2019-08-21,2860,3045,2850,3035,51355,25671.0,8458466.0
2019-08-22,3000,3155,2940,3155,31423,26686.0,8458466.0
2019-08-23,3145,3475,3060,3130,92754,26475.0,8458466.0
2019-08-26,3090,3175,3010,3130,17839,26475.0,8458466.0
2019-08-27,3165,3165,2990,3015,12919,25502.0,8458466.0
2019-08-28,3040,3040,2960,3035,9259,25671.0,8458466.0
2019-08-29,3035,3065,2990,3030,8827,25629.0,8458466.0
2019-08-30,3060,3090,2995,3075,8787,26010.0,8458466.0
2019-09-02,3075,3130,3060,3100,4179,26221.0,8458466.0
2019-09-03,3090,3160,3080,3100,6125,26221.0,8458466.0
2019-09-04,3135,3140,2950,3135,7043,26517.0,8458466.0
2019-09-05,3185,3185,3010,3110,8235,26306.0,8458466.0
2019-09-06,3110,3185,3040,3070,17712,25967.0,8458466.0
2019-09-09,3070,3080,3035,3050,4313,25798.0,8458466.0
2019-09-10,3050,3075,3000,3035,2751,25671.0,8458466.0
2019-09-11,2985,3100,2985,3100,7921,26221.0,8458466.0
2019-09-16,3100,3100,3050,3085,12136,26094.0,8458466.0
2019-09-17,3085,3095,3070,3090,6849,26137.0,8458466.0
2019-09-18,3075,3125,3055,3105,8664,26264.0,8458466.0
2019-09-19,3105,3170,3085,3150,9260,26644.0,8458466.0
2019-09-20,3155,3185,3075,3125,8670,26433.0,8458466.0
2019-09-23,3125,3160,3055,3115,13002,26348.0,8458466.0
2019-09-24,3145,3260,3090,3260,37960,27575.0,8458466.0
2019-09-25,3340,4235,3340,3580,3321245,30281.0,8458466.0
2019-09-26,3575,3695,3410,3580,389150,30281.0,8458466.0
2019-09-27,3510,3525,3355,3355,100148,28378.0,8458466.0
2019-09-30,3325,3325,3155,3160,109863,26729.0,8458466.0
2019-10-01,3140,3250,3130,3140,64082,26560.0,8458466.0
2019-10-02,3140,3215,3115,3160,31439,26729.0,8458466.0
2019-10-04,3125,3210,3125,3130,25488,26475.0,8458466.0
2019-10-07,3130,3240,3055,3075,32819,26010.0,8458466.0
