오스테오닉(226400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-05-04,7660,7660,6520,6520,81,30892.0,4738011.0
2016-05-09,5550,5950,5550,5950,898,28191.0,4738011.0
2016-05-10,5890,5890,5060,5060,57,23974.0,4738011.0
2016-05-11,4800,4800,4800,4800,102,22742.0,4738011.0
2016-05-12,4800,5000,4800,5000,101,23690.0,4738011.0
2016-05-13,5740,5750,4250,5000,4174,23690.0,4738011.0
2016-05-16,5570,5570,5570,5570,1,26391.0,4738011.0
2016-05-17,6140,6140,5000,5000,159,23690.0,4738011.0
2016-05-18,5550,5550,5550,5550,1,26296.0,4738011.0
2016-05-19,5000,5000,5000,5000,201,23690.0,4738011.0
2016-05-20,5000,5000,4800,4800,20,22742.0,4738011.0
2016-05-23,5300,5300,5000,5000,57,23690.0,4738011.0
2016-05-24,5480,5480,5350,5350,2,25348.0,4738011.0
2016-05-25,5440,5440,5000,5290,15,25064.0,4738011.0
2016-05-26,5300,5300,4500,4500,61,21321.0,4738011.0
2016-05-27,5170,5170,5170,5170,2,24496.0,4738011.0
2016-05-30,5820,5820,5820,5820,1,27575.0,4738011.0
2016-05-31,5190,5190,5190,5190,0,24590.0,4738011.0
2016-06-01,5640,5640,5640,5640,5,26722.0,4738011.0
2016-06-02,5640,5640,5640,5640,5,26722.0,4738011.0
2016-06-03,5940,5940,5940,5940,5,28144.0,4738011.0
2016-06-07,5940,5940,5050,5900,109,27954.0,4738011.0
2016-06-08,5900,6100,5020,5800,35,27480.0,4738011.0
2016-06-09,4930,4930,4930,4930,73,23358.0,4738011.0
2016-06-10,5470,5470,5470,5470,50,25917.0,4738011.0
2016-06-13,4650,5300,4650,4650,179,22032.0,4738011.0
2016-06-14,4380,5000,4180,4185,363,19829.0,4738011.0
2016-06-15,4810,4810,4500,4500,31,21321.0,4738011.0
2016-06-16,5090,5100,4215,4215,167,19971.0,4738011.0
2016-06-17,3585,4845,3585,3605,12,17081.0,4738011.0
2016-06-20,3500,4140,3500,4140,1952,19615.0,4738011.0
2016-06-21,3600,4760,3550,4760,1571,22553.0,4738011.0
2016-06-22,4050,5430,4050,4100,7,19426.0,4738011.0
2016-06-23,4100,4700,3520,3520,742,16678.0,4738011.0
2016-06-24,4045,4045,3020,4000,19,18952.0,4738011.0
2016-06-27,3990,4600,3990,4500,654,21321.0,4738011.0
2016-06-28,5170,5170,5150,5150,11,24401.0,4738011.0
2016-06-29,5150,5480,4500,5140,1102,24353.0,4738011.0
2016-06-30,5910,5910,5400,5410,121,25633.0,4738011.0
2016-07-01,5310,5310,5310,5310,10,25159.0,4738011.0
2016-07-04,5310,6100,4800,4800,210,22742.0,4738011.0
2016-07-05,5190,5190,4100,4100,49,19426.0,4738011.0
2016-07-06,4105,4200,4105,4105,4305,19450.0,4738011.0
2016-07-07,3600,3600,3600,3600,4800,17057.0,4738011.0
2016-07-08,3100,4135,3100,3100,2895,15574.0,5023725.0
2016-07-11,3565,3565,3105,3235,345,16252.0,5023725.0
2016-07-12,3715,3720,3210,3210,171,16126.0,5023725.0
2016-07-13,3015,3690,3015,3410,1074,17131.0,5023725.0
2016-07-14,3920,3920,3300,3430,105,17231.0,5023725.0
2016-07-15,3935,3935,3935,3935,5,19768.0,5023725.0
2016-07-18,3700,4200,3500,3600,392,18085.0,5023725.0
2016-07-19,4140,4140,3600,3640,1004,18286.0,5023725.0
2016-07-20,4000,4000,4000,4000,50,20095.0,5023725.0
2016-07-21,4000,4000,4000,4000,178,20095.0,5023725.0
2016-07-22,4000,4000,4000,4000,0,20095.0,5023725.0
2016-07-25,4000,4000,4000,4000,127,20095.0,5023725.0
2016-07-26,4000,4000,3700,3700,3022,18588.0,5023725.0
2016-07-27,3700,3700,3700,3700,0,18588.0,5023725.0
2016-07-28,3700,3700,3700,3700,2,18588.0,5023725.0
2016-07-29,3500,4255,3500,4255,801,21376.0,5023725.0
2016-08-01,4250,4250,4250,4250,0,21351.0,5023725.0
2016-08-02,4200,4885,4200,4885,509,24541.0,5023725.0
2016-08-03,4155,5550,4155,4170,12,20949.0,5023725.0
2016-08-04,4785,4785,4170,4170,915,20949.0,5023725.0
2016-08-05,4170,4170,3610,3610,2052,18136.0,5023725.0
2016-08-08,4095,4095,4095,4095,4,20572.0,5023725.0
2016-08-09,4000,4700,3800,4700,110,23612.0,5023725.0
2016-08-10,5350,5350,5350,5350,16,26877.0,5023725.0
2016-08-11,4550,5000,4550,5000,20,25119.0,5023725.0
2016-08-12,5000,5000,5000,5000,8,25119.0,5023725.0
2016-08-16,4990,4990,4990,4990,2,25068.0,5023725.0
2016-08-17,4495,4495,4495,4495,0,22582.0,5023725.0
2016-08-18,4395,4395,4395,4395,252,22079.0,5023725.0
2016-08-19,3740,3740,3740,3740,200,18789.0,5023725.0
2016-08-22,4300,4300,4300,4300,1,21602.0,5023725.0
2016-08-23,4300,4945,4110,4945,888,24842.0,5023725.0
2016-08-24,4945,4945,4700,4700,442,23612.0,5023725.0
2016-08-25,4680,4680,4680,4680,64,23511.0,5023725.0
2016-08-26,4660,4660,4660,4660,0,23411.0,5023725.0
2016-08-29,4655,4655,4655,4655,64,23385.0,5023725.0
2016-08-30,4640,4640,4640,4640,0,23310.0,5023725.0
2016-08-31,4615,4615,4615,4615,0,23184.0,5023725.0
2016-09-01,4600,4600,4600,4600,0,23109.0,5023725.0
2016-09-02,4370,4370,4370,4370,229,21954.0,5023725.0
2016-09-05,4000,4370,4000,4370,435,21954.0,5023725.0
2016-09-06,4350,4350,4350,4350,0,21853.0,5023725.0
2016-09-07,4140,4140,4140,4140,242,20798.0,5023725.0
2016-09-08,4120,4120,4120,4120,0,20698.0,5023725.0
2016-09-09,3920,3920,3920,3920,405,19693.0,5023725.0
2016-09-12,3910,4505,3910,4505,458,22632.0,5023725.0
2016-09-13,4280,4280,4280,4280,234,22337.0,5218995.0
2016-09-19,4280,4280,3810,3810,124,19884.0,5218995.0
2016-09-20,3800,3800,3800,3800,263,19832.0,5218995.0
2016-09-21,4000,4000,3700,3700,1230,19310.0,5218995.0
2016-09-22,4255,4255,4255,4255,19,22207.0,5218995.0
2016-09-23,3830,4000,3830,4000,496,20876.0,5218995.0
2016-09-26,3900,3900,3900,3900,100,20354.0,5218995.0
2016-09-27,3900,3900,3900,3900,610,20354.0,5218995.0
2016-09-28,3900,3900,3870,3900,6683,20354.0,5218995.0
2016-09-29,4200,4200,4000,4000,489,20876.0,5218995.0
2016-09-30,3990,3990,3800,3800,739,19832.0,5218995.0
2016-10-04,3390,3980,3390,3980,410,20772.0,5218995.0
2016-10-05,4000,4200,3900,4200,13100,21920.0,5218995.0
2016-10-06,3745,4500,3745,4500,4323,23485.0,5218995.0
2016-10-07,4400,4400,4400,4400,0,22964.0,5218995.0
2016-10-10,4400,4700,4400,4700,420,24529.0,5218995.0
2016-10-11,4700,4700,4700,4700,0,24529.0,5218995.0
2016-10-12,4700,4700,4700,4700,0,,
2016-10-13,4700,5000,4700,5000,874,26095.0,5218995.0
2016-10-14,4800,5000,4800,5000,903,26095.0,5218995.0
2016-10-17,4790,4790,4790,4790,159,24999.0,5218995.0
2016-10-18,4770,4770,4770,4770,0,24895.0,5218995.0
2016-10-19,4700,4700,4055,4055,751,21163.0,5218995.0
2016-10-20,3900,3900,3900,3900,132,20354.0,5218995.0
2016-10-21,3900,3900,3900,3900,12,20354.0,5218995.0
2016-10-24,4000,4280,3650,4280,1110,22337.0,5218995.0
2016-10-25,4300,4300,3695,4295,1619,22416.0,5218995.0
2016-10-26,4300,4300,3690,3690,1570,19258.0,5218995.0
2016-10-27,4000,4000,3600,3990,136,20824.0,5218995.0
2016-10-28,4180,4180,4180,4180,1,21815.0,5218995.0
2016-10-31,4200,4200,4100,4100,101,21398.0,5218995.0
2016-11-01,4100,4100,4100,4100,5,21398.0,5218995.0
2016-11-02,3800,4050,3500,4050,1202,21137.0,5218995.0
2016-11-03,4050,4050,4050,4050,5,21137.0,5218995.0
2016-11-04,4000,4000,3445,3700,169,19310.0,5218995.0
2016-11-07,4200,4200,3150,3285,1665,17144.0,5218995.0
2016-11-08,3400,3400,3000,3200,410,16701.0,5218995.0
2016-11-09,3200,3600,3000,3600,818,18788.0,5218995.0
2016-11-10,3900,3900,3100,3500,1546,18266.0,5218995.0
2016-11-11,3500,3500,3000,3200,1055,16701.0,5218995.0
2016-11-14,3500,3500,3000,3080,3281,16075.0,5218995.0
2016-11-15,3100,3100,3100,3100,800,16179.0,5218995.0
2016-11-16,3100,3550,2910,3550,5121,18527.0,5218995.0
2016-11-17,3795,4040,3020,3070,5785,16022.0,5218995.0
2016-11-18,3200,3200,3000,3000,2048,15657.0,5218995.0
2016-11-21,3200,3200,2650,3100,2771,16179.0,5218995.0
2016-11-22,3200,3200,2800,3000,3110,15657.0,5218995.0
2016-11-23,3200,3200,3200,3200,5,16701.0,5218995.0
2016-11-24,2850,3000,2850,3000,605,15657.0,5218995.0
2016-11-25,2650,3400,2650,3190,1172,16649.0,5218995.0
2016-11-28,3300,3300,3100,3300,1405,17223.0,5218995.0
2016-11-29,3400,3400,3400,3400,5,17745.0,5218995.0
2016-11-30,3500,3500,2890,3400,1287,17745.0,5218995.0
2016-12-01,3400,3400,3000,3395,212,17718.0,5218995.0
2016-12-02,3600,3850,2950,3850,791,20093.0,5218995.0
2016-12-05,3275,4000,3275,4000,701,20876.0,5218995.0
2016-12-06,4020,4020,3400,3600,1508,18788.0,5218995.0
2016-12-07,3060,4140,3060,4140,5633,21607.0,5218995.0
2016-12-08,3520,4000,3520,4000,305,20876.0,5218995.0
2016-12-09,4000,4000,4000,4000,5,20876.0,5218995.0
2016-12-12,4000,4000,4000,4000,5,,
2016-12-13,4100,4450,4100,4450,10,23225.0,5218995.0
2016-12-14,4400,4400,3785,3785,138,19754.0,5218995.0
