한국제8호스팩(310870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-05,2055,2055,2025,2025,203,6926.0,3420000.0
2019-03-06,2065,2065,2050,2055,2375,7028.0,3420000.0
2019-03-07,2065,2065,2050,2050,9537,7011.0,3420000.0
2019-03-08,2065,2065,2065,2065,1,7062.0,3420000.0
2019-03-11,2055,2055,2050,2050,102,7011.0,3420000.0
2019-03-12,2055,2060,2035,2060,7296,7045.0,3420000.0
2019-03-13,2060,2060,2040,2055,3078,7028.0,3420000.0
2019-03-14,2065,2065,2065,2065,2,7062.0,3420000.0
2019-03-15,2065,2080,2065,2065,5605,7062.0,3420000.0
2019-03-18,2085,2085,2085,2085,2,7131.0,3420000.0
2019-03-19,2065,2075,2050,2050,2602,7011.0,3420000.0
2019-03-20,2085,2085,2050,2060,4211,7045.0,3420000.0
2019-03-21,2085,2085,2085,2085,2,7131.0,3420000.0
2019-03-22,2090,2090,2040,2040,4,6977.0,3420000.0
2019-03-25,2085,2085,2085,2085,6,7131.0,3420000.0
2019-03-26,2085,2085,2085,2085,2,7131.0,3420000.0
2019-03-27,2085,2100,2080,2100,6846,7182.0,3420000.0
2019-03-28,2095,2095,2085,2095,14920,7165.0,3420000.0
2019-03-29,2100,2100,2045,2045,3115,6994.0,3420000.0
2019-04-01,2085,2085,2085,2085,2,7131.0,3420000.0
2019-04-02,2085,2085,2080,2080,694,7114.0,3420000.0
2019-04-03,2080,2080,2080,2080,2,7114.0,3420000.0
2019-04-04,2080,2080,2075,2080,755,7114.0,3420000.0
2019-04-05,2080,2080,2080,2080,1759,7114.0,3420000.0
2019-04-08,2080,2080,2080,2080,2,,
2019-04-09,2080,2080,2045,2045,910,6994.0,3420000.0
2019-04-10,2080,2080,2080,2080,2,7114.0,3420000.0
2019-04-11,2080,2085,2080,2085,507,7131.0,3420000.0
2019-04-12,2100,2100,2090,2090,7,7148.0,3420000.0
2019-04-15,2090,2090,2090,2090,705,7148.0,3420000.0
2019-04-16,2090,2090,2050,2050,25,7011.0,3420000.0
2019-04-17,2090,2090,2060,2060,14470,7045.0,3420000.0
2019-04-18,2090,2090,2050,2090,2796,7148.0,3420000.0
2019-04-19,2100,2100,2100,2100,1885,7182.0,3420000.0
2019-04-22,2080,2100,2080,2085,6943,7131.0,3420000.0
2019-04-23,2100,2100,2100,2100,5,7182.0,3420000.0
2019-04-24,2100,2100,2100,2100,909,7182.0,3420000.0
2019-04-25,2120,2120,2100,2100,2125,7182.0,3420000.0
2019-04-26,2120,2120,2090,2100,15560,7182.0,3420000.0
2019-04-29,2140,2140,2090,2120,6603,7250.0,3420000.0
2019-04-30,2140,2140,2115,2120,12041,7250.0,3420000.0
2019-05-02,2110,2120,2110,2115,14667,7233.0,3420000.0
2019-05-03,2120,2120,2090,2090,30981,7148.0,3420000.0
2019-05-07,2140,2140,2090,2105,1608,7199.0,3420000.0
2019-05-08,2140,2140,2090,2100,4413,7182.0,3420000.0
2019-05-09,2135,2160,2135,2150,26862,7353.0,3420000.0
2019-05-10,2190,2190,2150,2150,11867,7353.0,3420000.0
2019-05-13,2190,2220,2150,2150,15372,7353.0,3420000.0
2019-05-14,2220,2220,2125,2125,7275,7268.0,3420000.0
2019-05-15,2195,2195,2135,2180,240,7456.0,3420000.0
2019-05-16,2220,2220,2170,2170,110,7421.0,3420000.0
2019-05-17,2220,2220,2170,2170,58,7421.0,3420000.0
2019-05-20,2225,2225,2225,2225,4,7610.0,3420000.0
2019-05-21,2230,2230,2135,2135,7,7302.0,3420000.0
2019-05-22,2215,2215,2110,2135,363,7302.0,3420000.0
2019-05-23,2195,2195,2130,2175,1208,7438.0,3420000.0
2019-05-24,2205,2205,2190,2190,104,7490.0,3420000.0
2019-05-27,2190,2190,2120,2130,105,7285.0,3420000.0
2019-05-28,2190,2190,2110,2125,130,7268.0,3420000.0
2019-05-29,2150,2185,2120,2185,55327,7473.0,3420000.0
2019-05-30,2190,2190,2190,2190,4,7490.0,3420000.0
2019-05-31,2190,2190,2130,2140,1822,7319.0,3420000.0
2019-06-03,2185,2185,2130,2170,29,7421.0,3420000.0
2019-06-04,2190,2190,2190,2190,4,7490.0,3420000.0
2019-06-05,2190,2190,2190,2190,4,7490.0,3420000.0
2019-06-07,2190,2190,2190,2190,19,7490.0,3420000.0
2019-06-10,2190,2190,2190,2190,4,,
2019-06-11,2190,2190,2190,2190,4,,
2019-06-12,2190,2190,2145,2145,1005,7336.0,3420000.0
2019-06-13,2150,2180,2150,2180,3,7456.0,3420000.0
2019-06-14,2190,2190,2150,2170,3321,7421.0,3420000.0
2019-06-17,2190,2190,2190,2190,55,7490.0,3420000.0
2019-06-18,2210,2230,2180,2215,31604,7575.0,3420000.0
2019-06-19,2230,2230,2190,2190,3190,7490.0,3420000.0
2019-06-20,2230,2230,2230,2230,4,7627.0,3420000.0
2019-06-21,2235,2235,2235,2235,4,7644.0,3420000.0
2019-06-24,2240,2240,2220,2220,1831,7592.0,3420000.0
2019-06-25,2230,2230,2180,2180,8287,7456.0,3420000.0
2019-06-26,2200,2200,2200,2200,4,7524.0,3420000.0
2019-06-27,2195,2195,2195,2195,4,7507.0,3420000.0
2019-06-28,2195,2195,2155,2160,53,7387.0,3420000.0
2019-07-01,2195,2195,2165,2165,27,7404.0,3420000.0
2019-07-02,2195,2195,2160,2195,1444,7507.0,3420000.0
2019-07-03,2195,2195,2195,2195,9,7507.0,3420000.0
2019-07-04,2190,2190,2135,2135,15720,7302.0,3420000.0
2019-07-05,2185,2185,2135,2145,11505,7336.0,3420000.0
2019-07-08,2140,2145,2135,2135,3406,7302.0,3420000.0
2019-07-09,2145,2185,2145,2165,14829,7404.0,3420000.0
2019-07-10,2195,2195,2195,2195,5,7507.0,3420000.0
2019-07-11,2200,2200,2185,2185,54,7473.0,3420000.0
2019-07-12,2210,2210,2165,2165,160,7404.0,3420000.0
2019-07-15,2205,2205,2160,2160,4338,7387.0,3420000.0
2019-07-16,2195,2195,2140,2140,6,7319.0,3420000.0
2019-07-17,2190,2190,2140,2145,339,7336.0,3420000.0
2019-07-18,2190,2190,2160,2160,454,7387.0,3420000.0
2019-07-19,2195,2195,2140,2150,105,7353.0,3420000.0
2019-07-22,2150,2185,2150,2185,506,7473.0,3420000.0
2019-07-23,2185,2185,2155,2175,1660,7438.0,3420000.0
2019-07-24,2130,2170,2130,2155,1196,7370.0,3420000.0
2019-07-25,2185,2185,2160,2160,960,7387.0,3420000.0
2019-07-26,2185,2185,2155,2185,6,7473.0,3420000.0
2019-07-29,2195,2195,2130,2135,12772,7302.0,3420000.0
2019-07-30,2150,2195,2130,2145,9927,7336.0,3420000.0
2019-07-31,2165,2165,2165,2165,4,7404.0,3420000.0
2019-08-01,2165,2165,2145,2145,236,7336.0,3420000.0
2019-08-02,2145,2145,2140,2145,11300,7336.0,3420000.0
2019-08-05,2140,2150,2115,2150,17519,7353.0,3420000.0
2019-08-06,2110,2145,2110,2120,5905,7250.0,3420000.0
2019-08-07,2115,2140,2115,2115,25507,7233.0,3420000.0
2019-08-08,2140,2140,2140,2140,500,7319.0,3420000.0
2019-08-09,2140,2140,2140,2140,0,7319.0,3420000.0
2019-08-12,2140,2140,2130,2135,1700,7302.0,3420000.0
2019-08-13,2135,2135,2130,2130,1090,7285.0,3420000.0
2019-08-14,2120,2120,2120,2120,887,7250.0,3420000.0
2019-08-16,2120,2120,2120,2120,8704,7250.0,3420000.0
2019-08-19,2120,2120,2120,2120,46,7250.0,3420000.0
2019-08-20,2140,2140,2140,2140,5,7319.0,3420000.0
2019-08-21,2140,2140,2140,2140,71,7319.0,3420000.0
2019-08-22,2140,2140,2140,2140,0,,
2019-08-23,2140,2140,2140,2140,16345,7319.0,3420000.0
2019-08-26,2125,2140,2125,2140,10004,7319.0,3420000.0
2019-08-27,2165,2165,2140,2140,2001,7319.0,3420000.0
2019-08-28,2180,2180,2130,2140,568,7319.0,3420000.0
2019-08-29,2150,2160,2150,2160,2076,7387.0,3420000.0
2019-08-30,2155,2155,2155,2155,0,7370.0,3420000.0
2019-09-02,2150,2165,2130,2130,11563,7285.0,3420000.0
2019-09-03,2130,2135,2130,2130,1560,7285.0,3420000.0
2019-09-04,2120,2155,2120,2155,812,7370.0,3420000.0
2019-09-05,2130,2160,2130,2160,10426,7387.0,3420000.0
2019-09-06,2140,2140,2140,2140,38,7319.0,3420000.0
2019-09-09,2140,2140,2140,2140,42,7319.0,3420000.0
2019-09-10,2150,2150,2150,2150,15,7353.0,3420000.0
2019-09-11,2135,2135,2135,2135,1,7302.0,3420000.0
2019-09-16,2135,2135,2135,2135,4,7302.0,3420000.0
2019-09-17,2135,2170,2120,2170,20001,7421.0,3420000.0
2019-09-18,2170,2170,2170,2170,0,7421.0,3420000.0
2019-09-19,2170,2170,2170,2170,0,,
2019-09-20,2130,2130,2130,2130,2,7285.0,3420000.0
2019-09-23,2130,2170,2125,2160,32874,7387.0,3420000.0
2019-09-24,2160,2160,2160,2160,0,7387.0,3420000.0
2019-09-25,2125,2170,2125,2170,908,7421.0,3420000.0
2019-09-26,2150,2150,2130,2130,5248,7285.0,3420000.0
2019-09-27,2130,2170,2130,2170,74,7421.0,3420000.0
2019-09-30,2170,2170,2130,2170,51,7421.0,3420000.0
2019-10-01,2130,2165,2130,2165,80,7404.0,3420000.0
2019-10-02,2165,2165,2165,2165,0,7404.0,3420000.0
2019-10-04,2130,2165,2130,2165,24,7404.0,3420000.0
2019-10-07,2130,2160,2130,2130,1601,7285.0,3420000.0
