파나진(046210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-02-13,7480,8082,7313,8081,2290598,23520.0,7000000.0
2001-02-14,7982,9042,7982,9043,3500479,26320.0,7000000.0
2001-02-15,9380,10053,8707,9019,3887929,26250.0,7000000.0
2001-02-16,9332,10102,9019,9620,3904615,28000.0,7000000.0
2001-02-19,9813,10776,9813,10774,841484,31360.0,7000000.0
2001-02-20,12046,12046,11567,12049,362295,35070.0,7000000.0
2001-02-21,12046,13249,11661,11784,4452610,34300.0,7000000.0
2001-02-22,11545,11545,10389,10389,1565874,30240.0,7000000.0
2001-02-23,10099,10798,9642,9981,1963024,29050.0,7000000.0
2001-02-26,10245,11160,10245,11159,1895416,32480.0,7000000.0
2001-02-27,11736,12483,9862,9860,4622668,28700.0,7000000.0
2001-02-28,10051,10821,9620,10149,2201534,29540.0,7000000.0
2001-03-02,10102,10296,8948,8946,911175,26040.0,7000000.0
2001-03-05,8344,9091,7888,8898,1357431,25900.0,7000000.0
2001-03-06,8897,9955,8850,9283,3581136,27020.0,7000000.0
2001-03-07,9571,9812,8969,9091,1825969,26460.0,7000000.0
2001-03-08,9308,9885,9066,9620,1797385,28000.0,7000000.0
2001-03-09,9714,10244,9403,9668,1785159,28140.0,7000000.0
2001-03-12,9207,9424,8511,8514,940912,24780.0,7000000.0
2001-03-13,7575,8055,7503,7503,909519,21840.0,7000000.0
2001-03-14,7937,8395,7865,8393,1152203,24430.0,7000000.0
2001-03-15,7482,8564,7456,8177,1131643,23800.0,7000000.0
2001-03-16,8296,8751,8176,8417,1534894,24500.0,7000000.0
2001-03-19,8395,8970,8224,8465,1107296,24640.0,7000000.0
2001-03-20,8875,9041,8321,8417,774054,24500.0,7000000.0
2001-03-21,7912,8346,7912,8153,520115,23730.0,7000000.0
2001-03-22,8154,8344,7816,7912,374007,23030.0,7000000.0
2001-03-23,7961,8178,7816,8008,401553,23310.0,7000000.0
2001-03-26,8177,8467,8056,8225,561151,23940.0,7000000.0
2001-03-27,8224,8224,7721,7720,342474,22470.0,7000000.0
2001-03-28,7938,8032,7214,7359,350982,21420.0,7000000.0
2001-03-29,7214,7552,7141,7431,271196,21630.0,7000000.0
2001-03-30,7314,7505,6613,7191,308012,20930.0,7000000.0
2001-04-02,6998,7337,6975,7095,256166,20650.0,7000000.0
2001-04-03,6972,7261,6637,7215,519865,21000.0,7000000.0
2001-04-04,7046,7214,6612,6638,298300,19320.0,7000000.0
2001-04-06,7093,7213,6755,6902,268151,20090.0,7000000.0
2001-04-09,6783,7337,6685,7335,798889,21350.0,7000000.0
2001-04-10,8153,8153,7117,7215,814895,21000.0,7000000.0
2001-04-11,7285,7598,7261,7383,598758,21490.0,7000000.0
2001-04-12,7626,8250,7454,8249,1583685,24010.0,7000000.0
2001-04-13,8540,8876,8250,8321,2259896,24220.0,7000000.0
2001-04-16,8538,9308,8367,9211,3713391,26810.0,7000000.0
2001-04-17,9164,9692,8779,8898,2373091,25900.0,7000000.0
2001-04-18,9163,9257,8850,9043,1216253,26320.0,7000000.0
2001-04-19,9282,10100,9235,9908,2363158,28840.0,7000000.0
2001-04-20,10099,11087,9978,10221,4426451,29750.0,7000000.0
2001-04-23,10222,10533,9787,10101,1558854,29400.0,7000000.0
2001-04-24,9860,9979,9138,9139,1039094,26600.0,7000000.0
2001-04-25,9161,9691,9040,9259,888788,26950.0,7000000.0
2001-04-26,9260,9667,8730,8754,848628,25480.0,7000000.0
2001-04-27,8753,9138,8344,9139,798381,26600.0,7000000.0
2001-04-30,10221,10221,9716,10221,1721057,29750.0,7000000.0
2001-05-02,10533,11398,10123,10221,2550155,29750.0,7000000.0
2001-05-03,10581,11447,9906,11448,1623761,33320.0,7000000.0
2001-05-04,12819,12819,11543,11712,3345245,34090.0,7000000.0
2001-05-07,11784,13105,11784,13107,1978179,38150.0,7000000.0
2001-05-08,13106,14621,12145,12506,3458845,36400.0,7000000.0
2001-05-09,12773,13084,11185,11929,2542674,34720.0,7000000.0
2001-05-10,12431,12697,11590,12265,2306986,35700.0,7000000.0
2001-05-11,12433,12506,11279,11472,1333406,33390.0,7000000.0
2001-05-14,10848,12002,10848,11592,1139626,33740.0,7000000.0
2001-05-15,11375,12432,10941,12049,1026592,35070.0,7000000.0
2001-05-16,12264,12939,11736,11736,2696704,34160.0,7000000.0
2001-05-17,12145,12314,11424,11856,1191882,34510.0,7000000.0
2001-05-18,11928,12073,11204,11279,642922,32830.0,7000000.0
2001-05-21,11277,11616,11015,11063,821515,32200.0,7000000.0
2001-05-22,11086,11567,10992,11135,1261573,32410.0,7000000.0
2001-05-23,11063,11183,10412,10943,1085082,31850.0,7000000.0
2001-05-24,10942,11014,10437,10437,785031,30380.0,7000000.0
2001-05-25,10435,10652,10245,10341,654669,30100.0,7000000.0
2001-05-28,10222,10750,10222,10293,639923,29960.0,7000000.0
2001-05-29,10295,10847,10295,10389,994145,30240.0,7000000.0
2001-05-30,10364,10820,10364,10822,516052,31500.0,7000000.0
2001-05-31,10703,11014,10101,10125,524957,29470.0,7000000.0
2001-06-01,10102,10464,9740,9860,581333,28700.0,7000000.0
2001-06-04,9859,10051,9738,9836,262020,28630.0,7000000.0
2001-06-05,9882,9978,9280,9500,310558,27650.0,7000000.0
2001-06-07,9353,9474,8753,9043,383350,26320.0,7000000.0
2001-06-08,9136,9425,9065,9355,317791,27230.0,7000000.0
2001-06-11,9019,9257,8946,9043,130046,26320.0,7000000.0
2001-06-12,9066,10124,9066,10125,957793,29470.0,7000000.0
2001-06-13,10363,10870,9978,9981,1624797,29050.0,7000000.0
2001-06-14,9980,10124,9716,9884,512242,28770.0,7000000.0
2001-06-15,9741,9862,9500,9620,356782,28000.0,7000000.0
2001-06-18,9427,10028,9427,9764,431472,28420.0,7000000.0
2001-06-19,9766,9811,9427,9451,292444,27510.0,7000000.0
2001-06-20,9453,9572,8852,8946,314956,26040.0,7000000.0
2001-06-21,8996,9236,8706,9067,233534,26390.0,7000000.0
2001-06-22,9066,9236,8923,9211,176164,26810.0,7000000.0
2001-06-25,9019,9211,8826,8826,150474,25690.0,7000000.0
2001-06-26,8825,8898,7769,7912,198298,23030.0,7000000.0
2001-06-27,7575,8344,7575,8057,195453,23450.0,7000000.0
2001-06-28,8055,8249,7742,7864,139156,22890.0,7000000.0
2001-06-29,8009,8561,8009,8225,342360,23940.0,7000000.0
2001-07-02,8344,8802,8248,8802,380862,25620.0,7000000.0
2001-07-03,8801,8896,8511,8514,277443,24780.0,7000000.0
2001-07-04,8515,8613,8057,8177,173992,23800.0,7000000.0
2001-07-05,8274,8442,8106,8177,125695,23800.0,7000000.0
2001-07-06,7961,8055,7671,7672,185408,22330.0,7000000.0
2001-07-09,7241,7456,6999,7191,236583,20930.0,7000000.0
2001-07-10,7191,7502,7191,7311,201504,21280.0,7000000.0
2001-07-11,6614,7193,6614,6878,192244,20020.0,7000000.0
2001-07-12,7215,7698,7096,7648,284638,22260.0,7000000.0
2001-07-13,7911,7937,6974,6998,195913,20370.0,7000000.0
2001-07-16,7096,7313,6855,7095,130574,20650.0,7000000.0
2001-07-18,7215,7337,6758,6854,132654,19950.0,7000000.0
2001-07-19,6613,6903,6566,6854,89359,19950.0,7000000.0
2001-07-20,6755,6900,6587,6590,123491,19180.0,7000000.0
2001-07-23,6471,6612,5819,5820,155372,16940.0,7000000.0
2001-07-24,5580,6493,5122,6012,274397,17500.0,7000000.0
2001-07-25,5676,6276,5676,5940,149805,17290.0,7000000.0
2001-07-26,6036,6228,6013,6133,108911,17850.0,7000000.0
2001-07-27,6278,6589,6254,6493,145970,18900.0,7000000.0
2001-07-30,6613,7264,6372,7263,457114,21140.0,7000000.0
2001-07-31,7334,7406,7023,7311,465048,21280.0,7000000.0
2001-08-01,7336,7626,7287,7407,289275,21560.0,7000000.0
2001-08-02,7409,7481,7119,7167,230470,20860.0,7000000.0
2001-08-03,7212,7334,6948,6974,157159,20300.0,7000000.0
2001-08-06,6879,7360,6879,7167,155049,20860.0,7000000.0
2001-08-07,6972,7285,6972,7071,137581,20580.0,7000000.0
2001-08-08,7118,7769,7094,7672,924580,22330.0,7000000.0
2001-08-09,7648,8296,7335,7359,1661909,21420.0,7000000.0
2001-08-10,7626,7647,7168,7167,526189,20860.0,7000000.0
2001-08-13,7241,7314,6952,6950,281845,20230.0,7000000.0
2001-08-14,6975,7143,6856,7022,350108,20440.0,7000000.0
2001-08-16,6880,7120,6880,6878,239097,20020.0,7000000.0
2001-08-17,6828,6996,6445,6445,320894,18760.0,7000000.0
2001-08-20,6203,7068,6131,6734,351581,19600.0,7000000.0
2001-08-21,6782,6927,6588,6638,106995,19320.0,7000000.0
2001-08-22,6495,6685,6327,6493,136086,18900.0,7000000.0
2001-08-23,6564,6683,6276,6277,144186,18270.0,7000000.0
2001-08-24,6155,6492,6155,6277,91067,18270.0,7000000.0
2001-08-27,6517,6517,6277,6373,91143,18550.0,7000000.0
2001-08-28,6227,6348,6155,6253,96671,18200.0,7000000.0
2001-08-29,6255,6444,5942,5940,93638,17290.0,7000000.0
2001-08-30,5794,5963,5528,5916,107343,17220.0,7000000.0
2001-08-31,5653,5725,5363,5724,132348,16660.0,7000000.0
2001-09-03,5770,5818,5412,5531,95502,16100.0,7000000.0
2001-09-04,5530,5868,5530,5820,131903,16940.0,7000000.0
2001-09-05,5652,5748,5531,5700,121650,16590.0,7000000.0
2001-09-06,5725,5917,5725,5796,96452,16870.0,7000000.0
2001-09-07,5797,6227,5531,6012,141938,17500.0,7000000.0
2001-09-10,5771,5892,5724,5820,111063,16940.0,7000000.0
2001-09-11,5893,5963,5629,5700,138734,16590.0,7000000.0
2001-09-12,5028,5028,5028,5026,58156,14630.0,7000000.0
2001-09-13,4425,4883,4425,4762,304572,13860.0,7000000.0
2001-09-14,4760,4809,4206,4209,162105,12250.0,7000000.0
2001-09-17,4089,4089,3703,3704,165088,10780.0,7000000.0
2001-09-18,3775,4016,3775,3944,230309,11480.0,7000000.0
2001-09-19,3801,4304,3801,4040,344562,11760.0,7000000.0
2001-09-20,3873,4089,3607,3704,150184,10780.0,7000000.0
2001-09-21,3585,3657,3368,3511,140760,10220.0,7000000.0
2001-09-24,3534,3703,3511,3680,107276,10710.0,7000000.0
2001-09-25,3846,3919,3561,3559,128194,10360.0,7000000.0
2001-09-26,3608,3970,3608,3968,550996,11550.0,7000000.0
2001-09-27,4113,4330,3919,4233,969641,12320.0,7000000.0
2001-09-28,4375,4543,4230,4233,502138,12320.0,7000000.0
2001-10-04,4522,4739,4330,4738,416722,13790.0,7000000.0
2001-10-05,4785,4881,4495,4521,335836,13160.0,7000000.0
2001-10-08,4450,4618,4160,4329,215947,12600.0,7000000.0
2001-10-09,4450,4788,4378,4666,459577,13580.0,7000000.0
2001-10-10,4616,5219,4472,5171,1041379,15050.0,7000000.0
2001-10-11,5290,5579,5098,5099,845522,14840.0,7000000.0
2001-10-12,5458,5458,4808,4930,389910,14350.0,7000000.0
2001-10-15,4929,5485,4929,5243,559457,15260.0,7000000.0
2001-10-16,5288,5601,5288,5435,417284,15820.0,7000000.0
2001-10-17,5485,5677,5291,5411,325178,15750.0,7000000.0
2001-10-18,5290,5413,5147,5195,296469,15120.0,7000000.0
2001-10-19,5291,5436,5074,5147,185768,14980.0,7000000.0
2001-10-22,5146,5700,5146,5555,773891,16170.0,7000000.0
2001-10-23,5674,6012,5435,5459,907278,15890.0,7000000.0
2001-10-24,5387,5604,5314,5315,208470,15470.0,7000000.0
2001-10-25,5411,5579,5245,5267,170232,15330.0,7000000.0
2001-10-26,5312,5385,5171,5219,190092,15190.0,7000000.0
2001-10-29,5147,5341,5147,5195,122212,15120.0,7000000.0
2001-10-30,5171,5171,4954,4978,142821,14490.0,7000000.0
2001-10-31,4856,5145,4856,5026,175699,14630.0,7000000.0
2001-11-01,5122,5433,5071,5435,297637,15820.0,7000000.0
2001-11-02,5531,6086,5435,6085,1290309,17710.0,7000000.0
2001-11-05,6252,6493,5796,6157,2099856,17920.0,7000000.0
2001-11-06,6205,6301,5819,5820,603161,16940.0,7000000.0
2001-11-07,5942,5942,5556,5940,524209,17290.0,7000000.0
2001-11-08,5917,6157,5772,6036,534991,17570.0,7000000.0
2001-11-09,5841,6180,5841,5916,414840,17220.0,7000000.0
2001-11-12,5869,6014,5797,5940,285999,17290.0,7000000.0
2001-11-13,5987,6084,5769,5772,361548,16800.0,7000000.0
2001-11-14,5772,5966,5772,5796,300095,16870.0,7000000.0
2001-11-15,5870,5893,5508,5555,310218,16170.0,7000000.0
2001-11-16,5554,5697,5384,5676,207007,16520.0,7000000.0
2001-11-19,5676,5870,5629,5868,272088,17080.0,7000000.0
2001-11-20,6110,6325,5893,6012,1296351,17500.0,7000000.0
2001-11-21,6131,6131,5724,5844,278760,17010.0,7000000.0
2001-11-22,5893,5916,5676,5868,211240,17080.0,7000000.0
2001-11-23,5725,5942,5725,5724,268163,16660.0,7000000.0
2001-11-26,5722,5818,5456,5604,262937,16310.0,7000000.0
2001-11-27,5650,5818,5601,5676,154603,16520.0,7000000.0
2001-11-28,5557,5653,5074,5074,212531,14770.0,7000000.0
2001-11-29,5073,5339,4929,5291,132140,15400.0,7000000.0
2001-11-30,5312,5482,5171,5363,137219,15610.0,7000000.0
2001-12-03,5291,5387,5219,5243,84965,15260.0,7000000.0
2001-12-04,5194,5507,5073,5339,156374,15540.0,7000000.0
2001-12-05,5412,5433,5243,5291,115110,15400.0,7000000.0
2001-12-06,5412,5412,5195,5291,160849,15400.0,7000000.0
2001-12-07,5073,5363,5073,5219,163579,15190.0,7000000.0
2001-12-10,5291,5412,5099,5219,147420,15190.0,7000000.0
2001-12-11,5244,5557,5244,5483,295865,15960.0,7000000.0
2001-12-12,5601,5601,5288,5363,188967,15610.0,7000000.0
2001-12-13,5364,5653,5315,5652,335672,16450.0,7000000.0
2001-12-14,5771,5915,5507,5579,606154,16240.0,7000000.0
2001-12-17,5650,5722,5243,5363,280014,15610.0,7000000.0
2001-12-18,5507,5558,5292,5507,425078,16030.0,7000000.0
2001-12-19,5651,5915,5266,5892,1739066,17150.0,7000000.0
2001-12-20,5963,6036,5288,5291,855182,15400.0,7000000.0
2001-12-21,5411,5483,5051,5267,467132,15330.0,7000000.0
2001-12-24,4687,5290,4687,4858,227581,14140.0,7000000.0
2001-12-26,4760,4928,4688,4786,167475,13930.0,7000000.0
2001-12-27,4617,4883,4617,4714,142471,13720.0,7000000.0
2001-12-28,4739,5073,4739,4954,266549,14420.0,7000000.0
2002-01-02,5050,5193,5050,5050,85898,14700.0,7000000.0
2002-01-03,5145,5145,4977,5026,182201,14630.0,7000000.0
2002-01-04,5000,5194,4977,5026,176655,14630.0,7000000.0
2002-01-07,5072,5144,4929,4978,149057,14490.0,7000000.0
2002-01-08,4978,5100,4810,4834,173958,14070.0,7000000.0
2002-01-09,4690,4907,4690,4810,173442,14000.0,7000000.0
2002-01-10,4907,4907,4690,4738,169110,13790.0,7000000.0
2002-01-11,4832,4928,4738,4786,137891,13930.0,7000000.0
2002-01-14,4716,4931,4690,4810,111424,14000.0,7000000.0
2002-01-15,4687,4808,4687,4690,131503,13650.0,7000000.0
2002-01-16,4811,4856,4715,4714,111395,13720.0,7000000.0
2002-01-17,4715,4907,4715,4882,155413,14210.0,7000000.0
2002-01-18,4810,4930,4761,4762,155402,13860.0,7000000.0
2002-01-21,4808,5049,4785,4930,234593,14350.0,7000000.0
2002-01-22,4928,5026,4809,4858,138105,14140.0,7000000.0
2002-01-23,4929,4929,4787,4834,150854,14070.0,7000000.0
2002-01-24,4834,4857,4714,4762,142663,13860.0,7000000.0
2002-01-25,4739,4884,4643,4810,200265,14000.0,7000000.0
2002-01-28,4857,4929,4833,4906,261811,14280.0,7000000.0
2002-01-29,4931,5003,4788,4810,222899,14000.0,7000000.0
2002-01-30,4761,4810,4689,4762,98552,13860.0,7000000.0
2002-01-31,4788,5101,4788,4882,250785,14210.0,7000000.0
2002-02-01,4931,5052,4788,4810,178396,14000.0,7000000.0
2002-02-04,4858,4884,4739,4810,142940,14000.0,7000000.0
2002-02-05,4738,4833,4714,4834,92818,14070.0,7000000.0
2002-02-06,4884,5413,4857,5411,1777415,15750.0,7000000.0
2002-02-07,5385,5530,4761,4762,1078958,13860.0,7000000.0
2002-02-08,4906,4955,4569,4906,482584,14280.0,7000000.0
2002-02-14,4953,5194,4904,4930,444397,14350.0,7000000.0
2002-02-15,4883,4956,4787,4954,259748,14420.0,7000000.0
2002-02-18,4907,4980,4811,4810,200428,14000.0,7000000.0
2002-02-19,4809,5144,4809,5050,429849,14700.0,7000000.0
2002-02-20,5000,5628,5000,5267,1253114,15330.0,7000000.0
2002-02-21,5291,5629,5074,5628,581429,16380.0,7000000.0
2002-02-22,5626,5867,5337,5435,764103,15820.0,7000000.0
2002-02-25,5651,5796,5530,5579,429492,16240.0,7000000.0
2002-02-26,5578,5723,5195,5219,391203,15190.0,7000000.0
2002-02-27,5364,5436,5219,5411,280570,15750.0,7000000.0
2002-02-28,5581,5581,5268,5411,236329,15750.0,7000000.0
2002-03-04,5458,6059,5339,5844,907503,17010.0,7000000.0
2002-03-05,5870,6541,5725,6541,1380280,19040.0,7000000.0
2002-03-06,6540,7119,6445,6926,1589617,20160.0,7000000.0
2002-03-07,7143,7143,6110,6109,1332611,17780.0,7000000.0
2002-03-08,6107,6107,5409,5748,826242,16730.0,7000000.0
2002-03-11,5651,6060,5651,6060,479099,17640.0,7000000.0
2002-03-12,6035,6131,5769,5772,455296,16800.0,7000000.0
2002-03-13,5580,5966,5580,5964,373478,17360.0,7000000.0
2002-03-14,5917,5917,5725,5796,242374,16870.0,7000000.0
2002-03-15,5818,6107,5769,5916,368398,17220.0,7000000.0
2002-03-18,5914,6493,5914,6397,891158,18620.0,7000000.0
2002-03-19,6496,6496,6038,6036,485611,17570.0,7000000.0
2002-03-20,6131,6154,5914,5916,384791,17220.0,7000000.0
2002-03-21,5870,5965,5531,5628,424654,16380.0,7000000.0
2002-03-22,5653,5699,5484,5628,250964,16380.0,7000000.0
2002-03-25,5531,5676,5531,5555,242980,16170.0,7000000.0
2002-03-26,5482,5601,5337,5435,181790,15820.0,7000000.0
2002-03-27,5554,5577,5433,5435,126326,15820.0,7000000.0
2002-03-28,5384,5650,5384,5531,232547,16100.0,7000000.0
2002-03-29,5601,5650,5409,5435,174710,15820.0,7000000.0
2002-04-01,5460,5532,5172,5411,199728,15750.0,7000000.0
2002-04-02,5412,5433,5288,5291,147428,15400.0,7000000.0
2002-04-03,5171,5384,5146,5291,135361,15400.0,7000000.0
2002-04-04,5218,5602,5218,5459,158226,15890.0,7000000.0
2002-04-08,5409,5529,5361,5363,77570,15610.0,7000000.0
2002-04-09,5340,5412,5218,5219,86444,15190.0,7000000.0
2002-04-10,5171,5193,4954,5050,96574,14700.0,7000000.0
2002-04-11,5122,5194,4955,5026,88632,14630.0,7000000.0
2002-04-12,5120,5144,4954,5050,74041,14700.0,7000000.0
2002-04-15,5051,5219,5051,5171,45202,15050.0,7000000.0
2002-04-16,5292,5292,5075,5123,66144,14910.0,7000000.0
2002-04-17,5172,5244,5099,5147,60761,14980.0,7000000.0
2002-04-18,5100,5268,5100,5171,62809,15050.0,7000000.0
2002-04-19,5120,5244,4954,5050,70889,14700.0,7000000.0
2002-04-22,4978,5051,4761,4834,123793,14070.0,7000000.0
2002-04-23,4568,4928,4568,4690,91554,13650.0,7000000.0
2002-04-24,4615,4833,4471,4473,71063,13020.0,7000000.0
2002-04-25,4354,4474,4088,4185,57977,12180.0,7000000.0
2002-04-26,4136,4667,4136,4401,100265,12810.0,7000000.0
2002-04-29,4209,4499,4209,4329,50050,12600.0,7000000.0
2002-04-30,4354,4473,4281,4401,35416,12810.0,7000000.0
2002-05-02,4282,4546,4282,4425,22541,12880.0,7000000.0
2002-05-03,4450,4522,4330,4497,30302,13090.0,7000000.0
