바이온(032980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-01-31,526469,566455,526469,539793,1227254,26114.0,16120000.0
2002-02-01,539795,553117,526463,526465,393361,25470.0,16120000.0
2002-02-04,533131,539797,519799,519801,444071,25147.0,16120000.0
2002-02-05,509804,516470,503138,509804,360885,24664.0,16120000.0
2002-02-06,503143,523141,503143,506472,297139,24502.0,16120000.0
2002-02-07,503144,516476,483156,483148,378331,23374.0,16120000.0
2002-02-08,483156,486484,466495,483148,467582,23374.0,16120000.0
2002-02-14,493145,499811,486480,486480,317570,23535.0,16120000.0
2002-02-15,473160,493149,473160,489812,340838,23696.0,16120000.0
2002-02-18,483157,496480,476491,476484,287720,23052.0,16120000.0
2002-02-19,473158,489818,473158,479816,244252,23213.0,16120000.0
2002-02-20,476485,476485,449831,453159,586354,21923.0,16120000.0
2002-02-21,453161,459827,423179,423171,558552,20472.0,16120000.0
2002-02-22,419846,443172,406514,426503,923472,20634.0,16120000.0
2002-02-25,426504,446493,426504,436499,423561,21117.0,16120000.0
2002-02-26,443166,449832,429835,429835,504574,20795.0,16120000.0
2002-02-27,419846,433178,419846,426503,462864,20634.0,16120000.0
2002-02-28,426512,439843,423183,426503,405727,20634.0,16120000.0
2002-03-04,436506,456504,436506,443163,584501,21440.0,16120000.0
2002-03-05,453165,493152,446499,476484,1421867,23052.0,16120000.0
2002-03-06,486481,533133,479815,529797,1477629,25631.0,16120000.0
2002-03-07,536464,559790,489821,489812,1376369,23696.0,16120000.0
2002-03-08,479816,503142,463156,473152,663499,22890.0,16120000.0
2002-03-11,469821,529795,469821,529797,969021,25631.0,16120000.0
2002-03-12,543125,563123,523137,536461,1307812,25953.0,16120000.0
2002-03-13,529792,543123,523135,526465,601755,25470.0,16120000.0
2002-03-14,526470,526470,499815,506472,654662,24502.0,16120000.0
2002-03-15,503137,543123,503137,526465,1038510,25470.0,16120000.0
2002-03-18,526469,543129,516474,523133,759116,25308.0,16120000.0
2002-03-19,526465,533131,509805,519801,643354,25147.0,16120000.0
2002-03-20,516473,519802,493147,496476,875433,24019.0,16120000.0
2002-03-21,499811,509805,486480,486480,535835,23535.0,16120000.0
2002-03-22,483149,506475,483149,493144,616177,23858.0,16120000.0
2002-03-25,489821,503143,486483,489812,451050,23696.0,16120000.0
2002-03-26,493148,496476,466493,473152,444748,22890.0,16120000.0
2002-03-27,459829,506482,459829,483148,755837,23374.0,16120000.0
2002-03-28,493148,496476,449833,456492,675801,22084.0,16120000.0
2002-03-29,456497,493146,456497,463156,1548908,22407.0,16120000.0
2002-04-01,466496,473162,446499,449827,367466,21762.0,16120000.0
2002-04-02,446497,456500,439840,439831,274141,21278.0,16120000.0
2002-04-03,433176,443170,423181,433167,386078,20956.0,16120000.0
2002-04-04,419840,483152,419840,463156,1437262,22407.0,16120000.0
2002-04-08,456502,476491,449836,449827,373358,21762.0,16120000.0
2002-04-09,449836,466496,446499,449827,331534,21762.0,16120000.0
2002-04-10,436502,453163,433174,439831,278058,21278.0,16120000.0
2002-04-11,436500,486480,436500,463156,613974,22407.0,16120000.0
2002-04-12,449837,476491,439842,459824,453916,22246.0,16120000.0
2002-04-15,466497,476491,459831,476484,328243,23052.0,16120000.0
2002-04-16,486482,503142,473159,473152,838783,22890.0,16120000.0
2002-04-17,483150,493144,459824,469820,620771,22729.0,16120000.0
2002-04-18,473157,473157,449831,453159,352633,21923.0,16120000.0
2002-04-19,453159,459825,436499,436499,335224,21117.0,16120000.0
2002-04-22,436504,446498,423181,433167,272175,20956.0,16120000.0
2002-04-23,426510,439842,423181,433167,322623,20956.0,16120000.0
2002-04-24,433175,439841,416514,416507,310430,20150.0,16120000.0
2002-04-25,403182,409848,386522,389850,311628,18860.0,16120000.0
2002-04-26,379856,399853,376527,389850,170683,18860.0,16120000.0
2002-04-29,379854,393186,369860,379854,196290,18377.0,16120000.0
2002-04-30,373190,383193,369861,373190,187945,18054.0,16120000.0
2002-05-02,373191,393189,373191,383186,292996,18538.0,16120000.0
2002-05-03,376531,386525,376531,376522,115888,18216.0,16120000.0
2002-05-06,376527,393187,376527,389850,161185,18860.0,16120000.0
2002-05-07,389852,389852,376529,383186,165559,18538.0,16120000.0
2002-05-08,386519,409845,383190,396515,417349,19183.0,16120000.0
2002-05-09,413179,413179,393190,393183,243389,19022.0,16120000.0
2002-05-10,386523,393189,379857,383186,122080,18538.0,16120000.0
2002-05-13,376529,396518,376529,383186,159722,18538.0,16120000.0
2002-05-14,389846,426503,383189,419839,1828530,20311.0,16120000.0
2002-05-15,419843,449835,406511,416507,1380797,20150.0,16120000.0
2002-05-16,426503,426503,406506,419839,383531,20311.0,16120000.0
2002-05-17,449832,449832,423178,429835,690471,20795.0,16120000.0
2002-05-20,423182,426511,409850,409843,377681,19828.0,16120000.0
2002-05-21,406506,436497,403177,403179,588177,19505.0,16120000.0
2002-05-22,389846,409843,389846,403179,217111,19505.0,16120000.0
2002-05-23,406510,423179,383193,389850,531296,18860.0,16120000.0
2002-05-24,399853,399853,383193,389850,186305,18860.0,16120000.0
2002-05-27,383197,393191,376531,376522,236270,18216.0,16120000.0
2002-05-28,369858,399850,369858,386518,398090,18699.0,16120000.0
2002-05-29,379856,386521,369861,373190,157501,18054.0,16120000.0
2002-05-30,373188,379853,359865,363194,248897,17571.0,16120000.0
2002-05-31,366535,373192,353204,359862,192376,17410.0,16120000.0
2002-06-03,353202,363196,346536,349866,122843,16926.0,16120000.0
2002-06-04,339874,343211,329879,336538,245680,16281.0,16120000.0
2002-06-05,336540,349871,336540,339870,154638,16442.0,16120000.0
2002-06-07,339870,339870,326547,333206,230219,16120.0,16120000.0
2002-06-10,336545,343211,333217,336538,140963,16281.0,16120000.0
2002-06-11,336540,343206,333211,339870,137244,16442.0,16120000.0
2002-06-12,336543,343209,333215,343202,133035,16604.0,16120000.0
2002-06-14,343209,343209,333215,343202,177157,16604.0,16120000.0
2002-06-17,336540,343206,336540,339870,91055,16442.0,16120000.0
2002-06-18,339874,346540,333217,336538,175451,16281.0,16120000.0
2002-06-19,333210,336539,313213,313213,111855,15153.0,16120000.0
2002-06-20,283225,306551,283225,293221,391349,14186.0,16120000.0
2002-06-21,286562,296557,286562,293221,166954,14186.0,16120000.0
2002-06-24,289886,296552,259903,263232,350026,12735.0,16120000.0
2002-06-25,256569,269900,233242,233244,291651,11284.0,16120000.0
2002-06-26,219919,226584,206587,206587,363926,9994.0,16120000.0
2002-06-27,206591,223252,206591,219916,251650,10639.0,16120000.0
2002-06-28,216585,243249,216585,243240,246663,11768.0,16120000.0
2002-07-02,259911,259911,229918,253236,354565,12251.0,16120000.0
2002-07-03,253240,283223,243246,283225,309737,13702.0,16120000.0
2002-07-04,273228,316552,273228,306549,642404,14830.0,16120000.0
2002-07-05,313214,316552,293226,306549,587059,14830.0,16120000.0
2002-07-08,316553,326547,286561,299885,487714,14508.0,16120000.0
2002-07-09,293226,309886,293226,306549,248613,14830.0,16120000.0
2002-07-10,296554,339869,296554,323209,803749,15636.0,16120000.0
2002-07-11,313213,329873,313213,313213,356137,15153.0,16120000.0
2002-07-12,313213,323207,306547,313213,537071,15153.0,16120000.0
2002-07-15,306554,329881,299888,303217,661249,14669.0,16120000.0
2002-07-16,303225,309891,283227,286557,398026,13863.0,16120000.0
2002-07-18,296553,309885,273227,289889,601039,14024.0,16120000.0
2002-07-19,279891,289885,269897,279893,237184,13541.0,16120000.0
2002-07-22,259907,286562,249904,249904,479361,12090.0,16120000.0
2002-07-23,236582,263237,236582,259900,281912,12574.0,16120000.0
2002-07-24,253243,253243,239911,243240,243997,11768.0,16120000.0
2002-07-25,249904,259907,249904,249904,207524,12090.0,16120000.0
2002-07-26,236578,249901,236578,239908,243966,11606.0,16120000.0
2002-07-29,239911,246577,233245,243240,162730,11768.0,16120000.0
2002-07-30,243247,259907,243247,249904,316260,12090.0,16120000.0
2002-07-31,246577,256571,243249,243240,161433,11768.0,16120000.0
2002-08-01,243249,249905,239911,243240,262587,11768.0,16120000.0
2002-08-02,239906,246572,236577,246572,70106,11929.0,16120000.0
2002-08-05,243249,246578,236583,236576,76369,11445.0,16120000.0
2002-08-06,229912,243244,229912,239908,158757,11606.0,16120000.0
2002-08-07,243243,253237,243243,246572,167978,11929.0,16120000.0
2002-08-08,249900,249900,243243,246572,108916,11929.0,16120000.0
2002-08-09,249904,256570,246575,249904,297320,12090.0,16120000.0
2002-08-12,246579,259911,246579,253236,252890,12251.0,16120000.0
2002-08-13,256568,263234,253239,256568,413408,12412.0,16120000.0
2002-08-14,253241,256570,249904,249904,204977,12090.0,16120000.0
2002-08-16,253241,259907,249904,249904,246086,12090.0,16120000.0
2002-08-19,253237,279891,249899,279893,602114,13541.0,16120000.0
2002-08-20,276568,286563,263236,276561,744165,13380.0,16120000.0
2002-08-21,273232,286564,256572,286557,896464,13863.0,16120000.0
2002-08-22,296560,299888,269905,269896,563045,13057.0,16120000.0
2002-08-23,266562,276565,256568,256568,240294,12412.0,16120000.0
2002-08-26,259909,266566,253243,259900,538174,12574.0,16120000.0
2002-08-27,256566,263232,246572,246572,238436,11929.0,16120000.0
2002-08-28,239911,249905,239911,243240,109763,11768.0,16120000.0
2002-08-29,239909,253241,239909,249904,285763,12090.0,16120000.0
2002-08-30,249904,256570,246575,249904,170415,12090.0,16120000.0
2002-09-02,249904,256570,249904,249904,111563,12090.0,16120000.0
2002-09-03,246578,273233,246578,269896,558014,13057.0,16120000.0
2002-09-04,256573,263239,253245,253236,237367,12251.0,16120000.0
2002-09-05,256566,273226,256566,263232,309255,12735.0,16120000.0
2002-09-06,259911,263239,249907,253236,259822,12251.0,16120000.0
2002-09-09,259909,259909,243249,243240,243546,11768.0,16120000.0
2002-09-10,236583,263237,236583,243240,927480,11768.0,16120000.0
2002-09-11,243244,249901,239906,239908,237488,11606.0,16120000.0
2002-09-12,239906,253238,239906,239908,405503,11606.0,16120000.0
2002-09-13,236578,243244,236578,239908,314195,11606.0,16120000.0
2002-09-16,239906,246572,239906,239908,126814,11606.0,16120000.0
2002-09-17,239906,249900,239906,246572,169941,11929.0,16120000.0
2002-09-18,239912,246578,233246,236576,137320,11445.0,16120000.0
2002-09-19,236578,243244,236578,239908,83438,11606.0,16120000.0
2002-09-23,236578,263232,233241,239908,935550,11606.0,16120000.0
2002-09-24,239912,249906,236583,236576,308334,11445.0,16120000.0
2002-09-25,239910,239910,219921,226580,284320,10962.0,16120000.0
2002-09-26,226584,236578,223246,223248,78559,10800.0,16120000.0
2002-09-27,219925,229919,219925,229912,237346,11123.0,16120000.0
2002-09-30,219925,233248,219925,229912,295208,11123.0,16120000.0
2002-10-01,223251,236583,223251,236576,124448,11445.0,16120000.0
2002-10-02,243243,256566,236577,246572,405816,11929.0,16120000.0
2002-10-04,246577,266566,243249,243240,2105114,11768.0,16120000.0
2002-10-07,243246,246574,223248,233244,362152,11284.0,16120000.0
2002-10-08,226591,236585,226591,229912,169574,11123.0,16120000.0
2002-10-09,229912,233240,223246,223248,233215,10800.0,16120000.0
2002-10-10,223250,233244,223250,226580,438259,10962.0,16120000.0
2002-10-11,233240,239906,223246,223248,227086,10800.0,16120000.0
2002-10-14,226591,233248,223253,229912,306044,11123.0,16120000.0
2002-10-15,229917,253244,229917,236576,1171762,11445.0,16120000.0
2002-10-16,243249,243249,233246,236576,337428,11445.0,16120000.0
2002-10-17,239906,243244,233241,239908,255096,11606.0,16120000.0
2002-10-18,239913,253245,239913,253236,645858,12251.0,16120000.0
2002-10-21,249900,253237,239906,246572,479049,11929.0,16120000.0
2002-10-22,246572,256567,233241,239908,773126,11606.0,16120000.0
2002-10-23,239906,243244,236578,239908,314091,11606.0,16120000.0
2002-10-24,239906,246572,236578,239908,256024,11606.0,16120000.0
2002-10-25,233246,243249,233246,236576,221502,11445.0,16120000.0
2002-10-28,236577,249900,236577,246572,284338,11929.0,16120000.0
2002-10-29,243250,259911,243250,253236,350613,12251.0,16120000.0
2002-10-30,253237,283220,249899,279893,2704717,13541.0,16120000.0
2002-10-31,279899,286565,249907,269896,1495907,13057.0,16120000.0
2002-11-01,266560,276563,246572,246572,481910,11929.0,16120000.0
2002-11-04,246575,259907,246575,249904,693255,12090.0,16120000.0
2002-11-05,253243,279898,253243,259900,2843173,12574.0,16120000.0
2002-11-06,263234,266562,253239,256568,438522,12412.0,16120000.0
2002-11-07,259911,263239,249907,253236,336687,12251.0,16120000.0
2002-11-08,249907,266568,243250,253236,613395,12251.0,16120000.0
2002-11-11,256570,263235,246575,249904,441156,12090.0,16120000.0
2002-11-12,246579,259911,246579,253236,536759,12251.0,16120000.0
2002-11-13,256568,266562,249902,256568,1019291,12412.0,16120000.0
2002-11-14,259903,283220,256565,279893,2090545,13541.0,16120000.0
2002-11-15,279892,283220,263232,263232,1114202,12735.0,16120000.0
2002-11-18,269902,279897,266565,276561,1150155,13380.0,16120000.0
2002-11-19,279896,283224,266564,266564,747346,12896.0,16120000.0
2002-11-20,266566,269903,256571,259900,661656,12574.0,16120000.0
2002-11-21,266564,286562,263235,266564,1936306,12896.0,16120000.0
2002-11-22,269899,296553,269899,273229,4332299,13218.0,16120000.0
2002-11-25,279898,279898,259909,259900,1043068,12574.0,16120000.0
2002-11-26,259905,266562,249902,256568,631939,12412.0,16120000.0
2002-11-27,253238,273226,253238,263232,1118895,12735.0,16120000.0
2002-11-28,263232,273226,259903,263232,873386,12735.0,16120000.0
2002-11-29,259903,269898,259903,263232,345578,12735.0,16120000.0
2002-12-02,259903,266560,259903,263232,530760,12735.0,16120000.0
2002-12-03,266567,273233,259911,269896,858526,13057.0,16120000.0
2002-12-04,273230,279896,263235,266564,1067378,12896.0,16120000.0
2002-12-05,269897,283220,266559,279893,991010,13541.0,16120000.0
2002-12-06,276568,289891,273231,276561,954744,13380.0,16120000.0
2002-12-09,283221,306547,279893,289889,1813794,14024.0,16120000.0
2002-12-10,286559,289887,269899,273229,948764,13218.0,16120000.0
2002-12-11,279896,279896,266564,266564,941485,12896.0,16120000.0
2002-12-12,263239,276571,263239,269896,390818,13057.0,16120000.0
2002-12-13,263232,266560,259903,263232,418359,12735.0,16120000.0
2002-12-16,259911,273233,256573,269896,938545,13057.0,16120000.0
2002-12-17,273226,276564,263232,263232,459312,12735.0,16120000.0
2002-12-18,259907,266564,259907,266564,245740,12896.0,16120000.0
2002-12-20,263232,273226,263232,263232,230064,12735.0,16120000.0
2002-12-23,259909,266566,243249,243240,297943,11768.0,16120000.0
2002-12-24,243246,243246,229914,233244,204362,11284.0,16120000.0
2002-12-26,219920,233242,219920,233244,121109,11284.0,16120000.0
2002-12-27,219918,233240,219918,223248,80317,10800.0,16120000.0
2002-12-30,213259,223254,209931,213252,135566,10317.0,16120000.0
2003-01-02,209930,233248,209930,229912,90625,11123.0,16120000.0
2003-01-03,236583,249905,233245,243240,442311,11768.0,16120000.0
2003-01-06,246577,246577,233245,243240,201471,11768.0,16120000.0
2003-01-07,246574,246574,233242,233244,219106,11284.0,16120000.0
2003-01-08,229919,249909,229919,229912,538936,11123.0,16120000.0
2003-01-09,229916,233244,226587,226580,153301,10962.0,16120000.0
2003-01-10,229918,233246,219923,219916,189120,10639.0,16120000.0
2003-01-13,219921,229916,219921,226580,50245,10962.0,16120000.0
2003-01-14,219918,226584,219918,223248,55797,10800.0,16120000.0
2003-01-15,223250,229916,223250,226580,83339,10962.0,16120000.0
2003-01-16,219925,229919,219925,229912,107963,11123.0,16120000.0
2003-01-17,226584,226584,219918,223248,135458,10800.0,16120000.0
2003-01-20,219920,223248,216582,216584,101739,10478.0,16120000.0
2003-01-21,213257,219923,213257,219916,79163,10639.0,16120000.0
2003-01-22,213254,219920,209925,216584,144926,10478.0,16120000.0
2003-01-23,209924,216581,206587,206587,116312,9994.0,16120000.0
2003-01-24,206591,213257,183264,193259,427373,9350.0,16120000.0
2003-01-27,179935,193267,176597,176599,133762,8544.0,16120000.0
2003-01-28,173268,183263,173268,183263,84164,8866.0,16120000.0
2003-01-29,183263,189928,179934,183263,87268,8866.0,16120000.0
2003-01-30,186598,199921,183261,189927,170493,9188.0,16120000.0
2003-02-03,196593,196593,186598,189927,37927,9188.0,16120000.0
2003-02-04,189930,193268,186602,193259,17158,9350.0,16120000.0
2003-02-05,193266,199923,189928,199923,114064,9672.0,16120000.0
2003-02-06,203262,206591,193268,193259,286428,9350.0,16120000.0
2003-02-07,196600,196600,193271,196591,55556,9511.0,16120000.0
2003-02-10,193270,193270,186604,186595,72922,9027.0,16120000.0
2003-02-11,186604,193270,183266,186595,79973,9027.0,16120000.0
2003-02-12,183261,189927,183261,189927,38660,9188.0,16120000.0
2003-02-13,186598,189927,186598,189927,30816,9188.0,16120000.0
2003-02-14,186598,189927,186598,189927,19171,9188.0,16120000.0
2003-02-17,193271,199928,193271,196591,43266,9511.0,16120000.0
2003-02-18,196600,196600,189934,196591,39206,9511.0,16120000.0
2003-02-19,196596,209928,193268,209919,137980,10156.0,16120000.0
2003-02-20,209930,219924,203264,203255,296702,9833.0,16120000.0
2003-02-21,196594,199923,196594,199923,71941,9672.0,16120000.0
2003-02-24,199923,203260,196594,199923,35114,9672.0,16120000.0
2003-02-25,193264,193264,189927,189927,146699,9188.0,16120000.0
2003-02-26,189934,196600,189934,196591,24807,9511.0,16120000.0
2003-02-27,196593,196593,186598,189927,21965,9188.0,16120000.0
2003-02-28,186604,193270,183266,186595,47695,9027.0,16120000.0
2003-03-03,183261,189927,183261,189927,40039,9188.0,16120000.0
2003-03-04,189928,189928,179934,183263,72670,8866.0,16120000.0
2003-03-05,183263,183263,176597,176599,61737,8544.0,16120000.0
2003-03-06,169937,179931,166600,173267,88695,8382.0,16120000.0
2003-03-07,169941,169941,156609,159939,39016,7738.0,16120000.0
2003-03-10,146619,166608,143281,146610,288477,7093.0,16120000.0
2003-03-11,143276,143276,129953,133282,122773,6448.0,16120000.0
2003-03-12,133285,143280,133285,136614,104262,6609.0,16120000.0
2003-03-13,136625,136625,129959,129950,103852,6287.0,16120000.0
2003-03-14,136621,143278,136621,143278,86013,6932.0,16120000.0
2003-03-17,139948,143276,129953,133282,90986,6448.0,16120000.0
2003-03-18,136624,146619,136624,146610,178923,7093.0,16120000.0
2003-03-19,146611,163271,146611,156607,222089,7576.0,16120000.0
2003-03-20,156605,173265,153277,173267,249389,8382.0,16120000.0
2003-03-21,173265,176594,163271,173267,239782,8382.0,16120000.0
2003-03-24,169941,176598,159937,159939,187713,7738.0,16120000.0
2003-03-25,156610,156610,143278,143278,144115,6932.0,16120000.0
2003-03-26,149939,156605,143273,156607,101697,7576.0,16120000.0
2003-03-27,163271,173265,153277,173267,428953,8382.0,16120000.0
2003-03-28,173272,193270,173272,186595,409296,9027.0,16120000.0
2003-03-31,189925,189925,166600,173267,272053,8382.0,16120000.0
2003-04-01,163273,186599,163273,166603,552881,8060.0,16120000.0
2003-04-02,169939,176596,163273,166603,287491,8060.0,16120000.0
2003-04-03,173265,186597,169937,173267,1353481,8382.0,16120000.0
2003-04-04,173268,186600,169940,183263,780094,8866.0,16120000.0
2003-04-07,189932,189932,179938,186595,430581,9027.0,16120000.0
2003-04-08,183261,199921,183261,189927,1188864,9188.0,16120000.0
2003-04-09,189928,189928,179934,183263,203726,8866.0,16120000.0
2003-04-10,179934,183263,173268,183263,117687,8866.0,16120000.0
2003-04-11,179938,189932,179938,186595,206460,9027.0,16120000.0
2003-04-14,183266,189932,183266,186595,196868,9027.0,16120000.0
2003-04-15,186604,203264,176600,186595,2744281,9027.0,16120000.0
2003-04-16,189930,206591,186602,193259,1219196,9350.0,16120000.0
2003-04-17,189927,193264,186598,189927,282056,9188.0,16120000.0
2003-04-18,189932,193270,183266,186595,336857,9027.0,16120000.0
2003-04-21,186602,196596,186602,193259,695327,9350.0,16120000.0
2003-04-22,186604,189932,186604,186595,128655,9027.0,16120000.0
2003-04-23,186600,203260,186600,199923,851339,9672.0,16120000.0
2003-04-24,196598,209930,196598,203255,1618137,9833.0,16120000.0
2003-04-25,199928,209932,179939,179931,775851,8705.0,16120000.0
2003-04-28,179935,186601,173269,176599,275650,8544.0,16120000.0
2003-04-29,176598,193268,176598,193259,942996,9350.0,16120000.0
2003-04-30,193266,199923,186600,199923,1467549,9672.0,16120000.0
2003-05-02,196596,196596,186602,193259,442467,9350.0,16120000.0
2003-05-06,193270,199927,186604,186595,529082,9027.0,16120000.0
2003-05-07,189927,193264,183261,189927,125896,9188.0,16120000.0
2003-05-09,183266,199927,183266,186595,968002,9027.0,16120000.0
2003-05-12,186598,189927,186598,189927,252764,9188.0,16120000.0
2003-05-13,189930,193268,183264,193259,184935,9350.0,16120000.0
2003-05-14,189932,193270,183266,186595,323568,9027.0,16120000.0
2003-05-15,183261,193264,183261,189927,144222,9188.0,16120000.0
2003-05-16,183267,189933,176601,179931,255704,8705.0,16120000.0
2003-05-19,176597,179935,169940,176599,97484,8544.0,16120000.0
2003-05-20,173269,183263,173269,176599,287108,8544.0,16120000.0
2003-05-21,176601,179939,173272,179931,94887,8705.0,16120000.0
2003-05-22,173271,179937,169942,169935,157908,8221.0,16120000.0
2003-05-23,166605,176599,166605,169935,201425,8221.0,16120000.0
2003-05-26,169940,179935,169940,176599,189030,8544.0,16120000.0
2003-05-27,179935,183263,176597,176599,135252,8544.0,16120000.0
2003-05-28,179935,183263,173269,176599,138624,8544.0,16120000.0
2003-05-29,176601,183267,173272,179931,294190,8705.0,16120000.0
2003-05-30,179934,186600,179934,183263,132270,8866.0,16120000.0
2003-06-02,186603,203264,183266,203255,830382,9833.0,16120000.0
2003-06-03,213255,226587,213255,226580,2204977,10962.0,16120000.0
2003-06-04,246579,253245,229918,253236,3388246,12251.0,16120000.0
2003-06-05,283223,283223,276566,283225,735852,13702.0,16120000.0
2003-06-09,316549,316549,269897,279893,3727362,13541.0,16120000.0
2003-06-10,283221,306547,263233,289889,2897876,14024.0,16120000.0
2003-06-11,293228,296557,276568,293221,1209044,14186.0,16120000.0
2003-06-12,269903,279898,259909,259900,2315078,12574.0,16120000.0
2003-06-13,266567,273233,249907,269896,1142535,13057.0,16120000.0
2003-06-16,263232,269898,253238,263232,922880,12735.0,16120000.0
2003-06-17,266562,269900,253239,256568,1113673,12412.0,16120000.0
2003-06-18,249907,286565,246578,269896,2394976,14221.0,17557072.0
2003-06-19,276565,299882,273227,289889,4494027,15275.0,17557072.0
2003-06-20,283220,283220,256566,263232,1540808,13870.0,17557072.0
2003-06-23,256569,266563,233242,233244,1048399,12290.0,17557072.0
2003-06-24,219917,253237,219917,246572,2040470,12992.0,17557072.0
2003-06-25,239911,246577,233245,243240,591408,12817.0,17557072.0
2003-06-26,236581,256570,229915,249904,3184808,13168.0,17557072.0
2003-06-27,246578,253244,229917,236576,1616944,12466.0,17557072.0
2003-06-30,229912,229912,219918,223248,788459,11763.0,17557072.0
2003-07-01,219918,226584,206586,223248,1240281,11763.0,17557072.0
2003-07-02,226589,229918,216586,219916,762304,11588.0,17557072.0
2003-07-03,219923,236584,219923,219916,2238391,12858.0,19481722.0
2003-07-04,223250,226587,216584,226580,652042,13248.0,19481722.0
2003-07-07,226584,239906,223246,223248,2799800,13053.0,19481722.0
2003-07-08,229916,239910,223250,226580,3761658,13248.0,19481722.0
2003-07-09,223248,226585,216582,216584,1412096,12663.0,19481722.0
2003-07-10,216582,223248,213254,216584,1670869,12663.0,19481722.0
2003-07-11,213253,213253,206587,206587,732324,12079.0,19481722.0
2003-07-14,206591,213256,203262,209919,865751,12273.0,19481722.0
2003-07-15,209930,213258,196598,203255,800993,11884.0,19481722.0
2003-07-16,203259,213253,203259,206587,1515772,12079.0,19481722.0
2003-07-18,206589,206589,196594,199923,593516,11689.0,19481722.0
2003-07-21,196592,199921,179932,181597,587096,11583.0,21252400.0
2003-07-22,174937,186605,174937,179931,523528,11476.0,21252400.0
2003-07-23,181598,186600,179934,183263,316294,11689.0,21252400.0
2003-07-24,174935,186603,173271,178265,497888,11370.0,21252400.0
2003-07-25,174932,186600,174932,183263,316912,11689.0,21252400.0
2003-07-28,184941,204930,184941,196591,1065534,12539.0,21252400.0
2003-07-29,201598,201598,186602,193259,333419,12326.0,21252400.0
2003-07-30,193271,201602,193271,196591,116339,12539.0,21252400.0
2003-07-31,186602,213256,186602,209919,714954,13389.0,21252400.0
2003-08-01,213253,213253,201594,206587,502344,13176.0,21252400.0
2003-08-04,196600,206594,194936,196591,232378,12539.0,21252400.0
2003-08-05,193266,196594,186600,191593,434198,12220.0,21252400.0
2003-08-06,183264,189930,181600,184929,373303,11795.0,21252400.0
2003-08-07,184934,194928,184934,189927,463223,12114.0,21252400.0
2003-08-08,189930,196596,184938,184929,273033,11795.0,21252400.0
2003-08-11,184938,188266,179936,184929,309427,11795.0,21252400.0
2003-08-12,184940,188269,179939,179931,263811,11476.0,21252400.0
2003-08-13,179933,183262,174931,174933,250229,11158.0,21252400.0
2003-08-14,174935,174935,166605,169935,423887,10839.0,21252400.0
2003-08-18,169937,173265,164935,164937,256179,10520.0,21252400.0
2003-08-19,164941,166605,161612,161605,426793,10307.0,21252400.0
2003-08-20,159935,166601,158271,166603,445102,10626.0,21252400.0
2003-08-21,163271,179931,163271,173267,574716,11051.0,21252400.0
2003-08-22,168271,179939,164942,171601,403820,10945.0,21252400.0
2003-08-25,176601,176601,168271,171601,149301,10945.0,21252400.0
2003-08-26,176598,176598,164939,168269,352741,10732.0,21252400.0
2003-08-27,166607,171609,161614,163271,489302,10414.0,21252400.0
2003-08-28,163273,164937,156607,158273,261936,10095.0,21252400.0
2003-08-29,158275,158275,153282,153275,303267,9776.0,21252400.0
2003-09-01,153277,159933,153277,156607,246580,9989.0,21252400.0
2003-09-02,156612,164943,156612,163271,372542,10414.0,21252400.0
2003-09-03,161610,171605,159937,159939,250251,10201.0,21252400.0
2003-09-04,159933,163271,156605,156607,336680,9989.0,21252400.0
2003-09-05,158271,159935,154943,158273,127650,10095.0,21252400.0
2003-09-08,154944,163275,154944,159939,383484,10201.0,21252400.0
2003-09-09,159933,161607,156605,156607,297811,9989.0,21252400.0
2003-09-15,161614,161614,154948,154941,135339,9882.0,21252400.0
2003-09-16,153278,158271,153278,158273,254517,10095.0,21252400.0
2003-09-17,159935,159935,156607,158273,155970,10095.0,21252400.0
2003-09-18,159937,176597,159937,176599,3517507,11264.0,21252400.0
2003-09-19,178268,181597,171602,181597,1260512,11583.0,21252400.0
2003-09-22,183264,183264,159937,159939,963282,10201.0,21252400.0
2003-09-23,151607,164939,149943,151609,1116153,9670.0,21252400.0
2003-09-24,151603,164935,151603,156607,913713,9989.0,21252400.0
2003-09-25,141613,154945,141613,151609,1052455,9670.0,21252400.0
2003-09-26,146612,149940,139946,139946,409875,8926.0,21252400.0
2003-09-29,134951,141617,134951,138280,369545,8820.0,21252400.0
2003-09-30,144953,144953,136623,136614,323267,8713.0,21252400.0
2003-10-01,133285,136623,133285,136614,191808,8713.0,21252400.0
2003-10-02,141610,141610,136617,139946,254602,8926.0,21252400.0
2003-10-06,133280,139946,133280,139946,203120,8926.0,21252400.0
2003-10-07,141617,143282,138289,138280,210366,8820.0,21252400.0
2003-10-08,138285,139949,134948,134948,246776,8607.0,21252400.0
2003-10-09,136617,138282,131616,131616,343855,8395.0,21252400.0
2003-10-10,133283,134948,131619,134948,201192,8607.0,21252400.0
2003-10-13,133282,149942,133282,149942,909210,9564.0,21252400.0
2003-10-14,154944,156608,141612,141612,1074863,9032.0,21252400.0
2003-10-15,139946,144947,139946,139946,371597,8926.0,21252400.0
2003-10-16,139946,143274,138282,139946,224695,8926.0,21252400.0
2003-10-17,139946,143274,139946,139946,203080,8926.0,21252400.0
2003-10-20,138285,139949,134948,134948,241080,8607.0,21252400.0
2003-10-21,134946,149942,133282,149942,2016945,9564.0,21252400.0
