파크시스템스(140860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-04,26150,26500,25950,26200,26132,171441.0,6543555.0
2017-09-05,26050,26450,25650,26000,8730,170132.0,6543555.0
2017-09-06,25950,25950,25400,25800,11319,168824.0,6543555.0
2017-09-07,25750,26450,25500,26400,13748,172750.0,6543555.0
2017-09-08,26150,26850,26100,26700,16546,174713.0,6543555.0
2017-09-11,26850,27200,26500,26700,8728,174713.0,6543555.0
2017-09-12,26800,26800,25700,26200,35396,171441.0,6543555.0
2017-09-13,26200,26450,25650,26150,15824,171114.0,6543555.0
2017-09-14,26150,26300,24950,25750,37090,168497.0,6543555.0
2017-09-15,25650,25650,24650,25600,18012,167515.0,6543555.0
2017-09-18,25600,25650,25150,25450,10098,166533.0,6543555.0
2017-09-19,25450,25850,25150,25550,8501,167188.0,6543555.0
2017-09-20,25150,25550,24800,25000,15695,163589.0,6543555.0
2017-09-21,25250,25250,24300,24600,23676,160971.0,6543555.0
2017-09-22,24600,25350,24100,25250,9674,165225.0,6543555.0
2017-09-25,24700,25450,24550,24600,13547,160971.0,6543555.0
2017-09-26,24600,24800,23250,24750,27194,161953.0,6543555.0
2017-09-27,24750,24950,24000,24700,4748,161626.0,6543555.0
2017-09-28,24700,25150,24200,24600,4662,160971.0,6543555.0
2017-09-29,24600,25100,23700,24100,16492,158724.0,6586055.0
2017-10-10,24300,24300,23600,24000,8214,158065.0,6586055.0
2017-10-11,24000,24500,24000,24300,8300,160041.0,6586055.0
2017-10-12,24000,24200,23000,23000,36969,151479.0,6586055.0
2017-10-13,22700,22700,20850,21100,92682,138966.0,6586055.0
2017-10-16,21500,21500,20100,20350,40468,134026.0,6586055.0
2017-10-17,20200,20350,18850,19850,51936,130733.0,6586055.0
2017-10-18,19500,20200,19500,20000,14113,131721.0,6586055.0
2017-10-19,19750,21250,19700,21250,23102,139954.0,6586055.0
2017-10-20,21500,21500,20600,21150,7536,139295.0,6586055.0
2017-10-23,21350,21700,20550,21650,11458,142588.0,6586055.0
2017-10-24,21650,21700,21000,21350,15502,140612.0,6586055.0
2017-10-25,21350,21400,20050,20800,25678,136990.0,6586055.0
2017-10-26,20700,20700,19950,19950,16895,131392.0,6586055.0
2017-10-27,20150,21000,19850,21000,6933,138307.0,6586055.0
2017-10-30,21050,21600,20850,21250,23418,139954.0,6586055.0
2017-10-31,21500,21500,20800,21350,12039,140612.0,6586055.0
2017-11-01,21000,21450,20950,20950,9351,137978.0,6586055.0
2017-11-02,20900,21300,20600,21150,11787,139295.0,6586055.0
2017-11-03,21150,21150,20800,21100,5784,138966.0,6586055.0
2017-11-06,21450,21450,21000,21400,5552,140942.0,6586055.0
2017-11-07,21450,21450,20850,21000,13731,138307.0,6586055.0
2017-11-08,21000,22400,20950,22300,20287,146869.0,6586055.0
2017-11-09,22500,22500,21800,22200,5581,146210.0,6586055.0
2017-11-10,21850,23450,21850,23400,23669,154114.0,6586055.0
2017-11-13,23400,24550,23300,24300,28404,160041.0,6586055.0
2017-11-14,24300,24800,23650,24250,13023,159712.0,6586055.0
2017-11-15,24750,25350,23500,25350,81083,166956.0,6586055.0
2017-11-16,25350,25400,24500,24850,10057,163663.0,6586055.0
2017-11-17,24850,24850,24100,24400,5673,160700.0,6586055.0
2017-11-20,24000,24650,23950,24350,5519,160370.0,6586055.0
2017-11-21,24600,24600,23500,23800,27608,156748.0,6586055.0
2017-11-22,24150,24150,23500,23750,12685,156419.0,6586055.0
2017-11-23,23750,24800,23750,24650,17656,162346.0,6586055.0
2017-11-24,25200,26000,24500,25650,32735,168932.0,6586055.0
2017-11-27,25650,25950,24400,25150,28070,165639.0,6586055.0
2017-11-28,25150,25150,23950,24000,24270,158065.0,6586055.0
2017-11-29,24000,24900,24000,24900,8602,163993.0,6586055.0
2017-11-30,27600,29500,26500,28050,305553,184739.0,6586055.0
2017-12-01,27850,29500,27100,28850,138904,190008.0,6586055.0
2017-12-04,28700,28750,27550,27600,67190,181775.0,6586055.0
2017-12-05,27150,28000,26600,27900,70457,183751.0,6586055.0
2017-12-06,27950,28200,27000,27350,61472,180129.0,6586055.0
2017-12-07,27250,27300,26400,26750,110947,176177.0,6586055.0
2017-12-08,27100,27300,25800,25800,51717,169920.0,6586055.0
2017-12-11,26050,26050,25200,25500,36440,167944.0,6586055.0
2017-12-12,25950,25950,25150,25500,59011,167944.0,6586055.0
2017-12-13,25500,26900,25250,26750,64933,176177.0,6586055.0
2017-12-14,26750,27850,26450,27450,48658,180787.0,6586055.0
2017-12-15,27800,27800,26600,27200,150794,179141.0,6586055.0
2017-12-18,27200,27200,26450,26900,48833,177165.0,6586055.0
2017-12-19,26900,26900,26400,26750,33646,176177.0,6586055.0
2017-12-20,26550,26700,26250,26600,40471,175189.0,6586055.0
2017-12-21,26600,26650,25700,25700,30609,169262.0,6586055.0
2017-12-22,25800,27300,25550,27200,67762,179141.0,6586055.0
2017-12-26,27200,27200,26600,27050,45108,178288.0,6591055.0
2017-12-27,27050,29950,27000,29950,100941,197402.0,6591055.0
2017-12-28,29950,30200,29450,30100,37347,198391.0,6591055.0
2018-01-02,29900,32200,29700,31150,67617,205311.0,6591055.0
2018-01-03,31000,31600,30400,30800,25461,203004.0,6591055.0
2018-01-04,30800,32050,30700,30800,53013,203004.0,6591055.0
2018-01-05,31200,31650,30750,31150,15436,205311.0,6591055.0
2018-01-08,31200,31500,29950,30700,25865,202345.0,6591055.0
2018-01-09,30500,31100,29950,30100,21104,198391.0,6591055.0
2018-01-10,30050,32800,30050,32800,77388,216187.0,6591055.0
2018-01-11,32300,35300,32300,33950,22026,223766.0,6591055.0
2018-01-12,34000,36350,33950,34500,65672,227391.0,6591055.0
2018-01-15,35350,35450,33150,34100,28466,224755.0,6591055.0
2018-01-16,34850,36300,33850,34750,30161,229039.0,6591055.0
2018-01-17,34750,34850,33650,34100,19803,224755.0,6591055.0
2018-01-18,34400,34400,33850,34150,13583,225085.0,6591055.0
2018-01-19,34450,34500,33450,33950,15482,223766.0,6591055.0
2018-01-22,33600,34400,33350,33950,15231,223766.0,6591055.0
2018-01-23,33950,35900,33400,35750,27318,235630.0,6591055.0
2018-01-24,35950,36250,35000,36100,18328,237937.0,6591055.0
2018-01-25,36200,37100,35650,35800,30117,235960.0,6591055.0
2018-01-26,35800,37400,35800,37150,35174,244858.0,6591055.0
2018-01-29,37150,38400,37000,37300,36314,245846.0,6591055.0
2018-01-30,37100,37500,36100,36100,22702,237937.0,6591055.0
2018-01-31,35550,37100,35500,36700,24974,241892.0,6591055.0
2018-02-01,36400,36950,35750,36700,21930,241892.0,6591055.0
2018-02-02,37350,38300,36500,37650,39082,248153.0,6591055.0
2018-02-05,36350,38200,36100,37400,48617,246692.0,6596055.0
2018-02-06,35800,37900,34500,37400,79980,246692.0,6596055.0
2018-02-07,37600,41350,37600,39750,124509,262193.0,6596055.0
2018-02-08,40000,42500,39900,41950,68977,276705.0,6596055.0
2018-02-09,41000,41950,38300,39100,60755,257906.0,6596055.0
2018-02-12,39800,39900,37250,38200,46324,251969.0,6596055.0
2018-02-13,39000,39500,38100,39050,14857,257576.0,6596055.0
2018-02-14,38700,39400,37650,38200,46209,251969.0,6596055.0
2018-02-19,38400,39650,38400,39150,20883,258236.0,6596055.0
2018-02-20,39150,41450,39150,40500,58074,267140.0,6596055.0
2018-02-21,40500,40500,38800,39000,40669,257246.0,6596055.0
2018-02-22,39050,40700,38450,40500,46068,267140.0,6596055.0
2018-02-23,40800,42450,39850,42450,48758,280003.0,6596055.0
2018-02-26,43500,43500,41950,42500,37459,280332.0,6596055.0
2018-02-27,42550,45150,42500,44500,59654,293524.0,6596055.0
2018-02-28,43800,47000,43650,46900,80780,309355.0,6596055.0
2018-03-02,47100,48600,46350,48200,56175,317930.0,6596055.0
2018-03-05,48200,48550,45500,46000,50306,303419.0,6596055.0
2018-03-06,46300,46800,44750,44900,48500,296163.0,6596055.0
2018-03-07,45500,46300,44000,44450,52645,293195.0,6596055.0
2018-03-08,44700,46300,44150,45350,57694,299131.0,6596055.0
2018-03-09,45350,46300,44650,45200,26374,298142.0,6596055.0
2018-03-12,46000,46000,43500,43900,56680,289567.0,6596055.0
2018-03-13,43500,44900,43500,44500,32106,293524.0,6596055.0
2018-03-14,44600,44800,42800,44500,45702,293613.0,6598055.0
2018-03-15,44500,44500,43350,44250,22590,291964.0,6598055.0
2018-03-16,44000,45950,44000,45600,41356,300871.0,6598055.0
2018-03-19,45300,47000,45300,46550,30941,307139.0,6598055.0
2018-03-20,46150,46950,44950,45500,27065,300212.0,6598055.0
2018-03-21,45500,46000,44200,44500,51118,293613.0,6598055.0
2018-03-22,44500,45550,43700,44450,52489,293284.0,6598055.0
2018-03-23,43200,44000,41000,41400,56395,273159.0,6598055.0
2018-03-26,40050,42700,40050,42700,51765,281737.0,6598055.0
2018-03-27,43500,44850,42400,44800,46018,295593.0,6598055.0
2018-03-28,44700,45500,43550,43950,31619,289985.0,6598055.0
2018-03-29,43950,44600,43750,44450,8760,293284.0,6598055.0
2018-03-30,44950,45100,44100,44850,9020,295923.0,6598055.0
2018-04-02,44500,44650,43250,43550,30146,287345.0,6598055.0
2018-04-03,42600,44250,42600,42900,15942,283057.0,6598055.0
2018-04-04,42900,43850,42500,43350,19656,286026.0,6598055.0
2018-04-05,43350,43900,42950,43550,10057,287345.0,6598055.0
2018-04-06,42950,43650,41950,42550,18637,280747.0,6598055.0
2018-04-09,42500,43000,41400,42900,24096,283057.0,6598055.0
2018-04-10,42900,43350,41600,43100,13670,284376.0,6598055.0
2018-04-11,43700,44400,43500,44000,20474,290314.0,6598055.0
2018-04-12,44500,44500,43550,44000,24120,290314.0,6598055.0
2018-04-13,44250,48750,43950,48000,71550,316707.0,6598055.0
2018-04-16,48200,48700,47700,48700,28531,321325.0,6598055.0
2018-04-17,49100,50500,48700,49400,43292,325944.0,6598055.0
2018-04-18,50000,50000,45850,46500,55590,306810.0,6598055.0
2018-04-19,46300,47600,45700,46900,17191,311184.0,6635055.0
2018-04-20,46550,47250,46200,46550,8430,308862.0,6635055.0
2018-04-23,47650,47650,45300,46400,15656,307867.0,6635055.0
2018-04-24,46300,48700,45550,48150,24171,319478.0,6635055.0
2018-04-25,47700,48400,46650,47500,13711,315165.0,6635055.0
2018-04-26,47500,47700,46350,47650,11454,316160.0,6635055.0
2018-04-27,47050,48300,47000,47700,7479,316492.0,6635055.0
2018-04-30,46750,48100,45100,47400,28769,314502.0,6635055.0
2018-05-02,46450,47850,46000,46450,22014,308198.0,6635055.0
2018-05-03,46150,46650,45800,45850,10854,304217.0,6635055.0
2018-05-04,45450,46300,41600,44750,34299,296919.0,6635055.0
2018-05-08,44200,44950,42600,43350,19157,287630.0,6635055.0
2018-05-09,43500,44550,42800,43950,17923,291611.0,6635055.0
2018-05-10,43100,44000,42350,43500,8394,288625.0,6635055.0
2018-05-11,42700,43400,41800,43300,17581,287298.0,6635055.0
2018-05-14,43300,43300,41100,41800,29478,277345.0,6635055.0
2018-05-15,41300,42000,39450,39650,36192,263080.0,6635055.0
2018-05-16,39050,41750,39050,41600,25017,276018.0,6635055.0
2018-05-17,41250,41900,40600,41100,12402,272701.0,6635055.0
2018-05-18,41150,41200,39800,40150,11629,266397.0,6635055.0
2018-05-21,39050,41350,39050,41150,9904,273033.0,6635055.0
2018-05-23,40750,41500,40600,41150,6851,273033.0,6635055.0
2018-05-24,41700,41700,39850,40700,21589,270047.0,6635055.0
2018-05-25,39800,40550,39700,39850,6852,264407.0,6635055.0
2018-05-28,39300,39800,38650,39600,13403,262748.0,6635055.0
2018-05-29,39000,39500,38500,38700,17064,256777.0,6635055.0
2018-05-30,38650,41250,36800,39800,36547,264075.0,6635055.0
2018-05-31,40500,40500,38800,39900,15529,264739.0,6635055.0
2018-06-01,39650,40850,39650,40600,14340,269383.0,6635055.0
2018-06-04,40050,41350,38750,41200,20545,273364.0,6635055.0
2018-06-05,41250,43400,41250,42150,33567,279668.0,6635055.0
2018-06-07,42150,43050,41350,42150,25206,279668.0,6635055.0
2018-06-08,41800,42650,41700,42100,13038,279336.0,6635055.0
2018-06-11,42100,45250,41650,45000,36326,298577.0,6635055.0
2018-06-12,44900,45000,43550,44000,13307,291942.0,6635055.0
2018-06-14,43800,44650,42950,43900,13928,291279.0,6635055.0
2018-06-15,43700,43750,42100,42500,16787,281990.0,6635055.0
2018-06-18,42500,42500,41500,41950,10349,278341.0,6635055.0
2018-06-19,41150,42150,41150,41900,13057,278009.0,6635055.0
2018-06-20,41750,42000,40550,41850,13826,277677.0,6635055.0
2018-06-21,41500,43700,41500,43500,24898,288625.0,6635055.0
2018-06-22,44150,48000,44100,47750,99532,316824.0,6635055.0
2018-06-25,47900,48800,46850,47600,35830,315829.0,6635055.0
2018-06-26,46800,47200,46000,46950,17103,311516.0,6635055.0
2018-06-27,46850,47000,45100,46850,28955,310852.0,6635055.0
2018-06-28,46700,46700,45200,45800,21195,303886.0,6635055.0
2018-06-29,45300,46400,44100,46200,28028,306540.0,6635055.0
2018-07-02,46200,46650,44950,45050,13769,298909.0,6635055.0
2018-07-03,45050,45700,43400,44450,18185,294928.0,6635055.0
2018-07-04,44050,44500,43400,43900,9231,291279.0,6635055.0
2018-07-05,43450,45000,42600,43700,12783,289952.0,6635055.0
2018-07-06,43700,43700,40950,43000,40412,285307.0,6635055.0
2018-07-09,43000,43000,41100,41950,19060,278341.0,6635055.0
2018-07-10,42000,43000,41300,41950,8891,278341.0,6635055.0
2018-07-11,41950,41950,41150,41500,6509,275355.0,6635055.0
2018-07-12,41500,42900,41000,42900,11808,284644.0,6635055.0
2018-07-13,42950,43850,42700,43850,14256,290947.0,6635055.0
2018-07-16,45350,45500,43500,43750,24360,290546.0,6641055.0
2018-07-17,43750,44250,43200,43650,6000,289882.0,6641055.0
2018-07-18,43650,43950,41900,42500,15273,282245.0,6641055.0
2018-07-19,41800,42200,40050,41000,28841,272283.0,6641055.0
2018-07-20,41300,42500,41000,41800,12882,277596.0,6641055.0
2018-07-23,41200,41450,39650,40300,11309,267635.0,6641055.0
2018-07-24,39650,41000,39650,40700,6631,270291.0,6641055.0
2018-07-25,40100,40850,39850,40000,7438,265642.0,6641055.0
2018-07-26,40000,40850,39050,40600,7971,269627.0,6641055.0
2018-07-27,40500,40950,39800,40900,7536,271619.0,6641055.0
2018-07-30,40900,40900,39950,40000,6462,265642.0,6641055.0
2018-07-31,40400,40400,39550,40150,7066,266638.0,6641055.0
2018-08-01,40800,41300,40000,40900,5181,271619.0,6641055.0
2018-08-02,40450,41050,40200,40850,3424,271287.0,6641055.0
2018-08-03,41250,42400,40550,42250,9929,280585.0,6641055.0
2018-08-06,42500,43800,42100,43150,18736,286562.0,6641055.0
2018-08-07,43150,43150,41800,42700,4647,283573.0,6641055.0
2018-08-08,42700,42750,41800,42400,3969,281581.0,6641055.0
2018-08-09,42400,42600,41500,42600,11063,282909.0,6641055.0
2018-08-10,42850,43450,42200,42800,7779,284237.0,6641055.0
2018-08-13,42950,42950,41000,42500,7349,282245.0,6641055.0
2018-08-14,42800,42900,41600,42500,13446,282245.0,6641055.0
2018-08-16,42500,43300,41450,43000,12291,285565.0,6641055.0
2018-08-17,43000,43650,42500,43600,24216,289550.0,6641055.0
2018-08-20,44000,44000,42000,42250,15662,280585.0,6641055.0
2018-08-21,41650,42300,41350,42300,6165,280917.0,6641055.0
2018-08-22,41800,42350,41350,41700,5004,276932.0,6641055.0
2018-08-23,41350,42000,41350,41650,2163,276600.0,6641055.0
2018-08-24,41500,41800,40750,40750,11738,270623.0,6641055.0
2018-08-27,40950,41300,40300,41000,4815,272283.0,6641055.0
2018-08-28,40800,41500,40150,40750,8987,270623.0,6641055.0
2018-08-29,40500,40900,40400,40650,5394,269959.0,6641055.0
2018-08-30,40200,40900,40200,40600,6592,269627.0,6641055.0
2018-08-31,40200,42000,40200,41800,7640,277596.0,6641055.0
2018-09-03,41800,42350,41300,42150,8831,279920.0,6641055.0
2018-09-04,42150,43100,41800,43000,12587,285565.0,6641055.0
2018-09-05,43250,43300,42500,42850,2991,284569.0,6641055.0
2018-09-06,42950,42950,41750,42200,4289,280253.0,6641055.0
2018-09-07,41850,42000,41100,41750,5437,277264.0,6641055.0
2018-09-10,40900,41900,40750,41850,5832,277928.0,6641055.0
2018-09-11,41850,41850,40800,41400,5038,274940.0,6641055.0
2018-09-12,41000,41800,40550,41550,6053,275936.0,6641055.0
2018-09-13,41550,42500,41300,42500,10337,282245.0,6641055.0
2018-09-14,42500,42950,41500,42500,8071,282245.0,6641055.0
2018-09-17,42100,42400,41800,41950,3498,278592.0,6641055.0
2018-09-18,41950,41950,41500,41650,2681,276600.0,6641055.0
2018-09-19,41850,42000,40300,41000,19795,272283.0,6641055.0
2018-09-20,41500,41500,40150,40650,11670,269959.0,6641055.0
2018-09-21,40250,41800,40250,41150,7258,273279.0,6641055.0
2018-09-27,41000,42350,41000,42350,6687,281249.0,6641055.0
2018-09-28,42700,43700,42300,43500,13220,288886.0,6641055.0
2018-10-01,43550,43900,42100,42900,11852,284901.0,6641055.0
2018-10-02,42900,43450,42150,42500,9665,282245.0,6641055.0
2018-10-04,42500,42500,40950,41000,7884,272283.0,6641055.0
2018-10-05,41000,41150,40100,40500,7685,268963.0,6641055.0
2018-10-08,39800,42200,39800,40550,6214,269295.0,6641055.0
2018-10-10,40150,41450,39800,40300,12146,267635.0,6641055.0
2018-10-11,39750,40000,37800,38000,21308,252360.0,6641055.0
2018-10-12,37550,38950,35600,38000,43660,252360.0,6641055.0
2018-10-15,38000,39850,37900,38350,12125,254684.0,6641055.0
2018-10-16,37900,40000,37900,40000,16360,265642.0,6641055.0
2018-10-17,40200,40400,39650,39650,12241,263318.0,6641055.0
2018-10-18,39650,40100,38800,39600,8215,262986.0,6641055.0
2018-10-19,39400,40500,38900,40100,5404,266306.0,6641055.0
2018-10-22,39750,40550,39350,40050,11231,265974.0,6641055.0
2018-10-23,39550,40450,37400,39000,29769,259001.0,6641055.0
2018-10-24,38650,39250,36000,38850,21352,258005.0,6641055.0
2018-10-25,38900,39250,37100,38100,13282,253024.0,6641055.0
2018-10-26,38100,38450,36000,38000,16973,252360.0,6641055.0
2018-10-29,37600,37900,36500,36900,19203,245055.0,6641055.0
2018-10-30,35900,37250,34900,37250,20245,247379.0,6641055.0
2018-10-31,37250,37750,36550,37350,19329,248043.0,6641055.0
2018-11-01,38000,38000,36650,36800,13539,244391.0,6641055.0
2018-11-02,39000,42500,39000,41750,128451,277473.0,6646055.0
2018-11-05,41750,42000,41150,41700,24641,277140.0,6646055.0
2018-11-06,41000,41550,40600,41000,8867,272488.0,6646055.0
2018-11-07,40400,41400,39200,39600,26993,263184.0,6646055.0
2018-11-08,40000,40450,39100,39600,17465,263184.0,6646055.0
2018-11-09,40000,40000,38850,39050,6794,259528.0,6646055.0
2018-11-12,38600,39050,37800,38150,9889,253547.0,6646055.0
2018-11-13,37900,40800,37200,40150,24809,266839.0,6646055.0
2018-11-14,40300,40300,38950,39300,6026,261190.0,6646055.0
2018-11-15,39300,39550,37500,39500,20125,262519.0,6646055.0
2018-11-16,39950,39950,38500,38800,7723,257867.0,6646055.0
2018-11-19,39000,39100,38000,38800,7696,257867.0,6646055.0
2018-11-20,38100,39000,38100,38800,2756,257867.0,6646055.0
2018-11-21,39150,39150,38100,38300,6533,254544.0,6646055.0
2018-11-22,38550,39150,38100,39100,12845,259861.0,6646055.0
2018-11-23,39250,39600,38650,39050,9121,259528.0,6646055.0
2018-11-26,39050,39650,38400,38500,7201,255873.0,6646055.0
2018-11-27,38250,38700,38100,38250,9325,254212.0,6646055.0
2018-11-28,38250,39100,37950,38100,5330,253215.0,6646055.0
2018-11-29,38700,38700,38050,38050,8061,252882.0,6646055.0
2018-11-30,38000,38500,37650,37850,2453,251553.0,6646055.0
2018-12-03,37600,38700,37600,38550,9502,256205.0,6646055.0
2018-12-04,38700,38700,38200,38650,5450,256870.0,6646055.0
2018-12-05,38200,38650,37900,38550,4565,256205.0,6646055.0
2018-12-06,38100,38400,37400,37850,4182,251553.0,6646055.0
2018-12-07,37850,37900,36200,36950,18365,245572.0,6646055.0
2018-12-10,36150,36700,36000,36700,20323,243910.0,6646055.0
2018-12-11,36650,36750,35550,36200,13695,240587.0,6646055.0
2018-12-12,36050,36550,33800,36150,12648,240255.0,6646055.0
2018-12-13,36000,36400,35400,36000,18260,239258.0,6646055.0
2018-12-14,36000,36800,35700,35950,19410,238926.0,6646055.0
2018-12-17,36000,36000,35500,35900,9409,238593.0,6646055.0
2018-12-18,35600,36050,35600,35750,12497,237596.0,6646055.0
2018-12-19,35750,36200,35200,36000,33394,239258.0,6646055.0
2018-12-20,36000,36350,35700,36300,17106,241252.0,6646055.0
2018-12-21,36300,36950,36000,36950,20301,245572.0,6646055.0
2018-12-24,36900,36950,36500,36750,10689,244243.0,6646055.0
2018-12-26,36700,37200,36200,37200,34004,247233.0,6646055.0
2018-12-27,37200,39900,37100,39900,32511,265178.0,6646055.0
2018-12-28,39650,40400,38350,40300,18108,267836.0,6646055.0
2019-01-02,39600,40150,39500,39700,6606,263848.0,6646055.0
2019-01-03,39600,40200,38700,39400,11812,261855.0,6646055.0
2019-01-04,38400,39450,37150,37550,34696,249559.0,6646055.0
2019-01-07,37800,37950,37450,37800,11687,251221.0,6646055.0
2019-01-08,38050,38150,37250,37750,11776,250889.0,6646055.0
2019-01-09,37700,38150,37450,37950,9130,252218.0,6646055.0
2019-01-10,37950,38000,37650,37900,3193,251885.0,6646055.0
2019-01-11,37900,38250,37700,37850,2964,251553.0,6646055.0
2019-01-14,37850,38200,37550,37650,2139,250224.0,6646055.0
2019-01-15,37650,38000,37100,37350,3254,248230.0,6646055.0
2019-01-16,37400,37500,36500,37100,13612,246569.0,6646055.0
2019-01-17,37100,37300,36500,36500,5853,242581.0,6646055.0
2019-01-18,36350,36600,36300,36500,4480,242581.0,6646055.0
2019-01-21,36550,37000,36300,36400,5572,241916.0,6646055.0
2019-01-22,36400,36500,36000,36250,3629,240919.0,6646055.0
2019-01-23,36500,36500,35200,35600,5176,236600.0,6646055.0
2019-01-24,35600,35600,34550,34800,10078,231283.0,6646055.0
2019-01-25,35700,36100,34800,35500,19121,235935.0,6646055.0
2019-01-28,35500,35800,35300,35300,12870,234606.0,6646055.0
2019-01-29,35700,35700,35100,35250,7946,234273.0,6646055.0
2019-01-30,35250,37000,35000,35800,15043,237929.0,6646055.0
2019-01-31,36000,37900,35650,36800,27963,244575.0,6646055.0
2019-02-01,36750,37150,36250,36800,9861,244575.0,6646055.0
2019-02-07,36350,36650,35750,36300,8637,241252.0,6646055.0
2019-02-08,35500,37450,35500,36900,11476,245387.0,6650055.0
2019-02-11,36800,37200,36150,36900,5920,245387.0,6650055.0
2019-02-12,36350,36700,35950,36550,13194,243060.0,6650055.0
2019-02-13,36200,37200,36200,37000,10141,246052.0,6650055.0
2019-02-14,37000,37650,36850,37100,12276,246717.0,6650055.0
2019-02-15,37100,37550,36800,37100,12410,246717.0,6650055.0
2019-02-18,36650,37300,36600,37000,10851,246052.0,6650055.0
2019-02-19,36650,37800,36600,37200,14994,247382.0,6650055.0
2019-02-20,37450,37450,36500,37200,17572,247382.0,6650055.0
2019-02-21,37100,37200,36600,37050,13541,246385.0,6650055.0
2019-02-22,36900,36900,35400,36250,44555,241064.0,6650055.0
2019-02-25,36250,36600,35450,35900,26298,238737.0,6650055.0
2019-02-26,35700,36100,35050,35250,31384,234414.0,6650055.0
2019-02-27,35250,35250,34600,34750,25189,231089.0,6650055.0
2019-02-28,34350,34750,34300,34300,22495,228097.0,6650055.0
2019-03-04,34500,34650,34000,34250,24064,227764.0,6650055.0
2019-03-05,33750,34250,33650,34250,24219,227764.0,6650055.0
2019-03-06,34800,35000,33700,34400,23229,228762.0,6650055.0
2019-03-07,34400,35400,34050,34200,19255,227432.0,6650055.0
2019-03-08,34200,34450,34000,34200,15728,227432.0,6650055.0
2019-03-11,34200,34800,34150,34700,14590,230757.0,6650055.0
2019-03-12,34700,35350,34550,34650,17398,230424.0,6650055.0
2019-03-13,34650,35350,34500,34800,20057,231422.0,6650055.0
2019-03-14,34750,35100,34750,34800,17242,231422.0,6650055.0
2019-03-15,34750,35100,34550,34550,11993,229759.0,6650055.0
2019-03-18,34550,34850,34400,34500,9741,229427.0,6650055.0
2019-03-19,34600,35250,34600,34700,14161,230757.0,6650055.0
2019-03-20,34800,35200,34550,34700,10211,230757.0,6650055.0
2019-03-21,34750,35000,34400,34600,13843,230092.0,6650055.0
2019-03-22,35000,37100,34950,36800,50113,244722.0,6650055.0
2019-03-25,36400,36850,35300,35550,18686,236409.0,6650055.0
2019-03-26,35600,36100,35300,35800,13161,238072.0,6650055.0
2019-03-27,36000,36750,35450,36700,12651,244057.0,6650055.0
2019-03-28,36700,36850,35450,35700,10534,237407.0,6650055.0
2019-03-29,35950,35950,34550,34950,15533,232419.0,6650055.0
2019-04-01,34950,35200,34700,34950,12582,232419.0,6650055.0
2019-04-02,34950,35650,34900,35050,9413,233084.0,6650055.0
2019-04-03,35050,36800,35050,36600,28853,243392.0,6650055.0
2019-04-04,37000,39400,36900,39200,55517,260682.0,6650055.0
2019-04-05,39350,40150,38650,39900,36518,265337.0,6650055.0
2019-04-08,39900,39900,38450,39150,19627,260350.0,6650055.0
2019-04-09,38700,39900,38450,38900,8391,258687.0,6650055.0
2019-04-10,39300,39650,38900,39400,10997,262012.0,6650055.0
2019-04-11,39500,39650,38400,38800,11894,258022.0,6650055.0
2019-04-12,39550,39550,38600,38650,3296,257025.0,6650055.0
2019-04-15,38600,39350,38600,38700,5850,257357.0,6650055.0
2019-04-16,39300,39300,37100,38050,18746,253035.0,6650055.0
2019-04-17,38050,38750,37650,38700,4649,257357.0,6650055.0
2019-04-18,38700,38700,37400,37900,6043,252037.0,6650055.0
2019-04-19,38100,39000,37750,38600,10614,256692.0,6650055.0
2019-04-22,38600,40500,38600,39600,21612,263342.0,6650055.0
2019-04-23,39200,40600,39200,39550,7870,263010.0,6650055.0
2019-04-24,39550,39900,39250,39800,8500,264672.0,6650055.0
2019-04-25,39800,40250,39300,39750,13873,264340.0,6650055.0
2019-04-26,39950,39950,38600,39150,6771,260350.0,6650055.0
2019-04-29,39350,39350,38650,39050,7864,259685.0,6650055.0
2019-04-30,39250,40200,38650,40100,5104,266667.0,6650055.0
2019-05-02,40300,40300,39400,40000,7647,266002.0,6650055.0
2019-05-03,40000,40000,39200,39200,15588,260682.0,6650055.0
2019-05-07,38600,39600,38450,39450,8847,262739.0,6660055.0
2019-05-08,39450,40000,38950,39950,16210,266069.0,6660055.0
2019-05-09,40050,40300,39300,39900,31509,265736.0,6660055.0
2019-05-10,40000,40750,39200,40300,21932,268400.0,6660055.0
2019-05-13,40300,40600,39900,40150,8100,267401.0,6660055.0
2019-05-14,40250,41550,39750,41000,19705,273062.0,6660055.0
2019-05-15,41000,42900,41000,42300,28109,281720.0,6660055.0
2019-05-16,42000,42800,40800,41500,20844,276392.0,6660055.0
2019-05-17,42300,42600,41650,42150,22009,280721.0,6660055.0
2019-05-20,42000,42450,41250,42000,13197,279722.0,6660055.0
2019-05-21,41650,41900,41000,41550,6187,276725.0,6660055.0
2019-05-22,41500,41500,40550,41000,8155,273062.0,6660055.0
2019-05-23,40750,41000,39600,40500,14686,269732.0,6660055.0
2019-05-24,39950,40500,39400,39800,9242,265070.0,6660055.0
2019-05-27,40000,40100,39450,39950,3467,266069.0,6660055.0
2019-05-28,40150,40150,39050,39600,6582,263738.0,6660055.0
2019-05-29,39750,39850,38500,39300,13542,261740.0,6660055.0
2019-05-30,39050,39600,38200,38400,8581,255746.0,6660055.0
