삼보모터스(053700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-02-17,111503,118837,111503,112872,87188,32961.0,7260152.0
2006-02-20,111005,117593,110633,114239,38527,33360.0,7260152.0
2006-02-21,115605,115605,112000,115234,25975,33651.0,7260152.0
2006-02-22,112995,116102,111503,115482,35652,33723.0,7260152.0
2006-02-23,114362,116849,113865,115234,39778,33651.0,7260152.0
2006-02-24,112498,114114,110881,112872,48144,32961.0,7260152.0
2006-02-27,111130,112747,109639,110261,39726,32199.0,7260152.0
2006-02-28,112995,112995,109390,111877,49272,32671.0,7260152.0
2006-03-02,110757,115604,110757,112126,45642,32743.0,7260152.0
2006-03-03,110881,115605,110881,113866,44814,33251.0,7260152.0
2006-03-06,112870,116102,112870,113494,29505,33143.0,7260152.0
2006-03-07,113491,123063,112372,115607,84957,33760.0,7260152.0
2006-03-08,118341,132760,118341,132761,95733,38769.0,7260152.0
2006-03-09,143201,149168,118091,126546,402095,36954.0,7260152.0
2006-03-10,123064,126544,120950,126297,80736,36882.0,7260152.0
2006-03-13,128035,128035,121820,123314,53278,36010.0,7260152.0
2006-03-14,121447,133754,119831,126795,161332,37027.0,7260152.0
2006-03-15,131516,133505,125549,125551,90752,36664.0,7260152.0
2006-03-16,129528,129528,123312,125302,76170,36591.0,7260152.0
2006-03-17,124803,124803,119085,119833,64700,34994.0,7260152.0
2006-03-20,120079,124555,120079,124308,95495,36301.0,7260152.0
2006-03-21,123063,124306,121074,122071,91904,35647.0,7260152.0
2006-03-22,120079,123311,115978,116850,59219,34123.0,7260152.0
2006-03-23,116351,119335,111877,112996,51360,32997.0,7260152.0
2006-03-24,109389,115232,109389,111007,77997,32417.0,7260152.0
2006-03-27,109638,114113,109638,113120,39676,33034.0,7260152.0
2006-03-28,111877,113368,108768,109142,40215,31872.0,7260152.0
2006-03-29,106157,110633,103173,110137,59354,32162.0,7260152.0
2006-03-30,111378,114361,109016,114239,35633,33360.0,7260152.0
2006-03-31,114487,117843,114362,117347,61039,34268.0,7260152.0
2006-04-03,117346,120205,117222,119709,43617,34958.0,7260152.0
2006-04-04,120079,130522,118091,118963,167788,34740.0,7260152.0
2006-04-05,119334,122317,116848,117596,66254,34341.0,7260152.0
2006-04-06,119335,119335,115979,116103,46320,33905.0,7260152.0
2006-04-07,115605,118092,115605,118092,43263,34486.0,7260152.0
2006-04-10,116849,126793,116849,121946,83152,35611.0,7260152.0
2006-04-11,122069,122816,117346,120330,26788,35139.0,7260152.0
2006-04-12,123809,123809,118091,118963,39455,34740.0,7260152.0
2006-04-13,119086,126544,118837,120703,102744,35248.0,7260152.0
2006-04-14,121821,127540,121821,125054,111774,36519.0,7260152.0
2006-04-17,133009,139224,128036,130523,260703,38116.0,7260152.0
2006-04-18,129527,138974,125549,132264,218461,38624.0,7260152.0
2006-04-19,130771,132262,125053,127291,157118,37172.0,7260152.0
2006-04-20,124555,130522,122815,123314,91073,36010.0,7260152.0
2006-04-21,123064,126793,122194,124805,61866,36446.0,7260152.0
2006-04-24,124804,124804,119335,120827,39937,35284.0,7260152.0
2006-04-25,119459,122567,116227,116228,65344,33941.0,7260152.0
2006-04-26,116226,119831,116102,119833,46847,34994.0,7260152.0
2006-04-27,120079,120702,118464,118839,29097,34704.0,7260152.0
2006-04-28,119334,119334,116102,116850,23073,34123.0,7260152.0
2006-05-02,116724,123561,114611,123065,101751,35938.0,7260152.0
2006-05-03,127290,127290,119831,119833,27204,34994.0,7260152.0
2006-05-04,121821,123064,119335,121822,23411,35575.0,7260152.0
2006-05-08,121821,122816,116103,116103,51140,33905.0,7260152.0
2006-05-09,117221,118712,115604,115607,26740,33760.0,7260152.0
2006-05-10,115853,115853,111627,112375,56553,32816.0,7260152.0
2006-05-11,111503,112871,109639,111380,27229,32525.0,7260152.0
2006-05-12,111255,111379,106655,107029,58096,31255.0,7260152.0
2006-05-15,105039,105660,98450,101933,53014,29767.0,7260152.0
2006-05-16,99569,103173,97828,97831,67847,28569.0,7260152.0
2006-05-17,99320,100315,98698,99695,29244,29113.0,7260152.0
2006-05-18,98699,98699,87387,89502,59934,26137.0,7260152.0
2006-05-19,93976,94597,89501,94598,29497,27625.0,7260152.0
2006-05-22,93353,97704,93353,96214,45495,28097.0,7260152.0
2006-05-23,94473,103921,92981,103921,28224,30347.0,7260152.0
2006-05-24,101930,101930,96710,98701,15853,28823.0,7260152.0
2006-05-25,96089,100564,95840,97706,43302,28532.0,7260152.0
2006-05-26,94846,99446,94846,97209,14524,28387.0,7260152.0
2006-05-29,97333,104418,97333,100192,63224,29258.0,7260152.0
2006-05-30,104418,104418,99073,102429,21522,29912.0,7260152.0
2006-06-01,104418,106283,97456,100316,66318,29295.0,7260152.0
2006-06-02,104417,104541,100688,104419,65333,30493.0,7260152.0
2006-06-05,104417,106903,101309,101933,37050,29767.0,7260152.0
2006-06-07,94472,100688,89500,93231,39452,27226.0,7260152.0
2006-06-08,94099,96461,91986,93231,19105,27226.0,7260152.0
2006-06-09,90992,95716,90992,92360,26832,26971.0,7260152.0
2006-06-12,90495,94721,90495,93356,7225,27262.0,7260152.0
2006-06-13,91117,96959,90744,91242,11870,26645.0,7260152.0
2006-06-14,88383,93230,88258,89502,40738,26137.0,7260152.0
2006-06-15,88257,101185,88257,101187,64578,29549.0,7260152.0
2006-06-16,99694,103921,99694,103921,43798,30347.0,7260152.0
2006-06-19,99694,102429,97208,99446,29271,29041.0,7260152.0
2006-06-20,104915,104915,96711,97954,17005,28605.0,7260152.0
2006-06-21,95219,101807,95219,96214,38928,28097.0,7260152.0
2006-06-22,96958,99445,94472,96339,29860,28133.0,7260152.0
2006-06-23,95715,96958,89500,90869,34422,26536.0,7260152.0
2006-06-26,89501,92609,87015,88134,33678,25737.0,7260152.0
2006-06-27,88009,90122,87015,88259,54094,25774.0,7260152.0
2006-06-28,95715,95715,88505,88756,73936,25919.0,7260152.0
2006-06-29,90246,91986,87014,88507,29214,25846.0,7260152.0
2006-06-30,91490,91490,88506,89502,52008,26137.0,7260152.0
2006-07-03,89501,90496,87015,88259,58270,25774.0,7260152.0
2006-07-04,89376,89376,86392,87513,9389,25556.0,7260152.0
2006-07-05,86517,86517,80799,82789,34267,24176.0,7260152.0
2006-07-06,81544,82539,78312,78687,26066,22978.0,7260152.0
2006-07-07,78934,82911,75826,77320,35715,22579.0,7260152.0
2006-07-10,75826,79555,74583,79557,23245,23232.0,7260152.0
2006-07-11,81048,81048,77070,78190,18717,22833.0,7260152.0
2006-07-12,78189,79183,74708,74833,34504,21853.0,7260152.0
2006-07-13,74832,74832,72842,74337,23322,21708.0,7260152.0
2006-07-14,72098,73216,69860,69985,35309,20437.0,7260152.0
2006-07-18,66006,69610,60288,60911,26612,17787.0,7260152.0
2006-07-19,62153,67001,62153,64640,38572,18876.0,7260152.0
2006-07-20,65011,68865,65011,68618,5667,20038.0,7260152.0
2006-07-21,68616,68616,65757,68370,16096,19965.0,7260152.0
2006-07-24,65883,68866,65883,68866,7085,20111.0,7260152.0
2006-07-25,69115,76199,68990,73590,37154,21490.0,7260152.0
2006-07-26,74211,77070,72098,75828,22965,22143.0,7260152.0
2006-07-27,77069,87138,77069,83287,108912,24322.0,7260152.0
2006-07-28,83409,83409,77069,79557,51787,23232.0,7260152.0
2006-07-31,84528,84528,77815,79806,4516,23305.0,7260152.0
2006-08-01,77443,81297,73714,73839,36918,21563.0,7260152.0
2006-08-02,72097,73713,62773,70856,19457,20691.0,7260152.0
2006-08-03,69611,74833,65385,66629,30517,19457.0,7260152.0
2006-08-04,64639,69363,64639,66629,19014,19457.0,7260152.0
2006-08-07,64017,67996,63023,64640,9042,18876.0,7260152.0
2006-08-08,64639,68990,64639,68991,27887,20147.0,7260152.0
2006-08-09,73341,79308,68866,79308,74983,23160.0,7260152.0
2006-08-10,79556,85523,77940,77941,52253,22761.0,7260152.0
2006-08-11,79307,83284,76323,79557,74740,23232.0,7260152.0
2006-08-14,79555,82041,75329,82044,47385,23959.0,7260152.0
2006-08-16,82041,84403,75951,82044,58219,23959.0,7260152.0
2006-08-17,81918,85772,77318,85772,41334,25048.0,7260152.0
2006-08-18,83783,85647,80551,84778,4549,24757.0,7260152.0
2006-08-21,82290,84901,80301,80676,7094,23559.0,7260152.0
2006-08-22,79183,79555,76323,76574,19994,22361.0,7260152.0
2006-08-23,77567,80923,77195,79308,11800,23160.0,7260152.0
2006-08-24,79556,82042,77195,77195,8170,22543.0,7260152.0
2006-08-25,77567,78935,75827,76946,15246,22756.0,7352538.0
2006-08-28,76447,78685,75453,76574,9939,22646.0,7352538.0
2006-08-29,78064,78064,74583,77569,31120,22940.0,7352538.0
2006-08-30,80550,80550,75951,76201,5568,22536.0,7352538.0
2006-08-31,74833,76697,74584,75952,9538,22462.0,7352538.0
2006-09-01,78064,78064,74085,74088,19347,21911.0,7352538.0
2006-09-04,75081,76324,71228,71601,22784,21175.0,7352538.0
2006-09-05,71351,74832,71351,73963,20259,21874.0,7352538.0
2006-09-06,73961,74583,72594,73963,11272,21874.0,7352538.0
2006-09-07,74584,74584,72595,73839,9436,21837.0,7352538.0
2006-09-08,71848,75080,71723,73218,15616,21653.0,7352538.0
2006-09-11,74335,74584,72968,73466,18501,21727.0,7352538.0
2006-09-12,75826,84403,75577,79557,254591,23528.0,7352538.0
2006-09-13,79430,79928,75204,77569,60472,22940.0,7352538.0
2006-09-14,76697,78810,76076,77941,26236,23050.0,7352538.0
2006-09-15,76324,84031,76199,82540,55117,24410.0,7352538.0
2006-09-18,82539,85149,80798,83038,28380,24557.0,7352538.0
2006-09-19,83284,84528,82414,84032,30904,24852.0,7352538.0
2006-09-20,81545,85150,81545,82540,11436,24410.0,7352538.0
2006-09-21,82167,93230,82167,86767,67563,25660.0,7352538.0
2006-09-22,84529,91241,84529,88134,18669,26065.0,7352538.0
2006-09-25,88133,89251,81047,82168,14365,24300.0,7352538.0
2006-09-26,82167,83783,78314,80178,28599,23712.0,7352538.0
2006-09-27,79556,86766,79556,83410,41835,24668.0,7352538.0
2006-09-28,82290,88257,80922,80925,30489,23933.0,7352538.0
2006-09-29,80922,84528,80798,80800,8723,23896.0,7352538.0
2006-10-02,79059,83161,79059,80054,8414,23675.0,7352538.0
2006-10-04,78313,87386,78313,83038,13510,24557.0,7352538.0
2006-10-09,88505,88505,70605,71975,57402,21286.0,7352538.0
2006-10-10,69610,76821,69610,74337,32888,21984.0,7352538.0
2006-10-11,74583,76572,72594,76325,25028,22572.0,7352538.0
2006-10-12,77070,79556,76076,77195,5322,22830.0,7352538.0
2006-10-13,77318,80799,74584,75579,24648,22352.0,7352538.0
2006-10-16,76324,76324,73590,74584,32131,22058.0,7352538.0
2006-10-17,75827,76199,72098,74584,10235,22058.0,7352538.0
2006-10-18,73216,75081,71477,74460,17945,22021.0,7352538.0
2006-10-19,73215,75080,73215,75082,15314,22205.0,7352538.0
2006-10-20,74086,78935,73962,74709,26749,22094.0,7352538.0
2006-10-23,75330,76076,73341,74584,10833,22058.0,7352538.0
2006-10-24,74583,75826,73340,74212,19385,21947.0,7352538.0
2006-10-25,74210,75080,73464,74337,10074,21984.0,7352538.0
2006-10-26,75826,75826,73464,74337,10328,21984.0,7352538.0
2006-10-27,74460,74460,73092,73590,5328,21764.0,7352538.0
2006-10-30,75205,75205,70109,70109,9018,20734.0,7352538.0
2006-10-31,70109,72346,69984,70109,14171,20734.0,7352538.0
2006-11-01,69611,73341,69611,73341,27584,21690.0,7352538.0
2006-11-02,73340,74583,72097,73963,3749,21874.0,7352538.0
2006-11-03,74086,74086,69611,71104,13473,21028.0,7352538.0
2006-11-06,70233,71849,69611,71353,19124,21102.0,7352538.0
2006-11-07,69735,72097,69735,71975,6181,21286.0,7352538.0
2006-11-08,72097,72097,70605,71975,16863,21286.0,7352538.0
2006-11-09,73092,73092,71103,72223,4012,21359.0,7352538.0
2006-11-10,72346,74584,71228,74460,24680,22021.0,7352538.0
2006-11-13,74583,74583,70605,72099,13431,21322.0,7352538.0
2006-11-14,70481,72097,70481,72099,11086,21322.0,7352538.0
2006-11-15,72098,73341,70233,73341,13603,21690.0,7352538.0
2006-11-16,73838,76697,73341,75828,28958,22425.0,7352538.0
2006-11-17,74335,76199,74086,74958,9069,22168.0,7352538.0
2006-11-20,74086,74833,72595,73341,17382,21690.0,7352538.0
2006-11-21,74335,75205,72843,74584,27902,22058.0,7352538.0
2006-11-22,74584,74833,72968,74709,26650,22094.0,7352538.0
2006-11-23,75081,85896,73341,85897,106885,25403.0,7352538.0
2006-11-24,89749,98699,85896,98452,408876,29116.0,7352538.0
2006-11-27,98451,106904,90620,98328,446178,29079.0,7352538.0
2006-11-28,95716,96959,91987,92360,112625,27315.0,7352538.0
2006-11-29,92360,94473,87015,89253,82885,26396.0,7352538.0
2006-11-30,85150,90620,85150,87015,103053,25734.0,7352538.0
2006-12-01,87014,87511,82663,83287,83094,24631.0,7352538.0
2006-12-04,80798,83782,79928,83038,60270,24557.0,7352538.0
2006-12-05,82789,94722,82789,87015,251464,25734.0,7352538.0
2006-12-06,85025,86890,81171,84406,87660,24962.0,7352538.0
2006-12-07,85522,85522,81296,82044,80003,24263.0,7352538.0
2006-12-08,82042,82042,78065,79308,49729,27571.0,8642799.0
2006-12-11,75703,79805,75703,79184,42335,27527.0,8642799.0
2006-12-12,76573,79059,75827,78065,16416,27138.0,8642799.0
2006-12-13,78810,78810,75330,76698,20908,26663.0,8642799.0
2006-12-14,74707,79183,74707,78812,30669,27398.0,8642799.0
2006-12-15,81047,81047,77815,78438,16812,27268.0,8642799.0
2006-12-18,80798,80798,77691,79557,29152,27657.0,8642799.0
2006-12-19,81048,81048,75330,77071,27451,26793.0,8642799.0
2006-12-20,78560,78560,75826,76325,22454,26533.0,8642799.0
2006-12-21,77070,77070,73341,74709,37173,25972.0,8642799.0
2006-12-22,74707,83284,73713,79557,153562,27657.0,8642799.0
2006-12-26,80052,80052,76198,76574,42715,26620.0,8642799.0
2006-12-27,78561,80551,76822,77195,35503,26836.0,8642799.0
2006-12-28,77566,81544,77442,78563,40294,27311.0,8642799.0
2007-01-02,84528,85398,78313,79557,85020,27657.0,8642799.0
2007-01-03,79679,81171,78560,79557,45547,27657.0,8642799.0
2007-01-04,79556,80799,78065,78065,43095,27138.0,8642799.0
2007-01-05,78065,81670,78065,78935,25711,27441.0,8642799.0
2007-01-08,78935,82788,78314,81670,96202,28392.0,8642799.0
2007-01-09,83285,83285,80551,81670,42393,28392.0,8642799.0
2007-01-10,81669,88629,81544,82168,331187,28564.0,8642799.0
2007-01-11,82664,84902,81545,84529,96429,29386.0,8642799.0
2007-01-12,86517,86766,82415,82416,139080,28651.0,8642799.0
2007-01-15,83284,84528,82041,83038,80047,28867.0,8642799.0
2007-01-16,82414,85646,82414,84406,71128,29342.0,8642799.0
2007-01-17,83534,91241,83534,87015,141330,30250.0,8642799.0
2007-01-18,87015,96959,87015,93479,206310,32497.0,8642799.0
2007-01-19,93479,93976,88258,88259,79355,30682.0,8642799.0
2007-01-22,87139,88630,83037,83659,72993,29083.0,8642799.0
2007-01-23,82912,85772,82912,83784,58663,29163.0,8653654.0
2007-01-24,84031,85523,83285,83535,51229,29076.0,8653654.0
2007-01-25,83533,84528,82788,83287,1048280,28990.0,8653654.0
2007-01-26,84529,89501,83285,86891,86578,30245.0,8653654.0
2007-01-29,89003,89003,84154,84157,1409235,29293.0,8653654.0
2007-01-30,84279,85398,81420,81919,79167,28514.0,8653654.0
2007-01-31,81544,83036,80426,83038,43538,28903.0,8653654.0
2007-02-01,82042,83534,80427,80552,40197,28038.0,8653654.0
2007-02-02,80551,82042,80053,80303,9394,27951.0,8653654.0
2007-02-05,79556,82167,76324,79433,70252,27648.0,8653654.0
2007-02-06,78314,78935,77070,77195,30803,26870.0,8653654.0
2007-02-07,77070,78810,77070,78314,17511,27259.0,8653654.0
2007-02-08,79059,79059,76822,77071,17874,26826.0,8653654.0
2007-02-09,77194,77442,75080,75455,48095,26264.0,8653654.0
2007-02-12,83907,83907,75827,77816,32845,27086.0,8653654.0
2007-02-13,77318,79432,76076,76077,22348,26480.0,8653654.0
2007-02-14,77069,80052,76572,77569,25013,26999.0,8653654.0
2007-02-15,77816,89128,77816,89129,1027180,31023.0,8653654.0
2007-02-16,93479,96337,87512,88383,710722,30764.0,8653654.0
2007-02-20,88505,92483,85771,88632,557076,30850.0,8653654.0
2007-02-21,90246,95218,88629,88632,484223,30850.0,8653654.0
2007-02-22,85273,87138,83284,84032,237685,29249.0,8653654.0
2007-02-23,85771,85771,81669,82914,163274,28860.0,8653654.0
2007-02-26,84777,84777,82042,82540,155942,28730.0,8653654.0
2007-02-27,82042,82540,78561,79308,123311,27605.0,8653654.0
2007-02-28,76447,76447,67497,75331,181578,26221.0,8653654.0
2007-03-02,73464,86392,73464,80800,327622,28124.0,8653654.0
2007-03-05,81918,85647,78437,82665,184997,28773.0,8653654.0
2007-03-06,83782,83782,80798,81919,74069,28514.0,8653654.0
2007-03-07,83284,87511,79555,87513,299260,30461.0,8653654.0
2007-03-08,96959,100565,89998,100565,2308299,35004.0,8653654.0
2007-03-09,94472,103796,93229,96463,865273,33576.0,8653654.0
2007-03-12,97455,110880,93851,110883,1632081,38595.0,8653654.0
2007-03-13,115108,115108,104168,104170,970279,36259.0,8653654.0
2007-03-14,98698,100688,94472,94475,605909,32884.0,8653654.0
2007-03-15,96213,99320,93229,94475,461061,32884.0,8653654.0
2007-03-16,93230,98451,91117,93977,643752,32711.0,8653654.0
2007-03-19,94099,101930,94099,98950,440433,34442.0,8653654.0
2007-03-20,99445,100936,93229,94475,313408,32884.0,8653654.0
2007-03-21,93727,104417,91738,101933,458777,35480.0,8653654.0
2007-03-22,100811,102552,95218,95220,295847,33143.0,8653654.0
2007-03-23,93478,97828,93229,95344,170872,33187.0,8653654.0
2007-03-26,95343,97829,94722,94722,92684,32970.0,8653654.0
2007-03-27,92608,94597,88505,88507,301510,30807.0,8653654.0
2007-03-28,88258,90620,87264,89502,89469,31153.0,8653654.0
2007-03-29,89501,89998,85647,85648,148302,29812.0,8653654.0
2007-03-30,87760,87760,84529,84778,81007,29509.0,8653654.0
2007-04-02,83782,87511,83782,85151,83638,29639.0,8653654.0
2007-04-03,85273,86765,84776,85400,44697,29725.0,8653654.0
2007-04-04,85523,90992,85523,90621,155944,31543.0,8653654.0
2007-04-05,89749,91614,87015,89253,94142,31067.0,8653654.0
2007-04-06,90743,90743,86642,87015,112627,30288.0,8653654.0
2007-04-09,87015,88383,85026,85772,93306,29855.0,8653654.0
2007-04-10,86641,89251,84652,86394,139966,30071.0,8653654.0
2007-04-11,86516,88008,85771,87513,106506,30461.0,8653654.0
2007-04-12,87263,88505,86267,88507,96728,30807.0,8653654.0
2007-04-13,88506,91613,87015,89502,202134,31153.0,8653654.0
2007-04-16,89749,93852,88134,91739,210497,31932.0,8653654.0
2007-04-17,91738,91738,87759,87762,113869,30547.0,8653654.0
2007-04-18,87759,89251,86392,86394,57994,30071.0,8653654.0
2007-04-19,86268,87636,82042,84529,120602,29422.0,8653654.0
2007-04-20,83410,85772,83285,83410,75616,29033.0,8653654.0
2007-04-23,84403,84403,81544,82168,136338,43662.0,13210929.0
2007-04-24,82041,85398,81296,84406,123509,44851.0,13210929.0
2007-04-25,84404,87264,81670,82416,135621,43794.0,13210929.0
2007-04-26,80798,82290,79555,79930,78149,42473.0,13210929.0
2007-04-27,78686,81421,74708,74709,87255,39699.0,13210929.0
2007-04-30,75578,77691,75330,76822,55385,40822.0,13210929.0
2007-05-02,77069,80301,77069,79682,56983,42341.0,13210929.0
2007-05-03,79556,83534,79556,83535,71903,44389.0,13210929.0
2007-05-04,83036,89003,82663,83038,401349,44125.0,13210929.0
2007-05-07,85647,88258,83037,84529,223910,44917.0,13210929.0
2007-05-08,87015,87015,82415,82416,84605,43794.0,13210929.0
2007-05-09,81670,85274,81048,82665,69831,43926.0,13210929.0
2007-05-10,83284,84403,79555,79930,104353,42473.0,13210929.0
2007-05-11,80052,80550,77815,79557,33559,42275.0,13210929.0
2007-05-14,79059,80799,77816,78314,118702,41614.0,13210929.0
2007-05-15,77317,78436,77069,77569,71425,41218.0,13210929.0
2007-05-16,76199,80053,76199,79060,75116,42011.0,13210929.0
2007-05-17,81545,81545,78065,78314,50412,41614.0,13210929.0
2007-05-18,78314,79556,76324,77816,36780,41350.0,13210929.0
2007-05-21,77940,81297,76697,78314,97490,41614.0,13210929.0
2007-05-22,80177,80177,76447,76450,80005,40624.0,13210929.0
2007-05-23,77318,82789,76573,79060,192375,42011.0,13210929.0
2007-05-25,79556,81670,78314,81546,81685,43332.0,13210929.0
2007-05-28,81669,81792,79555,79557,75692,42275.0,13210929.0
2007-05-29,80426,80798,78809,79930,37840,42473.0,13210929.0
2007-05-30,79059,80178,77691,79060,82472,42011.0,13210929.0
2007-05-31,79308,79556,76822,77816,144663,41350.0,13210929.0
2007-06-01,77816,78935,75330,76946,146218,40888.0,13210929.0
2007-06-04,76076,88383,75578,88383,1657148,46965.0,13210929.0
2007-06-05,88755,89501,82042,83410,540878,44323.0,13210929.0
2007-06-07,83409,86392,82041,84032,209645,44653.0,13210929.0
2007-06-08,84776,84776,79183,79557,297288,42275.0,13210929.0
2007-06-11,80426,82041,79679,80800,125869,42936.0,13210929.0
2007-06-12,80923,84777,80675,83659,229954,44455.0,13210929.0
2007-06-13,84652,88505,83533,85276,380852,45313.0,13210929.0
2007-06-14,86144,88257,85149,86519,172550,45974.0,13210929.0
2007-06-15,88133,90370,85771,86519,275519,45974.0,13210929.0
2007-06-18,87263,89997,87014,87762,255589,46635.0,13210929.0
2007-06-19,88258,88506,84777,85897,245236,45644.0,13210929.0
2007-06-20,86890,94473,86517,88259,359543,46899.0,13210929.0
2007-06-21,88258,91862,87015,91490,223912,48616.0,13210929.0
2007-06-22,93975,93975,90246,91118,157195,48418.0,13210929.0
2007-06-25,89873,95466,88505,91988,286225,48880.0,13210929.0
2007-06-26,92733,94971,85772,87015,258977,46238.0,13210929.0
2007-06-27,86144,87014,83906,85276,190341,45313.0,13210929.0
2007-06-28,85398,86890,84653,85648,65342,45512.0,13210929.0
2007-06-29,84776,86516,84776,86519,95039,45974.0,13210929.0
2007-07-02,86517,88755,85150,87140,87219,46304.0,13210929.0
2007-07-03,88257,88257,81792,83038,236697,44125.0,13210929.0
2007-07-04,83907,83907,79432,81670,164001,43398.0,13210929.0
2007-07-05,81047,81047,78313,78812,173251,41879.0,13210929.0
2007-07-06,78935,81421,78437,79184,115294,42077.0,13210929.0
2007-07-09,79183,82042,78561,79060,138048,42011.0,13210929.0
2007-07-10,79308,80799,78313,79184,126706,42077.0,13210929.0
2007-07-11,78436,80922,78436,79557,134084,42275.0,13210929.0
2007-07-12,80427,80551,79059,79060,72696,42011.0,13210929.0
2007-07-13,80053,80053,78314,79308,108284,42143.0,13210929.0
2007-07-16,80052,80052,75951,76325,94481,40558.0,13210929.0
2007-07-18,75329,76323,73340,74337,162698,39501.0,13210929.0
2007-07-19,73838,78686,73838,76698,78393,40756.0,13210929.0
2007-07-20,76696,78934,76696,77569,51310,41218.0,13210929.0
2007-07-23,79431,79431,74583,76201,63463,40491.0,13210929.0
2007-07-24,75330,77070,74584,75703,101096,40227.0,13210929.0
2007-07-25,73340,76572,73340,76325,98985,40558.0,13210929.0
2007-07-26,76696,77069,74459,76201,93065,40491.0,13210929.0
2007-07-27,74460,76822,74460,75952,51800,40359.0,13210929.0
2007-07-30,74956,76572,74956,76325,56242,40558.0,13210929.0
2007-07-31,76573,79184,75703,78065,128327,41482.0,13210929.0
2007-08-01,78436,79555,76821,77320,73435,41086.0,13210929.0
2007-08-02,77317,78809,76447,76450,67027,40624.0,13210929.0
2007-08-03,76448,78437,76448,77941,48609,41416.0,13210929.0
2007-08-06,76075,78312,75826,77569,38509,41218.0,13210929.0
2007-08-07,78312,79058,77069,78687,66026,41813.0,13210929.0
2007-08-08,79804,79804,78436,78812,60380,41879.0,13210929.0
2007-08-09,78809,79928,78560,79930,49208,42473.0,13210929.0
2007-08-10,79307,81917,79058,80800,158474,42936.0,13210929.0
2007-08-13,82042,82042,78561,79060,57613,42011.0,13210929.0
2007-08-14,78810,81048,68492,69115,533403,36726.0,13210929.0
2007-08-16,64639,65883,58797,58797,268701,31244.0,13210929.0
2007-08-17,61407,61407,54942,57555,67709,30583.0,13210929.0
2007-08-20,58796,62525,58796,60663,63152,32235.0,13210929.0
2007-08-21,59667,61408,58672,60414,95914,32103.0,13210929.0
2007-08-22,60537,63272,60413,62527,59919,33225.0,13210929.0
2007-08-23,63520,69114,63395,64143,166107,34084.0,13210929.0
2007-08-24,63395,65384,63395,65013,18134,34547.0,13210929.0
2007-08-27,65261,67747,65012,65883,52930,35009.0,13210929.0
2007-08-28,64515,65883,62651,63397,88724,33688.0,13210929.0
2007-08-29,60910,63396,59667,62527,34906,33225.0,13210929.0
2007-08-30,65261,65261,61904,62154,33135,33027.0,13210929.0
2007-08-31,62277,64638,60785,62030,80406,32961.0,13210929.0
2007-09-03,62774,67498,62774,65510,177850,34811.0,13210929.0
2007-09-04,67374,67374,64017,64391,63387,34216.0,13210929.0
2007-09-05,65882,66130,63769,65013,72020,34547.0,13210929.0
2007-09-06,63770,65261,63023,64889,51461,34481.0,13210929.0
2007-09-07,65261,66877,64142,64516,42430,34282.0,13210929.0
2007-09-10,63396,63396,62153,62154,44413,33027.0,13210929.0
2007-09-11,61780,63770,60910,62527,43551,33225.0,13210929.0
2007-09-12,64390,64390,61780,62651,28507,33292.0,13210929.0
2007-09-13,62277,62402,60040,61284,69428,32565.0,13210929.0
2007-09-14,62029,62029,60661,61159,48548,32499.0,13210929.0
2007-09-17,61408,67623,60537,64889,116687,34481.0,13210929.0
2007-09-18,64639,64639,61034,61159,77875,32499.0,13210929.0
2007-09-19,62153,64515,62153,62154,49393,33027.0,13210929.0
2007-09-20,63770,63770,60661,61284,42016,32565.0,13210929.0
2007-09-21,61904,62651,60661,61159,32852,32499.0,13210929.0
2007-09-27,62899,62899,60164,61284,64228,32565.0,13210929.0
2007-09-28,60413,61159,59916,61159,54083,32499.0,13210929.0
2007-10-01,61158,61779,59915,60663,57148,32235.0,13210929.0
2007-10-02,61283,61283,60164,60165,41854,31970.0,13210929.0
2007-10-04,60164,60661,59667,60414,27236,32103.0,13210929.0
2007-10-05,59667,60910,59418,60414,54002,32103.0,13210929.0
2007-10-08,60163,60660,57179,57182,115235,30385.0,13210929.0
2007-10-09,57180,60910,55440,58797,71458,31244.0,13210929.0
2007-10-10,59667,61408,57554,58797,52767,31244.0,13210929.0
2007-10-11,58796,58796,56807,57182,65159,30385.0,13210929.0
2007-10-12,57180,57678,56186,56809,29350,30187.0,13210929.0
2007-10-15,58298,58671,55937,57182,70004,30385.0,13210929.0
2007-10-16,56185,57179,51959,51961,73206,27611.0,13210929.0
2007-10-17,51338,52456,46863,49724,88830,26422.0,13210929.0
2007-10-18,50095,51339,49349,50096,46452,26620.0,13210929.0
2007-10-19,52084,57554,51960,53577,103244,28470.0,13210929.0
2007-10-22,46739,50841,45620,48853,95956,25959.0,13210929.0
2007-10-23,48728,52333,48728,52209,26306,27743.0,13210929.0
2007-10-24,51960,53203,49225,52209,30859,27743.0,13210929.0
2007-10-25,51090,53948,50344,52458,34057,27875.0,13210929.0
2007-10-26,52456,54322,52456,53701,25329,28536.0,13210929.0
2007-10-29,55192,55192,52830,54695,53646,29064.0,13210929.0
2007-10-30,54694,54694,52208,54199,27593,28800.0,13210929.0
2007-10-31,54321,54321,52581,52956,38302,28139.0,13210929.0
2007-11-01,53078,54445,51462,53080,31314,28205.0,13210929.0
2007-11-02,51586,57180,51090,54447,123093,28932.0,13210929.0
