윈하이텍(192390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-04-12,6670,6720,6470,6700,107549,66083.0,9863089.0
2016-04-14,6690,6860,6530,6670,122286,65787.0,9863089.0
2016-04-15,6600,6660,6250,6250,162580,61644.0,9863089.0
2016-04-18,6190,6210,5770,5860,234947,57798.0,9863089.0
2016-04-19,5920,6240,5890,6240,141811,61546.0,9863089.0
2016-04-20,6240,6680,6240,6380,357311,62927.0,9863089.0
2016-04-21,6570,6670,6460,6480,146781,63913.0,9863089.0
2016-04-22,6440,6800,6340,6520,235053,64307.0,9863089.0
2016-04-25,6520,6590,6390,6470,62189,63814.0,9863089.0
2016-04-26,6470,6490,6250,6350,65801,62631.0,9863089.0
2016-04-27,6360,6520,6280,6290,50396,62039.0,9863089.0
2016-04-28,6440,6580,6300,6310,75682,62236.0,9863089.0
2016-04-29,6350,6480,6210,6350,75507,62631.0,9863089.0
2016-05-02,6360,6390,5900,6080,159025,59968.0,9863089.0
2016-05-03,6030,6150,6010,6140,48596,60559.0,9863089.0
2016-05-04,6110,6380,6030,6040,111537,59573.0,9863089.0
2016-05-09,6060,6350,5980,6040,143073,59573.0,9863089.0
2016-05-10,6090,6090,5980,6060,41368,59770.0,9863089.0
2016-05-11,6090,6830,6040,6560,1012170,64702.0,9863089.0
2016-05-12,6670,6780,6480,6720,316222,66280.0,9863089.0
2016-05-13,6850,7200,6790,6980,551471,68844.0,9863089.0
2016-05-16,7210,7660,6980,7220,787087,71212.0,9863089.0
2016-05-17,7180,7380,7040,7180,309478,70817.0,9863089.0
2016-05-18,7150,7500,6820,7240,633078,71409.0,9863089.0
2016-05-19,7230,7230,6950,7190,263438,70916.0,9863089.0
2016-05-20,7270,7560,7060,7180,449850,70817.0,9863089.0
2016-05-23,7080,7270,6870,7070,307968,69732.0,9863089.0
2016-05-24,6920,6950,6700,6830,319612,67365.0,9863089.0
2016-05-25,6840,6930,6440,6440,365579,63518.0,9863089.0
2016-05-26,6710,6800,6470,6560,365211,64702.0,9863089.0
2016-05-27,6460,6700,6400,6600,120703,65096.0,9863089.0
2016-05-30,6610,6650,6330,6400,145519,63124.0,9863089.0
2016-05-31,6400,6580,6370,6450,85588,63617.0,9863089.0
2016-06-01,6410,6710,6390,6610,180163,65195.0,9863089.0
2016-06-02,6610,6670,6440,6490,94453,64011.0,9863089.0
2016-06-03,6490,6500,6270,6340,87169,62532.0,9863089.0
2016-06-07,6390,6390,6270,6380,71880,62927.0,9863089.0
2016-06-08,6380,6440,6110,6200,151003,61151.0,9863089.0
2016-06-09,6270,6270,6070,6140,54841,60559.0,9863089.0
2016-06-10,6150,6340,6050,6300,75433,62137.0,9863089.0
2016-06-13,6300,6350,6090,6150,67470,60658.0,9863089.0
2016-06-14,6150,6350,6000,6070,80702,59869.0,9863089.0
2016-06-15,6070,6200,6040,6200,56475,61151.0,9863089.0
2016-06-16,6200,6230,5880,5880,99046,57995.0,9863089.0
2016-06-17,5900,5930,5710,5740,63443,56614.0,9863089.0
2016-06-20,5760,5970,5750,5920,38076,58389.0,9863089.0
2016-06-21,5960,7690,5820,7690,3336851,75847.0,9863089.0
2016-06-22,6820,7100,6250,6250,3331242,61644.0,9863089.0
2016-06-23,6400,6760,6280,6280,2400760,61940.0,9863089.0
2016-06-24,6340,6420,5370,5550,1171769,54740.0,9863089.0
2016-06-27,5290,5770,5270,5550,334116,54740.0,9863089.0
2016-06-28,5430,5800,5430,5660,251375,55825.0,9863089.0
2016-06-29,5790,5930,5710,5800,255749,57206.0,9863089.0
2016-06-30,5800,5980,5710,5780,207944,57009.0,9863089.0
2016-07-01,5860,6040,5830,5950,272728,58685.0,9863089.0
2016-07-04,6050,6430,6010,6180,431740,60954.0,9863089.0
2016-07-05,6180,6250,6140,6210,129075,61250.0,9863089.0
2016-07-06,6240,6270,6070,6210,166544,61250.0,9863089.0
2016-07-07,6220,6350,6170,6230,131722,61447.0,9863089.0
2016-07-08,6290,6290,5950,6010,259478,59277.0,9863089.0
2016-07-11,6080,6150,5940,6110,124886,60263.0,9863089.0
2016-07-12,6100,6340,6090,6310,214310,62236.0,9863089.0
2016-07-13,6360,6400,6250,6370,135542,62828.0,9863089.0
2016-07-14,6420,6420,6250,6300,97799,62137.0,9863089.0
2016-07-15,6270,6410,6270,6270,85327,61842.0,9863089.0
2016-07-18,6300,6450,6210,6420,105496,63321.0,9863089.0
2016-07-19,6420,6500,6360,6430,74459,63420.0,9863089.0
2016-07-20,6430,6440,6330,6430,60119,63420.0,9863089.0
2016-07-21,6500,6520,6420,6480,90058,63913.0,9863089.0
2016-07-22,6480,6600,6400,6490,100790,64011.0,9863089.0
2016-07-25,6490,7130,6450,6900,458924,68055.0,9863089.0
2016-07-26,7040,7300,6660,7060,726371,69633.0,9863089.0
2016-07-27,7170,7390,6920,6920,446327,68253.0,9863089.0
2016-07-28,6900,7070,6700,6800,163708,67069.0,9863089.0
2016-07-29,6800,7080,6760,7000,203343,69042.0,9863089.0
2016-08-01,7140,7140,6780,7040,188371,69436.0,9863089.0
2016-08-02,7030,7270,6890,7170,340303,70718.0,9863089.0
2016-08-03,7130,8330,7040,7860,3672153,77524.0,9863089.0
2016-08-04,7800,8210,7700,8000,988726,78905.0,9863089.0
2016-08-05,8000,8190,7850,8030,487309,79201.0,9863089.0
2016-08-08,8000,8420,7870,7980,992911,78707.0,9863089.0
2016-08-09,8000,8220,7850,8220,467634,81075.0,9863089.0
2016-08-10,8200,8250,8050,8070,266770,79595.0,9863089.0
2016-08-11,7980,8070,7420,7420,500338,73184.0,9863089.0
2016-08-12,7460,8600,7450,8300,2439257,81864.0,9863089.0
2016-08-16,8260,8470,8110,8470,605226,83540.0,9863089.0
2016-08-17,8460,8480,7970,8100,547922,79891.0,9863089.0
2016-08-18,8060,8220,7750,7970,401008,78609.0,9863089.0
2016-08-19,7900,8550,7900,8250,574501,81370.0,9863089.0
2016-08-22,8250,8400,8000,8010,304720,79003.0,9863089.0
2016-08-23,7990,8150,7700,7760,287448,76538.0,9863089.0
2016-08-24,7800,8190,7760,8190,348752,80779.0,9863089.0
2016-08-25,8150,8190,7910,7920,227760,78116.0,9863089.0
2016-08-26,7920,8270,7810,8190,291575,80779.0,9863089.0
2016-08-29,8150,9250,8020,8650,2567355,85316.0,9863089.0
2016-08-30,8650,8890,8460,8790,777006,86697.0,9863089.0
2016-08-31,8720,8780,8400,8520,407134,84034.0,9863089.0
2016-09-01,8520,8910,8240,8480,449984,83639.0,9863089.0
2016-09-02,8460,8940,8400,8830,368300,87091.0,9863089.0
2016-09-05,8850,9600,8770,9130,983816,90050.0,9863089.0
2016-09-06,9200,9260,8950,9260,364434,91332.0,9863089.0
2016-09-07,9270,9550,9100,9300,517839,91727.0,9863089.0
2016-09-08,9390,10050,8600,9490,1539234,93601.0,9863089.0
2016-09-09,9680,9970,9320,9900,624132,97645.0,9863089.0
2016-09-12,9630,10500,9310,9310,1095302,91825.0,9863089.0
2016-09-13,9590,10050,9350,9650,570757,95179.0,9863089.0
2016-09-19,9840,10100,9740,9990,516795,98532.0,9863089.0
2016-09-20,10400,10650,9990,10000,515094,98631.0,9863089.0
2016-09-21,10100,10150,9530,9710,429686,95771.0,9863089.0
2016-09-22,9710,9770,9200,9200,364389,90740.0,9863089.0
2016-09-23,9290,9440,8890,8890,570679,87683.0,9863089.0
2016-09-26,8990,9350,8810,9300,503899,91727.0,9863089.0
2016-09-27,9280,9400,9000,9300,443810,91727.0,9863089.0
2016-09-28,9260,9460,9210,9330,279346,92023.0,9863089.0
2016-09-29,9320,9550,9100,9100,284045,89754.0,9863089.0
2016-09-30,9000,9040,8650,8860,410382,87387.0,9863089.0
2016-10-04,8800,8950,8690,8740,119898,86203.0,9863089.0
2016-10-05,8850,9030,8600,8640,195961,85217.0,9863089.0
2016-10-06,8700,8910,8520,8790,155649,86697.0,9863089.0
2016-10-07,8790,8820,8200,8310,268825,81962.0,9863089.0
2016-10-10,8310,8430,8200,8230,112389,81173.0,9863089.0
2016-10-11,8230,8320,7810,7920,262964,78116.0,9863089.0
2016-10-12,7810,8060,7790,7860,121983,77524.0,9863089.0
2016-10-13,7800,7970,7480,7560,221580,74565.0,9863089.0
2016-10-14,7600,7760,7560,7710,117216,76044.0,9863089.0
2016-10-17,7610,7710,7100,7100,296945,70028.0,9863089.0
2016-10-18,7190,7470,7170,7230,180710,71310.0,9863089.0
2016-10-19,7240,7470,7180,7450,106063,73480.0,9863089.0
2016-10-20,7480,7480,7200,7220,134538,71212.0,9863089.0
2016-10-21,7180,7250,7100,7100,99222,70028.0,9863089.0
2016-10-24,7190,7490,7140,7370,150699,72691.0,9863089.0
2016-10-25,7360,7500,7080,7310,192849,72099.0,9863089.0
2016-10-26,7410,7710,7170,7510,647315,74072.0,9863089.0
2016-10-27,7750,8400,7520,7550,500300,74466.0,9863089.0
2016-10-28,7700,8280,7660,8230,974475,81173.0,9863089.0
2016-10-31,8360,8660,7950,8300,881141,81864.0,9863089.0
2016-11-01,8310,8500,7920,8130,554143,80187.0,9863089.0
2016-11-02,8140,8400,7530,7640,436088,75354.0,9863089.0
2016-11-03,7600,7830,7530,7790,344080,76833.0,9863089.0
2016-11-04,7650,8350,7510,8350,564016,82357.0,9863089.0
2016-11-07,8510,8670,8120,8300,734881,81864.0,9863089.0
2016-11-08,8290,8380,8100,8120,268787,80088.0,9863089.0
2016-11-09,8150,8180,6770,7350,870100,72494.0,9863089.0
2016-11-10,7450,7850,7430,7810,332753,77031.0,9863089.0
2016-11-11,7780,8100,7630,8050,225544,79398.0,9863089.0
2016-11-14,8290,8900,8100,8410,1149412,82949.0,9863089.0
2016-11-15,8300,8800,8000,8630,971992,85118.0,9863089.0
2016-11-16,8660,8920,8480,8480,453708,83639.0,9863089.0
2016-11-17,8200,8340,8110,8280,418828,81666.0,9863089.0
2016-11-18,8330,8330,7960,7960,175896,78510.0,9863089.0
2016-11-21,7960,7960,7560,7560,218019,74565.0,9863089.0
2016-11-22,7600,7750,7360,7520,109785,74170.0,9863089.0
2016-11-23,7510,7900,7510,7810,262821,77031.0,9863089.0
2016-11-24,7790,7830,7470,7550,149745,74466.0,9863089.0
2016-11-25,7520,7620,7270,7330,197354,72296.0,9863089.0
2016-11-28,7300,7490,7210,7360,86694,72592.0,9863089.0
2016-11-29,7370,7650,7310,7410,194036,73085.0,9863089.0
2016-11-30,7420,7530,7260,7310,112749,72099.0,9863089.0
2016-12-01,7260,7310,6910,6940,140023,68450.0,9863089.0
2016-12-02,6840,7080,6840,6950,93434,68548.0,9863089.0
2016-12-05,6860,7030,6770,6770,101150,66773.0,9863089.0
2016-12-06,6690,6970,6690,6800,77261,67069.0,9863089.0
2016-12-07,6850,6950,6400,6480,174932,63913.0,9863089.0
2016-12-08,6530,6980,6530,6900,145539,68055.0,9863089.0
2016-12-09,6900,7080,6780,7030,139478,69338.0,9863089.0
2016-12-12,7130,7190,6940,7190,107577,70916.0,9863089.0
2016-12-13,7130,7290,7110,7110,94283,70127.0,9863089.0
2016-12-14,7140,7160,6840,6840,95795,67464.0,9863089.0
2016-12-15,6900,6950,6820,6840,78749,67464.0,9863089.0
2016-12-16,6840,7420,6750,7120,295981,70225.0,9863089.0
2016-12-19,7160,7410,7000,7320,169734,72198.0,9863089.0
2016-12-20,7330,7460,7280,7420,126481,73184.0,9863089.0
2016-12-21,7440,7440,7280,7300,70862,72001.0,9863089.0
2016-12-22,7300,7410,7240,7340,42078,72395.0,9863089.0
2016-12-23,7290,7360,7080,7200,94414,71014.0,9863089.0
2016-12-26,7200,7250,7040,7160,81802,70620.0,9863089.0
2016-12-27,7050,7160,7020,7080,73136,69831.0,9863089.0
2016-12-28,7090,7390,7070,7320,101244,72198.0,9863089.0
2016-12-29,7400,7400,7150,7240,66210,71409.0,9863089.0
2017-01-02,7240,7500,7240,7480,164649,73776.0,9863089.0
2017-01-03,7500,7790,7400,7700,219658,75946.0,9863089.0
2017-01-04,7700,7740,7490,7600,94684,74959.0,9863089.0
2017-01-05,7600,7740,7400,7480,51415,73776.0,9863089.0
2017-01-06,7500,7590,7320,7450,75913,73480.0,9863089.0
2017-01-09,7400,7650,7400,7650,101181,75453.0,9863089.0
2017-01-10,7700,7710,7110,7270,242197,71705.0,9863089.0
2017-01-11,7220,7340,7000,7030,189781,69338.0,9863089.0
2017-01-12,7060,8020,6990,7600,1240970,74959.0,9863089.0
2017-01-13,7650,7820,7400,7590,460066,74861.0,9863089.0
2017-01-16,7700,7970,7550,7690,472344,75847.0,9863089.0
2017-01-17,7630,7740,7510,7560,158214,74565.0,9863089.0
2017-01-18,7550,8120,7530,7840,425634,77327.0,9863089.0
2017-01-19,7800,7840,7610,7740,167309,76340.0,9863089.0
2017-01-20,7870,8080,7570,7740,362460,76340.0,9863089.0
2017-01-23,7840,7990,7510,7570,200820,74664.0,9863089.0
2017-01-24,7530,7620,7120,7230,190262,71310.0,9863089.0
2017-01-25,7230,7380,7130,7130,89320,70324.0,9863089.0
2017-01-26,7140,7390,7130,7340,81649,72395.0,9863089.0
2017-01-31,7350,7630,7350,7500,69685,73973.0,9863089.0
2017-02-01,7500,7500,7160,7280,171328,71803.0,9863089.0
2017-02-02,7400,7430,6910,6910,367565,68154.0,9863089.0
2017-02-03,6920,7160,6920,7000,95599,69042.0,9863089.0
2017-02-06,7000,7060,6850,6850,83713,67562.0,9863089.0
2017-02-07,6900,6940,6710,6900,61837,68055.0,9863089.0
2017-02-08,7060,7100,6770,6770,89735,66773.0,9863089.0
2017-02-09,6700,6900,6580,6600,123967,65096.0,9863089.0
2017-02-10,6610,6830,6550,6550,109186,64603.0,9863089.0
2017-02-13,6580,6600,6440,6500,45596,64110.0,9863089.0
2017-02-14,6470,6760,6460,6540,106866,64505.0,9863089.0
2017-02-15,6540,6600,6390,6420,56022,63321.0,9863089.0
2017-02-16,6390,6470,6320,6350,71032,62631.0,9863089.0
2017-02-17,6320,6430,6270,6270,66025,61842.0,9863089.0
2017-02-20,6270,6300,6060,6080,110114,59968.0,9863089.0
2017-02-21,6080,6350,6030,6080,109632,59968.0,9863089.0
2017-02-22,6080,6200,6050,6180,93715,60954.0,9863089.0
2017-02-23,6200,6200,6040,6090,43997,60066.0,9863089.0
2017-02-24,6040,6090,5940,5940,97873,58587.0,9863089.0
2017-02-27,5960,6240,5960,6220,113483,61348.0,9863089.0
2017-02-28,6220,6230,6070,6080,63895,59968.0,9863089.0
2017-03-02,6080,6170,5950,6000,72621,59179.0,9863089.0
2017-03-03,5980,6020,5660,5670,126803,55924.0,9863089.0
2017-03-06,5520,5920,5480,5810,108256,57305.0,9863089.0
2017-03-07,5810,5960,5810,5950,86522,58685.0,9863089.0
2017-03-08,5980,6060,5870,6010,20490,59277.0,9863089.0
2017-03-09,6100,6700,6040,6450,694110,63617.0,9863089.0
2017-03-10,6460,6730,5510,6210,419499,61250.0,9863089.0
2017-03-13,6210,6320,6150,6230,123508,61447.0,9863089.0
2017-03-14,6230,6250,6100,6190,94723,61053.0,9863089.0
2017-03-15,6190,6240,5970,6000,124154,59179.0,9863089.0
2017-03-16,6010,6180,5970,6020,73378,59376.0,9863089.0
2017-03-17,6000,6100,5970,6000,56020,59179.0,9863089.0
2017-03-20,6000,6050,5800,5900,86531,58192.0,9863089.0
2017-03-21,5900,5920,5830,5850,49752,57699.0,9863089.0
2017-03-22,5850,5940,5710,5870,98769,57896.0,9863089.0
2017-03-23,5880,5960,5820,5950,67356,58685.0,9863089.0
2017-03-24,6000,6020,5830,5860,66243,57798.0,9863089.0
2017-03-27,5820,6210,5820,6100,168973,60165.0,9863089.0
2017-03-28,6150,6200,6000,6040,131252,59573.0,9863089.0
2017-03-29,6080,6260,5960,6170,120193,60855.0,9863089.0
2017-03-30,6340,6820,6130,6200,956983,61151.0,9863089.0
2017-03-31,6160,6540,6160,6490,288809,64011.0,9863089.0
2017-04-03,6700,6810,6460,6480,252794,63913.0,9863089.0
2017-04-04,6590,6600,5990,6010,716787,59277.0,9863089.0
2017-04-05,6040,6130,5980,5980,167585,58981.0,9863089.0
2017-04-06,5980,6020,5750,5900,198345,58192.0,9863089.0
2017-04-07,5900,5980,5870,5900,47397,58192.0,9863089.0
2017-04-10,5760,5770,5600,5720,233488,56417.0,9863089.0
2017-04-11,5720,5830,5590,5650,92358,55726.0,9863089.0
2017-04-12,5620,5720,5600,5650,73806,55726.0,9863089.0
2017-04-13,5650,5700,5520,5700,90724,56220.0,9863089.0
2017-04-14,5720,6050,5720,5770,164829,56910.0,9863089.0
2017-04-17,5810,5880,5500,5800,98647,57206.0,9863089.0
2017-04-18,5850,5880,5760,5850,56771,57699.0,9863089.0
2017-04-19,5820,5870,5720,5770,56185,56910.0,9863089.0
2017-04-20,5720,6640,5710,6060,1189447,59770.0,9863089.0
2017-04-21,6040,6040,5860,5900,276758,58192.0,9863089.0
2017-04-24,5870,5970,5750,5760,121666,56811.0,9863089.0
2017-04-25,5800,5860,5780,5810,45466,57305.0,9863089.0
2017-04-26,5810,5890,5780,5790,57601,57107.0,9863089.0
2017-04-27,5760,5880,5750,5810,98056,57305.0,9863089.0
2017-04-28,5820,5840,5680,5690,98328,56121.0,9863089.0
2017-05-02,5630,5790,5630,5760,96919,56811.0,9863089.0
2017-05-04,5700,5840,5700,5840,40354,57600.0,9863089.0
2017-05-08,5950,5950,5790,5870,53477,57896.0,9863089.0
2017-05-10,5820,5860,5710,5750,62342,56713.0,9863089.0
2017-05-11,5750,5800,5710,5750,46679,56713.0,9863089.0
2017-05-12,5750,5760,5700,5750,31027,56713.0,9863089.0
2017-05-15,5710,5770,5700,5700,25537,56220.0,9863089.0
2017-05-16,5700,5730,5550,5560,56371,54839.0,9863089.0
2017-05-17,5600,5720,5600,5650,35939,55726.0,9863089.0
2017-05-18,5600,5700,5530,5630,23324,55529.0,9863089.0
2017-05-19,5610,5660,5600,5640,26233,55628.0,9863089.0
2017-05-22,5630,5780,5620,5750,58340,56713.0,9863089.0
2017-05-23,5750,5780,5670,5700,26837,56220.0,9863089.0
2017-05-24,5680,5700,5600,5640,54616,55628.0,9863089.0
2017-05-25,5640,6200,5640,5870,804401,57896.0,9863089.0
2017-05-26,5950,5950,5790,5880,125055,57995.0,9863089.0
2017-05-29,5900,5920,5750,5840,135230,57600.0,9863089.0
2017-05-30,5860,5960,5780,5920,120592,58389.0,9863089.0
2017-05-31,5920,6190,5870,6130,354155,60461.0,9863089.0
2017-06-01,6060,6120,5970,6020,199242,59376.0,9863089.0
2017-06-02,6070,6200,6050,6090,154173,60066.0,9863089.0
2017-06-05,6100,6300,6030,6080,199921,59968.0,9863089.0
2017-06-07,6090,6100,5950,6000,94958,59179.0,9863089.0
2017-06-08,6000,6060,5910,5940,118840,58587.0,9863089.0
2017-06-09,5950,6040,5930,5950,71537,58685.0,9863089.0
2017-06-12,5950,6040,5880,5980,57765,58981.0,9863089.0
2017-06-13,5940,6050,5920,6010,41791,59277.0,9863089.0
2017-06-14,6010,6060,5970,6050,42269,59672.0,9863089.0
2017-06-15,6090,6140,5910,6010,63972,59277.0,9863089.0
2017-06-16,6040,6050,5930,5950,41007,58685.0,9863089.0
2017-06-19,5930,5950,5690,5690,173210,56121.0,9863089.0
2017-06-20,5720,5760,5680,5690,81658,56121.0,9863089.0
2017-06-21,5790,5790,5580,5680,57321,56022.0,9863089.0
2017-06-22,5650,5710,5570,5600,59725,55233.0,9863089.0
2017-06-23,5600,5650,5500,5590,38218,55135.0,9863089.0
2017-06-26,5590,5810,5580,5800,67371,57206.0,9863089.0
2017-06-27,5820,6230,5770,5770,405482,56910.0,9863089.0
2017-06-28,5770,5820,5670,5730,56284,56515.0,9863089.0
2017-06-29,5730,5850,5650,5700,64937,56220.0,9863089.0
2017-06-30,5660,5810,5620,5680,27467,56022.0,9863089.0
2017-07-03,5620,5790,5620,5690,35597,56121.0,9863089.0
2017-07-04,5770,5770,5650,5690,32534,56121.0,9863089.0
2017-07-05,5770,5770,5620,5700,33337,56220.0,9863089.0
2017-07-06,5780,5870,5730,5790,57541,57107.0,9863089.0
2017-07-07,5780,5830,5660,5810,52187,57305.0,9863089.0
2017-07-10,5840,5850,5710,5770,19647,56910.0,9863089.0
2017-07-11,5680,5800,5600,5680,38417,56022.0,9863089.0
2017-07-12,5680,5770,5640,5640,26573,55628.0,9863089.0
2017-07-13,5640,5720,5590,5600,19469,55233.0,9863089.0
2017-07-14,5590,5630,5550,5610,22789,55332.0,9863089.0
2017-07-17,5640,5640,5460,5590,58692,55135.0,9863089.0
2017-07-18,5530,5570,5460,5470,47360,53951.0,9863089.0
2017-07-19,5470,5570,5460,5570,21543,54937.0,9863089.0
2017-07-20,5570,5680,5490,5680,46419,56022.0,9863089.0
2017-07-21,5700,5700,5570,5610,59024,55332.0,9863089.0
2017-07-24,5610,5640,5510,5510,22796,54346.0,9863089.0
2017-07-25,5510,5630,5460,5470,40824,53951.0,9863089.0
2017-07-26,5520,5570,5460,5510,20634,54346.0,9863089.0
2017-07-27,5510,5570,5420,5440,36198,53655.0,9863089.0
2017-07-28,5440,5470,5290,5320,80158,52472.0,9863089.0
2017-07-31,5370,5370,5180,5270,43933,51978.0,9863089.0
2017-08-01,5320,5370,5210,5260,17160,51880.0,9863089.0
2017-08-02,5310,5310,5190,5300,21663,52274.0,9863089.0
2017-08-03,5290,5290,5150,5230,41898,51584.0,9863089.0
2017-08-04,5210,5230,5020,5150,79267,50795.0,9863089.0
2017-08-07,5140,5160,5070,5150,29350,50795.0,9863089.0
2017-08-08,5130,5170,5050,5050,25815,49809.0,9863089.0
2017-08-09,5020,5070,4980,4995,36537,49266.0,9863089.0
2017-08-10,4980,5030,4880,4915,50916,48477.0,9863089.0
2017-08-11,4880,4880,4680,4780,167256,47146.0,9863089.0
2017-08-14,4780,4840,4650,4675,68032,46110.0,9863089.0
2017-08-16,4675,4725,4630,4630,30752,45666.0,9863089.0
2017-08-17,4700,4850,4670,4705,58080,46406.0,9863089.0
2017-08-18,4600,4725,4600,4660,65479,45962.0,9863089.0
2017-08-21,4660,4800,4660,4770,33839,47047.0,9863089.0
2017-08-22,4815,4815,4765,4815,16784,47491.0,9863089.0
2017-08-23,4815,4850,4785,4815,22607,47491.0,9863089.0
2017-08-24,4835,5090,4810,4935,94344,48674.0,9863089.0
2017-08-25,4930,5090,4930,5020,49788,49513.0,9863089.0
2017-08-28,5020,5060,4850,4875,35268,48083.0,9863089.0
2017-08-29,4875,4895,4780,4835,8834,47688.0,9863089.0
2017-08-30,4835,4910,4835,4860,5697,47935.0,9863089.0
2017-08-31,4900,4925,4860,4900,27555,48329.0,9863089.0
2017-09-01,4860,4910,4800,4840,21692,47737.0,9863089.0
2017-09-04,4650,4780,4650,4760,33538,46948.0,9863089.0
2017-09-05,4765,4890,4765,4820,13991,47540.0,9863089.0
2017-09-06,4900,4900,4760,4830,12143,47639.0,9863089.0
2017-09-07,4830,4950,4830,4895,12675,48280.0,9863089.0
2017-09-08,4895,4940,4820,4900,16065,48329.0,9863089.0
2017-09-11,4940,4940,4820,4840,12219,47737.0,9863089.0
2017-09-12,4830,4890,4810,4875,9956,48083.0,9863089.0
2017-09-13,4830,4890,4775,4790,15768,47244.0,9863089.0
2017-09-14,4790,4840,4745,4785,17059,47195.0,9863089.0
2017-09-15,4785,4870,4645,4750,37100,46850.0,9863089.0
2017-09-18,4750,4810,4700,4745,15764,46800.0,9863089.0
2017-09-19,4715,4890,4690,4770,48234,47047.0,9863089.0
2017-09-20,4775,4795,4670,4775,44086,47096.0,9863089.0
2017-09-21,4850,4940,4700,4700,50733,46357.0,9863089.0
2017-09-22,4635,4730,4470,4505,53683,44433.0,9863089.0
2017-09-25,4505,4550,4155,4155,80193,40981.0,9863089.0
2017-09-26,3950,4155,3935,4010,82705,39551.0,9863089.0
2017-09-27,4040,4050,4000,4020,20744,39650.0,9863089.0
2017-09-28,4025,4085,4025,4075,15507,40192.0,9863089.0
2017-09-29,4100,4245,4075,4150,35678,40932.0,9863089.0
2017-10-10,4200,4235,4090,4120,19114,40636.0,9863089.0
2017-10-11,4125,4235,4120,4135,30008,40784.0,9863089.0
2017-10-12,4175,4215,4130,4155,14333,40981.0,9863089.0
2017-10-13,4155,4185,4050,4135,19721,40784.0,9863089.0
2017-10-16,4100,4150,4020,4120,11070,40636.0,9863089.0
2017-10-17,4060,4200,4060,4160,21114,41030.0,9863089.0
2017-10-18,4150,4695,4150,4270,157022,42115.0,9863089.0
2017-10-19,4190,4300,4160,4300,25866,42411.0,9863089.0
2017-10-20,4315,4315,4210,4255,12060,41967.0,9863089.0
2017-10-23,4255,4350,4225,4340,15340,42806.0,9863089.0
2017-10-24,4255,4345,4255,4320,6361,42609.0,9863089.0
2017-10-25,4320,4355,4240,4325,13858,42658.0,9863089.0
2017-10-26,4325,4490,4275,4300,30291,42411.0,9863089.0
2017-10-27,4390,4390,4230,4295,19598,42362.0,9863089.0
2017-10-30,4265,4305,4265,4300,11690,42411.0,9863089.0
2017-10-31,4260,4330,4260,4270,15535,42115.0,9863089.0
2017-11-01,4270,4300,4260,4295,6538,42362.0,9863089.0
2017-11-02,4295,4370,4230,4370,43027,43102.0,9863089.0
2017-11-03,4350,4350,4285,4330,28167,42707.0,9863089.0
2017-11-06,4480,4485,4300,4320,23852,42609.0,9863089.0
2017-11-07,4320,4345,4280,4320,19041,42609.0,9863089.0
2017-11-08,4340,4340,4275,4315,12210,42559.0,9863089.0
2017-11-09,4315,4320,4265,4285,8942,42263.0,9863089.0
2017-11-10,4335,4335,4295,4320,13940,42609.0,9863089.0
2017-11-13,4320,4320,4275,4300,12353,42411.0,9863089.0
2017-11-14,4410,5120,4410,4620,3354984,45567.0,9863089.0
2017-11-15,4600,4645,4495,4570,237093,45074.0,9863089.0
2017-11-16,4645,4645,4365,4475,196354,44137.0,9863089.0
2017-11-17,4430,4470,4405,4460,53937,43989.0,9863089.0
2017-11-20,4430,4490,4410,4470,53866,44088.0,9863089.0
2017-11-21,4450,4495,4375,4400,103078,43398.0,9863089.0
2017-11-22,4385,4430,4360,4360,53783,43003.0,9863089.0
2017-11-23,4365,4420,4350,4380,39701,43200.0,9863089.0
2017-11-24,4385,4490,4375,4480,49026,44187.0,9863089.0
2017-11-27,4500,4500,4400,4465,41892,44039.0,9863089.0
2017-11-28,4495,4495,4355,4355,48441,42954.0,9863089.0
2017-11-29,4355,4400,4335,4375,29484,43151.0,9863089.0
2017-11-30,4375,4465,4370,4370,26840,43102.0,9863089.0
2017-12-01,4375,4410,4355,4365,26824,43052.0,9863089.0
2017-12-04,4360,4400,4295,4320,51002,42609.0,9863089.0
2017-12-05,4345,4525,4300,4505,150194,44433.0,9863089.0
2017-12-06,4495,4555,4435,4465,54407,44039.0,9863089.0
2017-12-07,4465,4510,4340,4455,67084,43940.0,9863089.0
2017-12-08,4480,4480,4080,4290,103415,42313.0,9863089.0
2017-12-11,4255,4340,4240,4330,29120,42707.0,9863089.0
2017-12-12,4330,4370,4265,4295,20521,42362.0,9863089.0
2017-12-13,4295,4440,4265,4435,67145,43743.0,9863089.0
2017-12-14,4445,4445,4350,4395,22741,43348.0,9863089.0
2017-12-15,4395,4440,4280,4430,48993,43693.0,9863089.0
2017-12-18,4430,4440,4325,4350,19609,42904.0,9863089.0
2017-12-19,4320,4325,4135,4195,62501,41376.0,9863089.0
2017-12-20,4195,4290,4130,4150,25151,40932.0,9863089.0
2017-12-21,4150,4210,4020,4020,46603,39650.0,9863089.0
2017-12-22,4165,4180,3980,4170,29417,41129.0,9863089.0
2017-12-26,4170,4200,4000,4090,22827,40340.0,9863089.0
2017-12-27,4090,4200,4025,4070,18518,40143.0,9863089.0
2017-12-28,4070,4105,4005,4060,22551,40044.0,9863089.0
