아나패스(123860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-01-28,15950,16200,15500,15650,105157,158333.0,10117100.0
2011-01-31,15300,15850,15300,15750,115947,159344.0,10117100.0
2011-02-01,15800,16150,15700,16000,139969,161874.0,10117100.0
2011-02-07,16300,17050,16050,16700,144784,168956.0,10117100.0
2011-02-08,16850,16850,16100,16250,94970,164403.0,10117100.0
2011-02-09,16300,16350,15650,15750,102009,159344.0,10117100.0
2011-02-10,15850,16200,15650,15800,73783,159850.0,10117100.0
2011-02-11,15900,16000,15400,15550,89624,157321.0,10117100.0
2011-02-14,15800,16000,15450,15800,66497,159850.0,10117100.0
2011-02-15,16000,17400,15900,16750,309426,169461.0,10117100.0
2011-02-16,16950,17400,16650,17100,215206,173002.0,10117100.0
2011-02-17,17100,17600,16100,16300,203825,164909.0,10117100.0
2011-02-18,16300,17050,16300,16950,111218,171485.0,10117100.0
2011-02-21,17500,18000,17150,17900,405762,181096.0,10117100.0
2011-02-22,17750,18050,17450,17600,199859,178061.0,10117100.0
2011-02-23,17400,17750,16700,17200,161476,174014.0,10117100.0
2011-02-24,16900,17050,16150,16250,184268,164403.0,10117100.0
2011-02-25,16300,16500,15750,16500,149520,166932.0,10117100.0
2011-02-28,16650,16700,15700,15700,166106,158838.0,10117100.0
2011-03-02,15800,17000,15800,16500,188740,166932.0,10117100.0
2011-03-03,16450,16950,16400,16900,126058,170979.0,10117100.0
2011-03-04,16950,17200,16400,16650,208222,168450.0,10117100.0
2011-03-07,16650,17700,16300,17700,293476,179073.0,10117100.0
2011-03-08,18300,19000,18100,18100,661839,183120.0,10117100.0
2011-03-09,18100,18300,17800,17900,232531,181096.0,10117100.0
2011-03-10,17700,17800,17050,17150,214022,173508.0,10117100.0
2011-03-11,16700,17150,16400,16900,131342,170979.0,10117100.0
2011-03-14,17000,17700,15700,16400,329942,165920.0,10117100.0
2011-03-15,16300,16700,14000,15500,300544,156815.0,10117100.0
2011-03-16,15550,15950,14800,15350,199555,155297.0,10117100.0
2011-03-17,14800,15100,14550,14900,177893,150745.0,10117100.0
2011-03-18,15250,15450,15050,15200,129488,153780.0,10117100.0
2011-03-21,15400,16050,15400,15800,107428,159850.0,10117100.0
2011-03-22,15900,16150,15400,15450,132746,156309.0,10117100.0
2011-03-23,15800,15800,15400,15500,92108,156815.0,10117100.0
2011-03-24,15700,16150,15450,15950,155213,161368.0,10117100.0
2011-03-25,16100,16100,15650,15900,104367,160862.0,10117100.0
2011-03-28,15900,15950,15550,15600,70988,157827.0,10117100.0
2011-03-29,15600,15800,15500,15600,81858,157827.0,10117100.0
2011-03-30,15700,16050,15600,15900,135376,160862.0,10117100.0
2011-03-31,16100,16150,15700,15950,98502,161368.0,10117100.0
2011-04-01,16050,17400,16000,17100,374314,173002.0,10117100.0
2011-04-04,17600,17600,16750,17100,149909,173002.0,10117100.0
2011-04-05,17200,17800,17100,17150,167749,173508.0,10117100.0
2011-04-06,17350,19200,17250,18550,852892,187672.0,10117100.0
2011-04-07,18700,20400,18450,19750,1213821,199813.0,10117100.0
2011-04-08,20000,20200,19050,19900,643423,201330.0,10117100.0
2011-04-11,20050,20300,19400,19900,306639,201330.0,10117100.0
2011-04-12,19900,19900,18750,19150,341985,193742.0,10117100.0
2011-04-13,19150,20150,19150,20050,499708,202848.0,10117100.0
2011-04-14,19900,20100,19300,19500,242023,197283.0,10117100.0
2011-04-15,19500,19800,18600,18700,357807,189190.0,10117100.0
2011-04-18,18950,19300,18450,18750,230273,189807.0,10123030.0
2011-04-19,18550,19800,18250,19500,367526,197399.0,10123030.0
2011-04-20,19800,19800,19050,19400,310751,196387.0,10123030.0
2011-04-21,19800,19950,18500,19250,464168,194868.0,10123030.0
2011-04-22,19250,19250,18450,18600,216170,188288.0,10123030.0
2011-04-25,18700,19200,18500,18950,170550,191831.0,10123030.0
2011-04-26,18800,18900,17800,17900,276006,181202.0,10123030.0
2011-04-27,18000,18200,17250,17300,195548,175128.0,10123030.0
2011-04-28,17500,17850,16800,16900,149158,171079.0,10123030.0
2011-04-29,16900,17400,16550,16850,116441,170573.0,10123030.0
2011-05-02,17200,17400,16850,17150,129197,173610.0,10123030.0
2011-05-03,17200,17200,16650,16800,82750,170067.0,10123030.0
2011-05-04,16800,17450,16700,16700,104808,169055.0,10123030.0
2011-05-06,16800,17300,16150,16150,82660,163487.0,10123030.0
2011-05-09,16250,17000,16150,16350,76161,165512.0,10123030.0
2011-05-11,16550,16700,16050,16700,77538,169055.0,10123030.0
2011-05-12,16000,16200,15200,15200,274838,153870.0,10123030.0
2011-05-13,15300,16250,15200,15800,126157,159944.0,10123030.0
2011-05-16,15800,15850,15250,15300,48939,154882.0,10123030.0
2011-05-17,15300,15500,14800,14850,63424,150327.0,10123030.0
2011-05-18,14850,15050,14500,14700,96576,148809.0,10123030.0
2011-05-19,14750,14750,13600,13600,154206,137673.0,10123030.0
2011-05-20,13450,13900,13000,13650,105039,138179.0,10123030.0
2011-05-23,13500,13750,12650,12700,92498,128562.0,10123030.0
2011-05-24,12550,13550,12550,12800,73855,129575.0,10123030.0
2011-05-25,13000,13200,12150,12150,96576,122995.0,10123030.0
2011-05-26,12400,12750,12200,12500,83559,126538.0,10123030.0
2011-05-27,12650,13450,12600,13000,122835,131599.0,10123030.0
2011-05-30,13350,13500,12800,13000,71685,131599.0,10123030.0
2011-05-31,13000,13200,12600,12850,55469,130081.0,10123030.0
2011-06-01,12900,13300,12650,13050,63743,132106.0,10123030.0
2011-06-02,12800,12800,12350,12400,95824,125526.0,10123030.0
2011-06-03,12500,12600,11300,11400,172565,115403.0,10123030.0
2011-06-07,11500,11850,11200,11250,86083,113884.0,10123030.0
2011-06-08,11200,11350,10350,10750,261050,108823.0,10123030.0
2011-06-09,10750,11350,10650,11050,109328,111859.0,10123030.0
2011-06-10,11150,11500,10500,10500,108903,106292.0,10123030.0
2011-06-13,10400,10700,9820,9910,144914,100319.0,10123030.0
2011-06-14,9860,10350,9860,10200,136466,103255.0,10123030.0
2011-06-15,10450,11000,10300,10700,181983,108316.0,10123030.0
2011-06-16,10500,11200,10450,10800,99350,109329.0,10123030.0
2011-06-17,10950,11050,9950,10150,122588,102749.0,10123030.0
2011-06-20,10300,10400,9600,9600,134549,97181.0,10123030.0
2011-06-21,9700,10100,9610,9980,68907,101028.0,10123030.0
2011-06-22,10150,10500,10150,10300,83190,104267.0,10123030.0
2011-06-23,10350,10450,10150,10400,32454,105280.0,10123030.0
2011-06-24,10700,11100,10600,10950,105532,110847.0,10123030.0
2011-06-27,10800,11500,10550,11150,114993,112872.0,10123030.0
2011-06-28,11350,11600,10700,10700,101293,108316.0,10123030.0
2011-06-29,10900,11300,10850,10950,82996,110847.0,10123030.0
2011-06-30,11050,11150,10800,10950,61653,110847.0,10123030.0
2011-07-01,11050,11350,11050,11300,73367,114390.0,10123030.0
2011-07-04,11400,12050,11300,11800,137888,119452.0,10123030.0
2011-07-05,11950,12000,11500,11750,74787,118946.0,10123030.0
2011-07-06,11700,11750,11450,11700,53322,118439.0,10123030.0
2011-07-07,11600,12100,11500,11500,69649,116415.0,10123030.0
2011-07-08,11550,11950,11450,11500,79185,116415.0,10123030.0
2011-07-11,11400,11650,11200,11350,72481,114896.0,10123030.0
2011-07-12,11100,11400,10800,10800,108362,109329.0,10123030.0
2011-07-13,10800,11000,10350,10600,142381,107304.0,10123030.0
2011-07-14,10600,10600,10150,10300,74398,104267.0,10123030.0
2011-07-15,10300,10650,9960,10100,278765,102243.0,10123030.0
2011-07-18,10200,10900,10000,10900,227424,110341.0,10123030.0
2011-07-19,10950,11350,10800,11100,174382,112366.0,10123030.0
2011-07-20,11350,11400,11000,11000,108809,111353.0,10123030.0
2011-07-21,10900,11000,10500,10550,124029,106798.0,10123030.0
2011-07-22,10750,11100,10550,10700,154545,108316.0,10123030.0
2011-07-25,11000,11650,10900,11150,348139,112872.0,10123030.0
2011-07-26,11200,11700,11050,11200,219029,113378.0,10123030.0
2011-07-27,11250,11550,11200,11500,139700,116415.0,10123030.0
2011-07-28,11150,11500,11050,11150,180114,112872.0,10123030.0
2011-07-29,11250,11350,11000,11100,147654,112366.0,10123030.0
2011-08-01,11250,11800,11250,11700,199134,118439.0,10123030.0
2011-08-02,11650,12450,11600,11950,399163,120970.0,10123030.0
2011-08-03,11500,11700,11150,11250,178424,113884.0,10123030.0
2011-08-04,11450,11650,10100,10100,449486,102243.0,10123030.0
2011-08-05,9000,9450,8700,9040,248983,91512.0,10123030.0
2011-08-08,8800,9260,7690,7830,209359,79263.0,10123030.0
2011-08-09,7200,7490,6660,7110,278680,71975.0,10123030.0
2011-08-10,7550,7880,7370,7650,166765,77441.0,10123030.0
2011-08-11,7200,8000,7040,8000,124403,80984.0,10123030.0
2011-08-12,8200,8560,8050,8050,121374,81490.0,10123030.0
2011-08-16,8390,9210,8360,9010,256205,91209.0,10123030.0
2011-08-17,9000,9850,9000,9500,230351,96169.0,10123030.0
2011-08-18,9480,9650,9050,9150,147941,92626.0,10123030.0
2011-08-19,8620,8700,8380,8510,123880,86147.0,10123030.0
2011-08-22,8850,8850,8210,8390,77125,84932.0,10123030.0
2011-08-23,8620,8690,8520,8580,36037,86856.0,10123030.0
2011-08-24,8740,8850,8200,8410,89128,85135.0,10123030.0
2011-08-25,8620,8680,8400,8440,46592,85438.0,10123030.0
2011-08-26,8300,8520,8300,8380,30181,84831.0,10123030.0
2011-08-29,8600,8800,8450,8740,50080,88475.0,10123030.0
2011-08-30,8910,8960,8790,8930,54265,90399.0,10123030.0
2011-08-31,9000,9030,8870,8990,27503,91006.0,10123030.0
2011-09-01,8990,9300,8890,8890,59817,89994.0,10123030.0
2011-09-02,8890,9030,8800,8900,31808,90095.0,10123030.0
2011-09-05,8630,8740,8410,8410,44865,85135.0,10123030.0
2011-09-06,8330,8330,7990,7990,44328,80883.0,10123030.0
2011-09-07,8100,8230,8100,8190,50999,82908.0,10123030.0
2011-09-08,8230,8330,7970,8080,28861,81794.0,10123030.0
2011-09-09,8070,8200,7860,8020,31687,81187.0,10123030.0
2011-09-14,8000,8170,7520,7520,57258,76125.0,10123030.0
2011-09-15,7700,7750,7270,7310,56609,73999.0,10123030.0
2011-09-16,7400,7540,7380,7530,52952,76226.0,10123030.0
2011-09-19,7500,8160,7400,7400,146706,74910.0,10123030.0
2011-09-20,7440,7560,7380,7510,33915,76024.0,10123030.0
2011-09-21,7900,7900,7440,7620,35733,77137.0,10123030.0
2011-09-22,7420,7600,7300,7350,32522,74404.0,10123030.0
2011-09-23,7260,7260,6310,6650,66607,67318.0,10123030.0
2011-09-26,6650,6690,5740,5740,86350,58106.0,10123030.0
2011-09-27,5840,6090,5820,5930,55519,60030.0,10123030.0
2011-09-28,5930,6160,5930,6040,31473,61143.0,10123030.0
2011-09-29,5810,6340,5810,6240,39883,63168.0,10123030.0
2011-09-30,6240,6660,6210,6550,27065,66306.0,10123030.0
2011-10-04,6190,7530,6100,7350,310702,74404.0,10123030.0
2011-10-05,7360,7490,6760,6800,104064,68837.0,10123030.0
2011-10-06,7080,7700,7020,7080,174265,71671.0,10123030.0
2011-10-07,7240,7450,7220,7270,61592,73594.0,10123030.0
2011-10-10,7490,7490,7320,7350,61493,74404.0,10123030.0
2011-10-11,7500,7530,7330,7340,61892,74303.0,10123030.0
2011-10-12,7300,7460,7260,7380,63360,74708.0,10123030.0
2011-10-13,7500,8330,7450,7800,166252,78960.0,10123030.0
2011-10-14,7850,7870,7640,7800,37499,78961.0,10123240.0
2011-10-17,7900,8200,7860,7860,57732,79569.0,10123240.0
2011-10-18,7770,7770,7590,7630,52130,77240.0,10123240.0
2011-10-19,7850,8180,7700,7910,68588,80075.0,10123240.0
2011-10-20,7900,8070,7590,7650,60902,77443.0,10123240.0
2011-10-21,7660,7870,7650,7870,48708,79670.0,10123240.0
2011-10-24,8010,8770,8010,8420,162667,85238.0,10123240.0
2011-10-25,8580,8860,8360,8360,81572,84630.0,10123240.0
2011-10-26,8340,8520,8200,8520,35850,86250.0,10123240.0
2011-10-27,8730,8790,8550,8580,49758,86857.0,10123240.0
2011-10-28,8760,8870,8550,8590,44681,86959.0,10123240.0
2011-10-31,8600,8850,8530,8550,21427,86554.0,10123240.0
2011-11-01,8220,8530,8220,8460,37291,85643.0,10123240.0
2011-11-02,8210,8300,8090,8260,37084,83618.0,10123240.0
2011-11-03,8390,8450,8150,8150,30852,82504.0,10123240.0
2011-11-04,8480,8570,8400,8450,31929,85541.0,10123240.0
2011-11-07,8460,8800,8440,8610,67734,87161.0,10123240.0
2011-11-08,8610,8660,8500,8520,34792,86250.0,10123240.0
2011-11-09,8520,8650,8260,8260,45171,83618.0,10123240.0
2011-11-10,7900,8090,7810,7870,50948,79670.0,10123240.0
2011-11-11,8000,8270,7880,8240,20602,83415.0,10123240.0
2011-11-14,8340,9090,8320,8740,90900,88477.0,10123240.0
2011-11-15,8740,8810,8620,8750,49609,88578.0,10123240.0
2011-11-16,8760,8900,8580,8580,43960,86857.0,10123240.0
2011-11-17,8600,8700,8420,8650,27349,87566.0,10123240.0
2011-11-18,8410,8580,8400,8400,29343,85035.0,10123240.0
2011-11-21,8270,8510,8270,8460,27423,85643.0,10123240.0
2011-11-22,8300,8690,8280,8550,52460,86554.0,10123240.0
2011-11-23,8560,8560,8170,8170,52399,82707.0,10123240.0
2011-11-24,8170,8250,8030,8070,14801,81695.0,10123240.0
2011-11-25,8010,8170,8000,8030,19702,81290.0,10123240.0
2011-11-28,8100,8890,8080,8600,94943,87060.0,10123240.0
2011-11-29,8650,9890,8650,9650,278747,97689.0,10123240.0
2011-11-30,9650,10900,9550,9830,599061,99511.0,10123240.0
2011-12-01,10300,10450,9670,10050,235133,101739.0,10123240.0
2011-12-02,10150,10150,9660,10000,119094,101232.0,10123240.0
2011-12-05,10000,10350,9750,10350,131448,104776.0,10123240.0
2011-12-06,10450,10450,9890,9920,74693,100423.0,10123240.0
2011-12-07,9950,10200,9900,9950,63521,100726.0,10123240.0
2011-12-08,10000,10350,9830,10250,86260,103763.0,10123240.0
2011-12-09,10250,10900,10100,10300,303915,104269.0,10123240.0
2011-12-12,10550,10550,10000,10450,172491,105788.0,10123240.0
2011-12-13,10100,10400,10000,10150,70418,102751.0,10123240.0
2011-12-14,10150,10350,9740,9810,69939,99309.0,10123240.0
2011-12-15,9610,9760,9010,9010,111641,91210.0,10123240.0
2011-12-16,9200,9300,8500,8700,82715,88072.0,10123240.0
2011-12-19,8840,8920,7570,8080,122395,81796.0,10123240.0
2011-12-20,8030,8580,8020,8320,53881,84225.0,10123240.0
2011-12-21,8550,9140,8550,8710,90920,88173.0,10123240.0
2011-12-22,8780,8890,8610,8660,46541,87667.0,10123240.0
2011-12-23,8810,9280,8810,9140,104242,92526.0,10123240.0
2011-12-26,9230,9340,8900,9000,55527,91109.0,10123240.0
2011-12-27,9040,9100,8550,8550,97409,86554.0,10123240.0
2011-12-28,8640,8640,8310,8400,63173,85035.0,10123240.0
2011-12-29,8250,8450,8220,8320,24322,84225.0,10123240.0
2012-01-02,8450,9480,8450,9230,143541,93438.0,10123240.0
2012-01-03,9800,9800,9200,9290,80969,94045.0,10123240.0
2012-01-04,9310,9330,9010,9080,89201,91919.0,10123240.0
2012-01-05,9230,9910,9000,9560,235499,96778.0,10123240.0
2012-01-06,9840,9880,9480,9680,139779,97993.0,10123240.0
2012-01-09,9970,11100,9920,11100,722832,112368.0,10123240.0
2012-01-10,11850,12550,11450,11450,1593236,115911.0,10123240.0
2012-01-11,11900,12850,11600,12250,1084679,124010.0,10123240.0
2012-01-12,12100,12500,11650,12450,488911,126034.0,10123240.0
2012-01-13,12400,12450,11850,12150,298099,122997.0,10123240.0
2012-01-16,11950,12750,11900,12450,576151,126034.0,10123240.0
2012-01-17,12450,12450,11400,11500,485363,116417.0,10123240.0
2012-01-18,11600,11700,11150,11500,271565,116417.0,10123240.0
2012-01-19,11650,11650,10900,11100,345063,112368.0,10123240.0
2012-01-20,11200,11450,10850,11350,314570,114899.0,10123240.0
2012-01-25,11550,12100,11350,12100,444994,122491.0,10123240.0
2012-01-26,12100,12150,11700,11800,218122,119454.0,10123240.0
2012-01-27,11950,12350,11800,12250,391264,124010.0,10123240.0
2012-01-30,12450,12800,12200,12300,505122,124516.0,10123240.0
2012-01-31,12850,14100,12750,14050,1651324,142232.0,10123240.0
2012-02-01,13850,13900,13350,13600,647401,137676.0,10123240.0
2012-02-02,14000,14000,13350,13900,421268,140713.0,10123240.0
2012-02-03,13850,14050,13400,13400,276734,135651.0,10123240.0
2012-02-06,13350,13400,12200,12350,513581,125022.0,10123240.0
2012-02-07,12400,12800,12300,12750,306882,129071.0,10123240.0
2012-02-08,12800,12800,11750,11900,486682,120467.0,10123240.0
2012-02-09,11850,12200,11600,11600,258781,117430.0,10123240.0
2012-02-10,11900,12250,11800,12100,205366,122491.0,10123240.0
2012-02-13,12300,12350,12000,12200,140462,123504.0,10123240.0
2012-02-14,12200,12300,11900,12000,142488,121479.0,10123240.0
2012-02-15,12050,12700,12050,12450,229773,126034.0,10123240.0
2012-02-16,12350,12450,11650,11750,241456,118948.0,10123240.0
2012-02-17,12000,12800,11850,12600,298872,127553.0,10123240.0
2012-02-20,12800,13400,12550,12600,359576,127553.0,10123240.0
2012-02-21,12750,12750,12200,12400,153759,125528.0,10123240.0
2012-02-22,12800,13550,12650,13050,451981,132108.0,10123240.0
2012-02-23,13150,13250,12700,13000,154975,131602.0,10123240.0
2012-02-24,13200,13200,12600,12850,135316,130084.0,10123240.0
2012-02-27,13000,13000,12300,12450,97227,126034.0,10123240.0
2012-02-28,12600,12600,12150,12600,74430,127553.0,10123240.0
2012-02-29,12600,12800,12100,12200,138651,123504.0,10123240.0
2012-03-02,12250,12250,11800,11950,124314,120973.0,10123240.0
2012-03-05,11850,11850,11500,11800,103215,119454.0,10123240.0
2012-03-06,11700,11900,11450,11850,68574,119960.0,10123240.0
2012-03-07,11500,11700,11450,11500,77605,116417.0,10123240.0
2012-03-08,11650,12350,11550,12200,165833,123504.0,10123240.0
2012-03-09,12200,12350,12000,12350,72008,125022.0,10123240.0
2012-03-12,12100,12500,12100,12350,64052,125022.0,10123240.0
2012-03-13,12350,12500,12050,12150,59841,122997.0,10123240.0
2012-03-14,12250,12300,11700,11900,123597,120467.0,10123240.0
2012-03-15,11850,12000,11500,11600,80698,117430.0,10123240.0
2012-03-16,11650,11800,11550,11600,51198,117430.0,10123240.0
2012-03-19,11650,11750,11200,11300,89193,114393.0,10123240.0
2012-03-20,11300,11700,11150,11700,82259,118442.0,10123240.0
2012-03-21,11600,12300,11350,12050,146590,121985.0,10123240.0
2012-03-22,12200,12450,11900,12400,181384,125528.0,10123240.0
2012-03-23,12400,12600,12350,12400,153837,125528.0,10123240.0
2012-03-26,12550,13000,12450,12750,291581,129071.0,10123240.0
2012-03-27,12950,13300,12850,13050,333243,132108.0,10123240.0
2012-03-28,13000,13200,12750,13000,186810,131602.0,10123240.0
2012-03-29,12900,13000,12300,12300,158541,124516.0,10123240.0
2012-03-30,12400,13200,12400,13150,203008,133121.0,10123240.0
2012-04-02,13100,13300,12800,13300,155091,134639.0,10123240.0
2012-04-03,13400,13450,12700,12950,168480,131096.0,10123240.0
2012-04-04,13000,13200,12500,13100,189861,132614.0,10123240.0
2012-04-05,12850,13150,12800,13000,112351,131602.0,10123240.0
2012-04-06,13000,13600,13000,13300,225300,134639.0,10123240.0
2012-04-09,13150,13500,12600,12600,253198,127553.0,10123240.0
2012-04-10,12600,12750,11950,12100,303291,122491.0,10123240.0
2012-04-12,12000,12300,11700,11750,129879,118948.0,10123240.0
2012-04-13,11900,12400,11750,12000,169320,121479.0,10123240.0
2012-04-16,11800,12050,11600,11950,101149,120973.0,10123240.0
2012-04-17,12000,12250,11800,12000,77910,121479.0,10123240.0
2012-04-18,12250,12350,11950,12050,42211,121985.0,10123240.0
2012-04-19,12050,12350,11950,12100,78748,122526.0,10126120.0
2012-04-20,12000,12150,11750,12150,76009,123032.0,10126120.0
2012-04-23,12250,12350,12000,12000,70036,121513.0,10126120.0
2012-04-24,11900,12850,11900,12850,269211,130121.0,10126120.0
2012-04-25,12850,13100,12600,12600,199574,127589.0,10126120.0
2012-04-26,12800,12950,12500,12900,158215,130627.0,10126120.0
2012-04-27,12950,13150,12500,12600,168550,127589.0,10126120.0
2012-04-30,12700,12750,11650,11800,275222,119488.0,10126120.0
2012-05-02,12000,12200,11750,11800,119651,119488.0,10126120.0
2012-05-03,11700,11900,11650,11650,78667,117969.0,10126120.0
2012-05-04,11700,11900,11650,11750,83418,118982.0,10126120.0
2012-05-07,11450,11650,11350,11450,55660,115944.0,10126120.0
2012-05-08,11550,11650,11350,11600,76025,117463.0,10126120.0
2012-05-09,11600,11600,11100,11100,100923,112400.0,10126120.0
2012-05-10,11900,12750,11850,12750,455952,129108.0,10126120.0
2012-05-11,13250,13350,12250,12350,662996,125058.0,10126120.0
2012-05-14,12500,12650,11450,12150,221636,123032.0,10126120.0
2012-05-15,12000,12050,11600,11900,154089,120501.0,10126120.0
2012-05-16,11950,12150,11050,11050,157008,111894.0,10126120.0
2012-05-17,11050,11300,10700,11300,181565,114425.0,10126120.0
2012-05-18,11000,11000,10150,10300,250235,104299.0,10126120.0
2012-05-21,10400,10700,10100,10400,106118,105312.0,10126120.0
2012-05-22,10700,11100,10600,11100,172927,112400.0,10126120.0
2012-05-23,11050,11050,10700,10700,78973,108349.0,10126120.0
2012-05-24,10850,11050,10600,10800,72445,109362.0,10126120.0
2012-05-25,10850,11150,10750,10800,67589,109362.0,10126120.0
2012-05-29,10850,11050,10650,11000,63688,111387.0,10126120.0
2012-05-30,11000,11150,10600,10700,76969,108349.0,10126120.0
2012-05-31,10500,10750,10400,10750,38982,108856.0,10126120.0
2012-06-01,10600,11100,10550,10800,139563,109362.0,10126120.0
2012-06-04,10350,10550,9980,10200,93850,103286.0,10126120.0
2012-06-05,10150,10500,9820,9870,173368,99945.0,10126120.0
2012-06-07,10100,10350,10000,10300,100983,104299.0,10126120.0
2012-06-08,10350,10350,9940,10000,67054,101261.0,10126120.0
2012-06-11,10200,10600,10150,10500,94963,106324.0,10126120.0
2012-06-12,10300,10600,10250,10500,28034,106324.0,10126120.0
2012-06-13,10650,10750,10400,10500,63801,106324.0,10126120.0
2012-06-14,10400,10650,10400,10600,43955,107337.0,10126120.0
2012-06-15,10600,10650,10250,10300,40909,104299.0,10126120.0
2012-06-18,10600,10750,10450,10700,71020,108349.0,10126120.0
2012-06-19,10750,10900,10650,10850,57864,109868.0,10126120.0
2012-06-20,10900,11050,10700,11000,65586,111387.0,10126120.0
2012-06-21,11000,11300,10900,11000,85552,111387.0,10126120.0
2012-06-22,10750,11050,10700,10950,51997,110881.0,10126120.0
2012-06-25,11200,11200,10700,10750,30829,108856.0,10126120.0
2012-06-26,10700,10900,10500,10750,45575,108856.0,10126120.0
2012-06-27,10750,10850,10500,10750,57023,108856.0,10126120.0
2012-06-28,10800,11100,10700,10750,67968,108856.0,10126120.0
2012-06-29,10900,11000,10600,10850,80251,109868.0,10126120.0
2012-07-02,11000,11000,10700,10850,46721,109868.0,10126120.0
2012-07-03,10800,11050,10750,10850,77108,109868.0,10126120.0
2012-07-04,11000,11400,10950,10950,137187,110881.0,10126120.0
2012-07-05,11200,11500,10950,11000,447966,111387.0,10126120.0
2012-07-06,11250,11350,11050,11200,85549,113413.0,10126120.0
2012-07-09,11150,11450,11150,11300,76686,114425.0,10126120.0
2012-07-10,11400,11400,11150,11250,66943,113919.0,10126120.0
2012-07-11,11250,11250,11050,11100,73069,112400.0,10126120.0
2012-07-12,11250,11300,11050,11050,76545,111894.0,10126120.0
2012-07-13,11100,11350,10350,11300,138095,114425.0,10126120.0
