엘앤케이바이오(156100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-05-27,22000,22950,22000,22950,35694,156448.0,6816899.0
2015-05-28,22100,23500,22000,22000,7182,149972.0,6816899.0
2015-05-29,22000,22000,22000,22000,300,149972.0,6816899.0
2015-06-01,21900,22000,21900,22000,251,149972.0,6816899.0
2015-06-02,22000,24450,22000,24450,1023,166673.0,6816899.0
2015-06-03,24450,24450,24450,24450,1,166673.0,6816899.0
2015-06-04,24350,24400,23900,23950,1401,163265.0,6816899.0
2015-06-05,22000,23600,22000,23500,1566,160197.0,6816899.0
2015-06-08,23500,24750,23000,24750,6861,168718.0,6816899.0
2015-06-09,27500,27500,23050,24950,8984,170082.0,6816899.0
2015-06-10,27700,27700,24000,24950,5564,170082.0,6816899.0
2015-06-11,27900,27900,23500,24900,2919,169741.0,6816899.0
2015-06-12,24000,24500,23000,24400,3930,166332.0,6816899.0
2015-06-15,27550,27550,24000,24500,2503,167014.0,6816899.0
2015-06-16,24000,25950,24000,24000,7307,163606.0,6816899.0
2015-06-17,24000,24000,23500,23600,801,160879.0,6816899.0
2015-06-18,26900,26900,23900,23900,101,162924.0,6816899.0
2015-06-19,23900,23900,23000,23900,4101,162924.0,6816899.0
2015-06-22,23900,24100,23800,24000,8539,163606.0,6816899.0
2015-06-23,23500,24950,23000,24500,9241,167014.0,6816899.0
2015-06-24,24000,24800,24000,24500,8071,167014.0,6816899.0
2015-06-25,28100,28100,24000,24500,15897,167014.0,6816899.0
2015-06-26,23100,24100,23000,24000,11283,197268.0,8219519.0
2015-06-29,24000,24700,23800,24550,12560,201789.0,8219519.0
2015-06-30,25000,25500,23900,25500,8760,209598.0,8219519.0
2015-07-01,24900,26000,24900,26000,7945,213707.0,8219519.0
2015-07-02,27650,28900,26000,28900,12166,237544.0,8219519.0
2015-07-03,27350,29950,27350,29450,543,242065.0,8219519.0
2015-07-06,29000,29000,27850,27900,9486,229604.0,8229519.0
2015-07-07,29950,29950,26800,27650,3572,227546.0,8229519.0
2015-07-08,27650,27950,27000,27700,3560,227958.0,8229519.0
2015-07-09,29950,29950,26600,27000,5976,222197.0,8229519.0
2015-07-10,27550,27550,26550,27100,12395,223020.0,8229519.0
2015-07-13,31150,31150,29500,30000,11190,246886.0,8229519.0
2015-07-14,28000,28000,27500,28000,3181,230427.0,8229519.0
2015-07-15,32000,32000,31000,31000,31,255115.0,8229519.0
2015-07-16,31950,31950,27600,28900,1935,237833.0,8229519.0
2015-07-17,33100,33100,28000,29500,56,246655.0,8361182.0
2015-07-20,29100,29100,27850,29100,1505,243310.0,8361182.0
2015-07-21,33400,33400,28700,29050,2251,242892.0,8361182.0
2015-07-22,31050,31050,29000,29100,806,243310.0,8361182.0
2015-07-23,29750,29750,28100,28500,956,238294.0,8361182.0
2015-07-24,28500,29700,28500,29700,6832,248327.0,8361182.0
2015-07-27,34150,34150,29000,30000,6466,250835.0,8361182.0
2015-07-28,33900,33900,29500,29500,2950,246655.0,8361182.0
2015-07-29,31000,31000,30000,30800,7246,257524.0,8361182.0
2015-07-30,31500,31500,28800,31200,3586,260869.0,8361182.0
2015-07-31,32000,32000,29000,30400,2247,254180.0,8361182.0
2015-08-03,31000,31000,29900,30000,1492,250835.0,8361182.0
2015-08-04,33900,33900,29300,29900,2770,249999.0,8361182.0
2015-08-05,29900,30000,29100,29500,3287,246655.0,8361182.0
2015-08-06,30000,30000,29000,29000,1418,242474.0,8361182.0
2015-08-07,29900,29900,28500,28900,2340,241638.0,8361182.0
2015-08-10,31500,31500,28500,28700,3748,239966.0,8361182.0
2015-08-11,29600,29600,28500,28500,3904,238294.0,8361182.0
2015-08-12,28500,28500,27000,28500,3594,238721.0,8376182.0
2015-08-13,28400,28400,26800,27900,2122,233695.0,8376182.0
2015-08-17,30850,30850,23750,27750,38137,232439.0,8376182.0
2015-08-18,23750,28950,23750,26550,4362,222388.0,8376182.0
2015-08-19,27500,27500,23800,24950,1039,208986.0,8376182.0
2015-08-20,26900,26900,24200,26000,846,217781.0,8376182.0
2015-08-21,26000,26000,22100,22500,1810,188464.0,8376182.0
2015-08-24,22100,22100,19300,21650,2566,181344.0,8376182.0
2015-08-25,21800,22450,21800,22000,1377,184606.0,8391182.0
2015-08-26,22950,22950,22100,22400,195,187962.0,8391182.0
2015-08-27,25550,25550,22500,23450,5836,196773.0,8391182.0
2015-08-28,23950,26300,23950,25200,3592,211458.0,8391182.0
2015-08-31,25450,25450,25450,25450,1,213556.0,8391182.0
2015-09-01,22100,24950,22100,24950,121,209360.0,8391182.0
2015-09-02,23100,23950,23000,23600,82,198032.0,8391182.0
2015-09-03,21100,25000,20100,24950,4233,209360.0,8391182.0
2015-09-04,24950,24950,24950,24950,1,209360.0,8391182.0
2015-09-07,23700,23700,23650,23650,24125,198451.0,8391182.0
2015-09-08,22000,22000,21950,21950,20,184186.0,8391182.0
2015-09-09,22000,22950,21600,22250,1985,186704.0,8391182.0
2015-09-10,24850,24850,21900,23600,4629,198032.0,8391182.0
2015-09-11,24900,24900,21200,23650,1061,198451.0,8391182.0
2015-09-14,24550,24550,21200,23650,2726,198451.0,8391182.0
2015-09-15,21100,22950,20150,21350,4802,179152.0,8391182.0
2015-09-16,23900,23900,21300,21650,339,181669.0,8391182.0
2015-09-17,23700,23700,21000,22850,1304,191739.0,8391182.0
2015-09-18,22300,22300,22150,22150,727,185865.0,8391182.0
2015-09-21,20000,21950,20000,21850,934,183347.0,8391182.0
2015-09-22,22950,22950,19350,22450,72,188382.0,8391182.0
2015-09-23,22850,22850,20000,20000,243,167824.0,8391182.0
2015-09-24,21900,22000,20800,21000,6264,176215.0,8391182.0
2015-09-25,22100,22100,20150,20200,249,169502.0,8391182.0
2015-09-30,20200,22000,20150,20250,2228,169921.0,8391182.0
2015-10-01,23250,23250,19150,19250,546,161530.0,8391182.0
2015-10-02,21200,21350,20050,21250,4007,178313.0,8391182.0
2015-10-05,21250,21500,19550,20450,1797,171600.0,8391182.0
2015-10-06,20000,21300,20000,20150,77714,169082.0,8391182.0
2015-10-07,20950,21000,20000,20500,4025,172019.0,8391182.0
2015-10-08,20850,20850,19900,20600,1129,172858.0,8391182.0
2015-10-12,20300,22600,20300,22600,81,189641.0,8391182.0
2015-10-13,19800,22900,19500,22250,222,186704.0,8391182.0
2015-10-14,20000,21300,20000,21200,1532,179714.0,8477077.0
2015-10-15,20000,21450,19900,21350,2911,180986.0,8477077.0
2015-10-16,20000,21750,20000,21350,529,182819.0,8562972.0
2015-10-19,20000,21500,20000,20950,113,179394.0,8562972.0
2015-10-20,21000,22250,20050,21700,1249,185816.0,8562972.0
2015-10-21,24800,24800,21350,21500,11484,184104.0,8562972.0
2015-10-22,21500,21500,20300,20300,2576,173828.0,8562972.0
2015-10-23,20500,21450,20500,21450,4457,183676.0,8562972.0
2015-10-26,20250,21400,20200,20200,144,172972.0,8562972.0
2015-10-27,20500,20500,20000,20500,713,175541.0,8562972.0
2015-10-28,23300,23300,20600,22250,88,196979.0,8852972.0
2015-10-29,20000,20900,19500,20800,22381,184142.0,8852972.0
2015-10-30,20500,20500,19500,20450,294,181043.0,8852972.0
2015-11-02,23000,23000,19500,20350,20,180158.0,8852972.0
2015-11-03,21650,21650,20350,20350,922,180158.0,8852972.0
2015-11-04,19550,21000,19550,20550,1660,181929.0,8852972.0
2015-11-05,20500,20500,20000,20450,3946,181043.0,8852972.0
2015-11-06,20300,20450,19700,20400,1082,180601.0,8852972.0
2015-11-09,20400,20500,20000,20450,2428,181043.0,8852972.0
2015-11-10,22900,22900,20000,20450,2413,181043.0,8852972.0
2015-11-11,20450,20450,19650,20400,145,180601.0,8852972.0
2015-11-12,20300,20350,20100,20100,730,177945.0,8852972.0
2015-11-13,20350,20350,19500,19950,844,176617.0,8852972.0
2015-11-16,19500,20500,19050,19050,791,168649.0,8852972.0
2015-11-17,19500,19500,18300,19150,867,169534.0,8852972.0
2015-11-18,19950,19950,19750,19750,52,174846.0,8852972.0
2015-11-19,19800,21450,19650,21200,4166,187683.0,8852972.0
2015-11-20,20500,20700,20500,20500,106,181486.0,8852972.0
2015-11-23,21150,21150,20500,20750,105,183699.0,8852972.0
2015-11-24,19700,20500,19300,19300,3177,170862.0,8852972.0
2015-11-25,20850,20850,19300,19300,883,171243.0,8872672.0
2015-11-26,20800,20800,18550,19000,1131,168581.0,8872672.0
2015-11-27,20400,20400,20400,20400,1,181003.0,8872672.0
2015-11-30,20000,20950,18600,20900,7963,185439.0,8872672.0
2015-12-01,18550,20550,18550,20000,528,177453.0,8872672.0
2015-12-02,20450,20450,18700,20000,3659,177453.0,8872672.0
2015-12-03,20300,20300,19850,19850,1527,176123.0,8872672.0
2015-12-04,19500,19950,19350,19850,702,176123.0,8872672.0
2015-12-07,19500,19550,19000,19000,2224,168581.0,8872672.0
2015-12-08,20300,20300,19900,19950,361,177010.0,8872672.0
2015-12-09,20000,20000,19350,19350,584,171686.0,8872672.0
2015-12-10,19350,19350,19350,19350,305,171686.0,8872672.0
2015-12-11,19000,19000,18500,19000,775,168581.0,8872672.0
2015-12-14,19950,19950,18200,19900,5493,176566.0,8872672.0
2015-12-15,19800,20200,19000,19650,17368,174348.0,8872672.0
2015-12-16,19000,19500,19000,19450,202,172573.0,8872672.0
2015-12-17,19500,19750,19500,19750,361,175235.0,8872672.0
2015-12-18,20000,20000,19200,19200,7403,170355.0,8872672.0
2015-12-21,19800,19800,19100,19500,6,173017.0,8872672.0
2015-12-22,19650,19650,18900,19500,754,173017.0,8872672.0
2015-12-23,19000,20000,19000,19450,29413,172573.0,8872672.0
2015-12-24,20350,20350,19500,19500,2903,173017.0,8872672.0
2015-12-28,19100,19900,19100,19900,21,176566.0,8872672.0
2015-12-29,20000,20350,19500,20350,7040,180559.0,8872672.0
2015-12-30,20350,20350,19850,20350,5979,180559.0,8872672.0
2016-01-04,19700,20400,19700,20100,1565,178341.0,8872672.0
2016-01-05,20000,20550,19950,20400,1301,181003.0,8872672.0
2016-01-06,20650,21300,20450,21000,5953,186326.0,8872672.0
2016-01-07,21400,22000,20850,21450,4099,190319.0,8872672.0
2016-01-08,21400,21500,21200,21500,2485,190762.0,8872672.0
2016-01-11,21600,22900,21600,21800,5551,193424.0,8872672.0
2016-01-12,22800,22800,21750,22400,3631,198748.0,8872672.0
2016-01-13,22950,23000,21800,22000,4811,195199.0,8872672.0
2016-01-14,22850,22950,22000,22900,320,203184.0,8872672.0
2016-01-15,22900,24800,22500,24800,6335,220042.0,8872672.0
2016-01-18,24950,25100,23500,23500,7574,208508.0,8872672.0
2016-01-19,24450,24450,23500,24000,5933,212944.0,8872672.0
2016-01-20,24500,24500,23500,24500,5317,217380.0,8872672.0
2016-01-21,24500,24900,24000,24800,2215,220042.0,8872672.0
2016-01-22,25000,25000,23500,24350,3343,216050.0,8872672.0
2016-01-25,20700,24850,20700,24700,987,219155.0,8872672.0
2016-01-26,24500,24500,24200,24300,3962,215606.0,8872672.0
2016-01-27,24300,24450,24200,24450,1233,216937.0,8872672.0
2016-01-28,24450,24800,24000,24800,13569,220042.0,8872672.0
2016-01-29,24500,24700,24000,24700,11763,219155.0,8872672.0
2016-02-01,24200,24650,23900,24500,6134,217380.0,8872672.0
2016-02-02,24000,24800,23950,24800,8515,220042.0,8872672.0
2016-02-03,24800,25000,24600,24950,7269,221373.0,8872672.0
2016-02-04,25000,25500,25000,25400,12337,225366.0,8872672.0
2016-02-05,26000,26000,25000,25900,5422,229802.0,8872672.0
2016-02-11,27900,28000,25800,25800,759,228915.0,8872672.0
2016-02-12,26950,26950,24150,25800,14393,228915.0,8872672.0
2016-02-15,25000,26350,24700,26150,3262,232020.0,8872672.0
2016-02-16,26250,27000,26250,26300,4305,233351.0,8872672.0
2016-02-17,26000,27400,26000,26000,2507,230689.0,8872672.0
2016-02-18,28400,28400,25550,26300,2298,233351.0,8872672.0
2016-02-19,26300,27150,24500,26050,6160,231133.0,8872672.0
2016-02-22,26000,26000,22850,26000,140,230689.0,8872672.0
2016-02-23,25500,26000,24900,26000,4835,230689.0,8872672.0
2016-02-24,24900,25900,24500,25500,1356,226253.0,8872672.0
2016-02-25,25500,25500,24500,24850,3966,220486.0,8872672.0
2016-02-26,25450,25450,24850,25000,1351,221817.0,8872672.0
2016-02-29,25400,25450,24600,25450,2581,225810.0,8872672.0
2016-03-02,29000,29000,25000,25500,3658,226253.0,8872672.0
2016-03-03,25450,25500,24850,25500,5183,226253.0,8872672.0
2016-03-04,26000,26000,24850,25000,2044,221817.0,8872672.0
2016-03-07,26000,26000,24700,25700,961,228028.0,8872672.0
2016-03-08,25900,25900,25000,25600,1361,227140.0,8872672.0
2016-03-09,25500,25500,24750,25050,2967,222260.0,8872672.0
2016-03-10,25950,25950,24750,25450,334,225810.0,8872672.0
2016-03-11,25950,25950,24700,25100,1321,222704.0,8872672.0
2016-03-14,26000,26000,24200,24850,2337,220486.0,8872672.0
2016-03-15,25000,25000,24000,24700,2115,219155.0,8872672.0
2016-03-16,24950,25000,24550,24750,2572,219599.0,8872672.0
2016-03-17,24850,25000,24350,24800,1978,220042.0,8872672.0
2016-03-18,24900,25100,24300,24950,10121,221373.0,8872672.0
2016-03-21,24050,25000,24050,25000,4488,221817.0,8872672.0
2016-03-22,26450,28600,25250,26950,8865,239119.0,8872672.0
2016-03-23,26200,27000,26200,27000,4940,239562.0,8872672.0
2016-03-24,26650,27400,26000,27400,6684,243111.0,8872672.0
2016-03-25,27400,27500,26700,27400,3481,243111.0,8872672.0
2016-03-28,27400,27400,26500,26850,4827,238231.0,8872672.0
2016-03-29,26800,26850,26500,26750,4125,237344.0,8872672.0
2016-03-30,26250,26300,25500,25500,6635,226253.0,8872672.0
2016-03-31,27100,27100,25400,25500,807,226253.0,8872672.0
2016-04-01,25150,25500,25150,25500,1607,226253.0,8872672.0
2016-04-04,25500,26450,25500,26300,6132,233351.0,8872672.0
2016-04-05,26550,27500,26550,27050,5462,240006.0,8872672.0
2016-04-06,27000,28400,27000,28350,13456,251540.0,8872672.0
2016-04-07,26800,28500,26800,28250,968,250653.0,8872672.0
2016-04-08,28000,28300,28000,28300,808,251097.0,8872672.0
2016-04-11,28300,28300,27500,28000,3732,248435.0,8872672.0
2016-04-12,28000,28450,27100,27850,13247,247104.0,8872672.0
2016-04-14,27700,27700,27700,27700,2111,245773.0,8872672.0
2016-04-15,26100,27400,26100,27350,396,242668.0,8872672.0
2016-04-18,26700,27150,26000,27000,2026,239562.0,8872672.0
2016-04-19,27000,27000,26500,26900,842,238675.0,8872672.0
2016-04-20,26200,26850,26000,26500,1623,235126.0,8872672.0
2016-04-21,26500,26500,25400,26000,1072,230689.0,8872672.0
2016-04-22,25950,26300,25900,26150,1917,232020.0,8872672.0
2016-04-25,26150,26500,25250,25650,3234,227584.0,8872672.0
2016-04-26,26150,26600,25650,26600,3755,236013.0,8872672.0
2016-04-27,27900,27900,26600,27800,8438,246660.0,8872672.0
2016-04-28,28000,28000,27950,27950,29,247991.0,8872672.0
2016-04-29,26600,27900,26050,27900,2444,247548.0,8872672.0
2016-05-02,27200,27450,26550,26950,218,239119.0,8872672.0
2016-05-03,26800,26950,26000,26800,262,237788.0,8872672.0
2016-05-04,26000,27400,26000,27000,106,239562.0,8872672.0
2016-05-09,26700,26700,25600,26350,414,233795.0,8872672.0
2016-05-10,25500,26750,25300,26750,764,237344.0,8872672.0
2016-05-11,25550,26700,25250,26650,540,236457.0,8872672.0
2016-05-12,25500,26550,25000,26000,1207,230689.0,8872672.0
2016-05-13,25500,25950,24500,25000,3003,221817.0,8872672.0
2016-05-16,24950,26000,24700,24950,2454,221373.0,8872672.0
2016-05-17,25250,25250,23900,24000,1230,212944.0,8872672.0
2016-05-18,24500,24500,24100,24500,1248,217380.0,8872672.0
2016-05-19,24500,24850,24400,24850,643,220486.0,8872672.0
2016-05-20,24850,24850,24850,24850,5,220486.0,8872672.0
2016-05-23,25000,25000,24500,24500,300,217380.0,8872672.0
2016-05-24,24300,25100,23500,25100,2150,222704.0,8872672.0
2016-05-25,23100,25350,22750,25300,459,224479.0,8872672.0
2016-05-26,24000,24950,24000,24950,609,221373.0,8872672.0
2016-05-27,24950,24950,23500,24500,545,217380.0,8872672.0
2016-05-30,27800,27800,24500,25300,2553,224479.0,8872672.0
2016-05-31,25200,25200,24700,24950,1547,221373.0,8872672.0
2016-06-01,24500,24900,23500,24750,2020,219599.0,8872672.0
2016-06-02,24950,24950,24000,24750,1557,219599.0,8872672.0
2016-06-03,25850,25850,24000,24750,3628,219599.0,8872672.0
2016-06-07,22700,24950,22600,23500,8118,208508.0,8872672.0
2016-06-08,23900,23900,22300,23000,4571,204071.0,8872672.0
2016-06-09,23450,23450,23000,23300,1164,206733.0,8872672.0
2016-06-10,23900,23950,23300,23900,351,212057.0,8872672.0
2016-06-13,24400,24400,22000,22300,58394,197861.0,8872672.0
2016-06-14,22000,23000,22000,22100,6442,196086.0,8872672.0
2016-06-15,23900,23900,21350,22500,6165,199635.0,8872672.0
2016-06-16,22500,22500,21550,21550,3498,191206.0,8872672.0
2016-06-17,23600,23600,20800,21600,4892,191650.0,8872672.0
2016-06-20,22300,22300,21750,21900,852,194312.0,8872672.0
2016-06-21,22950,23700,21500,22150,1637,196530.0,8872672.0
2016-06-22,24650,24650,23000,23350,926,207177.0,8872672.0
2016-06-23,24100,25500,24000,25350,12918,224922.0,8872672.0
2016-06-24,25900,25900,23000,24400,11109,216493.0,8872672.0
2016-06-27,24200,24200,23500,23900,5074,212057.0,8872672.0
2016-06-28,23900,24750,23350,23950,6883,212500.0,8872672.0
2016-06-29,23950,24800,23550,23950,14478,212500.0,8872672.0
2016-06-30,24050,24700,23650,23900,8538,212057.0,8872672.0
2016-07-01,23900,24700,23800,23950,10124,212500.0,8872672.0
2016-07-04,23600,24000,23100,23950,6212,212500.0,8872672.0
2016-07-05,23950,24300,23900,24300,2994,215606.0,8872672.0
2016-07-06,24000,24000,23350,23800,6252,211170.0,8872672.0
2016-07-07,24400,24400,23000,23500,7892,208508.0,8872672.0
2016-07-08,23700,23700,23000,23400,3526,207621.0,8872672.0
2016-07-11,23400,23500,23000,23500,660,208508.0,8872672.0
2016-07-12,23700,23700,23000,23450,4903,208064.0,8872672.0
2016-07-13,22550,23000,22550,22900,3285,203184.0,8872672.0
2016-07-14,23350,23350,21000,22650,7948,200966.0,8872672.0
2016-07-15,22650,22950,22000,22400,10906,198748.0,8872672.0
2016-07-18,22400,22500,22400,22400,390,198748.0,8872672.0
2016-07-19,23950,23950,21400,22100,503,196086.0,8872672.0
2016-07-20,22900,23450,21850,22000,7301,195199.0,8872672.0
2016-07-21,23200,23200,21650,21650,54360,192093.0,8872672.0
2016-07-22,23050,23050,21250,21800,5059,193424.0,8872672.0
2016-07-25,22950,22950,20200,21800,2138,193424.0,8872672.0
2016-07-26,21100,21900,21100,21800,1298,193424.0,8872672.0
2016-07-27,21300,21900,21100,21750,4070,192981.0,8872672.0
2016-07-28,22500,22500,20050,21450,7198,190319.0,8872672.0
2016-07-29,22900,22900,21000,21800,4262,193424.0,8872672.0
2016-08-01,22450,22450,21000,21600,5290,191650.0,8872672.0
2016-08-02,21150,22100,20050,20650,7633,183221.0,8872672.0
2016-08-03,22450,22450,20750,21000,5068,186326.0,8872672.0
2016-08-04,21000,21000,20300,20750,11620,184108.0,8872672.0
2016-08-05,20600,20750,20300,20650,10550,183221.0,8872672.0
2016-08-08,22000,22000,20550,20600,762,182777.0,8872672.0
2016-08-09,20400,21500,20150,21400,5998,189875.0,8872672.0
2016-08-10,21400,22250,21400,22250,9064,197417.0,8872672.0
2016-08-11,22650,22650,22000,22450,4387,199191.0,8872672.0
2016-08-12,22650,22650,22000,22400,3669,198748.0,8872672.0
2016-08-16,21800,22850,21800,22800,1135,202297.0,8872672.0
2016-08-17,22500,23350,22500,22950,3832,203628.0,8872672.0
2016-08-18,23800,23800,22750,23250,1376,206290.0,8872672.0
2016-08-19,23750,23750,22950,23600,3662,209395.0,8872672.0
2016-08-22,22550,23900,22300,23000,6327,204071.0,8872672.0
2016-08-23,23000,23000,21400,21800,3593,193424.0,8872672.0
2016-08-24,21500,22750,21050,21500,1624,190762.0,8872672.0
2016-08-25,21000,22500,21000,21550,3538,191206.0,8872672.0
2016-08-26,22200,22200,21550,21550,1456,191206.0,8872672.0
2016-08-29,21350,22400,21350,22300,2729,197861.0,8872672.0
2016-08-30,22000,22650,22000,22650,882,200966.0,8872672.0
2016-08-31,22700,22800,21550,22800,6348,202297.0,8872672.0
2016-09-01,23150,23550,22400,23200,4324,205846.0,8872672.0
2016-09-02,22950,23000,22500,22500,2546,199635.0,8872672.0
2016-09-05,23250,23250,21950,22600,2856,200522.0,8872672.0
2016-09-06,23950,23950,21750,21750,4542,192981.0,8872672.0
2016-09-07,22650,22650,21650,21650,462,192093.0,8872672.0
2016-09-08,22350,22350,21550,21850,117,193868.0,8872672.0
2016-09-09,21400,21800,21200,21800,902,193424.0,8872672.0
2016-09-12,22250,22750,21250,21800,62,193424.0,8872672.0
2016-09-13,22050,22050,20800,22000,722,195199.0,8872672.0
2016-09-19,21700,23700,21150,22550,750,200079.0,8872672.0
2016-09-20,22700,22700,22500,22600,1105,200522.0,8872672.0
2016-09-21,22450,22600,22150,22400,907,198748.0,8872672.0
2016-09-22,21500,22400,21200,22400,1136,198748.0,8872672.0
2016-09-23,22400,22400,20850,21500,3228,190762.0,8872672.0
2016-09-26,21000,21850,20950,21500,376,190762.0,8872672.0
2016-09-27,21500,22900,21000,22000,1137,195199.0,8872672.0
2016-09-28,22500,22500,21550,22350,618,198304.0,8872672.0
2016-09-29,22350,22350,21650,21900,823,194312.0,8872672.0
2016-09-30,21900,22500,21900,22450,4217,199191.0,8872672.0
2016-10-04,22650,22650,21850,22200,47,196973.0,8872672.0
2016-10-05,21500,22100,21500,22050,4114,195642.0,8872672.0
2016-10-06,22250,22250,21600,22000,607,195199.0,8872672.0
2016-10-07,23900,23900,21800,21950,1837,194755.0,8872672.0
2016-10-10,22450,22450,22450,22450,1,199191.0,8872672.0
2016-10-11,21500,22000,21500,22000,1942,195199.0,8872672.0
2016-10-12,22250,22250,21600,21850,248,193868.0,8872672.0
2016-10-13,21850,22000,21500,21600,989,191650.0,8872672.0
2016-10-14,22000,22000,22000,22000,1,195199.0,8872672.0
2016-10-17,21500,22350,21500,21800,2266,193424.0,8872672.0
2016-10-18,21800,21800,21800,21800,133,193424.0,8872672.0
2016-10-19,21500,22000,21500,22000,3363,195199.0,8872672.0
2016-10-20,21850,21850,21550,21650,1663,192093.0,8872672.0
2016-10-21,22000,22250,21800,21950,11279,194755.0,8872672.0
2016-10-24,21950,22000,21850,22000,5697,195199.0,8872672.0
2016-10-25,22000,22250,22000,22200,6553,196973.0,8872672.0
2016-10-26,22000,22550,21750,22550,12795,200079.0,8872672.0
2016-10-27,22550,23350,22300,22300,2722,197861.0,8872672.0
2016-10-28,22900,22900,22600,22600,89,200522.0,8872672.0
2016-10-31,22500,24000,21050,23050,16556,204515.0,8872672.0
2016-11-01,22900,22900,21000,21850,17053,193868.0,8872672.0
2016-11-02,21050,21800,21000,21550,203,191206.0,8872672.0
2016-11-03,21450,21450,20750,20750,1010,184108.0,8872672.0
2016-11-04,21850,21850,20850,20900,157,185439.0,8872672.0
2016-11-07,20500,20800,19350,19850,1273,176123.0,8872672.0
2016-11-08,19800,21500,19100,21000,12005,186326.0,8872672.0
2016-11-09,20300,20550,19950,20500,2374,181890.0,8872672.0
2016-11-10,20850,20850,20000,20350,403,180559.0,8872672.0
2016-11-11,20900,20900,19800,20400,548,181003.0,8872672.0
2016-11-14,20100,20900,19900,20300,3447,180115.0,8872672.0
2016-11-15,20600,20600,19900,19900,2788,176566.0,8872672.0
2016-11-16,20300,20850,19900,20000,2633,177453.0,8872672.0
2016-11-17,19800,19850,19000,19600,2750,173904.0,8872672.0
2016-11-18,19650,19650,16700,18200,1341,161483.0,8872672.0
2016-11-21,18000,18500,17550,18500,373,164144.0,8872672.0
2016-11-22,18450,18450,17300,17900,1231,158821.0,8872672.0
2016-11-23,18250,18400,18000,18300,461,162370.0,8872672.0
2016-11-24,18750,19000,17550,18850,2820,167250.0,8872672.0
2016-11-25,20950,20950,18200,18800,1105,166806.0,8872672.0
2016-11-28,18200,18800,17350,18400,1072,163257.0,8872672.0
2016-11-29,18850,18850,16000,17750,3497,157490.0,8872672.0
2016-11-30,15750,15750,11500,11900,2012167,118124.0,9926362.0
2016-12-01,12000,12400,11100,11900,614503,118124.0,9926362.0
2016-12-02,11900,11950,11450,11650,319028,115642.0,9926362.0
2016-12-05,11600,12200,10800,11000,349792,109190.0,9926362.0
2016-12-06,11100,11250,10600,10800,280619,107205.0,9926362.0
2016-12-07,10800,10900,9970,10200,367603,101249.0,9926362.0
2016-12-08,10300,10500,9800,10000,265633,99264.0,9926362.0
2016-12-09,10100,10250,9860,9860,208265,97874.0,9926362.0
2016-12-12,9970,10200,9860,9970,121548,98966.0,9926362.0
2016-12-13,10050,11050,9980,10750,435941,106708.0,9926362.0
2016-12-14,10900,11150,10500,10650,221991,105716.0,9926362.0
2016-12-15,10650,10950,10550,10900,113838,108197.0,9926362.0
2016-12-16,11050,11100,10700,10800,103527,107205.0,9926362.0
2016-12-19,10700,10800,10200,10350,130880,102738.0,9926362.0
2016-12-20,10300,10500,10150,10150,88042,100753.0,9926362.0
2016-12-21,10200,10600,10100,10150,103925,100753.0,9926362.0
2016-12-22,10300,10350,9990,9990,116894,99164.0,9926362.0
2016-12-23,10000,10100,9900,10000,53427,99264.0,9926362.0
2016-12-26,10050,10500,9920,10300,139810,102242.0,9926362.0
2016-12-27,10350,10350,10050,10050,58798,99760.0,9926362.0
2016-12-28,10050,10200,9970,10000,64770,99264.0,9926362.0
2016-12-29,10050,10150,9800,9900,91612,98271.0,9926362.0
2017-01-02,9840,9980,9800,9900,40190,98271.0,9926362.0
2017-01-03,9900,10150,9800,10050,50851,99760.0,9926362.0
2017-01-04,10100,10150,9940,9980,51985,99065.0,9926362.0
2017-01-05,9970,10800,9900,10500,231166,104227.0,9926362.0
2017-01-06,10500,10750,10300,10650,118064,105716.0,9926362.0
2017-01-09,10600,10700,10300,10350,73519,102738.0,9926362.0
2017-01-10,10400,10450,10050,10150,80001,100753.0,9926362.0
2017-01-11,10100,10200,9970,10000,81868,99264.0,9926362.0
2017-01-12,10000,10100,9900,10000,61110,99264.0,9926362.0
2017-01-13,10000,10350,10000,10200,106510,101249.0,9926362.0
2017-01-16,10250,10300,9960,9970,74575,98966.0,9926362.0
2017-01-17,9990,10000,9860,9860,60689,97874.0,9926362.0
2017-01-18,9900,9910,9620,9660,69895,95889.0,9926362.0
2017-01-19,9830,9830,9250,9330,140976,92613.0,9926362.0
2017-01-20,9330,9400,9000,9160,74917,90925.0,9926362.0
2017-01-23,9170,9180,8800,8820,92343,87551.0,9926362.0
2017-01-24,8760,9100,8720,9040,85494,89734.0,9926362.0
2017-01-25,9050,9150,8830,8930,32284,88642.0,9926362.0
2017-01-26,9140,9220,9000,9030,51184,89635.0,9926362.0
2017-01-31,9030,9140,8760,8810,35061,87451.0,9926362.0
2017-02-01,8890,8980,8670,8880,75565,88146.0,9926362.0
2017-02-02,8880,8880,8510,8580,78698,85168.0,9926362.0
2017-02-03,8540,8650,8000,8100,118445,80404.0,9926362.0
2017-02-06,8040,8160,7920,8130,87157,80701.0,9926362.0
2017-02-07,8150,8150,8000,8100,32427,80404.0,9926362.0
2017-02-08,8210,8210,7930,8130,43757,80701.0,9926362.0
2017-02-09,8200,8200,7990,8040,53858,79808.0,9926362.0
2017-02-10,8080,8090,7710,7810,79062,77525.0,9926362.0
2017-02-13,7690,7910,7560,7850,87189,77922.0,9926362.0
