오이솔루션(138080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-12,8481,8717,8481,8718,8417,57494.0,5179610.0
2015-11-13,8560,8717,8442,8718,29853,57494.0,5179610.0
2015-11-16,8560,8638,8481,8640,18062,56976.0,5179610.0
2015-11-17,8677,8835,8638,8718,14243,57494.0,5179610.0
2015-11-18,8717,8913,8560,8718,31308,57494.0,5179610.0
2015-11-19,8757,8874,8599,8836,12125,58271.0,5179610.0
2015-11-20,8717,9149,8717,9111,14574,60083.0,5179610.0
2015-11-23,9070,9267,9031,9189,10580,60601.0,5179610.0
2015-11-24,9109,9189,8953,9072,11477,59824.0,5179610.0
2015-11-25,8953,9267,8835,9228,9616,60860.0,5179610.0
2015-11-26,9267,9267,9031,9267,8303,61119.0,5179610.0
2015-11-27,9306,9502,9228,9464,18517,62414.0,5179610.0
2015-11-30,9345,9542,9228,9267,17788,61119.0,5179610.0
2015-12-01,9228,9385,9228,9267,7792,61119.0,5179610.0
2015-12-02,9267,9424,9228,9307,6841,61378.0,5179610.0
2015-12-03,9267,9306,8835,9111,29587,60083.0,5179610.0
2015-12-04,9149,9149,8874,8993,8658,59307.0,5179610.0
2015-12-07,8992,9070,8835,9032,7600,59566.0,5179610.0
2015-12-08,9031,9031,8796,8954,12717,59048.0,5179610.0
2015-12-09,8796,8953,8717,8915,7067,58789.0,5179610.0
2015-12-10,8757,8913,8717,8836,7630,58271.0,5179610.0
2015-12-11,8835,8913,8677,8796,6771,58012.0,5179610.0
2015-12-14,8717,8757,8167,8325,24828,54904.0,5179610.0
2015-12-15,8167,8913,8167,8482,6717,55940.0,5179610.0
2015-12-16,8364,8677,8364,8561,8535,56458.0,5179610.0
2015-12-17,8599,8913,8599,8915,6599,58789.0,5179610.0
2015-12-18,8913,9306,8835,9228,8714,60860.0,5179610.0
2015-12-21,8992,9149,8835,8954,11025,59048.0,5179610.0
2015-12-22,8953,9109,8913,9111,6233,60083.0,5179610.0
2015-12-23,8953,9149,8953,9072,4089,59824.0,5179610.0
2015-12-24,9109,9149,8953,9111,8959,60083.0,5179610.0
2015-12-28,8953,9189,8796,9189,12163,60601.0,5179610.0
2015-12-29,9189,9267,8992,9228,10280,60860.0,5179610.0
2015-12-30,9228,9267,9031,9072,4201,59824.0,5179610.0
2016-01-04,8992,9267,8992,9111,12323,60083.0,5179610.0
2016-01-05,9031,9385,8953,9386,16029,61896.0,5179610.0
2016-01-06,9424,9502,9149,9228,17626,60860.0,5179610.0
2016-01-07,9228,9306,8913,8954,19028,59048.0,5179610.0
2016-01-08,8835,8874,8599,8836,11213,58271.0,5179610.0
2016-01-11,8796,8796,8442,8482,18903,55940.0,5179610.0
2016-01-12,8481,8560,8403,8404,10412,55422.0,5179610.0
2016-01-13,8403,8560,8364,8522,19934,56199.0,5179610.0
2016-01-14,8442,8560,8325,8561,14427,56458.0,5179610.0
2016-01-15,8560,8560,8325,8443,16683,55681.0,5179610.0
2016-01-18,8286,8442,8128,8286,6589,54645.0,5179610.0
2016-01-19,8677,10288,8599,9072,933218,59824.0,5179610.0
2016-01-20,9070,9070,8325,8640,151549,56976.0,5179610.0
2016-01-21,8638,8638,8167,8168,61881,53868.0,5179610.0
2016-01-22,8128,8286,8010,8208,36107,54127.0,5179610.0
2016-01-25,8128,8403,8128,8325,25313,54904.0,5179610.0
2016-01-26,8206,8521,8206,8325,34277,54904.0,5179610.0
2016-01-27,8325,8560,8246,8404,24160,55422.0,5179610.0
2016-01-28,8403,8913,8403,8836,28761,58271.0,5179610.0
2016-01-29,8757,8913,8677,8875,13219,58530.0,5179610.0
2016-02-01,8913,9189,8757,9032,30400,59566.0,5179610.0
2016-02-02,8992,9306,8992,9189,33831,60601.0,5179610.0
2016-02-03,9228,9660,9189,9660,37918,63709.0,5179610.0
2016-02-04,9660,9895,9345,9347,42892,61637.0,5179610.0
2016-02-05,9424,9621,8796,9347,52400,61637.0,5179610.0
2016-02-11,9070,9581,9070,9386,34760,61896.0,5179610.0
2016-02-12,9424,9424,8638,8915,40821,58789.0,5179610.0
2016-02-15,8953,9542,8953,9425,33725,62155.0,5179610.0
2016-02-16,9345,9621,9306,9386,38007,61896.0,5179610.0
2016-02-17,9424,9660,9306,9543,36253,62932.0,5179610.0
2016-02-18,9581,9581,9306,9425,42271,62155.0,5179610.0
2016-02-19,9424,9502,9306,9464,18312,62414.0,5179610.0
2016-02-22,9502,9502,9345,9386,18205,61896.0,5179610.0
2016-02-23,9502,9934,9424,9818,64743,64745.0,5179610.0
2016-02-24,9816,10484,9699,10328,102450,68112.0,5179610.0
2016-02-25,10563,10563,9895,10328,56510,68112.0,5179610.0
2016-02-26,10445,10445,10131,10171,15560,67076.0,5179610.0
2016-02-29,10131,10209,9738,10092,39173,66558.0,5179610.0
2016-03-02,10131,10406,9974,10367,54731,68371.0,5179610.0
2016-03-03,10367,10367,10131,10250,13763,67594.0,5179610.0
2016-03-04,10209,10367,10052,10250,21225,67594.0,5179610.0
2016-03-07,10445,10484,10170,10171,16267,67076.0,5179610.0
2016-03-08,10248,11231,10131,10760,159525,70961.0,5179610.0
2016-03-09,10641,10877,10602,10603,22937,69925.0,5179610.0
2016-03-10,10524,10641,10327,10643,16555,70184.0,5179610.0
2016-03-11,10602,10641,10406,10603,15097,69925.0,5179610.0
2016-03-14,10602,10838,10209,10407,54769,68630.0,5179610.0
2016-03-15,10445,10602,10248,10367,27188,68371.0,5179610.0
2016-03-16,10327,10406,10170,10407,9788,68630.0,5179610.0
2016-03-17,10406,10563,10288,10367,21876,68371.0,5179610.0
2016-03-18,10367,10445,10209,10407,14975,68630.0,5179610.0
2016-03-21,10327,10445,10209,10250,26814,67594.0,5179610.0
2016-03-22,10288,10367,9895,10014,29849,66040.0,5179610.0
2016-03-23,9816,10131,9738,10014,22110,66040.0,5179610.0
2016-03-24,10052,10052,9777,9818,19720,64745.0,5179610.0
2016-03-25,9816,9895,9738,9818,9457,64745.0,5179610.0
2016-03-28,9738,10052,9738,9975,7671,65781.0,5179610.0
2016-03-29,9974,9974,9660,9935,17637,65522.0,5179610.0
2016-03-30,9934,9934,9738,9935,17957,65522.0,5179610.0
2016-03-31,9856,9934,9777,9935,8089,65522.0,5179610.0
2016-04-01,9816,9934,9738,9818,13071,64745.0,5179610.0
2016-04-04,9816,10013,9660,10014,20685,66040.0,5179610.0
2016-04-05,9934,10248,9934,10211,20236,67335.0,5179610.0
2016-04-06,10209,10367,10052,10171,16336,67076.0,5179610.0
2016-04-07,10170,10209,9934,10131,6753,66817.0,5179610.0
2016-04-08,10092,10209,9934,10211,14536,67335.0,5179610.0
2016-04-11,10209,10406,10131,10328,17457,68112.0,5179610.0
2016-04-12,10327,10327,10052,10171,14132,67076.0,5179610.0
2016-04-14,10092,10406,10092,10211,17743,67335.0,5179610.0
2016-04-15,10131,10209,10052,10131,16523,66817.0,5179610.0
2016-04-18,10131,10131,9856,10014,12325,66040.0,5179610.0
2016-04-19,10013,10209,9895,10211,24981,67335.0,5179610.0
2016-04-20,10170,10209,10052,10131,26194,66817.0,5179610.0
2016-04-21,10209,10209,10052,10053,15692,66299.0,5179610.0
2016-04-22,10013,10131,9934,10131,15570,66817.0,5179610.0
2016-04-25,10131,10131,9738,9857,43252,65004.0,5179610.0
2016-04-26,9856,9974,9777,9975,19539,65781.0,5179610.0
2016-04-27,9974,10445,9974,10250,69995,67594.0,5179610.0
2016-04-28,10406,10406,10131,10250,29554,67594.0,5179610.0
2016-04-29,10248,10288,9816,9935,41874,65522.0,5179610.0
2016-05-02,9934,9974,9777,9779,17163,64486.0,5179610.0
2016-05-03,9777,9895,9660,9779,15542,64486.0,5179610.0
2016-05-04,9777,9895,9660,9857,9438,65004.0,5179610.0
2016-05-09,9856,10170,9816,10171,20296,67076.0,5179610.0
2016-05-10,10131,10248,10013,10092,17893,66558.0,5179610.0
2016-05-11,10170,10209,9974,10131,19527,66817.0,5179610.0
2016-05-12,10052,10052,9031,9267,207595,61119.0,5179610.0
2016-05-13,9149,9189,8560,8600,152755,56717.0,5179610.0
2016-05-16,8442,8560,8403,8482,47547,55940.0,5179610.0
2016-05-17,8442,8521,8167,8247,46210,54386.0,5179610.0
2016-05-18,8128,8286,7971,8129,39144,53609.0,5179610.0
2016-05-19,8089,8286,8089,8247,10975,54386.0,5179610.0
2016-05-20,8050,8325,8050,8286,9606,54645.0,5179610.0
2016-05-23,8364,8560,8167,8364,16492,55163.0,5179610.0
2016-05-24,8442,8442,8206,8443,11956,55681.0,5179610.0
2016-05-25,8521,8521,8167,8364,15893,55163.0,5179610.0
2016-05-26,8286,8286,8050,8168,15162,53868.0,5179610.0
2016-05-27,8089,8206,8050,8050,20340,53091.0,5179610.0
2016-05-30,8050,8206,7893,7972,19663,52573.0,5179610.0
2016-05-31,7971,8481,7932,8443,27750,55681.0,5179610.0
2016-06-01,8442,8442,8167,8208,13508,54127.0,5179610.0
2016-06-02,8206,8364,8050,8325,6253,54904.0,5179610.0
2016-06-03,8364,8521,8246,8482,20518,55940.0,5179610.0
2016-06-07,8481,8481,8089,8364,12376,55163.0,5179610.0
2016-06-08,8364,8521,8245,8325,14540,54904.0,5179610.0
2016-06-09,8364,8521,8325,8443,19836,55681.0,5179610.0
2016-06-10,8521,8521,8167,8325,24882,54904.0,5179610.0
2016-06-13,8364,8442,8246,8364,16171,55163.0,5179610.0
2016-06-14,8246,8325,8128,8168,14270,53868.0,5179610.0
2016-06-15,8167,8481,8050,8090,23256,53350.0,5179610.0
2016-06-16,8089,8206,7893,7932,21690,52314.0,5179610.0
2016-06-17,7971,8089,7971,8011,7897,52832.0,5179610.0
2016-06-20,8010,8128,7853,8011,15414,52832.0,5179610.0
2016-06-21,8010,8246,7971,8011,14091,52832.0,5179610.0
2016-06-22,8128,8206,8010,8011,5916,52832.0,5179610.0
2016-06-23,8206,8206,7971,8129,11823,53609.0,5179610.0
2016-06-24,8128,8167,7767,7847,40518,51744.0,5179610.0
2016-06-27,7555,7845,7555,7737,25705,51019.0,5179610.0
2016-06-28,7735,7838,7664,7822,6428,51589.0,5179610.0
2016-06-29,7853,8128,7829,7893,13362,52055.0,5179610.0
2016-06-30,7932,8167,7932,8050,12033,53091.0,5179610.0
2016-07-01,8050,8206,8050,8168,5398,53868.0,5179610.0
2016-07-04,8167,8206,8089,8129,6916,53609.0,5179610.0
2016-07-05,8089,8286,8089,8208,10425,54127.0,5179610.0
2016-07-06,8246,8481,8206,8364,18963,55163.0,5179610.0
2016-07-07,8286,8560,8286,8561,25691,56458.0,5179610.0
2016-07-08,8481,8560,8364,8443,12171,55681.0,5179610.0
2016-07-11,8325,8403,8167,8364,22361,55163.0,5179610.0
2016-07-12,8286,8599,8246,8482,23464,55940.0,5179610.0
2016-07-13,8442,8717,8286,8325,18163,54904.0,5179610.0
2016-07-14,8521,9660,8521,8836,240272,58271.0,5179610.0
2016-07-15,9031,9109,8638,8640,67014,56976.0,5179610.0
2016-07-18,8757,9070,8717,8718,32816,57494.0,5179610.0
2016-07-19,8757,10131,8599,9267,336349,61119.0,5179610.0
2016-07-20,9542,9934,9267,9582,186785,63191.0,5179610.0
2016-07-21,9621,9777,9424,9425,65041,62155.0,5179610.0
2016-07-22,9385,9699,9228,9425,34400,62155.0,5179610.0
2016-07-25,9424,9463,9070,9072,43290,59824.0,5179610.0
2016-07-26,9070,9267,8953,9267,23659,61119.0,5179610.0
2016-07-27,9267,9581,9228,9464,25214,62414.0,5179610.0
2016-07-28,9738,9738,9306,9386,31814,61896.0,5179610.0
2016-07-29,9502,9542,9149,9347,36746,61637.0,5179610.0
2016-08-01,9424,9699,9385,9425,38140,62155.0,5179610.0
2016-08-02,9463,9621,9345,9503,14959,62673.0,5179610.0
2016-08-03,9345,9463,9228,9386,14192,61896.0,5179610.0
2016-08-04,9385,9542,9306,9543,10519,62932.0,5179610.0
2016-08-05,9660,9660,9345,9425,28297,62155.0,5179610.0
2016-08-08,9424,9502,9385,9503,7747,62673.0,5179610.0
2016-08-09,9424,9542,9424,9464,12423,62414.0,5179610.0
2016-08-10,9463,9502,9385,9464,9374,62414.0,5179610.0
2016-08-11,9463,9463,9345,9425,7691,62155.0,5179610.0
2016-08-12,9385,9581,9306,9464,23260,62414.0,5179610.0
2016-08-16,9502,9581,9424,9543,6845,62932.0,5179610.0
2016-08-17,9463,9542,9267,9307,15037,61378.0,5179610.0
2016-08-18,9306,9345,9189,9228,13169,60860.0,5179610.0
2016-08-19,9228,9228,9031,9111,12118,60083.0,5179610.0
2016-08-22,9228,9424,9031,9425,14307,62155.0,5179610.0
2016-08-23,9424,9974,9424,9935,60248,65522.0,5179610.0
2016-08-24,9974,10013,9699,9975,27310,65781.0,5179610.0
2016-08-25,9974,9974,9777,9896,19160,65263.0,5179610.0
2016-08-26,9738,9895,9621,9818,10774,64745.0,5179610.0
2016-08-29,9699,9738,9424,9464,17577,62414.0,5179610.0
2016-08-30,9424,9660,9424,9503,8247,62673.0,5179610.0
2016-08-31,9463,9660,9345,9582,17879,63191.0,5179610.0
2016-09-01,9581,9621,9385,9582,12116,63191.0,5179610.0
2016-09-02,9581,9660,9463,9582,8599,63191.0,5179610.0
2016-09-05,9581,9777,9502,9779,16297,64486.0,5179610.0
2016-09-06,9777,9816,9660,9660,11012,63709.0,5179610.0
2016-09-07,9621,10052,9542,9779,24867,64486.0,5179610.0
2016-09-08,9777,10013,9463,9582,22406,63191.0,5179610.0
2016-09-09,9660,9660,9424,9543,8144,62932.0,5179610.0
2016-09-12,9306,9463,9267,9267,15601,61119.0,5179610.0
2016-09-13,9306,9542,9267,9425,8554,62155.0,5179610.0
2016-09-19,9424,9542,9345,9543,5785,62932.0,5179610.0
2016-09-20,9542,9581,9385,9464,11699,62414.0,5179610.0
2016-09-21,9463,9463,9345,9425,10101,62155.0,5179610.0
2016-09-22,9502,9502,9306,9307,11541,61378.0,5179610.0
2016-09-23,9345,9738,9345,9660,17050,63709.0,5179610.0
2016-09-26,9699,9699,9463,9582,16264,63191.0,5179610.0
2016-09-27,9424,9738,9424,9660,13140,63709.0,5179610.0
2016-09-28,9660,11702,9660,10446,669017,68889.0,5179610.0
2016-09-29,10445,10524,10209,10524,84651,69407.0,5179610.0
2016-09-30,10563,10956,10327,10485,134731,69148.0,5179610.0
2016-10-04,10406,11073,10406,10838,80633,71479.0,5179610.0
2016-10-05,10877,11034,10641,10878,45828,71738.0,5179610.0
2016-10-06,10956,11270,10367,10485,84596,69148.0,5179610.0
2016-10-07,10484,10759,10367,10524,18302,69407.0,5179610.0
2016-10-10,10524,10995,10524,10917,61761,71997.0,5179610.0
2016-10-11,10995,11544,10680,10838,72925,71479.0,5179610.0
2016-10-12,10680,10916,10524,10917,26806,71997.0,5179610.0
2016-10-13,10916,10916,10720,10760,14565,70961.0,5179610.0
2016-10-14,10720,10838,10563,10682,22342,70443.0,5179610.0
2016-10-17,10799,10799,10524,10682,14977,70443.0,5179610.0
2016-10-18,10563,10680,10445,10485,21792,69148.0,5179610.0
2016-10-19,10484,10641,10445,10643,9741,70184.0,5179610.0
2016-10-20,10524,10641,10288,10524,29567,69407.0,5179610.0
2016-10-21,10524,10877,10406,10682,24119,70443.0,5179610.0
2016-10-24,10602,10838,10602,10682,14161,70443.0,5179610.0
2016-10-25,10524,10720,10248,10603,23516,69925.0,5179610.0
2016-10-26,10602,10641,10288,10603,23915,69925.0,5179610.0
2016-10-27,10445,10680,10367,10603,11494,69925.0,5179610.0
2016-10-28,10759,10759,10484,10643,11484,70184.0,5179610.0
2016-10-31,10641,10680,10445,10485,14088,69148.0,5179610.0
2016-11-01,10406,10641,10288,10289,14734,67853.0,5179610.0
2016-11-02,9816,10013,9189,9582,139435,63191.0,5179610.0
2016-11-03,9463,9895,9463,9699,16075,63968.0,5179610.0
2016-11-04,9699,9816,9581,9739,9685,64227.0,5179610.0
2016-11-07,9699,10052,9699,9975,14069,65781.0,5179610.0
2016-11-08,10052,10131,9816,10131,18292,66817.0,5179610.0
2016-11-09,10209,10406,9463,9975,47208,65781.0,5179610.0
2016-11-10,9974,10406,9974,10407,22311,68630.0,5179610.0
2016-11-11,10327,10641,10248,10446,19085,68889.0,5179610.0
2016-11-14,10563,10680,10288,10524,11982,69407.0,5179610.0
2016-11-15,10445,10641,10367,10603,19330,69925.0,5179610.0
2016-11-16,10524,10720,10445,10643,21669,70184.0,5179610.0
2016-11-17,10680,10680,10563,10603,4527,69925.0,5179610.0
2016-11-18,10445,10759,10445,10603,13913,69925.0,5179610.0
2016-11-21,10524,10680,10524,10603,10711,69925.0,5179610.0
2016-11-22,10602,10799,10602,10682,4979,70443.0,5179610.0
2016-11-23,10720,10799,10445,10564,14352,69666.0,5179610.0
2016-11-24,10406,10484,10209,10250,13737,67594.0,5179610.0
2016-11-25,10170,10327,10170,10289,3921,67853.0,5179610.0
2016-11-28,10288,10406,10248,10328,3419,68112.0,5179610.0
2016-11-29,10327,10602,10327,10407,4360,68630.0,5179610.0
2016-11-30,10563,10602,10406,10524,5695,69407.0,5179610.0
2016-12-01,10406,10563,10248,10524,9991,69407.0,5179610.0
2016-12-02,10524,10563,10445,10446,2272,68889.0,5179610.0
2016-12-05,10406,10563,10327,10446,5293,68889.0,5179610.0
2016-12-06,10445,10484,10092,10211,8014,67335.0,5179610.0
2016-12-07,10131,10248,10092,10250,7955,67594.0,5179610.0
2016-12-08,10248,10367,10092,10289,8332,67853.0,5179610.0
2016-12-09,10288,10367,10131,10289,4262,67853.0,5179610.0
2016-12-12,10288,10327,10092,10250,9107,67594.0,5179610.0
2016-12-13,10288,10288,10092,10092,9419,66558.0,5179610.0
2016-12-14,10170,10170,10052,10171,9690,67076.0,5179610.0
2016-12-15,10092,10759,10092,10721,19000,70702.0,5179610.0
2016-12-16,10995,11151,10680,10760,29298,70961.0,5179610.0
2016-12-19,10956,10956,10641,10799,8572,71220.0,5179610.0
2016-12-20,10799,10995,10720,10917,25680,71997.0,5179610.0
2016-12-21,10916,10995,10799,10956,18226,72256.0,5179610.0
2016-12-22,10956,11073,10877,10956,22223,72256.0,5179610.0
2016-12-23,11034,11387,11034,11192,30399,73809.0,5179610.0
2016-12-26,11192,11427,11112,11310,34344,74586.0,5179610.0
2016-12-27,11270,11427,11192,11231,17505,74068.0,5179610.0
2016-12-28,11151,11741,11151,11663,40786,76917.0,5179610.0
2016-12-29,11663,11976,11583,11821,55419,77953.0,5179610.0
2017-01-02,11859,12016,11663,12017,35664,79248.0,5179610.0
2017-01-03,11898,12055,11623,11702,48453,77176.0,5179610.0
2017-01-04,11702,11702,11387,11428,54312,75363.0,5179610.0
2017-01-05,11466,11780,11112,11624,82233,76658.0,5179610.0
2017-01-06,11544,11780,11427,11506,27731,75881.0,5179610.0
2017-01-09,11702,11780,11505,11506,28700,75881.0,5179610.0
2017-01-10,11505,11544,11270,11428,24463,75363.0,5179610.0
2017-01-11,11466,12369,11466,12253,196055,80802.0,5179610.0
2017-01-12,12369,12644,12095,12605,107446,83133.0,5179610.0
2017-01-13,12762,12762,12408,12488,42567,82356.0,5179610.0
2017-01-16,12487,12566,12212,12566,43452,82874.0,5179610.0
2017-01-17,12566,12958,12448,12959,77483,85464.0,5179610.0
2017-01-18,13037,13115,12605,12920,49125,85205.0,5179610.0
2017-01-19,12919,12998,12722,12920,27722,85205.0,5179610.0
2017-01-20,12998,13037,12527,12685,54758,83651.0,5179610.0
2017-01-23,12683,12722,12448,12645,27745,83392.0,5179610.0
2017-01-24,12644,12683,12330,12331,30775,81320.0,5179610.0
2017-01-25,12330,12566,12251,12370,32393,81579.0,5179610.0
2017-01-26,12998,13273,12605,12724,113736,83910.0,5179610.0
2017-01-31,12722,12801,12369,12566,51250,82874.0,5179610.0
2017-02-01,12566,13037,12330,13037,47755,85982.0,5179610.0
2017-02-02,12841,13154,12841,12920,42296,85205.0,5179610.0
2017-02-03,12880,13194,12841,13156,53882,86758.0,5179610.0
2017-02-06,13233,13469,13076,13273,80958,87535.0,5179610.0
2017-02-07,13351,13979,13312,13744,185039,90643.0,5179610.0
2017-02-08,13862,13979,13469,13902,90751,91679.0,5179610.0
2017-02-09,13940,14137,13626,14059,61030,92715.0,5179610.0
2017-02-10,13940,14097,13783,14020,57788,92456.0,5179610.0
2017-02-13,14057,14057,13626,13941,42148,91938.0,5179610.0
2017-02-14,13979,13979,13233,13352,108024,88053.0,5179610.0
2017-02-15,13351,13586,13273,13509,50723,89089.0,5179610.0
2017-02-16,13586,13940,13351,13862,42201,91420.0,5179610.0
2017-02-17,13862,13862,12998,13273,90924,87535.0,5179610.0
2017-02-20,13351,13351,12369,12409,236534,81838.0,5179610.0
2017-02-21,12448,12566,12330,12370,66874,81579.0,5179610.0
2017-02-22,12448,12487,12016,12292,125095,81061.0,5179610.0
2017-02-23,12291,12566,12173,12566,72338,82874.0,5179610.0
2017-02-24,12566,12644,12369,12449,58580,82097.0,5179610.0
2017-02-27,12369,12605,12095,12527,37055,82615.0,5179610.0
2017-02-28,12527,12722,12369,12409,36187,81838.0,5179610.0
2017-03-02,12408,12448,12173,12253,25175,80802.0,5179610.0
2017-03-03,12173,12251,11780,11860,58587,78212.0,5179610.0
2017-03-06,11663,11859,11663,11781,89560,77694.0,5179610.0
2017-03-07,12016,12369,11819,12213,47971,80543.0,5179610.0
2017-03-08,12369,13115,12251,13077,134982,86241.0,5179610.0
2017-03-09,13037,13194,12880,13037,35340,85982.0,5179610.0
2017-03-10,13037,13154,12683,13156,42606,86758.0,5179610.0
2017-03-13,13312,13312,12958,13156,34639,86758.0,5179610.0
2017-03-14,13154,13154,12722,13077,58275,86241.0,5179610.0
2017-03-15,12958,12998,12762,12920,42087,85205.0,5179610.0
2017-03-16,13037,13076,12762,12920,31976,85205.0,5179610.0
2017-03-17,12801,13586,12801,13391,86583,88312.0,5179610.0
2017-03-20,13508,13547,13154,13352,42546,88053.0,5179610.0
2017-03-21,13390,13783,13351,13705,101467,90384.0,5179610.0
2017-03-22,13508,13744,13469,13588,43646,89607.0,5179610.0
2017-03-23,13665,13665,13154,13352,59270,88053.0,5179610.0
2017-03-24,13351,13351,13037,13234,30801,87276.0,5179610.0
2017-03-27,13390,13390,12919,12920,44635,85205.0,5179610.0
2017-03-28,12919,13154,12722,13117,31413,86499.0,5179610.0
2017-03-29,13233,13233,12801,13037,42360,85982.0,5179610.0
2017-03-30,13037,13076,12880,13077,33177,86241.0,5179610.0
2017-03-31,13154,13508,12958,13509,58856,89089.0,5179610.0
2017-04-03,13626,13744,13312,13509,50997,89089.0,5179610.0
2017-04-04,13547,13822,13351,13470,40999,88830.0,5179610.0
2017-04-05,13547,13586,13312,13430,54395,88571.0,5179610.0
2017-04-06,13312,13469,13154,13391,23152,88312.0,5179610.0
2017-04-07,13390,13705,13312,13352,34487,88053.0,5179610.0
2017-04-10,13351,13351,12801,13117,58894,86499.0,5179610.0
2017-04-11,13115,13154,12801,12998,38766,85723.0,5179610.0
2017-04-12,12841,13076,12841,12841,25127,84687.0,5179610.0
2017-04-13,12841,13194,12841,13037,32784,85982.0,5179610.0
2017-04-14,13076,13351,12841,13195,57509,87017.0,5179610.0
2017-04-17,13115,13312,13076,13195,28872,87017.0,5179610.0
2017-04-18,13233,13312,13115,13117,21532,86499.0,5179610.0
2017-04-19,13037,13154,12919,13037,36346,85982.0,5179610.0
2017-04-20,13037,13037,12801,12841,40168,84687.0,5179610.0
2017-04-21,12919,13154,12801,13117,31746,86499.0,5179610.0
2017-04-24,13194,13469,12958,13195,26638,87017.0,5179610.0
2017-04-25,13273,13273,13037,13156,29429,86758.0,5179610.0
2017-04-26,13154,13273,12919,13195,37285,87017.0,5179610.0
2017-04-27,13273,13312,13076,13195,40776,87017.0,5179610.0
2017-04-28,13194,13194,12958,13117,28457,86499.0,5179610.0
2017-05-02,13115,13744,13037,13705,116553,90384.0,5179610.0
2017-05-04,13822,14018,13665,13902,68000,91679.0,5179610.0
2017-05-08,13862,13901,13665,13823,64803,91161.0,5179610.0
2017-05-10,13901,14843,13901,14412,240436,95046.0,5179610.0
2017-05-11,14450,14725,14293,14727,146581,97118.0,5179610.0
2017-05-12,14725,14765,14372,14569,52677,96082.0,5179610.0
2017-05-15,13312,13705,12880,13509,296152,89089.0,5179610.0
2017-05-16,13547,13901,13154,13784,189228,90902.0,5179610.0
2017-05-17,13626,13862,13312,13430,144389,88571.0,5179610.0
2017-05-18,13115,13390,12762,12841,152166,84687.0,5179610.0
2017-05-19,12880,13194,12880,12959,100647,85464.0,5179610.0
2017-05-22,12958,12958,12251,12409,173157,81838.0,5179610.0
2017-05-23,12408,12683,12016,12527,121712,82615.0,5179610.0
2017-05-24,12369,12408,12055,12331,96112,81320.0,5179610.0
2017-05-25,12330,12683,12212,12566,89100,82874.0,5179610.0
2017-05-26,12683,12762,12448,12527,39341,82615.0,5179610.0
2017-05-29,12683,12841,12448,12802,76631,84428.0,5179610.0
2017-05-30,12722,12958,12722,12841,114721,84687.0,5179610.0
2017-05-31,12924,13133,12757,13008,54111,80802.0,5179610.0
2017-06-01,12883,13049,12799,12883,20942,80025.0,5179610.0
2017-06-02,12757,12924,12507,12841,47398,79766.0,5179610.0
2017-06-05,12883,12883,12507,12675,37295,78730.0,5179610.0
2017-06-07,12674,12757,12507,12675,14369,78730.0,5179610.0
2017-06-08,12716,12799,12591,12758,12248,79248.0,5179610.0
2017-06-09,12757,13425,12674,13342,53480,82874.0,5179610.0
2017-06-12,13258,13300,13091,13175,24277,81838.0,5179610.0
2017-06-13,13258,13258,13008,13175,11870,81838.0,5179610.0
2017-06-14,13300,13758,13300,13675,63198,84946.0,5179610.0
2017-06-15,13675,13716,13383,13634,18406,84687.0,5179610.0
2017-06-16,13633,13758,13508,13634,24945,84687.0,5179610.0
2017-06-19,13800,13800,13425,13634,26589,84687.0,5179610.0
2017-06-20,13633,13716,13425,13592,21151,84428.0,5179610.0
2017-06-21,13550,13550,13174,13425,30348,83392.0,5179610.0
2017-06-22,13425,13425,13216,13383,20358,83133.0,5179610.0
2017-06-23,13550,13550,13300,13383,26400,83133.0,5179610.0
2017-06-26,13383,13425,13216,13300,22847,82615.0,5179610.0
2017-06-27,13300,13633,13258,13592,39632,84428.0,5179610.0
2017-06-28,13591,13967,13550,13717,32644,85205.0,5179610.0
2017-06-29,13925,13925,13508,13675,11551,84946.0,5179610.0
2017-06-30,13508,13633,13466,13592,13482,84428.0,5179610.0
2017-07-03,13591,13675,13425,13550,15267,84169.0,5179610.0
2017-07-04,13591,13633,13216,13342,24354,82874.0,5179610.0
2017-07-05,13300,13341,13091,13342,17475,82874.0,5179610.0
2017-07-06,13425,13425,13133,13133,19860,81579.0,5179610.0
2017-07-07,13133,13341,13091,13133,11275,81579.0,5179610.0
2017-07-10,13133,13300,12883,13092,16992,81320.0,5179610.0
2017-07-11,13008,13091,12757,13092,27697,81320.0,5179610.0
2017-07-12,13091,13300,13008,13300,25161,82615.0,5179610.0
2017-07-13,13550,13550,13216,13300,48128,82615.0,5179610.0
2017-07-14,13100,13400,12700,13250,72779,68630.0,5179610.0
2017-07-17,13000,13200,12800,13150,24066,68112.0,5179610.0
2017-07-18,13050,13150,12750,13100,15920,67853.0,5179610.0
2017-07-19,12800,13150,12800,13050,17301,67594.0,5179610.0
2017-07-20,13000,13150,12850,13000,19558,67335.0,5179610.0
2017-07-21,13050,13300,12950,13300,34496,68889.0,5179610.0
2017-07-24,13300,14300,13150,14000,47850,72515.0,5179610.0
2017-07-25,14100,14200,13800,14050,33367,72774.0,5179610.0
2017-07-26,13650,14000,13500,13900,46503,71997.0,5179610.0
2017-07-27,13900,13900,13400,13800,28648,71479.0,5179610.0
2017-07-28,13600,13600,12900,13100,81872,84490.0,6449610.0
