에스디생명공학(217480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-20,9500,9630,9420,9430,188941,211374.0,22415066.0
2018-11-21,9380,11250,9100,10450,2664307,234237.0,22415066.0
2018-11-22,10700,10950,10100,10100,733785,226392.0,22415066.0
2018-11-23,10200,10450,9950,10150,507909,227513.0,22415066.0
2018-11-26,9960,10250,9960,9980,294898,223702.0,22415066.0
2018-11-27,10250,10300,10000,10150,338791,227513.0,22415066.0
2018-11-28,10250,10350,9970,10000,266141,224151.0,22415066.0
2018-11-29,10200,10250,9560,9580,364263,214736.0,22415066.0
2018-11-30,9610,9930,9610,9750,197915,218547.0,22415066.0
2018-12-03,10100,10150,9840,9900,223904,221909.0,22415066.0
2018-12-04,10000,10000,9700,9750,147322,218547.0,22415066.0
2018-12-05,9430,9530,9410,9440,181139,211598.0,22415066.0
2018-12-06,9490,9500,8890,8930,239875,200167.0,22415066.0
2018-12-07,9040,9150,8830,8930,128831,200167.0,22415066.0
2018-12-10,8710,9090,8700,8740,114851,195908.0,22415066.0
2018-12-11,8750,8930,8570,8580,124276,192321.0,22415066.0
2018-12-12,8630,9070,8630,9060,144619,203080.0,22415066.0
2018-12-13,9100,9230,8990,9150,134447,205098.0,22415066.0
2018-12-14,9220,9220,8850,8900,92124,199494.0,22415066.0
2018-12-17,8990,8990,8650,8730,70005,195684.0,22415066.0
2018-12-18,8560,8970,8560,8770,109242,196580.0,22415066.0
2018-12-19,8950,8960,8770,8850,81365,198373.0,22415066.0
2018-12-20,8770,8880,8570,8580,133180,192321.0,22415066.0
2018-12-21,8660,8690,8510,8550,118218,191649.0,22415066.0
2018-12-24,8520,8620,8380,8440,79379,189183.0,22415066.0
2018-12-26,8250,8430,8130,8240,154190,184700.0,22415066.0
2018-12-27,8410,8620,8320,8470,99170,189856.0,22415066.0
2018-12-28,8390,8780,8390,8720,111926,195459.0,22415066.0
2019-01-02,8760,8850,8380,8380,120120,187838.0,22415066.0
2019-01-03,8400,8580,8310,8350,108851,187166.0,22415066.0
2019-01-04,8230,8460,8120,8400,124619,188287.0,22415066.0
2019-01-07,8570,8670,8440,8530,114886,191201.0,22415066.0
2019-01-08,8590,9030,8550,8690,398604,194787.0,22415066.0
2019-01-09,8780,8870,8650,8810,121326,197477.0,22415066.0
2019-01-10,8880,8880,8700,8760,90998,196356.0,22415066.0
2019-01-11,9140,9170,8790,8820,252076,197701.0,22415066.0
2019-01-14,8910,9020,8780,8820,110440,197701.0,22415066.0
2019-01-15,8900,8900,8690,8770,144254,196580.0,22415066.0
2019-01-16,8840,8850,8700,8800,90566,197253.0,22415066.0
2019-01-17,8820,8850,8700,8710,116011,195235.0,22415066.0
2019-01-18,8710,8770,8650,8720,137507,195459.0,22415066.0
2019-01-21,8750,8900,8700,8840,138734,198149.0,22415066.0
2019-01-22,8790,8960,8790,8940,142796,200391.0,22415066.0
2019-01-23,8920,9980,8880,9460,1596641,212047.0,22415066.0
2019-01-24,9600,9610,9330,9390,294136,210477.0,22415066.0
2019-01-25,9460,9700,9430,9530,256948,213616.0,22415066.0
2019-01-28,9610,9650,9400,9410,179819,210926.0,22415066.0
2019-01-29,9370,9540,9110,9190,279454,205994.0,22415066.0
2019-01-30,9200,9270,9130,9200,111850,206219.0,22415066.0
2019-01-31,9300,9330,9120,9190,131070,205994.0,22415066.0
2019-02-01,9210,9380,9130,9160,174137,205322.0,22415066.0
2019-02-07,9170,9230,9000,9120,123035,204425.0,22415066.0
2019-02-08,9040,9060,8860,8900,242785,199494.0,22415066.0
2019-02-11,8910,8910,8670,8820,166740,197701.0,22415066.0
2019-02-12,8820,8940,8690,8720,147506,195459.0,22415066.0
2019-02-13,8790,8920,8660,8920,237683,199942.0,22415066.0
2019-02-14,8940,9350,8900,9260,635597,207564.0,22415066.0
2019-02-15,9210,10050,9120,9710,1751250,217650.0,22415066.0
2019-02-18,9860,10150,9690,9700,656703,217426.0,22415066.0
2019-02-19,9790,10100,9490,10050,438354,225271.0,22415066.0
2019-02-20,10100,10600,9970,10450,1193882,234237.0,22415066.0
2019-02-21,10500,10650,10100,10250,503050,229754.0,22415066.0
2019-02-22,10400,10750,9980,9990,682852,223927.0,22415066.0
2019-02-25,10100,10450,10000,10350,402056,231996.0,22415066.0
2019-02-26,10400,10400,10050,10150,220519,227513.0,22415066.0
2019-02-27,10300,10450,10050,10350,190077,231996.0,22415066.0
2019-02-28,10400,10400,9400,9810,379972,219892.0,22415066.0
2019-03-04,9960,10300,9960,10100,275204,226392.0,22415066.0
2019-03-05,10150,10200,9960,10100,234647,226392.0,22415066.0
2019-03-06,10200,10200,9940,10000,193600,224151.0,22415066.0
2019-03-07,10000,10450,9850,9980,395288,223702.0,22415066.0
2019-03-08,9910,10150,9820,10050,244293,225271.0,22415066.0
2019-03-11,10150,10200,9600,10200,428294,228634.0,22415066.0
2019-03-12,10150,10650,9870,10250,1103931,229754.0,22415066.0
2019-03-13,10350,10650,10250,10400,540423,233117.0,22415066.0
2019-03-14,10500,10600,10300,10350,297205,231996.0,22415066.0
2019-03-15,10500,10800,10150,10400,674096,233117.0,22415066.0
2019-03-18,10500,10800,10450,10550,449530,236479.0,22415066.0
2019-03-19,10650,10800,10250,10300,339051,230875.0,22415066.0
2019-03-20,10350,10400,9960,10100,316367,226392.0,22415066.0
2019-03-21,10100,10200,9740,9750,342624,218547.0,22415066.0
2019-03-22,9830,10450,9830,10050,694863,225271.0,22415066.0
2019-03-25,9870,10150,9640,9650,246465,216305.0,22415066.0
2019-03-26,9720,9920,9660,9800,140702,219668.0,22415066.0
2019-03-27,9880,10650,9610,9970,1090475,223478.0,22415066.0
2019-03-28,10050,10400,9970,9990,341145,223927.0,22415066.0
2019-03-29,9950,10050,9410,9640,341436,216081.0,22415066.0
2019-04-01,9700,9770,9560,9620,198915,215633.0,22415066.0
2019-04-02,9750,9750,9600,9600,134944,215185.0,22415066.0
2019-04-03,9690,9810,9590,9750,134453,218547.0,22415066.0
2019-04-04,9780,9910,9680,9860,186076,221013.0,22415066.0
2019-04-05,9950,9970,9800,9900,141879,221909.0,22415066.0
2019-04-08,9960,10300,9940,10050,334880,225271.0,22415066.0
2019-04-09,10200,10300,9850,10100,207413,226392.0,22415066.0
2019-04-10,10100,10100,9940,9980,157527,223702.0,22415066.0
2019-04-11,10200,10200,10000,10150,191553,227513.0,22415066.0
2019-04-12,10150,10300,10050,10200,295588,228634.0,22415066.0
2019-04-15,10300,11200,10200,11150,2280478,249928.0,22415066.0
2019-04-16,11150,11150,10750,11000,655412,246566.0,22415066.0
2019-04-17,11150,11250,10800,10850,490661,243203.0,22415066.0
2019-04-18,10900,10950,10200,10400,440102,233117.0,22415066.0
2019-04-19,10400,10850,10400,10450,536109,234237.0,22415066.0
2019-04-22,10600,10600,10250,10500,201895,235358.0,22415066.0
2019-04-23,10450,10600,10300,10500,132733,235358.0,22415066.0
2019-04-24,10600,10600,10250,10350,166565,231996.0,22415066.0
2019-04-25,10400,10400,9960,9980,243522,223702.0,22415066.0
2019-04-26,10000,10150,9790,9820,209273,220116.0,22415066.0
2019-04-29,9840,10050,9790,10050,111412,225271.0,22415066.0
2019-04-30,10050,10050,9640,9800,305133,219668.0,22415066.0
2019-05-02,9800,9950,9730,9890,114849,221685.0,22415066.0
2019-05-03,9870,9930,9730,9770,155114,218995.0,22415066.0
2019-05-07,9500,9750,9500,9590,145423,214960.0,22415066.0
2019-05-08,9500,9550,9350,9370,180346,210029.0,22415066.0
2019-05-09,9380,9430,8740,8770,323420,196580.0,22415066.0
2019-05-10,8690,8700,7920,8040,818904,180217.0,22415066.0
2019-05-13,8100,8230,7980,7990,208133,179096.0,22415066.0
2019-05-14,7870,8050,7710,7930,260911,177751.0,22415066.0
2019-05-15,7980,8360,7930,8280,224725,185597.0,22415066.0
2019-05-16,8280,8280,8030,8070,146987,180890.0,22415066.0
2019-05-17,8100,8210,7880,7910,115697,177303.0,22415066.0
2019-05-20,7820,8060,7710,7800,148840,174838.0,22415066.0
2019-05-21,7800,8090,7800,8000,110686,179321.0,22415066.0
2019-05-22,8030,8160,7930,8060,87578,180665.0,22415066.0
2019-05-23,8060,8060,7660,7690,212569,172372.0,22415066.0
2019-05-24,7600,7680,7400,7480,144457,167665.0,22415066.0
2019-05-27,7380,7600,7320,7320,136295,164078.0,22415066.0
2019-05-28,7350,7520,7330,7500,88878,168113.0,22415066.0
2019-05-29,7430,7490,7120,7370,76453,165199.0,22415066.0
2019-05-30,7370,7600,7300,7440,110444,166768.0,22415066.0
2019-05-31,7450,7560,7370,7480,84459,167665.0,22415066.0
2019-06-03,7420,7530,7400,7500,81586,168113.0,22415066.0
2019-06-04,7480,7750,7480,7730,89354,173268.0,22415066.0
2019-06-05,7810,7990,7740,7830,100438,175510.0,22415066.0
2019-06-07,7990,7990,7770,7960,118226,178424.0,22415066.0
2019-06-10,7950,8000,7830,7960,97726,178424.0,22415066.0
2019-06-11,7920,8150,7920,8110,100007,181786.0,22415066.0
2019-06-12,8160,8160,7990,8000,78821,179321.0,22415066.0
2019-06-13,8000,8020,7830,7830,113872,175510.0,22415066.0
2019-06-14,7900,7970,7770,7780,66326,174389.0,22415066.0
2019-06-17,7850,7850,7690,7760,42616,173941.0,22415066.0
2019-06-18,7800,7880,7720,7830,46830,175510.0,22415066.0
2019-06-19,7900,8030,7900,8010,100301,179545.0,22415066.0
2019-06-20,8010,8060,7960,8020,69827,179769.0,22415066.0
2019-06-21,8100,8100,7870,7950,58772,178200.0,22415066.0
2019-06-24,8000,8190,7890,7920,82344,177527.0,22415066.0
2019-06-25,7880,8000,7810,7870,63688,176407.0,22415066.0
2019-06-26,7880,7920,7820,7820,56629,175286.0,22415066.0
2019-06-27,7820,8040,7810,7970,95209,178648.0,22415066.0
2019-06-28,7940,8030,7550,7640,175002,171251.0,22415066.0
2019-07-01,7660,8120,7660,7930,163485,177751.0,22415066.0
2019-07-02,7930,7930,7710,7780,65519,174389.0,22415066.0
2019-07-03,7730,7780,7590,7670,87011,171924.0,22415066.0
2019-07-04,7670,7710,7550,7670,38187,171924.0,22415066.0
2019-07-05,7600,7750,7600,7720,30464,173044.0,22415066.0
2019-07-08,7710,7720,7210,7220,117576,161837.0,22415066.0
2019-07-09,7320,7340,7040,7040,94197,157802.0,22415066.0
2019-07-10,6920,7190,6920,7020,86617,157354.0,22415066.0
2019-07-11,7140,7300,7020,7190,37964,161164.0,22415066.0
2019-07-12,7190,7270,7080,7120,61865,159595.0,22415066.0
2019-07-15,7120,7150,6970,7050,59154,158026.0,22415066.0
2019-07-16,7050,7130,6980,7070,45858,158475.0,22415066.0
2019-07-17,7070,7070,6630,6640,198032,148836.0,22415066.0
2019-07-18,6640,6680,6320,6480,192876,145250.0,22415066.0
2019-07-19,6460,6640,6460,6580,64249,147491.0,22415066.0
2019-07-22,6510,6620,6500,6540,39350,146595.0,22415066.0
2019-07-23,6510,6670,6510,6540,54605,146595.0,22415066.0
2019-07-24,6540,6610,6300,6430,57970,144129.0,22415066.0
2019-07-25,6410,6460,6260,6270,77593,140542.0,22415066.0
2019-07-26,6190,6320,6040,6160,79779,138077.0,22415066.0
2019-07-29,6030,6160,5890,5890,165475,132025.0,22415066.0
2019-07-30,5760,6170,5760,6110,81206,136956.0,22415066.0
2019-07-31,6020,6250,6010,6110,69302,136956.0,22415066.0
2019-08-01,6040,6220,5970,6130,49714,137404.0,22415066.0
2019-08-02,5900,6110,5830,5940,81979,133145.0,22415066.0
2019-08-05,5850,5900,5110,5110,188929,114541.0,22415066.0
2019-08-06,4980,5270,4500,4950,217193,110955.0,22415066.0
2019-08-07,4950,5190,4950,5170,118635,115886.0,22415066.0
2019-08-08,5280,5860,5200,5560,380531,124628.0,22415066.0
2019-08-09,5530,5650,5450,5510,72227,123507.0,22415066.0
2019-08-12,5460,5940,5460,5780,285376,129559.0,22415066.0
2019-08-13,5700,5790,5550,5560,95321,124628.0,22415066.0
2019-08-14,5620,5680,5450,5510,99022,123507.0,22415066.0
2019-08-16,5500,5550,5300,5350,62464,119921.0,22415066.0
2019-08-19,5350,5430,5340,5370,31445,120369.0,22415066.0
2019-08-20,5360,5830,5360,5770,121559,129335.0,22415066.0
2019-08-21,5670,5930,5670,5880,117135,131801.0,22415066.0
2019-08-22,5880,5930,5690,5750,97962,128887.0,22415066.0
2019-08-23,5720,5810,5670,5730,36652,128438.0,22415066.0
2019-08-26,5610,5690,5100,5160,130705,115662.0,22415066.0
2019-08-27,5240,5430,5200,5340,68823,119696.0,22415066.0
2019-08-28,5520,5520,5260,5430,49250,121714.0,22415066.0
2019-08-29,5450,5490,5300,5450,41180,122162.0,22415066.0
2019-08-30,5550,5720,5530,5690,74705,127542.0,22415066.0
2019-09-02,5660,5720,5600,5710,41124,127990.0,22415066.0
2019-09-03,5620,6230,5610,6050,440267,135611.0,22415066.0
2019-09-04,6020,6040,5880,5990,88994,134266.0,22415066.0
2019-09-05,6000,6060,5920,5960,140839,133594.0,22415066.0
2019-09-06,5960,6070,5900,5920,51709,132697.0,22415066.0
2019-09-09,5950,6000,5760,5800,52623,130007.0,22415066.0
2019-09-10,5770,5870,5700,5790,68330,129783.0,22415066.0
2019-09-11,5800,5990,5740,5910,104062,132473.0,22415066.0
2019-09-16,5990,6070,5900,6040,73738,135387.0,22415066.0
2019-09-17,5950,6170,5940,6130,82331,137404.0,22415066.0
2019-09-18,6130,6130,5970,5990,74556,134266.0,22415066.0
2019-09-19,5990,6100,5950,6020,58163,134939.0,22415066.0
2019-09-20,5980,6060,5960,6000,39328,134490.0,22415066.0
2019-09-23,6000,6000,5880,5880,32235,131801.0,22415066.0
2019-09-24,5880,6410,5880,6160,340671,138077.0,22415066.0
2019-09-25,6120,6130,5890,5900,121528,132249.0,22415066.0
2019-09-26,5930,6070,5840,5910,123258,132473.0,22415066.0
2019-09-27,5890,6240,5880,6060,255154,135835.0,22415066.0
2019-09-30,6150,6160,5780,5830,166592,130680.0,22415066.0
2019-10-01,5860,5890,5500,5870,105715,131576.0,22415066.0
2019-10-02,5710,5880,5620,5660,86670,126869.0,22415066.0
2019-10-04,5700,5880,5540,5840,124426,130904.0,22415066.0
2019-10-07,5840,6120,5840,5970,181415,133818.0,22415066.0
