유티아이(179900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-01-18,7998,7998,7696,7914,24336,125572.0,5332145.0
2018-01-19,7813,7981,7763,7982,18873,126638.0,5332145.0
2018-01-22,8065,8065,7763,7864,16918,124772.0,5332145.0
2018-01-23,7964,8166,7780,7965,29436,126372.0,5332145.0
2018-01-24,8200,8351,8082,8150,43660,129305.0,5332145.0
2018-01-25,8149,8284,7998,8217,13275,130371.0,5332145.0
2018-01-26,8149,8250,8065,8133,15305,129038.0,5332145.0
2018-01-29,8132,8267,7998,8116,23098,128771.0,5332145.0
2018-01-30,8300,8300,7981,8049,28470,127705.0,5332145.0
2018-01-31,8032,8032,7729,7864,23361,124772.0,5332145.0
2018-02-01,8015,8015,7796,7948,11601,126105.0,5332145.0
2018-02-02,7813,7897,7359,7528,69411,119440.0,5332145.0
2018-02-05,7443,7729,7259,7394,31905,117307.0,5332145.0
2018-02-06,7107,7326,6721,7209,36238,114375.0,5332145.0
2018-02-07,7527,7595,7057,7125,18674,113041.0,5332145.0
2018-02-08,7494,7578,7242,7427,24906,117840.0,5332145.0
2018-02-09,7023,7376,7023,7276,19397,115441.0,5332145.0
2018-02-12,7393,7477,7208,7293,13727,115708.0,5332145.0
2018-02-13,7359,7359,7023,7057,23435,111975.0,5332145.0
2018-02-14,7225,7225,7007,7141,8656,113308.0,5332145.0
2018-02-19,7124,7376,7124,7158,24200,113575.0,5332145.0
2018-02-20,7141,7712,7141,7478,30131,118640.0,5332145.0
2018-02-21,7696,7696,7460,7545,27268,119707.0,5332145.0
2018-02-22,7527,7763,7443,7662,20546,121573.0,5332145.0
2018-02-23,7763,7897,7611,7864,29499,124772.0,5332145.0
2018-02-26,8032,8065,7460,7730,51111,122639.0,5332145.0
2018-02-27,7729,7763,7511,7646,14571,121306.0,5332145.0
2018-02-28,7628,7679,7460,7545,11268,119707.0,5332145.0
2018-03-02,7393,7662,7393,7646,9018,121306.0,5332145.0
2018-03-05,7611,7830,7393,7612,9593,120773.0,5332145.0
2018-03-06,7696,7696,7443,7562,14035,119973.0,5332145.0
2018-03-07,7561,7561,7393,7394,6290,117307.0,5332145.0
2018-03-08,7393,7595,7259,7444,12930,118107.0,5332145.0
2018-03-09,7645,7763,7477,7730,33658,122639.0,5332145.0
2018-03-12,8032,8116,7746,7898,33649,125305.0,5332145.0
2018-03-13,7897,7948,7796,7864,22574,124772.0,5332145.0
2018-03-14,7796,7897,7662,7730,14910,122639.0,5332145.0
2018-03-15,7729,7830,7527,7578,20614,120240.0,5332145.0
2018-03-16,7578,7696,7511,7646,13680,121306.0,5332145.0
2018-03-19,7645,7645,7242,7427,34018,117840.0,5332145.0
2018-03-20,7393,7477,7225,7360,30571,116774.0,5332145.0
2018-03-21,7359,7443,7259,7394,37409,117307.0,5332145.0
2018-03-22,7326,7511,7326,7360,22211,116774.0,5332145.0
2018-03-23,7158,7376,7158,7226,27115,114641.0,5332145.0
2018-03-26,7040,7259,6855,7108,24308,112775.0,5332145.0
2018-03-27,7242,7326,7074,7259,12197,115174.0,5332145.0
2018-03-28,7124,7343,7124,7226,7351,114641.0,5332145.0
2018-03-29,7158,7208,6990,7057,20461,111975.0,5332145.0
2018-03-30,7225,7225,7023,7125,9685,113041.0,5332145.0
2018-04-02,7309,7309,7040,7158,216231,113575.0,5332145.0
2018-04-03,7124,7124,6872,7125,52680,113041.0,5332145.0
2018-04-04,7091,7242,6990,7057,27554,111975.0,5332145.0
2018-04-05,6973,7158,6973,7158,22440,113575.0,5332145.0
2018-04-06,7225,7242,7141,7158,15561,113575.0,5332145.0
2018-04-09,7259,7259,7040,7158,19159,113575.0,5332145.0
2018-04-10,7091,7141,6956,7057,26312,111975.0,5332145.0
2018-04-11,7191,7443,7057,7343,71968,116507.0,5332145.0
2018-04-12,7393,7763,7343,7730,60625,122639.0,5332145.0
2018-04-13,7964,7964,7662,7730,33963,122639.0,5332145.0
2018-04-16,7729,7746,7578,7730,26172,122639.0,5332145.0
2018-04-17,7830,7830,7628,7730,18695,122639.0,5332145.0
2018-04-18,7729,8015,7645,7982,107060,126638.0,5332145.0
2018-04-19,7981,8065,7796,7797,39477,123706.0,5332145.0
2018-04-20,7796,7981,7645,7679,26946,121840.0,5332145.0
2018-04-23,7662,7696,7393,7595,34847,120506.0,5332145.0
2018-04-24,7595,7662,7393,7394,22155,117307.0,5332145.0
2018-04-25,7259,7410,7259,7410,17481,117574.0,5332145.0
2018-04-26,7275,7443,7275,7360,16764,116774.0,5332145.0
2018-04-27,7292,7477,7292,7461,9590,118374.0,5332145.0
2018-04-30,7494,7494,7158,7259,31702,115174.0,5332145.0
2018-05-02,7091,7393,7091,7158,10585,113575.0,5332145.0
2018-05-03,7091,7309,7074,7192,10190,114108.0,5332145.0
2018-05-04,7141,7225,6889,6990,39769,110909.0,5332145.0
2018-05-08,6990,7057,6788,6805,14714,107976.0,5332145.0
2018-05-09,6939,6990,6805,6957,8340,110375.0,5332145.0
2018-05-10,6855,7057,6855,7057,5496,111975.0,5332145.0
2018-05-11,7057,7158,7040,7057,15280,111975.0,5332145.0
2018-05-14,7057,7460,6889,6973,14461,110642.0,5332145.0
2018-05-15,7208,7208,6738,6873,15297,109042.0,5332145.0
2018-05-16,6939,7191,6586,6755,46785,107176.0,5332145.0
2018-05-17,6721,6855,6721,6822,8711,108243.0,5332145.0
2018-05-18,6973,6973,6654,6721,16547,106643.0,5332145.0
2018-05-21,6620,6721,6570,6705,13200,106376.0,5332145.0
2018-05-23,6637,6906,6603,6873,18206,109042.0,5332145.0
2018-05-24,7057,7057,6570,6805,26510,107976.0,5332145.0
2018-05-25,6805,6906,6620,6789,16510,107709.0,5332145.0
2018-05-28,6923,7124,6788,7108,21438,112775.0,5332145.0
2018-05-29,7175,7175,6923,7024,15272,111442.0,5332145.0
2018-05-30,7023,7023,6637,6957,19867,110375.0,5332145.0
2018-05-31,6956,6956,6486,6637,26855,105310.0,5332145.0
2018-06-01,6620,6704,6519,6688,7573,106110.0,5332145.0
2018-06-04,6603,6923,6603,6688,21652,106110.0,5332145.0
2018-06-05,6855,6855,6553,6637,12777,105310.0,5332145.0
2018-06-07,6704,6788,6603,6721,12208,106643.0,5332145.0
2018-06-08,6805,6805,6654,6688,7752,106110.0,5332145.0
2018-06-11,6788,6855,6620,6789,19268,107709.0,5332145.0
2018-06-12,6805,6889,6721,6889,17109,109309.0,5332145.0
2018-06-14,6889,7074,6721,6957,23429,110375.0,5332145.0
2018-06-15,6956,7158,6805,6940,14563,110109.0,5332145.0
2018-06-18,6788,6973,6687,6721,22434,106643.0,5332145.0
2018-06-19,6603,6755,6150,6385,21604,101311.0,5332145.0
2018-06-20,6687,6721,6368,6553,31059,103977.0,5332145.0
2018-06-21,6788,6788,6502,6755,18683,107176.0,5332145.0
2018-06-22,6805,6822,6620,6822,12937,108243.0,5332145.0
2018-06-25,6738,6889,6603,6839,31881,108509.0,5332145.0
2018-06-26,6839,6839,6654,6789,7716,107709.0,5332145.0
2018-06-27,6771,7107,6687,7057,55297,111975.0,5332145.0
2018-06-28,6990,7074,6923,6923,10798,109842.0,5332145.0
2018-06-29,7023,7511,6822,6889,65592,109309.0,5332145.0
2018-07-02,6889,6889,6620,6822,7539,108243.0,5332145.0
2018-07-03,6603,7040,6570,6637,35271,105310.0,5332145.0
2018-07-04,6637,6906,6637,6889,21482,109309.0,5332145.0
2018-07-05,6889,7007,6771,6906,6257,109576.0,5332145.0
2018-07-06,7057,7057,6670,6755,23863,107176.0,5332145.0
2018-07-09,6755,7175,6755,7141,51813,113308.0,5332145.0
2018-07-10,7208,7326,7191,7226,26803,114641.0,5332145.0
2018-07-11,7225,7259,7040,7226,14292,114641.0,5332145.0
2018-07-12,7225,7225,6956,7175,10820,113841.0,5332145.0
2018-07-13,7175,7175,6906,6957,21962,110375.0,5332145.0
2018-07-16,6956,6956,6654,6654,16478,105576.0,5332145.0
2018-07-17,6670,6788,6637,6721,10051,106643.0,5332145.0
2018-07-18,6654,7091,6654,6940,20939,110109.0,5332145.0
2018-07-19,6906,6906,6721,6738,4328,106910.0,5332145.0
2018-07-20,6721,7007,6654,6805,15632,107976.0,5332145.0
2018-07-23,6822,6839,6586,6772,10246,107443.0,5332145.0
2018-07-24,6570,6771,6486,6604,23025,104777.0,5332145.0
2018-07-25,6687,6687,6418,6537,10871,103710.0,5332145.0
2018-07-26,6586,6654,6385,6637,7430,105310.0,5332145.0
2018-07-27,6502,6721,6502,6654,8248,105576.0,5332145.0
2018-07-30,6570,6670,6452,6503,8532,103177.0,5332145.0
2018-07-31,6486,6586,6435,6520,6795,103444.0,5332145.0
2018-08-01,6469,6536,6234,6453,24612,102377.0,5332145.0
2018-08-02,6519,6519,6200,6318,6323,100244.0,5332145.0
2018-08-03,6402,6402,6234,6318,11161,100244.0,5332145.0
2018-08-06,6334,6385,6318,6318,6426,100244.0,5332145.0
2018-08-07,6318,6452,6284,6436,6008,102111.0,5332145.0
2018-08-08,6469,6570,6318,6385,6469,101311.0,5332145.0
2018-08-09,6351,6486,6284,6419,3950,101844.0,5332145.0
2018-08-10,6418,6486,6334,6402,9323,101577.0,5332145.0
2018-08-13,6385,6385,5931,6032,19010,95712.0,5332145.0
2018-08-14,5914,6166,5914,5999,5397,95179.0,5332145.0
2018-08-16,6015,6015,5125,5243,86709,83181.0,5332145.0
2018-08-17,5242,5242,4839,4940,79251,78383.0,5332145.0
2018-08-20,4940,4940,4822,4890,37961,77583.0,5332145.0
2018-08-21,4940,5057,4889,5007,30228,79449.0,5332145.0
2018-08-22,4957,5074,4940,4991,10708,79182.0,5332145.0
2018-08-23,4923,5007,4873,4907,19299,77849.0,5332145.0
2018-08-24,4957,4957,4822,4940,11507,78383.0,5332145.0
2018-08-27,4973,4990,4856,4873,5977,77316.0,5332145.0
2018-08-28,4839,4973,4839,4957,28831,78649.0,5332145.0
2018-08-29,4957,4973,4889,4940,3932,78383.0,5332145.0
2018-08-30,4889,4990,4889,4991,12034,79182.0,5332145.0
2018-08-31,5074,5074,4990,5024,19205,79716.0,5332145.0
2018-09-03,5091,5091,4973,5041,12936,79982.0,5332145.0
2018-09-04,5041,5041,4973,4974,9968,78916.0,5332145.0
2018-09-05,5024,5024,4906,4907,11442,77849.0,5332145.0
2018-09-06,4889,4923,4839,4923,6421,78116.0,5332145.0
2018-09-07,4973,5108,4940,5058,23137,80249.0,5332145.0
2018-09-10,4940,5041,4923,5041,10686,79982.0,5332145.0
2018-09-11,4973,5074,4923,5058,16801,80249.0,5332145.0
2018-09-12,5057,5242,4973,5159,21408,81848.0,5332145.0
2018-09-13,5192,6150,5158,5764,158803,91446.0,5332145.0
2018-09-14,5696,5931,5662,5814,55493,92246.0,5332145.0
2018-09-17,5814,5982,5578,5596,29032,88780.0,5332145.0
2018-09-18,5662,5847,5528,5629,24083,89313.0,5332145.0
2018-09-19,5511,5730,5511,5680,8827,90113.0,5332145.0
2018-09-20,5797,5797,5461,5495,21415,87181.0,5332145.0
2018-09-21,5494,5679,5494,5663,6816,89847.0,5332145.0
2018-09-27,5679,5763,5461,5612,17559,89047.0,5332145.0
2018-09-28,5645,5645,5293,5461,9999,86647.0,5332145.0
2018-10-01,5461,5461,5041,5192,26452,82382.0,5332145.0
2018-10-02,5209,5209,4957,5041,21840,79982.0,5332145.0
2018-10-04,5091,5091,4772,5041,18157,79982.0,5332145.0
2018-10-05,5175,5175,4873,5024,12370,79716.0,5332145.0
2018-10-08,4873,5125,4856,5041,14446,79982.0,5332145.0
2018-10-10,5057,5108,4873,4940,13948,78383.0,5332145.0
2018-10-11,4856,5024,4452,4520,43736,71717.0,5332145.0
2018-10-12,4318,4688,4318,4671,16027,74117.0,5332145.0
2018-10-15,4671,4688,4553,4638,11077,73584.0,5332145.0
2018-10-16,4553,4755,4553,4587,15381,72784.0,5332145.0
2018-10-17,4738,4755,4436,4722,23674,74917.0,5332145.0
2018-10-18,4805,4873,4704,4755,4995,75450.0,5332145.0
2018-10-19,4620,4856,4536,4856,13208,77049.0,5332145.0
2018-10-22,4873,5024,4637,5007,15772,79449.0,5332145.0
2018-10-23,5057,5091,4873,5007,18536,79449.0,5332145.0
2018-10-24,5041,5041,4704,4705,16434,74650.0,5332145.0
2018-10-25,5074,6116,4990,6116,1953801,97045.0,5332145.0
2018-10-26,6418,6435,5696,5932,1433607,94112.0,5332145.0
2018-10-29,5931,5998,5158,5276,869979,83715.0,5332145.0
2018-10-30,5125,5225,4385,4772,709470,75716.0,5332145.0
2018-10-31,4789,5041,4654,5007,284204,79449.0,5332145.0
2018-11-01,5041,5326,5024,5175,289726,82115.0,5332145.0
2018-11-02,5259,5393,5091,5344,188856,84781.0,5332145.0
2018-11-05,5343,5461,5192,5411,125903,85848.0,5332145.0
2018-11-06,5444,5545,5309,5495,147322,87181.0,5332145.0
2018-11-07,5545,5746,5494,5730,246258,90913.0,5332145.0
2018-11-08,6700,7080,5800,5800,1404336,30926.0,5332145.0
2018-11-09,5860,5870,5430,5580,313464,29753.0,5332145.0
2018-11-12,5460,5540,5340,5380,146984,28687.0,5332145.0
2018-11-13,5800,6990,5710,6800,4595029,36259.0,5332145.0
2018-11-14,6700,6790,6550,6750,1122929,35992.0,5332145.0
2018-11-15,6570,6600,6150,6300,769406,33593.0,5332145.0
2018-11-16,6180,6360,5950,6310,316065,33646.0,5332145.0
2018-11-19,6290,6340,6090,6240,187201,33273.0,5332145.0
2018-11-20,6050,6290,5870,5910,178466,31513.0,5332145.0
2018-11-21,5820,5970,5700,5970,69347,31833.0,5332145.0
2018-11-22,5920,5980,5500,5560,178967,29647.0,5332145.0
2018-11-23,5300,5400,5130,5250,380924,27994.0,5332145.0
2018-11-26,5150,5440,5150,5360,122331,28580.0,5332145.0
2018-11-27,5100,5290,5100,5230,498770,82973.0,15864895.0
2018-11-28,5250,5290,5080,5170,217209,82022.0,15864895.0
2018-11-29,5170,5270,5110,5200,168349,82497.0,15864895.0
2018-11-30,5200,5260,5090,5190,136425,82339.0,15864895.0
2018-12-03,5200,5330,5200,5280,101971,83767.0,15864895.0
2018-12-04,5240,5350,5240,5320,166430,84401.0,15864895.0
2018-12-05,5180,5310,5180,5310,85107,84243.0,15864895.0
2018-12-06,5320,5320,5020,5020,170906,79642.0,15864895.0
2018-12-07,5050,5240,5010,5200,94368,82497.0,15864895.0
2018-12-10,5130,5190,5040,5160,62915,81863.0,15864895.0
2018-12-11,5120,5170,5030,5090,75071,80752.0,15864895.0
2018-12-12,5050,5150,5050,5110,55522,81070.0,15864895.0
2018-12-13,5180,5240,5110,5120,59197,81228.0,15864895.0
2018-12-14,5110,5200,5040,5120,52186,81228.0,15864895.0
2018-12-17,5080,5140,4910,4990,62627,79166.0,15864895.0
2018-12-18,4990,4995,4850,4900,85042,77738.0,15864895.0
2018-12-19,4850,4985,4850,4950,61965,78531.0,15864895.0
2018-12-20,5100,5540,5010,5360,805939,85036.0,15864895.0
2018-12-21,5300,5560,5280,5450,441737,86464.0,15864895.0
2018-12-24,5330,5540,5260,5340,180040,84719.0,15864895.0
2018-12-26,5270,5420,5230,5380,72813,85353.0,15864895.0
2018-12-27,5400,5730,5350,5620,221812,89161.0,15864895.0
2018-12-28,5680,5730,5580,5680,133013,90113.0,15864895.0
2019-01-02,5680,6050,5650,5920,253397,93920.0,15864895.0
2019-01-03,5940,6060,5800,5800,193555,92016.0,15864895.0
2019-01-04,5790,5980,5720,5930,120586,94079.0,15864895.0
2019-01-07,6070,6490,6000,6350,430936,100742.0,15864895.0
2019-01-08,6350,6480,6220,6400,189959,101535.0,15864895.0
2019-01-09,6330,6760,6330,6680,214115,105977.0,15864895.0
2019-01-10,6760,6760,6470,6700,136254,106295.0,15864895.0
2019-01-11,6730,6760,6620,6690,97205,106136.0,15864895.0
2019-01-14,6670,6830,6550,6730,102668,106771.0,15864895.0
2019-01-15,6730,6800,6680,6770,107780,107405.0,15864895.0
2019-01-16,6860,6860,6710,6770,65922,107405.0,15864895.0
2019-01-17,6790,6800,6680,6750,81785,107088.0,15864895.0
2019-01-18,6690,6850,6680,6760,106354,107247.0,15864895.0
2019-01-21,6820,7160,6780,7000,313011,111054.0,15864895.0
2019-01-22,6940,6940,6700,6790,130135,107723.0,15864895.0
2019-01-23,6670,6920,6670,6850,60365,108675.0,15864895.0
2019-01-24,6840,6900,6750,6850,81870,108675.0,15864895.0
2019-01-25,6990,6990,6850,6920,69681,109785.0,15864895.0
2019-01-28,6940,6940,6800,6900,64147,109468.0,15864895.0
2019-01-29,6900,6900,6620,6730,97553,106771.0,15864895.0
2019-01-30,6680,6840,6550,6840,113855,108516.0,15864895.0
2019-01-31,6900,7680,6900,7380,1080060,117083.0,15864895.0
2019-02-01,7400,7970,7400,7610,501845,120732.0,15864895.0
2019-02-07,7610,7980,7610,7980,194380,126602.0,15864895.0
2019-02-08,7970,8050,7830,7980,137376,126602.0,15864895.0
2019-02-11,7800,8040,7730,7980,136152,126602.0,15864895.0
2019-02-12,8010,8010,7560,7820,187661,124063.0,15864895.0
2019-02-13,7700,7870,7700,7870,62203,124857.0,15864895.0
2019-02-14,7930,8450,7770,8400,338626,133265.0,15864895.0
2019-02-15,8450,8690,8000,8270,256190,131203.0,15864895.0
2019-02-18,8350,8630,8220,8600,262350,136438.0,15864895.0
2019-02-19,9150,9990,8610,8750,1318942,138818.0,15864895.0
2019-02-20,8750,11250,8700,10300,3422510,163408.0,15864895.0
2019-02-21,10500,10750,9700,9700,1598096,153889.0,15864895.0
2019-02-22,9600,9740,8790,9060,980708,143736.0,15864895.0
2019-02-25,9060,9330,8850,8980,389320,142467.0,15864895.0
2019-02-26,9000,9020,8540,8580,366958,136121.0,15864895.0
2019-02-27,8650,9100,8610,8780,547273,139294.0,15864895.0
2019-02-28,8770,8950,8210,8270,285088,131203.0,15864895.0
2019-03-04,8380,8920,8380,8750,244031,138818.0,15864895.0
2019-03-05,8650,8870,8650,8780,141081,139294.0,15864895.0
2019-03-06,8810,8900,8520,8750,164800,138818.0,15864895.0
2019-03-07,8640,8730,8250,8280,258649,131361.0,15864895.0
2019-03-08,8300,9100,7970,8750,359440,138818.0,15864895.0
2019-03-11,8750,9070,8610,9000,205252,142784.0,15864895.0
2019-03-12,9000,9560,8930,9490,475788,150558.0,15864895.0
2019-03-13,9490,9790,9000,9690,225078,153731.0,15864895.0
2019-03-14,9680,9800,9400,9680,177616,153572.0,15864895.0
2019-03-15,9740,10150,9700,9950,447085,157856.0,15864895.0
2019-03-18,9970,10900,9970,10900,473676,172927.0,15864895.0
2019-03-19,11150,12450,11000,12100,1066392,191965.0,15864895.0
2019-03-20,12000,12650,11850,12350,496683,195931.0,15864895.0
2019-03-21,12350,13050,11800,12350,462689,195931.0,15864895.0
2019-03-22,12350,12750,11950,12350,248584,195931.0,15864895.0
2019-03-25,12050,14350,11800,13000,771718,206244.0,15864895.0
2019-03-26,13150,14650,13150,14200,757253,225282.0,15864895.0
2019-03-27,14300,14500,13200,13450,409409,213383.0,15864895.0
2019-03-28,13350,13750,12750,12800,261187,203071.0,15864895.0
2019-03-29,12800,13300,12650,12900,152394,204657.0,15864895.0
2019-04-01,12950,14450,12950,14250,303008,226075.0,15864895.0
2019-04-02,14350,14900,13950,14250,201698,226075.0,15864895.0
2019-04-03,14250,14650,13650,13800,163969,218936.0,15864895.0
2019-04-04,13850,14100,13650,13800,98043,218936.0,15864895.0
2019-04-05,13800,15100,13800,15100,316438,239560.0,15864895.0
2019-04-08,15750,16200,15100,15450,283098,245113.0,15864895.0
2019-04-09,15500,15550,14900,15300,150345,242733.0,15864895.0
2019-04-10,15450,15550,14650,15150,208552,240353.0,15864895.0
2019-04-11,15150,16100,14850,16100,151740,255425.0,15864895.0
2019-04-12,16000,17050,16000,16850,180278,267323.0,15864895.0
2019-04-15,17300,17950,16750,17400,210770,276049.0,15864895.0
2019-04-16,17600,18200,17050,18200,224681,288741.0,15864895.0
2019-04-17,18300,19800,18250,19700,409453,312538.0,15864895.0
2019-04-18,19850,20400,18550,19450,362547,308572.0,15864895.0
2019-04-19,19350,23150,19300,20250,687806,321264.0,15864895.0
2019-04-22,20500,21750,20400,20950,271005,332370.0,15864895.0
2019-04-23,20450,22000,20250,22000,198954,349028.0,15864895.0
2019-04-24,22250,23350,22150,22950,247593,364099.0,15864895.0
2019-04-25,23350,23350,18100,18100,1009209,287155.0,15864895.0
2019-04-26,18200,20000,18150,18600,456314,295087.0,15864895.0
2019-04-29,18600,19500,18050,18950,247134,300640.0,15864895.0
2019-04-30,18950,19400,18650,19150,116892,303813.0,15864895.0
2019-05-02,19300,19900,19000,19050,146481,302226.0,15864895.0
2019-05-03,18900,19600,18900,19500,75466,309365.0,15864895.0
2019-05-07,19200,20000,19050,19250,111517,305399.0,15864895.0
2019-05-08,19050,19600,14800,16450,753249,260978.0,15864895.0
2019-05-09,16900,16900,15450,16300,375780,258598.0,15864895.0
2019-05-10,16300,17600,16300,16800,211197,266530.0,15864895.0
2019-05-13,17600,17950,16600,16600,200242,263357.0,15864895.0
2019-05-14,16300,17400,16200,17150,113063,272083.0,15864895.0
2019-05-15,17150,17800,16900,17000,128951,269703.0,15864895.0
2019-05-16,17400,17700,16050,16500,117514,261771.0,15864895.0
2019-05-17,16300,16900,16000,16150,73190,256218.0,15864895.0
2019-05-20,16050,16250,14750,15150,343064,240353.0,15864895.0
2019-05-21,15300,17900,15300,17500,265229,277636.0,15864895.0
2019-05-22,17500,17500,16550,16750,127483,265737.0,15864895.0
2019-05-23,16750,16750,15900,16150,86642,256218.0,15864895.0
2019-05-24,16000,16850,15900,16600,73644,263357.0,15864895.0
2019-05-27,16450,17700,16200,16700,122885,264944.0,15864895.0
2019-05-28,16700,17400,16600,17100,83462,271290.0,15864895.0
2019-05-29,17100,17550,16550,17400,107102,276049.0,15864895.0
2019-05-30,17600,17600,16600,17100,88317,271290.0,15864895.0
2019-05-31,17100,19400,16950,19100,355015,303019.0,15864895.0
2019-06-03,18900,18950,17700,18250,204162,289534.0,15864895.0
2019-06-04,18050,18500,17750,18450,95932,292707.0,15864895.0
2019-06-05,18450,19500,18250,18350,118007,291121.0,15864895.0
2019-06-07,18400,19450,18400,19400,165405,307779.0,15864895.0
2019-06-10,19650,19800,18900,19350,125093,306986.0,15864895.0
2019-06-11,19350,19500,19000,19250,83088,305399.0,15864895.0
2019-06-12,19150,19250,18200,18450,112032,292707.0,15864895.0
2019-06-13,18600,18600,17750,18200,90936,288741.0,15864895.0
2019-06-14,18700,19000,18300,18600,145627,295087.0,15864895.0
2019-06-17,18800,19900,18800,19700,655446,312538.0,15864895.0
2019-06-18,19600,20150,19450,20000,252018,317298.0,15864895.0
2019-06-19,20350,20850,20100,20750,279329,329197.0,15864895.0
2019-06-20,20650,21100,20100,21100,263877,334749.0,15864895.0
2019-06-21,21150,22550,20500,22300,882951,353787.0,15864895.0
2019-06-24,22250,22250,19450,19750,374162,313332.0,15864895.0
