나노신소재(121600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-06-09,11933,12533,11800,12467,147921,135243.0,7232222.0
2011-06-10,12466,12533,12000,12067,73395,130903.0,7232222.0
2011-06-13,12000,12066,11100,11300,155904,122586.0,7232222.0
2011-06-14,11233,11800,11233,11500,67696,124756.0,7232222.0
2011-06-15,11533,11666,11266,11467,61548,124394.0,7232222.0
2011-06-16,11266,11366,11000,11300,69430,122586.0,7232222.0
2011-06-17,11333,11600,11200,11500,54430,124756.0,7232222.0
2011-06-20,11500,11600,11233,11267,48180,122225.0,7232222.0
2011-06-21,11333,11433,11066,11200,60745,121501.0,7232222.0
2011-06-22,11266,11266,11000,11133,72713,120778.0,7232222.0
2011-06-23,11066,11133,10666,11000,135392,119332.0,7232222.0
2011-06-24,11033,11433,10933,11233,79240,121863.0,7232222.0
2011-06-27,11066,11233,10800,11233,83381,121863.0,7232222.0
2011-06-28,11400,11566,11233,11267,82048,122225.0,7232222.0
2011-06-29,11333,11500,11133,11433,85018,124033.0,7232222.0
2011-06-30,11533,11600,11266,11433,66760,124033.0,7232222.0
2011-07-01,11533,11733,11433,11567,88192,125479.0,7232222.0
2011-07-04,11600,11800,11466,11700,58632,126925.0,7232222.0
2011-07-05,11700,11733,11500,11600,49101,125841.0,7232222.0
2011-07-06,11500,12033,11500,11933,115857,129457.0,7232222.0
2011-07-07,11933,12233,11866,12200,80360,132350.0,7232222.0
2011-07-08,12233,12366,12100,12333,89977,133796.0,7232222.0
2011-07-11,12100,12466,12100,12267,43244,133073.0,7232222.0
2011-07-12,11966,12333,11733,12000,66833,130180.0,7232222.0
2011-07-13,12066,13200,12066,13100,325941,142113.0,7232222.0
2011-07-14,13100,13133,12666,12867,138450,139582.0,7232222.0
2011-07-15,13100,13400,12966,13233,145324,143560.0,7232222.0
2011-07-18,13633,13733,13333,13500,136699,146452.0,7232222.0
2011-07-19,13666,13733,13366,13567,118020,147176.0,7232222.0
2011-07-20,13733,13733,13366,13533,108319,146814.0,7232222.0
2011-07-21,13633,14033,13633,13800,231712,149707.0,7232222.0
2011-07-22,13966,14466,13600,14433,315379,156578.0,7232222.0
2011-07-25,14433,14666,14133,14467,147210,156939.0,7232222.0
2011-07-26,14566,14633,14166,14367,97948,155854.0,7232222.0
2011-07-27,14333,14633,14033,14567,124699,158024.0,7232222.0
2011-07-28,14366,15666,14133,14900,389847,161640.0,7232222.0
2011-07-29,15200,15200,14700,14700,126496,159470.0,7232222.0
2011-08-01,14966,14966,14333,14367,96072,155854.0,7232222.0
2011-08-02,14433,14700,13766,14467,136070,156939.0,7232222.0
2011-08-03,14100,14566,13900,14500,99432,157301.0,7232222.0
2011-08-04,14633,15366,14300,14300,326249,155131.0,7232222.0
2011-08-05,13000,13900,12800,13733,218319,148984.0,7232222.0
2011-08-08,13600,13866,11700,12967,238142,140667.0,7232222.0
2011-08-09,12400,12633,11100,12233,169698,132711.0,7232222.0
2011-08-10,12833,12933,12333,12400,140576,134519.0,7232222.0
2011-08-11,11366,13266,11366,13200,177754,143198.0,7232222.0
2011-08-12,13533,13633,12600,12633,176581,137051.0,7232222.0
2011-08-16,13300,13300,12933,13033,83528,141390.0,7232222.0
2011-08-17,13033,13766,12900,13333,118803,144644.0,7232222.0
2011-08-18,13333,13666,12733,12933,98516,140305.0,7232222.0
2011-08-19,12333,12766,11666,11667,117492,126564.0,7232222.0
2011-08-22,11533,12000,11100,11667,81341,126564.0,7232222.0
2011-08-23,11933,12133,11666,11967,69500,129818.0,7232222.0
2011-08-24,12033,12066,11300,11400,113629,123671.0,7232222.0
2011-08-25,11666,11966,11100,11333,115692,122948.0,7232222.0
2011-08-26,11233,11600,10866,11333,118297,122948.0,7232222.0
2011-08-29,11633,11800,11400,11633,62931,126202.0,7232222.0
2011-08-30,11866,12133,11766,11867,77102,128734.0,7232222.0
2011-08-31,12100,12100,11500,12000,82101,130180.0,7232222.0
2011-09-01,11900,12266,10200,10200,1791265,110653.0,7232222.0
2011-09-02,9466,9666,9000,9167,1299377,99443.0,7232222.0
2011-09-05,9000,9366,8666,8800,462342,95465.0,7232222.0
2011-09-06,8766,9033,7700,8133,513918,88233.0,7232222.0
2011-09-07,8400,8533,8100,8200,467300,88956.0,7232222.0
2011-09-08,8233,8300,7033,7400,655995,80278.0,7232222.0
2011-09-09,7533,7700,6866,7000,437028,75938.0,7232222.0
2011-09-14,7066,7100,6133,6200,597856,67260.0,7232222.0
2011-09-15,6326,6586,6100,6227,459516,67549.0,7232222.0
2011-09-16,6413,6566,6213,6440,315878,69863.0,7232222.0
2011-09-19,6540,7400,6533,7067,930854,76662.0,7232222.0
2011-09-20,6966,7633,6866,7467,549606,81001.0,7232222.0
2011-09-21,7400,8566,7400,8567,676522,92934.0,7232222.0
2011-09-22,8466,8766,8233,8533,562029,92572.0,7232222.0
2011-09-23,7966,8233,7666,7933,274744,86063.0,7232222.0
2011-09-26,8200,8200,6766,6767,298243,73407.0,7232222.0
2011-09-27,7066,7433,7000,7333,112158,79554.0,7232222.0
2011-09-28,7633,7633,7133,7467,148783,81001.0,7232222.0
2011-09-29,7433,7666,7100,7667,127855,83171.0,7232222.0
2011-09-30,7766,7933,7466,7533,105154,81724.0,7232222.0
2011-10-04,7133,7766,6666,7700,98897,83532.0,7232222.0
2011-10-05,7766,7900,6933,6933,98812,75215.0,7232222.0
2011-10-06,7166,7433,7000,7100,85557,77023.0,7232222.0
2011-10-07,7266,7566,7200,7333,76260,79554.0,7232222.0
2011-10-10,7600,8433,7600,8433,244641,91488.0,7232222.0
2011-10-11,8666,9500,8566,8867,468195,96189.0,7232222.0
2011-10-12,8833,9733,8666,9600,377993,104144.0,7232222.0
2011-10-13,9800,9900,9466,9667,164129,104867.0,7232222.0
2011-10-14,9500,10333,9166,10333,189751,112099.0,7232222.0
2011-10-17,10533,10600,10066,10133,110968,109930.0,7232222.0
2011-10-18,9800,10833,9533,10567,250761,114631.0,7232222.0
2011-10-19,10933,10933,10433,10467,81721,113546.0,7232222.0
2011-10-20,10566,11000,10233,10233,128896,111015.0,7232222.0
2011-10-21,10733,11100,10400,11100,119594,120416.0,7232222.0
2011-10-24,11200,11233,10866,11133,83887,120778.0,7232222.0
2011-10-25,11233,11233,10700,10767,66733,116800.0,7232222.0
2011-10-26,10666,11400,10633,11300,98111,122586.0,7232222.0
2011-10-27,11433,11600,11200,11600,79240,125841.0,7232222.0
2011-10-28,11766,11766,11200,11400,55644,123671.0,7232222.0
2011-10-31,11566,11566,11066,11167,63591,121140.0,7232222.0
2011-11-01,11133,11233,10966,11133,31074,120778.0,7232222.0
2011-11-02,10866,11466,10533,11467,41800,124394.0,7232222.0
2011-11-03,11666,12066,11333,11933,103173,129457.0,7232222.0
2011-11-04,12166,12933,11933,12667,129107,137412.0,7232222.0
2011-11-07,12733,13300,12400,12967,59207,140667.0,7232222.0
2011-11-08,12866,13133,12466,12500,56680,135604.0,7232222.0
2011-11-09,12533,12866,12000,12533,55598,135966.0,7232222.0
2011-11-10,12100,12466,12000,12000,56075,130180.0,7232222.0
2011-11-11,12066,12733,12066,12600,68431,136689.0,7232222.0
2011-11-14,13200,13200,12666,12933,52028,140305.0,7232222.0
2011-11-15,12933,13066,12400,12567,63124,136327.0,7232222.0
2011-11-16,12666,12666,12066,12333,71814,133796.0,7232222.0
2011-11-17,12633,13133,12333,13133,89374,142475.0,7232222.0
2011-11-18,13033,13333,12866,13067,73253,141752.0,7232222.0
2011-11-21,13000,13133,12000,12100,75082,131265.0,7232222.0
2011-11-22,11866,12733,11866,12733,50582,138135.0,7232222.0
2011-11-23,12633,12933,12266,12467,44083,135243.0,7232222.0
2011-11-24,12466,12800,12200,12767,49382,138497.0,7232222.0
2011-11-25,12533,13100,11333,12867,66624,139582.0,7232222.0
2011-11-28,12866,13133,12666,12667,27146,137412.0,7232222.0
2011-11-29,12866,13033,12366,12433,85558,134881.0,7232222.0
2011-11-30,12033,12533,12000,12467,65632,135243.0,7232222.0
2011-12-01,12866,12866,12400,12500,37881,135604.0,7232222.0
2011-12-02,12500,12666,12266,12500,25556,135604.0,7232222.0
2011-12-05,12500,13066,12500,12967,92861,140667.0,7232222.0
2011-12-06,12933,13000,12666,12667,34470,137412.0,7232222.0
2011-12-07,12666,12800,12333,12633,52067,137051.0,7232222.0
2011-12-08,12766,14200,12233,13400,202719,145368.0,7232222.0
2011-12-09,13200,13400,12900,13300,89940,144283.0,7232222.0
2011-12-12,13333,13533,13000,13400,64559,145368.0,7232222.0
2011-12-13,13166,13366,12933,12967,37576,140667.0,7232222.0
2011-12-14,12966,12966,11933,12333,94861,133796.0,7232222.0
2011-12-15,12466,12533,12033,12200,40789,132350.0,7232222.0
2011-12-16,12500,13000,12066,12900,73152,139943.0,7232222.0
2011-12-19,12366,12966,11633,12333,71890,133796.0,7232222.0
2011-12-20,12233,12866,12233,12667,43062,137412.0,7232222.0
2011-12-21,12900,14066,12800,13133,96861,142475.0,7232222.0
2011-12-22,13066,13666,12966,13267,51147,143921.0,7232222.0
2011-12-23,13266,13400,13066,13367,61819,145006.0,7232222.0
2011-12-26,13466,13466,13066,13167,68375,142836.0,7232222.0
2011-12-27,13300,13300,12700,13033,59074,141390.0,7232222.0
2011-12-28,13066,13500,12966,13000,129738,141028.0,7232222.0
2011-12-29,12766,13300,12666,13167,61239,142836.0,7232222.0
2012-01-02,13266,14433,13133,14067,237615,152600.0,7232222.0
2012-01-03,14200,15066,14000,14567,223064,158024.0,7232222.0
2012-01-04,14433,15033,13966,14100,127376,152961.0,7232222.0
2012-01-05,14100,14800,14000,14667,141554,159109.0,7232222.0
2012-01-06,15600,16099,14666,15133,404791,164171.0,7232222.0
2012-01-09,15266,15466,14833,15233,115749,165256.0,7232222.0
2012-01-10,15233,15333,14900,15067,91219,163448.0,7232222.0
2012-01-11,15633,15666,14800,15400,145882,167064.0,7232222.0
2012-01-12,15466,15566,14866,14967,87121,162363.0,7232222.0
2012-01-13,14966,14966,14266,14467,110596,156939.0,7232222.0
2012-01-16,14366,14533,13800,14333,79942,155493.0,7232222.0
2012-01-17,14400,15466,14333,15000,191181,162725.0,7232222.0
2012-01-18,15166,15500,14733,15500,156889,168149.0,7232222.0
2012-01-19,15399,15500,14900,15100,82843,163810.0,7232222.0
2012-01-20,15000,15233,14400,14767,93404,160194.0,7232222.0
2012-01-25,14566,15166,14533,14767,53026,160194.0,7232222.0
2012-01-26,14933,15366,14600,15367,105575,166703.0,7232222.0
2012-01-27,15533,15733,15200,15500,66815,168149.0,7232222.0
2012-01-30,15700,16666,15400,16267,161179,176466.0,7232222.0
2012-01-31,16266,17333,15900,17333,244703,188038.0,7232222.0
2012-02-01,17199,17866,16733,16867,148704,182975.0,7232222.0
2012-02-02,16900,17266,16600,16967,97949,184060.0,7232222.0
2012-02-03,16966,17666,16000,16633,270890,180444.0,7232222.0
2012-02-06,16433,16966,16066,16667,106566,180806.0,7232222.0
2012-02-07,16733,16900,15833,16200,90836,175743.0,7232222.0
2012-02-08,16033,16866,15966,16300,113717,176828.0,7232222.0
2012-02-09,16399,16599,15866,16467,67929,178636.0,7232222.0
2012-02-10,16700,17833,16299,17667,189622,191654.0,7232222.0
2012-02-13,17700,18800,17566,18333,247912,198886.0,7232222.0
2012-02-14,18166,18766,17900,18333,96808,198886.0,7232222.0
2012-02-15,18633,19099,18399,18667,90381,202502.0,7232222.0
2012-02-16,18666,18666,17933,18133,97425,196716.0,7232222.0
2012-02-17,18233,19200,17266,17600,161695,190931.0,7232222.0
2012-02-20,17833,18199,17366,17867,103543,193824.0,7232222.0
2012-02-21,17766,17933,17300,17667,64358,191654.0,7232222.0
2012-02-22,17666,18433,17633,17800,86441,193100.0,7232222.0
2012-02-23,17533,18066,17433,17967,49830,194908.0,7232222.0
2012-02-24,17999,18166,17599,17767,31427,192739.0,7232222.0
2012-02-27,17533,17733,16233,16533,126312,179359.0,7232222.0
2012-02-28,16466,16800,15833,16167,94692,175381.0,7232222.0
2012-02-29,16200,16466,16033,16267,37991,176466.0,7232222.0
2012-03-02,16600,16966,16333,16733,45458,181529.0,7232222.0
2012-03-05,16733,16933,15666,15967,66389,173212.0,7232222.0
2012-03-06,15900,16400,15766,15967,56149,173212.0,7232222.0
2012-03-07,15666,16700,15533,16400,112435,177913.0,7232222.0
2012-03-08,16400,16433,15733,15833,68426,171765.0,7232222.0
2012-03-09,16100,16100,15666,15700,41525,170319.0,7232222.0
2012-03-12,15699,15833,14733,14733,101951,159832.0,7232222.0
2012-03-13,14866,15066,14133,14800,106119,160555.0,7232222.0
2012-03-14,15100,15100,13933,14200,221488,154046.0,7232222.0
2012-03-15,14233,15300,14033,15300,210280,165979.0,7232222.0
2012-03-16,15366,16100,15200,15767,196768,171042.0,7232222.0
2012-03-19,15900,16100,15333,15433,81289,167426.0,7232222.0
2012-03-20,15566,15566,14500,14667,113537,159109.0,7232222.0
2012-03-21,14500,15000,14100,14600,52127,158386.0,7232222.0
2012-03-22,14366,15766,14366,15133,174005,164171.0,7232222.0
2012-03-23,15033,15666,14933,15500,53930,168149.0,7232222.0
2012-03-26,15566,15600,15100,15500,40812,168149.0,7232222.0
2012-03-27,15500,15600,15166,15267,31108,165618.0,7232222.0
2012-03-28,15333,15800,15333,15500,52074,168149.0,7232222.0
2012-03-29,15500,15933,15333,15667,56148,169957.0,7232222.0
2012-03-30,15533,16033,15433,15967,58700,173212.0,7232222.0
2012-04-02,15966,16100,15333,15367,48758,166703.0,7232222.0
2012-04-03,15400,15500,14533,14767,85277,160194.0,7232222.0
2012-04-04,14600,14666,13400,14167,119274,153685.0,7232222.0
2012-04-05,13966,14266,13400,13600,99851,147537.0,7232222.0
2012-04-06,13433,14033,13433,14000,62341,151877.0,7232222.0
2012-04-09,13800,14166,13133,14000,61354,151877.0,7232222.0
2012-04-10,13733,14600,13733,14200,58395,154046.0,7232222.0
2012-04-12,14200,14499,13733,13933,19312,151153.0,7232222.0
2012-04-13,14000,14633,13733,14633,51689,158747.0,7232222.0
2012-04-16,14300,14700,14233,14633,31968,158747.0,7232222.0
2012-04-17,14633,14633,14366,14400,9546,156216.0,7232222.0
2012-04-18,14633,14666,13866,13867,31392,150430.0,7232222.0
2012-04-19,13866,14133,13433,13433,26848,145729.0,7232222.0
2012-04-20,13666,13900,13300,13333,38619,144644.0,7232222.0
2012-04-23,13400,13566,12766,12767,43115,138497.0,7232222.0
2012-04-24,12566,12833,12500,12600,33816,136689.0,7232222.0
2012-04-25,12933,13033,12600,12600,32438,136689.0,7232222.0
2012-04-26,12666,12933,12033,12233,48278,132711.0,7232222.0
2012-04-27,12166,12433,11300,11333,96086,122948.0,7232222.0
2012-04-30,11166,11300,10033,10467,163618,113546.0,7232222.0
2012-05-02,10466,11333,10466,11200,163698,121501.0,7232222.0
2012-05-03,10933,11833,10933,11533,108029,125117.0,7232222.0
2012-05-04,11333,11866,11300,11733,47484,127287.0,7232222.0
2012-05-07,11333,11633,11100,11333,43108,122948.0,7232222.0
2012-05-08,11233,11466,10833,11333,97596,122948.0,7232222.0
2012-05-09,11200,12033,10866,11867,133538,128734.0,7232222.0
2012-05-10,11866,13133,11700,12433,120780,134881.0,7232222.0
2012-05-11,12433,13300,12300,12867,106667,139582.0,7232222.0
2012-05-14,13233,13300,12266,12333,56631,133796.0,7232222.0
2012-05-15,12066,12900,12000,12667,92057,137412.0,7232222.0
2012-05-16,12666,12866,11866,11867,42625,128734.0,7232222.0
2012-05-17,11933,12633,11933,12533,29506,135966.0,7232222.0
2012-05-18,12400,12600,12000,12400,37627,134519.0,7232222.0
2012-05-21,12466,13033,12200,12900,55912,139943.0,7232222.0
2012-05-22,12966,13533,12966,13000,64538,141028.0,7232222.0
2012-05-23,13100,13100,12233,12333,72445,133796.0,7232222.0
2012-05-24,12466,12566,11866,12233,61676,132711.0,7232222.0
2012-05-25,12133,12366,11766,12100,23855,131265.0,7232222.0
2012-05-29,12066,12366,11866,12033,16488,130542.0,7232222.0
2012-05-30,12033,12133,11566,11800,85875,128010.0,7232222.0
2012-05-31,11800,12166,11400,12133,69400,131626.0,7232222.0
2012-06-01,12033,12333,11933,11933,42381,129457.0,7232222.0
2012-06-04,11433,11766,11333,11567,34588,125479.0,7232222.0
2012-06-05,11633,12333,11366,12067,62130,130903.0,7232222.0
2012-06-07,12333,12733,12200,12200,34122,132350.0,7232222.0
2012-06-08,12133,12466,11900,12433,32336,134881.0,7232222.0
2012-06-11,12466,12933,12366,12867,60939,139582.0,7232222.0
2012-06-12,12666,13166,12533,12933,40018,140305.0,7232222.0
2012-06-13,13133,13200,12700,12900,29632,139943.0,7232222.0
2012-06-14,13166,13300,12433,12633,41254,137051.0,7232222.0
2012-06-15,13133,13133,12500,12733,33956,138135.0,7232222.0
2012-06-18,12800,13133,12766,12900,27427,139943.0,7232222.0
2012-06-19,12766,12900,12466,12467,56534,135243.0,7232222.0
2012-06-20,12566,12566,11733,12033,117070,130542.0,7232222.0
2012-06-21,12066,12100,11666,12033,72992,130542.0,7232222.0
2012-06-22,11800,12000,11533,11800,47710,128010.0,7232222.0
2012-06-25,11600,11700,11333,11633,56353,126202.0,7232222.0
2012-06-26,11500,12000,11466,11967,50212,129818.0,7232222.0
2012-06-27,12000,12000,11666,11667,22731,126564.0,7232222.0
2012-06-28,11833,11833,11300,11300,43927,122586.0,7232222.0
2012-06-29,11433,11933,11266,11833,35331,128372.0,7232222.0
2012-07-02,11800,11900,11666,11667,18383,126564.0,7232222.0
2012-07-03,11700,11966,11666,11933,35437,129457.0,7232222.0
2012-07-04,11900,12066,11800,11900,40347,129095.0,7232222.0
2012-07-05,11866,12000,11700,11833,61178,128372.0,7232222.0
2012-07-06,11733,11900,11600,11633,33628,126202.0,7232222.0
2012-07-09,11466,11733,11433,11533,27057,125117.0,7232222.0
2012-07-10,11566,12033,11566,11667,40193,126564.0,7232222.0
2012-07-11,11633,11800,11300,11467,41292,124394.0,7232222.0
2012-07-12,11366,11866,11366,11600,71950,125841.0,7232222.0
2012-07-13,11466,11733,11000,11700,52833,126925.0,7232222.0
2012-07-16,11733,11766,11500,11500,29065,124756.0,7232222.0
2012-07-17,11500,11533,11100,11233,59446,121863.0,7232222.0
2012-07-18,11400,11400,10900,10900,20804,118247.0,7232222.0
2012-07-19,10933,11166,10400,10700,83212,116077.0,7232222.0
2012-07-20,10866,10933,10333,10333,62819,112099.0,7232222.0
2012-07-23,10233,10533,10066,10400,43310,112823.0,7232222.0
2012-07-24,10166,10466,9600,9800,80339,106314.0,7232222.0
2012-07-25,9533,9666,8533,8633,216810,93657.0,7232222.0
2012-07-26,8633,8766,7966,8033,268923,87148.0,7232222.0
2012-07-27,8333,8600,8233,8467,140431,91849.0,7232222.0
2012-07-30,8566,8699,8399,8533,79185,92572.0,7232222.0
2012-07-31,8466,8566,8366,8467,50765,91849.0,7232222.0
2012-08-01,8566,9633,8533,9267,424731,100528.0,7232222.0
2012-08-02,9233,9366,8999,9033,101504,97997.0,7232222.0
2012-08-03,8833,9366,8833,9000,37195,97635.0,7232222.0
2012-08-06,9000,9166,8866,9167,55077,99443.0,7232222.0
2012-08-07,9200,9400,9000,9000,47262,97635.0,7232222.0
2012-08-08,9100,9533,9033,9200,88240,99805.0,7232222.0
2012-08-09,9200,9400,9066,9267,51276,100528.0,7232222.0
2012-08-10,9200,9333,9133,9200,35618,99805.0,7232222.0
2012-08-13,9133,10000,9133,9933,129524,107760.0,7232222.0
2012-08-14,9700,10333,9666,9867,83742,107037.0,7232222.0
2012-08-16,9900,10200,9800,9867,43273,107037.0,7232222.0
2012-08-17,10033,10033,9800,9900,32932,107398.0,7232222.0
2012-08-20,9766,9933,9666,9767,54237,105952.0,7232222.0
2012-08-21,9666,9966,9633,9733,37475,105590.0,7232222.0
2012-08-22,9700,9766,9266,9367,83059,101613.0,7232222.0
2012-08-23,9333,9666,9333,9433,66657,102336.0,7232222.0
2012-08-24,9333,9533,9033,9133,70415,99081.0,7232222.0
2012-08-27,9133,9199,8766,8833,62340,95827.0,7232222.0
2012-08-28,8766,9100,8733,8900,45923,96550.0,7232222.0
2012-08-29,8966,8966,8766,8833,72610,95827.0,7232222.0
2012-08-30,8900,9300,8833,8967,87709,97273.0,7232222.0
2012-08-31,8866,9133,8866,9067,57026,98358.0,7232222.0
2012-09-03,9099,9533,8833,9533,106009,103421.0,7232222.0
2012-09-04,9633,9966,9366,9533,155776,103421.0,7232222.0
2012-09-05,9499,9599,8999,9133,93049,99081.0,7232222.0
2012-09-06,9166,9233,9066,9133,42966,99081.0,7232222.0
2012-09-07,9266,9400,8800,9100,140689,98720.0,7232222.0
2012-09-10,9166,9166,8799,8833,98119,95827.0,7232222.0
2012-09-11,8866,8900,8433,8500,135960,92211.0,7232222.0
2012-09-12,8433,8766,8100,8200,192868,88956.0,7232222.0
2012-09-13,8233,8399,8199,8233,106067,89318.0,7232222.0
2012-09-14,8333,8466,7966,8100,184433,87871.0,7232222.0
2012-09-17,8000,8066,7700,7767,194810,84255.0,7232222.0
2012-09-18,7700,8233,7700,7900,202063,85702.0,7232222.0
2012-09-19,8000,8466,8000,8467,234483,91849.0,7232222.0
2012-09-20,8366,8466,8100,8133,164393,88233.0,7232222.0
2012-09-21,8166,8400,8100,8400,110283,91126.0,7232222.0
2012-09-24,8466,8799,8299,8333,165967,90403.0,7232222.0
2012-09-25,8300,8333,7933,7967,146191,86425.0,7232222.0
2012-09-26,7833,8133,7733,7800,128738,84617.0,7232222.0
2012-09-27,7733,7833,6933,7067,384646,76662.0,7232222.0
2012-09-28,7066,7300,7000,7033,137227,76300.0,7232222.0
2012-10-02,7033,7266,7000,7067,99273,76662.0,7232222.0
2012-10-04,7133,7400,7066,7333,95169,79554.0,7232222.0
2012-10-05,7366,7566,7266,7433,156776,80639.0,7232222.0
2012-10-08,7533,7700,7333,7500,145720,81362.0,7232222.0
2012-10-09,7466,7600,7200,7267,142168,78831.0,7232222.0
2012-10-10,7200,7600,7133,7467,153611,81001.0,7232222.0
2012-10-11,7400,7866,7400,7733,285244,83894.0,7232222.0
2012-10-12,7766,7833,7366,7433,178731,80639.0,7232222.0
2012-10-15,7433,7533,6866,6933,228515,75215.0,7232222.0
2012-10-16,7033,7233,6800,6967,197905,75577.0,7232222.0
