하나마이크론(067310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-09-17,6250,6320,6170,6250,230166,139815.0,22370446.0
2012-09-18,6210,6340,6200,6250,232892,139815.0,22370446.0
2012-09-19,6260,6380,6220,6370,216747,142500.0,22370446.0
2012-09-20,6410,6450,6260,6260,217652,140039.0,22370446.0
2012-09-21,6270,6360,6200,6360,171995,142276.0,22370446.0
2012-09-24,6360,6400,6250,6310,158187,141158.0,22370446.0
2012-09-25,6300,6560,6240,6330,279069,141605.0,22370446.0
2012-09-26,6300,6450,6290,6330,150683,141605.0,22370446.0
2012-09-27,6330,6610,6330,6410,633886,143395.0,22370446.0
2012-09-28,6440,6470,6350,6360,199836,142276.0,22370446.0
2012-10-02,6400,6600,6370,6600,264633,147645.0,22370446.0
2012-10-04,6600,6680,6450,6530,256154,146079.0,22370446.0
2012-10-05,6580,6580,6440,6450,188359,144289.0,22370446.0
2012-10-08,6430,6570,6400,6460,224722,144513.0,22370446.0
2012-10-09,6440,6840,6400,6690,392286,149658.0,22370446.0
2012-10-10,6600,6670,6540,6560,167826,146750.0,22370446.0
2012-10-11,6500,6820,6500,6700,340657,149882.0,22370446.0
2012-10-12,6830,6960,6650,6750,559800,151001.0,22370446.0
2012-10-15,6820,6850,6430,6440,344392,144066.0,22370446.0
2012-10-16,6460,6640,6450,6520,162735,145855.0,22370446.0
2012-10-17,6650,6660,6200,6200,282808,138697.0,22370446.0
2012-10-18,6220,6280,5520,5620,585521,125722.0,22370446.0
2012-10-19,5650,5700,5300,5420,411586,121248.0,22370446.0
2012-10-22,5280,5470,5210,5350,220743,119682.0,22370446.0
2012-10-23,5410,5480,5360,5390,122974,120577.0,22370446.0
2012-10-24,5290,5600,5260,5550,163652,124156.0,22370446.0
2012-10-25,5590,5650,5280,5470,154196,122366.0,22370446.0
2012-10-26,5440,5580,5280,5410,159931,121024.0,22370446.0
2012-10-29,5320,5500,5320,5390,64300,120577.0,22370446.0
2012-10-30,5330,5570,5330,5520,109526,123485.0,22370446.0
2012-10-31,5580,6190,5540,6020,417139,134670.0,22370446.0
2012-11-01,6100,6270,6020,6190,374956,138473.0,22370446.0
2012-11-02,6340,6370,6150,6200,237506,138697.0,22370446.0
2012-11-05,6100,6300,6080,6130,180638,137131.0,22370446.0
2012-11-06,6130,6370,6120,6230,147211,139368.0,22370446.0
2012-11-07,6270,6270,5800,6050,223403,135341.0,22370446.0
2012-11-08,5910,6180,5890,6110,123257,136683.0,22370446.0
2012-11-09,6110,6110,5920,6000,101131,134223.0,22370446.0
2012-11-12,6060,6240,5820,6130,218248,137131.0,22370446.0
2012-11-13,6240,6540,6160,6460,620390,144513.0,22370446.0
2012-11-14,6550,6930,6490,6770,885562,151448.0,22370446.0
2012-11-15,6620,7480,6590,7280,975002,162857.0,22370446.0
2012-11-16,7280,7430,7060,7370,757677,164870.0,22370446.0
2012-11-19,7620,7770,7380,7690,851982,172029.0,22370446.0
2012-11-20,7740,8010,7430,7800,898295,174489.0,22370446.0
2012-11-21,7810,7990,7700,7800,336815,174489.0,22370446.0
2012-11-22,7920,8290,7880,8250,714698,184556.0,22370446.0
2012-11-23,8290,8290,7970,8200,491161,183438.0,22370446.0
2012-11-26,8260,8270,8000,8090,307721,180977.0,22370446.0
2012-11-27,8170,8170,7670,7800,710990,174489.0,22370446.0
2012-11-28,7810,8340,7730,8250,552557,184556.0,22370446.0
2012-11-29,8300,8350,8120,8310,378163,185898.0,22370446.0
2012-11-30,8300,8300,7900,7900,505371,176727.0,22370446.0
2012-12-03,7850,7880,7490,7680,620275,171805.0,22370446.0
2012-12-04,7630,7860,7510,7800,502424,174489.0,22370446.0
2012-12-05,7800,7840,7450,7660,472302,171358.0,22370446.0
2012-12-06,7580,7740,7180,7390,515460,165318.0,22370446.0
2012-12-07,7600,8080,7510,7940,853660,177621.0,22370446.0
2012-12-10,8000,8220,7820,7820,383193,174937.0,22370446.0
2012-12-11,7790,7900,7540,7550,304404,168897.0,22370446.0
2012-12-12,7550,7660,7330,7540,231976,168673.0,22370446.0
2012-12-13,7510,7700,7500,7580,137228,169568.0,22370446.0
2012-12-14,7620,8030,7620,7930,601716,177398.0,22370446.0
2012-12-17,7900,7920,7520,7660,302246,171358.0,22370446.0
2012-12-18,7710,7720,7340,7450,317154,166660.0,22370446.0
2012-12-20,7490,7490,7130,7260,354919,162409.0,22370446.0
2012-12-21,7210,7420,6950,7050,303798,157712.0,22370446.0
2012-12-24,7040,7180,6920,6940,216017,155251.0,22370446.0
2012-12-26,6960,7080,6850,6900,200772,154356.0,22370446.0
2012-12-27,7030,7390,6980,7350,584281,164423.0,22370446.0
2012-12-28,7400,7470,7230,7450,261894,166660.0,22370446.0
2013-01-02,7510,7530,7360,7400,208357,165541.0,22370446.0
2013-01-03,7450,7490,7270,7450,279242,166660.0,22370446.0
2013-01-04,7470,7530,7340,7340,207527,164199.0,22370446.0
2013-01-07,7290,7340,7100,7210,280121,161291.0,22370446.0
2013-01-08,7210,7700,7150,7650,690128,171134.0,22370446.0
2013-01-09,7640,7740,7520,7570,461979,169344.0,22370446.0
2013-01-10,7620,7810,7460,7800,538570,174489.0,22370446.0
2013-01-11,7850,8190,7550,7550,1680193,168897.0,22370446.0
2013-01-14,7550,7560,7010,7010,793604,156817.0,22370446.0
2013-01-15,7000,7120,6760,6760,437448,151224.0,22370446.0
2013-01-16,6820,6960,6750,6770,220819,151448.0,22370446.0
2013-01-17,6780,6950,6680,6740,175079,150777.0,22370446.0
2013-01-18,6770,6850,6710,6730,149270,150553.0,22370446.0
2013-01-21,6760,6960,6760,6920,253556,154803.0,22370446.0
2013-01-22,6990,7000,6750,6810,180955,152343.0,22370446.0
2013-01-23,6760,6900,6730,6750,164012,151001.0,22370446.0
2013-01-24,6750,6810,6360,6360,368491,142276.0,22370446.0
2013-01-25,6410,6440,6120,6250,194797,139815.0,22370446.0
2013-01-28,6210,6360,6210,6240,111861,139592.0,22370446.0
2013-01-29,6220,6350,6220,6310,105354,141158.0,22370446.0
2013-01-30,6320,6410,6110,6110,174716,136683.0,22370446.0
2013-01-31,6250,6500,6140,6270,387639,140263.0,22370446.0
2013-02-01,6200,6290,6080,6150,125092,137578.0,22370446.0
2013-02-04,6180,6210,6090,6100,81785,136460.0,22370446.0
2013-02-05,6120,6150,5960,6000,66866,134223.0,22370446.0
2013-02-06,6000,6250,6000,6200,102971,138697.0,22370446.0
2013-02-07,6240,6290,6070,6120,129429,136907.0,22370446.0
2013-02-08,6130,6270,6070,6270,79917,140263.0,22370446.0
2013-02-12,6290,6350,6230,6240,98203,139592.0,22370446.0
2013-02-13,6330,6340,6240,6280,75067,140486.0,22370446.0
2013-02-14,6300,6470,6280,6470,153314,144737.0,22370446.0
2013-02-15,6510,6520,6400,6460,62103,144513.0,22370446.0
2013-02-18,6470,6510,6390,6460,84757,144513.0,22370446.0
2013-02-19,6460,6650,6370,6610,175960,147869.0,22370446.0
2013-02-20,6610,7000,6500,6880,645465,153909.0,22370446.0
2013-02-21,6820,6890,6730,6830,210497,152790.0,22370446.0
2013-02-22,6880,7010,6800,6910,236638,154580.0,22370446.0
2013-02-25,6990,6990,6790,6830,164587,152790.0,22370446.0
2013-02-26,6720,6870,6660,6750,152793,151001.0,22370446.0
2013-02-27,6780,6940,6740,6880,197293,153909.0,22370446.0
2013-02-28,6940,6940,6790,6920,154166,154803.0,22370446.0
2013-03-04,6900,7200,6810,7150,456940,159949.0,22370446.0
2013-03-05,7250,7470,7250,7360,437777,164646.0,22370446.0
2013-03-06,7420,7480,7180,7360,229307,164646.0,22370446.0
2013-03-07,7370,7390,7160,7170,136146,160396.0,22370446.0
2013-03-08,7170,7260,7050,7170,136176,160396.0,22370446.0
2013-03-11,7190,7220,6880,7080,152720,158383.0,22370446.0
2013-03-12,7000,7280,7000,7140,120554,159725.0,22370446.0
2013-03-13,7230,7510,7180,7410,448834,165765.0,22370446.0
2013-03-14,7490,7560,7300,7550,307198,168897.0,22370446.0
2013-03-15,7400,7630,7320,7500,656235,167778.0,22370446.0
2013-03-18,7530,7630,7290,7290,288365,163081.0,22370446.0
2013-03-19,7290,7450,7290,7320,255279,163752.0,22370446.0
2013-03-20,7340,7360,6930,7000,295495,156593.0,22370446.0
2013-03-21,7090,7130,6710,6840,212091,153014.0,22370446.0
2013-03-22,6840,7300,6810,7250,308111,162186.0,22370446.0
2013-03-25,7330,7390,7180,7260,149265,162409.0,22370446.0
2013-03-26,7210,7230,6930,6960,225340,155698.0,22370446.0
2013-03-27,7020,7080,6800,6850,154097,153238.0,22370446.0
2013-03-28,6850,7050,6360,6650,425236,148763.0,22370446.0
2013-03-29,6760,6880,6700,6740,188659,150777.0,22370446.0
2013-04-01,6800,6920,6700,6790,105081,151895.0,22370446.0
2013-04-02,6790,6850,6540,6590,180813,147421.0,22370446.0
2013-04-03,6600,6670,6570,6590,165592,147421.0,22370446.0
2013-04-04,6520,6560,6200,6310,292220,141158.0,22370446.0
2013-04-05,6380,6380,6030,6110,163045,136683.0,22370446.0
2013-04-08,6110,6200,5870,5890,148908,131762.0,22370446.0
2013-04-09,5850,6030,5720,5900,153848,131986.0,22370446.0
2013-04-10,5990,6090,5880,6070,59979,135789.0,22370446.0
2013-04-11,6170,6170,6000,6110,68322,136683.0,22370446.0
2013-04-12,6060,6150,5950,6000,133418,134223.0,22370446.0
2013-04-15,6000,6090,5950,6040,45914,135117.0,22370446.0
2013-04-16,5980,6140,5950,6110,106336,136683.0,22370446.0
2013-04-17,6130,6420,6130,6380,155901,142723.0,22370446.0
2013-04-18,6380,6380,6190,6190,66783,138473.0,22370446.0
2013-04-19,6180,6250,6030,6060,62067,135565.0,22370446.0
2013-04-22,6100,6180,6010,6070,82111,135789.0,22370446.0
2013-04-23,6090,6400,6090,6310,136139,141158.0,22370446.0
2013-04-24,6410,6810,6410,6740,357674,150777.0,22370446.0
2013-04-25,6740,6800,6600,6660,117338,148987.0,22370446.0
2013-04-26,6700,6860,6550,6740,111029,150777.0,22370446.0
2013-04-29,6770,7010,6660,6990,238483,156369.0,22370446.0
2013-04-30,7050,7300,6950,7140,543148,159725.0,22370446.0
2013-05-02,7220,7270,7070,7160,245016,160172.0,22370446.0
2013-05-03,7200,7270,7010,7020,144430,157041.0,22370446.0
2013-05-06,7090,7130,6800,6810,172955,152343.0,22370446.0
2013-05-07,7100,7280,7020,7250,579869,162186.0,22370446.0
2013-05-08,7260,7350,7170,7230,230184,161738.0,22370446.0
2013-05-09,7260,7290,7020,7050,255514,157712.0,22370446.0
2013-05-10,7120,7120,6830,6830,284935,152790.0,22370446.0
2013-05-13,6900,6950,6660,6830,149777,152790.0,22370446.0
2013-05-14,6800,6880,6630,6740,130119,150777.0,22370446.0
2013-05-15,6800,6950,6730,6940,119005,155251.0,22370446.0
2013-05-16,6950,6980,6770,6790,141366,151895.0,22370446.0
2013-05-20,6760,6770,6520,6600,161970,147645.0,22370446.0
2013-05-21,6570,6770,6570,6760,92504,151224.0,22370446.0
2013-05-22,6840,6920,6690,6880,123539,153909.0,22370446.0
2013-05-23,6900,7410,6880,7310,929276,163528.0,22370446.0
2013-05-24,7400,8160,7400,7900,1813367,176727.0,22370446.0
2013-05-27,7950,8070,7760,8020,708790,179411.0,22370446.0
2013-05-28,8020,8160,7920,8080,496391,180753.0,22370446.0
2013-05-29,8100,8420,8090,8350,1123576,186793.0,22370446.0
2013-05-30,8300,8350,7990,8030,553180,179635.0,22370446.0
2013-05-31,8090,8100,7690,7910,780068,176950.0,22370446.0
2013-06-03,7820,7890,7680,7750,266612,173371.0,22370446.0
2013-06-04,7820,7990,7570,7810,398767,174713.0,22370446.0
2013-06-05,7720,7770,7450,7600,293021,170015.0,22370446.0
2013-06-07,7670,7740,7060,7120,587604,159278.0,22370446.0
2013-06-10,7200,7420,7170,7350,195432,164423.0,22370446.0
2013-06-11,7370,7480,7190,7480,203040,167331.0,22370446.0
2013-06-12,7340,7650,7330,7520,270878,168226.0,22370446.0
2013-06-13,7490,7770,7450,7770,321704,173818.0,22370446.0
2013-06-14,7800,7880,7340,7380,337331,165094.0,22370446.0
2013-06-17,7380,7490,6940,7090,224716,158606.0,22370446.0
2013-06-18,7080,7490,7010,7480,229328,167331.0,22370446.0
2013-06-19,7500,7690,7420,7620,257175,170463.0,22370446.0
2013-06-20,7430,7790,7340,7750,426795,173371.0,22370446.0
2013-06-21,7570,7940,7380,7900,398923,176727.0,22370446.0
2013-06-24,7850,7890,7250,7250,339113,162186.0,22370446.0
2013-06-25,7100,7250,6430,6600,506370,147645.0,22370446.0
2013-06-26,6790,6890,6500,6660,327144,148987.0,22370446.0
2013-06-27,6860,7100,6780,7060,200716,157935.0,22370446.0
2013-06-28,7050,7150,6850,6890,150499,154132.0,22370446.0
2013-07-01,6890,7000,6700,6920,192582,154803.0,22370446.0
2013-07-02,6930,6980,6600,6720,253407,150329.0,22370446.0
2013-07-03,6720,6780,6500,6500,139120,145408.0,22370446.0
2013-07-04,6570,6600,6350,6500,176359,145408.0,22370446.0
2013-07-05,6570,6650,6400,6460,141992,144513.0,22370446.0
2013-07-08,6420,6450,6010,6110,229457,136683.0,22370446.0
2013-07-09,6150,6270,6090,6240,120830,139592.0,22370446.0
2013-07-10,6210,6290,6110,6110,56852,136683.0,22370446.0
2013-07-11,6230,6470,6210,6470,157935,144737.0,22370446.0
2013-07-12,6510,6510,6290,6330,110103,141605.0,22370446.0
2013-07-15,6400,6570,6150,6390,168913,142947.0,22370446.0
2013-07-16,6410,6510,6340,6470,102391,144737.0,22370446.0
2013-07-17,6540,6560,6430,6520,95504,145855.0,22370446.0
2013-07-18,6530,6700,6530,6530,222151,146079.0,22370446.0
2013-07-19,6540,6610,6430,6490,94611,145184.0,22370446.0
2013-07-22,6460,6600,6420,6420,76355,143618.0,22370446.0
2013-07-23,6420,6500,6320,6330,99671,141605.0,22370446.0
2013-07-24,6380,6460,6320,6350,94971,142052.0,22370446.0
2013-07-25,6410,6480,6320,6320,106107,141381.0,22370446.0
2013-07-26,6330,6400,6140,6200,164275,138697.0,22370446.0
2013-07-29,6150,6300,6130,6180,120359,138249.0,22370446.0
2013-07-30,6160,6520,6160,6490,142821,145184.0,22370446.0
2013-07-31,6510,6570,6380,6430,99917,143842.0,22370446.0
2013-08-01,6400,6470,6330,6340,73586,141829.0,22370446.0
2013-08-02,6380,6440,6270,6300,82201,140934.0,22370446.0
2013-08-05,6260,6380,6260,6330,86774,141605.0,22370446.0
2013-08-06,6390,6470,6240,6280,158945,140486.0,22370446.0
2013-08-07,6280,6320,6090,6160,94389,137802.0,22370446.0
2013-08-08,6140,6240,6120,6190,86215,138473.0,22370446.0
2013-08-09,6190,6330,6150,6310,64750,141158.0,22370446.0
2013-08-12,6270,6530,6250,6500,246714,145408.0,22370446.0
2013-08-13,6540,6610,6420,6460,172805,144513.0,22370446.0
2013-08-14,6460,6870,6400,6820,629029,152566.0,22370446.0
2013-08-16,6780,7110,6720,6980,418194,156146.0,22370446.0
2013-08-19,7020,7020,6810,7010,202088,156817.0,22370446.0
2013-08-20,6950,7010,6640,6640,204349,148540.0,22370446.0
2013-08-21,6730,6850,6380,6600,277506,147645.0,22370446.0
2013-08-22,6500,6570,6270,6340,164210,141829.0,22370446.0
2013-08-23,6540,6870,6460,6770,192995,151448.0,22370446.0
2013-08-26,6850,6990,6660,6710,185076,150106.0,22370446.0
2013-08-27,6660,6750,6420,6480,170404,144960.0,22370446.0
2013-08-28,6330,6420,6210,6320,197362,141381.0,22370446.0
2013-08-29,6360,6480,6360,6390,118536,142947.0,22370446.0
2013-08-30,6350,6480,6350,6370,77358,142500.0,22370446.0
2013-09-02,6370,6490,6360,6410,105939,143395.0,22370446.0
2013-09-03,6360,6490,6360,6460,138722,144513.0,22370446.0
2013-09-04,6450,6480,6410,6450,52594,144289.0,22370446.0
2013-09-05,6570,6670,6350,6360,227137,142276.0,22370446.0
2013-09-06,6360,6410,6290,6320,101216,141381.0,22370446.0
2013-09-09,6420,6470,6330,6390,61453,142947.0,22370446.0
2013-09-10,6420,6470,6260,6330,142644,141605.0,22370446.0
2013-09-11,6350,6470,6350,6430,110594,143842.0,22370446.0
2013-09-12,6480,6520,6390,6400,76559,143171.0,22370446.0
2013-09-13,6400,6500,6400,6480,50616,144960.0,22370446.0
2013-09-16,6500,6660,6480,6590,111421,147421.0,22370446.0
2013-09-17,6640,6640,6490,6540,74697,146303.0,22370446.0
2013-09-23,6540,6580,6460,6560,83971,146750.0,22370446.0
2013-09-24,6470,6580,6310,6550,80372,146526.0,22370446.0
2013-09-25,6590,6600,6470,6530,71159,146079.0,22370446.0
2013-09-26,6490,6600,6490,6530,60803,146079.0,22370446.0
2013-09-27,6520,6600,6480,6510,82203,145632.0,22370446.0
2013-09-30,6550,6770,6340,6670,387236,149211.0,22370446.0
2013-10-01,6650,6730,6510,6630,161272,148316.0,22370446.0
2013-10-02,6700,6730,6570,6630,128395,148316.0,22370446.0
2013-10-04,6740,7620,6740,7200,3075706,161067.0,22370446.0
2013-10-07,7230,7310,7150,7220,534430,161515.0,22370446.0
2013-10-08,7180,7220,6980,7030,434818,157264.0,22370446.0
2013-10-10,7130,7300,7030,7120,585845,159278.0,22370446.0
2013-10-11,7270,7300,7080,7140,368823,159725.0,22370446.0
2013-10-14,7150,7150,6850,6940,347353,155251.0,22370446.0
2013-10-15,6950,7110,6890,7040,276324,157488.0,22370446.0
2013-10-16,7040,7130,6810,6820,259518,152566.0,22370446.0
2013-10-17,6830,6860,6500,6520,345233,145855.0,22370446.0
2013-10-18,6500,6630,6450,6550,144054,146526.0,22370446.0
2013-10-21,6530,6740,6530,6550,150494,146526.0,22370446.0
2013-10-22,6560,6660,6490,6560,97645,146750.0,22370446.0
2013-10-23,6610,6690,6430,6440,134177,144066.0,22370446.0
2013-10-24,6400,6560,6340,6550,125818,146526.0,22370446.0
2013-10-25,6700,6700,6560,6640,110067,148540.0,22370446.0
2013-10-28,6680,6700,6500,6520,104006,145855.0,22370446.0
2013-10-29,6560,6600,6490,6510,70930,145632.0,22370446.0
2013-10-30,6560,6700,6540,6580,139011,147198.0,22370446.0
2013-10-31,6640,6640,6480,6600,93248,147645.0,22370446.0
2013-11-01,6550,6640,6530,6580,63398,147198.0,22370446.0
2013-11-04,6570,6580,6470,6480,98365,144960.0,22370446.0
2013-11-05,6500,6530,6350,6360,109396,142276.0,22370446.0
2013-11-06,6480,6480,6260,6270,90282,140263.0,22370446.0
2013-11-07,6270,6300,6050,6140,156763,137355.0,22370446.0
2013-11-08,6110,6200,6030,6040,79081,135117.0,22370446.0
2013-11-11,6070,6120,5800,5810,143762,129972.0,22370446.0
2013-11-12,5710,5980,5710,5950,57357,133104.0,22370446.0
2013-11-13,5970,5990,5840,5910,37600,132209.0,22370446.0
2013-11-14,6050,6080,5910,6000,39903,134223.0,22370446.0
2013-11-15,6000,6130,5900,6010,48849,134446.0,22370446.0
2013-11-18,6010,6070,5900,5900,41588,131986.0,22370446.0
2013-11-19,5830,5930,5560,5610,216224,125498.0,22370446.0
2013-11-20,5570,5680,5470,5550,128981,124156.0,22370446.0
2013-11-21,5520,5520,5310,5350,113044,119682.0,22370446.0
2013-11-22,5370,5460,5310,5420,42134,121248.0,22370446.0
2013-11-25,5400,5580,5380,5530,50332,123709.0,22370446.0
2013-11-26,5490,5630,5490,5610,33040,125498.0,22370446.0
2013-11-27,5570,5600,5470,5580,77954,124827.0,22370446.0
2013-11-28,5690,5690,5500,5610,36792,125498.0,22370446.0
2013-11-29,5610,5700,5580,5610,40196,125498.0,22370446.0
2013-12-02,5570,5640,5530,5630,35973,125946.0,22370446.0
2013-12-03,5530,5590,5450,5540,58971,123932.0,22370446.0
2013-12-04,5530,5890,5530,5690,101976,127288.0,22370446.0
2013-12-05,5790,5790,5660,5690,56567,127288.0,22370446.0
2013-12-06,5740,5810,5670,5790,47214,129525.0,22370446.0
2013-12-09,5880,6010,5810,5850,125634,130867.0,22370446.0
2013-12-10,5780,5790,5350,5440,328246,121695.0,22370446.0
2013-12-11,5440,5470,5370,5420,65206,121248.0,22370446.0
2013-12-12,5390,5760,5370,5720,201523,127959.0,22370446.0
2013-12-13,5700,5710,5540,5600,66304,125274.0,22370446.0
2013-12-16,5650,5650,5480,5500,45091,123037.0,22370446.0
2013-12-17,5580,5580,5390,5390,59919,120577.0,22370446.0
2013-12-18,5350,5550,5310,5490,67195,122814.0,22370446.0
2013-12-19,5560,5560,5310,5450,72067,121919.0,22370446.0
2013-12-20,5400,5460,5330,5430,26450,121472.0,22370446.0
2013-12-23,5520,5520,5370,5390,50286,120577.0,22370446.0
2013-12-24,5440,5440,5300,5390,41190,120577.0,22370446.0
2013-12-26,5380,5380,5250,5300,47906,118563.0,22370446.0
2013-12-27,5290,5450,5290,5430,44391,121472.0,22370446.0
2013-12-30,5430,5450,5360,5380,38806,120353.0,22370446.0
2014-01-02,5360,5480,5310,5330,37724,119234.0,22370446.0
2014-01-03,5280,5380,5250,5280,36045,118116.0,22370446.0
2014-01-06,5340,5340,5170,5210,78723,116550.0,22370446.0
2014-01-07,5130,5300,5130,5270,51473,117892.0,22370446.0
2014-01-08,5300,5370,5210,5360,50193,119906.0,22370446.0
2014-01-09,5410,5570,5300,5530,130699,123709.0,22370446.0
2014-01-10,5450,5580,5400,5450,48256,121919.0,22370446.0
2014-01-13,5500,5650,5470,5500,81566,123037.0,22370446.0
2014-01-14,5350,5530,5350,5380,56744,120353.0,22370446.0
2014-01-15,5450,5480,5370,5460,45170,122143.0,22370446.0
2014-01-16,5470,5500,5400,5430,40713,121472.0,22370446.0
2014-01-17,5400,5440,5330,5390,47519,120577.0,22370446.0
2014-01-20,5380,5380,5260,5290,49326,118340.0,22370446.0
2014-01-21,5270,5430,5270,5430,52358,121472.0,22370446.0
2014-01-22,5430,5430,5310,5340,52036,119458.0,22370446.0
2014-01-23,5370,5760,5360,5670,347842,126840.0,22370446.0
2014-01-24,5620,5870,5590,5780,225125,129301.0,22370446.0
2014-01-27,5680,5740,5600,5740,151557,128406.0,22370446.0
2014-01-28,5750,5950,5730,5820,187919,130196.0,22370446.0
2014-01-29,5870,6000,5870,5890,91814,131762.0,22370446.0
2014-02-03,5830,5900,5710,5860,53920,131091.0,22370446.0
2014-02-04,5800,6020,5710,6020,86570,134670.0,22370446.0
2014-02-05,6020,6060,5950,6060,69713,135565.0,22370446.0
2014-02-06,6060,6150,5970,6000,65356,134223.0,22370446.0
2014-02-07,6000,6050,5950,5980,44901,133775.0,22370446.0
2014-02-10,5970,6040,5820,6040,83880,135117.0,22370446.0
2014-02-11,5960,6110,5960,6020,35721,134670.0,22370446.0
2014-02-12,6020,6080,5840,5840,74252,130643.0,22370446.0
2014-02-13,5890,5900,5760,5780,53705,129301.0,22370446.0
2014-02-14,5870,5980,5830,5980,53144,133775.0,22370446.0
2014-02-17,5980,6140,5890,5950,74625,133104.0,22370446.0
2014-02-18,5980,6150,5910,6150,99952,137578.0,22370446.0
2014-02-19,6170,6170,6060,6100,34954,136460.0,22370446.0
2014-02-20,6090,6150,5900,5980,61416,133775.0,22370446.0
2014-02-21,6060,6060,5890,5910,39436,132209.0,22370446.0
2014-02-24,5910,5980,5840,5900,42387,131986.0,22370446.0
2014-02-25,5900,5940,5760,5840,69162,130643.0,22370446.0
2014-02-26,5800,5890,5620,5800,68246,129749.0,22370446.0
2014-02-27,5760,5810,5710,5710,56855,127735.0,22370446.0
2014-02-28,5710,5740,5490,5490,105309,122814.0,22370446.0
2014-03-03,5540,5550,5480,5480,42824,122590.0,22370446.0
2014-03-04,5430,5530,5420,5470,44208,122366.0,22370446.0
2014-03-05,5490,5560,5490,5550,38244,124156.0,22370446.0
2014-03-06,5550,5610,5530,5570,35919,124603.0,22370446.0
2014-03-07,5510,5590,5500,5590,54189,125051.0,22370446.0
2014-03-10,5620,5620,5390,5420,109671,121248.0,22370446.0
2014-03-11,5390,5450,5320,5340,107042,119458.0,22370446.0
2014-03-12,5350,5360,5200,5280,92202,118116.0,22370446.0
2014-03-13,5220,5290,5180,5230,99576,116997.0,22370446.0
2014-03-14,5170,5210,5130,5210,79288,116550.0,22370446.0
2014-03-17,5200,5220,5000,5120,87431,114537.0,22370446.0
2014-03-18,5150,5210,5110,5170,37092,115655.0,22370446.0
2014-03-19,5200,5250,5130,5130,44818,114760.0,22370446.0
2014-03-20,5130,5190,5110,5170,30232,115655.0,22370446.0
2014-03-21,5210,5350,5200,5290,73555,118340.0,22370446.0
2014-03-24,5270,5340,5250,5300,35958,118563.0,22370446.0
2014-03-25,5290,5350,5240,5270,38539,117892.0,22370446.0
2014-03-26,5250,5320,5250,5260,36529,117669.0,22370446.0
2014-03-27,5230,5270,5120,5200,69439,116326.0,22370446.0
2014-03-28,5200,5230,5130,5200,50555,116326.0,22370446.0
2014-03-31,5160,5200,5140,5180,29896,115879.0,22370446.0
2014-04-01,5200,5220,5130,5200,65892,116326.0,22370446.0
2014-04-02,5210,5400,5210,5370,124272,120129.0,22370446.0
2014-04-03,5340,5380,5310,5350,56348,119682.0,22370446.0
2014-04-04,5330,5400,5300,5400,69737,120800.0,22370446.0
2014-04-07,5390,5460,5310,5340,88419,119458.0,22370446.0
2014-04-08,5410,5450,5310,5450,87125,121919.0,22370446.0
2014-04-09,5460,5500,5420,5490,93830,122814.0,22370446.0
2014-04-10,5480,5510,5430,5470,66097,122366.0,22370446.0
2014-04-11,5410,5480,5390,5460,59805,122143.0,22370446.0
2014-04-14,5440,5520,5440,5500,49730,123037.0,22370446.0
2014-04-15,5520,5540,5450,5470,45170,122366.0,22370446.0
2014-04-16,5450,5500,5400,5450,61883,121919.0,22370446.0
2014-04-17,5450,5880,5450,5670,385176,126840.0,22370446.0
2014-04-18,5720,5830,5630,5750,175308,128630.0,22370446.0
2014-04-21,5770,5800,5700,5730,49555,128183.0,22370446.0
2014-04-22,5730,5870,5670,5840,118247,130643.0,22370446.0
2014-04-23,5890,6130,5880,6070,410754,135789.0,22370446.0
2014-04-24,6000,6140,5880,5990,209069,133999.0,22370446.0
2014-04-25,5980,5980,5760,5860,86709,131091.0,22370446.0
2014-04-28,5810,5870,5710,5820,137087,130196.0,22370446.0
2014-04-29,5900,5940,5810,5920,67094,132433.0,22370446.0
2014-04-30,5880,6150,5880,6030,169726,134894.0,22370446.0
2014-05-02,6030,6210,6030,6170,263323,138026.0,22370446.0
2014-05-07,6250,6370,6180,6320,289441,141381.0,22370446.0
2014-05-08,6280,6390,6150,6280,103082,140486.0,22370446.0
2014-05-09,6320,6330,6150,6310,141013,141158.0,22370446.0
2014-05-12,6310,6350,6170,6170,157494,138026.0,22370446.0
2014-05-13,6200,6510,6200,6400,331187,143171.0,22370446.0
2014-05-14,6450,6450,6300,6340,84310,141829.0,22370446.0
2014-05-15,6330,6710,6300,6700,338008,149882.0,22370446.0
2014-05-16,6640,6710,6570,6630,76152,148316.0,22370446.0
2014-05-19,6600,6630,6430,6510,122901,145632.0,22370446.0
2014-05-20,6550,6640,6290,6480,173547,144960.0,22370446.0
2014-05-21,6490,6640,6410,6560,170277,146750.0,22370446.0
2014-05-22,6600,6640,6410,6430,55974,143842.0,22370446.0
2014-05-23,6430,6530,6350,6350,88968,142052.0,22370446.0
2014-05-26,6400,6400,6270,6310,61648,141158.0,22370446.0
2014-05-27,6290,6380,6050,6100,179139,136460.0,22370446.0
2014-05-28,6200,6370,6090,6350,79324,142052.0,22370446.0
2014-05-29,6390,6460,6280,6340,80476,141829.0,22370446.0
2014-05-30,6450,6500,6330,6390,81180,142947.0,22370446.0
2014-06-02,6470,6500,6260,6450,81865,144289.0,22370446.0
2014-06-03,6450,6460,6210,6260,94400,140039.0,22370446.0
