메디톡스(086900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-16,28892,29330,28600,29184,78415,169696.0,5656535.0
2010-09-17,29184,29670,28843,28990,41768,168565.0,5656535.0
2010-09-20,28649,29038,28211,28357,37883,164888.0,5656535.0
2010-09-24,28357,28697,28308,28552,26798,166019.0,5656535.0
2010-09-27,28697,29038,28405,28795,60001,167433.0,5656535.0
2010-09-28,29038,29086,28308,28406,50002,165171.0,5656535.0
2010-09-29,28892,29767,28843,29427,116600,171110.0,5656535.0
2010-09-30,29621,29865,29038,29379,64562,170827.0,5656535.0
2010-10-01,29184,30400,29038,29865,157529,173656.0,5656535.0
2010-10-04,30156,30837,29865,30206,83203,175635.0,5656535.0
2010-10-05,29913,30205,29670,29962,52009,174221.0,5656535.0
2010-10-06,30011,30156,29281,29379,62151,170827.0,5656535.0
2010-10-07,29476,30011,29281,29573,67507,171959.0,5656535.0
2010-10-08,29962,29962,29184,29184,62523,169696.0,5656535.0
2010-10-11,29476,30108,29184,29671,67586,172524.0,5656535.0
2010-10-12,29865,30156,29281,29281,45277,170262.0,5656535.0
2010-10-13,29378,30205,29330,30108,90240,175070.0,5656535.0
2010-10-14,30546,30546,29621,29817,94220,173373.0,5656535.0
2010-10-15,30108,30254,29767,30108,42857,175070.0,5656535.0
2010-10-18,30448,31324,30351,30838,118958,179312.0,5656535.0
2010-10-19,31032,31518,30302,30838,90195,179312.0,5656535.0
2010-10-20,30886,31859,30692,31713,68287,184403.0,5656535.0
2010-10-21,31908,32102,31372,31470,57876,182989.0,5656535.0
2010-10-22,31664,31713,30886,30935,58963,179878.0,5656535.0
2010-10-25,31129,31470,30789,30838,45047,179312.0,5656535.0
2010-10-26,31032,31810,30740,31616,65043,183837.0,5656535.0
2010-10-27,31713,31908,31421,31470,54548,182989.0,5656535.0
2010-10-28,31567,32394,31567,31957,58061,185817.0,5656535.0
2010-10-29,31956,32005,31081,31324,49930,182140.0,5656535.0
2010-11-01,31227,31372,30740,31033,49050,180443.0,5656535.0
2010-11-02,30837,31421,30740,30887,35676,179595.0,5656535.0
2010-11-03,30886,31227,30594,31178,56748,181292.0,5656535.0
2010-11-04,31178,31616,30740,31178,39344,181292.0,5656535.0
2010-11-05,31616,31616,30546,30546,44150,177615.0,5656535.0
2010-11-08,30740,30740,30156,30303,39778,176201.0,5656535.0
2010-11-09,30254,30692,29962,30352,34058,176484.0,5656535.0
2010-11-10,29962,30400,29670,29671,48854,172524.0,5656535.0
2010-11-11,29670,30254,29086,29087,69665,169130.0,5656535.0
2010-11-12,28697,29086,27481,28649,116712,166585.0,5656535.0
2010-11-15,28114,28649,27579,28114,38068,163474.0,5656535.0
2010-11-16,27919,28211,27044,27141,55396,157817.0,5656535.0
2010-11-17,27092,28892,26995,28892,75714,167999.0,5656535.0
2010-11-18,28892,31032,28795,30108,101465,175070.0,5656535.0
2010-11-19,30643,30740,30011,30157,42004,175353.0,5656535.0
2010-11-22,30594,30740,29573,29671,36814,172524.0,5656535.0
2010-11-23,30011,30011,29378,29476,30304,171393.0,5656535.0
2010-11-24,27919,29184,27919,29087,85333,169130.0,5656535.0
2010-11-25,29670,29670,28600,28649,26623,166585.0,5656535.0
2010-11-26,28697,28843,27627,27676,89029,160928.0,5656535.0
2010-11-29,27579,28503,27579,27871,20697,162060.0,5656535.0
2010-11-30,28162,28503,27870,28260,23566,164322.0,5656535.0
2010-12-01,27724,28503,27724,28260,12986,164322.0,5656535.0
2010-12-02,28357,28746,28162,28163,19127,163757.0,5656535.0
2010-12-03,28454,28454,27968,28114,40100,163474.0,5656535.0
2010-12-06,28211,28795,28211,28795,26091,167433.0,5656535.0
2010-12-07,28989,29038,28405,28406,17981,165171.0,5656535.0
2010-12-08,27968,28697,27968,28601,27493,166302.0,5656535.0
2010-12-09,28357,28940,28308,28309,17945,164605.0,5656535.0
2010-12-10,28162,28600,28162,28455,30256,165454.0,5656535.0
2010-12-13,28405,28795,28357,28746,20925,167151.0,5656535.0
2010-12-14,28940,28940,28600,28649,18577,166585.0,5656535.0
2010-12-15,28940,28940,28211,28260,25485,164322.0,5656535.0
2010-12-16,28065,28551,27579,28065,71735,163191.0,5656535.0
2010-12-17,28308,28308,27676,27774,44870,161494.0,5656535.0
2010-12-20,27627,28114,27092,27530,47646,160080.0,5656535.0
2010-12-21,28211,28892,27724,28649,74612,166585.0,5656535.0
2010-12-22,29184,29184,27919,28163,59366,163757.0,5656535.0
2010-12-23,28503,28503,27968,28065,23699,163191.0,5656535.0
2010-12-24,28211,28746,28114,28211,41810,164040.0,5656535.0
2010-12-27,28454,28551,28065,28163,24357,163757.0,5656535.0
2010-12-28,28162,28405,27822,28017,28579,162908.0,5656535.0
2010-12-29,28016,28260,27919,27968,16096,162625.0,5656535.0
2010-12-30,27919,28065,27870,27920,27006,162343.0,5656535.0
2011-01-03,27822,28260,27676,27676,51504,160928.0,5656535.0
2011-01-04,27676,27773,26898,26947,124514,156686.0,5656535.0
2011-01-05,27433,27919,27189,27628,68187,160646.0,5656535.0
2011-01-06,27773,27968,27384,27871,64034,162060.0,5656535.0
2011-01-07,27968,28065,27627,27774,25809,161494.0,5656535.0
2011-01-10,27919,27919,27579,27920,27995,162343.0,5656535.0
2011-01-11,27724,28649,27724,28211,61211,164040.0,5656535.0
2011-01-12,28892,28940,28211,28260,65505,164322.0,5656535.0
2011-01-13,28795,28795,28308,28406,34826,165171.0,5656535.0
2011-01-14,28600,28600,28016,28163,28352,163757.0,5656535.0
2011-01-17,28114,28211,27627,27628,32539,160646.0,5656535.0
2011-01-18,27627,27968,27481,27725,32123,161211.0,5656535.0
2011-01-19,27724,27919,27579,27822,35824,161777.0,5656535.0
2011-01-20,28016,28016,27579,27676,22035,160928.0,5656535.0
2011-01-21,27579,27822,27530,27579,34906,160363.0,5656535.0
2011-01-24,27579,27822,27579,27628,19066,160646.0,5656535.0
2011-01-25,27676,27870,27433,27433,42554,159514.0,5656535.0
2011-01-26,27676,27676,27530,27676,23046,160928.0,5656535.0
2011-01-27,27530,27919,27433,27822,33852,161777.0,5656535.0
2011-01-28,27773,27919,27579,27628,22285,160646.0,5656535.0
2011-01-31,27287,27724,27287,27628,34754,160646.0,5656535.0
2011-02-01,28016,28065,27724,27920,27823,162343.0,5656535.0
2011-02-07,28405,28405,27627,28114,95170,163474.0,5656535.0
2011-02-08,27919,28211,27433,27725,62940,161211.0,5656535.0
2011-02-09,27530,27676,27287,27287,32496,158666.0,5656535.0
2011-02-10,27287,27481,26800,26801,37800,155838.0,5656535.0
2011-02-11,26946,26946,25876,25877,45591,150464.0,5656535.0
2011-02-14,25973,26265,25341,25633,31216,149050.0,5656535.0
2011-02-15,25487,26752,25487,26460,30698,153858.0,5656535.0
2011-02-16,26654,26752,25828,25828,22390,150181.0,5656535.0
2011-02-17,26265,26265,25438,25779,20049,149898.0,5656535.0
2011-02-18,26071,26071,25584,25877,15128,150464.0,5656535.0
2011-02-21,26071,26071,25584,25682,13008,149333.0,5656535.0
2011-02-22,25876,25876,24806,25050,35021,145656.0,5656535.0
2011-02-23,25147,25487,24466,24466,32239,142262.0,5656535.0
2011-02-24,24660,25001,24271,24417,26020,141979.0,5656535.0
2011-02-25,24466,26168,24466,25439,44910,147918.0,5656535.0
2011-02-28,25633,26022,25292,25536,18149,148484.0,5656535.0
2011-03-02,25049,25973,25049,25536,18642,148484.0,5656535.0
2011-03-03,25341,26703,25341,25877,47089,150464.0,5656535.0
2011-03-04,25633,25973,25292,25682,34132,149333.0,5656535.0
2011-03-07,25682,25682,24514,24807,37870,144242.0,5656535.0
2011-03-08,25001,25098,24611,25098,21253,145939.0,5656535.0
2011-03-09,25098,25292,24757,24952,25831,145090.0,5656535.0
2011-03-10,24952,25001,24466,24466,28354,142262.0,5656535.0
2011-03-11,24320,24709,23833,24272,21885,141131.0,5656535.0
2011-03-14,24222,24222,22763,23056,41004,134060.0,5656535.0
2011-03-15,23298,23444,20672,22034,94999,128121.0,5656535.0
2011-03-16,21547,22471,21499,21888,35513,127272.0,5656535.0
2011-03-17,21304,21839,21207,21742,26548,126424.0,5656535.0
2011-03-18,21839,22325,21790,21937,19089,127555.0,5656535.0
2011-03-21,22374,22909,22277,22715,26964,132080.0,5656535.0
2011-03-22,22860,23639,22715,23347,57694,135757.0,5656535.0
2011-03-23,23590,23639,22860,23056,29409,134060.0,5656535.0
2011-03-24,23347,23639,23055,23250,18517,135191.0,5656535.0
2011-03-25,23347,23493,22909,23201,20402,134908.0,5656535.0
2011-03-28,22958,23250,22520,22666,25658,131797.0,5656535.0
2011-03-29,22860,23104,22569,22958,23643,133494.0,5656535.0
2011-03-30,22958,23152,22909,23007,16181,133777.0,5656535.0
2011-03-31,23152,23687,23055,23250,32035,135191.0,5656535.0
2011-04-01,23493,23493,22909,22910,29101,133211.0,5656535.0
2011-04-04,23006,23395,22958,23396,31286,136040.0,5656535.0
2011-04-05,23833,24028,23347,24028,37825,139716.0,5656535.0
2011-04-06,24368,25682,24368,25293,95845,147070.0,5656535.0
2011-04-07,25973,25973,25001,25147,49481,146221.0,5656535.0
2011-04-08,25147,25147,24709,24904,39182,144807.0,5656535.0
2011-04-11,25098,25098,24222,24807,42857,144242.0,5656535.0
2011-04-12,24709,24709,23979,24126,20570,140282.0,5656535.0
2011-04-13,24076,24222,23687,24126,19463,140282.0,5656535.0
2011-04-14,23882,24125,23541,23542,50047,136888.0,5656535.0
2011-04-15,23736,24709,23736,24709,37329,143676.0,5656535.0
2011-04-18,25147,25147,21401,23882,42712,138868.0,5656535.0
2011-04-19,23493,24514,23493,24466,28433,142262.0,5656535.0
2011-04-20,24709,24709,24125,24174,24755,140565.0,5656535.0
2011-04-21,24222,24514,23882,24369,43933,141696.0,5656535.0
2011-04-22,24417,24417,23833,24028,25760,139716.0,5656535.0
2011-04-25,24028,24222,23395,23396,45488,136040.0,5656535.0
2011-04-26,23395,23639,22471,22764,46151,132363.0,5656535.0
2011-04-27,22812,23687,22666,23299,26794,135474.0,5656535.0
2011-04-28,23639,23639,22715,23056,31942,134060.0,5656535.0
2011-04-29,22715,23006,22179,22277,45763,129535.0,5656535.0
2011-05-02,22374,22520,22082,22326,35332,129817.0,5656535.0
2011-05-03,22277,22666,22277,22326,21752,129817.0,5656535.0
2011-05-04,22374,22666,22325,22472,14148,130666.0,5656535.0
2011-05-06,22666,22812,22325,22326,34266,129817.0,5656535.0
2011-05-09,22666,22666,22131,22277,21604,129535.0,5656535.0
2011-05-11,22228,22374,22131,22131,15074,128686.0,5656535.0
2011-05-12,21888,22082,21790,22083,21614,128403.0,5656535.0
2011-05-13,22034,22909,22034,22715,33436,132080.0,5656535.0
2011-05-16,22715,22860,22374,22423,20542,130383.0,5656535.0
2011-05-17,22325,22520,21742,21985,56664,127838.0,5656535.0
2011-05-18,21839,22325,21790,21791,60305,126706.0,5656535.0
2011-05-19,21888,22179,21547,21742,28971,126424.0,5656535.0
2011-05-20,21742,21985,21401,21450,23550,124727.0,5656535.0
2011-05-23,21547,21596,21012,21013,27217,122181.0,5656535.0
2011-05-24,20526,21158,20526,20915,20920,121616.0,5656535.0
2011-05-25,21109,21158,20574,20867,17645,121333.0,5656535.0
2011-05-26,20818,21450,20818,21353,13703,124161.0,5656535.0
2011-05-27,21401,21401,20915,20915,22939,121616.0,5656535.0
2011-05-30,21109,21401,21012,21110,13921,122747.0,5656535.0
2011-05-31,21207,21353,21012,21110,15569,122747.0,5656535.0
2011-06-01,21109,21304,20866,20915,24144,121616.0,5656535.0
2011-06-02,20623,20915,20477,20721,16138,120484.0,5656535.0
2011-06-03,20769,21012,19991,20721,31246,120484.0,5656535.0
2011-06-07,20623,20623,19602,19602,24545,113979.0,5656535.0
2011-06-08,19796,19845,19018,19310,43313,112282.0,5656535.0
2011-06-09,19115,19407,18629,19018,54482,110585.0,5656535.0
2011-06-10,19212,19407,18823,19407,37939,112848.0,5656535.0
2011-06-13,19358,19893,19164,19748,27447,114828.0,5656535.0
2011-06-14,19456,19699,19261,19310,27053,112282.0,5656535.0
2011-06-15,19310,19456,19212,19359,16489,112565.0,5656535.0
2011-06-16,19358,19358,18775,19067,20684,110868.0,5656535.0
2011-06-17,19067,19212,17899,17900,52163,104080.0,5656535.0
2011-06-20,17899,18726,17899,18532,28239,107757.0,5656535.0
2011-06-21,18531,18823,18337,18483,10806,107474.0,5656535.0
2011-06-22,18677,19212,18386,19213,15303,111717.0,5656535.0
2011-06-23,19212,19310,18921,19213,21364,111717.0,5656535.0
2011-06-24,19407,20331,19358,20234,39344,117656.0,5656535.0
2011-06-27,20234,20672,19942,20137,22606,117090.0,5656535.0
2011-06-28,20331,20574,19650,19699,19324,114545.0,5656535.0
2011-06-29,19602,19893,19212,19359,19487,112565.0,5656535.0
2011-06-30,19358,19456,18969,19407,8412,112848.0,5656535.0
2011-07-01,19504,19650,19310,19602,15201,113979.0,5656535.0
2011-07-04,19650,20283,19456,20088,19683,116807.0,5656535.0
2011-07-05,20088,20428,19991,20186,12097,117373.0,5656535.0
2011-07-06,20137,20185,19845,20186,10208,117373.0,5656535.0
2011-07-07,20283,21012,19942,20526,48902,119353.0,5656535.0
2011-07-08,20526,20672,20039,20429,15229,118787.0,5656535.0
2011-07-11,20088,20428,19942,20137,12231,117090.0,5656535.0
2011-07-12,20039,20039,19747,19845,16607,115393.0,5656535.0
2011-07-13,19747,20039,19310,19505,31867,113414.0,5656535.0
2011-07-14,19650,19650,19067,19262,22018,111999.0,5656535.0
2011-07-15,19115,19747,19067,19748,16310,114828.0,5656535.0
2011-07-18,19991,20477,19553,20137,47449,117090.0,5656535.0
2011-07-19,20234,23152,20234,23153,391853,134626.0,5656535.0
2011-07-20,23541,24709,22763,22764,347975,132363.0,5656535.0
2011-07-21,22860,23006,21742,22618,111574,131514.0,5656535.0
2011-07-22,22860,23298,22277,22569,148182,131232.0,5656535.0
2011-07-25,22617,23152,21790,21839,105669,126989.0,5656535.0
2011-07-26,21839,22471,21742,22131,49144,128686.0,5656535.0
2011-07-27,22179,23833,22131,23347,146700,135757.0,5656535.0
2011-07-28,23152,23201,22763,23153,55494,134626.0,5656535.0
2011-07-29,23493,24368,23104,23445,138725,136322.0,5656535.0
2011-08-01,23444,23541,22958,22958,61639,133494.0,5656535.0
2011-08-02,22715,23736,21985,22180,75487,128969.0,5656535.0
2011-08-03,21790,22082,21158,21402,63517,124444.0,5656535.0
2011-08-04,21450,22228,20963,21061,36649,122464.0,5656535.0
2011-08-05,19553,20185,19261,19748,67592,114828.0,5656535.0
2011-08-08,19456,19602,17121,17997,84636,104646.0,5656535.0
2011-08-09,16343,17510,15467,16538,79761,96161.0,5656535.0
2011-08-10,17218,18191,17072,17413,57620,101252.0,5656535.0
2011-08-11,15905,18191,15905,17705,39685,102949.0,5656535.0
2011-08-12,18483,20331,18191,19164,170396,111434.0,5656535.0
2011-08-16,20428,21158,19650,20721,91511,120484.0,5656535.0
2011-08-17,20915,21985,20428,21402,70011,124444.0,5656535.0
2011-08-18,22228,22277,20915,21937,111436,127555.0,5656535.0
2011-08-19,20818,21693,20428,21159,76739,123030.0,5656535.0
2011-08-22,21207,21596,19796,20283,50921,117939.0,5656535.0
2011-08-23,20039,20720,19991,20332,30313,118222.0,5656535.0
2011-08-24,20720,20866,19893,19943,27825,115959.0,5656535.0
2011-08-25,22277,22277,19991,20526,49534,119353.0,5656535.0
2011-08-26,19942,20428,19553,20186,26198,117373.0,5656535.0
2011-08-29,20185,20672,19942,20332,19260,118222.0,5656535.0
2011-08-30,20477,20915,20331,20526,16687,119353.0,5656535.0
2011-08-31,21109,21207,20574,21013,35338,122181.0,5656535.0
2011-09-01,21207,21255,20331,20818,27766,121050.0,5656535.0
2011-09-02,20477,20720,19942,20332,32516,118222.0,5656535.0
2011-09-05,20039,20137,19164,19894,26932,115676.0,5656535.0
2011-09-06,19407,19699,18483,19164,22334,111434.0,5656535.0
2011-09-07,19164,19504,19018,19310,15588,112282.0,5656535.0
2011-09-08,19456,19699,19310,19553,15494,113696.0,5656535.0
2011-09-09,19504,19747,19261,19651,11893,114262.0,5656535.0
2011-09-14,19845,19845,19407,19505,15632,113414.0,5656535.0
2011-09-15,19991,19991,19358,19456,19264,113131.0,5656535.0
2011-09-16,19602,20526,19504,20332,32967,118222.0,5656535.0
2011-09-19,20331,20769,19796,19797,20619,115110.0,5656535.0
2011-09-20,19310,19747,18969,19456,18066,113131.0,5656535.0
2011-09-21,19650,19796,19164,19553,20350,113696.0,5656535.0
2011-09-22,18969,19456,18969,19359,15357,112565.0,5656535.0
2011-09-23,18483,19261,18288,18289,27538,106343.0,5656535.0
2011-09-26,18288,18775,16926,17316,29377,100686.0,5656535.0
2011-09-27,17802,18434,17607,18046,36621,104929.0,5656535.0
2011-09-28,18288,18288,17510,17900,17694,104080.0,5656535.0
2011-09-29,17899,18434,17705,18386,16616,106909.0,5656535.0
2011-09-30,18580,19164,18483,18775,19359,109171.0,5656535.0
2011-10-04,17802,17996,17267,17802,26942,103515.0,5656535.0
2011-10-05,18191,18240,16683,16927,34857,98424.0,5656535.0
2011-10-06,17024,17705,16683,16684,26444,97010.0,5656535.0
2011-10-07,16732,17170,16732,17073,22744,99272.0,5656535.0
2011-10-10,16878,17413,16829,17316,14618,100686.0,5656535.0
2011-10-11,17559,17705,17461,17608,19352,102383.0,5656535.0
2011-10-12,17510,17899,17315,17754,14816,103232.0,5656535.0
2011-10-13,17850,18094,17753,17900,18766,104080.0,5656535.0
2011-10-14,17705,17996,17510,17608,11090,102383.0,5656535.0
2011-10-17,17850,20234,17850,20234,71496,117656.0,5656535.0
2011-10-18,20915,23006,20623,21499,370843,125009.0,5656535.0
2011-10-19,21888,21985,19991,20575,121730,119636.0,5656535.0
2011-10-20,20818,21693,19164,19456,119398,113131.0,5656535.0
2011-10-21,19845,20963,19845,20526,56800,119353.0,5656535.0
2011-10-24,20769,21353,20234,20867,54432,121333.0,5656535.0
2011-10-25,21207,21839,20283,21110,57795,122747.0,5656535.0
2011-10-26,20526,21644,20526,21013,47682,122181.0,5656535.0
2011-10-27,21353,21790,20623,20915,53377,121616.0,5656535.0
2011-10-28,21499,21499,20088,20429,41002,118787.0,5656535.0
2011-10-31,20574,20720,19942,20088,21788,116807.0,5656535.0
2011-11-01,19602,20234,19553,19991,26381,116242.0,5656535.0
2011-11-02,19358,22666,19067,20721,210583,120484.0,5656535.0
2011-11-03,21109,21109,19991,20137,49058,117090.0,5656535.0
2011-11-04,20623,20720,20039,20283,28050,117939.0,5656535.0
2011-11-07,20818,21596,20477,21110,103847,122747.0,5656535.0
2011-11-08,21353,21401,20428,20429,43327,118787.0,5656535.0
2011-11-09,20866,20915,20137,20623,29775,119919.0,5656535.0
2011-11-10,19845,19991,18969,19164,53751,111434.0,5656535.0
2011-11-11,19407,20039,19358,19894,24359,115676.0,5656535.0
2011-11-14,20331,20915,20137,20818,41957,121050.0,5656535.0
2011-11-15,20769,20818,20380,20478,28654,119070.0,5656535.0
2011-11-16,20623,20818,20088,20186,20190,117373.0,5656535.0
2011-11-17,20185,21936,20137,21304,77725,123878.0,5656535.0
2011-11-18,21158,24417,20963,23542,337240,136888.0,5656535.0
2011-11-21,24320,24563,22569,23153,179684,134626.0,5656535.0
2011-11-22,23104,24076,22374,24028,141721,139716.0,5656535.0
2011-11-23,23736,24076,22812,23201,82341,134908.0,5656535.0
2011-11-24,22860,26606,22325,25828,433141,150181.0,5656535.0
2011-11-25,25341,26363,25292,26071,163122,151595.0,5656535.0
2011-11-28,26460,26606,25049,25050,185099,145656.0,5656535.0
2011-11-29,25098,25682,24222,25050,149202,145656.0,5656535.0
2011-11-30,24757,25730,24709,25098,74678,145939.0,5656535.0
2011-12-01,25487,25828,24709,24807,117670,144242.0,5656535.0
2011-12-02,24903,25828,24514,24709,107776,143676.0,5656535.0
2011-12-05,24855,25001,23882,23980,107289,139434.0,5656535.0
2011-12-06,23979,24320,23250,23882,85418,138868.0,5656535.0
2011-12-07,24320,24952,24028,24563,84684,142828.0,5656535.0
2011-12-08,24125,24514,23639,24320,49471,141413.0,5656535.0
2011-12-09,24028,24757,23639,24369,35787,141696.0,5656535.0
2011-12-12,24709,24709,23590,23882,55613,138868.0,5656535.0
2011-12-13,23639,24320,23055,23347,64717,135757.0,5656535.0
2011-12-14,23347,23347,22471,22666,54041,131797.0,5656535.0
2011-12-15,22277,22860,22179,22375,30626,130100.0,5656535.0
2011-12-16,22909,23541,22034,23056,54970,134060.0,5656535.0
2011-12-19,23055,23347,20915,21402,78682,124444.0,5656535.0
2011-12-20,21401,22763,21255,22423,75535,130383.0,5656535.0
2011-12-21,23152,23833,23006,23542,68168,136888.0,5656535.0
2011-12-22,23541,24028,23152,23688,35947,137737.0,5656535.0
2011-12-23,24028,24076,23250,23542,31022,136888.0,5656535.0
2011-12-26,23541,24563,23250,24223,81406,140848.0,5656535.0
2011-12-27,24368,24903,23785,24758,84242,143959.0,5656535.0
2011-12-28,24709,24709,23931,24223,25260,140848.0,5656535.0
2011-12-29,24709,24709,23882,24028,18139,139716.0,5656535.0
2012-01-02,23833,25195,23639,25196,102261,146504.0,5656535.0
2012-01-03,25098,25584,24757,25196,86005,146504.0,5656535.0
2012-01-04,25292,26314,25147,25147,224309,146221.0,5656535.0
2012-01-05,25049,25584,24611,25098,60166,145939.0,5656535.0
2012-01-06,25292,25536,24514,24661,21948,143393.0,5656535.0
2012-01-09,24660,25195,24368,25147,26649,146221.0,5656535.0
2012-01-10,25098,25438,24903,25293,43659,147070.0,5656535.0
2012-01-11,25195,26071,24952,25293,79872,147070.0,5656535.0
2012-01-12,25682,26265,25292,25293,68647,147070.0,5656535.0
2012-01-13,25584,25973,25098,25828,44718,150181.0,5656535.0
2012-01-16,25876,25876,25147,25585,27362,148767.0,5656535.0
2012-01-17,25584,25876,25487,25682,27422,149333.0,5656535.0
2012-01-18,25779,25779,25049,25147,28477,146221.0,5656535.0
2012-01-19,25195,25341,24563,24563,20530,142828.0,5656535.0
2012-01-20,24563,24806,23347,23639,78324,137454.0,5656535.0
2012-01-25,23639,24125,23347,23347,25787,135757.0,5656535.0
2012-01-26,23541,25633,23541,24661,111879,143393.0,5656535.0
2012-01-27,25098,25292,24076,24077,50438,139999.0,5656535.0
2012-01-30,23931,24466,23639,23639,24642,137454.0,5656535.0
2012-01-31,23590,24368,23590,24077,19123,139999.0,5656535.0
2012-02-01,24222,25341,23590,25293,75854,147070.0,5656535.0
2012-02-02,25730,25730,24903,25342,87192,147353.0,5656535.0
2012-02-03,25487,26119,25195,26071,84457,151595.0,5656535.0
2012-02-06,25828,27141,25828,27093,116069,157534.0,5656535.0
2012-02-07,27627,27724,26898,27336,132907,158949.0,5656535.0
2012-02-08,27627,27676,26946,27336,67586,158949.0,5656535.0
2012-02-09,27433,31372,27092,30741,270930,178747.0,5656535.0
2012-02-10,30546,30594,29281,29768,123584,173090.0,5656535.0
2012-02-13,30254,31032,29865,30595,162565,177898.0,5656535.0
2012-02-14,30594,33902,30156,31276,303609,181858.0,5656535.0
2012-02-15,31129,33075,31129,32978,228380,191757.0,5656535.0
2012-02-16,32637,33950,31859,32589,110617,189494.0,5656535.0
2012-02-17,32589,33221,32248,32589,71884,189494.0,5656535.0
2012-02-20,32929,34096,30983,32005,170483,186100.0,5656535.0
2012-02-21,31664,31956,30351,31033,138456,180443.0,5656535.0
2012-02-22,31032,31567,30156,31422,75239,182706.0,5656535.0
2012-02-23,31421,31713,30692,31713,53295,184403.0,5656535.0
2012-02-24,31908,34388,31616,33221,210089,193171.0,5656535.0
2012-02-27,32978,33853,32102,32492,89505,188928.0,5656535.0
2012-02-28,32929,32929,30935,31081,85435,180726.0,5656535.0
2012-02-29,31081,31956,29767,31130,129022,181009.0,5656535.0
2012-03-02,31227,35701,31129,34681,319297,201655.0,5656535.0
2012-03-05,34875,35556,33805,35507,120526,206464.0,5656535.0
2012-03-06,34923,35896,33950,34340,94444,199676.0,5656535.0
2012-03-07,33902,37355,33561,36188,174502,210423.0,5656535.0
2012-03-08,37161,38912,35896,36529,277399,212403.0,5656535.0
2012-03-09,36723,37404,35604,36675,98153,213251.0,5656535.0
2012-03-12,36772,37161,35653,36188,66377,210423.0,5656535.0
2012-03-13,36042,36431,35069,35994,99344,209292.0,5656535.0
2012-03-14,36285,37063,35556,35994,90682,209292.0,5656535.0
2012-03-15,35993,36820,35701,36480,79917,212120.0,5656535.0
2012-03-16,36480,36772,35215,35994,66185,209292.0,5656535.0
2012-03-19,36042,36577,35312,36578,69630,212686.0,5656535.0
2012-03-20,36577,38523,36528,37161,118766,216080.0,5656535.0
2012-03-21,37453,37453,36528,36772,37640,213817.0,5656535.0
2012-03-22,36480,36869,36091,36432,25092,211837.0,5656535.0
2012-03-23,36091,36674,34923,36432,93365,211837.0,5656535.0
2012-03-26,36966,38134,36480,36772,80874,213817.0,5656535.0
2012-03-27,37161,37209,35993,36237,51807,210706.0,5656535.0
2012-03-28,36237,36480,35701,36188,30570,210423.0,5656535.0
2012-03-29,35701,36188,34388,35021,66135,203635.0,5656535.0
2012-03-30,35021,35458,33172,33562,64737,195150.0,5656535.0
2012-04-02,33172,34826,33172,34535,31487,200807.0,5656535.0
2012-04-03,34923,35507,34048,34583,37589,201090.0,5656535.0
2012-04-04,34583,34923,33269,33805,28799,196565.0,5656535.0
2012-04-05,33561,36188,33561,35945,75228,209009.0,5656535.0
2012-04-06,36382,37696,35507,36821,109086,214100.0,5656535.0
2012-04-09,36820,37258,35507,36869,78259,214383.0,5656535.0
2012-04-10,36431,37209,35799,35994,28777,209292.0,5656535.0
2012-04-12,36966,37258,35993,36626,50844,212969.0,5656535.0
2012-04-13,36334,37112,36091,36626,33095,212969.0,5656535.0
2012-04-16,36091,36528,35604,35994,37097,209292.0,5656535.0
2012-04-17,35993,36285,34972,35313,27190,205332.0,5656535.0
2012-04-18,35896,40420,35312,38912,232008,226261.0,5656535.0
2012-04-19,39641,41344,39009,41101,234361,238989.0,5656535.0
2012-04-20,41149,44505,40517,42317,269746,246059.0,5656535.0
2012-04-23,43289,44603,41344,42268,186615,245776.0,5656535.0
2012-04-24,41879,43630,41879,43144,121932,250867.0,5656535.0
2012-04-25,43678,43678,41976,42803,114709,248888.0,5656535.0
2012-04-26,42852,43192,41830,42317,67900,246059.0,5656535.0
2012-04-27,42414,43776,41927,42560,82061,247473.0,5656535.0
2012-04-30,42803,43241,41636,42317,67396,246059.0,5656535.0
2012-05-02,42268,43484,40468,43484,109599,252847.0,5656535.0
2012-05-03,43873,46743,43289,46306,223518,269251.0,5656535.0
2012-05-04,46305,46548,45332,45625,68792,265291.0,5656535.0
2012-05-07,44262,47181,43970,44749,157491,260201.0,5656535.0
2012-05-08,45381,46597,42706,43971,119386,255675.0,5656535.0
2012-05-09,43970,44603,42219,44263,114206,257372.0,5656535.0
2012-05-10,44262,45089,42706,42706,97879,248322.0,5656535.0
2012-05-11,42317,46208,41587,45771,216453,266140.0,5656535.0
2012-05-14,45916,46646,44749,45381,84264,263877.0,5656535.0
2012-05-15,44797,45527,43143,43193,111076,251150.0,5656535.0
2012-05-16,44359,46597,42852,42998,129962,250019.0,5656535.0
2012-05-17,43387,43873,42171,42512,89976,247191.0,5656535.0
2012-05-18,41636,41976,39009,39058,118720,227110.0,5656535.0
2012-05-21,40371,42706,39252,41636,99728,242100.0,5656535.0
2012-05-22,42608,43533,42365,42512,100704,247191.0,5656535.0
2012-05-23,42998,43776,42073,42560,75799,247473.0,5656535.0
2012-05-24,42803,43533,42025,42609,51803,247756.0,5656535.0
2012-05-25,42949,43192,42317,42317,43115,246059.0,5656535.0
2012-05-29,42608,45186,42414,44263,118043,257372.0,5656535.0
