사람인에이치알(143240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-05-17,15221,15632,14901,15541,292662,150680.0,8863500.0
2012-05-18,14947,15175,14307,14582,291034,141373.0,8863500.0
2012-05-21,15312,15952,14855,15313,590728,148464.0,8863500.0
2012-05-22,15541,16684,15267,16593,680134,160873.0,8863500.0
2012-05-23,16455,16821,16044,16684,431347,161759.0,8863500.0
2012-05-24,16821,17141,16044,16456,436489,159543.0,8863500.0
2012-05-25,16867,17232,16455,17050,643840,165304.0,8863500.0
2012-05-29,16958,17369,16867,17004,291076,164861.0,8863500.0
2012-05-30,17232,17461,16638,17370,402475,168406.0,8863500.0
2012-05-31,16821,16821,16135,16638,382987,161316.0,8863500.0
2012-06-01,16592,16775,15769,16136,316900,156441.0,8863500.0
2012-06-04,15221,15495,14672,15359,382394,148907.0,8863500.0
2012-06-05,15541,15724,15312,15496,328739,150236.0,8863500.0
2012-06-07,15952,15952,15495,15633,267871,151566.0,8863500.0
2012-06-08,15724,15769,14718,14719,234522,142702.0,8863500.0
2012-06-11,15084,16547,14992,16090,864348,155998.0,8863500.0
2012-06-12,15952,15952,15450,15861,265948,153782.0,8863500.0
2012-06-13,15998,15998,15404,15496,182702,150236.0,8863500.0
2012-06-14,15495,15769,14947,15084,205115,146248.0,8863500.0
2012-06-15,15084,15450,15038,15084,151471,146248.0,8863500.0
2012-06-18,16547,16912,15404,15404,1443476,149350.0,8863500.0
2012-06-19,15358,15449,14352,14719,560312,142702.0,8863500.0
2012-06-20,14901,15175,14718,14901,302299,144475.0,8863500.0
2012-06-21,14901,15038,14490,14582,189473,141373.0,8863500.0
2012-06-22,14215,14444,14124,14399,163777,139600.0,8863500.0
2012-06-25,14672,15038,14261,14673,232450,142259.0,8863500.0
2012-06-26,14398,14627,14261,14490,137057,140486.0,8863500.0
2012-06-27,14490,14810,14261,14719,148272,142702.0,8863500.0
2012-06-28,14901,14901,14490,14582,99189,141373.0,8863500.0
2012-06-29,14444,14581,14307,14490,97915,140486.0,8863500.0
2012-07-02,14718,15038,14352,14353,377230,139157.0,8863500.0
2012-07-03,14398,14490,14261,14353,194387,139157.0,8863500.0
2012-07-04,14352,14444,14078,14079,161731,136498.0,8863500.0
2012-07-05,14215,14581,14078,14353,233303,139157.0,8863500.0
2012-07-06,14627,14764,14398,14719,285033,142702.0,8863500.0
2012-07-09,14718,14992,14535,14993,256432,145361.0,8863500.0
2012-07-10,15084,15175,13438,13530,673325,131180.0,8863500.0
2012-07-11,13621,13804,13255,13439,195414,130293.0,8863500.0
2012-07-12,13438,13484,12753,12799,226868,124089.0,8863500.0
2012-07-13,12341,12707,11701,12342,295026,119657.0,8863500.0
2012-07-16,12570,12753,12296,12387,126078,120100.0,8863500.0
2012-07-17,12341,12433,11884,11976,121764,116112.0,8863500.0
2012-07-18,12113,12296,11747,11839,106753,114782.0,8863500.0
2012-07-19,12158,13575,12158,13027,1626340,126305.0,8863500.0
2012-07-20,13118,13850,12798,13667,420942,132509.0,8863500.0
2012-07-23,13895,13941,13393,13850,318420,134282.0,8863500.0
2012-07-24,13484,13758,13210,13576,177495,131623.0,8863500.0
2012-07-25,13210,13667,13027,13119,188112,127191.0,8863500.0
2012-07-26,13118,13210,12615,12845,151182,124532.0,8863500.0
2012-07-27,13164,13210,12661,12707,123888,123203.0,8863500.0
2012-07-30,12798,13118,12615,12616,95947,122316.0,8863500.0
2012-07-31,12753,12798,12433,12662,66677,122759.0,8863500.0
2012-08-01,12753,14535,12753,14536,859583,140930.0,8863500.0
2012-08-02,14444,14810,14124,14627,697928,141816.0,8863500.0
2012-08-03,14398,15038,14307,14947,438757,144918.0,8863500.0
2012-08-06,14947,14947,14535,14764,327897,143146.0,8863500.0
2012-08-07,14901,15998,14901,15084,877133,146248.0,8863500.0
2012-08-08,15084,15678,14627,15633,463413,151566.0,8863500.0
2012-08-09,15678,15724,14992,15130,258836,146691.0,8863500.0
2012-08-10,15130,15267,14901,15130,127454,146691.0,8863500.0
2012-08-13,15221,15495,14992,15221,151413,147577.0,8863500.0
2012-08-14,15221,15358,14855,15359,190564,148907.0,8863500.0
2012-08-16,15358,15861,15175,15770,272173,152895.0,8863500.0
2012-08-17,15861,16135,15587,15587,230304,151123.0,8863500.0
2012-08-20,15632,16227,15312,15496,345325,150236.0,8863500.0
2012-08-21,15450,15495,14855,14856,269208,144032.0,8863500.0
2012-08-22,14855,15175,14764,14993,182154,145361.0,8863500.0
2012-08-23,14947,15267,14947,15084,176318,146248.0,8863500.0
2012-08-24,15038,15541,14901,14947,270630,144918.0,8863500.0
2012-08-27,15038,15495,14947,15450,285739,149793.0,8863500.0
2012-08-28,15541,15952,15358,15496,339039,150236.0,8863500.0
2012-08-29,15998,16455,15404,15404,675842,149350.0,8863500.0
2012-08-30,15495,15861,15267,15816,483981,153339.0,8863500.0
2012-08-31,15815,16592,15632,16456,604752,159543.0,8863500.0
2012-09-03,16638,17369,16272,16456,685738,159543.0,8863500.0
2012-09-04,16592,16775,15632,15816,356270,153339.0,8863500.0
2012-09-05,15815,15998,15587,15724,197120,152452.0,8863500.0
2012-09-06,15861,15861,15267,15267,162374,148020.0,8863500.0
2012-09-07,15541,15815,15175,15679,192491,152009.0,8863500.0
2012-09-10,15861,16547,15724,16547,468484,160429.0,8863500.0
2012-09-11,16318,16501,16135,16227,255105,157327.0,8863500.0
2012-09-12,16592,17324,16364,16547,572591,160429.0,8863500.0
2012-09-13,16455,17095,16227,17096,508472,165747.0,8863500.0
2012-09-14,17004,17278,16089,16227,365636,157327.0,8863500.0
2012-09-17,17781,18649,17735,18650,597938,180815.0,8863500.0
2012-09-18,21438,21438,21438,21438,113848,207849.0,8863500.0
2012-09-19,21438,24637,20432,23724,3946922,230008.0,8863500.0
2012-09-20,22763,24134,22215,22672,1931844,219815.0,8863500.0
2012-09-21,23494,26054,23220,24866,4001697,241087.0,8863500.0
2012-09-24,24134,27426,22032,22901,3131470,222031.0,8863500.0
2012-09-25,22992,26328,21666,26329,3096559,255269.0,8863500.0
2012-09-26,27426,28523,23540,24501,2760191,237542.0,8863500.0
2012-09-27,25094,27151,23906,25598,3459426,248178.0,8863500.0
2012-09-28,25186,25506,23906,24912,1292884,241530.0,8863500.0
2012-10-02,23586,25231,23449,24318,1107272,235769.0,8863500.0
2012-10-04,25094,27517,25049,26283,2428972,254826.0,8863500.0
2012-10-05,26191,26557,24592,24912,1306403,241530.0,8863500.0
2012-10-08,25460,26603,24637,25369,1076350,245962.0,8863500.0
2012-10-09,24911,25140,23083,24043,915387,233110.0,8863500.0
2012-10-10,23769,24226,22992,23724,628997,230008.0,8863500.0
2012-10-11,23129,24957,22352,22352,1170684,216713.0,8863500.0
2012-10-12,22032,23083,21300,21712,565788,210508.0,8863500.0
2012-10-15,21712,22215,18832,19884,912956,192781.0,8863500.0
2012-10-16,19929,20843,19106,20250,821376,196327.0,8863500.0
2012-10-17,20021,20798,19883,19884,429181,192781.0,8863500.0
2012-10-18,19518,20203,18192,18833,660441,182588.0,8863500.0
2012-10-19,18512,18969,17689,18513,479235,179486.0,8863500.0
2012-10-22,18146,19518,18009,18878,677535,183031.0,8863500.0
2012-10-23,19061,20295,19015,19335,772069,187463.0,8863500.0
2012-10-24,19198,19838,18284,18741,329535,181702.0,8863500.0
2012-10-25,19106,20203,19061,19701,572601,191008.0,8863500.0
2012-10-26,19701,20066,18421,19198,345087,186134.0,8863500.0
2012-10-29,18923,19746,17826,18238,304798,176827.0,8863500.0
2012-10-30,17964,18238,16958,17096,537250,165747.0,8863500.0
2012-10-31,17232,17689,16912,17507,373404,169736.0,8863500.0
2012-11-01,17552,19426,17095,19427,988198,188349.0,8863500.0
2012-11-02,19152,19426,18421,18650,632696,180815.0,8863500.0
2012-11-05,18695,19381,18466,19107,292763,185247.0,8863500.0
2012-11-06,19198,20660,18923,20432,1130109,198099.0,8863500.0
2012-11-07,20203,20295,18786,18924,584836,183474.0,8863500.0
2012-11-08,18695,19563,18695,19427,325436,188349.0,8863500.0
2012-11-09,19106,19518,18512,19198,241156,186134.0,8863500.0
2012-11-12,19563,20112,18969,19198,443169,186134.0,8863500.0
2012-11-13,19152,19472,17598,17690,448208,171509.0,8863500.0
2012-11-14,17689,18146,17004,17187,349657,166634.0,8863500.0
2012-11-15,16455,16821,14627,14810,842116,143589.0,8863500.0
2012-11-16,14947,15175,13575,14079,537341,136498.0,8863500.0
2012-11-19,14124,15221,14078,14582,485471,141373.0,8863500.0
2012-11-20,14764,14992,14215,14582,333013,141373.0,8863500.0
2012-11-21,14810,16729,14810,15953,1713929,154668.0,8863500.0
2012-11-22,15861,16364,15541,16181,644519,156884.0,8863500.0
2012-11-23,15998,16135,15541,16044,255578,155554.0,8863500.0
2012-11-26,17141,18421,17049,18421,931795,178600.0,8863500.0
2012-11-27,18009,18238,17278,17644,769386,171066.0,8863500.0
2012-11-28,17461,17826,16089,16456,597109,159543.0,8863500.0
2012-11-29,16455,16958,15267,15633,611088,151566.0,8863500.0
2012-11-30,15907,16272,15541,16227,336229,157327.0,8863500.0
2012-12-03,15907,16089,13987,14399,638240,139600.0,8863500.0
2012-12-04,14444,14992,13347,14947,901769,144918.0,8863500.0
2012-12-05,14764,14855,13484,13896,702640,134725.0,8863500.0
2012-12-06,14261,14627,13667,14490,570796,140486.0,8863500.0
2012-12-07,15084,15358,13393,14124,578485,136941.0,8863500.0
2012-12-10,13987,14170,13027,13302,480074,128964.0,8863500.0
2012-12-11,13301,13438,11336,11336,1298200,109907.0,8863500.0
2012-12-12,10970,11930,10787,11199,1142136,108578.0,8863500.0
2012-12-13,11153,12341,11153,11656,880543,113010.0,8863500.0
2012-12-14,11656,12158,11518,11747,346657,113896.0,8863500.0
2012-12-17,11793,11976,11107,11473,334131,111237.0,8863500.0
2012-12-18,11518,13027,11473,12936,1227003,125419.0,8863500.0
2012-12-20,12433,14855,12433,14719,1967854,142702.0,8863500.0
2012-12-21,14444,14581,12798,12799,1207576,124089.0,8863500.0
2012-12-24,12890,13484,12204,12387,675225,120100.0,8863500.0
2012-12-26,12524,13255,12387,12982,583656,126211.0,8888119.0
2012-12-27,13073,13347,12524,12936,496699,125767.0,8888119.0
2012-12-28,12981,13713,12707,13393,659814,130211.0,8888119.0
2013-01-02,13895,14992,13484,14353,1668405,139543.0,8888119.0
2013-01-03,14170,14261,13621,13942,551373,135544.0,8888119.0
2013-01-04,14032,14352,13713,14079,504746,136877.0,8888119.0
2013-01-07,13895,13941,13347,13439,353052,130655.0,8888119.0
2013-01-08,13575,14170,13393,13393,733087,130211.0,8888119.0
2013-01-09,13438,13804,13347,13484,367852,131100.0,8888119.0
2013-01-10,13575,13621,12890,12982,388071,126211.0,8888119.0
2013-01-11,13027,13301,12524,12707,353743,123545.0,8888119.0
2013-01-14,12890,12935,12341,12342,209711,119990.0,8888119.0
2013-01-15,12341,12570,12021,12067,190248,117323.0,8888119.0
2013-01-16,12250,12341,11701,12159,197227,118212.0,8888119.0
2013-01-17,12250,12707,12204,12616,346723,122656.0,8888119.0
2013-01-18,12661,13850,12524,13347,1225132,129767.0,8888119.0
2013-01-21,13438,13438,12935,13302,191493,129322.0,8888119.0
2013-01-22,13484,13804,13073,13073,433485,127100.0,8888119.0
2013-01-23,13164,13484,12890,13393,270792,130211.0,8888119.0
2013-01-24,13575,13621,12296,12387,446202,120434.0,8888119.0
2013-01-25,12433,12707,12067,12570,194194,122212.0,8888119.0
2013-01-28,12707,13210,12661,13164,426142,127989.0,8888119.0
2013-01-29,13027,13210,12798,12936,195922,125767.0,8888119.0
2013-01-30,13027,13164,12615,12616,146180,122656.0,8888119.0
2013-01-31,12478,12935,12387,12799,178144,124434.0,8888119.0
2013-02-01,12798,12890,12387,12387,134461,120434.0,8888119.0
2013-02-04,12341,12433,11793,11793,227775,114657.0,8888119.0
2013-02-05,11473,12433,11427,11839,320099,115101.0,8888119.0
2013-02-06,11976,12296,11976,12113,154644,117768.0,8888119.0
2013-02-07,12204,12296,11884,12296,132649,119545.0,8888119.0
2013-02-08,12341,12387,11793,12113,145197,117768.0,8888119.0
2013-02-12,12113,12204,11838,11885,78684,115546.0,8888119.0
2013-02-13,11884,12935,11884,12433,592365,120878.0,8888119.0
2013-02-14,12478,12661,12296,12387,160727,120434.0,8888119.0
2013-02-15,12478,12844,12433,12753,282544,123989.0,8888119.0
2013-02-18,13073,13255,12615,12845,369158,124878.0,8888119.0
2013-02-19,12890,13255,12661,13210,371510,128433.0,8888119.0
2013-02-20,13255,13301,13027,13164,217124,127989.0,8888119.0
2013-02-21,13438,14672,13255,13667,2660401,132877.0,8888119.0
2013-02-22,13713,13941,13393,13622,606199,132433.0,8888119.0
2013-02-25,13850,13895,12753,12845,490359,124878.0,8888119.0
2013-02-26,12615,12890,12387,12662,257327,123100.0,8888119.0
2013-02-27,12753,13118,12753,12936,201028,125767.0,8888119.0
2013-02-28,13027,13255,12753,12753,165650,123989.0,8888119.0
2013-03-04,12844,13210,12753,13210,214067,128433.0,8888119.0
2013-03-05,13347,13484,13027,13347,290472,129767.0,8888119.0
2013-03-06,13393,13393,13073,13119,146598,127545.0,8888119.0
2013-03-07,13210,13393,12570,12707,250299,123545.0,8888119.0
2013-03-08,12707,12890,12478,12570,145933,122212.0,8888119.0
2013-03-11,12615,12798,12158,12205,178822,118656.0,8888119.0
2013-03-12,12204,12524,12204,12296,130738,119545.0,8888119.0
2013-03-13,12296,12478,12250,12342,127960,119990.0,8888119.0
2013-03-14,12387,12935,12341,12616,357739,122656.0,8888119.0
2013-03-15,12753,13210,12707,12845,320191,124878.0,8888119.0
2013-03-18,12890,12890,12067,12113,223461,117768.0,8888119.0
2013-03-19,12250,12478,12204,12205,196118,118656.0,8888119.0
2013-03-20,12935,13621,12935,13210,1577485,128433.0,8888119.0
2013-03-21,13073,13575,12753,13393,652677,130211.0,8888119.0
2013-03-22,13530,13621,13210,13576,463980,131989.0,8888119.0
2013-03-25,13667,13667,13255,13622,378106,132433.0,8888119.0
2013-03-26,13530,13804,13118,13164,357061,127989.0,8888119.0
2013-03-27,13210,14352,12890,14170,1152244,137766.0,8888119.0
2013-03-28,14307,14581,13530,13850,1122461,134655.0,8888119.0
2013-03-29,14078,14398,13987,14124,562388,137321.0,8888119.0
2013-04-01,14352,14490,14032,14490,364095,140877.0,8888119.0
2013-04-02,13210,14215,13027,14170,1182621,137766.0,8888119.0
2013-04-03,14170,15952,14032,15313,919450,148876.0,8888119.0
2013-04-04,15267,16592,14992,16273,864082,158209.0,8888119.0
2013-04-05,16318,16364,15221,15541,523804,153582.0,9034263.0
2013-04-08,15404,15450,13850,14079,624789,139128.0,9034263.0
2013-04-09,13987,14581,13530,14399,480803,142290.0,9034263.0
2013-04-10,14398,14764,14261,14307,261118,141386.0,9034263.0
2013-04-11,14490,15678,14261,15359,527443,151776.0,9034263.0
2013-04-12,15358,15587,14947,15450,571261,152679.0,9034263.0
2013-04-15,16000,16950,15650,16800,461914,151776.0,9034263.0
2013-04-16,16500,17900,16400,17800,605643,160810.0,9034263.0
2013-04-17,18200,18250,17450,17700,480955,159906.0,9034263.0
2013-04-18,17400,19150,17400,18450,560189,166682.0,9034263.0
2013-04-19,18800,19000,18150,18300,211799,165327.0,9034263.0
2013-04-22,18600,18700,17400,18700,431323,168941.0,9034263.0
2013-04-23,18700,19100,18400,18700,221296,168941.0,9034263.0
2013-04-24,19000,19950,18600,19450,507136,175716.0,9034263.0
2013-04-25,19550,20100,19400,19850,207978,179330.0,9034263.0
2013-04-26,19800,20050,19300,19500,175793,176168.0,9034263.0
2013-04-29,19300,19600,18450,18700,294127,168941.0,9034263.0
2013-04-30,18900,19150,18300,18950,239556,171199.0,9034263.0
2013-05-02,19000,19000,18400,18950,204271,171199.0,9034263.0
2013-05-03,19050,19100,18100,18300,238380,165327.0,9034263.0
2013-05-06,18150,18450,17850,18350,201331,165779.0,9034263.0
2013-05-07,18400,18850,18000,18800,238868,169844.0,9034263.0
2013-05-08,18800,18900,18050,18400,266970,166230.0,9034263.0
2013-05-09,18250,18300,16950,17050,488953,154034.0,9034263.0
2013-05-10,17600,17650,17150,17250,179843,155841.0,9034263.0
2013-05-13,17300,17300,16400,16700,218667,150872.0,9034263.0
2013-05-14,16700,16900,15650,15950,373776,144096.0,9034263.0
2013-05-15,15950,16300,15450,15650,343557,141386.0,9034263.0
2013-05-16,15700,16150,15700,16150,246843,145903.0,9034263.0
2013-05-20,16300,16600,16000,16600,169133,149969.0,9034263.0
2013-05-21,16550,16700,16150,16400,164256,148162.0,9034263.0
2013-05-22,16400,16450,15900,15950,133968,144096.0,9034263.0
2013-05-23,15800,16050,15500,15500,169166,140031.0,9034263.0
2013-05-24,15500,15950,15500,15750,113946,142290.0,9034263.0
2013-05-27,15700,16550,15450,16450,299798,148614.0,9034263.0
2013-05-28,16500,16850,16300,16500,235986,149065.0,9034263.0
2013-05-29,16750,16900,16350,16400,138126,148162.0,9034263.0
2013-05-30,16300,16550,15700,16050,191992,145000.0,9034263.0
2013-05-31,16000,16300,15050,15600,229059,140935.0,9034263.0
2013-06-03,15800,16150,15500,16100,154003,145452.0,9034263.0
2013-06-04,15900,16050,14900,15400,222717,139128.0,9034263.0
2013-06-05,15250,15250,13900,13950,328147,126028.0,9034263.0
2013-06-07,13850,14100,12850,13000,346214,117445.0,9034263.0
2013-06-10,13200,13400,13050,13150,87733,118801.0,9034263.0
2013-06-11,13150,13700,12900,13450,133957,121511.0,9034263.0
2013-06-12,13300,14000,13200,13650,124230,123318.0,9034263.0
2013-06-13,13800,13850,13250,13500,70627,121963.0,9034263.0
2013-06-14,13600,13850,13200,13500,82492,121963.0,9034263.0
2013-06-17,13200,13800,13100,13200,108755,119252.0,9034263.0
2013-06-18,13050,13300,12850,13250,238623,154154.0,11634263.0
2013-06-19,13250,13450,12950,12950,88454,150664.0,11634263.0
2013-06-20,12800,12900,11900,11950,313776,139029.0,11634263.0
2013-06-21,11400,12050,11350,12000,160814,139611.0,11634263.0
2013-06-24,11900,12200,11200,11200,105570,130304.0,11634263.0
2013-06-25,11100,11400,10200,10300,241313,119833.0,11634263.0
2013-06-26,10500,11050,10400,11000,128216,127977.0,11634263.0
2013-06-27,11250,11850,11200,11800,163339,137284.0,11634263.0
2013-06-28,12000,12000,11650,11800,80335,137284.0,11634263.0
2013-07-01,11700,12100,11650,11900,65574,138448.0,11634263.0
2013-07-02,12150,12150,11700,11900,101227,138448.0,11634263.0
2013-07-03,11900,12000,11300,11500,66337,133794.0,11634263.0
2013-07-04,11500,13050,11450,12850,595964,149500.0,11634263.0
2013-07-05,12800,13300,12600,13000,351991,151245.0,11634263.0
2013-07-08,13000,13200,12600,12800,124296,148919.0,11634263.0
2013-07-09,13000,13100,12650,13000,176560,151245.0,11634263.0
2013-07-10,13000,13150,12450,12550,115167,146010.0,11634263.0
2013-07-11,12700,13050,12600,12950,109636,150664.0,11634263.0
2013-07-12,12950,13000,12700,12950,79383,150664.0,11634263.0
2013-07-15,12900,13450,12750,13300,148400,154736.0,11634263.0
2013-07-16,13400,13400,12900,13050,139124,151827.0,11634263.0
2013-07-17,12950,13050,12700,12800,121078,148919.0,11634263.0
2013-07-18,12900,12950,12450,12550,99076,146010.0,11634263.0
2013-07-19,12550,12700,11950,12050,285500,140193.0,11634263.0
2013-07-22,12150,12350,12000,12050,120945,140193.0,11634263.0
2013-07-23,12250,12850,12150,12650,386351,147173.0,11634263.0
2013-07-24,12650,12800,12500,12650,113796,147173.0,11634263.0
2013-07-25,12700,12700,12300,12450,85584,144847.0,11634263.0
2013-07-26,12450,12750,12450,12550,79098,146010.0,11634263.0
2013-07-29,12700,13000,12550,12900,185571,150082.0,11634263.0
2013-07-30,13000,13000,12750,12950,94084,150664.0,11634263.0
2013-07-31,12950,13200,12800,12850,124445,149500.0,11634263.0
2013-08-01,12900,12950,12300,12350,140683,143683.0,11634263.0
2013-08-02,12500,12600,12200,12350,77446,143683.0,11634263.0
2013-08-05,12400,12600,12350,12500,58953,145428.0,11634263.0
2013-08-06,12750,13250,12650,12650,464322,147173.0,11634263.0
2013-08-07,12650,12750,12350,12450,83912,144847.0,11634263.0
2013-08-08,12450,12600,12300,12300,90176,143101.0,11634263.0
2013-08-09,12300,12550,12050,12400,124869,144265.0,11634263.0
2013-08-12,12250,12400,12050,12100,206553,140775.0,11634263.0
2013-08-13,12200,12400,11900,12050,139468,140193.0,11634263.0
2013-08-14,12050,12550,11900,12300,279360,143101.0,11634263.0
2013-08-16,12150,12300,12000,12100,110890,140775.0,11634263.0
2013-08-19,12200,12400,12100,12100,138592,140775.0,11634263.0
2013-08-20,12050,12250,11600,11600,143179,134957.0,11634263.0
2013-08-21,11650,11800,11100,11300,138716,131467.0,11634263.0
2013-08-22,11100,11200,10750,10800,128060,125650.0,11634263.0
2013-08-23,11000,11300,11000,11100,97109,129140.0,11634263.0
2013-08-26,11300,11450,11100,11150,102526,129722.0,11634263.0
2013-08-27,11150,11300,10850,11050,114778,128559.0,11634263.0
2013-08-28,10650,10950,10600,10650,134742,123905.0,11634263.0
2013-08-29,10800,10850,10450,10500,149532,122160.0,11634263.0
2013-08-30,10550,10750,10350,10450,103392,121578.0,11634263.0
2013-09-02,10450,10800,10450,10700,95047,124487.0,11634263.0
2013-09-03,10800,10850,10650,10750,82114,125068.0,11634263.0
2013-09-04,10800,10900,10600,10800,75085,125650.0,11634263.0
2013-09-05,10800,11100,10700,10950,86578,127395.0,11634263.0
2013-09-06,11000,11100,10750,10800,86036,125650.0,11634263.0
2013-09-09,10800,10900,10400,10500,120213,122160.0,11634263.0
2013-09-10,10500,11400,10500,11100,302859,129140.0,11634263.0
2013-09-11,11250,11400,11050,11400,100655,132631.0,11634263.0
2013-09-12,11300,11550,11150,11200,85896,130304.0,11634263.0
2013-09-13,11250,11450,11250,11300,70265,131467.0,11634263.0
2013-09-16,11250,11450,11200,11250,65165,130885.0,11634263.0
2013-09-17,11200,11300,11000,11250,92784,130885.0,11634263.0
2013-09-23,11100,11650,11100,11500,153079,133794.0,11634263.0
2013-09-24,11600,11650,11350,11450,67915,133212.0,11634263.0
2013-09-25,11450,11550,11250,11350,57932,132049.0,11634263.0
2013-09-26,11350,11750,11350,11650,134159,135539.0,11634263.0
2013-09-27,11650,11650,11400,11500,84137,133794.0,11634263.0
2013-09-30,11450,11650,11300,11300,91249,131467.0,11634263.0
2013-10-01,11200,11500,11050,11300,113319,131467.0,11634263.0
2013-10-02,11300,11450,11200,11300,56267,131467.0,11634263.0
2013-10-04,11300,11550,11250,11450,92204,133212.0,11634263.0
2013-10-07,11500,11950,11500,11850,198586,137866.0,11634263.0
2013-10-08,12200,12700,11750,11800,587462,137284.0,11634263.0
2013-10-10,11800,12000,11400,11450,142249,133212.0,11634263.0
2013-10-11,11600,11700,11500,11550,91098,134376.0,11634263.0
2013-10-14,11600,12200,11600,12150,252835,141356.0,11634263.0
2013-10-15,12250,12350,12050,12300,147753,143101.0,11634263.0
2013-10-16,12400,12500,11900,11950,204299,139029.0,11634263.0
2013-10-17,12250,12600,12050,12550,236412,146010.0,11634263.0
2013-10-18,12600,12750,12450,12700,176144,147755.0,11634263.0
2013-10-21,12850,13100,12700,12900,295043,150082.0,11634263.0
2013-10-22,13100,13350,12900,13350,369355,155317.0,11634263.0
2013-10-23,13400,13400,12950,13000,243919,151245.0,11634263.0
2013-10-24,13000,13700,12850,13600,230713,158226.0,11634263.0
2013-10-25,13450,13650,13300,13550,117303,157644.0,11634263.0
2013-10-28,13750,14000,13700,13900,139559,161716.0,11634263.0
2013-10-29,14050,14150,13450,13550,159649,157644.0,11634263.0
2013-10-30,13650,13650,13050,13200,227841,153572.0,11634263.0
