아시아종묘(154030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-11-18,4000,4000,4000,4000,0,,
2014-11-19,4000,4000,4000,4000,1000,24306.0,6076620.0
2014-11-20,4000,4000,4000,4000,0,,
2014-11-21,4000,4000,4000,4000,0,,
2014-11-24,4000,4000,4000,4000,1000,,
2014-11-25,4500,4500,4500,4500,1,27345.0,6076620.0
2014-11-26,4060,4500,4060,4500,301,27345.0,6076620.0
2014-11-27,3850,4500,3850,4500,3002,27345.0,6076620.0
2014-11-28,4060,4500,4060,4500,301,,
2014-12-01,4060,4500,4060,4500,301,,
2014-12-02,4300,4300,4300,4300,0,,
2014-12-03,4500,4500,4500,4500,1,27345.0,6076620.0
2014-12-04,4300,4300,4300,4300,0,,
2014-12-05,4500,4500,4500,4500,1,,
2014-12-08,4060,4060,4060,4060,300,,
2014-12-09,4100,4100,4100,4100,100,24914.0,6076620.0
2014-12-10,4500,4500,4500,4500,1,27345.0,6076620.0
2014-12-11,4125,4125,4125,4125,0,25066.0,6076620.0
2014-12-12,4500,4500,3510,4500,2002,27345.0,6076620.0
2014-12-15,4125,4125,4125,4125,0,,
2014-12-16,4500,4500,4500,4500,1,27345.0,6076620.0
2014-12-17,3895,4500,3895,4500,301,27345.0,6076620.0
2014-12-18,4125,4125,4125,4125,0,,
2014-12-19,4500,4500,4500,4500,1,,
2014-12-22,3895,4500,3895,4500,301,,
2014-12-23,3995,4500,3995,4500,101,27345.0,6076620.0
2014-12-24,4240,4240,4240,4240,0,25765.0,6076620.0
2014-12-26,4500,4500,4500,4500,1,27345.0,6076620.0
2014-12-29,4000,4500,4000,4500,301,27345.0,6076620.0
2014-12-30,4050,4050,4050,4050,0,24610.0,6076620.0
2015-01-02,4500,4500,4500,4500,1,27345.0,6076620.0
2015-01-05,3870,4400,3870,4400,601,26737.0,6076620.0
2015-01-06,4300,4300,4300,4300,1,26129.0,6076620.0
2015-01-07,4300,4300,4300,4300,1,26129.0,6076620.0
2015-01-08,4300,4300,4300,4300,9,26129.0,6076620.0
2015-01-09,4300,4400,4300,4400,2,26737.0,6076620.0
2015-01-12,4500,4500,4500,4500,1090,27345.0,6076620.0
2015-01-13,4400,4400,4400,4400,1,26737.0,6076620.0
2015-01-14,4400,4400,3800,4400,149,26737.0,6076620.0
2015-01-15,4400,4400,3800,4400,353,26737.0,6076620.0
2015-01-16,4500,4500,4500,4500,1,27345.0,6076620.0
2015-01-19,4500,4500,4500,4500,1501,27345.0,6076620.0
2015-01-20,4400,4400,4000,4395,2002,26707.0,6076620.0
2015-01-21,4300,4300,4300,4300,1,26129.0,6076620.0
2015-01-22,4400,4400,4000,4390,1003,26676.0,6076620.0
2015-01-23,4130,4130,4130,4130,0,25096.0,6076620.0
2015-01-26,4400,4400,4400,4400,1,26737.0,6076620.0
2015-01-27,4400,4400,4200,4200,4,25522.0,6076620.0
2015-01-28,4150,4150,4150,4150,1,25218.0,6076620.0
2015-01-29,4190,4190,4190,4190,1,25461.0,6076620.0
2015-01-30,4165,4165,4165,4165,1,25309.0,6076620.0
2015-02-02,4165,4165,4165,4165,1,25309.0,6076620.0
2015-02-03,4400,4400,4400,4400,1,26737.0,6076620.0
2015-02-04,4400,4400,4400,4400,1,26737.0,6076620.0
2015-02-05,4400,4400,4400,4400,1,,
2015-02-06,4395,4395,4395,4395,1,26707.0,6076620.0
2015-02-09,4400,4400,4400,4400,1,26737.0,6076620.0
2015-02-10,4400,4400,4400,4400,1,,
2015-02-11,4400,4400,4400,4400,1,,
2015-02-12,4400,4400,4400,4400,1,,
2015-02-13,4380,4400,4380,4400,2,26737.0,6076620.0
2015-02-16,4400,4400,4400,4400,1,,
2015-02-17,4400,4400,4400,4400,1,,
2015-02-23,4400,4400,4390,4390,1001,26676.0,6076620.0
2015-02-24,4390,4390,4000,4390,2302,26676.0,6076620.0
2015-02-25,4400,4400,4000,4400,4203,26737.0,6076620.0
2015-02-26,4400,4500,4000,4500,4703,27345.0,6076620.0
2015-02-27,4400,4500,4400,4500,6301,27345.0,6076620.0
2015-03-02,4495,4500,4000,4500,3004,27345.0,6076620.0
2015-03-03,4500,4500,4500,4500,1,27345.0,6076620.0
2015-03-04,4000,4500,4000,4500,1701,27345.0,6076620.0
2015-03-05,4150,4500,4150,4500,301,27345.0,6076620.0
2015-03-06,4495,4495,4495,4495,1000,27314.0,6076620.0
2015-03-09,4150,4490,4150,4490,301,27284.0,6076620.0
2015-03-10,4490,4490,4490,4490,1,27284.0,6076620.0
2015-03-11,4400,4400,4400,4400,1,26737.0,6076620.0
2015-03-12,4400,4400,4400,4400,1,,
2015-03-13,4400,4500,4400,4500,2,27345.0,6076620.0
2015-03-16,4400,4400,4400,4400,1,,
2015-03-17,4500,4500,4500,4500,1,,
2015-03-18,4450,4450,4450,4450,1,27041.0,6076620.0
2015-03-19,4500,4500,4500,4500,1,27345.0,6076620.0
2015-03-20,4500,4500,4500,4500,1,,
2015-03-23,4500,4500,4500,4500,1,,
2015-03-24,4500,4500,4500,4500,1,,
2015-03-25,4500,4500,4500,4500,1,,
2015-03-26,4500,4500,4490,4490,61,27284.0,6076620.0
2015-03-27,4500,4500,4500,4500,1,27345.0,6076620.0
2015-03-30,4500,4500,3825,4500,4,27345.0,6076620.0
2015-03-31,4500,4500,4500,4500,1,,
2015-04-01,4500,4500,4500,4500,1,,
2015-04-02,4490,4500,4490,4500,31,27345.0,6076620.0
2015-04-03,4490,4490,4490,4490,1,27284.0,6076620.0
2015-04-06,4500,4500,4000,4500,1002,27345.0,6076620.0
2015-04-07,4495,4500,4000,4500,2003,27345.0,6076620.0
2015-04-08,4500,4500,4500,4500,2,27345.0,6076620.0
2015-04-09,4490,4490,4490,4490,1,,
2015-04-10,4495,4495,4000,4495,473,27314.0,6076620.0
2015-04-13,4495,4495,4495,4495,1,27314.0,6076620.0
2015-04-14,4500,4500,4500,4500,1,27345.0,6076620.0
2015-04-15,4500,4500,4500,4500,1,,
2015-04-16,4500,4500,4000,4400,502,26737.0,6076620.0
2015-04-17,4400,4400,4400,4400,1,,
2015-04-20,4495,4495,4000,4495,504,27314.0,6076620.0
2015-04-21,4495,4495,4495,4495,1,,
2015-04-22,3825,4490,3825,4490,4,27284.0,6076620.0
2015-04-23,4000,4400,4000,4395,504,26707.0,6076620.0
2015-04-24,4495,4495,4495,4495,1,27314.0,6076620.0
2015-04-27,5000,5000,5000,5000,1,30383.0,6076620.0
2015-04-28,5500,5500,5500,5500,1,33421.0,6076620.0
2015-04-29,5190,6320,5190,6320,400,38404.0,6076620.0
2015-04-30,6300,6300,6300,6300,1,38283.0,6076620.0
2015-05-04,6300,6300,6300,6300,1,38283.0,6076620.0
2015-05-06,5370,5370,5370,5370,5,32631.0,6076620.0
2015-05-07,4570,4570,4570,4570,1,27770.0,6076620.0
2015-05-08,5240,5240,4210,4210,6,25583.0,6076620.0
2015-05-11,4500,4500,4500,4500,1,27345.0,6076620.0
2015-05-12,4990,4990,3825,4500,304,27345.0,6076620.0
2015-05-13,5160,5160,4500,5000,5326,30383.0,6076620.0
2015-05-14,4500,4995,4250,4500,5006,27345.0,6076620.0
2015-05-15,4700,4795,4000,4795,3257,29137.0,6076620.0
2015-05-18,5490,5490,4080,4995,3,30353.0,6076620.0
2015-05-19,4500,4995,4500,4500,303,27345.0,6076620.0
2015-05-20,4800,4800,4000,4495,1003,27314.0,6076620.0
2015-05-21,4250,4400,4250,4400,301,26737.0,6076620.0
2015-05-22,4700,4700,4000,4500,302,27345.0,6076620.0
2015-05-26,4695,4695,4695,4695,1,28530.0,6076620.0
2015-05-27,5000,5000,5000,5000,1,30383.0,6076620.0
2015-05-28,5490,5490,5490,5490,1,33361.0,6076620.0
2015-05-29,6290,6290,6290,6290,1,38222.0,6076620.0
2015-06-01,5670,5900,5670,5900,301,35852.0,6076620.0
2015-06-02,5020,5400,5020,5020,200001,30505.0,6076620.0
2015-06-03,5020,5020,5020,5020,0,30505.0,6076620.0
2015-06-04,4300,5200,4300,5090,13003,30930.0,6076620.0
2015-06-05,5500,5500,4350,5400,1002,32814.0,6076620.0
2015-06-08,5990,5990,4590,5880,2007,35731.0,6076620.0
2015-06-09,5250,5860,5250,5860,301,35609.0,6076620.0
2015-06-10,5980,5980,5980,5980,1,36338.0,6076620.0
2015-06-11,5480,5970,5480,5970,301,36277.0,6076620.0
2015-06-12,5200,6820,5200,5990,5003,36399.0,6076620.0
2015-06-15,6090,6090,5100,5110,215,31052.0,6076620.0
2015-06-16,5800,5800,4600,5390,327316,32753.0,6076620.0
2015-06-17,5000,5400,4800,5300,144328,32206.0,6076620.0
2015-06-18,5600,5600,5000,5400,84110,32814.0,6076620.0
2015-06-19,5000,5380,5000,5380,1001,32692.0,6076620.0
2015-06-22,5400,5600,5400,5570,24823,33847.0,6076620.0
2015-06-23,6380,6380,5010,6200,893,37675.0,6076620.0
2015-06-24,5950,5950,5500,5900,1303,35852.0,6076620.0
2015-06-25,5900,6490,5900,6390,31600,38830.0,6076620.0
2015-06-26,6000,7330,6000,7000,2811,42536.0,6076620.0
2015-06-29,6000,6990,6000,6950,25002,42233.0,6076620.0
2015-06-30,6050,6940,6050,6940,2122,42172.0,6076620.0
2015-07-01,6940,6940,6940,6940,3,42172.0,6076620.0
2015-07-02,6700,7000,6700,7000,1204,42536.0,6076620.0
2015-07-03,6700,6900,6100,6900,3104,41929.0,6076620.0
2015-07-06,6510,6890,6510,6890,301,41868.0,6076620.0
2015-07-07,7890,7890,6310,6670,5905,40531.0,6076620.0
2015-07-08,6650,6650,6600,6600,1300,40106.0,6076620.0
2015-07-09,6440,6440,6440,6440,0,39133.0,6076620.0
2015-07-10,6300,6490,6000,6490,8256,39437.0,6076620.0
2015-07-13,6500,6690,5530,6690,14355,40653.0,6076620.0
2015-07-14,6000,6680,6000,6650,3463,40410.0,6076620.0
2015-07-15,6010,6700,6010,6690,2282,40653.0,6076620.0
2015-07-16,6400,6690,6300,6690,401,40653.0,6076620.0
2015-07-17,6680,6900,6680,6900,912,41929.0,6076620.0
2015-07-20,6700,6850,6690,6850,510,41625.0,6076620.0
2015-07-21,6300,6970,6300,6970,2120,42354.0,6076620.0
2015-07-22,6900,6900,6780,6900,453,41929.0,6076620.0
2015-07-23,6950,6970,6940,6970,1820,42354.0,6076620.0
2015-07-24,7000,7990,7000,7990,5290,48552.0,6076620.0
2015-07-27,7990,8300,7990,8290,485,50375.0,6076620.0
2015-07-28,8200,8300,7800,8300,3100,50436.0,6076620.0
2015-07-29,8300,8980,8300,8980,1612,54568.0,6076620.0
2015-07-30,8900,8980,7700,8980,9889,54568.0,6076620.0
2015-07-31,7700,8970,7700,8970,2001,54507.0,6076620.0
2015-08-03,7630,8430,7630,8430,4517,51226.0,6076620.0
2015-08-04,7300,8350,7230,8190,6049,49768.0,6076620.0
2015-08-05,8000,8200,8000,8200,220,49828.0,6076620.0
2015-08-06,7830,8130,7150,8130,5294,49403.0,6076620.0
2015-08-07,7150,7150,7150,7150,8200,43448.0,6076620.0
2015-08-10,7000,7500,7000,7500,101,45575.0,6076620.0
2015-08-11,8190,8190,6500,7000,1702,42536.0,6076620.0
2015-08-12,7000,7250,5960,6010,38305,36520.0,6076620.0
2015-08-13,6900,6900,6900,6900,1,41929.0,6076620.0
2015-08-17,7800,7800,6300,6300,33103,38283.0,6076620.0
2015-08-18,7200,7200,6000,7200,5542,43752.0,6076620.0
2015-08-19,6200,7650,6200,7650,5051,46486.0,6076620.0
2015-08-20,7220,7500,7220,7500,301,45575.0,6076620.0
2015-08-21,6800,7390,6380,7390,14155,44906.0,6076620.0
2015-08-24,6500,6500,6300,6500,42093,39498.0,6076620.0
2015-08-25,7440,7440,6300,6500,11110,39498.0,6076620.0
2015-08-26,6850,6850,6850,6850,3,41625.0,6076620.0
2015-08-27,6950,7470,6500,7470,808,45392.0,6076620.0
2015-08-28,7390,7390,6600,7280,102,44238.0,6076620.0
2015-08-31,6990,7000,6990,7000,699,42536.0,6076620.0
2015-09-01,7490,7490,6200,6990,933,42476.0,6076620.0
2015-09-02,6850,7880,6850,7700,162,46790.0,6076620.0
2015-09-03,7000,7000,6990,6990,165,42476.0,6076620.0
2015-09-04,7240,7300,6300,7300,731,44359.0,6076620.0
2015-09-07,6950,6950,6950,6950,5,42233.0,6076620.0
2015-09-08,7490,7490,6350,7250,491,44055.0,6076620.0
2015-09-09,6840,6840,6840,6840,200,41564.0,6076620.0
2015-09-10,7000,7000,5830,5830,3,35427.0,6076620.0
2015-09-11,6450,6450,5500,6450,8023,39194.0,6076620.0
2015-09-14,6450,6450,6450,6450,22,39194.0,6076620.0
2015-09-15,6090,6450,6090,6450,204,39194.0,6076620.0
2015-09-16,6500,6500,5500,5500,1567,33421.0,6076620.0
2015-09-17,6300,6300,5020,5120,71152,31112.0,6076620.0
2015-09-18,5870,5870,5870,5870,1,35670.0,6076620.0
2015-09-21,6750,6750,5100,5100,113,30991.0,6076620.0
2015-09-22,5100,5860,5000,5850,78004,35548.0,6076620.0
2015-09-23,6000,6000,5200,5200,301,31598.0,6076620.0
2015-09-24,5090,5970,5090,5970,1534,36277.0,6076620.0
2015-09-25,6800,6800,5550,6790,15012,41260.0,6076620.0
2015-09-30,7000,7000,5800,5800,207,35244.0,6076620.0
2015-10-01,6670,6670,6500,6500,1004,39498.0,6076620.0
2015-10-02,6550,6950,6550,6950,701,42233.0,6076620.0
2015-10-05,7000,7350,7000,7350,1425,44663.0,6076620.0
2015-10-06,7350,7500,7000,7500,13897,45575.0,6076620.0
2015-10-07,7000,7490,7000,7490,5001,45514.0,6076620.0
2015-10-08,7400,7400,7400,7400,50,44967.0,6076620.0
2015-10-12,7400,7400,7400,7400,0,44967.0,6076620.0
2015-10-13,6800,6850,6800,6850,200,41625.0,6076620.0
2015-10-14,6990,7000,6990,6990,40102,42476.0,6076620.0
2015-10-15,7000,7000,6700,7000,502,42536.0,6076620.0
2015-10-16,6800,6990,6800,6990,568,42476.0,6076620.0
2015-10-19,6990,6990,6800,6800,1559,41321.0,6076620.0
2015-10-20,6420,6800,6420,6800,2,41321.0,6076620.0
2015-10-21,6500,6500,6500,6500,805,39498.0,6076620.0
2015-10-22,6500,6500,6500,6500,100,39498.0,6076620.0
2015-10-23,6500,6500,6500,6500,100,,
2015-10-26,6500,6500,6500,6500,0,39498.0,6076620.0
2015-10-27,6500,6500,6500,6500,90,39498.0,6076620.0
2015-10-28,6400,6400,6400,6400,400,38890.0,6076620.0
2015-10-29,6900,6900,6900,6900,1,41929.0,6076620.0
2015-10-30,7000,7000,7000,7000,1,42536.0,6076620.0
2015-11-02,6890,6890,6300,6890,302,41868.0,6076620.0
2015-11-03,6500,6990,6500,6990,5,42476.0,6076620.0
2015-11-04,6600,6800,6600,6800,201,41321.0,6076620.0
2015-11-05,6400,6400,6400,6400,294,38890.0,6076620.0
2015-11-06,6300,6300,6300,6300,8014,38283.0,6076620.0
2015-11-09,6500,6990,6500,6990,301,42476.0,6076620.0
2015-11-10,6500,6500,6500,6500,1244,39498.0,6076620.0
2015-11-11,6450,6450,6450,6450,0,39194.0,6076620.0
2015-11-12,6450,6450,6450,6450,0,39194.0,6076620.0
2015-11-13,6450,6450,6450,6450,450,39194.0,6076620.0
2015-11-16,6990,7400,6600,7400,12001,44967.0,6076620.0
2015-11-17,7190,7190,7190,7190,1,43691.0,6076620.0
2015-11-18,6790,6790,6790,6790,200,41260.0,6076620.0
2015-11-19,6790,6790,6790,6790,0,41260.0,6076620.0
2015-11-20,7000,7250,7000,7250,12001,44055.0,6076620.0
2015-11-23,6840,6840,6840,6840,200,,
2015-11-24,6840,6840,6500,6830,1501,41503.0,6076620.0
2015-11-25,6830,6830,6830,6830,0,41503.0,6076620.0
2015-11-26,6830,6830,6830,6830,0,,
2015-11-27,6830,6830,6830,6830,0,,
2015-11-30,6450,6450,6450,6450,200,39194.0,6076620.0
2015-12-01,6450,6450,6450,6450,0,,
2015-12-02,6450,6450,6450,6450,0,,
2015-12-03,6450,6450,6450,6450,0,,
2015-12-04,6300,6300,6300,6300,0,38283.0,6076620.0
2015-12-07,6890,6890,6890,6890,1,41868.0,6076620.0
2015-12-08,6890,6890,6890,6890,0,41868.0,6076620.0
2015-12-09,5860,6290,5860,6290,4,38222.0,6076620.0
2015-12-10,6290,6290,6290,6290,21,38222.0,6076620.0
2015-12-11,7100,7100,6900,7100,6818,43144.0,6076620.0
2015-12-14,6700,6700,6700,6700,200,40713.0,6076620.0
2015-12-15,6690,6690,6690,6690,200,40653.0,6076620.0
2015-12-16,6500,6500,6300,6300,4845,38283.0,6076620.0
2015-12-17,6200,6200,6200,6200,200,37675.0,6076620.0
2015-12-18,6200,6200,6200,6200,2,37675.0,6076620.0
2015-12-21,6490,6490,6490,6490,19,39437.0,6076620.0
2015-12-22,6200,6200,6200,6200,4338,37675.0,6076620.0
2015-12-23,6100,6100,6090,6090,8200,37007.0,6076620.0
2015-12-24,6090,6100,6090,6100,1643,37067.0,6076620.0
2015-12-28,5900,5900,5600,5600,1500,34029.0,6076620.0
2015-12-29,5890,5890,5890,5890,2800,35791.0,6076620.0
2015-12-30,6300,6300,6000,6000,16,36460.0,6076620.0
2016-01-04,5900,5900,5900,5900,1500,35852.0,6076620.0
2016-01-05,6000,6000,6000,6000,4,36460.0,6076620.0
2016-01-06,5900,5900,5900,5900,1732,35852.0,6076620.0
2016-01-07,5900,5900,5900,5900,200,35852.0,6076620.0
2016-01-08,6780,6780,5900,5900,7127,35852.0,6076620.0
2016-01-11,5890,5900,5890,5900,10001,35852.0,6076620.0
2016-01-12,5020,5880,5020,5880,3,35731.0,6076620.0
2016-01-13,5900,5950,5900,5900,3492,35852.0,6076620.0
2016-01-14,5800,5800,5800,5800,2570,35244.0,6076620.0
2016-01-15,5800,5800,5800,5800,0,35244.0,6076620.0
2016-01-18,5800,5800,5800,5800,0,,
2016-01-19,5800,5800,5800,5800,1150,35244.0,6076620.0
2016-01-20,5000,5000,5000,5000,21,30383.0,6076620.0
2016-01-21,5190,5190,5190,5190,0,31538.0,6076620.0
2016-01-22,5000,5960,5000,5500,22293,33421.0,6076620.0
2016-01-25,5190,5490,5190,5490,201,33361.0,6076620.0
2016-01-26,4675,5800,4675,5400,2536,32814.0,6076620.0
2016-01-27,5400,5400,5400,5400,0,32814.0,6076620.0
2016-01-28,5500,5500,5500,5500,6770,33421.0,6076620.0
2016-01-29,5500,5500,5500,5500,2286,33421.0,6076620.0
2016-02-01,5050,6000,5050,5060,7544,30748.0,6076620.0
2016-02-02,5800,5800,5800,5800,10,35244.0,6076620.0
2016-02-03,5890,5900,5890,5900,8,35852.0,6076620.0
2016-02-04,5500,5700,5500,5500,2011,33421.0,6076620.0
2016-02-05,5670,5670,5300,5300,5123,32206.0,6076620.0
2016-02-11,5380,5380,5380,5380,0,32692.0,6076620.0
2016-02-12,5500,5870,5500,5840,115883,35487.0,6076620.0
2016-02-15,5080,5800,5080,5800,7010,35244.0,6076620.0
2016-02-16,5200,5200,5200,5200,15100,31598.0,6076620.0
2016-02-17,5200,5200,5200,5200,5300,31598.0,6076620.0
2016-02-18,5770,5770,5200,5600,2615,34029.0,6076620.0
2016-02-19,5450,5450,5450,5450,200,33118.0,6076620.0
2016-02-22,5450,5450,5450,5450,151,33118.0,6076620.0
2016-02-23,5250,5450,5250,5450,4501,33118.0,6076620.0
2016-02-24,5550,5550,5550,5550,874,33725.0,6076620.0
2016-02-25,5890,5890,5890,5890,1,35791.0,6076620.0
2016-02-26,5560,5560,5560,5560,200,33786.0,6076620.0
2016-02-29,5700,6340,5700,6190,662,37614.0,6076620.0
2016-03-02,5400,6200,5400,6200,91,37675.0,6076620.0
2016-03-03,6200,6200,6200,6200,100,37675.0,6076620.0
2016-03-04,5850,6200,5400,6200,5702,37675.0,6076620.0
2016-03-07,5850,6200,5850,6200,201,37675.0,6076620.0
2016-03-08,5850,5850,5500,5500,3521,33421.0,6076620.0
2016-03-09,6300,6300,6300,6300,3,38283.0,6076620.0
2016-03-10,5500,5600,5360,5600,9602,34029.0,6076620.0
2016-03-11,5700,5700,5500,5500,5602,33421.0,6076620.0
2016-03-14,5790,5790,5450,5600,10281,34029.0,6076620.0
2016-03-15,5460,5700,5460,5700,4026,34637.0,6076620.0
2016-03-16,5790,5790,5430,5430,1501,32996.0,6076620.0
2016-03-17,5600,6000,5400,6000,3614,36460.0,6076620.0
2016-03-18,5670,5900,5670,5900,201,35852.0,6076620.0
2016-03-21,5400,5600,5400,5600,12581,34029.0,6076620.0
2016-03-22,5300,5700,5300,5680,589,34515.0,6076620.0
2016-03-23,5680,5700,5680,5700,758,34637.0,6076620.0
2016-03-24,5450,5700,5440,5440,1011,33057.0,6076620.0
2016-03-25,5990,5990,5990,5990,1,36399.0,6076620.0
2016-03-28,6090,6090,5450,6080,1003,36946.0,6076620.0
2016-03-29,5900,5900,5900,5900,4010,35852.0,6076620.0
2016-03-30,5520,5890,5510,5890,1012,35791.0,6076620.0
2016-03-31,5510,5870,5510,5870,2,35670.0,6076620.0
2016-04-01,6000,6000,6000,6000,1,36460.0,6076620.0
2016-04-04,5520,5900,5520,5900,493,35852.0,6076620.0
2016-04-05,5900,5900,5890,5900,9677,35852.0,6076620.0
2016-04-06,5900,5900,5900,5900,1500,35852.0,6076620.0
2016-04-07,5910,5910,5900,5900,2099,35852.0,6076620.0
2016-04-08,5900,5900,5900,5900,200,,
2016-04-11,5700,5900,5620,5900,6202,35852.0,6076620.0
2016-04-12,5890,5890,5520,5520,1301,33543.0,6076620.0
2016-04-14,5520,5520,5520,5520,2200,33543.0,6076620.0
2016-04-15,6090,6090,5600,5600,2,34029.0,6076620.0
2016-04-18,5600,5900,5600,5900,8313,35852.0,6076620.0
2016-04-19,5700,5890,5610,5610,102,34090.0,6076620.0
2016-04-20,5660,5900,5650,5890,2917,35791.0,6076620.0
2016-04-21,6490,6490,5990,5990,701,36399.0,6076620.0
2016-04-22,5910,5910,5910,5910,5800,35913.0,6076620.0
2016-04-25,5900,5900,5500,5500,3565,33421.0,6076620.0
2016-04-26,5600,5600,5600,5600,200,34029.0,6076620.0
2016-04-27,5600,5600,5600,5600,1164,34029.0,6076620.0
2016-04-28,5600,5600,5600,5600,264,34029.0,6076620.0
2016-04-29,5600,5600,5600,5600,520,34029.0,6076620.0
2016-05-02,5600,6000,5600,6000,1350,36460.0,6076620.0
