코오롱생명과학(102940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-12-07,17374,17399,17124,17276,4032,140806.0,4081326.0
2010-12-08,17724,17724,16999,17101,8943,139377.0,4081326.0
2010-12-09,16999,17274,16999,17226,3575,140398.0,4081326.0
2010-12-10,17074,17425,17049,17226,4487,140398.0,4081326.0
2010-12-13,17148,17350,17148,17276,5013,140806.0,4081326.0
2010-12-14,17174,17425,17174,17300,5377,141010.0,4081326.0
2010-12-15,17500,17525,17148,17276,5361,140806.0,4081326.0
2010-12-16,17274,17325,17174,17201,5098,140194.0,4081326.0
2010-12-17,17124,17274,16999,17051,5339,138969.0,4081326.0
2010-12-20,16874,17124,16473,16950,20000,138153.0,4081326.0
2010-12-21,17148,17474,17074,17376,9394,141622.0,4081326.0
2010-12-22,17425,18000,17199,17250,26942,140602.0,4081326.0
2010-12-23,17625,17625,17024,17300,8137,141010.0,4081326.0
2010-12-24,17425,17500,17099,17250,10374,140602.0,4081326.0
2010-12-27,17500,17675,17074,17577,13357,143255.0,4081326.0
2010-12-28,17525,17800,17325,17627,7491,143663.0,4081326.0
2010-12-29,17651,18089,17651,18038,25707,142846.0,4081326.0
2010-12-30,18243,18475,18011,18348,24775,145295.0,4081326.0
2011-01-03,18424,18449,18140,18142,7807,143663.0,4081326.0
2011-01-04,18140,18321,17883,18168,11063,143867.0,4081326.0
2011-01-05,18038,18243,17832,17910,10281,141826.0,4081326.0
2011-01-06,17934,18140,17754,17755,11078,140602.0,4081326.0
2011-01-07,17625,17857,17522,17523,11063,138765.0,4081326.0
2011-01-10,17548,17832,17522,17832,8860,141214.0,4081326.0
2011-01-11,17960,18192,17780,17884,15826,141622.0,4081326.0
2011-01-12,17780,18115,17780,17884,5782,141622.0,4081326.0
2011-01-13,17908,18269,17857,18270,19379,144683.0,4081326.0
2011-01-14,18372,18475,18115,18451,16402,146111.0,4081326.0
2011-01-17,18501,18708,18321,18322,6346,145091.0,4081326.0
2011-01-18,18115,18449,17727,18013,9952,142642.0,4081326.0
2011-01-19,18011,18011,17522,17575,16149,139173.0,4081326.0
2011-01-20,17522,17780,17496,17653,6097,139785.0,4081326.0
2011-01-21,17522,17548,17264,17292,10913,136928.0,4081326.0
2011-01-24,17058,17316,17058,17188,4852,136112.0,4081326.0
2011-01-25,17187,17393,17135,17292,4912,136928.0,4081326.0
2011-01-26,17135,17367,17110,17214,6361,136316.0,4081326.0
2011-01-27,17084,17264,16852,16956,13062,134276.0,4081326.0
2011-01-28,17135,17135,16491,16492,10558,130602.0,4081326.0
2011-01-31,16491,16749,15924,16440,17833,130194.0,4081326.0
2011-02-01,16672,16878,16389,16879,3734,133663.0,4081326.0
2011-02-07,16672,16956,16672,16853,9045,133459.0,4081326.0
2011-02-08,16852,17470,16852,17162,8871,135908.0,4081326.0
2011-02-09,17161,17264,16852,17060,8531,135092.0,4081326.0
2011-02-10,16956,17264,16646,16647,7959,131827.0,4081326.0
2011-02-11,16980,16980,16182,16596,8428,131419.0,4081326.0
2011-02-14,16491,16749,16284,16466,11259,130398.0,4081326.0
2011-02-15,16465,16465,16130,16312,178120,129174.0,4081326.0
2011-02-16,16130,17006,16130,17008,11162,134684.0,4081326.0
2011-02-17,17006,17264,16930,16982,11920,134480.0,4081326.0
2011-02-18,17238,17264,16826,17111,10735,135500.0,4081326.0
2011-02-21,17110,17212,16904,17008,5077,134684.0,4081326.0
2011-02-22,17135,17135,16389,16699,7827,132235.0,4081326.0
2011-02-23,16646,16646,16234,16440,7065,130194.0,4081326.0
2011-02-24,16310,16491,15924,16440,12433,130194.0,4081326.0
2011-02-25,16491,17058,16310,16982,7188,134480.0,4081326.0
2011-02-28,17058,17084,16697,16982,7661,134480.0,4081326.0
2011-03-02,16930,16930,16646,16931,5163,134072.0,4081326.0
2011-03-03,17006,17084,16672,17060,7403,135092.0,4081326.0
2011-03-04,17084,17212,16826,17060,7825,135092.0,4081326.0
2011-03-07,16826,17110,16774,17085,3852,135296.0,4081326.0
2011-03-08,16826,17135,16774,17008,5939,134684.0,4081326.0
2011-03-09,17006,17264,16852,16956,8697,134276.0,4081326.0
2011-03-10,16878,17006,16800,16828,4448,133255.0,4081326.0
2011-03-11,16697,16930,16491,16879,13958,133663.0,4081326.0
2011-03-14,16517,16980,16234,16699,8573,132235.0,4081326.0
2011-03-15,16414,16749,16234,16235,9669,128562.0,4081326.0
2011-03-16,15976,16491,15976,16055,6614,127133.0,4081326.0
2011-03-17,15976,16130,15615,16132,8630,127746.0,4081326.0
2011-03-18,16234,16440,16182,16286,4197,128970.0,4081326.0
2011-03-21,16234,16517,16130,16286,6412,128970.0,4081326.0
2011-03-22,16284,16465,16234,16286,2198,128970.0,4081326.0
2011-03-23,16542,16542,16234,16235,6729,128562.0,4081326.0
2011-03-24,16182,16491,16182,16183,3437,128154.0,4081326.0
2011-03-25,16182,16284,16104,16183,5138,128154.0,4081326.0
2011-03-28,16491,16491,16130,16209,5046,128358.0,4081326.0
2011-03-29,16208,16749,16053,16750,14064,132643.0,4081326.0
2011-03-30,16697,17161,16646,17162,17657,135908.0,4081326.0
2011-03-31,17135,17573,17032,17369,18325,137541.0,4081326.0
2011-04-01,17470,17470,17238,17369,6216,137541.0,4081326.0
2011-04-04,17187,18140,17187,17988,21973,142438.0,4081326.0
2011-04-05,17780,18217,17780,18142,9794,143663.0,4081326.0
2011-04-06,18089,18089,17702,17884,11801,141622.0,4081326.0
2011-04-07,18038,18038,17548,17549,6465,138969.0,4081326.0
2011-04-08,17522,17676,17367,17627,8002,139581.0,4081326.0
2011-04-11,17754,17883,17573,17730,5195,140398.0,4081326.0
2011-04-12,17444,17727,17264,17266,6416,136724.0,4081326.0
2011-04-13,17522,17522,17006,17214,5660,136316.0,4081326.0
2011-04-14,17496,17496,17006,17316,6312,137133.0,4081326.0
2011-04-15,17444,17444,17058,17085,6731,135296.0,4081326.0
2011-04-18,17006,17135,16723,17008,8082,134684.0,4081326.0
2011-04-19,16852,16852,16491,16724,8723,132439.0,4081326.0
2011-04-20,16904,16904,16310,16596,13589,131419.0,4081326.0
2011-04-21,16491,16594,16234,16596,21146,131419.0,4081326.0
2011-04-22,16594,16774,16336,16570,19096,131215.0,4081326.0
2011-04-25,16491,16542,16053,16055,37330,130945.0,4203701.0
2011-04-26,16053,16284,15306,15719,37402,128213.0,4203701.0
2011-04-27,16028,16053,15666,15797,8097,128843.0,4203701.0
2011-04-28,15821,16182,15666,15669,11862,127793.0,4203701.0
2011-04-29,15718,15924,15408,15410,10550,125691.0,4203701.0
2011-05-02,15382,15692,15306,15539,5023,126742.0,4203701.0
2011-05-03,15538,15641,15408,15436,7531,125901.0,4203701.0
2011-05-04,15357,15513,15306,15462,7589,126111.0,4203701.0
2011-05-06,15408,15564,15202,15307,9530,124850.0,4203701.0
2011-05-09,15408,15513,14919,14973,15291,122118.0,4203701.0
2011-05-11,14971,15202,14893,14973,6101,122118.0,4203701.0
2011-05-12,14842,15357,14790,14997,14119,122328.0,4203701.0
2011-05-13,15022,15048,14842,14895,5568,121487.0,4203701.0
2011-05-16,14713,14997,14584,14817,3610,120856.0,4203701.0
2011-05-17,15100,15202,14867,15101,7870,123168.0,4203701.0
2011-05-18,14997,15280,14997,15256,11067,124430.0,4203701.0
2011-05-19,15332,15332,15048,15127,5088,123379.0,4203701.0
2011-05-20,14945,15254,14842,14921,6979,121697.0,4203701.0
2011-05-23,15074,15074,14507,14508,6993,118334.0,4203701.0
2011-05-24,14300,16672,14300,15823,36490,129054.0,4203701.0
2011-05-25,15821,15821,14945,15075,10517,122958.0,4203701.0
2011-05-26,15074,15151,14790,14947,4214,121907.0,4203701.0
2011-05-27,14945,15125,14739,14947,9528,121907.0,4203701.0
2011-05-30,15228,15228,14687,15075,2141,122958.0,4203701.0
2011-05-31,14867,15125,14300,14302,19272,116653.0,4203701.0
2011-06-01,14326,14739,13940,14457,10246,117914.0,4203701.0
2011-06-02,14172,14378,14069,14173,3035,115602.0,4203701.0
2011-06-03,14404,14481,14172,14225,4961,116022.0,4203701.0
2011-06-07,14069,14095,13811,13864,9123,113080.0,4203701.0
2011-06-08,13811,13940,13759,13864,3013,113080.0,4203701.0
2011-06-09,13915,14095,13915,13993,3991,114130.0,4203701.0
2011-06-10,14069,14069,13811,13915,4734,113500.0,4203701.0
2011-06-13,13991,14121,13811,13889,4148,113290.0,4203701.0
2011-06-14,14043,14172,13889,13915,3537,113500.0,4203701.0
2011-06-15,14069,14223,13785,14147,4225,115392.0,4203701.0
2011-06-16,13915,14146,13915,13993,2209,114130.0,4203701.0
2011-06-17,13915,14172,13889,13915,5214,113500.0,4203701.0
2011-06-20,13837,14275,13837,13993,5882,114130.0,4203701.0
2011-06-21,14223,14223,13657,13967,3412,113920.0,4203701.0
2011-06-22,14017,14121,13863,13993,3831,114130.0,4203701.0
2011-06-23,13915,14584,13863,14431,20983,117704.0,4203701.0
2011-06-24,14429,14842,14300,14817,10949,120856.0,4203701.0
2011-06-27,14713,15976,14713,15256,64338,124430.0,4203701.0
2011-06-28,15280,15564,15074,15307,9022,124850.0,4203701.0
2011-06-29,15615,15615,15100,15358,12752,125270.0,4203701.0
2011-06-30,15357,15382,14893,15101,10308,123168.0,4203701.0
2011-07-01,15048,15202,15048,15075,8381,122958.0,4203701.0
2011-07-04,15100,15460,15100,15462,8382,126111.0,4203701.0
2011-07-05,15564,15564,15408,15539,8077,126742.0,4203701.0
2011-07-06,15460,15666,15435,15669,11747,127793.0,4203701.0
2011-07-07,15513,15513,14893,15101,20500,123168.0,4203701.0
2011-07-08,15048,15357,14945,15256,14888,124430.0,4203701.0
2011-07-11,15254,15306,15048,15256,5443,124430.0,4203701.0
2011-07-12,15125,15770,14893,15669,37992,127793.0,4203701.0
2011-07-13,15666,15666,15306,15436,12578,125901.0,4203701.0
2011-07-14,15615,15615,15151,15307,12872,124850.0,4203701.0
2011-07-15,15306,15564,15306,15539,16596,126742.0,4203701.0
2011-07-18,15666,17110,15513,16802,75113,137041.0,4203701.0
2011-07-19,16800,17032,16491,16570,24193,135149.0,4203701.0
2011-07-20,16878,17444,16491,17111,37300,139563.0,4203701.0
2011-07-21,17212,17419,16956,17266,22239,140824.0,4203701.0
2011-07-22,17419,17573,16852,16956,31124,138302.0,4203701.0
2011-07-25,16878,17110,16491,16544,29393,134939.0,4203701.0
2011-07-26,16491,17857,16491,17832,63281,145448.0,4203701.0
2011-07-27,17832,18243,17599,17936,73555,146289.0,4203701.0
2011-07-28,17934,18682,17780,18090,107546,147550.0,4203701.0
2011-07-29,18166,18243,17676,18194,64144,148391.0,4203701.0
2011-08-01,18372,18553,17702,18194,32886,148391.0,4203701.0
2011-08-02,17908,18115,17187,17369,37047,141665.0,4203701.0
2011-08-03,17006,17264,16878,17266,26463,140824.0,4203701.0
2011-08-04,17290,17496,16774,17008,31817,138722.0,4203701.0
2011-08-05,15873,16440,15460,15900,29321,129684.0,4203701.0
2011-08-08,15743,16182,13759,14947,64990,121907.0,4203701.0
2011-08-09,14121,14610,12703,14070,94938,114761.0,4203701.0
2011-08-10,14481,14661,14121,14457,52533,117914.0,4203701.0
2011-08-11,13553,14661,13553,14586,25746,118965.0,4203701.0
2011-08-12,14867,15796,14636,15256,42124,124430.0,4203701.0
2011-08-16,15564,16079,15564,15564,30218,126952.0,4203701.0
2011-08-17,15615,16336,15435,16209,24903,132206.0,4203701.0
2011-08-18,15976,16284,15666,16157,25248,131786.0,4203701.0
2011-08-19,15435,15873,15202,15204,38042,124009.0,4203701.0
2011-08-22,14945,15821,14687,14947,16177,121907.0,4203701.0
2011-08-23,14945,15564,14945,15564,20073,126952.0,4203701.0
2011-08-24,15564,15924,15486,15539,11756,126742.0,4203701.0
2011-08-25,15821,15821,15151,15179,15041,123799.0,4203701.0
2011-08-26,14842,15202,14842,15204,10665,124009.0,4203701.0
2011-08-29,15435,15666,15022,15307,9958,124850.0,4203701.0
2011-08-30,15615,15615,15332,15462,7048,126111.0,4203701.0
2011-08-31,16956,17780,16749,17781,33254,145028.0,4203701.0
2011-09-01,20099,20434,19119,19327,507171,157639.0,4203701.0
2011-09-02,19325,19429,18089,19353,125519,157849.0,4203701.0
2011-09-05,18965,19068,17264,18348,66736,149652.0,4203701.0
2011-09-06,17883,19790,17727,18090,112385,147550.0,4203701.0
2011-09-07,18347,18655,17780,18142,79859,147970.0,4203701.0
2011-09-08,18424,18940,17832,18683,51494,152384.0,4203701.0
2011-09-09,18398,18733,18064,18296,33136,149231.0,4203701.0
2011-09-14,18295,18295,17264,17266,39145,140824.0,4203701.0
2011-09-15,17341,17727,15228,15358,136598,125270.0,4203701.0
2011-09-16,15615,16130,15486,15977,44782,130315.0,4203701.0
2011-09-19,16104,17212,16104,16389,46467,133678.0,4203701.0
2011-09-20,16259,16697,16130,16235,17260,132417.0,4203701.0
2011-09-21,16234,16542,16079,16364,26366,133468.0,4203701.0
2011-09-22,15976,16259,15615,15823,22953,129054.0,4203701.0
2011-09-23,15048,15408,14429,14947,52740,121907.0,4203701.0
2011-09-26,15048,15125,13501,13504,34258,110137.0,4203701.0
2011-09-27,13683,14404,13683,14380,15428,117283.0,4203701.0
2011-09-28,14429,14661,14172,14354,19189,117073.0,4203701.0
2011-09-29,14121,14893,14121,14741,9886,120226.0,4203701.0
2011-09-30,14945,15151,14584,14869,5931,121277.0,4203701.0
2011-10-04,14172,14687,14017,14586,22070,118965.0,4203701.0
2011-10-05,15074,15074,14121,14121,14729,115181.0,4203701.0
2011-10-06,14507,15332,14507,14534,23349,118544.0,4203701.0
2011-10-07,14816,15202,14816,15127,13135,123379.0,4203701.0
2011-10-10,15022,15564,14971,15513,10671,126531.0,4203701.0
2011-10-11,15898,16697,15615,15900,26365,129684.0,4203701.0
2011-10-12,15976,16053,15615,15874,15711,129474.0,4203701.0
2011-10-13,16594,17986,16491,17240,72905,140614.0,4203701.0
2011-10-14,17110,18192,16491,17988,48064,146709.0,4203701.0
2011-10-17,18501,19377,17908,18606,56642,151934.0,4208705.0
2011-10-18,18501,20975,18115,20333,141292,166033.0,4208705.0
2011-10-19,20615,21413,19507,19843,141634,162035.0,4208705.0
2011-10-20,20511,21233,19712,20074,97215,163929.0,4208705.0
2011-10-21,20666,20768,18553,19739,91566,161193.0,4208705.0
2011-10-24,19892,20305,19016,20255,73264,165402.0,4208705.0
2011-10-25,20459,20615,19841,20333,29107,166033.0,4208705.0
2011-10-26,19944,20279,19429,19585,51776,160009.0,4210776.0
2011-10-27,19686,20022,18785,19301,48154,157694.0,4210776.0
2011-10-28,19764,19944,19068,19765,26739,161483.0,4210776.0
2011-10-31,19764,20794,19429,20204,69375,165062.0,4210776.0
2011-11-01,20331,20717,19867,19998,40300,163378.0,4210776.0
2011-11-02,19970,19970,19068,19791,29584,161694.0,4210776.0
2011-11-03,19892,21619,19583,21208,108802,173273.0,4210776.0
2011-11-04,21568,23114,21439,22677,124709,185274.0,4210776.0
2011-11-07,22830,22908,22006,22420,39450,183169.0,4210776.0
2011-11-08,21722,22109,21181,21234,106213,173484.0,4210776.0
2011-11-09,21439,21902,21027,21621,44548,177352.0,4227693.0
2011-11-10,20975,21284,20357,20771,48606,170376.0,4227693.0
2011-11-11,20872,21387,20666,21208,31066,173970.0,4227693.0
2011-11-14,21259,21774,21027,21595,28826,177140.0,4227693.0
2011-11-15,21594,21696,20923,20976,18483,172067.0,4227693.0
2011-11-16,20923,21027,19300,19327,59211,158538.0,4227693.0
2011-11-17,19583,20615,19377,20564,45304,168685.0,4227693.0
2011-11-18,20099,20615,20099,20513,19699,168262.0,4227693.0
2011-11-21,20511,20511,19583,19894,24313,163189.0,4227693.0
2011-11-22,19481,20099,19016,20049,37856,164457.0,4227693.0
2011-11-23,20047,21027,19738,19817,40046,162555.0,4227693.0
2011-11-24,19583,20279,19325,19688,41345,162659.0,4258085.0
2011-11-25,19481,19841,18708,19096,30602,157762.0,4258085.0
2011-11-28,19325,19583,19042,19147,32457,158188.0,4258085.0
2011-11-29,19429,20563,19403,20255,53827,167343.0,4258085.0
2011-11-30,20408,20434,20099,20358,28854,168194.0,4258085.0
2011-12-01,20666,20846,20073,20152,26337,166491.0,4258085.0
2011-12-02,20151,20151,19892,19998,11145,165214.0,4258085.0
2011-12-05,20459,20459,19583,19739,22968,163085.0,4258085.0
2011-12-06,19738,19738,19223,19688,23161,162659.0,4258085.0
2011-12-07,19790,19970,19429,19791,16313,163510.0,4258085.0
2011-12-08,19583,19841,19325,19662,11903,162446.0,4258085.0
2011-12-09,19377,19712,19223,19533,18816,161840.0,4270176.0
2011-12-12,19583,19661,19377,19482,9755,161413.0,4270176.0
2011-12-13,19223,20022,19171,19559,18676,162053.0,4270176.0
2011-12-14,19841,20408,19583,20100,19069,166537.0,4270176.0
2011-12-15,20253,20253,19300,19946,16290,165256.0,4270176.0
2011-12-16,19944,20022,19583,19946,13522,165256.0,4270176.0
2011-12-19,19944,19944,17470,18631,41234,154367.0,4270176.0
2011-12-20,18630,18836,18064,18580,9185,153940.0,4270176.0
2011-12-21,19068,19300,18630,19070,13793,157997.0,4270176.0
2011-12-22,18836,19275,18836,19070,5109,157997.0,4270176.0
2011-12-23,19093,19377,19016,19172,11558,158851.0,4270176.0
2011-12-26,19171,19583,19171,19507,10331,161626.0,4270176.0
2011-12-27,19300,20383,19300,20255,49401,167818.0,4270176.0
2011-12-28,20740,20794,20253,20769,15069,163975.0,4270176.0
2011-12-29,20768,21363,20281,21201,18987,167391.0,4270176.0
2012-01-02,21092,21201,20497,21201,14246,167391.0,4270176.0
2012-01-03,21335,21687,21092,21228,25121,168207.0,4285527.0
2012-01-04,21201,21227,20849,20985,24200,166278.0,4285527.0
2012-01-05,21227,21309,20687,21094,10768,167136.0,4285527.0
2012-01-06,21092,21309,20632,20877,18056,165421.0,4285527.0
2012-01-09,20876,21741,20714,21742,31691,172278.0,4285527.0
2012-01-10,21957,22201,21309,21418,16793,169707.0,4285527.0
2012-01-11,21201,21768,20822,20850,15716,165207.0,4285527.0
2012-01-12,21201,21201,20552,21039,10577,166707.0,4285527.0
2012-01-13,20930,21146,20389,20660,15376,163707.0,4285527.0
2012-01-16,20389,20660,20173,20282,8299,160707.0,4285527.0
2012-01-17,20253,20632,20253,20255,5733,160493.0,4285527.0
2012-01-18,20416,20876,20281,20634,12982,163493.0,4285527.0
2012-01-19,20876,20876,20281,20336,9443,161136.0,4285527.0
2012-01-20,20335,20335,19577,20038,34198,158779.0,4285527.0
2012-01-25,20038,20281,19848,20038,8589,158779.0,4285527.0
2012-01-26,20064,20253,19497,19633,29713,155565.0,4285527.0
2012-01-27,19632,19740,19442,19471,12129,154279.0,4285527.0
2012-01-30,19469,19740,18875,19173,26958,151922.0,4285527.0
2012-01-31,19253,19280,18848,19092,18652,151416.0,4289401.0
2012-02-01,19090,19497,19037,19308,10018,153132.0,4289401.0
2012-02-02,19334,19659,19145,19525,16125,154847.0,4289401.0
2012-02-03,19523,19604,19199,19254,8094,152703.0,4289401.0
2012-02-06,19307,19469,19199,19389,9788,153775.0,4289401.0
2012-02-07,19551,19551,19118,19308,8551,153132.0,4289401.0
2012-02-08,19307,19497,18848,19254,30961,152703.0,4289401.0
2012-02-09,19253,19307,18928,18957,14262,150381.0,4290460.0
2012-02-10,18956,19172,18766,18957,12626,150381.0,4290460.0
2012-02-13,18982,19523,18982,19471,13490,154457.0,4290460.0
2012-02-14,19469,19523,19253,19525,13075,154886.0,4290460.0
2012-02-15,19604,19713,19469,19497,10208,154671.0,4290460.0
2012-02-16,19307,19686,19118,19254,18452,152740.0,4290460.0
2012-02-17,19497,19659,19090,19282,18995,152955.0,4290460.0
2012-02-20,19280,20389,19280,20120,28417,159605.0,4290460.0
2012-02-21,20146,20578,20010,20282,38118,160892.0,4290460.0
2012-02-22,20308,21146,20308,20850,48108,165397.0,4290460.0
2012-02-23,20930,20930,20416,20553,12618,163037.0,4290460.0
2012-02-24,20902,20902,20227,20607,13701,163467.0,4290460.0
2012-02-27,20794,20794,20200,20282,11524,160892.0,4290460.0
2012-02-28,20443,20984,20173,20687,15072,164110.0,4290460.0
2012-02-29,20740,21201,20740,21012,14802,166684.0,4290460.0
2012-03-02,21092,21201,20876,20985,23009,166470.0,4290460.0
2012-03-05,20984,21039,20552,20579,10820,163252.0,4290460.0
2012-03-06,20740,20876,20200,20282,14602,160892.0,4290460.0
2012-03-07,20064,20416,19929,20120,10499,159605.0,4290460.0
2012-03-08,20362,20362,19983,20066,41168,159176.0,4290460.0
2012-03-09,20173,21092,20091,21094,31343,167328.0,4290460.0
2012-03-12,21119,22552,21011,22283,78161,176767.0,4290460.0
2012-03-13,22444,22444,21850,22148,26075,175694.0,4290460.0
2012-03-14,22174,22417,22012,22175,18874,175943.0,4291283.0
2012-03-15,22174,22958,22174,22824,51426,181092.0,4291283.0
2012-03-16,22823,23959,22768,23690,72165,187958.0,4291283.0
2012-03-19,23418,23796,22768,23392,46215,185598.0,4291283.0
2012-03-20,23634,23634,22552,22553,37327,178947.0,4291283.0
2012-03-21,22444,24337,22390,23987,65504,190318.0,4291283.0
2012-03-22,24013,24526,23580,23662,37071,187744.0,4291283.0
2012-03-23,23526,23877,22985,23013,27093,182594.0,4291283.0
2012-03-26,22958,23012,22255,22364,34625,177445.0,4291283.0
2012-03-27,22580,22823,22093,22716,26347,180234.0,4291283.0
2012-03-28,22768,22958,22012,22257,20449,176586.0,4291283.0
2012-03-29,22227,22282,21254,21418,35890,169935.0,4291283.0
2012-03-30,21471,22282,21254,22283,16394,176801.0,4291283.0
2012-04-02,21903,22363,21903,22202,12088,176157.0,4291283.0
2012-04-03,22309,22552,21606,21796,19336,172939.0,4291283.0
2012-04-04,22039,22039,21011,21256,21928,168647.0,4291283.0
2012-04-05,21335,22012,20740,21553,14543,171008.0,4291283.0
2012-04-06,22282,22580,22012,22229,35590,176372.0,4291283.0
2012-04-09,22525,22796,21985,22364,29117,177445.0,4291283.0
2012-04-10,22498,25717,22472,25717,219987,204051.0,4291283.0
2012-04-12,26825,27420,25473,25691,235628,203941.0,4293491.0
2012-04-13,26068,28123,25879,27584,289413,218968.0,4293491.0
2012-04-16,27041,27582,26636,26799,102916,212742.0,4293491.0
2012-04-17,27150,27150,25554,25636,82559,203511.0,4293491.0
2012-04-18,26121,28015,26095,27421,164454,217680.0,4293491.0
2012-04-19,27420,28123,26744,27205,131761,215963.0,4293491.0
2012-04-20,27799,28718,26338,26339,179599,209093.0,4293491.0
2012-04-23,26121,26933,25527,25555,94677,212982.0,4507547.0
2012-04-24,25203,26203,24959,25366,80018,211404.0,4507547.0
2012-04-25,25689,25689,24634,24879,48926,207814.0,4517704.0
2012-04-26,25095,25500,24121,24257,76944,202619.0,4517704.0
2012-04-27,24364,24716,23418,24311,59573,203071.0,4517704.0
2012-04-30,24554,25608,24337,25393,55571,212106.0,4517704.0
2012-05-02,25473,26149,25175,25934,48276,216624.0,4517704.0
2012-05-03,25851,26473,25500,25555,30749,213462.0,4517704.0
2012-05-04,25527,25689,24986,25123,32092,209847.0,4517704.0
2012-05-07,24554,25338,24554,24716,19276,206459.0,4517704.0
2012-05-08,24959,25879,24716,25610,29720,213913.0,4517704.0
2012-05-09,25662,26771,25419,25906,88626,216398.0,4517704.0
2012-05-10,25717,26230,24933,25204,37577,210850.0,4524685.0
2012-05-11,25310,25959,24554,25691,47007,214923.0,4524685.0
2012-05-14,25689,25933,24851,24960,26901,208814.0,4524685.0
2012-05-15,24580,24716,23959,24339,28183,203611.0,4524685.0
2012-05-16,24337,24608,23283,23283,27300,194788.0,4524685.0
2012-05-17,23039,23472,22850,23257,18498,194561.0,4524685.0
2012-05-18,22823,22958,21741,21932,28899,183476.0,4524685.0
2012-05-21,22065,22876,22065,22824,23931,190942.0,4524685.0
2012-05-22,23201,23472,22958,23094,16361,193204.0,4524685.0
2012-05-23,23255,23255,22227,22257,13857,186191.0,4524685.0
2012-05-24,22255,23066,22227,22770,14763,190489.0,4524685.0
2012-05-25,22580,22904,22120,22553,18594,188679.0,4524685.0
2012-05-29,22525,22850,22390,22499,17880,198194.0,4764271.0
2012-05-30,22525,22823,22525,22689,13506,199861.0,4764271.0
2012-05-31,22255,22796,22255,22662,8696,199623.0,4764271.0
2012-06-01,22796,24229,22661,23824,42572,209866.0,4764271.0
2012-06-04,22985,23742,22931,23365,25510,205817.0,4764271.0
2012-06-05,23959,25148,23580,24528,52431,216060.0,4764271.0
2012-06-07,24878,25310,24229,24690,27071,217489.0,4764271.0
2012-06-08,24608,24797,23905,23905,22691,210581.0,4764271.0
2012-06-11,24284,24797,24013,24339,13370,214392.0,4764271.0
2012-06-12,24229,24716,24013,24284,16792,213921.0,4764396.0
2012-06-13,24499,24608,23661,23690,14957,208681.0,4764396.0
2012-06-14,23796,24229,23364,23527,13394,207251.0,4764396.0
2012-06-15,23823,23823,23093,23149,13271,203916.0,4764396.0
2012-06-18,23364,24554,23364,24392,26056,214874.0,4764396.0
2012-06-19,24039,24824,24039,24554,19454,216304.0,4764396.0
2012-06-20,24878,24959,24392,24473,16513,215589.0,4764396.0
2012-06-21,24392,25040,24202,24339,21938,214398.0,4764396.0
2012-06-22,23823,24256,23796,23879,11516,210348.0,4764396.0
2012-06-25,23661,23959,23498,23500,15564,207013.0,4764396.0
2012-06-26,23066,23526,22850,22878,26037,201534.0,4764396.0
2012-06-27,22876,23472,22796,23311,9955,205345.0,4764396.0
2012-06-28,23498,23607,23093,23527,11849,207251.0,4764396.0
2012-06-29,23336,23877,23228,23770,11347,209395.0,4764396.0
2012-07-02,23851,23851,23526,23581,9252,207728.0,4764396.0
2012-07-03,23364,23742,23201,23473,14785,206775.0,4764396.0
2012-07-04,23472,25338,23472,25339,63347,223212.0,4764396.0
2012-07-05,25689,26555,25365,26015,104500,229167.0,4764396.0
2012-07-06,26338,27528,25906,27367,102291,241078.0,4764396.0
2012-07-09,27366,28069,27041,27367,52519,241078.0,4764396.0
2012-07-10,27853,28393,27312,28287,83257,249251.0,4765803.0
2012-07-11,28393,29204,28069,29098,95992,256400.0,4765803.0
2012-07-12,29204,30611,29042,30342,173259,267362.0,4765803.0
2012-07-13,30719,31044,28934,29693,92309,261643.0,4765803.0
2012-07-16,29583,30773,29313,29638,58004,261166.0,4765803.0
2012-07-17,29854,30232,28664,29098,82486,256400.0,4765803.0
2012-07-18,29583,30773,28880,30504,89006,268791.0,4765803.0
2012-07-19,30719,31747,30232,31748,84735,279753.0,4765803.0
2012-07-20,31747,32396,31423,31802,65671,280229.0,4765803.0
2012-07-23,31639,32450,30882,32289,55513,284518.0,4765803.0
2012-07-24,32504,32720,30773,30991,73541,273081.0,4765803.0
2012-07-25,30557,31315,29854,30071,72199,264979.0,4765803.0
2012-07-26,30395,31747,29583,31694,85201,279276.0,4765803.0
2012-07-27,31909,33099,31477,32883,84046,289761.0,4765803.0
2012-07-30,33424,33694,32288,32883,51357,289761.0,4765803.0
2012-07-31,32990,33261,31909,32721,40703,288331.0,4765803.0
2012-08-01,32450,33640,32234,32938,49401,290237.0,4765803.0
2012-08-02,33153,34343,33045,34019,79757,299769.0,4765803.0
2012-08-03,33910,34235,33315,33912,39177,298816.0,4765803.0
2012-08-06,34072,34072,32883,32883,44640,289761.0,4765803.0
2012-08-07,32883,35154,32450,35155,86149,309777.0,4765803.0
2012-08-08,34884,35317,34397,34506,46495,304058.0,4765803.0
2012-08-09,34776,35803,34181,34182,70576,304714.0,4821423.0
2012-08-10,34343,35100,33748,34236,47005,305196.0,4821423.0
2012-08-13,34127,34938,33856,34290,27152,305678.0,4821423.0
2012-08-14,34343,35587,34181,34398,53031,306643.0,4821423.0
2012-08-16,34776,35695,34397,35588,62653,317250.0,4821423.0
