스튜디오드래곤(253450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-02-07,76500,78000,71100,71400,213525,2001859.0,28037240.0
2018-02-08,73500,76600,72200,75600,194137,2119615.0,28037240.0
2018-02-09,72600,78100,72600,77000,169083,2158867.0,28037240.0
2018-02-12,78000,80800,77500,79000,144378,2214942.0,28037240.0
2018-02-13,81300,81300,79400,79400,110770,2226157.0,28037240.0
2018-02-14,79500,80700,78400,79500,83486,2228961.0,28037240.0
2018-02-19,80100,81000,79200,79700,83005,2234568.0,28037240.0
2018-02-20,80400,80500,76900,77800,114369,2181297.0,28037240.0
2018-02-21,77800,78400,76000,76200,100292,2136438.0,28037240.0
2018-02-22,76800,78000,75200,75800,74370,2125223.0,28037240.0
2018-02-23,75900,80900,75300,80400,280155,2254194.0,28037240.0
2018-02-26,78200,82000,77400,80000,436786,2242979.0,28037240.0
2018-02-27,80700,90600,80200,88600,793528,2484099.0,28037240.0
2018-02-28,87500,91300,86200,87700,301601,2458866.0,28037240.0
2018-03-02,86700,88700,85600,87300,185709,2447651.0,28037240.0
2018-03-05,89900,91600,86600,87300,227553,2447651.0,28037240.0
2018-03-06,89000,89400,85400,88100,142762,2470081.0,28037240.0
2018-03-07,88900,90500,86300,87600,194932,2456062.0,28037240.0
2018-03-08,87400,88700,86000,87200,115643,2444847.0,28037240.0
2018-03-09,86600,91700,86600,91000,286056,2551389.0,28037240.0
2018-03-12,91700,94200,88400,90100,311340,2526155.0,28037240.0
2018-03-13,91000,93500,89200,93500,195381,2621482.0,28037240.0
2018-03-14,92900,95100,92100,93700,112570,2627089.0,28037240.0
2018-03-15,93300,98400,93300,97700,252303,2739238.0,28037240.0
2018-03-16,98000,100400,96200,97000,215913,2719612.0,28037240.0
2018-03-19,97800,99500,96600,97400,107202,2730827.0,28037240.0
2018-03-20,96000,98800,95400,98000,149476,2747650.0,28037240.0
2018-03-21,98500,99400,97300,98500,116225,2761668.0,28037240.0
2018-03-22,99700,99700,96500,97900,95550,2744846.0,28037240.0
2018-03-23,95600,96800,93000,94500,147706,2649519.0,28037240.0
2018-03-26,94100,97500,93100,95800,162117,2685968.0,28037240.0
2018-03-27,97500,98000,95700,97600,139631,2736435.0,28037240.0
2018-03-28,96100,96900,91700,94000,293003,2635501.0,28037240.0
2018-03-29,94100,95600,91700,95500,199568,2677556.0,28037240.0
2018-03-30,96400,96500,92600,92600,135523,2596248.0,28037240.0
2018-04-02,95500,99000,94200,96800,257776,2714005.0,28037240.0
2018-04-03,96700,98700,95600,98600,187984,2764472.0,28037240.0
2018-04-04,98600,98900,92900,94600,196147,2652323.0,28037240.0
2018-04-05,95900,96200,90000,91700,285115,2571015.0,28037240.0
2018-04-06,92600,93800,91700,92500,102858,2593445.0,28037240.0
2018-04-09,92500,93600,91500,92000,95591,2579426.0,28037240.0
2018-04-10,92000,93200,90200,91300,98305,2559800.0,28037240.0
2018-04-11,92600,94300,91400,91500,116701,2565407.0,28037240.0
2018-04-12,92000,92000,88500,90000,187084,2523352.0,28037240.0
2018-04-13,90200,93500,89000,93100,146899,2610267.0,28037240.0
2018-04-16,93500,95800,93500,95600,136880,2680360.0,28037240.0
2018-04-17,96500,98000,96000,96900,153328,2716809.0,28037240.0
2018-04-18,98500,99000,96000,96600,162646,2708397.0,28037240.0
2018-04-19,96100,96700,93900,94200,103971,2641108.0,28037240.0
2018-04-20,93700,95000,92500,93000,86316,2607463.0,28037240.0
2018-04-23,93000,93500,91000,91300,73042,2559800.0,28037240.0
2018-04-24,91500,92900,89900,90300,101369,2531763.0,28037240.0
2018-04-25,88700,90400,85200,87700,228417,2458866.0,28037240.0
2018-04-26,88000,88800,85100,85300,139052,2391577.0,28037240.0
2018-04-27,86300,87900,85300,87400,84068,2450455.0,28037240.0
2018-04-30,85300,86900,80100,84600,360677,2371951.0,28037240.0
2018-05-02,83500,84500,81200,81800,132144,2293446.0,28037240.0
2018-05-03,81100,85500,81100,84800,130388,2377558.0,28037240.0
2018-05-04,83900,87400,82500,83900,131875,2352324.0,28037240.0
2018-05-08,87200,87200,78800,79600,179948,2231764.0,28037240.0
2018-05-09,80400,83600,78400,83600,126209,2343913.0,28037240.0
2018-05-10,84000,85800,82000,84100,96742,2357932.0,28037240.0
2018-05-11,83600,92800,83600,92000,387204,2579426.0,28037240.0
2018-05-14,92300,93400,90600,92800,115593,2601856.0,28037240.0
2018-05-15,93400,93400,92200,92800,66741,2601856.0,28037240.0
2018-05-16,92000,93200,89700,92900,79575,2604660.0,28037240.0
2018-05-17,92900,93400,91500,93000,68604,2607463.0,28037240.0
2018-05-18,93300,95900,93300,95300,106199,2671949.0,28037240.0
2018-05-21,95800,98000,93900,96200,113504,2697182.0,28037240.0
2018-05-23,97700,99200,96100,99000,189072,2775687.0,28037240.0
2018-05-24,99500,100800,97900,98300,145701,2756061.0,28037240.0
2018-05-25,97100,100400,95300,96400,206607,2702790.0,28037240.0
2018-05-28,95000,97000,93900,95600,130784,2680360.0,28037240.0
2018-05-29,95600,105000,95600,102700,429857,2879425.0,28037240.0
2018-05-30,103400,108100,100300,107800,311310,3022414.0,28037240.0
2018-05-31,108500,109900,104400,107700,221039,3019611.0,28037240.0
2018-06-01,108000,114000,108000,110400,214851,3095311.0,28037240.0
2018-06-04,112400,115000,106100,108900,226918,3053255.0,28037240.0
2018-06-05,109900,111400,107700,109200,158431,3061667.0,28037240.0
2018-06-07,110000,111600,106900,108900,203234,3053255.0,28037240.0
2018-06-08,109300,109300,104900,106000,195844,2971947.0,28037240.0
2018-06-11,105200,108900,103800,108600,153160,3044844.0,28037240.0
2018-06-12,108700,111200,105300,109900,172162,3081293.0,28037240.0
2018-06-14,109600,111300,105100,105100,516844,2946714.0,28037240.0
2018-06-15,104500,112000,104500,108900,433389,3053255.0,28037240.0
2018-06-18,108900,109500,104000,107200,168389,3005592.0,28037240.0
2018-06-19,106900,109800,105100,106000,96575,2971947.0,28037240.0
2018-06-20,107600,118000,107500,117100,259966,3283161.0,28037240.0
2018-06-21,119000,121000,115100,116100,228452,3255124.0,28037240.0
2018-06-22,121000,121100,110000,112300,375978,3148582.0,28037240.0
2018-06-25,113400,115300,110000,111000,131961,3112134.0,28037240.0
2018-06-26,107300,110900,106000,109000,193301,3056059.0,28037240.0
2018-06-27,109200,116500,109100,112900,220845,3165404.0,28037240.0
2018-06-28,112800,115100,111400,112000,73675,3140171.0,28037240.0
2018-06-29,114000,116700,110800,115800,111864,3246712.0,28037240.0
2018-07-02,115800,116600,111400,111400,144582,3123349.0,28037240.0
2018-07-03,114000,115900,111200,113100,110827,3171012.0,28037240.0
2018-07-04,113200,114200,111700,112300,68871,3148582.0,28037240.0
2018-07-05,112600,112900,107000,109000,146978,3056059.0,28037240.0
2018-07-06,109100,111200,102100,108600,253098,3044844.0,28037240.0
2018-07-09,109600,111200,103900,106100,237604,2974751.0,28037240.0
2018-07-10,107100,109200,106200,106500,189374,2985966.0,28037240.0
2018-07-11,106500,108300,105100,106200,117005,2977555.0,28037240.0
2018-07-12,106900,120000,106700,119800,554187,3358861.0,28037240.0
2018-07-13,120000,123500,117800,119800,245134,3358861.0,28037240.0
2018-07-16,119300,119700,115800,116000,152032,3252320.0,28037240.0
2018-07-17,111000,115000,108100,110400,494817,3095311.0,28037240.0
2018-07-18,112600,117900,110600,111500,238794,3126152.0,28037240.0
2018-07-19,112700,112900,104900,106000,329774,2971947.0,28037240.0
2018-07-20,105100,107700,100600,103300,221336,2896247.0,28037240.0
2018-07-23,103000,103300,97600,98100,206397,2750453.0,28037240.0
2018-07-24,99600,102400,98500,101000,181561,2831761.0,28037240.0
2018-07-25,102000,102100,98000,98300,136625,2756061.0,28037240.0
2018-07-26,99500,102500,98300,102500,144583,2873817.0,28037240.0
2018-07-27,102500,106000,101600,104500,139243,2929892.0,28037240.0
2018-07-30,103400,103700,98600,99000,236358,2775687.0,28037240.0
2018-07-31,98100,98200,92200,94500,510868,2649519.0,28037240.0
2018-08-01,95400,99000,94500,98700,305434,2767276.0,28037240.0
2018-08-02,98700,100100,96300,98700,189765,2767276.0,28037240.0
2018-08-03,100000,100600,97700,98700,84253,2767276.0,28037240.0
2018-08-06,99100,100400,94900,95000,155095,2663538.0,28037240.0
2018-08-07,95200,96400,90800,92200,408383,2585034.0,28037240.0
2018-08-08,95100,99400,94200,96000,503305,2691575.0,28037240.0
2018-08-09,96500,103700,94300,102500,450558,2873817.0,28037240.0
2018-08-10,102200,105100,100700,104500,271237,2929892.0,28037240.0
2018-08-13,103500,103600,99000,99400,211963,2786902.0,28037240.0
2018-08-14,99400,104200,99400,103700,166910,2907462.0,28037240.0
2018-08-16,100600,106100,99500,105300,203385,2952321.0,28037240.0
2018-08-17,105900,108500,103800,105100,183154,2946714.0,28037240.0
2018-08-20,105100,105900,101400,102400,130340,2871013.0,28037240.0
2018-08-21,103400,104600,102800,103100,137646,2890639.0,28037240.0
2018-08-22,103700,107200,103000,104900,160911,2941106.0,28037240.0
2018-08-23,106400,110400,106000,110100,276746,3086900.0,28037240.0
2018-08-24,109600,115000,108500,112700,250979,3159797.0,28037240.0
2018-08-27,113200,118700,112800,114800,240676,3218675.0,28037240.0
2018-08-28,116000,116300,109100,109500,245373,3070078.0,28037240.0
2018-08-29,109500,112600,108800,109700,130108,3075685.0,28037240.0
2018-08-30,110000,112100,108600,110000,92453,3084096.0,28037240.0
2018-08-31,110000,112300,107000,110500,131558,3098115.0,28037240.0
2018-09-03,109900,111500,106200,107700,165893,3019611.0,28037240.0
2018-09-04,107700,109500,106500,107900,112909,3025218.0,28037240.0
2018-09-05,107100,108000,104300,104700,111418,2935499.0,28037240.0
2018-09-06,104000,105600,101500,103500,166296,2901854.0,28037240.0
2018-09-07,102700,105600,102500,104400,130024,2927088.0,28037240.0
2018-09-10,104000,104400,102500,102600,56673,2876621.0,28037240.0
2018-09-11,102500,106600,102500,106000,115448,2971947.0,28037240.0
2018-09-12,105500,113900,105500,110300,399392,3092508.0,28037240.0
2018-09-13,110300,113000,108900,112400,137833,3151386.0,28037240.0
2018-09-14,112300,113400,109500,111400,80376,3123349.0,28037240.0
2018-09-17,111000,112300,106700,108000,101433,3028022.0,28037240.0
2018-09-18,107500,107800,104600,107000,118985,2999985.0,28037240.0
2018-09-19,108900,112600,108200,111500,140965,3126152.0,28037240.0
2018-09-20,111000,112600,109300,109400,91609,3067274.0,28037240.0
2018-09-21,109600,112200,108600,110700,61823,3103722.0,28037240.0
2018-09-27,111500,115200,111100,113800,138088,3190638.0,28037240.0
2018-09-28,114700,117700,114600,115500,172263,3238301.0,28037240.0
2018-10-01,115500,119000,115100,116300,144884,3260731.0,28037240.0
2018-10-02,117100,117900,109600,110100,175741,3086900.0,28037240.0
2018-10-04,112000,112600,107000,110400,90665,3095311.0,28037240.0
2018-10-05,110200,110800,107800,108600,85985,3044844.0,28037240.0
2018-10-08,109000,109500,102500,102700,155941,2879425.0,28037240.0
2018-10-10,104400,104800,99100,101600,164651,2848584.0,28037240.0
2018-10-11,91500,100600,91500,98700,222152,2767276.0,28037240.0
2018-10-12,97100,100900,97100,100400,129970,2814939.0,28037240.0
2018-10-15,101300,102700,99100,99800,76619,2798117.0,28037240.0
2018-10-16,100400,101400,99200,100600,77948,2820546.0,28037240.0
2018-10-17,106300,111900,104000,109300,443636,3064470.0,28037240.0
2018-10-18,111000,111000,106300,106600,102083,2988770.0,28037240.0
2018-10-19,106400,108300,103600,107700,90181,3019611.0,28037240.0
2018-10-22,107000,109900,106400,109700,64293,3075685.0,28037240.0
2018-10-23,109800,111000,106500,108400,135748,3039237.0,28037240.0
2018-10-24,109500,109800,100000,102700,262602,2879425.0,28037240.0
2018-10-25,99000,99900,94000,96600,290386,2708397.0,28037240.0
2018-10-26,98600,99400,90500,92800,212102,2601856.0,28037240.0
2018-10-29,93000,95500,89500,89500,144824,2509333.0,28037240.0
2018-10-30,89100,92600,85600,91900,278565,2576622.0,28037240.0
2018-10-31,92100,93400,90100,92000,87358,2579426.0,28037240.0
2018-11-01,94000,101500,94000,96300,252772,2699986.0,28037240.0
2018-11-02,99000,101500,98300,101500,125729,2845780.0,28037240.0
2018-11-05,101500,103800,98500,103700,113737,2907462.0,28037240.0
2018-11-06,104200,105400,99600,100600,93668,2820546.0,28037240.0
2018-11-07,100600,100700,95900,97500,227557,2733631.0,28037240.0
2018-11-08,105600,108800,101300,104000,432844,2915873.0,28037240.0
2018-11-09,104000,104100,100000,100400,121153,2814939.0,28037240.0
2018-11-12,98600,104900,98600,101200,161520,2837369.0,28037240.0
2018-11-13,99600,103400,98300,102700,117465,2879425.0,28037240.0
2018-11-14,102100,106300,100000,104300,145585,2924284.0,28037240.0
2018-11-15,104200,110000,103100,109900,182901,3081293.0,28037240.0
2018-11-16,109800,111700,107000,108700,105633,3047648.0,28037240.0
2018-11-19,108700,109900,106500,107600,70683,3016807.0,28037240.0
2018-11-20,105000,108100,103400,106200,159126,2977555.0,28037240.0
2018-11-21,105000,106000,103100,104800,88174,2938303.0,28037240.0
2018-11-22,106000,108700,105200,105700,116653,2963536.0,28037240.0
2018-11-23,105800,106700,102700,103600,93250,2904658.0,28037240.0
2018-11-26,103100,110100,103100,109600,179359,3072882.0,28037240.0
2018-11-27,110200,114800,108300,114100,258511,3199049.0,28037240.0
2018-11-28,114000,115400,111900,113200,121115,3173816.0,28037240.0
2018-11-29,115500,116200,107900,109100,132528,3058863.0,28037240.0
2018-11-30,109100,110200,106200,108300,133197,3036433.0,28037240.0
2018-12-03,111100,112500,108100,109000,214869,3056059.0,28037240.0
2018-12-04,108500,110500,108100,109100,495414,3058863.0,28037240.0
2018-12-05,106000,107400,103300,103800,249215,2910266.0,28037240.0
2018-12-06,103700,104400,99000,99400,230773,2786902.0,28037240.0
2018-12-07,100400,101400,98700,99400,130624,2786902.0,28037240.0
2018-12-10,98200,98200,94600,95500,229901,2677874.0,28040570.0
2018-12-11,96700,99700,95900,97200,156371,2725543.0,28040570.0
2018-12-12,95100,97400,95100,96800,148306,2714327.0,28040570.0
2018-12-13,98000,98100,95600,96400,149449,2703111.0,28040570.0
2018-12-14,97000,97000,92100,92700,203091,2599361.0,28040570.0
2018-12-17,91800,92800,89800,91200,185808,2558296.0,28051490.0
2018-12-18,89900,91400,89000,89900,140806,2521829.0,28051490.0
2018-12-19,90500,93900,89400,92900,195707,2605983.0,28051490.0
2018-12-20,91600,95700,91100,92500,187922,2594763.0,28051490.0
2018-12-21,92000,95700,91900,95100,151347,2667697.0,28051490.0
2018-12-24,94800,96000,93500,94600,95770,2653671.0,28051490.0
2018-12-26,92500,94100,91100,92300,175217,2589153.0,28051490.0
2018-12-27,94500,96000,90500,90900,186156,2549880.0,28051490.0
2018-12-28,91600,92700,89600,92400,176609,2591958.0,28051490.0
2019-01-02,93400,94300,90700,90800,169720,2547075.0,28051490.0
2019-01-03,91600,92200,89700,89900,116657,2521829.0,28051490.0
2019-01-04,89500,89900,85900,88800,278714,2490972.0,28051490.0
2019-01-07,91900,94000,91700,93000,255314,2608789.0,28051490.0
2019-01-08,94300,95000,91900,92000,125748,2580737.0,28051490.0
2019-01-09,92600,94400,91500,94000,131687,2636840.0,28051490.0
2019-01-10,94100,96800,93200,96300,173112,2701358.0,28051490.0
2019-01-11,97000,97400,94000,95500,123425,2678917.0,28051490.0
2019-01-14,96400,97200,95800,96000,112058,2692943.0,28051490.0
2019-01-15,96000,97300,93800,94500,150049,2650866.0,28051490.0
2019-01-16,97800,98600,93700,94000,279321,2636840.0,28051490.0
2019-01-17,94600,95000,90500,90700,234693,2544270.0,28051490.0
2019-01-18,90500,91500,88700,89300,327725,2504998.0,28051490.0
2019-01-21,89600,90200,87600,87800,200156,2462921.0,28051490.0
2019-01-22,88200,89500,87800,88000,130445,2468531.0,28051490.0
2019-01-23,88100,90700,88000,88500,191177,2482557.0,28051490.0
2019-01-24,88600,89100,87900,88400,123993,2479752.0,28051490.0
2019-01-25,88600,90700,88400,90600,152247,2541465.0,28051490.0
2019-01-28,91400,91400,89800,90400,108380,2535855.0,28051490.0
2019-01-29,90200,90200,87900,88000,215019,2468531.0,28051490.0
2019-01-30,88000,88500,88000,88200,90735,2474141.0,28051490.0
2019-01-31,88800,90400,88600,90300,136524,2533050.0,28051490.0
2019-02-01,90300,90500,89000,89200,103564,2502193.0,28051490.0
2019-02-07,89800,93100,89800,92900,301743,2605983.0,28051490.0
2019-02-08,92300,92800,91600,92100,129700,2583542.0,28051490.0
2019-02-11,92100,93500,92000,92900,144630,2605983.0,28051490.0
2019-02-12,92400,93400,91000,92200,135584,2586347.0,28051490.0
2019-02-13,93100,94800,92800,94500,226476,2650866.0,28051490.0
2019-02-14,94500,94800,92800,94600,132980,2653671.0,28051490.0
2019-02-15,93800,98400,92700,97600,538221,2737825.0,28051490.0
2019-02-18,98000,98100,95100,95500,210181,2678917.0,28051490.0
2019-02-19,96200,96200,94100,94400,197611,2648061.0,28051490.0
2019-02-20,94400,95300,93500,94800,153883,2659281.0,28051490.0
2019-02-21,94600,96900,94600,95700,180566,2684528.0,28051490.0
2019-02-22,95700,96400,94100,95300,109350,2673307.0,28051490.0
2019-02-25,95300,99000,95300,98300,227573,2757461.0,28051490.0
2019-02-26,98200,99000,96300,97200,166840,2726605.0,28051490.0
2019-02-27,97400,97400,94600,95900,171671,2690138.0,28051490.0
2019-02-28,95500,95600,94100,94100,149980,2639645.0,28051490.0
2019-03-04,93900,95100,92600,93100,157923,2611594.0,28051490.0
2019-03-05,92600,93100,91300,91900,123659,2577932.0,28051490.0
2019-03-06,92600,94000,92000,93600,108065,2625619.0,28051490.0
2019-03-07,93600,93800,91900,92600,116250,2597568.0,28051490.0
2019-03-08,91600,93700,91100,92200,114930,2586347.0,28051490.0
2019-03-11,92000,92700,90300,92300,111335,2589153.0,28051490.0
2019-03-12,92600,96600,92600,96200,352917,2698553.0,28051490.0
2019-03-13,96300,97400,94900,96400,137819,2704164.0,28051490.0
2019-03-14,96900,96900,94100,94500,164304,2650866.0,28051490.0
2019-03-15,94500,94500,90800,91600,249043,2569516.0,28051490.0
2019-03-18,92100,93500,91600,93500,91572,2622814.0,28051490.0
2019-03-19,93500,93600,92400,92700,55951,2600373.0,28051490.0
2019-03-20,92700,92700,89800,90600,215226,2541465.0,28051490.0
2019-03-21,90700,91800,90200,90800,92804,2547075.0,28051490.0
2019-03-22,90800,91300,90300,90700,56222,2544270.0,28051490.0
2019-03-25,89200,90100,88600,88700,115440,2488167.0,28051490.0
2019-03-26,90300,91200,89800,90900,97493,2549880.0,28051490.0
2019-03-27,91500,91500,88100,88200,211758,2474141.0,28051490.0
2019-03-28,88200,89200,87400,88100,85842,2471336.0,28051490.0
2019-03-29,88400,89400,87500,89300,75028,2504998.0,28051490.0
2019-04-01,89400,90200,89300,89900,72221,2521829.0,28051490.0
2019-04-02,90100,91000,89500,90300,94445,2533050.0,28051490.0
2019-04-03,91400,93300,91100,92700,245458,2600373.0,28051490.0
2019-04-04,92300,93600,92000,92900,105417,2605983.0,28051490.0
2019-04-05,93000,93700,91400,92200,91747,2586347.0,28051490.0
2019-04-08,92700,93000,90200,90400,98692,2535855.0,28051490.0
2019-04-09,89900,91700,89200,91500,117284,2566711.0,28051490.0
2019-04-10,90500,90800,89800,90000,104753,2524634.0,28051490.0
2019-04-11,90200,92200,89800,91900,163717,2577932.0,28051490.0
2019-04-12,91800,91900,90300,90400,100901,2535855.0,28051490.0
2019-04-15,91700,95000,91000,94200,338035,2642450.0,28051490.0
2019-04-16,95400,97800,94000,97300,387361,2729410.0,28051490.0
2019-04-17,97500,97900,96200,96900,181020,2718189.0,28051490.0
2019-04-18,97200,97300,92800,93200,163114,2614399.0,28051490.0
2019-04-19,93500,94000,92400,92700,79182,2600373.0,28051490.0
2019-04-22,93100,94600,92800,93100,73413,2611594.0,28051490.0
2019-04-23,93300,94000,91800,92300,96371,2589153.0,28051490.0
2019-04-24,93100,93400,90500,90800,122271,2547075.0,28051490.0
2019-04-25,90800,91300,90000,90000,93993,2524634.0,28051490.0
2019-04-26,90000,91000,89100,89900,87689,2521829.0,28051490.0
2019-04-29,90800,90800,89500,90200,71154,2530244.0,28051490.0
2019-04-30,91900,93500,90800,91800,139369,2575127.0,28051490.0
2019-05-02,91900,92500,91200,92400,58117,2591958.0,28051490.0
2019-05-03,92400,92400,91600,91800,38836,2575127.0,28051490.0
2019-05-07,90600,91100,90000,90800,65661,2547075.0,28051490.0
2019-05-08,90100,91100,90000,90400,58712,2535855.0,28051490.0
2019-05-09,90900,91000,89000,89300,119699,2504998.0,28051490.0
2019-05-10,89200,90000,80900,83900,636413,2353520.0,28051490.0
2019-05-13,83800,83800,81500,81500,174647,2286196.0,28051490.0
2019-05-14,79200,81200,79000,80200,183463,2249729.0,28051490.0
2019-05-15,80300,83600,80200,83300,134865,2336689.0,28051490.0
2019-05-16,83900,84600,81800,82500,69479,2314248.0,28051490.0
2019-05-17,82500,83700,82000,82200,58130,2305832.0,28051490.0
2019-05-20,82000,83500,80800,81800,63270,2294612.0,28051490.0
2019-05-21,81800,82800,79800,80100,125844,2246924.0,28051490.0
2019-05-22,80100,80700,74000,74300,410161,2084226.0,28051490.0
2019-05-23,73900,74300,71900,72200,372002,2025318.0,28051490.0
2019-05-24,71800,72600,71000,71100,156807,1994461.0,28051490.0
2019-05-27,71700,75800,71500,75200,264751,2109472.0,28051490.0
2019-05-28,76800,76900,72600,74100,188109,2078615.0,28051490.0
2019-05-29,74400,74400,72300,72900,94071,2044954.0,28051490.0
2019-05-30,72600,74900,72500,73400,130038,2058979.0,28051490.0
2019-05-31,73500,74700,72000,73800,141248,2070200.0,28051490.0
2019-06-03,73100,73100,65800,66900,834228,1876645.0,28051490.0
2019-06-04,66700,69600,66600,68800,396807,1929943.0,28051490.0
2019-06-05,69300,71500,69300,69700,221706,1955189.0,28051490.0
2019-06-07,70100,73700,70100,73600,203701,2064590.0,28051490.0
2019-06-10,74200,74700,72000,72500,255058,2033733.0,28051490.0
2019-06-11,72500,72500,71100,71600,147240,2008487.0,28051490.0
2019-06-12,71600,73500,71000,73300,145060,2056174.0,28051490.0
2019-06-13,74000,74100,72800,73800,157515,2070200.0,28051490.0
2019-06-14,74100,74200,70200,71500,154159,2005682.0,28051490.0
2019-06-17,70500,71200,67500,68200,371701,1913112.0,28051490.0
2019-06-18,68700,69900,68000,69600,164296,1952384.0,28051490.0
2019-06-19,70400,72600,70000,72000,167824,2019707.0,28051490.0
2019-06-20,72500,73000,70000,72300,97646,2028123.0,28051490.0
2019-06-21,72300,72400,70900,71100,96601,1994461.0,28051490.0
2019-06-24,70300,70800,69000,69200,138327,1941163.0,28051490.0
2019-06-25,69900,70700,69200,69300,96794,1943968.0,28051490.0
2019-06-26,68600,70500,68600,69700,66945,1955189.0,28051490.0
2019-06-27,69100,70000,68500,68800,157953,1929943.0,28051490.0
2019-06-28,68400,69700,67800,68000,95500,1907501.0,28051490.0
2019-07-01,68100,69300,67500,68500,96222,1921527.0,28051490.0
2019-07-02,68100,69100,67500,68000,88814,1907501.0,28051490.0
2019-07-03,68100,68400,65200,66000,217626,1851398.0,28051490.0
2019-07-04,66000,68100,66000,67100,131174,1882255.0,28051490.0
2019-07-05,67500,68100,66800,67900,75333,1904696.0,28051490.0
2019-07-08,69000,71100,68500,69200,257255,1941163.0,28051490.0
2019-07-09,70000,70600,66600,66900,170089,1876645.0,28051490.0
2019-07-10,66900,69900,66900,69400,135809,1946773.0,28051490.0
2019-07-11,70200,70200,68100,69100,89794,1938358.0,28051490.0
2019-07-12,69000,69200,67700,68900,58092,1932748.0,28051490.0
2019-07-15,71100,71200,69900,70400,157802,1974825.0,28051490.0
2019-07-16,70500,70700,69300,69700,87801,1955189.0,28051490.0
2019-07-17,69700,69800,67600,68100,106886,1910306.0,28051490.0
2019-07-18,69200,69200,65900,67000,169456,1879450.0,28051490.0
2019-07-19,66600,67600,66200,67500,79850,1893476.0,28051490.0
2019-07-22,67600,67700,66700,67000,67522,1879450.0,28051490.0
2019-07-23,66600,67400,66600,66800,48797,1873840.0,28051490.0
2019-07-24,67300,67300,66000,66200,82868,1857009.0,28051490.0
2019-07-25,66500,66500,62000,63200,233479,1772854.0,28051490.0
