아미노로직스(074430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-07-27,1010,1019,950,973,39031,21000.0,4000000.0
2004-07-28,991,1017,974,994,43387,21440.0,4000000.0
2004-07-29,991,1084,976,1005,132582,21680.0,4000000.0
2004-07-30,1049,1049,947,997,51773,21520.0,4000000.0
2004-08-02,997,997,937,940,34417,20280.0,4000000.0
2004-08-03,936,962,909,918,25760,19800.0,4000000.0
2004-08-04,893,965,889,942,49667,20320.0,4000000.0
2004-08-05,936,1021,936,1019,46331,22000.0,4000000.0
2004-08-06,978,1019,978,1003,17236,21640.0,4000000.0
2004-08-09,1002,1062,989,1044,69583,22520.0,4000000.0
2004-08-10,1054,1108,1043,1103,73987,23800.0,4000000.0
2004-08-11,1138,1138,1075,1077,66838,23240.0,4000000.0
2004-08-12,1071,1112,1056,1066,28323,23000.0,4000000.0
2004-08-13,1058,1093,1058,1071,39133,23120.0,4000000.0
2004-08-16,1056,1104,1056,1090,27463,23520.0,4000000.0
2004-08-17,1101,1138,1086,1110,31080,23960.0,4000000.0
2004-08-18,1104,1121,1086,1112,19468,24000.0,4000000.0
2004-08-19,1115,1199,1115,1166,61370,25160.0,4000000.0
2004-08-20,1184,1186,1132,1183,29034,25520.0,4000000.0
2004-08-23,1223,1223,1139,1140,36993,24600.0,4000000.0
2004-08-24,1145,1164,1126,1147,28467,24760.0,4000000.0
2004-08-25,1139,1201,1139,1192,28972,25720.0,4000000.0
2004-08-26,1221,1332,1221,1281,128039,27640.0,4000000.0
2004-08-27,1304,1304,1238,1251,51395,27000.0,4000000.0
2004-08-30,1232,1297,1232,1238,28990,26720.0,4000000.0
2004-08-31,1238,1264,1238,1253,13172,27040.0,4000000.0
2004-09-01,1284,1295,1232,1290,17282,27840.0,4000000.0
2004-09-02,1297,1304,1240,1268,24080,27360.0,4000000.0
2004-09-03,1132,1256,1132,1210,23304,26120.0,4000000.0
2004-09-06,1245,1245,1193,1218,5090,26280.0,4000000.0
2004-09-07,1199,1221,1191,1209,15894,26080.0,4000000.0
2004-09-08,1190,1238,1190,1218,15415,26280.0,4000000.0
2004-09-09,1273,1316,1258,1270,66511,27400.0,4000000.0
2004-09-10,1293,1345,1277,1346,87860,29040.0,4000000.0
2004-09-13,1362,1469,1317,1422,164202,30680.0,4000000.0
2004-09-14,1469,1469,1366,1390,45494,30000.0,4000000.0
2004-09-15,1423,1497,1373,1455,57196,31400.0,4000000.0
2004-09-16,1445,1462,1418,1433,32720,30920.0,4000000.0
2004-09-17,1449,1468,1390,1405,32093,30320.0,4000000.0
2004-09-20,1392,1405,1367,1375,34566,29680.0,4000000.0
2004-09-21,1388,1475,1354,1398,32490,30160.0,4000000.0
2004-09-22,1416,1475,1416,1455,88278,31400.0,4000000.0
2004-09-23,1458,1458,1390,1401,25411,30240.0,4000000.0
2004-09-24,1371,1412,1354,1374,29185,29640.0,4000000.0
2004-09-30,1373,1405,1367,1405,17990,30320.0,4000000.0
2004-10-01,1397,1421,1369,1383,20520,29840.0,4000000.0
2004-10-04,1390,1547,1390,1472,293036,31760.0,4000000.0
2004-10-05,1471,1538,1458,1522,82362,32840.0,4000000.0
2004-10-06,1575,1575,1484,1485,46469,32040.0,4000000.0
2004-10-07,1466,1494,1434,1442,26791,31120.0,4000000.0
2004-10-08,1423,1477,1408,1418,33235,30600.0,4000000.0
2004-10-11,1405,1453,1390,1435,20714,30960.0,4000000.0
2004-10-12,1460,1460,1375,1381,18541,29800.0,4000000.0
2004-10-13,1367,1401,1366,1366,11694,29480.0,4000000.0
2004-10-14,1338,1388,1310,1335,17689,28800.0,4000000.0
2004-10-15,1308,1319,1264,1272,16613,27440.0,4000000.0
2004-10-18,1262,1267,1241,1253,10589,27040.0,4000000.0
2004-10-19,1260,1286,1253,1260,16871,27200.0,4000000.0
2004-10-20,1301,1388,1299,1335,50381,28800.0,4000000.0
2004-10-21,1362,1362,1275,1311,17593,28280.0,4000000.0
2004-10-22,1288,1314,1269,1298,15986,28000.0,4000000.0
2004-10-25,1251,1254,1208,1216,15377,26240.0,4000000.0
2004-10-26,1139,1204,1139,1201,14076,25920.0,4000000.0
2004-10-27,1199,1223,1182,1192,12930,25720.0,4000000.0
2004-10-28,1199,1223,1149,1192,34431,25720.0,4000000.0
2004-10-29,1193,1225,1169,1214,15144,26200.0,4000000.0
2004-11-01,1169,1291,1169,1251,15985,27000.0,4000000.0
2004-11-02,1256,1278,1236,1270,7226,27400.0,4000000.0
2004-11-03,1278,1290,1238,1275,10607,27520.0,4000000.0
2004-11-04,1278,1278,1262,1272,5185,27440.0,4000000.0
2004-11-05,1280,1330,1280,1325,12540,28600.0,4000000.0
2004-11-08,1334,1367,1291,1307,14206,28200.0,4000000.0
2004-11-09,1332,1332,1223,1290,9661,27840.0,4000000.0
2004-11-10,1290,1316,1266,1268,13002,27360.0,4000000.0
2004-11-11,1267,1278,1223,1223,11983,26400.0,4000000.0
2004-11-12,1210,1267,1210,1268,28474,27360.0,4000000.0
2004-11-15,1280,1291,1273,1283,16408,27680.0,4000000.0
2004-11-16,1288,1297,1262,1298,16805,28000.0,4000000.0
2004-11-17,1288,1332,1288,1305,45256,28160.0,4000000.0
2004-11-18,1319,1319,1269,1270,19661,27400.0,4000000.0
2004-11-19,1253,1301,1238,1240,34816,26760.0,4000000.0
2004-11-22,1210,1251,1208,1212,32761,26160.0,4000000.0
2004-11-23,1204,1240,1204,1233,23099,26600.0,4000000.0
2004-11-24,1228,1243,1223,1229,12730,26520.0,4000000.0
2004-11-25,1258,1306,1214,1216,7692,26240.0,4000000.0
2004-11-26,1217,1234,1169,1179,41142,25440.0,4000000.0
2004-11-29,1178,1180,1143,1168,14240,25200.0,4000000.0
2004-11-30,1151,1195,1151,1164,18359,25120.0,4000000.0
2004-12-01,1139,1154,1126,1149,17124,24800.0,4000000.0
2004-12-02,1145,1186,1138,1138,12742,24560.0,4000000.0
2004-12-03,1136,1156,1093,1110,20692,23960.0,4000000.0
2004-12-06,1108,1108,1088,1088,18324,23480.0,4000000.0
2004-12-07,984,1093,984,1075,15651,23200.0,4000000.0
2004-12-08,1043,1078,1043,1064,7079,22960.0,4000000.0
2004-12-09,1067,1139,1067,1068,9834,23040.0,4000000.0
2004-12-10,1091,1091,1058,1058,8709,22840.0,4000000.0
2004-12-13,1041,1067,1039,1047,13911,22600.0,4000000.0
2004-12-14,1060,1071,1038,1057,24144,22800.0,4000000.0
2004-12-15,1078,1177,1038,1177,39307,25400.0,4000000.0
2004-12-16,1149,1177,1121,1159,9213,25000.0,4000000.0
2004-12-17,1167,1167,1104,1108,7151,23920.0,4000000.0
2004-12-20,1091,1136,1065,1136,35923,24520.0,4000000.0
2004-12-21,1143,1162,1093,1095,11978,23640.0,4000000.0
2004-12-22,1104,1130,1088,1097,8514,23680.0,4000000.0
2004-12-23,1086,1110,1060,1068,17570,23040.0,4000000.0
2004-12-24,1067,1073,1039,1070,84133,23080.0,4000000.0
2004-12-27,1065,1076,1039,1062,13497,22920.0,4000000.0
2004-12-28,1067,1067,1039,1051,21318,22680.0,4000000.0
2004-12-29,1023,1067,1023,1055,2713,22760.0,4000000.0
2004-12-30,1056,1056,1038,1057,27253,22800.0,4000000.0
2005-01-03,1067,1108,1049,1107,13418,23880.0,4000000.0
2005-01-04,1102,1145,1086,1107,52143,23880.0,4000000.0
2005-01-05,1108,1121,1080,1112,17367,24000.0,4000000.0
2005-01-06,1130,1241,1119,1192,162327,25720.0,4000000.0
2005-01-07,1191,1223,1158,1171,48788,25280.0,4000000.0
2005-01-10,1186,1253,1167,1242,67185,26800.0,4000000.0
2005-01-11,1241,1256,1204,1233,32610,26600.0,4000000.0
2005-01-12,1241,1243,1180,1220,33661,26320.0,4000000.0
2005-01-13,1201,1362,1201,1298,200873,28000.0,4000000.0
2005-01-14,1316,1453,1316,1453,242108,31360.0,4000000.0
2005-01-17,1627,1627,1620,1627,149314,35120.0,4000000.0
2005-01-18,1668,1818,1575,1733,445462,37400.0,4000000.0
2005-01-19,1751,1816,1668,1724,251061,37200.0,4000000.0
2005-01-20,1690,1759,1575,1603,282221,34600.0,4000000.0
2005-01-21,1601,1794,1575,1794,287172,38720.0,4000000.0
2005-01-24,1810,2001,1807,2002,385420,43200.0,4000000.0
2005-01-25,2029,2029,1788,1818,373655,39240.0,4000000.0
2005-01-26,1872,1872,1601,1602,263069,34560.0,4000000.0
2005-01-27,1544,1610,1464,1531,204389,33040.0,4000000.0
2005-01-28,1557,1640,1557,1603,185660,34600.0,4000000.0
2005-01-31,1786,1794,1777,1794,143794,38720.0,4000000.0
2005-02-01,1851,1853,1612,1668,255675,36000.0,4000000.0
2005-02-02,1668,1701,1538,1576,110787,34000.0,4000000.0
2005-02-03,1575,1603,1482,1483,70456,32000.0,4000000.0
2005-02-04,1468,1540,1468,1468,80711,31680.0,4000000.0
2005-02-07,1473,1566,1468,1529,110079,33000.0,4000000.0
2005-02-11,1538,1538,1453,1466,103690,31640.0,4000000.0
2005-02-14,1482,1571,1482,1533,153245,33080.0,4000000.0
2005-02-15,1581,1592,1503,1557,128058,33600.0,4000000.0
2005-02-16,1575,1629,1514,1629,220879,35160.0,4000000.0
2005-02-17,1647,1647,1584,1594,84789,34400.0,4000000.0
2005-02-18,1592,1592,1492,1496,125284,32280.0,4000000.0
2005-02-21,1484,1503,1427,1446,89728,31200.0,4000000.0
2005-02-22,1447,1501,1408,1444,72853,31160.0,4000000.0
2005-02-23,1416,1607,1403,1557,168423,33600.0,4000000.0
2005-02-24,1723,1742,1671,1742,171152,37600.0,4000000.0
2005-02-25,1946,1946,1671,1761,576534,38000.0,4000000.0
2005-02-28,1835,1964,1575,1620,886724,34960.0,4000000.0
2005-03-02,1634,1686,1531,1659,178595,35800.0,4000000.0
2005-03-03,1723,1853,1686,1826,319790,39400.0,4000000.0
2005-03-04,1794,2038,1779,2039,301251,44000.0,4000000.0
2005-03-07,2122,2187,1946,2067,273431,44600.0,4000000.0
2005-03-08,2066,2085,1825,1826,287219,39400.0,4000000.0
2005-03-09,1723,1723,1607,1607,388140,34680.0,4000000.0
2005-03-10,1560,1592,1469,1520,154887,32800.0,4000000.0
2005-03-11,1538,1588,1492,1550,125199,33440.0,4000000.0
2005-03-14,1531,1570,1516,1520,94931,32800.0,4000000.0
2005-03-15,1521,1534,1338,1359,172506,29320.0,4000000.0
2005-03-16,1360,1371,1260,1368,168931,29520.0,4000000.0
2005-03-17,1367,1460,1316,1355,144014,29240.0,4000000.0
2005-03-18,1356,1386,1299,1335,57070,28800.0,4000000.0
2005-03-21,1334,1362,1280,1316,45647,28400.0,4000000.0
2005-03-22,1295,1364,1295,1336,98874,28840.0,4000000.0
2005-03-23,1306,1336,1260,1298,40722,28000.0,4000000.0
2005-03-24,1299,1366,1280,1281,94295,27640.0,4000000.0
2005-03-25,1271,1295,1206,1225,72934,26440.0,4000000.0
2005-03-28,1217,1241,1217,1227,41192,26480.0,4000000.0
2005-03-29,1217,1253,1158,1168,49535,25200.0,4000000.0
2005-03-30,1175,1175,1128,1133,49053,24440.0,4000000.0
2005-03-31,1160,1245,1093,1140,393120,24600.0,4000000.0
2005-04-01,1123,1164,1123,1142,46021,24640.0,4000000.0
2005-04-04,1134,1186,1130,1134,57697,24480.0,4000000.0
2005-04-06,1115,1154,1115,1131,49268,24400.0,4000000.0
2005-04-07,1115,1152,1115,1146,46895,24720.0,4000000.0
2005-04-08,1171,1204,1149,1197,55853,25840.0,4000000.0
2005-04-11,1238,1238,1180,1183,77161,25520.0,4000000.0
2005-04-12,1175,1202,1126,1131,54397,24400.0,4000000.0
2005-04-13,1158,1158,1082,1140,118019,24600.0,4000000.0
2005-04-14,1097,1128,1097,1103,34692,23800.0,4000000.0
2005-04-15,1086,1102,1015,1057,50432,22800.0,4000000.0
2005-04-18,1000,1034,915,927,121544,20000.0,4000000.0
2005-04-19,930,949,926,932,51215,20120.0,4000000.0
2005-04-20,949,982,949,956,69791,20640.0,4000000.0
2005-04-21,930,956,904,925,37769,19960.0,4000000.0
2005-04-22,941,971,937,947,42432,20440.0,4000000.0
2005-04-25,939,963,932,960,35550,20720.0,4000000.0
2005-04-26,978,993,928,929,66804,20040.0,4000000.0
2005-04-27,936,936,908,916,40577,19760.0,4000000.0
2005-04-28,910,934,878,880,47532,18980.0,4000000.0
2005-04-29,865,880,841,847,53958,18280.0,4000000.0
2005-05-02,856,904,856,871,115429,18800.0,4000000.0
2005-05-03,865,889,826,831,42160,17940.0,4000000.0
2005-05-04,819,889,816,840,74688,18120.0,4000000.0
2005-05-06,839,908,839,908,165952,19600.0,4000000.0
2005-05-09,908,921,871,872,74749,18820.0,4000000.0
2005-05-10,876,880,836,844,53319,18220.0,4000000.0
2005-05-11,835,841,806,819,56723,17680.0,4000000.0
2005-05-12,800,818,798,806,57243,17400.0,4000000.0
2005-05-13,795,830,791,816,43845,17600.0,4000000.0
2005-05-16,811,830,806,813,56741,17540.0,4000000.0
2005-05-17,823,844,822,830,52553,17920.0,4000000.0
2005-05-18,835,869,832,869,54757,18760.0,4000000.0
2005-05-19,884,899,873,890,38889,19200.0,4000000.0
2005-05-20,907,907,865,866,56326,18680.0,4000000.0
2005-05-23,850,867,835,836,42474,18040.0,4000000.0
2005-05-24,843,849,834,845,41266,18240.0,4000000.0
2005-05-25,855,897,855,890,115758,19200.0,4000000.0
2005-05-26,886,917,876,881,82729,19020.0,4000000.0
2005-05-27,900,962,895,945,79170,20400.0,4000000.0
2005-05-30,947,997,945,997,70515,21520.0,4000000.0
2005-05-31,997,997,952,988,42844,21320.0,4000000.0
2005-06-01,982,982,911,912,71546,19680.0,4000000.0
2005-06-02,917,974,889,927,96170,20000.0,4000000.0
2005-06-03,926,954,924,934,42514,20160.0,4000000.0
2005-06-07,923,943,908,929,53631,20040.0,4000000.0
2005-06-08,919,1067,919,1068,377457,23040.0,4000000.0
2005-06-09,1071,1219,1038,1083,391411,23360.0,4000000.0
2005-06-10,1084,1158,1058,1108,96054,23920.0,4000000.0
2005-06-13,1121,1134,1056,1081,102191,23320.0,4000000.0
2005-06-14,1039,1089,1019,1029,98969,22200.0,4000000.0
2005-06-15,1032,1076,1019,1040,85830,22440.0,4000000.0
2005-06-16,1039,1106,1039,1075,75047,23200.0,4000000.0
2005-06-17,1086,1101,1058,1075,65395,23200.0,4000000.0
2005-06-20,1080,1093,1060,1066,33615,23000.0,4000000.0
2005-06-21,1060,1152,1060,1084,183000,23400.0,4000000.0
2005-06-22,1082,1130,1073,1110,45756,23960.0,4000000.0
2005-06-23,1112,1145,1078,1083,58135,23360.0,4000000.0
2005-06-24,1071,1088,980,1057,61624,22800.0,4000000.0
2005-06-27,1017,1019,974,990,56007,21360.0,4000000.0
2005-06-28,974,1000,974,975,26994,21040.0,4000000.0
2005-06-29,1019,1019,986,994,34602,21440.0,4000000.0
2005-06-30,1010,1141,1010,1142,90469,24640.0,4000000.0
2005-07-01,1186,1221,1093,1103,189117,23800.0,4000000.0
2005-07-04,1093,1130,1086,1118,69435,24120.0,4000000.0
2005-07-05,1139,1139,1097,1108,47227,23920.0,4000000.0
2005-07-06,1117,1167,1117,1134,71912,24480.0,4000000.0
2005-07-07,1121,1180,1121,1151,72673,24840.0,4000000.0
2005-07-08,1195,1288,1167,1205,201346,26000.0,4000000.0
2005-07-11,1193,1230,1160,1175,89140,25360.0,4000000.0
2005-07-12,1186,1186,1141,1149,39023,24800.0,4000000.0
2005-07-13,1149,1243,1149,1155,241578,24920.0,4000000.0
2005-07-14,1165,1177,1126,1131,63855,24400.0,4000000.0
2005-07-15,1138,1158,1108,1118,47863,24120.0,4000000.0
2005-07-18,1117,1136,1102,1112,40066,24000.0,4000000.0
2005-07-19,1101,1123,1093,1101,48254,23760.0,4000000.0
2005-07-20,1112,1119,1095,1105,28078,23840.0,4000000.0
2005-07-21,1104,1134,1075,1084,54599,23400.0,4000000.0
2005-07-22,1088,1097,1004,1062,52320,22920.0,4000000.0
2005-07-25,1075,1075,1041,1062,28823,22920.0,4000000.0
2005-07-26,1049,1093,1030,1075,43961,23200.0,4000000.0
2005-07-27,1095,1149,1095,1112,104521,24000.0,4000000.0
2005-07-28,1139,1139,1084,1118,41378,24120.0,4000000.0
2005-07-29,1112,1117,1093,1099,39605,23720.0,4000000.0
2005-08-01,1093,1106,1084,1084,24621,23400.0,4000000.0
2005-08-02,1076,1093,1056,1057,25281,22800.0,4000000.0
2005-08-03,1078,1078,1056,1071,45182,23120.0,4000000.0
2005-08-04,1065,1065,1013,1019,14711,22000.0,4000000.0
2005-08-05,982,1000,937,945,34477,20400.0,4000000.0
2005-08-08,939,973,928,942,44272,20320.0,4000000.0
2005-08-09,941,962,932,958,14718,20680.0,4000000.0
2005-08-10,962,976,960,973,13660,21000.0,4000000.0
2005-08-11,963,999,960,994,32909,21440.0,4000000.0
2005-08-12,999,1006,991,1001,6922,21600.0,4000000.0
2005-08-16,993,1019,973,999,28197,21560.0,4000000.0
2005-08-17,974,997,924,929,37505,20040.0,4000000.0
2005-08-18,919,934,880,905,22696,19520.0,4000000.0
2005-08-19,908,908,852,884,39481,19080.0,4000000.0
2005-08-22,889,958,889,955,28851,20600.0,4000000.0
2005-08-23,945,980,945,958,18045,20680.0,4000000.0
2005-08-24,969,995,936,973,56331,21000.0,4000000.0
2005-08-25,971,989,954,986,13549,21280.0,4000000.0
2005-08-26,974,1054,973,1040,36489,22440.0,4000000.0
2005-08-29,1021,1054,991,992,22378,21400.0,4000000.0
2005-08-30,993,1036,993,1023,14980,22080.0,4000000.0
2005-08-31,1002,1056,989,1014,23527,21880.0,4000000.0
2005-09-01,1015,1045,1000,1001,15664,21600.0,4000000.0
2005-09-02,1000,1043,1000,1042,11371,22480.0,4000000.0
2005-09-05,1028,1101,1028,1088,11140,23480.0,4000000.0
2005-09-06,1084,1110,1084,1092,17918,23560.0,4000000.0
2005-09-07,1095,1108,1075,1090,9009,23520.0,4000000.0
2005-09-08,1091,1102,1067,1084,18471,23400.0,4000000.0
2005-09-09,1093,1093,1047,1075,21737,23200.0,4000000.0
2005-09-12,1056,1073,1049,1068,17546,23040.0,4000000.0
2005-09-13,1056,1093,917,1019,20174,22000.0,4000000.0
2005-09-14,1006,1047,1006,1038,14445,22400.0,4000000.0
2005-09-15,1063,1063,1010,1034,5579,22320.0,4000000.0
2005-09-16,1019,1041,993,1003,22144,21640.0,4000000.0
2005-09-20,995,1028,991,1007,10520,21720.0,4000000.0
2005-09-21,986,1013,963,973,22851,21000.0,4000000.0
2005-09-22,945,954,928,932,25281,20120.0,4000000.0
2005-09-23,932,960,926,956,10904,20640.0,4000000.0
2005-09-26,986,986,956,968,12255,20880.0,4000000.0
2005-09-27,965,991,950,960,3922,20720.0,4000000.0
2005-09-28,978,978,937,943,18699,20360.0,4000000.0
2005-09-29,932,950,923,945,23977,20400.0,4000000.0
2005-09-30,945,954,941,949,8718,20480.0,4000000.0
2005-10-04,954,991,949,973,28065,21000.0,4000000.0
2005-10-05,973,1088,973,1055,108810,22760.0,4000000.0
2005-10-06,1082,1082,1019,1057,19166,22800.0,4000000.0
2005-10-07,1067,1069,1013,1031,14351,22240.0,4000000.0
2005-10-10,1028,1038,1013,1016,16909,21920.0,4000000.0
2005-10-11,1012,1028,1000,1027,43696,22160.0,4000000.0
2005-10-12,1015,1052,1015,1036,25194,22360.0,4000000.0
2005-10-13,1038,1058,1019,1029,21787,22200.0,4000000.0
2005-10-14,1015,1045,1010,1025,13662,22120.0,4000000.0
2005-10-17,1043,1043,984,1003,26910,21640.0,4000000.0
2005-10-18,1025,1025,950,971,13635,20960.0,4000000.0
2005-10-19,954,965,926,929,29904,20040.0,4000000.0
2005-10-20,934,952,926,931,24097,20080.0,4000000.0
2005-10-21,930,945,915,927,8417,20000.0,4000000.0
2005-10-24,965,965,926,949,8689,20480.0,4000000.0
2005-10-25,969,969,934,951,7494,20520.0,4000000.0
2005-10-26,945,945,930,934,7101,20160.0,4000000.0
2005-10-27,930,950,930,949,8288,20480.0,4000000.0
2005-10-28,932,945,917,918,13739,19800.0,4000000.0
2005-10-31,911,926,908,917,4443,19780.0,4000000.0
2005-11-01,913,965,913,964,58007,20800.0,4000000.0
2005-11-02,945,973,945,945,12045,20400.0,4000000.0
2005-11-03,945,971,930,931,16117,20080.0,4000000.0
2005-11-04,945,960,936,955,13658,20600.0,4000000.0
2005-11-07,956,978,945,951,9874,20520.0,4000000.0
2005-11-08,950,960,950,956,6381,20640.0,4000000.0
2005-11-09,954,963,939,958,7045,20680.0,4000000.0
2005-11-10,950,973,945,971,14855,20960.0,4000000.0
2005-11-11,971,1000,963,964,13646,20800.0,4000000.0
2005-11-14,982,987,963,979,26782,21120.0,4000000.0
2005-11-15,991,991,967,984,17375,21240.0,4000000.0
2005-11-16,971,1130,971,1101,160672,23760.0,4000000.0
2005-11-17,1084,1134,1080,1095,83247,23640.0,4000000.0
2005-11-18,1099,1175,1099,1149,125458,24800.0,4000000.0
2005-11-21,1132,1201,1130,1159,61778,25000.0,4000000.0
2005-11-22,1158,1184,1132,1171,43026,25280.0,4000000.0
2005-11-23,1171,1195,1162,1171,38683,25280.0,4000000.0
2005-11-24,1199,1199,1149,1149,27850,24800.0,4000000.0
2005-11-25,1143,1177,1139,1155,30613,24920.0,4000000.0
2005-11-28,1134,1288,1134,1240,77483,26760.0,4000000.0
2005-11-29,1251,1266,1204,1246,38666,26880.0,4000000.0
2005-11-30,1260,1393,1260,1327,56664,28640.0,4000000.0
2005-12-01,1303,1362,1303,1362,24739,29400.0,4000000.0
2005-12-02,1388,1390,1343,1368,17822,29520.0,4000000.0
2005-12-05,1343,1443,1343,1399,32343,30200.0,4000000.0
2005-12-06,1397,1427,1366,1394,16089,30080.0,4000000.0
2005-12-07,1393,1464,1278,1372,72383,29600.0,4000000.0
2005-12-08,1316,1351,1215,1279,43182,27600.0,4000000.0
2005-12-09,1278,1334,1278,1281,13288,27640.0,4000000.0
2005-12-12,1280,1310,1245,1296,56075,27960.0,4000000.0
2005-12-13,1319,1325,1260,1298,37121,28000.0,4000000.0
2005-12-14,1310,1388,1306,1331,99937,28720.0,4000000.0
2005-12-15,1343,1392,1338,1338,46751,28880.0,4000000.0
2005-12-16,1323,1353,1278,1316,35627,28400.0,4000000.0
2005-12-19,1316,1506,1293,1498,72552,32320.0,4000000.0
2005-12-20,1519,1722,1492,1722,241633,37160.0,4000000.0
2005-12-21,1974,1974,1946,1974,263459,42600.0,4000000.0
2005-12-22,2261,2261,2261,2261,8458,48800.0,4000000.0
2005-12-23,2595,2595,2418,2595,1166907,56000.0,4000000.0
2005-12-26,2650,2669,2298,2567,915141,55400.0,4000000.0
2005-12-27,2743,2947,2187,2197,2753303,47400.0,4000000.0
2005-12-28,2131,2354,2094,2354,809802,50800.0,4000000.0
2005-12-29,2335,2585,2224,2224,775051,48000.0,4000000.0
2006-01-02,2196,2557,2196,2558,644430,55200.0,4000000.0
2006-01-03,2706,2863,2391,2512,806790,54200.0,4000000.0
2006-01-04,2474,2548,2187,2215,533726,47800.0,4000000.0
2006-01-05,2233,2354,1992,2085,450804,45000.0,4000000.0
2006-01-06,2168,2215,2020,2178,511759,47000.0,4000000.0
2006-01-09,2140,2159,1964,2002,297758,43200.0,4000000.0
2006-01-10,1983,2020,1851,1974,407323,42600.0,4000000.0
2006-01-11,1946,2076,1899,1946,337223,42000.0,4000000.0
2006-01-12,1927,1974,1658,1705,551870,36800.0,4000000.0
2006-01-13,1703,1751,1662,1724,186366,37200.0,4000000.0
2006-01-16,1734,1744,1625,1674,237309,36120.0,4000000.0
2006-01-17,1668,1742,1660,1670,248231,36040.0,4000000.0
2006-01-18,1671,1686,1455,1500,228193,32360.0,4000000.0
2006-01-19,1521,1575,1503,1553,116288,33520.0,4000000.0
2006-01-20,1553,1590,1419,1420,163658,30640.0,4000000.0
2006-01-23,1362,1397,1260,1260,102616,27200.0,4000000.0
2006-01-24,1204,1323,1188,1307,160595,28200.0,4000000.0
2006-01-25,1310,1382,1297,1351,166298,29160.0,4000000.0
2006-01-26,1358,1443,1306,1409,104765,30400.0,4000000.0
2006-01-27,1455,1492,1412,1440,143501,31080.0,4000000.0
2006-01-31,1466,1538,1449,1479,106915,31920.0,4000000.0
2006-02-01,1477,1477,1297,1329,131948,28680.0,4000000.0
2006-02-02,1377,1382,1306,1346,111463,29040.0,4000000.0
2006-02-03,1299,1325,1243,1260,62960,27200.0,4000000.0
2006-02-06,1214,1269,1214,1264,53638,27280.0,4000000.0
2006-02-07,1264,1325,1264,1325,57757,28600.0,4000000.0
2006-02-08,1362,1427,1308,1327,88556,28640.0,4000000.0
2006-02-09,1351,1373,1306,1335,29740,28800.0,4000000.0
2006-02-10,1353,1353,1308,1329,34854,28680.0,4000000.0
2006-02-13,1353,1380,1308,1353,40452,29200.0,4000000.0
2006-02-14,1369,1369,1308,1342,28719,28960.0,4000000.0
2006-02-15,1360,1423,1297,1316,111913,28400.0,4000000.0
2006-02-16,1286,1306,1210,1279,113970,27600.0,4000000.0
2006-02-17,1278,1295,1247,1260,28357,27200.0,4000000.0
2006-02-20,1241,1260,1227,1242,48352,26800.0,4000000.0
2006-02-21,1234,1301,1225,1244,44695,26840.0,4000000.0
