네이블커뮤니케이션즈(153460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-04-02,6955,7160,6852,7012,99664,36461.0,4854936.0
2014-04-03,7076,7076,6824,6937,61922,36072.0,4854936.0
2014-04-04,6983,7216,6880,6984,87570,36315.0,4854936.0
2014-04-07,6955,7366,6890,7366,132809,38305.0,4854936.0
2014-04-08,7450,7478,7048,7189,137643,37383.0,4854936.0
2014-04-09,7235,8178,7142,7693,1169600,40005.0,4854936.0
2014-04-10,7702,7945,7581,7814,250168,40636.0,4854936.0
2014-04-11,7702,7907,7627,7814,173019,40636.0,4854936.0
2014-04-14,7861,8047,7758,7786,136391,40490.0,4854936.0
2014-04-15,7917,7917,7394,7394,161579,38451.0,4854936.0
2014-04-16,7431,7506,7254,7394,141475,38451.0,4854936.0
2014-04-17,7422,7422,7282,7376,61009,38354.0,4854936.0
2014-04-18,7328,7385,7216,7236,85545,37626.0,4854936.0
2014-04-21,7235,7272,6908,6928,113229,36024.0,4854936.0
2014-04-22,6974,7188,6890,7096,53626,36898.0,4854936.0
2014-04-23,7095,7095,6768,6806,98262,35392.0,4854936.0
2014-04-24,6918,6918,6619,6806,74010,35392.0,4854936.0
2014-04-25,6675,6787,6656,6694,51315,34810.0,4854936.0
2014-04-28,6647,6927,6628,6759,37682,35150.0,4854936.0
2014-04-29,6843,6946,6759,6909,48565,35927.0,4854936.0
2014-04-30,6955,7011,6815,6815,42795,35441.0,4854936.0
2014-05-02,6787,6908,6703,6872,25398,35732.0,4854936.0
2014-05-07,6871,6871,6554,6591,47197,34276.0,4854936.0
2014-05-08,6582,6591,6161,6199,85386,32237.0,4854936.0
2014-05-09,6124,6358,6124,6255,31273,32528.0,4854936.0
2014-05-12,6227,6348,6208,6283,27613,32674.0,4854936.0
2014-05-13,6227,6498,6227,6377,25594,33159.0,4854936.0
2014-05-14,6358,6470,6330,6330,29133,32916.0,4854936.0
2014-05-15,6311,6787,6217,6535,108290,33985.0,4854936.0
2014-05-16,6610,6610,6171,6255,98977,32528.0,4854936.0
2014-05-19,6189,6273,5984,6022,51726,31314.0,4854936.0
2014-05-20,5956,6068,5788,6069,47598,31557.0,4854936.0
2014-05-21,6115,6152,5797,5807,53678,30198.0,4854936.0
2014-05-22,5797,5975,5779,5845,47766,30392.0,4854936.0
2014-05-23,5825,5900,5704,5704,67575,29664.0,4854936.0
2014-05-26,5704,5732,5228,5247,182949,27285.0,4854936.0
2014-05-27,5256,5321,4901,5023,165738,26120.0,4854936.0
2014-05-28,5050,5181,4994,5088,44770,26459.0,4854936.0
2014-05-29,5144,5190,5060,5126,25294,26654.0,4854936.0
2014-05-30,5134,5144,4789,4864,61866,25294.0,4854936.0
2014-06-02,4836,4836,4406,4467,159788,23231.0,4854936.0
2014-06-03,4360,4658,4360,4575,51570,23789.0,4854936.0
2014-06-05,4630,4630,4374,4388,45057,22818.0,4854936.0
2014-06-09,4346,4518,4290,4453,51446,23158.0,4854936.0
2014-06-10,4453,4635,4416,4537,41233,23595.0,4854936.0
2014-06-11,4551,4593,4500,4547,23438,23644.0,4854936.0
2014-06-12,4504,4663,4504,4663,25771,24250.0,4854936.0
2014-06-13,4584,4798,4584,4790,39924,24906.0,4854936.0
2014-06-16,4761,4882,4644,4696,38171,24420.0,4854936.0
2014-06-17,4696,4714,4621,4715,10711,24517.0,4854936.0
2014-06-18,4714,4714,4528,4589,37801,23862.0,4854936.0
2014-06-19,4640,4640,4509,4593,33009,23886.0,4854936.0
2014-06-20,4570,4574,4420,4575,35777,23789.0,4854936.0
2014-06-23,4574,4593,4472,4509,16169,23449.0,4854936.0
2014-06-24,4490,4556,4481,4528,11125,23546.0,4854936.0
2014-06-25,4537,4556,4481,4528,32961,23546.0,4854936.0
2014-06-26,4481,4742,4481,4687,62925,24382.0,4857026.0
2014-06-27,4696,4770,4630,4705,39630,24479.0,4857026.0
2014-06-30,4714,4808,4668,4790,38123,24917.0,4857026.0
2014-07-01,4798,5004,4742,4902,52770,25499.0,4857026.0
2014-07-02,4976,4976,4808,4902,25283,25499.0,4857026.0
2014-07-03,4976,4976,4789,4902,19079,25499.0,4857026.0
2014-07-04,4901,4966,4808,4846,29456,25208.0,4857026.0
2014-07-07,4845,5041,4705,4930,84181,25645.0,4857026.0
2014-07-08,4929,4938,4798,4939,26912,25694.0,4857026.0
2014-07-09,4938,5022,4817,4976,39109,25888.0,4857026.0
2014-07-10,4976,5032,4854,4986,51898,25937.0,4857026.0
2014-07-11,4985,5032,4845,4864,33654,25305.0,4857026.0
2014-07-14,4873,4985,4798,4855,30984,25257.0,4857026.0
2014-07-15,4845,4901,4724,4808,28911,25014.0,4857026.0
2014-07-16,4836,4836,4574,4649,75478,24188.0,4857026.0
2014-07-17,4630,4668,4528,4668,26215,24285.0,4857026.0
2014-07-18,4668,4714,4621,4659,13006,24237.0,4857026.0
2014-07-21,4705,4761,4668,4762,22981,24771.0,4857026.0
2014-07-22,4733,4966,4714,4902,29212,25499.0,4857026.0
2014-07-23,4929,5106,4901,4958,66705,25791.0,4857026.0
2014-07-24,4985,5050,4864,4958,45725,25791.0,4857026.0
2014-07-25,4938,5144,4938,5070,94604,26374.0,4857026.0
2014-07-28,5022,5134,4929,5051,33797,26277.0,4857026.0
2014-07-29,5050,5097,4910,5023,17407,26131.0,4857026.0
2014-07-30,5134,5265,4920,5228,69870,27199.0,4857026.0
2014-07-31,5172,5237,4948,5088,49834,26471.0,4857026.0
2014-08-01,4938,5265,4938,5210,26906,27102.0,4857026.0
2014-08-04,5144,5480,5116,5452,66578,28365.0,4857026.0
2014-08-05,5639,6264,5517,6265,1920567,32591.0,4857026.0
2014-08-06,6815,7198,6787,7198,1069075,37448.0,4857026.0
2014-08-07,7525,7842,7235,7562,1460044,39342.0,4857026.0
2014-08-08,7497,8122,7254,8123,846525,42256.0,4857026.0
2014-08-11,0,0,0,8123,0,42256.0,4857026.0
2014-08-12,8878,9149,8234,8589,337818,44685.0,4857026.0
2014-08-13,8589,9056,8496,8739,214048,45462.0,4857026.0
2014-08-14,8822,8869,8598,8655,136481,45025.0,4857026.0
2014-08-18,8626,9756,7356,7460,1184598,38808.0,4857026.0
2014-08-19,7375,7497,7095,7208,479954,37496.0,4857026.0
2014-08-20,7282,7441,6834,6965,479723,36233.0,4857026.0
2014-08-21,7030,7244,6890,6900,343861,35893.0,4857026.0
2014-08-22,6927,7926,6899,7927,992671,41236.0,4857026.0
2014-08-25,8103,8990,7767,8487,1378229,44150.0,4857026.0
2014-08-26,8327,8458,7963,8328,624616,43325.0,4857026.0
2014-08-27,8710,9476,7086,7086,2733008,36865.0,4857026.0
2014-08-28,7291,7842,7151,7581,978502,39439.0,4857026.0
2014-08-29,7627,8505,7627,7983,878589,41528.0,4857026.0
2014-09-01,8365,9177,8318,9178,788950,47745.0,4857026.0
2014-09-02,10036,10550,9382,10550,2348700,54884.0,4857026.0
2014-09-03,10363,10736,10036,10690,1376151,55613.0,4857026.0
2014-09-04,10876,11156,9112,9430,1421110,49056.0,4857026.0
2014-09-05,9476,9663,8972,9383,483199,48813.0,4857026.0
2014-09-11,9476,9616,8766,8767,470968,45607.0,4857026.0
2014-09-12,8766,9616,8748,8869,959722,46142.0,4857026.0
2014-09-15,8822,10176,8561,10177,1100823,52942.0,4857026.0
2014-09-16,10129,10409,9476,9943,920395,51727.0,4857026.0
2014-09-17,9943,10503,9336,9570,911063,49785.0,4857026.0
2014-09-18,8169,8617,8169,8169,2412031,42499.0,4857026.0
2014-09-19,8159,8561,7842,7917,1165719,41188.0,4857026.0
2014-09-22,8869,8916,8271,8505,1380976,44248.0,4857026.0
2014-09-23,8869,8916,7235,7357,2123126,38273.0,4857026.0
2014-09-24,7469,7646,7328,7497,544831,39002.0,4857026.0
2014-09-25,7478,7497,6936,7096,534351,36913.0,4857026.0
2014-09-26,7011,7553,6955,7198,515459,37448.0,4857026.0
2014-09-29,7188,7627,7002,7030,555921,36573.0,4857026.0
2014-09-30,7095,7795,6964,7376,764342,38389.0,4859306.0
2014-10-01,7422,7609,7282,7553,380989,39312.0,4859306.0
2014-10-02,7394,7599,7366,7422,215506,38631.0,4859306.0
2014-10-06,7338,7441,6656,6685,438687,34793.0,4859306.0
2014-10-07,6740,6880,6619,6619,196959,34452.0,4859306.0
2014-10-08,6582,6918,6554,6890,204180,35862.0,4859306.0
2014-10-10,6815,6862,6535,6815,164854,35473.0,4859306.0
2014-10-13,6731,6806,6255,6321,156549,32898.0,4859306.0
2014-10-14,6161,6722,6161,6349,159769,33043.0,4859306.0
2014-10-15,6414,6526,6264,6330,69256,32946.0,4859306.0
2014-10-16,6330,6535,6068,6535,181103,34015.0,4859306.0
2014-10-17,6927,6955,6115,6143,596097,31974.0,4859306.0
2014-10-20,6217,6376,6124,6162,159866,32071.0,4859306.0
2014-10-21,6311,6311,5732,5817,248844,30273.0,4859306.0
2014-10-22,5881,6049,5732,5938,148857,30905.0,4859306.0
2014-10-23,5872,6021,5704,5742,90219,29885.0,4859306.0
2014-10-24,5788,5825,5555,5555,118728,28913.0,4859306.0
2014-10-27,5527,5685,5321,5648,126070,29399.0,4859306.0
2014-10-28,5732,5853,5592,5658,77520,29447.0,4859306.0
2014-10-29,5676,5807,5639,5686,74470,29593.0,4859306.0
2014-10-30,5695,6021,5667,5732,119142,29836.0,4859306.0
2014-10-31,5639,5900,5583,5835,84143,30371.0,4859306.0
2014-11-03,5881,6040,5751,5854,113889,30468.0,4859306.0
2014-11-04,5909,5909,5321,5462,147626,28427.0,4859306.0
2014-11-05,5387,5601,5377,5378,42335,27990.0,4859306.0
2014-11-06,5340,5489,4864,5042,116179,26240.0,4859306.0
2014-11-07,5013,5555,4957,5359,118479,27892.0,4859306.0
2014-11-10,5377,5517,5246,5350,27467,27844.0,4859306.0
2014-11-11,5349,5499,5275,5350,44308,27844.0,4859306.0
2014-11-12,5359,5620,5359,5452,57725,28378.0,4859306.0
2014-11-13,5480,5592,5303,5462,76454,28427.0,4859306.0
2014-11-14,5424,5489,5246,5294,60983,27552.0,4859306.0
2014-11-17,5237,5387,5069,5070,61979,26386.0,4859306.0
2014-11-18,5041,5368,5041,5275,49879,27455.0,4859306.0
2014-11-19,5293,5396,5200,5266,24339,27406.0,4859306.0
2014-11-20,5237,5415,5237,5415,30311,28184.0,4859306.0
2014-11-21,5387,5695,5349,5695,131919,29642.0,4859306.0
2014-11-24,5685,5713,5517,5630,77373,29302.0,4859306.0
2014-11-25,5573,5853,5573,5732,96226,29836.0,4859306.0
2014-11-26,5741,6311,5695,6003,326199,31245.0,4859306.0
2014-11-27,6003,6059,5881,5985,67641,31148.0,4859306.0
2014-11-28,6049,6049,5723,5742,63108,29885.0,4859306.0
2014-12-01,5779,5853,5489,5536,51540,28816.0,4859306.0
2014-12-02,5415,5695,5415,5518,48020,28718.0,4859306.0
2014-12-03,5713,6236,5657,5882,302785,30614.0,4859306.0
2014-12-04,5975,6096,5863,5910,65125,30759.0,4859306.0
2014-12-05,5900,6227,5863,6031,143624,31391.0,4859306.0
2014-12-08,6068,6787,6068,6675,342458,34744.0,4859306.0
2014-12-09,6628,6712,6367,6535,124128,34015.0,4859306.0
2014-12-10,6498,6619,5956,5957,152012,31002.0,4859306.0
2014-12-11,5956,6180,5937,6022,96367,31343.0,4859306.0
2014-12-12,6021,6610,6012,6395,189756,33286.0,4859306.0
2014-12-15,6301,6759,6301,6619,216633,34452.0,4859306.0
2014-12-16,6759,6946,6507,6535,312518,34015.0,4859306.0
2014-12-17,6516,6852,6330,6349,186866,33043.0,4859306.0
2014-12-18,6376,6479,5984,6283,134242,32703.0,4859306.0
2014-12-19,6367,6432,6189,6218,64625,32363.0,4859306.0
2014-12-22,6227,6358,6133,6199,56901,32285.0,4862156.0
2014-12-23,6199,6245,5975,5975,60103,31118.0,4862156.0
2014-12-24,5965,6161,5956,6041,31328,31458.0,4862156.0
2014-12-26,6133,6498,6059,6227,81484,32431.0,4862156.0
2014-12-29,6432,6432,5984,6162,72302,32090.0,4862156.0
2014-12-30,6255,6255,5984,5985,44635,31166.0,4862156.0
2015-01-02,6021,6021,5807,5807,45441,30243.0,4862156.0
2015-01-05,5713,6133,5704,6134,71172,31944.0,4862156.0
2015-01-06,5993,6236,5975,6013,68840,31312.0,4862156.0
2015-01-07,5965,6189,5965,6078,22965,31653.0,4862156.0
2015-01-08,6068,6236,5975,6106,31355,31799.0,4862156.0
2015-01-09,6115,6199,6049,6059,54623,31555.0,4862156.0
2015-01-12,6133,6404,5975,6171,93527,32139.0,4862156.0
2015-01-13,6124,6283,5937,6031,46046,31410.0,4862156.0
2015-01-14,6133,6133,5816,5854,62292,30486.0,4862156.0
2015-01-15,5919,5956,5779,5826,35582,30340.0,4862156.0
2015-01-16,5835,6161,5835,5975,74490,31118.0,4862156.0
2015-01-19,5956,6096,5909,6022,56884,31361.0,4862156.0
2015-01-20,6012,6059,5835,5891,54419,30680.0,4862156.0
2015-01-21,5881,5937,5639,5639,93072,29367.0,4862156.0
2015-01-22,5629,5779,5555,5648,69700,29416.0,4862156.0
2015-01-23,5573,5676,5517,5574,34892,29027.0,4862156.0
2015-01-26,5573,5667,5452,5452,44701,28395.0,4862156.0
2015-01-27,5396,5573,5368,5406,49869,28152.0,4862156.0
2015-01-28,5396,5508,5303,5415,45484,28201.0,4862156.0
2015-01-29,5471,5564,5405,5462,42982,28444.0,4862156.0
2015-01-30,5471,5527,5415,5480,25326,28541.0,4862156.0
2015-02-02,5536,5536,5396,5480,23318,28541.0,4862156.0
2015-02-03,5443,5555,5340,5527,50228,28784.0,4862156.0
2015-02-04,5564,5564,5499,5527,30266,28784.0,4862156.0
2015-02-05,5527,5527,5387,5387,63500,28055.0,4862156.0
2015-02-06,5396,5433,5218,5256,71283,27374.0,4862156.0
2015-02-09,5256,5387,5134,5275,119999,27471.0,4862156.0
2015-02-10,5275,5368,5228,5350,57222,27860.0,4862156.0
2015-02-11,5349,5984,5331,5845,292033,30437.0,4862156.0
2015-02-12,5909,5947,5741,5779,69512,30097.0,4862156.0
2015-02-13,5741,5947,5629,5686,65154,29611.0,4862156.0
2015-02-16,5685,5947,5639,5807,112002,30243.0,4862156.0
2015-02-17,5853,6040,5797,5901,93118,30729.0,4862156.0
2015-02-23,5909,5965,5732,5788,37347,30145.0,4862156.0
2015-02-24,5741,6115,5741,5947,102168,30972.0,4862156.0
2015-02-25,5947,6040,5900,5919,45418,30826.0,4862156.0
2015-02-26,5956,6301,5928,6050,152897,31507.0,4862156.0
2015-02-27,6077,6115,5928,5938,62243,30923.0,4862156.0
2015-03-02,5937,6059,5816,5985,88444,31166.0,4862156.0
2015-03-03,6003,6255,5993,6003,58638,31264.0,4862156.0
2015-03-04,6003,6535,5984,6265,233584,32625.0,4862156.0
2015-03-05,6339,6516,6161,6199,93199,32285.0,4862156.0
2015-03-06,6301,6348,6189,6209,42033,32333.0,4862156.0
2015-03-09,6208,6264,5937,5957,74598,31021.0,4862156.0
2015-03-10,6003,6115,5872,5985,53302,31166.0,4862156.0
2015-03-11,5975,6040,5900,5985,30055,31166.0,4862156.0
2015-03-12,5993,6647,5993,6293,218105,32771.0,4862156.0
2015-03-13,6404,6600,6152,6227,130700,32431.0,4862156.0
2015-03-16,6236,6292,6143,6218,58500,32382.0,4862156.0
2015-03-17,6264,6442,6189,6386,75849,33257.0,4862156.0
2015-03-18,6386,6768,6330,6330,173471,32965.0,4862156.0
2015-03-19,6348,6479,6124,6479,72340,33743.0,4862156.0
2015-03-20,6488,6535,6292,6293,45269,32771.0,4862156.0
2015-03-23,6292,6442,6236,6255,45436,32638.0,4871276.0
2015-03-24,6255,6339,6133,6143,41398,32053.0,4871276.0
2015-03-25,6143,6283,6096,6283,24917,32784.0,4871276.0
2015-03-26,6217,6273,6068,6069,42827,31663.0,4871276.0
2015-03-27,6049,6143,5741,5826,81857,30397.0,4871276.0
2015-03-30,5788,6124,5685,6069,102228,31663.0,4871276.0
2015-03-31,6171,6171,6012,6069,36573,31663.0,4871276.0
2015-04-01,6031,6133,6021,6041,32825,31517.0,4871276.0
2015-04-02,6012,6115,5993,6041,30089,31517.0,4871276.0
2015-04-03,6031,6376,6031,6274,105084,32735.0,4871276.0
2015-04-06,6414,6414,6217,6274,56325,32735.0,4871276.0
2015-04-07,6273,6470,6171,6321,71481,32979.0,4871276.0
2015-04-08,6339,6367,6245,6283,59532,32784.0,4871276.0
2015-04-09,6283,6414,6245,6349,53733,33125.0,4871276.0
2015-04-10,6320,6600,6320,6601,136706,34440.0,4871276.0
2015-04-13,6694,7104,6591,6872,345650,35853.0,4871276.0
2015-04-14,6852,7076,6675,6769,186841,35317.0,4871276.0
2015-04-15,6908,7030,6759,6769,137722,35317.0,4871276.0
2015-04-16,6843,6843,6600,6713,83582,35024.0,4871276.0
2015-04-17,6722,6787,6582,6619,54380,34537.0,4871276.0
2015-04-20,6526,6666,6470,6638,59511,34635.0,4871276.0
2015-04-21,6647,6768,6526,6629,61945,34586.0,4871276.0
2015-04-22,6647,6656,6068,6386,116860,33320.0,4871276.0
2015-04-23,6348,6423,6152,6265,48546,32686.0,4871276.0
2015-04-24,6255,6395,6068,6134,53788,32004.0,4871276.0
2015-04-27,6143,6273,6143,6237,46616,32540.0,4871276.0
2015-04-28,6217,6292,6133,6162,37878,32150.0,4871276.0
2015-04-29,6161,6227,5947,6069,55475,31663.0,4871276.0
2015-04-30,6068,6068,5853,5854,47630,30543.0,4871276.0
2015-05-04,5853,5881,5452,5695,68248,29715.0,4871276.0
2015-05-06,5629,5629,5471,5508,36788,28741.0,4871276.0
2015-05-07,5517,5639,5377,5546,24593,28935.0,4871276.0
2015-05-08,5545,5816,5545,5770,34046,30104.0,4871276.0
2015-05-11,5779,5816,5667,5695,46225,29715.0,4871276.0
2015-05-12,5695,5732,5639,5714,26030,29812.0,4871276.0
2015-05-13,5723,5769,5639,5704,23769,29763.0,4871276.0
2015-05-14,5723,5891,5629,5695,80355,29715.0,4871276.0
2015-05-15,5639,5639,5321,5368,162217,28010.0,4871276.0
2015-05-18,5359,5471,5331,5415,56437,28253.0,4871276.0
2015-05-19,5433,5760,5433,5620,134880,29325.0,4871276.0
2015-05-20,5676,5741,5387,5462,47439,28497.0,4871276.0
2015-05-21,5415,5517,5181,5275,89533,27523.0,4871276.0
2015-05-22,5293,5368,5200,5275,54713,27523.0,4871276.0
2015-05-26,5368,5377,5218,5340,49727,27864.0,4871276.0
2015-05-27,5237,5387,5218,5275,57294,27523.0,4871276.0
2015-05-28,5284,5424,5275,5275,36512,27523.0,4871276.0
2015-05-29,5284,5452,5246,5247,49249,27377.0,4871276.0
2015-06-01,5134,5190,4957,4958,97354,25866.0,4871276.0
2015-06-02,4957,4957,4668,4790,89792,24990.0,4871276.0
2015-06-03,4696,4966,4654,4911,129574,25623.0,4871276.0
2015-06-04,4920,5190,4920,5107,57911,26646.0,4871276.0
2015-06-05,5088,5125,4966,5004,28520,26110.0,4871276.0
2015-06-08,4948,5209,4948,5135,29257,26792.0,4871276.0
2015-06-09,5106,5246,5032,5144,36510,26841.0,4871276.0
2015-06-10,5153,5293,5041,5042,55133,26305.0,4871276.0
2015-06-11,5069,5181,5004,5004,20293,26110.0,4871276.0
2015-06-12,5004,5106,4864,4911,25252,25623.0,4871276.0
2015-06-15,4808,4920,4677,4677,36281,24405.0,4871276.0
2015-06-16,4686,4780,4434,4509,44645,23528.0,4871276.0
2015-06-17,4509,5032,4509,4743,50348,24746.0,4871276.0
2015-06-18,4714,4845,4696,4752,14020,24795.0,4871276.0
2015-06-19,4761,4920,4761,4911,19448,25656.0,4877546.0
2015-06-22,4910,4948,4836,4920,18015,25705.0,4877546.0
2015-06-23,4882,5050,4882,4939,14866,25802.0,4877546.0
2015-06-24,4957,5097,4901,4986,24529,26046.0,4877546.0
2015-06-25,5088,5088,4957,5004,15943,26144.0,4877546.0
2015-06-26,4901,5088,4901,4939,18006,25802.0,4877546.0
2015-06-29,4836,5032,4658,4705,39077,24583.0,4877546.0
2015-06-30,4490,4696,4490,4659,42117,24339.0,4877546.0
2015-07-01,4658,4854,4658,4790,13801,25022.0,4877546.0
2015-07-02,4798,4994,4724,4724,20336,24680.0,4877546.0
2015-07-03,4724,4826,4677,4827,27134,25217.0,4877546.0
2015-07-06,4761,4826,4696,4696,20257,24534.0,4877546.0
2015-07-07,4607,4752,4607,4668,46808,24388.0,4877546.0
2015-07-08,4714,5004,4602,4836,69266,25266.0,4877546.0
2015-07-09,4742,4742,4570,4733,50143,24729.0,4877546.0
2015-07-10,4733,4770,4630,4649,24681,24290.0,4877546.0
2015-07-13,4616,4761,4616,4715,31958,24632.0,4877546.0
2015-07-14,4714,4948,4714,4902,44190,25607.0,4877546.0
2015-07-15,4948,4985,4761,4855,33232,25363.0,4877546.0
2015-07-16,4798,4854,4752,4827,25819,25217.0,4877546.0
2015-07-17,4845,4938,4798,4846,39049,25314.0,4877546.0
2015-07-20,4808,4938,4808,4902,33947,25607.0,4877546.0
2015-07-21,4910,5022,4892,4986,38372,26046.0,4877546.0
2015-07-22,4985,5041,4901,4930,23079,25753.0,4877546.0
2015-07-23,4929,4994,4864,4920,14724,25705.0,4877546.0
2015-07-24,4929,4966,4724,4808,29850,25119.0,4877546.0
2015-07-27,4808,4864,4658,4677,52731,24437.0,4877546.0
2015-07-28,4584,4724,4518,4715,42762,24632.0,4877546.0
2015-07-29,4714,4770,4654,4654,28790,24315.0,4877546.0
2015-07-30,4626,4705,4556,4649,19395,24290.0,4877546.0
2015-07-31,4495,4668,4495,4640,31200,24241.0,4877546.0
2015-08-03,4602,4854,4602,4752,23089,24827.0,4877546.0
2015-08-04,4724,4948,4724,4883,35592,25510.0,4877546.0
2015-08-05,4985,5359,4948,5116,105014,26729.0,4877546.0
2015-08-06,5228,5340,5144,5144,35484,26875.0,4877546.0
2015-08-07,5190,5396,5097,5340,46749,27900.0,4877546.0
2015-08-10,5340,5452,5181,5312,45159,27753.0,4877546.0
2015-08-11,5265,5321,5125,5135,21668,26827.0,4877546.0
2015-08-12,5134,5134,4826,4995,40888,26095.0,4877546.0
2015-08-13,4994,5461,4948,5350,74494,27948.0,4877546.0
2015-08-17,5424,5797,5387,5415,63960,28290.0,4877546.0
2015-08-18,5321,5527,5321,5415,57497,28290.0,4877546.0
2015-08-19,5237,5415,5050,5303,61041,27704.0,4877546.0
2015-08-20,5162,5359,4892,5079,37670,26534.0,4877546.0
2015-08-21,4780,4985,4481,4481,56272,23412.0,4877546.0
2015-08-24,4075,4481,3837,3973,79908,20754.0,4877546.0
2015-08-25,3977,4205,3879,4197,61252,21925.0,4877546.0
2015-08-26,4112,4308,4107,4281,32766,22364.0,4877546.0
2015-08-27,4280,4411,4201,4243,26355,22168.0,4877546.0
2015-08-28,4243,4574,4243,4575,29807,23900.0,4877546.0
2015-08-31,4579,5321,4509,4883,59508,25510.0,4877546.0
2015-09-01,4882,5293,4761,4930,36799,25753.0,4877546.0
2015-09-02,4985,4985,4686,4930,13164,25753.0,4877546.0
2015-09-03,5088,5153,4901,5051,21734,26388.0,4877546.0
2015-09-04,5218,5228,4752,4958,22744,25900.0,4877546.0
2015-09-07,4994,5013,4808,4939,15257,25802.0,4877546.0
2015-09-08,4836,4994,4714,4846,20536,25314.0,4877546.0
2015-09-09,4948,4985,4808,4892,12705,25558.0,4877546.0
2015-09-10,4892,5013,4761,4902,22984,25607.0,4877546.0
2015-09-11,4808,4901,4761,4808,10943,25119.0,4877546.0
2015-09-14,4808,4854,4724,4724,7820,24680.0,4877546.0
2015-09-15,4724,4845,4658,4715,17709,24632.0,4877546.0
2015-09-16,4714,4901,4668,4883,17360,25510.0,4877546.0
2015-09-17,4938,5022,4817,4911,22071,25656.0,4877546.0
2015-09-18,5032,5032,4864,4967,21686,25949.0,4877546.0
2015-09-21,5022,5237,4640,4995,42754,26095.0,4877546.0
2015-09-22,4985,5050,4948,4995,47366,26095.0,4877546.0
2015-09-23,5041,5200,4994,5163,42237,26973.0,4877546.0
2015-09-24,5125,5256,5125,5247,21309,27412.0,4877546.0
2015-09-25,5256,5293,5153,5247,23129,27432.0,4881156.0
2015-09-30,5237,5237,5078,5163,19233,26993.0,4881156.0
2015-10-01,5162,5321,5088,5238,19329,27383.0,4881156.0
2015-10-02,5246,6236,5246,5938,498396,31044.0,4881156.0
2015-10-05,5797,5947,5601,5602,83712,29287.0,4881156.0
2015-10-06,5648,5723,5424,5536,37679,28945.0,4881156.0
2015-10-07,5536,5676,5480,5676,23456,29677.0,4881156.0
2015-10-08,5704,5769,5629,5723,34250,29921.0,4881156.0
2015-10-12,5853,5853,5583,5658,29507,29580.0,4881156.0
2015-10-13,5601,5676,5573,5602,24693,29287.0,4881156.0
2015-10-14,5601,5788,5536,5676,33523,29677.0,4881156.0
2015-10-15,5713,5844,5648,5779,34910,30214.0,4881156.0
2015-10-16,5844,5863,5741,5845,40465,30556.0,4881156.0
2015-10-19,5909,5909,5779,5845,18168,30556.0,4881156.0
2015-10-20,5769,5909,5695,5704,23804,29824.0,4881156.0
2015-10-21,5667,5769,5573,5574,34955,29141.0,4881156.0
2015-10-22,5573,5741,5573,5742,32798,30019.0,4881156.0
2015-10-23,5741,5881,5499,5499,30863,28750.0,4881156.0
2015-10-26,5471,5573,5415,5527,23201,28896.0,4881156.0
2015-10-27,5527,5695,5527,5639,17871,29482.0,4881156.0
2015-10-28,5695,5760,5545,5620,20166,29385.0,4881156.0
2015-10-29,5685,5956,5620,5676,37489,29677.0,4881156.0
2015-10-30,5629,5704,5489,5490,22295,28701.0,4881156.0
2015-11-02,5433,5648,5321,5555,27135,29043.0,4881156.0
2015-11-03,5555,5676,5461,5536,11635,28945.0,4881156.0
2015-11-04,5489,5648,5349,5350,11084,27969.0,4881156.0
2015-11-05,5312,5545,5312,5424,18471,28360.0,4881156.0
2015-11-06,5340,5564,5228,5340,15544,27920.0,4881156.0
2015-11-09,5246,5396,5088,5228,15500,27334.0,4881156.0
2015-11-10,4892,5134,4817,4948,14381,25870.0,4881156.0
2015-11-11,4948,5106,4948,5042,7193,26358.0,4881156.0
2015-11-12,5097,5190,4798,5098,11740,26651.0,4881156.0
2015-11-13,4966,5153,4920,5154,13340,26944.0,4881156.0
2015-11-16,4901,5228,4901,5200,12281,27188.0,4881156.0
2015-11-17,5134,5284,5116,5275,11020,27579.0,4881156.0
2015-11-18,5321,5349,5134,5135,12832,26846.0,4881156.0
2015-11-19,5134,6301,5088,5275,508212,27579.0,4881156.0
2015-11-20,5340,5368,5162,5284,69310,27627.0,4881156.0
2015-11-23,5256,5779,5256,5527,69524,28896.0,4881156.0
2015-11-24,5452,5555,5359,5508,15507,28799.0,4881156.0
2015-11-25,5517,5639,5415,5639,28466,29482.0,4881156.0
2015-11-26,5555,5695,5471,5630,30719,29433.0,4881156.0
2015-11-27,5629,5779,5545,5639,37420,29482.0,4881156.0
2015-11-30,5536,5639,5349,5639,31139,29482.0,4881156.0
2015-12-01,5527,5629,5480,5574,15813,29141.0,4881156.0
2015-12-02,5639,5639,5424,5508,10388,28799.0,4881156.0
2015-12-03,5508,5555,5359,5508,16229,28799.0,4881156.0
2015-12-04,5359,5564,5359,5555,7345,29168.0,4902246.0
2015-12-07,5555,5601,5471,5536,11031,29070.0,4902246.0
2015-12-08,5415,5573,5340,5555,14478,29168.0,4902246.0
2015-12-09,5433,5685,5433,5555,17401,29168.0,4902246.0
2015-12-10,5461,5779,5452,5508,24623,28923.0,4902246.0
2015-12-11,5452,5601,5415,5508,10891,28923.0,4902246.0
2015-12-14,5508,5508,5162,5387,23657,28286.0,4902246.0
2015-12-15,5218,5443,5218,5434,6428,28531.0,4902246.0
2015-12-16,5396,5489,5396,5462,4375,28678.0,4902246.0
