켐트로닉스(089010),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-02,2828,2828,2505,2573,18215,22059.0,4177750.0
2008-10-06,2566,2566,2190,2232,24260,19134.0,4177750.0
2008-10-07,2030,2333,1960,2338,14759,20032.0,4177750.0
2008-10-08,2333,2333,1984,1989,25007,17045.0,4177750.0
2008-10-09,1950,2183,1946,2187,28536,18737.0,4177750.0
2008-10-10,1994,2160,1924,2142,30835,18361.0,4177750.0
2008-10-13,2287,2287,2121,2193,22299,18800.0,4177750.0
2008-10-14,2195,2360,2195,2313,51084,19823.0,4177750.0
2008-10-15,2166,2434,2166,2397,8178,20534.0,4177750.0
2008-10-16,2222,2336,2153,2280,3463,19552.0,4177750.0
2008-10-17,2388,2388,2121,2279,6800,19531.0,4177750.0
2008-10-20,2313,2313,1933,2010,39053,17233.0,4177750.0
2008-10-21,2009,2068,1832,1889,32952,16189.0,4177750.0
2008-10-22,1882,1882,1643,1683,41697,14413.0,4177750.0
2008-10-23,1651,1799,1515,1791,125044,15353.0,4177750.0
2008-10-24,1787,1970,1731,1861,28420,15959.0,4177750.0
2008-10-27,1641,2019,1600,1951,32380,16711.0,4177750.0
2008-10-28,1824,2018,1824,1991,18144,17066.0,4177750.0
2008-10-29,2019,2069,1848,2047,25471,17547.0,4177750.0
2008-10-30,2142,2351,1984,2354,26203,20179.0,4177750.0
2008-10-31,2404,2434,2045,2425,16267,20784.0,4177750.0
2008-11-03,2420,2556,2323,2486,12744,21307.0,4177750.0
2008-11-04,2555,2578,2387,2584,13679,22142.0,4177750.0
2008-11-05,2579,2629,2439,2515,14588,21557.0,4177750.0
2008-11-06,2434,2434,2136,2243,12541,19218.0,4177750.0
2008-11-07,2201,2409,1903,2409,18305,20659.0,4177750.0
2008-11-10,2434,2643,2335,2432,3436,20847.0,4177750.0
2008-11-11,2530,2530,2341,2415,12777,20701.0,4177750.0
2008-11-12,2409,2412,2214,2409,3423,20659.0,4177750.0
2008-11-13,2172,2409,2046,2409,9651,20659.0,4177750.0
2008-11-14,2435,2459,2384,2435,2842,20868.0,4177750.0
2008-11-17,2270,2429,2270,2362,2453,20241.0,4177750.0
2008-11-18,2312,2351,2115,2349,25348,20137.0,4177750.0
2008-11-19,2384,2384,2123,2238,3925,19176.0,4177750.0
2008-11-20,2209,2209,1900,1903,20453,16314.0,4177750.0
2008-11-21,1809,2018,1704,2007,19587,17212.0,4177750.0
2008-11-24,2033,2033,1855,1951,2790,16711.0,4177750.0
2008-11-25,1903,1995,1654,1664,42228,14267.0,4177750.0
2008-11-26,1668,1702,1627,1699,12004,14559.0,4177750.0
2008-11-27,1796,1796,1654,1723,11435,14768.0,4177750.0
2008-11-28,1651,1803,1651,1780,24546,15249.0,4177750.0
2008-12-01,1701,1795,1511,1780,11164,15249.0,4177750.0
2008-12-02,1586,1775,1578,1745,8558,14956.0,4177750.0
2008-12-03,1725,1725,1614,1701,13049,14580.0,4177750.0
2008-12-04,1697,1702,1527,1562,48419,13390.0,4177750.0
2008-12-05,1531,1583,1510,1541,13327,13223.0,4177750.0
2008-12-08,1556,1678,1556,1643,28526,14079.0,4177750.0
2008-12-09,1673,1702,1641,1663,10017,14246.0,4177750.0
2008-12-10,1701,1801,1661,1709,22448,14643.0,4177750.0
2008-12-11,1704,1774,1695,1733,20945,14852.0,4177750.0
2008-12-12,1702,1768,1658,1721,22557,14747.0,4177750.0
2008-12-15,1658,1946,1658,1900,27434,16293.0,4177750.0
2008-12-16,1899,2050,1825,1951,34212,16711.0,4177750.0
2008-12-17,1995,2033,1848,1927,17499,16523.0,4177750.0
2008-12-18,1978,1978,1852,1941,4807,16627.0,4177750.0
2008-12-19,1970,1970,1910,1918,6457,16439.0,4177750.0
2008-12-22,1946,1950,1839,1853,7324,15875.0,4177750.0
2008-12-23,1816,1848,1727,1834,12445,15708.0,4177750.0
2008-12-24,1780,1899,1775,1900,8060,16293.0,4177750.0
2008-12-26,1994,2004,1852,1984,25442,17003.0,4177750.0
2008-12-29,2019,2019,1848,1951,3966,16711.0,4177750.0
2008-12-30,1911,2015,1911,1959,16471,16795.0,4177750.0
2009-01-02,1946,2041,1922,1925,8059,16502.0,4177750.0
2009-01-05,1946,1976,1892,1945,8240,16669.0,4177750.0
2009-01-06,1941,1995,1941,1996,10291,17108.0,4177750.0
2009-01-07,1994,2015,1695,1994,23796,17087.0,4177750.0
2009-01-08,1970,1993,1873,1951,22074,16711.0,4177750.0
2009-01-09,1945,2237,1945,2243,148564,19218.0,4177750.0
2009-01-12,2575,2575,2575,2578,80441,22100.0,4177750.0
2009-01-13,2959,2959,2589,2778,206854,23813.0,4177750.0
2009-01-14,2799,2823,2662,2793,71712,23939.0,4177750.0
2009-01-15,2657,2823,2644,2769,38260,23730.0,4177750.0
2009-01-16,2849,3160,2765,3056,68735,26194.0,4177750.0
2009-01-19,3058,3121,2668,2852,47805,24440.0,4177750.0
2009-01-20,2871,2896,2676,2861,23938,24523.0,4177750.0
2009-01-21,2726,2823,2438,2559,96459,21933.0,4177750.0
2009-01-22,2521,2521,2328,2370,146285,20325.0,4177750.0
2009-01-23,2345,2345,2015,2091,232993,17923.0,4177750.0
2009-01-28,2109,2355,2033,2338,108718,20032.0,4177750.0
2009-01-29,2240,2333,2164,2169,40073,18591.0,4177750.0
2009-01-30,2060,2163,2057,2134,65445,18299.0,4177750.0
2009-02-02,2142,2185,1995,2032,26379,17421.0,4177750.0
2009-02-03,2043,2126,2024,2128,28365,18236.0,4177750.0
2009-02-04,2165,2209,2069,2157,27451,18487.0,4177750.0
2009-02-05,2160,2277,2068,2196,53889,18821.0,4177750.0
2009-02-06,2238,2270,2165,2227,31547,19092.0,4177750.0
2009-02-09,2223,2312,2172,2193,27026,18800.0,4177750.0
2009-02-10,2212,2212,2080,2153,32562,18445.0,4177750.0
2009-02-11,2115,2115,2026,2035,60474,17442.0,4177750.0
2009-02-12,2033,2288,2033,2232,70644,19134.0,4177750.0
2009-02-13,2229,2229,2125,2138,141257,18340.0,4177750.0
2009-02-16,2160,2175,2121,2130,37415,18257.0,4177750.0
2009-02-17,2126,2137,2053,2057,27291,17630.0,4177750.0
2009-02-18,2053,2155,2004,2148,28569,18403.0,4177750.0
2009-02-19,2107,2155,2091,2145,28328,18382.0,4177750.0
2009-02-20,2142,2279,1945,2218,211054,19009.0,4177750.0
2009-02-23,2213,2309,2101,2142,161793,18361.0,4177750.0
2009-02-24,2042,2115,2001,2113,46524,18111.0,4177750.0
2009-02-25,2109,2112,1997,2030,40106,17400.0,4177750.0
2009-02-26,2057,2070,1994,2046,19335,17526.0,4177750.0
2009-02-27,2061,2061,1970,1984,22283,17003.0,4177750.0
2009-03-02,1946,1968,1751,1971,50591,16899.0,4177750.0
2009-03-03,1868,1953,1819,1947,30937,16690.0,4177750.0
2009-03-04,1970,1970,1874,1943,8014,16648.0,4177750.0
2009-03-05,1946,2005,1922,1974,15342,16920.0,4177750.0
2009-03-06,1951,1951,1880,1951,16879,16711.0,4177750.0
2009-03-09,2079,2079,1962,2051,26085,17588.0,4177750.0
2009-03-10,1994,2068,1994,2013,25426,17254.0,4177750.0
2009-03-11,2026,2287,1994,2193,74794,18800.0,4177750.0
2009-03-12,2190,2190,2050,2084,21434,17860.0,4177750.0
2009-03-13,2125,2136,2074,2091,14187,17923.0,4177750.0
2009-03-16,2108,2131,2041,2047,19122,17547.0,4177750.0
2009-03-17,2089,2142,2037,2145,18297,18382.0,4177750.0
2009-03-18,2214,2238,2100,2238,31890,19176.0,4177750.0
2009-03-19,2238,2566,2238,2569,107981,22017.0,4177750.0
2009-03-20,2569,2604,2434,2481,27947,21265.0,4177750.0
2009-03-23,2493,2769,2493,2725,43843,23354.0,4177750.0
2009-03-24,2808,2808,2589,2716,26819,23270.0,4177750.0
2009-03-25,2636,2715,2632,2692,25889,23061.0,4177750.0
2009-03-26,2652,2783,2652,2778,25154,23813.0,4177750.0
2009-03-27,2823,2823,2628,2633,31444,22560.0,4177750.0
2009-03-30,2628,2701,2555,2607,30603,22351.0,4177750.0
2009-03-31,2565,2706,2565,2711,15279,23228.0,4177750.0
2009-04-01,2677,2853,2663,2856,15890,24482.0,4177750.0
2009-04-02,2920,3061,2877,2987,16257,25610.0,4177750.0
2009-04-03,2956,3052,2906,2960,8456,25359.0,4177750.0
2009-04-06,2949,3101,2949,3090,23512,26487.0,4177750.0
2009-04-07,3086,3140,3067,3129,21699,26821.0,4177750.0
2009-04-08,3081,3131,3033,3086,13403,26445.0,4177750.0
2009-04-09,3092,3540,3092,3543,56192,30372.0,4177750.0
2009-04-10,3705,4071,3705,3997,92466,34258.0,4177750.0
2009-04-13,4140,4384,3901,4314,54930,36973.0,4177750.0
2009-04-14,4285,4285,4115,4236,43660,36305.0,4177750.0
2009-04-15,4232,4237,3940,4191,24477,35929.0,4177750.0
2009-04-16,4182,4207,3969,4138,20204,35469.0,4177750.0
2009-04-17,4182,4182,3549,3831,53912,32837.0,4177750.0
2009-04-20,3822,3822,3584,3764,9294,32252.0,4177750.0
2009-04-21,3798,4016,3793,3914,19502,33547.0,4177750.0
2009-04-22,3988,4017,3882,3987,27632,34174.0,4177750.0
2009-04-23,3988,3993,3852,3856,17267,33046.0,4177750.0
2009-04-24,3734,3896,3734,3899,8011,33422.0,4177750.0
2009-04-27,3920,4236,3920,4096,25073,35093.0,4177750.0
2009-04-28,4101,4115,3921,4031,25357,34550.0,4177750.0
2009-04-29,3969,4623,3950,4605,211097,39480.0,4177750.0
2009-04-30,4627,4725,4497,4583,36345,39271.0,4177750.0
2009-05-04,4685,5212,4667,5167,101120,44284.0,4177750.0
2009-05-06,5284,5284,4856,5095,36357,43657.0,4177750.0
2009-05-07,5065,5163,4680,4815,28495,41276.0,4177750.0
2009-05-08,4812,5065,4675,4923,51708,42195.0,4177750.0
2009-05-11,4871,4871,4706,4727,28104,40524.0,4177750.0
2009-05-12,4700,4749,4582,4695,18995,40232.0,4177750.0
2009-05-13,4656,4837,4650,4738,17507,40608.0,4177750.0
2009-05-14,4713,4713,4383,4518,43925,38728.0,4177750.0
2009-05-15,4675,4675,4392,4510,12908,38644.0,4177750.0
2009-05-18,4504,4524,4271,4417,10638,37850.0,4177750.0
2009-05-19,4357,4469,4357,4465,17187,38268.0,4177750.0
2009-05-20,4466,4528,4310,4426,22645,37934.0,4177750.0
2009-05-21,4470,4470,4094,4216,32833,36138.0,4177750.0
2009-05-22,4256,4357,3949,4275,20606,36639.0,4177750.0
2009-05-25,4285,4285,4052,4208,21563,36054.0,4177750.0
2009-05-26,4140,4304,3949,4096,27619,35093.0,4177750.0
2009-05-27,4182,4237,4062,4143,13523,35511.0,4177750.0
2009-05-28,4271,4330,4087,4241,8679,36346.0,4177750.0
2009-05-29,4442,4442,4222,4299,4467,36848.0,4177750.0
2009-06-01,4207,4334,4207,4245,14212,36388.0,4177750.0
2009-06-02,4480,4480,4281,4359,7692,37349.0,4177750.0
2009-06-03,4353,4455,4334,4387,18052,37600.0,4177750.0
2009-06-04,4466,4466,4334,4426,2781,37934.0,4177750.0
2009-06-05,4499,4503,4432,4465,11795,38268.0,4177750.0
2009-06-08,4539,4539,4455,4484,8680,38435.0,4177750.0
2009-06-09,4480,4719,4383,4723,53549,40482.0,4177750.0
2009-06-10,4817,4821,4630,4776,53936,40942.0,4177750.0
2009-06-11,4943,5308,4871,5167,152273,44284.0,4177750.0
2009-06-12,5307,5553,5163,5460,72303,46791.0,4177750.0
2009-06-15,5528,5528,5113,5460,31953,46791.0,4177750.0
2009-06-16,5357,5431,5163,5411,23518,46373.0,4177750.0
2009-06-17,5407,6211,5407,6215,80937,53266.0,4177750.0
2009-06-18,6236,6308,5893,6215,75237,53266.0,4177750.0
2009-06-19,6137,6406,6089,6240,54440,53475.0,4177750.0
2009-06-22,6162,6455,6041,6312,34617,54102.0,4177750.0
2009-06-23,6162,6283,5844,6264,63378,53684.0,4177750.0
2009-06-24,6333,6723,6237,6531,93525,55982.0,4177750.0
2009-06-25,6429,6672,6332,6655,54383,57026.0,4177750.0
2009-06-26,6649,6918,6479,6873,47918,58906.0,4177750.0
2009-06-29,7113,7113,6796,6970,28331,59742.0,4177750.0
2009-06-30,6871,7016,6577,6970,36517,59742.0,4177750.0
2009-07-01,7064,7064,6772,6897,18659,59115.0,4177750.0
2009-07-02,6846,6893,5868,5875,228546,50342.0,4177750.0
2009-07-03,5480,5676,4991,4996,378597,42822.0,4177750.0
2009-07-06,4967,5407,4920,4972,329264,42613.0,4177750.0
2009-07-07,5066,5212,4921,5046,108593,43240.0,4177750.0
2009-07-08,5042,5188,4967,4996,47066,42822.0,4177750.0
2009-07-09,5114,5114,4627,4805,110335,41193.0,4177750.0
2009-07-10,4820,4866,4523,4850,74293,41569.0,4177750.0
2009-07-13,4895,5163,4650,4899,50758,41986.0,4177750.0
2009-07-14,5066,5091,4651,4776,45045,40942.0,4177750.0
2009-07-15,4729,4870,4729,4875,21500,41778.0,4177750.0
2009-07-16,4943,5113,4845,4972,44353,42613.0,4177750.0
2009-07-17,4968,5212,4895,5070,56240,43449.0,4177750.0
2009-07-20,5065,5138,4870,5020,38342,43031.0,4177750.0
2009-07-21,5016,5065,4783,4972,63027,42613.0,4177750.0
2009-07-22,4866,4968,4821,4841,41253,41485.0,4177750.0
2009-07-23,5114,5554,5114,5556,148703,47626.0,4177750.0
2009-07-24,6332,6381,6089,6386,251759,54729.0,4177750.0
2009-07-27,6772,6772,5969,6142,252150,52640.0,4177750.0
2009-07-28,6211,6381,6015,6386,137809,54729.0,4177750.0
2009-07-29,6479,7113,6137,6167,432983,52849.0,4177750.0
2009-07-30,6309,6430,5700,5704,93897,48880.0,4177750.0
2009-07-31,5919,6065,5772,5948,59634,50969.0,4177750.0
2009-08-03,5969,6212,5943,6068,29457,52013.0,4177750.0
2009-08-04,6089,6479,5968,6288,89656,53893.0,4177750.0
2009-08-05,6332,6332,6089,6240,36785,53475.0,4177750.0
2009-08-06,6187,6284,6089,6167,33334,52849.0,4177750.0
2009-08-07,6186,6283,6089,6264,31624,53684.0,4177750.0
2009-08-10,6406,6479,6259,6386,61606,54729.0,4177750.0
2009-08-11,6479,6479,6089,6386,63524,54729.0,4177750.0
2009-08-12,6259,6406,6137,6386,105420,54729.0,4177750.0
2009-08-13,6703,7204,6525,6565,137118,38435.0,4177750.0
2009-08-14,6731,6731,6418,6507,38914,38101.0,4177750.0
2009-08-17,6560,6568,6204,6279,61051,36764.0,4177750.0
2009-08-18,6267,6267,5919,6116,47251,35803.0,4177750.0
2009-08-19,6132,6517,6132,6523,53272,38185.0,4177750.0
2009-08-20,6796,6810,6319,6457,100709,37809.0,4177750.0
2009-08-21,6417,6453,5846,5852,67499,34258.0,4177750.0
2009-08-24,6052,6052,5527,5551,57101,32503.0,4177750.0
2009-08-25,5648,5739,5226,5251,58375,30748.0,4177750.0
2009-08-26,5368,5368,5084,5280,64839,30915.0,4177750.0
2009-08-27,5205,5390,4984,5038,60792,29495.0,4177750.0
2009-08-28,5056,5148,4955,5115,40506,29954.0,4177750.0
2009-08-31,5269,5561,5125,5443,47503,31876.0,4177750.0
2009-09-01,5591,5620,5419,5450,32744,31918.0,4177750.0
2009-09-02,5419,5419,5140,5300,19684,31041.0,4177750.0
2009-09-03,5348,5562,5077,5421,83209,46486.0,6116625.0
2009-09-04,5518,5518,5176,5264,29446,45141.0,6116625.0
2009-09-07,5234,5263,4498,5145,46111,44101.0,6116625.0
2009-09-08,5205,5419,5205,5331,49484,45691.0,6116625.0
2009-09-09,5332,5526,5320,5387,54829,46181.0,6116625.0
2009-09-10,5390,5518,5212,5293,28195,45385.0,6116625.0
2009-09-11,5247,5433,5140,5293,60915,45385.0,6116625.0
2009-09-14,5300,5855,5219,5729,76358,49116.0,6116625.0
2009-09-15,5711,5882,5697,5828,36733,49973.0,6116625.0
2009-09-16,5826,5891,5526,5800,20839,49728.0,6116625.0
2009-09-17,5810,5867,5633,5637,18401,48321.0,6116625.0
2009-09-18,5775,5805,5568,5750,26409,49300.0,6116625.0
2009-09-21,5840,5840,5648,5729,21961,49116.0,6116625.0
2009-09-22,5654,5775,5561,5722,31383,49055.0,6116625.0
2009-09-23,5704,5770,5611,5657,15921,48505.0,6116625.0
2009-09-24,5539,5688,5454,5664,40293,48566.0,6116625.0
2009-09-25,5655,5661,5455,5630,13703,48260.0,6116625.0
2009-09-28,5568,5660,5539,5622,22590,48199.0,6116625.0
2009-09-29,5620,5961,5620,5886,82938,50462.0,6116625.0
2009-09-30,5783,5911,5703,5852,17474,50156.0,6116625.0
2009-10-01,5867,5919,5698,5922,20257,50768.0,6116625.0
2009-10-05,5919,6047,5806,5856,21131,50217.0,6116625.0
2009-10-06,5954,5954,5703,5901,28797,50584.0,6116625.0
2009-10-07,5797,5912,5556,5729,24764,49116.0,6116625.0
2009-10-08,5597,5748,5411,5465,31074,46853.0,6116625.0
2009-10-09,5562,5591,5469,5551,7237,47587.0,6116625.0
2009-10-12,5540,5655,5490,5556,11664,47649.0,6116625.0
2009-10-13,5583,5712,5512,5556,52498,47649.0,6116625.0
2009-10-14,5625,6381,5561,6386,138647,54744.0,6116625.0
2009-10-15,6367,6503,6124,6416,96188,54988.0,6116625.0
2009-10-16,6467,6467,5946,5993,88273,51380.0,6116625.0
2009-10-19,5925,6041,5727,5972,34862,51196.0,6116625.0
2009-10-20,5969,5974,5739,5780,21820,49545.0,6116625.0
2009-10-21,5712,5847,5556,5657,38380,48505.0,6116625.0
2009-10-22,5655,5676,5406,5459,36937,46792.0,6116625.0
2009-10-23,5619,5660,5489,5536,26797,47465.0,6116625.0
2009-10-26,5655,5655,5291,5293,38911,45385.0,6116625.0
2009-10-27,5139,5489,5139,5387,25693,46181.0,6116625.0
2009-10-28,5390,5534,5312,5351,22888,45875.0,6116625.0
2009-10-29,5347,5418,5204,5387,19831,46181.0,6116625.0
2009-10-30,5348,5598,5348,5556,12303,47649.0,6116625.0
2009-11-02,5540,5604,5300,5530,8432,47404.0,6116625.0
2009-11-03,5527,5732,5419,5530,46273,47404.0,6116625.0
2009-11-04,5575,5625,5489,5565,12380,47710.0,6116625.0
2009-11-05,5748,5748,5469,5530,15615,47404.0,6116625.0
2009-11-06,5668,5668,5461,5465,6934,46853.0,6116625.0
2009-11-09,5598,5598,4848,5066,136881,43428.0,6116625.0
2009-11-10,5126,5205,4769,4995,50285,42816.0,6116625.0
2009-11-11,4991,5097,4920,5102,29914,43734.0,6116625.0
2009-11-12,5196,5196,4969,5073,23001,43489.0,6116625.0
2009-11-13,5134,5134,4776,5058,18671,43367.0,6116625.0
2009-11-16,5119,5119,4954,5022,17161,43061.0,6116625.0
2009-11-17,5019,5162,4991,5022,16998,43061.0,6116625.0
2009-11-18,4848,5113,4848,5022,15124,43061.0,6116625.0
2009-11-19,4954,5062,4954,5022,8876,43061.0,6116625.0
2009-11-20,5056,5212,4921,5215,16455,44713.0,6116625.0
2009-11-23,5226,5991,5134,5421,123112,46486.0,6116625.0
2009-11-24,5419,5527,5134,5371,45671,46058.0,6116625.0
2009-11-25,5406,5419,5134,5243,24183,44957.0,6116625.0
2009-11-26,5148,5419,5148,5293,16942,45385.0,6116625.0
2009-11-27,5320,5347,5011,5102,23804,43734.0,6116625.0
2009-11-30,5134,5169,4991,5102,23687,43734.0,6116625.0
2009-12-01,4991,5148,4963,5095,18711,43673.0,6116625.0
2009-12-02,4984,5126,4984,5095,7591,43673.0,6116625.0
2009-12-03,5134,5134,4991,5095,10252,43673.0,6116625.0
2009-12-04,4991,5091,4835,4887,50538,41899.0,6116625.0
2009-12-07,4954,4954,4818,4852,17021,41593.0,6116625.0
2009-12-08,4884,4884,4663,4709,36339,40370.0,6116625.0
2009-12-09,4706,4785,4633,4786,21619,41043.0,6116625.0
2009-12-10,4719,4818,4706,4774,21201,40920.0,6116625.0
2009-12-11,4777,4819,4571,4709,44742,40370.0,6116625.0
2009-12-14,4684,4769,4684,4766,21015,40859.0,6116625.0
2009-12-15,4776,4869,4739,4852,22425,41593.0,6116625.0
2009-12-16,4912,5196,4869,5159,95022,44223.0,6116625.0
2009-12-17,5155,5263,5155,5215,54591,44713.0,6116625.0
2009-12-18,5205,5727,5205,5707,136506,48933.0,6116625.0
2009-12-21,5866,5875,5647,5772,83419,49483.0,6116625.0
2009-12-22,5826,5866,5632,5794,52142,49667.0,6116625.0
2009-12-23,5761,5847,5668,5844,42739,50095.0,6116625.0
2009-12-24,5739,5969,5739,5958,164528,51074.0,6116625.0
2009-12-28,5982,6019,5783,5922,93243,50768.0,6116625.0
2009-12-29,5977,6080,5662,5664,57004,47220.0,6116625.0
2009-12-30,5662,5992,5662,5995,41903,49973.0,6116625.0
2010-01-04,5992,6213,5919,6215,75736,51808.0,6116625.0
2010-01-05,6241,6535,6235,6318,77407,52664.0,6116625.0
2010-01-06,6418,6418,5956,6127,69661,51074.0,6116625.0
2010-01-07,6197,6197,5903,5944,35593,49545.0,6116625.0
2010-01-08,6029,6029,5793,5855,55206,48811.0,6116625.0
2010-01-11,5999,5999,5866,5936,10315,49483.0,6116625.0
2010-01-12,5934,5934,5793,5849,23821,48750.0,6116625.0
2010-01-13,5971,6720,5866,6311,258721,52603.0,6116625.0
2010-01-14,6388,6661,6285,6662,157782,55539.0,6116625.0
2010-01-15,6711,6858,6462,6708,121466,55906.0,6116625.0
2010-01-18,6748,6748,6528,6730,87032,56089.0,6116625.0
2010-01-19,6698,7078,6698,6956,179664,57986.0,6116625.0
2010-01-20,7004,7034,6785,6891,92281,57435.0,6116625.0
2010-01-21,6785,7189,6725,7125,130358,59392.0,6116625.0
2010-01-22,7115,7774,6962,7669,165890,63919.0,6116625.0
2010-01-25,7518,7849,6983,7521,81332,62695.0,6116625.0
2010-01-26,7409,7592,7071,7302,251764,60860.0,6116625.0
2010-01-27,7298,7629,7226,7631,89818,63613.0,6116625.0
2010-01-28,7701,8766,7298,8769,750286,73094.0,6116625.0
2010-01-29,8326,8547,7701,8220,547981,68506.0,6116625.0
2010-02-01,8142,8509,7372,8146,554357,67895.0,6116625.0
2010-02-02,8289,8363,7555,7817,211673,65142.0,6116625.0
2010-02-03,7922,8069,7665,7963,142482,66365.0,6116625.0
2010-02-04,7995,7995,7701,7963,84593,66365.0,6116625.0
2010-02-05,7446,7739,7209,7374,120176,61472.0,6116625.0
2010-02-08,7409,7701,7291,7293,116310,60799.0,6116625.0
2010-02-09,7291,7291,6689,6971,101079,58108.0,6116625.0
2010-02-10,7004,7217,6858,6934,30441,57802.0,6116625.0
2010-02-11,6932,7446,6909,7256,42081,60493.0,6116625.0
2010-02-12,7336,7336,7042,7221,18053,60188.0,6116625.0
2010-02-16,7167,7263,7021,7067,27601,58903.0,6116625.0
2010-02-17,7298,7665,7093,7631,101221,63613.0,6116625.0
2010-02-18,7629,8179,7482,8035,143690,66977.0,6116625.0
2010-02-19,8069,8069,7665,7925,47389,66060.0,6116625.0
2010-02-22,7995,8473,7849,7888,66215,65754.0,6116625.0
2010-02-23,7739,7995,7592,7888,50500,65754.0,6116625.0
2010-02-24,7739,7922,7592,7817,35673,65142.0,6116625.0
2010-02-25,7518,7958,7298,7521,69631,62695.0,6116625.0
2010-02-26,7592,8104,7314,7925,166308,66060.0,6116625.0
2010-03-02,7995,8069,7555,7669,103472,63919.0,6116625.0
2010-03-03,7774,7958,7629,7669,137183,63919.0,6116625.0
2010-03-04,7592,7739,7446,7558,42350,63001.0,6116625.0
2010-03-05,7592,7592,7255,7256,129164,60493.0,6116625.0
2010-03-08,7298,7327,7174,7243,84318,60371.0,6116625.0
2010-03-09,7263,7314,7152,7265,56081,60555.0,6116625.0
2010-03-10,7263,7482,7226,7374,55368,61472.0,6116625.0
2010-03-11,7409,7409,7152,7227,51907,60249.0,6116625.0
2010-03-12,7298,7298,7152,7177,27742,59821.0,6116625.0
2010-03-15,7167,7277,7136,7139,22446,59515.0,6116625.0
2010-03-16,7189,7246,7071,7118,27770,59331.0,6116625.0
2010-03-17,7158,7409,7100,7412,61767,61778.0,6116625.0
2010-03-18,7409,7409,7268,7315,28458,60983.0,6116625.0
2010-03-19,7277,7372,7246,7293,24677,60799.0,6116625.0
2010-03-22,7336,7336,7158,7192,23629,59943.0,6116625.0
2010-03-23,7189,7263,7034,7104,43429,59209.0,6116625.0
2010-03-24,7122,7122,6821,6862,56797,57190.0,6116625.0
2010-03-25,6821,6938,6741,6802,51655,56701.0,6116625.0
2010-03-26,6909,6909,6800,6809,20470,56762.0,6116625.0
2010-03-29,6873,7181,6829,7009,65971,58414.0,6116625.0
2010-03-30,7263,7446,7233,7287,101044,60738.0,6116625.0
2010-03-31,7372,7372,7078,7081,39717,59025.0,6116625.0
2010-04-01,7136,7291,7057,7192,36132,59943.0,6116625.0
2010-04-02,7314,7409,6975,6978,94443,58169.0,6116625.0
2010-04-05,7042,7078,6704,6802,38950,56701.0,6116625.0
2010-04-06,6858,6858,6396,6509,71942,54254.0,6116625.0
2010-04-07,6564,6725,6535,6633,32938,55294.0,6116625.0
2010-04-08,6755,6755,6528,6611,25724,55111.0,6116625.0
2010-04-09,6610,6639,6564,6627,26772,55233.0,6116625.0
2010-04-12,6674,6683,6483,6502,25787,54193.0,6116625.0
2010-04-13,6564,6587,6418,6530,19610,54438.0,6116625.0
2010-04-14,6587,6683,6535,6677,22302,55661.0,6116625.0
2010-04-15,6683,6851,6674,6721,25210,57654.0,6294123.0
2010-04-16,6748,6881,6711,6875,31083,58976.0,6294123.0
2010-04-19,6844,6844,6610,6671,110349,57214.0,6294123.0
2010-04-20,6616,6770,6616,6751,14650,57906.0,6294123.0
2010-04-21,6748,6785,6683,6751,26466,57906.0,6294123.0
2010-04-22,6762,6873,6645,6730,25026,57717.0,6294123.0
2010-04-23,6785,6785,6667,6751,26835,57906.0,6294123.0
2010-04-26,6791,7034,6741,7001,59407,60046.0,6294123.0
2010-04-27,7021,7071,6895,7075,50268,60675.0,6294123.0
2010-04-28,7034,7482,6895,7330,303318,62878.0,6294123.0
2010-04-29,7482,7592,7314,7338,174297,62941.0,6294123.0
2010-04-30,7409,7446,7204,7302,55844,62627.0,6294123.0
2010-05-03,7204,7291,7004,7009,31174,60109.0,6294123.0
2010-05-04,7012,7152,6932,7052,21062,60487.0,6294123.0
2010-05-06,6887,6902,6711,6817,34367,58472.0,6294123.0
2010-05-07,6623,6639,6381,6598,45623,56584.0,6294123.0
2010-05-10,6593,6652,6506,6633,29462,56899.0,6294123.0
2010-05-11,6689,6741,6542,6627,33042,56836.0,6294123.0
2010-05-12,6601,6932,6564,6862,68968,58850.0,6294123.0
2010-05-13,6895,7115,6895,6971,62917,59794.0,6294123.0
2010-05-14,7042,7995,6938,7963,345173,68291.0,6294123.0
2010-05-17,7958,8619,7922,8402,403386,72068.0,6294123.0
2010-05-18,8509,8509,7555,7999,223704,68606.0,6294123.0
2010-05-19,7701,8104,7305,8073,236221,69235.0,6294123.0
2010-05-20,8216,8547,7518,7999,364460,68606.0,6294123.0
2010-05-24,7885,7958,7518,7778,112903,66718.0,6294123.0
2010-05-25,7629,7629,6844,7521,127747,64515.0,6294123.0
2010-05-26,7592,8399,7409,8402,151468,72068.0,6294123.0
2010-05-27,8253,8840,8142,8769,260321,75215.0,6294123.0
2010-05-28,8950,8950,8473,8769,177291,75215.0,6294123.0
2010-05-31,8693,8912,8509,8695,110877,74585.0,6294123.0
2010-06-01,8729,8729,8142,8584,176604,73641.0,6294123.0
2010-06-03,8803,8803,8436,8512,141193,73012.0,6294123.0
2010-06-04,8509,8509,8179,8365,78504,71753.0,6294123.0
2010-06-07,7922,8216,7885,8146,68400,69865.0,6294123.0
2010-06-08,8216,8473,8104,8365,78003,71753.0,6294123.0
